Lipid,Class,FAD185_M1_Male_5xFAD_cerebellum_x,FAD185_M1_Male_5xFAD_cortex ,FAD185_M1_Male_5xFAD_diencephalon,FAD185_M1_Male_5xFAD_hippocampus,FAD185_M3_Male_5xFAD_cerebellum_x,FAD185_M3_Male_5xFAD_cortex ,FAD185_M3_Male_5xFAD_diencephalon,FAD185_M3_Male_5xFAD_hippocampus,FAD189_M1_Male_5xFAD_cerebellum_x,FAD189_M1_Male_5xFAD_cortex ,FAD189_M1_Male_5xFAD_diencephalon,FAD189_M1_Male_5xFAD_hippocampus,FAD189_M2_Male_5xFAD_cerebellum_x,FAD189_M2_Male_5xFAD_cortex ,FAD189_M2_Male_5xFAD_diencephalon,FAD189_M2_Male_5xFAD_hippocampus,DOD93_F4_Female_5xFAD_cerebellum,DOD94_F3_Female_WT_cerebellum,DOD94_F4_Female_5xFAD_cerebellum,FAD184_F3_Female_WT_cerebellum,FAD184_F4_Female_WT_cerebellum,FAD185_M1_Male_5xFAD_cerebellum_y,FAD185_M3_Male_5xFAD_cerebellum_y,FAD185_M4_Male_WT_cerebellum,FAD189_M1_Male_5xFAD_cerebellum_y,FAD189_M2_Male_5xFAD_cerebellum_y,FAD189_M3_Male_WT_cerebellum,Blank_Blank_Blank_Blank_Blank,Title1,Title2,Title,length1,length2,Blank_name
CAR(10:0),CAR,321886.7222099304,331718.70194625854,323321.26235198975,326331.7841949463,321306.5824775696,329772.5221824646,323802.9835205078,331767.6450653076,323888.16147613525,326426.52296829224,326853.56217575073,330886.32358551025,329886.42529296875,323925.32470703125,323277.3828315735,325895.88430023193,359375.3847541809,329625.3434448242,338570.24422836304,335095.484539032,328984.103061676,321886.7222099304,321306.5824775696,336707.025100708,323888.16147613525,329886.42529296875,331391.22269821167,359584.1459960937,Sex: Male | Genotype: 5xFAD,Brain Region: cerebellum,Sex: Male__Genotype: 5xFAD vs Brain Region: cerebellum_,16,11,Blank_Blank_Blank_Blank_Blank
CAR(10:0)_QUAL,CAR,1432939.3393974304,1471178.2422294617,1465661.5479812622,1446191.0229263306,1448025.082748413,1420216.2540550232,1471804.5253257751,1478430.7510223389,1467338.117553711,1469332.7677192688,1495402.5145492554,1461154.143615723,1479470.671447754,1504513.7513008118,1509350.9440078735,1464119.9964790344,1678001.329662323,1473919.363647461,1540669.8572006226,1531624.129436493,1481863.3592300415,1432939.3393974304,1448025.082748413,1554215.237365723,1467338.117553711,1479470.671447754,1482649.1044578552,1358931.08203125,Sex: Male | Genotype: 5xFAD,Brain Region: cerebellum,Sex: Male__Genotype: 5xFAD vs Brain Region: cerebellum_,16,11,Blank_Blank_Blank_Blank_Blank
CAR(10:1),CAR,466888.7722206116,456883.1327896118,459726.014465332,459563.1962890625,447744.3542900085,465105.2358818054,459556.2958984375,463854.8551826477,454910.75260543823,458949.9333877564,466029.6733665466,466560.0566825866,457608.0919380188,462073.6529541016,473192.2338218689,459266.55598831177,505036.3566207886,457097.5735855103,458074.812953949,465617.5734901428,473222.4962921143,466888.7722206116,447744.3542900085,463669.89585113525,454910.75260543823,457608.0919380188,456407.10988616943,634009.9052734375,Sex: Male | Genotype: 5xFAD,Brain Region: cerebellum,Sex: Male__Genotype: 5xFAD vs Brain Region: cerebellum_,16,11,Blank_Blank_Blank_Blank_Blank
CAR(10:1)_QUAL,CAR,1125222.4940795898,1161861.2991142273,1168491.082397461,1166871.539199829,1155182.5573730469,1133688.3053627014,1165448.3845214844,1152066.73777771,1170766.46868515,1159647.360107422,1165622.5580291748,1125648.4397773745,1178696.6046714785,1178396.0200195312,1197382.9510269165,1163263.6423950195,1338643.5079917908,1131956.764427185,1228727.7515907288,1210324.3289375303,1151465.9069366455,1125222.4940795898,1155182.5573730469,1226830.0862236023,1170766.46868515,1178696.6046714785,1191960.7978553772,1046036.49609375,Sex: Male | Genotype: 5xFAD,Brain Region: cerebellum,Sex: Male__Genotype: 5xFAD vs Brain Region: cerebellum_,16,11,Blank_Blank_Blank_Blank_Blank
CAR(10:2),CAR,467629.9087333679,466466.7318916321,470667.7735595703,469187.1918334961,463236.3703994751,460608.3939208984,469337.28994750977,474116.2724838257,467590.3498535156,473931.9167480469,472138.4946517944,466608.2280311585,468902.31021881104,477851.7532348633,464267.77478027344,471062.3940734863,514652.9989318848,453861.348487854,477414.1746826172,473032.4131278992,471169.6966743469,467629.9087333679,463236.3703994751,478791.27502441406,467590.3498535156,468902.31021881104,474985.4504814148,642041.1708984375,Sex: Male | Genotype: 5xFAD,Brain Region: cerebellum,Sex: Male__Genotype: 5xFAD vs Brain Region: cerebellum_,16,11,Blank_Blank_Blank_Blank_Blank
CAR(10:2)_QUAL,CAR,611171.8441162109,686649.5900878906,664392.66796875,579629.7597045898,627567.0003662109,652079.5024414062,603536.2040405273,602506.7243499756,683353.6118164062,665449.4080810547,627115.3056640625,600880.6587142944,635974.3681640625,632789.7221069336,708170.4301757812,653109.3824653625,703678.1702880859,612985.6586914062,628613.0872039795,631867.0440940857,615290.3865966797,611171.8441162109,627567.0003662109,645250.8635253906,683353.6118164062,635974.3681640625,617690.7841033936,585456.421875,Sex: Male | Genotype: 5xFAD,Brain Region: cerebellum,Sex: Male__Genotype: 5xFAD vs Brain Region: cerebellum_,16,11,Blank_Blank_Blank_Blank_Blank
CAR(10:3),CAR,467118.39096069336,467282.83181762695,465083.8903808594,468108.49212265015,462316.1915130615,451108.0492782593,462530.2118835449,470671.4733543396,463602.9907836914,459617.4909515381,458302.6073188782,470697.6712036133,463062.2111816406,461934.0142211914,460119.35189819336,460852.37074661255,504844.3345336914,450509.6921386719,465302.7536354065,465281.9126586914,468512.5920410156,467118.39096069336,462316.1915130615,476578.8731765747,463602.9907836914,463062.2111816406,471274.576171875,611447.3291015625,Sex: Male | Genotype: 5xFAD,Brain Region: cerebellum,Sex: Male__Genotype: 5xFAD vs Brain Region: cerebellum_,16,11,Blank_Blank_Blank_Blank_Blank
CAR(10:3)_QUAL,CAR,641275.3082275391,746274.6158752441,699709.5654449463,647800.7481269836,712706.1708374023,682222.3889465332,681354.36769104,666427.1296043396,712117.6495361328,736102.3311386108,692704.0530395508,641976.5270996094,661335.9470214844,659423.4671554565,695539.7074279785,678101.4078559875,733342.43359375,659306.0273742676,632045.0028305054,666056.2108001709,639118.0305175781,641275.3082275391,712706.1708374023,701900.7349433899,712117.6495361328,661335.9470214844,721197.8115234375,633677.9819335938,Sex: Male | Genotype: 5xFAD,Brain Region: cerebellum,Sex: Male__Genotype: 5xFAD vs Brain Region: cerebellum_,16,11,Blank_Blank_Blank_Blank_Blank
CAR(11:0),CAR,218446.4764213562,217638.55546569824,215049.35606002808,219353.91617584229,218645.57523345947,220808.29425430295,222003.6559715271,220078.1758270264,214662.6746559143,215391.51430511475,217721.4149169922,216354.03619003296,216117.3162574768,219324.81494140625,216942.31550216675,213329.99577713013,257411.838344574,220413.59775543213,230313.9958953857,221055.97383499143,220966.0139694214,218446.4764213562,218645.57523345947,234711.0570678711,214662.6746559143,216117.3162574768,218226.2944984436,307762.5842285156,Sex: Male | Genotype: 5xFAD,Brain Region: cerebellum,Sex: Male__Genotype: 5xFAD vs Brain Region: cerebellum_,16,11,Blank_Blank_Blank_Blank_Blank
CAR(11:0)_QUAL,CAR,919359.0277824402,934787.2282104492,917140.747505188,936028.9175796508,932479.308166504,918568.4296531676,945642.8892822266,954372.5708656312,957827.2923545836,939842.6645050048,954241.1290931702,916378.5413360596,971917.5591201782,949083.5850601196,983907.2283935548,942803.9660987854,1042371.3549728394,949159.1106185912,965662.7069129944,964686.4536552428,939224.9856300354,919359.0277824402,932479.308166504,978144.6479530334,957827.2923545836,971917.5591201782,951554.263698578,870968.1220703125,Sex: Male | Genotype: 5xFAD,Brain Region: cerebellum,Sex: Male__Genotype: 5xFAD vs Brain Region: cerebellum_,16,11,Blank_Blank_Blank_Blank_Blank
CAR(12:0),CAR,6638865.850631714,6607863.245319366,6612772.765007019,6536299.536567688,6530265.857505798,6664555.5596961975,6553456.024692535,6606474.931880951,6604638.681884766,6635573.870006561,6603319.179691315,6758274.149066925,6639214.566879272,6636016.132194519,6624754.211257935,6607173.447193146,7086168.616256714,6595506.065631866,6722045.327503204,6755555.022506714,6792760.283447266,6638865.850631714,6530265.857505798,6764746.511878967,6604638.681884766,6639214.566879272,6579164.950317383,6397297.76171875,Sex: Male | Genotype: 5xFAD,Brain Region: cerebellum,Sex: Male__Genotype: 5xFAD vs Brain Region: cerebellum_,16,11,Blank_Blank_Blank_Blank_Blank
CAR(12:0)_QUAL,CAR,1174099.7212600708,1231349.6988372805,1193942.9633636477,1161189.3405532837,1228928.2289123535,1221284.5914916992,1279660.1290664673,1192792.445396423,1327673.7668037417,1306356.8415679932,1222956.989692688,1192158.3355522156,1273608.2948493958,1193412.1874275208,1287689.2668800354,1164571.6839904785,1301156.3486747742,1220984.7471504211,1168562.6757087708,1221448.2316474917,1149624.4547691343,1174099.7212600708,1228928.2289123535,1224322.105255127,1327673.7668037417,1273608.2948493958,1207328.6835975647,1316580.955078125,Sex: Male | Genotype: 5xFAD,Brain Region: cerebellum,Sex: Male__Genotype: 5xFAD vs Brain Region: cerebellum_,16,11,Blank_Blank_Blank_Blank_Blank
CAR(14:0),CAR,335133.70473098755,341709.0861778259,332862.2823295593,332927.7430534363,336372.2026824951,339953.44495010376,339905.80448150635,336576.90424728394,336101.6043624878,334817.0441246033,338632.98584747314,343159.0837364197,339221.28412628174,338206.9849281311,344700.1848526001,339383.0037384033,372923.9835395813,350620.08406829834,344656.7267036438,359427.3056907654,355229.2665863037,335133.70473098755,336372.2026824951,349707.2444610596,336101.6043624878,339221.28412628174,343465.46434402466,372286.3051757813,Sex: Male | Genotype: 5xFAD,Brain Region: cerebellum,Sex: Male__Genotype: 5xFAD vs Brain Region: cerebellum_,16,11,Blank_Blank_Blank_Blank_Blank
CAR(14:0)_QUAL,CAR,719374.9527397156,727281.4342269897,743154.5322341919,713829.2136383057,734312.7576637268,761418.1294593811,733432.2945365906,734547.4757080078,717753.7501983643,741924.6730957031,712182.9745788574,768051.2121162415,699380.4080162048,751814.8503990173,730440.7923126221,713456.0486755371,827987.8002815247,749190.3892250061,751557.3112182617,773082.2574691772,740778.4919586182,719374.9527397156,734312.7576637268,784517.7756309509,717753.7501983643,699380.4080162048,717301.4472732544,886736.28125,Sex: Male | Genotype: 5xFAD,Brain Region: cerebellum,Sex: Male__Genotype: 5xFAD vs Brain Region: cerebellum_,16,11,Blank_Blank_Blank_Blank_Blank
CAR(14:1),CAR,346470.70416641235,347182.0241088867,338663.2843208313,336109.3020401001,346617.0825843811,358554.5650444031,351927.0446739197,339588.00342559814,337433.92461395264,343123.0645942688,349780.6231689453,346242.2067642212,341337.0643424988,346077.24448013306,348162.04473495483,348505.52379608154,375419.16662979126,350630.924949646,359813.8261604309,356755.884967804,358847.823677063,346470.70416641235,346617.0825843811,357274.9656906128,337433.92461395264,341337.0643424988,353994.2070198059,368998.5258789063,Sex: Male | Genotype: 5xFAD,Brain Region: cerebellum,Sex: Male__Genotype: 5xFAD vs Brain Region: cerebellum_,16,11,Blank_Blank_Blank_Blank_Blank
CAR(14:1)_QUAL,CAR,739374.1313743591,724341.1519584656,744602.9521179199,715650.6092262268,735472.528717041,733591.5547332764,733397.7854766846,718913.6894226074,729962.1512184143,719726.5105552673,751904.1968002319,773259.4165306091,711158.1291885376,758138.393913269,766372.874382019,701233.7068405151,799638.3330917358,757029.9527816772,750288.1098861694,753580.4165306091,748233.2111778259,739374.1313743591,735472.528717041,773335.7379722595,729962.1512184143,711158.1291885376,740426.3129768372,902707.2607421876,Sex: Male | Genotype: 5xFAD,Brain Region: cerebellum,Sex: Male__Genotype: 5xFAD vs Brain Region: cerebellum_,16,11,Blank_Blank_Blank_Blank_Blank
CAR(14:2),CAR,377037.0874862671,381633.790145874,374953.6049690247,368244.14541625977,368247.1245956421,381604.8462371826,386218.3284263611,382283.7461395264,368663.3448295593,378694.5857315064,377583.80672836304,382226.4464111328,365438.8460388184,378606.2049293518,379547.5256729126,374254.64543533325,411872.5904350281,380503.1065673828,389590.1304168701,391326.5685043335,393587.8889694214,377037.0874862671,368247.1245956421,386504.00748825073,368663.3448295593,365438.8460388184,374577.8872909546,397565.6098632813,Sex: Male | Genotype: 5xFAD,Brain Region: cerebellum,Sex: Male__Genotype: 5xFAD vs Brain Region: cerebellum_,16,11,Blank_Blank_Blank_Blank_Blank
CAR(14:2)_QUAL,CAR,761754.5339546204,767176.1962928772,774199.4570770264,753526.3537979126,771592.0360603333,789051.5732498169,768619.9982872009,772708.3506698608,784426.7789916992,774223.9913330078,757587.032585144,783264.2549667358,759862.1564903259,761149.5116081238,789616.1741104126,744232.7703971863,845375.5410995483,805672.5811767578,789235.235710144,806046.2173500061,791681.4773902893,761754.5339546204,771592.0360603333,809444.1345405579,784426.7789916992,759862.1564903259,776865.636100769,898668.984375,Sex: Male | Genotype: 5xFAD,Brain Region: cerebellum,Sex: Male__Genotype: 5xFAD vs Brain Region: cerebellum_,16,11,Blank_Blank_Blank_Blank_Blank
CAR(16:0),CAR,249443.29615020752,251473.47735977173,248438.1576423645,242261.5566596985,244656.0984153748,255412.83624649048,256342.4572944641,248843.7773895264,243504.41631698608,250881.0977783203,250341.67779922485,258400.71842575076,247252.4987564087,247474.23796463013,245753.4393043518,242644.57736968997,272205.9010620117,243168.3185043335,261969.87801361084,265652.26039505005,255383.49932479855,249443.29615020752,244656.0984153748,260782.2986793518,243504.41631698608,247252.4987564087,255094.79864120483,283562.0600585937,Sex: Male | Genotype: 5xFAD,Brain Region: cerebellum,Sex: Male__Genotype: 5xFAD vs Brain Region: cerebellum_,16,11,Blank_Blank_Blank_Blank_Blank
CAR(16:0)_QUAL,CAR,727368.675201416,761272.3086395264,780233.8910598755,719417.8522720337,744580.450668335,757181.172039032,733402.4082489014,785145.1504745483,761447.2956733704,763946.3106689453,718402.3291473389,775260.2955551147,767873.0320358276,721392.4711380005,782067.414691925,742124.9953994751,785454.1362190247,711777.9098129272,728377.2713737488,744304.7329330444,784411.1769981384,727368.675201416,744580.450668335,739910.9273910522,761447.2956733704,767873.0320358276,748902.6073913574,743383.630859375,Sex: Male | Genotype: 5xFAD,Brain Region: cerebellum,Sex: Male__Genotype: 5xFAD vs Brain Region: cerebellum_,16,11,Blank_Blank_Blank_Blank_Blank
CAR(16:1),CAR,240108.3775062561,238651.93688964844,239549.95531082156,234070.7368927002,245266.697555542,247915.0375175476,250917.5990600586,243786.65781784055,240178.85808181763,235559.25829696652,237858.3367919922,243525.8972358704,236260.0367164612,240942.0760192871,244149.1976242065,245141.53705596924,265494.65633773804,245300.87617874143,248678.4370956421,245991.79652786252,250654.79792785645,240108.3775062561,245266.697555542,248668.6992378235,240178.85808181763,236260.0367164612,244456.33667755127,271161.9794921875,Sex: Male | Genotype: 5xFAD,Brain Region: cerebellum,Sex: Male__Genotype: 5xFAD vs Brain Region: cerebellum_,16,11,Blank_Blank_Blank_Blank_Blank
CAR(16:1)_QUAL,CAR,708629.9428215027,758423.3161010742,728574.1284446716,702866.0491104126,722805.9335632324,721346.4516448975,727922.1539497375,749253.8325424194,767697.6349639893,812565.5787582397,726252.3511772156,745121.470867157,729004.4346923828,735076.952545166,714028.0119590759,706428.0680923462,737661.1934432983,695575.2939910889,703927.8320007324,717180.0927810669,724446.8543014526,708629.9428215027,722805.9335632324,769126.7771148682,767697.6349639893,729004.4346923828,749935.374420166,740003.9345703125,Sex: Male | Genotype: 5xFAD,Brain Region: cerebellum,Sex: Male__Genotype: 5xFAD vs Brain Region: cerebellum_,16,11,Blank_Blank_Blank_Blank_Blank
CAR(16:2),CAR,233818.33547592163,243046.63777923584,243835.67629623413,234065.51695632932,238263.81699752808,242045.73767089844,242903.81734085083,241021.6171951294,225778.13489151,235517.69748687744,227772.11569213867,235195.55652236936,230395.71717453003,232855.4962463379,233746.2361984253,233346.37580871585,254123.47904968265,239340.3956298828,242813.39530944824,241356.97693252563,243000.4768104553,233818.33547592163,238263.81699752808,245138.49822616577,225778.13489151,230395.71717453003,239194.91827774048,256414.337890625,Sex: Male | Genotype: 5xFAD,Brain Region: cerebellum,Sex: Male__Genotype: 5xFAD vs Brain Region: cerebellum_,16,11,Blank_Blank_Blank_Blank_Blank
CAR(16:2)_QUAL,CAR,673136.8647346497,701309.7100067139,758232.4121170044,672190.4879722595,723259.7475471497,716002.735786438,706301.4317817688,718702.731842041,745184.4724273682,733708.4512557983,682616.0869216919,735353.2536010742,724091.2696533203,684801.8274307251,746355.1691856384,666488.748249054,701353.0062561035,692253.6337165833,678927.8856697083,677953.36668396,747993.7341079712,673136.8647346497,723259.7475471497,694329.3298530579,745184.4724273682,724091.2696533203,659436.4851989746,720453.970703125,Sex: Male | Genotype: 5xFAD,Brain Region: cerebellum,Sex: Male__Genotype: 5xFAD vs Brain Region: cerebellum_,16,11,Blank_Blank_Blank_Blank_Blank
CAR(17:0),CAR,1213258.2848510742,1353571.8726654053,1266043.720790863,1323412.7336769104,1307844.7393035889,1272498.4499282837,1346960.3937568665,1298430.0461006165,1272704.8889160156,1295091.9070358276,1297160.1095352173,1256010.5886001587,1328843.162349701,1300291.628364563,1338827.432430267,1303440.0905532837,1482878.3078193665,1280312.0266456604,1409439.1154022217,1388717.9932060242,1331627.514461517,1213258.2848510742,1307844.7393035889,1403911.8992271423,1272704.8889160156,1328843.162349701,1384220.1986808777,1142501.9833984375,Sex: Male | Genotype: 5xFAD,Brain Region: cerebellum,Sex: Male__Genotype: 5xFAD vs Brain Region: cerebellum_,16,11,Blank_Blank_Blank_Blank_Blank
CAR(17:0)_QUAL,CAR,517349.47512435913,539171.1168403625,522134.95793533325,524084.7597351074,510357.1747703552,537797.8213729858,544400.1816864014,544247.1184806824,518834.95582580566,535650.5117263794,533254.9981689453,544579.76039505,542659.7355117798,540114.2405166626,544554.2147331238,537445.2820396423,595341.5996513367,547989.9380531311,567340.6586799622,554741.1977005005,546695.0993423462,517349.47512435913,510357.1747703552,553653.5812950134,518834.95582580566,542659.7355117798,540486.1771965027,595367.421875,Sex: Male | Genotype: 5xFAD,Brain Region: cerebellum,Sex: Male__Genotype: 5xFAD vs Brain Region: cerebellum_,16,11,Blank_Blank_Blank_Blank_Blank
CAR(18:0),CAR,3076573.9889144897,3212707.112350464,3130900.762664795,3152338.077976227,3239723.7710990906,3266554.9107894897,3252273.294067383,3125446.245632172,3146476.197505951,3156970.61000824,3145356.0317230225,3206437.527507782,3157032.115478516,3147100.541255951,3203608.6062583923,3154476.9831314087,3616983.304851532,3296005.070941925,3469922.337348938,3469259.7359466557,3436369.544849396,3076573.9889144897,3239723.7710990906,3440968.196411133,3146476.197505951,3157032.115478516,3371841.245632172,3204698.263671875,Sex: Male | Genotype: 5xFAD,Brain Region: cerebellum,Sex: Male__Genotype: 5xFAD vs Brain Region: cerebellum_,16,11,Blank_Blank_Blank_Blank_Blank
CAR(18:0)_QUAL,CAR,674721.9897727966,702674.0927810669,670423.8701210022,680055.5681686401,673375.7495002747,704641.5527000427,707733.4903945923,686212.0269203186,689346.0529747009,682358.8477783203,695461.6885604858,692955.5866088867,690685.9684829712,700399.5262145996,693850.8493843079,686706.8727798462,774771.6753196716,716354.0694618225,738997.1532478333,720246.8477783203,700834.5096549988,674721.9897727966,673375.7495002747,716590.8282470703,689346.0529747009,690685.9684829712,702780.9741096497,760985.4560546875,Sex: Male | Genotype: 5xFAD,Brain Region: cerebellum,Sex: Male__Genotype: 5xFAD vs Brain Region: cerebellum_,16,11,Blank_Blank_Blank_Blank_Blank
