Lipid,Parent_Ion,Product_Ion,Species,Class,DB Location,FA mass,[FA+AMP]+
FA(11:3)_<BB>_n-7,265.2,183.0,11:3,FA,<BB>,180.1,347.2
FA(11:3)_<FF>_n-8,255.2,183.0,11:3,FA,<FF>,180.1,347.2
FA(11:3)_<BF>_n-8,253.2,183.0,11:3,FA,<BF>,180.1,347.2
FA(11:3)_<FF>_n-9,241.2,183.0,11:3,FA,<FF>,180.1,347.2
FA(11:4)_<BBF>_n-2,335.2,183.0,11:4,FA,<BBF>,178.1,345.2
FA(11:4)_<BBB>_n-2,333.2,183.0,11:4,FA,<BBB>,178.1,345.2
FA(11:4)_<BFF>_n-3,323.2,183.0,11:4,FA,<BFF>,178.1,345.2
FA(11:4)_<BBF>_n-3,321.2,183.0,11:4,FA,<BBF>,178.1,345.2
FA(11:4)_<BBB>_n-3,319.2,183.0,11:4,FA,<BBB>,178.1,345.2
FA(11:4)_<FFF>_n-4,311.2,183.0,11:4,FA,<FFF>,178.1,345.2
FA(11:4)_<BFF>_n-4,309.2,183.0,11:4,FA,<BFF>,178.1,345.2
FA(11:4)_<BBF>_n-4,307.2,183.0,11:4,FA,<BBF>,178.1,345.2
FA(11:4)_<BBB>_n-4,305.2,183.0,11:4,FA,<BBB>,178.1,345.2
FA(11:4)_<FFF>_n-5,297.2,183.0,11:4,FA,<FFF>,178.1,345.2
FA(11:4)_<BFF>_n-5,295.2,183.0,11:4,FA,<BFF>,178.1,345.2
FA(11:4)_<BBF>_n-5,293.2,183.0,11:4,FA,<BBF>,178.1,345.2
FA(11:4)_<BBB>_n-5,291.2,183.0,11:4,FA,<BBB>,178.1,345.2
FA(11:4)_<FFF>_n-6,283.2,183.0,11:4,FA,<FFF>,178.1,345.2
FA(11:4)_<BFF>_n-6,281.2,183.0,11:4,FA,<BFF>,178.1,345.2
FA(11:4)_<BBF>_n-6,279.2,183.0,11:4,FA,<BBF>,178.1,345.2
FA(11:4)_<BBB>_n-6,277.2,183.0,11:4,FA,<BBB>,178.1,345.2
FA(11:4)_<FFF>_n-7,269.2,183.0,11:4,FA,<FFF>,178.1,345.2
FA(11:4)_<BFF>_n-7,267.2,183.0,11:4,FA,<BFF>,178.1,345.2
FA(11:4)_<BBF>_n-7,265.2,183.0,11:4,FA,<BBF>,178.1,345.2
FA(11:4)_<FFF>_n-8,255.2,183.0,11:4,FA,<FFF>,178.1,345.2
FA(11:4)_<BFF>_n-8,253.2,183.0,11:4,FA,<BFF>,178.1,345.2
FA(11:4)_<FFF>_n-9,241.2,183.0,11:4,FA,<FFF>,178.1,345.2
FA(11:5)_<BBBF>_n-2,333.2,183.0,11:5,FA,<BBBF>,176.1,343.2
FA(11:5)_<BBBB>_n-2,331.2,183.0,11:5,FA,<BBBB>,176.1,343.2
FA(11:5)_<BBFF>_n-3,321.2,183.0,11:5,FA,<BBFF>,176.1,343.2
FA(11:5)_<BBBF>_n-3,319.2,183.0,11:5,FA,<BBBF>,176.1,343.2
FA(11:5)_<BBBB>_n-3,317.2,183.0,11:5,FA,<BBBB>,176.1,343.2
FA(11:5)_<BFFF>_n-4,309.2,183.0,11:5,FA,<BFFF>,176.1,343.2
FA(11:5)_<BBFF>_n-4,307.2,183.0,11:5,FA,<BBFF>,176.1,343.2
FA(11:5)_<BBBF>_n-4,305.2,183.0,11:5,FA,<BBBF>,176.1,343.2
FA(11:5)_<BBBB>_n-4,303.2,183.0,11:5,FA,<BBBB>,176.1,343.2
FA(11:5)_<FFFF>_n-5,297.2,183.0,11:5,FA,<FFFF>,176.1,343.2
FA(11:5)_<BFFF>_n-5,295.2,183.0,11:5,FA,<BFFF>,176.1,343.2
FA(11:5)_<BBFF>_n-5,293.2,183.0,11:5,FA,<BBFF>,176.1,343.2
FA(11:5)_<BBBF>_n-5,291.2,183.0,11:5,FA,<BBBF>,176.1,343.2
FA(11:5)_<BBBB>_n-5,289.2,183.0,11:5,FA,<BBBB>,176.1,343.2
FA(11:5)_<FFFF>_n-6,283.2,183.0,11:5,FA,<FFFF>,176.1,343.2
FA(11:5)_<BFFF>_n-6,281.2,183.0,11:5,FA,<BFFF>,176.1,343.2
FA(11:5)_<BBFF>_n-6,279.2,183.0,11:5,FA,<BBFF>,176.1,343.2
FA(11:5)_<BBBF>_n-6,277.2,183.0,11:5,FA,<BBBF>,176.1,343.2
FA(11:5)_<FFFF>_n-7,269.2,183.0,11:5,FA,<FFFF>,176.1,343.2
FA(11:5)_<BFFF>_n-7,267.2,183.0,11:5,FA,<BFFF>,176.1,343.2
FA(11:5)_<BBFF>_n-7,265.2,183.0,11:5,FA,<BBFF>,176.1,343.2
FA(11:5)_<FFFF>_n-8,255.2,183.0,11:5,FA,<FFFF>,176.1,343.2
FA(11:5)_<BFFF>_n-8,253.2,183.0,11:5,FA,<BFFF>,176.1,343.2
FA(11:5)_<FFFF>_n-9,241.2,183.0,11:5,FA,<FFFF>,176.1,343.2
FA(11:6)_<BBBBF>_n-2,331.2,183.0,11:6,FA,<BBBBF>,174.1,341.2
FA(11:6)_<BBBBB>_n-2,329.2,183.0,11:6,FA,<BBBBB>,174.1,341.2
FA(11:6)_<BBBFF>_n-3,319.2,183.0,11:6,FA,<BBBFF>,174.1,341.2
FA(11:6)_<BBBBF>_n-3,317.2,183.0,11:6,FA,<BBBBF>,174.1,341.2
FA(11:6)_<BBBBB>_n-3,315.2,183.0,11:6,FA,<BBBBB>,174.1,341.2
FA(11:6)_<BBFFF>_n-4,307.2,183.0,11:6,FA,<BBFFF>,174.1,341.2
FA(11:6)_<BBBFF>_n-4,305.2,183.0,11:6,FA,<BBBFF>,174.1,341.2
FA(11:6)_<BBBBF>_n-4,303.2,183.0,11:6,FA,<BBBBF>,174.1,341.2
FA(11:6)_<BBBBB>_n-4,301.2,183.0,11:6,FA,<BBBBB>,174.1,341.2
FA(11:6)_<BFFFF>_n-5,295.2,183.0,11:6,FA,<BFFFF>,174.1,341.2
FA(11:6)_<BBFFF>_n-5,293.2,183.0,11:6,FA,<BBFFF>,174.1,341.2
FA(11:6)_<BBBFF>_n-5,291.2,183.0,11:6,FA,<BBBFF>,174.1,341.2
FA(11:6)_<BBBBF>_n-5,289.2,183.0,11:6,FA,<BBBBF>,174.1,341.2
FA(11:6)_<FFFFF>_n-6,283.2,183.0,11:6,FA,<FFFFF>,174.1,341.2
FA(11:6)_<BFFFF>_n-6,281.2,183.0,11:6,FA,<BFFFF>,174.1,341.2
FA(11:6)_<BBFFF>_n-6,279.2,183.0,11:6,FA,<BBFFF>,174.1,341.2
FA(11:6)_<BBBFF>_n-6,277.2,183.0,11:6,FA,<BBBFF>,174.1,341.2
FA(11:6)_<FFFFF>_n-7,269.2,183.0,11:6,FA,<FFFFF>,174.1,341.2
FA(11:6)_<BFFFF>_n-7,267.2,183.0,11:6,FA,<BFFFF>,174.1,341.2
FA(11:6)_<BBFFF>_n-7,265.2,183.0,11:6,FA,<BBFFF>,174.1,341.2
FA(11:6)_<FFFFF>_n-8,255.2,183.0,11:6,FA,<FFFFF>,174.1,341.2
FA(11:6)_<BFFFF>_n-8,253.2,183.0,11:6,FA,<BFFFF>,174.1,341.2
FA(11:6)_<FFFFF>_n-9,241.2,183.0,11:6,FA,<FFFFF>,174.1,341.2
FA(12:0),367.3,183.0,12:0,FA,,200.2,379.3
FA(12:1)_<>_n-2,353.2,183.0,12:1,FA,<>,198.1,365.2
FA(12:1)_<>_n-3,339.2,183.0,12:1,FA,<>,198.1,365.2
FA(12:1)_<>_n-4,325.2,183.0,12:1,FA,<>,198.1,365.2
FA(12:1)_<>_n-5,311.2,183.0,12:1,FA,<>,198.1,365.2
FA(12:1)_<>_n-6,297.2,183.0,12:1,FA,<>,198.1,365.2
FA(12:1)_<>_n-7,283.2,183.0,12:1,FA,<>,198.1,365.2
FA(12:1)_<>_n-8,269.2,183.0,12:1,FA,<>,198.1,365.2
FA(12:1)_<>_n-9,255.2,183.0,12:1,FA,<>,198.1,365.2
FA(12:1)_<>_n-10,241.2,183.0,12:1,FA,<>,198.1,365.2
FA(12:2)_<F>_n-2,353.2,183.0,12:2,FA,<F>,196.1,363.2
FA(12:2)_<B>_n-2,351.2,183.0,12:2,FA,<B>,196.1,363.2
FA(12:2)_<F>_n-3,339.2,183.0,12:2,FA,<F>,196.1,363.2
FA(12:2)_<B>_n-3,337.2,183.0,12:2,FA,<B>,196.1,363.2
FA(12:2)_<F>_n-4,325.2,183.0,12:2,FA,<F>,196.1,363.2
FA(12:2)_<B>_n-4,323.2,183.0,12:2,FA,<B>,196.1,363.2
FA(12:2)_<F>_n-5,311.2,183.0,12:2,FA,<F>,196.1,363.2
FA(12:2)_<B>_n-5,309.2,183.0,12:2,FA,<B>,196.1,363.2
FA(12:2)_<F>_n-6,297.2,183.0,12:2,FA,<F>,196.1,363.2
FA(12:2)_<B>_n-6,295.2,183.0,12:2,FA,<B>,196.1,363.2
FA(12:2)_<F>_n-7,283.2,183.0,12:2,FA,<F>,196.1,363.2
FA(12:2)_<B>_n-7,281.2,183.0,12:2,FA,<B>,196.1,363.2
FA(12:2)_<F>_n-8,269.2,183.0,12:2,FA,<F>,196.1,363.2
FA(12:2)_<B>_n-8,267.2,183.0,12:2,FA,<B>,196.1,363.2
FA(12:2)_<F>_n-9,255.2,183.0,12:2,FA,<F>,196.1,363.2
FA(12:2)_<B>_n-9,253.2,183.0,12:2,FA,<B>,196.1,363.2
FA(12:2)_<F>_n-10,241.2,183.0,12:2,FA,<F>,196.1,363.2
FA(12:3)_<BF>_n-2,351.2,183.0,12:3,FA,<BF>,194.1,361.2
FA(12:3)_<BB>_n-2,349.2,183.0,12:3,FA,<BB>,194.1,361.2
FA(12:3)_<FF>_n-3,339.2,183.0,12:3,FA,<FF>,194.1,361.2
FA(12:3)_<BF>_n-3,337.2,183.0,12:3,FA,<BF>,194.1,361.2
FA(12:3)_<BB>_n-3,335.2,183.0,12:3,FA,<BB>,194.1,361.2
FA(12:3)_<FF>_n-4,325.2,183.0,12:3,FA,<FF>,194.1,361.2
FA(12:3)_<BF>_n-4,323.2,183.0,12:3,FA,<BF>,194.1,361.2
FA(12:3)_<BB>_n-4,321.2,183.0,12:3,FA,<BB>,194.1,361.2
FA(12:3)_<FF>_n-5,311.2,183.0,12:3,FA,<FF>,194.1,361.2
FA(12:3)_<BF>_n-5,309.2,183.0,12:3,FA,<BF>,194.1,361.2
FA(12:3)_<BB>_n-5,307.2,183.0,12:3,FA,<BB>,194.1,361.2
FA(12:3)_<FF>_n-6,297.2,183.0,12:3,FA,<FF>,194.1,361.2
FA(12:3)_<BF>_n-6,295.2,183.0,12:3,FA,<BF>,194.1,361.2
FA(12:3)_<BB>_n-6,293.2,183.0,12:3,FA,<BB>,194.1,361.2
FA(12:3)_<FF>_n-7,283.2,183.0,12:3,FA,<FF>,194.1,361.2
FA(12:3)_<BF>_n-7,281.2,183.0,12:3,FA,<BF>,194.1,361.2
FA(12:3)_<BB>_n-7,279.2,183.0,12:3,FA,<BB>,194.1,361.2
FA(12:3)_<FF>_n-8,269.2,183.0,12:3,FA,<FF>,194.1,361.2
FA(12:3)_<BF>_n-8,267.2,183.0,12:3,FA,<BF>,194.1,361.2
FA(12:3)_<BB>_n-8,265.2,183.0,12:3,FA,<BB>,194.1,361.2
FA(12:3)_<FF>_n-9,255.2,183.0,12:3,FA,<FF>,194.1,361.2
FA(12:3)_<BF>_n-9,253.2,183.0,12:3,FA,<BF>,194.1,361.2
FA(12:3)_<FF>_n-10,241.2,183.0,12:3,FA,<FF>,194.1,361.2
FA(12:4)_<BBF>_n-2,349.2,183.0,12:4,FA,<BBF>,192.1,359.2
FA(12:4)_<BBB>_n-2,347.2,183.0,12:4,FA,<BBB>,192.1,359.2
FA(12:4)_<BFF>_n-3,337.2,183.0,12:4,FA,<BFF>,192.1,359.2
FA(12:4)_<BBF>_n-3,335.2,183.0,12:4,FA,<BBF>,192.1,359.2
FA(12:4)_<BBB>_n-3,333.2,183.0,12:4,FA,<BBB>,192.1,359.2
FA(12:4)_<FFF>_n-4,325.2,183.0,12:4,FA,<FFF>,192.1,359.2
FA(12:4)_<BFF>_n-4,323.2,183.0,12:4,FA,<BFF>,192.1,359.2
FA(12:4)_<BBF>_n-4,321.2,183.0,12:4,FA,<BBF>,192.1,359.2
FA(12:4)_<BBB>_n-4,319.2,183.0,12:4,FA,<BBB>,192.1,359.2
FA(12:4)_<FFF>_n-5,311.2,183.0,12:4,FA,<FFF>,192.1,359.2
FA(12:4)_<BFF>_n-5,309.2,183.0,12:4,FA,<BFF>,192.1,359.2
FA(12:4)_<BBF>_n-5,307.2,183.0,12:4,FA,<BBF>,192.1,359.2
FA(12:4)_<BBB>_n-5,305.2,183.0,12:4,FA,<BBB>,192.1,359.2
FA(12:4)_<FFF>_n-6,297.2,183.0,12:4,FA,<FFF>,192.1,359.2
FA(12:4)_<BFF>_n-6,295.2,183.0,12:4,FA,<BFF>,192.1,359.2
FA(12:4)_<BBF>_n-6,293.2,183.0,12:4,FA,<BBF>,192.1,359.2
FA(12:4)_<BBB>_n-6,291.2,183.0,12:4,FA,<BBB>,192.1,359.2
FA(12:4)_<FFF>_n-7,283.2,183.0,12:4,FA,<FFF>,192.1,359.2
FA(12:4)_<BFF>_n-7,281.2,183.0,12:4,FA,<BFF>,192.1,359.2
FA(12:4)_<BBF>_n-7,279.2,183.0,12:4,FA,<BBF>,192.1,359.2
FA(12:4)_<BBB>_n-7,277.2,183.0,12:4,FA,<BBB>,192.1,359.2
FA(12:4)_<FFF>_n-8,269.2,183.0,12:4,FA,<FFF>,192.1,359.2
FA(12:4)_<BFF>_n-8,267.2,183.0,12:4,FA,<BFF>,192.1,359.2
FA(12:4)_<BBF>_n-8,265.2,183.0,12:4,FA,<BBF>,192.1,359.2
FA(12:4)_<FFF>_n-9,255.2,183.0,12:4,FA,<FFF>,192.1,359.2
FA(12:4)_<BFF>_n-9,253.2,183.0,12:4,FA,<BFF>,192.1,359.2
FA(12:4)_<FFF>_n-10,241.2,183.0,12:4,FA,<FFF>,192.1,359.2
FA(12:5)_<BBBF>_n-2,347.2,183.0,12:5,FA,<BBBF>,190.1,357.2
FA(12:5)_<BBBB>_n-2,345.2,183.0,12:5,FA,<BBBB>,190.1,357.2
FA(12:5)_<BBFF>_n-3,335.2,183.0,12:5,FA,<BBFF>,190.1,357.2
FA(12:5)_<BBBF>_n-3,333.2,183.0,12:5,FA,<BBBF>,190.1,357.2
FA(12:5)_<BBBB>_n-3,331.2,183.0,12:5,FA,<BBBB>,190.1,357.2
FA(12:5)_<BFFF>_n-4,323.2,183.0,12:5,FA,<BFFF>,190.1,357.2
FA(12:5)_<BBFF>_n-4,321.2,183.0,12:5,FA,<BBFF>,190.1,357.2
FA(12:5)_<BBBF>_n-4,319.2,183.0,12:5,FA,<BBBF>,190.1,357.2
FA(12:5)_<BBBB>_n-4,317.2,183.0,12:5,FA,<BBBB>,190.1,357.2
FA(12:5)_<FFFF>_n-5,311.2,183.0,12:5,FA,<FFFF>,190.1,357.2
FA(12:5)_<BFFF>_n-5,309.2,183.0,12:5,FA,<BFFF>,190.1,357.2
FA(12:5)_<BBFF>_n-5,307.2,183.0,12:5,FA,<BBFF>,190.1,357.2
FA(12:5)_<BBBF>_n-5,305.2,183.0,12:5,FA,<BBBF>,190.1,357.2
FA(12:5)_<BBBB>_n-5,303.2,183.0,12:5,FA,<BBBB>,190.1,357.2
FA(12:5)_<FFFF>_n-6,297.2,183.0,12:5,FA,<FFFF>,190.1,357.2
FA(12:5)_<BFFF>_n-6,295.2,183.0,12:5,FA,<BFFF>,190.1,357.2
FA(12:5)_<BBFF>_n-6,293.2,183.0,12:5,FA,<BBFF>,190.1,357.2
FA(12:5)_<BBBF>_n-6,291.2,183.0,12:5,FA,<BBBF>,190.1,357.2
FA(12:5)_<BBBB>_n-6,289.2,183.0,12:5,FA,<BBBB>,190.1,357.2
FA(12:5)_<FFFF>_n-7,283.2,183.0,12:5,FA,<FFFF>,190.1,357.2
FA(12:5)_<BFFF>_n-7,281.2,183.0,12:5,FA,<BFFF>,190.1,357.2
FA(12:5)_<BBFF>_n-7,279.2,183.0,12:5,FA,<BBFF>,190.1,357.2
FA(12:5)_<BBBF>_n-7,277.2,183.0,12:5,FA,<BBBF>,190.1,357.2
FA(12:5)_<FFFF>_n-8,269.2,183.0,12:5,FA,<FFFF>,190.1,357.2
FA(12:5)_<BFFF>_n-8,267.2,183.0,12:5,FA,<BFFF>,190.1,357.2
FA(12:5)_<BBFF>_n-8,265.2,183.0,12:5,FA,<BBFF>,190.1,357.2
FA(12:5)_<FFFF>_n-9,255.2,183.0,12:5,FA,<FFFF>,190.1,357.2
FA(12:5)_<BFFF>_n-9,253.2,183.0,12:5,FA,<BFFF>,190.1,357.2
FA(12:5)_<FFFF>_n-10,241.2,183.0,12:5,FA,<FFFF>,190.1,357.2
FA(12:6)_<BBBBF>_n-2,345.2,183.0,12:6,FA,<BBBBF>,188.1,355.2
FA(12:6)_<BBBBB>_n-2,343.2,183.0,12:6,FA,<BBBBB>,188.1,355.2
FA(12:6)_<BBBFF>_n-3,333.2,183.0,12:6,FA,<BBBFF>,188.1,355.2
FA(12:6)_<BBBBF>_n-3,331.2,183.0,12:6,FA,<BBBBF>,188.1,355.2
FA(12:6)_<BBBBB>_n-3,329.2,183.0,12:6,FA,<BBBBB>,188.1,355.2
FA(12:6)_<BBFFF>_n-4,321.2,183.0,12:6,FA,<BBFFF>,188.1,355.2
FA(12:6)_<BBBFF>_n-4,319.2,183.0,12:6,FA,<BBBFF>,188.1,355.2
FA(12:6)_<BBBBF>_n-4,317.2,183.0,12:6,FA,<BBBBF>,188.1,355.2
FA(12:6)_<BBBBB>_n-4,315.2,183.0,12:6,FA,<BBBBB>,188.1,355.2
FA(12:6)_<BFFFF>_n-5,309.2,183.0,12:6,FA,<BFFFF>,188.1,355.2
FA(12:6)_<BBFFF>_n-5,307.2,183.0,12:6,FA,<BBFFF>,188.1,355.2
FA(12:6)_<BBBFF>_n-5,305.2,183.0,12:6,FA,<BBBFF>,188.1,355.2
FA(12:6)_<BBBBF>_n-5,303.2,183.0,12:6,FA,<BBBBF>,188.1,355.2
FA(12:6)_<BBBBB>_n-5,301.2,183.0,12:6,FA,<BBBBB>,188.1,355.2
FA(12:6)_<FFFFF>_n-6,297.2,183.0,12:6,FA,<FFFFF>,188.1,355.2
FA(12:6)_<BFFFF>_n-6,295.2,183.0,12:6,FA,<BFFFF>,188.1,355.2
FA(12:6)_<BBFFF>_n-6,293.2,183.0,12:6,FA,<BBFFF>,188.1,355.2
FA(12:6)_<BBBFF>_n-6,291.2,183.0,12:6,FA,<BBBFF>,188.1,355.2
FA(12:6)_<BBBBF>_n-6,289.2,183.0,12:6,FA,<BBBBF>,188.1,355.2
FA(12:6)_<FFFFF>_n-7,283.2,183.0,12:6,FA,<FFFFF>,188.1,355.2
FA(12:6)_<BFFFF>_n-7,281.2,183.0,12:6,FA,<BFFFF>,188.1,355.2
FA(12:6)_<BBFFF>_n-7,279.2,183.0,12:6,FA,<BBFFF>,188.1,355.2
FA(12:6)_<BBBFF>_n-7,277.2,183.0,12:6,FA,<BBBFF>,188.1,355.2
FA(12:6)_<FFFFF>_n-8,269.2,183.0,12:6,FA,<FFFFF>,188.1,355.2
FA(12:6)_<BFFFF>_n-8,267.2,183.0,12:6,FA,<BFFFF>,188.1,355.2
FA(12:6)_<BBFFF>_n-8,265.2,183.0,12:6,FA,<BBFFF>,188.1,355.2
FA(12:6)_<FFFFF>_n-9,255.2,183.0,12:6,FA,<FFFFF>,188.1,355.2
FA(12:6)_<BFFFF>_n-9,253.2,183.0,12:6,FA,<BFFFF>,188.1,355.2
FA(12:6)_<FFFFF>_n-10,241.2,183.0,12:6,FA,<FFFFF>,188.1,355.2
FA(13:0),381.3,183.0,13:0,FA,,214.2,393.3
FA(13:1)_<>_n-2,367.2,183.0,13:1,FA,<>,212.1,379.2
FA(13:1)_<>_n-3,353.2,183.0,13:1,FA,<>,212.1,379.2
FA(13:1)_<>_n-4,339.2,183.0,13:1,FA,<>,212.1,379.2
FA(13:1)_<>_n-5,325.2,183.0,13:1,FA,<>,212.1,379.2
FA(13:1)_<>_n-6,311.2,183.0,13:1,FA,<>,212.1,379.2
FA(13:1)_<>_n-7,297.2,183.0,13:1,FA,<>,212.1,379.2
FA(13:1)_<>_n-8,283.2,183.0,13:1,FA,<>,212.1,379.2
FA(13:1)_<>_n-9,269.2,183.0,13:1,FA,<>,212.1,379.2
FA(13:1)_<>_n-10,255.2,183.0,13:1,FA,<>,212.1,379.2
FA(13:1)_<>_n-11,241.2,183.0,13:1,FA,<>,212.1,379.2
FA(13:2)_<F>_n-2,367.2,183.0,13:2,FA,<F>,210.1,377.2
FA(13:2)_<B>_n-2,365.2,183.0,13:2,FA,<B>,210.1,377.2
FA(13:2)_<F>_n-3,353.2,183.0,13:2,FA,<F>,210.1,377.2
FA(13:2)_<B>_n-3,351.2,183.0,13:2,FA,<B>,210.1,377.2
FA(13:2)_<F>_n-4,339.2,183.0,13:2,FA,<F>,210.1,377.2
FA(13:2)_<B>_n-4,337.2,183.0,13:2,FA,<B>,210.1,377.2
FA(13:2)_<F>_n-5,325.2,183.0,13:2,FA,<F>,210.1,377.2
FA(13:2)_<B>_n-5,323.2,183.0,13:2,FA,<B>,210.1,377.2
FA(13:2)_<F>_n-6,311.2,183.0,13:2,FA,<F>,210.1,377.2
FA(13:2)_<B>_n-6,309.2,183.0,13:2,FA,<B>,210.1,377.2
FA(13:2)_<F>_n-7,297.2,183.0,13:2,FA,<F>,210.1,377.2
FA(13:2)_<B>_n-7,295.2,183.0,13:2,FA,<B>,210.1,377.2
FA(13:2)_<F>_n-8,283.2,183.0,13:2,FA,<F>,210.1,377.2
FA(13:2)_<B>_n-8,281.2,183.0,13:2,FA,<B>,210.1,377.2
FA(13:2)_<F>_n-9,269.2,183.0,13:2,FA,<F>,210.1,377.2
FA(13:2)_<B>_n-9,267.2,183.0,13:2,FA,<B>,210.1,377.2
FA(13:2)_<F>_n-10,255.2,183.0,13:2,FA,<F>,210.1,377.2
FA(13:2)_<B>_n-10,253.2,183.0,13:2,FA,<B>,210.1,377.2
FA(13:2)_<F>_n-11,241.2,183.0,13:2,FA,<F>,210.1,377.2
FA(13:3)_<BF>_n-2,365.2,183.0,13:3,FA,<BF>,208.1,375.2
FA(13:3)_<BB>_n-2,363.2,183.0,13:3,FA,<BB>,208.1,375.2
FA(13:3)_<FF>_n-3,353.2,183.0,13:3,FA,<FF>,208.1,375.2
FA(13:3)_<BF>_n-3,351.2,183.0,13:3,FA,<BF>,208.1,375.2
FA(13:3)_<BB>_n-3,349.2,183.0,13:3,FA,<BB>,208.1,375.2
FA(13:3)_<FF>_n-4,339.2,183.0,13:3,FA,<FF>,208.1,375.2
FA(13:3)_<BF>_n-4,337.2,183.0,13:3,FA,<BF>,208.1,375.2
FA(13:3)_<BB>_n-4,335.2,183.0,13:3,FA,<BB>,208.1,375.2
FA(13:3)_<FF>_n-5,325.2,183.0,13:3,FA,<FF>,208.1,375.2
FA(13:3)_<BF>_n-5,323.2,183.0,13:3,FA,<BF>,208.1,375.2
FA(13:3)_<BB>_n-5,321.2,183.0,13:3,FA,<BB>,208.1,375.2
FA(13:3)_<FF>_n-6,311.2,183.0,13:3,FA,<FF>,208.1,375.2
FA(13:3)_<BF>_n-6,309.2,183.0,13:3,FA,<BF>,208.1,375.2
FA(13:3)_<BB>_n-6,307.2,183.0,13:3,FA,<BB>,208.1,375.2
FA(13:3)_<FF>_n-7,297.2,183.0,13:3,FA,<FF>,208.1,375.2
FA(13:3)_<BF>_n-7,295.2,183.0,13:3,FA,<BF>,208.1,375.2
FA(13:3)_<BB>_n-7,293.2,183.0,13:3,FA,<BB>,208.1,375.2
FA(13:3)_<FF>_n-8,283.2,183.0,13:3,FA,<FF>,208.1,375.2
FA(13:3)_<BF>_n-8,281.2,183.0,13:3,FA,<BF>,208.1,375.2
FA(13:3)_<BB>_n-8,279.2,183.0,13:3,FA,<BB>,208.1,375.2
FA(13:3)_<FF>_n-9,269.2,183.0,13:3,FA,<FF>,208.1,375.2
FA(13:3)_<BF>_n-9,267.2,183.0,13:3,FA,<BF>,208.1,375.2
FA(13:3)_<BB>_n-9,265.2,183.0,13:3,FA,<BB>,208.1,375.2
FA(13:3)_<FF>_n-10,255.2,183.0,13:3,FA,<FF>,208.1,375.2
FA(13:3)_<BF>_n-10,253.2,183.0,13:3,FA,<BF>,208.1,375.2
FA(13:3)_<FF>_n-11,241.2,183.0,13:3,FA,<FF>,208.1,375.2
FA(13:4)_<BBF>_n-2,363.2,183.0,13:4,FA,<BBF>,206.1,373.2
FA(13:4)_<BBB>_n-2,361.2,183.0,13:4,FA,<BBB>,206.1,373.2
FA(13:4)_<BFF>_n-3,351.2,183.0,13:4,FA,<BFF>,206.1,373.2
FA(13:4)_<BBF>_n-3,349.2,183.0,13:4,FA,<BBF>,206.1,373.2
FA(13:4)_<BBB>_n-3,347.2,183.0,13:4,FA,<BBB>,206.1,373.2
FA(13:4)_<FFF>_n-4,339.2,183.0,13:4,FA,<FFF>,206.1,373.2
FA(13:4)_<BFF>_n-4,337.2,183.0,13:4,FA,<BFF>,206.1,373.2
FA(13:4)_<BBF>_n-4,335.2,183.0,13:4,FA,<BBF>,206.1,373.2
FA(13:4)_<BBB>_n-4,333.2,183.0,13:4,FA,<BBB>,206.1,373.2
FA(13:4)_<FFF>_n-5,325.2,183.0,13:4,FA,<FFF>,206.1,373.2
FA(13:4)_<BFF>_n-5,323.2,183.0,13:4,FA,<BFF>,206.1,373.2
FA(13:4)_<BBF>_n-5,321.2,183.0,13:4,FA,<BBF>,206.1,373.2
FA(13:4)_<BBB>_n-5,319.2,183.0,13:4,FA,<BBB>,206.1,373.2
FA(13:4)_<FFF>_n-6,311.2,183.0,13:4,FA,<FFF>,206.1,373.2
FA(13:4)_<BFF>_n-6,309.2,183.0,13:4,FA,<BFF>,206.1,373.2
FA(13:4)_<BBF>_n-6,307.2,183.0,13:4,FA,<BBF>,206.1,373.2
FA(13:4)_<BBB>_n-6,305.2,183.0,13:4,FA,<BBB>,206.1,373.2
FA(13:4)_<FFF>_n-7,297.2,183.0,13:4,FA,<FFF>,206.1,373.2
FA(13:4)_<BFF>_n-7,295.2,183.0,13:4,FA,<BFF>,206.1,373.2
FA(13:4)_<BBF>_n-7,293.2,183.0,13:4,FA,<BBF>,206.1,373.2
FA(13:4)_<BBB>_n-7,291.2,183.0,13:4,FA,<BBB>,206.1,373.2
FA(13:4)_<FFF>_n-8,283.2,183.0,13:4,FA,<FFF>,206.1,373.2
FA(13:4)_<BFF>_n-8,281.2,183.0,13:4,FA,<BFF>,206.1,373.2
FA(13:4)_<BBF>_n-8,279.2,183.0,13:4,FA,<BBF>,206.1,373.2
FA(13:4)_<BBB>_n-8,277.2,183.0,13:4,FA,<BBB>,206.1,373.2
FA(13:4)_<FFF>_n-9,269.2,183.0,13:4,FA,<FFF>,206.1,373.2
FA(13:4)_<BFF>_n-9,267.2,183.0,13:4,FA,<BFF>,206.1,373.2
FA(13:4)_<BBF>_n-9,265.2,183.0,13:4,FA,<BBF>,206.1,373.2
FA(13:4)_<FFF>_n-10,255.2,183.0,13:4,FA,<FFF>,206.1,373.2
FA(13:4)_<BFF>_n-10,253.2,183.0,13:4,FA,<BFF>,206.1,373.2
FA(13:4)_<FFF>_n-11,241.2,183.0,13:4,FA,<FFF>,206.1,373.2
FA(13:5)_<BBBF>_n-2,361.2,183.0,13:5,FA,<BBBF>,204.1,371.2
FA(13:5)_<BBBB>_n-2,359.2,183.0,13:5,FA,<BBBB>,204.1,371.2
