Lipid,Parent_Ion,Chain length,DB Number,DB Location,FA mass,[FA+AMP]+
FA(27:6)_<FFFFF>_n-23,269.4,27,6,<FFFFF>,398.3,565.4
FA(27:6)_<FFFFF>_n-24,255.4,27,6,<FFFFF>,398.3,565.4
FA(27:6)_<FFFFF>_n-25,241.4,27,6,<FFFFF>,398.3,565.4
FA(28:1)_<>_n-2,577.5,28,1,<>,422.4,589.5
FA(28:1)_<>_n-3,563.5,28,1,<>,422.4,589.5
FA(28:1)_<>_n-4,549.5,28,1,<>,422.4,589.5
FA(28:1)_<>_n-5,535.5,28,1,<>,422.4,589.5
FA(28:1)_<>_n-6,521.5,28,1,<>,422.4,589.5
FA(28:1)_<>_n-7,507.5,28,1,<>,422.4,589.5
FA(28:1)_<>_n-8,493.5,28,1,<>,422.4,589.5
FA(28:1)_<>_n-9,479.5,28,1,<>,422.4,589.5
FA(28:1)_<>_n-10,465.5,28,1,<>,422.4,589.5
FA(28:1)_<>_n-11,451.5,28,1,<>,422.4,589.5
FA(28:1)_<>_n-12,437.5,28,1,<>,422.4,589.5
FA(28:1)_<>_n-13,423.5,28,1,<>,422.4,589.5
FA(28:1)_<>_n-14,409.5,28,1,<>,422.4,589.5
FA(28:1)_<>_n-15,395.5,28,1,<>,422.4,589.5
FA(28:1)_<>_n-16,381.5,28,1,<>,422.4,589.5
FA(28:1)_<>_n-17,367.5,28,1,<>,422.4,589.5
FA(28:1)_<>_n-18,353.5,28,1,<>,422.4,589.5
FA(28:1)_<>_n-19,339.5,28,1,<>,422.4,589.5
FA(28:1)_<>_n-20,325.5,28,1,<>,422.4,589.5
FA(28:1)_<>_n-21,311.5,28,1,<>,422.4,589.5
FA(28:1)_<>_n-22,297.5,28,1,<>,422.4,589.5
FA(28:1)_<>_n-23,283.5,28,1,<>,422.4,589.5
FA(28:1)_<>_n-24,269.5,28,1,<>,422.4,589.5
FA(28:1)_<>_n-25,255.5,28,1,<>,422.4,589.5
FA(28:1)_<>_n-26,241.5,28,1,<>,422.4,589.5
FA(28:2)_<B>_n-2,575.5,28,2,<B>,420.4,587.5
FA(28:2)_<B>_n-3,561.5,28,2,<B>,420.4,587.5
FA(28:2)_<B>_n-4,547.5,28,2,<B>,420.4,587.5
FA(28:2)_<B>_n-5,533.5,28,2,<B>,420.4,587.5
FA(28:2)_<B>_n-6,519.5,28,2,<B>,420.4,587.5
FA(28:2)_<B>_n-7,505.5,28,2,<B>,420.4,587.5
FA(28:2)_<B>_n-8,491.5,28,2,<B>,420.4,587.5
FA(28:2)_<B>_n-9,477.5,28,2,<B>,420.4,587.5
FA(28:2)_<B>_n-10,463.5,28,2,<B>,420.4,587.5
FA(28:2)_<B>_n-11,449.5,28,2,<B>,420.4,587.5
FA(28:2)_<B>_n-12,435.5,28,2,<B>,420.4,587.5
FA(28:2)_<B>_n-13,421.5,28,2,<B>,420.4,587.5
FA(28:2)_<B>_n-14,407.5,28,2,<B>,420.4,587.5
FA(28:2)_<B>_n-15,393.5,28,2,<B>,420.4,587.5
FA(28:2)_<B>_n-16,379.5,28,2,<B>,420.4,587.5
FA(28:2)_<B>_n-17,365.5,28,2,<B>,420.4,587.5
FA(28:2)_<B>_n-18,351.5,28,2,<B>,420.4,587.5
FA(28:2)_<B>_n-19,337.5,28,2,<B>,420.4,587.5
FA(28:2)_<B>_n-20,323.5,28,2,<B>,420.4,587.5
FA(28:2)_<B>_n-21,309.5,28,2,<B>,420.4,587.5
FA(28:2)_<B>_n-22,295.5,28,2,<B>,420.4,587.5
FA(28:2)_<B>_n-23,281.5,28,2,<B>,420.4,587.5
FA(28:2)_<B>_n-24,267.5,28,2,<B>,420.4,587.5
FA(28:2)_<B>_n-25,253.5,28,2,<B>,420.4,587.5
FA(28:2)_<F>_n-2,577.5,28,2,<F>,420.4,587.5
FA(28:2)_<F>_n-3,563.5,28,2,<F>,420.4,587.5
FA(28:2)_<F>_n-4,549.5,28,2,<F>,420.4,587.5
FA(28:2)_<F>_n-5,535.5,28,2,<F>,420.4,587.5
FA(28:2)_<F>_n-6,521.5,28,2,<F>,420.4,587.5
FA(28:2)_<F>_n-7,507.5,28,2,<F>,420.4,587.5
FA(28:2)_<F>_n-8,493.5,28,2,<F>,420.4,587.5
FA(28:2)_<F>_n-9,479.5,28,2,<F>,420.4,587.5
FA(28:2)_<F>_n-10,465.5,28,2,<F>,420.4,587.5
FA(28:2)_<F>_n-11,451.5,28,2,<F>,420.4,587.5
FA(28:2)_<F>_n-12,437.5,28,2,<F>,420.4,587.5
FA(28:2)_<F>_n-13,423.5,28,2,<F>,420.4,587.5
FA(28:2)_<F>_n-14,409.5,28,2,<F>,420.4,587.5
FA(28:2)_<F>_n-15,395.5,28,2,<F>,420.4,587.5
FA(28:2)_<F>_n-16,381.5,28,2,<F>,420.4,587.5
FA(28:2)_<F>_n-17,367.5,28,2,<F>,420.4,587.5
FA(28:2)_<F>_n-18,353.5,28,2,<F>,420.4,587.5
FA(28:2)_<F>_n-19,339.5,28,2,<F>,420.4,587.5
FA(28:2)_<F>_n-20,325.5,28,2,<F>,420.4,587.5
FA(28:2)_<F>_n-21,311.5,28,2,<F>,420.4,587.5
FA(28:2)_<F>_n-22,297.5,28,2,<F>,420.4,587.5
FA(28:2)_<F>_n-23,283.5,28,2,<F>,420.4,587.5
FA(28:2)_<F>_n-24,269.5,28,2,<F>,420.4,587.5
FA(28:2)_<F>_n-25,255.5,28,2,<F>,420.4,587.5
FA(28:2)_<F>_n-26,241.5,28,2,<F>,420.4,587.5
FA(28:3)_<BB>_n-2,573.5,28,3,<BB>,418.4,585.5
FA(28:3)_<BB>_n-3,559.5,28,3,<BB>,418.4,585.5
FA(28:3)_<BB>_n-4,545.5,28,3,<BB>,418.4,585.5
FA(28:3)_<BB>_n-5,531.5,28,3,<BB>,418.4,585.5
FA(28:3)_<BB>_n-6,517.5,28,3,<BB>,418.4,585.5
FA(28:3)_<BB>_n-7,503.5,28,3,<BB>,418.4,585.5
FA(28:3)_<BB>_n-8,489.5,28,3,<BB>,418.4,585.5
FA(28:3)_<BB>_n-9,475.5,28,3,<BB>,418.4,585.5
FA(28:3)_<BB>_n-10,461.5,28,3,<BB>,418.4,585.5
FA(28:3)_<BB>_n-11,447.5,28,3,<BB>,418.4,585.5
FA(28:3)_<BB>_n-12,433.5,28,3,<BB>,418.4,585.5
FA(28:3)_<BB>_n-13,419.5,28,3,<BB>,418.4,585.5
FA(28:3)_<BB>_n-14,405.5,28,3,<BB>,418.4,585.5
FA(28:3)_<BB>_n-15,391.5,28,3,<BB>,418.4,585.5
FA(28:3)_<BB>_n-16,377.5,28,3,<BB>,418.4,585.5
FA(28:3)_<BB>_n-17,363.5,28,3,<BB>,418.4,585.5
FA(28:3)_<BB>_n-18,349.5,28,3,<BB>,418.4,585.5
FA(28:3)_<BB>_n-19,335.5,28,3,<BB>,418.4,585.5
FA(28:3)_<BB>_n-20,321.5,28,3,<BB>,418.4,585.5
FA(28:3)_<BB>_n-21,307.5,28,3,<BB>,418.4,585.5
FA(28:3)_<BB>_n-22,293.5,28,3,<BB>,418.4,585.5
FA(28:3)_<BB>_n-23,279.5,28,3,<BB>,418.4,585.5
FA(28:3)_<BB>_n-24,265.5,28,3,<BB>,418.4,585.5
FA(28:3)_<BF>_n-2,575.5,28,3,<BF>,418.4,585.5
FA(28:3)_<BF>_n-3,561.5,28,3,<BF>,418.4,585.5
FA(28:3)_<BF>_n-4,547.5,28,3,<BF>,418.4,585.5
FA(28:3)_<BF>_n-5,533.5,28,3,<BF>,418.4,585.5
FA(28:3)_<BF>_n-6,519.5,28,3,<BF>,418.4,585.5
FA(28:3)_<BF>_n-7,505.5,28,3,<BF>,418.4,585.5
FA(28:3)_<BF>_n-8,491.5,28,3,<BF>,418.4,585.5
FA(28:3)_<BF>_n-9,477.5,28,3,<BF>,418.4,585.5
FA(28:3)_<BF>_n-10,463.5,28,3,<BF>,418.4,585.5
FA(28:3)_<BF>_n-11,449.5,28,3,<BF>,418.4,585.5
FA(28:3)_<BF>_n-12,435.5,28,3,<BF>,418.4,585.5
FA(28:3)_<BF>_n-13,421.5,28,3,<BF>,418.4,585.5
FA(28:3)_<BF>_n-14,407.5,28,3,<BF>,418.4,585.5
FA(28:3)_<BF>_n-15,393.5,28,3,<BF>,418.4,585.5
FA(28:3)_<BF>_n-16,379.5,28,3,<BF>,418.4,585.5
FA(28:3)_<BF>_n-17,365.5,28,3,<BF>,418.4,585.5
FA(28:3)_<BF>_n-18,351.5,28,3,<BF>,418.4,585.5
FA(28:3)_<BF>_n-19,337.5,28,3,<BF>,418.4,585.5
FA(28:3)_<BF>_n-20,323.5,28,3,<BF>,418.4,585.5
FA(28:3)_<BF>_n-21,309.5,28,3,<BF>,418.4,585.5
FA(28:3)_<BF>_n-22,295.5,28,3,<BF>,418.4,585.5
FA(28:3)_<BF>_n-23,281.5,28,3,<BF>,418.4,585.5
FA(28:3)_<BF>_n-24,267.5,28,3,<BF>,418.4,585.5
FA(28:3)_<BF>_n-25,253.5,28,3,<BF>,418.4,585.5
FA(28:3)_<FF>_n-3,563.5,28,3,<FF>,418.4,585.5
FA(28:3)_<FF>_n-4,549.5,28,3,<FF>,418.4,585.5
FA(28:3)_<FF>_n-5,535.5,28,3,<FF>,418.4,585.5
FA(28:3)_<FF>_n-6,521.5,28,3,<FF>,418.4,585.5
FA(28:3)_<FF>_n-7,507.5,28,3,<FF>,418.4,585.5
FA(28:3)_<FF>_n-8,493.5,28,3,<FF>,418.4,585.5
FA(28:3)_<FF>_n-9,479.5,28,3,<FF>,418.4,585.5
FA(28:3)_<FF>_n-10,465.5,28,3,<FF>,418.4,585.5
FA(28:3)_<FF>_n-11,451.5,28,3,<FF>,418.4,585.5
FA(28:3)_<FF>_n-12,437.5,28,3,<FF>,418.4,585.5
FA(28:3)_<FF>_n-13,423.5,28,3,<FF>,418.4,585.5
FA(28:3)_<FF>_n-14,409.5,28,3,<FF>,418.4,585.5
FA(28:3)_<FF>_n-15,395.5,28,3,<FF>,418.4,585.5
FA(28:3)_<FF>_n-16,381.5,28,3,<FF>,418.4,585.5
FA(28:3)_<FF>_n-17,367.5,28,3,<FF>,418.4,585.5
FA(28:3)_<FF>_n-18,353.5,28,3,<FF>,418.4,585.5
FA(28:3)_<FF>_n-19,339.5,28,3,<FF>,418.4,585.5
FA(28:3)_<FF>_n-20,325.5,28,3,<FF>,418.4,585.5
FA(28:3)_<FF>_n-21,311.5,28,3,<FF>,418.4,585.5
FA(28:3)_<FF>_n-22,297.5,28,3,<FF>,418.4,585.5
FA(28:3)_<FF>_n-23,283.5,28,3,<FF>,418.4,585.5
FA(28:3)_<FF>_n-24,269.5,28,3,<FF>,418.4,585.5
FA(28:3)_<FF>_n-25,255.5,28,3,<FF>,418.4,585.5
FA(28:3)_<FF>_n-26,241.5,28,3,<FF>,418.4,585.5
FA(28:4)_<BBB>_n-2,571.5,28,4,<BBB>,416.4,583.5
FA(28:4)_<BBB>_n-3,557.5,28,4,<BBB>,416.4,583.5
FA(28:4)_<BBB>_n-4,543.5,28,4,<BBB>,416.4,583.5
FA(28:4)_<BBB>_n-5,529.5,28,4,<BBB>,416.4,583.5
FA(28:4)_<BBB>_n-6,515.5,28,4,<BBB>,416.4,583.5
FA(28:4)_<BBB>_n-7,501.5,28,4,<BBB>,416.4,583.5
FA(28:4)_<BBB>_n-8,487.5,28,4,<BBB>,416.4,583.5
FA(28:4)_<BBB>_n-9,473.5,28,4,<BBB>,416.4,583.5
FA(28:4)_<BBB>_n-10,459.5,28,4,<BBB>,416.4,583.5
FA(28:4)_<BBB>_n-11,445.5,28,4,<BBB>,416.4,583.5
FA(28:4)_<BBB>_n-12,431.5,28,4,<BBB>,416.4,583.5
FA(28:4)_<BBB>_n-13,417.5,28,4,<BBB>,416.4,583.5
FA(28:4)_<BBB>_n-14,403.5,28,4,<BBB>,416.4,583.5
FA(28:4)_<BBB>_n-15,389.5,28,4,<BBB>,416.4,583.5
FA(28:4)_<BBB>_n-16,375.5,28,4,<BBB>,416.4,583.5
FA(28:4)_<BBB>_n-17,361.5,28,4,<BBB>,416.4,583.5
FA(28:4)_<BBB>_n-18,347.5,28,4,<BBB>,416.4,583.5
FA(28:4)_<BBB>_n-19,333.5,28,4,<BBB>,416.4,583.5
FA(28:4)_<BBB>_n-20,319.5,28,4,<BBB>,416.4,583.5
FA(28:4)_<BBB>_n-21,305.5,28,4,<BBB>,416.4,583.5
FA(28:4)_<BBB>_n-22,291.5,28,4,<BBB>,416.4,583.5
FA(28:4)_<BBB>_n-23,277.5,28,4,<BBB>,416.4,583.5
FA(28:4)_<BBF>_n-2,573.5,28,4,<BBF>,416.4,583.5
FA(28:4)_<BBF>_n-3,559.5,28,4,<BBF>,416.4,583.5
FA(28:4)_<BBF>_n-4,545.5,28,4,<BBF>,416.4,583.5
FA(28:4)_<BBF>_n-5,531.5,28,4,<BBF>,416.4,583.5
FA(28:4)_<BBF>_n-6,517.5,28,4,<BBF>,416.4,583.5
FA(28:4)_<BBF>_n-7,503.5,28,4,<BBF>,416.4,583.5
FA(28:4)_<BBF>_n-8,489.5,28,4,<BBF>,416.4,583.5
FA(28:4)_<BBF>_n-9,475.5,28,4,<BBF>,416.4,583.5
FA(28:4)_<BBF>_n-10,461.5,28,4,<BBF>,416.4,583.5
FA(28:4)_<BBF>_n-11,447.5,28,4,<BBF>,416.4,583.5
FA(28:4)_<BBF>_n-12,433.5,28,4,<BBF>,416.4,583.5
FA(28:4)_<BBF>_n-13,419.5,28,4,<BBF>,416.4,583.5
FA(28:4)_<BBF>_n-14,405.5,28,4,<BBF>,416.4,583.5
FA(28:4)_<BBF>_n-15,391.5,28,4,<BBF>,416.4,583.5
FA(28:4)_<BBF>_n-16,377.5,28,4,<BBF>,416.4,583.5
FA(28:4)_<BBF>_n-17,363.5,28,4,<BBF>,416.4,583.5
FA(28:4)_<BBF>_n-18,349.5,28,4,<BBF>,416.4,583.5
FA(28:4)_<BBF>_n-19,335.5,28,4,<BBF>,416.4,583.5
FA(28:4)_<BBF>_n-20,321.5,28,4,<BBF>,416.4,583.5
FA(28:4)_<BBF>_n-21,307.5,28,4,<BBF>,416.4,583.5
FA(28:4)_<BBF>_n-22,293.5,28,4,<BBF>,416.4,583.5
FA(28:4)_<BBF>_n-23,279.5,28,4,<BBF>,416.4,583.5
FA(28:4)_<BBF>_n-24,265.5,28,4,<BBF>,416.4,583.5
FA(28:4)_<BFF>_n-3,561.5,28,4,<BFF>,416.4,583.5
FA(28:4)_<BFF>_n-4,547.5,28,4,<BFF>,416.4,583.5
FA(28:4)_<BFF>_n-5,533.5,28,4,<BFF>,416.4,583.5
FA(28:4)_<BFF>_n-6,519.5,28,4,<BFF>,416.4,583.5
FA(28:4)_<BFF>_n-7,505.5,28,4,<BFF>,416.4,583.5
FA(28:4)_<BFF>_n-8,491.5,28,4,<BFF>,416.4,583.5
FA(28:4)_<BFF>_n-9,477.5,28,4,<BFF>,416.4,583.5
FA(28:4)_<BFF>_n-10,463.5,28,4,<BFF>,416.4,583.5
FA(28:4)_<BFF>_n-11,449.5,28,4,<BFF>,416.4,583.5
FA(28:4)_<BFF>_n-12,435.5,28,4,<BFF>,416.4,583.5
FA(28:4)_<BFF>_n-13,421.5,28,4,<BFF>,416.4,583.5
FA(28:4)_<BFF>_n-14,407.5,28,4,<BFF>,416.4,583.5
FA(28:4)_<BFF>_n-15,393.5,28,4,<BFF>,416.4,583.5
FA(28:4)_<BFF>_n-16,379.5,28,4,<BFF>,416.4,583.5
FA(28:4)_<BFF>_n-17,365.5,28,4,<BFF>,416.4,583.5
FA(28:4)_<BFF>_n-18,351.5,28,4,<BFF>,416.4,583.5
FA(28:4)_<BFF>_n-19,337.5,28,4,<BFF>,416.4,583.5
FA(28:4)_<BFF>_n-20,323.5,28,4,<BFF>,416.4,583.5
FA(28:4)_<BFF>_n-21,309.5,28,4,<BFF>,416.4,583.5
FA(28:4)_<BFF>_n-22,295.5,28,4,<BFF>,416.4,583.5
FA(28:4)_<BFF>_n-23,281.5,28,4,<BFF>,416.4,583.5
FA(28:4)_<BFF>_n-24,267.5,28,4,<BFF>,416.4,583.5
FA(28:4)_<BFF>_n-25,253.5,28,4,<BFF>,416.4,583.5
FA(28:4)_<FFF>_n-4,549.5,28,4,<FFF>,416.4,583.5
FA(28:4)_<FFF>_n-5,535.5,28,4,<FFF>,416.4,583.5
FA(28:4)_<FFF>_n-6,521.5,28,4,<FFF>,416.4,583.5
FA(28:4)_<FFF>_n-7,507.5,28,4,<FFF>,416.4,583.5
FA(28:4)_<FFF>_n-8,493.5,28,4,<FFF>,416.4,583.5
FA(28:4)_<FFF>_n-9,479.5,28,4,<FFF>,416.4,583.5
FA(28:4)_<FFF>_n-10,465.5,28,4,<FFF>,416.4,583.5
FA(28:4)_<FFF>_n-11,451.5,28,4,<FFF>,416.4,583.5
FA(28:4)_<FFF>_n-12,437.5,28,4,<FFF>,416.4,583.5
FA(28:4)_<FFF>_n-13,423.5,28,4,<FFF>,416.4,583.5
FA(28:4)_<FFF>_n-14,409.5,28,4,<FFF>,416.4,583.5
FA(28:4)_<FFF>_n-15,395.5,28,4,<FFF>,416.4,583.5
FA(28:4)_<FFF>_n-16,381.5,28,4,<FFF>,416.4,583.5
FA(28:4)_<FFF>_n-17,367.5,28,4,<FFF>,416.4,583.5
FA(28:4)_<FFF>_n-18,353.5,28,4,<FFF>,416.4,583.5
FA(28:4)_<FFF>_n-19,339.5,28,4,<FFF>,416.4,583.5
FA(28:4)_<FFF>_n-20,325.5,28,4,<FFF>,416.4,583.5
FA(28:4)_<FFF>_n-21,311.5,28,4,<FFF>,416.4,583.5
FA(28:4)_<FFF>_n-22,297.5,28,4,<FFF>,416.4,583.5
FA(28:4)_<FFF>_n-23,283.5,28,4,<FFF>,416.4,583.5
FA(28:4)_<FFF>_n-24,269.5,28,4,<FFF>,416.4,583.5
FA(28:4)_<FFF>_n-25,255.5,28,4,<FFF>,416.4,583.5
FA(28:4)_<FFF>_n-26,241.5,28,4,<FFF>,416.4,583.5
FA(28:5)_<BBBB>_n-2,569.5,28,5,<BBBB>,414.4,581.5
FA(28:5)_<BBBB>_n-3,555.5,28,5,<BBBB>,414.4,581.5
FA(28:5)_<BBBB>_n-4,541.5,28,5,<BBBB>,414.4,581.5
FA(28:5)_<BBBB>_n-5,527.5,28,5,<BBBB>,414.4,581.5
FA(28:5)_<BBBB>_n-6,513.5,28,5,<BBBB>,414.4,581.5
FA(28:5)_<BBBB>_n-7,499.5,28,5,<BBBB>,414.4,581.5
FA(28:5)_<BBBB>_n-8,485.5,28,5,<BBBB>,414.4,581.5
FA(28:5)_<BBBB>_n-9,471.5,28,5,<BBBB>,414.4,581.5
FA(28:5)_<BBBB>_n-10,457.5,28,5,<BBBB>,414.4,581.5
FA(28:5)_<BBBB>_n-11,443.5,28,5,<BBBB>,414.4,581.5
FA(28:5)_<BBBB>_n-12,429.5,28,5,<BBBB>,414.4,581.5
FA(28:5)_<BBBB>_n-13,415.5,28,5,<BBBB>,414.4,581.5
FA(28:5)_<BBBB>_n-14,401.5,28,5,<BBBB>,414.4,581.5
FA(28:5)_<BBBB>_n-15,387.5,28,5,<BBBB>,414.4,581.5
FA(28:5)_<BBBB>_n-16,373.5,28,5,<BBBB>,414.4,581.5
FA(28:5)_<BBBB>_n-17,359.5,28,5,<BBBB>,414.4,581.5
FA(28:5)_<BBBB>_n-18,345.5,28,5,<BBBB>,414.4,581.5
FA(28:5)_<BBBB>_n-19,331.5,28,5,<BBBB>,414.4,581.5
FA(28:5)_<BBBB>_n-20,317.5,28,5,<BBBB>,414.4,581.5
FA(28:5)_<BBBB>_n-21,303.5,28,5,<BBBB>,414.4,581.5
FA(28:5)_<BBBB>_n-22,289.5,28,5,<BBBB>,414.4,581.5
FA(28:5)_<BBBF>_n-2,571.5,28,5,<BBBF>,414.4,581.5
FA(28:5)_<BBBF>_n-3,557.5,28,5,<BBBF>,414.4,581.5
FA(28:5)_<BBBF>_n-4,543.5,28,5,<BBBF>,414.4,581.5
FA(28:5)_<BBBF>_n-5,529.5,28,5,<BBBF>,414.4,581.5
FA(28:5)_<BBBF>_n-6,515.5,28,5,<BBBF>,414.4,581.5
FA(28:5)_<BBBF>_n-7,501.5,28,5,<BBBF>,414.4,581.5
FA(28:5)_<BBBF>_n-8,487.5,28,5,<BBBF>,414.4,581.5
FA(28:5)_<BBBF>_n-9,473.5,28,5,<BBBF>,414.4,581.5
FA(28:5)_<BBBF>_n-10,459.5,28,5,<BBBF>,414.4,581.5
FA(28:5)_<BBBF>_n-11,445.5,28,5,<BBBF>,414.4,581.5
FA(28:5)_<BBBF>_n-12,431.5,28,5,<BBBF>,414.4,581.5
FA(28:5)_<BBBF>_n-13,417.5,28,5,<BBBF>,414.4,581.5
FA(28:5)_<BBBF>_n-14,403.5,28,5,<BBBF>,414.4,581.5
FA(28:5)_<BBBF>_n-15,389.5,28,5,<BBBF>,414.4,581.5
FA(28:5)_<BBBF>_n-16,375.5,28,5,<BBBF>,414.4,581.5
FA(28:5)_<BBBF>_n-17,361.5,28,5,<BBBF>,414.4,581.5
FA(28:5)_<BBBF>_n-18,347.5,28,5,<BBBF>,414.4,581.5
FA(28:5)_<BBBF>_n-19,333.5,28,5,<BBBF>,414.4,581.5
FA(28:5)_<BBBF>_n-20,319.5,28,5,<BBBF>,414.4,581.5
FA(28:5)_<BBBF>_n-21,305.5,28,5,<BBBF>,414.4,581.5
FA(28:5)_<BBBF>_n-22,291.5,28,5,<BBBF>,414.4,581.5
FA(28:5)_<BBBF>_n-23,277.5,28,5,<BBBF>,414.4,581.5
FA(28:5)_<BBFF>_n-3,559.5,28,5,<BBFF>,414.4,581.5
FA(28:5)_<BBFF>_n-4,545.5,28,5,<BBFF>,414.4,581.5
FA(28:5)_<BBFF>_n-5,531.5,28,5,<BBFF>,414.4,581.5
FA(28:5)_<BBFF>_n-6,517.5,28,5,<BBFF>,414.4,581.5
FA(28:5)_<BBFF>_n-7,503.5,28,5,<BBFF>,414.4,581.5
FA(28:5)_<BBFF>_n-8,489.5,28,5,<BBFF>,414.4,581.5
FA(28:5)_<BBFF>_n-9,475.5,28,5,<BBFF>,414.4,581.5
FA(28:5)_<BBFF>_n-10,461.5,28,5,<BBFF>,414.4,581.5
FA(28:5)_<BBFF>_n-11,447.5,28,5,<BBFF>,414.4,581.5
FA(28:5)_<BBFF>_n-12,433.5,28,5,<BBFF>,414.4,581.5
FA(28:5)_<BBFF>_n-13,419.5,28,5,<BBFF>,414.4,581.5
FA(28:5)_<BBFF>_n-14,405.5,28,5,<BBFF>,414.4,581.5
FA(28:5)_<BBFF>_n-15,391.5,28,5,<BBFF>,414.4,581.5
FA(28:5)_<BBFF>_n-16,377.5,28,5,<BBFF>,414.4,581.5
FA(28:5)_<BBFF>_n-17,363.5,28,5,<BBFF>,414.4,581.5
FA(28:5)_<BBFF>_n-18,349.5,28,5,<BBFF>,414.4,581.5
FA(28:5)_<BBFF>_n-19,335.5,28,5,<BBFF>,414.4,581.5
FA(28:5)_<BBFF>_n-20,321.5,28,5,<BBFF>,414.4,581.5
FA(28:5)_<BBFF>_n-21,307.5,28,5,<BBFF>,414.4,581.5
FA(28:5)_<BBFF>_n-22,293.5,28,5,<BBFF>,414.4,581.5
FA(28:5)_<BBFF>_n-23,279.5,28,5,<BBFF>,414.4,581.5
FA(28:5)_<BBFF>_n-24,265.5,28,5,<BBFF>,414.4,581.5
FA(28:5)_<BFFF>_n-4,547.5,28,5,<BFFF>,414.4,581.5
FA(28:5)_<BFFF>_n-5,533.5,28,5,<BFFF>,414.4,581.5
FA(28:5)_<BFFF>_n-6,519.5,28,5,<BFFF>,414.4,581.5
FA(28:5)_<BFFF>_n-7,505.5,28,5,<BFFF>,414.4,581.5
FA(28:5)_<BFFF>_n-8,491.5,28,5,<BFFF>,414.4,581.5
FA(28:5)_<BFFF>_n-9,477.5,28,5,<BFFF>,414.4,581.5
FA(28:5)_<BFFF>_n-10,463.5,28,5,<BFFF>,414.4,581.5
FA(28:5)_<BFFF>_n-11,449.5,28,5,<BFFF>,414.4,581.5
FA(28:5)_<BFFF>_n-12,435.5,28,5,<BFFF>,414.4,581.5
FA(28:5)_<BFFF>_n-13,421.5,28,5,<BFFF>,414.4,581.5
FA(28:5)_<BFFF>_n-14,407.5,28,5,<BFFF>,414.4,581.5
FA(28:5)_<BFFF>_n-15,393.5,28,5,<BFFF>,414.4,581.5
FA(28:5)_<BFFF>_n-16,379.5,28,5,<BFFF>,414.4,581.5
FA(28:5)_<BFFF>_n-17,365.5,28,5,<BFFF>,414.4,581.5
FA(28:5)_<BFFF>_n-18,351.5,28,5,<BFFF>,414.4,581.5
FA(28:5)_<BFFF>_n-19,337.5,28,5,<BFFF>,414.4,581.5
FA(28:5)_<BFFF>_n-20,323.5,28,5,<BFFF>,414.4,581.5
FA(28:5)_<BFFF>_n-21,309.5,28,5,<BFFF>,414.4,581.5
FA(28:5)_<BFFF>_n-22,295.5,28,5,<BFFF>,414.4,581.5
FA(28:5)_<BFFF>_n-23,281.5,28,5,<BFFF>,414.4,581.5
FA(28:5)_<BFFF>_n-24,267.5,28,5,<BFFF>,414.4,581.5
FA(28:5)_<BFFF>_n-25,253.5,28,5,<BFFF>,414.4,581.5
FA(28:5)_<FFFF>_n-5,535.5,28,5,<FFFF>,414.4,581.5
FA(28:5)_<FFFF>_n-6,521.5,28,5,<FFFF>,414.4,581.5
FA(28:5)_<FFFF>_n-7,507.5,28,5,<FFFF>,414.4,581.5
FA(28:5)_<FFFF>_n-8,493.5,28,5,<FFFF>,414.4,581.5
FA(28:5)_<FFFF>_n-9,479.5,28,5,<FFFF>,414.4,581.5
FA(28:5)_<FFFF>_n-10,465.5,28,5,<FFFF>,414.4,581.5
FA(28:5)_<FFFF>_n-11,451.5,28,5,<FFFF>,414.4,581.5
FA(28:5)_<FFFF>_n-12,437.5,28,5,<FFFF>,414.4,581.5
FA(28:5)_<FFFF>_n-13,423.5,28,5,<FFFF>,414.4,581.5
FA(28:5)_<FFFF>_n-14,409.5,28,5,<FFFF>,414.4,581.5
FA(28:5)_<FFFF>_n-15,395.5,28,5,<FFFF>,414.4,581.5
FA(28:5)_<FFFF>_n-16,381.5,28,5,<FFFF>,414.4,581.5
FA(28:5)_<FFFF>_n-17,367.5,28,5,<FFFF>,414.4,581.5
FA(28:5)_<FFFF>_n-18,353.5,28,5,<FFFF>,414.4,581.5
FA(28:5)_<FFFF>_n-19,339.5,28,5,<FFFF>,414.4,581.5
FA(28:5)_<FFFF>_n-20,325.5,28,5,<FFFF>,414.4,581.5
FA(28:5)_<FFFF>_n-21,311.5,28,5,<FFFF>,414.4,581.5
FA(28:5)_<FFFF>_n-22,297.5,28,5,<FFFF>,414.4,581.5
FA(28:5)_<FFFF>_n-23,283.5,28,5,<FFFF>,414.4,581.5
FA(28:5)_<FFFF>_n-24,269.5,28,5,<FFFF>,414.4,581.5
FA(28:5)_<FFFF>_n-25,255.5,28,5,<FFFF>,414.4,581.5
FA(28:5)_<FFFF>_n-26,241.5,28,5,<FFFF>,414.4,581.5
FA(28:6)_<BBBBB>_n-2,567.5,28,6,<BBBBB>,412.4,579.5
FA(28:6)_<BBBBB>_n-3,553.5,28,6,<BBBBB>,412.4,579.5
FA(28:6)_<BBBBB>_n-4,539.5,28,6,<BBBBB>,412.4,579.5
FA(28:6)_<BBBBB>_n-5,525.5,28,6,<BBBBB>,412.4,579.5
FA(28:6)_<BBBBB>_n-6,511.5,28,6,<BBBBB>,412.4,579.5
FA(28:6)_<BBBBB>_n-7,497.5,28,6,<BBBBB>,412.4,579.5
