,Lipid,Sample_ID,db_pos,Retention_Time,OzESI_Intensity,Transition,Parent_Ion,Product_Ion,Cluster_Label,Biology
94,[TG(54:5)]_FA18:1,11282023_DOD94_F3_WT_cereb_O3on_01,n-9,13.3032666666666,777.56005859375,788.7 -> 599.5,788.7,599.5,0,cereb
95,[TG(54:5)]_FA18:1,11282023_DOD94_F3_WT_cortex_O3on_01,n-9,13.2585833333333,1413.92004394531,788.7 -> 599.5,788.7,599.5,0,cortex
96,[TG(54:5)]_FA18:1,11282023_DOD94_F3_WT_dienc_O3on_01,n-9,13.3476833333333,4713.88037109375,788.7 -> 599.5,788.7,599.5,0,dienc
97,[TG(54:5)]_FA18:1,11282023_FAD184_F3_WT_cereb_O3on_01,n-9,13.2585833333333,986.940063476562,788.7 -> 599.5,788.7,599.5,0,cereb
98,[TG(54:5)]_FA18:1,11282023_FAD184_F3_WT_cortex_O3on_01,n-7,13.2059166666666,1406.32006835937,816.7 -> 599.5,816.7,599.5,0,cortex
99,[TG(54:5)]_FA18:1,11282023_FAD184_F3_WT_cortex_O3on_01,n-9,13.2585833333333,7540.12060546875,788.7 -> 599.5,788.7,599.5,0,cortex
100,[TG(54:5)]_FA18:1,11282023_FAD184_F3_WT_dienc_O3on_01,n-9,13.2585833333333,726.640075683593,788.7 -> 599.5,788.7,599.5,0,dienc
101,[TG(54:5)]_FA18:1,11282023_FAD184_F4_WT_cortex_O3on_01,n-9,13.3032833333333,812.580078125,788.7 -> 599.5,788.7,599.5,0,cortex
102,[TG(54:5)]_FA18:1,11282023_FAD184_F4_WT_dienc_O3on_01,n-9,13.25885,617.200073242187,788.7 -> 599.5,788.7,599.5,0,dienc
103,[TG(54:5)]_FA18:1,11282023_FAD185_M4_WT_cereb_O3on_01,n-7,13.1615,9256.140625,816.7 -> 599.5,816.7,599.5,0,cereb
104,[TG(54:5)]_FA18:1,11282023_FAD185_M4_WT_cereb_O3on_01,n-9,13.2585833333333,26171.421875,788.7 -> 599.5,788.7,599.5,0,cereb
105,[TG(54:5)]_FA18:1,11282023_FAD185_M4_WT_cortex_O3on_01,n-7,13.1615166666666,2219.02026367187,816.7 -> 599.5,816.7,599.5,0,cortex
106,[TG(54:5)]_FA18:1,11282023_FAD185_M4_WT_cortex_O3on_01,n-9,13.25885,19726.78125,788.7 -> 599.5,788.7,599.5,0,cortex
107,[TG(54:5)]_FA18:1,11282023_FAD185_M4_WT_dienc_O3on_01,n-7,13.2059,583.06005859375,816.7 -> 599.5,816.7,599.5,0,dienc
108,[TG(54:5)]_FA18:1,11282023_FAD185_M4_WT_dienc_O3on_01,n-9,13.2585666666666,3594.34033203125,788.7 -> 599.5,788.7,599.5,0,dienc
109,[TG(54:5)]_FA18:1,11282023_FAD185_M4_WT_hippo_O3on_01,n-9,13.2588666666666,1702.30017089843,788.7 -> 599.5,788.7,599.5,0,hippo
110,[TG(54:5)]_FA18:1,11282023_FAD189_M3_WT_cereb_O3on_01,n-7,13.20595,654.480041503906,816.7 -> 599.5,816.7,599.5,0,cereb
111,[TG(54:5)]_FA18:1,11282023_FAD189_M3_WT_cereb_O3on_01,n-9,13.2586166666666,7969.48046875,788.7 -> 599.5,788.7,599.5,0,cereb
112,[TG(54:5)]_FA18:1,11282023_FAD189_M3_WT_cortex_O3on_01,n-7,13.2059333333333,1839.28015136718,816.7 -> 599.5,816.7,599.5,0,cortex
113,[TG(54:5)]_FA18:1,11282023_FAD189_M3_WT_cortex_O3on_01,n-9,13.2588666666666,14770.4013671875,788.7 -> 599.5,788.7,599.5,0,cortex
114,[TG(54:5)]_FA18:1,11282023_FAD189_M3_WT_dienc_O3on_01,n-7,13.2059166666666,595.840026855468,816.7 -> 599.5,816.7,599.5,0,dienc
115,[TG(54:5)]_FA18:1,11282023_FAD189_M3_WT_dienc_O3on_01,n-9,13.2141833333333,5625.900390625,788.7 -> 599.5,788.7,599.5,0,dienc
116,[TG(54:5)]_FA18:1,11292023_DOD93_F4_5xFAD_cereb_O3on_01,n-9,13.4806333333333,967.360046386718,788.7 -> 599.5,788.7,599.5,0,cereb
117,[TG(54:5)]_FA18:1,11292023_DOD93_F4_5xFAD_cortex_O3on_01,n-9,13.5253,1046.88012695312,788.7 -> 599.5,788.7,599.5,0,cortex
118,[TG(54:5)]_FA18:1,11292023_DOD93_F4_5xFAD_dienc_O3on_01,n-9,13.4806166666666,1571.44006347656,788.7 -> 599.5,788.7,599.5,0,dienc
119,[TG(54:5)]_FA18:1,11292023_DOD94_F4_5xFAD_cereb_O3on_01,n-9,13.4806333333333,3508.38012695312,788.7 -> 599.5,788.7,599.5,0,cereb
120,[TG(54:5)]_FA18:1,11292023_DOD94_F4_5xFAD_cortex_O3on_01,n-9,13.4808666666666,1140.02014160156,788.7 -> 599.5,788.7,599.5,0,cortex
121,[TG(54:5)]_FA18:1,11292023_DOD94_F4_5xFAD_hippo_O3on_01,n-9,13.5694333333333,623.420043945312,788.7 -> 599.5,788.7,599.5,0,hippo
122,[TG(54:5)]_FA18:1,11292023_FAD185_M1_5xFAD_cereb_O3on_01,n-9,13.4806166666666,1967.24011230468,788.7 -> 599.5,788.7,599.5,0,cereb
123,[TG(54:5)]_FA18:1,11292023_FAD185_M1_5xFAD_cortex_O3on_01,n-9,13.4806333333333,4133.2802734375,788.7 -> 599.5,788.7,599.5,0,cortex
124,[TG(54:5)]_FA18:1,11292023_FAD185_M1_5xFAD_dienc_O3on_01,n-9,13.4808833333333,2224.14013671875,788.7 -> 599.5,788.7,599.5,0,dienc
125,[TG(54:5)]_FA18:1,11292023_FAD185_M1_5xFAD_hippo_O3on_01,n-9,13.4809,919.860046386718,788.7 -> 599.5,788.7,599.5,0,hippo
126,[TG(54:5)]_FA18:1,11292023_FAD185_M3_5xFAD_cereb_O3on_01,n-7,13.1615,1827.68017578125,816.7 -> 599.5,816.7,599.5,0,cereb
127,[TG(54:5)]_FA18:1,11292023_FAD185_M3_5xFAD_cereb_O3on_01,n-9,13.2585666666666,33090.0625,788.7 -> 599.5,788.7,599.5,0,cereb
128,[TG(54:5)]_FA18:1,11292023_FAD185_M3_5xFAD_dienc_O3on_01,n-7,13.2059166666666,3478.58032226562,816.7 -> 599.5,816.7,599.5,0,dienc
129,[TG(54:5)]_FA18:1,11292023_FAD185_M3_5xFAD_dienc_O3on_01,n-9,13.2586,25064.880859375,788.7 -> 599.5,788.7,599.5,0,dienc
130,[TG(54:5)]_FA18:1,11292023_FAD185_M3_5xFAD_hippo_O3on_01,n-9,13.2586,8418.6201171875,788.7 -> 599.5,788.7,599.5,0,hippo
131,[TG(54:5)]_FA18:1,11292023_FAD189_M1_5xFAD_cereb_O3on_01,n-7,13.42795,1792.06018066406,816.7 -> 599.5,816.7,599.5,-1,cereb
132,[TG(54:5)]_FA18:1,11292023_FAD189_M1_5xFAD_cereb_O3on_01,n-9,13.5250333333333,24908.2421875,788.7 -> 599.5,788.7,599.5,0,cereb
133,[TG(54:5)]_FA18:1,11292023_FAD189_M1_5xFAD_cortex_O3on_01,n-7,13.4723333333333,1562.66015625,816.7 -> 599.5,816.7,599.5,-1,cortex
134,[TG(54:5)]_FA18:1,11292023_FAD189_M1_5xFAD_cortex_O3on_01,n-9,13.525,25526.08203125,788.7 -> 599.5,788.7,599.5,0,cortex
135,[TG(54:5)]_FA18:1,11292023_FAD189_M1_5xFAD_dienc_O3on_01,n-7,13.4723666666666,761.06005859375,816.7 -> 599.5,816.7,599.5,-1,dienc
136,[TG(54:5)]_FA18:1,11292023_FAD189_M1_5xFAD_dienc_O3on_01,n-9,13.52505,5130.66015625,788.7 -> 599.5,788.7,599.5,0,dienc
137,[TG(54:5)]_FA18:1,11292023_FAD189_M1_5xFAD_hippo_O3on_01,n-9,13.5250166666666,1240.94006347656,788.7 -> 599.5,788.7,599.5,0,hippo
138,[TG(54:5)]_FA18:1,11292023_FAD189_M2_5xFAD_cereb_O3on_01,n-7,13.1615,2978.88012695312,816.7 -> 599.5,816.7,599.5,0,cereb
139,[TG(54:5)]_FA18:1,11292023_FAD189_M2_5xFAD_cereb_O3on_01,n-9,13.2141666666666,22697.841796875,788.7 -> 599.5,788.7,599.5,0,cereb
140,[TG(54:5)]_FA18:1,11292023_FAD189_M2_5xFAD_cortex_O3on_01,n-7,13.2059166666666,631.880065917968,816.7 -> 599.5,816.7,599.5,0,cortex
141,[TG(54:5)]_FA18:1,11292023_FAD189_M2_5xFAD_cortex_O3on_01,n-9,13.25885,6331.00048828125,788.7 -> 599.5,788.7,599.5,0,cortex
142,[TG(54:5)]_FA18:1,11292023_FAD189_M2_5xFAD_dienc_O3on_01,n-7,13.2059166666666,1408.080078125,816.7 -> 599.5,816.7,599.5,0,dienc
143,[TG(54:5)]_FA18:1,11292023_FAD189_M2_5xFAD_dienc_O3on_01,n-9,13.2588666666666,10992.2607421875,788.7 -> 599.5,788.7,599.5,0,dienc
144,[TG(54:5)]_FA18:1,11292023_FAD189_M2_5xFAD_hippo_O3on_01,n-9,13.2585666666666,814.800048828125,788.7 -> 599.5,788.7,599.5,0,hippo
153,[TG(54:6)]_FA18:1,11282023_DOD94_F3_WT_dienc_O3on_01,n-9,12.2378,543.840026855468,786.7 -> 597.5,786.7,597.5,0,dienc
154,[TG(54:6)]_FA18:1,11282023_FAD185_M4_WT_cereb_O3on_01,n-9,12.1489666666666,3069.38012695312,786.7 -> 597.5,786.7,597.5,0,cereb
155,[TG(54:6)]_FA18:1,11282023_FAD185_M4_WT_cortex_O3on_01,n-9,12.1045666666666,1377.34008789062,786.7 -> 597.5,786.7,597.5,0,cortex
156,[TG(54:6)]_FA18:1,11282023_FAD189_M3_WT_cortex_O3on_01,n-9,12.1045833333333,1207.34008789062,786.7 -> 597.5,786.7,597.5,0,cortex
157,[TG(54:6)]_FA18:1,11292023_FAD185_M3_5xFAD_cereb_O3on_01,n-7,12.0963166666666,518.360046386718,814.7 -> 597.5,814.7,597.5,-1,cereb
158,[TG(54:6)]_FA18:1,11292023_FAD185_M3_5xFAD_cereb_O3on_01,n-9,12.1489666666666,2633.88012695312,786.7 -> 597.5,786.7,597.5,0,cereb
159,[TG(54:6)]_FA18:1,11292023_FAD185_M3_5xFAD_dienc_O3on_01,n-9,12.1933833333333,1487.42016601562,786.7 -> 597.5,786.7,597.5,0,dienc
160,[TG(54:6)]_FA18:1,11292023_FAD189_M1_5xFAD_cereb_O3on_01,n-9,12.3710166666666,1252.92004394531,786.7 -> 597.5,786.7,597.5,0,cereb
161,[TG(54:6)]_FA18:1,11292023_FAD189_M1_5xFAD_cortex_O3on_01,n-9,12.371,2045.36010742187,786.7 -> 597.5,786.7,597.5,0,cortex
162,[TG(54:6)]_FA18:1,11292023_FAD189_M2_5xFAD_cereb_O3on_01,n-9,12.1489833333333,2071.10009765625,786.7 -> 597.5,786.7,597.5,0,cereb
163,[TG(54:6)]_FA18:1,11292023_FAD189_M2_5xFAD_cortex_O3on_01,n-9,12.1489666666666,1109.00012207031,786.7 -> 597.5,786.7,597.5,0,cortex
164,[TG(54:6)]_FA18:1,11292023_FAD189_M2_5xFAD_dienc_O3on_01,n-9,12.1489833333333,583.380065917968,786.7 -> 597.5,786.7,597.5,0,dienc
169,"[TG(55:10),TG(54:3)]_FA18:1",11282023_DOD94_F3_WT_cereb_O3on_01,n-9,15.7882833333333,3136.36010742187,792.7 -> 603.5,792.7,603.5,0,cereb
170,"[TG(55:10),TG(54:3)]_FA18:1",11282023_DOD94_F3_WT_cortex_O3on_01,n-9,15.8327,3127.90014648437,792.7 -> 603.5,792.7,603.5,0,cortex
171,"[TG(55:10),TG(54:3)]_FA18:1",11282023_DOD94_F3_WT_dienc_O3on_01,n-9,15.7883,8242.541015625,792.7 -> 603.5,792.7,603.5,0,dienc
172,"[TG(55:10),TG(54:3)]_FA18:1",11282023_DOD94_F3_WT_hippo_O3on_01,n-9,15.7883166666666,8976.62109375,792.7 -> 603.5,792.7,603.5,0,hippo
173,"[TG(55:10),TG(54:3)]_FA18:1",11282023_FAD184_F3_WT_cereb_O3on_01,n-9,15.7883,3050.10009765625,792.7 -> 603.5,792.7,603.5,0,cereb
174,"[TG(55:10),TG(54:3)]_FA18:1",11282023_FAD184_F3_WT_cortex_O3on_01,n-9,15.7883,4393.7802734375,792.7 -> 603.5,792.7,603.5,0,cortex
175,"[TG(55:10),TG(54:3)]_FA18:1",11282023_FAD184_F3_WT_dienc_O3on_01,n-9,15.7883,3248.30029296875,792.7 -> 603.5,792.7,603.5,0,dienc
176,"[TG(55:10),TG(54:3)]_FA18:1",11282023_FAD184_F3_WT_hippo_O3on_01,n-9,15.7883,4685.30029296875,792.7 -> 603.5,792.7,603.5,0,hippo
177,"[TG(55:10),TG(54:3)]_FA18:1",11282023_FAD184_F4_WT_dienc_O3on_01,n-9,15.7883,2790.50024414062,792.7 -> 603.5,792.7,603.5,0,dienc
178,"[TG(55:10),TG(54:3)]_FA18:1",11282023_FAD185_M4_WT_cereb_O3on_01,n-9,15.7882666666666,10833.220703125,792.7 -> 603.5,792.7,603.5,0,cereb
179,"[TG(55:10),TG(54:3)]_FA18:1",11282023_FAD185_M4_WT_cortex_O3on_01,n-9,15.7883,3153.7001953125,792.7 -> 603.5,792.7,603.5,0,cortex
180,"[TG(55:10),TG(54:3)]_FA18:1",11282023_FAD185_M4_WT_dienc_O3on_01,n-9,15.8326833333333,2538.2001953125,792.7 -> 603.5,792.7,603.5,0,dienc
181,"[TG(55:10),TG(54:3)]_FA18:1",11282023_FAD185_M4_WT_hippo_O3on_01,n-9,15.8327166666666,3872.64038085937,792.7 -> 603.5,792.7,603.5,0,hippo
182,"[TG(55:10),TG(54:3)]_FA18:1",11282023_FAD189_M3_WT_cereb_O3on_01,n-9,15.7883166666666,3692.30029296875,792.7 -> 603.5,792.7,603.5,0,cereb
183,"[TG(55:10),TG(54:3)]_FA18:1",11282023_FAD189_M3_WT_cortex_O3on_01,n-9,15.7883166666666,6516.140625,792.7 -> 603.5,792.7,603.5,0,cortex
184,"[TG(55:10),TG(54:3)]_FA18:1",11282023_FAD189_M3_WT_dienc_O3on_01,n-9,15.7883,2985.16015625,792.7 -> 603.5,792.7,603.5,0,dienc
185,"[TG(55:10),TG(54:3)]_FA18:1",11292023_DOD93_F4_5xFAD_cereb_O3on_01,n-9,15.8771166666666,9305.8408203125,792.7 -> 603.5,792.7,603.5,0,cereb
186,"[TG(55:10),TG(54:3)]_FA18:1",11292023_DOD93_F4_5xFAD_cortex_O3on_01,n-9,15.8771,8602.3203125,792.7 -> 603.5,792.7,603.5,0,cortex
187,"[TG(55:10),TG(54:3)]_FA18:1",11292023_DOD93_F4_5xFAD_dienc_O3on_01,n-7,15.8244666666666,1196.84008789062,820.7 -> 603.5,820.7,603.5,0,dienc
188,"[TG(55:10),TG(54:3)]_FA18:1",11292023_DOD93_F4_5xFAD_dienc_O3on_01,n-9,15.8326833333333,10457.8603515625,792.7 -> 603.5,792.7,603.5,0,dienc
189,"[TG(55:10),TG(54:3)]_FA18:1",11292023_DOD93_F4_5xFAD_hippo_O3on_01,n-9,15.8771,8914.30078125,792.7 -> 603.5,792.7,603.5,0,hippo
190,"[TG(55:10),TG(54:3)]_FA18:1",11292023_DOD94_F4_5xFAD_cereb_O3on_01,n-7,15.7800833333333,1091.580078125,820.7 -> 603.5,820.7,603.5,0,cereb
191,"[TG(55:10),TG(54:3)]_FA18:1",11292023_DOD94_F4_5xFAD_cereb_O3on_01,n-9,15.7883,15769.94140625,792.7 -> 603.5,792.7,603.5,0,cereb
192,"[TG(55:10),TG(54:3)]_FA18:1",11292023_DOD94_F4_5xFAD_cortex_O3on_01,n-9,15.8770833333333,10862.2607421875,792.7 -> 603.5,792.7,603.5,0,cortex
193,"[TG(55:10),TG(54:3)]_FA18:1",11292023_DOD94_F4_5xFAD_dienc_O3on_01,n-9,15.7882833333333,7362.8603515625,792.7 -> 603.5,792.7,603.5,0,dienc
