,Lipid,Sample_ID,db_pos,Product_Ion,Retention_Time,OzESI_Intensity,Parent_Ion,Biology,Genotype,Mouse,SLBG_group,Lipid_End,total_intensity,n-9%
87,"[TG(55:11),TG(54:4)]_FA18:1",11292023_DOD94_F4_5xFAD_cortex_O3on_01,n-9,601.5,14.68,4384,790.7,cortex,5xFAD,DOD94_F4,192,FA18:1,4384,100.0
88,"[TG(55:11),TG(54:4)]_FA18:1",11292023_DOD94_F4_5xFAD_dienc_O3on_01,n-9,601.5,14.68,1830,790.7,dienc,5xFAD,DOD94_F4,193,FA18:1,1830,100.0
89,"[TG(55:11),TG(54:4)]_FA18:1",11292023_DOD94_F4_5xFAD_hippo_O3on_01,n-9,601.5,14.77,1717,790.7,hippo,5xFAD,DOD94_F4,194,FA18:1,1717,100.0
90,"[TG(55:11),TG(54:4)]_FA18:1",11292023_FAD185_M1_5xFAD_cereb_O3on_01,n-9,601.5,14.68,4072,790.7,cereb,5xFAD,FAD185_M1,195,FA18:1,4072,100.0
91,"[TG(55:11),TG(54:4)]_FA18:1",11292023_FAD185_M1_5xFAD_cortex_O3on_01,n-9,601.5,14.68,6715,790.7,cortex,5xFAD,FAD185_M1,196,FA18:1,6715,100.0
92,"[TG(55:11),TG(54:4)]_FA18:1",11292023_FAD185_M1_5xFAD_dienc_O3on_01,n-9,601.5,14.68,3355,790.7,dienc,5xFAD,FAD185_M1,197,FA18:1,3355,100.0
93,"[TG(55:11),TG(54:4)]_FA18:1",11292023_FAD185_M1_5xFAD_hippo_O3on_01,n-9,601.5,14.68,2489,790.7,hippo,5xFAD,FAD185_M1,198,FA18:1,2489,100.0
94,"[TG(55:11),TG(54:4)]_FA18:1",11292023_FAD185_M3_5xFAD_cereb_O3on_01,n-9,601.5,14.68,2905,790.7,cereb,5xFAD,FAD185_M3,199,FA18:1,2905,100.0
95,"[TG(55:11),TG(54:4)]_FA18:1",11292023_FAD185_M3_5xFAD_dienc_O3on_01,n-9,601.5,14.68,2038,790.7,dienc,5xFAD,FAD185_M3,200,FA18:1,2038,100.0
96,"[TG(55:11),TG(54:4)]_FA18:1",11292023_FAD189_M1_5xFAD_cereb_O3on_01,n-7,601.5,14.67,4105,818.7,cereb,5xFAD,FAD189_M1,201,FA18:1,52781,0.0
97,"[TG(55:11),TG(54:4)]_FA18:1",11292023_FAD189_M1_5xFAD_cereb_O3on_01,n-9,601.5,14.72,48676,790.7,cereb,5xFAD,FAD189_M1,201,FA18:1,52781,92.22258009510999
98,"[TG(55:11),TG(54:4)]_FA18:1",11292023_FAD189_M1_5xFAD_cortex_O3on_01,n-7,601.5,14.72,2442,818.7,cortex,5xFAD,FAD189_M1,202,FA18:1,58589,0.0
99,"[TG(55:11),TG(54:4)]_FA18:1",11292023_FAD189_M1_5xFAD_cortex_O3on_01,n-9,601.5,14.68,56147,790.7,cortex,5xFAD,FAD189_M1,202,FA18:1,58589,95.83198211268326
100,"[TG(55:11),TG(54:4)]_FA18:1",11292023_FAD189_M1_5xFAD_dienc_O3on_01,n-7,601.5,14.67,674,818.7,dienc,5xFAD,FAD189_M1,203,FA18:1,9560,0.0
101,"[TG(55:11),TG(54:4)]_FA18:1",11292023_FAD189_M1_5xFAD_dienc_O3on_01,n-9,601.5,14.72,8886,790.7,dienc,5xFAD,FAD189_M1,203,FA18:1,9560,92.94979079497908
102,"[TG(55:11),TG(54:4)]_FA18:1",11292023_FAD189_M1_5xFAD_hippo_O3on_01,n-9,601.5,14.68,2586,790.7,hippo,5xFAD,FAD189_M1,204,FA18:1,2586,100.0
103,"[TG(55:11),TG(54:4)]_FA18:1",11292023_FAD189_M2_5xFAD_cereb_O3on_01,n-9,601.5,14.68,938,790.7,cereb,5xFAD,FAD189_M2,205,FA18:1,938,100.0
66,"[TG(55:11),TG(54:4)]_FA18:1",12012023_DOD73_M2_5xFAD_liver_O3on_01,n-7,601.5,14.98,19768,818.7,liver,5xFAD,DOD73_M2,206,FA18:1,136814,0.0
67,"[TG(55:11),TG(54:4)]_FA18:1",12012023_DOD73_M2_5xFAD_liver_O3on_01,n-9,601.5,15.03,117046,790.7,liver,5xFAD,DOD73_M2,206,FA18:1,136814,85.55118628210563
68,"[TG(55:11),TG(54:4)]_FA18:1",12012023_FAD131_M1_5xFAD_liver_O3on_01,n-10,601.5,15.08,1045,776.6,liver,5xFAD,FAD131_M1,207,FA18:1,267910,0.0
69,"[TG(55:11),TG(54:4)]_FA18:1",12012023_FAD131_M1_5xFAD_liver_O3on_01,n-7,601.5,14.98,44031,818.7,liver,5xFAD,FAD131_M1,207,FA18:1,267910,0.0
70,"[TG(55:11),TG(54:4)]_FA18:1",12012023_FAD131_M1_5xFAD_liver_O3on_01,n-9,601.5,15.08,222834,790.7,liver,5xFAD,FAD131_M1,207,FA18:1,267910,83.17494681049607
71,"[TG(55:11),TG(54:4)]_FA18:1",12012023_FAD131_M2_5xFAD_liver_O3on_01,n-10,601.5,15.08,2074,776.6,liver,5xFAD,FAD131_M2,208,FA18:1,403510,0.0
72,"[TG(55:11),TG(54:4)]_FA18:1",12012023_FAD131_M2_5xFAD_liver_O3on_01,n-7,601.5,14.98,57289,818.7,liver,5xFAD,FAD131_M2,208,FA18:1,403510,0.0
73,"[TG(55:11),TG(54:4)]_FA18:1",12012023_FAD131_M2_5xFAD_liver_O3on_01,n-9,601.5,15.03,344147,790.7,liver,5xFAD,FAD131_M2,208,FA18:1,403510,85.28834477460286
74,"[TG(55:11),TG(54:4)]_FA18:1",12012023_FAD131_M4_5xFAD_liver_O3on_01,n-7,601.5,14.98,18153,818.7,liver,5xFAD,FAD131_M4,209,FA18:1,106916,0.0
75,"[TG(55:11),TG(54:4)]_FA18:1",12012023_FAD131_M4_5xFAD_liver_O3on_01,n-9,601.5,15.03,88763,790.7,liver,5xFAD,FAD131_M4,209,FA18:1,106916,83.0212503273598
76,"[TG(55:11),TG(54:4)]_FA18:1",12012023_FAD173_M1_5xFAD_liver_O3on_01,n-7,601.5,14.98,24578,818.7,liver,5xFAD,FAD173_M1,210,FA18:1,154666,0.0
77,"[TG(55:11),TG(54:4)]_FA18:1",12012023_FAD173_M1_5xFAD_liver_O3on_01,n-9,601.5,15.03,130088,790.7,liver,5xFAD,FAD173_M1,210,FA18:1,154666,84.10898322837599
115,"[TG(55:8),TG(54:1)]_FA18:1",11282023_DOD94_F3_WT_dienc_O3on_01,n-9,607.5,16.94,550,796.7,dienc,WT,DOD94_F3,211,FA18:1,550,100.0
116,"[TG(55:8),TG(54:1)]_FA18:1",11282023_FAD184_F3_WT_cereb_O3on_01,n-9,607.5,16.9,599,796.7,cereb,WT,FAD184_F3,212,FA18:1,599,100.0
117,"[TG(55:8),TG(54:1)]_FA18:1",11282023_FAD184_F3_WT_cortex_O3on_01,n-9,607.5,16.9,939,796.7,cortex,WT,FAD184_F3,213,FA18:1,939,100.0
118,"[TG(55:8),TG(54:1)]_FA18:1",11282023_FAD185_M4_WT_cereb_O3on_01,n-9,607.5,16.85,4912,796.7,cereb,WT,FAD185_M4,214,FA18:1,4912,100.0
119,"[TG(55:8),TG(54:1)]_FA18:1",11282023_FAD189_M3_WT_cereb_O3on_01,n-9,607.5,16.99,682,796.7,cereb,WT,FAD189_M3,215,FA18:1,682,100.0
120,"[TG(55:8),TG(54:1)]_FA18:1",11282023_FAD189_M3_WT_cortex_O3on_01,n-9,607.5,16.85,1769,796.7,cortex,WT,FAD189_M3,216,FA18:1,1769,100.0
104,"[TG(55:8),TG(54:1)]_FA18:1",11292023_DOD93_F4_5xFAD_dienc_O3on_01,n-9,607.5,17.03,820,796.7,dienc,5xFAD,DOD93_F4,217,FA18:1,820,100.0
105,"[TG(55:8),TG(54:1)]_FA18:1",11292023_DOD94_F4_5xFAD_cereb_O3on_01,n-9,607.5,17.12,570,796.7,cereb,5xFAD,DOD94_F4,218,FA18:1,570,100.0
78,"[TG(55:8),TG(54:1)]_FA18:1",12012023_DOD73_M2_5xFAD_liver_O3on_01,n-7,607.5,18.49,669,824.7,liver,5xFAD,DOD73_M2,219,FA18:1,11335,0.0
79,"[TG(55:8),TG(54:1)]_FA18:1",12012023_DOD73_M2_5xFAD_liver_O3on_01,n-9,607.5,18.59,10666,796.7,liver,5xFAD,DOD73_M2,219,FA18:1,11335,94.09792677547419
80,"[TG(55:8),TG(54:1)]_FA18:1",12012023_FAD131_M1_5xFAD_liver_O3on_01,n-7,607.5,18.58,1140,824.7,liver,5xFAD,FAD131_M1,220,FA18:1,20882,0.0
81,"[TG(55:8),TG(54:1)]_FA18:1",12012023_FAD131_M1_5xFAD_liver_O3on_01,n-9,607.5,18.59,19742,796.7,liver,5xFAD,FAD131_M1,220,FA18:1,20882,94.5407528014558
82,"[TG(55:8),TG(54:1)]_FA18:1",12012023_FAD131_M2_5xFAD_liver_O3on_01,n-7,607.5,18.49,1388,824.7,liver,5xFAD,FAD131_M2,221,FA18:1,30134,0.0
83,"[TG(55:8),TG(54:1)]_FA18:1",12012023_FAD131_M2_5xFAD_liver_O3on_01,n-9,607.5,18.59,28746,796.7,liver,5xFAD,FAD131_M2,221,FA18:1,30134,95.39390721444215
84,"[TG(55:8),TG(54:1)]_FA18:1",12012023_FAD131_M4_5xFAD_liver_O3on_01,n-9,607.5,18.54,1373,796.7,liver,5xFAD,FAD131_M4,222,FA18:1,1373,100.0
85,"[TG(55:8),TG(54:1)]_FA18:1",12012023_FAD173_M1_5xFAD_liver_O3on_01,n-9,607.5,18.54,8592,796.7,liver,5xFAD,FAD173_M1,223,FA18:1,8592,100.0
121,"[TG(55:9),TG(54:2)]_FA18:1",11282023_DOD94_F3_WT_cereb_O3on_01,n-7,605.5,16.89,601,822.7,cereb,WT,DOD94_F3,224,FA18:1,5461,0.0
122,"[TG(55:9),TG(54:2)]_FA18:1",11282023_DOD94_F3_WT_cereb_O3on_01,n-9,605.5,16.9,4860,794.7,cereb,WT,DOD94_F3,224,FA18:1,5461,88.99468961728621
123,"[TG(55:9),TG(54:2)]_FA18:1",11282023_DOD94_F3_WT_cortex_O3on_01,n-9,605.5,16.9,3377,794.7,cortex,WT,DOD94_F3,225,FA18:1,3377,100.0
124,"[TG(55:9),TG(54:2)]_FA18:1",11282023_DOD94_F3_WT_dienc_O3on_01,n-9,605.5,16.94,6196,794.7,dienc,WT,DOD94_F3,226,FA18:1,6196,100.0
125,"[TG(55:9),TG(54:2)]_FA18:1",11282023_DOD94_F3_WT_hippo_O3on_01,n-9,605.5,17.03,3317,794.7,hippo,WT,DOD94_F3,227,FA18:1,3317,100.0
126,"[TG(55:9),TG(54:2)]_FA18:1",11282023_FAD184_F3_WT_cereb_O3on_01,n-7,605.5,16.85,922,822.7,cereb,WT,FAD184_F3,228,FA18:1,5461,0.0
127,"[TG(55:9),TG(54:2)]_FA18:1",11282023_FAD184_F3_WT_cereb_O3on_01,n-9,605.5,16.9,4539,794.7,cereb,WT,FAD184_F3,228,FA18:1,5461,83.11664530305805
128,"[TG(55:9),TG(54:2)]_FA18:1",11282023_FAD184_F3_WT_cortex_O3on_01,n-7,605.5,16.85,653,822.7,cortex,WT,FAD184_F3,229,FA18:1,8562,0.0
129,"[TG(55:9),TG(54:2)]_FA18:1",11282023_FAD184_F3_WT_cortex_O3on_01,n-9,605.5,16.85,7909,794.7,cortex,WT,FAD184_F3,229,FA18:1,8562,92.3732772716655
130,"[TG(55:9),TG(54:2)]_FA18:1",11282023_FAD184_F3_WT_dienc_O3on_01,n-7,605.5,16.8,876,822.7,dienc,WT,FAD184_F3,230,FA18:1,4854,0.0
131,"[TG(55:9),TG(54:2)]_FA18:1",11282023_FAD184_F3_WT_dienc_O3on_01,n-9,605.5,16.85,3978,794.7,dienc,WT,FAD184_F3,230,FA18:1,4854,81.95302843016069
132,"[TG(55:9),TG(54:2)]_FA18:1",11282023_FAD184_F3_WT_hippo_O3on_01,n-9,605.5,16.9,4789,794.7,hippo,WT,FAD184_F3,231,FA18:1,4789,100.0
133,"[TG(55:9),TG(54:2)]_FA18:1",11282023_FAD184_F4_WT_cereb_O3on_01,n-7,605.5,16.8,731,822.7,cereb,WT,FAD184_F4,232,FA18:1,3939,0.0
134,"[TG(55:9),TG(54:2)]_FA18:1",11282023_FAD184_F4_WT_cereb_O3on_01,n-9,605.5,16.9,3208,794.7,cereb,WT,FAD184_F4,232,FA18:1,3939,81.44199035288145
135,"[TG(55:9),TG(54:2)]_FA18:1",11282023_FAD184_F4_WT_cortex_O3on_01,n-9,605.5,16.94,1741,794.7,cortex,WT,FAD184_F4,233,FA18:1,1741,100.0
136,"[TG(55:9),TG(54:2)]_FA18:1",11282023_FAD184_F4_WT_dienc_O3on_01,n-9,605.5,16.9,4158,794.7,dienc,WT,FAD184_F4,234,FA18:1,4158,100.0
137,"[TG(55:9),TG(54:2)]_FA18:1",11282023_FAD184_F4_WT_hippo_O3on_01,n-9,605.5,16.9,1140,794.7,hippo,WT,FAD184_F4,235,FA18:1,1140,100.0
138,"[TG(55:9),TG(54:2)]_FA18:1",11282023_FAD185_M4_WT_cereb_O3on_01,n-7,605.5,16.8,3020,822.7,cereb,WT,FAD185_M4,236,FA18:1,44724,0.0
139,"[TG(55:9),TG(54:2)]_FA18:1",11282023_FAD185_M4_WT_cereb_O3on_01,n-9,605.5,16.85,41704,794.7,cereb,WT,FAD185_M4,236,FA18:1,44724,93.24747339236204
140,"[TG(55:9),TG(54:2)]_FA18:1",11282023_FAD185_M4_WT_cortex_O3on_01,n-9,605.5,16.85,3674,794.7,cortex,WT,FAD185_M4,237,FA18:1,3674,100.0
141,"[TG(55:9),TG(54:2)]_FA18:1",11282023_FAD185_M4_WT_dienc_O3on_01,n-9,605.5,16.9,1924,794.7,dienc,WT,FAD185_M4,238,FA18:1,1924,100.0
142,"[TG(55:9),TG(54:2)]_FA18:1",11282023_FAD185_M4_WT_hippo_O3on_01,n-9,605.5,16.9,3010,794.7,hippo,WT,FAD185_M4,239,FA18:1,3010,100.0
143,"[TG(55:9),TG(54:2)]_FA18:1",11282023_FAD189_M3_WT_cereb_O3on_01,n-10,605.5,16.9,609,780.7,cereb,WT,FAD189_M3,240,FA18:1,8500,0.0
144,"[TG(55:9),TG(54:2)]_FA18:1",11282023_FAD189_M3_WT_cereb_O3on_01,n-7,605.5,16.85,1003,822.7,cereb,WT,FAD189_M3,240,FA18:1,8500,0.0
145,"[TG(55:9),TG(54:2)]_FA18:1",11282023_FAD189_M3_WT_cereb_O3on_01,n-9,605.5,16.9,6888,794.7,cereb,WT,FAD189_M3,240,FA18:1,8500,81.03529411764706
146,"[TG(55:9),TG(54:2)]_FA18:1",11282023_FAD189_M3_WT_cortex_O3on_01,n-7,605.5,16.76,842,822.7,cortex,WT,FAD189_M3,241,FA18:1,9881,0.0
147,"[TG(55:9),TG(54:2)]_FA18:1",11282023_FAD189_M3_WT_cortex_O3on_01,n-9,605.5,16.85,9039,794.7,cortex,WT,FAD189_M3,241,FA18:1,9881,91.47859528387815
148,"[TG(55:9),TG(54:2)]_FA18:1",11282023_FAD189_M3_WT_dienc_O3on_01,n-7,605.5,16.8,940,822.7,dienc,WT,FAD189_M3,242,FA18:1,6753,0.0
149,"[TG(55:9),TG(54:2)]_FA18:1",11282023_FAD189_M3_WT_dienc_O3on_01,n-9,605.5,16.85,5813,794.7,dienc,WT,FAD189_M3,242,FA18:1,6753,86.08026062490744
150,"[TG(55:9),TG(54:2)]_FA18:1",11282023_FAD189_M3_WT_hippo_O3on_01,n-9,605.5,16.9,1576,794.7,hippo,WT,FAD189_M3,243,FA18:1,1576,100.0
106,"[TG(55:9),TG(54:2)]_FA18:1",11292023_DOD93_F4_5xFAD_cereb_O3on_01,n-9,605.5,17.08,2329,794.7,cereb,5xFAD,DOD93_F4,244,FA18:1,2329,100.0
107,"[TG(55:9),TG(54:2)]_FA18:1",11292023_DOD93_F4_5xFAD_cortex_O3on_01,n-9,605.5,17.12,2027,794.7,cortex,5xFAD,DOD93_F4,245,FA18:1,2027,100.0
108,"[TG(55:9),TG(54:2)]_FA18:1",11292023_DOD93_F4_5xFAD_dienc_O3on_01,n-9,605.5,17.03,2860,794.7,dienc,5xFAD,DOD93_F4,246,FA18:1,2860,100.0
109,"[TG(55:9),TG(54:2)]_FA18:1",11292023_DOD93_F4_5xFAD_hippo_O3on_01,n-9,605.5,17.12,1901,794.7,hippo,5xFAD,DOD93_F4,247,FA18:1,1901,100.0
110,"[TG(55:9),TG(54:2)]_FA18:1",11292023_DOD94_F4_5xFAD_cereb_O3on_01,n-9,605.5,17.03,4075,794.7,cereb,5xFAD,DOD94_F4,248,FA18:1,4075,100.0
111,"[TG(55:9),TG(54:2)]_FA18:1",11292023_DOD94_F4_5xFAD_cortex_O3on_01,n-9,605.5,17.03,3034,794.7,cortex,5xFAD,DOD94_F4,249,FA18:1,3034,100.0
112,"[TG(55:9),TG(54:2)]_FA18:1",11292023_DOD94_F4_5xFAD_dienc_O3on_01,n-9,605.5,17.03,2548,794.7,dienc,5xFAD,DOD94_F4,250,FA18:1,2548,100.0
113,"[TG(55:9),TG(54:2)]_FA18:1",11292023_DOD94_F4_5xFAD_hippo_O3on_01,n-9,605.5,17.12,2445,794.7,hippo,5xFAD,DOD94_F4,251,FA18:1,2445,100.0
114,"[TG(55:9),TG(54:2)]_FA18:1",11292023_FAD185_M1_5xFAD_cereb_O3on_01,n-9,605.5,17.12,1402,794.7,cereb,5xFAD,FAD185_M1,252,FA18:1,1402,100.0
115,"[TG(55:9),TG(54:2)]_FA18:1",11292023_FAD185_M1_5xFAD_cortex_O3on_01,n-9,605.5,17.03,1610,794.7,cortex,5xFAD,FAD185_M1,253,FA18:1,1610,100.0
116,"[TG(55:9),TG(54:2)]_FA18:1",11292023_FAD185_M1_5xFAD_dienc_O3on_01,n-9,605.5,17.03,1652,794.7,dienc,5xFAD,FAD185_M1,254,FA18:1,1652,100.0
117,"[TG(55:9),TG(54:2)]_FA18:1",11292023_FAD185_M1_5xFAD_hippo_O3on_01,n-9,605.5,17.08,2765,794.7,hippo,5xFAD,FAD185_M1,255,FA18:1,2765,100.0
118,"[TG(55:9),TG(54:2)]_FA18:1",11292023_FAD185_M3_5xFAD_cereb_O3on_01,n-9,605.5,17.03,657,794.7,cereb,5xFAD,FAD185_M3,256,FA18:1,657,100.0
119,"[TG(55:9),TG(54:2)]_FA18:1",11292023_FAD185_M3_5xFAD_dienc_O3on_01,n-9,605.5,17.25,669,794.7,dienc,5xFAD,FAD185_M3,257,FA18:1,669,100.0
120,"[TG(55:9),TG(54:2)]_FA18:1",11292023_FAD185_M3_5xFAD_hippo_O3on_01,n-9,605.5,17.21,501,794.7,hippo,5xFAD,FAD185_M3,258,FA18:1,501,100.0
121,"[TG(55:9),TG(54:2)]_FA18:1",11292023_FAD189_M1_5xFAD_cereb_O3on_01,n-9,605.5,17.08,2387,794.7,cereb,5xFAD,FAD189_M1,259,FA18:1,2387,100.0
122,"[TG(55:9),TG(54:2)]_FA18:1",11292023_FAD189_M1_5xFAD_cortex_O3on_01,n-9,605.5,17.08,4080,794.7,cortex,5xFAD,FAD189_M1,260,FA18:1,4080,100.0
123,"[TG(55:9),TG(54:2)]_FA18:1",11292023_FAD189_M1_5xFAD_dienc_O3on_01,n-9,605.5,17.16,1402,794.7,dienc,5xFAD,FAD189_M1,261,FA18:1,1402,100.0
124,"[TG(55:9),TG(54:2)]_FA18:1",11292023_FAD189_M1_5xFAD_hippo_O3on_01,n-9,605.5,17.21,1836,794.7,hippo,5xFAD,FAD189_M1,262,FA18:1,1836,100.0
125,"[TG(55:9),TG(54:2)]_FA18:1",11292023_FAD189_M2_5xFAD_cereb_O3on_01,n-9,605.5,17.03,813,794.7,cereb,5xFAD,FAD189_M2,263,FA18:1,813,100.0
126,"[TG(55:9),TG(54:2)]_FA18:1",11292023_FAD189_M2_5xFAD_cortex_O3on_01,n-9,605.5,17.08,561,794.7,cortex,5xFAD,FAD189_M2,264,FA18:1,561,100.0
127,"[TG(55:9),TG(54:2)]_FA18:1",11292023_FAD189_M2_5xFAD_dienc_O3on_01,n-9,605.5,17.03,530,794.7,dienc,5xFAD,FAD189_M2,265,FA18:1,530,100.0
86,"[TG(55:9),TG(54:2)]_FA18:1",12012023_DOD73_M2_5xFAD_liver_O3on_01,n-7,605.5,17.38,3522,822.7,liver,5xFAD,DOD73_M2,266,FA18:1,70264,0.0
87,"[TG(55:9),TG(54:2)]_FA18:1",12012023_DOD73_M2_5xFAD_liver_O3on_01,n-9,605.5,17.43,66742,794.7,liver,5xFAD,DOD73_M2,266,FA18:1,70264,94.98747580553342
88,"[TG(55:9),TG(54:2)]_FA18:1",12012023_FAD131_M1_5xFAD_liver_O3on_01,n-7,605.5,17.42,5809,822.7,liver,5xFAD,FAD131_M1,267,FA18:1,108144,0.0
89,"[TG(55:9),TG(54:2)]_FA18:1",12012023_FAD131_M1_5xFAD_liver_O3on_01,n-9,605.5,17.43,102335,794.7,liver,5xFAD,FAD131_M1,267,FA18:1,108144,94.62845835182719
90,"[TG(55:9),TG(54:2)]_FA18:1",12012023_FAD131_M2_5xFAD_liver_O3on_01,n-7,605.5,17.33,8698,822.7,liver,5xFAD,FAD131_M2,268,FA18:1,138467,0.0
91,"[TG(55:9),TG(54:2)]_FA18:1",12012023_FAD131_M2_5xFAD_liver_O3on_01,n-9,605.5,17.43,129769,794.7,liver,5xFAD,FAD131_M2,268,FA18:1,138467,93.71835888695502
92,"[TG(55:9),TG(54:2)]_FA18:1",12012023_FAD131_M4_5xFAD_liver_O3on_01,n-7,605.5,17.33,1655,822.7,liver,5xFAD,FAD131_M4,269,FA18:1,25812,0.0
93,"[TG(55:9),TG(54:2)]_FA18:1",12012023_FAD131_M4_5xFAD_liver_O3on_01,n-9,605.5,17.43,24157,794.7,liver,5xFAD,FAD131_M4,269,FA18:1,25812,93.58825352549202
94,"[TG(55:9),TG(54:2)]_FA18:1",12012023_FAD173_M1_5xFAD_liver_O3on_01,n-7,605.5,17.33,2791,822.7,liver,5xFAD,FAD173_M1,270,FA18:1,71132,0.0
95,"[TG(55:9),TG(54:2)]_FA18:1",12012023_FAD173_M1_5xFAD_liver_O3on_01,n-9,605.5,17.43,68341,794.7,liver,5xFAD,FAD173_M1,270,FA18:1,71132,96.07630883427993
96,"[TG(56:10),TG(55:3)]_FA18:1",12012023_DOD73_M2_5xFAD_liver_O3on_01,n-9,617.5,16.85,1399,806.7,liver,5xFAD,DOD73_M2,271,FA18:1,1399,100.0
97,"[TG(56:10),TG(55:3)]_FA18:1",12012023_FAD131_M1_5xFAD_liver_O3on_01,n-7,617.5,16.75,938,834.7,liver,5xFAD,FAD131_M1,272,FA18:1,6148,0.0
98,"[TG(56:10),TG(55:3)]_FA18:1",12012023_FAD131_M1_5xFAD_liver_O3on_01,n-9,617.5,16.76,5210,806.7,liver,5xFAD,FAD131_M1,272,FA18:1,6148,84.74300585556279
99,"[TG(56:10),TG(55:3)]_FA18:1",12012023_FAD131_M2_5xFAD_liver_O3on_01,n-7,617.5,16.67,1349,834.7,liver,5xFAD,FAD131_M2,273,FA18:1,8195,0.0
100,"[TG(56:10),TG(55:3)]_FA18:1",12012023_FAD131_M2_5xFAD_liver_O3on_01,n-9,617.5,16.76,6846,806.7,liver,5xFAD,FAD131_M2,273,FA18:1,8195,83.53874313605857
101,"[TG(56:10),TG(55:3)]_FA18:1",12012023_FAD131_M4_5xFAD_liver_O3on_01,n-9,617.5,16.76,844,806.7,liver,5xFAD,FAD131_M4,274,FA18:1,844,100.0
102,"[TG(56:10),TG(55:3)]_FA18:1",12012023_FAD173_M1_5xFAD_liver_O3on_01,n-9,617.5,16.72,1920,806.7,liver,5xFAD,FAD173_M1,275,FA18:1,1920,100.0
103,"[TG(56:11),TG(55:4)]_FA18:1",12012023_DOD73_M2_5xFAD_liver_O3on_01,n-9,615.5,15.61,666,804.7,liver,5xFAD,DOD73_M2,276,FA18:1,666,100.0
104,"[TG(56:11),TG(55:4)]_FA18:1",12012023_FAD131_M1_5xFAD_liver_O3on_01,n-9,615.5,15.61,1675,804.7,liver,5xFAD,FAD131_M1,277,FA18:1,1675,100.0
105,"[TG(56:11),TG(55:4)]_FA18:1",12012023_FAD131_M2_5xFAD_liver_O3on_01,n-9,615.5,15.61,3138,804.7,liver,5xFAD,FAD131_M2,278,FA18:1,3138,100.0
106,"[TG(56:11),TG(55:4)]_FA18:1",12012023_FAD131_M4_5xFAD_liver_O3on_01,n-9,615.5,15.56,778,804.7,liver,5xFAD,FAD131_M4,279,FA18:1,778,100.0
107,"[TG(56:11),TG(55:4)]_FA18:1",12012023_FAD173_M1_5xFAD_liver_O3on_01,n-9,615.5,15.61,1114,804.7,liver,5xFAD,FAD173_M1,280,FA18:1,1114,100.0
108,[TG(56:6)]_FA18:1,12012023_DOD73_M2_5xFAD_liver_O3on_01,n-9,625.5,14.32,5046,814.7,liver,5xFAD,DOD73_M2,281,FA18:1,5046,100.0
109,[TG(56:6)]_FA18:1,12012023_FAD131_M1_5xFAD_liver_O3on_01,n-7,625.5,14.27,773,842.7,liver,5xFAD,FAD131_M1,282,FA18:1,8974,0.0
110,[TG(56:6)]_FA18:1,12012023_FAD131_M1_5xFAD_liver_O3on_01,n-9,625.5,14.41,8201,814.7,liver,5xFAD,FAD131_M1,282,FA18:1,8974,91.38622687764654
111,[TG(56:6)]_FA18:1,12012023_FAD131_M2_5xFAD_liver_O3on_01,n-7,625.5,14.27,1494,842.7,liver,5xFAD,FAD131_M2,283,FA18:1,11633,0.0
112,[TG(56:6)]_FA18:1,12012023_FAD131_M2_5xFAD_liver_O3on_01,n-9,625.5,14.36,10139,814.7,liver,5xFAD,FAD131_M2,283,FA18:1,11633,87.1572251353907
113,[TG(56:6)]_FA18:1,12012023_FAD131_M4_5xFAD_liver_O3on_01,n-7,625.5,14.35,653,842.7,liver,5xFAD,FAD131_M4,284,FA18:1,3363,0.0
114,[TG(56:6)]_FA18:1,12012023_FAD131_M4_5xFAD_liver_O3on_01,n-9,625.5,14.41,2710,814.7,liver,5xFAD,FAD131_M4,284,FA18:1,3363,80.58281296461493
115,[TG(56:6)]_FA18:1,12012023_FAD173_M1_5xFAD_liver_O3on_01,n-7,625.5,14.27,517,842.7,liver,5xFAD,FAD173_M1,285,FA18:1,6312,0.0
116,[TG(56:6)]_FA18:1,12012023_FAD173_M1_5xFAD_liver_O3on_01,n-9,625.5,14.32,5795,814.7,liver,5xFAD,FAD173_M1,285,FA18:1,6312,91.80925221799747
151,"[TG(56:7),TG(55:0)]_FA18:1",11282023_FAD189_M3_WT_dienc_O3on_01,n-9,623.6,13.16,657,812.8,dienc,WT,FAD189_M3,291,FA18:1,657,100.0
128,"[TG(56:7),TG(55:0)]_FA18:1",11292023_FAD189_M1_5xFAD_cereb_O3on_01,n-9,623.6,13.43,579,812.8,cereb,5xFAD,FAD189_M1,292,FA18:1,579,100.0
125,"[TG(56:7),TG(55:0)]_FA18:1",12012023_DOD73_M2_5xFAD_liver_O3on_01,n-7,623.6,13.73,512,840.8,liver,5xFAD,DOD73_M2,293,FA18:1,5621,0.0
126,"[TG(56:7),TG(55:0)]_FA18:1",12012023_DOD73_M2_5xFAD_liver_O3on_01,n-9,623.6,13.74,5109,812.8,liver,5xFAD,DOD73_M2,293,FA18:1,5621,90.89130048034157
127,"[TG(56:7),TG(55:0)]_FA18:1",12012023_FAD131_M1_5xFAD_liver_O3on_01,n-7,623.6,13.69,671,840.8,liver,5xFAD,FAD131_M1,294,FA18:1,7288,0.0
128,"[TG(56:7),TG(55:0)]_FA18:1",12012023_FAD131_M1_5xFAD_liver_O3on_01,n-9,623.6,13.78,6617,812.8,liver,5xFAD,FAD131_M1,294,FA18:1,7288,90.79308452250274
