lipid,logFC,logCPM,LR,PValue,FDR,type,DOD93_F4_Female_5xFAD_cerebellum,DOD94_F4_Female_5xFAD_cerebellum,FAD185_M1_Male_5xFAD_cerebellum,FAD185_M3_Male_5xFAD_cerebellum,FAD189_M1_Male_5xFAD_cerebellum,FAD189_M2_Male_5xFAD_cerebellum,DOD94_F3_Female_WT_cerebellum,FAD184_F3_Female_WT_cerebellum,FAD184_F4_Female_WT_cerebellum,FAD185_M4_Male_WT_cerebellum,FAD189_M3_Male_WT_cerebellum,Blank_Blank_Blank_Blank_Blank
[TG(45:4)]_FA16:1,2.172962204241124,10.475831866877613,29.320500635541975,6.134326836429198e-8,1.522728669319771e-5,TAG,5892542.677490234,6688223.224609375,413995.04650878906,469328.0899658203,618697.0866699219,285030.7438964844,1527614.0837402344,201859.4140625,229297.83325195312,220100.0164794922,226018.5584716797,20843483.146850582
[TG(54:6)]_FA18:1,2.1384329820659396,9.741011484163543,28.480419713260915,9.465087338430505e-8,2.1817026315082313e-5,TAG,195345.35510253903,884862.6461791992,1586140.4252929688,7187735.903808594,21241842.610839844,7171421.008422852,174780.31170654297,103417.08801269533,204276.7738037109,4662866.76171875,242437.1177978516,43440.762939453125
[TG(54:7)|TG(53:0)]_FA18:2,2.1292583690289906,9.83612685323975,28.25870537138607,1.0613622150741644e-7,2.283343912029552e-5,TAG,188388.934173584,961160.4509277344,1684303.7884521484,8192199.799804687,22063582.537597656,7739142.238037109,175710.59143066406,130337.3295288086,221620.2911376953,5000137.0146484375,254340.57794189453,46564.96325683594
DG(34:0)_C16:0,2.106502120058414,4.148424494581619,27.708380629521344,1.4105032419219505e-7,2.844808726051334e-5,DAG,235700.91619110107,5100.6403465271,154598.57180404663,228063.4772529602,9511.720603942871,31580.942378997803,3189.440223693848,2628.3801918029785,2631.440196990967,6028.580383300781,88697.66715621948,3417.0002250671387
[TG(56:8)|TG(55:1)]_FA20:4,2.0179818071581632,13.171631289908948,25.621586324840706,4.153667129974861e-7,7.884637546134632e-5,TAG,1405251.0480957031,7506100.766357422,20222408.516357426,103236529.31640624,178622499.8671875,95527650.3486328,1023084.1688232422,690865.7470703125,1379701.335205078,56846006.84765625,2723912.572265625,159430.49194335938
[TG(56:6)]_FA18:3,1.937847495875186,9.79960560550019,23.783731279330098,1.0778968121088812e-6,1.8307226382501893e-4,TAG,427285.1746826172,1122193.3670654297,2530410.805053711,9094665.759765623,18007226.74346924,7378789.3828125,438406.10791015625,254741.0390625,673140.8782958984,4184810.057373047,629936.861328125,77564.0658569336
[TG(58:9)|TG(57:2)]_FA22:6,1.9394310111561368,9.858637023358973,23.8195355163285,1.058031819717713e-6,1.8307226382501893e-4,TAG,516661.9151611328,1260271.7636108398,1972776.3262939453,8125127.973144531,17362240.228515625,10723650.870483398,368826.1061401367,390536.54486083984,363793.22497558594,4861714.758789063,450301.5102539063,65577.12463378906
[TG(57:10)|TG(56:3)]_FA18:0,1.9221876981558457,9.541528701406808,23.43077496605961,1.2949032406687878e-6,2.0893263788190889e-4,TAG,354124.04736328125,898084.76513671875,2024598.7119140625,7224117.029296875,15068046.932128906,6642723.069702148,371757.7614746094,203809.43432617188,541845.7578125,3594299.6044921875,515471.9920043945,43386.563079833984
[TG(57:12)|TG(56:5)]_FA18:2,1.90395206796896,9.752169397065192,23.022370950624598,1.6012721502648583e-6,2.4606215375736656e-4,TAG,375341.6654663086,1071100.0213623047,2276504.5861816406,8441733.1611328125,16960404.431640625,8046625.0693359375,403290.5104980469,256642.74005126956,648714.1624755859,4213833.432128906,589411.7830810547,49453.223205566406
[TG(45:3)]_FA16:1,1.8895802163033875,8.618222572201054,22.70217904476158,1.8915324763035718e-6,2.7745342277416484e-4,TAG,1665384.770263672,1911822.678955078,157193.85131835938,191138.5719604492,226959.69494628903,121296.27044677734,454612.6278076172,84018.2060546875,130126.00970458984,94758.1063232422,102307.84631347656,5501317.548217773
[TG(55:11)|TG(54:4)]_FA18:0,1.8626168366908276,12.729384108780621,22.107128341655738,2.5785047681026057e-6,3.5128616087819995e-4,TAG,1052410.3129882812,5860387.198974609,16195335.83203125,74419427.0546875,127448386.703125,68216161.984375,1117521.4770507812,659342.8288574219,1280985.892578125,44993814.02734375,2253194.6064453125,142586.51037597656
[TG(57:11)|TG(56:4)]_FA18:1,1.8614714983043867,9.654590260047454,22.081909982818893,2.612602374055407e-6,3.5128616087819995e-4,TAG,381611.4053955078,1052638.4206542969,2097619.41003418,7033007.064331055,16299215.590820312,7654108.523071289,398067.6519775391,201815.2554931641,612248.3125,4093393.2119140634,559217.2618408203,41847.18273925781
[TG(58:8)|TG(57:1)]_FA22:5,1.8563001714469067,9.68888720513197,21.96847965063418,2.7716521108330508e-6,3.577648544663302e-4,TAG,454754.1146850586,1072079.5822753906,1745997.344909668,7419300.512939453,15087319.422851562,9398054.451416016,314967.899597168,359791.5073852539,321026.10388183594,4567551.674316406,437885.1088867188,52418.30358886719
[TG(59:13)|TG(58:6)]_FA20:4,1.829616254471945,9.390343213061298,21.386858961079277,3.7533494055792554e-6,4.658484050693945e-4,TAG,448407.0710449219,1069293.5994262695,1622136.9736938477,6348683.842041016,12317416.025634766,6631632.217529297,269236.2016906738,299231.7805786133,435126.3706054688,3549653.3513183594,391822.80603027344,51030.26315307617
[TG(58:8)|TG(57:1)]_FA20:4,1.8206008954445205,8.645662905546208,21.191721740644425,4.155555361222245e-6,4.966658203949698e-4,TAG,345771.921875,690969.8059692383,1419601.9135131836,3422274.80847168,7241746.739013672,3735026.9030151367,234956.3560791016,203727.61401367188,377961.8642883301,1864557.837402344,263652.5616455078,37151.32266235352
[TG(54:7)|TG(53:0)]_FA20:4,1.7810713640962124,11.656268636347665,20.344994045503796,6.466203061554618e-6,7.195323199874742e-4,TAG,394442.72790527344,4253075.397155762,4762360.293579102,26635264.362304688,67039213.611328125,34461879.73828125,383954.6283569336,261622.74145507807,524781.4740600586,22790233.697265625,1109048.48828125,66943.44445800781
[TG(54:8)|TG(53:1)]_FA20:4,1.7825702435596433,7.721795796880492,20.376512408367944,6.360569875747019e-6,7.195323199874742e-4,TAG,83432.84539794922,276108.18002319336,355486.12158203125,1534904.373046875,4275439.033691406,2373835.8555908203,80485.72543334961,69810.46496582031,95514.54656982422,1225992.3465576172,128161.64855957033,30783.98208618164
[TG(57:9)|TG(56:2)]_FA18:0,1.7713297354126252,9.087442588338044,20.13814907101915,7.204524679480992e-6,7.551151795494685e-4,TAG,296992.0201416016,951890.6306762696,1399876.3697509766,5152419.646484375,9988929.838134766,5093689.684509277,207988.35424804688,206444.85485839844,379287.67010498047,3090475.276611328,277548.94104003906,43043.86297607422
[TG(58:10)|TG(57:3)]_FA22:6,1.7707112236030982,9.265198944727363,20.125066229549702,7.253972905495359e-6,7.551151795494685e-4,TAG,702213.393371582,927784.3356323242,2248640.3618164062,4801921.901550293,10856944.01196289,6107919.577514648,433800.05078125,370645.8469848633,620404.3610229492,2480297.264526367,695358.590637207,51388.26345825195
[TG(57:11)|TG(56:4)]_FA18:2,1.754226356523098,9.270596833347035,19.77748432778754,8.700154404119286e-6,8.773561956904042e-4,TAG,317425.23962402344,1146817.6298828125,1525076.6829833984,5960703.369628906,10961054.037597656,5980027.896728516,225100.8756103516,237883.77575683597,458830.8281860352,3530891.4384765625,317970.0630493164,51036.283752441406
DG(41:5)_C16:0,1.7514139628170162,12.991494860250219,19.71847263607831,8.972980078147164e-6,8.774486882479059e-4,DAG,23320561.83972931,57783027.388916016,11946538.780273438,11840790.772460938,8661463.491455078,5766084.50769043,6184170.3427734375,4349201.729457855,4236692.446502686,6323439.392822266,4013553.36504364,97858455.88134766
[TG(58:9)|TG(57:2)]_FA20:4,1.7321119004153525,8.042142235628205,19.31498032240779,1.1083337588573246e-5,0.001035134091228173,TAG,249949.9366455078,482747.23541259766,893337.4611206055,1855883.2686767576,4294557.948974609,3080112.5528564453,171390.5743408203,148735.1297302246,257719.1387939453,1239500.1313476562,206986.37493896484,38908.4423828125
DG(42:11)|DG(41:4)_C16:0,1.7309255809724993,11.593424506045558,19.29038137441263,1.1227050880999707e-5,0.001035134091228173,DAG,6397373.657211304,15675656.850952148,3399003.55847168,3356252.0782470703,2434769.226745605,1656740.3498535156,1702038.0168457031,1171928.4338989258,1226164.0675849917,1763908.9427490234,1158066.1940841677,44577926.87664795
[TG(54:7)|TG(53:0)]_FA18:3,1.7274979886487503,13.170872096766294,19.219198756064017,1.165354748906513e-5,0.0010446110485336992,TAG,1476369.5625,9237365.208740234,21535187.272460938,99077098.9375,163598905.00585938,95189316.3828125,1392149.8154296875,716037.4089355469,1840956.7209472656,66673038.98583984,3162618.373046875,209595.373046875
[TG(57:10)|TG(56:3)]_FA18:1,1.7224320862445872,9.198200684608677,19.114037811290466,1.2313585848469352e-5,0.0010456826719213315,TAG,339142.9610595703,1101773.3916015625,1404570.0012207031,5069868.409851074,10681460.308105469,5888966.952392578,219873.79418945312,200868.234375,442820.0521240234,3458676.383300781,305719.30169677734,45031.72344970703
[TG(58:9)|TG(57:2)]_FA22:5,1.7239465519582982,9.068856762571198,19.145424379094038,1.2112752378538002e-5,0.0010456826719213315,TAG,636133.49609375,778595.3494415283,1943519.4754638672,4216373.505981445,9260199.2548828125,5386880.193054199,383639.7260437012,343784.3449707031,535685.5787963867,2244285.314453125,611135.6097412109,46568.583251953125
[TG(57:12)|TG(56:5)]_FA18:3,1.7130820069343893,9.336462921526996,18.920689432183288,1.362667948952179e-5,0.0011275203772483798,TAG,378275.6282958984,1210883.4180908203,1767829.4704589844,6325825.435546875,11621402.60687256,5624018.057006836,267683.96032714844,262718.2391357422,525241.5992431641,3658680.5623779297,380696.5255126953,62687.90417480469
[TG(54:6)]_FA18:2,1.6935571617629033,13.194520320889023,18.51957911794713,1.681678799883195e-5,0.0013566943718057675,TAG,1369992.2009277344,9439876.154052734,19947621.5234375,98667240.56640624,170265552.9609375,95366234.828125,1336178.2580566406,954621.9658203124,1795346.0869140625,69320256.3203125,3013214.673095703,172625.4111328125
[TG(54:5)]_FA18:1,1.6519075386366786,13.020856200537555,17.675638379289197,2.619602592286084e-5,0.002061818918367608,TAG,1358934.28515625,8625663.147216797,18013159.384765625,86011672.41625977,151141726.3984375,82949393.39697266,1278435.3784179688,599582.58203125,1657008.7094726562,62996531.2109375,2857971.3203125,124003.70825195312
[TG(53:10)|TG(52:3)]_FA18:0,1.6376717323146146,11.094342074387066,17.39108864535652,3.0424909177946896e-5,0.0023376471885055866,TAG,308901.162109375,3000465.778869629,3551577.3356933594,19702937.071289062,45816967.455078125,19092313.255249023,310688.8635253906,242122.57775878903,441195.3471679688,16527533.705078123,834868.0583496094,57188.86389160156
DG(34:1)_C16:0,1.6267470697682553,4.888376360201728,17.172684783729892,3.4130894450776954e-5,0.0025614045672710983,DAG,107350.76652526855,253799.51736450195,161598.95309448242,211732.01513671875,182702.77395629883,170686.13241577148,4183.460300445557,9291.960651397703,13285.021026611328,153840.11116790771,58018.28433609009,11391.08073425293
[TG(55:7)|TG(54:0)]_FA20:4,1.6168964852707066,7.707137132966662,16.9786793263047,3.780193927328835e-5,0.0027724285917023073,TAG,92148.38653564452,220382.31634521484,393652.407043457,1962009.960021973,3864046.883544922,2076258.553833008,90408.12655639648,76734.244384765625,126226.90835571288,1317804.292236328,122208.50872802734,38433.022720336914
[TG(56:10)|TG(55:3)]_FA18:0,1.6142520639732647,7.411088626312295,16.926489373436205,3.885556410955169e-5,0.0027863756751449623,TAG,104773.947265625,195885.8521728516,424607.5106201172,1727985.4041748047,3059813.5869140625,1460292.583984375,98066.6470336914,89611.2861328125,127071.3501586914,976293.0909423828,106652.64739990234,42357.52313232422
[TG(52:6)]_FA18:3,1.5956581360758282,11.73664810799612,16.561910856374396,4.708730022481641e-5,0.003232993996286863,TAG,536849.8562011719,5667911.230834961,5342328.532958984,28429216.953125,65961746.04943848,35146975.6262207,573547.7567138672,343727.20471191406,886285.1779785156,26145204.15625,1365411.2397460938,91084.34631347656
FA(15:2),-1.5464521291664186,10.05151848005266,16.594557894972993,4.628364028149715e-5,0.003232993996286863,FA,4263832.926635742,3391709.281677246,451993.92709350586,3325155.243408203,1195947.9002075195,823992.3572387695,3601169.3428344727,17218780.0914917,137421.30960083008,2339944.0075683594,1236163.3243408203,63076.88415527344
[TG(56:13)|TG(55:6)]_FA18:3,1.5852713962966292,7.685410459470556,16.35930811843719,5.2398183801583825e-5,0.0033817787825542204,TAG,122305.60772705078,252143.75720214844,496490.095703125,1988680.2344970703,3666437.994812012,1853453.706298828,133278.2084350586,96049.14660644533,182623.35443115237,1166441.1900024414,138917.8094482422,55351.30422973633
[TG(58:14)|TG(57:7)|TG(56:0)]_FA20:4,1.5884078293673651,7.106808617656609,16.42023648985196,5.074062718827705e-5,0.0033817787825542204,TAG,93825.72674560548,174890.0743408203,320390.8232421875,1249692.6298828125,2511265.915649414,1218663.0559692385,93118.36627197266,80058.20553588867,119126.12756347656,741587.9544677734,99928.12683105467,56616.284423828125
FA(18:2),-1.5367713527676374,6.756493419855488,16.393428260693327,5.146334893571349e-5,0.0033817787825542204,FA,91295.8275756836,155117.10821533203,98401.12902832033,704349.01416015625,355850.6833496094,138632.43383789062,196374.4150390625,1062475.6064453125,422138.0263671875,807882.526550293,113501.08819580078,92326.447265625
[TG(51:8)|TG(50:1)]_FA22:5,1.5822721573018272,8.940030688321704,16.301008042959438,5.4035198765041095e-5,0.0034190507140154434,TAG,1682325.5158691406,2211683.857910156,299535.0435791016,309329.6638183594,335512.2847290039,215029.61584472656,354913.64532470703,260008.2769165039,169015.9116821289,250608.75994873047,192320.45343017575,6991643.872253418
[TG(51:9)|TG(50:2)]_FA22:6,1.564400899114853,9.41996787923306,15.955846280055994,6.483722244509201e-5,0.004023648400582921,TAG,2210276.6618652344,3131029.305053711,635011.750793457,452724.5772094727,499507.33099365234,274451.1573486328,494871.1936645508,393123.1095581055,217929.5346069336,372688.186920166,271112.84088134766,9681670.674682615
DG(42:9)|DG(41:2)_C16:1,-1.5104408868616381,7.564792594354934,15.85210954330978,6.849014297170154e-5,0.004170145120182657,DAG,96103.98656463625,545672.4555358887,633929.3240966797,1244264.7885742188,85162.86592102051,97868.44701004028,1488873.9756774902,89578.54613494873,85776.34619903564,3263624.567138672,90580.36633682252,97521.02673339844
[TG(52:5)]_FA18:2,1.5565484819209223,11.700360056374977,15.805369812311312,7.020298459153779e-5,0.00419527835697949,TAG,480111.8804321289,5728090.840209961,4918369.996582031,26489000.033203125,65031234.45703125,34114671.8815918,534324.31640625,437004.1300048828,814281.56005859375,26147371.03125,1257540.7661132812,78901.92565917969
[TG(53:8)|TG(52:1)]_FA14:0,1.554355853725195,6.061682769845174,15.762881210835982,7.179740275717947e-5,0.004212549430862148,TAG,74653.72540283203,188621.4323120117,155124.37109375,276814.32110595703,1686725.9577026367,231105.29656982425,92734.3466796875,84756.54669189453,128869.4292602539,132240.42950439453,86795.88659667969,53764.78381347656
[TG(56:12)|TG(55:5)]_FA18:2,1.5376777159553348,7.586577145430372,15.44544110173593,8.492154421500163e-5,0.004841378393655514,TAG,101737.8270263672,255521.1964111328,446048.22424316406,1867840.98034668,3431059.6259765625,1679434.7506103516,106649.34729003906,109425.04754638672,161067.9317626953,1153241.3555908203,116357.96875,46758.3432006836
DG(38:8)|DG(dO-40:8)|DG(37:1)_C18:1,1.5370369023480785,6.009344946090975,15.432268645900876,8.551551547516712e-5,0.004841378393655514,DAG,248587.55429840088,158358.72882461548,211255.5946121216,116003.66875457764,58527.44399642944,27808.541984558105,163015.91341781616,2896.780204772949,2964.480224609375,2884.380226135254,21707.381565094,842503.0589599609
[TG(56:11)|TG(55:4)]_FA18:1,1.5308509051749564,7.5184988994738005,15.316170524980407,9.093476355766681e-5,0.005059422103458462,TAG,109821.50805664062,225829.1561279297,408069.95068359375,1617639.5130615234,3416220.4897460938,1637124.7512207031,106238.30737304688,80499.605712890625,151930.2119140625,1131749.9060058594,112937.08856201172,44079.46292114258
[TG(52:6)]_FA20:4,1.5283059892721635,9.77855571004914,15.268205832352734,9.327334417594846e-5,0.005101577655182808,TAG,417594.330078125,2309902.740722656,1495843.6075439453,6694303.18359375,17730420.294433594,6848979.478759766,379711.3088378906,340300.2468261719,754295.8062744141,5636726.7548828125,554219.49462890625,111193.94787597656
[TG(52:4)]_FA18:1,1.5251076597273907,11.511970310558764,15.208072286028113,9.629093103121275e-5,0.005178847240628726,TAG,448125.67150878906,4802955.998413086,4370847.51171875,22616293.71105957,57888485.68457031,29412112.637695312,469745.6516113281,252167.6975097656,671789.4476318359,23607465.275390625,1102144.7045898438,58547.94396972656
[TG(52:5)]_FA16:0,1.5169658462352644,7.745959048654019,15.054698304913472,1.0443995724746364e-4,0.005525044951435494,TAG,143629.67126464844,362121.2690429688,390358.8280639648,1567976.860107422,4660935.489318848,1568970.198852539,118747.42797851562,104368.5478515625,144752.15075683594,1354115.640258789,148768.7691040039,35542.66250610352
[TG(58:10)|TG(57:3)]_FA20:4,1.5115523311031605,7.753349638635078,14.953261555962854,1.1020739182892844e-4,0.005736116990837937,TAG,375850.1449584961,585074.5607299805,1304346.9563598633,1310861.9739990234,2490382.107910156,2290459.098388672,218326.6348876953,192773.4940185547,384942.930480957,813215.0870361328,223771.37408447263,52285.90335083008
[TG(58:8)|TG(57:1)]_FA22:6,1.5067176132545144,9.443445815035052,14.86300022341311,1.1560850174570402e-4,0.005921724367196617,TAG,704775.0255126953,1702413.6014404297,2471850.7517089844,5776950.156982422,10226283.622558594,6745142.677246094,525986.5382080078,516361.2196044922,695689.2860107422,3765920.130859375,531324.0783691406,98223.98724365234
FA(11:1),-1.4531217267040426,5.851157978604152,14.701646059788345,1.2593643770538517e-4,0.006349951319926218,FA,102327.4871826172,102108.1275024414,87726.26647949219,183012.15258789065,152758.51098632812,94607.10711669922,122395.36938476562,171466.1728515625,650842.32666015625,147070.20947265625,202316.41333007807,174002.03344726562
FA(22:7),-1.4471402825865323,9.522198055587628,14.58428471320076,1.3402763497747706e-4,0.0066539565857279765,FA,1466779.4609375,1192884.1520996094,836464.1849365234,4549128.074707031,1496239.6596679688,1277854.9724121094,1759172.8557128906,7448133.364501953,1349298.0427246094,3165030.4099121094,3728828.241821289,193464.1936035156
[TG(52:7)|TG(51:0)]_FA18:3,1.4888042640665586,7.76099980330086,14.530224671194453,1.379287992364478e-4,0.006743882350545713,TAG,154931.3109741211,371940.4067993164,384856.7253417969,1501674.1627197266,4057592.867614746,2215001.330932617,121723.22863769533,130783.2886352539,162567.6128540039,1310941.6947021484,182654.0513916016,35813.00262451172
[TG(52:5)]_FA16:1,1.4825436623032722,11.441536838119706,14.414875374597841,1.466393887978465e-4,0.006858047936965951,TAG,882769.27880859375,3639639.55871582,4311219.927612305,22756955.450195312,59299441.791015625,22583279.70800781,796958.3020629883,534998.7801513672,1049022.6844482422,21380041.01953125,1482722.9035644531,94951.92645263672
[TG(56:8)|TG(55:1)]_FA22:5,1.4835093785117452,7.343572687550369,14.432460561496555,1.4527649785468584e-4,0.006858047936965951,TAG,174092.95343017578,306540.4415283203,394287.1474609375,1153778.725830078,2684679.629638672,1706210.0962524414,144101.41012573242,126053.08825683594,115521.28839111328,850054.9840087891,173584.23150634766,38751.52279663086
FA(22:0),-1.4391520160652185,9.399636607189167,14.427690996628371,1.4564488417627503e-4,0.006858047936965951,FA,1572087.1440429688,1430172.770263672,999749.2801513672,3157389.5854492188,1251315.3713378906,1329090.9951171875,1917863.8956298828,5800233.863037109,1407542.6770019531,2968560.7553710938,4120575.2498779297,158888.591796875
[TG(52:6)]_FA16:1,1.4750244375561465,7.885469031174981,14.276494073008507,1.5782348629989147e-4,0.007073560976246524,TAG,149189.5096435547,409085.22814941406,378333.0473632813,1632259.3635253906,5292768.542114258,1671016.919921875,116805.76879882812,117754.92852783205,145072.87042236328,1569048.5268554688,163389.71258544922,34136.28253173828
[TG(56:9)|TG(55:2)]_FA22:6,1.4764167631597442,7.504394823135323,14.302012926826137,1.5569829569000263e-4,0.007073560976246524,TAG,162324.37075805664,343978.22274780273,419890.994506836,1290497.3934020996,3038713.906616211,1927949.8072509768,160541.11276245117,136850.5506591797,129295.82946777344,978255.76806640625,179476.41314697266,44075.903060913086
FA(21:0),-1.4341077888561036,9.949208312917865,14.329216102730928,1.5346455709554048e-4,0.007073560976246524,FA,2160705.4064941406,1748184.4892578125,1251348.187133789,5456585.327636719,1932068.1396484373,1952504.646972656,2497759.7729492188,9090756.310546877,1973862.5056152344,4196056.182617188,5833599.996948242,227035.07763671875
[TG(61:11)|TG(60:4)]_FA22:5,1.4735398356824918,9.473419032791218,14.249333543586545,1.6011749806591467e-4,0.007078070770667215,TAG,468300.43572998047,772430.0099487305,6585509.091308594,9553331.228393557,7327049.526977539,3582037.2150268555,1479396.1958007812,939930.1027832032,1336573.6472167969,1329182.8425292969,903219.80712890625,137564.6700744629
[TG(52:4)]_FA16:0,1.4635194443350632,11.22915311394067,14.066259628105925,1.7648142507606455e-4,0.007593407449606137,TAG,845229.97998046875,3188101.8751220703,4344533.141845703,21466997.586914062,50693618.10070801,17195213.707763672,822426.9315185547,500030.8565673828,1097110.1400146484,18212590.082763672,1354955.617919922,62756.04425048828
[TG(52:6)]_FA18:2,1.46435934933007,7.727988937082191,14.081408987396578,1.750656149093342e-4,0.007593407449606137,TAG,143802.75061035156,383719.78826904297,338892.7607421875,1447570.7456054688,3961000.784423828,2181842.867553711,122292.68957519533,139867.6707763672,152720.40893554688,1298139.3673095703,174899.6124267578,33825.68228149414
[TG(56:9)|TG(55:2)]_FA18:0,1.4569915502138657,7.696278670861703,13.947315952973433,1.8800589446534536e-4,0.007938519402995187,TAG,126731.78778076172,300354.8836669922,468658.6762695313,1996544.677001953,3575639.223876953,1794130.1908569336,108735.66693115234,110340.46850585938,198478.5341796875,1308554.564453125,132114.44897460938,55071.92364501953
[TG(60:12)|TG(59:5)]_FA22:6,1.455742160951111,8.379684610622943,13.924669364845613,1.9028457911238205e-4,0.007938519402995187,TAG,738700.5050048828,911657.3312683104,2966136.679138184,2457398.694335937,2961498.70501709,2629574.4990844727,463727.6160888672,431120.79205322266,707362.7299194336,812131.7596435547,439281.0313720703,84368.56564331055
[TG(61:12)|TG(60:5)]_FA22:6,1.4548735885242916,9.680842106666915,13.908951833220428,1.9188240267543373e-4,0.007938519402995187,TAG,507204.6801147461,876393.12353515625,7337791.867553711,11054839.611206057,8763576.55456543,4082667.932373047,1764049.8233642578,1090897.659210205,1526671.0490112305,1547905.985290527,1053049.888305664,153794.44931030273
[TG(56:7)|TG(55:0)]_FA20:4,1.450177330928645,13.981779670705585,13.823903582336357,2.0076570800271014e-4,0.00820089797119931,TAG,2199758.2119140625,22698395.29736328,39856301.85595703,169578093.3515625,250459332.96875,168431383.3515625,1895513.5788574216,1228846.5830078125,2593166.703125,139279687.953125,5739525.338867188,337624.623046875
[TG(58:7)|TG(57:0)]_FA22:5,1.445138728485402,9.29407355188096,13.732826535240747,2.1073879876546054e-4,0.008500676295201764,TAG,662900.9528808594,1470144.4815063477,2266073.6252441406,5283745.919189453,9022324.5361328125,5965618.30456543,463853.4504394531,490229.9134521485,660000.421875,3501634.967285156,508225.9187011719,84692.72625732422
