lipid,logFC,logCPM,LR,PValue,FDR,type,FAD185_M1_Male_5xFAD_cortex,FAD185_M3_Male_5xFAD_cortex,FAD189_M1_Male_5xFAD_cortex,FAD189_M2_Male_5xFAD_cortex,FAD185_M4_Male_WT_cortex,FAD189_M3_Male_WT_cortex,Blank_Blank_Blank_Blank_Blank
DG(34:0)_C16:0,3.8082704444292617,3.1907589041032667,32.33753171790545,1.2958603409357432e-8,3.4523879249763097e-6,DAG,239704.4772644043,161903.45015716553,4456.900276184082,5498.960433959961,4948.480373382568,6829.180461883545,3417.0002250671387
DG(36:3)_C18:0,3.7146025705147014,6.552391565165511,31.117031506325937,2.4293049199063357e-8,5.547491306386111e-6,DAG,931371.2541313173,63198.22480773926,60623.46455001831,3222199.0540618896,62208.74425125122,64007.36476135254,65619.12463378906
DG(37:3)_C18:1,-2.9375508713003504,2.571740739594667,31.144074352046577,2.3956956643952795e-8,5.547491306386111e-6,DAG,13280.180881500244,2895.7602005004883,2895.220195770264,2897.7801933288574,55650.54409790039,10692.740699768066,57847.16430664063
[TG(53:8)|TG(52:1)]_FA18:3,-2.9030922986651753,6.241443638313181,30.461972490529657,3.404755470778627e-8,7.256668826719513e-6,TAG,180654.03326416016,231202.23846435547,191248.95178222656,163127.17059326172,1566839.3920288086,661107.16650390625,35997.24267578125
[TG(53:7)|TG(52:0)]_FA18:2,-2.825597061473395,5.979907472916509,28.923358317280872,7.529937573936416e-8,1.4856646125895666e-5,TAG,145479.53149414062,202866.09313964844,173959.39385986328,143284.52905273438,1253771.7122192385,577473.4824829102,32808.362396240234
LPE(20:0),3.5396169493412035,1.4790723720902457,28.830432612969773,7.899999503916994e-8,1.4856646125895666e-5,PE,71327.20523071289,28689.922233581543,20198.2014503479,3630.240203857422,2056.340148925781,2132.100143432617,2168.840148925781
PE(44:1),-2.8060936282469062,5.6870960065095275,28.5409519982004,9.173751219754807e-8,1.629360147197562e-5,PE,131854.8496170044,119501.5877418518,114454.84790802002,155954.69045639038,910853.5883636476,504413.1514625549,64799.24423217773
FA(30:1),-2.6356858720733776,5.742326036312225,25.287760597086162,4.938324297476567e-7,8.30938041001715e-5,FA,129965.14849853516,102073.8048248291,202487.91818237305,200417.0348815918,1122954.3367156982,389687.6827545166,25251.52146911621
FA(18:2),-2.6256881664089233,6.5104818875990285,25.10202111068066,5.437583656737056e-7,8.691977475294184e-5,FA,73112.46588134766,52096.063415527344,883728.8199462891,90337.70544433594,2289840.9837646484,194293.45635986328,92326.447265625
LPC(24:0),-2.52916296711641,7.935588572678453,23.336636598491168,1.3598498682804348e-6,1.976109104042068e-4,PC,874238.49658203125,714250.7322998047,646901.8220214844,801756.3564453125,3962921.3837890634,2845112.828125,98562.5264892578
LPC(24:1),-2.5296627922801425,7.932362289025188,23.34564029025205,1.353499392654624e-6,1.976109104042068e-4,PC,864104.75439453125,719430.9533691406,650588.9255371094,795828.7060546875,3981253.432617188,2812758.185546875,98224.22705078124
DG(37:5)_C18:1,-2.5114688257222864,2.4130174059004386,23.008063263398526,1.6132335521587111e-6,2.2423946375006083e-4,DAG,2891.3601989746094,2894.860202789306,2894.880207061768,12526.460834503174,29488.90195465088,17225.401206970215,56453.1436920166
PC(22:0),-2.4597036419253655,7.560114503302334,22.099645459715248,2.58857548396559e-6,3.44819825926583e-4,PC,672325.24755859375,564488.13671875,548612.9410400391,624878.14599609375,3003446.936523437,2138261.5673828125,98047.44714355467
DG(37:4)_C16:1,2.9900546927645113,8.668555909710696,21.991662374988664,2.7383745962107004e-6,3.5018334336342434e-4,DAG,8200150.804519653,5743482.041870117,103009.04527282716,4309899.743774414,760026.1086730957,162884.57500076294,43886.56324768066
DG(38:8)|DG(dO-40:8)|DG(37:1)_C18:1,2.947423920381719,5.975241000560857,21.474974633703823,3.5847651432894488e-6,4.40788237042168e-4,DAG,148418.06885528564,159432.28983306885,48129.08336639404,2938.3401985168457,2883.700210571289,15485.861095428469,842503.0589599609
PG(16:0)|LPG(17:0)|LPG(O-18:0),-2.3534617419433346,4.0067763938516325,20.26246792812163,6.7512054226389545e-6,7.993927309695088e-4,PG,18692.180980682373,4005.600296020508,4044.0602111816406,161909.91320037842,235136.2182159424,137343.24815750122,39920.40306472778
DG(35:4)|DG(O-36:4)|DG(dO-37:4)_C16:1,2.836182086055669,1.4191062930801983,20.144736874665025,7.179753489593701e-6,8.197739966511094e-4,DAG,18257.84135055542,4564.260383605957,4662.000331878662,87828.32587814331,3185.740234375,3054.280235290528,2929.0802116394043
[TG(52:5)]_FA18:0,-2.2989093278219515,5.563086430540594,19.34737557273911,1.0896890516352535e-5,0.001201288240716519,TAG,112788.58709716795,196109.6951904297,221577.05377197263,127342.189453125,894519.5750732422,352849.72650146484,26629.72183227539
PC(22:1),-2.162758644646476,6.821471319580236,17.143667816786547,3.465628247155608e-5,0.0036932045020521597,PC,438398.8709716797,382454.0256347656,383037.4649658203,434667.2119140625,1629733.6245117188,1212431.7705078125,94402.546142578125
PI(35:5)|PI(O-36:5)|PI(P-36:4),-2.1009012458120635,4.876835896236108,16.18163645669938,5.754930717932595e-5,0.005935004356525969,PI,98120.70639038086,111296.08819580078,88087.32638549805,120402.6078491211,437375.2327270508,259233.63604736328,43434.64291381836
[TG(52:6)]_FA18:1,-2.08975832669857,5.600876933126589,16.01127241292852,6.296646327590757e-5,0.00629074322165864,TAG,121069.18780517578,245038.7148132324,242291.735534668,139051.8494873047,873183.5701293945,355601.88583374023,25199.92176818848
PE(40:6)|PE(dO-40:0),2.4359574171217644,11.779520407831477,15.60035455054961,7.823991682981048e-5,0.007579788306209216,PE,43347592.783691406,31246872.606933597,51209255.81933594,34694237.58496094,8038495.532470703,3376109.065185547,183418.73315429688
FA(17:2),-2.054672207783018,6.652186365463008,15.479741561808623,8.339427392262544e-5,0.00784151452148922,FA,90688.427001953125,87412.34582519531,1307959.6710205078,109228.76818847656,2119039.344604492,303337.71661376953,116827.54858398438
FA(15:2),-2.0445681041017,8.826789168046497,15.32821583186162,9.03568056042017e-5,0.008248586571158255,FA,614367.0704345703,540575.9846801758,5888600.057434082,668153.7669067383,11238575.052124023,474631.75939941406,63076.88415527344
FA(16:2),-2.0411140662486598,4.939620775856535,15.276113357198483,9.288367737306761e-5,0.008248586571158255,FA,38776.343017578125,30418.662078857426,268117.97399902344,28859.40200805664,510933.7736816406,45933.54287719727,141914.6102294922
DG(O-38:8)|DG(36:1)_C18:2,-2.0368410088628313,3.6408468832439227,15.206027396126046,9.639525608495993e-5,0.008329071181178834,DAG,3230.420238494873,3237.940242767334,17045.881072998047,3237.2602500915527,37739.122661590576,3237.1402168273926,166867.05351257324
[TG(52:7)|TG(51:0)]_FA18:2,-2.024421560032995,5.641738991663751,15.02785034540284,1.0593623270173036e-4,0.008684054767882872,TAG,116841.22833251952,248778.0178527832,273637.92028808594,149924.77075195312,867446.3400878906,368765.8861083984,31425.24237060547
DG(36:7)|DG(35:0)_C16:1,-2.0257342867093993,9.98769170279326,15.047210034637828,1.0485513749102426e-4,0.008684054767882872,DAG,22209.7614364624,343761.58837127686,107084.86680984496,40897.40303039551,677496.3307037354,151314.62926101685,15056646.359405518
[TG(46:6)]_FA22:5,-2.0021332726404983,9.340043888375245,14.699136262971813,1.2610421563681462e-4,0.009598932795021341,TAG,2701004.547302246,2774082.0932617188,3013081.195739746,2188989.172058105,14180665.486694336,2410410.003601074,55422.98370361328
LPC(12:0),-2.0024194063682015,5.013228683868078,14.70298563467827,1.2584698018062545e-4,0.009598932795021341,PC,128387.22900390624,113818.24768066406,110524.7274169922,122477.32891845705,430605.8671875,307463.7596435547,53912.94366455078
PE(38:4),2.3598667762217578,11.054109757847508,14.77441697765615,1.2116825558257067e-4,0.009598932795021341,PE,27268403.8125,19092853.46899414,31245602.11767578,19068376.90673828,5163527.187744141,2087434.925048828,85672.04602050781
[TG(52:8)|TG(51:1)]_FA18:3,-1.985645939549085,5.726927126003228,14.457797938201113,1.433351901219064e-4,0.010414604609539425,TAG,133044.1290283203,266848.8624267578,287355.30212402344,160431.53057861328,891833.5827636719,401705.5270996094,36916.682678222656
PE(38:6),2.3311581969983215,10.25361488380361,14.466470681496789,1.4267671678962004e-4,0.010414604609539425,PE,15037976.588867188,10983687.037109377,17349277.5859375,11787906.68725586,2917959.9802246094,1302656.1987304688,125977.90869140624
PE(40:4),2.306627483970691,8.717143326861414,14.204941574600525,1.6393942466110678e-4,0.011646985347590188,PE,5156349.554321289,3654582.1630859375,6057575.626220703,3967990.270507813,954276.1706542968,509846.5017089844,98494.9072265625
PI(38:4),2.281719481472187,10.658595899927107,13.941031325119614,1.8863547981663137e-4,0.01311016584725588,PI,18964249.315185547,16849076.783203125,23123847.909423828,14071898.182006836,4279395.711425781,1512645.3295898438,67657.58447265625
PE(40:5),2.2533010130185787,9.04559108181156,13.641807934815903,2.212043337097462e-4,0.015046601167448055,PE,6389070.266113281,4653219.323486328,7480201.199951172,5042232.229125977,1262407.2348632812,639283.82275390625,122497.78845214844
[TG(61:11)|TG(60:4)]_FA22:5,2.2482676962660917,9.346416239898382,13.58904155614735,2.27509760541814e-4,0.015153098009420404,TAG,8521712.768066406,4608218.761413574,10325682.837280272,5724398.009887695,1296124.043701172,1053492.7370605469,137564.6700744629
[TG(61:12)|TG(60:5)]_FA22:6,2.225003085892354,9.51975666971515,13.34599411940183,2.5897523548324683e-4,0.016896812813060002,TAG,9870692.794921877,5181720.438232422,11158015.578308104,6604237.154663086,1433235.3274230957,1254910.9294433594,153794.44931030273
PS(40:6),2.2173907342972763,12.757446626530578,13.266799365338889,2.701480354769332e-4,0.017273265388395107,PS,76398576.09375,75990235.078125,78843048.484375,64728846.71875,17076816.54296875,7583059.552734375,5027281.986328125
LPE(18:4),2.192628057627509,5.0047874845288325,13.009652085487687,3.0988951213669274e-4,0.019425819025509935,PE,82219.50634765625,1005620.4807128906,60744.32434082031,73540.64447021484,47077.783203125,60453.204345703125,56470.204345703125
DG(O-38:9)|DG(36:2)_C18:2,-1.880426398208697,6.144567645966553,12.9619041622027,3.178936905174057e-4,0.019544348626618194,DAG,6379.320491790772,13213.320667266846,151216.47158813477,3237.9602279663086,230581.25721740723,3236.6802368164062,940433.7267990112
FA(12:4),-1.8733536478588415,6.100338915475386,12.8647675111788,3.348264907225426e-4,0.02019698661962205,FA,66490.96490478516,67963.50476074219,280973.8210449219,83617.70568847656,566732.8190917969,119605.64819335938,629513.70263671875
DG(37:6)_C18:1,-1.8614362793191634,2.3100843145272845,12.697289135141094,3.661860491943291e-4,0.021285396350441275,DAG,2892.960216522217,2894.060214996338,4497.800312042236,30886.022228240967,30243.182174682617,27213.061931610107,40443.82269287109
PS(40:5),2.163442530486918,9.81205326333897,12.70987245631441,3.637302345049881e-4,0.021285396350441275,PS,10077343.0390625,9741415.49609375,10119040.55078125,8324860.8505859375,2247580.670898437,1062075.83984375,656079.64892578125
[TG(55:11)|TG(54:4)]_FA16:0,2.141747559061479,10.634261563850496,12.48816370822226,4.0953855566066487e-4,0.0233802636151276,TAG,18014893.56103516,17120540.081298828,23811293.59033203,12255546.647460938,4731802.588012695,1488280.5549316406,59198.84399414063
DG(38:7)|DG(37:0)_C18:1,2.1286298780157193,4.152909950329604,12.351357127558233,4.406660156583926e-4,0.024715951790524233,DAG,54711.20336151123,73448.40479278564,37042.262561798096,19565.161380767822,2883.04020690918,13608.461036682129,208052.99420166016
FA(21:0),-1.8193935680508022,9.085804237485824,12.130755179602428,4.959703156655153e-4,0.026874866087841568,FA,1641074.6489257812,802351.0339355469,6025232.510253906,1411071.6573486328,9940246.5185546875,3065077.2026367188,227035.07763671875
PE(38:3),2.1066960498155844,8.1321872058642235,12.132679828326218,4.954587146082577e-4,0.026874866087841568,PE,3420122.5803222656,2445326.789794922,3938309.053222656,2513095.718017578,720438.8970947266,379877.4064941406,87890.98571777344
FA(22:0),-1.8136796505439874,8.326280623030609,12.054182980238693,5.167629182685929e-4,0.02708345983122445,FA,1076329.3959960938,579338.4577636719,3189613.0620117188,938636.0021972656,5561232.562744141,2066467.6014404297,158888.591796875
FA(22:7),-1.8158488065107579,8.684847453967667,12.08322679984849,5.087746614097262e-4,0.02708345983122445,FA,1097702.2104492188,549234.8453369141,4970265.036865234,889459.32421875,7778849.842285156,2031319.7890625,193464.1936035156
PE(38:5),2.0820734923057884,8.737986211253743,11.885101028819918,5.65847561753359e-4,0.029177655724604654,PE,5405551.490600586,3822759.138305664,6043773.176269531,3553550.383422852,1176950.8321533203,535431.5792236328,90965.40686035156
DG(42:8)|DG(41:1)_C16:0,-1.7852548611117522,7.119467705017439,11.676704545796383,6.328753170606943e-4,0.0321159109308419,DAG,769451.7321777344,751380.5772705078,177036.5108718872,684661.5849609375,2075583.2059326167,1166713.179321289,90573.2061767578
PC(O-12:1),-1.780791700510935,5.067463740370127,11.617747232844067,6.532547598096581e-4,0.03263211667361683,PC,152450.47143554688,123497.00842285156,131038.56860351562,138423.6300048828,424195.52893066406,301585.8256835937,56245.02416992188
PE(37:6)|PE(O-38:6)|PE(P-38:5),2.0456605094051925,7.3876448022341386,11.522103784358478,6.87735142064823e-4,0.033412274755475646,PE,2072888.4025878904,1414588.7409667969,2123818.973876953,1590561.8583984375,395321.00744628906,276625.79919433594,87416.285888671875
PS(40:4),2.045100286530972,8.790250801661202,11.51659871233278,6.897748307354997e-4,0.033412274755475646,PS,4976274.620117188,4757635.73046875,5086891.26953125,3696157.09765625,1158994.94921875,578633.96435546875,383398.1474609375
[TG(54:5)]_FA16:1,2.0322843668867705,10.521521961897518,11.389828649456927,7.384734217559233e-4,0.03523730640826398,TAG,16958184.77001953,14953420.697875977,21246502.786376957,12163959.627197266,4635697.680175781,1521280.9294433594,50920.82379150391
PG(40:6),1.9854214590821688,13.137018393263794,10.930337357011467,9.460226790884192e-4,0.04383238413109676,PG,91332560.65625,86909209.125,122695345.265625,80955134.140625,23102026.1640625,13995563.025390623,6247493.1796875
PS(44:10),1.9855727556983152,7.412877529372212,10.93173546246544,9.453090460650105e-4,0.04383238413109676,PS,1755101.0349731443,1924792.956298828,1813574.4926757808,1501847.7849121094,425464.2678222656,259238.83850097656,178567.05322265625
FA(20:0),-1.7234058716020495,8.826051179138256,10.875303932232782,9.745503496753975e-4,0.044509106684460654,FA,1309922.0490722656,681317.8017578125,5437064.0361328125,1111918.1818847656,8125364.66015625,2367332.5908203125,258155.2587890625
DG(35:3)_C16:1,1.969079061975113,0.7939008833435209,10.762936762151334,0.0010355293839572868,0.046627992119879516,DAG,3843.8802490234375,3609.060256958008,2932.060207366944,49214.14379501343,2934.240207672119,2930.600185394287,5898.74040222168
DG(O-38:9)|DG(36:2)_C18:0,1.9653226313266376,3.909800708549644,10.734391780338537,0.0010516256175013743,0.04665242900552277,DAG,125610.08701324464,29447.34225082397,31279.10215377808,380014.9611053467,28226.101947784424,27929.86191558838,32929.36228942871
PE(40:7)|PE(39:0)|PE(O-40:0),1.962767155773907,8.550554620278634,10.710561052692356,0.0010652572153278582,0.04665242900552277,PE,4343308.433349609,3566598.883300781,4985810.662597656,3418156.8325195312,946431.9060058594,665234.53173828125,96693.20751953124
FA(18:3),-1.6979465543109322,5.245239028351408,10.553097638403418,0.0011599353213707887,0.0501123408435461,FA,56882.32385253906,69476.564697265625,361603.1218261719,48621.52325439453,558604.1267089844,88868.18682861328,165620.63159179688
FA(27:3),-1.6873692879987938,5.742170367919474,10.420830902590751,0.0012460182120617828,0.05311360298615359,FA,333585.9831542969,169690.21142578125,460751.8884086609,14685.761009216309,1149188.332824707,56356.24535751343,45375.02368164063
PG(40:5),1.9254489364128866,10.311255765487514,10.352050618316573,0.0012933093561584398,0.054404079100507007,PG,12990467.689453123,12140071.599609377,17123154.8359375,11258568.373046877,3317074.04296875,2102062.8798828125,911319.083984375
DG(35:3)_C18:0,1.8918554834117305,4.16287764102176,10.032318883940434,0.0015381727227784124,0.06304536147080236,DAG,47902.40325164795,34273.122608184814,32607.862270355225,541101.714630127,33583.262435913086,34489.16237640381,45704.34292602539
DG(O-40:9)|DG(38:2)_C18:0,-1.656765369611851,1.9053983437942024,10.038377813567648,0.0015331215555586782,0.06304536147080236,DAG,2599.4601821899414,12896.380821228027,5658.960357666016,11806.80075454712,16531.30122756958,23907.561641693115,30989.722229003903
PE(36:4)|PE(O-37:4),1.887472511872009,8.042387663728414,9.9916376856272109,0.0015725269037347356,0.06363757609164493,PE,3307400.5643310547,2280871.6212158203,3512245.492675781,2218425.670898437,755541.5720214844,422999.6525878906,98054.26770019533
PE(44:2),-1.620311985238114,4.816536907394759,9.600191003065618,0.0019455713087135475,0.07774989342446514,PE,103306.04679870604,109395.32789230348,109883.48780441284,138539.5896949768,318809.564994812,229484.3758468628,71119.14533233643
PE(34:1)|PE(O-35:1)|PE(P-35:0),1.8381268906060078,8.087957645217992,9.53028186188385,0.0020210907789774014,0.07879789293159453,PE,3483166.6595458984,2151868.8321533203,3730881.174682617,2204433.140991211,819113.8359375,425985.3041992188,129344.28930664062
PG(40:4),1.8385012299632078,9.121181720341513,9.533770875780629,0.002017252230857259,0.07879789293159453,PG,5736583.612304688,5233927.9609375,7657596.0546875,4491225.3916015625,1506665.7421875,978264.73681640625,462435.61083984375
[TG(60:13)|TG(59:6)]_FA22:5,-1.6041664418849881,9.361695385798424,9.407827628190008,0.0021606105888061864,0.08322255484835395,TAG,5124024.193603516,4144828.5814819336,3038763.270385742,451908.2137451172,7972292.2341918945,7195262.272033691,53200.70385742188
LPE(O-20:0),-1.5893379861397199,2.9758683803376074,9.230970969527792,0.00237955427139911,0.09014013515953632,PE,3031.7202224731445,48357.28333282471,5333.160308837891,24463.581520080566,49875.22338867188,47018.40327072144,56186.56405639648
PG(44:10),1.8042233000730241,7.677635711095793,9.217906649631914,0.002396594147188173,0.09014013515953632,PG,1921570.922241211,2041307.1669921875,2616082.8555908203,1722463.9986572266,529206.7170410156,385704.8481445313,225876.27685546875
[TG(51:5)]_FA14:0,-1.5857369095817302,4.197954956579507,9.189801359870671,0.002433672996305232,0.09014379341737448,TAG,79282.78503417969,72975.38522338867,74370.385498046875,93441.64556884766,230541.2951660156,141499.5891418457,34294.842529296875
FA(19:0),-1.5844675677472941,7.360771163321693,9.175260751799215,0.002453084149925424,0.09014379341737448,FA,455309.8779296875,254229.6622314453,2068288.5590820312,386368.8874511719,2818076.759277344,708104.61572265625,183205.93432617188
PE(37:5)|PE(O-38:5)|PE(P-38:4),1.7829624680905958,6.848835118711128,9.023945571374497,0.0026646559162617433,0.09680573823055447,PE,1324034.8073730469,923973.814086914,1485782.682006836,1051896.919555664,312933.8641357422,221804.1331787109,86608.38684082031
PS(44:12),1.7795660621953746,6.752850623533501,8.993097346970899,0.002710012811492073,0.09734731413865345,PS,1007226.6348876952,1232946.00390625,963961.2912597656,1039946.0678710938,254802.5400390625,225075.19396972656,147182.3505859375
PC(40:8)|PC(39:1)|PC(O-40:1)|PC(P-40:0),1.7746946713699716,12.239534428971425,8.949028796572534,0.002776171418588866,0.09831741603508491,PC,55573889.658691406,43460479.87792969,68128601.345703125,43475195.77526856,17814534.23095703,5895134.9443359375,167319.9132080078
PC(40:9)|PC(39:2)|PC(O-40:2)|PC(P-40:1),1.7730768286087026,12.203841369571661,8.934379559642313,0.0027985251358125514,0.09831741603508491,PC,54432421.53491211,42092208.63769531,66101143.77734375,42819333.54272461,17330274.12841797,5821747.471435547,163255.57202148438
PC(40:7)|PC(39:0)|PC(O-40:0),1.7627055893772718,11.960015376739266,8.840681702272919,0.0029458908919080175,0.10236970849380361,PC,45953047.41381836,35380443.009765625,56871993.31152344,35175670.72302246,14817231.287841797,4853850.594482422,153546.9096069336
PC(39:5)|PC(O-40:5)|PC(P-40:4),1.7522451919181452,11.97244448482157,8.746550372532868,0.0031018827049083715,0.10505554395270215,PC,46160375.01196289,35702760.68603516,56731937.40722656,35955929.69799805,14962763.4609375,4988718.287597656,199861.11083984372
PC(39:7)|PC(P-40:6)|PC(38:0)|PC(O-39:0),1.7509477112010523,11.971768499953527,8.73490072858369,0.0031217631140152344,0.10505554395270215,PC,46402070.48120117,35807075.67626953,56695356.46386719,35559716.90917969,15014931.30883789,4947201.861572266,188171.55212402344
PC(40:10)|PC(39:3)|PC(O-40:3)|PC(P-40:2),1.7518472976993975,12.14072972681511,8.742977244535936,0.003107966622700922,0.10505554395270215,PC,51988586.05371094,40456507.06054688,63228501.76855469,40536948.69421387,16767166.92236328,5672491.004638672,177901.65368652344
PC(39:4)|PC(O-40:4)|PC(P-40:3),1.7445817400042993,12.027785601405354,8.677826557152118,0.0032210489143288897,0.10507850386846389,PC,48081059.21606445,37411549.48486328,58460901.361328125,37290361.302734375,15581086.75390625,5251821.063232422,190151.3702392578
PC(40:6),1.7465982772852449,11.692027689380367,8.695890613367943,0.0031892824802176455,0.10507850386846389,PC,38308192.982666016,29110199.28491211,47880374.90234375,28503711.41638184,12398318.701416016,4093095.678955078,140607.8096923828
PE(37:4)|PE(O-38:4)|PE(P-38:3),1.7449975928454589,6.670405644748521,8.681459206403815,0.003214635014456232,0.10507850386846389,PE,1174330.5499267578,819680.0809326172,1275601.7264404297,938633.6756591796,257068.2756347656,225689.2738037109,77729.96551513672
PC(39:6)|PC(O-40:6)|PC(P-40:5),1.7412590764755935,11.960182073995927,8.648092635816443,0.0032740392191205293,0.10572831700533669,PC,45855884.052734375,35369541.15283203,56386620.09423828,35328342.18078613,14976129.083496094,4941896.340576172,187979.2957763672
[TG(60:14)|TG(59:7)|TG(58:0)]_FA22:6,-1.5340064553611195,9.41738880236644,8.592723008601547,0.0033750895248234737,0.10790161210860645,TAG,5563803.180603027,4428502.7599487305,3110837.784790039,517850.45892333984,7820687.160888672,7613255.686950684,69407.06466674805
FA(15:1),-1.5284788100354867,5.6457181098896605,8.529867450968592,0.0034936514258948116,0.10950199616260503,FA,71388.40505981445,74114.22616577148,576357.0057373047,81606.06576538086,786387.7261962891,70957.704345703125,191162.11645507807
PE(O-38:8)|PE(36:1)|PE(O-37:1)|PE(P-37:0),1.7287058751399642,8.344215716490552,8.53607411266421,0.0034817579945333093,0.10950199616260503,PE,3834475.800415039,2347836.34765625,5200978.193603516,2562225.8247070312,1005253.7857666016,603787.3037109375,91276.406005859375
[TG(58:12)|TG(57:5)]_FA20:4,-1.518441525146292,8.85622459381405,8.416764610221437,0.003717767819454693,0.11539518173588985,TAG,3226479.6328125,3081779.358642578,2556454.357055664,437030.0534057617,5767369.647827148,4611952.990356445,75362.9658203125
PE(39:6)|PE(O-40:6)|PE(P-40:5),1.7126017970344343,8.06030421430961,8.393199054931756,0.00376627476806402,0.11577673493750647,PE,2965650.240966797,2179750.1737060547,3169389.4306640625,2592859.2263183594,720396.8547363281,561026.2607421875,231214.3924560547
[TG(40:2)]_FA16:1,-1.5140446958347622,6.387182798631853,8.367333502734255,0.003820257528476294,0.11625315916932641,TAG,422996.4069824219,421313.0487060547,432292.8681640625,363653.3035888672,1213003.7310791016,602039.6982421875,54243.9838256836
FA(20:3),-1.5125970004868579,6.635553741250503,8.351118651509747,0.0038544994907565213,0.11625315916932641,FA,205195.3546142578,249535.9959716797,1281855.4099121094,197632.55322265625,1846495.0378417969,208718.64978027344,136383.86962890625
[TG(51:4)]_FA16:0,-1.5052661428195047,4.979132912919114,8.26906935977604,0.004032617181549426,0.12048857130293006,TAG,121425.30828857422,169740.51239013672,187372.45220947263,140507.44952392578,477078.5906982422,201313.31170654297,23257.22166442871
PC(37:4)|PC(O-38:4)|PC(P-38:3),1.695648394107754,12.308952191239888,8.24381085448089,0.004089118921044199,0.12072456545899257,PC,59434018.46875,44230332.59082031,70686380.41699219,44430167.02661133,19447098.501953125,6566622.15625,404687.3852539063
PC(37:6)|PC(O-38:6)|PC(P-38:5),1.6924035897491283,12.275658603910241,8.21532778085708,0.004153801126208691,0.12072456545899257,PC,57887460.97998047,42998556.55859375,69588333.70800781,43397204.53198242,19195843.890625,6286544.3662109375,364113.2419433594
PC(O-38:8)|PC(36:1)|PC(O-37:1)|PC(P-37:0),1.6924263548174674,12.253884976874629,8.215527502320924,0.004153343972472465,0.12072456545899257,PC,57091870.467041016,42135137.71142578,69085775.19824219,42431055.1328125,19000803.30126953,6103881.873046875,349393.5646972656
FA(26:0),-1.4987500355189767,4.7972650450241305,8.19655486531883,0.004197000964848513,0.12088118995153779,FA,51747.82460021973,3711.74027633667,352287.5574951172,131042.5085029602,395453.5965576172,166012.73168945312,44583.703674316406
PC(37:3)|PC(O-38:3)|PC(P-38:2),1.6865598577484608,12.456777140146755,8.164125195735716,0.00427270774538115,0.12124023631426127,PC,65290294.81762695,49379476.56738281,77525153.96484375,50104892.06982422,21813312.282714844,7187726.5830078125,386180.650390625
