lipid,logFC,logCPM,LR,PValue,FDR,type,FAD185_M1_Male_5xFAD_diencephalon,FAD185_M3_Male_5xFAD_diencephalon,FAD189_M1_Male_5xFAD_diencephalon,FAD189_M2_Male_5xFAD_diencephalon,FAD185_M4_Male_WT_diencephalon,FAD189_M3_Male_WT_diencephalon,Blank_Blank_Blank_Blank_Blank
[TG(51:5)]_FA16:1,-2.4648872786313736,5.882078810688752,33.67005720596899,6.529810577844729e-9,5.85324964852915e-7,TAG,123270.80853271484,111816.70697021484,124748.08923339844,88118.74618530273,651980.7847595215,237928.77462768555,26470.341918945312
DG(39:7)|DG(38:0)|DG(dO-40:0)_C18:0,-2.426351578337925,3.518051617488434,32.63165736737938,1.1138564583979126e-8,9.71463457094612e-7,DAG,23265.54167175293,5127.280345916748,2605.020175933838,2637.400177001953,2595.5401725769043,69614.90439224243,83052.00598144531
DG(42:8)|DG(41:1)_C16:0,-2.3845124998013176,8.1905038575194,31.54993245616788,1.9437713750043797e-8,1.650671112405035e-6,DAG,1230918.872680664,88950.90585327148,724220.1270141602,349044.16302490234,2266488.723449707,2318157.7529296875,90573.2061767578
DG(37:5)_C18:1,-2.3558060239090834,2.8785498916315317,30.780412462768254,2.8893972652364465e-8,2.3907910192097467e-6,DAG,2884.100215911865,2889.0202026367188,10883.44066619873,2903.9202041625977,31171.262130737305,3885.360290527344,56453.1436920166
[TG(56:8)|TG(55:1)]_FA20:4,2.8304030486032428,12.309540523311245,30.480676156965114,3.3720869976954715e-8,2.7204311853908216e-6,TAG,6815579.649902344,61964373.32421875,49350677.8203125,19740478.2578125,5220897.544921875,1896033.593017578,159430.49194335938
[TG(56:9)|TG(55:2)]_FA20:4,2.791546063028574,8.818750951361803,29.788179707335072,4.819213216327601e-8,3.7930734266071144e-6,TAG,710774.0825805664,4966659.476318359,4864657.1708984375,1651173.499267578,432843.5347900391,219826.7360229492,48443.04309082031
DG(38:8)|DG(dO-40:8)|DG(37:1)_C18:1,2.7780963615631626,6.483154677095029,29.54226131892824,5.471065840472832e-8,4.203602254096626e-6,DAG,162984.59084320068,79788.12594223022,43560.68323135376,121319.96685791016,10357.580741882324,11872.740837097168,842503.0589599609
[TG(56:6)]_FA22:5,2.7269680693577714,10.289494958929712,28.64764064110659,8.6819707476151e-8,6.367436273307711e-6,TAG,13262900.022216797,8557706.965576172,4996982.425537109,4788876.229736328,905491.1536865234,872445.4836425781,1283660.1729736328
DG(30:1)_C18:0,-2.270730756404427,5.784966573814861,28.648968495088862,8.676019464140575e-8,6.367436273307711e-6,DAG,60758.46392440796,59617.26406097412,59809.34450912476,241764.3993835449,317801.8178100586,457365.9363708496,75972.28582763672
[TG(55:11)|TG(54:4)]_FA18:0,2.7189000897452833,11.868812099288293,28.506084938374705,9.340447693402384e-8,6.698138823690998e-6,TAG,5812282.8251953125,47097884.64453125,36150200.33129883,11861102.490234377,3877553.6137695312,1803795.8386230469,142586.51037597656
LPC(12:0),-2.261508421359949,5.8954069219421665,28.41942074614599,9.768049517505813e-8,6.852499085432883e-6,PC,114545.72912597656,122554.48840332033,113070.66723632812,128153.42895507812,541875.3365478516,297524.462890625,53912.94366455078
[TG(54:5)]_FA18:0,2.7066502668227588,8.375077241925865,28.29109899821924,1.0437482476721108e-7,7.166331053697663e-6,TAG,539686.3529052734,3904012.3850097656,3457017.958129883,989692.5030517578,319230.0787353516,189485.2533569336,45290.223083496094
[TG(58:7)|TG(57:0)]_FA20:4,2.672798834685744,8.644621496076608,27.700328746170275,1.4163863882958264e-7,9.522247656313817e-6,TAG,1004728.8587646484,4355432.104003906,3790415.492675781,1616543.579711914,381427.88830566406,249859.7368774414,40370.902770996094
[TG(51:5)]_FA14:0,-2.230694200928313,5.18235041424782,27.657357217259005,1.4482020902457146e-7,9.537445194332493e-6,TAG,81817.98571777344,61252.76434326172,73421.205322265625,79889.08532714844,342260.0234985352,161717.45098876953,34294.842529296875
DG(28:1)_C18:0,-2.2280398085646014,7.223191839955507,27.59342028602623,1.4968708872570827e-7,9.660804706357212e-6,DAG,173716.77249526978,169083.0520324707,161182.0309562683,670170.61376953125,917692.150756836,1164888.330078125,197475.57421875
[TG(56:7)|TG(55:0)]_FA22:6,2.6471256105602348,10.341218750514225,27.254789250734664,1.7833285401051503e-7,1.1283923919449646e-5,TAG,13322937.991088867,8914077.662353516,5316626.635498047,5236031.092285156,1016296.2353515624,929873.0845947266,1257402.919128418
[TG(54:7)|TG(53:0)]_FA18:2,2.63487924395727,8.790185765252257,27.042769339983348,1.990032210359598e-7,1.2349680659289275e-5,TAG,707229.6955566406,4896680.862548828,4814550.408203125,1443515.5284423828,455835.07421875,254775.67834472656,46564.96325683594
[TG(54:6)]_FA18:2,2.6155894968430644,12.336581412765621,26.71022676965906,2.363671917510427e-7,1.4391640146804051e-5,TAG,7462910.816894531,62955374.38867188,50233617.5546875,18335232.76660156,5947622.3974609375,2410375.92578125,172625.4111328125
DG(39:8)|DG(O-40:8)|DG(38:1)_C18:0,-2.188085858338791,3.5443075386438676,26.612907622851253,2.4857748249816167e-7,1.4854806222621624e-5,DAG,15996.761138916016,2603.220165252685,2604.920196533203,34815.582458496094,47887.06369781494,46566.22342300415,62609.46417236328
PC(O-12:1),-2.1809273326510206,5.952888372784337,26.44776298553188,2.7076186052966563e-7,1.588633679871329e-5,PC,135923.85076904297,114309.3677368164,127061.8077392578,141744.5301513672,543224.9783935547,317768.74072265625,56245.02416992188
[TG(54:6)]_FA18:1,2.5734086795001,8.641498759670016,25.986546700820327,3.438048483455824e-7,1.8998389407830962e-5,TAG,642182.598815918,4209532.209472656,4606366.096191406,1215909.2255859375,439001.3912353516,225309.3558349609,43440.762939453125
[TG(54:7)|TG(53:0)]_FA18:3,2.5755279604797003,12.31677519021375,26.022986319384394,3.3737648220124716e-7,1.8998389407830962e-5,TAG,8145893.904785156,60382074.528808594,50936133.54296875,17367123.23046875,5938413.4033203125,2528923.203613281,209595.373046875
[TG(54:8)|TG(53:1)]_FA18:3,2.572247047989564,8.794007075419515,25.96673063852359,3.473520220210805e-7,1.8998389407830962e-5,TAG,822328.67578125,4723627.466064453,4909179.104492188,1403886.3381347656,475762.03674316406,265212.82263183594,50717.52389526367
PE(44:2),-2.1645726851801577,5.675903525129947,26.055090487118832,3.318128462386231e-7,1.8998389407830962e-5,PE,125382.7890472412,99648.34731292725,88364.42623901367,98384.16639709473,456083.7178153992,213059.8162765503,71119.14533233643
[TG(40:1)]_FA16:0,-2.1527530787972764,7.380561528386425,25.773938767553773,3.8383647527136707e-7,2.064400509501169e-5,TAG,517105.64453125,398485.2495117188,386952.7253417969,194753.0360107422,1263332.4132080078,1223430.8928222656,53036.68341064453
[TG(54:5)]_FA18:1,2.539694356604779,12.171678760387724,25.41276482820635,4.628453580830411e-7,2.4485278205474974e-5,TAG,6368749.029785156,55766738.40234375,46938048.02734375,14474098.505859377,5603951.59765625,2220438.790283203,124003.70825195312
[TG(46:6)]_FA22:6,-2.121095569614615,7.493005427870692,25.025549353362297,5.657564411345967e-7,2.9446710250666832e-5,TAG,189537.4917602539,197398.21508789065,942643.1260986328,319564.2017211914,1682500.0463867188,936168.9677124023,48950.82318115234
[TG(40:2)]_FA16:1,-2.091423926482235,7.541595888246675,24.333179898891103,8.103120459675705e-7,4.150598368789444e-5,TAG,604381.1682128906,462200.3107910156,442515.4151611328,218948.1944580078,1410131.8934326172,1337608.5925292969,54243.9838256836
DG(O-40:9)|DG(38:2)_C18:0,-2.0816373002920874,4.490322692591476,24.104702164129776,9.123723807226084e-7,4.600352613424777e-5,DAG,2597.7201919555664,2603.5401763916016,10433.520652770996,173018.81091690063,109224.10816192628,197248.71267700195,30989.722229003903
[TG(45:3)]_FA16:0,2.4420838222205137,10.813131019452433,23.772344300708937,1.0842926272428348e-6,5.383095858634812e-5,TAG,229193.37841796875,590540.90234375,211292.4151611328,3945356.052001953,142271.26879882812,207591.0955810547,18184222.017578125
[TG(56:7)|TG(55:0)]_FA20:4,2.423892524465703,13.211627589953006,23.470836540024443,1.268216880615377e-6,6.200811929917912e-5,TAG,13150092.05859375,108169870.19921876,88294050.359375,42866012.47265625,12554193.486328123,4719165.932861328,337624.623046875
[TG(54:5)]_FA22:5,2.414659608697448,9.117930581694857,23.317909529469034,1.37315430943438e-6,6.581622160013427e-5,TAG,6782787.50793457,3881942.098022461,2094431.7218933103,2283121.952026367,463713.4298095703,598627.30029296875,69431.66455078125
[TG(55:10)|TG(54:3)]_FA18:0,2.413493025310936,12.714284701048651,23.29876152339236,1.3868928009944626e-6,6.581622160013427e-5,TAG,9829859.0166015625,81162737.4140625,62159403.82617188,25384622.48046875,8570327.67578125,3823978.486328125,228309.53759765625
PC(54:12),-2.0364790838137696,5.578416133657498,23.07378275207884,1.5590206333304214e-6,7.29124577356126e-5,PC,82033.66732025146,84375.42650604248,224274.9945526123,64817.38513946533,469118.56802749634,207819.55764007568,12016.36081314087
[TG(46:5)]_FA22:5,-2.0298438917363577,7.321973335371151,22.924523715599207,1.6848848340522545e-6,7.767319084980894e-5,TAG,179271.07202148438,196629.83270263672,859351.6818237305,288907.1405029297,1417688.8696899414,863495.0456542969,48261.743408203125
[TG(58:10)|TG(57:3)]_FA20:4,2.3628484416833047,7.777577117593628,22.466095379422768,2.1388569469134266e-6,9.72125544745018e-5,TAG,2248492.8059692383,1500911.1768798828,1118253.166381836,978850.8314208984,228749.11669921875,192253.83416748047,52285.90335083008
[TG(54:6)]_FA22:6,2.355616191196097,9.25711387528643,22.348238257189223,2.274215839610636e-6,1.0192909047810447e-4,TAG,7262789.594238281,4282408.730102539,2397234.921875,2569649.387084961,536736.2991943359,677551.3884887695,70666.42468261719
[TG(58:8)|TG(57:1)]_FA20:4,2.3408364204011867,8.245335310661297,22.10741034775856,2.5781260042907104e-6,1.1396729610748113e-4,TAG,1708581.5137329102,2657172.9342041016,2290189.227783203,1413576.9924316406,346773.24475097656,245390.3953857422,37151.32266235352
[TG(56:6)]_FA18:0,2.3256841013848706,8.220857999176916,21.86149883170765,2.9305516824751006e-6,1.2779581458577228e-4,TAG,3017659.3651123047,1999521.4364013672,1679905.2990722656,1205230.9982910156,275488.4176635742,316481.7639160156,83477.88592529297
[TG(61:11)|TG(60:4)]_FA22:5,2.3085739027796524,10.110395487895081,21.58504358213395,3.384810748834704e-6,1.4563712381986119e-4,TAG,8114273.977661133,6722609.540527344,7759892.356414795,6978831.315551758,1114821.9307250977,1120308.3896484375,137564.6700744629
LPG(17:1)|LPG(P-18:0),-1.9575548911187821,3.4667541482513324,21.314705874729043,3.897302332511438e-6,1.654815082501896e-4,PG,9691.6807861328125,9718.560535430908,7591.860481262207,40663.14296722412,42504.822814941406,57280.74420166016,49126.58312988281
[TG(61:12)|TG(60:5)]_FA22:6,2.272641402798409,10.272655398270368,21.00778889976648,4.574200022842225e-6,1.917005645936605e-4,TAG,8796687.660522461,7166602.84765625,9230918.74206543,7835429.426208496,1287853.7005615234,1268226.2894592285,153794.44931030273
PC(52:0),-1.9395426703769743,5.419410830907385,20.928417027046066,4.767691940522778e-6,1.9724797297521798e-4,PC,78392.94522094727,77157.52577209473,207889.07417297363,62195.84390258789,403980.9069747925,188359.9736442566,12010.640815734863
[TG(56:8)|TG(55:1)]_FA18:2,2.262701722177237,8.387017142849919,20.84885013038729,4.969905325753418e-6,2.004735560775785e-4,TAG,3299684.09375,2317584.197998047,1898131.1981201167,1300071.5584716797,325662.2419433594,363931.50408935547,97015.74639892578
LPE(20:5),-1.9360495144309509,5.048874124051613,20.851708668532403,4.962493631178935e-6,2.004735560775785e-4,PE,93954.16564559937,71474.52534103394,6834.5004959106445,5978.800304412842,22006.74171066284,253888.56244659424,176354.4186477661
[TG(53:10)|TG(52:3)]_FA18:0,2.25766014223893,9.867562539898923,20.768587656319145,5.182609585342799e-6,2.0647260656668165e-4,TAG,1339491.1066894531,10409286.658691406,8424964.297485352,4385832.16796875,1232391.573852539,679286.0576171875,57188.86389160156
[TG(54:7)|TG(53:0)]_FA20:4,2.254493215627362,10.395076270206948,20.718151628128876,5.32092115279833e-6,2.0939771414731965e-4,TAG,1894797.4822998047,14320514.748046877,12703928.581054688,6549974.25,1910821.3884277344,827833.5006713867,66943.44445800781
[TG(56:9)|TG(55:2)]_FA18:3,2.23450412520755,8.492706664545455,20.40053306307891,6.281229646254547e-6,2.3941265537878652e-4,TAG,3730051.873779297,2291678.143188477,1948281.4790039065,1453993.3088378906,358421.9650878906,391017.8289794922,130545.76922607422
[TG(57:12)|TG(56:5)]_FA22:5,2.2340228977780576,8.8810482552196,20.392943455990462,6.306190178864846e-6,2.3941265537878652e-4,TAG,4553843.423461914,3062037.658203125,1931651.015075684,2025871.377319336,449428.5732421875,470864.7126464844,481019.9362792969
DG(42:5)_C18:0,-1.9156173977643338,6.211404816388146,20.414153285688375,6.236684160435731e-6,2.3941265537878652e-4,DAG,89103.74620437622,82968.24634170532,80333.885597229,310122.26231765747,433317.54652786255,354440.1968841553,220075.6163330078
[TG(60:11)|TG(59:4)]_FA22:5,2.2194479550889463,8.254146856385205,20.162420259781356,7.1136830845861885e-6,2.669285501623213e-4,TAG,3240851.23815918,2148068.628967285,1469711.676696777,1183473.026977539,315790.6248779297,329931.9855957031,80920.16526794434
[TG(56:7)|TG(55:0)]_FA18:1,2.2170443009536873,8.284938516767811,20.124501037058508,7.256116781187806e-6,2.6914355003325344e-4,TAG,2973032.782897949,2104775.819580078,1816729.1674804688,1303606.857788086,316636.9998779297,344584.5858154297,85913.88653564453
[TG(44:5)]_FA20:4,-1.8950314341934265,7.719706252766418,19.97677226368978,7.838863657390831e-6,2.874546934363661e-4,TAG,767871.2138671875,568376.25634765625,514834.9951171875,285259.7205810547,1471043.7393798828,1501968.0639038086,66933.42498779297
[TG(60:12)|TG(59:5)]_FA22:6,2.199888989067684,8.434337029832053,19.85453465016326,8.356426800157583e-6,3.0299089083267997e-4,TAG,3521182.3016967773,2402561.0524902344,1823652.206298828,1365850.968383789,358754.18341064453,384114.8269958496,84368.56564331055
[TG(54:5)]_FA18:2,2.188276673785057,13.148447898626737,19.672643067995264,9.190774213201795e-6,3.2591899325277134e-4,TAG,12913048.1796875,102515363.57421876,84915727.296875,37632486.71777344,13815622.654296877,5377369.556152344,356736.9655761719
[TG(56:6)]_FA22:6,2.188799658672383,8.993452176097158,19.680701364231936,9.152098109846578e-6,3.2591899325277134e-4,TAG,4680995.101135254,3314564.518432617,2161130.8615722656,2265962.19140625,514117.8927001953,502864.6162719727,536860.9180297852
[TG(57:12)|TG(56:5)]_FA18:2,2.182074202699521,9.100439861123343,19.57551151694497,9.670075824262429e-6,3.391884204879876e-4,TAG,1952659.9949951167,5242910.946044922,5251584.755859375,1969789.5361328125,648965.6031494141,546881.0783691406,49453.223205566406
[TG(42:2)]_FA18:1,-1.863167106900683,7.349376540390178,19.3077147514623,1.1125591600695884e-5,3.8604606554242595e-4,TAG,594755.4434814453,440147.7758789063,422908.7481689453,216833.95544433597,1072487.504638672,1217882.538330078,53799.88366699219
[TG(42:4)]_FA18:3,-1.8575535682530733,7.6801264100607405,19.191015427149978,1.182687279201521e-5,4.06014026593969e-4,TAG,771325.7484130859,550234.1578369141,520261.1190185547,278797.7570800781,1350721.6561279297,1537059.787475586,59124.18420410156
[TG(42:3)]_FA18:2,-1.8537560636050712,7.460210621137199,19.112196748832503,1.2325469561595918e-5,4.186767397396845e-4,TAG,639102.5125732422,491572.37109375,446322.6918945313,237540.73852539065,1168291.5274658203,1296171.7205810547,58494.303955078125
[TG(57:10)|TG(56:3)]_FA18:0,2.1484217365419105,8.805334480664518,19.051872268872103,1.2721290252307636e-5,4.276208712937161e-4,TAG,1747088.8176269531,4424058.561279297,3966932.4439086914,1574035.2817382812,521836.0505371094,476363.6352539063,43386.563079833984
[TG(55:11)|TG(54:4)]_FA18:1,2.138885329185,12.986993583433609,18.90448316525584,1.3742932171764205e-5,4.57200434209104e-4,TAG,11130760.516601562,92651830.921875,78415865.953125,29900195.0546875,12773319.232421877,4930041.76953125,263154.5986328125
[TG(54:6)]_FA18:3,2.1330694436509035,13.136574015864369,18.814706589862624,1.4405207479577567e-5,4.743429034346614e-4,TAG,15093711.045898438,99262982.341796875,84445126.546875,36463069.52734375,13936615.99609375,5807384.080078125,382035.806640625
[TG(58:9)|TG(57:2)]_FA20:4,2.1258962000535213,7.543227899769401,18.703861549294743,1.5267299065098906e-5,4.926757408307417e-4,TAG,1205128.6381225586,1465797.7307739258,1290740.8389892578,904724.42236328125,240439.9373779297,173091.69189453125,38908.4423828125
[TG(53:9)|TG(52:2)]_FA18:0,2.1191030679044367,11.586245777600583,18.599694974079984,1.612463477645518e-5,5.151900636002067e-4,TAG,4949001.652832031,37320333.271484375,27700802.23291016,9900169.21875,4516843.114746094,2322502.220703125,202028.53369140625
DG(40:10)|DG(39:3)_C18:0,2.1098281601555646,5.546004776068572,18.456105155913974,1.7386294922595676e-5,5.500546442668259e-4,DAG,21008.58154296875,19755.66139984131,15612.34119796753,1184083.7992134094,88712.72703552246,11926.740825653076,3224.120246887207
[TG(56:6)]_FA18:3,2.106762682498384,9.146652118973522,18.410328250261955,1.7809006728435963e-5,5.579579098316782e-4,TAG,2126993.405151367,5175219.840942383,5452877.479980469,2006515.9050292969,688042.205078125,602802.9119873047,77564.0658569336
DG(O-38:8)|DG(36:1)_C18:2,2.096696741827249,4.137096762237878,18.23660872148389,1.9509272746125072e-5,0.00060535022261293855,DAG,66707.2452583313,3252.5002250671387,3256.600227355957,3231.7602157592773,3228.000228881836,3228.7202377319336,166867.05351257324
[TG(50:6)]_FA22:6,-1.8082254230330386,6.49171771893268,18.179307016839857,2.0105148608041656e-5,6.178982338871469e-4,TAG,242153.2573852539,190655.6337585449,262097.7001953125,236513.35675048828,766434.0212402344,423051.6618041992,45257.64306640625
[TG(52:5)]_FA18:2,2.0894411178752543,10.382437238567004,18.145807017331382,2.0461947016447855e-5,6.229311605856342e-4,TAG,1948333.160888672,14852258.51171875,12101982.08984375,5784666.233520508,1979994.9267578125,1049752.4370117188,78901.92565917969
[TG(57:9)|TG(56:2)]_FA18:0,2.076850115048876,8.19129622865761,17.954175489532645,2.2628746791582347e-5,6.824576252003387e-4,TAG,1188641.5225830078,2980041.9189453125,2352660.5584106445,1052739.1328125,335720.7028808594,346791.3031616211,43043.86297607422
