Lipid,Genotype_5xFAD__Brain_Region_cortex,Genotype_5xFAD__Brain_Region_cortex,Genotype_5xFAD__Brain_Region_cortex,Genotype_5xFAD__Brain_Region_cortex,Genotype__5xFAD___Brain_Region__hippo,Genotype__5xFAD___Brain_Region__hippo,Genotype__5xFAD___Brain_Region__hippo,Genotype__5xFAD___Brain_Region__hippo,Genotype__5xFAD___Brain_Region__hippo
PC (34:0),2737615.950592041,1885339.1196289065,2348091.656524658,2019261.8479003904,1433346.9426574707,1278487.8649902344,46909.84296035767,1281487.8049316406,1696748.203277588
PC (34:1),2770319.4630737305,1961131.831298828,2287324.1769104004,2050798.997528076,1485534.6594543457,1216729.564163208,41541.74333190918,1298016.4420471191,1707484.1157989502
PC (34:2),2994239.275909424,2154005.573913574,2465066.464263916,2000678.8881225584,1524304.7133789062,1359254.6876831057,42987.78302001953,1342187.9460754397,1779779.2218017578
PC (34:3),4842006.84185791,3337816.443664551,4107918.184997559,3624979.509277344,2591436.032867432,2363891.7829589844,62258.02487182617,2364359.4662475586,3140575.685760498
PC (34:4),5138659.023010254,3561297.6348571777,4238107.655456543,3610984.562927246,2593891.733215332,2182887.515686035,66044.54438781738,2359206.197570801,2929873.885848999
PC (34:5),3162121.820678711,2388621.394226074,3547659.2666625977,2754064.3200683594,1885691.480834961,1815037.8078918457,56134.7633972168,2069122.562347412,2655078.2959594727
PC (34:6),2476337.464050293,1740922.983428955,2141706.8081359863,1981255.288360596,1453333.6697540283,1329666.5189819336,51458.523178100586,1340993.617919922,1911998.4697265625
PC (36:0); PCp(38:6),1073340.145980835,715040.3348693848,934419.0025177002,798936.8723144531,608937.5494232178,536617.1040496826,30348.1622467041,512936.7006225586,704872.9450454712
PC (36:0); PCp(38:6)_2,1098453.1669311523,755911.8649902344,934852.2697143556,826708.8567199707,577410.3676300049,533921.7199401855,33312.14247131348,524585.4631958008,682445.1289215088
PC (36:1),1172225.6256256104,755884.35546875,967763.8065185548,774481.8807067871,585485.858581543,571128.4786071777,29771.36269378662,570017.9784545898,709561.9246673584
PC (36:2),1438878.4006652832,996532.1138916016,1113131.5540771484,926464.28225708,752633.8298339844,730934.6446685791,36005.482162475586,636512.2871704102,814948.791809082
PC (36:3),3115201.568725586,2170907.823944092,2177423.71673584,1862500.7440795896,1534922.6520996094,1440910.1892700195,45851.42393493652,1198528.9013824463,1534095.840011597
PC (36:4),4308732.340698242,2812312.969940185,3681490.1226501465,3196106.7580566406,2252229.1623687744,2075945.081115723,61388.68461608887,2096319.9205932615,2678085.94039917
PC (36:5),4083944.54486084,2594552.6103515625,3302031.9719848637,2845746.782348633,1948243.732421875,1901983.7871704104,53216.48407745361,1843176.958847046,2458360.6613311768
PC (36:6),3276899.757019043,2291955.067779541,2865296.9714660645,2462093.1835632324,1799577.7883911133,1649388.4610595703,52827.70310974121,1703571.7547302246,2083466.646118164
PC (36:7),3571650.7203063965,2287541.713821411,2744952.402496338,2356507.614074707,1573570.8822631836,1440989.174621582,48606.74264526367,1503536.1922607422,2005140.5511779785
PC (36:8),2906023.545349121,1991085.4551696775,2527840.515777588,2163156.180175781,1479966.2419128418,1398340.3334350586,42692.76382446289,1436670.2541351318,1851009.7006225584
PC (38:0),1371879.5652770996,936104.9093475342,1667425.286315918,1065123.1325378418,693438.1508483887,784046.9677429199,105959.26664733888,1337352.748046875,828923.1810913086
PC (38:1),1423933.5285949707,914287.1392822266,1748555.90234375,1102013.993988037,721940.5462646484,812612.708984375,88011.82405471802,1348167.953277588,855555.1886444092
PC (38:2),1551464.590057373,977349.3514404296,1735262.8902893066,1145337.6372680664,786782.4853820801,867565.1634216309,105535.12648773192,1388953.6940307615,856192.1399078369
PC (38:3),1920608.8248901367,1345786.1668395996,2258879.8778686523,1488482.025390625,949413.2244262696,1052499.165222168,100276.1467590332,1576680.2421264648,1178898.9043884275
PC (38:4),1972111.0270385745,1271784.3414916992,2180333.365081787,1525123.1832580566,1063857.2419433594,1010126.9606323242,95018.5260848999,1558908.745513916,1119988.7946014404
PC (38:5),1840459.3290405276,1253247.875579834,2066995.373535156,1544624.383728027,1000440.7562866212,1063915.464263916,99053.1286468506,1584955.8664093018,1162575.3454589844
PC (38:6),2410972.672821045,1559145.194580078,2459125.271118164,1924574.073852539,1209353.5899047852,1331739.1172485352,117856.31089019775,1800276.5747375488,1468527.944580078
PC (38:7),2274356.069152832,1522532.044555664,2516891.8024902344,1701978.518005371,1223141.7564697266,1216041.545928955,106129.6877593994,1759045.2538604736,1400932.369781494
PC (38:8),2089666.9063110352,1391616.5280456543,2350869.321411133,1609270.7653503418,1125102.172454834,1132825.0487060547,95940.6453704834,1636398.6145324707,1296047.0419769287
PC (38:9),1857659.9555664065,1244237.6931762695,2129772.312652588,1479556.658996582,920448.3539733888,963678.3581237792,80500.1660079956,1513855.494720459,1116396.079360962
PC (40:0),1582781.1389160156,1412196.8814697266,1444050.828857422,1418034.682861328,1503540.5104980469,1818939.474853516,105705.78713989258,1569123.3962402344,1592963.552734375
PC (40:1),1633122.9645996094,1462032.466796875,1552190.3928222656,1433003.928955078,1528783.8793945312,1746561.9645996094,334229.2057495117,1601225.7878417969,1533684.8386230469
PC (40:10),1557999.5173950195,958850.7764892578,1828344.574249268,1241833.4076843262,759703.5677032471,848570.2675170898,106903.5273513794,1413595.9789123535,864567.3347625732
PC (40:2),1444073.6162109375,1317454.6396484375,1454481.46484375,1338964.0627441406,1369581.4201660156,1607764.5209960938,258324.25643920896,1494383.1506347656,1430177.4392089844
PC (40:3),1419251.337890625,1219414.8254394531,1356977.994140625,1326434.49609375,1298649.3984375,1508715.9663085938,295240.0443725586,1441822.223388672,1358761.4748535156
PC (40:4),1081032.374633789,950275.2263183594,1241155.0922851562,1072188.1606445312,929686.3768310548,994638.546875,219072.87855529785,1229471.6206054688,1098481.0408935547
PC (40:5),710224.4737930298,442718.9234313965,667303.0416412354,505079.2373962402,344288.92321777344,377377.6748352051,35561.84296798706,494106.6475219727,431340.1515045166
PC (40:6),898211.360534668,589123.3134613037,776436.8652191162,652600.7422485352,482976.9560699463,484574.9701957703,34112.822608947754,558778.6848907471,598694.6440048218
PC (40:7),1072353.8200683594,694386.656173706,934193.7870941162,829198.560798645,527305.7916107178,557571.6177520752,38610.16279220581,670839.423034668,696864.1000061035
PC (40:8),1373985.9977111816,881063.5364074707,1276959.448059082,997355.1043395996,641225.174987793,711345.0379333496,59751.22533416748,871231.815612793,839428.156539917
PC (40:9),1567999.7755126953,1004099.2340393066,1812571.5178833008,1201865.443786621,779031.0030212402,830082.9394989014,103123.38779067992,1416058.2973175049,893497.7504272461
PC (42:0),577972.2818603516,545564.4717407227,411119.3937072754,453479.5969238281,573865.4173583984,698479.719543457,29069.262031555176,469904.2754821777,509809.1464538574
PC (42:1),1427023.9190673828,1306623.5635986328,1287468.8671875,1330715.654296875,1440925.6962890625,1720500.0815429688,95735.36711883543,1450521.0571289062,1480154.2009277344
PC (42:10),1542269.5522460938,1418976.9555664062,1421037.5119628906,1424112.4223632812,1539011.1564941406,1788838.6845703125,100941.60678863524,1580396.8989257812,1544154.995361328
PC (42:11),1515794.0729980469,1397111.9274902344,1495301.727294922,1425890.895263672,1501950.8752441406,1740440.060546875,93431.04629898071,1555188.3659667969,1489402.899169922
PC (42:2),1514512.1345214844,1392059.4216308594,1381845.8447265625,1355349.8618164062,1545962.6965332031,1761778.1120605469,98326.66634368896,1581813.3957519531,1522448.818359375
PC (42:3),1478058.9360351562,1388212.5795898438,1321376.9831542969,1342641.4814453125,1552415.2087402344,1797424.0048828125,92959.127243042,1574865.471923828,1497498.146484375
PC (42:4),1521322.8979492188,1389392.2724609375,1337972.76953125,1367366.096923828,1507683.9969482422,1863818.880126953,93142.60642242432,1547012.9473876953,1555030.7080078125
PC (42:5),1550687.0874023438,1406789.9045410156,1386547.58203125,1400052.1174316406,1491584.3010253906,1804059.9455566409,98108.34745407104,1541535.19921875,1503104.9846191406
PC (42:6),1592153.2060546875,1422065.9753417969,1457543.7177734375,1439143.065673828,1525345.7498779297,1767940.9182128906,97117.38622665404,1629119.5,1589994.5270996094
PC (42:7),1666495.055419922,1481602.0871582031,1557059.0720214844,1574422.7915039062,1639376.227294922,1882859.2487792969,96719.6269493103,1663168.9709472656,1564289.4765625
PC (42:8),1700541.6362304688,1472248.3706054688,1534358.4768066406,1431874.0185546875,1549967.8259277344,1845454.4450683596,94642.26613998412,1615649.503173828,1627252.7502441406
PC (42:9),1616484.1186523438,1473657.461669922,1529695.2902832031,1485733.4521484375,1520860.3359375,1775009.893798828,99722.34716796876,1607739.888671875,1589433.0725097656
PC (44:0),50888.46403121948,44885.08349609375,49500.28255462647,42205.50341033936,46828.80408477783,50512.98484802246,5929.780429840088,49333.962577819824,47101.423946380615
PC (44:1),51940.46336364746,45810.604164123535,46116.922592163086,42730.22184371948,44938.68349456787,51252.62403869629,6586.660400390625,43094.02312088013,46305.943183898926
PC (44:10),135141.167842865,105637.54731750488,109311.6477355957,98530.7873687744,113987.44738769533,136444.59018325806,8195.420654296875,93645.88622283936,106874.84548187256
PC (44:12),309817.8291168213,289504.30432128906,274378.1179962158,279560.6388320923,260137.36179351807,335720.3217468262,10149.58071899414,283213.31854248047,362533.72132873535
PC (44:2),58098.00439453125,47602.16346740723,45569.32448959351,45159.9627532959,52084.80256652832,63254.56412506104,6927.7604904174805,50040.922313690186,57793.884216308594
PC (44:3),69687.74429321289,56379.8431930542,63581.94469833374,50982.4832611084,59220.80391693115,66322.58361434937,6329.860496520996,52069.68308258057,65169.34320831299
PC (44:4),83022.92795944214,57676.24362945557,61378.14545440674,60072.88314437866,62933.065395355225,71742.90538024902,7338.960483551025,59208.94373703003,61282.62530136109
PC (44:5),104806.92765426636,73847.34627532959,72986.22403335571,75638.98731994629,80111.56414031982,97087.3846282959,7191.820468902588,70689.18608856201,77573.92329406738
PC (44:6),134380.98518371582,92132.36652374268,111865.04670715332,97956.58586883543,101727.58699417114,130199.47248077393,7158.480503082275,101619.624458313,109139.50626373292
PC (44:7),127019.57167816162,96906.38692474364,97125.06790924072,98735.98741149902,102152.62691497804,128486.42990112305,7622.480506896973,99003.6668319702,104179.2643852234
PC (44:8),132967.0325241089,97238.10586547852,98184.10639953612,107170.52519989014,104455.88849639893,123600.14915466309,7756.480617523193,104460.58616638184,109845.6456680298
PC (46:0),15933.041213989258,15609.60125732422,14821.761138916016,14728.061275482178,19419.341346740723,15894.72103881836,5631.00040435791,13646.681007385254,15330.32116317749
PC (46:1),16882.641048431396,15708.841049194336,15389.300987243652,15762.68127822876,20110.701496124268,16264.381126403809,5528.560356140137,14000.321033477783,16987.061317443848
PC (46:2),19011.861457824707,13007.600757598875,17647.82138824463,16383.341102600098,18934.621421813965,15046.041114807129,6198.40043258667,15381.80086517334,14092.780902862549
PC (48:0),12882.960945129396,13230.880889892578,11496.280815124512,10460.320751190186,14961.46097946167,11734.300796508787,5261.620380401611,11677.00076675415,12865.101150512695
PC (48:2),13926.621032714844,11558.280849456787,12052.640972137451,12624.680801391602,16038.521057128906,13198.960906982422,5415.740329742432,12542.240982055664,12377.600952148438
PC (50:0),15256.5012550354,12130.500896453856,12136.100849151611,11711.040683746338,15151.860919952393,11386.740661621094,6645.440437316895,13957.200981140137,13714.20092010498
PC (52:0),15948.181121826172,15740.700912475586,20164.221446990967,18843.42148208618,16761.941108703613,15944.981044769287,4934.320369720459,18183.301330566406,17090.90128326416
PC (52:4),16801.56131362915,15473.741134643557,19324.46119689941,17191.161041259766,16647.541149139404,15095.961139678957,7232.040496826172,17152.641242980957,15457.721054077148
PCo(32:0),180031.06924438477,152206.39038085938,200288.1534729004,161307.6723022461,136734.83197021484,125645.24800109863,16581.841331481934,134621.59133911133,134049.45059204102
PCo(32:1),175131.03158569336,139767.39247131348,183323.4938964844,152715.6719970703,136804.44973754883,127167.4695892334,21238.94174194336,139017.2698059082,139408.30938720703
PCo(32:2),180421.23233032227,152209.8288269043,194070.6951904297,161614.3317718506,141762.99215698242,133585.88998413086,15587.461029052734,130245.2875213623,141173.63006591797
PCo(32:3),180990.59048461917,152726.61080932617,209032.0553894043,167793.30834960938,152374.23210906982,139076.2695465088,15063.941082000732,153056.40994262695,145870.8292388916
PCo(34:0),2512381.054992676,1684275.5963134766,2079834.748840332,1850262.1717834475,1383007.4551696775,1262828.0830078125,49223.723068237305,1296151.683670044,1711938.0107421875
PCo(34:1),2424699.9609375,1781056.742340088,2237846.8154907227,1808637.394317627,1360815.5743103027,1277573.6770629885,51675.68279266357,1271300.815612793,1617001.0228881836
PCo(34:2),2415100.423309326,1815873.8934631348,2132268.049926758,1913336.0137939453,1292927.9960021973,1275442.4349365234,47739.78297424317,1287279.1912841797,1598986.575714111
PCo(34:3),2373998.294342041,1809445.2850952148,2100806.034057617,1894121.827758789,1336831.853302002,1336693.027130127,56607.12324523926,1310843.7884674072,1762906.8599243164
PCo(34:4),2297931.8426818848,1664233.131652832,2131507.031860352,1818190.4843139648,1351665.1389160156,1360481.2684020996,46350.2237739563,1322271.127990723,1808598.22555542
PCo(36:0),3418499.0379943848,2161833.488922119,2645915.936187744,2462118.151550293,1676545.3081970215,1493610.8979797363,50674.84262084961,1548699.8108825684,2026302.675994873
PCo(36:1),2922123.131347656,2063372.962463379,2633609.920288086,2148234.91506958,1517637.1856384275,1308699.344909668,59621.2832107544,1477874.3008422852,1880448.371459961
PCo(36:2),2987472.385864258,1846601.9887695312,2395228.3907470703,2027359.9919433596,1340414.889831543,1292423.7257995603,46004.38272094727,1271560.2971038818,1657567.7111816406
PCo(36:3),2966533.725463867,1896567.459228516,2343585.211853028,2124483.298095703,1465749.753326416,1218300.186187744,46478.16384887695,1294465.305633545,1608316.1299438477
PCo(36:4),2879814.360839844,1947617.4386901853,2283059.5422668457,2044444.649017334,1452391.4240722656,1183917.1985473633,43359.882736206055,1302595.547302246,1624021.5845031738
PCo(36:5),3008772.2197265625,1944331.5600585935,2304209.9884643555,1980585.3456420896,1389109.3690490725,1244042.1209106443,43599.642890930176,1305382.796295166,1673261.8927001953
PCo(38:0),2423118.5869140625,1567716.400543213,2532672.0974121094,1855761.997131348,1215827.5814208984,1245311.2166748047,100123.64614105225,1720115.6866149902,1398730.008026123
PCo(38:1),2132342.216369629,1427981.4772644043,2404910.6873168945,1624193.4115600586,1122044.4910888672,1153190.2336730957,97847.62761688232,1737781.8760528564,1304967.135803223
PCo(38:2),1834167.2466430664,1225979.0877685547,2070711.482788086,1486543.807800293,953455.445465088,969023.2352905272,88204.74746704102,1515114.8306427002,1099549.5719451904
PCo(38:3),1718749.4723510742,1127712.3189697266,2027332.668548584,1371195.6041870115,891787.6866760254,926212.99508667,88891.74686431885,1403716.113494873,969993.6754608154
PCo(38:4),1376705.1029663086,888478.8469543457,1599822.6741333008,1034344.1995239258,756177.5676574707,686373.5496368408,63717.42391967773,1145882.5299987793,867157.4296569824
PCo(38:5),1117043.4967346191,757227.3271484375,947104.5789794922,749802.6119384766,589923.3050842285,581181.336807251,29848.462032318115,570746.0672149658,703543.906326294
PCo(38:6),1088028.2368164062,765115.6568756104,960636.0141601562,785654.9921875,611579.4259338379,585147.9164428711,36059.86296844482,550866.4632263184,676423.6957397461
PCo(40:0),1060389.208557129,706337.0464782715,951031.9224090576,759739.8024139404,568625.840057373,537640.9997940063,37510.562480926514,644759.9307098389,684844.071472168
PCo(40:1),1302082.504821777,900436.4086303711,1229049.9028930664,1039698.0273132324,669111.9272842407,706888.7476196289,53432.16430664063,845675.1934967041,859522.4064178467
PCo(40:2),1549543.1248168943,1026619.1709594728,1819762.8397827148,1187906.7598571775,776825.2399139404,841557.0335998535,95251.76713562012,1422464.0228347778,891184.3437194824
PCo(40:3),1495715.9380493164,949525.6796264648,1865568.9218139648,1153195.9197387695,731496.8892211914,858596.5847625732,104908.78936386108,1419485.6428222656,878470.9055175781
