Lipid,Genotype_5xFAD__Brain_Region_cerebellum,Genotype_5xFAD__Brain_Region_cerebellum,Genotype_5xFAD__Brain_Region_cerebellum,Genotype_5xFAD__Brain_Region_cerebellum,Genotype_5xFAD__Brain_Region_cerebellum,Genotype__WT___Brain_Region__cerebellum,Genotype__WT___Brain_Region__cerebellum,Genotype__WT___Brain_Region__cerebellum
PI(P-42:2),28664.022232055664,43719.90281677246,32419.542350769043,28806.00213623047,33539.142166137695,14594.900993347168,42835.76289367676,29597.401725769043
PI(P-42:4),26649.601806640625,32908.9422454834,31406.882080078125,26093.86180114746,33308.90231323242,15855.76111984253,36613.64245605469,27442.142044067383
PI(P-42:6),251224.91934204104,212109.33169555664,329804.76428222656,310438.4588775635,244522.1947937012,36510.6625328064,315953.7607727051,230449.1545410156
PS(22:7),20540.121334075928,34516.96221923828,21291.161220550537,65891.84425354004,76653.80545043945,28250.241928100582,43669.10302734375,71530.64416503906
PS(24:0),28602.081771850582,32926.982429504395,34938.58263397217,87497.66621398926,81747.68635559082,24276.98166656494,40689.20300292969,82718.2854309082
PS(26:0),23207.90120697021,33184.702239990234,23155.641395568848,58888.66384887695,66108.92538452148,28440.022087097168,35252.0026550293,59173.62405395508
PS(26:1),40014.302490234375,92909.50701904295,46506.92352294922,113575.74841308594,120239.14819335938,94413.82696533205,108187.36755371094,122094.44921875
PS(28:0),389344.4425125122,263107.9800109863,490970.00897979736,838266.2371520996,817675.1571655273,35656.10256195068,71253.84589385986,755836.4554138184
PS(28:1),24870.58190536499,45146.62356567383,24410.381759643555,63462.6044921875,71632.74536132812,41542.16270065308,46415.20346069336,61990.74450683594
PS(28:2),14840.241111755371,22759.42155456543,19436.72123336792,41705.58331298828,209404.554107666,19156.081371307373,30350.962173461918,45742.90328979492
PS(30:0),24419.16152191162,44022.90321731568,29787.58209228516,81089.06634521484,79773.76593017578,49030.80376815796,58089.10362243652,79612.40643310547
PS(30:1),18493.461532592773,27429.822105407715,20407.021354675293,52224.983795166016,49015.84362792969,21088.841468811035,33599.322341918945,46256.80308532715
PS(30:2),22822.121601104736,31459.062046051025,25712.12110900879,63378.98394775391,64421.08471679688,19665.401485443115,34274.50241088867,61281.4436340332
PS(30:3),21453.30149078369,32627.682319641117,23829.801582336426,59042.16368103027,66169.92553710938,24056.40188217163,38624.78237915039,67962.82440185547
PS(30:4),16254.721019744871,24026.4217376709,18916.521114349365,51362.58349609375,48057.06350708008,21187.181575775143,28287.102005004883,46848.98287963867
PS(32:0),27195.96224975586,39158.96294784546,31670.04229736328,87021.10650634766,95988.66778564452,35273.02242279053,44192.703216552734,92247.78692626952
PS(32:1),18910.26108932495,28334.061740875244,22372.52141571045,66372.00491333008,62545.70431518555,27121.56192779541,34010.282413482666,55206.68405151367
PS(32:2),118685.9055557251,42553.92303085327,92047.32601928712,349762.723815918,276658.54217529297,32341.602577209476,47148.483280181885,224069.05654907227
PS(32:3),19530.981510162357,23817.48179626465,18912.761322021484,57911.124084472656,57146.30401611328,23964.16164779663,29119.202171325684,53634.124084472656
PS(32:4),27350.781951904297,33130.062339782715,24203.561950683597,60973.04530334473,57959.665283203125,23340.761711120605,36753.54267120361,76566.2067565918
PS(32:5),20535.861328125,28695.98195266724,21116.581661224365,47470.30313110352,48257.66375732422,34485.36241912842,38123.52275848389,45578.323150634766
PS(34:0),22042.80157470703,33656.72218322754,22735.981910705566,61782.184478759766,68617.96508789062,31369.82232666016,38520.36254119873,64452.90502929688
PS(34:1),23965.52188110352,56535.70387649536,27123.341773986816,76180.02563476562,81375.98620605469,44304.00286102295,58701.26442718506,69379.98559570312
PS(34:2),21376.501625061035,25483.8816986084,20549.501304626465,60315.84426879883,52018.62338256836,28244.48190307617,29589.622215271,57051.32452392578
PS(34:3),19670.60163116455,29615.401977539062,20005.90154266357,52696.94345092773,55149.44378662109,29484.042110443115,34357.60266494751,53135.88394165039
PS(34:4),18873.8214263916,34054.682415008545,18169.821449279785,52663.28448486328,51923.323974609375,27053.52196121216,34245.30263519287,51304.2236328125
PS(34:5),37801.72235488892,32387.10221099853,38344.90294647217,85523.72677612305,80635.36511230469,27784.181964874268,37686.98307800293,79166.4045715332
PS(34:5)_2,34896.02249908447,29824.62205886841,38953.42184448242,79057.525390625,78777.9048461914,27771.62190246582,34721.622734069824,80673.50540161133
PS(34:6),18237.801239013672,27038.04206085205,22343.181602478027,65995.40408325195,67992.16528320312,24951.141883850098,32699.482292175293,65692.1050415039
PS(36:0),42987.58296203613,57819.7435874939,48858.24383544922,110203.78778076172,116657.62841796876,52549.66367340088,60438.464557647705,115006.9678955078
PS(36:1),67346.64471435547,122141.30894851685,59539.64410400391,132255.7293701172,142181.7296142578,137029.02909469604,129963.98874282835,146418.57006835938
PS(36:2),51698.36340332031,67859.86493682861,72617.62557983398,113336.12591552734,128814.9301147461,63908.42454147339,67792.4247970581,126987.64764404295
PS(36:3),20912.72158813477,31570.622203826904,21839.20164489746,57264.44366455078,57429.14407348633,29035.64197158813,34248.58232116699,52435.18371582031
PS(36:4),21105.04163360596,32990.122051239014,19970.86154937744,57007.1439819336,61508.24395751953,33049.14226913452,41176.46319580078,59294.86444091797
PS(36:5),17106.461101531982,23929.621551513672,16823.841175079346,53733.66372680664,52311.14337158203,23301.781715393063,30845.822242736816,50189.90362548828
PS(36:6),17184.061157226562,21597.201614379883,14788.22117614746,57746.82440185547,54677.383850097656,23102.021530151367,26010.281761169437,46654.62338256836
PS(36:7),24281.50177001953,24624.421619415283,24724.281356811523,67838.56527709961,60053.04373168945,25541.70160293579,33762.982177734375,59260.40390014648
PS(36:8),57709.54461669922,35958.12252807617,47610.46430969238,167424.85034179688,143139.29162597656,30898.242126464844,52985.34368133545,119267.4090576172
PS(38:0),23236.461990356445,46974.42375564575,25830.62148284912,119719.3503112793,111807.74765014648,29842.802211761475,46285.54327774048,92771.20642089844
PS(38:1),30249.982376098636,49876.88291931152,25714.22180175781,108011.42758178712,107844.6275024414,36252.38250732422,49678.80324554443,82135.94506835938
PS(38:2),24718.041717529297,63093.105266571045,28902.401596069336,167304.21035766602,149217.11114501953,31037.362300872803,61553.58427810669,104064.0473022461
PS(38:3),17544.501441955566,35397.58229446411,20455.201370239258,57921.283447265625,60332.22439575195,30688.4422416687,39495.9427986145,62247.20446777344
PS(38:4),41770.8229675293,53604.96407699585,31665.662620544437,81978.044921875,86048.10583496094,49001.9236869812,53438.68347549439,94174.46667480467
PS(38:5),19955.6814994812,37917.34278488159,20592.381462097168,61125.34448242188,64467.44525146485,33377.48243713379,39230.20303344727,58725.8837890625
PS(38:6),20400.861518859863,29219.182052612305,23284.82146835327,77290.224609375,76561.42532348633,28337.902137756348,36072.66287994385,62120.24450683594
PS(38:7),28159.061935424805,59195.84418106079,30280.982292175293,407670.3646240234,272494.1368408203,27409.541877746586,70132.48434066772,180867.95166015625
PS(38:8),16973.4213180542,37623.78260040283,28512.962074279785,71576.14538574219,63662.02392578125,29330.202045440677,40497.84229660034,67255.32421875
PS(38:9),23098.861846923828,35200.42219161987,19371.481407165527,115697.1891784668,101007.16613769533,32052.202377319336,42857.60329055786,70324.34484863281
PS(40:0) | PS(P-42:6),93067.44786071776,99309.50873947144,172339.21472930908,331434.0987548828,391127.78717041016,41653.04306411743,113760.36706542967,380188.1705932617
PS(40:0) | PS(P-42:6)_2,78726.24423599243,82789.12554550171,187711.09454345703,332761.84313964844,347663.93994140625,40466.602840423584,102680.2477722168,371253.7004394531
PS(40:1),13035.360801696776,26683.78193283081,21733.74155426025,55698.20373535156,58219.00442504883,24846.28187942505,32428.902477264404,49680.32345581055
PS(40:2),23611.681591033936,31383.30209350586,49301.70397567749,258627.41735839844,228871.78091430664,25238.72187423706,38549.94263458252,122584.6692199707
PS(40:3),17870.981315612793,32443.802520751957,18979.581211090088,55431.624084472656,49883.22311401367,31604.92249298096,34947.28252029419,50396.42370605469
PS(40:4),22662.581481933597,46921.08293914795,25966.88167572021,64589.664611816406,72521.44506835938,47740.58346939087,48527.02350616455,67762.5849609375
PS(40:5),28697.581985473636,57751.444202423096,30010.721939086918,79056.78521728516,97768.9672241211,61503.42422866821,60496.20446014404,95253.02709960938
PS(40:7),24810.80153656006,64889.18458938599,37076.54231262207,98815.4071044922,103487.6685180664,35082.66262054443,55661.92359161377,72350.70443725586
PS(40:8),19453.44139099121,42739.38334655762,26803.781776428223,73089.50518798828,67660.98526000977,26213.02188873291,39678.782791137695,56933.14410400391
PS(40:9),18441.961532592773,29526.621990203857,22955.38174438477,86911.7067565918,69271.42477416992,24360.90166091919,34235.96244049072,51768.54345703125
PS(42:0),39596.62283706665,28820.30209732056,36079.18258666992,99191.62622070312,129616.08776855467,21901.74153137207,34103.22285079956,110022.30740356444
PS(42:10),14399.16110610962,22406.781715393063,21992.141288757324,56729.70349121094,59841.784423828125,21024.401500701904,30278.982166290283,54161.103515625
PS(42:11),22583.721565246586,37763.902687072754,120910.22713088988,199238.4127807617,250681.5022888184,21525.68141555786,55404.74418258667,212543.77362060547
PS(42:2),13469.121032714844,25809.301918029785,20722.521194458008,50171.44396972656,57540.803955078125,22770.581886291504,30376.281925201416,54709.60363769531
PS(42:3),45944.90298080444,40878.62273025513,72989.86469268799,162562.01220703125,192218.0126647949,29692.201862335205,51784.96366500855,181006.39404296875
PS(42:4),9953.70072555542,18874.86138153076,16159.14111328125,93967.1058807373,54368.24407958984,20839.921421051025,21408.72150039673,47000.0231628418
PS(42:5),12734.101020812988,22291.46131515503,16686.341026306152,38965.34288024902,39714.46298217773,24362.701721191406,27444.84181213379,36792.202728271484
PS(42:6),15282.760974884031,31048.70199584961,21832.26177978516,58856.50466918945,60661.923278808594,26525.66180801392,33556.02208328247,55639.64352416992
PS(42:7),12028.000896453856,25647.621696472168,16743.84129333496,48664.58297729492,52131.0237121582,27903.301975250244,30316.802360534668,42465.76300048828
PS(42:8),14038.341094970703,26044.841903686523,17212.621417999268,56293.14373779297,52705.60430908203,23938.601669311523,30963.70237350464,42894.10302734375
PS(42:9),12440.260887145996,25025.92191696167,18960.40110778809,42566.16284179688,42330.92263793945,28539.381729125977,28434.56192779541,37268.68264770508
PS(44:0),8810.280670166016,16488.30107498169,11685.06101989746,28233.02213287353,30659.46209716797,16624.541172027588,18479.601230621334,23755.58192443848
PS(44:1),7850.960468292236,16766.801208496094,11254.16083908081,28868.621994018555,29995.48236846924,19361.58149337769,18589.501300811768,28753.141830444336
PS(44:10),12751.40098953247,24632.621578216556,13815.201023101808,42801.46282958984,44610.16317749024,25376.701740264893,25484.841796875,39640.28308105469
PS(44:2),8035.800643920898,21757.52158355713,11318.180767059326,30931.00203704834,34856.402503967285,20098.14154434204,21967.72152709961,32096.08233642578
PS(44:4),8887.780632019043,17744.081226348877,11455.100788116457,30200.842163085938,34448.8424987793,17683.861248016357,22565.721504211426,34832.543060302734
PS(44:5),7993.560581207275,15763.001159667969,11403.940895080566,31702.50218200684,34077.502685546875,16767.281200408936,19577.92119216919,32575.182220458984
PS(44:6),9701.300548553469,16794.9813079834,11690.760757446287,31810.22233581543,34692.82237243652,16558.941177368164,19390.96147918701,32815.2822265625
PS(44:7),9581.660739898682,18616.861358642574,13420.840808868408,31211.70205688477,32290.10235595703,18215.40124130249,22699.421703338623,33124.182067871094
PS(44:8),9678.760772705078,20088.521366119385,12995.281009674072,35478.322021484375,35495.20260620117,17206.661235809326,19832.98131942749,34271.42218017578
PS(O-20:0),18741.36123275757,35070.94199371338,14232.901016235352,43103.42356109619,38276.96263504028,29218.322265625,30385.2419128418,37466.84211730957
PS(O-28:0),43726.00369644165,29996.142211914062,27618.421508789062,65954.80487060547,53617.1032409668,22133.34138488769,38209.5823059082,108002.76866149902
PS(O-30:0),20769.841556549072,27871.36204528809,22900.161735534668,90923.64614868164,76156.06524658203,21966.701652526852,30245.442321777344,69601.96459960938
PS(O-30:1),20126.781551361084,29430.741760253903,23117.90168762207,58690.58419799805,54630.44418334961,16233.201210021973,29933.322284698486,63117.80459594727
PS(O-32:0),16604.500995635986,26469.1217918396,17533.581314086914,47301.92366027832,52488.16339111328,25852.281677246094,30352.22233200073,49335.80337524414
PS(O-32:1),14121.440887451172,19168.88129043579,16496.08115386963,40784.90287017822,39396.54299926758,20385.56133651733,23403.401649475098,39864.58279418945
PS(O-34:0),19246.26127624512,30816.161937713623,34035.10201263428,112671.80786132812,104333.06707763672,30251.3825302124,41917.32263565064,98079.52734375
PS(O-34:1),17654.580978393555,24809.181747436523,14278.86111831665,52993.48388671875,47618.22396850586,23042.661659240723,28631.562034606934,48054.22296142578
PS(O-34:2),17236.161281585693,26740.922031402588,21306.30153274536,45926.46340942383,48659.24380493164,26645.101978302,30277.30214691162,50544.72351074219
PS(O-34:2)_2,18522.48124694824,28189.78187179565,21116.761322021484,64964.72463989258,57216.48348999024,28993.80205154419,32949.28254318237,58812.323974609375
PS(O-34:4),16401.261192321777,30255.022052764893,15685.501258850098,45397.04342651367,44925.22317504883,27745.921981811523,30841.122371673584,44446.06317138672
PS(O-36:2),17483.541229248047,29766.102096557617,21668.841758728027,61266.26412963867,58032.4040222168,30838.542205810547,34921.32266235352,56755.46405029297
PS(O-36:3),18759.30136871338,25326.581817626957,18951.561477661133,60624.0654296875,52352.0244140625,20394.661514282227,30845.542251586918,53172.00323486328
PS(O-36:4),17738.06122970581,29389.622344970703,18887.36141967773,51971.22393798828,52264.92361450195,26255.16171646118,35683.662925720215,49081.783447265625
PS(O-36:5),14481.940956115724,27206.44176864624,18937.301197052,51901.00396728516,50837.88427734375,25450.221961975098,30065.842128753666,50564.42337036133
PS(O-38:0),37599.482666015625,52868.683250427246,22714.601894378666,268220.28329467773,190179.6954345703,26452.421951293945,53572.88368988037,126662.869140625
PS(O-38:2),21569.801612854004,31034.66212081909,26368.86191558838,92412.16717529295,80919.90573120117,32576.642532348636,35404.76239776611,67299.18481445312
PS(O-38:3),24131.42198562622,29599.58197402954,17359.42133331299,119707.38919067384,97809.9486694336,25455.581741333008,36980.023052215576,73630.32443237305
PS(O-38:3)_2,24771.001987457275,37137.30240249634,28299.061683654785,71989.34460449219,64400.74426269531,29388.58187866211,43458.12328720093,66593.58486938477
PS(O-38:4),23315.441749572758,28396.22203063965,25150.66191482544,64325.24487304688,58099.08450317383,23762.96176147461,34140.20235443115,60172.30380249024
PS(O-38:5),14817.561054229736,24131.08156967163,16127.281215667725,49137.72305297852,49566.02349853516,25041.401653289795,25851.80184173584,46206.26348876953
