Lipid,Genotype_5xFAD__Brain_Region_cerebellum,Genotype_5xFAD__Brain_Region_cerebellum,Genotype_5xFAD__Brain_Region_cerebellum,Genotype_5xFAD__Brain_Region_cerebellum,Genotype_5xFAD__Brain_Region_cerebellum,Genotype__WT___Brain_Region__cerebellum,Genotype__WT___Brain_Region__cerebellum,Genotype__WT___Brain_Region__cerebellum
PG(40:8),54697.22409057617,176584.5939025879,68902.82550048828,75061.06478881836,71913.10522460938,79032.22476196289,135800.84991455078,55666.3236694336
PG(40:9),53825.38375854492,93614.06689453124,63455.94451904297,87429.18673706055,78167.2864074707,72173.18399047852,98813.24536132812,57565.143463134766
PG(42:0),119574.53033447266,97231.80834960938,96700.52578735352,115784.98709106444,140609.20950317383,113936.30953979492,130459.23049926758,126164.0308227539
PG(42:1),40825.84295654297,61520.724517822266,52626.28314208984,51996.18395996094,50879.94323730469,55072.32360839844,58629.48388671875,51118.80334472656
PG(42:10),52989.82327270508,68814.98529052734,52416.80364990234,58363.92376708984,62861.06430053711,76445.04498291016,70133.14474487305,51570.064697265625
PG(42:11),160598.79122924805,181544.7124633789,174023.53524780273,172352.25146484375,208353.33340454104,259582.9608154297,235100.67596435547,188993.7288513184
PG(42:2),52567.3642578125,65911.6650390625,59794.98333740234,51181.30325317383,58770.50393676758,62573.704162597656,74839.88610839844,52344.32379150391
PG(42:3),162208.7310180664,191345.3739013672,194181.0719604492,155596.63076782227,176291.9935913086,190294.7935791016,218217.2755126953,165323.08984375
PG(42:4),34411.62243652344,43597.48310852051,44055.16354370117,128726.47003173828,66512.16442871094,51495.82354736328,48151.46371459961,51747.00357055664
PG(42:5),42847.66329956055,47063.5637512207,44775.88287353516,46735.04312133789,43309.80307006836,48664.96353149414,51702.56332397461,40010.82284545898
PG(42:6),77863.8258972168,89522.4448852539,82858.98608398438,82423.6672668457,74402.62432861328,109471.92797851562,106569.9077758789,65895.00457763672
PG(42:7),45182.34338378906,55470.48400878906,44513.18338012695,50942.563079833984,49877.5032043457,53421.06359863281,58632.564208984375,43373.04302978516
PG(42:8),50496.96405029297,64076.32379150391,61360.16384887695,67790.3656616211,57678.50384521485,63849.94445800781,69619.06408691406,55511.683685302734
PG(42:9),80002.66540527344,148818.84912109375,107467.58630371094,117586.9896850586,115897.38916015624,98854.06701660156,121691.98834228516,103942.74768066406
PG(44:0),29327.062103271484,32411.042419433597,32273.78253173828,31519.662322998047,31774.32228088379,35315.722564697266,34490.70245361328,30805.88217163086
PG(44:1),28357.782096862797,32413.042098999023,31618.30206298828,31820.142261505127,33219.802337646484,32837.182373046875,34557.1022644043,30492.78220367432
PG(44:10),53594.763427734375,86447.7861328125,44709.70306396485,48570.96310424805,51767.36331176758,76613.40557861328,60449.62454223633,42677.82321166992
PG(44:12),55613.6640625,94901.6065673828,45360.00329589844,41853.90283203125,43973.34341430664,77869.58532714844,65205.565002441406,45019.04333496094
PG(44:2),30198.9418258667,39605.82264709473,36339.50257873535,36613.74233627319,33831.262187957764,38467.402770996094,39746.96279144287,34474.64217376709
PG(44:3),27568.261852264404,33831.022327423096,30655.46228027344,29992.042068481445,34824.80202102661,34683.622425079346,36949.02239990234,30556.862243652344
PG(44:4),32948.442070007324,36476.562255859375,32516.00245666504,34677.38235473633,34254.48239135742,38442.542724609375,35789.30242919922,32097.782287597656
PG(44:5),34204.9425201416,35061.74249267578,33778.36238861084,31462.862564086918,35061.40249633789,37387.9423828125,36922.28289794922,33214.38259887695
PG(44:6),30522.62208557129,37562.20266723633,30951.46208190918,35249.142517089844,35107.52217102051,35656.52256774902,39178.94282531738,34118.98239135742
PG(44:7),31636.7421875,40347.42263793945,34578.80241394043,33821.44236755371,35237.78240966797,36816.26272583008,39242.32269287109,32682.182235717773
PG(44:8),34687.202575683594,37011.10250854492,35951.66230773926,37906.90237426758,37591.80274963379,39289.36267089844,42252.20294189453,31329.56225585937
PG(O-20:0),107158.6884765625,95430.3275756836,101121.42553710938,6600.080539703369,1503.0401039123535,99502.70678710938,94053.32818603516,1766.920139312744
PG(O-28:0),56091.62335205078,54547.60409545898,50482.56378173828,40448.80242919922,41623.942810058594,66681.52453613281,51632.403564453125,55712.96362304688
PG(O-30:0),73922.72442626953,71450.32458496094,76882.72653198242,141522.60998535156,119964.36660766602,104598.40756225586,107913.26754760742,102795.94760131836
PG(O-30:1),62190.004623413086,60578.824295043945,64490.78479003906,60783.16442871094,53253.10397338867,74551.60586547852,69316.4047241211,57865.38429260254
PG(O-32:0),45790.64334106445,55396.52392578125,47337.68316650391,47612.26370239258,52058.84298706055,54444.304443359375,59134.2639465332,45255.08264160156
PG(O-32:1),37739.8625793457,44287.58383178711,44292.02328491211,33991.94256591797,40933.84243774414,40229.84280395508,42881.66279602051,33496.522384643555
PG(O-34:0),79673.3655090332,123698.02682495116,97434.90585327148,133470.40977478027,118071.3696899414,128321.01022338869,135868.2508239746,102070.90728759766
PG(O-34:2),45785.10333251953,58491.76403808594,58313.904296875,60177.72409057617,57557.76480102539,60302.724853515625,65990.22528076172,56021.904296875
PG(O-34:3),46760.723709106445,51994.26379394531,54248.00378417969,47621.74319458008,48283.603088378906,53857.564025878906,52954.72299194336,46056.12310791016
PG(O-34:4),44776.723541259766,72534.18572998047,53104.90393066406,43919.66323852539,43163.46286010742,53593.7038269043,63367.7841796875,46951.283203125
PG(O-36:0),53835.2639465332,87438.14575195312,54178.44400024414,62304.204162597656,56807.32421875,63629.76483154297,79160.86572265625,53702.4228515625
PG(O-36:1),158981.85247802734,164362.9312133789,170646.51348876953,239490.45599365237,183805.0336303711,247066.5167236328,250484.4373779297,158368.81091308594
PG(O-36:2),53714.00442504883,67142.32501220703,56822.40451049805,56315.28399658203,54979.3041381836,56512.80432128906,65957.4048461914,51647.28350830078
PG(O-36:4),51030.20376586914,69138.82485961914,58203.68426513672,47424.4631652832,50918.4833984375,59408.9642944336,64048.38543701172,50522.243591308594
PG(O-36:5),41377.76266479492,58255.30450439453,50197.66320800781,47838.50302124024,52422.18371582031,53124.08419799805,58666.144622802734,44592.40353393555
PG(O-38:0),80749.26577758789,249144.15167236328,104514.62854003906,261600.5397644043,184452.7532653809,149665.1717529297,225616.93603515625,122536.26745605467
PG(O-38:1),58823.26449584961,161909.6123046875,74302.00518798828,73218.38464355469,67058.66513061523,82742.64672851562,133930.70724487305,59357.52423095703
PG(O-38:2),58788.68408203125,153349.11065673828,75032.90515136719,94286.06622314452,83359.54760742188,80400.4850769043,127758.4096069336,60925.62493896485
PG(O-38:3),61974.684478759766,96118.56741333008,71968.22448730469,102668.20739746094,85530.08587646484,89020.306640625,112508.64770507812,65254.14389038086
PG(O-38:4),66727.0845336914,114884.00741577148,74798.10485839844,72316.70489501953,62966.26431274414,86288.88598632812,106569.74841308594,60189.08485412598
PG(O-38:6),49447.18325805664,64841.80514526367,57526.684478759766,57173.86349487305,55083.003997802734,58258.84442138672,61348.92376708984,49832.44323730469
PG(O-40:0),76295.86547851562,263379.5407714844,79038.14520263672,91064.2455444336,88027.96618652344,113656.3077392578,172388.4330444336,72098.88464355469
PG(O-40:1),59387.76361083984,208862.71618652344,72534.70489501953,81808.3656616211,80181.30551147461,85847.5863647461,153345.0528564453,57194.32369995117
PG(O-40:2),49646.3236694336,115778.14813232422,54217.80368041992,71894.38552856445,64820.84393310547,69309.84518432617,95579.02551269533,55909.424713134766
PG(O-40:4),55300.56427001953,60776.22421264648,52863.72341918945,46850.443115234375,50179.48333740234,62333.62518310547,55863.80374145508,51710.00289916992
PG(O-40:5),47564.28384399414,60833.20397949219,50786.343841552734,53282.32385253906,57481.28411865234,56090.04382324219,58707.40432739258,47556.10363769531
PG(O-40:6),81835.74560546875,126769.62915039062,112055.14715576172,150703.74807739258,134175.1094970703,124338.0100402832,139171.39129638672,115460.04870605467
PG(O-40:9),98460.02630615234,105062.66589355467,119809.24899291992,431962.1937866211,268092.61798095703,167735.97296142578,256948.5548095703,149640.19229125977
PG(O-42:0),41330.02297973633,52037.12362670898,42704.683197021484,43601.6028137207,48105.263427734375,46376.1630859375,53598.783752441406,44023.30294799805
PG(O-42:1),45664.04309082031,57974.76382446289,47849.86346435547,53338.08322143555,53440.4040222168,54177.98431396485,58719.50421142578,44522.72332763672
PG(O-42:2),66563.22436523438,113919.32891845705,88194.02612304688,89940.18579101562,98927.62719726562,85813.08630371094,98590.68591308594,84137.22714233398
PG(O-42:4),102439.62475585938,125096.34692382812,118961.5500793457,120249.94937133788,141191.51052856445,167406.58923339844,150553.4921875,128261.83193969728
PG(O-42:6),69984.54504394531,88818.70642089844,82758.10638427734,79573.90594482422,80420.38491821289,86113.66668701172,93462.62567138672,75945.42459106445
PG(P-16:0),105575.58947753906,105804.40789794922,98270.66787719728,95625.62496948242,109399.20831298828,102133.8876953125,94788.6279296875,91672.7651977539
PG(P-20:0),45124.98327636719,48408.1438293457,51403.3840637207,1526.9401092529297,2131.0401191711426,55105.503662109375,61318.7841796875,1503.000114440918
PG(P-28:0),50570.48370361328,60856.724182128906,55566.40347290039,51366.04431152344,55591.563568115234,56178.94364929199,64376.22457885742,59157.10464477539
PG(P-30:1),55908.04455566406,63136.10430908203,60500.54440307617,78770.26524353027,71716.00495910645,76532.5661315918,80888.38494873047,61609.24423217773
PG(P-34:4),43716.9228515625,55615.0439453125,46150.66326904297,42615.4631652832,44502.90344238281,52125.26397705078,58204.08377075195,41434.70309448242
PG(P-36:5),78488.48553466797,105550.3862915039,95747.60568237305,95087.98706054688,88533.12683105469,89280.7474975586,112373.76818847656,85368.2053527832
PG(P-38:6),136998.94897460938,214106.29528808597,168010.61157226562,121540.72857666016,137078.7713623047,176833.17346191406,204002.7972412109,130913.16845703124
PG(P-42:2),46137.083251953125,61756.58364868164,48109.8432006836,50937.0637512207,52279.88400268555,65161.06497192383,58730.64431762695,45530.88333129883
PG(P-42:4),36751.48251342773,51924.22366333008,39481.442626953125,41673.72296142578,41880.723205566406,43981.32275390625,48109.14349365234,40612.00296020508
PI(14:1),504336.7962646485,460703.2735595703,540601.5620117188,604275.8529052734,458993.2548828125,123372.79021453856,562594.0080566406,566800.9542236328
PI(20:1),169894.91040039062,170756.0526123047,143691.14978027344,118362.0888671875,134352.1092529297,93719.14587402344,177796.251953125,142828.63037109375
PI(24:0),68688.38439941406,85529.54528808594,77901.70614624023,67226.28378295898,68118.74536132812,32091.00230407715,86725.3860168457,67239.30380249023
PI(26:0),61271.764892578125,70851.4642944336,79370.9653930664,89150.18643188477,83605.42520141602,37289.74206924439,73073.3447265625,67958.66421508789
PI(26:1),164507.2119140625,181094.2326660156,174071.2509765625,162411.892578125,162135.07177734375,136320.34786605835,184582.9521484375,157794.73071289062
PI(28:0),83152.7866821289,95611.3465576172,194340.71459960935,204496.0541381836,130094.6685180664,43704.58303833008,99238.98736572266,115799.5078125
PI(28:1),51201.20346069336,57888.48361206055,102537.32611083984,107217.16775512695,69296.12548828125,22466.841480255127,66445.56469726562,65850.26412963867
PI(28:2),37711.26298522949,62540.48455810547,49501.96339416504,47002.72297668457,48060.80389404297,18509.621223449707,59232.20361328125,43147.583084106445
PI(30:0),310404.6030273437,326832.125,647673.7392578125,707586.13671875,463536.9926757813,222123.53685760495,346193.365234375,431046.3286132813
PI(30:1),135217.0469970703,137244.98889160156,338167.0826416016,413948.8756713867,235504.99572753903,75253.12411117554,159683.79138183594,213133.53692626956
PI(30:2),98563.8671875,100380.74731445312,124207.87091064452,125196.56747436523,107441.74755859376,41060.20316314697,97146.28814697266,99974.64630126952
PI(30:3),36376.36247253418,48477.66346740723,49633.06365966797,42154.82305908203,40587.902893066406,18325.30136871338,49782.2038269043,38408.82273864746
PI(30:4),52417.74417114258,57911.90394592285,55129.62385559082,54808.26358795166,43200.90319824219,19589.56147003174,65299.88409423828,52388.96434020996
PI(32:0),465637.03271484375,584831.0185546875,1078860.2841796875,1156881.6694335938,740467.8706054688,352287.84630203247,581099.5834960938,698131.1748046875
PI(32:1),293106.51953125,366409.61083984375,854576.5961914062,960867.1137695312,527543.3203125,203842.09424591064,416512.8896484375,500735.3974609375
PI(32:2),291768.1220703125,310688.22119140625,464319.4956054688,507412.4721679688,364060.64599609375,244340.29721069336,339505.6875,366907.5073242188
PI(32:3),45247.76300048828,56594.26390075684,63420.28433227539,53147.423400878906,50590.90408325195,21970.42146301269,62829.3846282959,46062.62312316895
PI(32:4),78353.60540008545,73756.00584411621,79937.9662322998,83744.78527832031,65199.94488525391,19655.10160446167,86688.04629516602,76552.96382141113
PI(32:5),52770.90321350098,81500.24800109863,74484.02453613281,75598.18504333496,62385.02542114258,22124.20140838623,89272.72634887695,61825.98498535156
PI(34:0),377184.5668945313,500490.037109375,601387.8852539062,592946.6708984375,511483.3950195313,333545.7022781372,456175.009765625,479525.23583984375
PI(34:1),318003.42236328125,619242.9846191406,697137.9099121094,907259.7536621094,547465.1938476562,174107.97372436523,547623.8002929688,497356.9462890625
PI(34:2),242025.51708984372,335212.30810546875,490307.89697265625,528920.3359375,349480.8212890625,169594.0131340027,376944.10693359375,367383.2668457031
PI(34:3),58902.584228515625,85611.6255645752,112296.98770141602,116582.70852661131,80771.60748291016,29997.402141571045,105608.068359375,87527.02781677246
PI(34:4),41874.50280761719,69401.2846069336,53862.204010009766,53563.08317565918,47976.06316375733,18515.02138137817,64305.22518920898,45183.94377136231
PI(34:5),76796.72567749023,202981.05598449707,103293.08644104004,93527.30529785156,93661.1258544922,29600.06217575073,117798.94995117188,87818.38702392578
PI(34:6),43168.32342529297,54438.403564453125,62828.86517333984,74416.92486572266,60323.08407592773,23105.28168106079,59737.28498840332,51672.12390136719
PI(36:0),177390.61303710938,207073.17456054688,246674.03881835935,218658.69506835935,212853.5546875,153883.6508216858,209671.83520507807,205123.2548828125
PI(36:1),86775.52667236328,208773.77752685547,165297.89385986328,195521.01489257807,130904.89080810548,49240.12377929688,174926.5919189453,122025.7276611328
PI(36:2),140296.8302001953,312138.76110839844,289985.23779296875,366416.1658935547,220050.3961181641,85905.54592895508,308976.9620361328,258618.61791992188
PI(36:3),85260.04669189453,264521.796875,210477.9165649414,223532.67498779297,156284.70867919922,42015.803047180176,246779.3375244141,186322.3533935547
PI(36:4),100988.26586914062,914497.1207275392,203363.1124267578,257187.39874267575,205875.73638916016,43094.5832939148,580644.0043945312,169722.15042114258
PI(36:5),45106.80313110352,83131.04649353027,63631.524475097656,62471.18437194824,52367.90310668945,23995.521728515625,79465.845703125,53307.603515625
PI(36:6),52327.98376464844,62679.16394042969,62016.58447265625,68388.90423583984,65306.64492797852,34503.92237854004,65118.14431762695,53386.363372802734
PI(36:7),60930.125,71904.76531982422,103139.8864440918,102183.486328125,86637.14596557617,34011.48253250122,74651.60446166992,74558.84509277344
PI(36:8),79676.90588378906,108215.30755615234,177403.85418701172,178770.1128540039,122926.7886352539,40566.22286605835,116697.74826049805,113537.32775878906
PI(38:0) | PI(P-40:6),47527.82287597656,61264.78448486328,83124.00588989258,74042.58471679688,64967.7248840332,26770.56188583374,61527.004791259766,58407.884765625
PI(38:0) | PI(P-40:6)_2,44229.12313842773,62701.32467651367,78805.02560424805,71034.56454467773,57952.68449401856,27777.48183441162,58366.984130859375,57849.24368286133
PI(38:1),36174.88258361816,69235.6446685791,65006.884033203125,71682.52545166016,54245.184143066406,19798.741458892822,63164.94525146485,48892.54281616211
PI(38:2),43956.14291381836,95853.98693847656,68296.02522277832,72385.02490234375,56961.68423461914,21971.981719970703,89477.72741699219,50176.443603515625
PI(38:3),71037.14511108398,613214.9002075195,93223.74716186523,130455.16806030272,111191.0869140625,24384.20163345337,327755.12048339844,80077.14532470703
PI(38:4),358304.6840209961,5697146.599731445,487689.3484191895,799294.2954101562,727740.4931640625,79263.44602966309,2958383.3693847656,441393.3713378906
PI(38:5),134137.92880249023,1174254.846496582,153558.68927001953,189538.533203125,193860.15155029297,36061.62296295166,687401.8770141602,163821.07080078125
PI(38:6),82134.62573242188,504326.20782470703,107226.1079711914,132818.2098083496,151443.10989379883,36503.88262176514,271707.5201416016,102320.66674804688
PI(38:7),82226.90475463867,89665.24618530273,123533.06784057616,404383.88671875,179946.09423828125,30639.12204742432,180935.93612670896,113381.36854553224
PI(38:8),52729.10357666016,68502.32382202148,75661.60534667969,74905.10502624512,63792.26467895508,29508.761936187744,69370.42498779297,54332.54342651367
PI(38:9),42604.3830871582,60017.44332885742,62989.104553222656,61526.14414215088,58080.864334106445,26764.90184020996,61449.44494628906,45705.78372192383
PI(40:0),236385.47720336917,194318.01251220703,278214.580657959,270972.2455749512,227833.97509765625,38206.28290939331,280165.83657836914,213966.7382507324
PI(40:1),31192.74211120605,43750.46270751953,63646.16467285156,54725.96382141113,49536.26301574707,19773.801273345947,44163.28340148926,41969.64303588867
PI(40:10),63463.883613586426,57663.30380249024,62296.54461669922,102498.52571105956,81649.70567703247,21484.601593017574,97759.58805847168,60762.86477661133
PI(40:2),40781.84252929688,49762.6431427002,51730.06386566162,60124.32367706299,63483.04507446289,22388.901454925537,63925.02380371094,48045.443267822266
PI(40:3),35606.10235595703,49467.34393310547,45227.56301879883,41139.20281982422,38802.56265258789,20898.241455078125,47176.68270874024,37517.06240844727
PI(40:4),38413.38279724121,100631.88793945312,47278.20314025879,45723.42347717285,47752.68273925781,17788.8212890625,73290.30557250977,39261.60238647461
PI(40:5),51201.963928222656,188056.6916809082,62421.82443237305,77656.70529174805,75430.8843383789,22650.501445770264,114147.92834472656,57455.22360229492
PI(40:6),95400.52703857422,880145.4570922852,112043.58770751952,153318.1918334961,159172.87158203125,36889.08297348023,373329.6840820313,107769.38690185548
PI(40:7),58048.76425170898,157154.71102905273,83130.00622558594,82239.68566894531,67863.92532348633,25381.201679229736,107390.42825317384,67646.82518005371
PI(40:8),103117.44793701172,76876.22497558594,89296.08660888672,59110.68377685547,56739.083892822266,24887.46171569824,73335.94494628906,90286.06651306152
PI(40:9),35590.70245361328,46810.38342285156,41437.58334350586,44457.90333557129,39865.38270568848,19878.72151947021,50983.38348388672,40554.88296508789
PI(42:0),45021.42318725586,41553.88245391846,58078.30426025391,43936.14300537109,52442.9439239502,18911.561408996586,55498.10345458984,43462.38345336914
PI(42:1),25810.62190246582,31539.462005615234,41372.56286621094,35357.0625,31060.501754760742,13895.721046447754,29012.06219482422,26110.48194885254
PI(42:10),27936.522064208984,47162.88305664063,35341.64193725586,32444.42218399048,34087.362186431885,14313.061000823976,42793.66278076172,30294.942321777344
PI(42:11),73269.06666564941,83742.20545959473,80286.40408325195,91419.80700683594,95826.7081298828,20170.72150039673,102615.52561950684,81540.14555358887
PI(42:3),88446.66730499268,56574.74318695068,62539.223876953125,38993.82270050049,48931.58309173584,17690.001499176025,69072.92529296875,45689.10372924805
PI(42:4),21935.98147583008,26832.50170898437,25510.141983032227,23085.42162322998,26955.22206878662,13069.600852966309,29299.52195739746,23431.541595458984
PI(42:5),30620.4022064209,35453.38229370117,38003.64198303223,30403.021926879883,36818.28274536133,14947.04118347168,46440.14349365234,33550.362480163574
PI(42:6),27257.58212280273,33187.042388916016,33620.08279418945,29361.02174377441,33351.08297729492,16013.720989227297,35388.86242675781,28578.66186523437
PI(42:7),32815.2424621582,42961.12310791016,57648.84396362305,49528.002838134766,45076.0227355957,21219.26156616211,44294.78289794922,40538.0032043457
PI(42:8),41409.74317932129,51169.70346069336,64474.92518615723,62477.864654541016,57382.864349365234,20821.54146957397,61170.76446533203,48834.82339477539
PI(42:9),27483.78155517578,40909.8228302002,34116.122619628906,28107.622131347656,33700.682357788086,14492.82107925415,33684.46273803711,28578.662139892574
PI(44:0),17903.681259155273,21473.601402282715,23302.18155670166,22521.92170715332,21353.96157836914,12238.220886230469,25338.801986694336,17103.281272888184
PI(44:1),15800.9411277771,21312.841438293457,22400.02135848999,20838.061584472656,20099.381301879883,12026.560752868652,20182.581314086918,18968.6014213562
PI(44:10),24950.041778564453,30448.20213317871,27337.72213745117,28061.50230407715,27112.88186645508,16980.04116821289,29447.921905517574,28030.50163269043
PI(44:12),20245.701629638672,28365.6618347168,25507.50171661377,26017.96173095703,26417.121627807617,12024.640895843506,31733.322105407715,22450.16145324707
PI(44:2),27458.4416885376,24259.781818389893,26671.241806030277,21032.42147064209,24802.04162597656,14531.48097229004,26619.421875,23737.681648254395
PI(44:3),19207.981296539307,22447.40146255493,24250.16164016724,19390.36134338379,21005.30163192749,11332.940784454346,26449.18192672729,18113.24129486084
PI(44:4),17104.74115753174,20843.721405029297,21068.521293640137,17997.12127685547,20930.061729431152,10846.500789642334,23019.541702270508,18286.40120697021
PI(44:5),24279.281616210938,23792.961700439453,27506.741958618164,22650.281818389893,28671.80181503296,13018.06095123291,25938.06175994873,26507.82201385498
PI(44:6),20581.72166442871,26350.201652526852,25207.561599731445,21760.40151977539,23105.32145690918,13008.1208152771,28432.921997070312,21232.22134399414
PI(44:7),26159.722038269043,25770.06167602539,31937.562118530277,28278.26209259033,26901.201934814453,14844.021114349363,30028.92222595215,26030.681762695312
PI(44:8),24623.501556396484,24892.40167236328,33002.78254699707,28313.822074890137,30165.44212341309,14839.080924987791,33356.52258300781,26446.0816116333
PI(O-18:0),397564.3499145508,418452.1057128906,469583.3852539063,438693.2154541016,327508.7631835937,100821.46810913086,470314.80310058594,385947.8352050781
PI(O-20:5),401664.2630615234,404593.8909912109,337387.618347168,109972.3669090271,347691.3250427246,95131.02719116212,269351.8938598633,355490.95361328125
PI(O-28:0),75431.64514160156,92905.96676635742,110082.14581298828,120990.94818115234,82535.94720458984,29574.54186630249,97021.90655517578,88843.80659484863
PI(O-30:0),106644.40740966795,168425.29174804688,251716.3592529297,278638.29901123047,163659.49029541016,53744.06365585327,161846.1117553711,146423.68981933594
PI(O-30:1),85775.0866394043,245583.8984375,143669.2885131836,171062.60913085938,110364.12728881836,36996.96242523193,167878.85330200195,104351.7084350586
PI(O-32:0),172066.57299804688,178967.8936767578,524565.5144042969,519953.4655761719,324035.94104003906,94599.36681365968,209583.05395507807,275570.1622314453
PI(O-32:1) | PI(P-32:0),95205.18713378906,100682.58697509766,296565.2592163086,339270.56188964844,183732.27307128903,46141.80339431763,129334.92950439452,172006.57318115234
PI(O-34:0),129319.82861328124,150696.0302734375,324007.5778808594,359711.7479248047,234050.65991210935,64897.20464324951,172764.83337402344,196624.19494628903
PI(O-34:1) | PI(P-34:0),153183.19177246094,197938.07165527344,409487.873046875,487205.23651123047,281167.88439941406,57857.184173583984,246009.5419921875,251456.25927734372
PI(O-34:3) | PI(P-34:2),53689.483795166016,51218.22286987305,57501.08462524414,47596.22309875488,43629.802978515625,23013.741634368896,56704.86422729492,48660.20373535156
PI(O-34:4) | PI(P-34:3),38098.04254150391,50223.06298828125,46808.6432800293,42862.24296569824,37920.88250732422,21403.20154953003,52460.12371826172,39261.78266906738
PI(O-36:0),57656.68389892578,64047.823638916016,101058.36688232422,94694.00723266602,78331.56530761719,30577.362033843998,68798.90496826172,74516.44515991211
PI(O-36:1) | PI(P-36:0),74672.08477783203,97843.62683105467,158029.435546875,162907.1943359375,106109.34732055664,40652.34282684326,99312.74639892578,100301.8681640625
PI(O-36:2) | PI(P-36:1),50995.643798828125,64300.52416992188,86108.62561035156,98160.1668548584,65035.88455200195,29238.682132720947,68099.8042602539,61597.92440795898
PI(O-36:3) | PI(P-36:2),47593.163818359375,58482.02459716797,58054.823654174805,58805.564025878906,52108.46378326416,18721.021354675293,61745.34368896485,46482.18428039551
PI(O-36:4) | PI(P-36:3),37258.702407836914,65839.70421218872,53012.26365661621,47720.42304992676,50263.12384033203,17440.161197662354,61393.28479003906,44281.78303527832
PI(O-36:5) | PI(P-36:4),38528.36276245117,50141.08319091797,46296.28341674805,41458.08251953125,43320.90283203125,26325.002151489258,49527.6435546875,41625.08282470703
PI(O-38:1) | PI(P-38:0),49834.44345092773,62419.224060058594,68945.70526123047,66905.42501831055,55178.563903808594,26253.04211807251,60614.36474609375,53430.10391235352
PI(O-38:2) | PI(P-38:1),39576.90267944336,58145.64453125,57368.82400512695,58113.2234954834,53545.0231628418,24588.74174880981,58181.52407836914,46482.18307495117
PI(O-38:3) | PI(P-38:2),37894.56274414063,59075.38397216797,55268.90353393555,44458.66302490234,46034.38320922852,21249.78142929077,53240.94320678711,41323.38320159912
PI(O-38:4) | PI(P-38:3),48831.20365905762,101175.4871520996,61087.664642333984,53259.944396972656,49765.72366333008,21757.64152908325,77803.70576477051,47572.48318481445
PI(O-38:5) | PI(P-38:4),31376.2420501709,59775.18395996094,39037.602935791016,37896.92216491699,37296.46292114258,21308.80137252808,53086.18408203125,32767.72198486328
PI(O-38:6) | PI(P-38:5),45123.44354248047,60525.46398925781,60564.62414550781,51140.76347351074,52045.56427001953,33729.74241256714,62017.744140625,49835.483459472656
PI(O-40:1) | PI(P-40:0),85600.96676635742,75181.48538208008,83256.60650634766,57576.16360473633,55573.48483276367,27078.061935424805,76426.28591918945,73190.42532348633
PI(O-40:2) | PI(P-40:1),30551.581939697266,39892.50262451172,38713.42265319824,38012.50285339356,39607.22311401367,18129.121421813965,42386.22276306152,31702.56208801269
PI(O-40:3) | PI(P-40:2),45778.183685302734,50504.82333374024,46318.02350616455,76732.3256072998,57381.96388244629,19314.901321411133,64850.64447021485,45669.80331420898
PI(O-40:4) | PI(P-40:3),68081.6044921875,71894.38552856445,56043.44464111328,41085.802642822266,44068.76303100586,28229.741970062256,58271.963439941406,63186.78436279297
PI(O-40:5) | PI(P-40:4),99674.2666015625,122095.60864257812,101421.7275390625,101149.1671142578,106371.90759277344,81360.54512023926,119893.2686767578,96748.74645996094
PI(O-40:6) | PI(P-40:5),56456.32412719727,80943.68536376953,73844.4656829834,118902.25003051758,96108.22607421876,20622.30149841309,92042.28549194336,66787.94387817383
PI(O-40:7),50395.86395263672,143972.0302734375,82431.54611206055,71316.28637695312,64255.48486328125,25158.12171173096,98501.56741333008,65578.78491210938
PI(O-42:0),31868.722259521484,39830.36215209961,53688.02407836914,46289.04333496094,43699.983139038086,22323.50142288208,38955.04266357422,41174.50321960449
PI(O-42:1),36432.24267578125,43994.32308959961,50829.123306274414,47901.203269958496,46388.40353393555,20475.421379089355,50052.64349365234,40237.582748413086
PI(O-42:2),25083.521911621094,34322.76254272461,29970.962432861328,30591.62239074707,30264.182052612305,15719.821109771729,32368.60223388672,25545.16194152832
PI(O-42:4),51187.48275756836,58694.16412353516,59264.88363647461,58888.38304138184,63338.54454040527,16498.061199188232,73864.76593780518,60852.88383483887
PI(O-42:6),52882.84379577637,54250.423278808594,71287.60610961914,56988.40441894531,61244.42445373535,18360.22115325928,78468.86552429199,58054.48278808594
PI(P-20:0),172845.0137939453,162841.3712158203,209240.23315429688,9557.500728607178,142663.10955810547,77549.185546875,208983.57556152344,146275.43096923828
PI(P-28:0),39659.642486572266,57320.22442626953,56594.584480285645,56659.663093566895,42453.50276184082,15567.561126708984,48843.7433013916,41573.86318969727
PI(P-30:1),115095.78778076172,150203.14971923828,120078.86883544922,248422.47747802731,195125.9742431641,32181.90216827393,127881.9497680664,129485.5280456543
PI(P-32:1),53242.40380859375,68719.52404785156,93424.62643432616,113098.66918945312,90291.32604980467,31122.78223419189,84007.86627197266,72076.70510864258
PI(P-34:1),63717.303771972656,71475.80462646484,134782.03094482422,132361.50842285156,86551.78598022461,32006.902179718018,76558.4245300293,83972.96588134766
PI(P-34:4),39283.92254638672,49820.4635925293,42875.10311889648,38602.70317077637,38257.442932128906,20198.24132156372,50235.3032989502,39204.86284637451
PI(P-36:5),166856.1328125,184528.9140625,189026.4931640625,174410.33325195312,168390.03125,146454.07013320923,180158.4921875,180306.93310546875
PI(P-38:6),183019.9118652344,208366.03491210935,253034.4392089844,222489.07666015625,218266.4560546875,150823.6916809082,212377.51489257807,208825.2529296875
