Lipid,Genotype_5xFAD__Brain_Region_diencephalon,Genotype_5xFAD__Brain_Region_diencephalon,Genotype_5xFAD__Brain_Region_diencephalon,Genotype_5xFAD__Brain_Region_diencephalon,Genotype_5xFAD__Brain_Region_diencephalon,Genotype__5xFAD___Brain_Region__hippo,Genotype__5xFAD___Brain_Region__hippo,Genotype__5xFAD___Brain_Region__hippo,Genotype__5xFAD___Brain_Region__hippo,Genotype__5xFAD___Brain_Region__hippo
PI (38:1),53768.9041595459,61840.28485107422,65385.165283203125,53438.86381530762,44305.06309509277,18422.52122116089,55328.723541259766,9351.92068862915,50026.80279541016,55637.423828125
PI (38:2),62831.28482055664,67242.14414978027,67141.30570983887,65505.5451965332,44851.64372253418,15856.621170043943,65230.74420166016,7968.860458374023,51376.96343231201,52732.54354095459
PI (38:3),121547.9091796875,133061.08911132812,263321.8995361328,134234.70867919922,127406.55078125,20407.881381988525,127588.16954040527,9886.040584564207,138834.08920288086,121236.50743103027
PI (38:4),740163.1522827148,874214.037109375,2263271.1743164062,953171.1728515624,940725.1865234376,50485.0637626648,834440.9158935547,9794.500679016111,1128805.135848999,961774.7897338868
PI (38:5),179355.21249389648,208781.435546875,380437.1266479492,195691.23559570312,197859.41497802731,23458.64168548584,228410.59466552731,9685.060707092283,262300.5955505371,221383.0954742432
PI (38:6),125900.75030517578,132386.26947021484,175962.05249023438,124525.7487487793,99560.9071044922,32778.88238143921,122441.4691772461,17289.701210021973,95292.92694091795,91899.46667480467
PI (38:7),227171.0609741211,137250.6922607422,141290.1492614746,336788.8462219238,104680.42791748048,22298.7017288208,234699.57231140137,11161.600830078123,236004.95849609372,92273.9047088623
PI (38:8),66207.96520996094,85931.36520385742,56606.9841003418,63356.0041809082,63270.304779052734,22678.381591796875,63684.18411254883,12754.820846557615,59094.90472412109,63350.14498901367
PI (38:9),56915.4443359375,63615.06439208984,54955.383697509766,49956.40347290039,44430.08255004883,24244.461784362797,61202.8639831543,13192.800853729248,43529.44268798828,49854.602630615234
PI (40:0),278325.8396911621,196856.39517211917,191403.03326416016,211960.09451293945,171659.79229736328,24925.08193206787,390852.40267944336,10712.220695495604,232100.4006958008,179458.71453857422
PI (40:1),49422.02333068848,56289.84358215332,44288.50277709961,42580.02267456055,37555.62243652344,17523.701194763184,43764.34365844727,9365.520637512209,43689.9231262207,43544.36308288574
PI (40:10),121661.1304321289,78485.74584960938,89704.60670471191,98659.6248626709,91258.56518554688,14333.6409034729,99250.36834716795,5485.040370941162,89650.36766052246,61587.103271484375
PI (40:2),73420.9058380127,58042.52429199219,56830.36353302002,56634.764793396,54503.563720703125,16041.081214904783,69881.12492370605,6216.820453643799,52238.70379638672,63053.96528625488
PI (40:3),46339.94314575195,49137.30270385742,44908.402435302734,34929.32260131836,38168.68273925781,19109.18141555786,46627.38342285156,11363.920791625977,36448.74264526367,43451.42330932617
PI (40:4),49736.9832611084,49897.2834777832,60045.30435180664,45845.12345886231,38984.20307922363,13321.80097579956,56757.70359802246,10162.520713806152,38360.16252136231,41977.84315490723
PI (40:5),69362.24449920654,68318.8843383789,84293.72583007812,64601.94515991211,54502.86367797852,18781.36117172241,73047.28433227539,7572.460536956787,59700.24395751953,55346.02400970459
PI (40:6),110017.92721557616,145274.47192382812,191544.11352539065,115246.04745483398,114120.98928833008,31695.44228363037,89961.9873046875,11190.440803527832,80806.38606262207,73823.88565063477
PI (40:7),74704.5852355957,84432.0866394043,78716.10522460938,72549.32498168945,66503.92498779297,22400.221752166748,65579.64361572266,9594.38066482544,64409.603775024414,70010.58517456055
PI (40:8),64918.52423095703,69131.7653503418,70456.94552612305,58800.964599609375,73916.58428955078,22960.08134841919,78917.98672485352,10467.180736541748,50943.12353515625,64895.16427612305
PI (40:9),49616.86367797852,43441.42325592041,40139.42251586914,35050.20266723633,38227.52258300781,16270.52108001709,46491.16340637207,8737.200626373291,37159.78251647949,39765.7625579834
PI (42:0),59231.12435913086,57611.54426574707,52233.50400543213,38772.42231750488,61017.48442077637,16078.641201019287,55222.6237487793,8785.38070678711,41371.92305755615,50185.34329223633
PI (42:1),32161.682159423828,35525.52209472656,29054.762214660645,27341.221870422363,27642.941955566406,13142.021026611328,29636.242065429688,7008.700531005859,25998.84213256836,31569.922637939453
PI (42:10),38887.40287780762,39061.862701416016,35033.64236450195,27947.121952056885,31422.182373046875,14341.541038513184,36070.18285369873,7679.360427856445,26157.1019859314,30607.3819732666
PI (42:11),114288.80925750732,91583.60701751708,78970.94470977783,79490.30630493164,72832.08546447754,13978.24098968506,94302.3473815918,7830.220573425293,84022.20532989502,96198.4468383789
PI (42:3),62767.1456451416,49256.743408203125,49429.12368774414,33719.041931152344,61476.02383422852,12669.800815582275,86382.86659240723,7789.020587921143,37370.68281173706,49425.90350341797
PI (42:4),29335.0020904541,27712.462127685547,28955.30226135254,22299.90160369873,25737.88175201416,11819.600917816162,33456.80268859863,6445.460418701172,21335.98154449463,28506.06185913086
PI (42:5),46575.46311187744,38298.24282836914,34829.92283630371,28194.182067871094,35552.942611694336,11663.640739440918,44040.20314025879,7434.980556488037,28425.161895751957,39439.44297027588
PI (42:6),34487.46209716797,37416.02241516113,30461.58201599121,26478.522018432617,29888.14208984375,13233.880882263184,37214.0225982666,7472.900588989258,26294.16203308105,30193.08250427246
PI (42:7),48277.302642822266,49412.063385009766,45075.98327636719,39695.92300415039,41367.80310058594,19979.20133972168,41203.84315490723,11929.060848236084,41106.94253540039,40494.62243652344
PI (42:8),65006.28433227539,61022.48403930664,49271.46391296387,55048.48371887207,44225.383239746094,18378.721267700195,59572.563537597656,9546.200675964355,50438.78330993652,52728.80316162109
PI (42:9),36928.562591552734,33984.12260437012,33202.92208862305,28498.701972961426,27795.422035217285,14721.90121459961,34152.66223144531,8105.580562591553,25996.681854248047,34086.34230041504
PI (44:0),26253.56182861328,24553.9617767334,21233.241424560547,20620.82176208496,24239.54163360596,10154.140731811523,25252.942001342773,5137.120361328125,17024.70132446289,21318.981773376465
PI (44:1),24089.82176208496,25518.10178756714,24134.36158752441,17973.981414794922,20533.261749267574,9909.000625610352,24857.18148803711,6234.300430297852,18038.901439666748,21220.761421203613
PI (44:10),31954.142364501957,31013.022247314453,31035.022354125977,22638.541564941406,27380.1622467041,14685.440956115724,33116.6619720459,7493.980590820312,27733.98223876953,29607.72187805176
PI (44:12),27197.341995239258,29105.642044067383,26451.362060546875,22625.641624450684,27902.601684570312,11684.320861816406,29957.381980896,4992.800361633301,21482.56184387207,26528.72186279297
PI (44:2),28364.0818901062,26732.962127685547,25222.041816711426,23477.341819763184,23504.00188446045,13887.160984039308,25661.40167999268,7015.120460510254,20843.80142593384,22551.54173278809
PI (44:3),29314.482208251957,24035.661529541016,23408.50173187256,17364.14098739624,20944.98156738281,11654.300800323486,25255.542079925537,5166.500324249268,22607.481323242188,23485.061683654785
PI (44:4),23524.141651153564,24197.80181121826,23423.201690673828,17389.80132293701,19659.0613861084,11206.16079711914,24788.06185913086,5441.940368652344,17782.141387939453,21145.181594848636
PI (44:5),33261.98233795166,26382.80192565918,30083.12226867676,22018.301528930664,24610.72208404541,10894.560802459717,32699.302543640137,5299.000381469727,22170.82167816162,27737.18157196045
PI (44:6),27973.04211425781,25619.061637878414,25025.46158599853,18133.76141357422,24426.98175048828,10075.720722198486,28389.422332763672,6824.020450592041,19111.50129699707,24888.46150970459
PI (44:7),29301.70243835449,34550.80276489258,25950.8819732666,24961.342041015625,32426.002243041992,15082.301132202148,33328.06230163574,7912.920623779297,23190.021438598636,26126.801818847656
PI (44:8),31745.10217285156,35243.942321777344,31259.742385864258,25928.12176513672,21630.521438598636,12645.340900421144,30409.18241882324,6677.240432739258,22969.261360168457,25582.841773986816
PIo (18:0),471371.5096435547,552663.3298339844,435087.1071777344,418904.56872558594,442421.1895751953,59467.96373748779,513771.10009765625,26770.42213439941,430510.37365722656,360872.6403198242
PIo (20:5),368493.8444824219,338357.5690917969,409219.5886230469,56082.50337982178,211362.63537597656,72706.32482910156,332578.3630371094,26987.401443481445,74784.7271232605,185316.65365600583
PIo (28:0),95951.26651000977,119182.6879272461,78880.02575683594,92763.58773803712,79320.24584960938,27832.7419052124,94143.26763916016,14386.880947113035,83595.74464416504,108825.28866577148
PIo (30:0),127804.0101928711,234403.1566162109,148171.50982666016,174867.5150756836,152241.79150390625,44937.28328704834,126316.6078491211,24397.081661224365,186571.53356933597,190026.5764160156
PIo (30:1),106683.54821777344,133338.41177368164,123386.3677368164,112964.94799804688,86842.46704101562,28004.461765289307,109682.3678894043,12300.140869140623,112078.6872253418,118049.30813598631
PIo (32:0),220058.57397460935,430207.0443115234,228435.51696777344,317854.0466308594,274878.09924316406,81503.04599761963,198549.5557861328,46010.82348251343,363009.30078125,314710.3045654297
"PIo (32:1), PIp (32:0)",121197.24792480467,246106.67999267575,140117.75122070312,192014.01092529297,118717.12829589844,44871.06360244751,125520.9874267578,21462.30144882202,203559.07568359372,185898.13354492188
PIo (34:0),181452.7147216797,301035.0224609375,202139.9369506836,233830.51666259769,192125.89196777344,54597.62379074097,170350.91064453125,28114.142028808597,246821.17553710935,217336.39294433597
"PIo (34:1), PIp (34:0)",238942.53839111328,394722.5700683594,293761.8656616211,287418.1414794922,213911.13696289065,52047.96349334717,242037.6563720703,27326.94193649292,324920.22204589844,244028.2781982422
"PIo (34:3), PIp (34:2)",54832.92445373535,55380.88345336914,45201.44378662109,40416.16358184815,41070.64318847656,17304.301223754883,54538.72409057617,10739.860774993896,36978.882553100586,49797.16304016113
"PIo (34:4), PIp (34:3)",52499.4835357666,47867.442810058594,45381.44329833984,35784.58251953125,34676.382736206055,17263.82122039795,55820.28393554688,11006.740703582764,32386.322204589844,46228.8236618042
PIo (36:0),73924.30578613281,104336.58529663086,72745.2255859375,74484.6247253418,69183.94448852539,27417.761795043945,66744.02499389648,14595.30086517334,75502.8464050293,82290.82571411133
"PIo (36:1), PIp (36:0)",92371.02673339844,188418.83349609372,100644.14764404295,110571.60858154295,119546.80828857422,32896.50242614746,91000.24639892578,15973.921173095703,120087.20913696288,110743.04940795898
"PIo (36:2), PIp (36:1)",66756.04391479492,84545.66659545898,65872.18478393555,69553.86553955078,53189.42391967773,24283.741806030277,68741.48559570312,12769.880905151367,67951.54461669922,67676.26470947266
"PIo (36:3), PIp (36:2)",65590.32511901855,59521.72445678711,49909.363372802734,48385.72425842285,46920.56369018555,13469.600986480713,64625.10417175293,6869.960479736328,42194.58232116699,56321.24424743652
"PIo (36:4), PIp (36:3)",53920.94429016113,57604.90403747559,51806.64297485352,38422.56262207031,37071.16215515137,15021.041133880615,64772.82553100586,6678.080429077148,41335.8628616333,48596.74346923828
"PIo (36:5), PIp (36:4)",51941.12350463867,53236.00411987305,50187.14349365234,36081.962341308594,38195.52279663086,21857.48137283325,52224.26364135742,11962.780879974363,40354.40301513672,46775.52380371094
"PIo (38:1), PIp (38:0)",56572.70397949219,80771.58508300781,53930.28393554688,51620.64291381836,56919.84457397461,22621.561561584476,56626.843841552734,11349.46082687378,56791.905014038086,54324.04452514648
"PIo (38:2), PIp (38:1)",51211.743713378906,56531.083740234375,50296.66412353516,44639.92332458496,38843.84265136719,21627.80146408081,50591.22375488281,12792.220985412598,47143.90313720703,49068.58337402344
"PIo (38:3), PIp (38:2)",51393.24447631836,50638.74383544922,50182.52355957031,40969.92344665527,37127.522521972656,20842.181579589844,51248.403228759766,9593.340648651125,38491.16241455078,42415.6032409668
"PIo (38:4), PIp (38:3)",60594.9447631836,64115.68487548828,61350.02412414551,51188.00343322754,49895.503173828125,17688.621341705322,72280.46377563477,8562.100704193115,48399.94319152832,55266.14454650879
"PIo (38:5), PIp (38:4)",48527.60354614258,47041.103439331055,46834.6231842041,33108.462005615234,34961.12258911133,14599.141078948976,43801.58338165283,7747.940559387207,33399.46234893799,38381.68272399902
"PIo (38:6), PIp (38:5)",61781.12420654297,65619.98510742188,56058.403747558594,48432.48350524902,55655.04415893555,25621.24179458618,64232.563903808594,11006.440773010254,49437.7635345459,56890.52407836914
"PIo (40:1), PIp (40:0)",61921.06474304199,62824.3645324707,66427.50473022461,52365.30358886719,63461.684509277344,19832.901439666748,70585.30386352539,11567.560844421389,54281.12333679199,58610.6646270752
"PIo (40:2), PIp (40:1)",42643.18273925781,41275.94329833984,40603.282470703125,32652.102462768555,33204.3825378418,15525.601123809814,42603.2629699707,8094.140567779541,31120.981887817383,37609.74317932129
"PIo (40:3), PIp (40:2)",76642.16402435303,54197.0233001709,63043.14372253418,64760.98432922363,61649.223541259766,14500.360977172852,71730.22483825684,6945.78048324585,60904.10356140137,46150.18376159668
"PIo (40:4), PIp (40:3)",51186.94346618652,47569.26354980469,51875.54357910156,41719.64337158203,39846.34288024902,19509.96141052246,51325.683349609375,9834.800701141356,38675.66261291504,43785.843017578125
"PIo (40:5), PIp (40:4)",113439.84777832033,117937.4482421875,118427.76953125,97393.6668701172,98071.58715820312,81954.74552536011,122919.48828125,50856.30337142944,93987.1866455078,102679.8271484375
"PIo (40:6), PIp (40:5)",101761.0870361328,84468.4052734375,72675.70585632324,85984.24550628662,59597.30433654785,15026.261001586914,108356.62855529784,8753.880615234375,77157.36624145508,79890.54454040527
PIo (40:7),71564.72534179688,80132.68566894531,72605.74523925781,66755.34506225586,61923.78469848633,22308.72150039673,59564.00430297852,9826.720699310305,61205.30465698242,61948.68405151367
PIo (42:0),40711.0830078125,51872.12364196777,40035.443267822266,40083.88282775879,37510.26287841797,19814.321395874023,41362.343017578125,12802.68083190918,37585.162994384766,42956.86297607422
PIo (42:1),51732.40351867676,48380.02328491211,44558.28335571289,43071.04278564453,36745.822814941406,17723.42120361328,47392.58319091797,9494.080657958984,39604.923278808594,45948.42361450195
PIo (42:2),32523.402557373047,33025.74238586426,33006.92221069336,24743.58185577393,27042.182006835938,14288.601028442385,31557.562210083008,8910.180576324463,24553.141807556152,28093.34205627441
PIo (42:4),73450.92414855957,65895.34368896484,55136.20429992676,54414.00430297852,53948.30419921875,13731.560974121094,66930.8250579834,6606.560417175293,59451.46424865723,63959.30471801758
