Lipid,Genotype_5xFAD__Brain_Region_diencephalon,Genotype_5xFAD__Brain_Region_diencephalon,Genotype_5xFAD__Brain_Region_diencephalon,Genotype_5xFAD__Brain_Region_diencephalon,Genotype_5xFAD__Brain_Region_diencephalon,Genotype__5xFAD___Brain_Region__cortex,Genotype__5xFAD___Brain_Region__cortex,Genotype__5xFAD___Brain_Region__cortex,Genotype__5xFAD___Brain_Region__cortex
Cer(d18:0/26:0),971922.7466430664,1013473.3427734376,927567.8104858398,1281252.9827270508,1235553.405090332,1020465.2311401368,1062271.7876586914,1127448.4967041016,1189078.7384643557
Cer(d18:0/h24:0),269886.12127685547,291022.99853515625,270901.9809875488,264787.05795288086,240514.99765014648,286536.63830566406,240838.17547607425,292428.5201416016,261093.8587341309
Cer(d18:0/h26:0),969636.9716796876,1001891.4942932128,898880.4644775391,1281324.2112426758,1234840.7830200195,1025713.672607422,1040264.00390625,1148458.9782104492,1131940.214416504
Cer(d18:1/12:0),57027.20426940918,56788.22389221192,58972.8440246582,49458.06385803223,46236.64323806763,63449.82469177246,61244.22438049317,55030.38404083252,48155.723487854
Cer(d18:1/16:0),85878.22690582275,89286.02571868896,93289.46748352052,98833.7073059082,81981.76594543457,86145.6854171753,78090.70585250854,120567.22747039796,89648.6658782959
Cer(d18:1/18:0),92189.1464767456,80419.90634918213,141975.15132904053,85945.38529205322,75699.88483428955,107191.28673171996,104913.74673461914,151722.51126098633,88220.9656867981
Cer(d18:1/18:1(9Z)),164937.2915725708,152596.21005249023,270801.6766204834,205601.39401626587,138417.04704284668,196880.154006958,163235.93403625488,289333.9569244385,170260.25304412842
Cer(d18:1/20:0),53830.70408630371,57624.02406692505,65562.4651260376,51220.62345123291,47064.36366271973,54737.76354217529,57520.54415893555,56148.78404998779,52548.74402618408
Cer(d18:1/22:0),130642.1097984314,147049.75035858154,207270.29676818848,134136.3509559631,175466.37070465088,130621.62739562988,151102.47200012207,109917.4474029541,525000.4606437683
Cer(d18:1/24:0),511397.65713500977,533845.4967727661,717873.4853248596,477417.161113739,440352.2726516724,471016.7649993897,442731.1507415772,495905.4539337158,430489.4275817871
Cer(d18:1/24:1(15Z)),513120.1188926697,534135.5885543823,740670.8826217651,459550.1933288574,426490.10707855225,464436.7042694092,437157.535484314,480504.5137138367,412309.7681159973
Cer(d18:1/26:0),501981.5566177368,500951.0121841431,451098.43661499023,624782.4101486206,552998.9704055786,491492.3873825073,519779.7593078613,522666.5702667236,523255.8992080689
Cer(d18:1/26:1(17Z)),512560.5685806274,503442.6001052856,460142.3742752075,643296.7020645142,560117.3584938049,510814.6406173706,529813.6914978027,548930.0636520386,528228.2968902588
Cer(d18:1/2:0),62164.34376525879,54673.98387145996,57969.6241607666,52488.30390930176,46920.24327850342,58468.42404174805,54853.56400299072,55860.243728637695,45350.42336273193
Cer(d18:2/14:0),191693.1530609131,273356.99394226074,212708.6515045166,288417.4379119873,270776.73208618164,184679.39221954343,320432.4026184082,169115.53117370603,1229022.122581482
Cer(d18:2/16:0),64331.34413528442,64468.56426239014,64027.62441253662,62988.524505615234,57653.644271850586,68836.72449493408,68615.56415557861,72902.72587585449,89749.88606262207
Cer(d18:2/18:1),217091.37518310547,221613.81622314453,213159.7750244141,243189.33837890625,207059.19409179688,221905.8360595703,234207.21557617188,255045.33618164065,243665.77667236328
Cer(d18:2/20:0),238374.6973876953,243750.23803710932,228731.0954589844,246530.3973388672,249912.75732421875,238461.85681152344,238129.0753173828,272265.8005371094,251172.73852539065
Cer(d18:2/20:1),245388.5177001953,246218.1375732422,244516.9378662109,267017.3586425781,255831.77734375,261907.75732421875,250670.37817382807,267406.5397949219,271883.099609375
Cer(d18:2/22:0),1686247.7287597656,1622181.5764160156,1942803.490234375,1863860.666015625,2951488.492675781,1801188.6511230469,2145063.265625,1214662.7524414062,11023782.084228516
Cer(d20:0/26:0(2OH)),363393.90449523926,366860.4246826172,324569.83807373047,444385.8718261719,407280.6138153076,376812.9503479004,372525.5853271485,401183.1261291504,378113.3486328125
Cer(d20:0/26:0),354509.82945251465,352909.42405700684,321810.94052124023,434299.7144775391,407923.1293640137,374338.8665161133,363122.4821777344,383002.50425720215,372238.7746658325
Cer(t18:0/16:0(2OH)),567407.336227417,618271.4571685791,594643.394744873,579004.316986084,638088.210144043,587675.6403121948,642078.6256103516,606886.2015380859,568614.6539611816
Cer(t18:0/18:0(2OH)),140678.0700454712,156384.56986999512,128003.2300415039,145099.97088623047,130498.95009613036,130624.76856994627,113527.1477355957,169026.57264709473,119398.82891845705
Cer(t18:0/20:0(2OH)),393569.5289611816,355707.1466064453,419446.1728515625,306130.2199859619,614675.4814147949,452761.71842956543,434821.47189331055,515824.5563659668,735456.8255615234
Cer(t18:0/22:0(2OH)),835573.4533233643,880855.4200897217,1036186.3755187988,784071.9442367554,715731.4484939575,804122.7569732666,728157.9725494385,823359.8909912109,730165.2620849609
Cer(t18:0/24:0(2OH)),342331.6445465088,365704.06297302246,381528.6145248413,301681.0581970215,387484.6117401123,338621.1381378174,297379.8364715576,368194.82191467285,386955.1869506836
Cer(t18:0/26:0(2OH)),819132.8879089355,804990.539352417,698120.1741333008,984876.6770782472,897119.480545044,818797.5358734131,856677.1923217773,850504.3559112549,850963.3022460938
Cer(t20:0/26:0(2OH)),3486.5602416992188,3444.4202194213867,3574.7402420043945,698702.4664611816,655535.264541626,3480.0402488708496,3503.9602279663086,650400.8204803467,633855.975189209
CerP(d18:0/16:0),167354.21173095703,172110.23361206055,153519.27124023438,184781.05389404297,151555.0101928711,185886.2540283203,164322.61169433594,194416.2345275879,178817.25366210938
CerP(d18:1/12:0),207053.93296813965,189219.3741607666,338638.8857650757,245497.26009368896,168906.83016967773,235971.45654296875,210919.6752624512,385525.347366333,224396.5365982056
CerP(d18:1/14:0),57608.46398925781,60879.42431640625,70005.40510559082,56838.84355163574,46804.30297088623,58945.72411346436,56122.524112701416,66332.02477264404,58111.083984375
CerP(d18:1/16:0),134544.67080688477,152515.37224578857,215635.6561279297,142268.0097846985,181937.4930496216,146165.06896972656,152752.17082214355,125564.2085571289,547812.8796691895
CerP(d18:1/18:0),508529.0331802368,545016.2441635132,778754.5726089478,466490.5502624512,426871.897190094,478227.9344711304,437254.0914840698,495465.7415657044,406274.2308502197
CerP(d18:1/20:0),508357.8988189697,504831.9145965576,469591.5770187378,627998.1846199036,554159.9758529663,500178.4131240845,520336.5422821045,544596.3993721008,533712.3503341675
CerP(d18:1/22:0),78094.42456054688,85487.36515808105,75109.58536529541,86839.4056930542,75236.56569671631,81210.62604522705,76022.22581481934,81157.02593231201,77514.40518188477
CerP(d18:1/24:0),68788.08518600464,69359.74527359009,68383.18479537964,75840.66597747803,67767.52487182617,68495.08568572998,61133.04454803467,69996.303981781,66024.405128479
CerP(d18:1/24:1(15Z)),62033.40418624878,70879.74507141113,65431.344665527344,75196.10556793213,64007.36405181885,65380.04475784302,66128.7850189209,69014.62520980835,65748.88497924805
CerP(d18:1/26:0),49741.92379760742,51883.223876953125,49429.0036239624,49121.68328857422,38473.88240432739,49547.48328781128,49316.36326599121,46465.52348327637,46860.86358261109
CerP(d18:1/26:1(17Z)),48283.38327026367,52253.70330429077,49866.66344451904,50924.0834236145,37757.48268890381,49281.1033782959,51483.20338821411,43641.90308761597,48187.4834022522
CerP(d18:1/2:0),76570.36514282227,78236.74575042725,77440.2847290039,87621.36699676514,83306.0661315918,81996.7264251709,87536.06591796875,80685.2452545166,78275.96561431885
CerP(d18:1/8:0),46432.32344055176,52125.743896484375,53584.103675842285,48419.82300567627,49027.083404541016,50290.66339874268,57364.64366531372,45144.32292175293,87236.04597473145
"Cholesteryl 11-hydroperoxy-eicosatetraenoate, 22:2 Cholesteryl ester, 20:1 Stigmasteryl ester, 20:2 Sitosteryl ester",4335094.217636108,2424601.445907593,1214155.489013672,473240.09295654297,260224.8973274231,785230.433883667,486303.7544708252,242612.57849502563,212423.1340522766
Cholesteryl nitrolinoleate,4343857.308349609,2643083.2318115234,1497477.1091308594,648281.0699462891,371760.6458129883,1035345.849609375,787725.51953125,392853.3888854981,329565.4995727539
"Docosa-4,7,10,13,16-pentaenoyl carnitine, Clupanodonyl carnitine",1282508.1748046875,1568286.4035644531,1336119.8891601562,1163869.4793701172,1387507.767944336,1261723.3449707031,1111369.9838867188,1258329.4942626953,1109793.9830322266
Hexacosanoyl carnitine,1631829.830657959,2064688.331604004,1616359.3477249146,1544224.7182312012,1700647.0773849487,1596793.2176513672,1471556.2792663574,1644882.7238464355,1557275.4136543274
"Linoelaidyl carnitine, O-linoleoylcarnitine, 9,12-Hexadecadienylcarnitine",7413245.498046875,8382387.8232421875,7600345.13671875,10872286.795898438,10477917.965820312,7686702.052734375,8969703.323242188,9278342.57421875,9158495.533203123
Lyso_C17 sphingosine-1-phosphocholine,72424.88525390625,60508.86395263672,65257.52606201172,72772.10366821289,56528.32470703125,64286.125915527344,62736.884338378906,69570.96362304688,56818.04412841797
Lyso_PC(10:0),38746.00286865234,38514.10272216797,45633.14303588867,46014.78372192383,43415.36352539063,50164.78329467773,58517.94384765625,44298.942810058594,40013.88302612305
Lyso_PC(11:0),56542.384033203125,53470.723571777344,52937.44354248047,62926.92388916016,52248.7239074707,57354.40368652344,58641.0241394043,56600.74487304688,52325.223205566406
Lyso_PC(12:0),81415.14685058594,76761.20614624023,79839.46560668945,86490.06756591797,77891.06628417969,82802.3056640625,83914.30688476562,82199.7260131836,79798.98529052734
Lyso_PC(13:0),47654.963439941406,41767.90272521973,42572.84313964844,48605.66372680664,39598.14318847656,45087.26304626465,43490.48283386231,44604.14239501953,41156.523193359375
Lyso_PC(14:0),209887.85876464844,182656.97198486328,191844.51220703125,206543.1798095703,175626.13134765625,192972.81317138672,189356.53399658203,197729.135131836,176837.8348388672
Lyso_PC(14:1),157900.31127929688,145659.6300048828,150578.2108154297,175907.4500732422,148306.47045898438,149763.3096923828,144316.1499633789,162123.4698486328,146485.59228515625
Lyso_PC(15:0),301378.4775695801,258286.6183166504,267411.9811706543,302481.65116882324,238674.79434204104,283048.4274291992,270463.05770874023,279614.7800292969,235872.07940673828
Lyso_PC(15:1),258522.4175415039,226735.401260376,238269.0937957764,278025.0953979492,216010.9710083008,243850.07711791992,232385.6562194824,262785.76123046875,220252.45364379883
Lyso_PC(16:0),244871.0226745605,220532.0155029297,251082.41595458984,235656.4969482422,189824.8768310547,246190.39721679688,233664.29318237305,252286.0380859375,213331.29345703125
Lyso_PC(16:1),223897.35287475583,211295.51513671875,230940.0400085449,228268.9345092773,177538.39709472656,225654.8150939941,212244.559753418,233312.0537109375,204208.833190918
Lyso_PC(16:1)_2,218162.4168395996,204568.57305908203,233947.9769897461,216502.6401977539,173068.13122558594,221255.89434814453,219323.45916748047,234034.0369567871,192514.8325805664
Lyso_PC(17:0),76762.30578613281,68611.34437561035,69696.04495239258,73495.2650756836,57730.06298828125,80433.16549682617,75562.06564331055,71569.82501220703,65401.86389160156
Lyso_PC(17:1),86046.84603881836,85520.20541381836,107340.52880859376,87438.50668334961,71970.24459838867,90756.4855041504,95877.38641357422,109611.7088470459,87964.52624511719
Lyso_PC(17:2),88660.86538696289,81512.38650512695,106169.92623901369,83589.74645996094,73713.68560791016,95207.92570495604,96600.92491149902,110421.72735595705,88341.24615478516
Lyso_PC(18:0),92926.66662597656,81885.96606445312,123135.208984375,92113.98797607422,78908.14556884766,103677.0669555664,96315.62600708008,111850.77011108398,90943.92803955078
Lyso_PC(18:1),83602.20474243164,83063.76602172852,118313.86895751952,90767.50674438477,72008.54544067383,90161.96640014648,93539.20742797852,115220.08807373048,91754.70697021484
Lyso_PC(18:2),81794.42599487305,78272.64535522461,111006.98776245116,85791.68524169922,74492.74594116211,91217.8265991211,91531.76568603516,99273.46600341795,84190.48696899414
Lyso_PC(18:3),77142.88470458984,67052.60549926758,93419.86630249023,82102.64483642578,65368.00473022461,80445.78482055664,80603.82637023926,96231.00759887695,81310.3656616211
Lyso_PC(18:4),56320.86422729492,57230.08352661133,56181.184074401855,60978.04431152344,55514.56439208984,58540.12380981445,58502.96405029297,71368.18505859375,58151.10464477539
Lyso_PC(19:0),134867.60888671875,135261.78979492188,142673.12939453125,188738.5334472656,150582.03295898438,133484.70825195312,138183.5087890625,195786.01416015625,164793.45166015625
Lyso_PC(19:1),146437.888671875,138339.42822265625,176165.7548828125,201466.83520507807,159394.01171875,150078.86938476562,154914.94995117188,214270.59326171875,172565.35229492188
Lyso_PC(19:2),145711.57080078125,146362.19018554688,177543.69067382812,198877.7126464844,173818.2119140625,160372.84912109375,169565.75170898438,227727.15478515625,181481.63256835932
Lyso_PC(19:3),143833.23071289062,145332.9501953125,178646.69360351562,201959.05517578125,159625.29174804688,158020.5927734375,163001.80981445312,223008.4951171875,176559.5927734375
Lyso_PC(20:0),73835.86605834961,71055.20474243164,86069.80685424805,234531.1572265625,115491.50827026369,82395.9262084961,84964.86636352539,274849.99981689453,129931.9308166504
Lyso_PC(20:1),121064.36865234376,117105.927734375,128553.9305419922,130229.2294921875,124876.1494140625,126719.36791992188,131116.98889160156,156825.49169921875,130094.96923828124
Lyso_PC(20:2),136069.55029296875,128051.58959960938,140827.11181640625,185696.41137695312,155302.6923828125,138021.30932617188,147486.41015625,207243.45434570312,161109.39233398438
Lyso_PC(20:3),133788.82958984375,128307.84814453124,138788.0498046875,177724.49291992188,148765.6494140625,133171.2294921875,142479.15063476562,199596.7556152344,164369.67163085938
Lyso_PC(20:4),130265.71044921876,126746.53002929688,137497.13061523438,173439.07202148438,149187.95068359375,136857.26977539062,144114.77075195312,192173.77270507807,158325.03173828125
Lyso_PC(20:5),130033.60791015624,128118.92919921876,137083.4091796875,172543.87182617188,153063.05126953125,135722.00903320312,141977.55053710938,190643.79345703125,157732.39086914062
Lyso_PC(21:0),2412238.256347656,2603843.2265625,3413266.3399658203,2281924.774780273,2545644.134765625,2573657.0100097656,2512541.463562012,2405274.606567383,2424112.570678711
Lyso_PC(21:4),2414262.1247558594,2505853.501953125,3358262.9720458984,2266365.541625977,2519705.8090820312,2503819.633544922,2403546.2154541016,2387775.853881836,2302360.34753418
Lyso_PC(22:0),469232.0037841797,476372.4255371094,572688.6302490234,407098.6994628906,391518.3835449219,493323.0513916016,440956.6330566406,445760.1088867188,431739.8707275391
Lyso_PC(22:1),484824.14709472656,458105.8370361328,563318.5280761719,404924.6215820313,389621.5490722656,500412.5672607422,431507.3562011719,445619.5061035156,418629.79833984375
Lyso_PC(22:2),836704.1334228516,824175.38671875,1084849.4591064453,697067.6116943359,753127.8942871094,856599.9892578125,794632.3871459961,736447.3392333984,738365.0688476562
Lyso_PC(22:4),2672709.381347656,2789486.448486328,3716215.769287109,2500477.935791016,2805521.6970214844,2748367.5837402344,2644568.932006836,2648642.7310791016,2621822.9510498047
Lyso_PC(22:5),2428149.642578125,2554759.552001953,3418769.010375977,2337554.686767578,2591846.838745117,2593784.667236328,2432384.5970458984,2471233.0961914062,2402441.877807617
Lyso_PC(22:6),2468775.3170166016,2612548.2978515625,3345885.7987060547,2270646.189086914,2596805.224853516,2577798.096435547,2476173.622619629,2413506.3951416016,2427370.449584961
Lyso_PC(24:0),1391959.7025756836,1346838.56640625,1308934.5665283203,1778532.7724609375,1650429.8873291016,1459335.205444336,1529910.3149414062,1504651.7569580078,1555294.5254516602
Lyso_PC(24:1),1403475.5137939453,1329922.650024414,1336721.3992919922,1773667.3100585938,1681234.227294922,1477258.824951172,1532249.724243164,1512395.4427490234,1579637.4693603516
Lyso_PC(2:0),47492.74334716797,47933.26284790039,41989.52276611328,33125.74237060547,37172.52221679688,45422.96325683594,38938.6220703125,34502.84246826172,37131.90278625488
Lyso_PC(3:0),1372757.2396850586,1168281.0025634766,1282095.8279418943,1604079.395477295,1136678.5831604004,1274452.0786743164,1169293.393371582,1445428.719329834,1173441.432876587
Lyso_PC(3:1),432221.3516235352,483601.95223999023,501616.63760375977,1010790.4476013184,596889.5185394287,391063.6278381348,518584.5443725586,898208.3551025391,636155.1287841797
