Lipid,Genotype_5xFAD__Brain_Region_diencephalon,Genotype_5xFAD__Brain_Region_diencephalon,Genotype_5xFAD__Brain_Region_diencephalon,Genotype_5xFAD__Brain_Region_diencephalon,Genotype_5xFAD__Brain_Region_diencephalon,Genotype__5xFAD___Brain_Region__cerebellum,Genotype__5xFAD___Brain_Region__cerebellum,Genotype__5xFAD___Brain_Region__cerebellum,Genotype__5xFAD___Brain_Region__cerebellum,Genotype__5xFAD___Brain_Region__cerebellum
TAG(56:2)_FA 16:0,40866.90254211426,37132.90263366699,35888.122497558594,30345.582008361816,29381.5223236084,26330.861602783203,28913.30166625977,33490.60238647461,37188.84310913086,35027.782081604004
TAG(56:2)_FA 16:1,34893.902603149414,38425.642578125,29339.68179321289,30169.06225585937,23356.1619720459,24431.02178955078,27557.941680908203,45265.3232421875,49406.72383117676,32053.22232055664
TAG(56:2)_FA 18:0,47757.743255615234,39465.84289550781,41982.843032836914,45762.36367034912,27694.861846923828,27002.362091064453,45832.32328796387,38712.72270202637,61921.20428466797,32951.10224151611
TAG(56:2)_FA 18:1,37228.80267333984,42628.12303161621,37421.36259460449,43919.36267089844,29119.342346191406,25895.961639404297,37018.0426940918,43814.403327941895,50798.34403991699,47250.42343139648
TAG(56:2)_FA 18:2,48109.563720703125,57638.123931884766,41608.52258300781,50238.52340698242,40433.94287109375,36326.62268066406,41420.58279418945,61951.82427978516,60849.80358886719,56958.3037109375
TAG(56:2)_FA 20:0,131017.48895263672,156975.13116455078,157597.21032714844,152568.5714111328,106628.52801513672,131703.1915283203,151746.06817626953,203494.7347412109,160054.47100830078,120720.18872070312
TAG(56:2)_FA 20:4,21464.481521606445,20383.40134429932,18755.9614944458,19442.8413772583,15752.861129760742,17861.241256713867,19640.84127807617,18033.02130889893,20255.30173110962,19082.601329803467
TAG(56:3)_FA 16:0,40261.42260742188,33735.50244140625,29628.44174194336,33090.96209716797,24955.82176208496,31293.122344970703,38272.08276367188,34006.96235656738,38070.86280822754,25126.98197937012
TAG(56:3)_FA 16:1,43825.642837524414,41332.6028137207,32224.642013549805,31832.80283355713,27900.64190673828,27792.32208251953,31770.54280090332,33127.18251037598,40293.223083496094,34400.46257019043
TAG(56:3)_FA 18:0,88457.5263671875,64850.94430541992,146552.7921142578,99349.64625549316,81137.08535766602,44893.72296142578,274369.62100219727,65220.04493713379,107329.84771728516,73172.30535888672
TAG(56:3)_FA 18:1,51353.0442199707,53949.22375488281,51747.12339782715,64652.82518005371,34851.6025390625,33098.82238769531,65185.06575012207,57755.82411193848,71210.564453125,47420.362869262695
TAG(56:3)_FA 18:2,41101.88305664063,50596.923400878906,45227.42303466797,47603.62390136719,32499.12210083008,30083.20231628418,44513.44342041016,54472.74380493164,63737.52391052246,55718.72459411621
TAG(56:3)_FA 20:0,50252.44369506836,63959.50424194336,63403.98452758789,62930.42434692383,38134.763122558594,46588.20327758789,88819.48513793945,102512.12716674805,94618.66590881348,70930.94500732422
TAG(56:3)_FA 20:4,38135.00302124024,40134.02267456055,30843.68197631836,33877.12275695801,32445.482360839844,26784.341918945312,29534.24234008789,31128.50212097168,38954.20277404785,36374.70251464844
TAG(56:4)_FA 16:0,38219.20262145996,34298.502502441406,45043.90281677246,40300.00311279297,29429.64225769043,24523.20184326172,66061.84422302246,29407.522384643555,42982.5431060791,28997.52185821533
TAG(56:4)_FA 16:1,43086.32269287109,35489.722900390625,28943.841819763184,31268.00205230713,24914.701614379883,30041.06201171875,35665.52233886719,30210.96217346192,38487.52265930176,26004.522247314453
TAG(56:4)_FA 18:0,628367.7818603516,406030.2066650391,1378337.8359375,637693.7178955078,694158.8675537109,236881.79718017572,2705391.914672852,275989.00213623047,704877.6713562012,459266.4302978516
TAG(56:4)_FA 18:1,74377.88562011719,70665.96469116211,126727.78854370116,96279.42585754396,80517.44631958008,45037.20297241211,254376.3789672852,66857.90466308594,95777.18682861328,74914.6251373291
TAG(56:4)_FA 18:2,48743.10368347168,52746.34394836426,48378.86328125,63411.84385681152,36191.40269470215,31786.5625,61012.764892578125,57094.64456176758,72595.80400085449,47359.9835357666
TAG(56:4)_FA 20:0,64337.40542602539,96455.66511535645,61308.3849029541,74755.90531921387,79772.62467956543,36436.68255615234,113988.16912841795,97425.72610473631,98991.00563049316,76022.66638183594
TAG(56:4)_FA 20:4,194385.79345703125,215364.6970214844,179530.251953125,187683.73388671875,168676.8729248047,149518.59130859375,172254.19140625,206057.99584960932,201349.474609375,223114.17504882807
TAG(56:5)_FA 16:0,52025.96391296387,47202.46388244629,57689.88485717773,47753.70374298096,36612.50268554688,33708.90249633789,124181.44909667967,40861.16284179688,62404.60362243652,46442.10330963135
TAG(56:5)_FA 16:1,41349.04299926758,34035.102111816406,44952.78326416016,38004.20217895508,30897.502059936523,25075.461868286133,70358.88450622559,29989.20216369629,45271.46354675293,28334.681854248047
TAG(56:5)_FA 18:0,136225.48922729492,98204.02703857422,198488.91482543945,125838.60932922363,131743.7477722168,74558.28604125977,510083.1562805176,85778.34631347656,149807.06930541992,111462.76705932616
TAG(56:5)_FA 18:1,458436.39318847656,433780.7119140625,1251290.316040039,613110.6281738281,602689.0863037109,212981.5162353516,2551038.7456054688,287463.5223388672,560417.0626831055,428104.7498779297
TAG(56:5)_FA 18:2,73895.16513061523,74076.26539611816,138117.70928955078,95364.98568725586,76618.78515625,43924.6435546875,255951.61700439453,68949.90403747559,101451.02717590332,73653.28616333008
TAG(56:5)_FA 20:0,26882.72193908692,27680.5418548584,23112.901695251465,23120.121673583984,18003.901123046875,22592.561714172363,25531.601860046387,30205.72164916992,29887.021911621094,25298.20181274414
TAG(56:5)_FA 20:4,131704.44897460938,140642.7716064453,144918.25079345703,197332.45446777344,99960.82843017578,83718.76525878906,173014.3524169922,170935.83135986328,214269.09747314453,129469.189453125
TAG(56:6)_FA 16:0,109485.2470703125,88467.1060180664,153177.80993652344,97814.78643798828,97901.12713623048,69588.86447143555,630807.814239502,86311.2657623291,133964.8097229004,115811.92785644533
TAG(56:6)_FA 16:1,51323.86343383789,48527.84375,58917.963775634766,49446.94338989258,41000.30300140381,32548.442474365234,126242.7293395996,42577.703125,59200.36376953125,44072.04370117188
TAG(56:6)_FA 18:0,91502.60546875,76164.18518066406,96373.3471069336,85638.74533081055,72619.62518310547,58140.06335449219,236124.9574584961,62453.36444091797,99687.4676513672,84356.42492675781
TAG(56:6)_FA 18:1,106341.08782958984,104810.9483642578,197127.9557800293,124279.22909545898,118347.78713989258,67976.5046081543,500764.3926696777,90356.7469177246,124602.40829467772,101747.9469909668
TAG(56:6)_FA 18:2,453224.7155761719,444875.609375,1251812.3895263672,624584.9886474609,597152.7025146484,209052.4938354492,2599582.2903442383,293245.28356933594,577874.5012817383,434397.510559082
TAG(56:6)_FA 20:0,26434.881912231445,25297.84189605713,20884.32159423828,21627.581268310547,20191.521423339844,19947.101402282715,24745.201599121094,23350.64176940918,25655.261741638184,23081.82154846192
TAG(56:6)_FA 20:4,227516.99963378903,282951.8210449219,299296.3992919922,363839.1268310547,197721.2540283203,191601.8555908203,352834.7268066406,417564.7702636719,484272.5238037109,306868.4052734375
TAG(56:7)_FA 16:0,70667.76443481445,64119.18453979492,60202.0041809082,59320.943267822266,46891.92343139648,40341.9026184082,108622.54696655272,63515.70501708984,82035.02575683594,52067.423400878906
TAG(56:7)_FA 16:1,111890.06817626952,88435.54608154297,158314.5509033203,104872.96768188477,90803.40704345705,68317.0446472168,618845.5997924805,84132.98573303223,127704.76834106444,115706.78814697266
TAG(56:7)_FA 18:0,115502.86880493164,65871.38467407227,62238.904296875,139741.04724121094,48044.72375488281,42187.96276855469,39172.02267456055,58449.30438232422,196267.45361328125,88919.76719665527
TAG(56:7)_FA 18:1,79174.8051147461,72739.34533691406,97093.50744628906,89334.26580810547,68099.82461547852,54239.32360839844,222761.9755249024,67293.48498535156,86672.0068359375,94326.6260986328
TAG(56:7)_FA 18:2,114852.34857177734,101421.5283203125,195880.37322998047,123308.3676147461,122345.7294921875,66625.96447753906,491680.490814209,92210.08670043944,130698.14807128906,109670.78833007812
TAG(56:7)_FA 20:0,27655.60189819336,32491.24221801757,26676.361892700195,27233.461799621586,25871.46174621582,21275.021461486816,22438.781707763672,26704.621826171875,33752.682273864746,30470.42244720459
TAG(56:7)_FA 20:4,92457.80743408205,149162.85321044922,148800.90939331055,182544.95611572263,86126.58486938477,86955.90588378906,251033.4574584961,278096.6986694336,302744.0994873047,185636.15048217773
TAG(56:8)_FA 16:0,53419.08392333984,52236.12405395508,43894.42269897461,43016.30331420898,38698.06298828125,49593.702545166016,48045.86282348633,55145.68341064453,52309.94342041016,41428.1032409668
TAG(56:8)_FA 16:1,69064.42498779297,63430.004943847656,59352.00393676758,61268.18533325195,45048.80314636231,42099.42321777344,108654.927734375,66271.78448486328,82525.22523498535,57712.0643157959
TAG(56:8)_FA 18:0,44251.68328857422,45878.76329040527,36072.56252288818,42033.94319152832,32159.96228027344,29155.48223876953,38104.70278930664,43856.98355102539,49506.66329956055,36991.00273132324
TAG(56:8)_FA 18:1,93400.90856933594,72002.42477416992,63246.76481628418,137499.0471496582,57554.144119262695,47490.623291015625,43996.04333496094,62506.18395996094,166822.63543701172,99391.88595581056
TAG(56:8)_FA 18:2,79732.86505126953,81222.306640625,87114.2260131836,91722.50598144533,72482.30548095703,56894.063903808594,231371.7361450196,65204.08508300781,89243.26580810547,85506.2658996582
TAG(56:8)_FA 20:0,36450.74285125733,34621.94250488281,29544.22241210937,30418.802276611328,22462.661682128903,25008.02195739746,25871.401916503903,35851.56251525879,34145.10221862793,30617.82208251953
TAG(56:8)_FA 20:4,99278.546875,161638.82904052734,107848.30883789062,155072.1676940918,110216.78713989258,62984.82473754883,213304.19653320312,216657.15606689453,248947.61529541016,146417.9291381836
TAG(58:0)_FA 16:0,48920.28353881836,47283.7834777832,35138.102600097656,32105.60244750977,34885.902603149414,31945.982299804688,31117.9423828125,48316.723236083984,44207.26361083984,37378.64269256592
TAG(58:0)_FA 16:1,77545.14488220215,63307.04438781738,61388.54551696777,57399.46449279785,50247.98338317871,51779.303619384766,50020.40284729004,70020.16561889648,72350.38484191895,49866.7234954834
TAG(58:0)_FA 18:0,105546.84605407716,103733.48748779295,71711.16467285156,102833.74835205078,71214.52656555176,92658.76637268066,70841.8240814209,121864.50820922852,132074.16802978516,100263.0253753662
TAG(58:0)_FA 18:1,41455.20314025879,31204.801971435547,27008.282318115234,24435.68194580078,28292.88158416748,22075.44163513184,22118.921752929688,26251.70196533203,28663.88201904297,34295.961601257324
TAG(58:0)_FA 18:2,24968.24201202393,21277.1615524292,19083.40151977539,19377.72124481201,14906.74104309082,20355.861434936523,19780.58123779297,20278.061401367188,19770.621559143063,24399.341796875
TAG(58:0)_FA 20:0,33657.302337646484,34321.72261047363,24890.581771850582,30133.362060546875,23578.001914978027,23447.521484375,26651.681762695312,29524.942337036133,34189.82238006592,31630.021865844727
TAG(58:0)_FA 20:4,48402.14259338379,30835.98265075684,27535.741287231445,38047.80218887329,28977.38215637207,23850.1416015625,19462.10138702393,24881.12168121338,43376.26235580444,40270.80279159546
TAG(58:1)_FA 16:0,27401.32196044922,26684.30212402344,22797.50164794922,24117.581802368164,19368.561378479004,19801.48129272461,20133.30160522461,30619.242156982426,33621.222396850586,20493.66159057617
TAG(58:1)_FA 16:1,50834.18322753906,47113.94334411621,36111.54281616211,34265.28260803223,36390.382400512695,34342.56278991699,31380.142211914062,47208.70309448242,42604.08326721192,42127.18325805664
TAG(58:1)_FA 18:0,35862.50215911865,34481.90274047852,30681.4423828125,32704.38259124756,23297.6817779541,24457.94155883789,25599.68196105957,43094.2629699707,52364.76413726807,29606.782318115234
TAG(58:1)_FA 18:1,104878.21017456056,104566.50677490234,87487.44776916504,104351.326461792,87620.56558227539,103398.5273590088,81341.1061706543,147086.67114257812,129265.8299407959,123998.54991149902
TAG(58:1)_FA 18:2,29403.421981811523,29836.52214050293,24842.02163696289,26251.64157867432,24663.941528320312,23773.94187927246,24616.981658935547,29755.14227294922,26152.68197631836,35673.84259033203
TAG(58:1)_FA 20:0,29527.942512512207,28742.02196502685,25687.081665039062,30273.16186523437,17361.101181030273,21505.16177368164,25578.201599121094,30262.68167114257,31380.30165863037,28333.661987304688
TAG(58:1)_FA 20:4,21525.30155944824,22277.68167114257,16081.841270446776,21146.42153930664,16418.801055908203,21028.12142944336,20846.40143585205,20357.98164367676,22226.601669311523,20379.18148803711
TAG(58:10)_FA 16:0,27069.241821289062,24729.64167022705,24864.101776123047,22525.4216003418,22167.06145477295,18831.88130950928,32152.18199157715,21745.261489868164,25660.101669311523,21365.00134277344
TAG(58:10)_FA 16:1,30458.54217529297,25628.421646118164,21353.421417236328,22599.06164550781,20288.34152984619,23343.40171813965,28227.50204467773,23988.581497192383,22162.301475524902,21876.10157775879
TAG(58:10)_FA 18:0,51646.08376312256,32242.862030029297,32585.14232635498,40607.90299987793,31095.362396240234,25105.16145324707,20739.14143371582,24586.10148620605,42428.66381072998,36167.52242279053
TAG(58:10)_FA 18:1,29849.58206176757,27574.84149169922,23857.041763305664,26551.1618347168,22445.44164276123,23973.021926879883,26455.121856689453,25898.12174224853,31044.22200012207,29129.942237854004
TAG(58:10)_FA 18:2,51040.68371582031,46935.26345825195,38984.60290527344,41527.74331665039,40041.22290039063,54203.64404296875,41421.40286254883,56251.524017333984,48709.92314147949,47841.74311828613
TAG(58:10)_FA 20:0,23861.86155700684,23976.10179138184,16913.22113800049,20790.241256713867,17101.7013130188,19398.96166229248,22119.68130493164,23189.641567230225,24108.721618652344,27222.742095947266
TAG(58:10)_FA 20:4,37614.802490234375,37802.52263641357,35566.6229095459,39480.442443847656,27586.381881713867,29658.76229095459,42596.16288757324,34487.16223144531,42846.42260742188,36991.282859802246
TAG(58:2)_FA 16:0,26007.341796875,27679.281677246094,24974.221725463867,20823.161415100098,21552.2416305542,20839.521453857426,22248.721603393555,26172.64193725586,23287.94164276123,21366.48149871826
TAG(58:2)_FA 16:1,29640.66200256348,28523.622161865234,25873.42196655273,26952.8217163086,17906.061233520508,20286.16160583496,21383.76154327393,32458.20260620117,31755.922645568848,24473.62180328369
TAG(58:2)_FA 18:0,42431.54327392578,34984.76266479492,29471.961990356445,35414.08253479004,27346.921546936035,24437.72158813477,26851.20191192627,34971.20274353027,38869.74331665039,34904.12208557129
TAG(58:2)_FA 18:1,30553.60196685791,40366.2029876709,29702.60186767578,32761.32238006592,24913.941429138184,26136.48200988769,29724.06214904785,43802.04260253906,47814.90342712402,40468.50254058838
TAG(58:2)_FA 18:2,117374.40753173828,105794.88764953612,79159.72521972656,98969.84729003906,89224.8059387207,104127.58889770508,88175.6284790039,132202.00979614258,131999.79000854492,125871.82704162598
TAG(58:2)_FA 20:0,27083.502151489258,28372.002029418945,24461.561882019043,33983.06297302246,18200.60134887696,21993.341674804688,27152.902305603027,28888.281616210938,37454.44249725342,25314.62184906006
TAG(58:2)_FA 20:4,52809.32379150391,53118.084228515625,48537.30303955078,45435.72299194336,38170.30258178711,44092.26300048828,46896.06365966797,48846.283447265625,53676.104064941406,42501.86294555664
TAG(58:3)_FA 16:0,32794.26239013672,32549.582763671875,24828.70147705078,23071.60191345215,26206.82140350341,35685.0821685791,26271.462188720703,29069.1817779541,25904.72165679932,27450.342109680176
TAG(58:3)_FA 16:1,26238.921646118164,27164.381927490234,27828.70178222656,20764.48145294189,18294.66152191162,20495.141311645508,23754.28155517578,24103.8818359375,24767.8217086792,21101.60171508789
TAG(58:3)_FA 18:0,37403.14299011231,29754.38200378418,24210.84178161621,27092.70234680176,20477.12142944336,24451.82164001465,28302.062202453613,24255.441482543945,33475.042541503906,22264.041870117188
TAG(58:3)_FA 18:1,47544.86306762695,37565.78283691406,32231.482421875,37952.34258270264,30346.962493896484,26517.40196228028,29104.762130737305,31877.22235107422,43515.80314636231,46285.26361846924
TAG(58:3)_FA 18:2,36753.84266662598,38086.52252960205,29124.36213684082,29656.40243530273,25083.86191558838,25380.54179382324,28705.4620513916,45616.34356689453,48310.643463134766,40699.82273101807
