Lipid,Genotype_5xFAD__Brain_Region_diencephalon,Genotype_5xFAD__Brain_Region_diencephalon,Genotype_5xFAD__Brain_Region_diencephalon,Genotype_5xFAD__Brain_Region_diencephalon,Genotype_5xFAD__Brain_Region_diencephalon,Genotype__5xFAD___Brain_Region__cerebellum,Genotype__5xFAD___Brain_Region__cerebellum,Genotype__5xFAD___Brain_Region__cerebellum,Genotype__5xFAD___Brain_Region__cerebellum,Genotype__5xFAD___Brain_Region__cerebellum
Lyso_PE(14:1),105536.00775146484,118369.70628356934,107662.76614379884,172430.7720336914,160771.87063598633,76413.66491699219,129481.44927978516,114945.54776000977,119637.89099121094,100315.06495666504
Lyso_PE(15:0),617717.1797485352,526438.2031555176,527711.8004455566,703773.7184143066,522110.0151367188,456959.5312194824,427876.7232513428,486251.75422668457,688492.4040527344,629314.9755401611
Lyso_PE(15:1),205500.1538238525,229199.08056640625,213566.3357849121,357230.98919677734,331794.5370025635,145409.79092407227,246865.09548950195,229802.3373260498,218317.0517578125,179972.17320251465
Lyso_PE(16:0),1416.6400985717771,1546.6601104736328,1859.2401275634768,650429.1730041504,638849.5684661865,1506.1200981140137,1464.3400955200195,2413.8801307678223,658741.6114501953,777494.8527526855
Lyso_PE(16:1),1566.9000930786133,1451.3201026916504,11271.040828704834,25793.80209350586,26755.5817565918,1444.8600959777832,1519.700096130371,13485.360820770264,24473.36166381836,25011.54166412353
Lyso_PE(17:0),64244.62521362305,56286.38366699219,39003.52229309082,69547.7847366333,38046.06300354004,45740.50302124024,40418.00282287598,26272.041877746586,65720.76510620117,43942.26295471192
Lyso_PE(17:1),52272.782958984375,45958.3627319336,15430.620975494385,29923.501861572266,29558.881912231445,37845.54318237305,38700.102600097656,7709.800525665283,29517.88215637207,26436.281982421875
Lyso_PE(17:2),29718.50227355957,31434.182174682617,2052.7201499938965,25840.14178466797,26671.26177978516,19917.88153839112,25572.642013549805,1449.260097503662,26170.34205627441,28562.222076416016
Lyso_PE(18:0),53686.18426513672,75823.18524169922,86411.20693969727,30993.92236328125,28960.28219604492,43599.70327758789,73440.18518066406,48091.863372802734,31256.942657470703,30830.66236877441
Lyso_PE(18:1),43852.60314941406,48161.62380981445,47098.34313964844,25025.941696166992,21152.701538085938,32304.18252563477,46245.48327636719,30014.30192565918,22899.401557922363,24301.74178314209
Lyso_PE(18:2),54103.94470214844,52230.68453979492,45779.20330047608,27350.00204467773,26098.10145568848,39610.52281188965,44070.10292053223,41015.38348388672,29857.261993408203,32802.0426940918
Lyso_PE(18:3),47031.46322631836,45012.22296142578,57930.7038269043,19605.1813659668,35611.66250610352,38985.44259643555,39686.52282714844,30993.122283935547,20712.301467895508,630635.526260376
Lyso_PE(18:4),128090.62939453124,98033.46752929688,906425.1446533204,39787.3427734375,602193.0234375,130497.98791503906,87590.98681640625,47646.68365478516,113600.64776611328,23387747.104492188
Lyso_PE(19:0),41758.44305419922,37557.74258422852,59140.383697509766,2011.36015701294,35685.502532958984,32638.6025390625,36080.06256103516,31262.64222717285,9018.200611114502,832296.9360809326
Lyso_PE(19:1),42099.18292236328,37023.80255126953,34621.6025390625,10067.180702209473,22721.621643066406,30047.882232666016,37390.22265625,32892.88214111328,15635.641242980955,27347.96228027344
Lyso_PE(20:0),56676.36437988281,72334.98526000977,72348.46502685547,10044.720603942871,14516.7010307312,44762.562927246094,75812.76611328125,49080.04412841797,4900.200382232666,25299.60173034668
Lyso_PE(20:1),87888.18643188477,75840.74475097656,76290.18534851074,9709.240646362305,102841.56937789916,172299.97518920898,134553.36911010742,81137.28546142578,4352.680335998535,65364.94428253174
Lyso_PE(20:2),199915.0139160156,158854.3501586914,142654.4518737793,9621.46063232422,46797.823303222656,497813.8829345703,318945.0990600586,195583.09620666504,4073.6602478027344,34685.04236602783
Lyso_PE(20:3),58643.78448486328,66663.16436767578,76152.30529785156,11335.120777130129,25672.50190734864,43103.06295776367,59261.72497558594,48466.9033203125,4420.220294952393,23053.101638793945
Lyso_PE(20:4),166624.3916015625,160818.25146484375,154505.83203125,28448.94201660156,100823.28747558594,139743.82934570312,153432.23095703125,214684.17236328125,5683.580379486084,109232.56677246094
Lyso_PE(20:5),100140.28698730467,92793.72668457033,82084.78588867188,2396.1001930236816,19592.641204833984,88404.50671386719,89564.74597167969,103115.2081298828,1853.3801307678225,19617.9813079834
Lyso_PE(21:0),52511.422943115234,52807.68316650391,49131.38366699219,36085.822509765625,24186.34181213379,63802.24407958984,48138.98374938965,49230.18395996094,33164.922134399414,19359.12112045288
Lyso_PE(22:0),55420.723541259766,59060.70489501953,60889.924713134766,33859.60255432129,26058.88168334961,41784.18307495117,53565.64370727539,44471.48300170898,33614.08255004883,22947.84168243408
Lyso_PE(22:1),43473.24329376221,39563.542724609375,36656.322021484375,27493.78196716309,21160.68140411377,31979.58206176757,38788.56283569336,31403.34242248535,26229.521659851074,23706.12205505371
Lyso_PE(22:2),47164.04260253906,46691.20379638672,44336.6630859375,33446.66258239746,23660.78175354004,39166.3024597168,45004.52346801758,40715.98291015625,31089.92248535156,22371.72185516357
Lyso_PE(22:4),48286.223693847656,51242.663330078125,64830.804107666016,28847.641830444336,26748.642082214355,39084.862548828125,51413.48333740234,40798.08288574219,34205.90241241455,26155.061248779297
Lyso_PE(22:5),76678.00546264648,102956.5069885254,165144.38926696777,41833.2829284668,39782.46273803711,56901.76361083984,132278.2305908203,60386.42401123047,42371.982681274414,35357.463150024414
Lyso_PE(22:6),54272.12365722656,62714.52420043945,79405.80432128906,29199.04200744629,25887.921997070312,39414.1826171875,71531.96566772461,42222.24278259277,25962.40167236328,24246.961589813232
Lyso_PE(24:0),61467.58392333984,55758.0442199707,54227.50402832031,31880.922393798828,30823.28192138672,40287.96292114258,51136.68316650391,44390.723205566406,33286.88265991211,33916.60220336914
Lyso_PE(24:1),78817.02758789062,65741.52450561523,67648.76443481445,51970.44297790527,41786.92260742188,59035.4838256836,62077.983795166016,57530.58448791504,54091.64326477051,44398.22296142578
Lyso_PE(24:6),55933.96307373047,54174.80383300781,54664.34355163574,48281.62347412109,35387.72232055664,38327.22302246094,50562.64358520508,43156.54330444336,46110.922706604,36347.462547302246
Lyso_PG(12:0),88633.44665527344,91333.70635986328,94379.62756347656,66569.78405761719,85568.40612792969,89846.005859375,90728.04650878906,76993.54541015625,76258.36529541016,88601.4262084961
Lyso_PG(13:0) | PG (12:0),191408.03393554688,173015.53125,162633.25048828125,127838.8096923828,97829.70739746094,129272.22985839844,168513.91259765625,133670.90893554688,113980.4483642578,134745.46997070312
Lyso_PG(13:0) | PG (12:0)_2,200283.1540527344,171086.57202148438,172401.47143554688,123895.0078125,96657.30615234376,129438.009765625,178829.01220703125,131866.26879882812,114178.18798828124,138098.85083007812
Lyso_PG(14:0),83810.86535644531,82770.1655883789,86055.20629882812,73720.32473754883,70940.22479248047,74254.22467041016,66800.16485595703,69197.30419921875,88819.6457824707,85616.10662841797
Lyso_PG(14:1) | PG (14:1),1001464.9516601562,973650.1733398438,1029810.3491210938,1638956.1640625,972025.8393554688,785858.2177734375,541280.8959960938,772189.138671875,1506798.5249023438,1073101.7250976562
Lyso_PG(14:1) | PG (14:1)_2,1003712.3994140624,986889.6982421876,1015799.1655273438,1685621.35546875,973077.5546875,792871.2290039062,526656.2783203125,767393.3168945312,1499677.3178710938,1066858.6904296875
Lyso_PG(15:0) | PGo (16:0),81173.56512451172,81375.80686569214,71136.7241821289,68926.52471923828,75758.04574584961,109158.2274169922,81551.18493652344,67663.72518920898,68442.86421203613,73797.40560913086
Lyso_PG(15:0) | PGo (16:0)_2,79794.18621826172,74489.48546600342,72586.60479736328,65219.02471923828,76687.06607055664,108337.42834472656,72016.7458229065,66652.46394348145,69958.84521484375,76980.58581542969
Lyso_PG(15:1),104495.48736572266,98163.46893310548,116405.18719482422,79086.44580078125,76531.78625488281,112364.28802490234,103240.4285888672,94399.40460205078,97930.10552978516,100915.98760986328
Lyso_PG(16:0),1491.400104522705,1458.3001022338867,1478.9800987243652,171428.27297973633,144265.13159179688,1476.220100402832,1511.4401016235352,1487.7801055908203,190710.55322265625,187060.71551513672
Lyso_PG(16:1) | PG (16:1),1614.8601036071775,1543.5601196289062,1457.880100250244,54183.8239440918,56875.80374145508,1501.0600967407229,1482.2400932312012,1545.260097503662,58599.92401123047,70007.10418701172
Lyso_PG(16:1) | PG (16:1)_2,1512.6601181030271,1467.7400970458984,1576.0401153564453,55060.944244384766,60572.36444091797,1533.8401107788086,1581.6601104736328,1546.1401138305664,63407.12405395508,70454.14532470703
Lyso_PG(17:0) | PG (16:0) | PGo (18:0),1273750.8940429688,1236864.5703125,1347791.0725097656,1890456.380859375,1015220.5144042968,934522.984375,584354.435546875,926173.0041503906,1556151.6020507812,1073548.8894042969
Lyso_PG(17:0) | PG (16:0) | PGo (18:0)_2,1217808.0576171875,1187438.6079101562,1257901.6840820312,1947871.5419921875,1058646.8022460938,840137.6618652344,529053.7294921875,867163.2639160156,1652547.23046875,1124635.0844726562
Lyso_PG(17:0) | PG (16:0) | PGo (18:0)_3,1126447.8291015625,1081303.516357422,1121559.63671875,2059305.0490722656,1097944.6635742188,794622.998046875,500531.0729980469,791511.0148925781,1746391.5920410156,1186809.7436523438
Lyso_PG(17:1) | PGp (18:0),62785.564697265625,63434.14459228516,77488.3851928711,44122.382553100586,50778.3837890625,40613.60314941406,57077.723724365234,46882.22296142578,75233.64547729492,79247.64505004883
Lyso_PG(17:1) | PGp (18:0)_2,63624.24465942383,66983.54461669922,76294.5855102539,46387.54333496094,48502.86334228516,41953.70281982422,55933.66455078125,47995.402923583984,75901.76504516602,86703.5659790039
Lyso_PG(17:2),85549.90576171875,81072.22622680664,69841.88537597656,61331.344329833984,56367.98394775391,49452.18353271485,68895.92492675781,61711.60479736328,66891.2650756836,75651.64617919922
Lyso_PG(18:0) | PG (18:0),652207.8676147461,434343.7258300781,534681.6274414062,211451.1383056641,162887.29248046875,963624.8338012696,571519.407043457,998299.6575927734,395651.24841308594,223644.53442382807
Lyso_PG(18:0) | PG (18:0)_2,636056.0252685547,442428.6075439453,539312.3450317383,210011.31713867188,170690.38940429688,972521.5720825196,567666.005859375,970445.7316894532,395736.8428955078,228872.93286132807
Lyso_PG(18:1) | PG (18:1),68445.10482788086,68149.84460449219,58264.5241394043,42397.12292480469,43105.663146972656,48021.36361694336,55546.48388671875,50390.62341308594,53267.00378417969,57432.84329223633
Lyso_PG(18:1) | PG (18:1)_2,68721.2240600586,69439.84497070312,59982.06433105469,44153.12322998047,47224.10339355469,48769.063415527344,58092.46484375,49702.003326416016,51724.9241027832,58534.82409667969
Lyso_PG(18:2) | PG (18:2),63619.64385986328,55339.56362915039,51623.563537597656,30109.90217590332,40889.60299682617,51599.18362426758,57407.98455810547,43559.54315185547,39340.28271484375,47537.10284423828
Lyso_PG(18:2) | PG (18:2)_2,69550.84503173828,60767.884033203125,52010.00346374512,30889.62190246582,38448.022369384766,49794.02355957031,55135.523986816406,39425.782623291016,39686.12268066406,47837.403564453125
Lyso_PG(18:3) | PG (18:3),133609.9481201172,128052.1278076172,117964.0693359375,81030.24542236328,77895.00448608398,106756.7882080078,106870.3271484375,114003.40936279295,91087.06716918944,100456.42672729492
Lyso_PG(18:3) | PG (18:3)_2,133041.33123779297,120309.20782470705,118924.87033081056,78761.90515136719,80666.20474243164,96034.8856201172,104317.98825073242,107662.4462890625,86723.36682128906,103017.5668334961
Lyso_PG(18:4),72284.22543334961,65931.36386108398,80600.10614013672,42022.7428894043,51469.00341796875,56096.76373291016,65212.84448242188,62384.36544799805,49654.12322998047,174362.79260253906
Lyso_PG(19:0),108059.70697021484,110797.60711669922,122283.82989501952,5680.980415344238,1743.9601135253906,112813.84869384766,88240.36608886719,108852.66900634766,7578.180591583252,1496.860107421875
Lyso_PG(19:1),65129.24453735352,85627.30712890625,64191.144287109375,1501.4801063537598,2117.9601249694824,47349.46340942383,57767.38430786133,59946.46487426758,1471.220100402832,1693.200107574463
Lyso_PG(20:0),83921.70629882812,76892.60479736328,79126.90521240234,49642.72366333008,58681.46393203735,59278.34423828125,67833.32440185547,66394.34454345703,57505.1439819336,59631.86423873901
Lyso_PG(20:1) | PG (20:1),186668.37353515625,205996.45629882807,175235.15234375,123581.16931152344,121059.36793136597,185503.85229492188,196921.25439453125,183124.39428710932,133498.3887939453,124218.08980941772
Lyso_PG(20:1) | PG (20:1)_2,181329.553100586,206085.6154785156,181783.69262695312,131498.34936523438,121767.40879440308,187745.33276367188,189612.07373046875,189274.81201171875,137888.45092773438,121087.00860977171
Lyso_PG(20:2) | PG (20:2),251033.76165771484,187083.8726196289,198479.8549194336,120691.60653686523,514399.9313392639,240705.9771118164,183546.7528381348,176597.39389038086,101175.9282836914,158364.3914527893
Lyso_PG(20:2) | PG (20:2)_2,235590.97631835932,184173.3126220703,196787.53359985352,119170.2678527832,501887.3933105469,239636.1786499024,185327.2699584961,178072.7731628418,105171.92741394044,155551.30838012695
Lyso_PG(20:3) | PG (20:3),61809.30368041992,62805.8239440918,61542.36395263672,32990.382247924805,31819.72254562378,46925.66317749024,56418.90411376953,47527.043395996094,43009.36299133301,37714.86256027222
Lyso_PG(20:3) | PG (20:3)_2,59898.04443359375,67224.90475463867,63052.36437988281,32102.28219604492,32068.96195602417,48473.04391479492,56484.003326416016,51407.32415771485,41739.36322021485,38512.242961883545
Lyso_PG(20:4) | PG (20:4),56572.74417114258,56602.04379272461,55253.26409912109,26133.881942749023,20793.60140609741,41831.763092041016,46034.82400512695,43288.06301879883,34530.76208496094,24966.221740722656
Lyso_PG(20:4) | PG (20:4)_2,55229.52404785156,58313.76467895508,52442.56378173828,27061.00187683105,21604.52149963379,41418.62301635742,49828.68328857422,44380.00296020508,31546.76222229004,25858.20176315308
Lyso_PG(20:5) | PG (20:5),107147.8487548828,104231.6671142578,102666.60693359376,43626.96313858032,21553.321533203125,87661.26611328125,93299.6864013672,87087.14611816406,53252.8237953186,18484.74133300781
Lyso_PG(20:5) | PG (20:5)_2,107943.14697265624,108893.34924316406,103052.2666015625,47068.86347579956,22859.1216506958,79279.96588134766,94927.96716308594,84972.46643066406,51972.80401992798,18534.06114578247
Lyso_PG(21:0),67462.68438720703,80681.42651367188,86781.44641113281,53096.68344116211,59380.36343383789,59670.00411987305,69381.48477172852,67264.46476745605,61262.1640625,61799.223724365234
Lyso_PG(22:0) | PG (22:0),174422.05139160156,186232.0714111328,200660.7120361328,93556.50659179688,139047.10864257812,245808.49822998047,175841.2091064453,181643.05004882807,108837.88732910156,113843.86853027344
Lyso_PG(22:0) | PG (22:0)_2,195903.2711791992,200491.2740478516,229813.31579589844,89512.14685058594,143580.90936279297,299735.8608398437,201345.47314453125,217374.3406982422,108657.02764892578,117852.60919189452
Lyso_PG(22:1) | PG (22:1),57510.583740234375,60761.76416015625,52796.903381347656,38111.46295166016,40726.02299499512,40773.44268798828,50134.44384765625,42618.34262084961,43165.36296081543,47668.92338562012
Lyso_PG(22:1) | PG (22:1)_2,52508.423583984375,58003.20373535156,52459.463134765625,39663.702865600586,40283.18322753906,42584.983642578125,46158.40390014648,46588.663665771484,42760.60325622559,50023.72326660156
Lyso_PG(22:2),68514.08544921875,74536.76571655273,86595.36538696289,49350.98414611816,56548.72462463379,60435.80392456055,62044.94409179688,78172.88453674316,53586.0435333252,61370.52389526367
Lyso_PG(22:4) | PG (22:4),89282.0864868164,82293.28723144531,90915.1664428711,57048.383880615234,59844.503662109375,74052.26599121094,81905.60632324219,83728.44494628906,71426.80532836914,78666.42565917969
Lyso_PG(22:4) | PG (22:4)_2,87385.28674316406,82263.34548950195,93212.36694335938,59984.424072265625,67518.84497070312,70033.96551513672,80879.56582641602,75982.48583984375,69049.94454956055,78148.74584960938
Lyso_PG(22:6) | PG (22:6),85420.30590820312,93254.52612304688,88719.5669555664,55859.36459350586,95152.18572998048,62915.68469238281,77542.28540039062,74554.80529785156,68730.70532226562,81255.20520019531
Lyso_PG(22:6) | PG (22:6)_2,85895.42626953125,94988.38659667967,87159.36645507812,57397.68371582031,95742.32580566406,60534.44415283203,77599.98516845703,72408.5456237793,67699.96557617188,84375.5062866211
Lyso_PI(12:0) | PI (12:0),76939.12553405762,76564.96597290039,69342.94470214844,61663.42398071289,61283.28550720215,71548.58477783203,79706.44577026367,67937.68493652344,67739.52377319336,61630.80322265625
Lyso_PI(12:0) | PI (12:0)_2,73088.72598266602,70692.3056640625,65925.9454498291,61138.28436279297,61040.7841796875,70659.92568969727,73683.28536987305,71695.88525390625,69980.82470703125,63992.32495117188
Lyso_PI(12:0) | PI (12:0)_3,73707.20544433594,75370.08514404297,65899.04483032227,63404.96401977539,58621.60322570801,71486.62503051758,73936.62545776367,69798.84512329102,69552.76554870605,58001.94413757324
Lyso_PI(13:0),98647.04693603516,91295.36724853516,90015.52612304688,75100.20513916016,88541.12646484375,116219.48864746094,121563.18920898438,98220.82678222656,71262.90509033203,79406.70520019531
Lyso_PI(14:0) | PI (14:0),87470.92645263672,86219.54473876953,76078.92526245117,68887.80520629883,69777.52505493164,80269.96612548828,86106.4267578125,80563.72436523438,79248.44470214844,68248.48446655273
Lyso_PI(14:0) | PI (14:0)_2,85652.42483520508,92826.0671081543,73988.2854309082,67893.1647644043,74024.78521728516,77404.00573730469,83585.72540283203,85662.72647094727,80768.46560668945,67742.80604553223
Lyso_PI(14:1),600025.3173828125,604615.9389648438,471085.9305419922,574559.7939453125,548475.0125732422,492905.5151367188,462032.9493408203,546428.8160400391,593898.8458251953,453928.28259277344
Lyso_PI(15:0) | PIo (16:0),469203.79387283325,387951.9675636292,494828.383392334,480695.3606262207,593799.6798706055,564576.1209793091,422371.09925460815,562403.4044876099,523059.9155578613,470045.072845459
Lyso_PI(15:0) | PIo (16:0)_2,438018.318813324,32079.262489318848,458154.5355949402,498758.9188842773,558285.804107666,564512.1929969788,4734.740337371826,555324.547618866,533344.8758850098,464390.9094848633
Lyso_PI(15:1) | PIp (16:0),82317.78646850586,78579.66567230225,75771.54620361328,58129.22286987305,62802.22502136231,67377.20484924316,71621.02481079102,89534.94537353516,69033.58589172363,72077.68557739258
Lyso_PI(15:1) | PIp (16:0)_2,86207.90716552734,78760.70631408691,78593.08541870117,61738.10415649414,61123.14366149902,73891.20491027832,71514.36463928223,90217.4255065918,74750.5260925293,79128.12576293945
Lyso_PI(16:0) | PI (16:0),1759.0200996398926,1562.160099029541,1738.140121459961,81080.62524414062,87324.20520019531,1527.3001022338867,1670.1001167297363,1615.9601020812988,96092.28634643556,88828.78671264648
Lyso_PI(16:0) | PI (16:0)_2,1511.9601135253906,1607.58012008667,1558.7001190185547,76981.98495483398,81338.96606445312,1488.2601013183594,1617.7401237487793,1543.8601112365725,93003.98657226562,85581.92584228516
Lyso_PI(16:1) | PI (16:1),1631.5801124572754,1532.440113067627,1613.0201263427734,133495.728515625,126213.0689086914,1493.8201026916504,1551.360107421875,1495.920093536377,158491.15286254883,133583.4295349121
Lyso_PI(16:1) | PI (16:1)_2,1521.7801094055176,1520.3400993347168,1580.6601219177246,127767.3504638672,121746.44830322266,1479.9601020812988,1533.60009765625,1613.8201141357422,152827.6737060547,133576.58923339844
Lyso_PI(17:0),497566.0837402344,568422.4061279297,455615.4296875,392759.3411254883,411871.9519042969,392852.9119873047,423640.9487304688,503176.41717529297,398554.1893920898,307145.1143798828
Lyso_PI(17:1) | PIp (18:0),67394.66438293457,87934.38578796387,66915.88409423828,48280.143615722656,50934.70422363281,52347.70462036133,65386.50523376465,61339.12471008301,61824.24424743652,53001.283752441406
Lyso_PI(17:1) | PIp (18:0)_2,69022.56457519531,89619.24571228027,64803.14532470703,46030.983627319336,45513.60333251953,52208.30383300781,66959.46566772461,59933.60433959961,65727.0844116211,55461.56468200684
Lyso_PI(17:1) | PIp (18:0)_3,67947.44439697266,91083.62768554688,61192.1643371582,47441.96319580078,51593.9441986084,49741.40414428711,61349.38439941406,55866.94366455078,61857.84465026856,59144.92370605469
Lyso_PI(17:2),103239.16619873048,99003.14834594728,89453.2467956543,89129.80767822266,81697.72631835938,73574.08474731445,94209.42654418944,81939.94567871094,91189.22567749023,91960.7066040039
Lyso_PI(18:0) | PI (18:0),101917.30682373048,109480.76763916016,95942.2066040039,65880.28506088257,1517.5201034545898,79190.18518066406,103337.12634277344,135226.6275024414,81393.42435455322,1695.4601135253906
Lyso_PI(18:0) | PI (18:0)_2,102312.24703979492,107730.2465209961,99381.64721679688,58343.02503204346,1508.320110321045,83925.7661743164,107355.76623535156,131907.92938232422,72758.38538742065,1489.260097503662
Lyso_PI(18:1) | PI (18:1),109452.07019042967,107379.50701904295,93371.36730957033,61951.38436889648,2264.380172729492,76160.14535522461,111757.82876586914,98335.96685791016,73354.82473754883,2444.100212097168
Lyso_PI(18:1) | PI (18:1)_2,105354.14776611328,105590.98712158205,91703.0262451172,65469.68510437012,2118.980121612549,72141.82443237305,111600.7489013672,98978.8471069336,66598.14413452148,3166.040271759033
Lyso_PI(18:2) | PI (18:2),328401.9050292969,247656.0782470703,303526.24307250977,301223.24269104004,151814.59050369263,149668.54858398438,128020.87036132812,180037.15363311768,314281.6018218994,234522.87727737427
Lyso_PI(18:2) | PI (18:2)_2,326417.9494934082,253555.7018432617,301701.44357299805,298075.6281738281,85186.56508255005,149745.21069335938,132682.68923950195,174039.2713317871,312813.79817199707,169663.3657836914
Lyso_PI(18:3) | PI (18:3),10354794.567565918,7085729.344970703,9609994.51916504,10714701.921875,6500267.43334198,3834955.607788086,2725131.880004883,4437843.0965271,10656942.586486816,8679905.184753418
Lyso_PI(18:3) | PI (18:3)_2,10262036.209655762,7198681.598144531,9584171.07055664,10543160.662719728,6396502.955978394,3930294.12121582,2749517.9498291016,4529918.005340576,10675264.685180664,8648756.55594635
Lyso_PI(18:4) | PI (18:4),86044.3452758789,76614.42538452148,71942.90496826172,46503.28314208984,45056.682861328125,68908.92468261719,76902.90512084961,72776.52423095703,48817.48341369629,55700.38426208496
Lyso_PI(18:4) | PI (18:4)_2,88559.62622070312,77143.50494384766,70299.40512084961,46205.28378295898,47282.24377441406,67838.08477783203,72985.0853881836,71582.64477539062,48895.14289855957,53559.124420166016
Lyso_PI(19:0),461735.2925415039,415200.81396484375,508891.3748168945,65860.94410705566,271321.9202270508,529254.7145385742,484439.8168334961,413745.2269897461,125100.61126708984,438352.7853088379
Lyso_PI(19:1),350639.90368652344,297073.3190917969,303842.62072753906,8962.640602111816,131386.72912597656,171724.43200683594,157603.5704345703,205387.09448242188,8626.620601654053,144426.42932128906
Lyso_PI(20:0) | PI (20:0),253053.80401611328,141072.65104675293,188774.0357971192,168783.97492980957,85530.56680297852,61579.3039855957,79255.18534851074,72635.96560668945,189781.7537536621,80585.72679138184
Lyso_PI(20:0) | PI (20:0)_2,263066.99642944336,146506.9499053955,184841.5696105957,170623.4105834961,80644.18676757812,61042.98391723633,79000.14590454102,74005.36441040039,187632.29229736328,83022.92585754395
Lyso_PI(20:1),176146.74963378906,156870.68896484375,161336.5916748047,117200.20910644533,140069.48876953125,165078.49047851562,175328.35302734375,149493.8104248047,119667.44873046876,135956.27124023438
Lyso_PI(20:2) | PI (20:2),624519.9059448242,415594.3294372559,558446.7062072754,289222.30207824707,967741.2130737304,1003061.4029541016,942263.7373657228,672845.5310821533,248946.3592224121,501401.5224761963
Lyso_PI(20:2) | PI (20:2)_2,632751.5485229492,405783.5829467773,562216.9637756348,291387.0392303467,990985.2069702148,1007710.8746337892,945370.1643676758,679754.2737121582,249093.8759155273,509448.3409729004
Lyso_PI(20:3) | PI (20:3),82353.7261352539,80191.44625854492,81469.96594238281,42316.12278747559,51043.54405212402,71380.48556518555,109065.06716918944,78296.54550170898,48116.5837097168,58360.84338378906
Lyso_PI(20:3) | PI (20:3)_2,82648.6069946289,79009.70642089844,80781.76602172852,44455.60302734375,53697.18376159668,66447.80508422852,108928.9676513672,79232.84661865234,48873.56314086914,59421.383728027344
Lyso_PI(20:4) | PI (20:4),109345.7868347168,78491.30410766602,83974.8459777832,51200.02291870117,64871.58436584473,74845.50500488281,124237.82723999023,79367.46630859375,43223.42284393311,68561.72511291504
Lyso_PI(20:4) | PI (20:4)_2,99683.26568603516,80574.26483154297,81018.30532836914,49758.76428222656,69885.12426757812,72096.44534301758,124659.04876708984,76568.8053894043,43757.00346374512,64750.363998413086
Lyso_PI(20:5) | PI (20:5),87742.2868347168,85007.96630859375,80919.64575195312,42559.002670288086,57552.704010009766,91448.02639770508,84247.44598388672,100297.40631103516,51292.763092041016,67474.04556274414
Lyso_PI(20:5) | PI (20:5)_2,83053.38552856445,82914.58563232422,78297.12490844727,41649.302642822266,56075.12380981445,90679.0873413086,84855.4857788086,102349.10690307616,53015.58332824707,65923.54495239258
Lyso_PI(21:0),103664.86688232422,131981.98962402344,105857.2650756836,92895.8677368164,86174.8645324707,84067.546875,87720.9663696289,95151.248046875,104170.94622802734,87422.86624145508
Lyso_PI(22:0) | PI (22:0),178951.93353271484,170888.25244140625,158728.85040283203,100345.48626708984,120222.6275024414,206093.8515625,136723.00854492188,157687.591796875,101894.08666992188,109381.94738769533
Lyso_PI(22:0) | PI (22:0)_2,169891.4732055664,172821.91650390625,164004.85180664062,99717.88772583008,122041.69012451172,204358.2969360352,140389.76947021484,162375.03314208984,99719.22708129884,107903.88751220705
Lyso_PI(22:1) | PI (22:1),65848.00494384766,67557.1845703125,64898.84518432617,46073.46319580078,54619.04379272461,72899.08612060547,55840.32385253906,59668.404052734375,48246.743255615234,57225.78430175781
Lyso_PI(22:1) | PI (22:1)_2,59489.94451904297,66063.3044128418,57087.96380615234,42193.86318969727,51865.60433959961,72859.7847290039,53866.50378417969,58015.44400024414,44562.3427734375,51698.723693847656
Lyso_PI(22:2) | PI (22:2),63853.86378479004,59312.24496459961,50794.96334075928,43983.76333618164,41550.76284790039,52567.44366455078,61767.42385864258,61551.36492919922,51271.18376922608,47449.22351074219
Lyso_PI(22:2) | PI (22:2)_2,64205.7447052002,59025.86387634277,50291.14358520508,47725.0828704834,40043.00245666504,54188.56330871582,57124.38357543945,58959.60395812988,53914.123191833496,50490.88342285156
Lyso_PI(22:4) | PI (22:4),97513.80755615234,76704.10546875,80077.2857055664,71022.74530029297,74106.30514526367,73600.02499389648,103006.76626586914,74778.62466430664,59230.54405212402,66780.70523071289
Lyso_PI(22:4) | PI (22:4)_2,96919.48614501952,79103.84579467773,79048.26657104492,76856.26454162598,72703.64541625977,73409.66497802734,105546.9481201172,85225.04528808594,59971.30480957031,64615.66500854492
Lyso_PI(22:6) | PI (22:6),115070.26837158205,110633.36917114258,113814.06787109376,69498.18405151367,71705.32556152344,75545.02505493164,88791.8857421875,87440.16510009766,80266.18502807617,119871.6668701172
Lyso_PI(22:6) | PI (22:6)_2,116981.24786376952,111898.06866455078,111104.3485107422,72770.78509521484,72113.3256225586,75985.60598754883,90237.08618164062,100554.4679260254,81945.04669189453,110091.80856323242
Lyso_PS(12:0) | PS (12:0),36443.84262084961,82118.20629882812,40310.62251281738,61720.96380615234,62146.384338378906,15442.441108703611,34404.902114868164,26479.14196395874,73219.42547607422,77032.76495361328
Lyso_PS(12:0) | PS (12:0)_2,36320.58236312866,84129.70581054688,35063.502868652344,61292.6640625,64556.26495361328,16327.38123703003,35306.34232711792,26400.38193511963,68938.8851928711,70448.845703125
Lyso_PS(13:0) | PS (12:0),61883.10429763794,142710.05029296875,61211.18438720703,109791.9072265625,98686.10693359376,21207.0814819336,58036.60424804688,24735.54165649414,99603.64685058594,103346.74633789062
Lyso_PS(13:0) | PS (12:0)_2,68848.54497528076,154302.91149902344,67027.92465209961,115428.44885253906,102833.94714355467,21339.561714172363,64569.084400177,29634.36228942871,108921.32800292967,102911.18737792967
