Lipid,Genotype_5xFAD__Brain_Region_cortex,Genotype_5xFAD__Brain_Region_cortex,Genotype_5xFAD__Brain_Region_cortex,Genotype_5xFAD__Brain_Region_cortex,Genotype__WT___Brain_Region__cortex,Genotype__WT___Brain_Region__cortex,Genotype__WT___Brain_Region__cortex
PG (36:8),292627.7795410156,193368.9156494141,387173.6243286133,277586.1055297852,386411.1553955078,297908.6530761719,344737.4437866211
PG (38:0) | PGp (40:6),167925.13342285156,124772.2085571289,198558.65600585932,141366.56799316406,190174.7135620117,169809.42895507812,170645.83209228516
PG (38:1),105921.36688232422,90607.34552001952,106595.76861572266,87448.78564453125,121216.64819335938,109294.20849609376,98048.48657226562
PG (38:2),143769.7691040039,135439.39141845703,174621.65255737305,98696.74505615234,145187.01055908203,147819.08984375,139263.43008422852
PG (38:3),79688.54602050781,70741.84423828125,67800.78381347656,58550.32345581055,80991.42547607422,79192.40533447266,72152.52508544922
PG (38:4),126488.54956054688,90277.52606201172,90394.20678710938,92182.96667480467,136480.009765625,119284.06762695312,99562.02746582033
PG (38:5),80117.82525634766,63794.76446533203,72651.28466796875,68546.22485351562,73184.16552734375,75128.88568115234,69885.64471435547
PG (38:6),93351.48645019533,65490.14456176758,93411.40649414062,67631.82458496094,72126.76470947266,79418.06610107422,78120.3251953125
PG (38:7),229901.9549560547,161570.07202148438,350485.86111450195,182212.89190673828,235200.4008178711,222099.0767211914,259120.6607666016
PG (38:8),75823.2456665039,69245.04504394531,70308.88424682617,64020.744689941406,68125.20458984375,72014.1049194336,70646.2240600586
PG (38:9),95750.58721923828,78785.52627563477,112607.68743896484,75827.7045288086,91124.20709228516,100291.76586914062,98773.00704956056
PG (40:0) | PGp (42:6),359981.8244628906,318848.2037353516,273436.478515625,273960.65966796875,386680.98541259766,375699.0263671875,301134.34674072266
PG (40:0) | PGp (42:6)_2,327849.5430908203,292347.3389892578,255408.5947265625,264658.8729248047,328446.0856323242,351540.8924560547,273542.41900634766
PG (40:1),67263.86441040039,50071.84387207031,63952.144958496094,47450.92346191406,60631.38446044922,59966.364318847656,56693.104064941406
PG (40:10),384750.243347168,132398.00854492188,845022.247467041,280562.9995727539,347433.8899536133,317825.1064453125,599872.6474609375
PG (40:2),235470.77667236328,115554.06912231444,335838.4853210449,147535.951171875,152889.55078125,185994.95513916016,283149.9178466797
PG (40:3),76191.64556884766,65587.74530029297,61867.403869628906,60491.684020996094,67243.22509765625,69096.68505859375,63756.14483642578
PG (40:4),125203.9090576172,73237.7451171875,72138.82513427734,84477.04565429688,131304.76879882812,111929.42785644533,89779.00659179688
PG (40:5),189214.6733398437,98597.66650390624,96212.92736816406,116205.888671875,214803.2353515625,155818.65063476562,134482.56872558594
PG (40:6),1134166.7529296875,439533.611328125,377455.3442382813,608337.8232421875,1454527.33203125,905678.443359375,705732.9873046875
PG (40:7),109157.82763671876,76022.64544677734,83356.36633300781,77835.32458496094,95819.58770751952,97777.5267944336,87491.78662109375
PG (40:8),74316.80572509766,64786.14407348633,75138.02499389648,58737.784423828125,70589.02517700195,76690.04595947266,71536.7844543457
PG (40:9),81593.3857421875,62658.38494873047,107797.2470703125,67421.0844116211,73295.86639404297,78606.86535644531,84672.28698730469
PG (42:0),189561.2371826172,67832.3440246582,130338.26936340332,146706.37237548828,191951.00843811035,118242.12942504884,170693.11334228516
PG (42:1),54910.44375610352,48594.683349609375,56337.74450683594,54736.624084472656,50540.44409179688,54373.26290893555,56178.68392944336
PG (42:10),68879.08529663086,53123.06378173828,52832.76388549805,55560.32455444336,60959.76477050781,63663.584869384766,55439.14297485352
PG (42:11),216991.89895629883,187432.17050170896,160206.6521911621,169173.9524230957,211025.7693786621,205345.1366882324,192983.8348693848
PG (42:2),62108.04452514648,46965.04309082031,59099.223205566406,54113.34405517578,61565.16424560547,62189.46389770508,65301.14498901367
PG (42:3),220453.49542236328,102580.22747802734,184676.6134033203,162115.51239013672,244389.21502685547,191108.21502685547,255126.0132446289
PG (42:4),55963.2038269043,39670.80233764648,67969.06617736816,42449.64309692383,46201.92303466797,49291.34387207031,60225.58432006836
PG (42:5),59732.40423583984,39687.96212768555,51533.30358886719,44770.422912597656,44851.36322021485,52950.54333496094,49600.5637512207
PG (42:6),105658.9676513672,78566.76510620117,109208.22689819336,80434.82650756836,111978.44787597656,96676.70874023438,86121.02471923828
PG (42:7),64392.66424560547,45759.76330566406,52550.04370117188,48609.30310058594,55914.76446533203,52699.023986816406,54640.36395263672
PG (42:8),81313.66589355469,58426.36376953125,76391.74569702148,64025.48516845703,63201.343505859375,67711.52502441406,68634.38497924805
PG (42:9),112536.04901123048,107231.66885375977,108513.7671508789,102591.74752807616,98093.30688476562,111742.00793457033,117689.04864501952
PG (44:0),37497.34252929688,29381.022003173828,35008.48229980469,31383.36227416992,32861.7825012207,32521.52227783203,33691.542541503906
PG (44:1),39869.24317932129,31131.60206604004,33978.18241119385,31751.201873779297,29842.182052612305,34037.30229187012,32411.2022895813
PG (44:10),75019.96502685547,51835.90432739258,51927.18307495117,43259.36364746094,75505.92578125,67778.64581298828,57772.48425292969
PG (44:12),70893.74499511719,43432.78308105469,42709.36306762695,46312.2431640625,80839.92565917969,61501.40411376953,50526.483642578125
PG (44:2),42002.942794799805,36351.96240234375,35662.54256820679,32748.462493896484,37004.942321777344,39444.44257354736,38754.9227104187
PG (44:3),41804.96261978149,33163.26206970215,34672.08222579956,30187.46196746826,32100.20236968994,35796.282653808594,35820.062576293945
PG (44:4),42994.66302490234,31155.66227722168,37252.70248413086,33523.26232910156,36113.30276489258,35939.44256591797,36859.12268066406
PG (44:5),44946.94287109375,33023.262268066406,35485.38265991211,31194.802139282227,34946.762603759766,35725.982360839844,36506.70275878906
PG (44:6),45148.56329345703,33732.92266845703,35773.90287780762,33014.842376708984,35425.34240722656,38206.00277709961,35387.64245605469
PG (44:7),44898.802978515625,34147.74264526367,38421.24291992188,33340.382263183594,39800.88275146485,41860.48272705078,37747.86277770996
PG (44:8),46435.10307312012,32788.08201599121,39977.22344970703,37485.54287719727,38250.26290893555,40996.06311035156,42299.7428894043
PGo (20:0),114376.78848266602,99179.10736083984,9004.700626373291,1752.1801261901855,107032.38772583008,112998.56848144533,2096.8401527404785
PGo (28:0),50857.20318603516,44760.9430847168,42382.58331298828,49329.743713378906,45792.54333496094,47109.96301269531,43562.302978515625
PGo (30:0),123809.14752197266,79108.62628173828,144128.23057556152,107639.56756591795,124834.84765625,118421.48690795898,129981.07046508788
PGo (30:1),65055.28451538086,57333.80349731445,63989.965423583984,62933.76449584961,54072.783752441406,63302.0439453125,66229.48439025879
PGo (32:0),59870.904205322266,48537.143615722656,51577.30422973633,47509.843505859375,49651.88299560547,53017.70394897461,47567.54370117188
PGo (32:1),43894.94357299805,38342.92288208008,41316.342849731445,35941.222747802734,38855.72317504883,40278.74264526367,40180.48254394531
PGo (34:0),167314.27221679688,113057.68807983398,140704.85055541992,103531.3472290039,111612.10733032228,129640.26983642578,129005.35140991212
PGo (34:2),63146.04479980469,57613.323486328125,54465.34353637695,55877.66387939453,58538.74411010742,60914.184509277344,58075.86437988281
PGo (34:3),60478.383850097656,46906.86361694336,48718.64352416992,50387.72393798828,51776.42431640625,55654.40444946289,46732.243255615234
PGo (34:4),61385.48443603516,51455.54376220703,45702.04336547852,47100.96328735352,49149.02374267578,51076.18356323242,50440.663665771484
PGo (36:0),67894.82437133789,56470.32360839844,65157.86471557617,57598.74435424805,62443.60369873047,64263.56329345703,59897.08505249024
PGo (36:1),230704.6149291992,150245.22924804688,307595.0781860352,218115.9921875,285783.7366333008,224637.09796142572,266618.97576904297
PGo (36:2),67103.50463867188,55921.52383422852,56361.88485717773,54165.26373291016,53417.90362548828,62212.984130859375,58624.18405151367
PGo (36:4),62151.44415283203,49680.02340698242,51396.08380126953,52823.943908691406,52028.80285644531,60861.964111328125,55364.96389770508
PGo (36:5),59320.704345703125,46413.14306640625,52142.02368164063,48857.323822021484,49421.10395812988,54335.72375488281,51333.34359741211
PGo (38:0),155034.89208984375,120346.66806030272,239445.99801635745,123637.14877319336,143249.34857177734,152169.31298828125,173180.0138244629
PGo (38:1),69299.40502929688,70490.60546875,69651.22485351562,64217.26419067383,66932.4848022461,65572.30456542969,65872.94485473633
PGo (38:2),81405.80499267578,71116.94439697266,96534.12768554688,66282.70516967773,77546.48443603516,84578.00561523438,82885.78546142578
PGo (38:3),102999.38684082033,77985.62548828125,106422.64846801758,71745.64501953125,102217.14749145508,94767.34692382812,87379.40594482422
PGo (38:4),83205.18591308594,75568.14498901367,68758.68542480469,68570.02490234375,66897.48486328125,80640.86560058594,71416.92556762695
PGo (38:6),62539.08416748047,52358.62384033203,60699.52423095703,60136.244049072266,54999.484130859375,63028.8639831543,60036.14419555664
PGo (40:0),102478.54705810548,71142.16455078125,85162.96621704102,72680.26531982422,100427.04815673828,93013.34545898438,84274.74530029297
PGo (40:1),71901.48519897461,64559.40512084961,77493.76443481445,62264.8447265625,76822.50582885742,73884.94479370117,70736.5443725586
PGo (40:2),69324.22463989258,60411.30471801758,87120.08511352539,54822.10385131836,61305.5849609375,67165.044921875,65676.56460571289
PGo (40:4),61135.78384399414,53703.48419189453,55063.84414672852,53548.64385986328,53854.50396728516,53457.72344970703,49574.54382324219
PGo (40:5),63562.32467651367,50655.46398925781,57307.144134521484,51800.1237487793,49527.46350097656,55823.5442199707,56264.34368896485
PGo (40:6),125998.02877807616,104974.52770996094,129591.58856201172,103898.68588256836,106125.02682495116,115162.54913330078,119155.5092163086
PGo (40:9),269319.83880615234,101213.80633544922,612374.8541870117,217792.73303222656,247498.19506835932,232130.27764892572,444719.8696899414
PGo (42:0),55096.283447265625,43748.38275146485,45940.32308959961,44321.06332397461,50446.10366821289,51210.94323730469,48612.52342224121
PGo (42:1),62784.88461303711,47595.622955322266,60541.04409790039,48821.02349853516,52096.18359375,56030.16375732422,53552.804290771484
PGo (42:2),96294.626953125,95882.7466430664,93256.12655639648,81612.76623535156,81075.36456298828,93059.50799560548,90816.74588012695
PGo (42:4),145619.43072509766,112220.50759887695,117360.78512573242,115833.44854736328,137700.07131958008,125004.08850097656,133589.42797851562
PGo (42:6),88599.08703613281,70965.72583007812,76203.62435913086,73886.56579589844,78712.88482666016,85612.80584716797,85340.52587890625
PGp (16:0),122069.18914794922,101734.8468017578,102588.56823730467,79185.10583496094,95155.78619384766,101443.34777832033,91221.5474243164
PGp (20:0),58984.74429321289,47526.68353271485,1536.0001068115234,2121.320156097412,50748.52404785156,55009.34324645996,1516.7800979614258
PGp (28:0),52739.06344604492,51070.86331176758,54693.92346191406,58634.88412475586,53166.40361022949,53483.80380249024,56327.744384765625
PGp (30:1),78239.08456420898,56960.34420776367,87349.36724853516,71705.98443603516,78523.48532104492,74333.00527954102,84479.60583496094
PGp (34:4),56967.36407470703,47266.22341918945,62098.10424804688,47672.54370117188,50230.42370605469,49507.12350463867,49620.62377929688
PGp (36:5),105093.00598144533,91574.78665161131,85710.74560546875,81570.76574707031,99507.02731323242,99188.92712402344,86896.5054321289
PGp (38:6),176993.6121826172,136844.36950683594,124424.86944580078,126596.38885498048,171103.37353515625,179790.9522705078,133670.15032958984
PGp (42:2),58250.90368652344,46171.34356689453,52098.22317504883,46996.38366699219,54688.58361816406,50129.403381347656,51375.883697509766
PGp (42:4),50016.62373352051,37711.06271362305,45208.54302978516,38542.30252075195,40814.92303466797,41654.24267578125,43746.80310058594
PI (14:1),70079.9447593689,550871.9754638672,619566.3386230469,593264.8675537109,87930.18745422363,591114.2644042969,403640.1101951599
PI (20:1),80597.72583007812,156028.97131347656,135442.548828125,153404.39111328125,51636.04315185547,212258.8922119141,126028.8702392578
PI (24:0),24730.18170166016,76735.80584716797,131636.69116210938,82418.20629882812,24467.20165252685,86344.14608764648,54428.62454223633
PI (26:0),30201.982330322266,76965.00576782227,136643.06964111328,71160.0844116211,28669.461959838867,81403.72564697266,66312.02551269531
PI (26:1),107050.32697677612,173937.8916015625,175526.85180664062,164137.63232421875,83967.46563720703,170603.53125,152212.65161132812
PI (28:0),33278.442321777344,145623.56951904297,210847.853515625,99512.1669921875,35015.34257507324,132350.24908447266,120998.14569091795
PI (28:1),23009.56155776977,81748.34619140625,103639.18815612792,62457.46334838867,24566.401596069336,77621.08575439453,59733.48333740234
PI (28:2),14813.681037902832,44569.30319213867,49293.24336242676,39313.843338012695,13028.300888061523,47503.14274597168,33366.50263214111
PI (30:0),180620.233127594,503670.7768554688,600745.9233398438,371013.24755859375,153856.65075683594,453233.1123046875,483270.1123046875
PI (30:1),58668.24398803711,259149.7164306641,331844.76916503906,163220.0106201172,62417.544036865234,225333.3770751953,223326.7996826172
PI (30:2),27674.90180587769,117826.70809936523,113952.34664916992,77401.26596069336,26180.82194519043,107158.80743408205,88728.66516113281
PI (30:3),13624.020961761476,46468.0036315918,44443.52345275879,36983.30267333984,15421.001209259031,49826.68344116211,37546.80274963379
PI (30:4),14883.041118621826,56594.64394378662,55272.86380004883,51849.923263549805,16516.641235351562,65357.46495056152,37512.02251434326
PI (32:0),280792.08029556274,841673.4555664062,1022960.29296875,603373.828125,226664.05493164065,733344.2294921875,776586.3583984375
PI (32:1),177726.95261001587,633433.8061523438,731231.4521484375,363487.1440429688,158019.0926513672,518059.5971679688,551380.0859375
PI (32:2),204110.29377365112,401856.6674804688,412517.8911132813,316571.44384765625,168559.77099609375,385358.2055664063,369250.265625
PI (32:3),14850.261013031006,57898.944580078125,55555.143814086914,49103.28366088867,19844.92123413086,62074.70454406738,41283.76281738281
PI (32:4),14999.861114501951,81539.48597717285,74745.18518829346,79951.76582336426,25519.94155883789,83605.10633850098,58125.183586120605
PI (32:5),14830.341152191162,73261.28625488281,76148.80502319336,62165.52488708496,26611.42183303833,76573.52513122559,54305.78366088867
PI (34:0),280374.07820510864,512041.5361328125,623987.62890625,460397.4150390625,232600.81591796875,498886.8403320313,498755.498046875
PI (34:1),122307.40782928468,579147.099609375,889017.3286132812,458133.41259765625,137670.65002441406,504785.4711914063,499667.3879394531
PI (34:2),133015.08963012695,400424.6218261719,430897.6337890625,266769.8801269531,114742.7876586914,379800.2087402344,325588.2214355469
PI (34:3),21821.04155731201,100206.666015625,94210.12837219238,59920.004959106445,34141.82288360596,102268.74661254884,64454.92425537109
PI (34:4),14754.461009979248,53800.28352355957,47874.983642578125,44414.5233001709,16654.061199188232,52410.48387145996,42308.583236694336
PI (34:5),16785.881183624268,101869.68836975098,85700.88670349121,84554.58624267578,31439.92170715332,107101.6082458496,66850.80519104004
PI (34:6),15238.121044158936,64135.80404663086,65852.24499511719,52569.844177246094,18714.88136291504,64948.94467163086,51973.54399108887
PI (36:0),129973.48913192748,220398.25512695312,220439.41796875,190911.8935546875,107766.46856689452,217847.33715820312,194182.8740234375
PI (36:1),35326.082458496094,148002.29064941406,231554.33306884769,117868.54809570312,55202.26419067383,143476.388671875,98630.2667541504
PI (36:2),54751.10397720337,247324.9776611328,347221.26403808594,173390.69091796875,74638.88568115234,247442.3795166016,141449.169921875
PI (36:3),29765.22229385376,191855.3726196289,210705.37322998047,111121.72708129884,41156.443351745605,202457.45281982425,96264.20678710938
PI (36:4),27570.30178451538,293733.8406982422,444851.0302734375,311892.96185302734,49908.4637298584,395044.025390625,208838.13186645508
PI (36:5),17634.961238861084,62628.24432373047,62136.48394775391,53828.84327697754,16733.221225738525,70304.56506347656,38657.74298095703
PI (36:6),29084.102226257324,65124.34454345703,65790.98452758789,55169.60394287109,22048.6414642334,65759.9838256836,43805.8829498291
PI (36:7),26753.34200286865,90283.00506591795,89188.02719116211,66670.36419677734,28712.38201904297,88219.08685302734,62992.68392944336
PI (36:8),31120.18238067627,131175.66989135742,199022.7706298828,113184.8489074707,41357.282791137695,117885.36883544922,97295.78729248048
PI (38:0) | PIp (40:6),22504.46148300171,68647.0845336914,69395.68508911133,55955.42413330078,28102.72184753418,62716.284088134766,50495.86276245117
PI (38:0) | PIp (40:6)_2,20489.42149353028,70591.28549194336,65556.38473510742,55738.78399658203,31030.381942749023,66164.56442260742,46128.84358215332
PI (38:1),18118.301147460938,61934.20388793945,57930.88377380371,47118.68362426758,17341.581089019775,57676.76406860352,40257.12301635742
PI (38:2),14486.080951690674,62454.84420776367,68698.42471313477,51706.22393798828,22272.68154144287,68446.14489746094,42224.622955322266
PI (38:3),17836.481163024902,138112.22882080078,216682.29400634769,166701.99444580078,35302.64250946045,176123.87170410156,112467.3087310791
PI (38:4),46381.72327804565,1011579.4360351562,1806871.6315917969,1462645.5623779297,145686.7495727539,1457961.3286132812,877265.9484710693
PI (38:5),23604.98152923584,236406.95666503903,337966.02447509766,326711.46282958984,59704.60357666016,358466.3269042969,193154.3924560547
PI (38:6),29075.501956939697,109593.56811523438,145562.5099182129,111479.76681518556,42183.76315307617,131915.46899414062,80040.12524414062
PI (38:7),21339.801528930664,112569.38653564452,326400.118057251,141646.7091369629,35107.50262069702,141311.92840576172,93209.78649902344
PI (38:8),22890.121536254883,70115.16436767578,83928.76547241211,59271.78369140625,28192.961990356445,69466.90509033203,47236.30364990234
PI (38:9),21094.00144958496,61301.80465698242,60564.72351074219,46377.602600097656,27357.341987609863,60089.66397094727,42822.58346557617
PI (40:0),20942.041400909424,215499.7189025879,219492.8318786621,202969.8313293457,129526.97062683104,234002.0965881348,127687.32843017578
PI (40:1),15756.601119995115,62246.86457824707,51379.3846282959,37174.88285827637,22981.662071228027,54353.603271484375,37035.943016052246
PI (40:10),13915.401054382324,70333.64590454102,131758.37153625488,71694.42498779297,52954.96369934082,101256.16595458984,61198.58460998535
PI (40:2),13505.20086669922,85186.2060546875,66264.96572875977,47470.24327087402,27549.96199798584,64669.52416992188,40559.40326309204
PI (40:3),20482.52130889893,45775.84368896485,44942.92306518555,39732.98281860352,20366.941482543945,45589.18276977539,33122.60251617432
PI (40:4),12934.420948028564,49107.66371154785,53345.7233581543,43950.302978515625,26251.68170928955,49793.68347930908,31935.482414245605
PI (40:5),16669.021228790283,66822.82516479492,76468.50581359863,59723.94482421875,29581.10182189941,71178.06491088867,44385.10305786133
PI (40:6),29873.121921539307,111063.46746826172,145851.39001464844,131605.98852539062,87737.78637695312,132795.1298828125,83133.74520874023
PI (40:7),19793.781406402588,77506.4651184082,80837.00570678711,73256.00454711914,31155.921813964844,80106.32571411133,57271.22450256348
PI (40:8),23108.16169738769,73756.8247680664,66106.26455688477,110702.82968139648,49289.664138793945,67220.62490844727,62285.20376586914
PI (40:9),14623.161144256592,41983.82302856445,48874.84365844727,38300.92251586914,17913.96111679077,50833.723541259766,30015.36199951172
PI (42:0),18191.221115112305,56448.36389160156,53007.48338317871,49657.343185424805,33623.562534332275,56106.70397949219,41834.98313522339
PI (42:1),11830.200839996338,37362.28298950195,33680.982330322266,25892.56182861328,17095.241249084473,33121.442626953125,25710.80213546753
PI (42:10),12626.100860595703,36200.1428527832,34145.74252319336,30601.30229187012,17799.101188659668,41704.38307189941,25198.98171615601
PI (42:11),13659.180992126465,94236.50704956056,85985.90643310547,79724.98648834229,50260.88283538818,91147.44702148438,54807.3645401001
PI (42:3),10368.720790863035,54715.34394836426,44621.58310699463,50916.48315429688,29287.261825561523,64803.62341308594,36961.8030090332
PI (42:4),11964.560802459717,26707.581909179688,24800.46157836914,25020.861907958984,15510.541244506836,30805.26206970215,21618.481590271
PI (42:5),12486.94091796875,39584.16297912598,34270.34267425537,39480.26341247559,22736.98176574707,44853.94305419922,21930.78168106079
PI (42:6),12792.84088897705,35595.28234863281,30045.0220413208,33742.30252075195,18729.50122833252,37119.50224304199,23599.70151901245
PI (42:7),19138.18145370484,51888.70361328125,46508.96405029297,37508.602783203125,22219.561805725098,47967.10333251953,35015.38245391846
PI (42:8),18294.16131591797,59798.96406555176,65668.88427734375,47037.6428527832,25991.44184112549,64762.144134521484,40897.82302856445
PI (42:9),13346.440795898438,36646.08236694336,30268.16205596924,28321.24200439453,14966.601036071776,33767.042221069336,21186.921684265137
PI (44:0),9258.200595855713,26372.342208862305,22798.181610107426,21238.3412475586,8761.900539398193,27396.601524353027,17078.801307678223
PI (44:1),10683.180770874023,24027.18169784546,22601.02156829834,19631.56131362915,8594.260581970215,26089.80181121826,17043.801094055176
PI (44:10),12718.080924987791,31737.502197265625,27943.822288513184,28134.12188720703,14838.88109588623,33607.94234466553,23444.681686401367
PI (44:12),10934.180839538574,27050.122177124023,25636.62171936035,25176.40173339844,15762.521102905272,30819.602310180664,19210.14149856568
PI (44:2),11631.240810394287,27673.00214767456,23120.94166564941,26834.441619873047,14225.680961608889,29048.982093811035,19281.18166732788
PI (44:3),9674.280647277832,24116.362014770508,20934.48164367676,21331.621589660645,10647.100883483889,27453.12210845948,16085.140937805176
PI (44:4),11492.960803985596,22336.081428527832,23844.021682739258,22428.06172180176,10223.600784301758,24855.421844482426,17457.021255493164
PI (44:5),9656.740676879885,29989.78203964233,29901.522304534912,30283.602088928223,12032.980735778809,32700.64236450196,21863.501636505127
PI (44:6),10226.640632629396,25174.341735839844,23330.72148132324,24281.38166809082,12843.060806274414,32069.042137146,18472.62120437622
PI (44:7),13651.901039123535,28979.38182067871,28671.18212890625,29417.00213623047,14643.94108581543,30736.58187866211,22385.241695404053
PI (44:8),12394.920852661133,29227.42213439941,30605.902557373047,24973.82165527344,14454.361122131348,30393.36245727539,21514.00165176392
PIo (18:0),46297.08313751221,478177.20080566406,461767.1098632813,426157.5498046875,79314.18662261963,485351.3542480469,281529.0758972168
PIo (20:5),57895.7643737793,384257.86474609375,121210.80973815918,223341.63497924805,44738.12270736694,356510.6868286133,229484.2958374024
PIo (28:0),22299.461601257324,106768.4072265625,103278.46841430664,84228.58609008789,24810.58164215088,98067.38592529295,81527.52633666992
PIo (30:0),42928.062980651855,188883.1322631836,220077.1527099609,132663.5694580078,45991.98321533203,182487.912475586,168185.53106689453
PIo (30:1),24886.0216255188,136728.3286743164,135717.1098022461,108174.10678100586,33145.8024520874,131547.4503173828,110111.287109375
PIo (32:0),75295.58486938477,348892.86572265625,382844.8039550781,231093.9938964844,86580.68585205078,312403.4190673828,302180.6170654297
"PIo (32:1), PIp (32:0)",42283.603103637695,213272.57739257807,234460.11700439453,127653.1083984375,49879.9635925293,182850.0760498047,180042.8521118164
PIo (34:0),47725.18358230591,236596.8565673828,298182.825378418,169586.3721923828,62143.52424621582,221349.71813964844,231221.43823242188
"PIo (34:1), PIp (34:0)",50115.78333663941,327430.33984375,433920.8494873047,205587.05572509769,76891.48416137695,288568.4802246094,270966.6605834961
"PIo (34:3), PIp (34:2)",15548.100986480713,53911.804107666016,47897.44367980957,51302.00392150879,27927.721771240234,58866.08407592773,37652.48301696777
"PIo (34:4), PIp (34:3)",15238.180992126465,49850.583435058594,40362.86276245117,44056.8828125,14798.941093444824,50123.96369934082,31135.24269104004
PIo (36:0),27263.742042541504,90643.70770263672,87584.10559082031,66483.6450805664,34972.26298522949,81272.74478149414,53682.083740234375
"PIo (36:1), PIp (36:0)",31075.682132720947,122314.08892822266,187914.32986450195,98271.26770019533,38751.88243103027,119552.56707763672,82638.66598510742
"PIo (36:2), PIp (36:1)",23739.481590271,82793.08544921875,87450.64584350586,57751.90432739258,26119.82182312012,78308.60635375977,63312.98394775391
"PIo (36:3), PIp (36:2)",13970.180976867676,62231.44430541992,54357.20323944092,50647.12310791016,22173.38156890869,65075.0442199707,45324.76257324219
"PIo (36:4), PIp (36:3)",12331.40083694458,54134.66418457031,51701.34421539307,49025.82299804688,18970.001426696777,56798.54364013672,42170.1230545044
"PIo (36:5), PIp (36:4)",18496.82141113281,47794.16328430176,46062.36344909668,39652.4228515625,18253.201293945312,51874.78369140625,40671.40264892578
"PIo (38:1), PIp (38:0)",19887.04127883911,61238.3049621582,70781.68450927734,55786.92462158203,29197.34188842773,64367.244384765625,39029.7832107544
"PIo (38:2), PIp (38:1)",20536.92140197754,57555.88391113281,54826.22415161133,44422.662994384766,20842.201469421387,52731.8639831543,36297.72232055664
"PIo (38:3), PIp (38:2)",16774.06118774414,52154.72360229492,45337.80352783203,38558.542709350586,23199.981803894043,48894.92353820801,32970.42230987549
"PIo (38:4), PIp (38:3)",16759.841102600098,66323.24383544922,55266.08319091797,54296.2834777832,19667.32129669189,69224.86538696289,36393.942543029785
"PIo (38:5), PIp (38:4)",15668.601181030272,41182.48272705078,42733.94313049317,37472.06237792969,17489.62107849121,47888.94340515137,27885.96160888672
"PIo (38:6), PIp (38:5)",23624.16166305542,56619.94418334961,56583.5634765625,55190.70379638672,24419.38161087036,57696.66397094727,41782.18321228027
"PIo (40:1), PIp (40:0)",21083.56142425537,65715.46350097656,59175.303955078125,94665.90655517578,48552.86354827881,67876.34579467773,57575.16384124756
"PIo (40:2), PIp (40:1)",15409.521091461182,44786.36311340332,37732.80238342285,35962.36218261719,18754.581260681152,39861.54328918457,26130.80157089233
"PIo (40:3), PIp (40:2)",14513.960803985596,58149.28381347656,92681.04428863524,55523.52250671387,35089.841941833496,71705.32579040527,45088.882553100586
"PIo (40:4), PIp (40:3)",17239.24129486084,51946.16452026367,42725.48272705078,57238.8846282959,25174.601554870605,50310.72332763672,36913.3429107666
"PIo (40:5), PIp (40:4)",77120.52520370483,110089.82751464844,105327.38671875,105425.20874023438,61502.90441894531,113501.328125,92286.04681396484
"PIo (40:6), PIp (40:5)",15008.801094055176,78218.58613586426,95183.10931396484,64270.34393310547,31182.22225189209,73041.56443786621,47141.96422958374
PIo (40:7),19322.80139160156,72737.1646118164,79635.64544677734,61559.3639831543,29647.582077026367,77352.20501708984,51051.98323059082
PIo (42:0),19314.641513824463,45612.22305297852,42675.94309997559,36410.362548828125,21668.48159790039,45639.04330444336,36181.22230529785
PIo (42:1),15458.681118011476,50723.24368286133,49559.483978271484,40683.46243286133,21481.44150543213,48719.003341674805,34727.462463378906
PIo (42:2),14854.901065826416,30519.28196716309,27296.84204864502,26285.601806640625,14839.72110748291,34114.862564086914,22775.781635284424
PIo (42:4),12946.140914916992,59184.26382446289,59452.76421356201,57193.003494262695,36845.6626739502,65615.10551452637,42874.723709106445
PIo (42:6),14400.461025238035,69324.26347351074,57576.42456054688,65203.70415496826,31737.442665100098,73880.90425109863,44688.66250610352
PIp (20:0),56848.224182128906,195413.1922607422,8745.06058883667,128402.25073242188,54666.38333129883,332461.3572998047,114025.92784118652
PIp (28:0),12947.880931854248,51786.50395202637,50581.363708496094,44436.94300842285,13339.64093017578,46576.02349090576,35691.26298522949
PIp (30:1),22604.361526489258,124194.689453125,180182.57247924805,210406.45361328125,50819.08264923096,140084.3878173828,133127.60748291016
PIp (32:1),23345.30174255371,86174.44790649414,93687.2074584961,64912.7649230957,26481.64158630371,89416.32601928711,73064.08633422852
PIp (34:1),24654.381916046143,97714.24697875977,105309.2280883789,73511.14431762695,28253.122116088867,89357.56625366211,78061.28704833984
PIp (34:4),19147.361450195312,45039.96331787109,36832.262924194336,41007.46292114258,12841.300964355469,48392.86318969727,33063.50224304199
PIp (36:5),126518.52933883668,184604.8732910156,187971.53198242188,172644.6513671875,102869.56677246094,188627.69213867188,166686.81176757812
PIp (38:6),130201.5301399231,223916.95776367188,232797.9951171875,205924.87353515625,114526.72778320312,222362.21533203125,200056.3928222656
PIp (42:2),11621.600826263428,31577.341842651367,31576.382278442383,28637.40209960937,12912.960807800291,36500.08229064941,25201.56136322021
PIp (42:4),13124.400974273682,33207.06230163574,29549.422256469727,30886.52195739746,14938.30101776123,36901.52293395996,20915.721504211426
PIp (42:6),22910.88157653809,235928.0914306641,244880.8614044189,222624.6298522949,132173.88903808594,268610.31677246094,134833.48755645752
PS (22:7),23654.441848754883,20763.20147705078,78588.4857635498,73056.0846862793,31017.662231445312,28594.54201889038,75884.98596191406
