Lipid,Genotype_5xFAD__Brain_Region_cortex,Genotype_5xFAD__Brain_Region_cortex,Genotype_5xFAD__Brain_Region_cortex,Genotype_5xFAD__Brain_Region_cortex,Genotype__WT___Brain_Region__cortex,Genotype__WT___Brain_Region__cortex,Genotype__WT___Brain_Region__cortex
CerP(d18:0/16:0),185886.2540283203,164322.61169433594,194416.2345275879,178817.25366210938,179596.93313598633,168011.5310974121,176126.79162597656
CerP(d18:1/12:0),235971.45654296875,210919.6752624512,385525.347366333,224396.5365982056,250289.65614318848,246327.43495178223,255952.5352706909
CerP(d18:1/14:0),58945.72411346436,56122.524112701416,66332.02477264404,58111.083984375,64288.3443069458,57160.08363723755,57864.88422393799
CerP(d18:1/16:0),146165.06896972656,152752.17082214355,125564.2085571289,547812.8796691895,1047218.1471862792,161611.6707763672,317005.54399108887
CerP(d18:1/18:0),478227.9344711304,437254.0914840698,495465.7415657044,406274.2308502197,585449.997138977,445903.5458679199,478887.2141189575
CerP(d18:1/20:0),500178.4131240845,520336.5422821045,544596.3993721008,533712.3503341675,412531.6954803467,516332.2277946472,464796.0968894959
CerP(d18:1/22:0),81210.62604522705,76022.22581481934,81157.02593231201,77514.40518188477,71332.52573013306,76476.0055770874,68321.12446212769
CerP(d18:1/24:0),68495.08568572998,61133.04454803467,69996.303981781,66024.405128479,59776.82378005981,69345.72481155396,64170.64370727539
CerP(d18:1/24:1(15Z)),65380.04475784302,66128.7850189209,69014.62520980835,65748.88497924805,58633.78398513794,70399.26530075073,65185.04468154907
CerP(d18:1/26:0),49547.48328781128,49316.36326599121,46465.52348327637,46860.86358261109,56837.58446121216,50731.8637008667,44272.76279449463
CerP(d18:1/26:1(17Z)),49281.1033782959,51483.20338821411,43641.90308761597,48187.4834022522,57241.684047698975,52078.04344558716,44502.86340332031
CerP(d18:1/2:0),81996.7264251709,87536.06591796875,80685.2452545166,78275.96561431885,78310.10557556152,78514.5859375,73171.8849105835
CerP(d18:1/8:0),50290.66339874268,57364.64366531372,45144.32292175293,87236.04597473145,193493.39218139648,52068.70327377319,66779.88539123535
"Cholesteryl 11-hydroperoxy-eicosatetraenoate, 22:2 Cholesteryl ester, 20:1 Stigmasteryl ester, 20:2 Sitosteryl ester",785230.433883667,486303.7544708252,242612.57849502563,212423.1340522766,631113.1820526123,519931.7783508301,111592.80855560304
Cholesteryl nitrolinoleate,1035345.849609375,787725.51953125,392853.3888854981,329565.4995727539,916999.603881836,793275.0352783203,235085.15655517572
"Docosa-4,7,10,13,16-pentaenoyl carnitine, Clupanodonyl carnitine",1261723.3449707031,1111369.9838867188,1258329.4942626953,1109793.9830322266,1322355.9704589844,1216073.9246826172,1198193.4553222656
Hexacosanoyl carnitine,1596793.2176513672,1471556.2792663574,1644882.7238464355,1557275.4136543274,1618919.9663162231,1518398.7227973938,1581639.0426635742
"Linoelaidyl carnitine, O-linoleoylcarnitine, 9,12-Hexadecadienylcarnitine",7686702.052734375,8969703.323242188,9278342.57421875,9158495.533203123,5371311.2333984375,8483516.650390625,7063102.595703125
Lyso_C17 sphingosine-1-phosphocholine,64286.125915527344,62736.884338378906,69570.96362304688,56818.04412841797,62717.02403259277,62700.98388671875,64643.46548461914
Lyso_PC(10:0),50164.78329467773,58517.94384765625,44298.942810058594,40013.88302612305,40586.26254272461,41939.36279296875,39700.14270019531
Lyso_PC(11:0),57354.40368652344,58641.0241394043,56600.74487304688,52325.223205566406,54829.30322265625,54804.46389770508,61528.24508666992
Lyso_PC(12:0),82802.3056640625,83914.30688476562,82199.7260131836,79798.98529052734,76078.90518188477,84778.92742919922,79462.86553955078
Lyso_PC(13:0),45087.26304626465,43490.48283386231,44604.14239501953,41156.523193359375,44602.64349365234,42521.94253540039,47130.6435546875
Lyso_PC(14:0),192972.81317138672,189356.53399658203,197729.135131836,176837.8348388672,193965.5513916016,198015.6134033203,198697.41284179688
Lyso_PC(14:1),149763.3096923828,144316.1499633789,162123.4698486328,146485.59228515625,153161.81298828125,161758.591796875,170637.77001953125
Lyso_PC(15:0),283048.4274291992,270463.05770874023,279614.7800292969,235872.07940673828,289042.0607070923,282083.1940307617,283608.35565185547
Lyso_PC(15:1),243850.07711791992,232385.6562194824,262785.76123046875,220252.45364379883,237573.4570465088,242139.5730895996,249241.8803710937
Lyso_PC(16:0),246190.39721679688,233664.29318237305,252286.0380859375,213331.29345703125,231953.0191040039,254127.5302734375,230902.83569335932
Lyso_PC(16:1),225654.8150939941,212244.559753418,233312.0537109375,204208.833190918,218835.897857666,230079.5399169922,215836.0550537109
Lyso_PC(16:1)_2,221255.89434814453,219323.45916748047,234034.0369567871,192514.8325805664,213202.51495361328,228598.1786499024,213364.5140075684
Lyso_PC(17:0),80433.16549682617,75562.06564331055,71569.82501220703,65401.86389160156,68162.02474975586,74251.02435302734,61937.68325805664
Lyso_PC(17:1),90756.4855041504,95877.38641357422,109611.7088470459,87964.52624511719,81375.7650756836,100988.14587402344,98807.10440063477
Lyso_PC(17:2),95207.92570495604,96600.92491149902,110421.72735595705,88341.24615478516,84929.48442077637,99804.7646484375,93646.6442565918
Lyso_PC(18:0),103677.0669555664,96315.62600708008,111850.77011108398,90943.92803955078,87229.50686645508,104114.10618591309,99166.38619995116
Lyso_PC(18:1),90161.96640014648,93539.20742797852,115220.08807373048,91754.70697021484,80200.70565795898,107466.66821289062,96909.36651611328
Lyso_PC(18:2),91217.8265991211,91531.76568603516,99273.46600341795,84190.48696899414,74418.72485351562,95595.8258972168,91070.74609375
Lyso_PC(18:3),80445.78482055664,80603.82637023926,96231.00759887695,81310.3656616211,65040.584869384766,82826.22457885742,81849.36590576172
Lyso_PC(18:4),58540.12380981445,58502.96405029297,71368.18505859375,58151.10464477539,47005.26303100586,61642.364349365234,63520.66418457031
Lyso_PC(19:0),133484.70825195312,138183.5087890625,195786.01416015625,164793.45166015625,129964.28955078124,135465.22875976562,170893.55297851562
Lyso_PC(19:1),150078.86938476562,154914.94995117188,214270.59326171875,172565.35229492188,135391.95043945312,161986.73022460938,184284.171875
Lyso_PC(19:2),160372.84912109375,169565.75170898438,227727.15478515625,181481.63256835932,139944.62963867188,169943.39184570312,188709.69213867188
Lyso_PC(19:3),158020.5927734375,163001.80981445312,223008.4951171875,176559.5927734375,142770.5107421875,162278.11279296875,190301.7126464844
Lyso_PC(20:0),82395.9262084961,84964.86636352539,274849.99981689453,129931.9308166504,75896.76541137695,86251.98596191406,119230.26586914062
Lyso_PC(20:1),126719.36791992188,131116.98889160156,156825.49169921875,130094.96923828124,121713.86865234376,129361.54931640624,144349.95043945312
Lyso_PC(20:2),138021.30932617188,147486.41015625,207243.45434570312,161109.39233398438,133300.07006835938,147670.03051757812,168661.5107421875
Lyso_PC(20:3),133171.2294921875,142479.15063476562,199596.7556152344,164369.67163085938,129584.82788085938,138929.9892578125,171967.13110351562
Lyso_PC(20:4),136857.26977539062,144114.77075195312,192173.77270507807,158325.03173828125,125265.5107421875,133114.04956054688,164809.67211914062
Lyso_PC(20:5),135722.00903320312,141977.55053710938,190643.79345703125,157732.39086914062,131087.2490234375,135289.869140625,162614.03271484375
Lyso_PC(21:0),2573657.0100097656,2512541.463562012,2405274.606567383,2424112.570678711,2794677.4243164062,2359628.547241211,2431069.7095947266
Lyso_PC(21:4),2503819.633544922,2403546.2154541016,2387775.853881836,2302360.34753418,2668789.166015625,2342301.317138672,2325640.266723633
Lyso_PC(22:0),493323.0513916016,440956.6330566406,445760.1088867188,431739.8707275391,528320.7664794922,447081.2299804688,473009.36083984375
Lyso_PC(22:1),500412.5672607422,431507.3562011719,445619.5061035156,418629.79833984375,533187.6323242188,454632.5712890625,467572.7673339844
Lyso_PC(22:2),856599.9892578125,794632.3871459961,736447.3392333984,738365.0688476562,931206.0709228516,787555.9086303711,784271.0850830078
Lyso_PC(22:4),2748367.5837402344,2644568.932006836,2648642.7310791016,2621822.9510498047,2952220.6440429688,2617764.994140625,2633205.685546875
Lyso_PC(22:5),2593784.667236328,2432384.5970458984,2471233.0961914062,2402441.877807617,2687751.1931152344,2363640.3118896484,2412424.337890625
Lyso_PC(22:6),2577798.096435547,2476173.622619629,2413506.3951416016,2427370.449584961,2723061.8120117188,2354835.174438477,2362137.7236328125
Lyso_PC(24:0),1459335.205444336,1529910.3149414062,1504651.7569580078,1555294.5254516602,1022237.542236328,1425788.916381836,1334252.687866211
Lyso_PC(24:1),1477258.824951172,1532249.724243164,1512395.4427490234,1579637.4693603516,1068875.7888793943,1488782.1209716797,1350830.0040893557
Lyso_PC(2:0),45422.96325683594,38938.6220703125,34502.84246826172,37131.90278625488,44527.34341430664,41813.06314086914,37966.68246459961
Lyso_PC(3:0),1274452.0786743164,1169293.393371582,1445428.719329834,1173441.432876587,1381279.5592041016,1282680.5951538086,1364002.7477722168
Lyso_PC(3:1),391063.6278381348,518584.5443725586,898208.3551025391,636155.1287841797,527429.2012023926,528513.5643310547,728880.5522155762
Lyso_PC(4:0),65335.8046875,60210.984130859375,64676.284912109375,60931.78454589844,60389.204345703125,63137.22448730469,62214.52478027344
Lyso_PC(5:0),58800.60437011719,59900.68371582031,58041.76440429688,58927.14404296875,73066.38549804688,58815.04431152344,56869.80456542969
Lyso_PC(6:0),33576.642517089844,37847.52291870117,36964.74252319336,33302.88249206543,32188.78240966797,33948.32260131836,35546.00231933594
Lyso_PC(7:0),79047.24597167969,68183.38467407227,75113.10516357422,112409.84735107422,119708.04846191406,74772.205078125,93363.28674316406
Lyso_PC(8:0),40757.34310913086,36630.982345581055,33368.962341308594,32246.442626953125,38834.263671875,36789.18226623535,35651.56294250488
Lyso_PC(9:0),33834.622131347656,31667.382385253903,33960.7624206543,31637.042510986328,31338.902465820312,35567.06271362305,33157.20230102539
Lyso_PE(12:0) | PE (12:0),69337.00482177734,56660.26416015625,54248.32403564453,49633.323303222656,63051.10485839844,61949.98461914063,51484.00415039063
Lyso_PE(12:0) | PE (12:0)_2,69475.78442382812,63660.12469482422,57500.92419433594,53168.50402832031,60681.48425292969,65928.98443603516,53947.14410400391
Lyso_PE(13:0),35428.36259460449,31144.142578125,32203.52227783203,30862.32188415528,33544.54243469238,32823.98263549805,33090.301986694336
Lyso_PE(14:0),94828.7452697754,96368.72691345216,88381.2873840332,82949.8670501709,87890.40606689453,96582.22650146484,93155.24807739258
Lyso_PE(14:1),114240.6683959961,129850.2887878418,150060.64965820312,149260.49179077148,81199.48522949219,115519.9476928711,110463.72792053224
Lyso_PE(15:0),586573.2970275879,500142.1717529297,600872.923538208,571153.9864196777,568512.1632080078,562622.633102417,608762.5358276367
Lyso_PE(15:1),221106.73291015625,257136.58129882807,296495.0810852051,287040.0212554932,136586.97213745117,238605.2573852539,202215.25520324707
Lyso_PE(16:0),1430.14009475708,2142.940139770508,605423.7229309082,614751.231048584,1662.080135345459,1416.2400932312012,707197.2882995605
Lyso_PE(16:1),1490.1801109313965,16617.381031036377,28738.501998901367,28000.58169555664,1469.8201065063477,1847.620132446289,25443.601852416992
Lyso_PE(17:0),65880.40432739258,34450.72262954712,63126.74530029297,40903.86225891113,74649.68531799316,56647.32318115234,47094.66287231445
Lyso_PE(17:1),49026.66329956055,9651.7607421875,28643.881759643555,26049.30178833008,52008.18356323242,39167.603515625,24601.06184387207
Lyso_PE(17:2),26701.94183731079,1449.660099029541,27798.981964111328,23426.70184326172,29789.84210205078,13618.16082763672,27485.66192626953
Lyso_PE(18:0),61575.62411499024,59124.883697509766,31037.84213256836,26596.16192626953,54278.94403076172,55208.08459472656,30092.482025146484
Lyso_PE(18:1),46027.40347290039,39577.70315551758,26365.00213623047,22079.82144165039,39105.66284179688,38249.242614746094,24038.881660461426
Lyso_PE(18:2),53002.40438842773,45364.44369506836,28913.782287597656,27459.941772460938,47283.28323364258,53209.36312866211,28235.62171936035
Lyso_PE(18:3),50200.14392089844,30487.08233642578,22128.90167236328,48090.983459472656,45223.44338989258,55025.18389892578,25923.22183227539
Lyso_PE(18:4),132420.98950195312,49292.86352539063,50390.56359863281,1178031.4189453125,89168.46691894531,719531.388671875,200920.294921875
Lyso_PE(19:0),46659.203216552734,29181.46206665039,2494.2202072143555,53879.12384033203,37374.80270385742,51856.40417480469,23227.321685791016
Lyso_PE(19:1),41546.88317871094,34807.2820892334,12181.940929412842,24634.181762695312,38668.14279174805,38822.68280029297,27334.0020904541
Lyso_PE(20:0),61192.00381469727,52152.00378417969,10267.620811462402,18421.96128082276,57735.70428466797,54474.34405517578,1680.3201217651367
Lyso_PE(20:1),140695.06887817383,75613.18676757812,9462.62064743042,123282.98962402344,163634.48986816406,90085.626953125,1671.4801025390625
Lyso_PE(20:2),390082.1875610352,159460.3917236328,8024.36058807373,36412.722259521484,497647.7147827149,209780.2778930664,2616.640167236328
Lyso_PE(20:3),65285.88455200195,63229.82507324219,8894.660633087158,25734.46189880371,57163.64422607422,62147.364990234375,17701.481510162354
Lyso_PE(20:4),170399.51245117188,166512.65161132812,16069.201034545898,100486.6669921875,159388.17114257812,158872.29174804688,82031.42609024048
Lyso_PE(20:5),93538.5068359375,83122.82580566406,1493.7801132202148,19662.681350708008,98819.9072265625,91800.6864013672,19152.42149353028
Lyso_PE(21:0),87636.82614135742,48976.94348144531,40803.003189086914,30865.78204345703,87757.24655151367,55654.04473876953,35582.04244995117
Lyso_PE(22:0),59917.04415893555,43939.88285827637,36129.40211486816,23884.32165527344,56585.16387939453,53942.10363769531,27198.022079467773
Lyso_PE(22:1),41009.56282043457,35864.202377319336,29172.541748046875,22803.68170166016,41971.14266967773,39181.60284423828,25360.44163513184
Lyso_PE(22:2),53241.88319396973,47137.2834777832,28129.241928100582,23799.18173217773,53169.623046875,46934.46314239502,29089.76194763184
Lyso_PE(22:4),61551.60513305664,48646.70365905762,36923.64253234863,27571.1420211792,47519.12307739258,47068.742767333984,34298.96237182617
Lyso_PE(22:5),127142.36938476562,125781.90936279295,75621.48532104492,45936.48281860352,93331.02627563477,104717.34698486328,75396.98522949219
Lyso_PE(22:6),66757.36499023438,61184.38455200195,34541.30253601074,20840.18142700196,53752.10409545898,57161.58416748047,30662.802001953125
Lyso_PE(24:0),61649.54501342773,48846.883728027344,35370.24295043945,29271.70196533203,49776.903411865234,49925.744384765625,32055.622283935547
Lyso_PE(24:1),76917.60604858398,64308.68548583984,48661.682388305664,41981.8229598999,73293.564453125,62804.82376098633,49077.58329772949
Lyso_PE(24:6),56311.5846862793,42145.06314086914,54653.74327087402,35666.90277481079,52615.54379272461,50852.52381896973,43733.04328918457
Lyso_PG(12:0),94955.52685546876,71601.22485351562,76464.06622314453,90408.36694335938,78609.22625732422,90008.88598632812,88899.18688964844
Lyso_PG(13:0) | PG (12:0),177987.59252929688,147746.5498046875,120611.24853515624,112059.0078125,145131.91064453125,128483.40942382812,112850.96740722656
Lyso_PG(13:0) | PG (12:0)_2,189262.6728515625,160789.39282226562,126125.38891601562,108325.68786621094,150098.74963378906,147085.2508544922,115446.54858398438
Lyso_PG(14:0),88293.9859008789,56379.16394042969,95458.9267578125,73707.22509765625,91497.48596191406,82256.86560058594,99267.0672607422
Lyso_PG(14:1) | PG (14:1),1028042.9047851562,638230.3408203125,1758449.70703125,1129728.8994140625,1258672.4228515625,1011577.1616210938,1377536.2084960938
Lyso_PG(14:1) | PG (14:1)_2,1016062.0776367188,645595.1977539062,1768414.1518554688,1131762.0078125,1273893.7622070312,991362.8793945312,1408114.28125
Lyso_PG(15:0) | PGo (16:0),111522.5873413086,65276.94515991211,79442.98614501953,88679.32727050781,99884.14504623412,76440.50614929199,82327.16583251953
Lyso_PG(15:0) | PGo (16:0)_2,109663.9866027832,65061.50534057617,80524.4658203125,94875.60662841795,69923.82579040527,79943.26568603516,86121.12686157227
Lyso_PG(15:1),119784.80792236328,89928.96685791016,100217.62829589844,79701.7651977539,102172.9478149414,100178.10626220705,89803.64767456055
Lyso_PG(16:0),1497.8000984191897,1554.1201057434082,196479.4531555176,152307.66967773438,1453.4201126098633,1467.8801040649414,186140.9340209961
Lyso_PG(16:1) | PG (16:1),1552.7801055908203,1530.340103149414,66349.36459350586,68397.72528076172,1684.7401084899902,1634.6601028442385,72665.84478759766
Lyso_PG(16:1) | PG (16:1)_2,1586.9801177978516,1552.8201141357422,73526.4642944336,67515.16467285156,1706.660125732422,1512.6801071166992,70501.2445678711
Lyso_PG(17:0) | PG (16:0) | PGo (18:0),1245639.6420898438,732898.9790039062,1899850.7126464844,1153654.5563964844,1727465.3676757812,1262055.7163085938,1398261.315673828
Lyso_PG(17:0) | PG (16:0) | PGo (18:0)_2,1185238.2587890625,687843.9790039062,2015514.9868164065,1188459.6889648438,1625907.2641601562,1232189.2143554688,1485995.8959960938
Lyso_PG(17:0) | PG (16:0) | PGo (18:0)_3,1127991.461669922,610883.6608886719,2093113.771728516,1235036.7775878906,1521635.9482421875,1133377.6079101562,1556953.1655273438
Lyso_PG(17:1) | PGp (18:0),68958.62487792969,52079.3432006836,85653.30581665039,55350.0637512207,54148.80422973633,58135.86352539063,82315.56579589844
Lyso_PG(17:1) | PGp (18:0)_2,70027.00537109375,50363.14419555664,82595.72589111328,52921.884033203125,59036.80407714844,58824.56433105469,82732.76611328125
Lyso_PG(17:2),75401.7258605957,61143.88516235352,64285.86462402344,61849.72427368164,64384.684814453125,72226.56481933594,64609.204650878906
Lyso_PG(18:0) | PG (18:0),573868.9445800781,795429.5872802734,274496.2174682617,271304.258972168,634398.4738769531,864664.8092651367,252140.6189575196
