Lipid,Brain_Region_cortex,Brain_Region_cortex,Brain_Region_cortex,Brain_Region_cortex,Brain_Region_cortex,Brain_Region_cortex,Brain_Region_cortex,Brain_Region__diencephalon,Brain_Region__diencephalon,Brain_Region__diencephalon,Brain_Region__diencephalon,Brain_Region__diencephalon,Brain_Region__diencephalon,Brain_Region__diencephalon,Brain_Region__diencephalon
[TG(52:5)]_FA16:1,89690.72607421875,295840.762878418,295879.681640625,282498.9182739258,370536.2312011719,341312.6061401367,307672.61798095703,168407.47259521484,180906.49243164065,137933.44903564453,315260.76263427734,255512.95678710935,163066.15185546875,160753.5908203125,103344.8685913086
[TG(52:5)]_FA18:0,30389.76190185547,39668.482971191406,45742.54328918457,40747.38285064697,38768.442878723145,34110.0029296875,30916.02210998535,45798.72314453125,46529.92367553711,39922.44291687012,28823.401779174805,38322.82269287109,34423.46203613281,23319.02157592773,30890.001747131348
[TG(52:5)]_FA18:1,20686.52149963379,22151.54133605957,22867.341506958008,23700.08161926269,22707.62173461914,21371.441440582275,21379.861434936523,24817.341918945312,22013.20188140869,21715.06153106689,19445.40135192871,26244.70188903809,18683.641227722168,16536.041275024414,19660.901428222656
[TG(52:5)]_FA18:2,47456.80360412598,39781.54293823242,81896.26510620117,83781.94519042969,68460.32516479492,39835.82295227051,60207.48392486572,43724.02325439453,46578.04348754883,58002.56410217285,69225.8448638916,61324.5242767334,63076.80500793457,32017.42237854004,49358.36402893066
[TG(52:5)]_FA20:0,22574.96134185791,22046.041381835938,20191.021614074707,25505.721908569336,20039.181274414062,17490.28148651123,18922.201332092285,22882.681594848636,23338.26161193848,21655.441696166992,19902.661415100098,22581.60165405273,19477.72138595581,18159.341217041016,17759.261421203613
[TG(52:5)]_FA20:4,97571.68548583984,69580.02502441406,141142.99060058594,126569.74993896484,169024.1089477539,75571.28497314453,154831.50805664062,84652.14636230469,94094.42657470705,128553.80865478516,108746.18676757812,124888.10906982422,135583.24835205078,77971.22491455078,107774.9273071289
[TG(52:6)]_FA16:0,36008.36260986328,40918.66253662109,43840.08361816406,41403.52294921875,45678.62356567383,40104.1630859375,42414.763122558594,46478.34292602539,46949.103515625,43812.04313659668,35191.12268066406,37943.16305541992,39771.66271972656,31541.242431640625,37537.32220458984
[TG(52:6)]_FA16:1,34067.522453308105,41110.98284912109,48284.44351196289,39329.32269287109,42886.68354797363,33220.302154541016,41196.26329040527,42799.38327026367,44373.22253417969,37613.34275817871,33091.16256713867,37518.22283935547,37229.04261779785,30412.042053222656,33649.88278198242
[TG(52:6)]_FA18:0,25735.46175384521,27310.52195739746,30067.602020263672,27656.942092895508,30998.801971435547,22737.921508789062,24901.881797790527,31629.162216186523,29924.582244873047,29586.14233398437,22786.101806640625,30014.902446746823,26413.04211425781,22038.62159729004,20737.38159942627
[TG(52:6)]_FA18:1,31249.36220550537,45381.4637298584,51278.54330444336,43514.50253295898,37929.46241760254,37019.06256103516,34731.30239868164,45444.50325012207,47737.20263671875,42043.762634277344,31194.50260925293,38090.28234100342,34624.34230804443,22502.441535949707,35200.88229370117
[TG(52:6)]_FA18:2,24501.38163757324,28438.58197784424,27720.561737060547,29320.721923828125,29941.14192199707,22160.92137145996,23059.98147583008,26767.12158203125,29121.581573486328,31065.08184814453,25932.241989135742,26042.66187286377,27339.3219909668,18372.841194152832,26034.681800842285
[TG(52:6)]_FA20:0,34194.00304412842,38756.22282791138,46535.18362045288,41340.9231376648,36414.0429763794,29344.82213973999,34129.24175262451,37217.66313171387,43025.50246429443,45716.10371398926,50536.70352935791,36498.26280212402,33485.54260253906,40427.56327819824,35194.84185028076
[TG(52:6)]_FA20:4,81023.76489257812,71868.68505859375,105216.2080078125,98875.92657470705,109591.34704589844,75282.88525390625,103094.52740478516,73442.56481933594,84500.50622558594,98626.9072265625,83454.68634033203,92815.52673339844,93828.68658447266,64500.32495117188,78846.86529541016
[TG(54:0)]_FA16:0,36460.56274414063,41110.84286499024,51913.70341491699,45030.94320678711,51578.78393554688,40025.40297698975,51231.60443115234,47182.86325073242,54507.323822021484,51399.50347900391,39917.48251342773,45397.5830078125,45950.50296020508,34556.00274658203,36242.74282836914
[TG(54:0)]_FA16:1,32985.06201171875,46719.9231262207,46393.88299560547,41721.542892456055,51520.62300109863,32567.62263488769,38165.54246520996,37333.76289367676,49762.684020996094,47167.14421081543,46433.92272949219,39341.54273986816,42783.823303222656,31019.342483520508,45764.14348602295
[TG(54:0)]_FA18:0,196810.8537597656,198024.95288085935,227883.07495117188,218722.29760742188,244745.8388671875,180291.35107421875,218585.39453125,228012.0576171875,278044.1193847656,261753.55908203125,205364.83447265625,206593.97583007807,213239.4345703125,162601.3515625,172017.01220703125
[TG(54:0)]_FA18:1,30981.70217895508,36569.902099609375,35597.28219604492,37544.862884521484,40388.4831237793,34065.402587890625,35245.90264892578,39585.12265014648,45245.58296203613,37659.38269042969,33334.18228149414,38064.02264404297,39640.483139038086,31625.58218383789,34009.64245605469
[TG(54:0)]_FA18:2,19546.72142028809,25819.72169494629,25503.0817565918,26851.08176422119,25336.80172729492,21278.641563415527,22756.28160095215,26333.041877746586,27592.241981506348,26437.501976013184,21888.041595458984,22339.40177154541,22325.441619873047,19104.081413269043,21842.581481933597
[TG(54:0)]_FA20:0,134810.98828125,128066.38842773438,129408.36840820312,133982.048828125,161584.55053710938,111170.40771484376,129501.6085205078,122563.38842773438,138183.74951171875,165052.97265625,136239.88940429688,133096.02856445312,139148.2088623047,128262.0887451172,112293.7470703125
[TG(54:0)]_FA20:4,18374.721366882324,22943.4419631958,21048.34135437012,20390.401260375977,22270.581886291504,16789.221145629883,20522.701583862305,23813.901817321777,20421.5213508606,22586.861770629883,18812.961380004883,21579.10164642334,18512.34129333496,15918.921047210692,20411.62142944336
[TG(54:1)]_FA16:0,39048.00253295898,37747.44274902344,50855.64323425293,43280.82293701172,50168.90385437012,36288.46224975586,51364.12384033203,47536.32328796387,47217.12313842773,48625.023193359375,44977.32339477539,43687.80307006836,42659.42277526856,32150.461959838867,35393.42266845703
[TG(54:1)]_FA16:1,45438.60321044922,51772.08386230469,70523.70458984375,53916.82412719727,63620.684631347656,44632.08312988281,69849.36532592773,55263.96405029297,62215.184509277344,65490.6435546875,49440.863708496094,53630.90393066406,56205.083984375,41429.74264526367,42678.8627319336
[TG(54:1)]_FA18:0,146971.5499267578,113902.5089111328,247289.85821533203,181986.3721923828,259115.49700927731,126001.52642822266,185623.62982177731,229364.75622558597,213593.9735107422,182551.5137939453,200915.1956787109,219146.75421142575,249965.67462158203,114737.1685180664,160954.97369384766
[TG(54:1)]_FA18:1,289784.66259765625,288859.9389648437,358750.0615234375,316311.1240234375,384628.97021484375,265205.0986328125,327556.9621582031,328351.1435546875,407368.4497070313,385332.3310546875,308246.3212890625,318306.501953125,324549.86181640625,261524.5205078125,262916.05810546875
[TG(54:1)]_FA18:2,42713.0033569336,48462.50344848633,44597.30334472656,44068.36318969727,55870.70361328125,39113.20248413086,43784.08316040039,49482.46374511719,52492.704040527344,53540.62371826172,44122.72326660156,48784.78363037109,45025.12350463867,39881.122802734375,43285.66275024414
[TG(54:1)]_FA20:0,85750.76599121094,80341.7866821289,100954.00762939452,93418.26596069336,165362.3503112793,76236.52542114258,96644.42700195312,87991.92767333984,108112.92868041992,99145.00567626952,100229.02499389648,102028.20837402344,137734.64874267578,73504.14639282227,101427.38659667967
[TG(54:1)]_FA20:4,18593.361335754395,22712.521675109863,22661.021522521973,21530.701328277588,19111.581314086918,15947.921394348145,17493.361209869385,20585.221755981445,22749.70147705078,19298.361282348636,17581.921447753906,20674.421447753903,18026.761405944824,14879.200904846191,15131.62121963501
[TG(54:2)]_FA16:0,36587.36264038086,40767.423278808594,54999.643966674805,44683.203552246094,56586.36357116699,39819.86279296875,46783.38327026367,53664.74423217773,47452.18338012695,48308.66384887695,55249.12413024902,50842.36318969727,49028.34327697754,33902.762451171875,36130.24221801758
[TG(54:2)]_FA16:1,35718.40234375,34263.38201904297,53607.56362915039,43700.40333557129,47515.64342498779,35259.86260986328,50058.48321533203,47469.56343078613,45222.50305938721,48759.66395568848,49498.72360229492,44517.42332458496,44113.70344543457,31947.74208068848,37452.02291870117
[TG(54:2)]_FA18:0,286293.1201171875,218395.5548095703,508819.67810058594,417735.21240234375,517921.45959472656,227938.43432617188,346307.1442871094,408234.5151367188,350548.9871826172,348156.40393066406,397332.8887939453,489148.8835449219,469779.0932617188,206214.17602539065,355042.7403564453
[TG(54:2)]_FA18:1,160182.01220703125,128535.6473388672,273998.6813354492,205017.6331787109,300970.60040283203,145222.6498413086,216148.9596557617,244205.14025878903,238424.47680664065,198836.2542724609,216521.6539306641,243625.89532470703,280496.1036376953,124364.72985839844,195971.09503173828
[TG(54:2)]_FA18:2,337104.2631835937,284375.90185546875,327200.6655273437,317557.58203125,376492.0073242188,266162.3359375,333130.884765625,299355.80126953125,340166.32373046875,387691.00634765625,315595.6826171875,306448.47998046875,306813.3408203125,292312.640625,287006.0209960937
[TG(54:2)]_FA20:0,41260.66261291504,36992.122467041016,52142.34365844727,45085.80331420898,53625.94421386719,30042.162406921387,44137.80342102051,37984.46302032471,43549.06329345703,44738.80303955078,41925.802978515625,45276.52388000488,48035.20318603516,28370.242553710938,37614.28297424317
[TG(54:2)]_FA20:4,24210.001739501957,32036.90216064453,24711.88180541992,25696.74177551269,27889.50203704834,24956.62187194824,26610.96199798584,22949.381408691406,29751.10201263428,25031.341705322266,29081.82179260254,26484.421882629395,28236.72184753418,22038.921501159668,21800.341232299805
[TG(54:3)]_FA16:0,58438.98416137695,155057.06938171387,154834.3487854004,144079.39016723633,221196.67721557617,215735.4157409668,193666.67294311523,125789.40850830078,113043.10772705078,87472.20681762695,201763.7152099609,158580.41177368164,114827.0301513672,106182.66818237305,66158.60418701172
[TG(54:3)]_FA16:1,35207.68243408203,42563.98318481445,57692.56425476074,43922.64294433594,58545.363372802734,40391.96295166016,50094.02394104004,50924.08380126953,49301.28318786621,48425.80404663086,53793.083740234375,51236.52392578125,53207.20405578613,35459.302505493164,38973.00268554688
[TG(54:3)]_FA18:0,125736.54876708984,104234.1870727539,385792.06036376953,301239.97930908203,272545.7598876953,122967.84979248048,195664.73150634769,161349.58978271484,136032.35150146484,177162.11450195312,219491.8167724609,239255.7354736328,218263.9165649414,98749.1864013672,153827.60815429688
[TG(54:3)]_FA18:1,307030.19580078125,240492.05541992188,542129.6162109375,474908.7526855469,564504.8635253906,260649.73693847656,406569.8758544922,444482.4504394531,382198.9848632813,384015.1097412109,420050.767578125,508884.982421875,538796.2427978516,236887.9942626953,411819.44494628906
[TG(54:3)]_FA18:2,204503.4705810547,122757.92956542967,229469.61694335935,188663.2724609375,311139.8978881836,140594.40838623047,214912.9552001953,184248.71160888672,195644.57373046875,204101.8359375,206659.55737304688,242087.64013671875,275367.1173095703,137210.70782470703,219830.8555908203
[TG(54:3)]_FA20:0,23180.221450805664,21606.50151062012,27500.02195739746,23286.20167160034,27222.462287902832,19726.621505737305,21455.561477661133,22961.461502075195,23868.601470947266,23517.34185028076,23332.30195617676,20854.30142974853,21051.14183807373,16473.88092803955,20277.20164489746
[TG(54:3)]_FA20:4,83854.78588867188,80037.76586914062,81045.78552246094,82644.54516601562,84270.8857421875,70122.58459472656,71665.60540771484,85818.64611816406,85582.50537109375,86822.98657226562,77444.18530273438,78960.72521972656,80541.40551757812,69130.32507324219,75134.22485351562
[TG(54:4)]_FA16:0,394552.2039794922,1600420.909790039,1439629.483459473,1349423.0673828125,2001986.9545288088,2226638.4025878906,1925240.4794311523,1030106.4506835938,916609.7346191406,601453.1057128906,2082733.5821533203,1488502.7575683594,895364.221862793,1005801.2534179688,465915.158203125
[TG(54:4)]_FA16:1,60033.04479980469,154485.32920837402,152863.19102478027,140169.82940673828,203715.53309631348,199939.41319274905,184607.31423950195,121667.80874633788,113276.30871582033,83390.40521240234,212484.1562194824,156317.09382629397,108804.58752441406,103980.6266784668,67662.7646484375
[TG(54:4)]_FA18:0,116603.98797607422,225901.13635253903,397345.5668334961,298737.14166259766,369077.0267333984,287129.181640625,304893.0209960937,179407.6912841797,181675.77362060547,186699.43548583984,280202.5997314453,270294.05822753906,223470.2172241211,154980.03198242188,136804.6485595703
[TG(54:4)]_FA18:1,137067.6700439453,107273.02868652344,443473.6642456055,318922.22540283203,332128.55938720703,136290.68774414062,226601.2787475586,171347.67205810547,150137.9305419922,189504.59197998047,251928.3973388672,266770.4013671875,258726.49658203125,111867.10955810548,177908.75256347656
[TG(54:4)]_FA18:2,373306.3642578125,229150.31591796875,476057.4169921875,438840.1293945313,576311.1030273438,257779.1407470703,414908.27734375,340254.4858398437,320879.2412109375,368180.6806640625,397280.14709472656,527667.5017089844,521576.94140625,244448.0174560547,489786.4769287109
[TG(54:4)]_FA20:0,17864.701286315918,30781.66254425049,26545.961868286133,24357.82221221924,24170.761753082275,14445.90100479126,17205.761150360107,22999.30167388916,27126.282356262207,22799.561897277832,29266.662216186523,21389.14141082764,19514.64143371582,13921.601070404053,21986.90129470825
[TG(54:4)]_FA20:4,245203.8955078125,218117.33447265625,261265.39697265625,251819.53515625,352834.923828125,201649.552734375,258439.87646484372,228693.7951660156,264484.2578125,314039.1787109375,249831.49658203125,255838.7177734375,283065.19921875,237505.7373046875,249393.2958984375
[TG(54:5)]_FA16:0,94699.68594360352,339657.20703125,254834.21920776367,293059.9981689453,344947.97036743164,398968.4401550293,359914.07205200195,173744.89169311523,166401.99169921875,124842.34771728516,309130.8426513672,277461.97912597656,158241.1100769043,173405.3291015625,93828.00662231444
[TG(54:5)]_FA16:1,374479.7854003906,1594977.9271240234,1410784.7252197266,1323234.896850586,1892655.1440429688,2054466.271850586,1762077.9721069336,1005568.4512939452,917854.4006347656,585212.7670898438,1991455.791381836,1487202.3276367188,860736.5129394531,945055.489013672,433014.4948730469
[TG(54:5)]_FA18:0,30146.042053222656,36554.16232299805,50849.88313293457,41770.66302490234,46693.5237121582,34496.84248352051,39006.022521972656,44715.02333068848,40385.82273101807,39991.98272705078,35904.38284301758,44978.28329467773,39241.68241119385,26847.92190170288,32518.062271118164
[TG(54:5)]_FA18:1,124778.10766601562,236688.27667236328,421616.1289672852,322199.8243408203,404809.0903930664,287714.0787963867,321606.1256713867,185210.67333984372,190443.8331298828,199325.892578125,288182.10510253906,272500.3780517578,220426.59698486328,155458.09173583984,146860.73150634766
[TG(54:5)]_FA18:2,159208.7305908203,110613.68841552734,338472.1978149414,308835.8635253906,298799.7570800781,127937.71063232422,238090.3939819336,138571.22912597656,130140.91003417967,190676.8510131836,226538.8326416016,265616.5163574219,255731.5748291016,110453.78979492188,214436.5971069336
[TG(54:5)]_FA20:0,23696.881896972656,27549.32218170166,30730.042110443115,30866.282333374023,28912.94239807129,22631.981323242188,23203.60167694092,30157.32201385498,33108.96250915527,30709.32204437256,20414.061096191406,28160.702278137207,24857.581741333008,17451.02131652832,22704.721405029297
