Lipid,Class,DOD93_F4_Female_5xFAD_hippocampus,DOD94_F4_Female_5xFAD_hippocampus,DOD94_F3_Female_WT_hippocampus,FAD184_F3_Female_WT_hippocampus,FAD184_F4_Female_WT_hippocampus,Blank_Blank_Blank_Blank_Blank,Title1,Title2,Title,length1,length2,Blank_name
1-O-behenoyl-Cer(d18:1/16:0),Cer,8568.220588684082,7539.040561676025,9405.820568084717,9459.980648040771,10246.540729522703,13441.081062316896,Genotype: 5xFAD | Brain Region: hippocampus | Sex: Female,Genotype: WT | Brain Region: hippocampus | Sex: Female,Genotype: 5xFAD__Brain Region: hippocampus__Sex: Female vs Genotype: WT__Brain Region: hippocampus__Sex: FemaleNo Averages Includes repeated Lipids,2,3,Blank_Blank_Blank_Blank_Blank
CAR(10:1),CAR,467289.0961074829,460732.27390289307,452015.5874633789,457359.2110366821,461435.9306182861,634009.9052734375,Genotype: 5xFAD | Brain Region: hippocampus | Sex: Female,Genotype: WT | Brain Region: hippocampus | Sex: Female,Genotype: 5xFAD__Brain Region: hippocampus__Sex: Female vs Genotype: WT__Brain Region: hippocampus__Sex: FemaleNo Averages Includes repeated Lipids,2,3,Blank_Blank_Blank_Blank_Blank
CAR(10:1)_QUAL,CAR,1211028.4854125977,1209521.085735321,1129619.7618408203,1225619.9038009644,1212440.6102485657,1046036.49609375,Genotype: 5xFAD | Brain Region: hippocampus | Sex: Female,Genotype: WT | Brain Region: hippocampus | Sex: Female,Genotype: 5xFAD__Brain Region: hippocampus__Sex: Female vs Genotype: WT__Brain Region: hippocampus__Sex: FemaleNo Averages Includes repeated Lipids,2,3,Blank_Blank_Blank_Blank_Blank
CAR(10:2),CAR,468795.7157020569,465215.4316825866,459875.91410446167,479465.876625061,478198.3722686768,642041.1708984375,Genotype: 5xFAD | Brain Region: hippocampus | Sex: Female,Genotype: WT | Brain Region: hippocampus | Sex: Female,Genotype: 5xFAD__Brain Region: hippocampus__Sex: Female vs Genotype: WT__Brain Region: hippocampus__Sex: FemaleNo Averages Includes repeated Lipids,2,3,Blank_Blank_Blank_Blank_Blank
CAR(10:2)_QUAL,CAR,606911.8633232117,648264.1270751953,619634.5055885315,630418.004322052,656310.4880371094,585456.421875,Genotype: 5xFAD | Brain Region: hippocampus | Sex: Female,Genotype: WT | Brain Region: hippocampus | Sex: Female,Genotype: 5xFAD__Brain Region: hippocampus__Sex: Female vs Genotype: WT__Brain Region: hippocampus__Sex: FemaleNo Averages Includes repeated Lipids,2,3,Blank_Blank_Blank_Blank_Blank
CAR(10:3),CAR,469241.8908691406,465557.135383606,452145.2126464844,474205.2722167969,469740.2858848572,611447.3291015625,Genotype: 5xFAD | Brain Region: hippocampus | Sex: Female,Genotype: WT | Brain Region: hippocampus | Sex: Female,Genotype: 5xFAD__Brain Region: hippocampus__Sex: Female vs Genotype: WT__Brain Region: hippocampus__Sex: FemaleNo Averages Includes repeated Lipids,2,3,Blank_Blank_Blank_Blank_Blank
CAR(10:3)_QUAL,CAR,659826.9465866089,645827.4847717285,665620.6653213501,678421.726776123,654040.244216919,633677.9819335938,Genotype: 5xFAD | Brain Region: hippocampus | Sex: Female,Genotype: WT | Brain Region: hippocampus | Sex: Female,Genotype: 5xFAD__Brain Region: hippocampus__Sex: Female vs Genotype: WT__Brain Region: hippocampus__Sex: FemaleNo Averages Includes repeated Lipids,2,3,Blank_Blank_Blank_Blank_Blank
CAR(11:0),CAR,228777.53755569455,221750.31714248657,223195.856300354,225887.83601379397,224918.15712356567,307762.5842285156,Genotype: 5xFAD | Brain Region: hippocampus | Sex: Female,Genotype: WT | Brain Region: hippocampus | Sex: Female,Genotype: 5xFAD__Brain Region: hippocampus__Sex: Female vs Genotype: WT__Brain Region: hippocampus__Sex: FemaleNo Averages Includes repeated Lipids,2,3,Blank_Blank_Blank_Blank_Blank
CAR(11:0)_QUAL,CAR,975705.0064086914,955191.4277381896,938378.08259964,981095.388343811,989260.4065742492,870968.1220703125,Genotype: 5xFAD | Brain Region: hippocampus | Sex: Female,Genotype: WT | Brain Region: hippocampus | Sex: Female,Genotype: 5xFAD__Brain Region: hippocampus__Sex: Female vs Genotype: WT__Brain Region: hippocampus__Sex: FemaleNo Averages Includes repeated Lipids,2,3,Blank_Blank_Blank_Blank_Blank
CAR(12:0),CAR,6745535.974380493,6719000.105945587,6508958.115943909,6678660.912193298,6701144.04000473,6397297.76171875,Genotype: 5xFAD | Brain Region: hippocampus | Sex: Female,Genotype: WT | Brain Region: hippocampus | Sex: Female,Genotype: 5xFAD__Brain Region: hippocampus__Sex: Female vs Genotype: WT__Brain Region: hippocampus__Sex: FemaleNo Averages Includes repeated Lipids,2,3,Blank_Blank_Blank_Blank_Blank
CAR(12:0)_QUAL,CAR,1185620.6024284365,1231905.3475875854,1169944.6788101196,1192335.056098938,1158045.8211669922,1316580.955078125,Genotype: 5xFAD | Brain Region: hippocampus | Sex: Female,Genotype: WT | Brain Region: hippocampus | Sex: Female,Genotype: 5xFAD__Brain Region: hippocampus__Sex: Female vs Genotype: WT__Brain Region: hippocampus__Sex: FemaleNo Averages Includes repeated Lipids,2,3,Blank_Blank_Blank_Blank_Blank
CAR(14:0),CAR,351659.0252189636,345185.3651618957,337150.12424468994,357919.7455329895,354003.20457458496,372286.3051757813,Genotype: 5xFAD | Brain Region: hippocampus | Sex: Female,Genotype: WT | Brain Region: hippocampus | Sex: Female,Genotype: 5xFAD__Brain Region: hippocampus__Sex: Female vs Genotype: WT__Brain Region: hippocampus__Sex: FemaleNo Averages Includes repeated Lipids,2,3,Blank_Blank_Blank_Blank_Blank
CAR(14:0)_QUAL,CAR,761843.1140289307,767607.0130500793,765062.256061554,747751.4731330872,733174.673248291,886736.28125,Genotype: 5xFAD | Brain Region: hippocampus | Sex: Female,Genotype: WT | Brain Region: hippocampus | Sex: Female,Genotype: 5xFAD__Brain Region: hippocampus__Sex: Female vs Genotype: WT__Brain Region: hippocampus__Sex: FemaleNo Averages Includes repeated Lipids,2,3,Blank_Blank_Blank_Blank_Blank
CAR(14:1),CAR,363025.8452415466,356100.3071556092,350389.9856529236,358175.605922699,362649.1644592285,368998.5258789063,Genotype: 5xFAD | Brain Region: hippocampus | Sex: Female,Genotype: WT | Brain Region: hippocampus | Sex: Female,Genotype: 5xFAD__Brain Region: hippocampus__Sex: Female vs Genotype: WT__Brain Region: hippocampus__Sex: FemaleNo Averages Includes repeated Lipids,2,3,Blank_Blank_Blank_Blank_Blank
CAR(14:1)_QUAL,CAR,805187.0212173462,754330.134147644,762665.391254425,759985.7733268738,732112.7479362488,902707.2607421876,Genotype: 5xFAD | Brain Region: hippocampus | Sex: Female,Genotype: WT | Brain Region: hippocampus | Sex: Female,Genotype: 5xFAD__Brain Region: hippocampus__Sex: Female vs Genotype: WT__Brain Region: hippocampus__Sex: FemaleNo Averages Includes repeated Lipids,2,3,Blank_Blank_Blank_Blank_Blank
CAR(14:2),CAR,390176.2078399658,382627.4061203003,379983.5462379456,390802.4482498169,386611.48862075806,397565.6098632813,Genotype: 5xFAD | Brain Region: hippocampus | Sex: Female,Genotype: WT | Brain Region: hippocampus | Sex: Female,Genotype: 5xFAD__Brain Region: hippocampus__Sex: Female vs Genotype: WT__Brain Region: hippocampus__Sex: FemaleNo Averages Includes repeated Lipids,2,3,Blank_Blank_Blank_Blank_Blank
CAR(14:2)_QUAL,CAR,815737.9792633057,815013.1390686035,824324.7989883423,796397.3543815613,777356.4733657837,898668.984375,Genotype: 5xFAD | Brain Region: hippocampus | Sex: Female,Genotype: WT | Brain Region: hippocampus | Sex: Female,Genotype: 5xFAD__Brain Region: hippocampus__Sex: Female vs Genotype: WT__Brain Region: hippocampus__Sex: FemaleNo Averages Includes repeated Lipids,2,3,Blank_Blank_Blank_Blank_Blank
CAR(16:0),CAR,263566.538608551,254191.69914627075,255124.0784072876,261844.07703781128,262309.0381126404,283562.0600585937,Genotype: 5xFAD | Brain Region: hippocampus | Sex: Female,Genotype: WT | Brain Region: hippocampus | Sex: Female,Genotype: 5xFAD__Brain Region: hippocampus__Sex: Female vs Genotype: WT__Brain Region: hippocampus__Sex: FemaleNo Averages Includes repeated Lipids,2,3,Blank_Blank_Blank_Blank_Blank
CAR(16:0)_QUAL,CAR,739226.2096939087,713229.6112556458,763822.391960144,734761.513053894,739143.4885215759,743383.630859375,Genotype: 5xFAD | Brain Region: hippocampus | Sex: Female,Genotype: WT | Brain Region: hippocampus | Sex: Female,Genotype: 5xFAD__Brain Region: hippocampus__Sex: Female vs Genotype: WT__Brain Region: hippocampus__Sex: FemaleNo Averages Includes repeated Lipids,2,3,Blank_Blank_Blank_Blank_Blank
CAR(16:1),CAR,251304.5781402588,246293.8966560364,245800.7378692627,247661.2379837036,247959.7371749878,271161.9794921875,Genotype: 5xFAD | Brain Region: hippocampus | Sex: Female,Genotype: WT | Brain Region: hippocampus | Sex: Female,Genotype: 5xFAD__Brain Region: hippocampus__Sex: Female vs Genotype: WT__Brain Region: hippocampus__Sex: FemaleNo Averages Includes repeated Lipids,2,3,Blank_Blank_Blank_Blank_Blank
CAR(16:1)_QUAL,CAR,766917.2532501221,720657.4304771423,707643.2922325134,713666.6140708923,702181.8899688721,740003.9345703125,Genotype: 5xFAD | Brain Region: hippocampus | Sex: Female,Genotype: WT | Brain Region: hippocampus | Sex: Female,Genotype: 5xFAD__Brain Region: hippocampus__Sex: Female vs Genotype: WT__Brain Region: hippocampus__Sex: FemaleNo Averages Includes repeated Lipids,2,3,Blank_Blank_Blank_Blank_Blank
CAR(16:2),CAR,253679.09756469727,245519.13901138303,246588.4993057251,247745.63875579837,250961.57744979855,256414.337890625,Genotype: 5xFAD | Brain Region: hippocampus | Sex: Female,Genotype: WT | Brain Region: hippocampus | Sex: Female,Genotype: 5xFAD__Brain Region: hippocampus__Sex: Female vs Genotype: WT__Brain Region: hippocampus__Sex: FemaleNo Averages Includes repeated Lipids,2,3,Blank_Blank_Blank_Blank_Blank
CAR(16:2)_QUAL,CAR,717976.537776947,668987.487701416,643639.3448104858,686873.8896560669,714111.8694229126,720453.970703125,Genotype: 5xFAD | Brain Region: hippocampus | Sex: Female,Genotype: WT | Brain Region: hippocampus | Sex: Female,Genotype: 5xFAD__Brain Region: hippocampus__Sex: Female vs Genotype: WT__Brain Region: hippocampus__Sex: FemaleNo Averages Includes repeated Lipids,2,3,Blank_Blank_Blank_Blank_Blank
CAR(17:0),CAR,1395676.4764137268,1392305.039226532,1249825.6628189087,1410220.4593811035,1400522.4432868958,1142501.9833984375,Genotype: 5xFAD | Brain Region: hippocampus | Sex: Female,Genotype: WT | Brain Region: hippocampus | Sex: Female,Genotype: 5xFAD__Brain Region: hippocampus__Sex: Female vs Genotype: WT__Brain Region: hippocampus__Sex: FemaleNo Averages Includes repeated Lipids,2,3,Blank_Blank_Blank_Blank_Blank
CAR(17:0)_QUAL,CAR,575001.4996185303,547222.5586013794,544586.656879425,564401.9959831238,551341.518913269,595367.421875,Genotype: 5xFAD | Brain Region: hippocampus | Sex: Female,Genotype: WT | Brain Region: hippocampus | Sex: Female,Genotype: 5xFAD__Brain Region: hippocampus__Sex: Female vs Genotype: WT__Brain Region: hippocampus__Sex: FemaleNo Averages Includes repeated Lipids,2,3,Blank_Blank_Blank_Blank_Blank
CAR(18:0),CAR,3398042.738132477,3474643.0546951294,3311144.372196197,3455183.6737556458,3445748.883598328,3204698.263671875,Genotype: 5xFAD | Brain Region: hippocampus | Sex: Female,Genotype: WT | Brain Region: hippocampus | Sex: Female,Genotype: 5xFAD__Brain Region: hippocampus__Sex: Female vs Genotype: WT__Brain Region: hippocampus__Sex: FemaleNo Averages Includes repeated Lipids,2,3,Blank_Blank_Blank_Blank_Blank
CAR(18:0)_QUAL,CAR,743533.6129341125,732448.7354736328,710598.3502388,723401.7704734802,726914.1117248535,760985.4560546875,Genotype: 5xFAD | Brain Region: hippocampus | Sex: Female,Genotype: WT | Brain Region: hippocampus | Sex: Female,Genotype: 5xFAD__Brain Region: hippocampus__Sex: Female vs Genotype: WT__Brain Region: hippocampus__Sex: FemaleNo Averages Includes repeated Lipids,2,3,Blank_Blank_Blank_Blank_Blank
CAR(18:1),CAR,3353392.2062568665,3339850.368286133,3274809.1086006165,3361561.0278167725,3351227.7195396423,3208659.5,Genotype: 5xFAD | Brain Region: hippocampus | Sex: Female,Genotype: WT | Brain Region: hippocampus | Sex: Female,Genotype: 5xFAD__Brain Region: hippocampus__Sex: Female vs Genotype: WT__Brain Region: hippocampus__Sex: FemaleNo Averages Includes repeated Lipids,2,3,Blank_Blank_Blank_Blank_Blank
CAR(18:1)_QUAL,CAR,723665.552936554,703605.8525428772,697517.5519180298,704511.444694519,690885.727470398,735194.3125,Genotype: 5xFAD | Brain Region: hippocampus | Sex: Female,Genotype: WT | Brain Region: hippocampus | Sex: Female,Genotype: 5xFAD__Brain Region: hippocampus__Sex: Female vs Genotype: WT__Brain Region: hippocampus__Sex: FemaleNo Averages Includes repeated Lipids,2,3,Blank_Blank_Blank_Blank_Blank
CAR(18:2),CAR,3441816.282035828,3441927.2031326294,3321106.1242256165,3443127.4628181458,3422128.678287506,3252238.28515625,Genotype: 5xFAD | Brain Region: hippocampus | Sex: Female,Genotype: WT | Brain Region: hippocampus | Sex: Female,Genotype: 5xFAD__Brain Region: hippocampus__Sex: Female vs Genotype: WT__Brain Region: hippocampus__Sex: FemaleNo Averages Includes repeated Lipids,2,3,Blank_Blank_Blank_Blank_Blank
CAR(18:2)_QUAL,CAR,708596.9889526367,682017.2644615173,674869.0134429932,694198.5872344971,682717.2683677673,725255.8544921875,Genotype: 5xFAD | Brain Region: hippocampus | Sex: Female,Genotype: WT | Brain Region: hippocampus | Sex: Female,Genotype: 5xFAD__Brain Region: hippocampus__Sex: Female vs Genotype: WT__Brain Region: hippocampus__Sex: FemaleNo Averages Includes repeated Lipids,2,3,Blank_Blank_Blank_Blank_Blank
CAR(18:3),CAR,3371295.2239112854,3416208.1578178406,3290681.483757019,3445305.923286438,3405838.6034431458,3175149.642578125,Genotype: 5xFAD | Brain Region: hippocampus | Sex: Female,Genotype: WT | Brain Region: hippocampus | Sex: Female,Genotype: 5xFAD__Brain Region: hippocampus__Sex: Female vs Genotype: WT__Brain Region: hippocampus__Sex: FemaleNo Averages Includes repeated Lipids,2,3,Blank_Blank_Blank_Blank_Blank
CAR(18:3)_QUAL,CAR,750744.1921539307,726399.4345741272,726656.8913345337,742360.8333244324,731881.909614563,757884.5498046875,Genotype: 5xFAD | Brain Region: hippocampus | Sex: Female,Genotype: WT | Brain Region: hippocampus | Sex: Female,Genotype: 5xFAD__Brain Region: hippocampus__Sex: Female vs Genotype: WT__Brain Region: hippocampus__Sex: FemaleNo Averages Includes repeated Lipids,2,3,Blank_Blank_Blank_Blank_Blank
CAR(18:4),CAR,3352943.5315704346,3341677.4223480225,3233968.356567383,3370275.0512542725,3373901.868598938,3109092.08203125,Genotype: 5xFAD | Brain Region: hippocampus | Sex: Female,Genotype: WT | Brain Region: hippocampus | Sex: Female,Genotype: 5xFAD__Brain Region: hippocampus__Sex: Female vs Genotype: WT__Brain Region: hippocampus__Sex: FemaleNo Averages Includes repeated Lipids,2,3,Blank_Blank_Blank_Blank_Blank
CAR(18:4)_QUAL,CAR,750248.9944190979,729944.790435791,710655.930355072,731020.7297706604,720063.8909454346,756819.1298828125,Genotype: 5xFAD | Brain Region: hippocampus | Sex: Female,Genotype: WT | Brain Region: hippocampus | Sex: Female,Genotype: 5xFAD__Brain Region: hippocampus__Sex: Female vs Genotype: WT__Brain Region: hippocampus__Sex: FemaleNo Averages Includes repeated Lipids,2,3,Blank_Blank_Blank_Blank_Blank
CAR(20:0),CAR,616435.6062545776,622967.6631698608,603403.5034637451,620089.0047340393,611626.5448112488,631235.4873046875,Genotype: 5xFAD | Brain Region: hippocampus | Sex: Female,Genotype: WT | Brain Region: hippocampus | Sex: Female,Genotype: 5xFAD__Brain Region: hippocampus__Sex: Female vs Genotype: WT__Brain Region: hippocampus__Sex: FemaleNo Averages Includes repeated Lipids,2,3,Blank_Blank_Blank_Blank_Blank
CAR(20:0)_QUAL,CAR,2093458.9434432983,2105613.787036896,2022185.5518798828,2094245.1898498533,2123464.2004776,2018746.53125,Genotype: 5xFAD | Brain Region: hippocampus | Sex: Female,Genotype: WT | Brain Region: hippocampus | Sex: Female,Genotype: 5xFAD__Brain Region: hippocampus__Sex: Female vs Genotype: WT__Brain Region: hippocampus__Sex: FemaleNo Averages Includes repeated Lipids,2,3,Blank_Blank_Blank_Blank_Blank
CAR(20:1),CAR,594518.140045166,589100.8612976074,580838.2824287415,600452.7039718628,583075.142036438,602583.583984375,Genotype: 5xFAD | Brain Region: hippocampus | Sex: Female,Genotype: WT | Brain Region: hippocampus | Sex: Female,Genotype: 5xFAD__Brain Region: hippocampus__Sex: Female vs Genotype: WT__Brain Region: hippocampus__Sex: FemaleNo Averages Includes repeated Lipids,2,3,Blank_Blank_Blank_Blank_Blank
CAR(20:1)_QUAL,CAR,2084812.8918800356,2086580.5423469543,2013266.7589111328,2106648.6234436035,2099123.233757019,2005452.6015625,Genotype: 5xFAD | Brain Region: hippocampus | Sex: Female,Genotype: WT | Brain Region: hippocampus | Sex: Female,Genotype: 5xFAD__Brain Region: hippocampus__Sex: Female vs Genotype: WT__Brain Region: hippocampus__Sex: FemaleNo Averages Includes repeated Lipids,2,3,Blank_Blank_Blank_Blank_Blank
CAR(20:2),CAR,545149.5978393555,531580.1176223755,521306.4396133423,543002.4617805481,533377.5380516052,542018.3017578125,Genotype: 5xFAD | Brain Region: hippocampus | Sex: Female,Genotype: WT | Brain Region: hippocampus | Sex: Female,Genotype: 5xFAD__Brain Region: hippocampus__Sex: Female vs Genotype: WT__Brain Region: hippocampus__Sex: FemaleNo Averages Includes repeated Lipids,2,3,Blank_Blank_Blank_Blank_Blank
CAR(20:2)_QUAL,CAR,2013143.6574287412,1997006.5096931455,1935930.8571166992,2040162.4516448972,2017946.761100769,1927371.623046875,Genotype: 5xFAD | Brain Region: hippocampus | Sex: Female,Genotype: WT | Brain Region: hippocampus | Sex: Female,Genotype: 5xFAD__Brain Region: hippocampus__Sex: Female vs Genotype: WT__Brain Region: hippocampus__Sex: FemaleNo Averages Includes repeated Lipids,2,3,Blank_Blank_Blank_Blank_Blank
CAR(20:4),CAR,568176.1785049438,566487.7002983093,542454.615901947,563191.9986000061,560540.8808250427,571720.7197265625,Genotype: 5xFAD | Brain Region: hippocampus | Sex: Female,Genotype: WT | Brain Region: hippocampus | Sex: Female,Genotype: 5xFAD__Brain Region: hippocampus__Sex: Female vs Genotype: WT__Brain Region: hippocampus__Sex: FemaleNo Averages Includes repeated Lipids,2,3,Blank_Blank_Blank_Blank_Blank
CAR(20:4)_QUAL,CAR,1764048.271648407,1761836.3690681458,1674323.1026611328,1785923.7938346865,1784089.3489151,1701772.712890625,Genotype: 5xFAD | Brain Region: hippocampus | Sex: Female,Genotype: WT | Brain Region: hippocampus | Sex: Female,Genotype: 5xFAD__Brain Region: hippocampus__Sex: Female vs Genotype: WT__Brain Region: hippocampus__Sex: FemaleNo Averages Includes repeated Lipids,2,3,Blank_Blank_Blank_Blank_Blank
CAR(22:0),CAR,231526.4984855652,228261.93697738647,223512.75524902344,232703.6971549988,223702.25533676147,246921.7578163147,Genotype: 5xFAD | Brain Region: hippocampus | Sex: Female,Genotype: WT | Brain Region: hippocampus | Sex: Female,Genotype: 5xFAD__Brain Region: hippocampus__Sex: Female vs Genotype: WT__Brain Region: hippocampus__Sex: FemaleNo Averages Includes repeated Lipids,2,3,Blank_Blank_Blank_Blank_Blank
CAR(22:0)_QUAL,CAR,1780503.7716445923,2215264.291412353,1606555.014930725,2217035.03950119,2056732.6267280576,2740927.288986206,Genotype: 5xFAD | Brain Region: hippocampus | Sex: Female,Genotype: WT | Brain Region: hippocampus | Sex: Female,Genotype: 5xFAD__Brain Region: hippocampus__Sex: Female vs Genotype: WT__Brain Region: hippocampus__Sex: FemaleNo Averages Includes repeated Lipids,2,3,Blank_Blank_Blank_Blank_Blank
CAR(22:2),CAR,282213.4987754822,275658.6004180908,268964.0987930298,281806.31914520264,274731.8978767395,311783.7636947632,Genotype: 5xFAD | Brain Region: hippocampus | Sex: Female,Genotype: WT | Brain Region: hippocampus | Sex: Female,Genotype: 5xFAD__Brain Region: hippocampus__Sex: Female vs Genotype: WT__Brain Region: hippocampus__Sex: FemaleNo Averages Includes repeated Lipids,2,3,Blank_Blank_Blank_Blank_Blank
CAR(22:2)_QUAL,CAR,1775379.980709076,2237564.006412506,1586565.2906303406,2209048.568675995,2073179.2225074768,2741514.162109375,Genotype: 5xFAD | Brain Region: hippocampus | Sex: Female,Genotype: WT | Brain Region: hippocampus | Sex: Female,Genotype: 5xFAD__Brain Region: hippocampus__Sex: Female vs Genotype: WT__Brain Region: hippocampus__Sex: FemaleNo Averages Includes repeated Lipids,2,3,Blank_Blank_Blank_Blank_Blank
CAR(22:4),CAR,285067.93981170654,276084.160572052,269893.63860702515,283040.62071990967,281106.1014328003,317976.1638183594,Genotype: 5xFAD | Brain Region: hippocampus | Sex: Female,Genotype: WT | Brain Region: hippocampus | Sex: Female,Genotype: 5xFAD__Brain Region: hippocampus__Sex: Female vs Genotype: WT__Brain Region: hippocampus__Sex: FemaleNo Averages Includes repeated Lipids,2,3,Blank_Blank_Blank_Blank_Blank
CAR(22:4)_QUAL,CAR,1743933.1413345337,2172652.7879753117,1572544.0054740906,2187758.309455872,2056684.2371139529,2787949.4111328125,Genotype: 5xFAD | Brain Region: hippocampus | Sex: Female,Genotype: WT | Brain Region: hippocampus | Sex: Female,Genotype: 5xFAD__Brain Region: hippocampus__Sex: Female vs Genotype: WT__Brain Region: hippocampus__Sex: FemaleNo Averages Includes repeated Lipids,2,3,Blank_Blank_Blank_Blank_Blank
