Lipid,Class,DOD93_F4_Female_5xFAD_cerebellum,DOD93_F4_Female_5xFAD_cortex ,DOD93_F4_Female_5xFAD_diencephalon,DOD93_F4_Female_5xFAD_hippocampus,DOD94_F4_Female_5xFAD_cerebellum,DOD94_F4_Female_5xFAD_cortex ,DOD94_F4_Female_5xFAD_diencephalon,DOD94_F4_Female_5xFAD_hippocampus,DOD94_F3_Female_WT_cerebellum,DOD94_F3_Female_WT_cortex ,DOD94_F3_Female_WT_diencephalon,DOD94_F3_Female_WT_hippocampus,FAD184_F3_Female_WT_cerebellum,FAD184_F3_Female_WT_cortex ,FAD184_F3_Female_WT_diencephalon,FAD184_F3_Female_WT_hippocampus,FAD184_F4_Female_WT_cerebellum,FAD184_F4_Female_WT_cortex ,FAD184_F4_Female_WT_diencephalon,FAD184_F4_Female_WT_hippocampus,Blank_Blank_Blank_Blank_Blank,Title1,Title2,Title,length1,length2,Blank_name
[TG(66:4)]_FA18:0,TAG,23163.06170654297,24751.62171936035,17909.501373291016,27826.60182952881,21721.96156311035,19286.761505126957,20342.80139160156,21404.781448364258,21802.041564941406,18286.64123535156,21539.841430664062,21225.88153076172,19172.661376953125,19944.50151062012,19759.061393737797,25439.0817565918,20234.6612701416,24354.0018157959,24169.801467895508,18871.28133392334,13163.240898132324,Genotype: 5xFAD | Sex: Female,Genotype: WT | Sex: Female,Genotype: 5xFAD__Sex: Female vs Genotype: WT__Sex: FemaleAveraging_All_Across_methods2,8,12,Blank_Blank_Blank_Blank_Blank
[TG(66:4)]_FA18:1,TAG,23803.72161102295,25048.281616210938,17719.901306152344,26901.86187362671,20373.12154769897,21707.5616645813,20520.801612854004,24050.34172821045,22079.401557922363,21400.0412940979,25186.90157699585,19109.581371307373,23149.381664276123,20714.44155883789,19007.94139099121,24743.0817565918,24660.12176513672,25074.101692199707,22714.90171813965,17901.761154174805,14202.721061706545,Genotype: 5xFAD | Sex: Female,Genotype: WT | Sex: Female,Genotype: 5xFAD__Sex: Female vs Genotype: WT__Sex: FemaleAveraging_All_Across_methods2,8,12,Blank_Blank_Blank_Blank_Blank
[TG(66:4)]_FA18:2,TAG,40643.762508392334,34653.44249725342,20057.441436767574,31318.662265777588,38087.08289337158,25694.88179397583,24145.26173019409,20847.581504821777,24709.261711120605,27919.04174041748,24808.06182861328,29359.882137298584,24707.101608276367,24485.12166595459,22336.30167388916,27815.961990356445,34577.18241119385,27629.541790008545,27074.30177307129,22338.08162689209,36042.30276107788,Genotype: 5xFAD | Sex: Female,Genotype: WT | Sex: Female,Genotype: 5xFAD__Sex: Female vs Genotype: WT__Sex: FemaleAveraging_All_Across_methods2,8,12,Blank_Blank_Blank_Blank_Blank
[TG(66:4)]_FA18:3,TAG,39117.6028213501,34557.942306518555,23799.12171936035,33420.00254821777,37581.46297454834,27602.42210388184,30372.62201690674,28916.40217590332,27153.92206954956,33426.0023765564,31292.86235809326,31269.08226013184,28818.321868896484,26744.60179138184,28199.4020690918,31757.342254638672,44292.22294616699,31992.54217529297,32162.98217773437,25709.78183746338,27866.161903381348,Genotype: 5xFAD | Sex: Female,Genotype: WT | Sex: Female,Genotype: 5xFAD__Sex: Female vs Genotype: WT__Sex: FemaleAveraging_All_Across_methods2,8,12,Blank_Blank_Blank_Blank_Blank
[TG(66:4)]_FA20:4,TAG,32058.8623046875,32403.06216430664,26525.46188354492,36467.34245300293,29124.36198425293,29274.12174987793,29528.461975097656,24892.701614379883,27994.26211547852,25721.34196472168,29049.56188964844,26578.941833496094,29066.44218444824,28136.581970214844,24185.32176208496,28084.142082214355,31657.242218017574,32388.54235839844,28851.861907958984,25602.841827392574,17183.04123687744,Genotype: 5xFAD | Sex: Female,Genotype: WT | Sex: Female,Genotype: 5xFAD__Sex: Female vs Genotype: WT__Sex: FemaleAveraging_All_Across_methods2,8,12,Blank_Blank_Blank_Blank_Blank
[TG(66:5)]_FA14:0,TAG,21290.52174377441,21527.82159423828,23562.32165527344,20695.78158569336,21234.541549682617,23598.20178985596,19987.861404418945,19815.481536865234,20941.82164001465,16619.761207580566,16639.4412689209,15886.261070251465,18707.461395263672,19471.301300048828,19721.02149963379,21043.601501464844,17663.04135131836,24568.501892089844,18644.041381835938,17566.521224975586,13218.500968933104,Genotype: 5xFAD | Sex: Female,Genotype: WT | Sex: Female,Genotype: 5xFAD__Sex: Female vs Genotype: WT__Sex: FemaleAveraging_All_Across_methods2,8,12,Blank_Blank_Blank_Blank_Blank
[TG(66:5)]_FA16:0,TAG,29232.04232788086,32367.96247863769,20825.361526489258,25850.061920166016,24380.861770629883,22112.101402282715,20766.54133605957,21655.901329040527,25058.921417236328,18602.2013092041,21206.701248168945,20652.38144302368,21227.301467895508,20957.921478271484,21437.06143188477,23854.581581115723,24413.561920166016,27235.702072143555,21142.92163085937,22755.56164550781,15396.540969848633,Genotype: 5xFAD | Sex: Female,Genotype: WT | Sex: Female,Genotype: 5xFAD__Sex: Female vs Genotype: WT__Sex: FemaleAveraging_All_Across_methods2,8,12,Blank_Blank_Blank_Blank_Blank
[TG(66:5)]_FA16:1,TAG,29431.801864624023,30291.822303771973,23195.16149902344,25860.521675109863,26251.921752929688,25783.58171081543,25027.541549682617,25671.82167816162,24037.82135772705,17256.101104736328,20084.56146621704,24356.42156982422,25142.02178955078,26862.58183670044,21931.30172729492,27437.782012939453,22777.421363830566,32796.64270019531,25564.921997070312,24093.00170898437,13353.62102508545,Genotype: 5xFAD | Sex: Female,Genotype: WT | Sex: Female,Genotype: 5xFAD__Sex: Female vs Genotype: WT__Sex: FemaleAveraging_All_Across_methods2,8,12,Blank_Blank_Blank_Blank_Blank
[TG(66:5)]_FA18:0,TAG,25803.441864013672,24213.081970214844,18526.64134216309,25534.88186645508,24032.001831054688,22890.12176513672,23263.101531982426,22700.74161529541,21555.521728515625,20789.46141052246,28918.182067871094,19673.86138916016,19490.241470336918,20481.421493530277,20858.281631469727,22751.281661987305,23273.94158935547,26343.44175720215,22852.701736450195,22853.201721191406,14567.960968017578,Genotype: 5xFAD | Sex: Female,Genotype: WT | Sex: Female,Genotype: 5xFAD__Sex: Female vs Genotype: WT__Sex: FemaleAveraging_All_Across_methods2,8,12,Blank_Blank_Blank_Blank_Blank
[TG(66:5)]_FA18:1,TAG,22465.121627807617,25146.382080078125,18218.44129943848,25062.74174499512,25679.601837158203,22595.701690673828,23545.92156982422,20170.961471557617,22452.241569519043,21127.26170349121,25450.88205718994,22105.18148803711,20001.461395263672,23220.921646118164,19700.061294555664,23282.32164001465,23920.68180847168,25790.361862182617,21656.40135192871,18240.781280517574,14777.001113891602,Genotype: 5xFAD | Sex: Female,Genotype: WT | Sex: Female,Genotype: 5xFAD__Sex: Female vs Genotype: WT__Sex: FemaleAveraging_All_Across_methods2,8,12,Blank_Blank_Blank_Blank_Blank
[TG(66:5)]_FA18:2,TAG,23058.081676483154,28764.241897583008,19210.181381225582,28224.101905822758,23355.321563720703,22537.84144592285,24361.241607666016,20665.321506500244,21155.52147293091,20477.441436767574,26804.44204711914,23474.441745758057,21230.60132598877,23571.58163833618,21419.80139541626,23514.28143692017,28647.04200744629,23356.50156402588,26340.061782836918,19104.70133972168,16089.12098312378,Genotype: 5xFAD | Sex: Female,Genotype: WT | Sex: Female,Genotype: 5xFAD__Sex: Female vs Genotype: WT__Sex: FemaleAveraging_All_Across_methods2,8,12,Blank_Blank_Blank_Blank_Blank
[TG(66:5)]_FA18:3,TAG,41043.422912597656,42625.50296783447,25026.381858825684,34826.70204925537,43130.10313796997,27987.662017822266,28624.882209777832,25956.501808166504,29836.44214248657,32369.76236724853,30019.0020904541,33261.382179260254,27368.54181289673,27292.122032165527,25370.66177368164,29797.822143554688,40388.66286849976,32857.962310791016,35185.14262390137,27884.3420753479,39732.24285507202,Genotype: 5xFAD | Sex: Female,Genotype: WT | Sex: Female,Genotype: 5xFAD__Sex: Female vs Genotype: WT__Sex: FemaleAveraging_All_Across_methods2,8,12,Blank_Blank_Blank_Blank_Blank
[TG(66:5)]_FA20:4,TAG,32084.342315673828,31040.60223388672,24359.80173492432,32270.1220703125,32996.40229797363,27481.501861572266,29965.64183807373,26434.84189605713,27958.98210144043,25893.862007141117,28069.08218383789,25330.02178955078,25925.461990356445,23065.381607055664,24068.52166366577,27848.421825408936,35510.122497558594,28423.64196777344,30956.40202331543,26509.061683654785,20766.361392974854,Genotype: 5xFAD | Sex: Female,Genotype: WT | Sex: Female,Genotype: 5xFAD__Sex: Female vs Genotype: WT__Sex: FemaleAveraging_All_Across_methods2,8,12,Blank_Blank_Blank_Blank_Blank
[TG(66:5)]_FA22:5,TAG,69290.52520751953,72299.54544067383,100202.88729858398,66523.64529418945,86261.86598205566,77559.34572601318,77993.54516601562,74029.48559570312,76765.86503601074,35423.54252624512,37303.402755737305,69548.0650024414,62398.684967041016,93483.88665771484,65706.2041015625,91265.58560180664,50329.54355621338,63150.66409301758,54706.08367919922,54671.00381469727,22175.941566467285,Genotype: 5xFAD | Sex: Female,Genotype: WT | Sex: Female,Genotype: 5xFAD__Sex: Female vs Genotype: WT__Sex: FemaleAveraging_All_Across_methods2,8,12,Blank_Blank_Blank_Blank_Blank
[TG(66:6)]_FA14:0,TAG,18346.12126159668,24878.42193603516,27927.60195159912,21117.041595458984,21161.121391296387,25813.76197814941,20769.96156311035,21318.981536865234,20377.08134460449,17014.161239624023,15209.461074829102,19783.101333618164,18320.66142272949,25741.321868896484,20942.341598510742,21026.38153076172,18486.80125427246,21501.081382751465,18537.92146301269,18686.72131347656,14763.520950317385,Genotype: 5xFAD | Sex: Female,Genotype: WT | Sex: Female,Genotype: 5xFAD__Sex: Female vs Genotype: WT__Sex: FemaleAveraging_All_Across_methods2,8,12,Blank_Blank_Blank_Blank_Blank
[TG(66:6)]_FA16:0,TAG,19240.26128387451,23397.44166564941,19877.34146118164,24579.64157104492,17708.66114807129,22593.801345825195,17290.361221313477,20044.72142791748,19124.5412979126,16977.701126098633,19752.961303710938,20877.421615600582,17224.381118774414,20154.641494750977,19890.201293945312,22282.98143005371,20603.121383666992,21375.44171142578,19283.721450805664,17970.60140991211,13367.380981445312,Genotype: 5xFAD | Sex: Female,Genotype: WT | Sex: Female,Genotype: 5xFAD__Sex: Female vs Genotype: WT__Sex: FemaleAveraging_All_Across_methods2,8,12,Blank_Blank_Blank_Blank_Blank
[TG(66:6)]_FA16:1,TAG,41031.983169555664,62181.14496612549,46641.983627319336,44919.84387207031,41674.82286071777,41615.82234191895,34480.98215484619,39827.34222412109,51738.984031677246,19124.601470947266,24794.641876220703,30660.122589111328,31321.702392578125,49496.70386505127,38387.36264038086,40057.682861328125,27672.781982421875,63361.48477172852,31988.722290039062,30792.6220703125,15879.261169433594,Genotype: 5xFAD | Sex: Female,Genotype: WT | Sex: Female,Genotype: 5xFAD__Sex: Female vs Genotype: WT__Sex: FemaleAveraging_All_Across_methods2,8,12,Blank_Blank_Blank_Blank_Blank
[TG(66:6)]_FA18:0,TAG,29569.56225585937,57646.724197387695,21846.60131835937,32419.002365112305,31229.721954345703,30127.642379760742,27259.34213256836,32676.582321166992,36077.5224609375,27830.262252807617,45871.7839050293,24702.62171936035,25778.801872253414,30707.42250061035,31174.122589111328,26882.46194458008,34659.36274719238,52478.54396057129,28865.52191925049,22186.861541748047,16314.761070251465,Genotype: 5xFAD | Sex: Female,Genotype: WT | Sex: Female,Genotype: 5xFAD__Sex: Female vs Genotype: WT__Sex: FemaleAveraging_All_Across_methods2,8,12,Blank_Blank_Blank_Blank_Blank
[TG(66:6)]_FA18:1,TAG,24551.661743164062,27737.84211730957,19613.76136779785,27786.40187072754,23915.66192626953,21842.341583251957,24113.481842041016,24738.68179321289,22637.381561279297,20977.061309814453,30123.201858520508,21278.60165405273,19420.641311645508,20164.721405029297,21609.561416625977,23616.541564941406,22667.32160949707,26944.26206970215,20791.381393432617,22660.58158874512,13846.100952148438,Genotype: 5xFAD | Sex: Female,Genotype: WT | Sex: Female,Genotype: 5xFAD__Sex: Female vs Genotype: WT__Sex: FemaleAveraging_All_Across_methods2,8,12,Blank_Blank_Blank_Blank_Blank
[TG(66:6)]_FA18:2,TAG,25757.22171401977,25492.34169006348,16253.101169586182,25782.78187561035,24786.76181411743,22758.241760253903,22888.00150680542,21121.42139816284,21573.4815826416,20244.70153427124,23036.02157592773,23658.44165802002,24450.841789245605,24992.88190460205,19761.08141708374,25215.66170501709,24088.60157775879,26212.72188949585,23148.661811828613,19251.521488189697,16024.561092376707,Genotype: 5xFAD | Sex: Female,Genotype: WT | Sex: Female,Genotype: 5xFAD__Sex: Female vs Genotype: WT__Sex: FemaleAveraging_All_Across_methods2,8,12,Blank_Blank_Blank_Blank_Blank
[TG(66:6)]_FA18:3,TAG,27120.162071228027,33575.522468566895,20654.661682128903,32993.52224731445,26952.18209457397,25561.521759033203,26101.041858673096,26236.94199752808,27012.88203048706,26493.04168701172,28691.661987304688,26482.38174438477,27787.061950683597,24859.08168792725,25734.262134552,28568.702262878414,32744.74211120605,33371.64255523682,30723.26212310791,23641.42181777954,18006.641220092773,Genotype: 5xFAD | Sex: Female,Genotype: WT | Sex: Female,Genotype: 5xFAD__Sex: Female vs Genotype: WT__Sex: FemaleAveraging_All_Across_methods2,8,12,Blank_Blank_Blank_Blank_Blank
[TG(66:6)]_FA20:4,TAG,34663.02241516113,32612.06239700317,22263.361541748047,31221.40210723877,37402.24271392822,30124.062133789062,30153.182083129883,28539.7020111084,26636.342010498047,30957.92224884033,32535.48235321045,26306.70167541504,28419.022087097168,26842.141986846924,24397.78171157837,30172.502002716064,36339.50267410278,30172.96209716797,36065.88272094727,28813.962005615234,26697.521728515625,Genotype: 5xFAD | Sex: Female,Genotype: WT | Sex: Female,Genotype: 5xFAD__Sex: Female vs Genotype: WT__Sex: FemaleAveraging_All_Across_methods2,8,12,Blank_Blank_Blank_Blank_Blank
[TG(66:6)]_FA22:5,TAG,86810.7060546875,104283.366355896,100427.9864654541,79419.30474090576,107790.48822021484,101787.00717163086,97075.226852417,93110.506149292,109948.72775268556,42202.663146972656,38909.38252258301,101917.98792266846,83487.34599304199,128559.78924560548,91251.04629516602,120890.28804016112,65448.80375671387,79784.28601074219,72487.66548156738,66502.6247253418,23122.281463623047,Genotype: 5xFAD | Sex: Female,Genotype: WT | Sex: Female,Genotype: 5xFAD__Sex: Female vs Genotype: WT__Sex: FemaleAveraging_All_Across_methods2,8,12,Blank_Blank_Blank_Blank_Blank
[TG(66:6)]_FA22:6,TAG,78917.42500305176,85321.94631958008,105138.54789733888,70654.56481933594,98924.68669128418,86836.94633483887,83740.60536193848,72850.06478881836,88908.14555358887,41140.04296875,38571.54275512695,80141.08561706543,64722.164779663086,108025.9680480957,73096.0048828125,101695.90858459473,52334.18377685547,73000.34539794922,59023.124435424805,63230.804275512695,26547.621856689453,Genotype: 5xFAD | Sex: Female,Genotype: WT | Sex: Female,Genotype: 5xFAD__Sex: Female vs Genotype: WT__Sex: FemaleAveraging_All_Across_methods2,8,12,Blank_Blank_Blank_Blank_Blank
[TG(66:7)]_FA16:0,TAG,23220.741622924805,39880.78369140625,21502.461486816406,24996.522003173828,26570.3419342041,27020.38215637207,22309.40171813965,24487.821670532227,28436.342041015625,20231.141326904297,32509.962436676025,21734.581481933597,23227.001525878903,22644.86148071289,25691.32196044922,22075.16143798828,30709.302612304688,36017.262298583984,23014.741653442383,19890.301513671875,14876.381050109863,Genotype: 5xFAD | Sex: Female,Genotype: WT | Sex: Female,Genotype: 5xFAD__Sex: Female vs Genotype: WT__Sex: FemaleAveraging_All_Across_methods2,8,12,Blank_Blank_Blank_Blank_Blank
[TG(66:7)]_FA16:1,TAG,33329.30223083496,51112.924087524414,42823.683349609375,44309.2834777832,34872.4423828125,39490.16261291504,29573.222229003903,38914.76345825195,38341.702880859375,17754.181243896484,20241.56137084961,29938.602264404297,27794.702102661133,45200.663429260254,32514.942443847656,35646.822341918945,26909.00204467773,49762.10400390625,28824.88195800781,23849.76161193848,13470.840911865234,Genotype: 5xFAD | Sex: Female,Genotype: WT | Sex: Female,Genotype: 5xFAD__Sex: Female vs Genotype: WT__Sex: FemaleAveraging_All_Across_methods2,8,12,Blank_Blank_Blank_Blank_Blank
[TG(66:7)]_FA18:0,TAG,60518.06451416016,247889.63026428223,43055.30319213867,78526.72538757324,74920.34553527832,89906.90728759766,68302.80500793457,90983.44741821288,102065.94844055176,64644.225914001465,190064.91773986816,55929.78314971924,49121.16357421875,89833.6077041626,80358.24560546875,45448.30320739746,93456.14706420898,182807.50924682617,56162.18438720703,32154.14224243164,17253.341415405273,Genotype: 5xFAD | Sex: Female,Genotype: WT | Sex: Female,Genotype: 5xFAD__Sex: Female vs Genotype: WT__Sex: FemaleAveraging_All_Across_methods2,8,12,Blank_Blank_Blank_Blank_Blank
[TG(66:7)]_FA18:1,TAG,30711.5622253418,61603.18371582031,25308.98184967041,35131.542404174805,31419.182159423828,33544.44235229492,29233.1618347168,32586.24224853516,44145.80331420898,26451.02180480957,48024.80332946777,28617.76181030273,27701.98207092285,33114.98289489746,28639.822032928467,27993.082000732426,37507.38293457031,52273.48262023926,28855.302116394043,24557.90170288086,14740.22119140625,Genotype: 5xFAD | Sex: Female,Genotype: WT | Sex: Female,Genotype: 5xFAD__Sex: Female vs Genotype: WT__Sex: FemaleAveraging_All_Across_methods2,8,12,Blank_Blank_Blank_Blank_Blank
[TG(66:7)]_FA18:2,TAG,24563.30170059204,26738.34178161621,18480.54127502441,26533.681938171387,24020.521842956543,22875.681648254395,25659.521812438965,22866.261753082275,21236.961574554443,22230.921756744385,29145.5018157959,20798.541427612305,22019.501655578613,22490.76165008545,20298.22135162353,26863.26194000244,25039.661651611328,25839.601852416992,22332.121673583984,23613.601726531982,16690.941120147705,Genotype: 5xFAD | Sex: Female,Genotype: WT | Sex: Female,Genotype: 5xFAD__Sex: Female vs Genotype: WT__Sex: FemaleAveraging_All_Across_methods2,8,12,Blank_Blank_Blank_Blank_Blank
[TG(66:7)]_FA18:3,TAG,28503.262145996094,30078.382022857662,21758.461433410645,29944.28232574463,26399.58187484741,24931.6018409729,29801.6022605896,27158.88178253174,26971.10189819336,26473.46199798584,28071.961875915527,26744.94225692749,27821.60196685791,25821.06191253662,27329.42197036743,30886.981956481934,26787.522121429443,30170.88214111328,28763.442001342773,25259.841796875,17639.88109588623,Genotype: 5xFAD | Sex: Female,Genotype: WT | Sex: Female,Genotype: 5xFAD__Sex: Female vs Genotype: WT__Sex: FemaleAveraging_All_Across_methods2,8,12,Blank_Blank_Blank_Blank_Blank
[TG(66:7)]_FA20:4,TAG,31352.24225616455,30038.40187454224,24124.201557159424,28945.861892700195,30930.882385253903,25944.301780700684,26338.74184036255,26437.4217376709,25621.00159072876,26536.28186416626,26271.22177505493,25026.421913146973,25889.461780548096,23188.301692962646,24067.741813659668,30735.042247772217,28500.482208251957,28157.202198028564,31471.842308044437,25524.301975250244,28940.60190963745,Genotype: 5xFAD | Sex: Female,Genotype: WT | Sex: Female,Genotype: 5xFAD__Sex: Female vs Genotype: WT__Sex: FemaleAveraging_All_Across_methods2,8,12,Blank_Blank_Blank_Blank_Blank
[TG(66:7)]_FA22:5,TAG,80797.52610778809,63611.88471984863,103257.14823913574,87599.40481948853,88075.16579437256,74138.6057510376,81848.70627212524,64594.6639251709,92394.2871170044,44793.4430770874,42048.60285186768,73773.78482818604,69817.56498336792,135102.1879272461,60713.82402801514,116083.1870803833,47661.463134765625,66745.20468139648,53499.084297180176,66166.80471038818,26183.961894989014,Genotype: 5xFAD | Sex: Female,Genotype: WT | Sex: Female,Genotype: 5xFAD__Sex: Female vs Genotype: WT__Sex: FemaleAveraging_All_Across_methods2,8,12,Blank_Blank_Blank_Blank_Blank
[TG(66:7)]_FA22:6,TAG,94929.30724716188,117202.667427063,110288.96868133543,92343.58757781982,124218.46784210204,112018.2286529541,107844.84757995604,104086.8473892212,117935.22619628906,47308.36379623413,46027.66307067871,106659.14710998537,89921.32682037354,148220.42924499512,92295.20583724976,147125.81216049194,69288.54554748535,89928.38621520996,74766.70584869385,76784.02632141113,27021.281940460205,Genotype: 5xFAD | Sex: Female,Genotype: WT | Sex: Female,Genotype: 5xFAD__Sex: Female vs Genotype: WT__Sex: FemaleAveraging_All_Across_methods2,8,12,Blank_Blank_Blank_Blank_Blank
[TG(66:8)|TG(65:1)]_FA14:0,TAG,23134.361488342285,33408.86195373535,26271.421951293945,26738.92140197754,23775.62174224853,27599.461807250977,21452.96141052246,25314.82185363769,33510.82257080078,20933.781448364258,15101.36117553711,21557.98161315918,21376.4815826416,29280.881790161133,24560.08178710937,25009.741973876957,22959.741806030277,32495.302505493164,20360.961532592773,20156.221435546875,19785.941482543945,Genotype: 5xFAD | Sex: Female,Genotype: WT | Sex: Female,Genotype: 5xFAD__Sex: Female vs Genotype: WT__Sex: FemaleAveraging_All_Across_methods2,8,12,Blank_Blank_Blank_Blank_Blank
[TG(66:8)|TG(65:1)]_FA16:0,TAG,26049.96194458008,33552.82209777832,23898.121368408203,29419.30204772949,28015.18190002441,28607.70213317871,23379.541595458984,24172.701766967773,30806.3221282959,22180.56153869629,27628.20196533203,26140.041885375977,23187.44172668457,28052.64195251465,24642.941833496094,27537.10227966309,29629.302352905277,33628.78224182129,23286.681716918945,21174.72152709961,18176.721229553223,Genotype: 5xFAD | Sex: Female,Genotype: WT | Sex: Female,Genotype: 5xFAD__Sex: Female vs Genotype: WT__Sex: FemaleAveraging_All_Across_methods2,8,12,Blank_Blank_Blank_Blank_Blank
[TG(66:8)|TG(65:1)]_FA16:1,TAG,44219.92384338379,69689.62454223633,47262.16375732422,49334.96350097656,46874.30320739746,50748.34353637695,34518.50260925293,43974.22319793701,55745.14555358887,20987.42138671875,35629.06282043457,35767.66313171387,30443.082397460938,53812.7043762207,42020.94334411621,41261.122802734375,38792.44320678711,75144.12673950195,31231.46228027344,27133.38180541992,14929.10089111328,Genotype: 5xFAD | Sex: Female,Genotype: WT | Sex: Female,Genotype: 5xFAD__Sex: Female vs Genotype: WT__Sex: FemaleAveraging_All_Across_methods2,8,12,Blank_Blank_Blank_Blank_Blank
[TG(66:8)|TG(65:1)]_FA18:0,TAG,51116.10345458984,116005.2287902832,47534.443908691406,49475.40321350098,60429.02445983887,53348.743896484375,42504.10319519043,49716.84425354004,58373.42449951172,39310.42263793945,89272.66757202148,36637.94270324707,32394.982025146484,55251.304290771484,43085.5827331543,31780.982498168945,61603.40361022949,91302.92758178712,38843.80319213867,27079.34164428711,26103.721786499023,Genotype: 5xFAD | Sex: Female,Genotype: WT | Sex: Female,Genotype: 5xFAD__Sex: Female vs Genotype: WT__Sex: FemaleAveraging_All_Across_methods2,8,12,Blank_Blank_Blank_Blank_Blank
[TG(66:8)|TG(65:1)]_FA18:1,TAG,57558.84448242188,257647.3777770996,33367.18215942383,97821.92832946776,76375.96391296387,92833.06774902344,71619.1849822998,95878.52603149414,114905.90852355956,68799.98580932617,197800.15643310547,62108.82469177246,49437.86279296875,92460.04609680176,83198.9658203125,46738.06309509277,96312.94552612305,199784.24975585935,59522.84400939941,33304.68223571777,17076.481033325195,Genotype: 5xFAD | Sex: Female,Genotype: WT | Sex: Female,Genotype: 5xFAD__Sex: Female vs Genotype: WT__Sex: FemaleAveraging_All_Across_methods2,8,12,Blank_Blank_Blank_Blank_Blank
[TG(66:8)|TG(65:1)]_FA18:2,TAG,30081.02212524414,62771.384674072266,21610.421417236328,33722.56278991699,33441.782455444336,33527.32241821289,31607.3018951416,32395.081985473636,41709.16329956055,29034.901947021484,44807.04273986816,27188.58186340332,28978.80192565918,32687.0426940918,32303.482421875,29410.862030029297,39605.36239624024,37243.28299713135,32913.22235107422,25279.741622924805,15927.00114440918,Genotype: 5xFAD | Sex: Female,Genotype: WT | Sex: Female,Genotype: 5xFAD__Sex: Female vs Genotype: WT__Sex: FemaleAveraging_All_Across_methods2,8,12,Blank_Blank_Blank_Blank_Blank
[TG(66:8)|TG(65:1)]_FA18:3,TAG,30330.36223602295,29398.542221069336,23652.561485290527,33747.062507629395,25461.461906433105,22420.181442260742,27529.901973724365,26874.64194488525,27125.161708831787,27735.862155914307,32183.402282714844,27215.2618598938,27513.50204086304,27649.022003173828,27140.68207550049,29240.16212463379,31169.822059631348,33205.14238357544,29278.66173171997,30448.462020874023,19081.481327056885,Genotype: 5xFAD | Sex: Female,Genotype: WT | Sex: Female,Genotype: 5xFAD__Sex: Female vs Genotype: WT__Sex: FemaleAveraging_All_Across_methods2,8,12,Blank_Blank_Blank_Blank_Blank
[TG(66:8)|TG(65:1)]_FA20:4,TAG,27216.981937408447,29667.502082824707,24885.96181488037,30247.322116851807,30181.502128601074,26939.521865844727,28001.2419090271,25673.24193572998,26444.40186691284,22647.241676330566,25602.021682739258,24942.181632995605,26043.14179992676,24139.581901550293,23586.641757965088,28201.402011871334,27240.941917419437,26020.80171585083,26678.48183441162,23577.76148223877,18858.44131088257,Genotype: 5xFAD | Sex: Female,Genotype: WT | Sex: Female,Genotype: 5xFAD__Sex: Female vs Genotype: WT__Sex: FemaleAveraging_All_Across_methods2,8,12,Blank_Blank_Blank_Blank_Blank
[TG(66:8)|TG(65:1)]_FA22:5,TAG,68984.6849899292,64412.70484161377,90942.00591278076,68565.82516479492,82221.24572753906,61753.1042175293,73549.42498779297,58540.804054260254,84806.42580413818,38078.582748413086,33820.00242614746,63171.1439704895,62720.944690704346,85615.56602859497,54554.9437789917,88287.9666633606,40579.082862854,56217.263999938965,45053.72339630127,52491.66377258301,36712.62273788452,Genotype: 5xFAD | Sex: Female,Genotype: WT | Sex: Female,Genotype: 5xFAD__Sex: Female vs Genotype: WT__Sex: FemaleAveraging_All_Across_methods2,8,12,Blank_Blank_Blank_Blank_Blank
[TG(66:8)|TG(65:1)]_FA22:6,TAG,84966.46620559692,68919.42422103882,112848.0687828064,94013.22653198242,96924.20686721802,83111.80568695068,81845.20598602295,61328.10400390625,91663.64671707152,48819.583568573,46314.08317565918,75110.78499984741,75374.38521575928,144392.93176651,68893.76483154297,122713.9686164856,52267.74311065674,72199.64468383789,54616.143951416016,73353.42539978027,26852.26189804077,Genotype: 5xFAD | Sex: Female,Genotype: WT | Sex: Female,Genotype: 5xFAD__Sex: Female vs Genotype: WT__Sex: FemaleAveraging_All_Across_methods2,8,12,Blank_Blank_Blank_Blank_Blank
[TG(66:9)|TG(65:2)]_FA14:0,TAG,25933.48210144043,42051.28249359131,31367.221954345703,31125.46206665039,28903.9422454834,32116.26237487793,28173.14195251465,30349.92251586914,33771.602127075195,15220.86107635498,17786.14129638672,24572.86181640625,25842.08169555664,34987.02256774902,28597.04219055176,26483.162048339844,23737.08158874512,39965.68312835693,21402.04141235352,22446.50134277344,13965.881072998049,Genotype: 5xFAD | Sex: Female,Genotype: WT | Sex: Female,Genotype: 5xFAD__Sex: Female vs Genotype: WT__Sex: FemaleAveraging_All_Across_methods2,8,12,Blank_Blank_Blank_Blank_Blank
[TG(66:9)|TG(65:2)]_FA16:0,TAG,27027.60188293457,32898.60202026367,20748.301330566406,30184.68225097656,25457.901641845703,20392.921508789062,21943.341506958008,21042.801651000977,27619.30209350586,24537.901863098145,24048.4815826416,21498.98141479492,19902.02154541016,21765.26153564453,20758.681617736816,25639.20192718506,26497.16194152832,26378.381927490234,21288.901580810547,19264.841217041016,23777.98171234131,Genotype: 5xFAD | Sex: Female,Genotype: WT | Sex: Female,Genotype: 5xFAD__Sex: Female vs Genotype: WT__Sex: FemaleAveraging_All_Across_methods2,8,12,Blank_Blank_Blank_Blank_Blank
