Lipid,Class,DOD93_F4_Female_5xFAD_diencephalon,DOD94_F4_Female_5xFAD_diencephalon,DOD94_F3_Female_WT_diencephalon,FAD184_F3_Female_WT_diencephalon,FAD184_F4_Female_WT_diencephalon,Blank_Blank_Blank_Blank_Blank,Title1,Title2,Title,length1,length2,Blank_name
PS(O-42:0),PS,132455.86950683594,131925.6300048828,170069.67114257812,126843.38940429688,88166.50611877441,79995.68591308594,Genotype: 5xFAD | Brain Region: diencephalon | Sex: Female,Genotype: WT | Brain Region: diencephalon | Sex: Female,Genotype: 5xFAD__Brain Region: diencephalon__Sex: Female vs Genotype: WT__Brain Region: diencephalon__Sex: FemaleNo Averages Includes repeated Lipids,2,3,Blank_Blank_Blank_Blank_Blank
PS(O-42:4),PS,90946.2469482422,93983.1264038086,109623.02728271484,102992.7269897461,66594.46476745605,63857.94403076172,Genotype: 5xFAD | Brain Region: diencephalon | Sex: Female,Genotype: WT | Brain Region: diencephalon | Sex: Female,Genotype: 5xFAD__Brain Region: diencephalon__Sex: Female vs Genotype: WT__Brain Region: diencephalon__Sex: FemaleNo Averages Includes repeated Lipids,2,3,Blank_Blank_Blank_Blank_Blank
PS(O-42:6),PS,146433.56982421875,164481.4716796875,159724.33081054688,148506.81103515625,77805.68547439575,111261.5673828125,Genotype: 5xFAD | Brain Region: diencephalon | Sex: Female,Genotype: WT | Brain Region: diencephalon | Sex: Female,Genotype: 5xFAD__Brain Region: diencephalon__Sex: Female vs Genotype: WT__Brain Region: diencephalon__Sex: FemaleNo Averages Includes repeated Lipids,2,3,Blank_Blank_Blank_Blank_Blank
PS(P-28:0),PS,54833.26354980469,66070.14492797852,62939.36444091797,58965.70397949219,41031.26319885254,43532.30316162109,Genotype: 5xFAD | Brain Region: diencephalon | Sex: Female,Genotype: WT | Brain Region: diencephalon | Sex: Female,Genotype: 5xFAD__Brain Region: diencephalon__Sex: Female vs Genotype: WT__Brain Region: diencephalon__Sex: FemaleNo Averages Includes repeated Lipids,2,3,Blank_Blank_Blank_Blank_Blank
PS(P-29:0),PS,216244.9553222656,227888.49731445312,219610.15551757807,209037.3962402344,219755.3351097107,217706.77490234372,Genotype: 5xFAD | Brain Region: diencephalon | Sex: Female,Genotype: WT | Brain Region: diencephalon | Sex: Female,Genotype: 5xFAD__Brain Region: diencephalon__Sex: Female vs Genotype: WT__Brain Region: diencephalon__Sex: FemaleNo Averages Includes repeated Lipids,2,3,Blank_Blank_Blank_Blank_Blank
PS(P-30:0),PS,69278.4853515625,84761.4262084961,79144.04565429688,68495.72509765625,56637.46369934082,51916.5033569336,Genotype: 5xFAD | Brain Region: diencephalon | Sex: Female,Genotype: WT | Brain Region: diencephalon | Sex: Female,Genotype: 5xFAD__Brain Region: diencephalon__Sex: Female vs Genotype: WT__Brain Region: diencephalon__Sex: FemaleNo Averages Includes repeated Lipids,2,3,Blank_Blank_Blank_Blank_Blank
PS(P-30:1),PS,68199.7250366211,71189.72509765625,78123.8256225586,68733.12438964844,53512.703914642334,59100.94396972656,Genotype: 5xFAD | Brain Region: diencephalon | Sex: Female,Genotype: WT | Brain Region: diencephalon | Sex: Female,Genotype: 5xFAD__Brain Region: diencephalon__Sex: Female vs Genotype: WT__Brain Region: diencephalon__Sex: FemaleNo Averages Includes repeated Lipids,2,3,Blank_Blank_Blank_Blank_Blank
PS(P-31:0),PS,72425.40502929688,81069.42584228516,85656.38635253906,67262.40490722656,63294.40424346924,62340.62414550781,Genotype: 5xFAD | Brain Region: diencephalon | Sex: Female,Genotype: WT | Brain Region: diencephalon | Sex: Female,Genotype: 5xFAD__Brain Region: diencephalon__Sex: Female vs Genotype: WT__Brain Region: diencephalon__Sex: FemaleNo Averages Includes repeated Lipids,2,3,Blank_Blank_Blank_Blank_Blank
PS(P-31:1),PS,64441.62512207031,77264.88586425781,72656.94506835938,57439.52404785156,84604.8263015747,73530.02456665039,Genotype: 5xFAD | Brain Region: diencephalon | Sex: Female,Genotype: WT | Brain Region: diencephalon | Sex: Female,Genotype: 5xFAD__Brain Region: diencephalon__Sex: Female vs Genotype: WT__Brain Region: diencephalon__Sex: FemaleNo Averages Includes repeated Lipids,2,3,Blank_Blank_Blank_Blank_Blank
PS(P-32:0),PS,106943.90771484376,116718.14794921876,114919.4678955078,108535.46704101562,111148.0472984314,102823.2667236328,Genotype: 5xFAD | Brain Region: diencephalon | Sex: Female,Genotype: WT | Brain Region: diencephalon | Sex: Female,Genotype: 5xFAD__Brain Region: diencephalon__Sex: Female vs Genotype: WT__Brain Region: diencephalon__Sex: FemaleNo Averages Includes repeated Lipids,2,3,Blank_Blank_Blank_Blank_Blank
PS(P-32:1),PS,55335.10397338867,60584.48425292969,67129.64501953125,53387.7236328125,54144.96381378174,58558.344177246094,Genotype: 5xFAD | Brain Region: diencephalon | Sex: Female,Genotype: WT | Brain Region: diencephalon | Sex: Female,Genotype: 5xFAD__Brain Region: diencephalon__Sex: Female vs Genotype: WT__Brain Region: diencephalon__Sex: FemaleNo Averages Includes repeated Lipids,2,3,Blank_Blank_Blank_Blank_Blank
PS(P-33:0),PS,85377.82598876953,104944.587890625,119050.80725097656,89811.34582519531,76132.52513122559,79993.76586914062,Genotype: 5xFAD | Brain Region: diencephalon | Sex: Female,Genotype: WT | Brain Region: diencephalon | Sex: Female,Genotype: 5xFAD__Brain Region: diencephalon__Sex: Female vs Genotype: WT__Brain Region: diencephalon__Sex: FemaleNo Averages Includes repeated Lipids,2,3,Blank_Blank_Blank_Blank_Blank
PS(P-33:1),PS,329892.76721191406,269874.6804199219,310829.0187988281,268048.6965332031,103281.44762802124,109860.90783691406,Genotype: 5xFAD | Brain Region: diencephalon | Sex: Female,Genotype: WT | Brain Region: diencephalon | Sex: Female,Genotype: 5xFAD__Brain Region: diencephalon__Sex: Female vs Genotype: WT__Brain Region: diencephalon__Sex: FemaleNo Averages Includes repeated Lipids,2,3,Blank_Blank_Blank_Blank_Blank
PS(P-33:2),PS,90314.78649902344,104444.86694335938,113679.4481201172,99509.6865234375,56136.2239074707,67060.48516845703,Genotype: 5xFAD | Brain Region: diencephalon | Sex: Female,Genotype: WT | Brain Region: diencephalon | Sex: Female,Genotype: 5xFAD__Brain Region: diencephalon__Sex: Female vs Genotype: WT__Brain Region: diencephalon__Sex: FemaleNo Averages Includes repeated Lipids,2,3,Blank_Blank_Blank_Blank_Blank
PS(P-34:0),PS,76311.34484863281,87363.78637695312,92209.0069580078,75255.14556884766,65694.68441772461,84938.26629638672,Genotype: 5xFAD | Brain Region: diencephalon | Sex: Female,Genotype: WT | Brain Region: diencephalon | Sex: Female,Genotype: 5xFAD__Brain Region: diencephalon__Sex: Female vs Genotype: WT__Brain Region: diencephalon__Sex: FemaleNo Averages Includes repeated Lipids,2,3,Blank_Blank_Blank_Blank_Blank
PS(P-34:1),PS,79751.48571777344,97730.66717529295,93034.58581542967,85894.52612304688,64633.24457168579,68166.32495117188,Genotype: 5xFAD | Brain Region: diencephalon | Sex: Female,Genotype: WT | Brain Region: diencephalon | Sex: Female,Genotype: 5xFAD__Brain Region: diencephalon__Sex: Female vs Genotype: WT__Brain Region: diencephalon__Sex: FemaleNo Averages Includes repeated Lipids,2,3,Blank_Blank_Blank_Blank_Blank
PS(P-34:2),PS,70123.24523925781,75081.0453491211,72116.44512939453,65549.7846069336,57945.1442565918,62684.12438964844,Genotype: 5xFAD | Brain Region: diencephalon | Sex: Female,Genotype: WT | Brain Region: diencephalon | Sex: Female,Genotype: 5xFAD__Brain Region: diencephalon__Sex: Female vs Genotype: WT__Brain Region: diencephalon__Sex: FemaleNo Averages Includes repeated Lipids,2,3,Blank_Blank_Blank_Blank_Blank
PS(P-34:3),PS,61746.184509277344,71380.18493652344,72365.16552734375,63096.54479980469,52981.40362548828,54408.58404541016,Genotype: 5xFAD | Brain Region: diencephalon | Sex: Female,Genotype: WT | Brain Region: diencephalon | Sex: Female,Genotype: 5xFAD__Brain Region: diencephalon__Sex: Female vs Genotype: WT__Brain Region: diencephalon__Sex: FemaleNo Averages Includes repeated Lipids,2,3,Blank_Blank_Blank_Blank_Blank
PS(P-34:4),PS,53675.3037109375,71433.00524902344,69771.30535888672,58412.84423828125,56965.24404144287,52384.04357910156,Genotype: 5xFAD | Brain Region: diencephalon | Sex: Female,Genotype: WT | Brain Region: diencephalon | Sex: Female,Genotype: 5xFAD__Brain Region: diencephalon__Sex: Female vs Genotype: WT__Brain Region: diencephalon__Sex: FemaleNo Averages Includes repeated Lipids,2,3,Blank_Blank_Blank_Blank_Blank
PS(P-35:0),PS,483377.134765625,422461.7504882813,472370.5529785156,359018.74462890625,181936.3519973755,180347.47338867188,Genotype: 5xFAD | Brain Region: diencephalon | Sex: Female,Genotype: WT | Brain Region: diencephalon | Sex: Female,Genotype: 5xFAD__Brain Region: diencephalon__Sex: Female vs Genotype: WT__Brain Region: diencephalon__Sex: FemaleNo Averages Includes repeated Lipids,2,3,Blank_Blank_Blank_Blank_Blank
PS(P-35:1),PS,96621.36706542967,111180.2684326172,122549.90856933594,93890.18725585938,73617.66505432129,69769.62493896484,Genotype: 5xFAD | Brain Region: diencephalon | Sex: Female,Genotype: WT | Brain Region: diencephalon | Sex: Female,Genotype: 5xFAD__Brain Region: diencephalon__Sex: Female vs Genotype: WT__Brain Region: diencephalon__Sex: FemaleNo Averages Includes repeated Lipids,2,3,Blank_Blank_Blank_Blank_Blank
PS(P-35:2),PS,86065.26593017578,106046.18829345705,152997.07232666016,94936.02734375,70240.40543365479,67948.9248046875,Genotype: 5xFAD | Brain Region: diencephalon | Sex: Female,Genotype: WT | Brain Region: diencephalon | Sex: Female,Genotype: 5xFAD__Brain Region: diencephalon__Sex: Female vs Genotype: WT__Brain Region: diencephalon__Sex: FemaleNo Averages Includes repeated Lipids,2,3,Blank_Blank_Blank_Blank_Blank
PS(P-36:0),PS,263943.5383300781,228752.77709960935,253286.55615234372,204226.4943847656,103805.22770690918,98662.92700195312,Genotype: 5xFAD | Brain Region: diencephalon | Sex: Female,Genotype: WT | Brain Region: diencephalon | Sex: Female,Genotype: 5xFAD__Brain Region: diencephalon__Sex: Female vs Genotype: WT__Brain Region: diencephalon__Sex: FemaleNo Averages Includes repeated Lipids,2,3,Blank_Blank_Blank_Blank_Blank
PS(P-36:1),PS,74847.2855834961,89957.34594726562,96474.96661376952,75452.28540039062,68284.24513244629,69595.82495117188,Genotype: 5xFAD | Brain Region: diencephalon | Sex: Female,Genotype: WT | Brain Region: diencephalon | Sex: Female,Genotype: 5xFAD__Brain Region: diencephalon__Sex: Female vs Genotype: WT__Brain Region: diencephalon__Sex: FemaleNo Averages Includes repeated Lipids,2,3,Blank_Blank_Blank_Blank_Blank
PS(P-36:2),PS,82706.92559814453,107029.9076538086,109158.38739013672,88193.92608642578,62367.22426986694,63442.7841796875,Genotype: 5xFAD | Brain Region: diencephalon | Sex: Female,Genotype: WT | Brain Region: diencephalon | Sex: Female,Genotype: 5xFAD__Brain Region: diencephalon__Sex: Female vs Genotype: WT__Brain Region: diencephalon__Sex: FemaleNo Averages Includes repeated Lipids,2,3,Blank_Blank_Blank_Blank_Blank
PS(P-36:3),PS,87810.48614501953,90455.36669921876,92443.92626953124,77792.56573486328,67099.46473312378,62671.30426025391,Genotype: 5xFAD | Brain Region: diencephalon | Sex: Female,Genotype: WT | Brain Region: diencephalon | Sex: Female,Genotype: 5xFAD__Brain Region: diencephalon__Sex: Female vs Genotype: WT__Brain Region: diencephalon__Sex: FemaleNo Averages Includes repeated Lipids,2,3,Blank_Blank_Blank_Blank_Blank
PS(P-36:4),PS,78125.24572753906,103014.28747558594,98180.8074951172,85386.10595703125,79299.36570358276,76807.64538574219,Genotype: 5xFAD | Brain Region: diencephalon | Sex: Female,Genotype: WT | Brain Region: diencephalon | Sex: Female,Genotype: 5xFAD__Brain Region: diencephalon__Sex: Female vs Genotype: WT__Brain Region: diencephalon__Sex: FemaleNo Averages Includes repeated Lipids,2,3,Blank_Blank_Blank_Blank_Blank
PS(P-36:5),PS,97463.80676269533,111151.16748046876,110958.28814697266,93957.16662597656,71263.52550125122,68099.3646850586,Genotype: 5xFAD | Brain Region: diencephalon | Sex: Female,Genotype: WT | Brain Region: diencephalon | Sex: Female,Genotype: 5xFAD__Brain Region: diencephalon__Sex: Female vs Genotype: WT__Brain Region: diencephalon__Sex: FemaleNo Averages Includes repeated Lipids,2,3,Blank_Blank_Blank_Blank_Blank
PS(P-37:0),PS,4054900.212890625,2722268.0859375,2364936.697265625,2293430.0751953125,1099155.8939094543,850047.5170898438,Genotype: 5xFAD | Brain Region: diencephalon | Sex: Female,Genotype: WT | Brain Region: diencephalon | Sex: Female,Genotype: 5xFAD__Brain Region: diencephalon__Sex: Female vs Genotype: WT__Brain Region: diencephalon__Sex: FemaleNo Averages Includes repeated Lipids,2,3,Blank_Blank_Blank_Blank_Blank
PS(P-37:1),PS,1544126.326171875,1126163.5166015625,1192720.5629882812,1064171.173828125,427373.9130096436,338018.82470703125,Genotype: 5xFAD | Brain Region: diencephalon | Sex: Female,Genotype: WT | Brain Region: diencephalon | Sex: Female,Genotype: 5xFAD__Brain Region: diencephalon__Sex: Female vs Genotype: WT__Brain Region: diencephalon__Sex: FemaleNo Averages Includes repeated Lipids,2,3,Blank_Blank_Blank_Blank_Blank
PS(P-37:2),PS,186126.6529541016,178118.87329101562,172218.65173339844,160234.93237304688,86792.58626937866,74131.1450805664,Genotype: 5xFAD | Brain Region: diencephalon | Sex: Female,Genotype: WT | Brain Region: diencephalon | Sex: Female,Genotype: 5xFAD__Brain Region: diencephalon__Sex: Female vs Genotype: WT__Brain Region: diencephalon__Sex: FemaleNo Averages Includes repeated Lipids,2,3,Blank_Blank_Blank_Blank_Blank
PS(P-38:0),PS,193128.17431640625,163871.17211914062,156881.4913330078,162972.8709716797,82051.46577072144,80394.7255859375,Genotype: 5xFAD | Brain Region: diencephalon | Sex: Female,Genotype: WT | Brain Region: diencephalon | Sex: Female,Genotype: 5xFAD__Brain Region: diencephalon__Sex: Female vs Genotype: WT__Brain Region: diencephalon__Sex: FemaleNo Averages Includes repeated Lipids,2,3,Blank_Blank_Blank_Blank_Blank
PS(P-38:1),PS,147428.9305419922,151750.8505859375,135957.5294189453,140976.5098876953,83575.8065109253,82356.06549072266,Genotype: 5xFAD | Brain Region: diencephalon | Sex: Female,Genotype: WT | Brain Region: diencephalon | Sex: Female,Genotype: 5xFAD__Brain Region: diencephalon__Sex: Female vs Genotype: WT__Brain Region: diencephalon__Sex: FemaleNo Averages Includes repeated Lipids,2,3,Blank_Blank_Blank_Blank_Blank
PS(P-38:2),PS,98901.18676757812,113717.44848632812,111761.98754882812,104241.80792236328,72962.82583618164,67803.66516113281,Genotype: 5xFAD | Brain Region: diencephalon | Sex: Female,Genotype: WT | Brain Region: diencephalon | Sex: Female,Genotype: 5xFAD__Brain Region: diencephalon__Sex: Female vs Genotype: WT__Brain Region: diencephalon__Sex: FemaleNo Averages Includes repeated Lipids,2,3,Blank_Blank_Blank_Blank_Blank
PS(P-38:3),PS,96158.28649902344,105616.60754394533,108625.52734375,97100.92645263672,68518.26498031616,70472.24493408203,Genotype: 5xFAD | Brain Region: diencephalon | Sex: Female,Genotype: WT | Brain Region: diencephalon | Sex: Female,Genotype: 5xFAD__Brain Region: diencephalon__Sex: Female vs Genotype: WT__Brain Region: diencephalon__Sex: FemaleNo Averages Includes repeated Lipids,2,3,Blank_Blank_Blank_Blank_Blank
PS(P-38:4),PS,76567.56530761719,87547.20666503906,102854.44750976562,75417.82495117188,73992.02533340454,66045.44451904297,Genotype: 5xFAD | Brain Region: diencephalon | Sex: Female,Genotype: WT | Brain Region: diencephalon | Sex: Female,Genotype: 5xFAD__Brain Region: diencephalon__Sex: Female vs Genotype: WT__Brain Region: diencephalon__Sex: FemaleNo Averages Includes repeated Lipids,2,3,Blank_Blank_Blank_Blank_Blank
PS(P-38:5),PS,112471.3681640625,119510.80798339844,129503.1688232422,110188.62731933594,98712.14685821532,97786.86730957033,Genotype: 5xFAD | Brain Region: diencephalon | Sex: Female,Genotype: WT | Brain Region: diencephalon | Sex: Female,Genotype: 5xFAD__Brain Region: diencephalon__Sex: Female vs Genotype: WT__Brain Region: diencephalon__Sex: FemaleNo Averages Includes repeated Lipids,2,3,Blank_Blank_Blank_Blank_Blank
PS(P-39:0),PS,449957.2690429688,385305.52734375,320979.9431152344,406852.3107910156,183483.7528762817,146094.3699951172,Genotype: 5xFAD | Brain Region: diencephalon | Sex: Female,Genotype: WT | Brain Region: diencephalon | Sex: Female,Genotype: 5xFAD__Brain Region: diencephalon__Sex: Female vs Genotype: WT__Brain Region: diencephalon__Sex: FemaleNo Averages Includes repeated Lipids,2,3,Blank_Blank_Blank_Blank_Blank
PS(P-39:1),PS,372913.2275390625,317008.7424316406,368346.7858886719,382206.6436767578,102287.9874649048,95045.42602539062,Genotype: 5xFAD | Brain Region: diencephalon | Sex: Female,Genotype: WT | Brain Region: diencephalon | Sex: Female,Genotype: 5xFAD__Brain Region: diencephalon__Sex: Female vs Genotype: WT__Brain Region: diencephalon__Sex: FemaleNo Averages Includes repeated Lipids,2,3,Blank_Blank_Blank_Blank_Blank
PS(P-40:0),PS,206423.8336181641,183019.3923339844,222174.0552978516,211236.31561279297,82390.02601623535,81851.46557617188,Genotype: 5xFAD | Brain Region: diencephalon | Sex: Female,Genotype: WT | Brain Region: diencephalon | Sex: Female,Genotype: 5xFAD__Brain Region: diencephalon__Sex: Female vs Genotype: WT__Brain Region: diencephalon__Sex: FemaleNo Averages Includes repeated Lipids,2,3,Blank_Blank_Blank_Blank_Blank
PS(P-40:1),PS,105754.94665527344,110349.76770019533,134731.9892578125,110999.64825439452,71597.00518035889,62972.26428222656,Genotype: 5xFAD | Brain Region: diencephalon | Sex: Female,Genotype: WT | Brain Region: diencephalon | Sex: Female,Genotype: 5xFAD__Brain Region: diencephalon__Sex: Female vs Genotype: WT__Brain Region: diencephalon__Sex: FemaleNo Averages Includes repeated Lipids,2,3,Blank_Blank_Blank_Blank_Blank
PS(P-40:2),PS,113098.568359375,120068.5284423828,112785.32739257812,132934.2099609375,67010.38455963135,67994.80474853516,Genotype: 5xFAD | Brain Region: diencephalon | Sex: Female,Genotype: WT | Brain Region: diencephalon | Sex: Female,Genotype: 5xFAD__Brain Region: diencephalon__Sex: Female vs Genotype: WT__Brain Region: diencephalon__Sex: FemaleNo Averages Includes repeated Lipids,2,3,Blank_Blank_Blank_Blank_Blank
PS(P-40:3),PS,103128.08630371094,105533.60772705078,114870.52746582033,121396.5888671875,68433.74457931519,66401.90478515625,Genotype: 5xFAD | Brain Region: diencephalon | Sex: Female,Genotype: WT | Brain Region: diencephalon | Sex: Female,Genotype: 5xFAD__Brain Region: diencephalon__Sex: Female vs Genotype: WT__Brain Region: diencephalon__Sex: FemaleNo Averages Includes repeated Lipids,2,3,Blank_Blank_Blank_Blank_Blank
PS(P-40:4),PS,80929.7056274414,100790.94689941406,111142.248046875,88656.3861694336,71744.26509094238,68855.044921875,Genotype: 5xFAD | Brain Region: diencephalon | Sex: Female,Genotype: WT | Brain Region: diencephalon | Sex: Female,Genotype: 5xFAD__Brain Region: diencephalon__Sex: Female vs Genotype: WT__Brain Region: diencephalon__Sex: FemaleNo Averages Includes repeated Lipids,2,3,Blank_Blank_Blank_Blank_Blank
PS(P-40:5),PS,133395.1484375,163707.01098632812,180596.1334228516,134446.44921875,74942.46528244019,86594.86645507812,Genotype: 5xFAD | Brain Region: diencephalon | Sex: Female,Genotype: WT | Brain Region: diencephalon | Sex: Female,Genotype: 5xFAD__Brain Region: diencephalon__Sex: Female vs Genotype: WT__Brain Region: diencephalon__Sex: FemaleNo Averages Includes repeated Lipids,2,3,Blank_Blank_Blank_Blank_Blank
PS(P-41:0),PS,203920.17456054688,173803.23291015625,150479.2313232422,152827.65063476562,107444.40693664552,105571.86682128906,Genotype: 5xFAD | Brain Region: diencephalon | Sex: Female,Genotype: WT | Brain Region: diencephalon | Sex: Female,Genotype: 5xFAD__Brain Region: diencephalon__Sex: Female vs Genotype: WT__Brain Region: diencephalon__Sex: FemaleNo Averages Includes repeated Lipids,2,3,Blank_Blank_Blank_Blank_Blank
PS(P-42:0),PS,678693.0147705078,163028.8712158203,152001.6905517578,175810.09197998047,76932.52508163452,80502.06567382812,Genotype: 5xFAD | Brain Region: diencephalon | Sex: Female,Genotype: WT | Brain Region: diencephalon | Sex: Female,Genotype: 5xFAD__Brain Region: diencephalon__Sex: Female vs Genotype: WT__Brain Region: diencephalon__Sex: FemaleNo Averages Includes repeated Lipids,2,3,Blank_Blank_Blank_Blank_Blank
PS(P-42:1),PS,153308.71044921875,158990.53100585938,210216.154296875,160871.07153320312,92428.0864982605,93464.62561035156,Genotype: 5xFAD | Brain Region: diencephalon | Sex: Female,Genotype: WT | Brain Region: diencephalon | Sex: Female,Genotype: 5xFAD__Brain Region: diencephalon__Sex: Female vs Genotype: WT__Brain Region: diencephalon__Sex: FemaleNo Averages Includes repeated Lipids,2,3,Blank_Blank_Blank_Blank_Blank
PS(P-42:2),PS,111079.58776855467,130251.1298828125,157247.65063476562,118822.32849121094,76558.52562332153,77746.74542236328,Genotype: 5xFAD | Brain Region: diencephalon | Sex: Female,Genotype: WT | Brain Region: diencephalon | Sex: Female,Genotype: 5xFAD__Brain Region: diencephalon__Sex: Female vs Genotype: WT__Brain Region: diencephalon__Sex: FemaleNo Averages Includes repeated Lipids,2,3,Blank_Blank_Blank_Blank_Blank
PS(P-42:4),PS,77309.26501464844,86867.96618652344,96659.44677734376,80902.9253540039,70159.7243347168,69719.2250366211,Genotype: 5xFAD | Brain Region: diencephalon | Sex: Female,Genotype: WT | Brain Region: diencephalon | Sex: Female,Genotype: 5xFAD__Brain Region: diencephalon__Sex: Female vs Genotype: WT__Brain Region: diencephalon__Sex: FemaleNo Averages Includes repeated Lipids,2,3,Blank_Blank_Blank_Blank_Blank
SM(d16:0/14:0),SM,39548.54266357422,36713.742603302,42723.8229675293,36478.54294586182,34965.06262207031,132465.57006835938,Genotype: 5xFAD | Brain Region: diencephalon | Sex: Female,Genotype: WT | Brain Region: diencephalon | Sex: Female,Genotype: 5xFAD__Brain Region: diencephalon__Sex: Female vs Genotype: WT__Brain Region: diencephalon__Sex: FemaleNo Averages Includes repeated Lipids,2,3,Blank_Blank_Blank_Blank_Blank
SM(d16:0/16:0),SM,51983.94393920898,50163.56317138672,50616.163482666016,52085.70385742188,48553.10290527344,254640.7589111328,Genotype: 5xFAD | Brain Region: diencephalon | Sex: Female,Genotype: WT | Brain Region: diencephalon | Sex: Female,Genotype: 5xFAD__Brain Region: diencephalon__Sex: Female vs Genotype: WT__Brain Region: diencephalon__Sex: FemaleNo Averages Includes repeated Lipids,2,3,Blank_Blank_Blank_Blank_Blank
SM(d16:0/18:0),SM,32677.662307739258,32661.242294311523,33096.402282714844,35510.642570495605,29716.862033843998,287454.88134765625,Genotype: 5xFAD | Brain Region: diencephalon | Sex: Female,Genotype: WT | Brain Region: diencephalon | Sex: Female,Genotype: 5xFAD__Brain Region: diencephalon__Sex: Female vs Genotype: WT__Brain Region: diencephalon__Sex: FemaleNo Averages Includes repeated Lipids,2,3,Blank_Blank_Blank_Blank_Blank
SM(d16:0/20:0),SM,27773.141925811768,32844.82248687744,32435.06233215332,39642.40298461914,28103.46200942993,156391.41021728516,Genotype: 5xFAD | Brain Region: diencephalon | Sex: Female,Genotype: WT | Brain Region: diencephalon | Sex: Female,Genotype: 5xFAD__Brain Region: diencephalon__Sex: Female vs Genotype: WT__Brain Region: diencephalon__Sex: FemaleNo Averages Includes repeated Lipids,2,3,Blank_Blank_Blank_Blank_Blank
SM(d16:0/22:0),SM,32424.682121276852,33624.602684021,29236.361961364742,30734.64204788208,31632.82213973999,184671.610534668,Genotype: 5xFAD | Brain Region: diencephalon | Sex: Female,Genotype: WT | Brain Region: diencephalon | Sex: Female,Genotype: 5xFAD__Brain Region: diencephalon__Sex: Female vs Genotype: WT__Brain Region: diencephalon__Sex: FemaleNo Averages Includes repeated Lipids,2,3,Blank_Blank_Blank_Blank_Blank
SM(d16:0/23:0),SM,36295.042724609375,37457.96287155152,40433.76292800903,40727.38300704956,38347.462646484375,179749.85235595703,Genotype: 5xFAD | Brain Region: diencephalon | Sex: Female,Genotype: WT | Brain Region: diencephalon | Sex: Female,Genotype: 5xFAD__Brain Region: diencephalon__Sex: Female vs Genotype: WT__Brain Region: diencephalon__Sex: FemaleNo Averages Includes repeated Lipids,2,3,Blank_Blank_Blank_Blank_Blank
SM(d16:0/24:0),SM,40778.70300674439,41395.24295806885,44681.54311752319,44906.86336517334,40817.28297042847,231929.6138916016,Genotype: 5xFAD | Brain Region: diencephalon | Sex: Female,Genotype: WT | Brain Region: diencephalon | Sex: Female,Genotype: 5xFAD__Brain Region: diencephalon__Sex: Female vs Genotype: WT__Brain Region: diencephalon__Sex: FemaleNo Averages Includes repeated Lipids,2,3,Blank_Blank_Blank_Blank_Blank
SM(d16:0/25:0),SM,43734.02331161499,42911.84258270264,43911.74323272705,44071.7629776001,45011.68353271485,225879.13806152344,Genotype: 5xFAD | Brain Region: diencephalon | Sex: Female,Genotype: WT | Brain Region: diencephalon | Sex: Female,Genotype: 5xFAD__Brain Region: diencephalon__Sex: Female vs Genotype: WT__Brain Region: diencephalon__Sex: FemaleNo Averages Includes repeated Lipids,2,3,Blank_Blank_Blank_Blank_Blank
SM(d16:1/16:0),SM,54587.184020996094,55808.38409423828,58688.12414550781,53482.34344482422,50028.52362060547,240187.5366821289,Genotype: 5xFAD | Brain Region: diencephalon | Sex: Female,Genotype: WT | Brain Region: diencephalon | Sex: Female,Genotype: 5xFAD__Brain Region: diencephalon__Sex: Female vs Genotype: WT__Brain Region: diencephalon__Sex: FemaleNo Averages Includes repeated Lipids,2,3,Blank_Blank_Blank_Blank_Blank
SM(d16:1/17:0),SM,45130.06314086914,44661.36325073242,46914.46356201172,48246.24365234375,40917.06256103516,254567.97631835935,Genotype: 5xFAD | Brain Region: diencephalon | Sex: Female,Genotype: WT | Brain Region: diencephalon | Sex: Female,Genotype: 5xFAD__Brain Region: diencephalon__Sex: Female vs Genotype: WT__Brain Region: diencephalon__Sex: FemaleNo Averages Includes repeated Lipids,2,3,Blank_Blank_Blank_Blank_Blank
SM(d16:1/18:0),SM,31916.88229370117,32288.52212524414,31709.342224121094,33191.34242248535,28069.32194519043,279586.8795776367,Genotype: 5xFAD | Brain Region: diencephalon | Sex: Female,Genotype: WT | Brain Region: diencephalon | Sex: Female,Genotype: 5xFAD__Brain Region: diencephalon__Sex: Female vs Genotype: WT__Brain Region: diencephalon__Sex: FemaleNo Averages Includes repeated Lipids,2,3,Blank_Blank_Blank_Blank_Blank
SM(d16:1/18:1),SM,32024.042236328125,31334.762145996094,34691.1223449707,33035.04232788086,26400.361877441406,280486.9385986328,Genotype: 5xFAD | Brain Region: diencephalon | Sex: Female,Genotype: WT | Brain Region: diencephalon | Sex: Female,Genotype: 5xFAD__Brain Region: diencephalon__Sex: Female vs Genotype: WT__Brain Region: diencephalon__Sex: FemaleNo Averages Includes repeated Lipids,2,3,Blank_Blank_Blank_Blank_Blank
SM(d16:1/20:0),SM,35633.52251434326,37873.68313598633,31176.0223197937,35397.00274658203,27612.88195800781,158926.93170166016,Genotype: 5xFAD | Brain Region: diencephalon | Sex: Female,Genotype: WT | Brain Region: diencephalon | Sex: Female,Genotype: 5xFAD__Brain Region: diencephalon__Sex: Female vs Genotype: WT__Brain Region: diencephalon__Sex: FemaleNo Averages Includes repeated Lipids,2,3,Blank_Blank_Blank_Blank_Blank
