lipid,logFC,logCPM,LR,PValue,FDR,type,FAD185_M1_Male_5xFAD_cerebellum,FAD185_M1_Male_5xFAD_cortex,FAD185_M1_Male_5xFAD_diencephalon,FAD185_M1_Male_5xFAD_hippocampus,FAD185_M3_Male_5xFAD_cerebellum,FAD185_M3_Male_5xFAD_cortex,FAD185_M3_Male_5xFAD_diencephalon,FAD185_M3_Male_5xFAD_hippocampus,FAD189_M1_Male_5xFAD_cerebellum,FAD189_M1_Male_5xFAD_cortex,FAD189_M1_Male_5xFAD_diencephalon,FAD189_M1_Male_5xFAD_hippocampus,FAD189_M2_Male_5xFAD_cerebellum,FAD189_M2_Male_5xFAD_cortex,FAD189_M2_Male_5xFAD_diencephalon,FAD189_M2_Male_5xFAD_hippocampus,DOD94_F3_Female_WT_cerebellum,DOD94_F3_Female_WT_cortex,DOD94_F3_Female_WT_diencephalon,DOD94_F3_Female_WT_hippocampus,FAD184_F3_Female_WT_cerebellum,FAD184_F3_Female_WT_cortex,FAD184_F3_Female_WT_diencephalon,FAD184_F3_Female_WT_hippocampus,FAD184_F4_Female_WT_cerebellum,FAD184_F4_Female_WT_cortex,FAD184_F4_Female_WT_diencephalon,FAD184_F4_Female_WT_hippocampus,Blank_Blank_Blank_Blank_Blank
[TG(66:12)|TG(65:5)]_FA22:6,-0.08436099753051474,4.321368448552326,0.17486090110844543,0.6758274156116274,0.8089373405707425,TAG,84743.30618286133,87363.4861831665,72254.82545471191,84875.36626434326,86315.7070274353,86536.58628845215,74444.12590026855,91761.22668457033,64052.584400177,102054.20733261108,109153.4076461792,98853.58702850342,77642.04544067383,101038.96826934814,100428.5470199585,79849.38579940796,73738.96533966064,38263.88240814209,42993.10279846192,58797.62448883057,59697.504386901855,88264.86678314209,58132.30411148071,86745.56629562378,44898.54341125488,60018.30438995361,50977.12357330322,58873.64390182495,28812.722061157227
DG(40:10)|DG(39:3)_C16:0,-0.08437839588989297,4.341650727449501,0.17493300076546348,0.675764396285095,0.8089373405707425,DAG,89846.48638916016,100098.80682373048,97331.68682861328,91451.966064453125,94241.98620605467,86641.6265258789,44545.46298980713,98369.08728027344,84522.94561767578,53391.56385803223,79282.74575805664,88889.10653686523,84044.80557250977,115039.42785644533,84304.46594238281,97706.6869506836,73518.74572753906,69272.28485107422,63678.90494155884,55007.16426849365,50787.403564453125,46363.7234954834,55241.62372589111,74568.50541687012,46329.40344238281,63287.28448486328,48991.00370788574,70036.945068359375,53464.80352783203
[TG(44:2)]_FA18:1,0.08437755407594202,4.883511585518084,0.1739639475297281,0.6766126847884808,0.8094213747022925,TAG,122640.62902832033,157331.9913330078,134179.38946533203,103270.80743408205,122831.78955078124,153231.9315185547,126565.68957519533,128129.76989746094,153036.11059570312,197125.7152099609,143473.630859375,122216.20825195312,129375.64868164062,184296.61291503903,119507.1688232422,104584.0669555664,78279.58605957031,71651.80450439453,98075.48693847656,67043.9052734375,70610.36486816406,72767.16467285156,77221.08587646484,90775.38635253906,122569.36901855467,89582.505615234375,86964.50701904297,79730.625,45220.383361816406
[TG(60:13)|TG(59:6)]_FA22:5,-0.08410729549408041,7.92710903161705,0.17382623767480254,0.6767334579940456,0.8094213747022925,TAG,438044.2922363281,5124024.193603516,422718.06829833984,271568.6645812988,471909.6710205078,4144828.5814819336,559139.4631347656,279331.78161621094,480066.0971679688,3038763.270385742,338120.3256835937,273533.9012451172,648210.3052368164,451908.2137451172,1255694.3657836914,318814.06213378906,180241.59185791016,1476578.274169922,539601.8350219727,132925.56964111328,223348.51489257807,5006692.261291504,164164.85314941406,195760.333984375,138756.02947998047,468631.6297607422,145952.00915527344,120520.22875976562,53200.70385742188
PG(35:2)|PG(O-36:2)|PG(P-36:1),-0.08402483941691047,5.05647731450288,0.17347556389881902,0.6770412569083843,0.8094894909386278,PG,141957.31103515625,138763.6498413086,149228.9893798828,133601.5106201172,145139.27001953125,130379.08935546876,134946.6492919922,161587.1905517578,150420.3114013672,143677.57080078125,141508.72900390625,133796.02954101562,141009.37036132812,195057.693359375,133820.10900878906,132128.72924804688,99235.28747558594,91116.08654785156,100867.267578125,82899.505615234375,96410.38684082033,85019.66613769531,96988.2469482422,106478.10705566406,114705.54748535156,105622.88751220705,116969.1494140625,96065.466552734375,72601.4853515625
[TG(44:5)]_FA16:1,0.0841758850003125,4.389241040137834,0.17312949066911187,0.6773453758840523,0.8095531585103098,TAG,89085.08596801758,97376.84600830078,97261.0869140625,101249.48669433594,99633.26770019533,89211.56658935547,101072.38818359376,104577.50714111328,83418.40594482422,92517.8459777832,95554.56756591795,87854.64645385742,78165.48526000977,159547.77102661133,86364.78573608398,88954.90618896484,57587.24420166016,51710.52381896973,49411.70338439941,53080.0036315918,48920.14324951172,47972.22338867188,58380.98455810547,76564.465087890625,62876.66407775879,70885.72541809082,64878.30465698242,69720.68447875977,28239.72196960449
[TG(66:3)]_FA18:1,0.08408958528752863,3.1691872471659397,0.17275030794243662,0.6776790001733125,0.8096520301959569,TAG,43423.76327514648,42232.60345458984,41491.782764434814,32792.30221939087,41050.5426940918,43418.40296936035,34293.90216064453,34512.86231613159,38143.06267166138,44065.80271148682,33381.762519836426,38205.70262908936,41683.743309021,45871.622482299805,51039.14395523071,35103.86285018921,24564.56169509888,26863.061950683597,24373.48171615601,27157.661849975582,21302.821533203125,22318.801635742188,21081.62148284912,23863.6216506958,32088.38215637207,24880.261653900143,24812.36159515381,20509.4412727356,32148.582347869877
DG(36:4)|DG(O-37:4)_C16:1,-0.08368144219553124,3.5052659950173553,0.17203674575841887,0.6783079947449877,0.8101035895788584,DAG,56238.00392150879,59568.04476928711,41400.20281982422,62592.34448242188,69956.1650390625,56662.00370788574,23066.96155929565,44293.36299133301,25535.061882019043,31303.042121887207,45416.58310699463,43299.463161468506,29202.262016296387,75688.44527053833,63759.42420959473,43915.76336288452,49090.62324905396,54589.8642578125,35573.06252288818,32550.10245513916,26285.62186050415,25757.2417678833,26470.72204589844,28313.60196685791,26903.74185180664,26314.06177520752,26072.941703796387,36312.80251312256,39241.48283386231
[TG(64:16)|TG(63:9)|TG(62:2)]_FA18:1,0.08370009575217359,3.875823330047192,0.17117346272794975,0.6790710130912597,0.8107148202906012,TAG,67418.26416015625,73384.06512451172,76627.7651977539,52079.8635559082,82055.10604858398,76243.32556152344,71621.60531616211,61121.6442565918,63675.52471923828,77509.74475097656,49565.583557128906,47894.52337646485,66188.92465209961,72179.80484008789,73711.98501586914,74522.36441040039,36335.6025390625,43464.74334716797,41975.76307678223,32002.842376708984,38554.40281677246,45007.98306274414,31821.54208374023,43980.54309082031,68962.82540893555,42768.80319213867,45256.04299926758,31105.522186279297,21235.861541748047
PE28:0|PE(O-29:0),-0.08332498603686314,4.612212424398216,0.17059018872063803,0.6795878201205149,0.8110317660979666,PE,108235.94750976562,119749.96887207033,125847.78784179688,100196.7469482422,94457.36688232422,106244.82763671876,99593.38708496094,101522.48791503906,96951.80694580078,99670.52728271484,90917.846435546875,104106.20751953124,105642.44793701172,120081.8682861328,102584.08752441406,100064.6669921875,65431.42474365234,75295.64562988281,75847.845458984375,66341.88470458984,59519.00427246094,64388.82470703125,67828.164794921875,76844.185302734375,86846.46600341797,78469.20574951172,82963.9653930664,68820.7650756836,65245.984802246094
[TG(47:3)]_FA18:0,0.0833748384404669,4.723545883183435,0.16985845070351502,0.680237637648506,0.8113731746974893,TAG,101332.46661376952,103829.9066772461,109434.4478149414,98820.92764282228,104738.56805419922,113870.76788330078,87442.32565307617,103276.5073852539,102093.40661621094,119722.94702148438,99378.98712158205,103396.60620117188,98000.68560791016,429678.8306274414,102441.58697509766,106521.84674072266,84579.80694580078,79853.70526123047,71975.10510253906,87948.166259765625,67773.28503417969,66261.105224609375,70532.56503295898,75105.42562866211,71730.66564941406,73555.70556640625,78329.0862121582,56453.14404296875,54138.92404174805
[TG(47:4)]_FA20:4,0.08320310610421583,5.284844842770341,0.16916499606531943,0.6808549706659743,0.8113731746974893,TAG,151925.26977539062,215860.2142944336,194597.47497558597,159675.57263183594,197121.8539428711,156466.97009277344,191802.5145263672,169314.7127685547,161885.6915283203,215676.65576171875,176680.43267822266,160959.49017333984,166838.15173339844,225548.7557373047,173811.13110351562,170092.6128540039,113590.72839355467,104837.92764282228,108356.34814453124,93094.30712890624,90494.885986328125,84986.865966796875,96779.28723144533,127625.1889038086,163161.8514404297,126654.90936279295,126939.32849121094,95310.2061767578,54431.30383300781
[TG(62:15)|TG(61:8)|TG(60:1)]_FA14:0,-0.08295907499996322,3.09650664627203,0.1690664879462105,0.6809427853338909,0.8113731746974893,TAG,31524.48211669922,40304.12271118164,36822.88243103027,34793.982421875,36943.38238525391,31130.52243041992,32179.362060546875,33381.52247619629,33717.702392578125,47877.02355957031,52255.50390625,33659.30206298828,33839.56237792969,45176.84341430664,37398.88293457031,36660.42282104492,27420.001983642574,19376.10125732422,20398.881591796875,23732.88165283203,25915.76187133789,26837.58154296875,24250.301712036133,26359.342041015625,28900.321807861328,32647.642349243164,28465.94218444824,22797.481384277344,16919.121353149414
[TG(66:15)|TG(65:8)|TG(64:1)]_FA18:0,0.0831336340949166,3.296975288091316,0.16885539967546492,0.6811310598870463,0.8113731746974893,TAG,54357.68389892578,44452.103271484375,51756.20358276367,35036.442123413086,55575.94346618652,41719.22309875488,44075.44274902344,42564.20268249512,42709.682876586914,50082.18383789063,35848.5225982666,37185.96255493164,45730.60357666016,49145.60325622559,45087.16343688965,43467.66268920898,27444.06198120117,24966.821701049805,27879.16194152832,25927.02180480957,24832.901596069336,25523.40182495117,23053.92156982422,30448.94204711914,40439.982971191406,28923.40182495117,29491.48197937012,22739.42152404785,19720.4214553833
PG(44:0),-0.0831003598071278,4.690566662246382,0.16967152112545136,0.6804039023476446,0.8113731746974893,PG,102342.60729980467,103579.8076171875,131928.66876220703,102578.76763916016,114049.88806152344,104711.44732666016,111608.90789794922,104958.16680908205,126432.16918945312,112889.4676513672,155346.37084960938,96385.967041015625,102582.72717285156,141665.45056152344,91099.18670654295,101525.28747558594,68953.804931640625,70541.82485961914,84364.9868774414,70814.18524169922,73954.605224609375,69119.62530517578,76694.10534667969,77687.3851928711,85329.946044921875,76028.28527832031,88440.105712890625,85267.1859741211,49862.34341430664
DG(39:6)_C16:1,0.08302201369556057,4.545878938406285,0.16842293634908856,0.6815172140266679,0.8115335976620137,DAG,124543.34866333008,126448.4896850586,107869.1064567566,143730.1908569336,130231.22898864746,108346.74713134766,47720.46328353882,92145.7463722229,60823.60478973389,59879.22420883179,78371.68583679199,90892.32683181764,55486.02384185791,144723.83001708984,142704.83068847656,72657.28490066528,75557.72534942627,91189.80616760254,49409.58373641968,46723.42343902588,49984.18363189697,50445.92375564575,52902.623596191406,57498.324531555176,53257.10373306274,49945.48358917236,84900.20637130737,63803.20436859131,141159.38967895508
[TG(49:5)]_FA18:0,0.08285765364046926,4.642078636915905,0.16776011896547516,0.6821101812239231,0.811823868948052,TAG,101590.5675048828,136134.41015625,108773.96759033205,92075.4262084961,103403.22705078124,132456.3485107422,102304.24609375,113372.02728271484,117989.62817382812,141881.9913330078,127826.40832519533,110007.40808105467,83320.2055053711,201328.99450683597,93756.4467163086,95592.42742919922,63282.00500488281,64432.964599609375,93278.28619384766,69040.34576416016,63323.92425537109,70358.804443359375,66960.34478759766,78588.14590454102,69091.96420288086,70053.364990234375,78398.96551513672,58277.24407958984,40509.162994384766
DG(44:3)_C16:1,0.08281617918325948,4.32019342327583,0.16758829005704,0.6822641253756173,0.811823868948052,DAG,98209.16673660278,112792.5083656311,94535.60682678224,111278.72790908812,117118.66793441772,100772.62711334229,46745.92322921753,86743.76580810547,46332.82330703735,55178.62380218506,74184.7855758667,81206.94583129883,50694.223777771,144528.31078720093,136028.29029083252,80226.24592590332,78306.22528076172,78056.0859451294,49367.08372879028,48761.54333496094,45183.383251190186,45382.8431892395,45773.44338989258,47776.78335952759,46951.90328598023,47820.66328048706,47806.12341308594,72941.3256187439,61041.584228515625
[TG(45:3)]_FA18:0,-0.08249090929895966,3.9594425316807733,0.16717691642708132,0.6826330560597169,0.8119634618152254,TAG,61370.265045166016,59608.12477111816,59361.24453735352,50761.6032409668,53740.48388671875,53909.02404785156,56063.92446899414,55853.62414550781,51269.90380859375,58561.72454833984,57442.464599609375,52243.90441894531,53666.66458129883,75933.50436401367,103673.28689575195,55618.4836730957,47801.60314941406,49523.743560791016,35669.30242919922,47927.42361450195,34451.26235961914,35220.60235595703,38612.04299926758,46021.56335449219,44759.143127441406,39659.06269836426,43111.54278564453,31275.482330322266,130508.18960571288
PI(42:1),0.08256738643035572,4.02582131866413,0.16658092496470545,0.6831684978448924,0.8123009368258908,PI,79406.62539672852,92038.6662902832,84766.06576538086,56938.06430053711,105009.4089050293,81498.66580200195,66683.30442047119,65455.64526367188,74303.06442260742,88960.7063293457,49100.08319091797,60020.48461914063,70624.60482788086,77660.54495239258,84254.64640808105,65506.36454772949,42135.30288696289,49828.4033203125,39124.86306762695,35886.182556152344,36673.28259277344,55478.44421386719,33018.562438964844,51211.86413574219,74368.24520874023,45748.0231628418,51974.0641784668,36497.18243408203,30060.4821472168
PS(44:6),-0.08219616327200245,4.415344917387085,0.16599189062418418,0.6836987883619334,0.812632040531845,PS,89263.80604934692,100170.72718811037,95439.94723129272,82857.80596542358,95187.88611221312,99741.846824646,54436.44357299805,92751.26583099364,104296.84823226929,91808.92656707764,99233.88717651369,83831.70531082153,89271.82618331909,146140.37059783936,88283.80588531494,76141.24536895752,67166.46489715576,64863.14468002319,72830.94476699829,55062.34420013428,59376.82425689697,52848.643211364746,60303.82402801514,70894.74500656128,71674.68486785889,68920.98496246338,57990.484367370605,58776.06440734863,51597.18412017822
LPI(14:0),0.08216095848762321,5.663457715715761,0.16496211238199976,0.684628509424826,0.8134374815588783,PI,257579.61907958984,279584.9790649414,237266.41778564453,212745.91290283203,209042.69317626956,233391.63549804688,164957.77227783203,211331.9938354492,157106.0506591797,243475.1968383789,208586.8966064453,248612.3403930664,274582.41796875,309025.1030883789,255976.99963378903,240852.61810302731,127989.8289794922,123394.92822265624,143630.60919189453,135175.8096923828,122360.18878173828,120870.90893554688,125417.18920898438,160165.55181884766,185826.1538696289,183975.77221679688,151027.65142822266,149990.05084228516,65779.84466552734
[TG(43:4)]_FA18:2,0.08190228520150643,3.9426757681884173,0.16391062736504125,0.6855813229884942,0.8142697568214466,TAG,70461.60437011719,69990.12509155273,75562.4849243164,69727.76455688477,71103.20458984375,62913.76477050781,58764.50405883789,68454.5849609375,59116.52365112305,73827.68521118164,76747.08560180664,71341.42556762695,71603.66534423828,91485.88668823242,69594.70510864258,68223.14501953125,48809.46347045898,37201.52230834961,42813.48303222656,45341.72348022461,39774.90281677246,42498.20266723633,37397.24282836914,48575.86332702637,48294.583404541016,43701.04260253906,46451.063079833984,39028.98284912109,25692.42185974121
DG(40:4)_C16:0,-0.08130713826491746,5.402502493350188,0.1624228767977911,0.686935559151997,0.8155780166973857,DAG,182526.6134338379,197187.15505981445,178464.65005493164,199839.93118286133,161589.8516845703,154739.75201416016,41125.00281906128,168863.79104614258,132017.98971557617,59518.10439300537,145462.57012939453,161095.17071533203,137565.76953125,189465.1742401123,246571.8772277832,145646.66984558103,137164.16928100586,153881.27056884766,109542.92915725708,98931.26740264893,63815.6047782898,38519.70241165161,100542.40760040285,133555.62892913818,47079.40353775024,153145.31033325195,65876.42496109009,184043.99475097656,431925.8089904785
PC(31:3)|PC(O-32:3),0.08097002922458112,8.980835183735378,0.16022742893801478,0.6889472148161028,0.8176655616813401,PC,1744035.3708496094,3843873.537231445,2330549.220092773,1643514.37109375,2060143.379638672,2739996.8127441406,2049639.178894043,2458898.790527344,2443061.7587890625,3814414.695800781,3096276.676635742,2520466.7388916016,2075624.3022460935,2522428.3081054688,1373872.559326172,1537995.9844970703,1676976.6684570312,1566967.5479736328,1816522.4987792969,1281749.7689208984,933691.16650390625,1343842.2696533203,1434945.4035644531,1297664.935913086,1659304.9899902344,1939654.7530517576,1503324.984375,969022.001953125,385224.4067993164
[TG(62:16)|TG(61:9)|TG(60:2)]_FA16:1,0.08086758438490375,3.7445468229613588,0.15979818367236476,0.6893423921056756,0.8178337865165496,TAG,60999.44387817383,62864.12506103516,78964.80545043945,50187.96350097656,74254.06494140625,57798.08392333984,68771.04479980469,57586.72445678711,58491.10430908203,64839.26419067383,48866.1233215332,49957.22360229492,60048.06411743164,68141.08502197266,68036.94415283203,57167.26419067383,35274.84240722656,33546.00239562988,36206.16229248047,30193.52209472656,33445.862396240234,33821.002380371094,32292.682205200195,44004.02337646485,58297.92398071289,41270.50305175781,45601.90380859375,33183.562408447266,20982.28141784668
[TG(47:2)]_FA14:0,0.08045577435143263,4.4363966378412885,0.15818685072298422,0.6908313546676216,0.8182095971151822,TAG,81543.9260559082,81938.34533691406,96581.20712280272,90384.567138671875,138544.2694091797,87631.78521728516,100593.1467590332,82122.22467041016,95421.866943359375,127694.36846923828,100425.16595458984,77942.66510009766,85523.166015625,191383.8946533203,93847.26550292967,89382.48718261719,56930.52410888672,55121.06384277344,49016.7834777832,49025.563079833984,56822.444580078125,55036.24377441406,46961.923278808594,66866.14443969727,124450.91027832033,59500.284240722656,72147.86514282227,51441.10363769531,30075.582305908203
[TG(53:9)|TG(52:2)]_FA20:4,0.08035941776292374,4.615933279805942,0.1578104168990535,0.6911804653659704,0.8182095971151822,TAG,83723.00555419922,99881.1067199707,100349.04818725586,87058.14566040039,98587.9871826172,153784.8723449707,102286.96661376952,89562.8257446289,215252.2164306641,123219.08700561523,99184.0669555664,89957.38653564453,103736.18780517578,122752.1293334961,143081.1710205078,116279.64834594728,63724.7639465332,67871.18496704102,73810.40536499023,67585.22491455078,70617.46517944336,62920.344329833984,70429.964599609375,75387.34561157227,69272.40512084961,67932.90422058105,73746.98571777344,69801.66442871094,32140.202362060547
[TG(62:12)|TG(61:5)]_FA16:1,-0.0803548646791804,3.7869981786696463,0.1586167241193266,0.6904332711504505,0.8182095971151822,TAG,48217.96348571777,50646.20385742188,52917.48342895508,46718.54296875,45542.64326477051,48023.40383911133,45726.98324584961,50809.04379272461,49096.703704833984,45473.463134765625,44532.52282714844,44784.96328735352,44556.86318969727,57808.24401855469,93896.70703125,45955.90319824219,35658.00216674805,40338.14297485352,30868.26234436035,42109.34297180176,29441.722076416016,28431.181884765625,32202.942108154297,39269.88262939453,36378.342834472656,33936.36248779297,38613.46286010742,32156.502166748047,144594.8095855713
[TG(66:12)|TG(65:5)]_FA18:3,-0.08026141384949759,3.702721003581545,0.15824950782208091,0.6907732921958938,0.8182095971151822,TAG,51631.4035949707,59290.5641784668,63471.90475463867,43631.763259887695,50140.04327392578,58998.16390991211,54986.14407348633,54145.98403930664,55473.0036315918,61957.16467285156,43021.82305908203,52039.98376464844,45852.48321533203,64632.80493164063,68993.0849609375,46844.18328857422,35096.88250732422,38103.80308532715,45119.20266723633,37261.04244995117,30963.00227355957,31928.382385253903,33531.4423828125,38445.74255371094,42010.58303833008,44976.84338378906,39629.20300292969,32842.92254638672,53630.00428771973
DG(41:7)|DG(40:0)_C18:0,0.08041479102599151,4.508001118726167,0.1580261459951089,0.6909803358734746,0.8182095971151822,DAG,68594.62508773804,100688.36722564696,63411.12394714356,69198.78507995605,67992.58474731445,64886.6043510437,69475.44484710693,67785.50449371338,68469.90469360352,66084.40502166748,64380.00491333008,67461.88499450684,78233.74557876587,584342.3225975037,131778.60954284668,63977.62452316284,60875.96421813965,63581.04458236694,67760.36464691162,65601.14491271973,59441.104164123535,58060.3840751648,61555.42435455322,59239.484561920166,61033.38467025757,56964.66435241699,64762.88427352905,61768.02452087402,82844.7666015625
PG(26:0),-0.08031825277816694,5.786619082452223,0.15849451621852495,0.6905463779263908,0.8182095971151822,PG,238864.19677734372,241538.1149902344,264893.3010253906,239892.4580078125,240179.69677734372,241557.49560546875,221143.97412109372,231964.8359375,237773.95458984372,242465.85815429688,217689.03564453125,229526.99731445312,229946.47534179688,276786.5192871094,214365.07470703125,222883.99609375,150540.5703125,158835.0712890625,156993.45190429688,147059.81005859375,149198.9912109375,149053.4912109375,159773.05078125,190961.07421875,185654.61352539065,164956.17138671875,182083.63305664065,160366.49072265625,148200.990234375
[TG(64:6)]_FA18:3,0.08014181642539857,3.4473419778599252,0.15694078614716034,0.6919888220557694,0.8186791958862809,TAG,43886.5228881836,47262.12321472168,46527.90319824219,39241.84295654297,50025.32360839844,73427.26501464844,46500.02325439453,47746.32290649414,42998.82287597656,58289.9642944336,41117.84289550781,44863.96334838867,49871.82312011719,62270.98431396485,54823.68371582031,49408.28318786621,29180.62203979492,29338.262405395508,29958.742294311523,28197.782012939453,26310.06188964844,32522.182342529297,31489.542419433597,30292.801864624023,34972.40234375,30678.402297973636,36198.40228271485,27097.70198059082,22937.22152709961
[TG(66:1)]_FA18:1,-0.07990630027227401,3.0852605384763008,0.1568379848728938,0.6920845510932055,0.8186791958862809,TAG,39152.82260131836,40975.04284667969,36570.28274154663,34385.16227722168,32727.28240966797,37991.9827041626,32781.282165527344,36393.60290527344,31256.322143554688,38668.84286499024,33554.12258911133,36809.98263549805,38305.242599487305,45929.802658081055,41779.88301086426,32721.382431030277,25705.521942138672,23183.561447143555,27192.90202331543,23975.14169311523,21585.88150024414,22947.52166748047,23464.46165466309,26109.541946411133,33697.3623046875,29465.58236694336,24885.02163696289,22737.721633911133,17164.96128845215
DG(31:1)_C16:0,0.07996615193342056,4.46261957747317,0.1562698273642127,0.692614277731175,0.8190055970093447,DAG,105146.16764831544,105203.4877319336,118800.10873413086,116714.06759643556,114111.78884887695,97442.8657836914,41539.523067474365,125152.10958862305,91282.12648010254,49893.863399505615,82832.36529541016,100036.46737670898,78944.2455444336,156315.43016052246,98896.14743041992,103567.38725280762,76275.24526977539,89276.84616088867,60991.08465576172,60954.00416564941,48669.58391952515,39822.06269454956,47089.46326828003,76052.92614746094,41907.2229347229,74680.88555908203,41254.083068847656,70756.58578491211,60963.14431762695
PE(28:2),0.07981767224183521,7.07092355404269,0.15570385168803114,0.6931430783324246,0.8193306643878148,PE,520448.7150878906,269730.00048828125,635514.8977050781,450875.7493896485,542088.3762207031,269765.1414794922,349864.4289550781,471007.2463378906,641798.4982910156,795405.3889160156,260982.1383056641,831757.6462402344,587234.9636230469,1986193.8212890625,293139.7567138672,1210164.8198242188,188062.1138916016,183493.69287109372,155327.13134765625,292703.6007080078,1595656.0778808594,256165.119140625,311353.86328125,351196.8077392578,201489.17504882807,308642.74157714844,246859.2795410156,420716.1088867188,143597.15075683594
PS(P-34:0),-0.0795286841251713,4.787657972578838,0.15538394368604713,0.6934424652480532,0.8193844142641771,PS,115520.56842041016,128105.80932617188,136132.9891357422,115185.7485961914,112947.36749267578,104121.3276977539,60480.30400848389,127695.3095703125,107653.12719726562,114544.34753417967,109451.86755371094,113868.50775146484,120680.78857421876,194545.6522216797,129686.30877685548,107166.34759521484,91040.486572265625,84531.50592041016,92209.0069580078,76977.10546875,71480.88525390625,63058.52464675903,75255.14556884766,93244.1264038086,98924.16778564452,85825.50646972656,65694.68441772461,74383.98571777344,84938.26629638672
[TG(49:6)]_FA14:0,0.07966114214549742,4.399328471375625,0.15508130100909057,0.6937260223050525,0.8194194267856532,TAG,85238.7865600586,107703.36651611328,127732.4893798828,96310.20733642578,87941.80682373047,80706.46551513672,85549.74560546875,96281.6473388672,82537.30560302734,88697.5068359375,86369.5855102539,92391.1664428711,88137.1058959961,117744.00793457033,97699.06689453124,113627.14782714844,57641.84381103516,52724.163818359375,49422.883392333984,54047.683349609375,50379.44342041016,57881.22430419922,51508.46337890625,65421.3447265625,69778.76483154297,64606.26434326172,83188.28521728516,54860.18359375,41631.30267333984
[TG(66:0)]_FA16:0,0.0795607510722688,3.0974953530600797,0.15466766434698798,0.6941140910779,0.8195778162855409,TAG,35113.30252075195,41574.1026763916,38770.52221679688,35567.9026184082,51074.38367462158,34635.26264953613,37669.30277252197,51291.64337158203,25203.18196105957,39377.20268249512,35230.9626159668,32145.92202758789,30605.782165527344,49908.72378540039,45006.923263549805,35214.54261779785,26316.381790161133,22242.04172515869,18680.64109802246,21089.26146697998,29432.78224182129,25604.521942138672,19450.841201782227,26468.341873168945,24210.941650390625,24606.7420501709,21263.74140930176,24771.24160003662,21949.46159362793
[TG(64:12)|TG(63:5)]_FA18:1,-0.07915945116303101,3.251342691759886,0.15391992843973412,0.694817130942731,0.8201078571880734,TAG,41761.80316162109,40700.28314208984,42263.14260864258,40419.783111572266,39923.7430267334,45803.60336303711,35975.782653808594,37555.20251464844,38138.62268066406,39686.64288330078,35158.20225524902,39051.52276611328,37565.48283386231,52338.02368164063,45007.223205566406,40335.82235717773,31056.662384033203,31595.982025146484,28318.561965942383,30051.4620513916,25183.121826171875,25133.76171875,24436.661712646484,32317.782165527344,25867.06172180176,27419.78189086914,29154.48170471192,24043.04164123535,28142.92189025879
PG(32:3)|PG(P-33:2),0.07925457668399886,5.361880461873417,0.1535122292888218,0.6952012902040423,0.8202612663577494,PG,200053.49462890625,183994.372253418,213615.7951660156,228673.1571044922,179479.8514404297,170437.31176757812,189379.71362304688,235299.07739257807,187908.77368164065,166234.20922851562,145060.81005859375,191840.5742797852,149803.28985595703,220146.75524902344,154756.6505126953,172903.51342773438,110128.1474609375,104433.92742919922,115375.8487548828,107566.22735595705,116062.82824707033,109313.12707519533,110351.92810058594,135599.08966064453,115529.46856689452,122789.9692993164,124133.8878173828,116475.98895263672,73126.84503173828
[TG(49:7)|TG(48:0)]_FA18:2,-0.07885355269433258,4.582798106727818,0.15275240554365155,0.6959188161509897,0.8208077557453376,TAG,88874.24621582031,108132.54803466795,108248.98754882812,107782.52642822266,97996.70541381836,113035.7880859375,92236.32720947266,98261.16693115234,98541.667236328125,107294.0883178711,104005.14739990234,97055.0460205078,97295.54724121094,187462.23321533203,86390.80578613281,98117.96740722656,67338.8247680664,61374.12451171875,85927.84576416016,86591.225830078125,70122.865234375,62981.34490966797,62265.72467041016,71486.50436401367,74823.265625,72238.38513183594,84874.50573730469,63081.124084472656,39438.96295166016
[TG(47:4)]_FA18:2,0.07875085534338733,4.537033319773324,0.15156369099709388,0.6970454956630392,0.8209364286513239,TAG,96897.44659423828,96838.0067138672,98543.10595703124,86327.46682739258,106878.60720825195,122808.12811279295,98216.18603515624,100738.76770019533,117080.48861694336,142445.03045654297,104376.7477722168,93459.626220703125,98802.72692871094,124667.26928710938,121051.3685913086,89051.6469116211,67337.084716796875,68510.205322265625,64965.144287109375,67545.3447265625,57458.30401611328,54606.50390625,53346.58377075195,66753.44445800781,90604.60675048828,63174.4641418457,72622.28594970703,52774.68371582031,52618.50405883789
[TG(62:15)|TG(61:8)|TG(60:1)]_FA16:0,0.0788424533169644,3.559333865291245,0.15190264972909473,0.6967237088356901,0.8209364286513239,TAG,52546.62353515625,54241.20425415039,65921.0842590332,43842.48348999024,71402.38491821289,49070.06286621094,54996.70394897461,48929.58322143555,50853.88293457031,65509.1252746582,40725.32275390625,44184.243560791016,50598.62335205078,59167.62463378906,61803.404296875,54474.46374511719,30958.322265625,32402.622131347656,33911.76220703125,29252.36199951172,29622.56205749512,32301.7421875,26652.60165405273,37665.12252807617,51754.44409179688,30827.18212890625,38337.20275878906,27618.322006225582,19562.68139648437
