lipid,logFC,logCPM,LR,PValue,FDR,type,FAD185_M1_Male_5xFAD_cerebellum,FAD185_M1_Male_5xFAD_cortex,FAD185_M1_Male_5xFAD_diencephalon,FAD185_M1_Male_5xFAD_hippocampus,FAD185_M3_Male_5xFAD_cerebellum,FAD185_M3_Male_5xFAD_cortex,FAD185_M3_Male_5xFAD_diencephalon,FAD185_M3_Male_5xFAD_hippocampus,FAD189_M1_Male_5xFAD_cerebellum,FAD189_M1_Male_5xFAD_cortex,FAD189_M1_Male_5xFAD_diencephalon,FAD189_M1_Male_5xFAD_hippocampus,FAD189_M2_Male_5xFAD_cerebellum,FAD189_M2_Male_5xFAD_cortex,FAD189_M2_Male_5xFAD_diencephalon,FAD189_M2_Male_5xFAD_hippocampus,DOD94_F3_Female_WT_cerebellum,DOD94_F3_Female_WT_cortex,DOD94_F3_Female_WT_diencephalon,DOD94_F3_Female_WT_hippocampus,FAD184_F3_Female_WT_cerebellum,FAD184_F3_Female_WT_cortex,FAD184_F3_Female_WT_diencephalon,FAD184_F3_Female_WT_hippocampus,FAD184_F4_Female_WT_cerebellum,FAD184_F4_Female_WT_cortex,FAD184_F4_Female_WT_diencephalon,FAD184_F4_Female_WT_hippocampus,Blank_Blank_Blank_Blank_Blank
[TG(48:8)|TG(47:1)]_FA18:3,-1.173398386270175,4.997837498611513,34.13028052146893,5.154292309090122e-9,3.9414458012876355e-8,TAG,90372.76654052734,101360.1068725586,105785.22760009766,99320.04724121094,92913.8471069336,93791.466064453125,81455.52517700195,95115.86700439452,80182.50573730469,87523.806640625,86428.60626220703,93366.46728515624,87343.94512939453,124780.74951171876,81156.32531738281,103125.1870727539,169096.33203125,103723.20751953124,112977.50750732422,201734.73788452148,132285.4091796875,163714.07284545898,125557.80889892578,131349.40869140625,117301.9682006836,119587.26788330078,126569.12963867188,139032.34985351562,31842.002075195312
DG(37:7)|DG(36:0)_C18:1,-1.1729499266432464,4.459415669014504,34.103007186384744,5.227042418493884e-9,3.987627868671339e-8,DAG,2958.9602279663086,3699.3002586364746,5642.760345458984,83277.8664970398,74598.36508178711,25426.36145401001,70767.44464492798,5531.040386199951,129395.62977981567,76746.42501831055,74043.42584228516,84986.56633377075,58447.764709472656,70329.44527435303,81572.20729446411,63330.083866119385,61383.88497924805,63624.744556427,74681.52541351318,66833.02463531494,89193.3646812439,74440.70518875122,95672.1870994568,180830.07257843015,76980.94487380981,62266.084690094,67959.24423599243,86875.68632507324,177927.35278320312
[TG(54:9)|TG(53:2)]_FA18:3,1.2158545663415963,6.393593117060828,33.903396559573594,5.791750044059454e-9,4.4080135358914755e-8,TAG,394833.2492675781,394301.4486083984,446105.6440429688,200412.05700683597,502794.2735595703,960378.1339111328,409280.2899169922,220862.99475097656,1093572.0676269531,1269238.8599853516,456902.713256836,315980.2607421875,683591.6715087891,347195.36486816406,413420.3743896485,287007.0596923828,121734.60766601562,127830.96850585938,172531.25244140625,100124.16729736328,110834.04760742188,128328.62927246094,121777.52813720705,151982.6094970703,181265.27087402344,183910.93310546875,165962.05224609375,144086.611328125,60290.92456054688
FA(32:6),-1.1663064926519413,4.941418273521458,33.722081395073246,6.357492719797336e-9,4.827206825126118e-8,FA,65454.82417297363,82684.74589538574,145326.64791870117,73962.20417785645,136626.0897216797,154061.68881225586,80374.10623168945,63904.06463623047,111014.048828125,163274.55081176758,65375.264892578125,59615.14321899414,61089.94477844238,74107.52430725098,64952.28439331055,90177.86650085448,72221.22520828247,119907.75059509276,167549.45292282104,225005.6362915039,182992.4514465332,82162.02598571777,121192.10810852052,74966.34603881836,103247.12879943848,74438.40672302246,184880.01300048828,171290.23220825195,20922.801544189453
FA(22:1),-1.1659837275360483,5.877581514577713,33.70459778971599,6.414888896764423e-9,4.859353631422252e-8,FA,83324.28576660156,108882.30560302734,413080.6564941406,132763.38836669922,332629.0466308594,126750.68798828124,144857.2680053711,105600.44592285156,173305.02862548828,429070.9973144531,110659.09014892578,73678.38430786133,102605.10583496094,133065.12628173828,217520.77026367188,168264.9507446289,160089.76934814453,253384.87396240237,420351.673034668,393274.0106201172,500549.34240722656,113337.68658447266,169852.19122314453,101334.96746826172,152051.02960205078,144660.12866210938,438699.3074951172,159639.8868408203,66904.96472167969
FA(14:0),-1.1654886858703075,5.040933358806331,33.67516495569179,6.512687303649581e-9,4.9218833557089455e-8,FA,55612.44372558594,54790.16375732422,199527.9541015625,70064.52478027344,184000.5927734375,49502.72360229492,102237.5673828125,55234.46380615234,124066.6085205078,204238.69384765625,55327.02368164063,53038.82385253906,62442.08392333984,66805.56481933594,65185.30462646485,89533.686279296875,97756.50769042967,173370.45166015625,234036.5173339844,201465.83325195312,232281.87622070312,43403.42318725586,120784.08862304688,56363.60394287109,64712.944396972656,49516.283447265625,239387.7365722656,65254.064453125,154558.71142578125
PE(37:6)|PE(O-38:6)|PE(P-38:5),1.209597650008686,7.526909995216528,33.57135710695365,6.869691855768834e-9,5.1795550510668294e-8,PE,438697.1740722656,2072888.4025878904,1155628.6501464844,486732.35290527344,572374.1954345703,1414588.7409667969,1227694.4267578125,1308744.7314453125,1066094.9572753906,2123818.973876953,1898085.9074707031,1502310.8946533203,360231.3455810547,1590561.8583984375,614888.4580078125,475021.23303222656,296156.9002685547,237175.61572265625,538122.1628417969,208828.57470703125,139298.05029296875,259109.55615234372,439167.912109375,410118.385131836,338470.14453125,465625.9736328125,304646.92236328125,161473.9317626953,87416.285888671875
[TG(56:6)]_FA16:1,1.2083748387230637,6.452735310903219,33.505984359404465,7.104506189471108e-9,5.344112231567195e-8,TAG,444914.1348876953,572829.7138671875,620283.5966796875,335899.3805541992,504353.6097412109,724137.614074707,570304.1009521484,272885.36071777344,883758.6641845703,692881.6526489258,624270.1865234375,381881.529296875,486066.2947998047,341897.9097290039,520646.3331298828,308173.52294921875,157181.87106323242,140154.83032226562,155393.6707763672,100302.80755615234,104169.18768310548,127424.14904785156,133866.9291381836,145079.94982910156,202908.03369140625,199860.91540527344,154082.83129882812,113080.4682006836,226891.3980102539
PE(O-38:8)|PE(36:1)|PE(O-37:1)|PE(P-37:0),1.2068835103765685,8.635169754033727,33.42777810671759,7.3960020520016285e-9,5.550441539955641e-8,PE,1351276.2446289062,3834475.800415039,2527450.412109375,697635.5119628906,1624030.0731201172,2347836.34765625,2239519.761352539,3230512.584228516,3648380.3354492183,5200978.193603516,4574921.850830078,2208716.4212646484,1382704.7283935547,2562225.8247070312,1569103.4221191406,796782.5552978516,807401.7928466797,450333.2120361328,973624.994140625,331413.12341308594,417745.9129638672,402430.1301269531,891684.6032714844,684274.84912109375,1029756.9617919922,1261961.9608154297,732675.02978515625,293416.58166503906,91276.406005859375
[TG(56:9)|TG(55:2)]_FA18:2,1.2055741270869473,7.208176893700704,33.35813388573297,7.665653509255894e-9,5.739457975491594e-8,TAG,876643.6203613281,971876.233642578,799236.4094238281,459719.408569336,796580.1026611328,1267597.6696777344,682207.6729736328,364412.7879638672,955866.307861328,1295391.0451660156,950612.6350097656,762083.4287109375,1533133.4047851562,956301.8359375,1068131.5201416016,743795.1314697266,174202.03283691406,190669.15380859372,259123.0584716797,147294.53002929688,173679.2119140625,196270.2928466797,245803.5986328125,252308.41845703125,403343.2282714844,396585.0469970703,325212.78259277344,287440.9794921875,63094.684143066406
PG(38:4),1.2050403429258858,8.749645128429847,33.33027597523687,7.776252216288704e-9,5.808788403232326e-8,PG,1941583.4853515625,3747540.4135742183,2212451.392578125,1400015.1474609375,2019959.541015625,3185407.092773437,1846095.998046875,2429432.90625,3971496.9453125,4844772.174804688,5068305.787109375,2687198.9189453125,2029769.3212890625,2409689.69140625,1632929.8193359375,1076845.1518554688,717756.29443359375,472952.6716308594,989821.56494140625,423921.2309570313,507045.458984375,626495.52734375,759259.0537109375,810285.63525390625,951423.654296875,1221498.3515625,824521.6162109375,546433.83740234375,308585.84228515625
[TG(58:7)|TG(57:0)]_FA18:3,1.2049437709443795,6.445302197014206,33.32440537507182,7.799762199968108e-9,5.8128943693526757e-8,TAG,469052.17150878906,478676.1304321289,562004.3796386719,400412.7311401367,596638.9077758789,770820.0344848633,592295.9212646484,281793.0202636719,864033.3604736328,718698.6336669922,572593.2189941406,497312.9977416992,603637.5712890625,313284.3023071289,398593.3709716797,377870.1098632813,135423.40881347656,110404.56817626952,157818.51043701172,93554.20700073242,145246.3905029297,138299.04913330078,125470.10974121094,176259.5518798828,203867.45544433597,198673.2554321289,175270.21130371094,133264.82946777344,41374.74295043945
[TG(59:12)|TG(58:5)]_FA18:1,1.204173008255302,6.243483634641829,33.283526388504356,7.965455878704702e-9,5.922701871101399e-8,TAG,406268.0706787109,394461.0493164063,441820.2932739258,333864.8046875,463122.2700195313,716827.0299682617,527268.1970214844,247111.5990600586,811937.3327636719,641300.0292358398,528974.3341064453,415350.8909912109,547000.2995605469,295550.23693847656,330629.34143066406,305206.06072998047,126542.66888427734,102075.9462890625,145105.81103515625,81220.02630615234,113925.96795654295,114463.86889648438,109683.52764892578,152187.79095458984,174057.17169189453,179003.15435791016,150844.80923461914,113189.1068725586,31791.20227050781
FA(17:0) | FA(18:7),-1.1583669428637497,4.831132570561674,33.26764259705942,8.030784161862745e-9,5.9575495380071444e-8,FA,33977.642669677734,34692.70263671875,285692.2038574219,35596.24279785156,212859.9150390625,32712.062530517574,65905.44494628906,36920.76239013672,104104.24841308594,275083.92321777344,26941.541748046875,28117.92205810547,31158.122314453125,33724.50262451172,45479.50378417969,48353.323150634766,59519.80432128906,130071.82800292967,241953.07836914065,174734.65295410156,247980.85900878903,27500.002029418945,84434.06658935547,33838.66226196289,34927.102447509766,28865.742095947266,252146.3768310547,45618.563568115234,134354.74926757812
FA(21:2),-1.1580489911646463,5.982919651537339,33.25091208222056,8.100175298684216e-9,5.995244424049075e-8,FA,91042.84713745116,120076.6280822754,427777.6986083984,134251.61138916016,359678.30627441406,112123.58862304688,128740.2271118164,102171.04583740234,189926.4909057617,485890.2707519531,133645.9503173828,89451.9652709961,114080.8875732422,107382.66717529295,295689.4041748047,175106.9174194336,197692.0908203125,207820.7108154297,442541.8927001953,403407.7860107422,536201.0212402344,120384.50634765624,181942.77239990237,111965.14581298828,130238.24780273438,173842.3524169922,507498.38928222656,196627.8541870117,93336.80615234376
FA(15:0) | FA(16:7),-1.1577064496022684,4.396122995265888,33.22915419109995,8.191316958305735e-9,6.048828335115013e-8,FA,23914.68170166016,24906.06182861328,190976.3537597656,32138.0625,161760.2313232422,21827.101684570312,59023.70477294922,26114.101989746097,79480.24548339844,192447.3367919922,27799.401977539062,22641.001495361328,26203.70181274414,28052.461853027344,29741.141876220703,41467.10336303711,48577.78363037109,92171.56591796876,168837.01306152344,136698.14904785156,182718.85388183597,20807.36151123047,69486.465576171875,23752.30166625977,24831.12188720703,21854.101608276367,195751.79418945312,30025.622344970703,88953.10632324219
FA(37:0),-1.1521794996511745,4.063301047620947,32.914276182911976,9.631338927251956e-9,7.095965917406863e-8,FA,37954.92227172852,48590.68250274658,75585.72574996948,42798.12289428711,54777.82331085205,46105.642265319824,48537.88306808472,40540.14277648926,76789.08631896973,71771.1657409668,44121.46249389648,38236.48244476318,40065.54302215576,54552.40419006348,44580.14258956909,46269.00328063965,60366.78423309326,87329.36614227295,87087.646068573,128013.55059432983,95833.367919921875,39730.46318054199,74197.16638946533,41704.80280303955,52025.66320037842,44851.34383392334,81099.04627990723,64313.58407592773,10432.00072479248
DG(38:9)|DG(dO-40:9)|DG(37:2)_C18:1,-1.1508525433065298,2.3339088428179746,32.82706515584138,1.0073253513405807e-8,7.404644439125408e-8,DAG,28249.302005767822,33871.08240509033,19199.60131835937,18105.32131958008,10834.70078277588,16911.421195983887,4973.620357513428,21303.34157180786,2896.600196838379,2895.8601989746094,12290.600940704346,3771.5002822875977,6425.240455627441,2898.7001991271973,9810.000686645508,2895.2802085876465,43795.56309127808,46927.12335205078,46115.34331512451,45734.58324813843,2897.240203857422,2895.280200958252,2897.960201263428,2895.060195922852,2959.22021484375,2894.18021774292,2896.380199432373,9122.700645446776,54125.684020996094
[TG(48:7)|TG(47:0)]_FA18:2,-1.1495347136099254,4.838986705851595,32.76601642457496,1.0394628653602077e-8,7.623515151175887e-8,TAG,80138.42584228516,84123.1859741211,95129.60748291016,93728.98651123048,84413.10632324219,84207.76571655273,77229.16583251953,77769.86639404297,75486.72592163086,75372.72543334961,80375.56604003906,82674.326171875,80322.08532714844,122661.78967285156,76129.88525390625,90344.44583129884,151006.55078125,87925.74597167969,92833.14666748048,187064.27154541016,117582.18731689452,149358.80978393555,117769.80780029295,113551.06811523438,104219.72790527344,98447.8468017578,117674.66833496094,121481.80975341795,31198.32241821289
[TG(53:7)|TG(52:0)]_FA18:3,-1.1466142618518445,6.19199066386589,32.60234741367822,1.1307809344981041e-8,8.274444615930571e-8,TAG,138374.5098876953,162725.0316772461,132100.02890014648,120812.86907958984,269251.69842529297,476811.1763305664,176450.57104492188,125209.32739257812,472973.012878418,529611.7349853516,189032.49340820312,128913.58923339844,291098.6396484375,185885.97399902344,139815.4493408203,114863.32781982422,261673.5587158203,339195.8442077637,388412.1890258789,433768.1880187988,347871.22497558594,339100.4229736328,270178.0202026367,218913.35485839844,300789.2431640625,238464.47760009769,295099.66247558594,337850.82415771484,31129.502151489258
FA(26:3),-1.1458101960982714,6.41166588403166,32.55707861380142,1.1574280677501531e-8,8.450272340791276e-8,FA,4929.72034072876,4113.100318908691,164246.9118499756,6517.520359039307,500265.65234375,237868.1149673462,48711.72430419922,207759.59057617188,206069.15563964844,767463.962890625,708374.3477134705,376286.3082275391,251118.0131225586,208537.44998168945,269206.8978881836,288960.915222168,473952.7169189453,108274.94891357422,154578.08978271484,823944.598815918,617252.3797607422,459622.3332519531,438507.9896850586,357277.4828796387,112911.6879272461,223258.41723632807,268369.4405517578,290658.798828125,37790.74255371094
[TG(52:8)|TG(51:1)]_FA18:0,1.1901022692943615,7.231293976859297,32.544266908228565,1.1650831355219307e-8,8.486959996228601e-8,TAG,545406.4512939453,523237.2335205078,583358.4826660156,359734.04888916016,1477982.3503417969,2071947.1524658203,977325.87109375,398308.7307128906,1987270.666015625,2208536.817504883,646450.0606689453,404134.56677246094,1209947.3168945312,509407.6452636719,636788.7918701172,483121.6722412109,176248.11157226562,222060.8948974609,256759.41430664065,144489.08984375,174667.33203125,244857.49743652344,154177.07165527344,236802.0567626953,849953.4445800781,241872.716796875,311689.0231933594,158604.11114501953,75193.16491699219
[TG(62:12)|TG(61:5)]_FA22:6,1.188009177060738,7.257620690296608,32.43481733538647,1.2325818638914349e-8,8.95842719544518e-8,TAG,1249868.0119628906,956912.755859375,1214960.8688964844,424538.3096923828,988940.8585205078,1099316.9365234375,1077733.7497558594,455689.91271972656,1361755.9089355469,837971.1517333984,983134.6431884766,625015.1412353516,1141453.0048828125,635559.4471435547,767776.2313232422,346523.86267089844,286400.70056152344,199054.5137939453,238168.05615234372,179633.01153564453,218047.7978515625,307304.6802978516,225695.7764892578,253932.8983154297,303757.72265625,340012.22595214844,303082.0612792969,161548.91180419922,500200.0968322754
DG(32:2)_C16:1,1.1866841261491512,6.653423627530615,32.3653196129203,1.2774611003456022e-8,9.263746001832041e-8,DAG,829826.1548461914,888599.82421875,642017.430847168,1102086.2402954102,1142910.8215942385,713404.387878418,72782.52526855469,595102.7047119141,70096.14501571655,144293.69190597534,409739.3658180237,506981.5748481751,75649.94570541382,870345.6522827148,642138.7418212891,485195.6754531861,442129.0677490234,582731.1871337891,72253.72498703003,66261.48460006714,69914.50490188599,66375.46445846558,74212.34532165527,76750.46536254883,65970.5650138855,65128.30474853516,76378.90615844727,269670.63946533203,355963.46728515625
PS(44:10),1.1849846674555065,7.673784485457757,32.27715255257498,1.33675945579886e-8,9.672024134221797e-8,PS,1004149.8481445312,1755101.0349731443,885755.7401123047,508433.9324951172,1055090.8543701172,1924792.956298828,315841.7431907654,1387481.0334472656,1880801.1147460935,1813574.4926757808,2649156.818359375,1271905.5263671875,942489.849609375,1501847.7849121094,896074.6287841797,368893.346069336,536860.1783447266,266842.44091796875,646358.0480957031,231398.55700683597,180093.41229248047,214642.7950630188,412288.8284912109,445915.4747314453,476504.3757858277,428408.1923828125,153083.55067062378,244102.3167724609,178567.05322265625
PI(40:6),1.1823626940957679,7.791792278894633,32.14061580106045,1.4340770292658336e-8,1.0352945354453791e-7,PI,1356785.6021728516,1943253.6348876955,1300343.9290771484,403415.1662597656,1441924.310913086,1743147.1545410156,900470.94287109375,636413.10205078125,2615373.9135742188,2142202.151123047,1816577.639160156,791234.3604736328,958721.3864746094,1072608.9190063477,1138844.4344482422,361078.82580566406,564165.1824951172,341913.74462890625,421505.95068359375,258026.6181640625,218590.2156982422,308172.5222167969,332746.1852416992,317745.0634765625,617589.1451416016,520388.25927734375,292782.984375,126820.54919433594,984938.159423828
[TG(59:13)|TG(58:6)]_FA22:6,1.1820444690081537,7.50386905648748,32.12400073303752,1.4463939025009277e-8,1.0418556078951995e-7,TAG,1302227.265258789,1355768.685974121,1419943.5517578125,830055.3791503906,888274.6543579102,1229209.3497314453,1181207.0917358398,708098.6325683594,865515.8426513672,1089728.067321777,1206393.8959960938,1128160.2188720703,1260415.9916381836,826718.8563842773,1243428.9434814453,850956.2220458984,306752.2990722656,253745.7359008789,251776.8365478516,211914.27264404297,233387.49743652344,302477.49908447266,284793.18048095703,385832.8649902344,306477.5221557617,487741.1209106445,383840.7503662109,346509.46643066406,105849.52697753906
[TG(60:8)|TG(59:1)]_FA20:4,1.1786906825124952,5.927318232281377,31.948884799324333,1.5828321756393402e-8,1.1375945280151784e-7,TAG,291017.8399658203,293457.9790649414,383342.4725952149,273266.41485595703,425368.1095581055,554879.7813720703,424908.38983154297,197627.7544555664,657971.5532836914,519785.4749450684,355229.6467285156,308032.14193725586,445898.8342895508,220699.89685058597,289922.66052246094,252137.35864257807,97854.70733642578,83673.10513305664,102640.22735595705,81064.4653930664,105336.0873413086,107174.28726196288,88624.26483154297,118983.6078491211,124186.1687927246,136439.13055419922,119894.26916503906,93280.666259765625,44606.08319091797
PI(40:9)|PI(39:2)|PI(O-40:2)|PI(P-40:1),1.1785265937732543,4.8956547251848335,31.938988091536665,1.59091697794067e-8,1.1408642417365651e-7,PI,106706.58688354492,113029.32772827148,97508.66696166992,70061.4048461914,274349.0960083008,509747.65658569336,136900.32858276367,92770.04669189452,408885.5076599121,404603.6295471192,117401.1682434082,82971.3062286377,210729.79544067383,131730.09033203125,124826.1278076172,74526.16549682617,51403.30307006836,50563.44384765625,54708.56384277344,45405.78302001953,44096.88345336914,53720.04376220703,44923.86322021485,56182.68374633789,62975.48422241211,50946.10321044922,54999.28414916992,40763.7829284668,34840.96273803711
[TG(54:9)|TG(53:2)]_FA16:1,1.1757490856888315,5.943966099166922,31.796436823996373,1.712065420337872e-8,1.2250188717140382e-7,TAG,221792.65466308597,249618.4580078125,249458.7581787109,158004.02978515625,536788.6754150391,854631.2779541016,371774.6488037109,203710.09301757807,774373.8885498047,821952.4383544922,296413.2012939453,158395.93255615234,456788.6285400391,273492.15869140625,283411.8178710937,195349.3521728516,86838.76629638672,90416.0463256836,100432.76684570312,78505.2455444336,82669.06561279297,120883.38793945312,84583.84655761719,114842.10821533205,193379.2738647461,116690.5889892578,129834.92932128906,83779.04595947266,47339.363037109375
[TG(51:7)|TG(50:0)]_FA18:0,1.1755356956690028,9.605221688051634,31.786571855525835,1.7207833476601432e-8,1.2285327130308146e-7,TAG,3431677.0654296875,3873752.895507813,7085825.712890625,2623381.8090820312,5875222.470703125,10887394.926757812,6928045.990234375,1818344.123046875,7651325.815429687,6322302.35546875,2853741.4501953125,2408046.819335937,6459671.157714844,1910065.8540039065,3259899.345703125,2733173.33984375,1095138.2934570312,1494871.0146484375,2060798.7197265625,663323.986328125,922083.4990234376,1719283.4609375,852881.720703125,1158605.2890625,2232100.2651367188,2010760.1752929688,1473409.0927734375,710687.0625,289487.9404296875
[TG(52:10)|TG(51:3)]_FA14:0,-1.12963108030926,5.096515267380802,31.649163785593377,1.8469410815257065e-8,1.315690699797672e-7,TAG,84429.24572753906,86777.60662841797,84081.64566040039,94049.606201171875,104772.66735839844,123664.4087524414,81613.32531738281,85559.3451538086,140083.04858398438,145742.01208496094,115121.80786132812,87573.3461303711,96722.36712646484,149029.0311279297,83428.16632080078,95749.42608642578,142163.87091064453,129718.04898071288,148844.0518798828,198751.6148681641,162162.85256958008,167937.17053222656,134561.9287109375,118675.50830078124,147118.34985351562,110703.72821044922,122705.9291381836,147922.27117919922,44885.722412109375
PG(42:8)|PG(41:1)|PG(O-42:1)|PG(P-42:0),1.1726085294749058,6.499522352297219,31.634406454403692,1.8610294958157844e-8,1.3228066482373426e-7,PG,565440.30078125,532520.0360107422,537722.41064453125,299756.7381591797,427367.0317382813,637782.70703125,511701.5955810547,404320.9499511719,1250013.6098632812,574529.6834716797,604427.28564453125,451486.1940917969,387498.34375,478756.17724609375,669881.7415771484,418417.0500488281,150405.61083984375,122899.80841064452,166070.97131347656,113514.22827148438,129778.3096923828,133367.26916503906,164583.77209472656,179265.21325683594,190899.71240234372,176911.5340576172,187684.6729736328,158758.57104492188,81420.12548828125
PE(44:0),-1.1291782424339416,5.063364216672079,31.623889903472218,1.871134998461436e-8,1.3270665142934184e-7,PE,91923.94655609132,99521.26695251463,135432.70957183838,100559.6867980957,100258.08609008788,90304.76770019533,103501.26678466795,102206.04726028442,96827.62676239014,89197.86650848389,78152.50608825684,81619.1657371521,91707.5467453003,139588.49020004272,88496.08633422852,94334.80632781982,110498.2682723999,146953.13021087646,161829.39352416992,163354.57089233398,152797.2914276123,138244.14891815186,123183.90884399414,111703.32872009276,149365.11037445068,133675.0901031494,147380.61141967773,141871.3299255371,62494.96408843994
[TG(60:11)|TG(59:4)]_FA20:4,1.1719303194247077,6.853245610378829,31.59957185757957,1.894713560282836e-8,1.3408422497878754e-7,TAG,681380.1171875,899015.7288818359,751783.3247680664,279736.14111328125,598878.1979980469,1076797.2176513672,634247.3020019531,246907.05596923828,898934.5325927734,1034115.3475341796,652481.7681884766,449248.5112304688,1356230.298461914,616765.0051879883,756513.3521728516,373242.54846191406,139712.08917236328,228087.13702392575,197564.43286132807,90561.4067993164,137327.82983398438,449713.5729370117,144431.9907836914,149603.2498779297,229809.39709472656,278285.89978027344,194857.47399902344,165663.09240722656,50261.60354614258
[TG(50:6)]_FA20:4,1.1706766741383459,6.02489524754118,31.534279569570117,1.9595031979034993e-8,1.3836579474036307e-7,TAG,209662.23223876956,216092.9553222656,172450.53170776367,123381.78894042967,480752.7146606445,729381.9393920898,350803.6075439453,204511.41375732425,996775.763671875,1129079.8712768557,301639.21978759766,141136.17126464844,446745.3262939453,244718.9401245117,287721.9989013672,165729.97247314453,108874.56817626952,118833.84762573242,109497.2471923828,103036.8278503418,106148.64794921876,91521.24688720705,67728.02438354492,116818.52752685548,170760.89138793945,95723.64782714844,111250.04888916016,86963.10595703125,235660.9579772949
[TG(56:13)|TG(55:6)]_FA16:0,1.1702797812085408,5.477071922220209,31.513275235241508,1.9808140445221957e-8,1.395652166304176e-7,TAG,243437.9346923828,303302.3028564453,357886.92822265625,276799.57736206055,265127.3028564453,262949.3975830078,223585.7561340332,289523.6344604492,266977.25592041016,319463.4796142578,227582.57806396484,214415.9754638672,212114.6524658203,246055.193359375,272528.3405151367,226484.177734375,85559.8862915039,80684.8264465332,75598.20495605469,64135.544830322266,57054.66387939453,65380.084228515625,61785.58428955078,85308.70666503906,105182.26580810548,84360.3662109375,89874.84603881836,58898.54382324219,70473.325927734375
FA(32:1),-1.1263169104860908,4.325473815297779,31.463649541493627,2.0320907463016334e-8,1.428661620548011e-7,FA,43873.70263671875,49195.76428985596,84557.0064086914,51591.50492858887,81865.60635375977,54728.16403198242,57463.44346618652,47028.92419433594,74551.36558532715,100156.06767272948,54366.00473022461,47099.0235748291,47510.6431427002,50768.36460876465,71321.32453155518,61131.464767456055,76313.26432800293,19253.48127746582,56827.284408569336,149619.41194915771,149307.13444519043,58398.26483154297,96892.96750640868,59426.86437988281,71390.46542358398,56907.66387176514,125432.78784179688,96650.06643676758,18008.06126022339
[TG(50:5)]_FA20:4,1.1670283889447746,7.123764960211865,31.347022177056573,2.1578941556490345e-8,1.5138096609303117e-7,TAG,430657.2297363281,486173.23400878906,451392.4331054688,290061.40173339844,1285108.9720458984,1755799.705078125,736267.22119140625,353971.0861816406,2345297.3955078125,2448780.376953125,632007.5677490234,305567.3839111328,1038214.5341796876,419878.1916503906,517814.1171875,405279.9676513672,188122.77325439453,244462.2568359375,319635.1420898437,157919.51275634766,183188.83276367188,278018.68017578125,130919.20947265624,206397.53381347656,583389.8630371094,241811.6358642578,245336.97973632807,144453.80859375,152610.17028808594
PE(40:7)|PE(39:0)|PE(O-40:0),1.1664853751746882,8.6794649029241,31.319457399826213,2.1887501110956754e-8,1.5321250777669729e-7,PE,1562673.297607422,4343308.433349609,2184122.2392578125,738526.7678222656,2097008.5349121091,3566598.883300781,2414819.2866210938,2184333.9111328125,3557692.5107421875,4985810.662597656,4013079.3959960938,2485958.0659179688,1275976.009765625,3418156.8325195312,1343222.1147460938,837126.3615722656,1041609.5002441406,519877.1125488281,1122888.2438964844,355261.6650390625,332569.6655273437,576350.87939453125,894193.6728515625,724870.6906738281,1189932.6108398438,1067736.5004882812,584362.52099609375,308384.4816894531,96693.20751953124
FA(10:0) | FA(10:0),-1.1230056385974965,4.489913560364522,31.280385106467293,2.233246336656839e-8,1.559888729089095e-7,FA,47063.18316650391,62529.764221191406,90855.38635253906,69752.42486572266,78835.78607177734,48247.263122558594,71544.024658203125,57791.34356689453,68654.4252319336,100786.14617919922,58882.78399658203,54423.14367675781,67679.2646484375,66771.86364746094,56227.904296875,65060.98425292969,73263.32470703125,108264.74670410156,136728.07037353516,108520.36730957033,136477.76922607422,56398.684020996094,96852.06591796876,72240.68438720703,76844.304931640625,76951.98565673828,114687.82781982422,64125.10382080078,48580.46325683594
[TG(58:10)|TG(57:3)]_FA18:3,1.1655729893580593,8.073946019398926,31.272445747913483,2.2423979988814116e-8,1.5628981301058997e-7,TAG,1784352.8259277344,1833786.2868652344,2488112.7026367188,690445.7685546875,1336094.9926757812,2078972.9838867188,1481305.4317626953,609853.6630859375,1817861.748046875,1961370.5888671875,1597191.1640625,1360600.3984375,2759058.2915039062,1424678.455078125,1880381.2109375,1074267.5854492188,359793.0236816406,345265.0634765625,481403.7189941406,236974.6956787109,320802.3640136719,382381.5305175781,436875.42810058594,419036.5126953125,791984.3974609375,793046.49267578125,631153.62451171875,498632.3923339844,92151.48693847656
PC(25:0),-1.1203826358190778,6.779789956396394,31.137626047022422,2.403667180078925e-8,1.6716883599385112e-7,PC,329658.8045654297,349815.6433105469,328791.1046142578,389714.6063232422,360812.44384765625,306199.1192626953,285893.33752441406,345109.26696777344,341273.8041381836,338177.6446533203,328542.6455078125,330535.9182128906,300667.7980957031,362484.1677856445,236594.5565185547,346173.2076416016,486199.3742675781,538758.6787109375,491288.6960449219,490689.9935913086,441113.7917480469,420995.8732910156,428250.6700439453,410315.97021484375,499543.7557373047,426115.4072265625,502242.1350097656,461023.7312011719,115220.46899414062
[TG(50:6)]_FA18:3,1.1628506646429486,6.590748644830463,31.13214996605894,2.4104576743826436e-8,1.6728057882221055e-7,TAG,331032.06622314453,348751.8400878906,315461.3086547852,253095.9588623047,691786.0103149414,1263225.3847045898,425760.572052002,345957.7506103516,1660312.810913086,1805857.017578125,445223.1098022461,231179.8970336914,818417.80419921875,299816.89923095703,248395.07916259769,225467.4782104492,146903.46914672852,182492.1710510254,199099.65396118164,109464.80737304688,139968.97018432617,180843.65502929688,138761.12979125977,186444.4923095703,284064.8189086914,119987.0687866211,199425.83474731445,142872.1298828125,40467.72314453125
