Parent_Ion,Product_Ion,OzESI_Intensity,Lipid,Class,Sample,Sample_Name,Sup_Pel,Intensity_Subtracted
521.4,183.0,5832.0,FA(23:0),FA,FA_AMP_DMSO_s3_N1_9_6_24,DMSO,s3,-935.0
533.4,183.0,4704.0,FA(24:1),FA,FA_AMP_DMSO_s3_N1_9_6_24,DMSO,s3,172.0
535.4,183.0,4564.0,FA(24:0),FA,FA_AMP_DMSO_s3_N1_9_6_24,DMSO,s3,73.0
561.4,183.0,4472.0,FA(26:1),FA,FA_AMP_DMSO_s3_N1_9_6_24,DMSO,s3,-80.0
563.4,183.0,4431.0,FA(26:0),FA,FA_AMP_DMSO_s3_N1_9_6_24,DMSO,s3,61.0
589.4,183.0,4567.0,FA(28:1),FA,FA_AMP_DMSO_s3_N1_9_6_24,DMSO,s3,141.0
591.4,183.0,5520.0,FA(28:0),FA,FA_AMP_DMSO_s3_N1_9_6_24,DMSO,s3,686.0
617.4,183.0,4373.0,FA(30:1),FA,FA_AMP_DMSO_s3_N1_9_6_24,DMSO,s3,-68.0
619.4,183.0,5023.0,FA(30:0),FA,FA_AMP_DMSO_s3_N1_9_6_24,DMSO,s3,743.0
339.3,183.0,69211.0,FA(10:0),FA,FA_AMP_MED_p2_N1_9_6_24,MED,p2,50774.0
353.3,183.0,5292.0,FA(11:0),FA,FA_AMP_MED_p2_N1_9_6_24,MED,p2,834.0
365.3,183.0,5512.0,FA(12:1),FA,FA_AMP_MED_p2_N1_9_6_24,MED,p2,422.0
367.3,183.0,4725.0,FA(12:0),FA,FA_AMP_MED_p2_N1_9_6_24,MED,p2,218.0
381.3,183.0,5130.0,FA(13:0),FA,FA_AMP_MED_p2_N1_9_6_24,MED,p2,632.0
393.4,183.0,8982.0,FA(14:1),FA,FA_AMP_MED_p2_N1_9_6_24,MED,p2,4406.0
395.3,183.0,7222.0,FA(14:0),FA,FA_AMP_MED_p2_N1_9_6_24,MED,p2,2201.0
407.3,183.0,4908.0,FA(15:1),FA,FA_AMP_MED_p2_N1_9_6_24,MED,p2,590.0
409.3,183.0,4571.0,FA(15:0),FA,FA_AMP_MED_p2_N1_9_6_24,MED,p2,113.0
421.4,183.0,4702.0,FA(16:1),FA,FA_AMP_MED_p2_N1_9_6_24,MED,p2,466.0
423.3,183.0,4580.0,FA(16:0),FA,FA_AMP_MED_p2_N1_9_6_24,MED,p2,417.0
435.4,183.0,4969.0,FA(17:1),FA,FA_AMP_MED_p2_N1_9_6_24,MED,p2,263.0
437.4,183.0,4760.0,FA(17:0),FA,FA_AMP_MED_p2_N1_9_6_24,MED,p2,312.0
443.4,183.0,4591.0,FA(18:4),FA,FA_AMP_MED_p2_N1_9_6_24,MED,p2,121.0
445.4,183.0,4910.0,FA(18:3),FA,FA_AMP_MED_p2_N1_9_6_24,MED,p2,118.0
447.4,183.0,4716.0,FA(18:2),FA,FA_AMP_MED_p2_N1_9_6_24,MED,p2,402.0
449.4,183.0,12408.0,FA(18:1),FA,FA_AMP_MED_p2_N1_9_6_24,MED,p2,180.0
451.4,183.0,4834.0,FA(18:0),FA,FA_AMP_MED_p2_N1_9_6_24,MED,p2,177.0
469.4,183.0,4568.0,FA(20:5),FA,FA_AMP_MED_p2_N1_9_6_24,MED,p2,313.0
471.4,183.0,4798.0,FA(20:4),FA,FA_AMP_MED_p2_N1_9_6_24,MED,p2,404.0
473.4,183.0,4525.0,FA(20:3),FA,FA_AMP_MED_p2_N1_9_6_24,MED,p2,112.0
475.4,183.0,4516.0,FA(20:2),FA,FA_AMP_MED_p2_N1_9_6_24,MED,p2,82.0
477.4,183.0,5389.0,FA(20:1),FA,FA_AMP_MED_p2_N1_9_6_24,MED,p2,-38.0
479.4,183.0,4854.0,FA(20:0),FA,FA_AMP_MED_p2_N1_9_6_24,MED,p2,430.0
493.4,183.0,37586.0,FA(21:0),FA,FA_AMP_MED_p2_N1_9_6_24,MED,p2,-5129.0
495.4,183.0,5489.0,FA(22:6),FA,FA_AMP_MED_p2_N1_9_6_24,MED,p2,195.0
497.4,183.0,4669.0,FA(22:5),FA,FA_AMP_MED_p2_N1_9_6_24,MED,p2,44.0
499.4,183.0,4519.0,FA(22:4),FA,FA_AMP_MED_p2_N1_9_6_24,MED,p2,47.0
501.4,183.0,6028.0,FA(22:3),FA,FA_AMP_MED_p2_N1_9_6_24,MED,p2,1187.0
503.4,183.0,5349.0,FA(22:2),FA,FA_AMP_MED_p2_N1_9_6_24,MED,p2,586.0
505.4,183.0,5399.0,FA(22:1),FA,FA_AMP_MED_p2_N1_9_6_24,MED,p2,259.0
507.4,183.0,5570.0,FA(22:0),FA,FA_AMP_MED_p2_N1_9_6_24,MED,p2,51.0
521.4,183.0,6262.0,FA(23:0),FA,FA_AMP_MED_p2_N1_9_6_24,MED,p2,-505.0
533.4,183.0,4829.0,FA(24:1),FA,FA_AMP_MED_p2_N1_9_6_24,MED,p2,297.0
535.4,183.0,4726.0,FA(24:0),FA,FA_AMP_MED_p2_N1_9_6_24,MED,p2,235.0
561.4,183.0,4568.0,FA(26:1),FA,FA_AMP_MED_p2_N1_9_6_24,MED,p2,16.0
563.4,183.0,4607.0,FA(26:0),FA,FA_AMP_MED_p2_N1_9_6_24,MED,p2,237.0
589.4,183.0,4602.0,FA(28:1),FA,FA_AMP_MED_p2_N1_9_6_24,MED,p2,176.0
591.4,183.0,5558.0,FA(28:0),FA,FA_AMP_MED_p2_N1_9_6_24,MED,p2,724.0
617.4,183.0,4423.0,FA(30:1),FA,FA_AMP_MED_p2_N1_9_6_24,MED,p2,-18.0
619.4,183.0,4723.0,FA(30:0),FA,FA_AMP_MED_p2_N1_9_6_24,MED,p2,443.0
339.3,183.0,88107.0,FA(10:0),FA,FA_AMP_MED_s1_N1_9_6_24,MED,s1,69670.0
353.3,183.0,7740.0,FA(11:0),FA,FA_AMP_MED_s1_N1_9_6_24,MED,s1,3282.0
365.3,183.0,6133.0,FA(12:1),FA,FA_AMP_MED_s1_N1_9_6_24,MED,s1,1043.0
367.3,183.0,5502.0,FA(12:0),FA,FA_AMP_MED_s1_N1_9_6_24,MED,s1,995.0
381.3,183.0,5773.0,FA(13:0),FA,FA_AMP_MED_s1_N1_9_6_24,MED,s1,1275.0
393.4,183.0,6222.0,FA(14:1),FA,FA_AMP_MED_s1_N1_9_6_24,MED,s1,1646.0
395.3,183.0,6245.0,FA(14:0),FA,FA_AMP_MED_s1_N1_9_6_24,MED,s1,1224.0
407.3,183.0,5556.0,FA(15:1),FA,FA_AMP_MED_s1_N1_9_6_24,MED,s1,1238.0
409.3,183.0,5702.0,FA(15:0),FA,FA_AMP_MED_s1_N1_9_6_24,MED,s1,1244.0
421.4,183.0,4971.0,FA(16:1),FA,FA_AMP_MED_s1_N1_9_6_24,MED,s1,735.0
423.3,183.0,44007.0,FA(16:0),FA,FA_AMP_MED_s1_N1_9_6_24,MED,s1,39844.0
435.4,183.0,5463.0,FA(17:1),FA,FA_AMP_MED_s1_N1_9_6_24,MED,s1,757.0
437.4,183.0,5426.0,FA(17:0),FA,FA_AMP_MED_s1_N1_9_6_24,MED,s1,978.0
443.4,183.0,5012.0,FA(18:4),FA,FA_AMP_MED_s1_N1_9_6_24,MED,s1,542.0
445.4,183.0,5660.0,FA(18:3),FA,FA_AMP_MED_s1_N1_9_6_24,MED,s1,868.0
447.4,183.0,5152.0,FA(18:2),FA,FA_AMP_MED_s1_N1_9_6_24,MED,s1,838.0
449.4,183.0,11437.0,FA(18:1),FA,FA_AMP_MED_s1_N1_9_6_24,MED,s1,-791.0
451.4,183.0,23054.0,FA(18:0),FA,FA_AMP_MED_s1_N1_9_6_24,MED,s1,18397.0
469.4,183.0,5345.0,FA(20:5),FA,FA_AMP_MED_s1_N1_9_6_24,MED,s1,1090.0
471.4,183.0,5109.0,FA(20:4),FA,FA_AMP_MED_s1_N1_9_6_24,MED,s1,715.0
473.4,183.0,4950.0,FA(20:3),FA,FA_AMP_MED_s1_N1_9_6_24,MED,s1,537.0
475.4,183.0,4860.0,FA(20:2),FA,FA_AMP_MED_s1_N1_9_6_24,MED,s1,426.0
477.4,183.0,5276.0,FA(20:1),FA,FA_AMP_MED_s1_N1_9_6_24,MED,s1,-151.0
479.4,183.0,4865.0,FA(20:0),FA,FA_AMP_MED_s1_N1_9_6_24,MED,s1,441.0
493.4,183.0,28150.0,FA(21:0),FA,FA_AMP_MED_s1_N1_9_6_24,MED,s1,-14565.0
495.4,183.0,6431.0,FA(22:6),FA,FA_AMP_MED_s1_N1_9_6_24,MED,s1,1137.0
497.4,183.0,5363.0,FA(22:5),FA,FA_AMP_MED_s1_N1_9_6_24,MED,s1,738.0
499.4,183.0,5030.0,FA(22:4),FA,FA_AMP_MED_s1_N1_9_6_24,MED,s1,558.0
501.4,183.0,6476.0,FA(22:3),FA,FA_AMP_MED_s1_N1_9_6_24,MED,s1,1635.0
503.4,183.0,5715.0,FA(22:2),FA,FA_AMP_MED_s1_N1_9_6_24,MED,s1,952.0
505.4,183.0,6037.0,FA(22:1),FA,FA_AMP_MED_s1_N1_9_6_24,MED,s1,897.0
507.4,183.0,5987.0,FA(22:0),FA,FA_AMP_MED_s1_N1_9_6_24,MED,s1,468.0
521.4,183.0,6402.0,FA(23:0),FA,FA_AMP_MED_s1_N1_9_6_24,MED,s1,-365.0
533.4,183.0,4993.0,FA(24:1),FA,FA_AMP_MED_s1_N1_9_6_24,MED,s1,461.0
535.4,183.0,4834.0,FA(24:0),FA,FA_AMP_MED_s1_N1_9_6_24,MED,s1,343.0
561.4,183.0,4883.0,FA(26:1),FA,FA_AMP_MED_s1_N1_9_6_24,MED,s1,331.0
563.4,183.0,4665.0,FA(26:0),FA,FA_AMP_MED_s1_N1_9_6_24,MED,s1,295.0
589.4,183.0,4611.0,FA(28:1),FA,FA_AMP_MED_s1_N1_9_6_24,MED,s1,185.0
591.4,183.0,4953.0,FA(28:0),FA,FA_AMP_MED_s1_N1_9_6_24,MED,s1,119.0
617.4,183.0,4497.0,FA(30:1),FA,FA_AMP_MED_s1_N1_9_6_24,MED,s1,56.0
619.4,183.0,4993.0,FA(30:0),FA,FA_AMP_MED_s1_N1_9_6_24,MED,s1,713.0
339.3,183.0,46114.0,FA(10:0),FA,FA_AMP_DMSO_s1_N1_9_6_24,DMSO,s1,27677.0
353.3,183.0,4350.0,FA(11:0),FA,FA_AMP_DMSO_s1_N1_9_6_24,DMSO,s1,-108.0
365.3,183.0,5166.0,FA(12:1),FA,FA_AMP_DMSO_s1_N1_9_6_24,DMSO,s1,76.0
367.3,183.0,4338.0,FA(12:0),FA,FA_AMP_DMSO_s1_N1_9_6_24,DMSO,s1,-169.0
381.3,183.0,4665.0,FA(13:0),FA,FA_AMP_DMSO_s1_N1_9_6_24,DMSO,s1,167.0
393.4,183.0,5726.0,FA(14:1),FA,FA_AMP_DMSO_s1_N1_9_6_24,DMSO,s1,1150.0
395.3,183.0,4431.0,FA(14:0),FA,FA_AMP_DMSO_s1_N1_9_6_24,DMSO,s1,-590.0
407.3,183.0,4457.0,FA(15:1),FA,FA_AMP_DMSO_s1_N1_9_6_24,DMSO,s1,139.0
409.3,183.0,4674.0,FA(15:0),FA,FA_AMP_DMSO_s1_N1_9_6_24,DMSO,s1,216.0
421.4,183.0,4200.0,FA(16:1),FA,FA_AMP_DMSO_s1_N1_9_6_24,DMSO,s1,-36.0
423.3,183.0,4867.0,FA(16:0),FA,FA_AMP_DMSO_s1_N1_9_6_24,DMSO,s1,704.0
435.4,183.0,4285.0,FA(17:1),FA,FA_AMP_DMSO_s1_N1_9_6_24,DMSO,s1,-421.0
437.4,183.0,4322.0,FA(17:0),FA,FA_AMP_DMSO_s1_N1_9_6_24,DMSO,s1,-126.0
443.4,183.0,4222.0,FA(18:4),FA,FA_AMP_DMSO_s1_N1_9_6_24,DMSO,s1,-248.0
445.4,183.0,4367.0,FA(18:3),FA,FA_AMP_DMSO_s1_N1_9_6_24,DMSO,s1,-425.0
447.4,183.0,4482.0,FA(18:2),FA,FA_AMP_DMSO_s1_N1_9_6_24,DMSO,s1,168.0
449.4,183.0,6892.0,FA(18:1),FA,FA_AMP_DMSO_s1_N1_9_6_24,DMSO,s1,-5336.0
451.4,183.0,4547.0,FA(18:0),FA,FA_AMP_DMSO_s1_N1_9_6_24,DMSO,s1,-110.0
469.4,183.0,4336.0,FA(20:5),FA,FA_AMP_DMSO_s1_N1_9_6_24,DMSO,s1,81.0
471.4,183.0,4302.0,FA(20:4),FA,FA_AMP_DMSO_s1_N1_9_6_24,DMSO,s1,-92.0
473.4,183.0,4389.0,FA(20:3),FA,FA_AMP_DMSO_s1_N1_9_6_24,DMSO,s1,-24.0
475.4,183.0,4143.0,FA(20:2),FA,FA_AMP_DMSO_s1_N1_9_6_24,DMSO,s1,-291.0
477.4,183.0,4242.0,FA(20:1),FA,FA_AMP_DMSO_s1_N1_9_6_24,DMSO,s1,-1185.0
479.4,183.0,4427.0,FA(20:0),FA,FA_AMP_DMSO_s1_N1_9_6_24,DMSO,s1,3.0
493.4,183.0,19808.0,FA(21:0),FA,FA_AMP_DMSO_s1_N1_9_6_24,DMSO,s1,-22907.0
495.4,183.0,4794.0,FA(22:6),FA,FA_AMP_DMSO_s1_N1_9_6_24,DMSO,s1,-500.0
497.4,183.0,4440.0,FA(22:5),FA,FA_AMP_DMSO_s1_N1_9_6_24,DMSO,s1,-185.0
499.4,183.0,4462.0,FA(22:4),FA,FA_AMP_DMSO_s1_N1_9_6_24,DMSO,s1,-10.0
501.4,183.0,4814.0,FA(22:3),FA,FA_AMP_DMSO_s1_N1_9_6_24,DMSO,s1,-27.0
503.4,183.0,4636.0,FA(22:2),FA,FA_AMP_DMSO_s1_N1_9_6_24,DMSO,s1,-127.0
505.4,183.0,4907.0,FA(22:1),FA,FA_AMP_DMSO_s1_N1_9_6_24,DMSO,s1,-233.0
507.4,183.0,4596.0,FA(22:0),FA,FA_AMP_DMSO_s1_N1_9_6_24,DMSO,s1,-923.0
521.4,183.0,4993.0,FA(23:0),FA,FA_AMP_DMSO_s1_N1_9_6_24,DMSO,s1,-1774.0
533.4,183.0,4376.0,FA(24:1),FA,FA_AMP_DMSO_s1_N1_9_6_24,DMSO,s1,-156.0
535.4,183.0,4472.0,FA(24:0),FA,FA_AMP_DMSO_s1_N1_9_6_24,DMSO,s1,-19.0
561.4,183.0,4270.0,FA(26:1),FA,FA_AMP_DMSO_s1_N1_9_6_24,DMSO,s1,-282.0
563.4,183.0,4125.0,FA(26:0),FA,FA_AMP_DMSO_s1_N1_9_6_24,DMSO,s1,-245.0
589.4,183.0,4411.0,FA(28:1),FA,FA_AMP_DMSO_s1_N1_9_6_24,DMSO,s1,-15.0
591.4,183.0,4679.0,FA(28:0),FA,FA_AMP_DMSO_s1_N1_9_6_24,DMSO,s1,-155.0
617.4,183.0,4238.0,FA(30:1),FA,FA_AMP_DMSO_s1_N1_9_6_24,DMSO,s1,-203.0
619.4,183.0,4434.0,FA(30:0),FA,FA_AMP_DMSO_s1_N1_9_6_24,DMSO,s1,154.0
339.3,183.0,35226.0,FA(10:0),FA,FA_AMP_DMSO_p2_N1_9_6_24,DMSO,p2,16789.0
353.3,183.0,4830.0,FA(11:0),FA,FA_AMP_DMSO_p2_N1_9_6_24,DMSO,p2,372.0
365.3,183.0,4839.0,FA(12:1),FA,FA_AMP_DMSO_p2_N1_9_6_24,DMSO,p2,-251.0
367.3,183.0,4431.0,FA(12:0),FA,FA_AMP_DMSO_p2_N1_9_6_24,DMSO,p2,-76.0
381.3,183.0,4740.0,FA(13:0),FA,FA_AMP_DMSO_p2_N1_9_6_24,DMSO,p2,242.0
393.4,183.0,6693.0,FA(14:1),FA,FA_AMP_DMSO_p2_N1_9_6_24,DMSO,p2,2117.0
395.3,183.0,5011.0,FA(14:0),FA,FA_AMP_DMSO_p2_N1_9_6_24,DMSO,p2,-10.0
407.3,183.0,4513.0,FA(15:1),FA,FA_AMP_DMSO_p2_N1_9_6_24,DMSO,p2,195.0
409.3,183.0,4441.0,FA(15:0),FA,FA_AMP_DMSO_p2_N1_9_6_24,DMSO,p2,-17.0
421.4,183.0,4167.0,FA(16:1),FA,FA_AMP_DMSO_p2_N1_9_6_24,DMSO,p2,-69.0
423.3,183.0,4316.0,FA(16:0),FA,FA_AMP_DMSO_p2_N1_9_6_24,DMSO,p2,153.0
435.4,183.0,4237.0,FA(17:1),FA,FA_AMP_DMSO_p2_N1_9_6_24,DMSO,p2,-469.0
437.4,183.0,4381.0,FA(17:0),FA,FA_AMP_DMSO_p2_N1_9_6_24,DMSO,p2,-67.0
443.4,183.0,4363.0,FA(18:4),FA,FA_AMP_DMSO_p2_N1_9_6_24,DMSO,p2,-107.0
445.4,183.0,4307.0,FA(18:3),FA,FA_AMP_DMSO_p2_N1_9_6_24,DMSO,p2,-485.0
447.4,183.0,4260.0,FA(18:2),FA,FA_AMP_DMSO_p2_N1_9_6_24,DMSO,p2,-54.0
449.4,183.0,10947.0,FA(18:1),FA,FA_AMP_DMSO_p2_N1_9_6_24,DMSO,p2,-1281.0
451.4,183.0,4410.0,FA(18:0),FA,FA_AMP_DMSO_p2_N1_9_6_24,DMSO,p2,-247.0
469.4,183.0,4312.0,FA(20:5),FA,FA_AMP_DMSO_p2_N1_9_6_24,DMSO,p2,57.0
471.4,183.0,4332.0,FA(20:4),FA,FA_AMP_DMSO_p2_N1_9_6_24,DMSO,p2,-62.0
473.4,183.0,4189.0,FA(20:3),FA,FA_AMP_DMSO_p2_N1_9_6_24,DMSO,p2,-224.0
475.4,183.0,4273.0,FA(20:2),FA,FA_AMP_DMSO_p2_N1_9_6_24,DMSO,p2,-161.0
477.4,183.0,4418.0,FA(20:1),FA,FA_AMP_DMSO_p2_N1_9_6_24,DMSO,p2,-1009.0
479.4,183.0,4356.0,FA(20:0),FA,FA_AMP_DMSO_p2_N1_9_6_24,DMSO,p2,-68.0
493.4,183.0,37889.0,FA(21:0),FA,FA_AMP_DMSO_p2_N1_9_6_24,DMSO,p2,-4826.0
495.4,183.0,4863.0,FA(22:6),FA,FA_AMP_DMSO_p2_N1_9_6_24,DMSO,p2,-431.0
497.4,183.0,4166.0,FA(22:5),FA,FA_AMP_DMSO_p2_N1_9_6_24,DMSO,p2,-459.0
499.4,183.0,4445.0,FA(22:4),FA,FA_AMP_DMSO_p2_N1_9_6_24,DMSO,p2,-27.0
501.4,183.0,4873.0,FA(22:3),FA,FA_AMP_DMSO_p2_N1_9_6_24,DMSO,p2,32.0
503.4,183.0,4432.0,FA(22:2),FA,FA_AMP_DMSO_p2_N1_9_6_24,DMSO,p2,-331.0
505.4,183.0,4881.0,FA(22:1),FA,FA_AMP_DMSO_p2_N1_9_6_24,DMSO,p2,-259.0
507.4,183.0,4948.0,FA(22:0),FA,FA_AMP_DMSO_p2_N1_9_6_24,DMSO,p2,-571.0
521.4,183.0,5767.0,FA(23:0),FA,FA_AMP_DMSO_p2_N1_9_6_24,DMSO,p2,-1000.0
533.4,183.0,4433.0,FA(24:1),FA,FA_AMP_DMSO_p2_N1_9_6_24,DMSO,p2,-99.0
535.4,183.0,4363.0,FA(24:0),FA,FA_AMP_DMSO_p2_N1_9_6_24,DMSO,p2,-128.0
561.4,183.0,4477.0,FA(26:1),FA,FA_AMP_DMSO_p2_N1_9_6_24,DMSO,p2,-75.0
563.4,183.0,4191.0,FA(26:0),FA,FA_AMP_DMSO_p2_N1_9_6_24,DMSO,p2,-179.0
589.4,183.0,4292.0,FA(28:1),FA,FA_AMP_DMSO_p2_N1_9_6_24,DMSO,p2,-134.0
591.4,183.0,4912.0,FA(28:0),FA,FA_AMP_DMSO_p2_N1_9_6_24,DMSO,p2,78.0
617.4,183.0,4442.0,FA(30:1),FA,FA_AMP_DMSO_p2_N1_9_6_24,DMSO,p2,1.0
619.4,183.0,4343.0,FA(30:0),FA,FA_AMP_DMSO_p2_N1_9_6_24,DMSO,p2,63.0
339.3,183.0,81511.0,FA(10:0),FA,FA_AMP_DMSO_p3_N1_9_6_24,DMSO,p3,63074.0
353.3,183.0,4908.0,FA(11:0),FA,FA_AMP_DMSO_p3_N1_9_6_24,DMSO,p3,450.0
365.3,183.0,5021.0,FA(12:1),FA,FA_AMP_DMSO_p3_N1_9_6_24,DMSO,p3,-69.0
367.3,183.0,4399.0,FA(12:0),FA,FA_AMP_DMSO_p3_N1_9_6_24,DMSO,p3,-108.0
381.3,183.0,4729.0,FA(13:0),FA,FA_AMP_DMSO_p3_N1_9_6_24,DMSO,p3,231.0
393.4,183.0,6238.0,FA(14:1),FA,FA_AMP_DMSO_p3_N1_9_6_24,DMSO,p3,1662.0
395.3,183.0,5685.0,FA(14:0),FA,FA_AMP_DMSO_p3_N1_9_6_24,DMSO,p3,664.0
407.3,183.0,4573.0,FA(15:1),FA,FA_AMP_DMSO_p3_N1_9_6_24,DMSO,p3,255.0
409.3,183.0,4351.0,FA(15:0),FA,FA_AMP_DMSO_p3_N1_9_6_24,DMSO,p3,-107.0
421.4,183.0,4444.0,FA(16:1),FA,FA_AMP_DMSO_p3_N1_9_6_24,DMSO,p3,208.0
423.3,183.0,4645.0,FA(16:0),FA,FA_AMP_DMSO_p3_N1_9_6_24,DMSO,p3,482.0
435.4,183.0,4706.0,FA(17:1),FA,FA_AMP_DMSO_p3_N1_9_6_24,DMSO,p3,0.0
437.4,183.0,4230.0,FA(17:0),FA,FA_AMP_DMSO_p3_N1_9_6_24,DMSO,p3,-218.0
443.4,183.0,4451.0,FA(18:4),FA,FA_AMP_DMSO_p3_N1_9_6_24,DMSO,p3,-19.0
445.4,183.0,4427.0,FA(18:3),FA,FA_AMP_DMSO_p3_N1_9_6_24,DMSO,p3,-365.0
447.4,183.0,4253.0,FA(18:2),FA,FA_AMP_DMSO_p3_N1_9_6_24,DMSO,p3,-61.0
449.4,183.0,12146.0,FA(18:1),FA,FA_AMP_DMSO_p3_N1_9_6_24,DMSO,p3,-82.0
451.4,183.0,4408.0,FA(18:0),FA,FA_AMP_DMSO_p3_N1_9_6_24,DMSO,p3,-249.0
469.4,183.0,4326.0,FA(20:5),FA,FA_AMP_DMSO_p3_N1_9_6_24,DMSO,p3,71.0
471.4,183.0,4330.0,FA(20:4),FA,FA_AMP_DMSO_p3_N1_9_6_24,DMSO,p3,-64.0
473.4,183.0,4326.0,FA(20:3),FA,FA_AMP_DMSO_p3_N1_9_6_24,DMSO,p3,-87.0
475.4,183.0,4422.0,FA(20:2),FA,FA_AMP_DMSO_p3_N1_9_6_24,DMSO,p3,-12.0
477.4,183.0,5131.0,FA(20:1),FA,FA_AMP_DMSO_p3_N1_9_6_24,DMSO,p3,-296.0
479.4,183.0,4540.0,FA(20:0),FA,FA_AMP_DMSO_p3_N1_9_6_24,DMSO,p3,116.0
493.4,183.0,44483.0,FA(21:0),FA,FA_AMP_DMSO_p3_N1_9_6_24,DMSO,p3,1768.0
495.4,183.0,5504.0,FA(22:6),FA,FA_AMP_DMSO_p3_N1_9_6_24,DMSO,p3,210.0
497.4,183.0,4639.0,FA(22:5),FA,FA_AMP_DMSO_p3_N1_9_6_24,DMSO,p3,14.0
499.4,183.0,4418.0,FA(22:4),FA,FA_AMP_DMSO_p3_N1_9_6_24,DMSO,p3,-54.0
501.4,183.0,4817.0,FA(22:3),FA,FA_AMP_DMSO_p3_N1_9_6_24,DMSO,p3,-24.0
503.4,183.0,4644.0,FA(22:2),FA,FA_AMP_DMSO_p3_N1_9_6_24,DMSO,p3,-119.0
505.4,183.0,5588.0,FA(22:1),FA,FA_AMP_DMSO_p3_N1_9_6_24,DMSO,p3,448.0
507.4,183.0,4896.0,FA(22:0),FA,FA_AMP_DMSO_p3_N1_9_6_24,DMSO,p3,-623.0
521.4,183.0,6856.0,FA(23:0),FA,FA_AMP_DMSO_p3_N1_9_6_24,DMSO,p3,89.0
533.4,183.0,4472.0,FA(24:1),FA,FA_AMP_DMSO_p3_N1_9_6_24,DMSO,p3,-60.0
535.4,183.0,4513.0,FA(24:0),FA,FA_AMP_DMSO_p3_N1_9_6_24,DMSO,p3,22.0
561.4,183.0,4436.0,FA(26:1),FA,FA_AMP_DMSO_p3_N1_9_6_24,DMSO,p3,-116.0
563.4,183.0,4188.0,FA(26:0),FA,FA_AMP_DMSO_p3_N1_9_6_24,DMSO,p3,-182.0
589.4,183.0,4601.0,FA(28:1),FA,FA_AMP_DMSO_p3_N1_9_6_24,DMSO,p3,175.0
591.4,183.0,5435.0,FA(28:0),FA,FA_AMP_DMSO_p3_N1_9_6_24,DMSO,p3,601.0
617.4,183.0,4543.0,FA(30:1),FA,FA_AMP_DMSO_p3_N1_9_6_24,DMSO,p3,102.0
619.4,183.0,4541.0,FA(30:0),FA,FA_AMP_DMSO_p3_N1_9_6_24,DMSO,p3,261.0
339.3,183.0,51006.0,FA(10:0),FA,FA_AMP_MED_p3_N1_9_6_24,MED,p3,32569.0
353.3,183.0,5957.0,FA(11:0),FA,FA_AMP_MED_p3_N1_9_6_24,MED,p3,1499.0
365.3,183.0,6072.0,FA(12:1),FA,FA_AMP_MED_p3_N1_9_6_24,MED,p3,982.0
367.3,183.0,5008.0,FA(12:0),FA,FA_AMP_MED_p3_N1_9_6_24,MED,p3,501.0
381.3,183.0,5798.0,FA(13:0),FA,FA_AMP_MED_p3_N1_9_6_24,MED,p3,1300.0
393.4,183.0,7893.0,FA(14:1),FA,FA_AMP_MED_p3_N1_9_6_24,MED,p3,3317.0
395.3,183.0,5650.0,FA(14:0),FA,FA_AMP_MED_p3_N1_9_6_24,MED,p3,629.0
407.3,183.0,5043.0,FA(15:1),FA,FA_AMP_MED_p3_N1_9_6_24,MED,p3,725.0
409.3,183.0,4584.0,FA(15:0),FA,FA_AMP_MED_p3_N1_9_6_24,MED,p3,126.0
421.4,183.0,4810.0,FA(16:1),FA,FA_AMP_MED_p3_N1_9_6_24,MED,p3,574.0
423.3,183.0,5016.0,FA(16:0),FA,FA_AMP_MED_p3_N1_9_6_24,MED,p3,853.0
435.4,183.0,4762.0,FA(17:1),FA,FA_AMP_MED_p3_N1_9_6_24,MED,p3,56.0
437.4,183.0,4845.0,FA(17:0),FA,FA_AMP_MED_p3_N1_9_6_24,MED,p3,397.0
443.4,183.0,4845.0,FA(18:4),FA,FA_AMP_MED_p3_N1_9_6_24,MED,p3,375.0
445.4,183.0,5338.0,FA(18:3),FA,FA_AMP_MED_p3_N1_9_6_24,MED,p3,546.0
447.4,183.0,4933.0,FA(18:2),FA,FA_AMP_MED_p3_N1_9_6_24,MED,p3,619.0
449.4,183.0,13957.0,FA(18:1),FA,FA_AMP_MED_p3_N1_9_6_24,MED,p3,1729.0
451.4,183.0,4939.0,FA(18:0),FA,FA_AMP_MED_p3_N1_9_6_24,MED,p3,282.0
469.4,183.0,4673.0,FA(20:5),FA,FA_AMP_MED_p3_N1_9_6_24,MED,p3,418.0
471.4,183.0,4775.0,FA(20:4),FA,FA_AMP_MED_p3_N1_9_6_24,MED,p3,381.0
473.4,183.0,4854.0,FA(20:3),FA,FA_AMP_MED_p3_N1_9_6_24,MED,p3,441.0
475.4,183.0,4572.0,FA(20:2),FA,FA_AMP_MED_p3_N1_9_6_24,MED,p3,138.0
477.4,183.0,5163.0,FA(20:1),FA,FA_AMP_MED_p3_N1_9_6_24,MED,p3,-264.0
479.4,183.0,4873.0,FA(20:0),FA,FA_AMP_MED_p3_N1_9_6_24,MED,p3,449.0
493.4,183.0,45301.0,FA(21:0),FA,FA_AMP_MED_p3_N1_9_6_24,MED,p3,2586.0
495.4,183.0,6158.0,FA(22:6),FA,FA_AMP_MED_p3_N1_9_6_24,MED,p3,864.0
497.4,183.0,4822.0,FA(22:5),FA,FA_AMP_MED_p3_N1_9_6_24,MED,p3,197.0
