Parent_Ion,Product_Ion,OzESI_Intensity,Lipid,Class,Sample,Sample_Name,Sup_Pel,Intensity_Subtracted
535.4,183.0,4767.0,FA(24:0),FA,FA_AMP_SV13_p1_N1_9_6_24,SV13,p1,276.0
561.4,183.0,6893.0,FA(26:1),FA,FA_AMP_SV13_p1_N1_9_6_24,SV13,p1,2341.0
563.4,183.0,4391.0,FA(26:0),FA,FA_AMP_SV13_p1_N1_9_6_24,SV13,p1,21.0
589.4,183.0,4519.0,FA(28:1),FA,FA_AMP_SV13_p1_N1_9_6_24,SV13,p1,93.0
591.4,183.0,5180.0,FA(28:0),FA,FA_AMP_SV13_p1_N1_9_6_24,SV13,p1,346.0
617.4,183.0,4601.0,FA(30:1),FA,FA_AMP_SV13_p1_N1_9_6_24,SV13,p1,160.0
619.4,183.0,4619.0,FA(30:0),FA,FA_AMP_SV13_p1_N1_9_6_24,SV13,p1,339.0
339.3,183.0,76715.0,FA(10:0),FA,FA_AMP_SV13_s2_N1_9_6_24,SV13,s2,58278.0
353.3,183.0,5648.0,FA(11:0),FA,FA_AMP_SV13_s2_N1_9_6_24,SV13,s2,1190.0
365.3,183.0,6745.0,FA(12:1),FA,FA_AMP_SV13_s2_N1_9_6_24,SV13,s2,1655.0
367.3,183.0,5138.0,FA(12:0),FA,FA_AMP_SV13_s2_N1_9_6_24,SV13,s2,631.0
381.3,183.0,5646.0,FA(13:0),FA,FA_AMP_SV13_s2_N1_9_6_24,SV13,s2,1148.0
393.4,183.0,6541.0,FA(14:1),FA,FA_AMP_SV13_s2_N1_9_6_24,SV13,s2,1965.0
395.3,183.0,5911.0,FA(14:0),FA,FA_AMP_SV13_s2_N1_9_6_24,SV13,s2,890.0
407.3,183.0,4962.0,FA(15:1),FA,FA_AMP_SV13_s2_N1_9_6_24,SV13,s2,644.0
409.3,183.0,5404.0,FA(15:0),FA,FA_AMP_SV13_s2_N1_9_6_24,SV13,s2,946.0
421.4,183.0,4770.0,FA(16:1),FA,FA_AMP_SV13_s2_N1_9_6_24,SV13,s2,534.0
423.3,183.0,5450.0,FA(16:0),FA,FA_AMP_SV13_s2_N1_9_6_24,SV13,s2,1287.0
435.4,183.0,4738.0,FA(17:1),FA,FA_AMP_SV13_s2_N1_9_6_24,SV13,s2,32.0
437.4,183.0,4923.0,FA(17:0),FA,FA_AMP_SV13_s2_N1_9_6_24,SV13,s2,475.0
443.4,183.0,4703.0,FA(18:4),FA,FA_AMP_SV13_s2_N1_9_6_24,SV13,s2,233.0
445.4,183.0,5374.0,FA(18:3),FA,FA_AMP_SV13_s2_N1_9_6_24,SV13,s2,582.0
447.4,183.0,4838.0,FA(18:2),FA,FA_AMP_SV13_s2_N1_9_6_24,SV13,s2,524.0
449.4,183.0,11533.0,FA(18:1),FA,FA_AMP_SV13_s2_N1_9_6_24,SV13,s2,-695.0
451.4,183.0,5176.0,FA(18:0),FA,FA_AMP_SV13_s2_N1_9_6_24,SV13,s2,519.0
469.4,183.0,4926.0,FA(20:5),FA,FA_AMP_SV13_s2_N1_9_6_24,SV13,s2,671.0
471.4,183.0,5161.0,FA(20:4),FA,FA_AMP_SV13_s2_N1_9_6_24,SV13,s2,767.0
473.4,183.0,5169.0,FA(20:3),FA,FA_AMP_SV13_s2_N1_9_6_24,SV13,s2,756.0
475.4,183.0,4484.0,FA(20:2),FA,FA_AMP_SV13_s2_N1_9_6_24,SV13,s2,50.0
477.4,183.0,4963.0,FA(20:1),FA,FA_AMP_SV13_s2_N1_9_6_24,SV13,s2,-464.0
479.4,183.0,4954.0,FA(20:0),FA,FA_AMP_SV13_s2_N1_9_6_24,SV13,s2,530.0
493.4,183.0,31506.0,FA(21:0),FA,FA_AMP_SV13_s2_N1_9_6_24,SV13,s2,-11209.0
495.4,183.0,6108.0,FA(22:6),FA,FA_AMP_SV13_s2_N1_9_6_24,SV13,s2,814.0
497.4,183.0,4946.0,FA(22:5),FA,FA_AMP_SV13_s2_N1_9_6_24,SV13,s2,321.0
499.4,183.0,4575.0,FA(22:4),FA,FA_AMP_SV13_s2_N1_9_6_24,SV13,s2,103.0
501.4,183.0,5836.0,FA(22:3),FA,FA_AMP_SV13_s2_N1_9_6_24,SV13,s2,995.0
503.4,183.0,5942.0,FA(22:2),FA,FA_AMP_SV13_s2_N1_9_6_24,SV13,s2,1179.0
505.4,183.0,5301.0,FA(22:1),FA,FA_AMP_SV13_s2_N1_9_6_24,SV13,s2,161.0
507.4,183.0,5435.0,FA(22:0),FA,FA_AMP_SV13_s2_N1_9_6_24,SV13,s2,-84.0
521.4,183.0,6124.0,FA(23:0),FA,FA_AMP_SV13_s2_N1_9_6_24,SV13,s2,-643.0
533.4,183.0,5265.0,FA(24:1),FA,FA_AMP_SV13_s2_N1_9_6_24,SV13,s2,733.0
535.4,183.0,5068.0,FA(24:0),FA,FA_AMP_SV13_s2_N1_9_6_24,SV13,s2,577.0
561.4,183.0,4686.0,FA(26:1),FA,FA_AMP_SV13_s2_N1_9_6_24,SV13,s2,134.0
563.4,183.0,4889.0,FA(26:0),FA,FA_AMP_SV13_s2_N1_9_6_24,SV13,s2,519.0
589.4,183.0,4423.0,FA(28:1),FA,FA_AMP_SV13_s2_N1_9_6_24,SV13,s2,-3.0
591.4,183.0,5173.0,FA(28:0),FA,FA_AMP_SV13_s2_N1_9_6_24,SV13,s2,339.0
617.4,183.0,4344.0,FA(30:1),FA,FA_AMP_SV13_s2_N1_9_6_24,SV13,s2,-97.0
619.4,183.0,4500.0,FA(30:0),FA,FA_AMP_SV13_s2_N1_9_6_24,SV13,s2,220.0
339.3,183.0,66932.0,FA(10:0),FA,FA_AMP_SV13_s3_N1_9_6_24,SV13,s3,48495.0
353.3,183.0,6007.0,FA(11:0),FA,FA_AMP_SV13_s3_N1_9_6_24,SV13,s3,1549.0
365.3,183.0,6502.0,FA(12:1),FA,FA_AMP_SV13_s3_N1_9_6_24,SV13,s3,1412.0
367.3,183.0,5494.0,FA(12:0),FA,FA_AMP_SV13_s3_N1_9_6_24,SV13,s3,987.0
381.3,183.0,5580.0,FA(13:0),FA,FA_AMP_SV13_s3_N1_9_6_24,SV13,s3,1082.0
393.4,183.0,7985.0,FA(14:1),FA,FA_AMP_SV13_s3_N1_9_6_24,SV13,s3,3409.0
395.3,183.0,6391.0,FA(14:0),FA,FA_AMP_SV13_s3_N1_9_6_24,SV13,s3,1370.0
407.3,183.0,5462.0,FA(15:1),FA,FA_AMP_SV13_s3_N1_9_6_24,SV13,s3,1144.0
409.3,183.0,5727.0,FA(15:0),FA,FA_AMP_SV13_s3_N1_9_6_24,SV13,s3,1269.0
421.4,183.0,4871.0,FA(16:1),FA,FA_AMP_SV13_s3_N1_9_6_24,SV13,s3,635.0
423.3,183.0,5396.0,FA(16:0),FA,FA_AMP_SV13_s3_N1_9_6_24,SV13,s3,1233.0
435.4,183.0,4808.0,FA(17:1),FA,FA_AMP_SV13_s3_N1_9_6_24,SV13,s3,102.0
437.4,183.0,4721.0,FA(17:0),FA,FA_AMP_SV13_s3_N1_9_6_24,SV13,s3,273.0
443.4,183.0,4670.0,FA(18:4),FA,FA_AMP_SV13_s3_N1_9_6_24,SV13,s3,200.0
445.4,183.0,5401.0,FA(18:3),FA,FA_AMP_SV13_s3_N1_9_6_24,SV13,s3,609.0
447.4,183.0,5264.0,FA(18:2),FA,FA_AMP_SV13_s3_N1_9_6_24,SV13,s3,950.0
449.4,183.0,10847.0,FA(18:1),FA,FA_AMP_SV13_s3_N1_9_6_24,SV13,s3,-1381.0
451.4,183.0,4930.0,FA(18:0),FA,FA_AMP_SV13_s3_N1_9_6_24,SV13,s3,273.0
469.4,183.0,5064.0,FA(20:5),FA,FA_AMP_SV13_s3_N1_9_6_24,SV13,s3,809.0
471.4,183.0,5107.0,FA(20:4),FA,FA_AMP_SV13_s3_N1_9_6_24,SV13,s3,713.0
473.4,183.0,4901.0,FA(20:3),FA,FA_AMP_SV13_s3_N1_9_6_24,SV13,s3,488.0
475.4,183.0,4864.0,FA(20:2),FA,FA_AMP_SV13_s3_N1_9_6_24,SV13,s3,430.0
477.4,183.0,5671.0,FA(20:1),FA,FA_AMP_SV13_s3_N1_9_6_24,SV13,s3,244.0
479.4,183.0,4880.0,FA(20:0),FA,FA_AMP_SV13_s3_N1_9_6_24,SV13,s3,456.0
493.4,183.0,29179.0,FA(21:0),FA,FA_AMP_SV13_s3_N1_9_6_24,SV13,s3,-13536.0
495.4,183.0,5903.0,FA(22:6),FA,FA_AMP_SV13_s3_N1_9_6_24,SV13,s3,609.0
497.4,183.0,5383.0,FA(22:5),FA,FA_AMP_SV13_s3_N1_9_6_24,SV13,s3,758.0
499.4,183.0,5013.0,FA(22:4),FA,FA_AMP_SV13_s3_N1_9_6_24,SV13,s3,541.0
501.4,183.0,6642.0,FA(22:3),FA,FA_AMP_SV13_s3_N1_9_6_24,SV13,s3,1801.0
503.4,183.0,5602.0,FA(22:2),FA,FA_AMP_SV13_s3_N1_9_6_24,SV13,s3,839.0
505.4,183.0,5654.0,FA(22:1),FA,FA_AMP_SV13_s3_N1_9_6_24,SV13,s3,514.0
507.4,183.0,5840.0,FA(22:0),FA,FA_AMP_SV13_s3_N1_9_6_24,SV13,s3,321.0
521.4,183.0,6107.0,FA(23:0),FA,FA_AMP_SV13_s3_N1_9_6_24,SV13,s3,-660.0
533.4,183.0,5024.0,FA(24:1),FA,FA_AMP_SV13_s3_N1_9_6_24,SV13,s3,492.0
535.4,183.0,4943.0,FA(24:0),FA,FA_AMP_SV13_s3_N1_9_6_24,SV13,s3,452.0
561.4,183.0,4698.0,FA(26:1),FA,FA_AMP_SV13_s3_N1_9_6_24,SV13,s3,146.0
563.4,183.0,4786.0,FA(26:0),FA,FA_AMP_SV13_s3_N1_9_6_24,SV13,s3,416.0
589.4,183.0,4624.0,FA(28:1),FA,FA_AMP_SV13_s3_N1_9_6_24,SV13,s3,198.0
591.4,183.0,5560.0,FA(28:0),FA,FA_AMP_SV13_s3_N1_9_6_24,SV13,s3,726.0
617.4,183.0,4458.0,FA(30:1),FA,FA_AMP_SV13_s3_N1_9_6_24,SV13,s3,17.0
619.4,183.0,4881.0,FA(30:0),FA,FA_AMP_SV13_s3_N1_9_6_24,SV13,s3,601.0
339.3,183.0,62210.0,FA(10:0),FA,FA_AMP_SV13_s1_N1_9_6_24,SV13,s1,43773.0
353.3,183.0,5757.0,FA(11:0),FA,FA_AMP_SV13_s1_N1_9_6_24,SV13,s1,1299.0
365.3,183.0,6319.0,FA(12:1),FA,FA_AMP_SV13_s1_N1_9_6_24,SV13,s1,1229.0
367.3,183.0,5258.0,FA(12:0),FA,FA_AMP_SV13_s1_N1_9_6_24,SV13,s1,751.0
381.3,183.0,5279.0,FA(13:0),FA,FA_AMP_SV13_s1_N1_9_6_24,SV13,s1,781.0
393.4,183.0,6889.0,FA(14:1),FA,FA_AMP_SV13_s1_N1_9_6_24,SV13,s1,2313.0
395.3,183.0,5570.0,FA(14:0),FA,FA_AMP_SV13_s1_N1_9_6_24,SV13,s1,549.0
407.3,183.0,4838.0,FA(15:1),FA,FA_AMP_SV13_s1_N1_9_6_24,SV13,s1,520.0
409.3,183.0,5206.0,FA(15:0),FA,FA_AMP_SV13_s1_N1_9_6_24,SV13,s1,748.0
421.4,183.0,4909.0,FA(16:1),FA,FA_AMP_SV13_s1_N1_9_6_24,SV13,s1,673.0
423.3,183.0,4990.0,FA(16:0),FA,FA_AMP_SV13_s1_N1_9_6_24,SV13,s1,827.0
435.4,183.0,4873.0,FA(17:1),FA,FA_AMP_SV13_s1_N1_9_6_24,SV13,s1,167.0
437.4,183.0,4675.0,FA(17:0),FA,FA_AMP_SV13_s1_N1_9_6_24,SV13,s1,227.0
443.4,183.0,4988.0,FA(18:4),FA,FA_AMP_SV13_s1_N1_9_6_24,SV13,s1,518.0
445.4,183.0,4872.0,FA(18:3),FA,FA_AMP_SV13_s1_N1_9_6_24,SV13,s1,80.0
447.4,183.0,4821.0,FA(18:2),FA,FA_AMP_SV13_s1_N1_9_6_24,SV13,s1,507.0
449.4,183.0,10226.0,FA(18:1),FA,FA_AMP_SV13_s1_N1_9_6_24,SV13,s1,-2002.0
451.4,183.0,5179.0,FA(18:0),FA,FA_AMP_SV13_s1_N1_9_6_24,SV13,s1,522.0
469.4,183.0,4967.0,FA(20:5),FA,FA_AMP_SV13_s1_N1_9_6_24,SV13,s1,712.0
471.4,183.0,4921.0,FA(20:4),FA,FA_AMP_SV13_s1_N1_9_6_24,SV13,s1,527.0
473.4,183.0,5018.0,FA(20:3),FA,FA_AMP_SV13_s1_N1_9_6_24,SV13,s1,605.0
475.4,183.0,4967.0,FA(20:2),FA,FA_AMP_SV13_s1_N1_9_6_24,SV13,s1,533.0
477.4,183.0,4730.0,FA(20:1),FA,FA_AMP_SV13_s1_N1_9_6_24,SV13,s1,-697.0
479.4,183.0,4709.0,FA(20:0),FA,FA_AMP_SV13_s1_N1_9_6_24,SV13,s1,285.0
493.4,183.0,27694.0,FA(21:0),FA,FA_AMP_SV13_s1_N1_9_6_24,SV13,s1,-15021.0
495.4,183.0,6246.0,FA(22:6),FA,FA_AMP_SV13_s1_N1_9_6_24,SV13,s1,952.0
497.4,183.0,4652.0,FA(22:5),FA,FA_AMP_SV13_s1_N1_9_6_24,SV13,s1,27.0
499.4,183.0,4836.0,FA(22:4),FA,FA_AMP_SV13_s1_N1_9_6_24,SV13,s1,364.0
501.4,183.0,5963.0,FA(22:3),FA,FA_AMP_SV13_s1_N1_9_6_24,SV13,s1,1122.0
503.4,183.0,5614.0,FA(22:2),FA,FA_AMP_SV13_s1_N1_9_6_24,SV13,s1,851.0
505.4,183.0,5605.0,FA(22:1),FA,FA_AMP_SV13_s1_N1_9_6_24,SV13,s1,465.0
507.4,183.0,5662.0,FA(22:0),FA,FA_AMP_SV13_s1_N1_9_6_24,SV13,s1,143.0
521.4,183.0,5867.0,FA(23:0),FA,FA_AMP_SV13_s1_N1_9_6_24,SV13,s1,-900.0
533.4,183.0,4988.0,FA(24:1),FA,FA_AMP_SV13_s1_N1_9_6_24,SV13,s1,456.0
535.4,183.0,4852.0,FA(24:0),FA,FA_AMP_SV13_s1_N1_9_6_24,SV13,s1,361.0
561.4,183.0,4427.0,FA(26:1),FA,FA_AMP_SV13_s1_N1_9_6_24,SV13,s1,-125.0
563.4,183.0,4584.0,FA(26:0),FA,FA_AMP_SV13_s1_N1_9_6_24,SV13,s1,214.0
589.4,183.0,4518.0,FA(28:1),FA,FA_AMP_SV13_s1_N1_9_6_24,SV13,s1,92.0
591.4,183.0,5547.0,FA(28:0),FA,FA_AMP_SV13_s1_N1_9_6_24,SV13,s1,713.0
617.4,183.0,4511.0,FA(30:1),FA,FA_AMP_SV13_s1_N1_9_6_24,SV13,s1,70.0
619.4,183.0,4619.0,FA(30:0),FA,FA_AMP_SV13_s1_N1_9_6_24,SV13,s1,339.0
339.3,183.0,69821.0,FA(10:0),FA,FA_AMP_SV13_p2_N1_9_6_24,SV13,p2,51384.0
353.3,183.0,5442.0,FA(11:0),FA,FA_AMP_SV13_p2_N1_9_6_24,SV13,p2,984.0
365.3,183.0,5686.0,FA(12:1),FA,FA_AMP_SV13_p2_N1_9_6_24,SV13,p2,596.0
367.3,183.0,5144.0,FA(12:0),FA,FA_AMP_SV13_p2_N1_9_6_24,SV13,p2,637.0
381.3,183.0,5170.0,FA(13:0),FA,FA_AMP_SV13_p2_N1_9_6_24,SV13,p2,672.0
393.4,183.0,7752.0,FA(14:1),FA,FA_AMP_SV13_p2_N1_9_6_24,SV13,p2,3176.0
395.3,183.0,6140.0,FA(14:0),FA,FA_AMP_SV13_p2_N1_9_6_24,SV13,p2,1119.0
407.3,183.0,4758.0,FA(15:1),FA,FA_AMP_SV13_p2_N1_9_6_24,SV13,p2,440.0
409.3,183.0,4995.0,FA(15:0),FA,FA_AMP_SV13_p2_N1_9_6_24,SV13,p2,537.0
421.4,183.0,4457.0,FA(16:1),FA,FA_AMP_SV13_p2_N1_9_6_24,SV13,p2,221.0
423.3,183.0,10933.0,FA(16:0),FA,FA_AMP_SV13_p2_N1_9_6_24,SV13,p2,6770.0
435.4,183.0,4427.0,FA(17:1),FA,FA_AMP_SV13_p2_N1_9_6_24,SV13,p2,-279.0
437.4,183.0,4858.0,FA(17:0),FA,FA_AMP_SV13_p2_N1_9_6_24,SV13,p2,410.0
443.4,183.0,4747.0,FA(18:4),FA,FA_AMP_SV13_p2_N1_9_6_24,SV13,p2,277.0
445.4,183.0,4940.0,FA(18:3),FA,FA_AMP_SV13_p2_N1_9_6_24,SV13,p2,148.0
447.4,183.0,4820.0,FA(18:2),FA,FA_AMP_SV13_p2_N1_9_6_24,SV13,p2,506.0
449.4,183.0,11357.0,FA(18:1),FA,FA_AMP_SV13_p2_N1_9_6_24,SV13,p2,-871.0
451.4,183.0,7855.0,FA(18:0),FA,FA_AMP_SV13_p2_N1_9_6_24,SV13,p2,3198.0
469.4,183.0,4773.0,FA(20:5),FA,FA_AMP_SV13_p2_N1_9_6_24,SV13,p2,518.0
471.4,183.0,4916.0,FA(20:4),FA,FA_AMP_SV13_p2_N1_9_6_24,SV13,p2,522.0
473.4,183.0,4750.0,FA(20:3),FA,FA_AMP_SV13_p2_N1_9_6_24,SV13,p2,337.0
475.4,183.0,4886.0,FA(20:2),FA,FA_AMP_SV13_p2_N1_9_6_24,SV13,p2,452.0
477.4,183.0,5091.0,FA(20:1),FA,FA_AMP_SV13_p2_N1_9_6_24,SV13,p2,-336.0
479.4,183.0,4653.0,FA(20:0),FA,FA_AMP_SV13_p2_N1_9_6_24,SV13,p2,229.0
493.4,183.0,34808.0,FA(21:0),FA,FA_AMP_SV13_p2_N1_9_6_24,SV13,p2,-7907.0
495.4,183.0,5851.0,FA(22:6),FA,FA_AMP_SV13_p2_N1_9_6_24,SV13,p2,557.0
497.4,183.0,4766.0,FA(22:5),FA,FA_AMP_SV13_p2_N1_9_6_24,SV13,p2,141.0
499.4,183.0,4743.0,FA(22:4),FA,FA_AMP_SV13_p2_N1_9_6_24,SV13,p2,271.0
501.4,183.0,5956.0,FA(22:3),FA,FA_AMP_SV13_p2_N1_9_6_24,SV13,p2,1115.0
503.4,183.0,5473.0,FA(22:2),FA,FA_AMP_SV13_p2_N1_9_6_24,SV13,p2,710.0
505.4,183.0,5597.0,FA(22:1),FA,FA_AMP_SV13_p2_N1_9_6_24,SV13,p2,457.0
507.4,183.0,5898.0,FA(22:0),FA,FA_AMP_SV13_p2_N1_9_6_24,SV13,p2,379.0
521.4,183.0,6376.0,FA(23:0),FA,FA_AMP_SV13_p2_N1_9_6_24,SV13,p2,-391.0
533.4,183.0,4654.0,FA(24:1),FA,FA_AMP_SV13_p2_N1_9_6_24,SV13,p2,122.0
535.4,183.0,5022.0,FA(24:0),FA,FA_AMP_SV13_p2_N1_9_6_24,SV13,p2,531.0
561.4,183.0,4984.0,FA(26:1),FA,FA_AMP_SV13_p2_N1_9_6_24,SV13,p2,432.0
563.4,183.0,4564.0,FA(26:0),FA,FA_AMP_SV13_p2_N1_9_6_24,SV13,p2,194.0
589.4,183.0,4557.0,FA(28:1),FA,FA_AMP_SV13_p2_N1_9_6_24,SV13,p2,131.0
591.4,183.0,5591.0,FA(28:0),FA,FA_AMP_SV13_p2_N1_9_6_24,SV13,p2,757.0
617.4,183.0,4371.0,FA(30:1),FA,FA_AMP_SV13_p2_N1_9_6_24,SV13,p2,-70.0
619.4,183.0,4526.0,FA(30:0),FA,FA_AMP_SV13_p2_N1_9_6_24,SV13,p2,246.0
339.3,183.0,74606.0,FA(10:0),FA,FA_AMP_SV13_p3_N1_9_6_24,SV13,p3,56169.0
353.3,183.0,5503.0,FA(11:0),FA,FA_AMP_SV13_p3_N1_9_6_24,SV13,p3,1045.0
365.3,183.0,6664.0,FA(12:1),FA,FA_AMP_SV13_p3_N1_9_6_24,SV13,p3,1574.0
367.3,183.0,5183.0,FA(12:0),FA,FA_AMP_SV13_p3_N1_9_6_24,SV13,p3,676.0
381.3,183.0,5679.0,FA(13:0),FA,FA_AMP_SV13_p3_N1_9_6_24,SV13,p3,1181.0
393.4,183.0,6825.0,FA(14:1),FA,FA_AMP_SV13_p3_N1_9_6_24,SV13,p3,2249.0
395.3,183.0,7190.0,FA(14:0),FA,FA_AMP_SV13_p3_N1_9_6_24,SV13,p3,2169.0
407.3,183.0,5235.0,FA(15:1),FA,FA_AMP_SV13_p3_N1_9_6_24,SV13,p3,917.0
409.3,183.0,4976.0,FA(15:0),FA,FA_AMP_SV13_p3_N1_9_6_24,SV13,p3,518.0
421.4,183.0,5371.0,FA(16:1),FA,FA_AMP_SV13_p3_N1_9_6_24,SV13,p3,1135.0
423.3,183.0,68047.0,FA(16:0),FA,FA_AMP_SV13_p3_N1_9_6_24,SV13,p3,63884.0
435.4,183.0,4794.0,FA(17:1),FA,FA_AMP_SV13_p3_N1_9_6_24,SV13,p3,88.0
437.4,183.0,5181.0,FA(17:0),FA,FA_AMP_SV13_p3_N1_9_6_24,SV13,p3,733.0
443.4,183.0,4819.0,FA(18:4),FA,FA_AMP_SV13_p3_N1_9_6_24,SV13,p3,349.0
445.4,183.0,5101.0,FA(18:3),FA,FA_AMP_SV13_p3_N1_9_6_24,SV13,p3,309.0
447.4,183.0,5267.0,FA(18:2),FA,FA_AMP_SV13_p3_N1_9_6_24,SV13,p3,953.0
449.4,183.0,14198.0,FA(18:1),FA,FA_AMP_SV13_p3_N1_9_6_24,SV13,p3,1970.0
451.4,183.0,32499.0,FA(18:0),FA,FA_AMP_SV13_p3_N1_9_6_24,SV13,p3,27842.0
469.4,183.0,4980.0,FA(20:5),FA,FA_AMP_SV13_p3_N1_9_6_24,SV13,p3,725.0
471.4,183.0,5236.0,FA(20:4),FA,FA_AMP_SV13_p3_N1_9_6_24,SV13,p3,842.0
473.4,183.0,4896.0,FA(20:3),FA,FA_AMP_SV13_p3_N1_9_6_24,SV13,p3,483.0
475.4,183.0,4994.0,FA(20:2),FA,FA_AMP_SV13_p3_N1_9_6_24,SV13,p3,560.0
477.4,183.0,5169.0,FA(20:1),FA,FA_AMP_SV13_p3_N1_9_6_24,SV13,p3,-258.0
479.4,183.0,5348.0,FA(20:0),FA,FA_AMP_SV13_p3_N1_9_6_24,SV13,p3,924.0
493.4,183.0,33249.0,FA(21:0),FA,FA_AMP_SV13_p3_N1_9_6_24,SV13,p3,-9466.0
495.4,183.0,6246.0,FA(22:6),FA,FA_AMP_SV13_p3_N1_9_6_24,SV13,p3,952.0
497.4,183.0,5433.0,FA(22:5),FA,FA_AMP_SV13_p3_N1_9_6_24,SV13,p3,808.0
499.4,183.0,4918.0,FA(22:4),FA,FA_AMP_SV13_p3_N1_9_6_24,SV13,p3,446.0
501.4,183.0,6984.0,FA(22:3),FA,FA_AMP_SV13_p3_N1_9_6_24,SV13,p3,2143.0
503.4,183.0,6056.0,FA(22:2),FA,FA_AMP_SV13_p3_N1_9_6_24,SV13,p3,1293.0
505.4,183.0,5983.0,FA(22:1),FA,FA_AMP_SV13_p3_N1_9_6_24,SV13,p3,843.0
507.4,183.0,5937.0,FA(22:0),FA,FA_AMP_SV13_p3_N1_9_6_24,SV13,p3,418.0
521.4,183.0,6145.0,FA(23:0),FA,FA_AMP_SV13_p3_N1_9_6_24,SV13,p3,-622.0
533.4,183.0,5135.0,FA(24:1),FA,FA_AMP_SV13_p3_N1_9_6_24,SV13,p3,603.0
535.4,183.0,4830.0,FA(24:0),FA,FA_AMP_SV13_p3_N1_9_6_24,SV13,p3,339.0
561.4,183.0,4822.0,FA(26:1),FA,FA_AMP_SV13_p3_N1_9_6_24,SV13,p3,270.0
