lipid,logFC,logCPM,LR,PValue,FDR,type,DOD93_F4_Female_5xFAD_cortex,DOD93_F4_Female_5xFAD_hippocampus,DOD94_F4_Female_5xFAD_cortex,DOD94_F4_Female_5xFAD_hippocampus,FAD185_M1_Male_5xFAD_cortex,FAD185_M1_Male_5xFAD_hippocampus,FAD185_M3_Male_5xFAD_cortex,FAD185_M3_Male_5xFAD_hippocampus,FAD189_M1_Male_5xFAD_cortex,FAD189_M1_Male_5xFAD_hippocampus,FAD189_M2_Male_5xFAD_cortex,FAD189_M2_Male_5xFAD_hippocampus,DOD94_F3_Female_WT_cortex,DOD94_F3_Female_WT_hippocampus,FAD184_F3_Female_WT_cortex,FAD184_F3_Female_WT_hippocampus,FAD184_F4_Female_WT_cortex,FAD184_F4_Female_WT_hippocampus,FAD185_M4_Male_WT_cortex,FAD185_M4_Male_WT_hippocampus,FAD189_M3_Male_WT_cortex,FAD189_M3_Male_WT_hippocampus,Blank_Blank_Blank_Blank_Blank
PG(40:9)|PG(39:2)|PG(O-40:2)|PG(P-40:1),0.1091754773885863,5.350144116355328,0.13693022805773575,0.7113520560598842,0.9972915377096603,PG,127277.22760009766,119019.1079711914,108375.10803222656,98138.90661621094,188332.673828125,150492.39001464844,165916.4132080078,193721.11401367188,211426.5362548828,163843.87072753906,215699.47412109375,151172.95141601562,88579.76623535156,88419.7064819336,98155.8270263672,111943.16833496094,123823.42785644533,96096.38671875,115236.64782714844,99555.807861328125,137158.37072753906,90835.16650390624,67170.68444824219
PG(41:5)|PG(P-42:4),-0.034796081897642064,5.110790803954934,0.013954414966292461,0.9059655988221876,0.9972915377096603,PG,106556.58721923828,90217.686279296875,95653.88684082033,87289.066162109375,135175.5506591797,123914.72912597656,140517.56970214844,137484.70935058594,148522.3702392578,133529.4091796875,173096.9715576172,119498.4288330078,85408.125732421875,92818.80645751952,84291.865966796875,92533.46685791016,89642.70593261719,87892.785888671875,93418.84631347656,91108.88671875,114968.34777832033,83917.38562011719,80584.32568359375
PG(42:3),0.06531973528754154,7.499877952056053,0.049069852667344094,0.8246897758454824,0.9972915377096603,PG,461605.1345214844,455672.4755859375,414926.0693359375,424331.9904785156,679341.51025390625,684773.3271484375,694778.44873046875,922086.528076172,713476.0661621094,1025008.078125,740459.9365234375,768758.5300292969,419667.8923339844,373768.80615234375,365921.7468261719,631583.7829589844,395812.7058105469,508001.5126953125,445802.7109375,480654.39208984375,497617.5173339844,439703.47021484375,500159.87353515625
PG(42:4),0.09983722890882425,5.359730847838183,0.11453437887644213,0.7350397107877682,0.9972915377096603,PG,131313.1083984375,107567.14739990234,106280.50720214844,103985.34741210938,183391.09301757812,142866.52990722656,189024.13317871097,182752.25268554688,230632.67700195312,166477.59240722656,189663.83325195312,135725.05029296875,92906.56622314452,91120.32623291016,88631.86627197266,109552.84777832033,116635.66735839844,98162.52685546876,126961.3490600586,101047.08764648438,130643.34924316406,87446.98583984375,92617.24725341795
PG(42:5),0.09916333196068683,5.3236139494645345,0.11299525044483971,0.7367595185802625,0.9972915377096603,PG,126541.14874267578,104208.10766601562,105178.86730957033,105635.76684570312,191795.4725341797,147058.87084960938,180313.0330810547,166445.85229492188,214081.7752685547,160635.79125976562,212707.55529785156,141349.80993652344,88112.08563232422,91659.16632080078,93327.72644042967,109034.76745605467,106054.22827148438,95241.5867919922,110267.48815917967,104287.86767578124,137144.0496826172,96356.42712402344,67398.12420654297
PG(42:6),0.12112565472806973,6.138170733837308,0.16849826034558646,0.6814499142691004,0.9972915377096603,PG,212922.35498046875,167385.57092285156,163130.2908935547,166762.1932373047,335305.1229248047,247440.49865722656,331582.1218261719,271607.140625,381088.2678222656,264523.279296875,653368.2667236328,232211.5368652344,135395.69122314453,166138.89025878906,156162.77197265625,157620.29125976562,174109.01147460938,142299.70959472656,173167.13110351562,154992.8507080078,423086.7115478515,163852.17163085938,90844.0067138672
PG(44:0),-0.1407809722115873,4.807633509204777,0.22884517314355435,0.6323814403459636,0.9972915377096603,PG,79685.94567871094,77335.12561035156,76183.3251953125,77155.80560302734,103579.8076171875,102578.76763916016,104711.44732666016,104958.16680908205,112889.4676513672,96385.967041015625,141665.45056152344,101525.28747558594,70541.82485961914,70814.18524169922,69119.62530517578,77687.3851928711,76028.28527832031,85267.1859741211,84450.66613769531,79691.52557373047,101440.88732910156,70118.42498779297,49862.34341430664
PG(44:2),-0.06032245058716686,4.851537446276208,0.04195832039408742,0.8376992419064854,0.9972915377096603,PG,71411.04501724243,71658.50509643555,69565.50493621826,62944.34509277344,95088.52643203735,92006.72679138184,203533.95625305176,108306.10651779176,175114.71166992188,97135.1665802002,129611.14999389648,101082.42683410645,53748.52360153198,60958.78370285034,67660.96476745605,84312.86652374268,68535.82501983643,70781.82522201538,147882.93000411987,69833.34485244751,104925.20777130128,67471.70490646362,56028.704277038574
PG(44:4),-0.025232959117438416,4.862280317047945,0.007336707677040977,0.9317410064852374,0.9972915377096603,PG,79543.82526779175,74641.10568618774,67411.44491577148,61710.68444061279,93130.34643936156,94059.8468132019,179698.03355789185,110127.58787918092,158285.39168930054,100314.54683303832,121709.92930984496,92452.06651306152,64795.2243347168,66536.76500320435,63034.044399261475,72539.26517868042,68770.5246887207,64388.324478149414,127028.34936904909,62900.76424789429,99997.0470046997,62558.664642333984,104396.78831481934
PG(44:5),-0.052018252872397634,4.779039224366636,0.031196257252759096,0.8598032522373975,0.9972915377096603,PG,77212.90517807007,76032.2253074646,70100.9649772644,62821.9040222168,101307.54760742188,99686.96694946288,126026.88956832886,112599.48820495604,122931.54820251463,106694.8276977539,138393.56925964355,99655.26681137084,64354.70417404175,60229.3246383667,63153.424243927,78444.6855392456,68581.58502578735,68752.82524108887,97357.98719787598,70083.38520431519,106164.12731170654,67748.52503204346,57887.22397232056
PG(44:6),-0.041979681844721346,4.718267125609041,0.02031350774495877,0.8866649677132434,0.9972915377096603,PG,72192.98517990112,74318.72506713867,72352.08457946777,69137.12495040894,106693.58659362792,90750.34685516356,112240.38869476318,106878.38776397704,112667.64888000488,95284.88689422607,145780.4316444397,96834.70644760132,59967.304290771484,61214.54405593872,62945.544300079346,73576.64499664307,73899.70486068726,69967.66512680054,79047.20581436157,73519.84524536133,99229.6672782898,61454.28451538086,46952.7833404541
PG(44:7)|PG(43:0),-0.0405126354234762,5.3340047567727575,0.018918360909253806,0.8906007904542138,0.9972915377096603,PG,116205.74844360352,101570.24731445312,104078.8276977539,104973.18742370604,153684.13089752197,145645.8501586914,172971.5715789795,157866.61253738403,191720.55309295657,144724.63134765625,281513.95707702637,135286.25017166138,90254.92678833008,99473.42695617676,93831.72668457033,103248.70807266235,101579.46672439577,102312.64678955078,129040.55007171632,103981.96752929688,195592.83428573608,92073.62682724,59666.244384765625
PI(26:1),-0.12578535852314796,5.645930624784093,0.18265059871509948,0.6691051841860296,0.9972915377096603,PI,145879.6502685547,160439.73010253906,127800.00939941406,135570.22900390625,190942.53369140625,158954.6719970703,166411.61193847656,175136.31323242188,210770.65502929688,175565.2520751953,281839.43981933594,174187.0526123047,128074.56872558594,126342.34899902344,120659.5078125,147433.470703125,141504.41015625,115693.24816894533,148508.33068847656,126809.228515625,206972.5545654297,128965.2081298828,107115.38745117188
PI(27:0)|PI(O-28:0),0.07373488853208231,5.486779623552303,0.06251372697471425,0.8025661187387871,0.9972915377096603,PI,116159.42797851562,143563.35009765625,119409.3485107422,106806.86791992188,201279.43389892575,179846.37481689453,154632.33099365234,169758.6508178711,264115.5170288086,169557.25256347656,242357.53778076172,216837.8142089844,105858.8871459961,94284.0067138672,83842.68646240234,140844.77130126953,143624.67083740234,94902.3875732422,115212.22888183594,105319.62744140624,177662.1915283203,127388.0083618164,53437.10363769531
PI(27:1)|PI(P-28:0),0.06405833736993595,4.956774484516275,0.047192653016736585,0.8280223260772877,0.9972915377096603,PI,92237.2467956543,95579.306884765625,92242.76623535156,76416.5054321289,142336.11071777344,124224.60919189452,111105.56866455078,122819.92953491212,166670.10919189453,121727.84744262695,171265.6908569336,118924.29000854492,75926.9655456543,75681.2250366211,70535.32501220703,92052.14630126952,91919.90640258788,68415.54483032227,91474.3465270996,69023.04501342773,109686.6273803711,80143.18606567383,35374.34262084961
PI(28:1)|PI(P-29:0),0.023986558462227706,5.741857030554237,0.006623120640142588,0.9351377203154013,0.9972915377096603,PI,139162.38940429688,144065.44982910156,147502.37060546875,114025.44787597656,228744.9158935547,205195.11645507812,209629.2171630859,204043.83471679688,337605.22229003906,187601.69177246097,297375.3190917969,215746.79614257812,138486.1495361328,114467.9071044922,116172.28894042967,153641.87060546875,142042.63024902344,115044.78784179688,167696.93237304688,122477.30859375,233725.09692382812,122908.42749023438,97802.46728515624
PI(29:2)|PI(P-30:1),0.034519437445934636,8.126269841881816,0.013713816093513742,0.9067760522404141,0.9972915377096603,PI,1335822.4983520508,270583.85888671875,275196.06088256836,190783.65234375,261410.8961791992,594535.5037841797,400506.5668029785,326160.48455810547,280096.28088378906,269243.0968017578,215299.1964111328,189115.7737121582,521107.8572998047,647404.8453979492,217174.53634643555,467597.17578125,165315.81170654297,140226.77056884766,184255.65356445312,180485.4736328125,213539.05432128903,103332.50735473631,6661615.031005859
PI(30:2)|PI(P-31:1),0.11362458997337489,5.966226936412205,0.14830278187605472,0.7001625855396627,0.9972915377096603,PI,265195.3798828125,200942.47283935547,162330.69207763672,97649.16717529295,192904.49224853516,217745.45388793945,285726.3194580078,259597.87786865231,378971.4298095703,194815.79345703125,231803.2164306641,226317.51806640625,224240.67517089844,203593.15728759769,116025.36749267578,154580.51251220703,111609.3077697754,91839.8465576172,208772.9157104492,92488.80676269533,214657.5958251953,98060.22668457033,231924.0571899414
PI(30:3),-0.07808674870066516,4.678459110817431,0.07033188404500379,0.7908541690767464,0.9972915377096603,PI,86307.90621948242,78383.3854675293,59713.26403808594,54839.1042175293,86248.78689575195,88167.24572753906,92586.80633544922,79907.68556976318,97261.96664428712,87944.68673706055,200259.75396728516,74213.82556152344,67733.4047241211,69926.845458984375,48260.68353271485,68087.26495361328,63432.10501098633,51757.78369140625,72960.46545410156,49501.323150634766,139786.92993164062,56895.26406860352,77455.48666381836
PI(31:2)|PI(P-32:1),0.05592769001768194,4.949859453041735,0.03597981192433508,0.8495571888580647,0.9972915377096603,PI,83030.64572143555,89442.2456665039,89430.02673339844,67215.08447265625,128077.82919311523,117079.32821655272,108341.02798461914,123000.3071899414,199673.652923584,104544.34768676758,173674.09283447266,119679.44729614258,83677.44619750977,68033.3452758789,60885.26403808594,94635.28662109376,73274.02481079102,69539.40545654297,88220.64651489258,66386.624755859375,129517.95043945312,72240.005126953125,63762.18475341797
PI(31:3),-0.02201419783666172,4.669369832360358,0.005583943384294798,0.9404328892173499,0.9972915377096603,PI,67219.22467041016,73624.34521484375,61851.64453125,67080.86517333984,124939.45059204102,84192.76577758789,100265.0466003418,82871.56536865234,107837.92645263672,95976.1866760254,191984.95385742188,105171.52670288086,52163.54406738281,64965.52456665039,58090.783935546875,70041.30505371094,65433.524322509766,56086.10388183594,68307.56448364258,61743.7646484375,126098.90966796876,78563.905029296875,28990.882110595703
PI(32:2)|PI(O-33:2)|PI(P-33:1),-0.12411096945791235,7.68154833870797,0.1778193807695061,0.6732539664349428,0.9972915377096603,PI,401316.78662109375,340307.5266113281,393993.5856933594,242109.0568847656,677339.3098144531,431930.2087402344,2322140.867919922,531935.0119628906,2701600.625,433278.4140625,820932.4641113281,479611.15478515625,422474.728515625,217690.89477539065,421787.70703125,349352.06591796875,383722.6645507813,226376.99536132812,2425916.2568359375,243604.77661132812,1360324.714111328,266463.9599609375,167421.7119140625
PI(32:4),-0.1302913685078348,4.763678550182481,0.19598098207745807,0.6579846281256514,0.9972915377096603,PI,74340.60459899902,89949.80667114258,83978.6460571289,62577.803955078125,99364.52655029295,91850.66677856444,110484.04876708984,85338.88537597656,108310.82705688477,91302.68658447266,206973.4146118164,85147.06625366211,59897.94454956055,64753.004302978516,77957.90625,76255.26623535156,76534.24520874023,72413.7056274414,98286.26651000977,58558.18441772461,114839.62677001952,81343.62615966797,28123.822204589844
PI(33:2)|PI(O-34:2)|PI(P-34:1),0.08398668760298264,5.690586761562384,0.08108588179857179,0.7758312155498296,0.9972915377096603,PI,107134.96813964844,116530.50830078124,133742.48919677734,77702.505615234375,201080.3147583008,168110.49240112305,410097.9309082031,169078.15225219727,554018.5388183594,146663.75061035156,287935.6593017578,175748.5317993164,116217.22940063477,84103.986083984375,87561.846435546875,114566.08776855467,101837.86743164062,69369.96484375,421514.7282104492,81228.78594970703,271808.51708984375,82214.32580566406,50591.16387939453
PI(33:3)|PI(O-34:3)|PI(P-34:2),-0.05265584640872249,4.921865923696264,0.031966341462975834,0.8581015493413288,0.9972915377096603,PI,63089.10498046875,75036.86517333984,65817.72470092773,51842.78372192383,100615.50775146484,90925.68585205078,124836.88816833496,108100.60818481444,161427.6916809082,100078.10638427734,412275.56649780273,92632.56686401369,61303.50451660156,51900.66357421875,57003.78399658203,72386.02532958984,59516.583435058594,51768.70388793945,103002.60690307616,53310.08367919922,310122.8031311035,58309.64419555664,36472.542419433594
PI(33:4)|PI(O-34:4)|PI(P-34:3),-0.1126239609606665,4.198048716029596,0.14638915976263445,0.7020101681844741,0.9972915377096603,PI,52697.244232177734,56173.92422485352,49930.06362915039,50428.12342834473,71840.68505859375,62289.8445892334,68522.06498718262,66940.86471557617,79188.44534301758,62341.50442504883,108633.92758178712,59232.44381713867,45796.76336669922,54152.34375,45804.42300415039,52133.123931884766,49947.883209228516,42290.442779541016,54730.2438659668,43671.56265258789,71763.88525390625,52469.343505859375,29816.941955566406
PI(33:5)|PI(P-34:4),-0.03405220313532287,4.245857057287379,0.013363531138307572,0.9079689762339633,0.9972915377096603,PI,51959.26348876953,55579.08395385742,50783.623596191406,45468.22341918945,82912.56600952148,66978.32467651367,93756.58758544922,67425.2848815918,77233.34490966797,71853.9453125,109446.82693481444,67985.16473388672,45357.623046875,44820.48321533203,47792.223693847656,57098.3645324707,52437.96356201172,44313.82327270508,53221.943908691406,45454.843353271484,78677.6654663086,46787.163024902344,32398.08221435547
PI(34:1)|PI(O-35:1)|PI(P-35:0),-0.07571737511809007,10.169236931778848,0.06612967039986017,0.7970576554076284,0.9972915377096603,PI,2810174.256591797,1313128.6108398438,1889820.184326172,1236459.3225097656,5158505.862548828,3781656.3571777344,16390568.0625,2160444.0446777344,9560381.33618164,3059777.795410156,2359556.6987304688,2896275.376464844,1965223.978027344,758717.1096191406,1990201.448486328,1117955.1430664062,2389266.890625,583226.7253417969,18956447.422607426,768104.1779785156,4710524.403808594,822012.99755859375,2675812.8022460938
PI(34:6),-0.13545520004635608,5.40593329308646,0.211844312298183,0.6453256755785873,0.9972915377096603,PI,122121.00860595705,119682.04876708984,109508.24768066406,119429.26818847656,189473.77325439453,140488.4292602539,154411.17010498047,131489.9102783203,189612.1727294922,162900.7713623047,197463.23388671875,178235.03094482422,116540.94805908205,119055.88848876952,102839.68670654295,116077.6875,124630.48834228516,101038.42791748048,123515.68829345705,121165.5087890625,153650.8706665039,122667.70837402344,55471.74401855469
PI(35:2)|PI(O-36:2)|PI(P-36:1),-0.039530440960103504,6.187492530426907,0.018012120766798034,0.8932371175931402,0.9972915377096603,PI,136507.92834472656,110892.3076171875,130095.44738769533,91328.78634643556,277235.62145996094,176285.513671875,974183.5401611328,180510.9109802246,836201.6054077148,194004.27212524417,274780.3408203125,193531.89385986328,115209.62799072266,76024.765869140625,113533.52758789062,109099.1470336914,129535.80987548828,72951.58465576172,1117405.0968017578,88110.84686279297,292493.94024658203,84006.48614501953,47512.383544921875
PI(35:3)|PI(O-36:3)|PI(P-36:2),-0.12018628006135075,5.709998127346789,0.1667375131364679,0.6830277101261167,0.9972915377096603,PI,100028.30694580078,86135.644775390625,89362.98626708984,76547.18518066406,157771.91162109375,103918.887008667,652711.252746582,141685.99087524414,603955.0043334961,136441.38830566406,229157.9168395996,115959.6488647461,78941.20559692383,72723.684814453125,81162.28617858887,90538.26629638672,81206.94616699219,72164.9255065918,772470.6129150391,80502.48587036133,202647.07411193848,75683.84512329102,39125.62301635742
PI(36:1)|PI(O-37:1)|PI(P-37:0),0.15072940537370733,8.187861025421855,0.26072763364572893,0.609620700946585,0.9972915377096603,PI,667134.0877685547,353436.84423828125,456012.9334716797,383821.0272216797,1365274.1680908203,990513.6971435548,4459568.252197266,737440.3771972656,3116462.61328125,983862.7365722656,881013.4150390625,858043.3009033203,391520.4838867187,184077.59375,415138.728515625,322260.9387207031,584661.8250732422,215201.11572265625,4705053.779418945,249480.11791992188,978096.96484375,285222.8391113281,89580.60632324219
PI(36:6),-0.045809768722494905,5.5913748194411115,0.024191655135780366,0.8763982486717447,0.9972915377096603,PI,130306.74932861328,132568.28955078125,97885.92645263672,110147.7275390625,217560.67706298828,133075.12927246094,301621.92169189453,135442.4891357422,315126.64392089844,196844.83471679688,224092.59802246097,181746.63189697263,116889.86981201172,109844.4271850586,92686.2265625,111252.32849121094,129018.48959350586,103540.00830078124,221457.13549804688,118565.00830078124,193411.71215820312,136363.2899169922,75461.6060180664
PI(36:7)|PI(35:0)|PI(O-36:0),-0.056635224522173705,8.647940780634336,0.03698474708289723,0.8474961050540436,0.9972915377096603,PI,620927.6640625,1282463.672607422,308521.68212890625,1010779.3930664062,2605596.7502441406,709104.1719970703,1860713.843017578,751941.3720703125,2021968.798828125,2764910.4287109375,2990722.9541015625,2160056.542236328,510382.95166015625,470524.1529541016,367603.4462890625,758819.03955078125,1625692.3662109375,1048858.2341308594,846758.38232421875,1092749.9321289062,2574055.9482421875,2233859.9963378906,170410.3330078125
PI(36:8)|PI(35:1)|PI(O-36:1)|PI(P-36:0),0.0808084205421713,6.813411305570825,0.07507183108373283,0.7840904680318587,0.9972915377096603,PI,213549.9754638672,253590.21728515625,210984.93493652344,192405.4334716797,567536.3642578125,316844.9405517578,920605.8287353516,336728.5206298828,992411.35546875,445217.0743408203,722870.4805908203,456146.7902832031,196030.2130126953,134420.35034179688,233428.2784423828,221335.01611328125,282824.9797363281,172874.533203125,800965.2359619141,195619.5125732422,616218.7012939453,278681.19982910156,73757.48529052734
PI(37:6)|PI(O-38:6)|PI(P-38:5),0.0983146115667431,5.250199086988884,0.11107150956786427,0.7389275196777569,0.9972915377096603,PI,93160.32614135742,99133.54705810548,90594.24609375,83414.42578125,213529.8145751953,159322.39166259766,206878.27642822263,155600.28997802734,166081.0326538086,182413.0128173828,192521.19189453125,136551.06939697266,82832.58575439453,78241.945556640625,78745.80596923828,104340.42779541016,143748.84967041016,70442.5654296875,110355.64834594728,76063.68542480469,155777.8309326172,90872.42706298828,65576.4048461914
PI(38:8)|PI(37:1)|PI(O-38:1)|PI(P-38:0),0.09968547620751389,6.1445617097753695,0.11418880362907657,0.7354247273646817,0.9972915377096603,PI,112540.36791992188,121638.8897705078,102282.2876586914,92070.82647705078,268384.7185058594,135902.8896484375,1088482.4400024414,192791.89093017575,909052.6771240234,178196.3524169922,285030.3606567383,169959.1519165039,101115.84741210938,80197.50524902344,123368.04833984376,112597.0477294922,117628.56915283205,82725.4058227539,918135.0866088868,97955.06658935548,256219.41766357425,103987.06658935548,55807.26416015625
PI(39:5)|PI(O-40:5)|PI(P-40:4),0.03925776555699108,5.093794214405464,0.017734699188963532,0.8940575989965163,0.9972915377096603,PI,95026.526611328125,89421.04595947266,84690.986328125,77665.42541503906,148878.81072998047,120455.5278930664,207406.21484375,124818.76837158205,199086.03521728516,126558.6488647461,158689.1312866211,114139.9288330078,85160.986572265625,80808.68572998047,83541.62615966797,92807.00701904295,84082.00555419922,73340.80535888672,136154.9091796875,73943.54479980469,111903.76751708984,73232.1050415039,72444.46563720703
PI(40:2),-0.1065083493837575,5.586402095396611,0.13091572880500735,0.7174844630810563,0.9972915377096603,PI,74752.28497314453,65775.5246887207,70749.74499511719,53140.5237121582,396760.8666381836,183560.75259399417,375530.6838989258,193567.81378173828,333209.3413696289,186731.35333251953,204951.83242797852,152649.0708618164,103353.72732543944,47153.00344848633,177864.8126525879,71479.76504516602,67138.58416748047,53199.28353881836,430470.5051269531,61412.28405761719,405940.8297729492,47222.04357910156,31088.42218017578
PI(40:3),0.1300850114799237,4.521894848350726,0.19429388972949324,0.6593666223495778,0.9972915377096603,PI,62702.16470336914,61002.40463256836,52849.423828125,53960.10418701172,95805.06689453124,82724.38607788086,157663.2297668457,79689.6257019043,157619.6707763672,92057.4469909668,116849.96807861328,80713.22589111328,50177.04376220703,46890.70310974121,45826.923278808594,60777.98419189453,57257.863830566406,45940.40301513672,106110.90728759766,47287.52340698242,87191.666259765625,47944.64334106445,37657.182525634766
PI(41:5)|PI(P-42:4),-0.03214588769136434,4.174107543958025,0.011908638926854564,0.9131019895490669,0.9972915377096603,PI,66806.70513916016,53661.56350708008,48295.743225097656,40599.14280700683,67483.02493286133,61401.64459228515,78345.28494262695,70002.60494995117,68575.06524658203,63365.42449951172,75496.28518676758,63034.624923706055,54256.12454223633,51626.983474731445,40951.402587890625,51489.743408203125,41092.12289428711,38710.06280517578,55072.38383483887,39955.362533569336,61609.58480834961,35876.18225097656,54445.36376953125
PI(42:0),-0.016555982515972085,4.268736306104575,0.003157836617287302,0.955186757793452,0.9972915377096603,PI,51416.88366699219,50171.063720703125,47678.42349243164,43023.88293457031,80462.32608032227,70444.82421875,73359.14483642578,76845.00592041016,91084.80648803712,64125.924255371094,141188.32946777344,84091.02532958984,49348.983642578125,43765.22325134277,41184.54284667969,53942.763671875,46787.70346069336,39309.16241455078,54440.02377319336,43522.06303405762,116657.60736083984,40130.04281616211,30884.442260742188
PI(42:11)|PI(41:4)|PI(O-42:4),-0.05674850088483255,4.008975933745089,0.03712978708455239,0.8472010422278518,0.9972915377096603,PI,49365.98321533203,47410.18371582031,42545.56283569336,38539.74264526367,62072.064697265625,56602.043365478516,66830.74481201172,54857.12414550781,70036.5451965332,57918.28439331055,89606.8056640625,54297.4640045166,43616.64306640625,41735.08264160156,38439.56256103515,43540.60321044922,39107.482666015625,35316.142486572266,52420.16390991211,36186.84242248535,66111.224609375,36394.74255371094,39557.22280883789
PI(42:4),-0.09245096063551483,3.8630345234881234,0.09860787265895965,0.7535066804264681,0.9972915377096603,PI,44886.443115234375,43402.06335449219,39181.92286682129,34209.14227294922,56900.023681640625,52231.82406616211,66015.78503417969,49099.50360107422,51858.08383178711,47802.54376220703,69053.765380859375,47564.12336730957,36698.28256225586,37458.20281982422,32743.042266845703,41261.44284057617,36052.08233642578,34849.482482910156,47877.92349243164,36026.7223815918,50993.84368896485,35268.14256286621,43307.24349975586
PI(42:5),-0.03133278556051346,3.947646709877474,0.011313501390816327,0.9152928055979925,0.9972915377096603,PI,44119.76327514648,44752.703201293945,37763.022857666016,41374.082931518555,64190.524963378906,58730.52392578125,69263.48504638672,54814.28338623047,58350.30447387695,58687.38363647461,73700.44567871094,54142.803619384766,39615.442932128906,35277.12225341797,34366.74249267578,44176.463134765625,41813.96270751953,36079.24267578125,44966.76316833496,38480.56283569336,55698.92385864258,37294.80279541016,40476.44274902344
PI(42:6),-0.015172602788168612,4.287073059901365,0.0026520887854495356,0.9589283490577807,0.9972915377096603,PI,51700.8835144043,53566.8440246582,45623.38345336914,42472.00305175781,90375.5256652832,68203.44482421875,94730.02774047852,69475.30471801758,83683.00582885742,71230.14486694336,146049.77059936523,70175.80474853516,46771.962890625,39577.06301879883,39259.142669677734,56137.32360839844,48802.56344604492,43077.62298583984,61364.44436645508,43871.76327514648,113892.90832519533,41727.922790527344,34016.46240234375
PI(42:7)|PI(41:0)|PI(O-42:0),0.11356777476535339,4.853275231277137,0.14815118378859893,0.7003084512089911,0.9972915377096603,PI,77230.8851928711,85449.34600830078,74740.10510253906,64266.884521484375,146539.6502380371,111907.74737548828,144337.90869140625,113283.26818847656,155696.72973632812,114269.42779541016,143712.7306213379,130103.87005615234,71722.20458984375,63249.504638671875,58746.56457519531,76969.40515136719,74310.92443847656,58034.34454345703,97861.48736572266,66487.38446044922,112552.98828125,72761.06512451172,39621.702697753906
PI(42:8)|PI(41:1)|PI(O-42:1)|PI(P-42:0),0.14582112705977332,4.853282259328494,0.24404511811970053,0.6212996618265795,0.9972915377096603,PI,78202.58575439453,82748.34552001953,72776.205078125,63792.004333496094,150907.9701538086,124595.00909423828,151952.83056640625,120402.62811279295,155564.08905029297,110027.92749023438,141999.87005615234,114173.44723510742,72304.365234375,55761.0439453125,61668.284118652344,81766.345458984375,74541.52502441406,60040.604064941406,99596.8271484375,67155.50494384766,105600.52728271484,59768.48425292969,47887.66339111328
PI(42:9)|PI(41:2)|PI(O-42:2)|PI(P-42:1),0.11790988068241229,4.166244419279589,0.1596740789149962,0.6894567617218622,0.9972915377096603,PI,55747.304443359375,50768.40408325195,48078.08349609375,41156.903060913086,94780.78649902344,61713.824310302734,109568.86813354492,64336.004486083984,93178.80648803712,67946.48428344727,94035.88653564452,64012.84490966797,40924.84292602539,36229.40237426758,41286.3229675293,51029.50360107422,47307.463134765625,37034.46252441406,69689.28549194336,39152.98275756836,66016.4848022461,37441.44253540039,27830.321868896484
PI(43:4),-0.12878894336716865,4.18254407298294,0.19147706541721898,0.6616901016847269,0.9972915377096603,PI,60626.96438598633,52371.24380493164,49232.46368408203,45433.26336669922,65715.76428222656,63063.24432373047,78595.7854309082,57310.32403564453,65168.22467041016,60758.464599609375,84664.26641845703,58951.1838684082,50289.1837310791,45686.0030670166,43394.6628112793,51206.443786621094,48922.523681640625,44064.70291137695,53798.90380859375,47276.42361450195,66481.96530151367,42437.243103027344,51435.103271484375
PI(43:6),-0.095249733784698,3.7968331720717368,0.10467350399916597,0.7462917345870205,0.9972915377096603,PI,37647.58232116699,40400.743103027344,36605.78273010254,34699.90216064453,58210.96385192871,46549.262939453125,52098.76396179199,52096.18322753906,51073.42318725586,49405.323486328125,83898.20552062988,54042.26390075683,35083.3825378418,31971.14224243164,33326.08224487305,40402.66307067871,39639.862701416016,34034.162506103516,36799.1025390625,35966.08285522461,63434.54458618164,33447.90222167969,27554.72204589844
PI(44:0),-0.09989473222264833,3.528899305093989,0.11513823364924969,0.7343684875548342,0.9972915377096603,PI,33678.98223876953,35064.7624206543,28611.0818939209,31742.04231262207,50807.763763427734,36869.942321777344,41097.482971191406,40299.06314086914,47078.683349609375,40973.64267730713,56403.864166259766,45235.14324951172,30986.942153930664,27914.522186279297,27959.66195678711,32866.96226501465,31808.641998291016,25514.80178833008,33571.80224609375,31998.502349853516,45517.503173828125,28709.22203063965,25110.4619140625
PI(44:1),-0.1509925275235407,3.6749887752240173,0.26327331010833177,0.6078802127157595,0.9972915377096603,PI,34381.96245574951,36830.90270996094,32094.7823638916,32041.422317504883,59397.984519958496,40917.46270751953,48140.804012298584,45753.22374725342,52993.74382400513,44435.802978515625,51220.94372558594,57458.1243057251,37829.34252166748,30363.70204544067,34972.38235473633,36521.362506866455,31525.78200531006,25956.86173248291,50345.46342086792,33593.30224227905,54547.72373962402,27170.74192047119,23599.14151763916
PI(44:10),0.030280719979166173,3.812124329385221,0.01055276675742789,0.9181799136366176,0.9972915377096603,PI,44011.68327331543,41345.602615356445,38677.14309692383,34907.60255432129,65480.36442565918,46323.9033203125,75321.2452545166,51839.10383605957,62023.02436828613,50373.14367675781,64356.504974365234,47792.66360473633,34417.802658081055,33773.022399902344,31981.64224243164,38211.522705078125,40201.722747802734,32027.062423706055,42510.92289733887,34413.842681884766,45961.763092041016,32821.06221008301,31207.10206604004
