lipid,logFC,logCPM,LR,PValue,FDR,type,FAD185_M1_Male_5xFAD_hippocampus_x,FAD185_M3_Male_5xFAD_hippocampus_x,FAD189_M1_Male_5xFAD_hippocampus_x,FAD189_M2_Male_5xFAD_hippocampus_x,FAD185_M1_Male_5xFAD_hippocampus_y,FAD185_M3_Male_5xFAD_hippocampus_y,FAD189_M1_Male_5xFAD_hippocampus_y,FAD189_M2_Male_5xFAD_hippocampus_y,Blank_Blank_Blank_Blank_Blank
[TG(58:8)|TG(57:1)]_FA20:4,0,8.18762550796487,0,1,1,TAG,1005003.162109375,885087.3592529297,1349191.5509643557,936236.3827514648,1005003.162109375,885087.3592529297,1349191.5509643557,936236.3827514648,37151.32266235352
[TG(58:8)|TG(57:1)]_FA22:5,0,7.86054220048799,0,1,1,TAG,480557.8311767578,1169496.2634887695,913452.8427734376,760021.5360717773,480557.8311767578,1169496.2634887695,913452.8427734376,760021.5360717773,52418.30358886719
[TG(58:8)|TG(57:1)]_FA22:6,0,8.67431068606718,0,1,1,TAG,1469834.7045898438,1229102.9678955078,1700334.0936279297,1398745.827758789,1469834.7045898438,1229102.9678955078,1700334.0936279297,1398745.827758789,98223.98724365234
[TG(58:9)|TG(57:2)]_FA14:0,0,3.9325272923147123,0,1,1,TAG,47202.38348388672,49799.283447265625,48210.26348876953,48758.083557128906,47202.38348388672,49799.283447265625,48210.26348876953,48758.083557128906,23536.741668701172
[TG(58:9)|TG(57:2)]_FA16:0,0,4.44260668741752,0,1,1,TAG,68733.20487976074,69245.88543701172,76769.344482421875,72938.60455322266,68733.20487976074,69245.88543701172,76769.344482421875,72938.60455322266,23523.48166656494
[TG(58:9)|TG(57:2)]_FA16:1,0,6.409906624683832,0,1,1,TAG,309602.6639404297,306569.84033203125,249252.2012939453,277358.279296875,309602.6639404297,306569.84033203125,249252.2012939453,277358.279296875,78128.16561889648
[TG(58:9)|TG(57:2)]_FA18:0,0,4.78139610601479,0,1,1,TAG,79972.505615234375,84747.20468139648,97515.06640625,94370.8856201172,79972.505615234375,84747.20468139648,97515.06640625,94370.8856201172,35907.48239135742
[TG(58:9)|TG(57:2)]_FA18:1,0,6.0436410376261875,0,1,1,TAG,204756.81317138672,194965.5946044922,277394.0192260742,231132.7366333008,204756.81317138672,194965.5946044922,277394.0192260742,231132.7366333008,39912.74267578125
[TG(58:9)|TG(57:2)]_FA18:2,0,7.9358274140380365,0,1,1,TAG,667511.6437988281,517772.61291503906,1246695.40234375,1012817.26953125,667511.6437988281,517772.61291503906,1246695.40234375,1012817.26953125,76285.10546875
[TG(58:9)|TG(57:2)]_FA18:3,0,8.164852044622375,0,1,1,TAG,708966.5285644531,1136111.7563476562,1457058.311767578,723704.12548828125,708966.5285644531,1136111.7563476562,1457058.311767578,723704.12548828125,118838.9676513672
[TG(58:9)|TG(57:2)]_FA20:4,0,7.231461650392368,0,1,1,TAG,533319.5193481445,439435.6301269531,631832.026184082,524371.4530639648,533319.5193481445,439435.6301269531,631832.026184082,524371.4530639648,38908.4423828125
[TG(58:9)|TG(57:2)]_FA22:5,0,7.85113166543918,0,1,1,TAG,681881.1887207031,903705.2916870116,962673.0990600586,748275.5785217285,681881.1887207031,903705.2916870116,962673.0990600586,748275.5785217285,46568.583251953125
[TG(58:9)|TG(57:2)]_FA22:6,0,8.0051353865957,0,1,1,TAG,574878.4618530273,1222356.7747802734,1084350.172241211,779887.7354125977,574878.4618530273,1222356.7747802734,1084350.172241211,779887.7354125977,65577.12463378906
[TG(59:10)|TG(58:3)]_FA14:0,0,3.712187019526465,0,1,1,TAG,40428.54278564453,40122.78259277344,44473.14321899414,41312.3828125,40428.54278564453,40122.78259277344,44473.14321899414,41312.3828125,20227.04132080078
[TG(59:10)|TG(58:3)]_FA16:0,0,6.229577223064135,0,1,1,TAG,198837.61572265625,318433.6452026367,279609.8811035156,169047.5711669922,198837.61572265625,318433.6452026367,279609.8811035156,169047.5711669922,107271.0884399414
[TG(59:10)|TG(58:3)]_FA16:1,0,4.691141880212631,0,1,1,TAG,79826.78564453125,93662.205810546875,85376.74667358398,81517.58575439453,79826.78564453125,93662.205810546875,85376.74667358398,81517.58575439453,29599.202087402344
[TG(59:10)|TG(58:3)]_FA18:0,0,5.3822497514029495,0,1,1,TAG,131949.88888549805,119899.12963867188,165953.15161132812,148292.67114257812,131949.88888549805,119899.12963867188,165953.15161132812,148292.67114257812,32205.882263183594
[TG(59:10)|TG(58:3)]_FA18:1,0,6.115030313426962,0,1,1,TAG,223263.4749755859,256432.49374389648,246232.89666748047,244778.27969360352,223263.4749755859,256432.49374389648,246232.89666748047,244778.27969360352,29908.762084960938
[TG(59:10)|TG(58:3)]_FA18:2,0,5.866765291118486,0,1,1,TAG,176964.61376953125,190243.29498291016,183237.97357177737,244338.57720947263,176964.61376953125,190243.29498291016,183237.97357177737,244338.57720947263,43807.203033447266
[TG(59:10)|TG(58:3)]_FA18:3,0,9.2781349094405,0,1,1,TAG,1791948.1405029297,1900288.357910156,2826028.943725586,2250602.911254883,1791948.1405029297,1900288.357910156,2826028.943725586,2250602.911254883,186836.7515869141
[TG(59:10)|TG(58:3)]_FA20:4,0,8.512046296415209,0,1,1,TAG,1615016.3111572266,1382750.982849121,1030135.50390625,1051706.5489501953,1615016.3111572266,1382750.982849121,1030135.50390625,1051706.5489501953,188007.2918701172
[TG(59:10)|TG(58:3)]_FA22:5,0,5.665047715863811,0,1,1,TAG,160402.3521118164,163867.9321899414,207056.2725830078,158810.1501159668,160402.3521118164,163867.9321899414,207056.2725830078,158810.1501159668,38552.02296447754
[TG(59:10)|TG(58:3)]_FA22:6,0,5.784603964098314,0,1,1,TAG,191457.27252197263,182361.21307373047,208214.81378173828,167549.8123779297,191457.27252197263,182361.21307373047,208214.81378173828,167549.8123779297,42256.94290161133
[TG(59:11)|TG(58:4)]_FA14:0,0,3.851869320339975,0,1,1,TAG,46066.70364379883,45898.26254272461,43637.10336303711,45617.962982177734,46066.70364379883,45898.26254272461,43637.10336303711,45617.962982177734,24124.301864624023
[TG(59:11)|TG(58:4)]_FA16:0,0,4.093056304484591,0,1,1,TAG,49888.00370788574,50528.563232421875,56039.34381103515,56884.004638671875,49888.00370788574,50528.563232421875,56039.34381103515,56884.004638671875,29103.56187438965
[TG(59:11)|TG(58:4)]_FA16:1,0,6.490876246057968,0,1,1,TAG,239706.6578369141,391807.1712646485,335027.3453979492,208772.15356445312,239706.6578369141,391807.1712646485,335027.3453979492,208772.15356445312,113748.1686706543
[TG(59:11)|TG(58:4)]_FA18:0,0,6.389646520237116,0,1,1,TAG,289884.4017944336,209469.95434570312,372627.5462036133,300220.10388183594,289884.4017944336,209469.95434570312,372627.5462036133,300220.10388183594,33802.68249511719
[TG(59:11)|TG(58:4)]_FA18:1,0,5.5132017304541,0,1,1,TAG,142972.87017822266,136413.74975585938,183021.8348388672,160057.5513305664,142972.87017822266,136413.74975585938,183021.8348388672,160057.5513305664,33218.442321777344
[TG(59:11)|TG(58:4)]_FA18:2,0,6.305876810029197,0,1,1,TAG,266951.67919921875,285928.75897216797,275091.4596557617,281506.74084472656,266951.67919921875,285928.75897216797,275091.4596557617,281506.74084472656,32623.38217163086
[TG(59:11)|TG(58:4)]_FA18:3,0,6.039747552052106,0,1,1,TAG,184812.2915649414,229467.5764770508,211661.53607177737,271248.37756347656,184812.2915649414,229467.5764770508,211661.53607177737,271248.37756347656,48935.08364868164
[TG(59:11)|TG(58:4)]_FA20:4,0,6.028038125844608,0,1,1,TAG,204212.21520996097,195406.0928955078,237438.03588867188,245046.49462890625,204212.21520996097,195406.0928955078,237438.03588867188,245046.49462890625,53927.4033203125
[TG(59:11)|TG(58:4)]_FA22:5,0,6.246363200625311,0,1,1,TAG,226521.4532775879,238221.71783447263,292563.04248046875,278765.28216552734,226521.4532775879,238221.71783447263,292563.04248046875,278765.28216552734,54561.42428588867
[TG(59:11)|TG(58:4)]_FA22:6,0,5.936379321454829,0,1,1,TAG,201982.97302246097,197407.1349182129,253664.81719970703,185390.87530517575,201982.97302246097,197407.1349182129,253664.81719970703,185390.87530517575,41723.98324584961
[TG(59:12)|TG(58:5)]_FA14:0,0,4.10630465228787,0,1,1,TAG,56970.86428833008,53692.02392578125,51819.063720703125,55034.64422607422,56970.86428833008,53692.02392578125,51819.063720703125,55034.64422607422,27575.16192626953
[TG(59:12)|TG(58:5)]_FA16:0,0,4.188491245683603,0,1,1,TAG,58770.92416381836,54529.72412109375,63549.324645996094,61579.8642578125,58770.92416381836,54529.72412109375,63549.324645996094,61579.8642578125,22011.641494750977
[TG(59:12)|TG(58:5)]_FA16:1,0,4.317550386177592,0,1,1,TAG,63593.444580078125,64365.76428222656,61697.72415161133,68313.24520874023,63593.444580078125,64365.76428222656,61697.72415161133,68313.24520874023,26685.201873779297
[TG(59:12)|TG(58:5)]_FA18:0,0,6.925629316094549,0,1,1,TAG,435738.65606689453,289507.13916015625,572241.0416870117,410622.4877319336,435738.65606689453,289507.13916015625,572241.0416870117,410622.4877319336,40942.642822265625
[TG(59:12)|TG(58:5)]_FA18:1,0,6.532837222853865,0,1,1,TAG,333864.8046875,247111.5990600586,415350.89099121094,305206.06072998047,333864.8046875,247111.5990600586,415350.89099121094,305206.06072998047,31791.202270507812
[TG(59:12)|TG(58:5)]_FA18:2,0,5.6100032544409375,0,1,1,TAG,157405.27087402344,141413.96835327148,191018.83349609375,177370.49243164062,157405.27087402344,141413.96835327148,191018.83349609375,177370.49243164062,34046.92236328125
[TG(59:12)|TG(58:5)]_FA18:3,0,6.504555343971511,0,1,1,TAG,290894.9010620117,330728.44592285156,320106.48333740234,331449.68493652344,290894.9010620117,330728.44592285156,320106.48333740234,331449.68493652344,37640.34274291992
[TG(59:12)|TG(58:5)]_FA20:4,0,6.657140194778495,0,1,1,TAG,321391.6649169922,323358.2626953125,378123.9110107422,379388.62701416016,321391.6649169922,323358.2626953125,378123.9110107422,379388.62701416016,51291.50341796875
[TG(59:12)|TG(58:5)]_FA22:5,0,7.789793565381852,0,1,1,TAG,677678.0306396484,609876.4065551758,1013296.3248291016,785993.3737792969,677678.0306396484,609876.4065551758,1013296.3248291016,785993.3737792969,97316.64739990234
[TG(59:12)|TG(58:5)]_FA22:6,0,6.377621229114652,0,1,1,TAG,262462.69888305664,268022.641998291,316184.24029541016,285847.6191101074,262462.69888305664,268022.641998291,316184.24029541016,285847.6191101074,61942.564025878906
[TG(59:13)|TG(58:6)]_FA14:0,0,3.897310423647165,0,1,1,TAG,48966.803802490234,44972.522857666016,48752.083557128906,46796.50344848633,48966.803802490234,44972.522857666016,48752.083557128906,46796.50344848633,22651.981689453125
[TG(59:13)|TG(58:6)]_FA16:0,0,4.62724642961244,0,1,1,TAG,79538.2055053711,77889.78482055664,81692.68566894531,88149.44610595703,79538.2055053711,77889.78482055664,81692.68566894531,88149.44610595703,26473.56185913086
[TG(59:13)|TG(58:6)]_FA16:1,0,4.418597402690068,0,1,1,TAG,75463.96594238281,65615.88491821289,69685.545166015625,71031.06523132324,75463.96594238281,65615.88491821289,69685.545166015625,71031.06523132324,24047.561645507812
[TG(59:13)|TG(58:6)]_FA18:0,0,7.580835911741742,0,1,1,TAG,467883.4514160156,720712.17822265625,942656.453125,534045.03564453125,467883.4514160156,720712.17822265625,942656.453125,534045.03564453125,95682.386962890625
[TG(59:13)|TG(58:6)]_FA18:1,0,7.046353550415898,0,1,1,TAG,494416.85119628906,345121.5437011719,601669.8518066406,423247.0902709961,494416.85119628906,345121.5437011719,601669.8518066406,423247.0902709961,39422.4228515625
[TG(59:13)|TG(58:6)]_FA18:2,0,6.6258478318844904,0,1,1,TAG,379400.39025878906,243592.04010009769,430894.13317871094,332342.68591308594,379400.39025878906,243592.04010009769,430894.13317871094,332342.68591308594,34909.642333984375
[TG(59:13)|TG(58:6)]_FA18:3,0,5.785195461402365,0,1,1,TAG,171521.33270263672,162801.9510498047,218425.5953979492,199434.29345703125,171521.33270263672,162801.9510498047,218425.5953979492,199434.29345703125,39568.08279418945
[TG(59:13)|TG(58:6)]_FA20:4,0,8.109004079145294,0,1,1,TAG,800789.7810058594,1098749.4518432615,1132109.5127563477,916387.2291259766,800789.7810058594,1098749.4518432615,1132109.5127563477,916387.2291259766,51030.26315307617
[TG(59:13)|TG(58:6)]_FA22:5,0,8.387427235684502,0,1,1,TAG,1289385.453918457,748036.9141845703,1472752.1646728516,1234491.275390625,1289385.453918457,748036.9141845703,1472752.1646728516,1234491.275390625,77172.36541748047
[TG(59:13)|TG(58:6)]_FA22:6,0,7.975562049302928,0,1,1,TAG,830055.3791503906,708098.6325683594,1128160.2188720703,850956.2220458984,830055.3791503906,708098.6325683594,1128160.2188720703,850956.2220458984,105849.52697753906
[TG(59:9)|TG(58:2)]_FA14:0,0,3.812444696509784,0,1,1,TAG,40005.422760009766,43530.843017578125,46129.68283081055,47399.46310424805,40005.422760009766,43530.843017578125,46129.68283081055,47399.46310424805,22791.30157470703
[TG(59:9)|TG(58:2)]_FA16:0,0,4.484745966313488,0,1,1,TAG,64658.664489746094,81131.705078125,74752.12448120117,70209.66400146484,64658.664489746094,81131.705078125,74752.12448120117,70209.66400146484,29333.76203918457
[TG(59:9)|TG(58:2)]_FA16:1,0,4.728950207396373,0,1,1,TAG,82942.6058959961,94080.66705322266,71661.12530517578,105301.8677368164,82942.6058959961,94080.66705322266,71661.12530517578,105301.8677368164,26459.201934814453
[TG(59:9)|TG(58:2)]_FA18:0,0,6.0339081946991655,0,1,1,TAG,209117.63598632812,238108.7164306641,224188.55606079104,240018.15435791016,209117.63598632812,238108.7164306641,224188.55606079104,240018.15435791016,33522.38247680664
[TG(59:9)|TG(58:2)]_FA18:1,0,5.755659354310539,0,1,1,TAG,152540.74926757812,194715.33416748047,175447.99169921875,216913.25604248047,152540.74926757812,194715.33416748047,175447.99169921875,216913.25604248047,37992.70236206055
[TG(59:9)|TG(58:2)]_FA18:2,0,9.130975462643397,0,1,1,TAG,1702745.031616211,1723818.4516601562,2508030.1817626953,1989371.705444336,1702745.031616211,1723818.4516601562,2508030.1817626953,1989371.705444336,164365.67236328125
[TG(59:9)|TG(58:2)]_FA18:3,0,6.385268141403184,0,1,1,TAG,245195.4346923828,256913.1623535156,354954.26654052734,295222.95935058594,245195.4346923828,256913.1623535156,354954.26654052734,295222.95935058594,49770.7633972168
[TG(59:9)|TG(58:2)]_FA20:4,0,7.356402923495607,0,1,1,TAG,610658.7266845703,576102.2557373047,498598.2928466797,490440.7922363281,610658.7266845703,576102.2557373047,498598.2928466797,490440.7922363281,172834.35400390625
[TG(59:9)|TG(58:2)]_FA22:5,0,5.61749489028445,0,1,1,TAG,154506.21151733398,164005.111328125,186588.6717529297,159749.25146484375,154506.21151733398,164005.111328125,186588.6717529297,159749.25146484375,40094.48281860352
[TG(59:9)|TG(58:2)]_FA22:6,0,6.055482966837012,0,1,1,TAG,208601.89413452148,232439.93621826172,254914.65881347656,212472.09399414065,208601.89413452148,232439.93621826172,254914.65881347656,212472.09399414065,47992.16329956055
[TG(60:10)|TG(59:3)]_FA14:0,0,3.648918619859314,0,1,1,TAG,36551.362228393555,37498.66293334961,34634.70248413086,40244.26306152344,36551.362228393555,37498.66293334961,34634.70248413086,40244.26306152344,28249.182067871097
[TG(60:10)|TG(59:3)]_FA16:0,0,4.11650622053814,0,1,1,TAG,55839.40396118164,55214.2236328125,56388.40377807617,54172.08428955078,55839.40396118164,55214.2236328125,56388.40377807617,54172.08428955078,25585.501983642574
[TG(60:10)|TG(59:3)]_FA16:1,0,4.296655233149179,0,1,1,TAG,61552.524658203125,67054.92483520508,62843.664306640625,65464.30465698242,61552.524658203125,67054.92483520508,62843.664306640625,65464.30465698242,24130.681640625
[TG(60:10)|TG(59:3)]_FA18:0,0,4.9331005690248615,0,1,1,TAG,104144.90802001952,91050.46528625488,118068.40899658205,99208.58651733398,104144.90802001952,91050.46528625488,118068.40899658205,99208.58651733398,25587.9619140625
[TG(60:10)|TG(59:3)]_FA18:1,0,4.681717514897943,0,1,1,TAG,83398.26602172852,82876.4467163086,92662.6849975586,82594.56619262695,83398.26602172852,82876.4467163086,92662.6849975586,82594.56619262695,26076.081832885742
[TG(60:10)|TG(59:3)]_FA18:2,0,5.5122285277713114,0,1,1,TAG,151954.1909790039,141275.06896972656,147749.72973632812,170852.0916748047,151954.1909790039,141275.06896972656,147749.72973632812,170852.0916748047,42380.82293701172
[TG(60:10)|TG(59:3)]_FA18:3,0,6.015116683142117,0,1,1,TAG,205538.77478027344,197750.91723632812,206766.81372070312,266304.96057128906,205538.77478027344,197750.91723632812,206766.81372070312,266304.96057128906,51920.20379638672
[TG(60:10)|TG(59:3)]_FA20:4,0,7.373634431680293,0,1,1,TAG,414652.4259033203,624289.6677246094,716538.0921630859,405613.826171875,414652.4259033203,624289.6677246094,716538.0921630859,405613.826171875,210904.8147583008
[TG(60:10)|TG(59:3)]_FA22:5,0,6.871247453241589,0,1,1,TAG,435777.94940185547,293841.3015136719,513631.673828125,384555.8497619629,435777.94940185547,293841.3015136719,513631.673828125,384555.8497619629,54932.18392944336
[TG(60:10)|TG(59:3)]_FA22:6,0,7.940912932434159,0,1,1,TAG,981855.8297729492,620405.6624755859,1130811.6842651367,769826.0321655273,981855.8297729492,620405.6624755859,1130811.6842651367,769826.0321655273,40546.14306640625
[TG(60:11)|TG(59:4)]_FA14:0,0,3.798410536883538,0,1,1,TAG,39799.46267700195,41530.46276855469,37784.24252319336,37398.20227050781,39799.46267700195,41530.46276855469,37784.24252319336,37398.20227050781,38831.22213745117
[TG(60:11)|TG(59:4)]_FA16:0,0,4.48984252803233,0,1,1,TAG,67462.68475341797,64597.04412841797,67167.08459472656,68004.805419921875,67462.68475341797,64597.04412841797,67167.08459472656,68004.805419921875,50068.00354003906
[TG(60:11)|TG(59:4)]_FA16:1,0,4.348734465755874,0,1,1,TAG,65083.74435424805,65170.44400024414,63690.68493652344,69348.045166015625,65083.74435424805,65170.44400024414,63690.68493652344,69348.045166015625,27513.841827392574
[TG(60:11)|TG(59:4)]_FA18:0,0,4.11477240542459,0,1,1,TAG,50022.24346923828,53074.00308227539,54847.20407104492,56868.684326171875,50022.24346923828,53074.00308227539,54847.20407104492,56868.684326171875,31145.94207763672
[TG(60:11)|TG(59:4)]_FA18:1,0,5.020395260678361,0,1,1,TAG,112461.18685913086,96912.50704956056,126874.24884033205,102389.06735229492,112461.18685913086,96912.50704956056,126874.24884033205,102389.06735229492,26802.2020111084
[TG(60:11)|TG(59:4)]_FA18:2,0,4.8285137665167435,0,1,1,TAG,98296.30712890624,85807.96719360352,97204.84588623048,94769.12664794922,98296.30712890624,85807.96719360352,97204.84588623048,94769.12664794922,30429.162078857426
[TG(60:11)|TG(59:4)]_FA18:3,0,5.655186031806722,0,1,1,TAG,161062.5526123047,160868.05212402344,167315.37200927734,188947.8537597656,161062.5526123047,160868.05212402344,167315.37200927734,188947.8537597656,44693.14318847656
[TG(60:11)|TG(59:4)]_FA20:4,0,6.60580921307604,0,1,1,TAG,279736.14111328125,246907.05596923828,449248.5112304687,373242.54846191406,279736.14111328125,246907.05596923828,449248.5112304687,373242.54846191406,50261.60354614258
[TG(60:11)|TG(59:4)]_FA22:5,0,7.835032807445166,0,1,1,TAG,1107259.5296936035,603452.178527832,763440.79345703125,733349.1309509277,1107259.5296936035,603452.178527832,763440.79345703125,733349.1309509277,80920.16526794434
[TG(60:11)|TG(59:4)]_FA22:6,0,6.987238648443611,0,1,1,TAG,507333.93994140625,320993.56787109375,549812.0900878906,392207.4076843262,507333.93994140625,320993.56787109375,549812.0900878906,392207.4076843262,54179.08381652832
[TG(60:12)|TG(59:5)]_FA14:0,0,3.7876666542089827,0,1,1,TAG,42058.34326171875,45308.60333251953,44561.1833190918,44119.982986450195,42058.34326171875,45308.60333251953,44561.1833190918,44119.982986450195,20767.30142211914
[TG(60:12)|TG(59:5)]_FA16:0,0,4.260289793026212,0,1,1,TAG,67323.34463500977,56851.10433959961,65055.48501586914,62721.04423522949,67323.34463500977,56851.10433959961,65055.48501586914,62721.04423522949,21945.841735839844
[TG(60:12)|TG(59:5)]_FA16:1,0,4.706094816926581,0,1,1,TAG,78193.0855102539,81993.04595947266,77408.86584472656,79913.08508300781,78193.0855102539,81993.04595947266,77408.86584472656,79913.08508300781,52322.86413574219
[TG(60:12)|TG(59:5)]_FA18:0,0,4.15259930043405,0,1,1,TAG,59157.903747558594,53458.12344360352,54991.563720703125,58124.343505859375,59157.903747558594,53458.12344360352,54991.563720703125,58124.343505859375,27423.881896972656
[TG(60:12)|TG(59:5)]_FA18:1,0,4.312488539404279,0,1,1,TAG,60324.5037689209,60484.0842590332,65065.404541015625,62379.323669433594,60324.5037689209,60484.0842590332,65065.404541015625,62379.323669433594,34056.5625
[TG(60:12)|TG(59:5)]_FA18:2,0,5.132109204311959,0,1,1,TAG,126325.64764404295,99660.34771728516,134421.53121948242,108257.58660888672,126325.64764404295,99660.34771728516,134421.53121948242,108257.58660888672,33347.662338256836
[TG(60:12)|TG(59:5)]_FA18:3,0,5.011390218976809,0,1,1,TAG,108076.78729248048,96644.1877746582,112583.1880493164,110271.82763671876,108076.78729248048,96644.1877746582,112583.1880493164,110271.82763671876,33929.242279052734
[TG(60:12)|TG(59:5)]_FA20:4,0,6.046555454768821,0,1,1,TAG,212079.67614746097,207603.87548828125,233459.1779785156,223918.0568847656,212079.67614746097,207603.87548828125,233459.1779785156,223918.0568847656,69197.26501464844
[TG(60:12)|TG(59:5)]_FA22:5,0,10.217239715587018,0,1,1,TAG,8499147.678527832,3762179.3104248047,1417251.1182861328,3518435.3747558594,8499147.678527832,3762179.3104248047,1417251.1182861328,3518435.3747558594,42750.20278930664
[TG(60:12)|TG(59:5)]_FA22:6,0,8.094534427352999,0,1,1,TAG,1447191.790588379,740073.8527832031,848090.4425354004,819580.2326660156,1447191.790588379,740073.8527832031,848090.4425354004,819580.2326660156,84368.56564331055
[TG(60:13)|TG(59:6)]_FA14:0,0,3.6650167264489375,0,1,1,TAG,40088.30288696289,42019.3828125,38680.12326049805,41971.382720947266,40088.30288696289,42019.3828125,38680.12326049805,41971.382720947266,18183.681213378903
[TG(60:13)|TG(59:6)]_FA16:0,0,4.531823141414022,0,1,1,TAG,74102.50514221191,74233.44522094727,72613.44509887695,80788.14630126953,74102.50514221191,74233.44522094727,72613.44509887695,80788.14630126953,28810.942001342773
[TG(60:13)|TG(59:6)]_FA16:1,0,5.429578989915579,0,1,1,TAG,160994.9111328125,149156.1700439453,136437.2103881836,131554.32833862305,160994.9111328125,149156.1700439453,136437.2103881836,131554.32833862305,40244.90254211426
[TG(60:13)|TG(59:6)]_FA18:0,0,6.1653093149238645,0,1,1,TAG,232101.09106445312,249315.59747314453,278602.86114501953,231382.17401123047,232101.09106445312,249315.59747314453,278602.86114501953,231382.17401123047,42098.24267578125
[TG(60:13)|TG(59:6)]_FA18:1,0,4.24127040008939,0,1,1,TAG,61024.04473876953,59197.10430908203,57677.804595947266,62682.48443603515,61024.04473876953,59197.10430908203,57677.804595947266,62682.48443603515,28790.36233520508
[TG(60:13)|TG(59:6)]_FA18:2,0,4.458537547886,0,1,1,TAG,67963.18490600586,62650.18424987793,73895.50546264648,72248.58575439453,67963.18490600586,62650.18424987793,73895.50546264648,72248.58575439453,35740.282470703125
[TG(60:13)|TG(59:6)]_FA18:3,0,5.327417692851383,0,1,1,TAG,138792.63024902344,117991.6877746582,161381.53045654297,121507.76998901369,138792.63024902344,117991.6877746582,161381.53045654297,121507.76998901369,35646.26257324219
[TG(60:13)|TG(59:6)]_FA20:4,0,5.2002335378354205,0,1,1,TAG,116669.84802246094,122450.9682006836,119124.08819580078,123097.12890625,116669.84802246094,122450.9682006836,119124.08819580078,123097.12890625,44397.54302978515
[TG(60:13)|TG(59:6)]_FA22:5,0,6.377461140834081,0,1,1,TAG,271568.6645812988,279331.78161621094,273533.9012451172,318814.06213378906,271568.6645812988,279331.78161621094,273533.9012451172,318814.06213378906,53200.703857421875
[TG(60:13)|TG(59:6)]_FA22:6,0,10.415526082232528,0,1,1,TAG,10119959.764160156,4239623.92590332,1584279.1650390625,3783968.7817382817,10119959.764160156,4239623.92590332,1584279.1650390625,3783968.7817382817,48173.06344604492
[TG(60:14)|TG(59:7)|TG(58:0)]_FA14:0,0,3.745042659738621,0,1,1,TAG,41192.663177490234,41482.6828918457,44836.2629699707,44486.06311035156,41192.663177490234,41482.6828918457,44836.2629699707,44486.06311035156,19133.141387939453
[TG(60:14)|TG(59:7)|TG(58:0)]_FA16:0,0,4.96432001880437,0,1,1,TAG,94833.1456298828,103323.92636108398,90925.88623046876,125902.66912841795,94833.1456298828,103323.92636108398,90925.88623046876,125902.66912841795,32342.202423095703
[TG(60:14)|TG(59:7)|TG(58:0)]_FA16:1,0,7.59442049700766,0,1,1,TAG,734776.1111450195,719123.9743041992,558644.1041870117,570658.7619018555,734776.1111450195,719123.9743041992,558644.1041870117,570658.7619018555,190628.73162841797
[TG(60:14)|TG(59:7)|TG(58:0)]_FA18:0,0,8.923373503400263,0,1,1,TAG,1623938.194946289,1729771.7661132812,1880219.98046875,1615631.4927978516,1623938.194946289,1729771.7661132812,1880219.98046875,1615631.4927978516,163004.0919189453
[TG(60:14)|TG(59:7)|TG(58:0)]_FA18:1,0,5.910994570722689,0,1,1,TAG,198810.91561889648,204511.6572265625,229242.05450439453,194773.3532714844,198810.91561889648,204511.6572265625,229242.05450439453,194773.3532714844,38458.842834472656
[TG(60:14)|TG(59:7)|TG(58:0)]_FA18:2,0,4.348353935543325,0,1,1,TAG,66457.504638671875,62341.52438354492,65916.06460571289,67307.4641418457,66457.504638671875,62341.52438354492,65916.06460571289,67307.4641418457,28425.44207763672
[TG(60:14)|TG(59:7)|TG(58:0)]_FA18:3,0,4.602717887648022,0,1,1,TAG,73295.665283203125,73877.78567504883,79370.68566894531,77665.44622802734,73295.665283203125,73877.78567504883,79370.68566894531,77665.44622802734,41096.08248901367
[TG(60:14)|TG(59:7)|TG(58:0)]_FA20:4,0,5.495616321614893,0,1,1,TAG,145025.18969726562,143642.86920166016,131968.22998046875,178091.25079345703,145025.18969726562,143642.86920166016,131968.22998046875,178091.25079345703,47400.38345336914
[TG(60:14)|TG(59:7)|TG(58:0)]_FA22:5,0,6.357983026023941,0,1,1,TAG,233761.3155822754,257477.0603027344,302848.4216308594,327555.1838378906,233761.3155822754,257477.0603027344,302848.4216308594,327555.1838378906,57132.844329833984
[TG(60:14)|TG(59:7)|TG(58:0)]_FA22:6,0,6.780810577537361,0,1,1,TAG,393832.5749511719,367846.2463989258,385392.38513183594,365753.9431152344,393832.5749511719,367846.2463989258,385392.38513183594,365753.9431152344,69407.06466674805
[TG(60:15)|TG(59:8)|TG(58:1)]_FA14:0,0,3.6501501995810313,0,1,1,TAG,36574.58279418945,37033.38275146485,41444.582946777344,44706.36291503906,36574.58279418945,37033.38275146485,41444.582946777344,44706.36291503906,18970.721435546875
[TG(60:15)|TG(59:8)|TG(58:1)]_FA16:0,0,4.559126274931593,0,1,1,TAG,77571.8051147461,77675.4458618164,68471.344970703125,90781.0479736328,77571.8051147461,77675.4458618164,68471.344970703125,90781.0479736328,23419.701736450195
[TG(60:15)|TG(59:8)|TG(58:1)]_FA16:1,0,5.208629814689891,0,1,1,TAG,120070.6489868164,130776.21020507812,94717.2074584961,152971.53198242188,120070.6489868164,130776.21020507812,94717.2074584961,152971.53198242188,32652.222259521484
[TG(60:15)|TG(59:8)|TG(58:1)]_FA18:0,0,5.607089845260859,0,1,1,TAG,139087.69061279297,168435.05157470703,150287.7520751953,204806.9532470703,139087.69061279297,168435.05157470703,150287.7520751953,204806.9532470703,38047.5426940918
