lipid,logFC,logCPM,LR,PValue,FDR,type,FAD185_M1_Male_5xFAD_cortex,FAD185_M1_Male_5xFAD_hippocampus,FAD185_M3_Male_5xFAD_cortex,FAD185_M3_Male_5xFAD_hippocampus,FAD189_M1_Male_5xFAD_cortex,FAD189_M1_Male_5xFAD_hippocampus,FAD189_M2_Male_5xFAD_cortex,FAD189_M2_Male_5xFAD_hippocampus,FAD185_M4_Male_WT_cortex,FAD185_M4_Male_WT_hippocampus,FAD189_M3_Male_WT_cortex,FAD189_M3_Male_WT_hippocampus,Blank_Blank_Blank_Blank_Blank
DG(37:4)_C18:1,-3.4281605595290254,2.200046793057558,78.86559475694348,6.648255879515248e-19,1.791583928875249e-16,DAG,2892.220203399658,5060.680309295654,2895.520221710205,2898.2801780700684,2895.200206756592,2890.7401962280273,2972.040214538574,2894.920223236084,38224.66283416748,37807.78257751465,13228.380893707275,4800.820365905762,40262.782485961914
PE(44:1),-3.4265817446864295,6.795030255070944,78.84299582481617,6.724744180951825e-19,1.791583928875249e-16,PE,131854.8496170044,161322.22917175293,119501.5877418518,137036.60969161987,114454.84790802002,91430.88668823242,155954.69045639038,118894.1287498474,910853.5883636476,1178938.33146286,504413.15146255493,997330.02759552,64799.244232177734
DG(37:3)_C18:1,-3.252586725159534,2.6435337612184036,71.53612859227292,2.722276565335981e-17,6.6947062918301014e-15,DAG,13280.180881500244,6818.940452575684,2895.7602005004883,2897.8402137756348,2895.2201957702637,2891.4002113342285,2897.7801933288574,2893.7402114868164,55650.54409790039,51070.223709106445,10692.740699768066,2887.9602088928223,57847.164306640625
LPE(20:1),4.142594684050382,3.051930734803395,69.6882195847513,6.945971248028882e-17,1.5861621485677384e-14,PE,132247.60803985596,86616.38613510132,37634.5627822876,171943.6100578308,30525.00203704834,7805.120422363281,4573.460258483887,3642.240261077881,2575.700180053711,2318.440174102783,2460.460163116455,2107.7801399230957,2031.0601501464844
[TG(52:5)]_FA18:0,-3.2013021138064848,6.608640317315618,69.46678577409693,7.771220524148125e-17,1.6563061343801037e-14,TAG,112788.58709716795,128432.0085144043,196109.6951904297,104457.52661132812,221577.05377197263,81759.24615478516,127342.189453125,104581.62664794922,894519.5750732422,1036941.0848999023,352849.72650146484,842065.9384765625,26629.72183227539
DG(34:0)_C16:0,3.870090730915551,4.143791979484155,62.822954020851284,2.2614782105054245e-15,4.5187161493661513e-13,DAG,239704.4772644043,307239.58154296875,161903.45015716553,262933.4620628357,4456.900276184082,6343.620452880859,5498.960433959961,4784.240379333496,4948.480373382568,9148.260459899902,6829.180461883545,2629.2001762390137,3417.0002250671387
LPC(24:1),-3.0237455576481005,8.975999245499159,62.37878044925639,2.833599795888926e-15,5.328834439680528e-13,PC,864104.75439453125,947463.6771240234,719430.9533691406,703872.4908447266,650588.9255371094,598382.2253417969,795828.7060546875,706272.10205078125,3981253.432617187,4545923.9130859375,2812758.185546875,4707881.474853516,98224.22705078124
LPC(24:0),-3.0138958187132547,8.980429864338609,61.9937890785791,3.4454230564684824e-15,6.119454173072077e-13,PC,874238.49658203125,962746.7464599608,714250.7322998047,714065.1926269531,646901.8220214844,600970.9619140625,801756.3564453125,718077.5908203125,3962921.3837890625,4565285.9443359375,2845112.828125,4701352.3974609375,98562.5264892578
[TG(52:6)]_FA18:1,-2.986396310678153,6.55313225300183,60.922929449399824,5.935349605493756e-15,9.9870066782966e-13,TAG,121069.18780517578,131967.18701171875,245038.7148132324,112161.5473022461,242291.73553466797,87690.1060180664,139051.8494873047,96259.62655639648,873183.5701293945,976454.0100097656,355601.88583374023,739445.55419921875,25199.921768188477
DG(37:5)_C18:1,-2.979659735187478,2.576415016150582,60.63697194051428,6.8632794300937544e-15,1.0970952169004867e-12,DAG,2891.3601989746094,6905.040473937988,2894.860202789306,2896.9002227783203,2894.8802070617676,2890.8602142333984,12526.460834503174,6792.460395812988,29488.90195465088,30324.102184295654,17225.401206970215,29078.302101135258,56453.1436920166
PC(22:0),-2.9636580420829137,8.60556001607612,60.044075317626266,9.275679504642828e-15,1.412111779825863e-12,PC,672325.24755859375,742475.70751953125,564488.13671875,560010.240234375,548612.9410400391,475063.4091796875,624878.14599609375,587647.1022949219,3003446.9365234375,3554628.0927734375,2138261.5673828125,3554114.2106933594,98047.44714355467
[TG(52:7)|TG(51:0)]_FA18:2,-2.823931260002101,6.485643870741962,54.74694560459557,1.3709210147972714e-13,1.992197492866762e-11,TAG,116841.22833251952,126505.8480834961,248778.0178527832,110327.00775146484,273637.92028808594,86249.22595214844,149924.77075195312,113300.70819091795,867446.3400878906,865282.1577758789,368765.8861083984,667690.5902099609,31425.24237060547
LPE(20:3),3.534387460811471,2.9357773171725596,54.51781757630465,1.5404479446069972e-13,2.141222643003726e-11,PE,154099.91077041626,118867.42853164671,44359.44305801392,77489.36529541016,28154.30215072632,7855.660625457764,4231.86022567749,2019.980136871338,2821.360221862793,5207.5804443359375,2089.3801498413086,2098.780143737793,2059.740146636963
[TG(52:8)|TG(51:1)]_FA18:3,-2.786604544275678,6.5982192433708535,53.364476248224946,2.7706198633397717e-13,3.690696542957188e-11,TAG,133044.1290283203,144048.47119140625,266848.8624267578,128617.65014648438,287355.30212402344,101294.80725097656,160431.53057861328,123401.98846435548,891833.5827636719,923924.6457519532,401705.5270996094,744321.2060546875,36916.682678222656
FA(30:1),-2.7784884441352555,6.270705777260506,53.06554645090728,3.2260157401015855e-13,4.1254289284419075e-11,FA,129965.14849853516,130488.96948242188,102073.8048248291,98799.78436279295,202487.91818237305,72029.76539611816,200417.0348815918,135318.57009887695,1122954.3367156982,571821.3587188721,389687.6827545166,455565.4866638184,25251.52146911621
PI(35:5)|PI(O-36:5)|PI(P-36:4),-2.7630756024579277,5.843057996485778,52.49964418165109,4.3032629156666104e-13,5.291358285148521e-11,PI,98120.70639038086,109441.62689208984,111296.08819580078,90236.58599853516,88087.32638549805,74545.58480834961,120402.6078491211,80061.4253540039,437375.2327270508,553821.1786499023,259233.63604736328,446469.6868896485,43434.64291381836
DG(38:8)|DG(dO-40:8)|DG(37:1)_C18:1,3.429863977412208,5.685586735023769,51.99917527584512,5.552395069416435e-13,6.57444705071272e-11,DAG,148418.06885528564,69014.60486602783,159432.28983306885,122716.78902053832,48129.08336639404,126053.36786651611,2938.3401985168457,2979.200206756592,2883.700210571289,2882.060218811035,15485.861095428469,2899.320209503174,842503.0589599609
LPE(20:0),3.3112168074939534,2.1516130066990344,49.1348189664884,2.3896060389155222e-12,2.728418038004616e-10,PE,71327.20523071289,62723.90397262573,28689.922233581543,54680.84397888184,20198.2014503479,4801.900329589844,3630.240203857422,2571.800178527832,2056.3401489257812,2132.3601455688477,2132.100143432617,2257.8401527404785,2168.8401489257812
PC(22:1),-2.626512343285111,7.819878198627218,47.596852575064986,5.23524682011602e-12,5.771408304796867e-10,PC,438398.8709716797,491123.11560058594,382454.0256347656,397054.2487792969,383037.4649658203,361428.70471191406,434667.2119140625,404476.8093261719,1629733.6245117188,1916914.8725585935,1212431.7705078125,1944850.131958008,94402.546142578125
DG(37:4)_C16:1,3.216861204045295,8.787751925159737,46.93703643974914,7.33042618172555e-12,7.811790834325528e-10,DAG,8200150.804519653,1954716.955535889,5743482.041870117,734521.1391487122,103009.04527282716,3176351.913017273,4309899.743774414,1948034.9388694763,760026.1086730957,133211.84944915771,162884.57500076294,36455.42232513428,43886.563247680664
[TG(46:6)]_FA22:6,-2.4633757960006317,7.6356712409565874,42.00075571787238,9.123815030474095e-11,9.409302145943769e-9,TAG,420024.0667114258,391530.60232543945,319237.50506591797,327047.94244384766,565777.4880065918,390501.046875,522936.0169067383,310354.959564209,743140.8942565918,854610.526550293,329713.4479980469,3487472.8237304688,48950.823181152344
LPC(12:0),-2.4580631515184064,6.003286201366225,41.82287625518438,9.992740718827766e-11,9.983372524403865e-9,PC,128387.22900390624,154140.75244140625,113818.24768066406,121968.24963378906,110524.7274169922,120525.78924560548,122477.32891845705,122555.30725097656,430605.8671875,490687.3289794922,307463.7596435547,574231.9425048828,53912.94366455078
[TG(51:4)]_FA16:0,-2.403567006604172,5.912018399937237,40.02295447809681,2.5099593909738664e-10,2.360100050865721e-8,TAG,121425.30828857422,107664.56826782228,169740.51239013672,103271.36825561523,187372.45220947263,103905.76654052734,140507.44952392578,81494.88568115234,477078.5906982422,559708.716796875,201313.31170654297,457797.0746765137,23257.22166442871
[TG(61:12)|TG(60:5)]_FA22:6,2.9176639285932615,10.45225266986201,40.027588351359256,2.5040122268934816e-10,2.360100050865721e-8,TAG,9870692.794921877,19410951.021484375,5181720.438232422,13619564.489135742,11158015.578308104,5246253.037353516,6604237.154663086,7045603.99520874,1433235.3274230957,579936.9184265137,1254910.9294433594,640968.4714355469,153794.44931030273
[TG(51:5)]_FA16:1,-2.3991697555690186,6.005242989655918,39.879257675854205,2.70156956646473e-10,2.467690829710783e-8,TAG,129588.1294555664,111850.78784179688,172984.63201904297,112924.3077392578,204438.57611083984,98638.42639160156,158557.63146972656,96466.1260986328,495065.7102661133,548906.5149536133,225185.23754882812,540491.7579345703,26470.341918945312
DG(40:10)|DG(39:3)_C18:0,2.9036744947857396,4.314524112396652,39.706154832955235,2.9519375391071213e-10,2.6214845312570742e-8,DAG,162299.21299362183,20237.28147506714,14495.061027526855,14984.681056976318,16362.201206207275,11934.500816345217,1000045.3145713806,15891.101108551024,14801.721046447754,10928.540809631348,11472.880821228027,14421.540939331057,3224.120246887207
[TG(46:5)]_FA22:5,-2.3837677333467124,7.496515498278895,39.3780115170357,3.492072353052667e-10,3.0173392737052364e-8,TAG,392258.10443115234,331557.5242919922,302665.09765625,312750.70404052734,578733.84375,371034.56719970703,484456.9119873047,303534.88412475586,677290.0884399414,769967.9580688477,291704.1178588867,3102810.694213867,48261.743408203125
[TG(61:11)|TG(60:4)]_FA22:5,2.8745220539698804,10.255185431401884,39.05487251197497,4.1205943059457687e-10,3.466721051607533e-8,TAG,8521712.768066406,16195405.749633787,4608218.761413574,11820811.877563477,10325682.837280272,4717405.499389648,5724398.009887695,6291816.236877441,1296124.043701172,549390.8406982422,1053492.7370605469,584445.1047363281,137564.6700744629
PC(O-12:1),-2.3136037737589596,6.045202825607048,37.126719002073514,1.1069649036221689e-9,9.074273838154036e-8,PC,152450.47143554688,160738.1498413086,123497.00842285156,127725.82946777344,131038.56860351562,134071.16870117188,138423.6300048828,136643.73120117188,424195.52893066406,491075.23291015625,301585.82568359375,583332.4037475586,56245.024169921875
FA(15:2),-2.311309913962719,9.202969654764157,37.05475045034079,1.148584143671732e-9,9.180058768296317e-8,FA,614367.0704345703,1107670.302307129,540575.9846801758,283705.3001098633,5888600.057434082,619800.9603881836,668153.7669067383,1360440.8477172852,11238575.052124023,759387.8843994141,474631.75939941406,6262148.153198242,63076.88415527344
[TG(51:5)]_FA14:0,-2.2423174362489044,5.155449334496213,34.89895470427223,3.472672547218902e-9,2.7078375935265436e-7,TAG,79282.78503417969,80668.0258178711,72975.38522338867,68916.44454956055,74370.385498046875,71441.78448486328,93441.64556884766,76613.56524658203,230541.2951660156,296817.4184265137,141499.5891418457,275805.84033203125,34294.842529296875
PG(16:0)|LPG(17:0)|LPG(O-18:0),-2.2313755109758167,4.921659342509606,34.56222974904948,4.12839584175167e-9,3.142495596685736e-7,PG,18692.180980682373,2188.340156555176,4005.600296020508,57335.52450942993,4044.0602111816406,8105.900585174561,161909.91320037842,244495.80291748047,235136.2182159424,294873.7395019531,137343.24815750122,135519.05062103271,39920.40306472778
PE(44:2),-2.1396854691680116,5.626465029507684,31.800869416951176,1.7081626422432613e-8,1.2699990621515597e-6,PE,103306.04679870604,116376.08799743652,109395.32789230348,110556.40856170654,109883.48780441284,90403.36627578735,138539.5896949768,101346.48629760742,318809.564994812,381999.00804138184,229484.3758468628,340023.5043029785,71119.14533233643
DG(36:3)_C18:0,2.4945372936947754,6.24178338692612,30.78396332932971,2.8841149104809697e-8,2.0955716747290136e-6,DAG,931371.2541313173,61625.64437484741,63198.22480773926,55266.52370452881,60623.46455001831,59226.784297943115,3222199.0540618896,57190.60404586792,62208.74425125122,58730.724349975586,64007.36476135254,61369.90422439575,65619.12463378906
DG(38:7)|DG(37:0)_C18:1,2.487270534815697,4.038374799196176,30.62243995297456,3.134474469079587e-8,2.2268699728105425e-6,DAG,54711.20336151123,48325.80347442627,73448.40479278564,55225.60406112671,37042.262561798096,49594.923095703125,19565.161380767822,29848.281978607178,2883.0402069091797,2881.9802017211914,13608.461036682129,4991.180347442627,208052.99420166016
FA(18:2),-2.0906094574727736,6.527069486637382,30.36569233296178,3.5780066972303325e-8,2.486714654575081e-6,FA,73112.46588134766,166355.9129333496,52096.063415527344,70495.78576660156,883728.8199462891,48478.68359375,90337.70544433594,417851.2023925781,2289840.9837646484,144516.6283569336,194293.45635986328,314761.9736328125,92326.447265625
[TG(40:2)]_FA16:1,-2.084061410017603,7.449605624128211,30.176578483758934,3.9444430138800064e-8,2.6830604926328467e-6,TAG,422996.4069824219,484046.9956054687,421313.0487060547,561752.9835205078,432292.8681640625,310873.20068359375,363653.3035888672,355219.1472167969,1213003.7310791016,1724577.0482177734,602039.6982421875,1053503.5642089844,54243.983825683594
FA(27:3),-1.9874898699475507,6.100387761509697,27.44801969820037,1.6137403056653137e-7,1.0748182827525017e-5,FA,333585.9831542969,240786.55769348145,169690.21142578125,149171.7720336914,460751.8884086609,42282.403438568115,14685.761009216309,16723.66119003296,1149188.332824707,437267.2824707031,56356.24535751343,288453.99074172974,45375.023681640625
PC(54:12),-1.980109546907293,5.5736620184514925,27.24420741162794,1.7931153044257718e-7,1.1699162506631005e-5,PC,183952.19215011597,75094.98504257202,122814.02880096436,111464.96816635132,209105.9339065552,99874.62572860718,127627.21043014526,72123.68444442749,464072.79957580566,375138.3253593445,158335.53100585938,282977.19859313965,12016.36081314087
FA(17:2),-1.9364540705090418,6.593682449026701,26.05469639939838,3.3188058076432856e-7,2.1220444334071168e-5,FA,90688.427001953125,126630.50769042967,87412.34582519531,77933.04434204102,1307959.6710205078,55100.82385253906,109228.76818847656,250586.97869873047,2119039.344604492,134537.2113647461,303337.71661376953,366902.2621459961,116827.54858398438
FA(40:6),-1.9179800913391174,8.625543900614055,25.558842295140494,4.2909512683154775e-7,2.6898374911381534e-5,FA,868212.7740859985,1251544.7256774902,725075.2012519836,471881.0527305603,2022528.7970848083,1385945.374507904,627071.0839424133,1048147.0240325928,2014863.304649353,374510.32207107544,126885.0111618042,7366342.501377106,13028.760856628418
[TG(44:5)]_FA20:4,-1.9041043240338158,7.728186561983887,25.1891081100257,5.197490423264089e-7,3.1954570929183256e-5,TAG,576859.1759033203,652446.49951171875,554113.59716796875,685727.0447998047,551474.5849609375,460724.7763671875,484908.3676757813,450967.4340820313,1469297.6317138672,1876486.319946289,832777.5146484375,1240060.9736328125,66933.42498779297
[TG(40:1)]_FA16:0,-1.8982629765315324,7.185827822947603,25.034177420207925,5.632304668974863e-7,3.397448684285403e-5,TAG,380173.0047607422,438381.2722167969,374698.58752441406,476891.1295166016,404638.0217285156,301771.15899658203,327941.2629394531,331133.3029785156,1103162.3287353516,1128376.0830078125,497673.29528808594,1003553.8732910156,53036.68341064453
PE(40:6)|PE(dO-40:0),2.2097075567434206,11.855501225139898,24.989044416486966,5.76570016465145e-7,3.413508041924201e-5,PE,43347592.783691406,5427520.7431640625,31246872.606933594,20809606.98046875,51209255.81933594,24164498.76196289,34694237.58496094,5973649.063964844,8038495.532470703,3012974.922241211,3376109.065185547,1891038.360107422,183418.73315429688
[TG(42:2)]_FA18:1,-1.891485253065534,7.370168312886718,24.855075454714097,6.180610099178615e-7,3.592620088558915e-5,TAG,457628.5540161133,520081.7818603515,441241.81506347656,552866.8704223633,457645.3914794922,348704.6661376953,352480.60412597656,336641.3446044922,1135802.4056396484,1517538.612915039,601347.93896484375,934916.9182128906,53799.88366699219
LPE(20:5),-1.8865945384073788,4.3421271624786595,24.723765066610213,6.616329025772551e-7,3.7772149813205085e-5,PE,94073.26599502563,94027.6256904602,8567.000534057617,14060.420886993408,5621.900367736816,17792.021297454834,7445.420555114746,7087.12052154541,111502.9260482788,172164.61213684082,6370.860202789307,7700.100612640381,176354.4186477661
PE(38:4),2.161458900552889,11.253636602360517,24.046383774440045,9.404271407076605e-7,5.274641348846299e-5,PE,27268403.8125,4527667.164306641,19092853.46899414,15055717.863769531,31245602.11767578,19099217.714111328,19068376.90673828,5359061.441650391,5163527.187744141,2136504.79296875,2087434.925048828,1525883.530517578,85672.04602050781
PC(52:0),-1.8395107946079166,5.409982541841949,23.501116594925406,1.248412925952823e-6,6.88133814529513e-5,PC,175259.97053909302,76829.84506225586,113349.32695007324,106295.56687545776,191861.85662460327,96949.3663711548,120736.48807907104,68221.02470779419,405695.7910842895,309284.8385620117,140352.4119720459,252877.197971344,12010.640815734863
DG(37:6)_C18:1,-1.83011900946654,2.6470850841494027,23.254557783535354,1.419137325548742e-6,7.689800050473438e-5,DAG,2892.960216522217,14690.041076660156,2894.060214996338,2897.4802017211914,4497.800312042236,4075.760318756103,30886.022228240967,30824.282207489017,30243.182174682617,27715.882053375244,27213.061931610107,30236.222106933594,40443.822692871094
[TG(42:3)]_FA18:2,-1.814409298233306,7.443375812277186,22.860771608553478,1.7417048585881225e-6,9.280384054843713e-5,TAG,475007.5123291016,566417.765625,483326.5765991211,602443.9632568359,511456.96337890625,375124.18200683594,387221.9317626953,372910.3701171875,1194427.177734375,1541362.7244873047,645049.9449462891,959551.6593017578,58494.303955078125
PE(38:6),2.077325155642368,10.349759155815507,22.43190365666336,2.1772718761804857e-6,1.141104621008035e-4,PE,15037976.588867188,2121962.5991210938,10983687.037109377,7015494.319824219,17349277.5859375,8513443.8818359375,11787906.68725586,2492332.5083007812,2917959.9802246094,1132049.1162109375,1302656.1987304688,830834.1552734375,125977.90869140624
[TG(42:4)]_FA18:3,-1.7924144899422774,7.670374051220368,22.306187795569713,2.3245635392587433e-6,1.1977923273693868e-4,TAG,577895.8614501953,669462.6004638672,569608.9459228516,704405.0322265625,600376.0814208984,438509.6490478515,468119.1514892578,443960.150390625,1354914.1162109375,1742559.5402832031,796628.0965576172,1176350.843017578,59124.18420410156
LPE(O-20:0),-1.7913825107259065,3.3262448155700626,22.276837351073937,2.3603664880910656e-6,1.1977923273693868e-4,PE,3031.7202224731445,3320.9802436828613,48357.28333282471,3483.100212097168,5333.160308837891,44338.2635307312,24463.581520080566,31073.06190109253,49875.223388671875,56021.62420654297,47018.40327072144,39836.72256088257,56186.56405639648
PI(38:4),2.0670421741979954,10.79399054673403,22.237221519702196,2.4095704968677657e-6,1.203655762263476e-4,PI,18964249.315185547,3576204.261352539,16849076.783203125,10287533.256835938,23123847.909423828,12076061.775390623,14071898.182006836,3190865.0505371094,4279395.711425781,1686231.904663086,1512645.3295898438,999443.51806640625,67657.58447265625
PE(40:4),2.0373896039334025,8.843051855511323,21.678964432889188,3.223063251301445e-6,1.5852512637554953e-4,PE,5156349.554321289,832731.7041015625,3654582.1630859375,2437242.8903808594,6057575.626220703,3033422.9645996094,3967990.270507813,1055858.987548828,954276.1706542968,429551.0479736328,509846.5017089844,304899.2619628906,98494.9072265625
PE(40:5),2.034481634258408,9.142742559969664,21.624506794119952,3.3158791995463294e-6,1.6061917880226689e-4,PE,6389070.266113281,935785.24658203125,4653219.323486328,3156801.7751464844,7480201.199951172,3640430.162841797,5042232.229125977,1015413.0119628906,1262407.2348632812,504153.5369873047,639283.82275390625,339580.38513183594,122497.78845214844
FA(26:0),-1.7611949179353736,5.202235573055125,21.529549109306572,3.484184238370457e-6,1.6625279119507986e-4,FA,51747.82460021973,53544.703704833984,3711.74027633667,3107.3002319335938,352287.5574951172,84462.52673721313,131042.5085029602,154046.1079978943,395453.5965576172,178047.51052856445,166012.73168945312,206144.699798584,44583.703674316406
FA(16:2),-1.7201125228800438,4.766521682160169,20.528017499837006,5.876477306160364e-6,2.7227678185209685e-4,FA,38776.343017578125,38360.98272705078,30418.662078857426,38993.72317504883,268117.97399902344,29083.622177124023,28859.40200805664,40108.28326416016,510933.7736816406,39153.262786865234,45933.542877197266,40325.942779541016,141914.6102294922
PC(56:12),-1.7210759432029041,5.853843167443175,20.55183223235872,5.803821359073791e-6,2.7227678185209685e-4,PC,191732.7126312256,102350.50741577148,206412.7747840881,139628.42881774902,217270.57655334473,122194.148727417,142307.7512512207,205448.2335128784,418952.00929260254,464704.75496673584,195931.7350769043,335385.06174468994,22354.981479644775
FA(30:2),-1.7172346267860858,6.033460288170352,20.459396500538787,6.090977872828306e-6,2.781836608490299e-4,FA,176746.34756469727,177421.55326843262,148971.1926574707,132078.78872680664,290667.26544189453,116093.51132202148,244146.83779907227,212586.79513549805,691313.1042785645,326042.20028686523,205108.6746826172,453310.5002746582,38128.70245361328
[TG(52:6)]_FA18:0,-1.70902239691558,5.571067725350606,20.26216820021,6.7522631804155226e-6,2.998192414970615e-4,TAG,142125.51049804688,108234.06677246094,142883.70971679688,103618.74835205078,154599.72979736328,123565.2885131836,150583.4296875,144971.49005126953,287798.9371948242,342257.70471191406,196535.55377197263,309719.2032470703,37933.282958984375
DG(42:8)|DG(41:1)_C16:0,-1.709525717519673,7.974588183026546,20.27465163062152,6.708348911295011e-6,2.998192414970615e-4,DAG,769451.7321777344,905293.6246948242,751380.5772705078,1084018.8685913086,177036.5108718872,549319.2981567383,684661.5849609375,655800.6666870117,2075583.2059326172,2908333.247680664,1166713.179321289,84020.08592605591,90573.2061767578
FA(21:0),-1.6886928722381174,9.652480031151343,19.778770134042762,8.694303442277834e-6,3.8076285075290734e-4,FA,1641074.6489257812,1212013.2424316406,802351.0339355469,2268534.768432617,6025232.510253906,592918.3212890625,1411071.6573486328,4940413.535644531,9940246.5185546875,1491980.5806884766,3065077.2026367188,7139728.674316406,227035.07763671875
[TG(55:11)|TG(54:4)]_FA16:0,1.929247782089067,10.786487390818767,19.68567053674243,9.12832986876803e-6,3.8911027453935183e-4,TAG,18014893.561035156,3586523.3342285156,17120540.081298828,10351034.572265623,23811293.59033203,11778133.262939451,12255546.647460938,3545794.8024902344,4731802.588012695,1891175.8172607424,1488280.5549316406,1048207.5858154296,59198.843994140625
FA(22:0),-1.6858180110548973,8.96679262257546,19.71077805530513,9.009181411081591e-6,3.8911027453935183e-4,FA,1076329.3959960938,878183.7379150391,579338.4577636719,1430596.1568603516,3189613.0620117188,419155.6071777344,938636.0021972656,3115213.459472656,5561232.562744141,1192756.7354736328,2066467.6014404297,4422781.319702148,158888.591796875
FA(12:4),-1.681781887959917,6.010643255686067,19.614953935066296,9.472490140397241e-6,3.984677760374998e-4,FA,66490.96490478516,79267.50518798828,67963.50476074219,80511.6655883789,280973.8210449219,67933.224609375,83617.70568847656,117173.28894042967,566732.8190917969,159873.23236083984,119605.64819335938,128036.44860839844,629513.70263671875
FA(15:1),-1.6785542864929683,5.799631485143853,19.539122814279835,9.856032248107495e-6,4.092173389246709e-4,FA,71388.40505981445,110073.86679077148,74114.22616577148,48584.88311767578,576357.0057373047,77567.40444946289,81606.06576538086,134695.7108154297,786387.7261962891,75486.12512207031,70957.704345703125,369312.4949951172,191162.11645507812
FA(22:7),-1.6713068832956735,9.164135637523781,19.36940087746916,1.0771928150024213e-5,4.4151095250804373e-4,FA,1097702.2104492188,852737.2673339844,549234.8453369141,1495775.562133789,4970265.036865234,408324.9619140625,889459.32421875,3399809.2611083984,7778849.842285156,978089.03662109375,2031319.7890625,4734731.668823242,193464.1936035156
