lipid,logFC,logCPM,LR,PValue,FDR,type,FAD185_M1_Male_5xFAD_cortex,FAD185_M1_Male_5xFAD_hippocampus,FAD185_M3_Male_5xFAD_cortex,FAD185_M3_Male_5xFAD_hippocampus,FAD189_M1_Male_5xFAD_cortex,FAD189_M1_Male_5xFAD_hippocampus,FAD189_M2_Male_5xFAD_cortex,FAD189_M2_Male_5xFAD_hippocampus,FAD185_M4_Male_WT_cortex,FAD185_M4_Male_WT_hippocampus,FAD189_M3_Male_WT_cortex,FAD189_M3_Male_WT_hippocampus,Blank_Blank_Blank_Blank_Blank
[TG(50:3)]_FA18:3,-0.15087465775942205,10.686523260239376,0.14783774704924113,0.7006103078304798,0.9964688719442724,TAG,8827708.6337890625,6481041.626953125,18424287.537109375,4174278.267578125,11754769.10546875,5137881.17578125,4025912.126953125,6385609.2890625,17302587.177734375,1995291.42578125,6913410.013671875,2130886.6171875,725287.60546875
[TG(50:4)]_FA14:0,0.03494955555445075,7.311832828435785,0.00782306381734088,0.9295205443680613,0.9964688719442724,TAG,422480.64489746094,200198.03173828125,2279337.0709228516,269324.07946777344,3075846.830810547,270387.8775024414,362172.8475952149,225765.25634765625,1730191.6923828125,203014.4532775879,420599.8497314453,172545.97302246094,42804.84313964844
[TG(50:4)]_FA18:0,-0.14363567684889159,4.612574758301441,0.13391595462235273,0.7144059009301992,0.9964688719442724,TAG,96083.16748046876,80335.465087890625,170880.17303466797,83361.7262878418,160126.51190185547,80038.14535522461,177305.93389892578,96658.1671447754,132305.5078125,60160.96496582031,108558.08666992188,67555.264892578125,24826.781768798828
[TG(50:4)]_FA20:4,-0.12911110375396587,7.928577804014368,0.10809308678290108,0.7423256616137189,0.9964688719442724,TAG,1202067.3413085938,828482.8984375,2257302.3122558594,681796.5480957031,2040103.6977539065,772518.1149902344,788989.05712890625,988571.57666015625,2030219.4504394531,362004.2258300781,1125795.5375976562,437532.5737304687,201225.8740234375
[TG(50:5)]_FA14:0,0.16143056760343721,4.768001976701243,0.1652132853778312,0.6844014302270726,0.9964688719442724,TAG,93382.0258178711,87144.2271118164,227336.7750854492,89208.40594482422,358005.7841796875,89203.24694824219,112328.36651611328,90593.96649169922,175728.91217041016,47029.18310546875,90589.06732177734,53945.243896484375,30640.102111816406
[TG(50:5)]_FA16:0,-0.23182684471649914,4.58761893521092,0.3510279954989528,0.5535317828533094,0.9964688719442724,TAG,105825.18817138672,86492.0064086914,141179.9312133789,96815.42578125,155530.59100341797,93944.1469116211,126676.26861572266,83426.44610595703,124088.2700805664,74465.92510986328,90987.06701660156,72173.00469970703,29862.22232055664
[TG(50:5)]_FA18:1,-0.112888770313111,4.725688871501976,0.08253528232489771,0.7738906277404645,0.9964688719442724,TAG,103027.1470336914,93886.64569091795,197299.81600952148,99042.18618774414,164850.73135375977,91320.7666015625,192446.3924255371,93138.48565673828,143247.77069091797,61866.62506103515,118399.52862548828,73734.38467407227,23007.16162109375
[TG(50:5)]_FA20:4,-0.20496421250574937,7.33613035086736,0.27389136342389975,0.6007332773745903,0.9964688719442724,TAG,486173.23400878906,290061.40173339844,1755799.705078125,353971.0861816406,2448780.376953125,305567.3839111328,419878.1916503906,405279.9676513672,1729226.439819336,147170.97003173828,726735.6751708984,206210.6958618164,152610.17028808594
[TG(50:6)]_FA14:0,-0.05722087120667466,4.54456948577072,0.021117775379934756,0.8844585696632378,0.9964688719442724,TAG,105768.0673828125,88888.72668457031,104350.1475830078,89527.50653076172,113148.68829345705,106209.00756835938,115149.7280883789,136263.6107788086,74235.36569213867,61369.424377441406,99862.52685546876,76342.84490966797,41217.00314331055
[TG(50:6)]_FA16:0,0.011835475281098129,4.981694470064582,8.987307160168712e-4,0.9760839305708764,0.9964688719442724,TAG,156548.85040283203,124377.3285522461,132053.3687133789,127957.12957763672,184967.1115722656,139773.81079101562,167110.67108154297,167407.51263427734,95720.6860961914,92111.22650146484,119913.0479736328,98469.507568359375,51137.48352050781
[TG(50:6)]_FA18:0,-0.11425174081552378,4.6930000833509595,0.08454838324618663,0.7712256654151671,0.9964688719442724,TAG,135466.2481689453,88605.54583740234,114950.4090576172,88337.20623779297,138371.61029052734,120248.2686767578,153426.27087402344,139261.5692138672,78693.14544677734,73657.34521484375,112200.62860107422,96349.30603027344,30451.86215209961
[TG(50:6)]_FA18:2,-0.05854147104098975,4.874405304516194,0.02210632327114581,0.8818046020316717,0.9964688719442724,TAG,110781.46850585938,103869.48648071288,215832.61755371097,105464.7276916504,202026.25286865231,97371.30731201172,211392.8544921875,113790.78860473631,163157.3101196289,66600.3648071289,124449.00946044922,75937.024658203125,27456.741821289062
[TG(50:6)]_FA20:4,0.1185015902808155,6.256004574011497,0.08934152549409191,0.7650159444122276,0.9964688719442724,TAG,216092.9553222656,123381.78894042967,729381.9393920898,204511.41375732425,1129079.8712768557,141136.17126464844,244718.94012451172,165729.97247314453,575491.2247314453,73732.30572509766,261650.25744628903,92359.406982421875,235660.95797729492
[TG(50:6)]_FA22:5,-0.12870948063389598,5.151971693559856,0.10741494225658255,0.743106601649677,0.9964688719442724,TAG,168874.09149169922,124600.94937133788,178327.67456054688,155131.96905517578,203620.29705810547,155830.45086669922,175029.2720336914,144818.39178466797,139812.6498413086,83826.24591064453,124951.96911621094,141772.96936035156,60954.56405639648
[TG(50:7)|TG(49:0)]_FA16:0,0.07828860358844786,7.91648908876093,0.039120760060541215,0.8432096157978256,0.9964688719442724,TAG,1456375.0561523438,828077.86279296875,1020492.3850097656,753679.1608886719,1672806.2451171875,1328217.5732421875,1292689.9650878906,1530281.3239746094,511121.2595214844,635955.3127441406,1068125.6010742188,934684.438232422,129869.74865722656
[TG(50:7)|TG(49:0)]_FA18:1,-0.11310518410610064,4.770967318926373,0.08285327521116415,0.7734673425088218,0.9964688719442724,TAG,141673.74896240234,101777.08660888672,132046.33044433594,95885.70684814452,141619.09014892578,127658.38861083984,159595.87127685547,139156.80877685547,84186.02575683594,74509.44482421875,129610.3101196289,99053.06640625,28335.322021484375
[TG(50:7)|TG(49:0)]_FA18:3,-0.1421616099648937,4.920436171092638,0.13116873953822505,0.7172233143245137,0.9964688719442724,TAG,118455.28894042967,102562.46630859376,209644.1343383789,105769.06707763672,207686.95556640625,105103.48828125,206796.6925048828,111589.5871887207,167574.3311767578,76893.38513183594,133301.4692993164,78175.0855102539,31936.082153320312
[TG(50:7)|TG(49:0)]_FA20:4,-0.14440090765921063,4.509377115073963,0.13535379450331675,0.7129443703362714,0.9964688719442724,TAG,81425.345947265625,65788.14451599121,132634.50848388672,75944.94543457031,173249.8325805664,70073.74453735352,207411.03201293945,70060.00485229492,117432.42849731444,42909.34313964844,146567.3099975586,45907.12289428711,30781.2820892334
[TG(50:7)|TG(49:0)]_FA22:6,-0.059575919075324855,5.1796866816164915,0.022896385000137798,0.8797268312072007,0.9964688719442724,TAG,176494.11306762695,140134.9698486328,187092.57354736328,158003.85223388672,205308.91424560547,169554.85162353516,184911.3139038086,141572.0894165039,136166.5290222168,86986.16604614258,141439.14978027344,127775.08895874023,56658.363861083984
[TG(50:8)|TG(49:1)]_FA14:0,-0.22326204057479376,5.270208116009876,0.32538388471948565,0.568389950408085,0.9964688719442724,TAG,140675.11004638672,129402.94854736328,129708.60949707033,122261.70715332033,193002.9307861328,122712.64770507812,486184.6984863281,143471.4298095703,112112.16784667967,71836.4243774414,351793.54833984375,91199.6469116211,39048.70275878906
[TG(50:8)|TG(49:1)]_FA16:1,0.058526512157633076,7.9719437124961425,0.021897547977459908,0.8823599718890712,0.9964688719442724,TAG,1521800.4067382812,958172.66650390625,1016357.5222167968,838813.70458984375,1707967.9384765625,1193027.2646484375,1406378.1940917969,1586739.9514160156,536315.73828125,617833.517578125,1138276.552734375,1024815.4545898438,130824.41003417967
[TG(50:8)|TG(49:1)]_FA18:0,-0.044987078086012176,6.082047499744805,0.013041634374019395,0.9090792714357901,0.9964688719442724,TAG,294392.50158691406,214161.39404296875,397131.8078613281,219716.05346679688,696458.0041503906,249532.37573242188,317659.62170410156,316305.9637451172,349479.38513183594,138777.5708618164,300961.7994995117,196666.49462890625,62726.964111328125
[TG(50:8)|TG(49:1)]_FA18:2,0.031491988755207916,5.204201441534082,0.006353282427198792,0.9364699099097675,0.9964688719442724,TAG,192383.85357666016,148487.26928710938,166696.6918334961,135343.34991455078,217906.85479736328,173028.65252685547,206279.77404785156,205154.47332763672,101560.86755371094,97868.80676269533,162095.89044189453,124079.26904296876,40756.982666015625
[TG(50:9)|TG(49:2)]_FA14:0,-0.04844841155600512,4.227986285697621,0.015128869647242027,0.9021075175723711,0.9964688719442724,TAG,78080.00622558594,72637.824951171875,92248.22595214844,72266.84521484375,124886.28955078124,72058.96588134766,113637.24743652344,81653.30584716797,85034.9058227539,43970.72286987305,84865.00567626953,47063.58331298828,31564.60223388672
[TG(50:9)|TG(49:2)]_FA16:0,-0.08493164870647105,5.722852593730281,0.04662221444596071,0.8290487206894078,0.9964688719442724,TAG,180311.4346923828,160824.39221191406,415256.3727416992,172576.8719482422,568865.9879760742,145393.42987060547,281046.8181152344,205329.97637939453,425330.3866577149,80158.985107421875,258320.23822021484,83072.22442626953,39292.643005371094
[TG(50:9)|TG(49:2)]_FA18:0,-0.16702518663599453,4.567523042157688,0.1813844791935253,0.670186130908473,0.9964688719442724,TAG,97590.506591796875,76228.44497680664,138301.5301513672,95965.767578125,200909.61456298828,79206.06604003906,115931.94793701172,99201.56671142578,125345.32797241212,60491.184509277344,99729.70764160156,69920.22579956055,27028.62188720703
[TG(50:9)|TG(49:2)]_FA18:1,-0.053746174857294424,6.211304609043618,0.018626835053566992,0.8914417049737381,0.9964688719442724,TAG,346083.1046142578,250156.27697753903,443717.7130126953,241831.85693359375,721626.174987793,272891.259765625,341025.6652832031,335579.46856689453,363787.0093383789,152516.25158691406,351813.6882324219,216677.2344970703,65240.84423828125
[TG(50:9)|TG(49:2)]_FA18:2,-0.20005213372456182,8.890356596077924,0.260831921681528,0.6095491887708178,0.9964688719442724,TAG,2692585.4084472656,1267677.3923339844,1970535.1162109375,1062321.1479492188,2974755.6796875,2563319.1533203125,2876164.1040039062,3012377.5751953125,1028015.470703125,1163027.4404296875,2641097.654785156,2322402.79296875,161758.3310546875
[TG(50:9)|TG(49:2)]_FA18:3,0.07186940829504238,5.4168843311907615,0.03298438737260767,0.8558840571021522,0.9964688719442724,TAG,222218.8754272461,173150.69104003906,186886.1934814453,165706.97045898438,268112.3211669922,188697.3529663086,230942.37628173828,248995.09619140625,116781.44873046876,106205.80694580078,189590.11279296875,140860.08905029297,49898.023986816406
[TG(51:4)]_FA18:3,-0.10697223287800395,8.239387726576807,0.07408163731452078,0.7854840642476963,0.9964688719442724,TAG,1105673.5971679688,868393.9440917969,2899593.2795410156,844817.46337890625,3616781.2028808594,808771.2512207031,916056.9892578124,1127789.197265625,3147090.6154785156,375284.0073242187,1054384.3752441406,417149.7294921875,219951.4962158203
[TG(51:4)]_FA20:4,0.06353666202539632,7.485737216654483,0.025796827641897835,0.8723974996336487,0.9964688719442724,TAG,1115010.1524658203,590658.5577392578,911073.1986083984,495664.51416015625,1258255.6577148438,929604.04931640625,970417.2381591796,1089092.2214355469,601958.0203857422,364329.26806640625,828226.36181640625,657236.9913330078,89153.84588623047
[TG(51:5)]_FA20:4,-0.2149036511390169,6.1519953262677145,0.3013055478422757,0.583065114851317,0.9964688719442724,TAG,286171.0216064453,223121.33471679688,453702.8143310547,225926.87579345703,741304.7079467773,210731.7582397461,267037.01934814453,288662.9375,468495.6384277344,166278.9692993164,303340.27990722656,177138.89123535156,85970.886962890625
[TG(51:5)]_FA22:5,0.08441892672984393,6.192949651788134,0.04546447646134766,0.8311522452044244,0.9964688719442724,TAG,455055.8984375,213185.6939086914,378761.3672485352,271961.8391113281,469722.091796875,393889.0886230469,468446.5669555664,325095.8828125,172331.21087646484,162179.09075927734,277933.78033447266,320008.40643310547,64097.56451416016
[TG(51:6)]_FA14:0,-0.1654772909971924,4.848507725056651,0.17801935645559297,0.673080928642342,0.9964688719442724,TAG,140987.58923339844,122836.66833496094,102677.5867919922,111743.10925292967,113198.28686523438,128002.8074951172,147947.4910888672,142536.76928710938,97865.66729736328,83214.14538574219,113390.0477294922,98085.4676513672,61720.044494628906
[TG(51:6)]_FA18:1,-0.19816125596653503,4.19327365910448,0.25587273640897124,0.6129699257844149,0.9964688719442724,TAG,81688.62582397461,74264.24465942383,122477.02880859376,74911.9457397461,80283.54650878906,69440.26458740234,101397.78759765624,66552.9045715332,75776.70587158203,57961.483642578125,75164.94534301758,56904.283630371094,25405.641845703125
[TG(51:6)]_FA22:5,0.07846221605233818,6.241240385108213,0.03929318548171068,0.8428689596043318,0.9964688719442724,TAG,284531.68197631836,197097.47564697263,312808.6628417969,263337.8783569336,386289.72619628906,307598.0813598633,312779.9797973633,223081.85723876953,183577.43353271484,136422.10900878906,137714.568359375,256133.0569152832,452683.09173583984
[TG(51:6)]_FA22:6,0.1489952416852809,6.372264271674993,0.14088793129303667,0.7073998792980163,0.9964688719442724,TAG,533449.4761962891,283193.4210205078,443111.95275878906,329817.6433105469,489629.45153808594,459629.8930053711,513420.4604492187,356685.6629638672,187456.1937866211,189036.13348388672,320978.46380615234,331766.0856933594,68924.44467163086
[TG(51:7)|TG(50:0)]_FA16:0,0.19401232293735252,8.599567153213755,0.2380025231941545,0.6256525345948277,0.9964688719442724,TAG,2306987.8818359375,1695357.318359375,3155232.2470703125,1208549.119140625,2642136.0009765625,1384112.7021484375,1196995.3525390625,1587196.203125,2467736.8896484375,564982.08203125,1371522.2646484375,598834.12060546875,805424.7626953125
[TG(51:7)|TG(50:0)]_FA18:2,-0.19689536086548076,4.32051133752379,0.25259304760854207,0.615255122297768,0.9964688719442724,TAG,84473.4262084961,78703.38586425781,127360.94830322266,75863.864990234375,93685.56604003906,72619.4253540039,115352.30786132812,83437.1654663086,88128.7861328125,64185.38513183594,78209.7251586914,59336.84423828125,28970.341918945312
[TG(51:7)|TG(50:0)]_FA22:5,-0.23184177881557275,7.000026759047438,0.3510804732704853,0.5535021367317984,0.9964688719442724,TAG,171896.2333984375,153428.45364379883,192199.5320739746,194631.7130126953,205185.33322143555,172002.79220581055,192588.29397583008,154550.16925048828,139052.70916748047,131577.74880981445,131184.02969360352,163051.11181640625,1924728.5419311523
[TG(51:8)|TG(50:1)]_FA14:0,0.023157676029834633,5.457449017211474,0.0034377440488242428,0.9532450006002282,0.9964688719442724,TAG,197070.4530029297,143247.54956054688,323142.4208984375,154785.85009765625,385763.3243408203,158246.74963378906,242970.89880371097,158297.93225097656,296781.4758911133,76331.3648071289,181681.27392578125,83494.12658691406,50990.10345458984
[TG(51:8)|TG(50:1)]_FA16:1,0.12819822873272907,8.731903548814092,0.10448027090751566,0.7465179723925791,0.9964688719442724,TAG,2605854.60546875,1826841.89453125,3298885.298828125,1363912.91015625,2799447.5146484375,1361493.1708984375,1464226.5419921875,1813507.34375,2719250.2158203125,603672.00146484375,1624085.759765625,749608.890625,818623.50537109375
[TG(51:8)|TG(50:1)]_FA18:3,-0.15502012931641282,4.492254371214644,0.15611206656859622,0.6927615648636036,0.9964688719442724,TAG,101664.70739746094,92433.68743896484,140093.11108398438,85394.5654296875,102330.54699707033,89646.60534667969,119934.4676513672,93062.7064819336,92193.5264892578,69311.22491455078,93524.766845703125,64404.164978027344,35584.8625793457
[TG(51:8)|TG(50:1)]_FA22:5,-0.08566855065851293,8.622858777804572,0.047437494940822944,0.8275837730379183,0.9964688719442724,TAG,234706.33654785156,287355.90087890625,307811.0990600586,325179.2880859375,276155.9418334961,291020.62127685547,592288.3392333984,263921.6596069336,198987.99346923828,160425.09106445312,450249.2322998047,177774.19384765625,6991643.872253418
[TG(51:8)|TG(50:1)]_FA22:6,-0.14569018280332727,7.149034816432104,0.13779764182208964,0.7104803452968359,0.9964688719442724,TAG,220384.51873779297,203056.19415283203,240107.17654418945,222609.095703125,219893.05563354492,195527.4940185547,194882.15530395508,154615.83129882812,166152.69207763672,138824.17153930664,146693.67080688477,168129.73376464844,2119770.7704467773
[TG(51:9)|TG(50:2)]_FA18:2,-0.17223101994110543,10.52743963396105,0.192949189083091,0.6604732848890488,0.9964688719442724,TAG,7711453.1015625,5924228.58203125,16651503.525390623,3415904.1787109375,10372095.8046875,4513634.888671875,3810262.0703125,5731098.060546875,15789019.838867188,1718350.4560546875,6144034.9130859375,2002703.431640625,639774.8681640625
[TG(51:9)|TG(50:2)]_FA18:3,-0.21404358060550518,7.216710093732057,0.29888354891954805,0.5845831832603708,0.9964688719442724,TAG,795717.234375,618081.3293457031,1394534.9997558594,454054.5516357422,890557.4178466797,527368.4133300781,432998.6689453125,576607.2008056641,1282714.8485107422,298677.2800292969,614086.34033203125,290430.2001953125,91702.225830078125
[TG(51:9)|TG(50:2)]_FA22:6,0.016190363342566422,9.08368915554758,0.0016812714529805817,0.9672932568705188,0.9964688719442724,TAG,408357.5288696289,469601.3718261719,517814.8164672851,462724.1106567383,316030.78399658203,367454.9030151367,651804.3099975586,306924.1201171875,311686.6845703125,199604.7327270508,539818.2426452637,214326.83502197263,9681670.674682615
[TG(52:10)|TG(51:3)]_FA18:2,-0.13680285091202604,8.099260978173408,0.12142379500437528,0.7274953702320549,0.9964688719442724,TAG,954528.3815917968,805154.1560058594,2732791.983642578,702286.9852294922,3385124.1401367188,702211.3503417969,870654.68212890625,988357.9852294922,2980407.950317383,326740.74450683594,979043.3681640624,379010.2473144531,134665.1290283203
[TG(52:10)|TG(51:3)]_FA18:3,-0.11642651254168318,8.594289747363435,0.08781595260370523,0.766972300593703,0.9964688719442724,TAG,2266983.6325683594,1097778.861328125,1788827.1215820312,1044902.4816894532,2634459.7651367188,2075182.7788085935,2002263.2028808591,2290329.7690429688,1211111.7592773438,992607.21337890625,1881180.3354492188,1554478.9514160156,197218.77465820312
[TG(52:10)|TG(51:3)]_FA20:4,0.1383030765908874,5.080981808203112,0.12149570899623541,0.7274179003985624,0.9964688719442724,TAG,154098.34967041016,133298.9496459961,186122.61349487305,124879.5082397461,154872.87255859375,132307.349609375,167137.03155517578,275149.1185913086,107573.84838867188,91417.64657592772,127313.40878295898,95686.24621582033,43164.502990722656
[TG(52:5)]_FA14:0,-0.13411595302976123,4.465782801546358,0.11667187019747871,0.7326725281960749,0.9964688719442724,TAG,99698.726806640625,84374.365234375,131103.86846923828,81778.68621826172,160468.7904663086,96005.9468383789,106739.90759277344,78145.4662475586,111767.2271118164,47945.02331542969,78983.7857055664,81835.6266784668,27806.302032470703
[TG(52:5)]_FA16:0,-0.18314459264504657,7.8502335741085885,0.21834521234268323,0.6403036864321422,0.9964688719442724,TAG,414879.3082885742,138826.22854614258,3452292.2205810547,296977.88201904297,4898681.806945801,256028.580078125,380540.6869812012,173012.13385009766,3588301.330932617,130538.53002929688,480069.2538757324,96856.42724609376,35542.662506103516
[TG(52:5)]_FA22:5,-0.12736018027425344,7.18220914414302,0.10516734972406994,0.7457145848773153,0.9964688719442724,TAG,861466.7453613281,524159.1606445313,904441.76123046875,416909.84765625,880254.4392089844,720197.470703125,619090.8487548828,673888.80615234375,514412.8542480469,282448.1395263672,474398.9575195313,782928.1481933594,121161.00854492188
[TG(52:6)]_FA22:6,-0.08384579805428502,7.368475183347473,0.045434682981067454,0.831206745282298,0.9964688719442724,TAG,1022620.819580078,647346.0061035156,1024454.686767578,490119.05505371094,969347.7526855468,846340.1005859375,678946.72900390625,748254.0274658203,564140.8863525391,325440.8029785156,539203.73681640625,862948.2261962891,136147.7891845703
[TG(52:7)|TG(51:0)]_FA22:5,0.021688238251350273,5.790992571175668,0.0030156651673678425,0.9562061240275999,0.9964688719442724,TAG,244708.41766357425,171644.29443359375,309667.52264404297,277375.55795288086,358989.7265625,190382.6522216797,279762.8005065918,225268.13635253903,260089.83953857425,106236.72735595705,173418.55184936523,173134.6120300293,127203.62783813477
[TG(52:8)|TG(51:1)]_FA14:0,-0.18772321186792199,4.590341184787646,0.22946254597809457,0.6319226291781099,0.9964688719442724,TAG,94608.38708496094,78893.78533935547,168905.7314453125,79653.42547607422,184022.8934326172,81941.16540527344,135129.10815429688,85269.98602294922,171196.77044677734,49433.14376831055,96424.74737548828,58382.883850097656,31837.04232788086
[TG(52:8)|TG(51:1)]_FA16:0,-0.058315266487905686,6.686088855548824,0.021936129545792937,0.8822571366768219,0.9964688719442724,TAG,424683.4678955078,310035.9821777344,747339.8299560547,338134.7834472656,907763.6618652344,325487.4992675781,722411.0439453125,408011.8936767578,676914.2286376953,173777.4715576172,571668.5255126953,191031.85119628903,63604.72448730469
[TG(52:8)|TG(51:1)]_FA22:6,0.1184554226510638,5.853384800618165,0.08927159986888,0.7651052157559836,0.9964688719442724,TAG,278511.7395629883,205723.99591064453,321412.7422180176,310469.3571624756,351989.1643066406,215663.7557373047,278835.70181274414,213543.8749847412,237656.61764526367,113634.86840820312,184931.87240600583,168096.31225585938,138021.5485534668
[TG(52:9)|TG(51:2)]_FA14:0,-0.2211155637828698,4.839837640872013,0.31910633701772895,0.5721451992208915,0.9964688719442724,TAG,95859.42596435548,78871.20593261719,198375.212890625,86993.36535644531,220631.41766357425,86625.68621826172,210742.87426757812,103057.30786132812,196674.01361083984,50800.06329345703,162770.53228759766,55935.12371826172,36903.74264526367
[TG(52:9)|TG(51:2)]_FA16:1,-0.12089010287312327,6.755090329652596,0.09470861418776622,0.7582743610114652,0.9964688719442724,TAG,466721.3312988281,354160.7052001953,702519.7257080078,365244.248046875,891847.56640625,319226.38427734375,760909.8785400391,451976.91149902344,668876.568359375,182761.31286621097,640528.5914306641,238896.07739257812,62796.16467285156
[TG(52:9)|TG(51:2)]_FA18:1,-0.19223829345718385,7.799438952739283,0.24072115210583434,0.6236857452684941,0.9964688719442724,TAG,779787.3801269531,581079.1417236328,2510740.3001708984,595936.1834716797,2568995.1907958984,565936.0369873047,678665.5749511719,703392.6287841797,2551947.373413086,277420.4803466797,770703.7556152344,308227.7419433594,84004.7660522461
[TG(52:9)|TG(51:2)]_FA18:2,-0.16307000996017487,8.435260025122775,0.1728555121080717,0.6775863931751605,0.9964688719442724,TAG,1922266.38671875,994188.9689941406,1658646.43359375,858502.6281738281,2381601.1489257812,1778244.08984375,1911601.1899414065,2033240.5393066409,1115271.5244140625,879662.70654296875,1722829.4658203125,1461899.473388672,150051.01025390625
[TG(52:9)|TG(51:2)]_FA22:6,-0.19415971765086024,5.2219392350238385,0.24558323363635282,0.620202373777218,0.9964688719442724,TAG,157375.2311706543,118879.22784423828,206215.6954345703,142886.6891784668,221812.8961181641,161981.79205322266,263957.9183654785,117378.72804260254,165882.97143554688,87049.18588256836,170102.87188720703,130992.10972595216,51785.94403076172
[TG(53:10)|TG(52:3)]_FA14:0,0.03144400132197467,4.773045117924787,0.006333899807941634,0.9365666881171334,0.9964688719442724,TAG,101250.22747802734,82018.56494140625,238898.9566040039,86106.76623535156,309905.4981689453,93970.786865234375,113698.84729003906,87643.66564941406,199239.8533935547,52195.98355102539,78533.26568603516,59613.34454345703,31029.902282714844
[TG(53:6)]_FA16:0,0.20099958054189251,5.170238718634637,0.2552968114145102,0.61336987887528,0.9964688719442724,TAG,209825.09399414065,164487.53198242188,198429.7533569336,170358.95220947266,184766.39208984375,177040.47216796875,171851.33129882812,154392.97216796875,123757.46899414062,90151.48638916016,133813.46954345703,89421.646240234375,53581.26361083984
[TG(53:6)]_FA16:1,0.2293395315434189,4.622066474418701,0.33156963337489753,0.5647362895723302,0.9964688719442724,TAG,148913.25006103516,97732.10736083984,162862.8507080078,107359.1474609375,168090.51007080078,105894.32745361328,137113.17059326172,91328.506103515625,99628.48724365234,56290.52426147461,79417.625732421875,66004.14437866211,28478.601959228516
[TG(53:6)]_FA18:0,-0.08759174899063617,5.889002290644602,0.04959827085258439,0.8237637923657859,0.9964688719442724,TAG,291861.1016845703,220808.33575439453,512128.1584472656,195155.7548828125,417219.6671142578,212258.73559570312,252049.93823242188,214775.8367919922,468878.05725097656,107275.7276611328,214673.9150390625,123039.66833496094,58318.82434082031
[TG(53:6)]_FA22:5,-0.1578169187359838,5.566648027375351,0.16183358248508717,0.6874739621850986,0.9964688719442724,TAG,223086.9963684082,157116.5520324707,301201.28228759766,157652.99258422852,344291.7059326172,213172.6968383789,220867.23532104492,203847.45529174805,241205.59912109375,114635.42752075195,168732.99319458008,178490.23358154297,42153.80310058594
[TG(53:6)]_FA22:6,-0.09908079165323033,7.787316833013666,0.06351762948179385,0.8010201624497909,0.9964688719442724,TAG,1551003.889099121,689357.6069030762,1045841.9751586914,480913.4493408203,1124412.1231079102,1378618.236328125,1310560.1034545898,1229926.283203125,395429.74841308594,476305.4340209961,1032337.5174560548,1232077.994354248,50775.64358520508
[TG(53:7)|TG(52:0)]_FA14:0,-0.15766223656228776,4.959129175704568,0.16151267052100593,0.6877676393928084,0.9964688719442724,TAG,124929.4090576172,102319.08654785156,129812.62860107422,102895.26751708984,152495.61102294922,110780.82824707033,324135.2409667969,134783.18939208984,113087.22760009766,58583.92395019531,238421.59857177737,73703.764404296875,36951.72262573242
[TG(53:7)|TG(52:0)]_FA16:1,0.14920529924309714,5.230893883170385,0.14128025630907365,0.7070115670096159,0.9964688719442724,TAG,226856.59826660156,175853.05346679688,201422.95391845703,172191.57385253906,190015.6124267578,166987.75244140625,190482.21215820312,166723.49145507812,129954.90893554688,87024.90686035156,155655.2921142578,102322.0479736328,49637.303649902344
[TG(53:8)|TG(52:1)]_FA16:0,-0.21075948146605622,8.823752562627789,0.28971744317095727,0.5904016562268316,0.9964688719442724,TAG,1715979.1357421875,1370437.220703125,6138488.022949219,963186.77197265625,4360719.422119141,1313019.0444335938,1063304.4084472656,1257739.9091796875,6393060.191894531,333290.2434082031,1202853.4333496094,407237.3103027344,116756.40869140624
[TG(53:9)|TG(52:2)]_FA14:0,-0.12758919469684216,4.89020560067261,0.105544255080531,0.7452751084244454,0.9964688719442724,TAG,116359.56829833984,96946.86706542967,223283.87133789065,98197.38775634766,264082.30041503906,98380.34735107422,152181.98962402344,102427.8669128418,222957.3575439453,59491.94421386719,107998.24713134766,66355.96478271484,33486.602447509766
[TG(53:9)|TG(52:2)]_FA20:4,-0.1393170956977543,4.565631268681231,0.12594453676206285,0.722674507581211,0.9964688719442724,TAG,99881.1067199707,87058.14566040039,153784.8723449707,89562.8257446289,123219.08700561523,89957.38653564453,122752.1293334961,116279.64834594728,115656.44891357422,67520.60534667969,100220.40783691406,61283.66458129883,32140.202362060547
[TG(54:10)|TG(53:3)]_FA14:0,-0.05722923681124524,4.530045473579122,0.021124059552676044,0.8844415003737897,0.9964688719442724,TAG,88864.14520263672,84204.726318359375,189274.09338378903,75652.0855102539,196705.51153564453,73873.76483154297,110024.22760009766,86284.16662597656,162316.53228759766,48296.463317871094,77761.68524169922,51703.14367675781,28021.441986083984
[TG(54:10)|TG(53:3)]_FA16:0,-0.03058171014370087,6.264425617326662,0.006020157743478194,0.9381544553832845,0.9964688719442724,TAG,186628.5327758789,123051.76837158205,1199132.1661376953,154072.87060546875,1153800.4885253906,138442.56811523438,232159.1149291992,120724.68872070312,980922.6412353516,67376.70553588867,175675.07287597656,60077.164489746094,34218.342681884766
[TG(54:10)|TG(53:3)]_FA20:4,-0.036266512618593476,4.8336088084188855,0.008469725719464805,0.9266733200566404,0.9964688719442724,TAG,153052.86981201172,112061.32736206056,143029.67114257812,114583.5284423828,166006.25311279297,128401.84857177734,148698.36987304688,129384.36865234376,123177.4891052246,79045.2251586914,113567.16766357422,77916.22561645508,36094.30236816406
