Lipid,Class,FAD185_M1_Male_5xFAD_hippocampus,FAD185_M3_Male_5xFAD_hippocampus,FAD189_M1_Male_5xFAD_hippocampus,FAD189_M2_Male_5xFAD_hippocampus,FAD185_M4_Male_WT_hippocampus,FAD189_M3_Male_WT_hippocampus,Blank_Blank_Blank_Blank_Blank,Title1,Title2,Title,length1,length2,Blank_name
1-O-behenoyl-Cer(d18:1/16:0),Cer,9422.880630493164,8103.28050994873,7853.820575714111,7526.620525360107,9328.74059677124,8502.580646514893,13441.081062316896,Genotype: 5xFAD | Brain Region: hippocampus | Sex: Male,Genotype: WT | Brain Region: hippocampus | Sex: Male,Genotype: 5xFAD__Brain Region: hippocampus__Sex: Male vs Genotype: WT__Brain Region: hippocampus__Sex: MaleAveraging_All_Across_methods2,4,2,Blank_Blank_Blank_Blank_Blank
[TG(66:14)|TG(65:7)|TG(64:0)]_FA20:4,TAG,45458.14323806763,56749.523864746094,45735.82346343994,43256.54278945923,31705.66229248047,29676.94207382202,47642.163314819336,Genotype: 5xFAD | Brain Region: hippocampus | Sex: Male,Genotype: WT | Brain Region: hippocampus | Sex: Male,Genotype: 5xFAD__Brain Region: hippocampus__Sex: Male vs Genotype: WT__Brain Region: hippocampus__Sex: MaleAveraging_All_Across_methods2,4,2,Blank_Blank_Blank_Blank_Blank
[TG(66:14)|TG(65:7)|TG(64:0)]_FA22:5,TAG,131765.46961975098,150277.19256210327,201663.3945617676,153354.65022277832,56713.42414855957,137726.948677063,29982.72196960449,Genotype: 5xFAD | Brain Region: hippocampus | Sex: Male,Genotype: WT | Brain Region: hippocampus | Sex: Male,Genotype: 5xFAD__Brain Region: hippocampus__Sex: Male vs Genotype: WT__Brain Region: hippocampus__Sex: MaleAveraging_All_Across_methods2,4,2,Blank_Blank_Blank_Blank_Blank
[TG(66:14)|TG(65:7)|TG(64:0)]_FA22:6,TAG,111043.94721984863,108688.54885864258,113443.06813812256,101976.40617370604,62865.04469299317,118976.8690109253,27850.042289733887,Genotype: 5xFAD | Brain Region: hippocampus | Sex: Male,Genotype: WT | Brain Region: hippocampus | Sex: Male,Genotype: 5xFAD__Brain Region: hippocampus__Sex: Male vs Genotype: WT__Brain Region: hippocampus__Sex: MaleAveraging_All_Across_methods2,4,2,Blank_Blank_Blank_Blank_Blank
[TG(66:15)|TG(65:8)|TG(64:1)]_FA14:0,TAG,23387.04165649414,27371.70198059082,30325.642120361328,28551.662063598636,18484.16133117676,21798.68179321289,27261.40185546875,Genotype: 5xFAD | Brain Region: hippocampus | Sex: Male,Genotype: WT | Brain Region: hippocampus | Sex: Male,Genotype: 5xFAD__Brain Region: hippocampus__Sex: Male vs Genotype: WT__Brain Region: hippocampus__Sex: MaleAveraging_All_Across_methods2,4,2,Blank_Blank_Blank_Blank_Blank
[TG(66:15)|TG(65:8)|TG(64:1)]_FA16:0,TAG,29011.702224731445,32463.642547607426,29960.38201904297,28537.702041625977,20439.14144897461,20109.401290893555,16753.781227111816,Genotype: 5xFAD | Brain Region: hippocampus | Sex: Male,Genotype: WT | Brain Region: hippocampus | Sex: Male,Genotype: 5xFAD__Brain Region: hippocampus__Sex: Male vs Genotype: WT__Brain Region: hippocampus__Sex: MaleAveraging_All_Across_methods2,4,2,Blank_Blank_Blank_Blank_Blank
[TG(66:15)|TG(65:8)|TG(64:1)]_FA16:1,TAG,37695.84278869629,45332.92321777344,43218.08312988281,40203.7626953125,24300.34196472168,31404.322235107426,17266.20124053955,Genotype: 5xFAD | Brain Region: hippocampus | Sex: Male,Genotype: WT | Brain Region: hippocampus | Sex: Male,Genotype: 5xFAD__Brain Region: hippocampus__Sex: Male vs Genotype: WT__Brain Region: hippocampus__Sex: MaleAveraging_All_Across_methods2,4,2,Blank_Blank_Blank_Blank_Blank
[TG(66:15)|TG(65:8)|TG(64:1)]_FA18:0,TAG,35036.442123413086,42564.20268249512,37185.96255493164,43467.66268920898,23322.541564941406,26864.46173095703,19720.4214553833,Genotype: 5xFAD | Brain Region: hippocampus | Sex: Male,Genotype: WT | Brain Region: hippocampus | Sex: Male,Genotype: 5xFAD__Brain Region: hippocampus__Sex: Male vs Genotype: WT__Brain Region: hippocampus__Sex: MaleAveraging_All_Across_methods2,4,2,Blank_Blank_Blank_Blank_Blank
[TG(66:15)|TG(65:8)|TG(64:1)]_FA18:1,TAG,47362.60356140137,49938.26336669922,46350.50357055664,42381.16287231445,28399.702087402344,26846.141693115234,17647.441162109375,Genotype: 5xFAD | Brain Region: hippocampus | Sex: Male,Genotype: WT | Brain Region: hippocampus | Sex: Male,Genotype: 5xFAD__Brain Region: hippocampus__Sex: Male vs Genotype: WT__Brain Region: hippocampus__Sex: MaleAveraging_All_Across_methods2,4,2,Blank_Blank_Blank_Blank_Blank
[TG(66:15)|TG(65:8)|TG(64:1)]_FA18:2,TAG,40800.80319213867,40954.962890625,43460.80307006836,40508.062576293945,27517.381927490234,25283.061904907227,19765.541397094727,Genotype: 5xFAD | Brain Region: hippocampus | Sex: Male,Genotype: WT | Brain Region: hippocampus | Sex: Male,Genotype: 5xFAD__Brain Region: hippocampus__Sex: Male vs Genotype: WT__Brain Region: hippocampus__Sex: MaleAveraging_All_Across_methods2,4,2,Blank_Blank_Blank_Blank_Blank
[TG(66:15)|TG(65:8)|TG(64:1)]_FA18:3,TAG,38297.04258728027,46866.06335449219,46847.60336303711,45091.883224487305,28856.441864013672,29686.16195678711,20094.181427001957,Genotype: 5xFAD | Brain Region: hippocampus | Sex: Male,Genotype: WT | Brain Region: hippocampus | Sex: Male,Genotype: 5xFAD__Brain Region: hippocampus__Sex: Male vs Genotype: WT__Brain Region: hippocampus__Sex: MaleAveraging_All_Across_methods2,4,2,Blank_Blank_Blank_Blank_Blank
[TG(66:15)|TG(65:8)|TG(64:1)]_FA20:4,TAG,43205.04312515259,47709.36283111572,42715.90286254883,43382.72294616699,30101.982192993164,25568.68173217773,77162.20542144775,Genotype: 5xFAD | Brain Region: hippocampus | Sex: Male,Genotype: WT | Brain Region: hippocampus | Sex: Male,Genotype: 5xFAD__Brain Region: hippocampus__Sex: Male vs Genotype: WT__Brain Region: hippocampus__Sex: MaleAveraging_All_Across_methods2,4,2,Blank_Blank_Blank_Blank_Blank
[TG(66:15)|TG(65:8)|TG(64:1)]_FA22:5,TAG,116767.34945678712,161587.4306716919,139803.8108444214,169487.11014175415,59991.44470977783,132184.7285232544,37387.34267425537,Genotype: 5xFAD | Brain Region: hippocampus | Sex: Male,Genotype: WT | Brain Region: hippocampus | Sex: Male,Genotype: 5xFAD__Brain Region: hippocampus__Sex: Male vs Genotype: WT__Brain Region: hippocampus__Sex: MaleAveraging_All_Across_methods2,4,2,Blank_Blank_Blank_Blank_Blank
[TG(66:15)|TG(65:8)|TG(64:1)]_FA22:6,TAG,162558.91268920898,169474.052734375,213525.8562927246,166433.77088928223,54540.1236114502,146206.93115234375,30175.802444458008,Genotype: 5xFAD | Brain Region: hippocampus | Sex: Male,Genotype: WT | Brain Region: hippocampus | Sex: Male,Genotype: 5xFAD__Brain Region: hippocampus__Sex: Male vs Genotype: WT__Brain Region: hippocampus__Sex: MaleAveraging_All_Across_methods2,4,2,Blank_Blank_Blank_Blank_Blank
[TG(66:16)|TG(65:9)|TG(64:2)]_FA14:0,TAG,24519.16186523437,30084.6423034668,30733.76211547852,24398.781677246094,17117.701202392578,20746.90138244629,35104.48255157471,Genotype: 5xFAD | Brain Region: hippocampus | Sex: Male,Genotype: WT | Brain Region: hippocampus | Sex: Male,Genotype: 5xFAD__Brain Region: hippocampus__Sex: Male vs Genotype: WT__Brain Region: hippocampus__Sex: MaleAveraging_All_Across_methods2,4,2,Blank_Blank_Blank_Blank_Blank
[TG(66:16)|TG(65:9)|TG(64:2)]_FA16:0,TAG,25392.98190307617,35211.22265625,29652.00180053711,31305.70243835449,20339.4216003418,20021.461517333984,22633.64157104492,Genotype: 5xFAD | Brain Region: hippocampus | Sex: Male,Genotype: WT | Brain Region: hippocampus | Sex: Male,Genotype: 5xFAD__Brain Region: hippocampus__Sex: Male vs Genotype: WT__Brain Region: hippocampus__Sex: MaleAveraging_All_Across_methods2,4,2,Blank_Blank_Blank_Blank_Blank
[TG(66:16)|TG(65:9)|TG(64:2)]_FA16:1,TAG,37181.84262084961,38757.68264770508,40075.98280334473,40927.82345581055,24479.081703186035,27935.80194091797,21149.44140625,Genotype: 5xFAD | Brain Region: hippocampus | Sex: Male,Genotype: WT | Brain Region: hippocampus | Sex: Male,Genotype: 5xFAD__Brain Region: hippocampus__Sex: Male vs Genotype: WT__Brain Region: hippocampus__Sex: MaleAveraging_All_Across_methods2,4,2,Blank_Blank_Blank_Blank_Blank
[TG(66:16)|TG(65:9)|TG(64:2)]_FA18:0,TAG,34047.40264892578,40360.62312316895,37218.08303833008,42696.803283691406,24259.86166381836,21600.161529541016,24949.40187072754,Genotype: 5xFAD | Brain Region: hippocampus | Sex: Male,Genotype: WT | Brain Region: hippocampus | Sex: Male,Genotype: 5xFAD__Brain Region: hippocampus__Sex: Male vs Genotype: WT__Brain Region: hippocampus__Sex: MaleAveraging_All_Across_methods2,4,2,Blank_Blank_Blank_Blank_Blank
[TG(66:16)|TG(65:9)|TG(64:2)]_FA18:1,TAG,38199.1431427002,43788.24267578125,42155.96298217773,39983.88278198242,27140.182006835938,26769.78190612793,21589.24157714844,Genotype: 5xFAD | Brain Region: hippocampus | Sex: Male,Genotype: WT | Brain Region: hippocampus | Sex: Male,Genotype: 5xFAD__Brain Region: hippocampus__Sex: Male vs Genotype: WT__Brain Region: hippocampus__Sex: MaleAveraging_All_Across_methods2,4,2,Blank_Blank_Blank_Blank_Blank
[TG(66:16)|TG(65:9)|TG(64:2)]_FA18:2,TAG,45194.643127441406,50121.12336730957,49493.68395996094,49113.143615722656,28692.741760253903,28193.241729736328,21421.38157653809,Genotype: 5xFAD | Brain Region: hippocampus | Sex: Male,Genotype: WT | Brain Region: hippocampus | Sex: Male,Genotype: 5xFAD__Brain Region: hippocampus__Sex: Male vs Genotype: WT__Brain Region: hippocampus__Sex: MaleAveraging_All_Across_methods2,4,2,Blank_Blank_Blank_Blank_Blank
[TG(66:16)|TG(65:9)|TG(64:2)]_FA18:3,TAG,47150.26306152344,47297.26322937012,52776.86367797852,43948.44288635254,31268.38220214844,29501.401947021484,23113.341674804688,Genotype: 5xFAD | Brain Region: hippocampus | Sex: Male,Genotype: WT | Brain Region: hippocampus | Sex: Male,Genotype: 5xFAD__Brain Region: hippocampus__Sex: Male vs Genotype: WT__Brain Region: hippocampus__Sex: MaleAveraging_All_Across_methods2,4,2,Blank_Blank_Blank_Blank_Blank
[TG(66:16)|TG(65:9)|TG(64:2)]_FA20:4,TAG,46123.3634185791,51658.98319244385,44402.562927246094,44032.40303039551,30719.942260742188,31429.30212783813,21084.121459960938,Genotype: 5xFAD | Brain Region: hippocampus | Sex: Male,Genotype: WT | Brain Region: hippocampus | Sex: Male,Genotype: 5xFAD__Brain Region: hippocampus__Sex: Male vs Genotype: WT__Brain Region: hippocampus__Sex: MaleAveraging_All_Across_methods2,4,2,Blank_Blank_Blank_Blank_Blank
[TG(66:16)|TG(65:9)|TG(64:2)]_FA22:5,TAG,106346.767288208,122338.2296447754,120816.76879882812,115028.30810546876,89621.30625915527,133770.40893554688,74590.42553710938,Genotype: 5xFAD | Brain Region: hippocampus | Sex: Male,Genotype: WT | Brain Region: hippocampus | Sex: Male,Genotype: 5xFAD__Brain Region: hippocampus__Sex: Male vs Genotype: WT__Brain Region: hippocampus__Sex: MaleAveraging_All_Across_methods2,4,2,Blank_Blank_Blank_Blank_Blank
[TG(66:16)|TG(65:9)|TG(64:2)]_FA22:6,TAG,131334.80880737305,167135.72993469238,144714.25091552734,171942.69331359863,62642.24456787109,144875.81015014648,41937.22282409668,Genotype: 5xFAD | Brain Region: hippocampus | Sex: Male,Genotype: WT | Brain Region: hippocampus | Sex: Male,Genotype: 5xFAD__Brain Region: hippocampus__Sex: Male vs Genotype: WT__Brain Region: hippocampus__Sex: MaleAveraging_All_Across_methods2,4,2,Blank_Blank_Blank_Blank_Blank
[TG(66:17)|TG(65:10)|TG(64:3)]_FA14:0,TAG,25237.42169189453,32379.621795654297,35303.14254760742,28859.20196533203,17226.001220703125,25325.141708374023,11555.320960998535,Genotype: 5xFAD | Brain Region: hippocampus | Sex: Male,Genotype: WT | Brain Region: hippocampus | Sex: Male,Genotype: 5xFAD__Brain Region: hippocampus__Sex: Male vs Genotype: WT__Brain Region: hippocampus__Sex: MaleAveraging_All_Across_methods2,4,2,Blank_Blank_Blank_Blank_Blank
[TG(66:17)|TG(65:10)|TG(64:3)]_FA16:0,TAG,26844.101760864258,31087.162536621094,31403.101943969727,27242.961837768555,17858.90128326416,16899.44125366211,12825.300910949709,Genotype: 5xFAD | Brain Region: hippocampus | Sex: Male,Genotype: WT | Brain Region: hippocampus | Sex: Male,Genotype: 5xFAD__Brain Region: hippocampus__Sex: Male vs Genotype: WT__Brain Region: hippocampus__Sex: MaleAveraging_All_Across_methods2,4,2,Blank_Blank_Blank_Blank_Blank
[TG(66:17)|TG(65:10)|TG(64:3)]_FA16:1,TAG,35295.68257141113,39422.062927246094,38894.70260620117,34862.06219482422,23989.461532592773,24736.821533203125,21842.821548461918,Genotype: 5xFAD | Brain Region: hippocampus | Sex: Male,Genotype: WT | Brain Region: hippocampus | Sex: Male,Genotype: 5xFAD__Brain Region: hippocampus__Sex: Male vs Genotype: WT__Brain Region: hippocampus__Sex: MaleAveraging_All_Across_methods2,4,2,Blank_Blank_Blank_Blank_Blank
[TG(66:17)|TG(65:10)|TG(64:3)]_FA18:0,TAG,28049.422149658203,33833.482345581055,34029.122650146484,32321.14233398437,20971.92152404785,21565.26161193848,15726.441207885742,Genotype: 5xFAD | Brain Region: hippocampus | Sex: Male,Genotype: WT | Brain Region: hippocampus | Sex: Male,Genotype: 5xFAD__Brain Region: hippocampus__Sex: Male vs Genotype: WT__Brain Region: hippocampus__Sex: MaleAveraging_All_Across_methods2,4,2,Blank_Blank_Blank_Blank_Blank
[TG(66:17)|TG(65:10)|TG(64:3)]_FA18:1,TAG,36349.622299194336,42268.00288391113,37431.24234008789,41808.083084106445,28659.301986694336,22558.961624145508,28256.382217407227,Genotype: 5xFAD | Brain Region: hippocampus | Sex: Male,Genotype: WT | Brain Region: hippocampus | Sex: Male,Genotype: 5xFAD__Brain Region: hippocampus__Sex: Male vs Genotype: WT__Brain Region: hippocampus__Sex: MaleAveraging_All_Across_methods2,4,2,Blank_Blank_Blank_Blank_Blank
[TG(66:17)|TG(65:10)|TG(64:3)]_FA18:2,TAG,41776.223205566406,44155.66300964356,41387.20318603516,47213.70379638672,29688.642349243164,28323.70205688477,24032.68180847168,Genotype: 5xFAD | Brain Region: hippocampus | Sex: Male,Genotype: WT | Brain Region: hippocampus | Sex: Male,Genotype: 5xFAD__Brain Region: hippocampus__Sex: Male vs Genotype: WT__Brain Region: hippocampus__Sex: MaleAveraging_All_Across_methods2,4,2,Blank_Blank_Blank_Blank_Blank
[TG(66:17)|TG(65:10)|TG(64:3)]_FA18:3,TAG,51891.72375488281,61128.42419433594,55275.66403198242,55958.363861083984,36237.7624206543,32558.56234741211,24538.381591796875,Genotype: 5xFAD | Brain Region: hippocampus | Sex: Male,Genotype: WT | Brain Region: hippocampus | Sex: Male,Genotype: 5xFAD__Brain Region: hippocampus__Sex: Male vs Genotype: WT__Brain Region: hippocampus__Sex: MaleAveraging_All_Across_methods2,4,2,Blank_Blank_Blank_Blank_Blank
[TG(66:17)|TG(65:10)|TG(64:3)]_FA20:4,TAG,42732.52312469482,47652.403564453125,41696.12303161621,44122.12319946289,28719.581871032715,26056.30207061768,22259.901481628414,Genotype: 5xFAD | Brain Region: hippocampus | Sex: Male,Genotype: WT | Brain Region: hippocampus | Sex: Male,Genotype: 5xFAD__Brain Region: hippocampus__Sex: Male vs Genotype: WT__Brain Region: hippocampus__Sex: MaleAveraging_All_Across_methods2,4,2,Blank_Blank_Blank_Blank_Blank
[TG(66:17)|TG(65:10)|TG(64:3)]_FA22:5,TAG,92145.2469482422,96972.00707626344,108302.9877319336,97267.3861541748,57931.32424926758,104630.14824676514,27083.401916503903,Genotype: 5xFAD | Brain Region: hippocampus | Sex: Male,Genotype: WT | Brain Region: hippocampus | Sex: Male,Genotype: 5xFAD__Brain Region: hippocampus__Sex: Male vs Genotype: WT__Brain Region: hippocampus__Sex: MaleAveraging_All_Across_methods2,4,2,Blank_Blank_Blank_Blank_Blank
[TG(66:17)|TG(65:10)|TG(64:3)]_FA22:6,TAG,131778.12991333008,141190.2699584961,137961.9301147461,124385.42840576172,104641.466796875,148535.5495300293,88336.40637207031,Genotype: 5xFAD | Brain Region: hippocampus | Sex: Male,Genotype: WT | Brain Region: hippocampus | Sex: Male,Genotype: 5xFAD__Brain Region: hippocampus__Sex: Male vs Genotype: WT__Brain Region: hippocampus__Sex: MaleAveraging_All_Across_methods2,4,2,Blank_Blank_Blank_Blank_Blank
[TG(66:18)|TG(65:11)|TG(64:4)]_FA14:0,TAG,25264.1219329834,28180.86198425293,29571.18228149414,27128.04200744629,18780.381439208984,21121.641647338867,13589.860931396484,Genotype: 5xFAD | Brain Region: hippocampus | Sex: Male,Genotype: WT | Brain Region: hippocampus | Sex: Male,Genotype: 5xFAD__Brain Region: hippocampus__Sex: Male vs Genotype: WT__Brain Region: hippocampus__Sex: MaleAveraging_All_Across_methods2,4,2,Blank_Blank_Blank_Blank_Blank
[TG(66:18)|TG(65:11)|TG(64:4)]_FA16:0,TAG,38082.04302978516,41631.60313415527,35059.56237792969,36499.72230529785,23369.821548461918,21296.08169555664,17630.24129486084,Genotype: 5xFAD | Brain Region: hippocampus | Sex: Male,Genotype: WT | Brain Region: hippocampus | Sex: Male,Genotype: 5xFAD__Brain Region: hippocampus__Sex: Male vs Genotype: WT__Brain Region: hippocampus__Sex: MaleAveraging_All_Across_methods2,4,2,Blank_Blank_Blank_Blank_Blank
[TG(66:18)|TG(65:11)|TG(64:4)]_FA16:1,TAG,33579.94259643555,35876.242279052734,39364.54281616211,32673.14259338379,22861.84144592285,27020.36193847656,14753.860931396484,Genotype: 5xFAD | Brain Region: hippocampus | Sex: Male,Genotype: WT | Brain Region: hippocampus | Sex: Male,Genotype: 5xFAD__Brain Region: hippocampus__Sex: Male vs Genotype: WT__Brain Region: hippocampus__Sex: MaleAveraging_All_Across_methods2,4,2,Blank_Blank_Blank_Blank_Blank
[TG(66:18)|TG(65:11)|TG(64:4)]_FA18:0,TAG,28947.981964111328,29347.38229370117,31122.82228088379,34631.12266540527,22258.56150817871,23478.881591796875,15842.00112915039,Genotype: 5xFAD | Brain Region: hippocampus | Sex: Male,Genotype: WT | Brain Region: hippocampus | Sex: Male,Genotype: 5xFAD__Brain Region: hippocampus__Sex: Male vs Genotype: WT__Brain Region: hippocampus__Sex: MaleAveraging_All_Across_methods2,4,2,Blank_Blank_Blank_Blank_Blank
[TG(66:18)|TG(65:11)|TG(64:4)]_FA18:1,TAG,29247.262298583984,36931.50277709961,34282.5022277832,34042.26223754883,26421.76194763184,23716.761627197266,16529.501098632812,Genotype: 5xFAD | Brain Region: hippocampus | Sex: Male,Genotype: WT | Brain Region: hippocampus | Sex: Male,Genotype: 5xFAD__Brain Region: hippocampus__Sex: Male vs Genotype: WT__Brain Region: hippocampus__Sex: MaleAveraging_All_Across_methods2,4,2,Blank_Blank_Blank_Blank_Blank
[TG(66:18)|TG(65:11)|TG(64:4)]_FA18:2,TAG,40415.36299133301,45846.34336853027,42088.8830871582,43013.023529052734,32187.22216796875,24779.14172363281,31627.042236328125,Genotype: 5xFAD | Brain Region: hippocampus | Sex: Male,Genotype: WT | Brain Region: hippocampus | Sex: Male,Genotype: 5xFAD__Brain Region: hippocampus__Sex: Male vs Genotype: WT__Brain Region: hippocampus__Sex: MaleAveraging_All_Across_methods2,4,2,Blank_Blank_Blank_Blank_Blank
[TG(66:18)|TG(65:11)|TG(64:4)]_FA18:3,TAG,51572.82392883301,55260.26330566406,51568.32376098633,56271.44380187988,34723.90255737305,33301.4225769043,27760.98191833496,Genotype: 5xFAD | Brain Region: hippocampus | Sex: Male,Genotype: WT | Brain Region: hippocampus | Sex: Male,Genotype: 5xFAD__Brain Region: hippocampus__Sex: Male vs Genotype: WT__Brain Region: hippocampus__Sex: MaleAveraging_All_Across_methods2,4,2,Blank_Blank_Blank_Blank_Blank
[TG(66:18)|TG(65:11)|TG(64:4)]_FA20:4,TAG,53648.08437347412,56060.98439788818,48888.723571777344,56166.22384643555,41540.56317138672,37836.92263793945,23258.74166870117,Genotype: 5xFAD | Brain Region: hippocampus | Sex: Male,Genotype: WT | Brain Region: hippocampus | Sex: Male,Genotype: 5xFAD__Brain Region: hippocampus__Sex: Male vs Genotype: WT__Brain Region: hippocampus__Sex: MaleAveraging_All_Across_methods2,4,2,Blank_Blank_Blank_Blank_Blank
[TG(66:18)|TG(65:11)|TG(64:4)]_FA22:5,TAG,100062.687789917,115892.28785705566,118467.04888916016,103746.54843139648,56502.04386901856,123962.62924194336,26789.122146606445,Genotype: 5xFAD | Brain Region: hippocampus | Sex: Male,Genotype: WT | Brain Region: hippocampus | Sex: Male,Genotype: 5xFAD__Brain Region: hippocampus__Sex: Male vs Genotype: WT__Brain Region: hippocampus__Sex: MaleAveraging_All_Across_methods2,4,2,Blank_Blank_Blank_Blank_Blank
[TG(66:18)|TG(65:11)|TG(64:4)]_FA22:6,TAG,109652.48767089844,105708.38676452637,119157.38854980467,106861.60722351074,62388.06414794922,115356.58795166016,32014.521850585938,Genotype: 5xFAD | Brain Region: hippocampus | Sex: Male,Genotype: WT | Brain Region: hippocampus | Sex: Male,Genotype: 5xFAD__Brain Region: hippocampus__Sex: Male vs Genotype: WT__Brain Region: hippocampus__Sex: MaleAveraging_All_Across_methods2,4,2,Blank_Blank_Blank_Blank_Blank
[TG(66:2)]_FA14:0,TAG,22890.10165405273,27824.461959838867,26706.26176071167,24491.241760253903,16749.141242980957,18232.74122619629,12365.56092453003,Genotype: 5xFAD | Brain Region: hippocampus | Sex: Male,Genotype: WT | Brain Region: hippocampus | Sex: Male,Genotype: 5xFAD__Brain Region: hippocampus__Sex: Male vs Genotype: WT__Brain Region: hippocampus__Sex: MaleAveraging_All_Across_methods2,4,2,Blank_Blank_Blank_Blank_Blank
[TG(66:2)]_FA16:0,TAG,23889.341651916504,26299.22198867798,27316.74186706543,25156.721675872803,16052.721046447754,18320.76124954224,86590.76670837402,Genotype: 5xFAD | Brain Region: hippocampus | Sex: Male,Genotype: WT | Brain Region: hippocampus | Sex: Male,Genotype: 5xFAD__Brain Region: hippocampus__Sex: Male vs Genotype: WT__Brain Region: hippocampus__Sex: MaleAveraging_All_Across_methods2,4,2,Blank_Blank_Blank_Blank_Blank
[TG(66:2)]_FA16:1,TAG,29282.52178955078,34332.68194580078,32092.922538757324,31156.902145385742,21084.721572875977,25547.861740112305,56921.943256378174,Genotype: 5xFAD | Brain Region: hippocampus | Sex: Male,Genotype: WT | Brain Region: hippocampus | Sex: Male,Genotype: 5xFAD__Brain Region: hippocampus__Sex: Male vs Genotype: WT__Brain Region: hippocampus__Sex: MaleAveraging_All_Across_methods2,4,2,Blank_Blank_Blank_Blank_Blank
[TG(66:2)]_FA18:0,TAG,28640.682052612305,37500.46244812012,34115.84198760986,34417.822410583496,23241.201705932617,19661.341506958008,31375.86173248291,Genotype: 5xFAD | Brain Region: hippocampus | Sex: Male,Genotype: WT | Brain Region: hippocampus | Sex: Male,Genotype: 5xFAD__Brain Region: hippocampus__Sex: Male vs Genotype: WT__Brain Region: hippocampus__Sex: MaleAveraging_All_Across_methods2,4,2,Blank_Blank_Blank_Blank_Blank
[TG(66:2)]_FA18:1,TAG,30405.52220916748,35227.94264984131,33397.722396850586,34132.78224182129,24211.041717529297,19761.6813659668,21498.20147705078,Genotype: 5xFAD | Brain Region: hippocampus | Sex: Male,Genotype: WT | Brain Region: hippocampus | Sex: Male,Genotype: 5xFAD__Brain Region: hippocampus__Sex: Male vs Genotype: WT__Brain Region: hippocampus__Sex: MaleAveraging_All_Across_methods2,4,2,Blank_Blank_Blank_Blank_Blank
[TG(66:2)]_FA18:2,TAG,36102.382400512695,37875.62292480469,43858.80320739746,35466.86243057251,25466.621795654297,27102.08212280273,19137.64126586914,Genotype: 5xFAD | Brain Region: hippocampus | Sex: Male,Genotype: WT | Brain Region: hippocampus | Sex: Male,Genotype: 5xFAD__Brain Region: hippocampus__Sex: Male vs Genotype: WT__Brain Region: hippocampus__Sex: MaleAveraging_All_Across_methods2,4,2,Blank_Blank_Blank_Blank_Blank
[TG(66:3)]_FA14:0,TAG,21625.46171569824,22915.60173034668,23176.221729278564,26039.06182861328,15426.401107788086,15786.641174316406,13553.000930786133,Genotype: 5xFAD | Brain Region: hippocampus | Sex: Male,Genotype: WT | Brain Region: hippocampus | Sex: Male,Genotype: 5xFAD__Brain Region: hippocampus__Sex: Male vs Genotype: WT__Brain Region: hippocampus__Sex: MaleAveraging_All_Across_methods2,4,2,Blank_Blank_Blank_Blank_Blank
[TG(66:3)]_FA16:0,TAG,22626.76152420044,25408.46188735962,27587.281818389893,23204.621604919437,16043.741096496582,16553.801208496094,12362.020851135254,Genotype: 5xFAD | Brain Region: hippocampus | Sex: Male,Genotype: WT | Brain Region: hippocampus | Sex: Male,Genotype: 5xFAD__Brain Region: hippocampus__Sex: Male vs Genotype: WT__Brain Region: hippocampus__Sex: MaleAveraging_All_Across_methods2,4,2,Blank_Blank_Blank_Blank_Blank
[TG(66:3)]_FA16:1,TAG,31962.242065429688,39437.82247543335,37585.60250854492,30802.042057037357,21944.621417999268,27177.561798095703,93007.58768844604,Genotype: 5xFAD | Brain Region: hippocampus | Sex: Male,Genotype: WT | Brain Region: hippocampus | Sex: Male,Genotype: 5xFAD__Brain Region: hippocampus__Sex: Male vs Genotype: WT__Brain Region: hippocampus__Sex: MaleAveraging_All_Across_methods2,4,2,Blank_Blank_Blank_Blank_Blank
[TG(66:3)]_FA18:0,TAG,28424.701736450195,32974.64241027832,36726.562828063965,29878.60224533081,21872.32141113281,22106.021461486816,16058.541137695312,Genotype: 5xFAD | Brain Region: hippocampus | Sex: Male,Genotype: WT | Brain Region: hippocampus | Sex: Male,Genotype: 5xFAD__Brain Region: hippocampus__Sex: Male vs Genotype: WT__Brain Region: hippocampus__Sex: MaleAveraging_All_Across_methods2,4,2,Blank_Blank_Blank_Blank_Blank
[TG(66:3)]_FA18:1,TAG,32792.30221939087,34512.86231613159,38205.70262908936,35103.86285018921,24412.781707763672,21197.90156555176,32148.582347869877,Genotype: 5xFAD | Brain Region: hippocampus | Sex: Male,Genotype: WT | Brain Region: hippocampus | Sex: Male,Genotype: 5xFAD__Brain Region: hippocampus__Sex: Male vs Genotype: WT__Brain Region: hippocampus__Sex: MaleAveraging_All_Across_methods2,4,2,Blank_Blank_Blank_Blank_Blank
[TG(66:3)]_FA18:2,TAG,32597.34215164185,36449.54258728027,37578.88236999512,37213.782287597656,25771.901794433597,24366.261657714844,26552.14222717285,Genotype: 5xFAD | Brain Region: hippocampus | Sex: Male,Genotype: WT | Brain Region: hippocampus | Sex: Male,Genotype: 5xFAD__Brain Region: hippocampus__Sex: Male vs Genotype: WT__Brain Region: hippocampus__Sex: MaleAveraging_All_Across_methods2,4,2,Blank_Blank_Blank_Blank_Blank
