Lipid,Q1,Q3,Intensity,Filename
"""[TG(55:9),TG(54:2)]_FA22:6""",904.83,559.53,680,20241023_PlasmaExtract25.wiff.scan
"""[TG(54:11),TG(53:4)]_FA22:6""",886.79,541.49,840,20241023_PlasmaExtract25.wiff.scan
"""[TG(55:10),TG(54:3)]_FA22:6""",902.82,557.52,1000,20241023_PlasmaExtract25.wiff.scan
"""[TG(55:11),TG(54:4)]_FA22:6""",900.8,555.5,480,20241023_PlasmaExtract25.wiff.scan
"""[TG(56:9),TG(55:2)]_FA22:6""",918.85,573.55,840,20241023_PlasmaExtract25.wiff.scan
"""[TG(58:7),TG(57:0)]_FA22:6""",950.91,605.61,800,20241023_PlasmaExtract25.wiff.scan
Cer(d18:1/2:0),342.3,264.4,0,20241023_PlasmaExtract2.wiff.scan
CerP(d18:1/2:0),422.27,264.4,0,20241023_PlasmaExtract2.wiff.scan
Cer(d12:0/14:0),428.41,182.4,0,20241023_PlasmaExtract2.wiff.scan
"""Cer(d14:2(4E,6E)/16:0)""",480.44,206.4,0,20241023_PlasmaExtract2.wiff.scan
Cer(d18:1/12:0),482.46,264.4,0,20241023_PlasmaExtract2.wiff.scan
Cer(d15:1/16:0),496.47,222.4,120,20241023_PlasmaExtract2.wiff.scan
Cer(d18:0/13:0),498.49,266.4,120,20241023_PlasmaExtract2.wiff.scan
CerP(d18:1/8:0),506.36,264.4,0,20241023_PlasmaExtract2.wiff.scan
"""Cer(d14:2(4E,6E)/18:1(9Z))""",506.46,206.4,160,20241023_PlasmaExtract2.wiff.scan
Cer(d18:2/14:0),508.47,262.4,40,20241023_PlasmaExtract2.wiff.scan
Cer(d18:1/14:0),510.49,264.4,0,20241023_PlasmaExtract2.wiff.scan
Cer(d18:0/14:0),512.5,266.4,120,20241023_PlasmaExtract2.wiff.scan
Cer(d18:2/15:0),522.49,262.4,160,20241023_PlasmaExtract2.wiff.scan
Cer(d16:1/17:0),524.5,236.4,0,20241023_PlasmaExtract2.wiff.scan
Cer(d18:0/15:0),526.52,266.4,80,20241023_PlasmaExtract2.wiff.scan
"""Cer(d14:2(4E,6E)/20:1(11Z))""",534.49,206.4,80,20241023_PlasmaExtract2.wiff.scan
Cer(d18:2/16:0),536.5,262.4,0,20241023_PlasmaExtract2.wiff.scan
Cer(d18:1/16:0),538.52,264.4,1240,20241023_PlasmaExtract2.wiff.scan
Cer(d18:0/16:0),540.54,266.4,120,20241023_PlasmaExtract2.wiff.scan
"""Cer(d15:2(4E,6E)/20:0)""",550.52,220.4,200,20241023_PlasmaExtract2.wiff.scan
Cer(d18:1/17:0),552.54,264.4,160,20241023_PlasmaExtract2.wiff.scan
Cer(d18:0/17:0),554.55,266.4,160,20241023_PlasmaExtract2.wiff.scan
CerP(d18:1/12:0),562.42,264.4,80,20241023_PlasmaExtract2.wiff.scan
Cer(d18:2/18:1),562.52,262.4,40,20241023_PlasmaExtract2.wiff.scan
Cer(d18:1/18:1(9Z)),564.54,264.4,120,20241023_PlasmaExtract2.wiff.scan
Cer(d18:1/18:0),566.55,264.4,600,20241023_PlasmaExtract2.wiff.scan
Cer(d18:0/18:0),568.57,266.4,40,20241023_PlasmaExtract2.wiff.scan
Cer(d18:0/h17:0),570.55,266.4,0,20241023_PlasmaExtract2.wiff.scan
"""Cer(d15:2(4E,6E)/22:0)""",578.55,220.4,40,20241023_PlasmaExtract2.wiff.scan
Cer(d18:1/19:0),580.57,264.4,120,20241023_PlasmaExtract2.wiff.scan
Cer(d18:0/19:0),582.58,266.4,200,20241023_PlasmaExtract2.wiff.scan
CerP(d18:1/14:0),590.45,264.4,80,20241023_PlasmaExtract2.wiff.scan
Cer(d18:2/20:1),590.55,262.4,0,20241023_PlasmaExtract2.wiff.scan
Cer(d18:2/20:0),592.57,262.4,40,20241023_PlasmaExtract2.wiff.scan
Cer(d18:1/20:0),594.58,264.4,400,20241023_PlasmaExtract2.wiff.scan
Cer(d18:0/20:0),596.6,266.4,160,20241023_PlasmaExtract2.wiff.scan
Cer(d18:2/21:0),606.58,262.4,0,20241023_PlasmaExtract2.wiff.scan
Cer(d16:1/23:0),608.6,236.4,320,20241023_PlasmaExtract2.wiff.scan
Cer(d18:0/21:0),610.61,266.4,120,20241023_PlasmaExtract2.wiff.scan
CerP(d18:1/16:0),618.49,264.4,120,20241023_PlasmaExtract2.wiff.scan
CerP(d18:0/16:0),620.5,266.4,240,20241023_PlasmaExtract2.wiff.scan
Cer(d18:2/22:0),620.6,262.4,240,20241023_PlasmaExtract2.wiff.scan
Cer(d18:1/22:0),622.61,264.4,1360,20241023_PlasmaExtract2.wiff.scan
Cer(d18:0/22:0),624.63,266.4,0,20241023_PlasmaExtract2.wiff.scan
Cer(d18:2/23:0),634.61,262.4,120,20241023_PlasmaExtract2.wiff.scan
Cer(d18:1/23:0),636.63,264.4,1880,20241023_PlasmaExtract2.wiff.scan
Cer(d18:0/23:0),638.65,266.4,240,20241023_PlasmaExtract2.wiff.scan
CerP(d18:1/18:0),646.52,264.4,240,20241023_PlasmaExtract2.wiff.scan
Cer(d18:1/24:1(15Z)),648.63,264.4,1320,20241023_PlasmaExtract2.wiff.scan
Cer(d18:1/24:0),650.65,264.4,6720,20241023_PlasmaExtract2.wiff.scan
Cer(d18:0/24:0),652.66,266.4,200,20241023_PlasmaExtract2.wiff.scan
Cer(d18:2/25:0),662.65,262.4,40,20241023_PlasmaExtract2.wiff.scan
Cer(d18:1/25:0),664.66,264.4,600,20241023_PlasmaExtract2.wiff.scan
Cer(d18:0/25:0),666.68,266.4,80,20241023_PlasmaExtract2.wiff.scan
Cer(d18:0/h24:0),668.66,266.4,40,20241023_PlasmaExtract2.wiff.scan
CerP(d18:1/20:0),674.55,264.4,40,20241023_PlasmaExtract2.wiff.scan
Cer(d18:1/26:1(17Z)),676.66,264.4,80,20241023_PlasmaExtract2.wiff.scan
Cer(d18:1/26:0),678.68,264.4,440,20241023_PlasmaExtract2.wiff.scan
Cer(d18:0/26:0),680.69,266.4,200,20241023_PlasmaExtract2.wiff.scan
Cer(d18:2/27:0),690.68,262.4,40,20241023_PlasmaExtract2.wiff.scan
Cer(d18:1/27:0),692.69,264.4,120,20241023_PlasmaExtract2.wiff.scan
Cer(d18:0/27:0),694.71,266.4,200,20241023_PlasmaExtract2.wiff.scan
Cer(d18:0/h26:0),696.69,266.4,240,20241023_PlasmaExtract2.wiff.scan
CerP(d18:1/22:0),702.58,264.4,200,20241023_PlasmaExtract2.wiff.scan
Cer(d18:2/28:0),704.69,262.4,520,20241023_PlasmaExtract2.wiff.scan
Cer(d18:1/28:0),706.71,264.4,200,20241023_PlasmaExtract2.wiff.scan
Cer(d20:0/26:0),708.72,294.4,0,20241023_PlasmaExtract2.wiff.scan
Cer(d18:2/29:0),718.71,262.4,80,20241023_PlasmaExtract2.wiff.scan
Cer(d18:1/29:0),720.72,264.4,40,20241023_PlasmaExtract2.wiff.scan
Cer(d18:0/29:0),722.74,266.4,240,20241023_PlasmaExtract2.wiff.scan
CerP(d18:1/24:1(15Z)),728.6,264.4,240,20241023_PlasmaExtract2.wiff.scan
CerP(d18:1/24:0),730.61,264.4,120,20241023_PlasmaExtract2.wiff.scan
Cer(d18:2/30:0),732.72,262.4,0,20241023_PlasmaExtract2.wiff.scan
Cer(d18:1/30:0),734.74,264.4,120,20241023_PlasmaExtract2.wiff.scan
Cer(d18:0/30:0),736.75,266.4,0,20241023_PlasmaExtract2.wiff.scan
Cer(d18:1/31:0),748.75,264.4,40,20241023_PlasmaExtract2.wiff.scan
Cer(d18:0/31:0),750.77,266.4,80,20241023_PlasmaExtract2.wiff.scan
CerP(d18:1/26:1(17Z)),756.63,264.4,320,20241023_PlasmaExtract2.wiff.scan
CerP(d18:1/26:0),758.64,264.4,0,20241023_PlasmaExtract2.wiff.scan
Cer(d18:2/32:0),760.75,262.4,40,20241023_PlasmaExtract2.wiff.scan
Cer(d18:1/32:0),762.77,264.4,80,20241023_PlasmaExtract2.wiff.scan
Cer(d18:0/32:0),764.79,266.4,0,20241023_PlasmaExtract2.wiff.scan
Cer(d18:1/33:0),776.79,264.4,0,20241023_PlasmaExtract2.wiff.scan
Cer(d18:1/34:0),790.8,264.4,0,20241023_PlasmaExtract2.wiff.scan
Cer(d18:1/35:0),804.82,264.4,40,20241023_PlasmaExtract2.wiff.scan
1-O-eicosanoyl-Cer(d18:1/16:0),832.81,264.4,120,20241023_PlasmaExtract2.wiff.scan
1-O-behenoyl-Cer(d18:1/16:0),860.84,264.4,160,20241023_PlasmaExtract2.wiff.scan
1-O-tricosanoyl-Cer(d18:1/16:0),874.86,264.4,1320,20241023_PlasmaExtract2.wiff.scan
1-O-lignoceroyl-Cer(d18:1/16:0),888.87,264.4,280,20241023_PlasmaExtract2.wiff.scan
1-O-pentacosanoyl-Cer(d18:1/16:0),902.89,264.4,360,20241023_PlasmaExtract2.wiff.scan
1-O-cerotoyl-Cer(d18:1/16:0),916.91,264.4,80,20241023_PlasmaExtract2.wiff.scan
1-O-cerotoyl-Cer(d18:1/18:0),944.94,264.4,40,20241023_PlasmaExtract2.wiff.scan
omega-linoleoyloxy-Cer(d18:1/26:0),956.9,264.4,40,20241023_PlasmaExtract2.wiff.scan
omega-linoleoyloxy-Cer(d18:0/26:0),958.92,266.4,160,20241023_PlasmaExtract2.wiff.scan
omega-linoleoyloxy-Cer(d18:1/27:0),970.92,264.4,240,20241023_PlasmaExtract2.wiff.scan
1-O-carboceroyl-Cer(d18:1/18:0),972.97,264.4,40,20241023_PlasmaExtract2.wiff.scan
omega-linoleoyloxy-Cer(d18:1/28:0),984.93,264.4,0,20241023_PlasmaExtract2.wiff.scan
omega-linoleoyloxy-Cer(d18:0/28:0),986.95,266.4,0,20241023_PlasmaExtract2.wiff.scan
omega-linoleoyloxy-Cer(d18:1/29:0),998.95,264.4,0,20241023_PlasmaExtract2.wiff.scan
omega-linoleoyloxy-Cer(d19:0/28:0),1000.96,280.4,0,20241023_PlasmaExtract2.wiff.scan
omega-linoleoyloxy-Cer(d19:0/28:0),1000.96,280.4,40,20241023_PlasmaExtract2.wiff.scan
omega-linoleoyloxy-Cer(d18:2/30:0),1010.95,262.4,120,20241023_PlasmaExtract2.wiff.scan
omega-linoleoyloxy-Cer(d18:1/30:0),1012.96,264.4,40,20241023_PlasmaExtract2.wiff.scan
omega-linoleoyloxy-Cer(d18:0/30:0),1014.98,266.4,80,20241023_PlasmaExtract2.wiff.scan
omega-linoleoyloxy-Cer(d18:2/31:0),1024.96,262.4,40,20241023_PlasmaExtract2.wiff.scan
omega-linoleoyloxy-Cer(d18:1/31:0),1026.98,264.4,40,20241023_PlasmaExtract2.wiff.scan
omega-linoleoyloxy-Cer(d18:0/31:0),1028.99,266.4,40,20241023_PlasmaExtract2.wiff.scan
omega-linoleoyloxy-Cer(d18:2/32:0),1038.98,262.4,40,20241023_PlasmaExtract2.wiff.scan
omega-linoleoyloxy-Cer(d18:1/32:0),1040.99,264.4,0,20241023_PlasmaExtract2.wiff.scan
omega-linoleoyloxy-Cer(d18:0/32:0),1043.01,266.4,80,20241023_PlasmaExtract2.wiff.scan
omega-linoleoyloxy-Cer(d18:1/33:0),1055.01,264.4,0,20241023_PlasmaExtract2.wiff.scan
omega-linoleoyloxy-Cer(d18:0/33:0),1057.03,266.4,560,20241023_PlasmaExtract2.wiff.scan
omega-linoleoyloxy-Cer(d18:2/34:0),1067.01,262.4,0,20241023_PlasmaExtract2.wiff.scan
omega-linoleoyloxy-Cer(d18:1/34:0),1069.03,264.4,40,20241023_PlasmaExtract2.wiff.scan
omega-linoleoyloxy-Cer(d18:0/34:0),1071.04,266.4,80,20241023_PlasmaExtract2.wiff.scan
omega-linoleoyloxy-Cer(d19:1/34:0),1083.04,264.4,0,20241023_PlasmaExtract2.wiff.scan
omega-linoleoyloxy-Cer(d19:0/34:0),1085.06,280.4,80,20241023_PlasmaExtract2.wiff.scan
omega-linoleoyloxy-Cer(d20:1/34:0),1097.06,292.4,40,20241023_PlasmaExtract2.wiff.scan
omega-linoleoyloxy-Cer(d21:0/33:0),1099.07,294.4,0,20241023_PlasmaExtract2.wiff.scan
omega-linoleoyloxy-GlcCer(d18:1/30:0),1175.02,264.4,40,20241023_PlasmaExtract2.wiff.scan
"""[TG(50:9),TG(49:2)]_FA18:3""",834.76,539.46,400,20241023_PlasmaExtract22.wiff.scan
"""[TG(51:9),TG(50:2)]_FA18:3""",848.77,553.47,560,20241023_PlasmaExtract22.wiff.scan
"""[TG(52:9),TG(51:2)]_FA18:3""",862.79,567.49,120,20241023_PlasmaExtract22.wiff.scan
"""[TG(53:9),TG(52:2)]_FA18:3""",876.8,581.5,680,20241023_PlasmaExtract22.wiff.scan
"""[TG(57:9),TG(56:2)]_FA18:3""",932.86,637.56,1160,20241023_PlasmaExtract22.wiff.scan
"""[TG(58:9),TG(57:2)]_FA18:3""",946.88,651.58,400,20241023_PlasmaExtract22.wiff.scan
"""[TG(59:9),TG(58:2)]_FA18:3""",960.9,665.6,160,20241023_PlasmaExtract22.wiff.scan
"""[TG(60:9),TG(59:2)]_FA18:3""",974.91,679.61,240,20241023_PlasmaExtract22.wiff.scan
"""[TG(62:16),TG(61:9),TG(60:2)]_FA18:3""",988.93,693.63,280,20241023_PlasmaExtract22.wiff.scan
"""[TG(62:9),TG(61:2)]_FA18:3""",1002.94,707.64,400,20241023_PlasmaExtract22.wiff.scan
"""[TG(64:16),TG(63:9),TG(62:2)]_FA18:3""",1016.96,721.66,1160,20241023_PlasmaExtract22.wiff.scan
"""[TG(64:9),TG(63:2)]_FA18:3""",1030.97,735.67,440,20241023_PlasmaExtract22.wiff.scan
"""[TG(66:16),TG(65:9),TG(64:2)]_FA18:3""",1044.99,749.69,480,20241023_PlasmaExtract22.wiff.scan
"""[TG(66:9),TG(65:2)]_FA18:3""",1059.01,763.71,320,20241023_PlasmaExtract22.wiff.scan
"""[TG(48:8),TG(47:1)]_FA18:3""",808.74,513.44,400,20241023_PlasmaExtract22.wiff.scan
"""[TG(49:8),TG(48:1)]_FA18:3""",822.76,527.46,320,20241023_PlasmaExtract22.wiff.scan
"""[TG(50:8),TG(49:1)]_FA18:3""",836.77,541.47,360,20241023_PlasmaExtract22.wiff.scan
"""[TG(51:8),TG(50:1)]_FA18:3""",850.79,555.49,560,20241023_PlasmaExtract22.wiff.scan
"""[TG(52:8),TG(51:1)]_FA18:3""",864.8,569.5,360,20241023_PlasmaExtract22.wiff.scan
"""[TG(53:8),TG(52:1)]_FA18:3""",878.82,583.52,280,20241023_PlasmaExtract22.wiff.scan
"""[TG(56:8),TG(55:1)]_FA18:3""",920.86,625.56,1400,20241023_PlasmaExtract22.wiff.scan
"""[TG(57:8),TG(56:1)]_FA18:3""",934.88,639.58,320,20241023_PlasmaExtract22.wiff.scan
"""[TG(58:8),TG(57:1)]_FA18:3""",948.9,653.6,240,20241023_PlasmaExtract22.wiff.scan
"""[TG(60:15),TG(59:8),TG(58:1)]_FA18:3""",962.91,667.61,400,20241023_PlasmaExtract22.wiff.scan
"""[TG(60:8),TG(59:1)]_FA18:3""",976.93,681.63,280,20241023_PlasmaExtract22.wiff.scan
"""[TG(62:15),TG(61:8),TG(60:1)]_FA18:3""",990.94,695.64,640,20241023_PlasmaExtract22.wiff.scan
"""[TG(62:8),TG(61:1)]_FA18:3""",1004.96,709.66,240,20241023_PlasmaExtract22.wiff.scan
"""[TG(64:15),TG(63:8),TG(62:1)]_FA18:3""",1018.97,723.67,1400,20241023_PlasmaExtract22.wiff.scan
"""[TG(64:8),TG(63:1)]_FA18:3""",1032.99,737.69,520,20241023_PlasmaExtract22.wiff.scan
"""[TG(66:15),TG(65:8),TG(64:1)]_FA18:3""",1047.01,751.71,480,20241023_PlasmaExtract22.wiff.scan
"""[TG(66:8),TG(65:1)]_FA18:3""",1061.02,765.72,440,20241023_PlasmaExtract22.wiff.scan
"""[TG(48:7),TG(47:0)]_FA18:3""",810.76,515.46,160,20241023_PlasmaExtract22.wiff.scan
"""[TG(49:7),TG(48:0)]_FA18:3""",824.77,529.47,560,20241023_PlasmaExtract22.wiff.scan
"""[TG(50:7),TG(49:0)]_FA18:3""",838.79,543.49,1080,20241023_PlasmaExtract22.wiff.scan
"""[TG(51:7),TG(50:0)]_FA18:3""",852.8,557.5,680,20241023_PlasmaExtract22.wiff.scan
"""[TG(52:7),TG(51:0)]_FA18:3""",866.82,571.52,560,20241023_PlasmaExtract22.wiff.scan
"""[TG(53:7),TG(52:0)]_FA18:3""",880.83,585.53,360,20241023_PlasmaExtract22.wiff.scan
"""[TG(54:7),TG(53:0)]_FA18:3""",894.85,599.55,2360,20241023_PlasmaExtract22.wiff.scan
"""[TG(55:7),TG(54:0)]_FA18:3""",908.86,613.56,240,20241023_PlasmaExtract22.wiff.scan
"""[TG(56:7),TG(55:0)]_FA18:3""",922.88,627.58,640,20241023_PlasmaExtract22.wiff.scan
"""[TG(58:14),TG(57:7),TG(56:0)]_FA18:3""",936.9,641.6,440,20241023_PlasmaExtract22.wiff.scan
"""[TG(60:14),TG(59:7),TG(58:0)]_FA18:3""",964.93,669.63,560,20241023_PlasmaExtract22.wiff.scan
"""[TG(61:14),TG(60:7),TG(59:0)]_FA18:3""",978.94,683.64,400,20241023_PlasmaExtract22.wiff.scan
"""[TG(62:14),TG(61:7),TG(60:0)]_FA18:3""",992.96,697.66,400,20241023_PlasmaExtract22.wiff.scan
"""[TG(62:7),TG(61:0)]_FA18:3""",1006.97,711.67,480,20241023_PlasmaExtract22.wiff.scan
"""[TG(64:14),TG(63:7),TG(62:0)]_FA18:3""",1020.99,725.69,3120,20241023_PlasmaExtract22.wiff.scan
"""[TG(64:7),TG(63:0)]_FA18:3""",1035.01,739.71,520,20241023_PlasmaExtract22.wiff.scan
"""[TG(66:14),TG(65:7),TG(64:0)]_FA18:3""",1049.02,753.72,960,20241023_PlasmaExtract22.wiff.scan
[TG(42:3)]_FA18:3,734.63,439.33,400,20241023_PlasmaExtract22.wiff.scan
[TG(42:4)]_FA18:3,732.61,437.31,1280,20241023_PlasmaExtract22.wiff.scan
[TG(43:3)]_FA18:3,748.65,453.35,600,20241023_PlasmaExtract22.wiff.scan
[TG(43:4)]_FA18:3,746.63,451.33,680,20241023_PlasmaExtract22.wiff.scan
[TG(44:3)]_FA18:3,762.66,467.36,360,20241023_PlasmaExtract22.wiff.scan
[TG(44:4)]_FA18:3,760.65,465.35,1120,20241023_PlasmaExtract22.wiff.scan
[TG(44:5)]_FA18:3,758.63,463.33,320,20241023_PlasmaExtract22.wiff.scan
[TG(45:3)]_FA18:3,776.68,481.38,280,20241023_PlasmaExtract22.wiff.scan
[TG(45:4)]_FA18:3,774.66,479.36,800,20241023_PlasmaExtract22.wiff.scan
[TG(45:5)]_FA18:3,772.65,477.35,360,20241023_PlasmaExtract22.wiff.scan
[TG(46:3)]_FA18:3,790.69,495.39,680,20241023_PlasmaExtract22.wiff.scan
[TG(46:4)]_FA18:3,788.68,493.38,200,20241023_PlasmaExtract22.wiff.scan
[TG(46:5)]_FA18:3,786.66,491.36,560,20241023_PlasmaExtract22.wiff.scan
[TG(46:6)]_FA18:3,784.65,489.35,480,20241023_PlasmaExtract22.wiff.scan
[TG(47:3)]_FA18:3,804.71,509.41,240,20241023_PlasmaExtract22.wiff.scan
[TG(47:4)]_FA18:3,802.69,507.39,320,20241023_PlasmaExtract22.wiff.scan
[TG(47:5)]_FA18:3,800.68,505.38,520,20241023_PlasmaExtract22.wiff.scan
[TG(47:6)]_FA18:3,798.66,503.36,560,20241023_PlasmaExtract22.wiff.scan
[TG(48:3)]_FA18:3,818.72,523.42,1200,20241023_PlasmaExtract22.wiff.scan
[TG(48:4)]_FA18:3,816.71,521.41,920,20241023_PlasmaExtract22.wiff.scan
[TG(48:5)]_FA18:3,814.69,519.39,3440,20241023_PlasmaExtract22.wiff.scan
[TG(48:6)]_FA18:3,812.68,517.38,480,20241023_PlasmaExtract22.wiff.scan
[TG(49:3)]_FA18:3,832.74,537.44,400,20241023_PlasmaExtract22.wiff.scan
[TG(49:4)]_FA18:3,830.72,535.42,480,20241023_PlasmaExtract22.wiff.scan
[TG(49:5)]_FA18:3,828.71,533.41,400,20241023_PlasmaExtract22.wiff.scan
[TG(49:6)]_FA18:3,826.69,531.39,640,20241023_PlasmaExtract22.wiff.scan
[TG(50:3)]_FA18:3,846.76,551.46,1680,20241023_PlasmaExtract22.wiff.scan
[TG(50:4)]_FA18:3,844.74,549.44,4200,20241023_PlasmaExtract22.wiff.scan
[TG(50:6)]_FA18:3,840.71,545.41,760,20241023_PlasmaExtract22.wiff.scan
[TG(51:4)]_FA18:3,858.76,563.46,880,20241023_PlasmaExtract22.wiff.scan
[TG(51:5)]_FA18:3,856.74,561.44,920,20241023_PlasmaExtract22.wiff.scan
[TG(51:6)]_FA18:3,854.72,559.42,240,20241023_PlasmaExtract22.wiff.scan
"""[TG(52:10),TG(51:3)]_FA18:3""",860.77,565.47,720,20241023_PlasmaExtract22.wiff.scan
[TG(52:4)]_FA18:3,872.77,577.47,5760,20241023_PlasmaExtract22.wiff.scan
[TG(52:6)]_FA18:3,868.74,573.44,1600,20241023_PlasmaExtract22.wiff.scan
[TG(53:6)]_FA18:3,882.76,587.46,440,20241023_PlasmaExtract22.wiff.scan
"""[TG(54:12),TG(53:5)]_FA18:3""",884.77,589.47,480,20241023_PlasmaExtract22.wiff.scan
"""[TG(56:10),TG(55:3)]_FA18:3""",916.83,621.53,640,20241023_PlasmaExtract22.wiff.scan
"""[TG(56:11),TG(55:4)]_FA18:3""",914.82,619.52,1040,20241023_PlasmaExtract22.wiff.scan
"""[TG(56:12),TG(55:5)]_FA18:3""",912.8,617.5,760,20241023_PlasmaExtract22.wiff.scan
"""[TG(56:13),TG(55:6)]_FA18:3""",910.79,615.49,400,20241023_PlasmaExtract22.wiff.scan
[TG(56:6)]_FA18:3,924.8,629.5,280,20241023_PlasmaExtract22.wiff.scan
"""[TG(57:10),TG(56:3)]_FA18:3""",930.85,635.55,360,20241023_PlasmaExtract22.wiff.scan
"""[TG(57:11),TG(56:4)]_FA18:3""",928.83,633.53,920,20241023_PlasmaExtract22.wiff.scan
"""[TG(57:12),TG(56:5)]_FA18:3""",926.82,631.52,320,20241023_PlasmaExtract22.wiff.scan
"""[TG(58:10),TG(57:3)]_FA18:3""",944.86,649.56,520,20241023_PlasmaExtract22.wiff.scan
"""[TG(58:11),TG(57:4)]_FA18:3""",942.85,647.55,400,20241023_PlasmaExtract22.wiff.scan
"""[TG(58:12),TG(57:5)]_FA18:3""",940.83,645.53,200,20241023_PlasmaExtract22.wiff.scan
"""[TG(58:13),TG(57:6)]_FA18:3""",938.82,643.52,520,20241023_PlasmaExtract22.wiff.scan
"""[TG(59:10),TG(58:3)]_FA18:3""",958.88,663.58,440,20241023_PlasmaExtract22.wiff.scan
"""[TG(59:11),TG(58:4)]_FA18:3""",956.86,661.56,400,20241023_PlasmaExtract22.wiff.scan
"""[TG(59:12),TG(58:5)]_FA18:3""",954.85,659.55,520,20241023_PlasmaExtract22.wiff.scan
"""[TG(59:13),TG(58:6)]_FA18:3""",952.83,657.53,320,20241023_PlasmaExtract22.wiff.scan
"""[TG(60:10),TG(59:3)]_FA18:3""",972.9,677.6,520,20241023_PlasmaExtract22.wiff.scan
"""[TG(60:11),TG(59:4)]_FA18:3""",970.88,675.58,160,20241023_PlasmaExtract22.wiff.scan
"""[TG(60:12),TG(59:5)]_FA18:3""",968.86,673.56,360,20241023_PlasmaExtract22.wiff.scan
"""[TG(60:13),TG(59:6)]_FA18:3""",966.85,671.55,240,20241023_PlasmaExtract22.wiff.scan
"""[TG(61:10),TG(60:3)]_FA18:3""",986.91,691.61,360,20241023_PlasmaExtract22.wiff.scan
"""[TG(61:11),TG(60:4)]_FA18:3""",984.9,689.6,240,20241023_PlasmaExtract22.wiff.scan
"""[TG(61:12),TG(60:5)]_FA18:3""",982.88,687.58,320,20241023_PlasmaExtract22.wiff.scan
"""[TG(61:13),TG(60:6)]_FA18:3""",980.86,685.56,280,20241023_PlasmaExtract22.wiff.scan
"""[TG(62:10),TG(61:3)]_FA18:3""",1000.93,705.63,400,20241023_PlasmaExtract22.wiff.scan
"""[TG(62:11),TG(61:4)]_FA18:3""",998.91,703.61,520,20241023_PlasmaExtract22.wiff.scan
"""[TG(62:12),TG(61:5)]_FA18:3""",996.9,701.6,440,20241023_PlasmaExtract22.wiff.scan
"""[TG(62:13),TG(61:6)]_FA18:3""",994.88,699.58,200,20241023_PlasmaExtract22.wiff.scan
"""[TG(63:11),TG(62:4)]_FA18:3""",1012.93,717.63,400,20241023_PlasmaExtract22.wiff.scan
"""[TG(63:12),TG(62:5)]_FA18:3""",1010.91,715.61,40,20241023_PlasmaExtract22.wiff.scan
"""[TG(63:13),TG(62:6)]_FA18:3""",1008.9,713.6,400,20241023_PlasmaExtract22.wiff.scan
"""[TG(64:10),TG(63:3)]_FA18:3""",1028.96,733.66,120,20241023_PlasmaExtract22.wiff.scan
"""[TG(64:11),TG(63:4)]_FA18:3""",1026.94,731.64,240,20241023_PlasmaExtract22.wiff.scan
"""[TG(64:12),TG(63:5)]_FA18:3""",1024.93,729.63,120,20241023_PlasmaExtract22.wiff.scan
"""[TG(64:13),TG(63:6)]_FA18:3""",1022.91,727.61,680,20241023_PlasmaExtract22.wiff.scan
"""[TG(64:17),TG(63:10),TG(62:3)]_FA18:3""",1014.94,719.64,800,20241023_PlasmaExtract22.wiff.scan
[TG(64:6)]_FA18:3,1036.93,741.63,680,20241023_PlasmaExtract22.wiff.scan
"""[TG(65:12),TG(64:5)]_FA18:3""",1038.94,743.64,360,20241023_PlasmaExtract22.wiff.scan
"""[TG(66:10),TG(65:3)]_FA18:3""",1056.99,761.69,920,20241023_PlasmaExtract22.wiff.scan
"""[TG(66:11),TG(65:4)]_FA18:3""",1054.97,759.67,1800,20241023_PlasmaExtract22.wiff.scan
"""[TG(66:12),TG(65:5)]_FA18:3""",1052.96,757.66,640,20241023_PlasmaExtract22.wiff.scan
"""[TG(66:13),TG(65:6)]_FA18:3""",1050.94,755.64,280,20241023_PlasmaExtract22.wiff.scan
"""[TG(66:17),TG(65:10),TG(64:3)]_FA18:3""",1042.97,747.67,240,20241023_PlasmaExtract22.wiff.scan
"""[TG(66:18),TG(65:11),TG(64:4)]_FA18:3""",1040.96,745.66,400,20241023_PlasmaExtract22.wiff.scan
[TG(66:3)]_FA18:3,1071.01,775.71,840,20241023_PlasmaExtract22.wiff.scan
[TG(66:4)]_FA18:3,1068.99,773.69,480,20241023_PlasmaExtract22.wiff.scan
[TG(66:5)]_FA18:3,1066.97,771.67,400,20241023_PlasmaExtract22.wiff.scan
[TG(66:6)]_FA18:3,1064.96,769.66,640,20241023_PlasmaExtract22.wiff.scan
[TG(66:7)]_FA18:3,1062.94,767.64,560,20241023_PlasmaExtract22.wiff.scan
[TG(50:5)]_FA18:3,842.72,547.42,2400,20241023_PlasmaExtract22.wiff.scan
[TG(52:5)]_FA18:3,870.76,575.46,2480,20241023_PlasmaExtract22.wiff.scan
"""[TG(53:10),TG(52:3)]_FA18:3""",874.79,579.49,1240,20241023_PlasmaExtract22.wiff.scan
"""[TG(54:10),TG(53:3)]_FA18:3""",888.8,593.5,360,20241023_PlasmaExtract22.wiff.scan
"""[TG(54:11),TG(53:4)]_FA18:3""",886.79,591.49,1120,20241023_PlasmaExtract22.wiff.scan
[TG(54:5)]_FA18:3,898.79,603.49,1800,20241023_PlasmaExtract22.wiff.scan
[TG(54:6)]_FA18:3,896.77,601.47,3360,20241023_PlasmaExtract22.wiff.scan
"""[TG(54:8),TG(53:1)]_FA18:3""",892.83,597.53,1880,20241023_PlasmaExtract22.wiff.scan
