Parent_Ion,Product_Ion,Retention_Time,OzESI_Intensity,Sample_ID,Transition,Match_Group,Lipid,Cage,Mouse,Genotype,Biology,Group_Sample,db,FAC,TG,Group,Cluster_Label
722.7,547.5,13.938450000000001,354.3600158691406,12012023_DOD73_M2_5xFAD_liver_O3on_01,722.7 -> 547.5,85,[TG(50:3)]_FA18:1,DOD73,M2,5xFAD,liver,-1,n-10,FA18:1,TG(50:3),0,1
722.7,547.5,13.982866666666668,59.90000534057617,12012023_DOD73_M2_5xFAD_liver_O3on_01,722.7 -> 547.5,85,[TG(50:3)]_FA18:1,DOD73,M2,5xFAD,liver,-1,n-10,FA18:1,TG(50:3),0,1
722.7,547.5,14.027266666666668,123.52001190185547,12012023_DOD73_M2_5xFAD_liver_O3on_01,722.7 -> 547.5,85,[TG(50:3)]_FA18:1,DOD73,M2,5xFAD,liver,-1,n-10,FA18:1,TG(50:3),0,1
722.7,547.5,14.071683333333334,41.08000183105469,12012023_DOD73_M2_5xFAD_liver_O3on_01,722.7 -> 547.5,85,[TG(50:3)]_FA18:1,DOD73,M2,5xFAD,liver,-1,n-10,FA18:1,TG(50:3),0,1
722.7,547.5,14.116083333333334,102.40000915527344,12012023_DOD73_M2_5xFAD_liver_O3on_01,722.7 -> 547.5,85,[TG(50:3)]_FA18:1,DOD73,M2,5xFAD,liver,-1,n-10,FA18:1,TG(50:3),0,1
722.7,547.5,14.1605,41.000003814697266,12012023_DOD73_M2_5xFAD_liver_O3on_01,722.7 -> 547.5,85,[TG(50:3)]_FA18:1,DOD73,M2,5xFAD,liver,-1,n-10,FA18:1,TG(50:3),0,0
722.7,547.5,14.2049,40.880001068115234,12012023_DOD73_M2_5xFAD_liver_O3on_01,722.7 -> 547.5,85,[TG(50:3)]_FA18:1,DOD73,M2,5xFAD,liver,-1,n-10,FA18:1,TG(50:3),0,0
722.7,547.5,14.249316666666667,40.94000244140625,12012023_DOD73_M2_5xFAD_liver_O3on_01,722.7 -> 547.5,85,[TG(50:3)]_FA18:1,DOD73,M2,5xFAD,liver,-1,n-10,FA18:1,TG(50:3),0,0
722.7,547.5,14.293716666666667,40.94000244140625,12012023_DOD73_M2_5xFAD_liver_O3on_01,722.7 -> 547.5,85,[TG(50:3)]_FA18:1,DOD73,M2,5xFAD,liver,-1,n-10,FA18:1,TG(50:3),0,0
722.7,547.5,14.338116666666668,40.92000198364258,12012023_DOD73_M2_5xFAD_liver_O3on_01,722.7 -> 547.5,85,[TG(50:3)]_FA18:1,DOD73,M2,5xFAD,liver,-1,n-10,FA18:1,TG(50:3),0,0
722.7,547.5,14.382533333333335,41.10000228881836,12012023_DOD73_M2_5xFAD_liver_O3on_01,722.7 -> 547.5,85,[TG(50:3)]_FA18:1,DOD73,M2,5xFAD,liver,-1,n-10,FA18:1,TG(50:3),0,0
722.7,547.5,14.426933333333334,40.94000244140625,12012023_DOD73_M2_5xFAD_liver_O3on_01,722.7 -> 547.5,85,[TG(50:3)]_FA18:1,DOD73,M2,5xFAD,liver,-1,n-10,FA18:1,TG(50:3),0,0
722.7,547.5,13.450000000000001,74.42000579833984,12012023_FAD131_M1_5xFAD_liver_O3on_01,722.7 -> 547.5,86,[TG(50:3)]_FA18:1,FAD131,M1,5xFAD,liver,-1,n-10,FA18:1,TG(50:3),1,1
722.7,547.5,13.4944,40.720001220703125,12012023_FAD131_M1_5xFAD_liver_O3on_01,722.7 -> 547.5,86,[TG(50:3)]_FA18:1,FAD131,M1,5xFAD,liver,-1,n-10,FA18:1,TG(50:3),1,1
722.7,547.5,13.538816666666667,40.840003967285156,12012023_FAD131_M1_5xFAD_liver_O3on_01,722.7 -> 547.5,86,[TG(50:3)]_FA18:1,FAD131,M1,5xFAD,liver,-1,n-10,FA18:1,TG(50:3),1,1
722.7,547.5,13.583216666666667,40.86000442504883,12012023_FAD131_M1_5xFAD_liver_O3on_01,722.7 -> 547.5,86,[TG(50:3)]_FA18:1,FAD131,M1,5xFAD,liver,-1,n-10,FA18:1,TG(50:3),1,1
722.7,547.5,13.627616666666666,40.96000289916992,12012023_FAD131_M1_5xFAD_liver_O3on_01,722.7 -> 547.5,86,[TG(50:3)]_FA18:1,FAD131,M1,5xFAD,liver,-1,n-10,FA18:1,TG(50:3),1,1
722.7,547.5,13.672033333333333,40.840003967285156,12012023_FAD131_M1_5xFAD_liver_O3on_01,722.7 -> 547.5,86,[TG(50:3)]_FA18:1,FAD131,M1,5xFAD,liver,-1,n-10,FA18:1,TG(50:3),1,1
722.7,547.5,13.716433333333335,105.72000885009766,12012023_FAD131_M1_5xFAD_liver_O3on_01,722.7 -> 547.5,86,[TG(50:3)]_FA18:1,FAD131,M1,5xFAD,liver,-1,n-10,FA18:1,TG(50:3),1,1
722.7,547.5,13.760850000000001,73.2800064086914,12012023_FAD131_M1_5xFAD_liver_O3on_01,722.7 -> 547.5,86,[TG(50:3)]_FA18:1,FAD131,M1,5xFAD,liver,-1,n-10,FA18:1,TG(50:3),1,1
722.7,547.5,13.805250000000001,40.86000442504883,12012023_FAD131_M1_5xFAD_liver_O3on_01,722.7 -> 547.5,86,[TG(50:3)]_FA18:1,FAD131,M1,5xFAD,liver,-1,n-10,FA18:1,TG(50:3),1,1
722.7,547.5,13.84965,40.78000259399414,12012023_FAD131_M1_5xFAD_liver_O3on_01,722.7 -> 547.5,86,[TG(50:3)]_FA18:1,FAD131,M1,5xFAD,liver,-1,n-10,FA18:1,TG(50:3),1,0
722.7,547.5,13.894066666666667,40.820003509521484,12012023_FAD131_M1_5xFAD_liver_O3on_01,722.7 -> 547.5,86,[TG(50:3)]_FA18:1,FAD131,M1,5xFAD,liver,-1,n-10,FA18:1,TG(50:3),1,0
722.7,547.5,13.938466666666667,40.880001068115234,12012023_FAD131_M1_5xFAD_liver_O3on_01,722.7 -> 547.5,86,[TG(50:3)]_FA18:1,FAD131,M1,5xFAD,liver,-1,n-10,FA18:1,TG(50:3),1,0
722.7,547.5,13.982883333333334,252.58001708984375,12012023_FAD131_M1_5xFAD_liver_O3on_01,722.7 -> 547.5,86,[TG(50:3)]_FA18:1,FAD131,M1,5xFAD,liver,-1,n-10,FA18:1,TG(50:3),1,0
722.7,547.5,14.027283333333335,471.8800354003906,12012023_FAD131_M1_5xFAD_liver_O3on_01,722.7 -> 547.5,86,[TG(50:3)]_FA18:1,FAD131,M1,5xFAD,liver,-1,n-10,FA18:1,TG(50:3),1,0
722.7,547.5,14.071683333333334,119.60000610351562,12012023_FAD131_M1_5xFAD_liver_O3on_01,722.7 -> 547.5,86,[TG(50:3)]_FA18:1,FAD131,M1,5xFAD,liver,-1,n-10,FA18:1,TG(50:3),1,0
722.7,547.5,14.116100000000001,40.76000213623047,12012023_FAD131_M1_5xFAD_liver_O3on_01,722.7 -> 547.5,86,[TG(50:3)]_FA18:1,FAD131,M1,5xFAD,liver,-1,n-10,FA18:1,TG(50:3),1,0
722.7,547.5,14.1605,40.68000411987305,12012023_FAD131_M1_5xFAD_liver_O3on_01,722.7 -> 547.5,86,[TG(50:3)]_FA18:1,FAD131,M1,5xFAD,liver,-1,n-10,FA18:1,TG(50:3),1,0
722.7,547.5,14.204916666666668,162.12001037597656,12012023_FAD131_M1_5xFAD_liver_O3on_01,722.7 -> 547.5,86,[TG(50:3)]_FA18:1,FAD131,M1,5xFAD,liver,-1,n-10,FA18:1,TG(50:3),1,2
722.7,547.5,14.249316666666667,93.66000366210938,12012023_FAD131_M1_5xFAD_liver_O3on_01,722.7 -> 547.5,86,[TG(50:3)]_FA18:1,FAD131,M1,5xFAD,liver,-1,n-10,FA18:1,TG(50:3),1,2
722.7,547.5,14.293716666666667,40.94000244140625,12012023_FAD131_M1_5xFAD_liver_O3on_01,722.7 -> 547.5,86,[TG(50:3)]_FA18:1,FAD131,M1,5xFAD,liver,-1,n-10,FA18:1,TG(50:3),1,2
722.7,547.5,14.338133333333333,40.76000213623047,12012023_FAD131_M1_5xFAD_liver_O3on_01,722.7 -> 547.5,86,[TG(50:3)]_FA18:1,FAD131,M1,5xFAD,liver,-1,n-10,FA18:1,TG(50:3),1,2
722.7,547.5,14.382533333333335,40.840003967285156,12012023_FAD131_M1_5xFAD_liver_O3on_01,722.7 -> 547.5,86,[TG(50:3)]_FA18:1,FAD131,M1,5xFAD,liver,-1,n-10,FA18:1,TG(50:3),1,2
722.7,547.5,14.426950000000001,106.94001007080078,12012023_FAD131_M1_5xFAD_liver_O3on_01,722.7 -> 547.5,86,[TG(50:3)]_FA18:1,FAD131,M1,5xFAD,liver,-1,n-10,FA18:1,TG(50:3),1,2
722.7,547.5,13.450016666666667,69.06000518798828,12012023_FAD131_M2_5xFAD_liver_O3on_01,722.7 -> 547.5,87,[TG(50:3)]_FA18:1,FAD131,M2,5xFAD,liver,-1,n-10,FA18:1,TG(50:3),2,2
722.7,547.5,13.494416666666668,40.76000213623047,12012023_FAD131_M2_5xFAD_liver_O3on_01,722.7 -> 547.5,87,[TG(50:3)]_FA18:1,FAD131,M2,5xFAD,liver,-1,n-10,FA18:1,TG(50:3),2,2
722.7,547.5,13.538816666666667,41.02000427246094,12012023_FAD131_M2_5xFAD_liver_O3on_01,722.7 -> 547.5,87,[TG(50:3)]_FA18:1,FAD131,M2,5xFAD,liver,-1,n-10,FA18:1,TG(50:3),2,2
722.7,547.5,13.583233333333334,40.880001068115234,12012023_FAD131_M2_5xFAD_liver_O3on_01,722.7 -> 547.5,87,[TG(50:3)]_FA18:1,FAD131,M2,5xFAD,liver,-1,n-10,FA18:1,TG(50:3),2,2
722.7,547.5,13.627633333333334,40.840003967285156,12012023_FAD131_M2_5xFAD_liver_O3on_01,722.7 -> 547.5,87,[TG(50:3)]_FA18:1,FAD131,M2,5xFAD,liver,-1,n-10,FA18:1,TG(50:3),2,2
722.7,547.5,13.67205,40.820003509521484,12012023_FAD131_M2_5xFAD_liver_O3on_01,722.7 -> 547.5,87,[TG(50:3)]_FA18:1,FAD131,M2,5xFAD,liver,-1,n-10,FA18:1,TG(50:3),2,2
722.7,547.5,13.71645,40.840003967285156,12012023_FAD131_M2_5xFAD_liver_O3on_01,722.7 -> 547.5,87,[TG(50:3)]_FA18:1,FAD131,M2,5xFAD,liver,-1,n-10,FA18:1,TG(50:3),2,2
722.7,547.5,13.760850000000001,40.86000442504883,12012023_FAD131_M2_5xFAD_liver_O3on_01,722.7 -> 547.5,87,[TG(50:3)]_FA18:1,FAD131,M2,5xFAD,liver,-1,n-10,FA18:1,TG(50:3),2,2
722.7,547.5,13.805266666666668,40.7400016784668,12012023_FAD131_M2_5xFAD_liver_O3on_01,722.7 -> 547.5,87,[TG(50:3)]_FA18:1,FAD131,M2,5xFAD,liver,-1,n-10,FA18:1,TG(50:3),2,0
722.7,547.5,13.849666666666668,40.6400032043457,12012023_FAD131_M2_5xFAD_liver_O3on_01,722.7 -> 547.5,87,[TG(50:3)]_FA18:1,FAD131,M2,5xFAD,liver,-1,n-10,FA18:1,TG(50:3),2,0
722.7,547.5,13.894083333333334,204.74002075195312,12012023_FAD131_M2_5xFAD_liver_O3on_01,722.7 -> 547.5,87,[TG(50:3)]_FA18:1,FAD131,M2,5xFAD,liver,-1,n-10,FA18:1,TG(50:3),2,0
722.7,547.5,13.938483333333334,394.6600341796875,12012023_FAD131_M2_5xFAD_liver_O3on_01,722.7 -> 547.5,87,[TG(50:3)]_FA18:1,FAD131,M2,5xFAD,liver,-1,n-10,FA18:1,TG(50:3),2,0
722.7,547.5,13.982883333333334,163.9600067138672,12012023_FAD131_M2_5xFAD_liver_O3on_01,722.7 -> 547.5,87,[TG(50:3)]_FA18:1,FAD131,M2,5xFAD,liver,-1,n-10,FA18:1,TG(50:3),2,0
722.7,547.5,14.0273,195.6000213623047,12012023_FAD131_M2_5xFAD_liver_O3on_01,722.7 -> 547.5,87,[TG(50:3)]_FA18:1,FAD131,M2,5xFAD,liver,-1,n-10,FA18:1,TG(50:3),2,0
722.7,547.5,14.0717,40.94000244140625,12012023_FAD131_M2_5xFAD_liver_O3on_01,722.7 -> 547.5,87,[TG(50:3)]_FA18:1,FAD131,M2,5xFAD,liver,-1,n-10,FA18:1,TG(50:3),2,0
722.7,547.5,14.116116666666667,40.80000305175781,12012023_FAD131_M2_5xFAD_liver_O3on_01,722.7 -> 547.5,87,[TG(50:3)]_FA18:1,FAD131,M2,5xFAD,liver,-1,n-10,FA18:1,TG(50:3),2,1
722.7,547.5,14.160516666666668,40.7400016784668,12012023_FAD131_M2_5xFAD_liver_O3on_01,722.7 -> 547.5,87,[TG(50:3)]_FA18:1,FAD131,M2,5xFAD,liver,-1,n-10,FA18:1,TG(50:3),2,1
722.7,547.5,14.204916666666668,40.92000198364258,12012023_FAD131_M2_5xFAD_liver_O3on_01,722.7 -> 547.5,87,[TG(50:3)]_FA18:1,FAD131,M2,5xFAD,liver,-1,n-10,FA18:1,TG(50:3),2,1
722.7,547.5,14.249333333333334,40.80000305175781,12012023_FAD131_M2_5xFAD_liver_O3on_01,722.7 -> 547.5,87,[TG(50:3)]_FA18:1,FAD131,M2,5xFAD,liver,-1,n-10,FA18:1,TG(50:3),2,1
722.7,547.5,14.293733333333334,40.86000442504883,12012023_FAD131_M2_5xFAD_liver_O3on_01,722.7 -> 547.5,87,[TG(50:3)]_FA18:1,FAD131,M2,5xFAD,liver,-1,n-10,FA18:1,TG(50:3),2,1
722.7,547.5,14.33815,137.00001525878906,12012023_FAD131_M2_5xFAD_liver_O3on_01,722.7 -> 547.5,87,[TG(50:3)]_FA18:1,FAD131,M2,5xFAD,liver,-1,n-10,FA18:1,TG(50:3),2,1
722.7,547.5,14.38255,56.72000503540039,12012023_FAD131_M2_5xFAD_liver_O3on_01,722.7 -> 547.5,87,[TG(50:3)]_FA18:1,FAD131,M2,5xFAD,liver,-1,n-10,FA18:1,TG(50:3),2,1
722.7,547.5,14.426950000000001,40.62000274658203,12012023_FAD131_M2_5xFAD_liver_O3on_01,722.7 -> 547.5,87,[TG(50:3)]_FA18:1,FAD131,M2,5xFAD,liver,-1,n-10,FA18:1,TG(50:3),2,1
722.7,547.5,13.450000000000001,41.02000427246094,12012023_FAD131_M4_5xFAD_liver_O3on_01,722.7 -> 547.5,88,[TG(50:3)]_FA18:1,FAD131,M4,5xFAD,liver,-1,n-10,FA18:1,TG(50:3),3,1
722.7,547.5,13.4944,41.08000183105469,12012023_FAD131_M4_5xFAD_liver_O3on_01,722.7 -> 547.5,88,[TG(50:3)]_FA18:1,FAD131,M4,5xFAD,liver,-1,n-10,FA18:1,TG(50:3),3,1
722.7,547.5,13.538816666666667,41.160003662109375,12012023_FAD131_M4_5xFAD_liver_O3on_01,722.7 -> 547.5,88,[TG(50:3)]_FA18:1,FAD131,M4,5xFAD,liver,-1,n-10,FA18:1,TG(50:3),3,1
722.7,547.5,13.583216666666667,41.060001373291016,12012023_FAD131_M4_5xFAD_liver_O3on_01,722.7 -> 547.5,88,[TG(50:3)]_FA18:1,FAD131,M4,5xFAD,liver,-1,n-10,FA18:1,TG(50:3),3,1
722.7,547.5,13.627616666666666,41.08000183105469,12012023_FAD131_M4_5xFAD_liver_O3on_01,722.7 -> 547.5,88,[TG(50:3)]_FA18:1,FAD131,M4,5xFAD,liver,-1,n-10,FA18:1,TG(50:3),3,1
722.7,547.5,13.672033333333333,41.08000183105469,12012023_FAD131_M4_5xFAD_liver_O3on_01,722.7 -> 547.5,88,[TG(50:3)]_FA18:1,FAD131,M4,5xFAD,liver,-1,n-10,FA18:1,TG(50:3),3,1
722.7,547.5,13.716433333333335,110.760009765625,12012023_FAD131_M4_5xFAD_liver_O3on_01,722.7 -> 547.5,88,[TG(50:3)]_FA18:1,FAD131,M4,5xFAD,liver,-1,n-10,FA18:1,TG(50:3),3,1
722.7,547.5,13.760850000000001,40.840003967285156,12012023_FAD131_M4_5xFAD_liver_O3on_01,722.7 -> 547.5,88,[TG(50:3)]_FA18:1,FAD131,M4,5xFAD,liver,-1,n-10,FA18:1,TG(50:3),3,2
722.7,547.5,13.805250000000001,40.94000244140625,12012023_FAD131_M4_5xFAD_liver_O3on_01,722.7 -> 547.5,88,[TG(50:3)]_FA18:1,FAD131,M4,5xFAD,liver,-1,n-10,FA18:1,TG(50:3),3,2
722.7,547.5,13.849666666666668,40.980003356933594,12012023_FAD131_M4_5xFAD_liver_O3on_01,722.7 -> 547.5,88,[TG(50:3)]_FA18:1,FAD131,M4,5xFAD,liver,-1,n-10,FA18:1,TG(50:3),3,2
722.7,547.5,13.894066666666667,40.880001068115234,12012023_FAD131_M4_5xFAD_liver_O3on_01,722.7 -> 547.5,88,[TG(50:3)]_FA18:1,FAD131,M4,5xFAD,liver,-1,n-10,FA18:1,TG(50:3),3,2
722.7,547.5,13.938466666666667,41.04000473022461,12012023_FAD131_M4_5xFAD_liver_O3on_01,722.7 -> 547.5,88,[TG(50:3)]_FA18:1,FAD131,M4,5xFAD,liver,-1,n-10,FA18:1,TG(50:3),3,2
722.7,547.5,13.982883333333334,41.320003509521484,12012023_FAD131_M4_5xFAD_liver_O3on_01,722.7 -> 547.5,88,[TG(50:3)]_FA18:1,FAD131,M4,5xFAD,liver,-1,n-10,FA18:1,TG(50:3),3,2
722.7,547.5,14.027283333333335,40.840003967285156,12012023_FAD131_M4_5xFAD_liver_O3on_01,722.7 -> 547.5,88,[TG(50:3)]_FA18:1,FAD131,M4,5xFAD,liver,-1,n-10,FA18:1,TG(50:3),3,2
722.7,547.5,14.0717,41.1400032043457,12012023_FAD131_M4_5xFAD_liver_O3on_01,722.7 -> 547.5,88,[TG(50:3)]_FA18:1,FAD131,M4,5xFAD,liver,-1,n-10,FA18:1,TG(50:3),3,2
722.7,547.5,14.116100000000001,40.880001068115234,12012023_FAD131_M4_5xFAD_liver_O3on_01,722.7 -> 547.5,88,[TG(50:3)]_FA18:1,FAD131,M4,5xFAD,liver,-1,n-10,FA18:1,TG(50:3),3,0
722.7,547.5,14.1605,40.820003509521484,12012023_FAD131_M4_5xFAD_liver_O3on_01,722.7 -> 547.5,88,[TG(50:3)]_FA18:1,FAD131,M4,5xFAD,liver,-1,n-10,FA18:1,TG(50:3),3,0
722.7,547.5,14.204916666666668,108.12001037597656,12012023_FAD131_M4_5xFAD_liver_O3on_01,722.7 -> 547.5,88,[TG(50:3)]_FA18:1,FAD131,M4,5xFAD,liver,-1,n-10,FA18:1,TG(50:3),3,0
722.7,547.5,14.249333333333334,123.68000793457031,12012023_FAD131_M4_5xFAD_liver_O3on_01,722.7 -> 547.5,88,[TG(50:3)]_FA18:1,FAD131,M4,5xFAD,liver,-1,n-10,FA18:1,TG(50:3),3,0
722.7,547.5,14.293733333333334,208.6400146484375,12012023_FAD131_M4_5xFAD_liver_O3on_01,722.7 -> 547.5,88,[TG(50:3)]_FA18:1,FAD131,M4,5xFAD,liver,-1,n-10,FA18:1,TG(50:3),3,0
722.7,547.5,14.338133333333333,41.1400032043457,12012023_FAD131_M4_5xFAD_liver_O3on_01,722.7 -> 547.5,88,[TG(50:3)]_FA18:1,FAD131,M4,5xFAD,liver,-1,n-10,FA18:1,TG(50:3),3,0
722.7,547.5,14.38255,40.900001525878906,12012023_FAD131_M4_5xFAD_liver_O3on_01,722.7 -> 547.5,88,[TG(50:3)]_FA18:1,FAD131,M4,5xFAD,liver,-1,n-10,FA18:1,TG(50:3),3,0
722.7,547.5,14.426950000000001,41.04000473022461,12012023_FAD131_M4_5xFAD_liver_O3on_01,722.7 -> 547.5,88,[TG(50:3)]_FA18:1,FAD131,M4,5xFAD,liver,-1,n-10,FA18:1,TG(50:3),3,0
722.7,547.5,13.450016666666667,558.800048828125,12012023_FAD173_M1_5xFAD_liver_O3on_01,722.7 -> 547.5,89,[TG(50:3)]_FA18:1,FAD173,M1,5xFAD,liver,-1,n-10,FA18:1,TG(50:3),4,0
722.7,547.5,13.494433333333333,190.760009765625,12012023_FAD173_M1_5xFAD_liver_O3on_01,722.7 -> 547.5,89,[TG(50:3)]_FA18:1,FAD173,M1,5xFAD,liver,-1,n-10,FA18:1,TG(50:3),4,0
722.7,547.5,13.538833333333335,41.160003662109375,12012023_FAD173_M1_5xFAD_liver_O3on_01,722.7 -> 547.5,89,[TG(50:3)]_FA18:1,FAD173,M1,5xFAD,liver,-1,n-10,FA18:1,TG(50:3),4,0
722.7,547.5,13.583250000000001,98.74000549316406,12012023_FAD173_M1_5xFAD_liver_O3on_01,722.7 -> 547.5,89,[TG(50:3)]_FA18:1,FAD173,M1,5xFAD,liver,-1,n-10,FA18:1,TG(50:3),4,0
722.7,547.5,13.627650000000001,41.30000305175781,12012023_FAD173_M1_5xFAD_liver_O3on_01,722.7 -> 547.5,89,[TG(50:3)]_FA18:1,FAD173,M1,5xFAD,liver,-1,n-10,FA18:1,TG(50:3),4,0
722.7,547.5,13.67205,41.000003814697266,12012023_FAD173_M1_5xFAD_liver_O3on_01,722.7 -> 547.5,89,[TG(50:3)]_FA18:1,FAD173,M1,5xFAD,liver,-1,n-10,FA18:1,TG(50:3),4,0
722.7,547.5,13.716466666666667,41.160003662109375,12012023_FAD173_M1_5xFAD_liver_O3on_01,722.7 -> 547.5,89,[TG(50:3)]_FA18:1,FAD173,M1,5xFAD,liver,-1,n-10,FA18:1,TG(50:3),4,2
722.7,547.5,13.760866666666667,41.20000457763672,12012023_FAD173_M1_5xFAD_liver_O3on_01,722.7 -> 547.5,89,[TG(50:3)]_FA18:1,FAD173,M1,5xFAD,liver,-1,n-10,FA18:1,TG(50:3),4,2
722.7,547.5,13.805283333333334,41.10000228881836,12012023_FAD173_M1_5xFAD_liver_O3on_01,722.7 -> 547.5,89,[TG(50:3)]_FA18:1,FAD173,M1,5xFAD,liver,-1,n-10,FA18:1,TG(50:3),4,2
722.7,547.5,13.849683333333333,41.220001220703125,12012023_FAD173_M1_5xFAD_liver_O3on_01,722.7 -> 547.5,89,[TG(50:3)]_FA18:1,FAD173,M1,5xFAD,liver,-1,n-10,FA18:1,TG(50:3),4,2
722.7,547.5,13.894083333333334,41.02000427246094,12012023_FAD173_M1_5xFAD_liver_O3on_01,722.7 -> 547.5,89,[TG(50:3)]_FA18:1,FAD173,M1,5xFAD,liver,-1,n-10,FA18:1,TG(50:3),4,2
722.7,547.5,13.938500000000001,122.48001098632812,12012023_FAD173_M1_5xFAD_liver_O3on_01,722.7 -> 547.5,89,[TG(50:3)]_FA18:1,FAD173,M1,5xFAD,liver,-1,n-10,FA18:1,TG(50:3),4,2
722.7,547.5,13.9829,41.400001525878906,12012023_FAD173_M1_5xFAD_liver_O3on_01,722.7 -> 547.5,89,[TG(50:3)]_FA18:1,FAD173,M1,5xFAD,liver,-1,n-10,FA18:1,TG(50:3),4,2
722.7,547.5,14.027316666666668,41.36000442504883,12012023_FAD173_M1_5xFAD_liver_O3on_01,722.7 -> 547.5,89,[TG(50:3)]_FA18:1,FAD173,M1,5xFAD,liver,-1,n-10,FA18:1,TG(50:3),4,2
722.7,547.5,14.071716666666667,41.320003509521484,12012023_FAD173_M1_5xFAD_liver_O3on_01,722.7 -> 547.5,89,[TG(50:3)]_FA18:1,FAD173,M1,5xFAD,liver,-1,n-10,FA18:1,TG(50:3),4,1
722.7,547.5,14.116116666666667,71.7800064086914,12012023_FAD173_M1_5xFAD_liver_O3on_01,722.7 -> 547.5,89,[TG(50:3)]_FA18:1,FAD173,M1,5xFAD,liver,-1,n-10,FA18:1,TG(50:3),4,1
722.7,547.5,14.160533333333333,41.04000473022461,12012023_FAD173_M1_5xFAD_liver_O3on_01,722.7 -> 547.5,89,[TG(50:3)]_FA18:1,FAD173,M1,5xFAD,liver,-1,n-10,FA18:1,TG(50:3),4,1
722.7,547.5,14.204933333333335,41.380001068115234,12012023_FAD173_M1_5xFAD_liver_O3on_01,722.7 -> 547.5,89,[TG(50:3)]_FA18:1,FAD173,M1,5xFAD,liver,-1,n-10,FA18:1,TG(50:3),4,1
722.7,547.5,14.249350000000002,41.380001068115234,12012023_FAD173_M1_5xFAD_liver_O3on_01,722.7 -> 547.5,89,[TG(50:3)]_FA18:1,FAD173,M1,5xFAD,liver,-1,n-10,FA18:1,TG(50:3),4,1
722.7,547.5,14.293750000000001,41.18000411987305,12012023_FAD173_M1_5xFAD_liver_O3on_01,722.7 -> 547.5,89,[TG(50:3)]_FA18:1,FAD173,M1,5xFAD,liver,-1,n-10,FA18:1,TG(50:3),4,1
722.7,547.5,14.33815,41.1400032043457,12012023_FAD173_M1_5xFAD_liver_O3on_01,722.7 -> 547.5,89,[TG(50:3)]_FA18:1,FAD173,M1,5xFAD,liver,-1,n-10,FA18:1,TG(50:3),4,1
722.7,547.5,14.382566666666667,41.18000411987305,12012023_FAD173_M1_5xFAD_liver_O3on_01,722.7 -> 547.5,89,[TG(50:3)]_FA18:1,FAD173,M1,5xFAD,liver,-1,n-10,FA18:1,TG(50:3),4,1
722.7,547.5,14.426966666666667,41.26000213623047,12012023_FAD173_M1_5xFAD_liver_O3on_01,722.7 -> 547.5,89,[TG(50:3)]_FA18:1,FAD173,M1,5xFAD,liver,-1,n-10,FA18:1,TG(50:3),4,1
