Parent_Ion,Product_Ion,Retention_Time,OzESI_Intensity,Sample_ID,Transition,Match_Group,Lipid,Correct_RT,Max_Intensity,Cage,Mouse,Genotype,Biology,db,FAC,TG,Group,Cluster_Label
722.7,547.5,13.63,41.0,12012023_FAD131_M1_5xFAD_liver_O3on_01,722.7 -> 547.5,86,[TG(50:3)]_FA18:1,12.83,1138.0,FAD131,M1,5xFAD,liver,n-10,FA18:1,TG(50:3),1,0
722.7,547.5,13.67,41.0,12012023_FAD131_M1_5xFAD_liver_O3on_01,722.7 -> 547.5,86,[TG(50:3)]_FA18:1,12.83,1138.0,FAD131,M1,5xFAD,liver,n-10,FA18:1,TG(50:3),1,0
722.7,547.5,13.72,106.0,12012023_FAD131_M1_5xFAD_liver_O3on_01,722.7 -> 547.5,86,[TG(50:3)]_FA18:1,12.83,1138.0,FAD131,M1,5xFAD,liver,n-10,FA18:1,TG(50:3),1,0
722.7,547.5,13.76,73.0,12012023_FAD131_M1_5xFAD_liver_O3on_01,722.7 -> 547.5,86,[TG(50:3)]_FA18:1,12.83,1138.0,FAD131,M1,5xFAD,liver,n-10,FA18:1,TG(50:3),1,0
722.7,547.5,13.81,41.0,12012023_FAD131_M1_5xFAD_liver_O3on_01,722.7 -> 547.5,86,[TG(50:3)]_FA18:1,12.83,1138.0,FAD131,M1,5xFAD,liver,n-10,FA18:1,TG(50:3),1,2
722.7,547.5,13.85,41.0,12012023_FAD131_M1_5xFAD_liver_O3on_01,722.7 -> 547.5,86,[TG(50:3)]_FA18:1,12.83,1138.0,FAD131,M1,5xFAD,liver,n-10,FA18:1,TG(50:3),1,2
722.7,547.5,13.89,41.0,12012023_FAD131_M1_5xFAD_liver_O3on_01,722.7 -> 547.5,86,[TG(50:3)]_FA18:1,12.83,1138.0,FAD131,M1,5xFAD,liver,n-10,FA18:1,TG(50:3),1,2
722.7,547.5,13.94,41.0,12012023_FAD131_M1_5xFAD_liver_O3on_01,722.7 -> 547.5,86,[TG(50:3)]_FA18:1,12.83,1138.0,FAD131,M1,5xFAD,liver,n-10,FA18:1,TG(50:3),1,2
722.7,547.5,13.98,253.0,12012023_FAD131_M1_5xFAD_liver_O3on_01,722.7 -> 547.5,86,[TG(50:3)]_FA18:1,12.83,1138.0,FAD131,M1,5xFAD,liver,n-10,FA18:1,TG(50:3),1,2
722.7,547.5,14.03,472.0,12012023_FAD131_M1_5xFAD_liver_O3on_01,722.7 -> 547.5,86,[TG(50:3)]_FA18:1,12.83,1138.0,FAD131,M1,5xFAD,liver,n-10,FA18:1,TG(50:3),1,2
722.7,547.5,14.07,120.0,12012023_FAD131_M1_5xFAD_liver_O3on_01,722.7 -> 547.5,86,[TG(50:3)]_FA18:1,12.83,1138.0,FAD131,M1,5xFAD,liver,n-10,FA18:1,TG(50:3),1,2
722.7,547.5,14.12,41.0,12012023_FAD131_M1_5xFAD_liver_O3on_01,722.7 -> 547.5,86,[TG(50:3)]_FA18:1,12.83,1138.0,FAD131,M1,5xFAD,liver,n-10,FA18:1,TG(50:3),1,2
722.7,547.5,14.16,41.0,12012023_FAD131_M1_5xFAD_liver_O3on_01,722.7 -> 547.5,86,[TG(50:3)]_FA18:1,12.83,1138.0,FAD131,M1,5xFAD,liver,n-10,FA18:1,TG(50:3),1,1
722.7,547.5,14.2,162.0,12012023_FAD131_M1_5xFAD_liver_O3on_01,722.7 -> 547.5,86,[TG(50:3)]_FA18:1,12.83,1138.0,FAD131,M1,5xFAD,liver,n-10,FA18:1,TG(50:3),1,1
722.7,547.5,14.25,94.0,12012023_FAD131_M1_5xFAD_liver_O3on_01,722.7 -> 547.5,86,[TG(50:3)]_FA18:1,12.83,1138.0,FAD131,M1,5xFAD,liver,n-10,FA18:1,TG(50:3),1,1
722.7,547.5,14.29,41.0,12012023_FAD131_M1_5xFAD_liver_O3on_01,722.7 -> 547.5,86,[TG(50:3)]_FA18:1,12.83,1138.0,FAD131,M1,5xFAD,liver,n-10,FA18:1,TG(50:3),1,1
722.7,547.5,14.34,41.0,12012023_FAD131_M1_5xFAD_liver_O3on_01,722.7 -> 547.5,86,[TG(50:3)]_FA18:1,12.83,1138.0,FAD131,M1,5xFAD,liver,n-10,FA18:1,TG(50:3),1,1
722.7,547.5,14.38,41.0,12012023_FAD131_M1_5xFAD_liver_O3on_01,722.7 -> 547.5,86,[TG(50:3)]_FA18:1,12.83,1138.0,FAD131,M1,5xFAD,liver,n-10,FA18:1,TG(50:3),1,1
722.7,547.5,14.43,107.0,12012023_FAD131_M1_5xFAD_liver_O3on_01,722.7 -> 547.5,86,[TG(50:3)]_FA18:1,12.83,1138.0,FAD131,M1,5xFAD,liver,n-10,FA18:1,TG(50:3),1,1
722.7,547.5,13.45,69.0,12012023_FAD131_M2_5xFAD_liver_O3on_01,722.7 -> 547.5,87,[TG(50:3)]_FA18:1,12.87,1247.0,FAD131,M2,5xFAD,liver,n-10,FA18:1,TG(50:3),2,1
722.7,547.5,13.49,41.0,12012023_FAD131_M2_5xFAD_liver_O3on_01,722.7 -> 547.5,87,[TG(50:3)]_FA18:1,12.87,1247.0,FAD131,M2,5xFAD,liver,n-10,FA18:1,TG(50:3),2,1
722.7,547.5,13.54,41.0,12012023_FAD131_M2_5xFAD_liver_O3on_01,722.7 -> 547.5,87,[TG(50:3)]_FA18:1,12.87,1247.0,FAD131,M2,5xFAD,liver,n-10,FA18:1,TG(50:3),2,1
722.7,547.5,13.58,41.0,12012023_FAD131_M2_5xFAD_liver_O3on_01,722.7 -> 547.5,87,[TG(50:3)]_FA18:1,12.87,1247.0,FAD131,M2,5xFAD,liver,n-10,FA18:1,TG(50:3),2,1
722.7,547.5,13.63,41.0,12012023_FAD131_M2_5xFAD_liver_O3on_01,722.7 -> 547.5,87,[TG(50:3)]_FA18:1,12.87,1247.0,FAD131,M2,5xFAD,liver,n-10,FA18:1,TG(50:3),2,1
722.7,547.5,13.67,41.0,12012023_FAD131_M2_5xFAD_liver_O3on_01,722.7 -> 547.5,87,[TG(50:3)]_FA18:1,12.87,1247.0,FAD131,M2,5xFAD,liver,n-10,FA18:1,TG(50:3),2,1
722.7,547.5,13.72,41.0,12012023_FAD131_M2_5xFAD_liver_O3on_01,722.7 -> 547.5,87,[TG(50:3)]_FA18:1,12.87,1247.0,FAD131,M2,5xFAD,liver,n-10,FA18:1,TG(50:3),2,1
722.7,547.5,13.76,41.0,12012023_FAD131_M2_5xFAD_liver_O3on_01,722.7 -> 547.5,87,[TG(50:3)]_FA18:1,12.87,1247.0,FAD131,M2,5xFAD,liver,n-10,FA18:1,TG(50:3),2,2
722.7,547.5,13.81,41.0,12012023_FAD131_M2_5xFAD_liver_O3on_01,722.7 -> 547.5,87,[TG(50:3)]_FA18:1,12.87,1247.0,FAD131,M2,5xFAD,liver,n-10,FA18:1,TG(50:3),2,2
722.7,547.5,13.85,41.0,12012023_FAD131_M2_5xFAD_liver_O3on_01,722.7 -> 547.5,87,[TG(50:3)]_FA18:1,12.87,1247.0,FAD131,M2,5xFAD,liver,n-10,FA18:1,TG(50:3),2,2
722.7,547.5,13.89,205.0,12012023_FAD131_M2_5xFAD_liver_O3on_01,722.7 -> 547.5,87,[TG(50:3)]_FA18:1,12.87,1247.0,FAD131,M2,5xFAD,liver,n-10,FA18:1,TG(50:3),2,2
722.7,547.5,13.94,395.0,12012023_FAD131_M2_5xFAD_liver_O3on_01,722.7 -> 547.5,87,[TG(50:3)]_FA18:1,12.87,1247.0,FAD131,M2,5xFAD,liver,n-10,FA18:1,TG(50:3),2,2
722.7,547.5,13.98,164.0,12012023_FAD131_M2_5xFAD_liver_O3on_01,722.7 -> 547.5,87,[TG(50:3)]_FA18:1,12.87,1247.0,FAD131,M2,5xFAD,liver,n-10,FA18:1,TG(50:3),2,2
722.7,547.5,14.03,196.0,12012023_FAD131_M2_5xFAD_liver_O3on_01,722.7 -> 547.5,87,[TG(50:3)]_FA18:1,12.87,1247.0,FAD131,M2,5xFAD,liver,n-10,FA18:1,TG(50:3),2,2
722.7,547.5,14.07,41.0,12012023_FAD131_M2_5xFAD_liver_O3on_01,722.7 -> 547.5,87,[TG(50:3)]_FA18:1,12.87,1247.0,FAD131,M2,5xFAD,liver,n-10,FA18:1,TG(50:3),2,2
722.7,547.5,14.12,41.0,12012023_FAD131_M2_5xFAD_liver_O3on_01,722.7 -> 547.5,87,[TG(50:3)]_FA18:1,12.87,1247.0,FAD131,M2,5xFAD,liver,n-10,FA18:1,TG(50:3),2,0
722.7,547.5,14.16,41.0,12012023_FAD131_M2_5xFAD_liver_O3on_01,722.7 -> 547.5,87,[TG(50:3)]_FA18:1,12.87,1247.0,FAD131,M2,5xFAD,liver,n-10,FA18:1,TG(50:3),2,0
722.7,547.5,14.2,41.0,12012023_FAD131_M2_5xFAD_liver_O3on_01,722.7 -> 547.5,87,[TG(50:3)]_FA18:1,12.87,1247.0,FAD131,M2,5xFAD,liver,n-10,FA18:1,TG(50:3),2,0
722.7,547.5,14.25,41.0,12012023_FAD131_M2_5xFAD_liver_O3on_01,722.7 -> 547.5,87,[TG(50:3)]_FA18:1,12.87,1247.0,FAD131,M2,5xFAD,liver,n-10,FA18:1,TG(50:3),2,0
722.7,547.5,14.29,41.0,12012023_FAD131_M2_5xFAD_liver_O3on_01,722.7 -> 547.5,87,[TG(50:3)]_FA18:1,12.87,1247.0,FAD131,M2,5xFAD,liver,n-10,FA18:1,TG(50:3),2,0
722.7,547.5,14.34,137.0,12012023_FAD131_M2_5xFAD_liver_O3on_01,722.7 -> 547.5,87,[TG(50:3)]_FA18:1,12.87,1247.0,FAD131,M2,5xFAD,liver,n-10,FA18:1,TG(50:3),2,0
722.7,547.5,14.38,57.0,12012023_FAD131_M2_5xFAD_liver_O3on_01,722.7 -> 547.5,87,[TG(50:3)]_FA18:1,12.87,1247.0,FAD131,M2,5xFAD,liver,n-10,FA18:1,TG(50:3),2,0
722.7,547.5,14.43,41.0,12012023_FAD131_M2_5xFAD_liver_O3on_01,722.7 -> 547.5,87,[TG(50:3)]_FA18:1,12.87,1247.0,FAD131,M2,5xFAD,liver,n-10,FA18:1,TG(50:3),2,0
722.7,547.5,13.45,41.0,12012023_FAD131_M4_5xFAD_liver_O3on_01,722.7 -> 547.5,88,[TG(50:3)]_FA18:1,12.78,360.0,FAD131,M4,5xFAD,liver,n-10,FA18:1,TG(50:3),3,1
722.7,547.5,13.49,41.0,12012023_FAD131_M4_5xFAD_liver_O3on_01,722.7 -> 547.5,88,[TG(50:3)]_FA18:1,12.78,360.0,FAD131,M4,5xFAD,liver,n-10,FA18:1,TG(50:3),3,1
722.7,547.5,13.54,41.0,12012023_FAD131_M4_5xFAD_liver_O3on_01,722.7 -> 547.5,88,[TG(50:3)]_FA18:1,12.78,360.0,FAD131,M4,5xFAD,liver,n-10,FA18:1,TG(50:3),3,1
722.7,547.5,13.58,41.0,12012023_FAD131_M4_5xFAD_liver_O3on_01,722.7 -> 547.5,88,[TG(50:3)]_FA18:1,12.78,360.0,FAD131,M4,5xFAD,liver,n-10,FA18:1,TG(50:3),3,1
722.7,547.5,13.63,41.0,12012023_FAD131_M4_5xFAD_liver_O3on_01,722.7 -> 547.5,88,[TG(50:3)]_FA18:1,12.78,360.0,FAD131,M4,5xFAD,liver,n-10,FA18:1,TG(50:3),3,1
722.7,547.5,13.67,41.0,12012023_FAD131_M4_5xFAD_liver_O3on_01,722.7 -> 547.5,88,[TG(50:3)]_FA18:1,12.78,360.0,FAD131,M4,5xFAD,liver,n-10,FA18:1,TG(50:3),3,1
722.7,547.5,13.72,111.0,12012023_FAD131_M4_5xFAD_liver_O3on_01,722.7 -> 547.5,88,[TG(50:3)]_FA18:1,12.78,360.0,FAD131,M4,5xFAD,liver,n-10,FA18:1,TG(50:3),3,1
722.7,547.5,13.76,41.0,12012023_FAD131_M4_5xFAD_liver_O3on_01,722.7 -> 547.5,88,[TG(50:3)]_FA18:1,12.78,360.0,FAD131,M4,5xFAD,liver,n-10,FA18:1,TG(50:3),3,1
722.7,547.5,13.81,41.0,12012023_FAD131_M4_5xFAD_liver_O3on_01,722.7 -> 547.5,88,[TG(50:3)]_FA18:1,12.78,360.0,FAD131,M4,5xFAD,liver,n-10,FA18:1,TG(50:3),3,0
722.7,547.5,13.85,41.0,12012023_FAD131_M4_5xFAD_liver_O3on_01,722.7 -> 547.5,88,[TG(50:3)]_FA18:1,12.78,360.0,FAD131,M4,5xFAD,liver,n-10,FA18:1,TG(50:3),3,0
722.7,547.5,13.89,41.0,12012023_FAD131_M4_5xFAD_liver_O3on_01,722.7 -> 547.5,88,[TG(50:3)]_FA18:1,12.78,360.0,FAD131,M4,5xFAD,liver,n-10,FA18:1,TG(50:3),3,0
722.7,547.5,13.94,41.0,12012023_FAD131_M4_5xFAD_liver_O3on_01,722.7 -> 547.5,88,[TG(50:3)]_FA18:1,12.78,360.0,FAD131,M4,5xFAD,liver,n-10,FA18:1,TG(50:3),3,0
722.7,547.5,13.98,41.0,12012023_FAD131_M4_5xFAD_liver_O3on_01,722.7 -> 547.5,88,[TG(50:3)]_FA18:1,12.78,360.0,FAD131,M4,5xFAD,liver,n-10,FA18:1,TG(50:3),3,0
722.7,547.5,14.03,41.0,12012023_FAD131_M4_5xFAD_liver_O3on_01,722.7 -> 547.5,88,[TG(50:3)]_FA18:1,12.78,360.0,FAD131,M4,5xFAD,liver,n-10,FA18:1,TG(50:3),3,0
722.7,547.5,14.07,41.0,12012023_FAD131_M4_5xFAD_liver_O3on_01,722.7 -> 547.5,88,[TG(50:3)]_FA18:1,12.78,360.0,FAD131,M4,5xFAD,liver,n-10,FA18:1,TG(50:3),3,0
722.7,547.5,14.12,41.0,12012023_FAD131_M4_5xFAD_liver_O3on_01,722.7 -> 547.5,88,[TG(50:3)]_FA18:1,12.78,360.0,FAD131,M4,5xFAD,liver,n-10,FA18:1,TG(50:3),3,0
722.7,547.5,14.16,41.0,12012023_FAD131_M4_5xFAD_liver_O3on_01,722.7 -> 547.5,88,[TG(50:3)]_FA18:1,12.78,360.0,FAD131,M4,5xFAD,liver,n-10,FA18:1,TG(50:3),3,2
722.7,547.5,14.2,108.0,12012023_FAD131_M4_5xFAD_liver_O3on_01,722.7 -> 547.5,88,[TG(50:3)]_FA18:1,12.78,360.0,FAD131,M4,5xFAD,liver,n-10,FA18:1,TG(50:3),3,2
722.7,547.5,14.25,124.0,12012023_FAD131_M4_5xFAD_liver_O3on_01,722.7 -> 547.5,88,[TG(50:3)]_FA18:1,12.78,360.0,FAD131,M4,5xFAD,liver,n-10,FA18:1,TG(50:3),3,2
722.7,547.5,14.29,209.0,12012023_FAD131_M4_5xFAD_liver_O3on_01,722.7 -> 547.5,88,[TG(50:3)]_FA18:1,12.78,360.0,FAD131,M4,5xFAD,liver,n-10,FA18:1,TG(50:3),3,2
722.7,547.5,14.34,41.0,12012023_FAD131_M4_5xFAD_liver_O3on_01,722.7 -> 547.5,88,[TG(50:3)]_FA18:1,12.78,360.0,FAD131,M4,5xFAD,liver,n-10,FA18:1,TG(50:3),3,2
722.7,547.5,14.38,41.0,12012023_FAD131_M4_5xFAD_liver_O3on_01,722.7 -> 547.5,88,[TG(50:3)]_FA18:1,12.78,360.0,FAD131,M4,5xFAD,liver,n-10,FA18:1,TG(50:3),3,2
722.7,547.5,14.43,41.0,12012023_FAD131_M4_5xFAD_liver_O3on_01,722.7 -> 547.5,88,[TG(50:3)]_FA18:1,12.78,360.0,FAD131,M4,5xFAD,liver,n-10,FA18:1,TG(50:3),3,2
722.7,547.5,13.45,559.0,12012023_FAD173_M1_5xFAD_liver_O3on_01,722.7 -> 547.5,89,[TG(50:3)]_FA18:1,12.74,626.0,FAD173,M1,5xFAD,liver,n-10,FA18:1,TG(50:3),4,2
722.7,547.5,13.49,191.0,12012023_FAD173_M1_5xFAD_liver_O3on_01,722.7 -> 547.5,89,[TG(50:3)]_FA18:1,12.74,626.0,FAD173,M1,5xFAD,liver,n-10,FA18:1,TG(50:3),4,2
722.7,547.5,13.54,41.0,12012023_FAD173_M1_5xFAD_liver_O3on_01,722.7 -> 547.5,89,[TG(50:3)]_FA18:1,12.74,626.0,FAD173,M1,5xFAD,liver,n-10,FA18:1,TG(50:3),4,2
722.7,547.5,13.58,99.0,12012023_FAD173_M1_5xFAD_liver_O3on_01,722.7 -> 547.5,89,[TG(50:3)]_FA18:1,12.74,626.0,FAD173,M1,5xFAD,liver,n-10,FA18:1,TG(50:3),4,2
722.7,547.5,13.63,41.0,12012023_FAD173_M1_5xFAD_liver_O3on_01,722.7 -> 547.5,89,[TG(50:3)]_FA18:1,12.74,626.0,FAD173,M1,5xFAD,liver,n-10,FA18:1,TG(50:3),4,2
722.7,547.5,13.67,41.0,12012023_FAD173_M1_5xFAD_liver_O3on_01,722.7 -> 547.5,89,[TG(50:3)]_FA18:1,12.74,626.0,FAD173,M1,5xFAD,liver,n-10,FA18:1,TG(50:3),4,2
722.7,547.5,13.72,41.0,12012023_FAD173_M1_5xFAD_liver_O3on_01,722.7 -> 547.5,89,[TG(50:3)]_FA18:1,12.74,626.0,FAD173,M1,5xFAD,liver,n-10,FA18:1,TG(50:3),4,0
722.7,547.5,13.76,41.0,12012023_FAD173_M1_5xFAD_liver_O3on_01,722.7 -> 547.5,89,[TG(50:3)]_FA18:1,12.74,626.0,FAD173,M1,5xFAD,liver,n-10,FA18:1,TG(50:3),4,0
722.7,547.5,13.81,41.0,12012023_FAD173_M1_5xFAD_liver_O3on_01,722.7 -> 547.5,89,[TG(50:3)]_FA18:1,12.74,626.0,FAD173,M1,5xFAD,liver,n-10,FA18:1,TG(50:3),4,0
722.7,547.5,13.85,41.0,12012023_FAD173_M1_5xFAD_liver_O3on_01,722.7 -> 547.5,89,[TG(50:3)]_FA18:1,12.74,626.0,FAD173,M1,5xFAD,liver,n-10,FA18:1,TG(50:3),4,0
722.7,547.5,13.89,41.0,12012023_FAD173_M1_5xFAD_liver_O3on_01,722.7 -> 547.5,89,[TG(50:3)]_FA18:1,12.74,626.0,FAD173,M1,5xFAD,liver,n-10,FA18:1,TG(50:3),4,0
722.7,547.5,13.94,122.0,12012023_FAD173_M1_5xFAD_liver_O3on_01,722.7 -> 547.5,89,[TG(50:3)]_FA18:1,12.74,626.0,FAD173,M1,5xFAD,liver,n-10,FA18:1,TG(50:3),4,0
722.7,547.5,13.98,41.0,12012023_FAD173_M1_5xFAD_liver_O3on_01,722.7 -> 547.5,89,[TG(50:3)]_FA18:1,12.74,626.0,FAD173,M1,5xFAD,liver,n-10,FA18:1,TG(50:3),4,0
722.7,547.5,14.03,41.0,12012023_FAD173_M1_5xFAD_liver_O3on_01,722.7 -> 547.5,89,[TG(50:3)]_FA18:1,12.74,626.0,FAD173,M1,5xFAD,liver,n-10,FA18:1,TG(50:3),4,0
722.7,547.5,14.07,41.0,12012023_FAD173_M1_5xFAD_liver_O3on_01,722.7 -> 547.5,89,[TG(50:3)]_FA18:1,12.74,626.0,FAD173,M1,5xFAD,liver,n-10,FA18:1,TG(50:3),4,1
722.7,547.5,14.12,72.0,12012023_FAD173_M1_5xFAD_liver_O3on_01,722.7 -> 547.5,89,[TG(50:3)]_FA18:1,12.74,626.0,FAD173,M1,5xFAD,liver,n-10,FA18:1,TG(50:3),4,1
722.7,547.5,14.16,41.0,12012023_FAD173_M1_5xFAD_liver_O3on_01,722.7 -> 547.5,89,[TG(50:3)]_FA18:1,12.74,626.0,FAD173,M1,5xFAD,liver,n-10,FA18:1,TG(50:3),4,1
722.7,547.5,14.2,41.0,12012023_FAD173_M1_5xFAD_liver_O3on_01,722.7 -> 547.5,89,[TG(50:3)]_FA18:1,12.74,626.0,FAD173,M1,5xFAD,liver,n-10,FA18:1,TG(50:3),4,1
722.7,547.5,14.25,41.0,12012023_FAD173_M1_5xFAD_liver_O3on_01,722.7 -> 547.5,89,[TG(50:3)]_FA18:1,12.74,626.0,FAD173,M1,5xFAD,liver,n-10,FA18:1,TG(50:3),4,1
722.7,547.5,14.29,41.0,12012023_FAD173_M1_5xFAD_liver_O3on_01,722.7 -> 547.5,89,[TG(50:3)]_FA18:1,12.74,626.0,FAD173,M1,5xFAD,liver,n-10,FA18:1,TG(50:3),4,1
722.7,547.5,14.34,41.0,12012023_FAD173_M1_5xFAD_liver_O3on_01,722.7 -> 547.5,89,[TG(50:3)]_FA18:1,12.74,626.0,FAD173,M1,5xFAD,liver,n-10,FA18:1,TG(50:3),4,1
722.7,547.5,14.38,41.0,12012023_FAD173_M1_5xFAD_liver_O3on_01,722.7 -> 547.5,89,[TG(50:3)]_FA18:1,12.74,626.0,FAD173,M1,5xFAD,liver,n-10,FA18:1,TG(50:3),4,1
722.7,547.5,14.43,41.0,12012023_FAD173_M1_5xFAD_liver_O3on_01,722.7 -> 547.5,89,[TG(50:3)]_FA18:1,12.74,626.0,FAD173,M1,5xFAD,liver,n-10,FA18:1,TG(50:3),4,1
694.6,547.5,13.45,41.0,12012023_DOD73_M2_5xFAD_liver_O3on_01,694.6 -> 547.5,60,[TG(50:3)]_FA18:1,11.63,610.0,DOD73,M2,5xFAD,liver,n-12,FA18:1,TG(50:3),5,1
