Lipid,Parent_Ion,Product_Ion,Intensity,Transition,Class,Sample_ID,Sample Name,Position,Name,Type,Sex,method_type,Blank Subtraction,subclasses,chain_length,saturation,between_parenthese,FA_Chain
[TG(64:6)]_FA22:6,1036.9,691.6,1605.3601188659668,1036.9 -> 691.6,TAG,TAG22_6_E-6BrainM_N1_daneman_lab_11_21_23,E-6BrainM,P1-B5,E-6,Brain,M,TAG22,63.06001663208008,TG,TG,6,(64:6),22:6
[TG(65:12)|TG(64:5)]_FA22:6,1038.9,693.6,1540.7401008605957,1038.9 -> 693.6,TAG,TAG22_6_E-6BrainM_N1_daneman_lab_11_21_23,E-6BrainM,P1-B5,E-6,Brain,M,TAG22,0.0,TG,TG,12,(65:12),22:6
[TG(66:18)|TG(65:11)|TG(64:4)]_FA22:6,1041.0,695.7,1540.0801010131836,1041.0 -> 695.7,TAG,TAG22_6_E-6BrainM_N1_daneman_lab_11_21_23,E-6BrainM,P1-B5,E-6,Brain,M,TAG22,0.0,TG,TG,18,(66:18),22:6
[TG(66:17)|TG(65:10)|TG(64:3)]_FA22:6,1043.0,697.7,1622.8201179504395,1043.0 -> 697.7,TAG,TAG22_6_E-6BrainM_N1_daneman_lab_11_21_23,E-6BrainM,P1-B5,E-6,Brain,M,TAG22,80.76000595092773,TG,TG,17,(66:17),22:6
[TG(66:16)|TG(65:9)|TG(64:2)]_FA22:6,1045.0,699.7,1540.1601104736328,1045.0 -> 699.7,TAG,TAG22_6_E-6BrainM_N1_daneman_lab_11_21_23,E-6BrainM,P1-B5,E-6,Brain,M,TAG22,0.0,TG,TG,16,(66:16),22:6
[TG(66:15)|TG(65:8)|TG(64:1)]_FA22:6,1047.0,701.7,1561.6401100158691,1047.0 -> 701.7,TAG,TAG22_6_E-6BrainM_N1_daneman_lab_11_21_23,E-6BrainM,P1-B5,E-6,Brain,M,TAG22,19.440006256103516,TG,TG,15,(66:15),22:6
[TG(66:14)|TG(65:7)|TG(64:0)]_FA22:6,1049.0,703.7,1574.9801177978516,1049.0 -> 703.7,TAG,TAG22_6_E-6BrainM_N1_daneman_lab_11_21_23,E-6BrainM,P1-B5,E-6,Brain,M,TAG22,34.16001892089844,TG,TG,14,(66:14),22:6
[TG(66:13)|TG(65:6)]_FA22:6,1050.9,705.6,1539.3001098632812,1050.9 -> 705.6,TAG,TAG22_6_E-6BrainM_N1_daneman_lab_11_21_23,E-6BrainM,P1-B5,E-6,Brain,M,TAG22,0.0,TG,TG,13,(66:13),22:6
[TG(66:12)|TG(65:5)]_FA22:6,1053.0,707.7,1540.700107574463,1053.0 -> 707.7,TAG,TAG22_6_E-6BrainM_N1_daneman_lab_11_21_23,E-6BrainM,P1-B5,E-6,Brain,M,TAG22,0.0,TG,TG,12,(66:12),22:6
[TG(66:11)|TG(65:4)]_FA22:6,1055.0,709.7,1540.020107269287,1055.0 -> 709.7,TAG,TAG22_6_E-6BrainM_N1_daneman_lab_11_21_23,E-6BrainM,P1-B5,E-6,Brain,M,TAG22,0.0,TG,TG,11,(66:11),22:6
[TG(66:10)|TG(65:3)]_FA22:6,1057.0,711.7,1540.560115814209,1057.0 -> 711.7,TAG,TAG22_6_E-6BrainM_N1_daneman_lab_11_21_23,E-6BrainM,P1-B5,E-6,Brain,M,TAG22,0.0,TG,TG,10,(66:10),22:6
[TG(66:9)|TG(65:2)]_FA22:6,1059.0,713.7,1540.4001083374023,1059.0 -> 713.7,TAG,TAG22_6_E-6BrainM_N1_daneman_lab_11_21_23,E-6BrainM,P1-B5,E-6,Brain,M,TAG22,0.0,TG,TG,9,(66:9),22:6
[TG(66:8)|TG(65:1)]_FA22:6,1061.0,715.7,1539.540111541748,1061.0 -> 715.7,TAG,TAG22_6_E-6BrainM_N1_daneman_lab_11_21_23,E-6BrainM,P1-B5,E-6,Brain,M,TAG22,0.0,TG,TG,8,(66:8),22:6
[TG(66:7)]_FA22:6,1062.9,717.6,1540.0001068115234,1062.9 -> 717.6,TAG,TAG22_6_E-6BrainM_N1_daneman_lab_11_21_23,E-6BrainM,P1-B5,E-6,Brain,M,TAG22,0.0,TG,TG,7,(66:7),22:6
[TG(66:6)]_FA22:6,1065.0,719.7,1544.140121459961,1065.0 -> 719.7,TAG,TAG22_6_E-6BrainM_N1_daneman_lab_11_21_23,E-6BrainM,P1-B5,E-6,Brain,M,TAG22,0.0,TG,TG,6,(66:6),22:6
[TG(46:6)]_FA22:6,784.6,439.3,2446.1001510620117,784.6 -> 439.3,TAG,TAG22_6_E-6LiverM_N1_daneman_lab_11_21_23,E-6LiverM,p1-C9,E-6,Liver,M,TAG22,856.4200439453125,TG,TG,6,(46:6),22:6
[TG(47:6)]_FA22:6,798.7,453.4,1730.5401153564453,798.7 -> 453.4,TAG,TAG22_6_E-6LiverM_N1_daneman_lab_11_21_23,E-6LiverM,p1-C9,E-6,Liver,M,TAG22,145.18000030517578,TG,TG,6,(47:6),22:6
[TG(48:8)|TG(47:1)]_FA22:6,808.7,463.4,2807.8401947021484,808.7 -> 463.4,TAG,TAG22_6_E-6LiverM_N1_daneman_lab_11_21_23,E-6LiverM,p1-C9,E-6,Liver,M,TAG22,1032.02006149292,TG,TG,8,(48:8),22:6
[TG(48:7)|TG(47:0)]_FA22:6,810.8,465.5,1927.4201469421387,810.8 -> 465.5,TAG,TAG22_6_E-6LiverM_N1_daneman_lab_11_21_23,E-6LiverM,p1-C9,E-6,Liver,M,TAG22,18.959999084472656,TG,TG,7,(48:7),22:6
[TG(48:6)]_FA22:6,812.7,467.4,1902.8401222229004,812.7 -> 467.4,TAG,TAG22_6_E-6LiverM_N1_daneman_lab_11_21_23,E-6LiverM,p1-C9,E-6,Liver,M,TAG22,348.6400146484375,TG,TG,6,(48:6),22:6
[TG(49:8)|TG(48:1)]_FA22:6,822.8,477.5,1754.5001182556152,822.8 -> 477.5,TAG,TAG22_6_E-6LiverM_N1_daneman_lab_11_21_23,E-6LiverM,p1-C9,E-6,Liver,M,TAG22,254.4000015258789,TG,TG,8,(49:8),22:6
[TG(49:7)|TG(48:0)]_FA22:6,824.8,479.5,1554.0001068115234,824.8 -> 479.5,TAG,TAG22_6_E-6LiverM_N1_daneman_lab_11_21_23,E-6LiverM,p1-C9,E-6,Liver,M,TAG22,0.0,TG,TG,7,(49:7),22:6
[TG(49:6)]_FA22:6,826.7,481.4,1893.0401191711426,826.7 -> 481.4,TAG,TAG22_6_E-6LiverM_N1_daneman_lab_11_21_23,E-6LiverM,p1-C9,E-6,Liver,M,TAG22,178.50000381469727,TG,TG,6,(49:6),22:6
[TG(50:9)|TG(49:2)]_FA22:6,834.8,489.5,1837.1001358032227,834.8 -> 489.5,TAG,TAG22_6_E-6LiverM_N1_daneman_lab_11_21_23,E-6LiverM,p1-C9,E-6,Liver,M,TAG22,0.0,TG,TG,9,(50:9),22:6
[TG(50:8)|TG(49:1)]_FA22:6,836.8,491.5,1877.3601341247559,836.8 -> 491.5,TAG,TAG22_6_E-6LiverM_N1_daneman_lab_11_21_23,E-6LiverM,p1-C9,E-6,Liver,M,TAG22,258.8200225830078,TG,TG,8,(50:8),22:6
[TG(50:7)|TG(49:0)]_FA22:6,838.8,493.5,1602.0201034545898,838.8 -> 493.5,TAG,TAG22_6_E-6LiverM_N1_daneman_lab_11_21_23,E-6LiverM,p1-C9,E-6,Liver,M,TAG22,86.239990234375,TG,TG,7,(50:7),22:6
[TG(50:6)]_FA22:6,840.7,495.4,1848.5801429748535,840.7 -> 495.4,TAG,TAG22_6_E-6LiverM_N1_daneman_lab_11_21_23,E-6LiverM,p1-C9,E-6,Liver,M,TAG22,346.40003967285156,TG,TG,6,(50:6),22:6
[TG(51:9)|TG(50:2)]_FA22:6,848.8,503.5,2212.120132446289,848.8 -> 503.5,TAG,TAG22_6_E-6LiverM_N1_daneman_lab_11_21_23,E-6LiverM,p1-C9,E-6,Liver,M,TAG22,0.0,TG,TG,9,(51:9),22:6
[TG(51:8)|TG(50:1)]_FA22:6,850.8,505.5,1783.2801361083984,850.8 -> 505.5,TAG,TAG22_6_E-6LiverM_N1_daneman_lab_11_21_23,E-6LiverM,p1-C9,E-6,Liver,M,TAG22,101.78001403808594,TG,TG,8,(51:8),22:6
[TG(51:7)|TG(50:0)]_FA22:6,852.8,507.5,2067.2001457214355,852.8 -> 507.5,TAG,TAG22_6_E-6LiverM_N1_daneman_lab_11_21_23,E-6LiverM,p1-C9,E-6,Liver,M,TAG22,290.9600257873535,TG,TG,7,(51:7),22:6
[TG(51:6)]_FA22:6,854.7,509.4,2233.2601776123047,854.7 -> 509.4,TAG,TAG22_6_E-6LiverM_N1_daneman_lab_11_21_23,E-6LiverM,p1-C9,E-6,Liver,M,TAG22,463.0800552368164,TG,TG,6,(51:6),22:6
[TG(52:10)|TG(51:3)]_FA22:6,860.8,515.5,1518.800106048584,860.8 -> 515.5,TAG,TAG22_6_E-6LiverM_N1_daneman_lab_11_21_23,E-6LiverM,p1-C9,E-6,Liver,M,TAG22,0.0,TG,TG,10,(52:10),22:6
[TG(52:9)|TG(51:2)]_FA22:6,862.8,517.5,1654.2801094055176,862.8 -> 517.5,TAG,TAG22_6_E-6LiverM_N1_daneman_lab_11_21_23,E-6LiverM,p1-C9,E-6,Liver,M,TAG22,0.0,TG,TG,9,(52:9),22:6
[TG(52:8)|TG(51:1)]_FA22:6,864.8,519.5,1972.020149230957,864.8 -> 519.5,TAG,TAG22_6_E-6LiverM_N1_daneman_lab_11_21_23,E-6LiverM,p1-C9,E-6,Liver,M,TAG22,0.0,TG,TG,8,(52:8),22:6
[TG(52:7)|TG(51:0)]_FA22:6,866.8,521.5,3069.880229949951,866.8 -> 521.5,TAG,TAG22_6_E-6LiverM_N1_daneman_lab_11_21_23,E-6LiverM,p1-C9,E-6,Liver,M,TAG22,1269.2001037597656,TG,TG,7,(52:7),22:6
[TG(52:6)]_FA22:6,868.7,523.4,6002.3203125,868.7 -> 523.4,TAG,TAG22_6_E-6LiverM_N1_daneman_lab_11_21_23,E-6LiverM,p1-C9,E-6,Liver,M,TAG22,4382.38020324707,TG,TG,6,(52:6),22:6
[TG(53:10)|TG(52:3)]_FA22:6,874.8,529.5,2185.5401344299316,874.8 -> 529.5,TAG,TAG22_6_E-6LiverM_N1_daneman_lab_11_21_23,E-6LiverM,p1-C9,E-6,Liver,M,TAG22,684.7000350952148,TG,TG,10,(53:10),22:6
[TG(53:9)|TG(52:2)]_FA22:6,876.8,531.5,1811.0601234436035,876.8 -> 531.5,TAG,TAG22_6_E-6LiverM_N1_daneman_lab_11_21_23,E-6LiverM,p1-C9,E-6,Liver,M,TAG22,231.3000259399414,TG,TG,9,(53:9),22:6
[TG(53:8)|TG(52:1)]_FA22:6,878.8,533.5,1627.8801155090332,878.8 -> 533.5,TAG,TAG22_6_E-6LiverM_N1_daneman_lab_11_21_23,E-6LiverM,p1-C9,E-6,Liver,M,TAG22,0.0,TG,TG,8,(53:8),22:6
[TG(53:7)|TG(52:0)]_FA22:6,880.8,535.5,1864.4001350402832,880.8 -> 535.5,TAG,TAG22_6_E-6LiverM_N1_daneman_lab_11_21_23,E-6LiverM,p1-C9,E-6,Liver,M,TAG22,346.3000183105469,TG,TG,7,(53:7),22:6
[TG(53:6)]_FA22:6,882.8,537.5,2845.2001991271973,882.8 -> 537.5,TAG,TAG22_6_E-6LiverM_N1_daneman_lab_11_21_23,E-6LiverM,p1-C9,E-6,Liver,M,TAG22,1290.9200820922852,TG,TG,6,(53:6),22:6
[TG(54:12)|TG(53:5)]_FA22:6,884.8,539.5,1752.8201179504395,884.8 -> 539.5,TAG,TAG22_6_E-6LiverM_N1_daneman_lab_11_21_23,E-6LiverM,p1-C9,E-6,Liver,M,TAG22,205.29999923706055,TG,TG,12,(54:12),22:6
[TG(54:11)|TG(53:4)]_FA22:6,886.8,541.5,1630.7601127624512,886.8 -> 541.5,TAG,TAG22_6_E-6LiverM_N1_daneman_lab_11_21_23,E-6LiverM,p1-C9,E-6,Liver,M,TAG22,64.58000564575195,TG,TG,11,(54:11),22:6
[TG(54:10)|TG(53:3)]_FA22:6,888.8,543.5,1746.1001243591309,888.8 -> 543.5,TAG,TAG22_6_E-6LiverM_N1_daneman_lab_11_21_23,E-6LiverM,p1-C9,E-6,Liver,M,TAG22,97.20001220703125,TG,TG,10,(54:10),22:6
[TG(54:9)|TG(53:2)]_FA22:6,890.8,545.5,2373.900192260742,890.8 -> 545.5,TAG,TAG22_6_E-6LiverM_N1_daneman_lab_11_21_23,E-6LiverM,p1-C9,E-6,Liver,M,TAG22,558.0600471496582,TG,TG,9,(54:9),22:6
[TG(54:8)|TG(53:1)]_FA22:6,892.8,547.5,12344.220840454102,892.8 -> 547.5,TAG,TAG22_6_E-6LiverM_N1_daneman_lab_11_21_23,E-6LiverM,p1-C9,E-6,Liver,M,TAG22,10751.060737609863,TG,TG,8,(54:8),22:6
[TG(54:7)|TG(53:0)]_FA22:6,894.8,549.5,37808.883083343506,894.8 -> 549.5,TAG,TAG22_6_E-6LiverM_N1_daneman_lab_11_21_23,E-6LiverM,p1-C9,E-6,Liver,M,TAG22,36272.64297866821,TG,TG,7,(54:7),22:6
[TG(54:6)]_FA22:6,896.8,551.5,25553.961807250977,896.8 -> 551.5,TAG,TAG22_6_E-6LiverM_N1_daneman_lab_11_21_23,E-6LiverM,p1-C9,E-6,Liver,M,TAG22,23890.261688232422,TG,TG,6,(54:6),22:6
[TG(55:11)|TG(54:4)]_FA22:6,900.8,555.5,1587.420108795166,900.8 -> 555.5,TAG,TAG22_6_E-6LiverM_N1_daneman_lab_11_21_23,E-6LiverM,p1-C9,E-6,Liver,M,TAG22,86.42000961303711,TG,TG,11,(55:11),22:6
[TG(55:10)|TG(54:3)]_FA22:6,902.8,557.5,1509.880111694336,902.8 -> 557.5,TAG,TAG22_6_E-6LiverM_N1_daneman_lab_11_21_23,E-6LiverM,p1-C9,E-6,Liver,M,TAG22,9.580009460449219,TG,TG,10,(55:10),22:6
[TG(55:9)|TG(54:2)]_FA22:6,904.8,559.5,1931.260124206543,904.8 -> 559.5,TAG,TAG22_6_E-6LiverM_N1_daneman_lab_11_21_23,E-6LiverM,p1-C9,E-6,Liver,M,TAG22,415.8200263977051,TG,TG,9,(55:9),22:6
[TG(55:8)|TG(54:1)]_FA22:6,906.8,561.5,4697.0203285217285,906.8 -> 561.5,TAG,TAG22_6_E-6LiverM_N1_daneman_lab_11_21_23,E-6LiverM,p1-C9,E-6,Liver,M,TAG22,3097.760208129883,TG,TG,8,(55:8),22:6
[TG(55:7)|TG(54:0)]_FA22:6,908.9,563.6,6583.020484924316,908.9 -> 563.6,TAG,TAG22_6_E-6LiverM_N1_daneman_lab_11_21_23,E-6LiverM,p1-C9,E-6,Liver,M,TAG22,4665.920372009277,TG,TG,7,(55:7),22:6
[TG(56:13)|TG(55:6)]_FA22:6,910.8,565.5,3092.840217590332,910.8 -> 565.5,TAG,TAG22_6_E-6LiverM_N1_daneman_lab_11_21_23,E-6LiverM,p1-C9,E-6,Liver,M,TAG22,1565.2601051330566,TG,TG,13,(56:13),22:6
[TG(56:12)|TG(55:5)]_FA22:6,912.8,567.5,1636.9201049804688,912.8 -> 567.5,TAG,TAG22_6_E-6LiverM_N1_daneman_lab_11_21_23,E-6LiverM,p1-C9,E-6,Liver,M,TAG22,133.70000839233398,TG,TG,12,(56:12),22:6
[TG(56:11)|TG(55:4)]_FA22:6,914.8,569.5,1880.4801216125488,914.8 -> 569.5,TAG,TAG22_6_E-6LiverM_N1_daneman_lab_11_21_23,E-6LiverM,p1-C9,E-6,Liver,M,TAG22,380.7400093078613,TG,TG,11,(56:11),22:6
[TG(56:10)|TG(55:3)]_FA22:6,916.8,571.5,4050.5602951049805,916.8 -> 571.5,TAG,TAG22_6_E-6LiverM_N1_daneman_lab_11_21_23,E-6LiverM,p1-C9,E-6,Liver,M,TAG22,2539.9201889038086,TG,TG,10,(56:10),22:6
[TG(56:9)|TG(55:2)]_FA22:6,918.8,573.5,33447.20229721069,918.8 -> 573.5,TAG,TAG22_6_E-6LiverM_N1_daneman_lab_11_21_23,E-6LiverM,p1-C9,E-6,Liver,M,TAG22,31878.562183380127,TG,TG,9,(56:9),22:6
[TG(56:8)|TG(55:1)]_FA22:6,920.9,575.6,340626.9660797119,920.9 -> 575.6,TAG,TAG22_6_E-6LiverM_N1_daneman_lab_11_21_23,E-6LiverM,p1-C9,E-6,Liver,M,TAG22,338702.56594085693,TG,TG,8,(56:8),22:6
[TG(56:7)|TG(55:0)]_FA22:6,922.9,577.6,401523.0698547363,922.9 -> 577.6,TAG,TAG22_6_E-6LiverM_N1_daneman_lab_11_21_23,E-6LiverM,p1-C9,E-6,Liver,M,TAG22,399813.84973526,TG,TG,7,(56:7),22:6
[TG(56:6)]_FA22:6,924.8,579.5,22858.361740112305,924.8 -> 579.5,TAG,TAG22_6_E-6LiverM_N1_daneman_lab_11_21_23,E-6LiverM,p1-C9,E-6,Liver,M,TAG22,21231.501625061035,TG,TG,6,(56:6),22:6
[TG(57:12)|TG(56:5)]_FA22:6,926.8,581.5,2561.320171356201,926.8 -> 581.5,TAG,TAG22_6_E-6LiverM_N1_daneman_lab_11_21_23,E-6LiverM,p1-C9,E-6,Liver,M,TAG22,941.5800590515137,TG,TG,12,(57:12),22:6
[TG(57:11)|TG(56:4)]_FA22:6,928.8,583.5,1884.220157623291,928.8 -> 583.5,TAG,TAG22_6_E-6LiverM_N1_daneman_lab_11_21_23,E-6LiverM,p1-C9,E-6,Liver,M,TAG22,327.78005599975586,TG,TG,11,(57:11),22:6
[TG(57:10)|TG(56:3)]_FA22:6,930.8,585.5,1946.7801322937012,930.8 -> 585.5,TAG,TAG22_6_E-6LiverM_N1_daneman_lab_11_21_23,E-6LiverM,p1-C9,E-6,Liver,M,TAG22,446.02001953125,TG,TG,10,(57:10),22:6
[TG(57:9)|TG(56:2)]_FA22:6,932.9,587.6,2665.040180206299,932.9 -> 587.6,TAG,TAG22_6_E-6LiverM_N1_daneman_lab_11_21_23,E-6LiverM,p1-C9,E-6,Liver,M,TAG22,1123.1000747680664,TG,TG,9,(57:9),22:6
[TG(57:8)|TG(56:1)]_FA22:6,934.9,589.6,4636.860290527344,934.9 -> 589.6,TAG,TAG22_6_E-6LiverM_N1_daneman_lab_11_21_23,E-6LiverM,p1-C9,E-6,Liver,M,TAG22,3119.7001762390137,TG,TG,8,(57:8),22:6
[TG(58:14)|TG(57:7)|TG(56:0)]_FA22:6,936.9,591.6,6796.42053604126,936.9 -> 591.6,TAG,TAG22_6_E-6LiverM_N1_daneman_lab_11_21_23,E-6LiverM,p1-C9,E-6,Liver,M,TAG22,5240.4404220581055,TG,TG,14,(58:14),22:6
[TG(58:13)|TG(57:6)]_FA22:6,938.8,593.5,2730.14017868042,938.8 -> 593.5,TAG,TAG22_6_E-6LiverM_N1_daneman_lab_11_21_23,E-6LiverM,p1-C9,E-6,Liver,M,TAG22,976.7800636291504,TG,TG,13,(58:13),22:6
[TG(58:12)|TG(57:5)]_FA22:6,940.8,595.5,1703.2201309204102,940.8 -> 595.5,TAG,TAG22_6_E-6LiverM_N1_daneman_lab_11_21_23,E-6LiverM,p1-C9,E-6,Liver,M,TAG22,202.50003051757812,TG,TG,12,(58:12),22:6
[TG(58:11)|TG(57:4)]_FA22:6,942.8,597.5,7784.660537719727,942.8 -> 597.5,TAG,TAG22_6_E-6LiverM_N1_daneman_lab_11_21_23,E-6LiverM,p1-C9,E-6,Liver,M,TAG22,6240.640426635742,TG,TG,11,(58:11),22:6
[TG(58:10)|TG(57:3)]_FA22:6,944.9,599.6,21163.82147216797,944.9 -> 599.6,TAG,TAG22_6_E-6LiverM_N1_daneman_lab_11_21_23,E-6LiverM,p1-C9,E-6,Liver,M,TAG22,19643.481369018555,TG,TG,10,(58:10),22:6
[TG(58:9)|TG(57:2)]_FA22:6,946.9,601.6,49221.50386047363,946.9 -> 601.6,TAG,TAG22_6_E-6LiverM_N1_daneman_lab_11_21_23,E-6LiverM,p1-C9,E-6,Liver,M,TAG22,47495.84373474121,TG,TG,9,(58:9),22:6
[TG(58:8)|TG(57:1)]_FA22:6,948.9,603.6,37989.50310897827,948.9 -> 603.6,TAG,TAG22_6_E-6LiverM_N1_daneman_lab_11_21_23,E-6LiverM,p1-C9,E-6,Liver,M,TAG22,36417.78298950195,TG,TG,8,(58:8),22:6
[TG(58:7)|TG(57:0)]_FA22:6,950.9,605.6,11908.680839538574,950.9 -> 605.6,TAG,TAG22_6_E-6LiverM_N1_daneman_lab_11_21_23,E-6LiverM,p1-C9,E-6,Liver,M,TAG22,10353.280731201172,TG,TG,7,(58:7),22:6
[TG(59:13)|TG(58:6)]_FA22:6,952.8,607.5,2836.0601959228516,952.8 -> 607.5,TAG,TAG22_6_E-6LiverM_N1_daneman_lab_11_21_23,E-6LiverM,p1-C9,E-6,Liver,M,TAG22,1195.6600761413574,TG,TG,13,(59:13),22:6
[TG(59:12)|TG(58:5)]_FA22:6,954.8,609.5,2383.2201805114746,954.8 -> 609.5,TAG,TAG22_6_E-6LiverM_N1_daneman_lab_11_21_23,E-6LiverM,p1-C9,E-6,Liver,M,TAG22,604.2800483703613,TG,TG,12,(59:12),22:6
[TG(59:11)|TG(58:4)]_FA22:6,956.9,611.6,2152.000156402588,956.9 -> 611.6,TAG,TAG22_6_E-6LiverM_N1_daneman_lab_11_21_23,E-6LiverM,p1-C9,E-6,Liver,M,TAG22,547.2600440979004,TG,TG,11,(59:11),22:6
[TG(59:10)|TG(58:3)]_FA22:6,958.9,613.6,2497.8001556396484,958.9 -> 613.6,TAG,TAG22_6_E-6LiverM_N1_daneman_lab_11_21_23,E-6LiverM,p1-C9,E-6,Liver,M,TAG22,997.3000411987305,TG,TG,10,(59:10),22:6
[TG(59:9)|TG(58:2)]_FA22:6,960.9,615.6,2509.480182647705,960.9 -> 615.6,TAG,TAG22_6_E-6LiverM_N1_daneman_lab_11_21_23,E-6LiverM,p1-C9,E-6,Liver,M,TAG22,1000.0600814819336,TG,TG,9,(59:9),22:6
[TG(60:15)|TG(59:8)|TG(58:1)]_FA22:6,962.9,617.6,3119.5602226257324,962.9 -> 617.6,TAG,TAG22_6_E-6LiverM_N1_daneman_lab_11_21_23,E-6LiverM,p1-C9,E-6,Liver,M,TAG22,1545.5601119995117,TG,TG,15,(60:15),22:6
[TG(60:14)|TG(59:7)|TG(58:0)]_FA22:6,964.9,619.6,2059.920135498047,964.9 -> 619.6,TAG,TAG22_6_E-6LiverM_N1_daneman_lab_11_21_23,E-6LiverM,p1-C9,E-6,Liver,M,TAG22,559.3200302124023,TG,TG,14,(60:14),22:6
[TG(60:13)|TG(59:6)]_FA22:6,966.8,621.5,2339.4001502990723,966.8 -> 621.5,TAG,TAG22_6_E-6LiverM_N1_daneman_lab_11_21_23,E-6LiverM,p1-C9,E-6,Liver,M,TAG22,838.7600517272949,TG,TG,13,(60:13),22:6
[TG(60:12)|TG(59:5)]_FA22:6,968.9,623.6,6832.000419616699,968.9 -> 623.6,TAG,TAG22_6_E-6LiverM_N1_daneman_lab_11_21_23,E-6LiverM,p1-C9,E-6,Liver,M,TAG22,5331.8203201293945,TG,TG,12,(60:12),22:6
[TG(60:11)|TG(59:4)]_FA22:6,970.9,625.6,11201.720836639404,970.9 -> 625.6,TAG,TAG22_6_E-6LiverM_N1_daneman_lab_11_21_23,E-6LiverM,p1-C9,E-6,Liver,M,TAG22,9701.280731201172,TG,TG,11,(60:11),22:6
[TG(60:10)|TG(59:3)]_FA22:6,972.9,627.6,40658.22255706787,972.9 -> 627.6,TAG,TAG22_6_E-6LiverM_N1_daneman_lab_11_21_23,E-6LiverM,p1-C9,E-6,Liver,M,TAG22,39157.88246154785,TG,TG,10,(60:10),22:6
[TG(60:9)|TG(59:2)]_FA22:6,974.9,629.6,48254.34301376343,974.9 -> 629.6,TAG,TAG22_6_E-6LiverM_N1_daneman_lab_11_21_23,E-6LiverM,p1-C9,E-6,Liver,M,TAG22,46753.10291671753,TG,TG,9,(60:9),22:6
[TG(60:8)|TG(59:1)]_FA22:6,976.9,631.6,18062.981147766113,976.9 -> 631.6,TAG,TAG22_6_E-6LiverM_N1_daneman_lab_11_21_23,E-6LiverM,p1-C9,E-6,Liver,M,TAG22,16562.741050720215,TG,TG,8,(60:8),22:6
[TG(61:14)|TG(60:7)|TG(59:0)]_FA22:6,978.9,633.6,4646.360301971436,978.9 -> 633.6,TAG,TAG22_6_E-6LiverM_N1_daneman_lab_11_21_23,E-6LiverM,p1-C9,E-6,Liver,M,TAG22,3146.020191192627,TG,TG,14,(61:14),22:6
[TG(61:13)|TG(60:6)]_FA22:6,980.9,635.6,2682.6001892089844,980.9 -> 635.6,TAG,TAG22_6_E-6LiverM_N1_daneman_lab_11_21_23,E-6LiverM,p1-C9,E-6,Liver,M,TAG22,1085.760066986084,TG,TG,13,(61:13),22:6
[TG(61:12)|TG(60:5)]_FA22:6,982.9,637.6,2556.6601486206055,982.9 -> 637.6,TAG,TAG22_6_E-6LiverM_N1_daneman_lab_11_21_23,E-6LiverM,p1-C9,E-6,Liver,M,TAG22,1046.3800468444824,TG,TG,12,(61:12),22:6
[TG(61:11)|TG(60:4)]_FA22:6,984.9,639.6,2756.62020111084,984.9 -> 639.6,TAG,TAG22_6_E-6LiverM_N1_daneman_lab_11_21_23,E-6LiverM,p1-C9,E-6,Liver,M,TAG22,1256.4200973510742,TG,TG,11,(61:11),22:6
[TG(61:10)|TG(60:3)]_FA22:6,986.9,641.6,5388.140396118164,986.9 -> 641.6,TAG,TAG22_6_E-6LiverM_N1_daneman_lab_11_21_23,E-6LiverM,p1-C9,E-6,Liver,M,TAG22,3887.740306854248,TG,TG,10,(61:10),22:6
[TG(62:16)|TG(61:9)|TG(60:2)]_FA22:6,988.9,643.6,7275.320526123047,988.9 -> 643.6,TAG,TAG22_6_E-6LiverM_N1_daneman_lab_11_21_23,E-6LiverM,p1-C9,E-6,Liver,M,TAG22,5734.240421295166,TG,TG,16,(62:16),22:6
[TG(62:15)|TG(61:8)|TG(60:1)]_FA22:6,990.9,645.6,6162.780487060547,990.9 -> 645.6,TAG,TAG22_6_E-6LiverM_N1_daneman_lab_11_21_23,E-6LiverM,p1-C9,E-6,Liver,M,TAG22,4662.820392608643,TG,TG,15,(62:15),22:6
[TG(62:14)|TG(61:7)|TG(60:0)]_FA22:6,993.0,647.7,8974.020603179932,993.0 -> 647.7,TAG,TAG22_6_E-6LiverM_N1_daneman_lab_11_21_23,E-6LiverM,p1-C9,E-6,Liver,M,TAG22,7466.040500640869,TG,TG,14,(62:14),22:6
[TG(62:13)|TG(61:6)]_FA22:6,994.9,649.6,7452.020584106445,994.9 -> 649.6,TAG,TAG22_6_E-6LiverM_N1_daneman_lab_11_21_23,E-6LiverM,p1-C9,E-6,Liver,M,TAG22,5837.620471954346,TG,TG,13,(62:13),22:6
[TG(62:12)|TG(61:5)]_FA22:6,996.9,651.6,8890.320705413818,996.9 -> 651.6,TAG,TAG22_6_E-6LiverM_N1_daneman_lab_11_21_23,E-6LiverM,p1-C9,E-6,Liver,M,TAG22,7390.380596160889,TG,TG,12,(62:12),22:6
[TG(62:11)|TG(61:4)]_FA22:6,998.9,653.6,14781.901058197021,998.9 -> 653.6,TAG,TAG22_6_E-6LiverM_N1_daneman_lab_11_21_23,E-6LiverM,p1-C9,E-6,Liver,M,TAG22,13240.9009475708,TG,TG,11,(62:11),22:6
[TG(62:10)|TG(61:3)]_FA22:6,1000.9,655.6,13825.040958404541,1000.9 -> 655.6,TAG,TAG22_6_E-6LiverM_N1_daneman_lab_11_21_23,E-6LiverM,p1-C9,E-6,Liver,M,TAG22,12223.660850524902,TG,TG,10,(62:10),22:6
