Lipid,Class,DOD73m2_500x_N1__liverLD__8_8_23_x,FAD131m1_500x_N1__liverLD__8_8_23_x,FAD131m2_500x_N1__liverLD__8_8_23_x,FAD131m4_500x_N1__liverLD__8_8_23_x,FAD173m1_500x_N1__liverLD__8_8_23_x,DOD73m2_500x_N1__liverLD__8_8_23_y,FAD131m1_500x_N1__liverLD__8_8_23_y,FAD131m2_500x_N1__liverLD__8_8_23_y,FAD131m4_500x_N1__liverLD__8_8_23_y,FAD173m1_500x_N1__liverLD__8_8_23_y,Blank_500x_N1__liverLD__8_8_23,Title1,Title2,Title,length1,length2,Blank_name
PE (36:6),PE,2109.0801429748535,2057.6401443481445,1949.5601501464844,1901.1601486206055,2178.3801612854004,2109.0801429748535,2057.6401443481445,1949.5601501464844,1901.1601486206055,2178.3801612854004,1899.4601402282715,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New Data vs Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New DataBlank1,5,5,Blank_500x_N1__liverLD__8_8_23
PE (38:1),PE,2097.2001609802246,1955.8601417541504,2384.4201850891113,1885.5601348876953,2526.200164794922,2097.2001609802246,1955.8601417541504,2384.4201850891113,1885.5601348876953,2526.200164794922,1866.8001327514648,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New Data vs Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New DataBlank1,5,5,Blank_500x_N1__liverLD__8_8_23
PE (38:2),PE,2373.1801795959473,3091.6202125549316,2829.1002082824707,2059.900161743164,3109.080207824707,2373.1801795959473,3091.6202125549316,2829.1002082824707,2059.900161743164,3109.080207824707,1899.1401329040527,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New Data vs Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New DataBlank1,5,5,Blank_500x_N1__liverLD__8_8_23
PE (38:3),PE,9494.660724639893,10953.440521240234,11280.420684814453,2830.6002082824707,13704.60087966919,9494.660724639893,10953.440521240234,11280.420684814453,2830.6002082824707,13704.60087966919,1927.3001441955566,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New Data vs Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New DataBlank1,5,5,Blank_500x_N1__liverLD__8_8_23
PE (38:4),PE,68160.64474868774,79806.80770111084,78572.26818466187,7798.80069732666,70999.56424713135,68160.64474868774,79806.80770111084,78572.26818466187,7798.80069732666,70999.56424713135,1964.7801399230957,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New Data vs Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New DataBlank1,5,5,Blank_500x_N1__liverLD__8_8_23
PE (38:5),PE,28490.802070617676,48630.64295959473,41811.20292663574,4684.260395050049,40176.40256881714,28490.802070617676,48630.64295959473,41811.20292663574,4684.260395050049,40176.40256881714,1929.080150604248,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New Data vs Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New DataBlank1,5,5,Blank_500x_N1__liverLD__8_8_23
PE (38:6),PE,53412.422859191895,70748.02540588379,61257.0866317749,6293.380500793457,54080.58355331421,53412.422859191895,70748.02540588379,61257.0866317749,6293.380500793457,54080.58355331421,1866.7401275634766,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New Data vs Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New DataBlank1,5,5,Blank_500x_N1__liverLD__8_8_23
PE (40:2),PE,1891.2401428222656,1966.7401275634766,1870.7201385498047,2013.0601539611816,1924.3401336669922,1891.2401428222656,1966.7401275634766,1870.7201385498047,2013.0601539611816,1924.3401336669922,1866.4001388549805,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New Data vs Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New DataBlank1,5,5,Blank_500x_N1__liverLD__8_8_23
PE (40:3),PE,2045.0601501464844,1996.900146484375,2228.7601432800293,1930.2001457214355,2359.6001472473145,2045.0601501464844,1996.900146484375,2228.7601432800293,1930.2001457214355,2359.6001472473145,1945.540138244629,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New Data vs Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New DataBlank1,5,5,Blank_500x_N1__liverLD__8_8_23
PE (40:4),PE,2331.460189819336,3117.8402137756348,2824.900215148926,2194.3601722717285,3214.5202407836914,2331.460189819336,3117.8402137756348,2824.900215148926,2194.3601722717285,3214.5202407836914,1889.6801452636719,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New Data vs Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New DataBlank1,5,5,Blank_500x_N1__liverLD__8_8_23
PE (40:5),PE,6524.240467071533,5815.820461273193,4825.3603515625,2389.140182495117,4967.44034576416,6524.240467071533,5815.820461273193,4825.3603515625,2389.140182495117,4967.44034576416,1909.220142364502,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New Data vs Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New DataBlank1,5,5,Blank_500x_N1__liverLD__8_8_23
PE (42:0),PE,1916.5201263427734,1872.3801345825195,1971.9001388549805,1929.10013961792,1982.2401428222656,1916.5201263427734,1872.3801345825195,1971.9001388549805,1929.10013961792,1982.2401428222656,1923.0801315307617,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New Data vs Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New DataBlank1,5,5,Blank_500x_N1__liverLD__8_8_23
PE (42:1),PE,1961.720157623291,1898.8801460266113,1982.3601531982422,1947.8201484680176,1887.380126953125,1961.720157623291,1898.8801460266113,1982.3601531982422,1947.8201484680176,1887.380126953125,1908.240146636963,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New Data vs Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New DataBlank1,5,5,Blank_500x_N1__liverLD__8_8_23
PE (42:2),PE,1869.7601432800293,1935.8601379394531,1906.3601531982422,1866.3001441955566,1979.5001258850098,1869.7601432800293,1935.8601379394531,1906.3601531982422,1866.3001441955566,1979.5001258850098,1867.18013381958,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New Data vs Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New DataBlank1,5,5,Blank_500x_N1__liverLD__8_8_23
PE (42:3),PE,1870.5801315307617,1999.3801460266113,1919.4001350402832,1981.3601455688477,2046.7401313781738,1870.5801315307617,1999.3801460266113,1919.4001350402832,1981.3601455688477,2046.7401313781738,1892.660140991211,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New Data vs Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New DataBlank1,5,5,Blank_500x_N1__liverLD__8_8_23
PE (42:4),PE,1966.0801391601562,2100.520164489746,1935.4801292419434,1903.880142211914,1887.2601318359375,1966.0801391601562,2100.520164489746,1935.4801292419434,1903.880142211914,1887.2601318359375,1866.820140838623,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New Data vs Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New DataBlank1,5,5,Blank_500x_N1__liverLD__8_8_23
PE (42:5),PE,1951.4401359558105,1908.2001457214355,2131.060157775879,1984.540138244629,2073.6801528930664,1951.4401359558105,1908.2001457214355,2131.060157775879,1984.540138244629,2073.6801528930664,1933.5801429748535,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New Data vs Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New DataBlank1,5,5,Blank_500x_N1__liverLD__8_8_23
PE (42:6),PE,2133.6601600646973,2414.6601600646973,2008.340145111084,1940.9801292419434,2379.3001823425293,2133.6601600646973,2414.6601600646973,2008.340145111084,1940.9801292419434,2379.3001823425293,1896.340145111084,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New Data vs Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New DataBlank1,5,5,Blank_500x_N1__liverLD__8_8_23
PE (44:0),PE,1912.800136566162,1982.3801383972168,1978.7801551818848,1964.560146331787,2095.0001487731934,1912.800136566162,1982.3801383972168,1978.7801551818848,1964.560146331787,2095.0001487731934,1974.7601432800293,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New Data vs Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New DataBlank1,5,5,Blank_500x_N1__liverLD__8_8_23
PE (44:1),PE,1889.3001403808594,1872.2601509094238,1871.0201416015625,1866.4201354980469,1873.9401359558105,1889.3001403808594,1872.2601509094238,1871.0201416015625,1866.4201354980469,1873.9401359558105,1867.4201393127441,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New Data vs Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New DataBlank1,5,5,Blank_500x_N1__liverLD__8_8_23
PE (44:10),PE,1898.9001426696777,1945.9001541137695,1869.8001327514648,1913.060131072998,1878.1001358032227,1898.9001426696777,1945.9001541137695,1869.8001327514648,1913.060131072998,1878.1001358032227,1867.3201370239258,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New Data vs Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New DataBlank1,5,5,Blank_500x_N1__liverLD__8_8_23
PE (44:12),PE,1870.0801429748535,1889.9401359558105,1908.7401428222656,1883.6001319885254,1898.7801361083984,1870.0801429748535,1889.9401359558105,1908.7401428222656,1883.6001319885254,1898.7801361083984,1866.4001388549805,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New Data vs Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New DataBlank1,5,5,Blank_500x_N1__liverLD__8_8_23
PE (44:2),PE,1924.18013381958,1961.000129699707,1916.7001342773438,1922.5001487731934,1910.8801307678223,1924.18013381958,1961.000129699707,1916.7001342773438,1922.5001487731934,1910.8801307678223,1867.4601402282715,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New Data vs Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New DataBlank1,5,5,Blank_500x_N1__liverLD__8_8_23
PE (44:3),PE,1960.400146484375,1878.5601425170898,1929.6601333618164,1865.9401397705078,1933.6201362609863,1960.400146484375,1878.5601425170898,1929.6601333618164,1865.9401397705078,1933.6201362609863,1867.1001243591309,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New Data vs Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New DataBlank1,5,5,Blank_500x_N1__liverLD__8_8_23
PE (44:4),PE,1870.320125579834,1872.4201278686523,1870.18013381958,1915.040138244629,1916.760124206543,1870.320125579834,1872.4201278686523,1870.18013381958,1915.040138244629,1916.760124206543,1880.9401359558105,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New Data vs Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New DataBlank1,5,5,Blank_500x_N1__liverLD__8_8_23
PE (44:5),PE,1984.12015914917,1936.3401336669922,1871.2001266479492,1959.6801376342773,1874.700122833252,1984.12015914917,1936.3401336669922,1871.2001266479492,1959.6801376342773,1874.700122833252,1987.7201385498047,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New Data vs Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New DataBlank1,5,5,Blank_500x_N1__liverLD__8_8_23
PE (44:6),PE,1960.9601402282715,1928.1001319885254,1934.240135192871,1883.0201377868652,1938.7201461791992,1960.9601402282715,1928.1001319885254,1934.240135192871,1883.0201377868652,1938.7201461791992,1867.440143585205,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New Data vs Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New DataBlank1,5,5,Blank_500x_N1__liverLD__8_8_23
PE (46:1),PE,1912.8001403808594,1914.5801315307617,1933.0001411437988,1908.6801414489746,1945.500144958496,1912.8001403808594,1914.5801315307617,1933.0001411437988,1908.6801414489746,1945.500144958496,1909.2601509094238,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New Data vs Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New DataBlank1,5,5,Blank_500x_N1__liverLD__8_8_23
PE (52:4),PE,1911.800136566162,1914.3601303100586,1912.740135192871,1907.760139465332,1916.2401275634766,1911.800136566162,1914.3601303100586,1912.740135192871,1907.760139465332,1916.2401275634766,2003.5201606750488,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New Data vs Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New DataBlank1,5,5,Blank_500x_N1__liverLD__8_8_23
PEo (18:0),PE,2227.4801635742188,1990.6201400756836,2167.74015045166,2147.0601387023926,2066.320152282715,2227.4801635742188,1990.6201400756836,2167.74015045166,2147.0601387023926,2066.320152282715,1899.8401336669922,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New Data vs Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New DataBlank1,5,5,Blank_500x_N1__liverLD__8_8_23
PEo (18:1),PE,2205.8401641845703,2040.960147857666,2215.0201568603516,2097.4201622009277,2046.5601348876953,2205.8401641845703,2040.960147857666,2215.0201568603516,2097.4201622009277,2046.5601348876953,2127.140167236328,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New Data vs Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New DataBlank1,5,5,Blank_500x_N1__liverLD__8_8_23
PEo (20:0),PE,2074.64013671875,2079.360153198242,1965.8601417541504,1998.8601570129395,1988.240146636963,2074.64013671875,2079.360153198242,1965.8601417541504,1998.8601570129395,1988.240146636963,1966.740146636963,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New Data vs Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New DataBlank1,5,5,Blank_500x_N1__liverLD__8_8_23
PEo (28:0),PE,1900.1801300048828,1899.3001441955566,2028.5201416015625,1894.4201431274414,1882.9201393127441,1900.1801300048828,1899.3001441955566,2028.5201416015625,1894.4201431274414,1882.9201393127441,1889.4601440429688,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New Data vs Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New DataBlank1,5,5,Blank_500x_N1__liverLD__8_8_23
PEo (30:0),PE,1869.7401390075684,1925.4201354980469,1904.9201278686523,2106.08016204834,2010.1801528930664,1869.7401390075684,1925.4201354980469,1904.9201278686523,2106.08016204834,2010.1801528930664,1910.6201477050781,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New Data vs Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New DataBlank1,5,5,Blank_500x_N1__liverLD__8_8_23
PEo (32:1),PE,1920.9401626586914,1906.6801376342773,1984.8801460266113,1908.1801528930664,1874.5001373291016,1920.9401626586914,1906.6801376342773,1984.8801460266113,1908.1801528930664,1874.5001373291016,1907.7001419067383,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New Data vs Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New DataBlank1,5,5,Blank_500x_N1__liverLD__8_8_23
PEo (32:5),PE,1921.9801406860352,2008.4001502990723,1872.1801261901855,2022.6601638793945,1873.6001281738281,1921.9801406860352,2008.4001502990723,1872.1801261901855,2022.6601638793945,1873.6001281738281,1933.8201446533203,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New Data vs Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New DataBlank1,5,5,Blank_500x_N1__liverLD__8_8_23
PEo (34:0),PE,1907.7201309204102,1941.6201210021973,1907.4201431274414,1866.68013381958,1920.5801391601562,1907.7201309204102,1941.6201210021973,1907.4201431274414,1866.68013381958,1920.5801391601562,1883.9601364135742,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New Data vs Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New DataBlank1,5,5,Blank_500x_N1__liverLD__8_8_23
PEo (34:1),PE,1905.2401428222656,1941.2801399230957,2107.7801475524902,1931.1801528930664,2178.0201377868652,1905.2401428222656,1941.2801399230957,2107.7801475524902,1931.1801528930664,2178.0201377868652,1951.780143737793,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New Data vs Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New DataBlank1,5,5,Blank_500x_N1__liverLD__8_8_23
PEo (34:2),PE,2059.3001556396484,2228.380157470703,1874.1801300048828,2115.9601516723633,1929.8601379394531,2059.3001556396484,2228.380157470703,1874.1801300048828,2115.9601516723633,1929.8601379394531,1929.5401344299316,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New Data vs Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New DataBlank1,5,5,Blank_500x_N1__liverLD__8_8_23
PEo (34:3),PE,1975.1801376342773,1959.1201438903809,1969.1801528930664,1931.7001457214355,1991.5601196289062,1975.1801376342773,1959.1201438903809,1969.1801528930664,1931.7001457214355,1991.5601196289062,1899.8201484680176,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New Data vs Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New DataBlank1,5,5,Blank_500x_N1__liverLD__8_8_23
PEo (34:4),PE,1946.900146484375,1917.6001472473145,1982.3201446533203,1912.6601448059082,1979.1401481628418,1946.900146484375,1917.6001472473145,1982.3201446533203,1912.6601448059082,1979.1401481628418,1953.720157623291,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New Data vs Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New DataBlank1,5,5,Blank_500x_N1__liverLD__8_8_23
PEo (36:0),PE,1974.0201454162598,1992.9801445007324,1926.0201377868652,2059.8601455688477,2061.840156555176,1974.0201454162598,1992.9801445007324,1926.0201377868652,2059.8601455688477,2061.840156555176,2000.2201385498047,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New Data vs Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New DataBlank1,5,5,Blank_500x_N1__liverLD__8_8_23
PEo (36:1),PE,2100.220142364502,2189.9401626586914,1937.5601387023926,2237.6201515197754,2203.280158996582,2100.220142364502,2189.9401626586914,1937.5601387023926,2237.6201515197754,2203.280158996582,1939.960147857666,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New Data vs Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New DataBlank1,5,5,Blank_500x_N1__liverLD__8_8_23
PEo (36:2),PE,2523.560188293457,2050.840156555176,2029.1201515197754,2121.160144805908,2766.9001998901367,2523.560188293457,2050.840156555176,2029.1201515197754,2121.160144805908,2766.9001998901367,1866.64013671875,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New Data vs Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New DataBlank1,5,5,Blank_500x_N1__liverLD__8_8_23
PEo (36:3),PE,1963.740135192871,1872.8001441955566,2304.8001708984375,2074.020164489746,2183.940155029297,1963.740135192871,1872.8001441955566,2304.8001708984375,2074.020164489746,2183.940155029297,1867.860149383545,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New Data vs Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New DataBlank1,5,5,Blank_500x_N1__liverLD__8_8_23
PEo (36:4),PE,1921.140151977539,1962.8601303100586,2084.7401428222656,2030.4401512145996,1972.2401275634766,1921.140151977539,1962.8601303100586,2084.7401428222656,2030.4401512145996,1972.2401275634766,1866.8601417541504,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New Data vs Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New DataBlank1,5,5,Blank_500x_N1__liverLD__8_8_23
PEo (36:5),PE,2099.360153198242,2187.6001510620117,1870.2001342773438,2140.1601486206055,2099.460132598877,2099.360153198242,2187.6001510620117,1870.2001342773438,2140.1601486206055,2099.460132598877,1866.8801460266113,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New Data vs Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New DataBlank1,5,5,Blank_500x_N1__liverLD__8_8_23
