Lipid,Class,DOD73m2_500x_N1__liverLD__8_8_23_x,FAD131m1_500x_N1__liverLD__8_8_23_x,FAD131m2_500x_N1__liverLD__8_8_23_x,FAD131m4_500x_N1__liverLD__8_8_23_x,FAD173m1_500x_N1__liverLD__8_8_23_x,DOD73m2_500x_N1__liverLD__8_8_23_y,FAD131m1_500x_N1__liverLD__8_8_23_y,FAD131m2_500x_N1__liverLD__8_8_23_y,FAD131m4_500x_N1__liverLD__8_8_23_y,FAD173m1_500x_N1__liverLD__8_8_23_y,Blank_500x_N1__liverLD__8_8_23,Title1,Title2,Title,length1,length2,Blank_name
14:0 Cholesteryl ester,CE,10052.84069442749,11945.800876617432,11640.64081954956,10284.060752868652,10945.100769042969,10052.84069442749,11945.800876617432,11640.64081954956,10284.060752868652,10945.100769042969,11244.780765533447,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New Data vs Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New DataBlank1,5,5,Blank_500x_N1__liverLD__8_8_23
15:0 Campesteryl ester_simulated | 16:0 Cholesteryl ester,CE,16486.081218719482,15311.101108551025,17561.821308135986,17056.68120956421,16481.281227111816,16486.081218719482,15311.101108551025,17561.821308135986,17056.68120956421,16481.281227111816,15103.381072998047,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New Data vs Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New DataBlank1,5,5,Blank_500x_N1__liverLD__8_8_23
15:0 Cholesteryl ester,CE,10874.340755462646,10458.340728759766,11052.460815429688,10360.64070892334,10476.920707702637,10874.340755462646,10458.340728759766,11052.460815429688,10360.64070892334,10476.920707702637,10115.340724945068,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New Data vs Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New DataBlank1,5,5,Blank_500x_N1__liverLD__8_8_23
15:1 Campesteryl ester_simulated | 16:1 Cholesteryl ester,CE,20336.40142059326,23602.90170288086,23726.781665802002,22505.321563720703,21550.041522979736,20336.40142059326,23602.90170288086,23726.781665802002,22505.321563720703,21550.041522979736,18229.441314697266,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New Data vs Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New DataBlank1,5,5,Blank_500x_N1__liverLD__8_8_23
15:1 Cholesteryl ester,CE,10741.840732574463,10239.020755767822,10431.480724334717,10876.82075881958,10540.300720214844,10741.840732574463,10239.020755767822,10431.480724334717,10876.82075881958,10540.300720214844,10276.380741119385,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New Data vs Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New DataBlank1,5,5,Blank_500x_N1__liverLD__8_8_23
16:0 Campesteryl ester | 17:0 Cholesteryl ester,CE,10640.70071029663,10823.000751495361,10837.680778503418,10565.860748291016,10096.240684509277,10640.70071029663,10823.000751495361,10837.680778503418,10565.860748291016,10096.240684509277,10554.220748901367,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New Data vs Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New DataBlank1,5,5,Blank_500x_N1__liverLD__8_8_23
"16:2 Cholesteryl ester, zymosteryl palmitoleate",CE,9888.660675048828,9064.26063156128,9889.220691680908,9017.660614013672,10166.32069015503,9888.660675048828,9064.26063156128,9889.220691680908,9017.660614013672,10166.32069015503,9770.260646820068,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New Data vs Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New DataBlank1,5,5,Blank_500x_N1__liverLD__8_8_23
"17:0 Campesteryl ester_simulated | 18:0 Cholesteryl ester, 16:0 Sitosteryl ester",CE,14709.421012878418,15681.02112197876,15762.041149139404,14904.241035461426,14789.661037445068,14709.421012878418,15681.02112197876,15762.041149139404,14904.241035461426,14789.661037445068,15102.501056671143,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New Data vs Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New DataBlank1,5,5,Blank_500x_N1__liverLD__8_8_23
"17:1 Campesteryl ester_simulated | 18:1 Cholesteryl ester, 16:0 Stigmasteryl ester, 16:1 Sitosteryl ester",CE,26728.861919403076,41525.44277191162,39880.4026260376,38525.48285675049,38519.90280914307,26728.861919403076,41525.44277191162,39880.4026260376,38525.48285675049,38519.90280914307,18138.161308288574,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New Data vs Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New DataBlank1,5,5,Blank_500x_N1__liverLD__8_8_23
17:1 Cholesteryl ester; 16:1 Campesteryl ester,CE,11128.860759735107,9706.080684661865,10175.860725402832,10130.38074874878,9692.500667572021,11128.860759735107,9706.080684661865,10175.860725402832,10130.38074874878,9692.500667572021,10526.400749206543,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New Data vs Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New DataBlank1,5,5,Blank_500x_N1__liverLD__8_8_23
"18:2 Cholesteryl ester, zymosteryl oleate, 16:1 Stigmasteryl ester, 16:2 Sitosteryl ester",CE,39578.082706451416,47635.123374938965,31872.242237091064,44908.16316604614,63846.58479309082,39578.082706451416,47635.123374938965,31872.242237091064,44908.16316604614,63846.58479309082,10255.52070236206,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New Data vs Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New DataBlank1,5,5,Blank_500x_N1__liverLD__8_8_23
"18:3 Cholesteryl ester, 16:2 Stigmasteryl ester, 16:3 Sitosteryl ester",CE,13062.680919647217,13973.520977020264,12106.640914916992,13831.981033325195,13908.720901489258,13062.680919647217,13973.520977020264,12106.640914916992,13831.981033325195,13908.720901489258,9596.980686187744,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New Data vs Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New DataBlank1,5,5,Blank_500x_N1__liverLD__8_8_23
"20:2 Cholesteryl ester, 18:1 Stigmasteryl ester, 18:2 Sitosteryl ester",CE,10370.0407371521,9993.320697784424,10477.040775299072,9249.400661468506,10632.000751495361,10370.0407371521,9993.320697784424,10477.040775299072,9249.400661468506,10632.000751495361,9955.600715637207,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New Data vs Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New DataBlank1,5,5,Blank_500x_N1__liverLD__8_8_23
"20:3 Cholesteryl ester, 18:2 Stigmasteryl ester, 18:3 Sitosteryl ester",CE,8934.960624694824,10845.760749816895,9908.240699768066,10194.440761566162,11125.84077835083,8934.960624694824,10845.760749816895,9908.240699768066,10194.440761566162,11125.84077835083,8762.920654296875,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New Data vs Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New DataBlank1,5,5,Blank_500x_N1__liverLD__8_8_23
"20:4 Cholesteryl ester, 18:3 Stigmasteryl ester",CE,21017.161445617676,22131.501747131348,20237.801319122314,23239.541675567627,26787.502017974854,21017.161445617676,22131.501747131348,20237.801319122314,23239.541675567627,26787.502017974854,9296.260684967041,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New Data vs Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New DataBlank1,5,5,Blank_500x_N1__liverLD__8_8_23
20:5 Cholesteryl ester,CE,12772.160919189453,13479.460994720459,12605.320850372314,15143.181037902832,12206.300792694092,12772.160919189453,13479.460994720459,12605.320850372314,15143.181037902832,12206.300792694092,12476.880939483643,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New Data vs Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New DataBlank1,5,5,Blank_500x_N1__liverLD__8_8_23
"22:0 Cholesteryl ester, 20:0 Sitosteryl ester",CE,10460.900741577148,10370.700695037842,9856.000675201416,9399.76070022583,10036.360691070557,10460.900741577148,10370.700695037842,9856.000675201416,9399.76070022583,10036.360691070557,9720.780685424805,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New Data vs Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New DataBlank1,5,5,Blank_500x_N1__liverLD__8_8_23
"22:1 Cholesteryl ester, 20:0 Stigmasteryl ester, 20:1 Sitosteryl ester",CE,9503.700653076172,9786.04067993164,8990.300636291504,8816.700626373291,8819.180606842041,9503.700653076172,9786.04067993164,8990.300636291504,8816.700626373291,8819.180606842041,9270.880668640137,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New Data vs Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New DataBlank1,5,5,Blank_500x_N1__liverLD__8_8_23
"22:4 Cholesteryl ester, 20:3 Stigmasteryl ester",CE,9208.660648345947,8974.660652160645,8880.080661773682,9049.520648956299,9441.820629119873,9208.660648345947,8974.660652160645,8880.080661773682,9049.520648956299,9441.820629119873,8629.540618896484,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New Data vs Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New DataBlank1,5,5,Blank_500x_N1__liverLD__8_8_23
22:5 Cholesteryl ester,CE,11150.260776519775,11687.780792236328,10668.200759887695,11203.880809783936,12431.660865783691,11150.260776519775,11687.780792236328,10668.200759887695,11203.880809783936,12431.660865783691,9316.760669708252,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New Data vs Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New DataBlank1,5,5,Blank_500x_N1__liverLD__8_8_23
22:6 Cholesteryl ester,CE,26480.221752166748,34351.02230834961,29221.262046813965,23763.461883544922,37119.5227394104,26480.221752166748,34351.02230834961,29221.262046813965,23763.461883544922,37119.5227394104,8473.980602264404,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New Data vs Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New DataBlank1,5,5,Blank_500x_N1__liverLD__8_8_23
"24:1 Cholesteryl ester, 22:0 Stigmasteryl ester, 22:1 Sitosteryl ester",CE,9563.22063446045,9723.520690917969,10238.260726928711,9881.160747528076,9292.100643157959,9563.22063446045,9723.520690917969,10238.260726928711,9881.160747528076,9292.100643157959,9609.860683441162,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New Data vs Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New DataBlank1,5,5,Blank_500x_N1__liverLD__8_8_23
"3-hydroxyeicosanoylcarnitine, Cervonyl carnitine",CAR,7193.1204833984375,8714.340644836426,8474.560585021973,7817.540523529053,7634.260551452637,7193.1204833984375,8714.340644836426,8474.560585021973,7817.540523529053,7634.260551452637,8379.040599822998,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New Data vs Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New DataBlank1,5,5,Blank_500x_N1__liverLD__8_8_23
"3-hydroxypalmitoleoylcarnitine, Heptadecanoyl carnitine",CAR,10999.46078491211,10954.660766601562,11684.840850830078,10311.9407081604,10876.40079498291,10999.46078491211,10954.660766601562,11684.840850830078,10311.9407081604,10876.40079498291,11294.420841217041,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New Data vs Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New DataBlank1,5,5,Blank_500x_N1__liverLD__8_8_23
"Arachidyl carnitine, O-[(9Z)-17-carboxyheptadec-9-enoyl]carnitine",CAR,13688.201053619385,10603.780700683594,16960.001182556152,7779.860576629639,10623.060760498047,13688.201053619385,10603.780700683594,16960.001182556152,7779.860576629639,10623.060760498047,7426.280570983887,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New Data vs Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New DataBlank1,5,5,Blank_500x_N1__liverLD__8_8_23
