,Lipid,Parent_Ion,Product_Ion,Intensity,Transition,Class,Sample_ID,Sample Name,Cage,Position,Dilution Factor,Sex2,Sex,Genotype,Brain Region,method_type,Blank Subtraction,subclasses,chain_length,saturation,between_parenthese,FA_Chain,IDs,Names
2642,[TG(60:13)|TG(59:6)]_FA18:2,966.8,669.5,35740.282470703125,966.8 -> 669.5,TG,TAG18_2_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG18,0.0,TG,TG,13,(60:13),18:2,"LMGL03012093, LMGL03011527, LMGL03016337, LMGL03011480","TG(18:2(9Z,12Z)/20:5(5Z,8Z,11Z,14Z,17Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6], TG(18:2(9Z,12Z)/19:0/22:4(7Z,10Z,13Z,16Z))[iso6], TG(18:2(9Z,12Z)/19:1(9Z)/22:3(10Z,13Z,16Z))[iso6], TG(18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z)/21:0)[iso6]"
2643,[TG(60:12)|TG(59:5)]_FA18:2,968.9,671.6,33347.66233825684,968.9 -> 671.6,TG,TAG18_2_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG18,0.0,TG,TG,12,(60:12),18:2,"LMGL03012022, LMGL03012034, LMGL03011405, LMGL03016336, LMGL03011358","TG(18:2(9Z,12Z)/20:5(5Z,8Z,11Z,14Z,17Z)/22:5(7Z,10Z,13Z,16Z,19Z))[iso6], TG(18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6], TG(18:2(9Z,12Z)/20:3(8Z,11Z,14Z)/21:0)[iso6], TG(18:2(9Z,12Z)/19:1(9Z)/22:2(13Z,16Z))[iso6], TG(18:2(9Z,12Z)/19:0/22:3(10Z,13Z,16Z))[iso6]"
2644,[TG(60:11)|TG(59:4)]_FA18:2,970.9,673.6,30429.162078857426,970.9 -> 673.6,TG,TAG18_2_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG18,0.0,TG,TG,11,(60:11),18:2,"LMGL03011948, LMGL03011960, LMGL03011971, LMGL03016335, LMGL03011443, LMGL03011330","TG(18:2(9Z,12Z)/20:5(5Z,8Z,11Z,14Z,17Z)/22:4(7Z,10Z,13Z,16Z))[iso6], TG(18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z)/22:5(7Z,10Z,13Z,16Z,19Z))[iso6], TG(18:2(9Z,12Z)/20:3(8Z,11Z,14Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6], TG(18:2(9Z,12Z)/19:1(9Z)/22:1(11Z))[iso6], TG(18:2(9Z,12Z)/19:0/22:2(13Z,16Z))[iso6], TG(18:2(9Z,12Z)/20:2(11Z,14Z)/21:0)[iso6]"
2645,[TG(60:10)|TG(59:3)]_FA18:2,972.9,675.6,42380.82293701172,972.9 -> 675.6,TG,TAG18_2_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG18,0.0,TG,TG,10,(60:10),18:2,"LMGL03011794, LMGL03011895, LMGL03011906, LMGL03011884, LMGL03011274, LMGL03011255, LMGL03016326, LMGL03016334","TG(18:2(9Z,12Z)/20:5(5Z,8Z,11Z,14Z,17Z)/22:3(10Z,13Z,16Z))[iso6], TG(18:2(9Z,12Z)/20:3(8Z,11Z,14Z)/22:5(7Z,10Z,13Z,16Z,19Z))[iso6], TG(18:2(9Z,12Z)/20:2(11Z,14Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6], TG(18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z)/22:4(7Z,10Z,13Z,16Z))[iso6], TG(18:2(9Z,12Z)/19:0/22:1(13Z))[iso6], TG(18:2(9Z,12Z)/20:1(11Z)/21:0)[iso6], TG(18:2(9Z,12Z)/19:0/22:1(11Z))[iso6], TG(18:2(9Z,12Z)/19:1(9Z)/22:0)[iso6]"
2646,[TG(60:9)|TG(59:2)]_FA18:2,974.9,677.6,40419.38311767578,974.9 -> 677.6,TG,TAG18_2_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG18,0.0,TG,TG,9,(60:9),18:2,"LMGL03011725, LMGL03011837, LMGL03011872, LMGL03011827, LMGL03011816, LMGL03011181, LMGL03011190","TG(18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z)/22:3(10Z,13Z,16Z))[iso6], TG(18:2(9Z,12Z)/20:1(11Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6], TG(18:2(9Z,12Z)/20:5(5Z,8Z,11Z,14Z,17Z)/22:2(13Z,16Z))[iso6], TG(18:2(9Z,12Z)/20:2(11Z,14Z)/22:5(7Z,10Z,13Z,16Z,19Z))[iso6], TG(18:2(9Z,12Z)/20:3(8Z,11Z,14Z)/22:4(7Z,10Z,13Z,16Z))[iso6], TG(18:2(9Z,12Z)/20:0/21:0)[iso6], TG(18:2(9Z,12Z)/19:0/22:0)[iso6]"
2647,[TG(60:8)|TG(59:1)]_FA18:2,976.9,679.6,32896.362380981445,976.9 -> 679.6,TG,TAG18_2_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG18,0.0,TG,TG,8,(60:8),18:2,"LMGL03011805, LMGL03011757, LMGL03011654, LMGL03011747, LMGL03016346, LMGL03011715, LMGL03011767","TG(18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z)/22:2(13Z,16Z))[iso6], TG(18:2(9Z,12Z)/20:1(11Z)/22:5(7Z,10Z,13Z,16Z,19Z))[iso6], TG(18:2(9Z,12Z)/20:3(8Z,11Z,14Z)/22:3(10Z,13Z,16Z))[iso6], TG(18:2(9Z,12Z)/20:2(11Z,14Z)/22:4(7Z,10Z,13Z,16Z))[iso6], TG(18:2(9Z,12Z)/20:5(5Z,8Z,11Z,14Z,17Z)/22:1(11Z))[iso6], TG(18:2(9Z,12Z)/20:5(5Z,8Z,11Z,14Z,17Z)/22:1(13Z))[iso6], TG(18:2(9Z,12Z)/20:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6]"
2648,[TG(61:14)|TG(60:7)|TG(59:0)]_FA18:2,978.9,681.6,32609.42237854004,978.9 -> 681.6,TG,TAG18_2_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG18,0.0,TG,TG,14,(61:14),18:2,"LMGL03011582, LMGL03011644, LMGL03011685, LMGL03016345, LMGL03011736, LMGL03011675, LMGL03011635","TG(18:2(9Z,12Z)/20:2(11Z,14Z)/22:3(10Z,13Z,16Z))[iso6], TG(18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z)/22:1(13Z))[iso6], TG(18:2(9Z,12Z)/20:0/22:5(7Z,10Z,13Z,16Z,19Z))[iso6], TG(18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z)/22:1(11Z))[iso6], TG(18:2(9Z,12Z)/20:3(8Z,11Z,14Z)/22:2(13Z,16Z))[iso6], TG(18:2(9Z,12Z)/20:1(11Z)/22:4(7Z,10Z,13Z,16Z))[iso6], TG(18:2(9Z,12Z)/20:5(5Z,8Z,11Z,14Z,17Z)/22:0)[iso6]"
2649,[TG(61:13)|TG(60:6)]_FA18:2,980.9,683.6,64864.04440307617,980.9 -> 683.6,TG,TAG18_2_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG18,0.0,TG,TG,13,(61:13),18:2,"LMGL03011508, LMGL03011665, LMGL03011571, LMGL03011602, LMGL03016344, LMGL03011562","TG(18:2(9Z,12Z)/20:1(11Z)/22:3(10Z,13Z,16Z))[iso6], TG(18:2(9Z,12Z)/20:2(11Z,14Z)/22:2(13Z,16Z))[iso6], TG(18:2(9Z,12Z)/20:3(8Z,11Z,14Z)/22:1(13Z))[iso6], TG(18:2(9Z,12Z)/20:0/22:4(7Z,10Z,13Z,16Z))[iso6], TG(18:2(9Z,12Z)/20:3(8Z,11Z,14Z)/22:1(11Z))[iso6], TG(18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z)/22:0)[iso6]"
2650,[TG(61:12)|TG(60:5)]_FA18:2,982.9,685.6,129003.18823242188,982.9 -> 685.6,TG,TAG18_2_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG18,0.0,TG,TG,12,(61:12),18:2,"LMGL03011434, LMGL03016343, LMGL03011488, LMGL03011498, LMGL03011592","TG(18:2(9Z,12Z)/20:0/22:3(10Z,13Z,16Z))[iso6], TG(18:2(9Z,12Z)/20:2(11Z,14Z)/22:1(11Z))[iso6], TG(18:2(9Z,12Z)/20:3(8Z,11Z,14Z)/22:0)[iso6], TG(18:2(9Z,12Z)/20:2(11Z,14Z)/22:1(13Z))[iso6], TG(18:2(9Z,12Z)/20:1(11Z)/22:2(13Z,16Z))[iso6]"
2651,[TG(61:11)|TG(60:4)]_FA18:2,984.9,687.6,37171.942794799805,984.9 -> 687.6,TG,TAG18_2_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG18,0.0,TG,TG,11,(61:11),18:2,"LMGL03011518, LMGL03016342, LMGL03011414, LMGL03011424","TG(18:2(9Z,12Z)/20:0/22:2(13Z,16Z))[iso6], TG(18:2(9Z,12Z)/20:1(11Z)/22:1(11Z))[iso6], TG(18:2(9Z,12Z)/20:2(11Z,14Z)/22:0)[iso6], TG(18:2(9Z,12Z)/20:1(11Z)/22:1(13Z))[iso6]"
2652,[TG(61:10)|TG(60:3)]_FA18:2,986.9,689.6,29553.54202270508,986.9 -> 689.6,TG,TAG18_2_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG18,0.0,TG,TG,10,(61:10),18:2,"LMGL03011339, LMGL03011349, LMGL03016341","TG(18:2(9Z,12Z)/20:1(11Z)/22:0)[iso6], TG(18:2(9Z,12Z)/20:0/22:1(13Z))[iso6], TG(18:2(9Z,12Z)/20:0/22:1(11Z))[iso6]"
2653,[TG(62:16)|TG(61:9)|TG(60:2)]_FA18:2,988.9,691.6,36578.30242919922,988.9 -> 691.6,TG,TAG18_2_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG18,0.0,TG,TG,16,(62:16),18:2,"LMGL03011628, LMGL03011265","TG(18:2(9Z,12Z)/21:0/21:0)[iso3], TG(18:2(9Z,12Z)/20:0/22:0)[iso6]"
2654,[TG(62:15)|TG(61:8)|TG(60:1)]_FA18:2,990.9,693.6,31590.48223876953,990.9 -> 693.6,TG,TAG18_2_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG18,0.0,TG,TG,15,(62:15),18:2,LMGL03012149,"TG(18:2(9Z,12Z)/21:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6]"
2655,[TG(62:14)|TG(61:7)|TG(60:0)]_FA18:2,993.0,695.7,28481.5421295166,993.0 -> 695.7,TG,TAG18_2_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG18,0.0,TG,TG,14,(62:14),18:2,"LMGL03012429, LMGL03012081","TG(18:2(9Z,12Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso3], TG(18:2(9Z,12Z)/21:0/22:5(7Z,10Z,13Z,16Z,19Z))[iso6]"
2656,[TG(62:13)|TG(61:6)]_FA18:2,994.9,697.6,81067.12585449219,994.9 -> 697.6,TG,TAG18_2_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG18,0.0,TG,TG,13,(62:13),18:2,"LMGL03012400, LMGL03012010","TG(18:2(9Z,12Z)/22:5(7Z,10Z,13Z,16Z,19Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6], TG(18:2(9Z,12Z)/21:0/22:4(7Z,10Z,13Z,16Z))[iso6]"
2657,[TG(62:12)|TG(61:5)]_FA18:2,996.9,699.6,36379.78253173828,996.9 -> 699.6,TG,TAG18_2_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG18,0.0,TG,TG,12,(62:12),18:2,"LMGL03012357, LMGL03012367, LMGL03011862","TG(18:2(9Z,12Z)/22:5(7Z,10Z,13Z,16Z,19Z)/22:5(7Z,10Z,13Z,16Z,19Z))[iso3], TG(18:2(9Z,12Z)/22:4(7Z,10Z,13Z,16Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6], TG(18:2(9Z,12Z)/21:0/22:3(10Z,13Z,16Z))[iso6]"
2658,[TG(62:11)|TG(61:4)]_FA18:2,998.9,701.6,32986.2825012207,998.9 -> 701.6,TG,TAG18_2_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG18,0.0,TG,TG,11,(62:11),18:2,"LMGL03012291, LMGL03012320, LMGL03011937","TG(18:2(9Z,12Z)/22:3(10Z,13Z,16Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6], TG(18:2(9Z,12Z)/22:4(7Z,10Z,13Z,16Z)/22:5(7Z,10Z,13Z,16Z,19Z))[iso6], TG(18:2(9Z,12Z)/21:0/22:2(13Z,16Z))[iso6]"
2659,[TG(62:10)|TG(61:3)]_FA18:2,1000.9,703.6,30960.142120361328,1000.9 -> 703.6,TG,TAG18_2_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG18,0.0,TG,TG,10,(62:10),18:2,"LMGL03012270, LMGL03012331, LMGL03012236, LMGL03016347, LMGL03011785","TG(18:2(9Z,12Z)/22:4(7Z,10Z,13Z,16Z)/22:4(7Z,10Z,13Z,16Z))[iso3], TG(18:2(9Z,12Z)/22:2(13Z,16Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6], TG(18:2(9Z,12Z)/22:3(10Z,13Z,16Z)/22:5(7Z,10Z,13Z,16Z,19Z))[iso6], TG(18:2(9Z,12Z)/21:0/22:1(11Z))[iso6], TG(18:2(9Z,12Z)/21:0/22:1(13Z))[iso6]"
2660,[TG(62:9)|TG(61:2)]_FA18:2,1002.9,705.6,26744.322052001957,1002.9 -> 705.6,TG,TAG18_2_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG18,0.0,TG,TG,9,(62:9),18:2,"LMGL03012177, LMGL03016353, LMGL03012280, LMGL03012248, LMGL03011707","TG(18:2(9Z,12Z)/22:3(10Z,13Z,16Z)/22:4(7Z,10Z,13Z,16Z))[iso6], TG(18:2(9Z,12Z)/22:1(11Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6], TG(18:2(9Z,12Z)/22:2(13Z,16Z)/22:5(7Z,10Z,13Z,16Z,19Z))[iso6], TG(18:2(9Z,12Z)/22:1(13Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6], TG(18:2(9Z,12Z)/21:0/22:0)[iso6]"
2661,[TG(62:8)|TG(61:1)]_FA18:2,1005.0,707.7,23861.521591186523,1005.0 -> 707.7,TG,TAG18_2_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG18,0.0,TG,TG,8,(62:8),18:2,"LMGL03012050, LMGL03016352, LMGL03012200, LMGL03012226, LMGL03012188","TG(18:2(9Z,12Z)/22:3(10Z,13Z,16Z)/22:3(10Z,13Z,16Z))[iso3], TG(18:2(9Z,12Z)/22:1(11Z)/22:5(7Z,10Z,13Z,16Z,19Z))[iso6], TG(18:2(9Z,12Z)/22:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6], TG(18:2(9Z,12Z)/22:2(13Z,16Z)/22:4(7Z,10Z,13Z,16Z))[iso6], TG(18:2(9Z,12Z)/22:1(13Z)/22:5(7Z,10Z,13Z,16Z,19Z))[iso6]"
2662,[TG(62:7)|TG(61:0)]_FA18:2,1007.0,709.7,35727.18223571777,1007.0 -> 709.7,TG,TAG18_2_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG18,0.0,TG,TG,7,(62:7),18:2,"LMGL03012115, LMGL03012136, LMGL03016351, LMGL03016354, LMGL03012125","TG(18:2(9Z,12Z)/22:3(10Z,13Z,16Z)/22:2(13Z,16Z))[iso6], TG(18:2(9Z,12Z)/22:0/22:5(7Z,10Z,13Z,16Z,19Z))[iso6], TG(18:2(9Z,12Z)/22:1(11Z)/22:4(7Z,10Z,13Z,16Z))[iso6], TG(18:2(9Z,12Z)/22:2(13Z,16Z)/22:3(10Z,13Z,16Z))[iso6], TG(18:2(9Z,12Z)/22:1(13Z)/22:4(7Z,10Z,13Z,16Z))[iso6]"
2663,[TG(63:13)|TG(62:6)]_FA18:2,1008.9,711.6,38719.80252075195,1008.9 -> 711.6,TG,TAG18_2_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG18,0.0,TG,TG,13,(63:13),18:2,"LMGL03012168, LMGL03016350, LMGL03011990, LMGL03012069","TG(18:2(9Z,12Z)/22:2(13Z,16Z)/22:2(13Z,16Z))[iso3], TG(18:2(9Z,12Z)/22:1(11Z)/22:3(10Z,13Z,16Z))[iso6], TG(18:2(9Z,12Z)/22:1(13Z)/22:3(10Z,13Z,16Z))[iso6], TG(18:2(9Z,12Z)/22:0/22:4(7Z,10Z,13Z,16Z))[iso6]"
2664,[TG(63:12)|TG(62:5)]_FA18:2,1010.9,713.6,25056.80155944824,1010.9 -> 713.6,TG,TAG18_2_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG18,0.0,TG,TG,12,(63:12),18:2,"LMGL03011927, LMGL03016349, LMGL03012059","TG(18:2(9Z,12Z)/22:0/22:3(10Z,13Z,16Z))[iso6], TG(18:2(9Z,12Z)/22:1(11Z)/22:2(13Z,16Z))[iso6], TG(18:2(9Z,12Z)/22:1(13Z)/22:2(13Z,16Z))[iso6]"
2665,[TG(63:11)|TG(62:4)]_FA18:2,1012.9,715.6,25004.141662597656,1012.9 -> 715.6,TG,TAG18_2_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG18,0.0,TG,TG,11,(63:11),18:2,"LMGL03011919, LMGL03013044, LMGL03011999","TG(18:2(9Z,12Z)/22:1(13Z)/22:1(13Z))[iso3], TG(18:2(9Z,12Z)/22:1(11Z)/22:1(11Z))[iso3], TG(18:2(9Z,12Z)/22:0/22:2(13Z,16Z))[iso6]"
2666,[TG(64:17)|TG(63:10)|TG(62:3)]_FA18:2,1014.9,717.6,21409.9815826416,1014.9 -> 717.6,TG,TAG18_2_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG18,0.0,TG,TG,17,(64:17),18:2,"LMGL03011853, LMGL03016348","TG(18:2(9Z,12Z)/22:0/22:1(13Z))[iso6], TG(18:2(9Z,12Z)/22:0/22:1(11Z))[iso6]"
2667,[TG(64:16)|TG(63:9)|TG(62:2)]_FA18:2,1017.0,719.7,23871.68170166016,1017.0 -> 719.7,TG,TAG18_2_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG18,0.0,TG,TG,16,(64:16),18:2,LMGL03011777,"TG(18:2(9Z,12Z)/22:0/22:0)[iso3]"
2668,[TG(64:15)|TG(63:8)|TG(62:1)]_FA18:2,1019.0,721.7,19466.641326904297,1019.0 -> 721.7,TG,TAG18_2_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG18,0.0,TG,TG,15,(64:15),18:2,,
2669,[TG(64:14)|TG(63:7)|TG(62:0)]_FA18:2,1021.0,723.7,23421.74137878418,1021.0 -> 723.7,TG,TAG18_2_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG18,0.0,TG,TG,14,(64:14),18:2,,
2670,[TG(64:13)|TG(63:6)]_FA18:2,1022.9,725.6,28105.282104492188,1022.9 -> 725.6,TG,TAG18_2_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG18,0.0,TG,TG,13,(64:13),18:2,,
2671,[TG(64:12)|TG(63:5)]_FA18:2,1024.9,727.6,25573.101837158203,1024.9 -> 727.6,TG,TAG18_2_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG18,0.0,TG,TG,12,(64:12),18:2,,
2672,[TG(64:11)|TG(63:4)]_FA18:2,1026.9,729.6,21766.24168395996,1026.9 -> 729.6,TG,TAG18_2_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG18,0.0,TG,TG,11,(64:11),18:2,,
2673,[TG(64:10)|TG(63:3)]_FA18:2,1029.0,731.7,25076.461624145508,1029.0 -> 731.7,TG,TAG18_2_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG18,0.0,TG,TG,10,(64:10),18:2,,
2674,[TG(64:9)|TG(63:2)]_FA18:2,1031.0,733.7,22690.021591186523,1031.0 -> 733.7,TG,TAG18_2_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG18,0.0,TG,TG,9,(64:9),18:2,,
2675,[TG(64:8)|TG(63:1)]_FA18:2,1033.0,735.7,20043.261459350582,1033.0 -> 735.7,TG,TAG18_2_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG18,0.0,TG,TG,8,(64:8),18:2,,
2676,[TG(64:7)|TG(63:0)]_FA18:2,1035.0,737.7,19156.94123840332,1035.0 -> 737.7,TG,TAG18_2_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG18,0.0,TG,TG,7,(64:7),18:2,,
2677,[TG(64:6)]_FA18:2,1036.9,739.6,18153.18132019043,1036.9 -> 739.6,TG,TAG18_2_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG18,0.0,TG,TG,6,(64:6),18:2,,
2678,[TG(65:12)|TG(64:5)]_FA18:2,1038.9,741.6,20506.40154266357,1038.9 -> 741.6,TG,TAG18_2_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG18,0.0,TG,TG,12,(65:12),18:2,,
2679,[TG(66:18)|TG(65:11)|TG(64:4)]_FA18:2,1041.0,743.7,31627.042236328125,1041.0 -> 743.7,TG,TAG18_2_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG18,0.0,TG,TG,18,(66:18),18:2,,
2680,[TG(66:17)|TG(65:10)|TG(64:3)]_FA18:2,1043.0,745.7,24032.68180847168,1043.0 -> 745.7,TG,TAG18_2_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG18,0.0,TG,TG,17,(66:17),18:2,,
2681,[TG(66:16)|TG(65:9)|TG(64:2)]_FA18:2,1045.0,747.7,21421.38157653809,1045.0 -> 747.7,TG,TAG18_2_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG18,0.0,TG,TG,16,(66:16),18:2,,
2682,[TG(66:15)|TG(65:8)|TG(64:1)]_FA18:2,1047.0,749.7,19765.541397094727,1047.0 -> 749.7,TG,TAG18_2_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG18,0.0,TG,TG,15,(66:15),18:2,,
2683,[TG(66:14)|TG(65:7)|TG(64:0)]_FA18:2,1049.0,751.7,17420.301193237305,1049.0 -> 751.7,TG,TAG18_2_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG18,0.0,TG,TG,14,(66:14),18:2,,
