,Lipid,Parent_Ion,Product_Ion,Intensity,Transition,Class,Sample_ID,Sample Name,Cage,Position,Dilution Factor,Sex2,Sex,Genotype,Brain Region,method_type,Blank Subtraction,subclasses,chain_length,saturation,between_parenthese,FA_Chain,IDs,Names
2618,[TG(56:9)|TG(55:2)]_FA18:2,918.8,621.5,63094.684143066406,918.8 -> 621.5,TG,TAG18_2_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG18,0.0,TG,TG,9,(56:9),18:2,"LMGL03016296, LMGL03016314, LMGL03010884, LMGL03011075, LMGL03010876, LMGL03010299, LMGL03010376, LMGL03010507, LMGL03015178","TG(18:2(9Z,12Z)/18:3(6Z,9Z,12Z)/20:4(5Z,8Z,11Z,14Z))[iso6], TG(18:2(9Z,12Z)/18:4(6Z,9Z,12Z,15Z)/20:3(8Z,11Z,14Z))[iso6], TG(18:2(9Z,12Z)/18:2(9Z,12Z)/20:5(5Z,8Z,11Z,14Z,17Z))[iso3], TG(16:1(9Z)/18:2(9Z,12Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6], TG(18:2(9Z,12Z)/18:3(9Z,12Z,15Z)/20:4(5Z,8Z,11Z,14Z))[iso6], TG(17:0/18:2(9Z,12Z)/20:0)[iso6], TG(18:0/18:2(9Z,12Z)/19:0)[iso6], TG(16:0/18:2(9Z,12Z)/21:0)[iso6], TG(15:0/18:2(9Z,12Z)/22:0)[iso6]"
2619,[TG(56:8)|TG(55:1)]_FA18:2,920.9,623.6,97015.74639892578,920.9 -> 623.6,TG,TAG18_2_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG18,0.0,TG,TG,8,(56:8),18:2,"LMGL03010995, LMGL03010999, LMGL03010800, LMGL03010808, LMGL03016295, LMGL03016313, LMGL03010815","TG(16:1(9Z)/18:2(9Z,12Z)/22:5(7Z,10Z,13Z,16Z,19Z))[iso6], TG(16:0/18:2(9Z,12Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6], TG(18:2(9Z,12Z)/18:3(9Z,12Z,15Z)/20:3(8Z,11Z,14Z))[iso6], TG(18:2(9Z,12Z)/18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z))[iso3], TG(18:2(9Z,12Z)/18:3(6Z,9Z,12Z)/20:3(8Z,11Z,14Z))[iso6], TG(18:2(9Z,12Z)/18:4(6Z,9Z,12Z,15Z)/20:2(11Z,14Z))[iso6], TG(18:1(9Z)/18:2(9Z,12Z)/20:5(5Z,8Z,11Z,14Z,17Z))[iso6]"
2620,[TG(56:7)|TG(55:0)]_FA18:2,922.9,625.6,60424.36410522461,922.9 -> 625.6,TG,TAG18_2_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG18,0.0,TG,TG,7,(56:7),18:2,"LMGL03010917, LMGL03010741, LMGL03010734, LMGL03010747, LMGL03010921, LMGL03016294, LMGL03016312, LMGL03010727","TG(16:1(9Z)/18:2(9Z,12Z)/22:4(7Z,10Z,13Z,16Z))[iso6], TG(18:1(9Z)/18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z))[iso6], TG(18:2(9Z,12Z)/18:2(9Z,12Z)/20:3(8Z,11Z,14Z))[iso3], TG(18:0/18:2(9Z,12Z)/20:5(5Z,8Z,11Z,14Z,17Z))[iso6], TG(16:0/18:2(9Z,12Z)/22:5(7Z,10Z,13Z,16Z,19Z))[iso6], TG(18:2(9Z,12Z)/18:3(6Z,9Z,12Z)/20:2(11Z,14Z))[iso6], TG(18:2(9Z,12Z)/18:4(6Z,9Z,12Z,15Z)/20:1(11Z))[iso6], TG(18:2(9Z,12Z)/18:3(9Z,12Z,15Z)/20:2(11Z,14Z))[iso6]"
2621,[TG(56:6)]_FA18:2,924.8,627.5,73558.2855834961,924.8 -> 627.5,TG,TAG18_2_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG18,0.0,TG,TG,6,(56:6),18:2,"LMGL03010845, LMGL03010670, LMGL03010767, LMGL03016311, LMGL03010657, LMGL03010663, LMGL03010676, LMGL03016293","TG(16:0/18:2(9Z,12Z)/22:4(7Z,10Z,13Z,16Z))[iso6], TG(18:1(9Z)/18:2(9Z,12Z)/20:3(8Z,11Z,14Z))[iso6], TG(16:1(9Z)/18:2(9Z,12Z)/22:3(10Z,13Z,16Z))[iso6], TG(18:2(9Z,12Z)/18:4(6Z,9Z,12Z,15Z)/20:0)[iso6], TG(18:2(9Z,12Z)/18:3(9Z,12Z,15Z)/20:1(11Z))[iso6], TG(18:2(9Z,12Z)/18:2(9Z,12Z)/20:2(11Z,14Z))[iso3], TG(18:0/18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z))[iso6], TG(18:2(9Z,12Z)/18:3(6Z,9Z,12Z)/20:1(11Z))[iso6]"
2622,[TG(57:12)|TG(56:5)]_FA18:2,926.8,629.5,49453.223205566406,926.8 -> 629.5,TG,TAG18_2_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG18,0.0,TG,TG,12,(57:12),18:2,"LMGL03010700, LMGL03010591, LMGL03010841, LMGL03016292, LMGL03010602, LMGL03010608, LMGL03010596","TG(16:0/18:2(9Z,12Z)/22:3(10Z,13Z,16Z))[iso6], TG(18:2(9Z,12Z)/18:3(9Z,12Z,15Z)/20:0)[iso6], TG(16:1(9Z)/18:2(9Z,12Z)/22:2(13Z,16Z))[iso6], TG(18:2(9Z,12Z)/18:3(6Z,9Z,12Z)/20:0)[iso6], TG(18:1(9Z)/18:2(9Z,12Z)/20:2(11Z,14Z))[iso6], TG(18:0/18:2(9Z,12Z)/20:3(8Z,11Z,14Z))[iso6], TG(18:2(9Z,12Z)/18:2(9Z,12Z)/20:1(11Z))[iso3]"
2623,[TG(57:11)|TG(56:4)]_FA18:2,928.8,631.5,51036.283752441406,928.8 -> 631.5,TG,TAG18_2_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG18,0.0,TG,TG,11,(57:11),18:2,"LMGL03013043, LMGL03010538, LMGL03010753, LMGL03010696, LMGL03010533, LMGL03010771, LMGL03015825, LMGL03010544","TG(18:2(9Z,12Z)/19:1(9Z)/19:1(9Z))[iso3], TG(18:1(9Z)/18:2(9Z,12Z)/20:1(11Z))[iso6], TG(17:2(9Z,12Z)/18:2(9Z,12Z)/21:0)[iso6], TG(16:1(9Z)/18:2(9Z,12Z)/22:1(13Z))[iso6], TG(18:2(9Z,12Z)/18:2(9Z,12Z)/20:0)[iso3], TG(16:0/18:2(9Z,12Z)/22:2(13Z,16Z))[iso6], TG(16:1(9Z)/18:2(9Z,12Z)/22:1(11Z))[iso6], TG(18:0/18:2(9Z,12Z)/20:2(11Z,14Z))[iso6]"
2624,[TG(57:10)|TG(56:3)]_FA18:2,930.8,633.5,48982.123596191406,930.8 -> 633.5,TG,TAG18_2_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG18,0.0,TG,TG,10,(57:10),18:2,"LMGL03011310, LMGL03010687, LMGL03010483, LMGL03010478, LMGL03016325, LMGL03010628, LMGL03010632, LMGL03015734","TG(17:2(9Z,12Z)/18:2(9Z,12Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6], TG(17:1(9Z)/18:2(9Z,12Z)/21:0)[iso6], TG(18:0/18:2(9Z,12Z)/20:1(11Z))[iso6], TG(18:1(9Z)/18:2(9Z,12Z)/20:0)[iso6], TG(18:2(9Z,12Z)/19:0/19:1(9Z))[iso6], TG(16:1(9Z)/18:2(9Z,12Z)/22:0)[iso6], TG(16:0/18:2(9Z,12Z)/22:1(13Z))[iso6], TG(16:0/18:2(9Z,12Z)/22:1(11Z))[iso6]"
2625,[TG(57:9)|TG(56:2)]_FA18:2,932.9,635.6,59823.243896484375,932.9 -> 635.6,TG,TAG18_2_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG18,0.0,TG,TG,9,(57:9),18:2,"LMGL03011231, LMGL03011226, LMGL03010427, LMGL03010624, LMGL03010568, LMGL03010587","TG(17:1(9Z)/18:2(9Z,12Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6], TG(17:2(9Z,12Z)/18:2(9Z,12Z)/22:5(7Z,10Z,13Z,16Z,19Z))[iso6], TG(18:0/18:2(9Z,12Z)/20:0)[iso6], TG(17:0/18:2(9Z,12Z)/21:0)[iso6], TG(16:0/18:2(9Z,12Z)/22:0)[iso6], TG(18:2(9Z,12Z)/19:0/19:0)[iso3]"
2626,[TG(57:8)|TG(56:1)]_FA18:2,934.9,637.6,193938.94897460935,934.9 -> 637.6,TG,TAG18_2_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG18,0.0,TG,TG,8,(57:8),18:2,"LMGL03011143, LMGL03011153, LMGL03011148, LMGL03016332","TG(17:2(9Z,12Z)/18:2(9Z,12Z)/22:4(7Z,10Z,13Z,16Z))[iso6], TG(17:0/18:2(9Z,12Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6], TG(17:1(9Z)/18:2(9Z,12Z)/22:5(7Z,10Z,13Z,16Z,19Z))[iso6], TG(18:2(9Z,12Z)/19:1(9Z)/20:5(5Z,8Z,11Z,14Z,17Z))[iso6]"
2627,[TG(58:14)|TG(57:7)|TG(56:0)]_FA18:2,936.9,639.6,116744.8285522461,936.9 -> 639.6,TG,TAG18_2_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG18,0.0,TG,TG,14,(58:14),18:2,"LMGL03010981, LMGL03011025, LMGL03016331, LMGL03011071, LMGL03011066","TG(17:2(9Z,12Z)/18:2(9Z,12Z)/22:3(10Z,13Z,16Z))[iso6], TG(18:2(9Z,12Z)/19:0/20:5(5Z,8Z,11Z,14Z,17Z))[iso6], TG(18:2(9Z,12Z)/19:1(9Z)/20:4(5Z,8Z,11Z,14Z))[iso6], TG(17:0/18:2(9Z,12Z)/22:5(7Z,10Z,13Z,16Z,19Z))[iso6], TG(17:1(9Z)/18:2(9Z,12Z)/22:4(7Z,10Z,13Z,16Z))[iso6]"
2628,[TG(58:13)|TG(57:6)]_FA18:2,938.8,641.5,36622.20251464844,938.8 -> 641.5,TG,TAG18_2_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG18,0.0,TG,TG,13,(58:13),18:2,"LMGL03010945, LMGL03016317, LMGL03016330, LMGL03011061, LMGL03010991, LMGL03010908","TG(18:2(9Z,12Z)/19:0/20:4(5Z,8Z,11Z,14Z))[iso6], TG(18:2(9Z,12Z)/18:4(6Z,9Z,12Z,15Z)/21:0)[iso6], TG(18:2(9Z,12Z)/19:1(9Z)/20:3(8Z,11Z,14Z))[iso6], TG(17:2(9Z,12Z)/18:2(9Z,12Z)/22:2(13Z,16Z))[iso6], TG(17:0/18:2(9Z,12Z)/22:4(7Z,10Z,13Z,16Z))[iso6], TG(17:1(9Z)/18:2(9Z,12Z)/22:3(10Z,13Z,16Z))[iso6]"
2629,[TG(58:12)|TG(57:5)]_FA18:2,940.8,643.5,33022.46228027344,940.8 -> 643.5,TG,TAG18_2_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG18,0.0,TG,TG,12,(58:12),18:2,"LMGL03016324, LMGL03011473, LMGL03016074, LMGL03016298, LMGL03016329, LMGL03010868, LMGL03010986, LMGL03010837, LMGL03011034, LMGL03010903","TG(18:2(9Z,12Z)/18:4(6Z,9Z,12Z,15Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6], TG(18:2(9Z,12Z)/20:5(5Z,8Z,11Z,14Z,17Z)/20:5(5Z,8Z,11Z,14Z,17Z))[iso3], TG(17:2(9Z,12Z)/18:2(9Z,12Z)/22:1(11Z))[iso6], TG(18:2(9Z,12Z)/18:3(6Z,9Z,12Z)/21:0)[iso6], TG(18:2(9Z,12Z)/19:1(9Z)/20:2(11Z,14Z))[iso6], TG(18:2(9Z,12Z)/19:0/20:3(8Z,11Z,14Z))[iso6], TG(17:1(9Z)/18:2(9Z,12Z)/22:2(13Z,16Z))[iso6], TG(17:0/18:2(9Z,12Z)/22:3(10Z,13Z,16Z))[iso6], TG(18:2(9Z,12Z)/18:3(9Z,12Z,15Z)/21:0)[iso6], TG(17:2(9Z,12Z)/18:2(9Z,12Z)/22:1(13Z))[iso6]"
2630,[TG(58:11)|TG(57:4)]_FA18:2,942.8,645.5,37793.7024230957,942.8 -> 645.5,TG,TAG18_2_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG18,0.0,TG,TG,11,(58:11),18:2,"LMGL03011620, LMGL03016305, LMGL03016323, LMGL03011398, LMGL03015995, LMGL03016328, LMGL03010827, LMGL03010913, LMGL03010793, LMGL03010962, LMGL03010832","TG(18:2(9Z,12Z)/18:3(9Z,12Z,15Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6], TG(18:2(9Z,12Z)/18:3(6Z,9Z,12Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6], TG(18:2(9Z,12Z)/18:4(6Z,9Z,12Z,15Z)/22:5(7Z,10Z,13Z,16Z,19Z))[iso6], TG(18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z)/20:5(5Z,8Z,11Z,14Z,17Z))[iso6], TG(17:1(9Z)/18:2(9Z,12Z)/22:1(11Z))[iso6], TG(18:2(9Z,12Z)/19:1(9Z)/20:1(11Z))[iso6], TG(17:2(9Z,12Z)/18:2(9Z,12Z)/22:0)[iso6], TG(17:0/18:2(9Z,12Z)/22:2(13Z,16Z))[iso6], TG(18:2(9Z,12Z)/19:0/20:2(11Z,14Z))[iso6], TG(18:2(9Z,12Z)/18:2(9Z,12Z)/21:0)[iso3], TG(17:1(9Z)/18:2(9Z,12Z)/22:1(13Z))[iso6]"
2631,[TG(58:10)|TG(57:3)]_FA18:2,944.9,647.6,45628.32312011719,944.9 -> 647.6,TG,TAG18_2_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG18,0.0,TG,TG,10,(58:10),18:2,"LMGL03011544, LMGL03016304, LMGL03016322, LMGL03011536, LMGL03011316, LMGL03011322, LMGL03015912, LMGL03016327, LMGL03010763, LMGL03010891, LMGL03010721, LMGL03010758","TG(18:2(9Z,12Z)/18:2(9Z,12Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso3], TG(18:2(9Z,12Z)/18:3(6Z,9Z,12Z)/22:5(7Z,10Z,13Z,16Z,19Z))[iso6], TG(18:2(9Z,12Z)/18:4(6Z,9Z,12Z,15Z)/22:4(7Z,10Z,13Z,16Z))[iso6], TG(18:2(9Z,12Z)/18:3(9Z,12Z,15Z)/22:5(7Z,10Z,13Z,16Z,19Z))[iso6], TG(18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z))[iso3], TG(18:2(9Z,12Z)/20:3(8Z,11Z,14Z)/20:5(5Z,8Z,11Z,14Z,17Z))[iso6], TG(17:0/18:2(9Z,12Z)/22:1(11Z))[iso6], TG(18:2(9Z,12Z)/19:1(9Z)/20:0)[iso6], TG(17:0/18:2(9Z,12Z)/22:1(13Z))[iso6], TG(18:1(9Z)/18:2(9Z,12Z)/21:0)[iso6], TG(18:2(9Z,12Z)/19:0/20:1(11Z))[iso6], TG(17:1(9Z)/18:2(9Z,12Z)/22:0)[iso6]"
2632,[TG(58:9)|TG(57:2)]_FA18:2,946.9,649.6,76285.10546875,946.9 -> 649.6,TG,TAG18_2_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG18,0.0,TG,TG,9,(58:9),18:2,"LMGL03016303, LMGL03016321, LMGL03011460, LMGL03011452, LMGL03011240, LMGL03011467, LMGL03011247, LMGL03010821, LMGL03010652, LMGL03010692","TG(18:2(9Z,12Z)/18:3(6Z,9Z,12Z)/22:4(7Z,10Z,13Z,16Z))[iso6], TG(18:2(9Z,12Z)/18:4(6Z,9Z,12Z,15Z)/22:3(10Z,13Z,16Z))[iso6], TG(18:2(9Z,12Z)/18:2(9Z,12Z)/22:5(7Z,10Z,13Z,16Z,19Z))[iso3], TG(18:2(9Z,12Z)/18:3(9Z,12Z,15Z)/22:4(7Z,10Z,13Z,16Z))[iso6], TG(18:2(9Z,12Z)/20:3(8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z))[iso6], TG(18:1(9Z)/18:2(9Z,12Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6], TG(18:2(9Z,12Z)/20:2(11Z,14Z)/20:5(5Z,8Z,11Z,14Z,17Z))[iso6], TG(18:0/18:2(9Z,12Z)/21:0)[iso6], TG(18:2(9Z,12Z)/19:0/20:0)[iso6], TG(17:0/18:2(9Z,12Z)/22:0)[iso6]"
2633,[TG(58:8)|TG(57:1)]_FA18:2,948.9,651.6,104196.58801269533,948.9 -> 651.6,TG,TAG18_2_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG18,0.0,TG,TG,8,(58:8),18:2,"LMGL03011283, LMGL03016302, LMGL03011165, LMGL03011172, LMGL03016320, LMGL03011388, LMGL03011375, LMGL03011159, LMGL03011382","TG(18:2(9Z,12Z)/18:3(9Z,12Z,15Z)/22:3(10Z,13Z,16Z))[iso6], TG(18:2(9Z,12Z)/18:3(6Z,9Z,12Z)/22:3(10Z,13Z,16Z))[iso6], TG(18:2(9Z,12Z)/20:2(11Z,14Z)/20:4(5Z,8Z,11Z,14Z))[iso6], TG(18:2(9Z,12Z)/20:1(11Z)/20:5(5Z,8Z,11Z,14Z,17Z))[iso6], TG(18:2(9Z,12Z)/18:4(6Z,9Z,12Z,15Z)/22:2(13Z,16Z))[iso6], TG(18:0/18:2(9Z,12Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6], TG(18:2(9Z,12Z)/18:2(9Z,12Z)/22:4(7Z,10Z,13Z,16Z))[iso3], TG(18:2(9Z,12Z)/20:3(8Z,11Z,14Z)/20:3(8Z,11Z,14Z))[iso3], TG(18:1(9Z)/18:2(9Z,12Z)/22:5(7Z,10Z,13Z,16Z,19Z))[iso6]"
2634,[TG(58:7)|TG(57:0)]_FA18:2,950.9,653.6,43865.46301269531,950.9 -> 653.6,TG,TAG18_2_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG18,0.0,TG,TG,7,(58:7),18:2,"LMGL03011084, LMGL03016301, LMGL03016319, LMGL03011090, LMGL03011098, LMGL03011304, LMGL03011298, LMGL03011207, LMGL03011367","TG(18:2(9Z,12Z)/20:2(11Z,14Z)/20:3(8Z,11Z,14Z))[iso6], TG(18:2(9Z,12Z)/18:3(6Z,9Z,12Z)/22:2(13Z,16Z))[iso6], TG(18:2(9Z,12Z)/18:4(6Z,9Z,12Z,15Z)/22:1(11Z))[iso6], TG(18:2(9Z,12Z)/20:1(11Z)/20:4(5Z,8Z,11Z,14Z))[iso6], TG(18:2(9Z,12Z)/20:0/20:5(5Z,8Z,11Z,14Z,17Z))[iso6], TG(18:0/18:2(9Z,12Z)/22:5(7Z,10Z,13Z,16Z,19Z))[iso6], TG(18:1(9Z)/18:2(9Z,12Z)/22:4(7Z,10Z,13Z,16Z))[iso6], TG(18:2(9Z,12Z)/18:2(9Z,12Z)/22:3(10Z,13Z,16Z))[iso3], TG(18:2(9Z,12Z)/18:3(9Z,12Z,15Z)/22:2(13Z,16Z))[iso6]"
2635,[TG(59:13)|TG(58:6)]_FA18:2,952.8,655.5,34909.642333984375,952.8 -> 655.5,TG,TAG18_2_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG18,0.0,TG,TG,13,(59:13),18:2,"LMGL03011010, LMGL03016308, LMGL03016318, LMGL03016300, LMGL03011131, LMGL03011220, LMGL03011291, LMGL03011005, LMGL03011017, LMGL03011199","TG(18:2(9Z,12Z)/20:1(11Z)/20:3(8Z,11Z,14Z))[iso6], TG(18:2(9Z,12Z)/18:3(9Z,12Z,15Z)/22:1(11Z))[iso6], TG(18:2(9Z,12Z)/18:4(6Z,9Z,12Z,15Z)/22:0)[iso6], TG(18:2(9Z,12Z)/18:3(6Z,9Z,12Z)/22:1(11Z))[iso6], TG(18:1(9Z)/18:2(9Z,12Z)/22:3(10Z,13Z,16Z))[iso6], TG(18:0/18:2(9Z,12Z)/22:4(7Z,10Z,13Z,16Z))[iso6], TG(18:2(9Z,12Z)/18:2(9Z,12Z)/22:2(13Z,16Z))[iso3], TG(18:2(9Z,12Z)/20:2(11Z,14Z)/20:2(11Z,14Z))[iso3], TG(18:2(9Z,12Z)/20:0/20:4(5Z,8Z,11Z,14Z))[iso6], TG(18:2(9Z,12Z)/18:3(9Z,12Z,15Z)/22:1(13Z))[iso6]"
2636,[TG(59:12)|TG(58:5)]_FA18:2,954.8,657.5,34046.92236328125,954.8 -> 657.5,TG,TAG18_2_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG18,0.0,TG,TG,12,(59:12),18:2,"LMGL03013040, LMGL03016299, LMGL03011055, LMGL03011214, LMGL03010938, LMGL03010932, LMGL03011116, LMGL03011124","TG(18:2(9Z,12Z)/18:2(9Z,12Z)/22:1(11Z))[iso3], TG(18:2(9Z,12Z)/18:3(6Z,9Z,12Z)/22:0)[iso6], TG(18:0/18:2(9Z,12Z)/22:3(10Z,13Z,16Z))[iso6], TG(18:1(9Z)/18:2(9Z,12Z)/22:2(13Z,16Z))[iso6], TG(18:2(9Z,12Z)/20:0/20:3(8Z,11Z,14Z))[iso6], TG(18:2(9Z,12Z)/20:1(11Z)/20:2(11Z,14Z))[iso6], TG(18:2(9Z,12Z)/18:3(9Z,12Z,15Z)/22:0)[iso6], TG(18:2(9Z,12Z)/18:2(9Z,12Z)/22:1(13Z))[iso3]"
2637,[TG(59:11)|TG(58:4)]_FA18:2,956.9,659.6,32623.38217163086,956.9 -> 659.6,TG,TAG18_2_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG18,0.0,TG,TG,11,(59:11),18:2,"LMGL03011137, LMGL03016220, LMGL03010857, LMGL03011042, LMGL03010862, LMGL03011049","TG(18:0/18:2(9Z,12Z)/22:2(13Z,16Z))[iso6], TG(18:1(9Z)/18:2(9Z,12Z)/22:1(11Z))[iso6], TG(18:2(9Z,12Z)/20:1(11Z)/20:1(11Z))[iso3], TG(18:2(9Z,12Z)/18:2(9Z,12Z)/22:0)[iso3], TG(18:2(9Z,12Z)/20:0/20:2(11Z,14Z))[iso6], TG(18:1(9Z)/18:2(9Z,12Z)/22:1(13Z))[iso6]"
2638,[TG(59:10)|TG(58:3)]_FA18:2,958.9,661.6,43807.20303344727,958.9 -> 661.6,TG,TAG18_2_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG18,0.0,TG,TG,10,(59:10),18:2,"LMGL03016149, LMGL03016333, LMGL03010788, LMGL03010969, LMGL03010975","TG(18:0/18:2(9Z,12Z)/22:1(11Z))[iso6], TG(18:2(9Z,12Z)/19:1(9Z)/21:0)[iso6], TG(18:2(9Z,12Z)/20:0/20:1(11Z))[iso6], TG(18:1(9Z)/18:2(9Z,12Z)/22:0)[iso6], TG(18:0/18:2(9Z,12Z)/22:1(13Z))[iso6]"
2639,[TG(59:9)|TG(58:2)]_FA18:2,960.9,663.6,164365.67236328125,960.9 -> 663.6,TG,TAG18_2_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG18,0.0,TG,TG,9,(59:9),18:2,"LMGL03016340, LMGL03011107, LMGL03010717, LMGL03010897","TG(18:2(9Z,12Z)/19:1(9Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6], TG(18:2(9Z,12Z)/19:0/21:0)[iso6], TG(18:2(9Z,12Z)/20:0/20:0)[iso3], TG(18:0/18:2(9Z,12Z)/22:0)[iso6]"
2640,[TG(60:15)|TG(59:8)|TG(58:1)]_FA18:2,962.9,665.6,42400.122802734375,962.9 -> 665.6,TG,TAG18_2_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG18,0.0,TG,TG,15,(60:15),18:2,"LMGL03016339, LMGL03011694","TG(18:2(9Z,12Z)/19:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z))[iso6], TG(18:2(9Z,12Z)/19:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6]"
2641,[TG(60:14)|TG(59:7)|TG(58:0)]_FA18:2,964.9,667.6,28425.44207763672,964.9 -> 667.6,TG,TAG18_2_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG18,0.0,TG,TG,14,(60:14),18:2,"LMGL03016338, LMGL03011611, LMGL03011554","TG(18:2(9Z,12Z)/19:1(9Z)/22:4(7Z,10Z,13Z,16Z))[iso6], TG(18:2(9Z,12Z)/19:0/22:5(7Z,10Z,13Z,16Z,19Z))[iso6], TG(18:2(9Z,12Z)/20:5(5Z,8Z,11Z,14Z,17Z)/21:0)[iso6]"
