File Path,File Name
Projects/DTRA/mzml/done/paeru_done/Paeru-B-T4-0-BDL-r003.mzML,Paeru-B-T4-0-BDL-r003
Projects/DTRA/mzml/done/paeru_done/Paeru-A-T4-16-BDL-r002.mzML,Paeru-A-T4-16-BDL-r002
Projects/DTRA/mzml/done/paeru_done/Paeru-A-T0-0-BDL-r003.mzML,Paeru-A-T0-0-BDL-r003
Projects/DTRA/mzml/done/paeru_done/Paeru-C-T4-0-BDL-r001.mzML,Paeru-C-T4-0-BDL-r001
Projects/DTRA/mzml/done/paeru_done/Paeru-C-T0-0-BDL-r002.mzML,Paeru-C-T0-0-BDL-r002
Projects/DTRA/mzml/done/paeru_done/Paeru-B-T4-16-BDL-r003.mzML,Paeru-B-T4-16-BDL-r003
Projects/DTRA/mzml/done/paeru_done/Paeru-C-T4-16-BDL-r001.mzML,Paeru-C-T4-16-BDL-r001
Projects/DTRA/mzml/done/paeru_done/Paeru-C-T0-0-BDL-r003.mzML,Paeru-C-T0-0-BDL-r003
Projects/DTRA/mzml/done/paeru_done/Paeru-B-T4-16-BDL-r002.mzML,Paeru-B-T4-16-BDL-r002
Projects/DTRA/mzml/done/paeru_done/Paeru-A-T4-0-BDL-r001.mzML,Paeru-A-T4-0-BDL-r001
Projects/DTRA/mzml/done/paeru_done/Paeru-B-T4-0-BDL-r002.mzML,Paeru-B-T4-0-BDL-r002
Projects/DTRA/mzml/done/paeru_done/Paeru-A-T4-16-BDL-r003.mzML,Paeru-A-T4-16-BDL-r003
Projects/DTRA/mzml/done/paeru_done/Paeru-A-T0-0-BDL-r002.mzML,Paeru-A-T0-0-BDL-r002
Projects/DTRA/mzml/done/paeru_done/Paeru-B-T0-0-BDL-r001.mzML,Paeru-B-T0-0-BDL-r001
