IDs,Names,Lipid,Transition,Class
LMST01020046,22:0 Campesterol ester,22:0 Campesteryl ester,740.7 -> 369.1,CE
LMST01020088,22:3 Stigmasterol ester,22:3 Stigmasteryl ester,746.6 -> 369.1,CE
"LMST01020087, LMST01020089","22:2 Stigmasterol ester, 22:3 Sitosterol ester",22:2 Stigmasteryl ester | 22:3 Sitosteryl ester,748.7 -> 369.1,CE
"LMST01020082, LMST01020086","22:1 Stigmasterol ester, 22:2 Sitosterol ester",22:1 Stigmasteryl ester | 22:2 Sitosteryl ester,750.7 -> 369.1,CE
LMST01020050,22:0 Sitosterol ester,22:0 Sitosteryl ester,754.7 -> 369.1,CE
"LMFA01010030, LMFA01020314, LMFA01020234, LMFA07040088","Melissic acid, Mycocerosic acid (C30), 9,10-dimethyl-octacosanoic acid, 28-methyl-29-nonacosanolactone",FA(30:0),451.4 -> 451.4,FA
"LMGP01050022, LMGP01050021","PC(16:1(9Z)/0:0), PC(16:1(9E)/0:0)",LPC(16:1),494.3 -> 184.1,PC
LMGP01050024,PC(17:0/0:0),LPC(17:0),510.3 -> 184.1,PC
Not Found,Not Found,LPC(19:2),534.3 -> 184.1,PC
Not Found,Not Found,PC(P-32:4),738.5 -> 184.1,PC
Not Found,Not Found,PC(P-36:5),764.6 -> 184.1,PC
"LMGP01020187, LMGP01020202, LMGP01030080, LMGP01020222, LMGP01030036, LMGP01030057, LMGP01020258, LMGP01020052","PC(O-16:0/20:1(11Z)), PC(O-18:0/18:1(9Z)), PC(P-20:0/16:0), PC(O-20:0/16:1(9Z)), PC(P-16:0/20:0), PC(P-18:0/18:0), PC(O-16:1(9Z)/20:0), PC(O-16:0/20:1(9Z))",PC(O-36:1),774.6 -> 184.1,PC
"LMGP01020091, LMGP01020023, LMGP01020051, LMGP01020122","PC(O-18:0/18:0), PC(O-14:0/22:0), PC(O-16:0/20:0), PC(O-20:0/16:0)",PC(O-36:0),776.6 -> 184.1,PC
"LMGP01011735, LMGP01011956, LMGP01010422, LMGP01010468, LMGP01010549, LMGP01010006, LMGP01010449, LMGP01010511, LMGP01010616, LMGP01011002, LMGP01011085, LMGP01011509","PC(19:0/17:0), PC(21:0/15:0), PC(11:0/25:0), PC(13:0/23:0), PC(15:0/21:0), PC(18:0/18:0), PC(12:0/24:0), PC(14:0/22:0), PC(16:0/20:0), PC(20:0/16:0), PC(22:0/14:0), PC(17:0/19:0)",PC(36:0) | PC(P-38:6),790.6 -> 184.1,PC
"LMGP01020210, LMGP01020266, LMGP01020271, LMGP01030043, LMGP01030065, LMGP01030086, LMGP01020191, LMGP01020228","PC(O-18:0/20:2(11Z,14Z)), PC(O-18:1(9Z)/20:1(11Z)), PC(O-18:2(9Z,12Z)/20:0), PC(P-16:0/22:1(11Z)), PC(P-18:0/20:1(11Z)), PC(P-20:0/18:1(9Z)), PC(O-16:0/22:2(13Z,16Z)), PC(O-20:0/18:2(9Z,12Z))",PC(O-38:2),800.6 -> 184.1,PC
"LMGP01020099, LMGP01030042, LMGP01020227, LMGP01020265, LMGP01020209, LMGP01020260, LMGP01020190, LMGP01030085, LMGP01030064","PC(O-18:0/20:1(9Z)), PC(P-16:0/22:0), PC(O-20:0/18:1(9Z)), PC(O-18:1(9Z)/20:0), PC(O-18:0/20:1(11Z)), PC(O-16:1(9Z)/22:0), PC(O-16:0/22:1(11Z)), PC(P-20:0/18:0), PC(P-18:0/20:0)",PC(O-38:1),802.7 -> 184.1,PC
"LMGP01020097, LMGP01020060, LMGP01020226","PC(O-18:0/20:0), PC(O-16:0/22:0), PC(O-20:0/18:0)",PC(O-38:0),804.7 -> 184.1,PC
Not Found,Not Found,PC(P-40:6),818.6 -> 184.1,PC
"LMGP01030147, LMGP01030139, LMGP01030072, LMGP01020237, LMGP01020249, LMGP01030095","PC(P-18:1(9Z)/22:1(13Z)), PC(P-18:1(11Z)/22:1(13Z)), PC(P-18:0/22:2(13Z,16Z)), PC(O-20:0/20:3(8Z,11Z,14Z)), PC(O-22:0/18:3(9Z,12Z,15Z)), PC(P-20:0/20:2(11Z,14Z))",PC(O-40:3),826.6 -> 184.1,PC
"LMGP01020236, LMGP01020214, LMGP01030094, LMGP01020272, LMGP01030071","PC(O-20:0/20:2(11Z,14Z)), PC(O-18:0/22:2(13Z,16Z)), PC(P-20:0/20:1(11Z)), PC(O-18:2(9Z,12Z)/22:0), PC(P-18:0/22:1(11Z))",PC(O-40:2),828.7 -> 184.1,PC
"LMGP01020213, LMGP01030070, LMGP01020235, LMGP01030093, LMGP01020268","PC(O-18:0/22:1(11Z)), PC(P-18:0/22:0), PC(O-20:0/20:1(11Z)), PC(P-20:0/20:0), PC(O-18:1(9Z)/22:0)",PC(O-40:1),830.7 -> 184.1,PC
"LMGP01020105, LMGP01020234","PC(O-18:0/22:0), PC(O-20:0/20:0)",PC(O-40:0),832.7 -> 184.1,PC
Not Found,Not Found,PC(P-42:6),846.6 -> 184.1,PC
Not Found,Not Found,PC(P-42:4),850.7 -> 184.1,PC
LMGP01020243,"PC(O-20:0/22:4(7Z,10Z,13Z,16Z))",PC(O-42:4),852.7 -> 184.1,PC
"LMGP01030150, LMGP01030102, LMGP01030142, LMGP01020253, LMGP01020252","PC(P-18:1(9Z)/24:1(15Z)), PC(P-20:0/22:2(13Z,16Z)), PC(P-18:1(11Z)/24:1(15Z)), PC(O-24:0/18:3(9Z,12Z,15Z)), PC(O-24:0/18:3(6Z,9Z,12Z))",PC(O-42:3),854.7 -> 184.1,PC
"LMGP01020242, LMGP01030101, LMGP01030141, LMGP01030132, LMGP01020273, LMGP01030149","PC(O-20:0/22:2(13Z,16Z)), PC(P-20:0/22:1(11Z)), PC(P-18:1(11Z)/24:0), PC(P-18:0/24:1(15Z)), PC(O-18:2(9Z,12Z)/24:0), PC(P-18:1(9Z)/24:0)",PC(O-42:2),856.7 -> 184.1,PC
"LMGP01020269, LMGP01030100, LMGP01020241, LMGP01020250","PC(O-18:1(9Z)/24:0), PC(P-20:0/22:0), PC(O-20:0/22:1(11Z)), PC(O-22:0/20:1(11Z))",PC(O-42:1),858.7 -> 184.1,PC
LMGP01020125,PC(O-20:0/22:0),PC(O-42:0),860.7 -> 184.1,PC
LMGP01020278,"PC(O-22:2(13Z,16Z)/22:3(10Z,13Z,16Z))",PC(O-44:5),878.7 -> 184.1,PC
"LMGP01020275, LMGP01020251","PC(O-22:1(13Z)/22:2(13Z,16Z)), PC(O-22:0/22:3(10Z,13Z,16Z))",PC(O-44:3),882.7 -> 184.1,PC
"LMGP02050005, LMGP02010104","PE(12:0/0:0), PE(6:0/6:0)",LPE(12:0) | PE(12:0),398.2 -> 257.2,PE
Not Found,Not Found,PE(14:1),424.2 -> 283.2,PE
Not Found,Not Found,PE(14:0),426.3 -> 285.3,PE
Not Found,Not Found,PE(P-16:0),438.3 -> 297.3,PE
"LMGP02050074, LMGP02050035, LMGP02050031","PE(14:0(13Me)/0:0), PE(0:0/15:0), PE(15:0/0:0)",LPE(15:0),440.3 -> 298.3,PE
Not Found,Not Found,PE(16:1),452.3 -> 311.3,PE
"LMGP02050002, LMGP02050036","PE(16:0/0:0), PE(0:0/16:0)",LPE(16:0),454.3 -> 312.3,PE
Not Found,Not Found,PE(O-18:1),466.3 -> 325.3,PE
LMGP02050030,PE(17:0/0:0),LPE(17:0),468.3 -> 326.3,PE
Not Found,Not Found,PE(O-18:0),468.3 -> 327.3,PE
Not Found,Not Found,PE(18:4),474.3 -> 333.3,PE
Not Found,Not Found,PE(18:3),476.3 -> 335.3,PE
Not Found,Not Found,PE(18:2),478.3 -> 337.3,PE
Not Found,Not Found,PE(18:1),480.3 -> 339.3,PE
"LMGP02050001, LMGP02050038","PE(18:0/0:0), PE(0:0/18:0)",LPE(18:0),482.3 -> 340.3,PE
Not Found,Not Found,PE(18:0),482.3 -> 341.3,PE
Not Found,Not Found,PE(P-20:0),494.4 -> 353.4,PE
LMGP02050028,PE(19:0/0:0),LPE(19:0),496.3 -> 354.3,PE
Not Found,Not Found,PE(O-20:0),496.4 -> 355.4,PE
Not Found,Not Found,PE(20:5),500.3 -> 359.3,PE
Not Found,Not Found,PE(20:4),502.3 -> 361.3,PE
Not Found,Not Found,PE(20:3),504.3 -> 363.3,PE
Not Found,Not Found,PE(20:2),506.3 -> 365.3,PE
Not Found,Not Found,PE(20:1),508.3 -> 367.3,PE
Not Found,Not Found,PE(21:0),524.3 -> 383.3,PE
LMGP02050026,PE(21:0/0:0),LPE(21:0),524.4 -> 382.4,PE
Not Found,Not Found,PE(22:6),526.3 -> 385.3,PE
Not Found,Not Found,PE(22:4),530.3 -> 389.3,PE
Not Found,Not Found,PE(22:2),534.4 -> 393.4,PE
Not Found,Not Found,PE(22:1),536.4 -> 395.4,PE
Not Found,Not Found,PE(22:0),538.4 -> 397.4,PE
"LMGP02050071, LMGP02050061","PE(24:0/0:0), PE(0:0/24:0)",LPE(24:0),566.4 -> 424.4,PE
Not Found,Not Found,PE(P-28:0),620.5 -> 479.5,PE
"LMGP02010021, LMGP02011256, LMGP02011237, LMGP02011262, LMGP02010308, LMGP02010352, LMGP02011271","PE(18:0/10:0), PE(13:0/15:0), PE(15:0/13:0), PE(12:0/16:0), PE(16:0/12:0), PE(14:0/14:0), PE(12:0(11Me)/14:0(13Me))",PE(28:0),636.5 -> 495.5,PE
Not Found,Not Found,PE(P-30:1),646.5 -> 505.5,PE
Not Found,Not Found,PE(P-30:0),648.5 -> 507.5,PE
Not Found,Not Found,PE(P-32:1),674.5 -> 533.5,PE
Not Found,Not Found,PE(O-32:5),678.5 -> 537.5,PE
Not Found,Not Found,PE(P-34:4),696.5 -> 555.5,PE
Not Found,Not Found,PE(P-36:5),722.5 -> 581.5,PE
"LMGP02020067, LMGP02030068, LMGP02020047, LMGP02030045, LMGP02020032, LMGP02030024","PE(O-20:0/16:1(9Z)), PE(P-20:0/16:0), PE(O-18:0/18:1(9Z)), PE(P-18:0/18:0), PE(O-16:0/20:1(11Z)), PE(P-16:0/20:0)",PE(O-36:1),732.6 -> 591.6,PE
"LMGP02020011, LMGP02020091, LMGP02020009","PE(O-18:0/18:0), PE(O-20:0/16:0), PE(O-16:0/20:0)",PE(O-36:0),734.6 -> 593.6,PE
Not Found,Not Found,PE(P-36:6),748.5 -> 607.5,PE
"LMGP02020055, LMGP02030053, LMGP02030074, LMGP02020036, LMGP02020073, LMGP02030031","PE(O-18:0/20:2(11Z,14Z)), PE(P-18:0/20:1(11Z)), PE(P-20:0/18:1(9Z)), PE(O-16:0/22:2(13Z,16Z)), PE(O-20:0/18:2(9Z,12Z)), PE(P-16:0/22:1(11Z))",PE(O-38:2),758.6 -> 617.6,PE
"LMGP02020035, LMGP02020054, LMGP02030073, LMGP02030030, LMGP02030052, LMGP02020072","PE(O-16:0/22:1(11Z)), PE(O-18:0/20:1(11Z)), PE(P-20:0/18:0), PE(P-16:0/22:0), PE(P-18:0/20:0), PE(O-20:0/18:1(9Z))",PE(O-38:1),760.6 -> 619.6,PE
"LMGP02020014, LMGP02020015, LMGP02020071","PE(O-18:0/20:0), PE(O-16:0/22:0), PE(O-20:0/18:0)",PE(O-38:0),762.6 -> 621.6,PE
Not Found,Not Found,PE(P-40:7),774.5 -> 633.5,PE
"LMGP02010556, LMGP02010131, LMGP02010069, LMGP02010996, LMGP02011019, LMGP02010132, LMGP02011183","PE(17:0/21:0), PE(20:0/18:0), PE(18:0/20:0), PE(21:0/17:0), PE(22:0/16:0), PE(16:0/22:0), PE(19:0/19:0)",PE(38:0),776.6 -> 635.6,PE
"LMGP02010556, LMGP02010131, LMGP02010069, LMGP02010996, LMGP02011019, LMGP02010132, LMGP02011183","PE(17:0/21:0), PE(20:0/18:0), PE(18:0/20:0), PE(21:0/17:0), PE(22:0/16:0), PE(16:0/22:0), PE(19:0/19:0)",PE(38:0),776.6 -> 635.6,PE
"LMGP02020082, LMGP02030060, LMGP02030083","PE(O-20:0/20:3(8Z,11Z,14Z)), PE(P-18:0/22:2(13Z,16Z)), PE(P-20:0/20:2(11Z,14Z))",PE(O-40:3),784.6 -> 643.6,PE
"LMGP02020059, LMGP02020081, LMGP02030059, LMGP02030082","PE(O-18:0/22:2(13Z,16Z)), PE(O-20:0/20:2(11Z,14Z)), PE(P-18:0/22:1(11Z)), PE(P-20:0/20:1(11Z))",PE(O-40:2),786.6 -> 645.6,PE
"LMGP02011144, LMGP02010926, LMGP02011118, LMGP02010767, LMGP02011191, LMGP02011173, LMGP02010983","PE(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/18:2(9Z,12Z)), PE(20:3(8Z,11Z,14Z)/20:5(5Z,8Z,11Z,14Z,17Z)), PE(22:4(7Z,10Z,13Z,16Z)/18:4(6Z,9Z,12Z,15Z)), PE(18:4(6Z,9Z,12Z,15Z)/22:4(7Z,10Z,13Z,16Z)), PE(18:2(9Z,12Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)), PE(20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z)), PE(20:5(5Z,8Z,11Z,14Z,17Z)/20:3(8Z,11Z,14Z))",PE(40:8),788.5 -> 647.5,PE
"LMGP02020017, LMGP02020079","PE(O-18:0/22:0), PE(O-20:0/20:0)",PE(O-40:0),790.7 -> 649.7,PE
"LMGP02010787, LMGP02011162, LMGP02011004, LMGP02010146, LMGP02011178","PE(19:0/21:0), PE(22:0/18:0), PE(21:0/19:0), PE(18:0/22:0), PE(20:0/20:0)",PE(40:0) | PE(P-42:6),804.6 -> 663.6,PE
Not Found,Not Found,PE(P-42:4),808.6 -> 667.6,PE
LMGP02020088,"PE(O-20:0/22:4(7Z,10Z,13Z,16Z))",PE(O-42:4),810.6 -> 669.6,PE
"LMGP02010961, LMGP02011154, LMGP02010166","PE(20:4(5Z,8Z,11Z,14Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)), PE(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/20:4(5Z,8Z,11Z,14Z)), PE(20:5(5Z,8Z,11Z,14Z,17Z)/22:5(7Z,10Z,13Z,16Z,19Z))",PE(42:10),812.5 -> 671.5,PE
"LMGP02020087, LMGP02030089","PE(O-20:0/22:2(13Z,16Z)), PE(P-20:0/22:1(11Z))",PE(O-42:2),814.7 -> 673.7,PE
Not Found,Not Found,PE(P-42:0),816.7 -> 675.7,PE
LMGP02020090,PE(O-20:0/22:0),PE(O-42:0),818.7 -> 677.7,PE
"LMGP02010897, LMGP02010867, LMGP02011060, LMGP02011090, LMGP02011031, LMGP02010839","PE(20:2(11Z,14Z)/22:0), PE(20:1(11Z)/22:1(11Z)), PE(22:1(11Z)/20:1(11Z)), PE(22:2(13Z,16Z)/20:0), PE(22:0/20:2(11Z,14Z)), PE(20:0/22:2(13Z,16Z))",PE(42:2),828.6 -> 687.6,PE
LMGP04050011,PG(12:0/0:0),LPG(12:0),446.2 -> 257.2,PG
"LMGP04050007, LMGP04010030","PG(13:0/0:0), PG(6:0/6:0)",LPG(13:0) | PG(12:0),460.2 -> 271.2,PG
LMGP04050035,PG(14:1(9Z)/0:0),LPG(14:1) | PG(14:1),472.2 -> 283.2,PG
Not Found,Not Found,PG(14:0),474.3 -> 285.3,PG
Not Found,Not Found,PG(P-16:0),486.3 -> 297.3,PG
LMGP04050034,PG(15:0/0:0),LPG(15:0) | PG(O-16:0),488.3 -> 299.3,PG
LMGP04050013,PG(16:1(9Z)/0:0),LPG(16:1) | PG(16:1),500.3 -> 311.3,PG
LMGP04050036,PG(17:1(9Z)/0:0),LPG(17:1) | PG(P-18:0),514.3 -> 325.3,PG
"LMGP04050033, LMGP04010031","PG(17:0/0:0), PG(8:0/8:0)",LPG(17:0) | PG(16:0) | PG(O-18:0),516.3 -> 327.3,PG
"LMGP04050033, LMGP04010031","PG(17:0/0:0), PG(8:0/8:0)",LPG(17:0) | PG(16:0) | PG(O-18:0),516.3 -> 327.3,PG
Not Found,Not Found,PG(18:4),522.3 -> 333.3,PG
"LMGP04050020, LMGP04050032","PG(18:3(6Z,9Z,12Z)/0:0), PG(18:3(9Z,12Z,15Z)/0:0)",LPG(18:3) | PG(18:3),524.3 -> 335.3,PG
LMGP04050014,"PG(18:2(9Z,12Z)/0:0)",LPG(18:2) | PG(18:2),526.3 -> 337.3,PG
LMGP04050006,PG(18:1(9Z)/0:0),LPG(18:1) | PG(18:1),528.3 -> 339.3,PG
LMGP04050009,PG(18:0/0:0),LPG(18:0) | PG(18:0),530.3 -> 341.3,PG
Not Found,Not Found,PG(P-20:0),542.4 -> 353.4,PG
Not Found,Not Found,PG(O-20:0),544.4 -> 355.4,PG
LMGP04050030,"PG(20:5(5Z,8Z,11Z,14Z,17Z)/0:0)",LPG(20:5) | PG(20:5),548.3 -> 359.3,PG
LMGP04050010,"PG(20:4(5Z,8Z,11Z,14Z)/0:0)",LPG(20:4) | PG(20:4),550.3 -> 361.3,PG
LMGP04050025,"PG(20:3(8Z,11Z,14Z)/0:0)",LPG(20:3) | PG(20:3),552.3 -> 363.3,PG
LMGP04050024,"PG(20:2(11Z,14Z)/0:0)",LPG(20:2) | PG(20:2),554.3 -> 365.3,PG
LMGP04050023,PG(20:1(11Z)/0:0),LPG(20:1) | PG(20:1),556.3 -> 367.3,PG
LMGP04050029,PG(21:0/0:0),LPG(21:0),572.4 -> 383.4,PG
LMGP04050016,"PG(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/0:0)",LPG(22:6) | PG(22:6),574.3 -> 385.3,PG
LMGP04050017,"PG(22:4(7Z,10Z,13Z,16Z)/0:0)",LPG(22:4) | PG(22:4),578.3 -> 389.3,PG
Not Found,Not Found,PG(22:2),582.4 -> 393.3,PG
LMGP04050026,PG(22:1(11Z)/0:0),LPG(22:1) | PG(22:1),584.4 -> 395.4,PG
LMGP04050028,PG(22:0/0:0),LPG(22:0) | PG(22:0),586.4 -> 397.4,PG
Not Found,Not Found,PG(24:1),654.4 -> 465.4,PG
Not Found,Not Found,PG(P-28:0),668.5 -> 479.5,PG
Not Found,Not Found,PG(P-30:1),694.5 -> 505.5,PG
Not Found,Not Found,PG(P-34:4),744.5 -> 555.5,PG
"LMGP04010900, LMGP04010923, LMGP04010432, LMGP04010131, LMGP04010623, LMGP04010650","PG(16:1(9Z)/18:4(6Z,9Z,12Z,15Z)), PG(14:0/20:5(5Z,8Z,11Z,14Z,17Z)), PG(18:4(6Z,9Z,12Z,15Z)/16:1(9Z)), PG(14:1(9Z)/20:4(5Z,8Z,11Z,14Z)), PG(20:4(5Z,8Z,11Z,14Z)/14:1(9Z)), PG(20:5(5Z,8Z,11Z,14Z,17Z)/14:0)",PG(34:5),758.5 -> 569.5,PG
"LMGP04010881, LMGP04010902, LMGP04010485, LMGP04010531, LMGP04010232, LMGP04010286, LMGP04010983, LMGP04010877, LMGP04010891, LMGP04010103, LMGP04010128, LMGP04010179, LMGP04010066, LMGP04010560, LMGP04010756","PG(18:1(9Z)/16:1(9Z)), PG(16:1(9Z)/18:1(9Z)), PG(19:1(9Z)/15:1(9Z)), PG(20:1(11Z)/14:1(9Z)), PG(17:0/17:2(9Z,12Z)), PG(17:2(9Z,12Z)/17:0), PG(16:0/18:2(9Z,12Z)), PG(18:2(9Z,12Z)/16:0), PG(17:1(9Z)/17:1(9Z)), PG(14:0/20:2(11Z,14Z)), PG(14:1(9Z)/20:1(11Z)), PG(15:1(9Z)/19:1(9Z)), PG(12:0/22:2(13Z,16Z)), PG(20:2(11Z,14Z)/14:0), PG(22:2(13Z,16Z)/12:0)",PG(34:2),764.5 -> 575.5,PG
"LMGP04010962, LMGP04010178, LMGP04010008, LMGP04010211, LMGP04010065, LMGP04010231, LMGP04010887, LMGP04010149, LMGP04010127, LMGP04010987, LMGP04010002, LMGP04010102, LMGP04010256, LMGP04010457, LMGP04010484, LMGP04010511, LMGP04010530, LMGP04010725","PG(18:1(9Z)/16:0), PG(15:1(9Z)/19:0), PG(16:0/18:1(11Z)), PG(16:1(9Z)/18:0), PG(12:0/22:1(11Z)), PG(17:0/17:1(9Z)), PG(18:0/16:1(9Z)), PG(15:0/19:1(9Z)), PG(14:1(9Z)/20:0), PG(16:0/18:1(9Z)), PG(16:0/18:1(9Z)), PG(14:0/20:1(11Z)), PG(17:1(9Z)/17:0), PG(19:0/15:1(9Z)), PG(19:1(9Z)/15:0), PG(20:0/14:1(9Z)), PG(20:1(11Z)/14:0), PG(22:1(11Z)/12:0)",PG(34:1),766.5 -> 577.5,PG
Not Found,Not Found,PG(P-36:5),770.5 -> 581.5,PG
"LMGP04020012, LMGP04020027, LMGP04020047, LMGP04030018, LMGP04030039, LMGP04030062","PG(O-16:0/20:1(11Z)), PG(O-18:0/18:1(9Z)), PG(O-20:0/16:1(9Z)), PG(P-16:0/20:0), PG(P-18:0/18:0), PG(P-20:0/16:0)",PG(O-36:1),780.6 -> 591.6,PG
"LMGP04020070, LMGP04020087, LMGP04020091","PG(O-20:0/16:0), PG(O-18:0/18:0), PG(O-16:0/20:0)",PG(O-36:0),782.6 -> 593.6,PG
