Class,Lipid,OzESI_Intensity,Precursor_Ion,Product_Ion,Retention_Time,Sample_ID,Transition,n-7,n-9,n-12,db_pos,Ratio
,TG(54:3)]_FA18:1,3845.0,750.8,603.6,13.85,DOD93_F4-5xFAD-Cereb_TG18-1_o3on,750.8 -> 603.6,668.8,640.8,598.8,n-12,
,TG(54:3)]_FA18:1,25918.0,820.8,603.6,14.65,DOD93_F4-5xFAD-Cereb_TG18-1_o3on,820.8 -> 603.6,738.8,710.8,668.8,n-7,
,TG(54:4)]_FA18:1,16153.0,790.8,601.6,12.48,DOD93_F4-5xFAD-Cereb_TG18-1_o3on,790.8 -> 601.6,708.8,680.8,638.8,n-9,4.58
TG,TG(54:4)]_FA18:1,797129.0,900.8,601.6,13.65,DOD93_F4-5xFAD-Cereb_TG18-1_o3on,900.8 -> 601.6,818.8,790.8,748.8,,
,TG(54:4)]_FA18:1,985.0,748.8,601.6,11.78,DOD93_F4-5xFAD-Cereb_TG18-1_o3on,748.8 -> 601.6,666.8,638.8,596.8,n-12,
,TG(54:4)]_FA18:1,3524.0,818.8,601.6,13.68,DOD93_F4-5xFAD-Cereb_TG18-1_o3on,818.8 -> 601.6,736.8,708.8,666.8,n-7,
,[TG(50:3)]_FA18:1,9713.0,736.7,547.6,12.52,DOD93_F4-5xFAD-Cereb_TG18-1_o3on,736.7 -> 547.6,654.7,626.7,584.7,n-9,0.96
TG,[TG(50:3)]_FA18:1,72587.0,846.8,547.6,12.58,DOD93_F4-5xFAD-Cereb_TG18-1_o3on,846.8 -> 547.6,764.8,736.8,694.8,,
,[TG(50:3)]_FA18:1,3903.0,694.6,547.6,11.69,DOD93_F4-5xFAD-Cereb_TG18-1_o3on,694.6 -> 547.6,612.6,584.6,542.6,n-12,
,[TG(50:3)]_FA18:1,10073.0,764.7,547.6,17.98,DOD93_F4-5xFAD-Cereb_TG18-1_o3on,764.7 -> 547.6,682.7,654.7,612.7,n-7,
,[TG(52:4)]_FA18:1,4476.0,762.7,573.6,12.5,DOD93_F4-5xFAD-Cereb_TG18-1_o3on,762.7 -> 573.6,680.7,652.7,610.7,n-9,3.05
TG,[TG(52:4)]_FA18:1,159733.0,872.8,573.6,12.57,DOD93_F4-5xFAD-Cereb_TG18-1_o3on,872.8 -> 573.6,790.8,762.8,720.8,,
,[TG(52:4)]_FA18:1,675.0,720.6,573.6,17.16,DOD93_F4-5xFAD-Cereb_TG18-1_o3on,720.6 -> 573.6,638.6,610.6,568.6,n-12,
,[TG(52:4)]_FA18:1,1466.0,790.7,573.6,12.48,DOD93_F4-5xFAD-Cereb_TG18-1_o3on,790.7 -> 573.6,708.7,680.7,638.7,n-7,
,[TG(54:5)]_FA18:1,8898.0,788.8,599.6,12.36,DOD93_F4-5xFAD-Cereb_TG18-1_o3on,788.8 -> 599.6,706.8,678.8,636.8,n-9,3.0
TG,[TG(54:5)]_FA18:1,494143.0,898.8,599.6,12.56,DOD93_F4-5xFAD-Cereb_TG18-1_o3on,898.8 -> 599.6,816.8,788.8,746.8,,
,[TG(54:5)]_FA18:1,676.0,746.8,599.6,18.12,DOD93_F4-5xFAD-Cereb_TG18-1_o3on,746.8 -> 599.6,664.8,636.8,594.8,n-12,
,[TG(54:5)]_FA18:1,2962.0,816.8,599.6,12.34,DOD93_F4-5xFAD-Cereb_TG18-1_o3on,816.8 -> 599.6,734.8,706.8,664.8,n-7,
,TG(50:1)]_FA18:1,33165.0,740.8,551.6,13.98,DOD93_F4-5xFAD-Cortex_TG18-1_o3on,740.8 -> 551.6,658.8,630.8,588.8,n-9,1.53
TG,TG(50:1)]_FA18:1,885609.0,850.8,551.6,15.01,DOD93_F4-5xFAD-Cortex_TG18-1_o3on,850.8 -> 551.6,768.8,740.8,698.8,,
,TG(50:1)]_FA18:1,37068.0,698.7,551.6,14.12,DOD93_F4-5xFAD-Cortex_TG18-1_o3on,698.7 -> 551.6,616.7,588.7,546.7,n-12,
,TG(50:1)]_FA18:1,21721.0,768.8,551.6,14.07,DOD93_F4-5xFAD-Cortex_TG18-1_o3on,768.8 -> 551.6,686.8,658.8,616.8,n-7,
,TG(50:2)]_FA18:1,23458.0,738.7,549.6,13.86,DOD93_F4-5xFAD-Cortex_TG18-1_o3on,738.7 -> 549.6,656.7,628.7,586.7,n-9,2.91
TG,TG(50:2)]_FA18:1,345318.0,848.8,549.6,13.79,DOD93_F4-5xFAD-Cortex_TG18-1_o3on,848.8 -> 549.6,766.8,738.8,696.8,,
,TG(50:2)]_FA18:1,4048.0,696.6,549.6,13.03,DOD93_F4-5xFAD-Cortex_TG18-1_o3on,696.6 -> 549.6,614.6,586.6,544.6,n-12,
,TG(50:2)]_FA18:1,8052.0,766.7,549.6,13.83,DOD93_F4-5xFAD-Cortex_TG18-1_o3on,766.7 -> 549.6,684.7,656.7,614.7,n-7,
,TG(52:2)]_FA18:1,64434.0,766.7,577.6,13.83,DOD93_F4-5xFAD-Cortex_TG18-1_o3on,766.7 -> 577.6,684.7,656.7,614.7,n-9,1.16
TG,TG(52:2)]_FA18:1,2237831.0,876.8,577.6,14.87,DOD93_F4-5xFAD-Cortex_TG18-1_o3on,876.8 -> 577.6,794.8,766.8,724.8,,
,TG(52:2)]_FA18:1,9048.0,724.7,577.6,13.99,DOD93_F4-5xFAD-Cortex_TG18-1_o3on,724.7 -> 577.6,642.7,614.7,572.7,n-12,
,TG(52:2)]_FA18:1,55477.0,794.7,577.6,14.9,DOD93_F4-5xFAD-Cortex_TG18-1_o3on,794.7 -> 577.6,712.7,684.7,642.7,n-7,
,TG(52:3)]_FA18:1,41819.0,764.7,575.6,13.72,DOD93_F4-5xFAD-Cortex_TG18-1_o3on,764.7 -> 575.6,682.7,654.7,612.7,n-9,3.81
TG,TG(52:3)]_FA18:1,981764.0,874.8,575.6,13.78,DOD93_F4-5xFAD-Cortex_TG18-1_o3on,874.8 -> 575.6,792.8,764.8,722.8,,
,TG(52:3)]_FA18:1,1764.0,722.6,575.6,12.9,DOD93_F4-5xFAD-Cortex_TG18-1_o3on,722.6 -> 575.6,640.6,612.6,570.6,n-12,
,TG(52:3)]_FA18:1,10986.0,792.7,575.6,13.69,DOD93_F4-5xFAD-Cortex_TG18-1_o3on,792.7 -> 575.6,710.7,682.7,640.7,n-7,
,TG(54:3)]_FA18:1,31820.0,792.8,603.6,14.91,DOD93_F4-5xFAD-Cortex_TG18-1_o3on,792.8 -> 603.6,710.8,682.8,640.8,n-9,1.82
,TG(54:3)]_FA18:1,23458.0,738.7,549.6,13.86,DOD93_F4-5xFAD-Cortex_TG18-1_o3on,738.7 -> 549.6,656.7,628.7,586.7,n-7n-7,
TG,TG(54:3)]_FA18:1,1319958.0,902.8,603.6,14.86,DOD93_F4-5xFAD-Cortex_TG18-1_o3on,902.8 -> 603.6,820.8,792.8,750.8,,
,TG(54:3)]_FA18:1,2457.0,750.8,603.6,10.07,DOD93_F4-5xFAD-Cortex_TG18-1_o3on,750.8 -> 603.6,668.8,640.8,598.8,n-12,
,TG(54:3)]_FA18:1,17439.0,820.8,603.6,14.77,DOD93_F4-5xFAD-Cortex_TG18-1_o3on,820.8 -> 603.6,738.8,710.8,668.8,n-7,
,TG(54:4)]_FA18:1,45830.0,790.8,601.6,13.7,DOD93_F4-5xFAD-Cortex_TG18-1_o3on,790.8 -> 601.6,708.8,680.8,638.8,n-9,5.21
,TG(54:4)]_FA18:1,9627.0,736.7,547.6,12.65,DOD93_F4-5xFAD-Cortex_TG18-1_o3on,736.7 -> 547.6,654.7,626.7,584.7,n-7n-7,
TG,TG(54:4)]_FA18:1,926906.0,900.8,601.6,13.65,DOD93_F4-5xFAD-Cortex_TG18-1_o3on,900.8 -> 601.6,818.8,790.8,748.8,,
,TG(54:4)]_FA18:1,702.0,748.8,601.6,11.9,DOD93_F4-5xFAD-Cortex_TG18-1_o3on,748.8 -> 601.6,666.8,638.8,596.8,n-12,
,TG(54:4)]_FA18:1,8791.0,818.8,601.6,13.56,DOD93_F4-5xFAD-Cortex_TG18-1_o3on,818.8 -> 601.6,736.8,708.8,666.8,n-7,
,[TG(50:3)]_FA18:1,9627.0,736.7,547.6,12.65,DOD93_F4-5xFAD-Cortex_TG18-1_o3on,736.7 -> 547.6,654.7,626.7,584.7,n-9,0.87
TG,[TG(50:3)]_FA18:1,39713.0,846.8,547.6,12.58,DOD93_F4-5xFAD-Cortex_TG18-1_o3on,846.8 -> 547.6,764.8,736.8,694.8,,
,[TG(50:3)]_FA18:1,1798.0,694.6,547.6,11.81,DOD93_F4-5xFAD-Cortex_TG18-1_o3on,694.6 -> 547.6,612.6,584.6,542.6,n-12,
,[TG(50:3)]_FA18:1,11081.0,764.7,547.6,19.32,DOD93_F4-5xFAD-Cortex_TG18-1_o3on,764.7 -> 547.6,682.7,654.7,612.7,n-7,
,[TG(52:4)]_FA18:1,13805.0,762.7,573.6,12.5,DOD93_F4-5xFAD-Cortex_TG18-1_o3on,762.7 -> 573.6,680.7,652.7,610.7,n-9,5.12
TG,[TG(52:4)]_FA18:1,71313.0,872.8,573.6,12.57,DOD93_F4-5xFAD-Cortex_TG18-1_o3on,872.8 -> 573.6,790.8,762.8,720.8,,
,[TG(52:4)]_FA18:1,660.0,720.6,573.6,19.72,DOD93_F4-5xFAD-Cortex_TG18-1_o3on,720.6 -> 573.6,638.6,610.6,568.6,n-12,
,[TG(52:4)]_FA18:1,2696.0,790.7,573.6,12.48,DOD93_F4-5xFAD-Cortex_TG18-1_o3on,790.7 -> 573.6,708.7,680.7,638.7,n-7,
,[TG(54:5)]_FA18:1,8597.0,788.8,599.6,11.27,DOD93_F4-5xFAD-Cortex_TG18-1_o3on,788.8 -> 599.6,706.8,678.8,636.8,n-9,2.69
TG,[TG(54:5)]_FA18:1,89920.0,898.8,599.6,12.56,DOD93_F4-5xFAD-Cortex_TG18-1_o3on,898.8 -> 599.6,816.8,788.8,746.8,,
,[TG(54:5)]_FA18:1,1337.0,746.8,599.6,11.3,DOD93_F4-5xFAD-Cortex_TG18-1_o3on,746.8 -> 599.6,664.8,636.8,594.8,n-12,
,[TG(54:5)]_FA18:1,3191.0,816.8,599.6,11.37,DOD93_F4-5xFAD-Cortex_TG18-1_o3on,816.8 -> 599.6,734.8,706.8,664.8,n-7,
,TG(50:1)]_FA18:1,27467.0,740.8,551.6,15.08,DOD93_F4-5xFAD-Dienc_TG18-1_o3on,740.8 -> 551.6,658.8,630.8,588.8,n-9,1.33
TG,TG(50:1)]_FA18:1,982901.0,850.8,551.6,15.01,DOD93_F4-5xFAD-Dienc_TG18-1_o3on,850.8 -> 551.6,768.8,740.8,698.8,,
,TG(50:1)]_FA18:1,26801.0,698.7,551.6,14.0,DOD93_F4-5xFAD-Dienc_TG18-1_o3on,698.7 -> 551.6,616.7,588.7,546.7,n-12,
,TG(50:1)]_FA18:1,20658.0,768.8,551.6,12.37,DOD93_F4-5xFAD-Dienc_TG18-1_o3on,768.8 -> 551.6,686.8,658.8,616.8,n-7,
,TG(50:2)]_FA18:1,13467.0,738.7,549.6,13.74,DOD93_F4-5xFAD-Dienc_TG18-1_o3on,738.7 -> 549.6,656.7,628.7,586.7,n-9,2.16
TG,TG(50:2)]_FA18:1,128797.0,848.8,549.6,13.79,DOD93_F4-5xFAD-Dienc_TG18-1_o3on,848.8 -> 549.6,766.8,738.8,696.8,,
,TG(50:2)]_FA18:1,3977.0,696.6,549.6,12.91,DOD93_F4-5xFAD-Dienc_TG18-1_o3on,696.6 -> 549.6,614.6,586.6,544.6,n-12,
,TG(50:2)]_FA18:1,6236.0,766.7,549.6,13.71,DOD93_F4-5xFAD-Dienc_TG18-1_o3on,766.7 -> 549.6,684.7,656.7,614.7,n-7,
,TG(52:2)]_FA18:1,128016.0,766.7,577.6,14.81,DOD93_F4-5xFAD-Dienc_TG18-1_o3on,766.7 -> 577.6,684.7,656.7,614.7,n-9,4.31
TG,TG(52:2)]_FA18:1,2159308.0,876.8,577.6,14.99,DOD93_F4-5xFAD-Dienc_TG18-1_o3on,876.8 -> 577.6,794.8,766.8,724.8,,
,TG(52:2)]_FA18:1,5492.0,724.7,577.6,13.87,DOD93_F4-5xFAD-Dienc_TG18-1_o3on,724.7 -> 577.6,642.7,614.7,572.7,n-12,
,TG(52:2)]_FA18:1,29680.0,794.7,577.6,12.22,DOD93_F4-5xFAD-Dienc_TG18-1_o3on,794.7 -> 577.6,712.7,684.7,642.7,n-7,
,TG(52:3)]_FA18:1,18618.0,764.7,575.6,13.72,DOD93_F4-5xFAD-Dienc_TG18-1_o3on,764.7 -> 575.6,682.7,654.7,612.7,n-9,3.83
TG,TG(52:3)]_FA18:1,263869.0,874.8,575.6,13.66,DOD93_F4-5xFAD-Dienc_TG18-1_o3on,874.8 -> 575.6,792.8,764.8,722.8,,
,TG(52:3)]_FA18:1,1241.0,722.6,575.6,12.77,DOD93_F4-5xFAD-Dienc_TG18-1_o3on,722.6 -> 575.6,640.6,612.6,570.6,n-12,
,TG(52:3)]_FA18:1,4856.0,792.7,575.6,13.69,DOD93_F4-5xFAD-Dienc_TG18-1_o3on,792.7 -> 575.6,710.7,682.7,640.7,n-7,
,TG(54:3)]_FA18:1,52710.0,792.8,603.6,14.66,DOD93_F4-5xFAD-Dienc_TG18-1_o3on,792.8 -> 603.6,710.8,682.8,640.8,n-9,4.53
,TG(54:3)]_FA18:1,13467.0,738.7,549.6,13.74,DOD93_F4-5xFAD-Dienc_TG18-1_o3on,738.7 -> 549.6,656.7,628.7,586.7,n-7n-7,
TG,TG(54:3)]_FA18:1,995408.0,902.8,603.6,14.74,DOD93_F4-5xFAD-Dienc_TG18-1_o3on,902.8 -> 603.6,820.8,792.8,750.8,,
,TG(54:3)]_FA18:1,1234.0,750.8,603.6,10.07,DOD93_F4-5xFAD-Dienc_TG18-1_o3on,750.8 -> 603.6,668.8,640.8,598.8,n-12,
,TG(54:3)]_FA18:1,11648.0,820.8,603.6,14.65,DOD93_F4-5xFAD-Dienc_TG18-1_o3on,820.8 -> 603.6,738.8,710.8,668.8,n-7,
,TG(54:4)]_FA18:1,3356.0,790.8,601.6,13.7,DOD93_F4-5xFAD-Dienc_TG18-1_o3on,790.8 -> 601.6,708.8,680.8,638.8,n-9,1.3
,TG(54:4)]_FA18:1,5498.0,736.7,547.6,18.13,DOD93_F4-5xFAD-Dienc_TG18-1_o3on,736.7 -> 547.6,654.7,626.7,584.7,n-7n-7,
TG,TG(54:4)]_FA18:1,186432.0,900.8,601.6,13.65,DOD93_F4-5xFAD-Dienc_TG18-1_o3on,900.8 -> 601.6,818.8,790.8,748.8,,
,TG(54:4)]_FA18:1,478.0,748.8,601.6,18.12,DOD93_F4-5xFAD-Dienc_TG18-1_o3on,748.8 -> 601.6,666.8,638.8,596.8,n-12,
,TG(54:4)]_FA18:1,2587.0,818.8,601.6,13.56,DOD93_F4-5xFAD-Dienc_TG18-1_o3on,818.8 -> 601.6,736.8,708.8,666.8,n-7,
,[TG(50:3)]_FA18:1,5498.0,736.7,547.6,18.13,DOD93_F4-5xFAD-Dienc_TG18-1_o3on,736.7 -> 547.6,654.7,626.7,584.7,n-9,0.52
TG,[TG(50:3)]_FA18:1,9707.0,846.8,547.6,12.58,DOD93_F4-5xFAD-Dienc_TG18-1_o3on,846.8 -> 547.6,764.8,736.8,694.8,,
,[TG(50:3)]_FA18:1,1035.0,694.6,547.6,16.93,DOD93_F4-5xFAD-Dienc_TG18-1_o3on,694.6 -> 547.6,612.6,584.6,542.6,n-12,
,[TG(50:3)]_FA18:1,10512.0,764.7,547.6,18.35,DOD93_F4-5xFAD-Dienc_TG18-1_o3on,764.7 -> 547.6,682.7,654.7,612.7,n-7,
,[TG(52:4)]_FA18:1,1328.0,762.7,573.6,12.02,DOD93_F4-5xFAD-Dienc_TG18-1_o3on,762.7 -> 573.6,680.7,652.7,610.7,n-9,2.05
TG,[TG(52:4)]_FA18:1,16150.0,872.8,573.6,12.57,DOD93_F4-5xFAD-Dienc_TG18-1_o3on,872.8 -> 573.6,790.8,762.8,720.8,,
,[TG(52:4)]_FA18:1,1071.0,720.6,573.6,12.05,DOD93_F4-5xFAD-Dienc_TG18-1_o3on,720.6 -> 573.6,638.6,610.6,568.6,n-12,
,[TG(52:4)]_FA18:1,647.0,790.7,573.6,11.99,DOD93_F4-5xFAD-Dienc_TG18-1_o3on,790.7 -> 573.6,708.7,680.7,638.7,n-7,
,[TG(54:5)]_FA18:1,2357.0,788.8,599.6,12.36,DOD93_F4-5xFAD-Dienc_TG18-1_o3on,788.8 -> 599.6,706.8,678.8,636.8,n-9,3.03
TG,[TG(54:5)]_FA18:1,47650.0,898.8,599.6,12.56,DOD93_F4-5xFAD-Dienc_TG18-1_o3on,898.8 -> 599.6,816.8,788.8,746.8,,
,[TG(54:5)]_FA18:1,498.0,746.8,599.6,15.56,DOD93_F4-5xFAD-Dienc_TG18-1_o3on,746.8 -> 599.6,664.8,636.8,594.8,n-12,
,[TG(54:5)]_FA18:1,778.0,816.8,599.6,12.34,DOD93_F4-5xFAD-Dienc_TG18-1_o3on,816.8 -> 599.6,734.8,706.8,664.8,n-7,
,TG(50:1)]_FA18:1,42201.0,740.8,551.6,14.95,DOD93_F4-5xFAD-Hippo_TG18-1_o3on,740.8 -> 551.6,658.8,630.8,588.8,n-9,1.59
TG,TG(50:1)]_FA18:1,1284013.0,850.8,551.6,14.88,DOD93_F4-5xFAD-Hippo_TG18-1_o3on,850.8 -> 551.6,768.8,740.8,698.8,,
,TG(50:1)]_FA18:1,29041.0,698.7,551.6,14.0,DOD93_F4-5xFAD-Hippo_TG18-1_o3on,698.7 -> 551.6,616.7,588.7,546.7,n-12,
,TG(50:1)]_FA18:1,26469.0,768.8,551.6,12.37,DOD93_F4-5xFAD-Hippo_TG18-1_o3on,768.8 -> 551.6,686.8,658.8,616.8,n-7,
,TG(50:2)]_FA18:1,10543.0,738.7,549.6,13.74,DOD93_F4-5xFAD-Hippo_TG18-1_o3on,738.7 -> 549.6,656.7,628.7,586.7,n-9,2.18
TG,TG(50:2)]_FA18:1,134547.0,848.8,549.6,13.79,DOD93_F4-5xFAD-Hippo_TG18-1_o3on,848.8 -> 549.6,766.8,738.8,696.8,,
,TG(50:2)]_FA18:1,5059.0,696.6,549.6,12.79,DOD93_F4-5xFAD-Hippo_TG18-1_o3on,696.6 -> 549.6,614.6,586.6,544.6,n-12,
,TG(50:2)]_FA18:1,4837.0,766.7,549.6,13.71,DOD93_F4-5xFAD-Hippo_TG18-1_o3on,766.7 -> 549.6,684.7,656.7,614.7,n-7,
,TG(52:2)]_FA18:1,45126.0,766.7,577.6,14.81,DOD93_F4-5xFAD-Hippo_TG18-1_o3on,766.7 -> 577.6,684.7,656.7,614.7,n-9,1.96
TG,TG(52:2)]_FA18:1,3053438.0,876.8,577.6,14.87,DOD93_F4-5xFAD-Hippo_TG18-1_o3on,876.8 -> 577.6,794.8,766.8,724.8,,
,TG(52:2)]_FA18:1,7728.0,724.7,577.6,13.87,DOD93_F4-5xFAD-Hippo_TG18-1_o3on,724.7 -> 577.6,642.7,614.7,572.7,n-12,
,TG(52:2)]_FA18:1,22986.0,794.7,577.6,14.66,DOD93_F4-5xFAD-Hippo_TG18-1_o3on,794.7 -> 577.6,712.7,684.7,642.7,n-7,
,TG(52:3)]_FA18:1,9521.0,764.7,547.6,17.13,DOD93_F4-5xFAD-Hippo_TG18-1_o3on,764.7 -> 547.6,682.7,654.7,612.7,n-9,3.51
TG,TG(52:3)]_FA18:1,165814.0,874.8,575.6,13.66,DOD93_F4-5xFAD-Hippo_TG18-1_o3on,874.8 -> 575.6,792.8,764.8,722.8,,
,TG(52:3)]_FA18:1,1484.0,722.6,575.6,12.77,DOD93_F4-5xFAD-Hippo_TG18-1_o3on,722.6 -> 575.6,640.6,612.6,570.6,n-12,
,TG(52:3)]_FA18:1,2712.0,792.7,575.6,13.57,DOD93_F4-5xFAD-Hippo_TG18-1_o3on,792.7 -> 575.6,710.7,682.7,640.7,n-7,
,TG(54:3)]_FA18:1,14337.0,792.8,603.6,14.54,DOD93_F4-5xFAD-Hippo_TG18-1_o3on,792.8 -> 603.6,710.8,682.8,640.8,n-9,1.98
,TG(54:3)]_FA18:1,10543.0,738.7,549.6,13.74,DOD93_F4-5xFAD-Hippo_TG18-1_o3on,738.7 -> 549.6,656.7,628.7,586.7,n-7n-7,
TG,TG(54:3)]_FA18:1,717915.0,902.8,603.6,14.74,DOD93_F4-5xFAD-Hippo_TG18-1_o3on,902.8 -> 603.6,820.8,792.8,750.8,,
,TG(54:3)]_FA18:1,1456.0,750.8,603.6,10.31,DOD93_F4-5xFAD-Hippo_TG18-1_o3on,750.8 -> 603.6,668.8,640.8,598.8,n-12,
,TG(54:3)]_FA18:1,7223.0,820.8,603.6,14.65,DOD93_F4-5xFAD-Hippo_TG18-1_o3on,820.8 -> 603.6,738.8,710.8,668.8,n-7,
,TG(54:4)]_FA18:1,6536.0,790.8,601.6,13.45,DOD93_F4-5xFAD-Hippo_TG18-1_o3on,790.8 -> 601.6,708.8,680.8,638.8,n-9,4.12
,TG(54:4)]_FA18:1,4775.0,736.7,547.6,17.15,DOD93_F4-5xFAD-Hippo_TG18-1_o3on,736.7 -> 547.6,654.7,626.7,584.7,n-7n-7,
TG,TG(54:4)]_FA18:1,110886.0,900.8,601.6,13.53,DOD93_F4-5xFAD-Hippo_TG18-1_o3on,900.8 -> 601.6,818.8,790.8,748.8,,
,TG(54:4)]_FA18:1,496.0,748.8,601.6,10.32,DOD93_F4-5xFAD-Hippo_TG18-1_o3on,748.8 -> 601.6,666.8,638.8,596.8,n-12,
,TG(54:4)]_FA18:1,1586.0,818.8,601.6,13.43,DOD93_F4-5xFAD-Hippo_TG18-1_o3on,818.8 -> 601.6,736.8,708.8,666.8,n-7,
,[TG(50:3)]_FA18:1,4775.0,736.7,547.6,17.15,DOD93_F4-5xFAD-Hippo_TG18-1_o3on,736.7 -> 547.6,654.7,626.7,584.7,n-9,0.5
TG,[TG(50:3)]_FA18:1,12409.0,846.8,547.6,12.45,DOD93_F4-5xFAD-Hippo_TG18-1_o3on,846.8 -> 547.6,764.8,736.8,694.8,,
,[TG(50:3)]_FA18:1,1043.0,694.6,547.6,16.69,DOD93_F4-5xFAD-Hippo_TG18-1_o3on,694.6 -> 547.6,612.6,584.6,542.6,n-12,
,[TG(50:3)]_FA18:1,9521.0,764.7,547.6,17.13,DOD93_F4-5xFAD-Hippo_TG18-1_o3on,764.7 -> 547.6,682.7,654.7,612.7,n-7,
,[TG(52:4)]_FA18:1,1392.0,762.7,573.6,12.38,DOD93_F4-5xFAD-Hippo_TG18-1_o3on,762.7 -> 573.6,680.7,652.7,610.7,n-9,2.37
TG,[TG(52:4)]_FA18:1,14591.0,872.8,573.6,12.44,DOD93_F4-5xFAD-Hippo_TG18-1_o3on,872.8 -> 573.6,790.8,762.8,720.8,,
,[TG(52:4)]_FA18:1,543.0,720.6,573.6,16.8,DOD93_F4-5xFAD-Hippo_TG18-1_o3on,720.6 -> 573.6,638.6,610.6,568.6,n-12,
,[TG(52:4)]_FA18:1,587.0,790.7,573.6,12.36,DOD93_F4-5xFAD-Hippo_TG18-1_o3on,790.7 -> 573.6,708.7,680.7,638.7,n-7,
,[TG(54:5)]_FA18:1,2024.0,788.8,599.6,12.36,DOD93_F4-5xFAD-Hippo_TG18-1_o3on,788.8 -> 599.6,706.8,678.8,636.8,n-9,2.53
TG,[TG(54:5)]_FA18:1,28299.0,898.8,599.6,11.21,DOD93_F4-5xFAD-Hippo_TG18-1_o3on,898.8 -> 599.6,816.8,788.8,746.8,,
,[TG(54:5)]_FA18:1,591.0,746.8,599.6,10.2,DOD93_F4-5xFAD-Hippo_TG18-1_o3on,746.8 -> 599.6,664.8,636.8,594.8,n-12,
,[TG(54:5)]_FA18:1,799.0,816.8,599.6,12.95,DOD93_F4-5xFAD-Hippo_TG18-1_o3on,816.8 -> 599.6,734.8,706.8,664.8,n-7,
,TG(50:1)]_FA18:1,8766.0,740.8,551.6,14.95,DOD94-F3-WT-cereb_TG18-1_o3on,740.8 -> 551.6,658.8,630.8,588.8,n-9,1.79
TG,TG(50:1)]_FA18:1,80182.0,850.8,551.6,15.01,DOD94-F3-WT-cereb_TG18-1_o3on,850.8 -> 551.6,768.8,740.8,698.8,,
