,Parent_Ion_new,Product_Ion_new,Intensity_new,Transition,Class,Sample_ID_new,Sample Name_new,Cage,Position_new,Dilution Factor,Sex2,Sex_new,Genotype_new,Brain Region,method_type_new,Blank Subtraction_new,subclasses,chain_length,saturation,between_parenthese,FA_Chain,Parent_Ion_old,Product_Ion_old,Intensity_old,Sample_ID_old,Sample Name_old,Position_old,nickname,Sex_old,Genotype_old,time point,method_type_old,Blank Subtraction_old,Lipid
282,794.6,653.6,122497.78845214844,794.6 -> 653.6,PE,PE_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PE,0.0,PE,PE,5,(40:5),,794.6,653.6,235677.31958007807,PE_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PE,206553.157409668,PE(40:5)
283,796.6,655.6,98494.9072265625,796.6 -> 655.6,PE,PE_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PE,0.0,PE,PE,4,(40:4),,796.6,655.6,185400.7127685547,PE_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PE,157888.65072631836,PE(40:4)
284,798.6,657.6,93184.80627441406,798.6 -> 657.6,PE,PE_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PE,0.0,PE,PE,3,(40:3),,798.6,657.6,171559.9119873047,PE_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PE,145787.71014404297,PE(40:3)
285,800.6,659.6,86811.845703125,800.6 -> 659.6,PE,PE_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PE,0.0,PE,PE,2,(40:2),,800.6,659.6,257914.9982910156,PE_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PE,223759.43608093265,PE(40:2)
286,806.6,665.6,108592.3680419922,806.6 -> 665.6,PE,PE_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PE,0.0,PE(O-,PE(O-,6,(41:6),,806.6,665.6,221633.65649414065,PE_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PE,178407.13356018066,PE(41:6)|PE(O-42:6)
287,808.6,667.6,86274.56665039062,808.6 -> 667.6,PE,PE_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PE,0.0,PE(P-,PE(P-,5,(41:5),,808.6,667.6,152350.1508178711,PE_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PE,133101.74951934814,PE(41:5)|PE(P-42:4)
288,810.6,669.6,87646.94641113281,810.6 -> 669.6,PE,PE_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PE,0.0,PE(O-,PE(O-,11,(42:11),,810.6,669.6,134133.56854248047,PE_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PE,107881.4869003296,PE(42:11)|PE(41:4)|PE(O-42:4)
289,814.7,673.7,81321.36560058594,814.7 -> 673.7,PE,PE_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PE,0.0,PE(P-,PE(P-,9,(42:9),,814.7,673.7,223887.0394897461,PE_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PE,197959.01760864255,PE(42:9)|PE(41:2)|PE(O-42:2)|PE(P-42:1)
290,816.7,675.7,81570.74548339844,816.7 -> 675.7,PE,PE_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PE,0.0,PE(P-,PE(P-,8,(42:8),,816.7,675.7,142662.21154785156,PE_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PE,119221.9499206543,PE(42:8)|PE(41:1)|PE(O-42:1)|PE(P-42:0)
291,818.7,677.7,85134.5859375,818.7 -> 677.7,PE,PE_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PE,0.0,PE(O-,PE(O-,7,(42:7),,818.7,677.7,159561.31115722656,PE_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PE,129771.8892288208,PE(42:7)|PE(41:0)|PE(O-42:0)
292,820.6,679.6,78721.28479003906,820.6 -> 679.6,PE,PE_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PE,0.0,PE,PE,6,(42:6),,820.6,679.6,189835.0948486328,PE_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PE,158572.19235992432,PE(42:6)
293,822.6,681.6,77901.98529052734,822.6 -> 681.6,PE,PE_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PE,0.0,PE,PE,5,(42:5),,822.6,681.6,150330.81060791016,PE_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PE,127532.68908691406,PE(42:5)
294,824.6,683.6,78689.72497558594,824.6 -> 683.6,PE,PE_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PE,0.0,PE,PE,4,(42:4),,824.6,683.6,121770.84979248048,PE_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PE,95214.8677368164,PE(42:4)
295,826.6,685.6,184532.83276367188,826.6 -> 685.6,PE,PE_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PE,0.0,PE,PE,3,(42:3),,826.6,685.6,172005.2709350586,PE_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PE,96871.44497680664,PE(42:3)
296,828.6,687.6,86724.82629394531,828.6 -> 687.6,PE,PE_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PE,0.0,PE,PE,2,(42:2),,828.6,687.6,713767.7945556641,PE_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PE,678990.3120498657,PE(42:2)
297,828.6,687.6,86724.82629394531,828.6 -> 687.6,PE,PE_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PE,0.0,PE,PE,2,(42:2),,828.6,687.6,688452.6942138672,PE_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PE,655282.251953125,PE(42:2)
298,830.7,689.7,75531.74523925781,830.7 -> 689.7,PE,PE_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PE,0.0,PE,PE,1,(42:1),,830.7,689.7,324460.7225341797,PE_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PE,298886.4206542969,PE(42:1)
299,832.7,691.7,85028.26586914062,832.7 -> 691.7,PE,PE_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PE,0.0,PE,PE,0,(42:0),,832.7,691.7,137838.3096923828,PE_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PE,114695.26820373537,PE(42:0)
300,836.5,695.5,72037.38507080078,836.5 -> 695.5,PE,PE_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PE,0.0,PE,PE,12,(44:12),,836.5,695.5,131636.36975097656,PE_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PE,110633.82852172852,PE(44:12)
301,848.6,707.6,66759.58447265625,848.6 -> 707.6,PE,PE_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PE,0.0,PE,PE,6,(44:6),,848.6,707.6,128911.369140625,PE_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PE,108474.5277709961,PE(44:6)
302,850.6,709.6,66028.58465576172,850.6 -> 709.6,PE,PE_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PE,0.0,PE,PE,5,(44:5),,850.6,709.6,111658.32696533205,PE_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PE,90757.44542694092,PE(44:5)
303,852.6,711.6,215110.1969718933,852.6 -> 711.6,PE,PE_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PE,0.0,PE,PE,4,(44:4),,852.6,711.6,119267.50756835938,PE_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PE,98113.90593719482,PE(44:4)
304,854.7,713.7,116677.94835662842,854.7 -> 713.7,PE,PE_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PE,0.0,PE,PE,3,(44:3),,854.7,713.7,119061.16912841795,PE_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PE,99261.74788665771,PE(44:3)
305,856.7,715.7,71119.14533233643,856.7 -> 715.7,PE,PE_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PE,0.0,PE,PE,2,(44:2),,856.7,715.7,104350.54620361328,PE_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PE,83551.24471282959,PE(44:2)
306,858.7,717.7,64799.24423217773,858.7 -> 717.7,PE,PE_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PE,0.0,PE,PE,1,(44:1),,858.7,717.7,103317.88787841795,PE_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PE,82363.96626663208,PE(44:1)
307,860.7,719.7,62494.96408843994,860.7 -> 719.7,PE,PE_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PE,0.0,PE,PE,0,(44:0),,860.7,719.7,104462.86849212646,PE_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PE,85014.18712615967,PE(44:0)
308,886.7,745.7,61386.94413757324,886.7 -> 745.7,PE,PE_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PE,0.0,PE,PE,1,(46:1),,886.7,745.7,96393.62684631348,PE_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PE,77236.66567230225,PE(46:1)
309,964.8,823.8,51432.543518066406,964.8 -> 823.8,PE,PE_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PE,0.0,PE,PE,4,(52:4),,964.8,823.8,74231.3256225586,PE_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PE,62089.24473571777,PE(52:4)
310,534.2,257.2,59885.80499267578,534.2 -> 257.2,PI,PI_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PI,0.0,LPI,LPI,0,(12:0),,534.2,257.2,1162096.356163025,PI_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PI,1143052.2746582031,LPI(12:0)
311,534.2,257.2,59885.80499267578,534.2 -> 257.2,PI,PI_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PI,0.0,LPI,LPI,0,(12:0),,534.2,257.2,1096444.6298065186,PI_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PI,1077868.7485580444,LPI(12:0)
312,534.2,257.2,59885.80499267578,534.2 -> 257.2,PI,PI_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PI,0.0,LPI,LPI,0,(12:0),,534.2,257.2,1118133.280960083,PI_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PI,1100859.339927673,LPI(12:0)
313,548.2,271.2,79126.06549072266,548.2 -> 271.2,PI,PI_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PI,0.0,LPI,LPI,0,(13:0),,548.2,271.2,2359.68017578125,PI_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PI,466.56004333496094,LPI(13:0)
314,560.2,283.2,294085.7199707031,560.2 -> 283.2,PI,PI_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PI,0.0,LPI,LPI,1,(14:1),,560.2,283.2,8187.780605316162,PI_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PI,6576.160491943359,LPI(14:1)
315,562.3,285.3,65779.84466552734,562.3 -> 285.3,PI,PI_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PI,0.0,LPI,LPI,0,(14:0),,562.3,285.3,2640.8402214050293,PI_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PI,1057.1001091003418,LPI(14:0)
316,562.3,285.3,65779.84466552734,562.3 -> 285.3,PI,PI_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PI,0.0,LPI,LPI,0,(14:0),,562.3,285.3,2292.880153656006,PI_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PI,788.4800415039062,LPI(14:0)
317,574.3,297.3,117687.80865478516,574.3 -> 297.3,PI,PI_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PI,0.0,LPI(P-,LPI(P-,1,(15:1),,574.3,297.3,395723.915145874,PI_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PI,342351.91204833984,LPI(15:1)|LPI(P-16:0)
318,574.3,297.3,117687.80865478516,574.3 -> 297.3,PI,PI_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PI,0.0,LPI(P-,LPI(P-,1,(15:1),,574.3,297.3,370739.3112869263,PI_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PI,324386.98809051514,LPI(15:1)|LPI(P-16:0)
319,576.3,299.3,1790465.060546875,576.3 -> 299.3,PI,PI_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PI,0.0,LPI(O-,LPI(O-,0,(15:0),,576.3,299.3,7111382.676269531,PI_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PI,6994312.128173828,LPI(15:0)|LPI(O-16:0)
320,576.3,299.3,1790465.060546875,576.3 -> 299.3,PI,PI_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PI,0.0,LPI(O-,LPI(O-,0,(15:0),,576.3,299.3,7063161.493652344,PI_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PI,6952543.206176758,LPI(15:0)|LPI(O-16:0)
321,588.3,311.3,202337.8755493164,588.3 -> 311.3,PI,PI_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PI,0.0,LPI,LPI,1,(16:1),,588.3,311.3,484246.13928222656,PI_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PI,420953.3348083496,LPI(16:1)
322,588.3,311.3,202337.8755493164,588.3 -> 311.3,PI,PI_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PI,0.0,LPI,LPI,1,(16:1),,588.3,311.3,497364.6745605469,PI_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PI,434069.1713104248,LPI(16:1)
323,590.3,313.3,104220.28759765624,590.3 -> 313.3,PI,PI_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PI,0.0,LPI,LPI,0,(16:0),,590.3,313.3,278011.6543273926,PI_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PI,233417.85110473636,LPI(16:0)
324,590.3,313.3,104220.28759765624,590.3 -> 313.3,PI,PI_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PI,0.0,LPI,LPI,0,(16:0),,590.3,313.3,287513.90060424805,PI_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PI,247606.4578857422,LPI(16:0)
325,600.3,323.3,57386.64422607422,600.3 -> 323.3,PI,PI_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PI,0.0,LPI,LPI,2,(17:2),,600.3,323.3,196158.95329284668,PI_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PI,156922.17083740234,LPI(17:2)
326,602.3,325.3,46228.92333984375,602.3 -> 325.3,PI,PI_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PI,0.0,LPI(P-,LPI(P-,1,(17:1),,602.3,325.3,273551.3752746582,PI_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PI,246047.293548584,LPI(17:1)|LPI(P-18:0)
327,602.3,325.3,46228.92333984375,602.3 -> 325.3,PI,PI_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PI,0.0,LPI(P-,LPI(P-,1,(17:1),,602.3,325.3,280036.9346008301,PI_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PI,248252.09223937988,LPI(17:1)|LPI(P-18:0)
328,602.3,325.3,46228.92333984375,602.3 -> 325.3,PI,PI_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PI,0.0,LPI(P-,LPI(P-,1,(17:1),,602.3,325.3,254366.3399810791,PI_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PI,223733.87789916992,LPI(17:1)|LPI(P-18:0)
329,604.3,327.3,776135.8801269531,604.3 -> 327.3,PI,PI_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PI,0.0,LPI(O-,LPI(O-,0,(17:0),,604.3,327.3,3204191.0078125,PI_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PI,3117903.901000977,LPI(17:0)|LPI(O-18:0)
330,610.3,333.3,38114.06280517578,610.3 -> 333.3,PI,PI_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PI,0.0,LPI,LPI,4,(18:4),,610.3,333.3,72086.96648406982,PI_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PI,47201.6647644043,LPI(18:4)
331,610.3,333.3,38114.06280517578,610.3 -> 333.3,PI,PI_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PI,0.0,LPI,LPI,4,(18:4),,610.3,333.3,70482.82592773438,PI_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PI,47534.464431762695,LPI(18:4)
332,612.3,335.3,49682.62371826172,612.3 -> 335.3,PI,PI_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PI,0.0,LPI,LPI,3,(18:3),,612.3,335.3,100633.90830993652,PI_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PI,75911.70681762695,LPI(18:3)
333,612.3,335.3,49682.62371826172,612.3 -> 335.3,PI,PI_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PI,0.0,LPI,LPI,3,(18:3),,612.3,335.3,119010.96646118164,PI_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PI,93395.08471679688,LPI(18:3)
334,614.3,337.3,35383.6024017334,614.3 -> 337.3,PI,PI_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PI,0.0,LPI,LPI,2,(18:2),,614.3,337.3,300433.34675598145,PI_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PI,269950.76446533203,LPI(18:2)
335,614.3,337.3,35383.6024017334,614.3 -> 337.3,PI,PI_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PI,0.0,LPI,LPI,2,(18:2),,614.3,337.3,305405.1992874145,PI_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PI,273944.2173614502,LPI(18:2)
336,616.3,339.3,64739.804290771484,616.3 -> 339.3,PI,PI_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PI,0.0,LPI,LPI,1,(18:1),,616.3,339.3,392206.6343383789,PI_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PI,358506.0122833252,LPI(18:1)
337,616.3,339.3,64739.804290771484,616.3 -> 339.3,PI,PI_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PI,0.0,LPI,LPI,1,(18:1),,616.3,339.3,376053.4530639648,PI_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PI,341648.2706832886,LPI(18:1)
338,618.3,341.3,400843.1767578125,618.3 -> 341.3,PI,PI_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PI,0.0,LPI,LPI,0,(18:0),,618.3,341.3,354725.5422363281,PI_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PI,298875.1987915039,LPI(18:0)
