,Parent_Ion_new,Product_Ion_new,Intensity_new,Transition,Class,Sample_ID_new,Sample Name_new,Cage,Position_new,Dilution Factor,Sex2,Sex_new,Genotype_new,Brain Region,method_type_new,Blank Subtraction_new,subclasses,chain_length,saturation,between_parenthese,FA_Chain,Parent_Ion_old,Product_Ion_old,Intensity_old,Sample_ID_old,Sample Name_old,Position_old,nickname,Sex_old,Genotype_old,time point,method_type_old,Blank Subtraction_old,Lipid
52,787.7,184.1,228127.1362915039,787.7 -> 184.1,SM,CER_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,CER,0.0,SM,SM,,(d16:1/24:0),None,787.7,184.1,3431258.729736328,PCandSM_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PCandSM,3393895.387023926,SM(d16:1/24:0)
53,789.7,184.1,231929.6138916016,789.7 -> 184.1,SM,CER_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,CER,0.0,SM,SM,,(d16:0/24:0),None,789.7,184.1,3441236.8225097656,PCandSM_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PCandSM,3405074.760040283,SM(d16:0/24:0)
54,811.7,184.1,182088.6539916992,811.7 -> 184.1,SM,CER_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,CER,0.0,SM,SM,,(d18:2/24:1),None,811.7,184.1,4432638.441894531,PCandSM_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PCandSM,4380721.378295898,SM(d18:2/24:1)
55,813.7,184.1,133913.02923583984,813.7 -> 184.1,SM,CER_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,CER,0.0,SM,SM,,(d18:1/24:1(15Z),None,813.7,184.1,3498858.3518066406,PCandSM_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PCandSM,3452739.028503418,SM(d18:1/24:1(15Z))
56,815.7,184.1,112292.8483581543,815.7 -> 184.1,SM,CER_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,CER,0.0,SM,SM,,(d18:0/24:1),None,815.7,184.1,3178284.787109375,PCandSM_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PCandSM,3130574.6029663086,SM(d18:0/24:1)
57,817.7,184.1,105951.06567382812,817.7 -> 184.1,SM,CER_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,CER,0.0,SM,SM,,(d18:0/24:0),None,817.7,184.1,3206968.3798828125,PCandSM_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PCandSM,3157204.636505127,SM(d18:0/24:0)
58,841.7,184.1,2088754.373046875,841.7 -> 184.1,SM,CER_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,CER,0.0,SM,SM,,(d18:1/26:1(17Z),None,841.7,184.1,1492482.07421875,PCandSM_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PCandSM,923273.6401367188,SM(d18:1/26:1(17Z))
59,843.7,184.1,2247619.958251953,843.7 -> 184.1,SM,CER_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,CER,0.0,SM,SM,,(d18:0/26:1(17Z),None,843.7,184.1,1304035.884765625,PCandSM_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PCandSM,776463.0473632812,SM(d18:0/26:1(17Z))
60,845.7,184.1,2413118.829589844,845.7 -> 184.1,SM,CER_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,CER,0.0,SM,SM,,(d17:0/27:0),None,845.7,184.1,1178039.2646484375,PCandSM_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PCandSM,580187.4790039062,SM(d17:0/27:0)
61,199.2,199.2,33144.46224975586,199.2 -> 199.2,FA,FFA_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,FFA,0.0,FA,FA,0,(12:0),(12:0),199.2,199.2,559962.1970825195,FFA_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,FFA,367024.38458251953,FA(12:0)
62,225.2,225.2,314367.603515625,225.2 -> 225.2,FA,FFA_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,FFA,0.0,FA,FA,1,(14:1),(14:1),225.2,225.2,2277477.3720703125,FFA_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,FFA,372035.69677734375,FA(14:1)
63,283.3,283.3,142626.45068359375,283.3 -> 283.3,FA,FFA_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,FFA,0.0,FA,FA,0,(18:0),(18:0),283.3,283.3,11906935.778808594,FFA_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,FFA,6363088.594909668,FA(18:0)
64,297.3,297.3,183205.93432617188,297.3 -> 297.3,FA,FFA_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,FFA,0.0,FA,FA,0,(19:0),(19:0),297.3,297.3,7954.340511322021,FFA_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,FFA,0.0,FA(19:0)
65,309.3,309.3,98814.62719726562,309.3 -> 309.3,FA,FFA_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,FFA,0.0,FA,FA,1,(20:1),(20:1),309.3,309.3,7957.380546569824,FFA_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,FFA,0.0,FA(20:1)
66,311.3,311.3,258155.2587890625,311.3 -> 311.3,FA,FFA_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,FFA,0.0,FA,FA,0,(20:0),(20:0),311.3,311.3,7961.160514831543,FFA_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,FFA,0.0,FA(20:0)
67,331.3,331.3,73046.98486328125,331.3 -> 331.3,FA,FFA_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,FFA,0.0,FA,FA,4,(22:4),(22:4),331.3,331.3,966979.874206543,FFA_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,FFA,842215.2465362549,FA(22:4)
68,337.3,337.3,66904.96472167969,337.3 -> 337.3,FA,FFA_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,FFA,0.0,FA,FA,1,(22:1),(22:1),337.3,337.3,1382191.5220031738,FFA_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,FFA,1152517.7425003052,FA(22:1)
69,339.3,339.3,158888.591796875,339.3 -> 339.3,FA,FFA_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,FFA,0.0,FA,FA,0,(22:0),(22:0),339.3,339.3,6921673.673706055,FFA_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,FFA,5764015.133331299,FA(22:0)
70,353.3,353.3,58693.98394775391,353.3 -> 353.3,FA,FFA_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,FFA,0.0,FA,FA,0,(23:0),(23:0),353.3,353.3,2389622.010498047,FFA_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,FFA,1884313.6782913208,FA(23:0)
71,355.3,355.3,49563.42321777344,355.3 -> 355.3,FA,FFA_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,FFA,0.0,FA,FA,6,(24:6),(24:6),355.3,355.3,3935161.329467773,FFA_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,FFA,3524471.7628936768,FA(24:6)
72,365.3,365.3,45426.24346923828,365.3 -> 365.3,FA,FFA_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,FFA,0.0,FA,FA,1,(24:1),(24:1),365.3,365.3,2184860.599914551,FFA_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,FFA,1989106.0662460327,FA(24:1)
73,423.4,423.4,28822.442321777344,423.4 -> 423.4,FA,FFA_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,FFA,0.0,FA,FA,0,(28:0),(28:0),423.4,423.4,4162727.565383911,FFA_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,FFA,3943707.270931244,FA(28:0)
74,507.5,507.5,13632.401084899902,507.5 -> 507.5,FA,FFA_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,FFA,0.0,FA,FA,0,(34:0),(34:0),507.5,507.5,1373733.1092185974,FFA_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,FFA,1189965.1360473633,FA(34:0)
75,300.1,184.1,21602.38175201416,300.1 -> 184.1,PC,PCandSM_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PCandSM,0.0,LPC,LPC,0,(2:0),,300.1,184.1,229172.8354187012,PCandSM_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PCandSM,210419.43405151367,LPC(2:0)
76,312.1,184.1,17637.001205444336,312.1 -> 184.1,PC,PCandSM_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PCandSM,0.0,LPC,LPC,1,(3:1),,312.1,184.1,132699.2713623047,PCandSM_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PCandSM,105773.18960571288,LPC(3:1)
77,314.1,184.1,19077.801300048828,314.1 -> 184.1,PC,PCandSM_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PCandSM,0.0,LPC,LPC,0,(3:0),,314.1,184.1,134642.36819458008,PCandSM_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PCandSM,117016.44686889648,LPC(3:0)|PC(O-3:0)
78,342.2,184.1,72521.76513671875,342.2 -> 184.1,PC,PCandSM_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PCandSM,0.0,LPC,LPC,0,(4:0),,342.2,184.1,186421.55560302731,PCandSM_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PCandSM,156630.61328125,PC(4:0)|LPC(5:0)
79,356.2,184.1,33953.34265136719,356.2 -> 184.1,PC,PCandSM_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PCandSM,0.0,LPC,LPC,0,(6:0),,356.2,184.1,145689.9501953125,PCandSM_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PCandSM,101778.6671447754,LPC(6:0)
80,370.2,184.1,59714.54412841797,370.2 -> 184.1,PC,PCandSM_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PCandSM,0.0,LPC,LPC,0,(6:0),,370.2,184.1,149242.05017089844,PCandSM_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PCandSM,44628.86297607422,PC(6:0)|LPC(7:0)
81,384.2,184.1,25071.181671142574,384.2 -> 184.1,PC,PCandSM_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PCandSM,0.0,LPC,LPC,0,(8:0),,384.2,184.1,68446.12509155273,PCandSM_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PCandSM,42561.08334350586,LPC(8:0)
82,398.2,184.1,44395.063415527344,398.2 -> 184.1,PC,PCandSM_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PCandSM,0.0,LPC,LPC,0,(8:0),,398.2,184.1,74487.62567138672,PCandSM_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PCandSM,39241.3430480957,PC(8:0)|LPC(9:0)
83,412.2,184.1,41544.88305664063,412.2 -> 184.1,PC,PCandSM_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PCandSM,0.0,LPC,LPC,0,(10:0),,412.2,184.1,84429.36669921875,PCandSM_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PCandSM,39944.88375854492,LPC(10:0)|PC(O-10:0)
84,426.3,184.1,45321.36334228516,426.3 -> 184.1,PC,PCandSM_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PCandSM,0.0,LPC,LPC,0,(10:0),,426.3,184.1,78483.80651855469,PCandSM_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PCandSM,50333.12448120117,PC(10:0)|LPC(11:0)
85,440.3,184.1,53912.94366455078,440.3 -> 184.1,PC,PCandSM_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PCandSM,0.0,LPC,LPC,0,(12:0),,440.3,184.1,117873.1078491211,PCandSM_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PCandSM,86905.1460723877,LPC(12:0)
86,454.3,184.1,38026.90274047852,454.3 -> 184.1,PC,PCandSM_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PCandSM,0.0,LPC(O-,LPC(O-,0,(12:0),,454.3,184.1,150667.9700012207,PCandSM_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PCandSM,126127.72801208496,PC(12:0)|LPC(13:0)|LPC(O-14:0)
87,466.3,184.1,226678.43603515625,466.3 -> 184.1,PC,PCandSM_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PCandSM,0.0,LPC(P-,LPC(P-,1,(14:1),,466.3,184.1,280183.46044921875,PCandSM_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PCandSM,244693.17791748047,LPC(14:1)|LPC(P-15:0)
88,468.3,184.1,234598.55541992188,468.3 -> 184.1,PC,PCandSM_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PCandSM,0.0,LPC(O-,LPC(O-,0,(14:0),,468.3,184.1,254762.4541015625,PCandSM_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PCandSM,218270.7314605713,LPC(14:0)|PC(O-14:0)|LPC(O-15:0)
89,480.3,184.1,39583.62292480469,480.3 -> 184.1,PC,PCandSM_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PCandSM,0.0,LPC(O-,LPC(O-,1,(15:1),,480.3,184.1,499950.6755981445,PCandSM_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PCandSM,475350.3538513184,LPC(15:1)|LPC(O-16:1)|LPC(P-16:0)
90,516.3,184.1,41977.502990722656,516.3 -> 184.1,PC,PCandSM_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PCandSM,0.0,LPC,LPC,4,(18:4),,516.3,184.1,289451.9224243164,PCandSM_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PCandSM,264616.42053222656,LPC(18:4)
91,518.3,184.1,50995.36401367188,518.3 -> 184.1,PC,PCandSM_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PCandSM,0.0,LPC,LPC,3,(18:3),,518.3,184.1,354404.06774902344,PCandSM_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PCandSM,326001.9655456543,LPC(18:3)
92,524.4,184.1,77296.1060180664,524.4 -> 184.1,PC,PCandSM_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PCandSM,0.0,LPC(O-,LPC(O-,0,(18:0),,524.4,184.1,450855.54541015625,PCandSM_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PCandSM,414344.0427856445,LPC(18:0)|PC(O-18:0)|LPC(O-19:0)
93,532.3,184.1,81286.18536376953,532.3 -> 184.1,PC,PCandSM_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PCandSM,0.0,LPC,LPC,3,(19:3),,532.3,184.1,399818.9643554688,PCandSM_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PCandSM,364538.2016906738,LPC(19:3)
94,536.4,184.1,77970.06512451172,536.4 -> 184.1,PC,PCandSM_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PCandSM,0.0,LPC(P-,LPC(P-,1,(18:1),,536.4,184.1,432735.0291748047,PCandSM_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PCandSM,399753.6667480469,PC(18:1)|LPC(19:1)|PC(O-19:1)|LPC(P-20:0)
95,538.4,184.1,70886.9652709961,538.4 -> 184.1,PC,PCandSM_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PCandSM,0.0,LPC(O-,LPC(O-,0,(18:0),,538.4,184.1,403134.8079833984,PCandSM_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PCandSM,373546.3460388184,PC(18:0)|LPC(19:0)|PC(O-19:0)|LPC(O-20:0)
96,542.3,184.1,47736.003662109375,542.3 -> 184.1,PC,PCandSM_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PCandSM,0.0,LPC,LPC,5,(20:5),,542.3,184.1,288495.5212402344,PCandSM_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PCandSM,262721.1194534302,LPC(20:5)
97,544.3,184.1,49106.98333740234,544.3 -> 184.1,PC,PCandSM_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PCandSM,0.0,LPC,LPC,4,(20:4),,544.3,184.1,276104.4582519531,PCandSM_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PCandSM,251886.29669189453,LPC(20:4)
98,548.4,184.1,49336.74334716797,548.4 -> 184.1,PC,PCandSM_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PCandSM,0.0,LPC,LPC,2,(20:2),,548.4,184.1,307355.26123046875,PCandSM_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PCandSM,277851.41900634766,LPC(20:2)|PC(O-20:2)
99,550.4,184.1,49569.9833984375,550.4 -> 184.1,PC,PCandSM_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PCandSM,0.0,LPC,LPC,1,(19:1),,550.4,184.1,302301.2332763672,PCandSM_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PCandSM,273868.9311218262,PC(19:1)|LPC(20:1)|PC(O-20:1)|PC(P-20:0)
100,552.4,184.1,57050.34393310547,552.4 -> 184.1,PC,PCandSM_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PCandSM,0.0,LPC,LPC,0,(19:0),,552.4,184.1,739987.1994628906,PCandSM_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PCandSM,465229.76318359375,PC(19:0)|LPC(20:0)|PC(O-20:0)
101,566.4,184.1,186638.75646972656,566.4 -> 184.1,PC,PCandSM_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PCandSM,0.0,LPC,LPC,0,(20:0),,566.4,184.1,2631771.7868652344,PCandSM_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PCandSM,1388759.946899414,PC(20:0)|LPC(21:0)|PC(O-21:0)
102,568.3,184.1,215034.1138916016,568.3 -> 184.1,PC,PCandSM_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PCandSM,0.0,LPC,LPC,6,(22:6),,568.3,184.1,2735097.250488281,PCandSM_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PCandSM,1698837.7846679688,LPC(22:6)
103,572.4,184.1,241431.71850585935,572.4 -> 184.1,PC,PCandSM_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PCandSM,0.0,LPC,LPC,4,(22:4),,572.4,184.1,2750412.2319335938,PCandSM_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PCandSM,1287147.5302734375,LPC(22:4)
104,576.4,184.1,138519.96948242188,576.4 -> 184.1,PC,PCandSM_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PCandSM,0.0,LPC,LPC,2,(22:2),,576.4,184.1,868891.7641601562,PCandSM_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PCandSM,595428.8637695312,LPC(22:2)
105,578.4,184.1,132109.9892578125,578.4 -> 184.1,PC,PCandSM_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PCandSM,0.0,LPC,LPC,1,(21:1),,578.4,184.1,605752.103515625,PCandSM_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PCandSM,425460.5295410156,PC(21:1)|LPC(22:1)
