IDs,Names,Lipid,Transition,Class
"LMGL03012793, LMGL03014364, LMGL03014162, LMGL03014237, LMGL03012780, LMGL03014345, LMGL03014363, LMGL03014261","TG(14:0/18:2(9Z,12Z)/18:2(9Z,12Z))[iso3], TG(14:0/18:1(9Z)/18:3(9Z,12Z,15Z))[iso6], TG(14:0/14:1(9Z)/22:3(10Z,13Z,16Z))[iso6], TG(14:0/16:0/20:4(5Z,8Z,11Z,14Z))[iso6], TG(14:0/14:0/22:4(7Z,10Z,13Z,16Z))[iso3], TG(14:0/18:0/18:4(6Z,9Z,12Z,15Z))[iso6], TG(14:0/18:1(9Z)/18:3(6Z,9Z,12Z))[iso6], TG(14:0/16:1(9Z)/20:3(8Z,11Z,14Z))[iso6]",[TG(50:4)]_FA14:0,844.7 -> 599.5,TG
"LMGL03014235, LMGL03012792, LMGL03012778, LMGL03014325, LMGL03014259, LMGL03014342, LMGL03014160, LMGL03014304","TG(14:0/16:0/20:2(11Z,14Z))[iso6], TG(14:0/18:1(9Z)/18:1(9Z))[iso3], TG(14:0/14:0/22:2(13Z,16Z))[iso3], TG(14:0/17:2(9Z,12Z)/19:0)[iso6], TG(14:0/16:1(9Z)/20:1(11Z))[iso6], TG(14:0/18:0/18:2(9Z,12Z))[iso6], TG(14:0/14:1(9Z)/22:1(11Z))[iso6], TG(14:0/17:1(9Z)/19:1(9Z))[iso6]",[TG(51:9)|TG(50:2)]_FA14:0,848.8 -> 603.6,TG
"LMGL03014391, LMGL03014440, LMGL03014246, LMGL03014270, LMGL03014425, LMGL03014408, LMGL03014373","TG(14:0/18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z))[iso6], TG(14:0/18:4(6Z,9Z,12Z,15Z)/20:2(11Z,14Z))[iso6], TG(14:0/16:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6], TG(14:0/16:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z))[iso6], TG(14:0/18:3(9Z,12Z,15Z)/20:3(8Z,11Z,14Z))[iso6], TG(14:0/18:3(6Z,9Z,12Z)/20:3(8Z,11Z,14Z))[iso6], TG(14:0/18:1(9Z)/20:5(5Z,8Z,11Z,14Z,17Z))[iso6]",[TG(52:6)]_FA14:0,868.7 -> 623.5,TG
"LMGL03014269, LMGL03014439, LMGL03014407, LMGL03014372, LMGL03014245, LMGL03014424, LMGL03014353, LMGL03014390","TG(14:0/16:1(9Z)/22:4(7Z,10Z,13Z,16Z))[iso6], TG(14:0/18:4(6Z,9Z,12Z,15Z)/20:1(11Z))[iso6], TG(14:0/18:3(6Z,9Z,12Z)/20:2(11Z,14Z))[iso6], TG(14:0/18:1(9Z)/20:4(5Z,8Z,11Z,14Z))[iso6], TG(14:0/16:0/22:5(7Z,10Z,13Z,16Z,19Z))[iso6], TG(14:0/18:3(9Z,12Z,15Z)/20:2(11Z,14Z))[iso6], TG(14:0/18:0/20:5(5Z,8Z,11Z,14Z,17Z))[iso6], TG(14:0/18:2(9Z,12Z)/20:3(8Z,11Z,14Z))[iso6]",[TG(52:5)]_FA14:0,870.8 -> 625.6,TG
"LMGL03014438, LMGL03014406, LMGL03014389, LMGL03014268, LMGL03014423, LMGL03014352, LMGL03014371, LMGL03014244","TG(14:0/18:4(6Z,9Z,12Z,15Z)/20:0)[iso6], TG(14:0/18:3(6Z,9Z,12Z)/20:1(11Z))[iso6], TG(14:0/18:2(9Z,12Z)/20:2(11Z,14Z))[iso6], TG(14:0/16:1(9Z)/22:3(10Z,13Z,16Z))[iso6], TG(14:0/18:3(9Z,12Z,15Z)/20:1(11Z))[iso6], TG(14:0/18:0/20:4(5Z,8Z,11Z,14Z))[iso6], TG(14:0/18:1(9Z)/20:3(8Z,11Z,14Z))[iso6], TG(14:0/16:0/22:4(7Z,10Z,13Z,16Z))[iso6]",[TG(52:4)]_FA14:0,872.8 -> 627.6,TG
"LMGL03014387, LMGL03014369, LMGL03014350, LMGL03014266, LMGL03012798, LMGL03014242, LMGL03014333","TG(14:0/18:2(9Z,12Z)/20:0)[iso6], TG(14:0/18:1(9Z)/20:1(11Z))[iso6], TG(14:0/18:0/20:2(11Z,14Z))[iso6], TG(14:0/16:1(9Z)/22:1(11Z))[iso6], TG(14:0/19:1(9Z)/19:1(9Z))[iso3], TG(14:0/16:0/22:2(13Z,16Z))[iso6], TG(14:0/17:2(9Z,12Z)/21:0)[iso6]",[TG(53:9)|TG(52:2)]_FA14:0,876.8 -> 631.6,TG
"LMGL03014318, LMGL03014339, LMGL03012797, LMGL03014240, LMGL03014288, LMGL03014348","TG(14:0/17:1(9Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6], TG(14:0/17:2(9Z,12Z)/22:5(7Z,10Z,13Z,16Z,19Z))[iso6], TG(14:0/19:0/19:0)[iso3], TG(14:0/16:0/22:0)[iso6], TG(14:0/17:0/21:0)[iso6], TG(14:0/18:0/20:0)[iso6]",[TG(53:7)|TG(52:0)]_FA14:0,880.8 -> 635.6,TG
"LMGL03014517, LMGL03014448, LMGL03014399, LMGL03014381, LMGL03014433, LMGL03014508, LMGL03014416, LMGL03014354, LMGL03014289, LMGL03014453","TG(14:0/20:3(8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z))[iso6], TG(14:0/18:4(6Z,9Z,12Z,15Z)/22:3(10Z,13Z,16Z))[iso6], TG(14:0/18:2(9Z,12Z)/22:5(7Z,10Z,13Z,16Z,19Z))[iso6], TG(14:0/18:1(9Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6], TG(14:0/18:3(9Z,12Z,15Z)/22:4(7Z,10Z,13Z,16Z))[iso6], TG(14:0/20:2(11Z,14Z)/20:5(5Z,8Z,11Z,14Z,17Z))[iso6], TG(14:0/18:3(6Z,9Z,12Z)/22:4(7Z,10Z,13Z,16Z))[iso6], TG(14:0/18:0/21:0)[iso6], TG(14:0/17:0/22:0)[iso6], TG(14:0/19:0/20:0)[iso6]",[TG(54:7)|TG(53:0)]_FA14:0,894.8 -> 649.6,TG
"LMGL03012802, LMGL03014432, LMGL03014380, LMGL03014447, LMGL03014398, LMGL03014415, LMGL03014507, LMGL03014497, LMGL03014361","TG(14:0/20:3(8Z,11Z,14Z)/20:3(8Z,11Z,14Z))[iso3], TG(14:0/18:3(9Z,12Z,15Z)/22:3(10Z,13Z,16Z))[iso6], TG(14:0/18:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z))[iso6], TG(14:0/18:4(6Z,9Z,12Z,15Z)/22:2(13Z,16Z))[iso6], TG(14:0/18:2(9Z,12Z)/22:4(7Z,10Z,13Z,16Z))[iso6], TG(14:0/18:3(6Z,9Z,12Z)/22:3(10Z,13Z,16Z))[iso6], TG(14:0/20:2(11Z,14Z)/20:4(5Z,8Z,11Z,14Z))[iso6], TG(14:0/20:1(11Z)/20:5(5Z,8Z,11Z,14Z,17Z))[iso6], TG(14:0/18:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6]",[TG(54:6)]_FA14:0,896.8 -> 651.6,TG
"LMGL03014397, LMGL03014360, LMGL03014446, LMGL03014496, LMGL03014414, LMGL03014379, LMGL03014431, LMGL03014506, LMGL03014485","TG(14:0/18:2(9Z,12Z)/22:3(10Z,13Z,16Z))[iso6], TG(14:0/18:0/22:5(7Z,10Z,13Z,16Z,19Z))[iso6], TG(14:0/18:4(6Z,9Z,12Z,15Z)/22:1(11Z))[iso6], TG(14:0/20:1(11Z)/20:4(5Z,8Z,11Z,14Z))[iso6], TG(14:0/18:3(6Z,9Z,12Z)/22:2(13Z,16Z))[iso6], TG(14:0/18:1(9Z)/22:4(7Z,10Z,13Z,16Z))[iso6], TG(14:0/18:3(9Z,12Z,15Z)/22:2(13Z,16Z))[iso6], TG(14:0/20:2(11Z,14Z)/20:3(8Z,11Z,14Z))[iso6], TG(14:0/20:0/20:5(5Z,8Z,11Z,14Z,17Z))[iso6]",[TG(54:5)]_FA14:0,898.8 -> 653.6,TG
"LMGL03014484, LMGL03012801, LMGL03014359, LMGL03014396, LMGL03014430, LMGL03014495, LMGL03014378, LMGL03014445, LMGL03014413","TG(14:0/20:0/20:4(5Z,8Z,11Z,14Z))[iso6], TG(14:0/20:2(11Z,14Z)/20:2(11Z,14Z))[iso3], TG(14:0/18:0/22:4(7Z,10Z,13Z,16Z))[iso6], TG(14:0/18:2(9Z,12Z)/22:2(13Z,16Z))[iso6], TG(14:0/18:3(9Z,12Z,15Z)/22:1(11Z))[iso6], TG(14:0/20:1(11Z)/20:3(8Z,11Z,14Z))[iso6], TG(14:0/18:1(9Z)/22:3(10Z,13Z,16Z))[iso6], TG(14:0/18:4(6Z,9Z,12Z,15Z)/22:0)[iso6], TG(14:0/18:3(6Z,9Z,12Z)/22:1(11Z))[iso6]",[TG(55:11)|TG(54:4)]_FA14:0,900.8 -> 655.6,TG
"LMGL03012800, LMGL03014357, LMGL03014376, LMGL03014394, LMGL03014482","TG(14:0/20:1(11Z)/20:1(11Z))[iso3], TG(14:0/18:0/22:2(13Z,16Z))[iso6], TG(14:0/18:1(9Z)/22:1(11Z))[iso6], TG(14:0/18:2(9Z,12Z)/22:0)[iso6], TG(14:0/20:0/20:2(11Z,14Z))[iso6]",[TG(55:9)|TG(54:2)]_FA14:0,904.8 -> 659.6,TG
"LMGL03014481, LMGL03014375, LMGL03014356, LMGL03014473","TG(14:0/20:0/20:1(11Z))[iso6], TG(14:0/18:1(9Z)/22:0)[iso6], TG(14:0/18:0/22:1(11Z))[iso6], TG(14:0/19:1(9Z)/21:0)[iso6]",[TG(55:8)|TG(54:1)]_FA14:0,906.8 -> 661.6,TG
"LMGL03014480, LMGL03014355, LMGL03014459, LMGL03012799","TG(14:0/19:1(9Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6], TG(14:0/18:0/22:0)[iso6], TG(14:0/19:0/21:0)[iso6], TG(14:0/20:0/20:0)[iso3]",[TG(55:7)|TG(54:0)]_FA14:0,908.9 -> 663.7,TG
"LMGL03014491, LMGL03014502, LMGL03014521, LMGL03014512, LMGL03014529","TG(14:0/20:0/22:4(7Z,10Z,13Z,16Z))[iso6], TG(14:0/20:1(11Z)/22:3(10Z,13Z,16Z))[iso6], TG(14:0/20:3(8Z,11Z,14Z)/22:1(11Z))[iso6], TG(14:0/20:2(11Z,14Z)/22:2(13Z,16Z))[iso6], TG(14:0/20:4(5Z,8Z,11Z,14Z)/22:0)[iso6]",[TG(57:11)|TG(56:4)]_FA14:0,928.8 -> 683.6,TG
"LMGL03014499, LMGL03014488","TG(14:0/20:1(11Z)/22:0)[iso6], TG(14:0/20:0/22:1(11Z))[iso6]",[TG(57:8)|TG(56:1)]_FA14:0,934.9 -> 689.7,TG
,,[TG(60:13)|TG(59:6)]_FA14:0,966.8 -> 721.6,TG
,,[TG(60:12)|TG(59:5)]_FA14:0,968.9 -> 723.7,TG
,,[TG(60:11)|TG(59:4)]_FA14:0,970.9 -> 725.7,TG
,,[TG(60:10)|TG(59:3)]_FA14:0,972.9 -> 727.7,TG
,,[TG(60:9)|TG(59:2)]_FA14:0,974.9 -> 729.7,TG
,,[TG(60:8)|TG(59:1)]_FA14:0,976.9 -> 731.7,TG
,,[TG(61:14)|TG(60:7)|TG(59:0)]_FA14:0,978.9 -> 733.7,TG
,,[TG(61:13)|TG(60:6)]_FA14:0,980.9 -> 735.7,TG
,,[TG(61:12)|TG(60:5)]_FA14:0,982.9 -> 737.7,TG
,,[TG(61:11)|TG(60:4)]_FA14:0,984.9 -> 739.7,TG
,,[TG(61:10)|TG(60:3)]_FA14:0,986.9 -> 741.7,TG
,,[TG(62:16)|TG(61:9)|TG(60:2)]_FA14:0,988.9 -> 743.7,TG
,,[TG(62:15)|TG(61:8)|TG(60:1)]_FA14:0,990.9 -> 745.7,TG
,,[TG(62:14)|TG(61:7)|TG(60:0)]_FA14:0,993.0 -> 747.8,TG
,,[TG(62:13)|TG(61:6)]_FA14:0,994.9 -> 749.7,TG
,,[TG(62:12)|TG(61:5)]_FA14:0,996.9 -> 751.7,TG
,,[TG(62:11)|TG(61:4)]_FA14:0,998.9 -> 753.7,TG
,,[TG(62:10)|TG(61:3)]_FA14:0,1000.9 -> 755.7,TG
,,[TG(62:9)|TG(61:2)]_FA14:0,1002.9 -> 757.7,TG
,,[TG(62:8)|TG(61:1)]_FA14:0,1005.0 -> 759.8,TG
,,[TG(62:7)|TG(61:0)]_FA14:0,1007.0 -> 761.8,TG
,,[TG(63:13)|TG(62:6)]_FA14:0,1008.9 -> 763.7,TG
,,[TG(63:12)|TG(62:5)]_FA14:0,1010.9 -> 765.7,TG
,,[TG(63:11)|TG(62:4)]_FA14:0,1012.9 -> 767.7,TG
,,[TG(64:17)|TG(63:10)|TG(62:3)]_FA14:0,1014.9 -> 769.7,TG
,,[TG(64:16)|TG(63:9)|TG(62:2)]_FA14:0,1017.0 -> 771.8,TG
,,[TG(64:15)|TG(63:8)|TG(62:1)]_FA14:0,1019.0 -> 773.8,TG
,,[TG(64:14)|TG(63:7)|TG(62:0)]_FA14:0,1021.0 -> 775.8,TG
,,[TG(64:13)|TG(63:6)]_FA14:0,1022.9 -> 777.7,TG
,,[TG(64:12)|TG(63:5)]_FA14:0,1024.9 -> 779.7,TG
,,[TG(64:11)|TG(63:4)]_FA14:0,1026.9 -> 781.7,TG
,,[TG(64:10)|TG(63:3)]_FA14:0,1029.0 -> 783.8,TG
,,[TG(64:9)|TG(63:2)]_FA14:0,1031.0 -> 785.8,TG
,,[TG(64:8)|TG(63:1)]_FA14:0,1033.0 -> 787.8,TG
,,[TG(64:7)|TG(63:0)]_FA14:0,1035.0 -> 789.8,TG
,,[TG(64:6)]_FA14:0,1036.9 -> 791.7,TG
,,[TG(65:12)|TG(64:5)]_FA14:0,1038.9 -> 793.7,TG
,,[TG(66:18)|TG(65:11)|TG(64:4)]_FA14:0,1041.0 -> 795.8,TG
,,[TG(66:17)|TG(65:10)|TG(64:3)]_FA14:0,1043.0 -> 797.8,TG
,,[TG(66:16)|TG(65:9)|TG(64:2)]_FA14:0,1045.0 -> 799.8,TG
,,[TG(66:15)|TG(65:8)|TG(64:1)]_FA14:0,1047.0 -> 801.8,TG
,,[TG(66:14)|TG(65:7)|TG(64:0)]_FA14:0,1049.0 -> 803.8,TG
,,[TG(66:13)|TG(65:6)]_FA14:0,1050.9 -> 805.7,TG
,,[TG(66:12)|TG(65:5)]_FA14:0,1053.0 -> 807.8,TG
,,[TG(66:11)|TG(65:4)]_FA14:0,1055.0 -> 809.8,TG
,,[TG(66:10)|TG(65:3)]_FA14:0,1057.0 -> 811.8,TG
,,[TG(66:9)|TG(65:2)]_FA14:0,1059.0 -> 813.8,TG
,,[TG(66:8)|TG(65:1)]_FA14:0,1061.0 -> 815.8,TG
,,[TG(65:0)]_FA14:0 | [TG(66:7)]_FA14:0,1062.9 -> 817.7,TG
,,[TG(65:0)]_FA14:0 | [TG(66:7)]_FA14:0,1063.0 -> 817.8,TG
,,[TG(66:6)]_FA14:0,1065.0 -> 819.8,TG
,,[TG(66:5)]_FA14:0,1067.0 -> 821.8,TG
,,[TG(66:4)]_FA14:0,1069.0 -> 823.8,TG
,,[TG(66:3)]_FA14:0,1071.0 -> 825.8,TG
,,[TG(66:2)]_FA14:0,1073.0 -> 827.8,TG
,,[TG(66:1)]_FA14:0,1075.0 -> 829.8,TG
,,[TG(37:0)]_FA16:0,670.6 -> 397.3,TG
,,[TG(38:1)]_FA16:0 | DG(40:8)|DG(39:1)_C16:0,682.6 -> 409.3,TG
,,[TG(38:0)]_FA16:0,684.6 -> 411.3,TG
,,[TG(39:1)]_FA16:0,696.6 -> 423.3,TG
,,[TG(39:0)]_FA16:0,698.6 -> 425.3,TG
,,[TG(40:2)]_FA16:0,708.6 -> 435.3,TG
,,[TG(40:1)]_FA16:0,710.6 -> 437.3,TG
,,[TG(41:2)]_FA16:0,722.6 -> 449.3,TG
,,[TG(41:1)]_FA16:0,724.6 -> 451.3,TG
,,[TG(41:0)]_FA16:0 | DG(42:0)_C16:0,726.7 -> 453.4,TG
,,[TG(42:4)]_FA16:0,732.6 -> 459.3,TG
,,[TG(42:3)]_FA16:0,734.6 -> 461.3,TG
,,[TG(42:2)]_FA16:0,736.6 -> 463.3,TG
,,[TG(42:1)]_FA16:0 | DG(44:8)|DG(43:1)_C16:0,738.7 -> 465.4,TG
,,[TG(42:0)]_FA16:0 | DG(44:7)|DG(43:0)_C16:0,740.7 -> 467.4,TG
,,[TG(43:4)]_FA16:0,746.6 -> 473.3,TG
,,[TG(43:3)]_FA16:0,748.6 -> 475.3,TG
,,[TG(43:2)]_FA16:0 | DG(44:2)_C16:0,750.7 -> 477.4,TG
,,[TG(43:1)]_FA16:0 | DG(44:1)_C16:0,752.7 -> 479.4,TG
,,[TG(43:0)]_FA16:0 | DG(44:0)_C16:0,754.7 -> 481.4,TG
,,[TG(44:5)]_FA16:0,758.6 -> 485.3,TG
,,[TG(44:4)]_FA16:0,760.6 -> 487.3,TG
,,[TG(44:3)]_FA16:0,762.7 -> 489.4,TG
,,[TG(45:5)]_FA16:0,772.6 -> 499.3,TG
,,[TG(45:4)]_FA16:0,774.7 -> 501.4,TG
,,[TG(45:3)]_FA16:0,776.7 -> 503.4,TG
,,[TG(46:6)]_FA16:0,784.6 -> 511.3,TG
,,[TG(46:5)]_FA16:0,786.7 -> 513.4,TG
,,[TG(47:6)]_FA16:0,798.7 -> 525.4,TG
,,[TG(47:5)]_FA16:0,800.7 -> 527.4,TG
,,[TG(48:6)]_FA16:0,812.7 -> 539.4,TG
"LMGL03013336, LMGL03015359, LMGL03014229, LMGL03014228, LMGL03014633","TG(12:0/16:0/20:3(8Z,11Z,14Z))[iso6], TG(15:1(9Z)/16:0/17:2(9Z,12Z))[iso6], TG(14:0/16:0/18:3(9Z,12Z,15Z))[iso6], TG(14:0/16:0/18:3(6Z,9Z,12Z))[iso6], TG(14:1(9Z)/16:0/18:2(9Z,12Z))[iso6]",[TG(48:3)]_FA16:0,818.7 -> 545.4,TG
"LMGL03014632, LMGL03015358, LMGL03010018, LMGL03014227, LMGL03013335, LMGL03015008","TG(14:1(9Z)/16:0/18:1(9Z))[iso6], TG(15:1(9Z)/16:0/17:1(9Z))[iso6], TG(16:0/16:1(9Z)/16:1(9Z))[iso3], TG(14:0/16:0/18:2(9Z,12Z))[iso6], TG(12:0/16:0/20:2(11Z,14Z))[iso6], TG(15:0/16:0/17:2(9Z,12Z))[iso6]",[TG(48:2)]_FA16:0,820.7 -> 547.4,TG
"LMGL03013797, LMGL03014631, LMGL03015007, LMGL03015357, LMGL03014226, LMGL03010017, LMGL03013334","TG(13:0/16:0/19:1(9Z))[iso6], TG(14:1(9Z)/16:0/18:0)[iso6], TG(15:0/16:0/17:1(9Z))[iso6], TG(15:1(9Z)/16:0/17:0)[iso6], TG(14:0/16:0/18:1(9Z))[iso6], TG(16:0/16:0/16:1(9Z))[iso3], TG(12:0/16:0/20:1(11Z))[iso6]",[TG(49:8)|TG(48:1)]_FA16:0,822.8 -> 549.5,TG
"LMGL03015006, LMGL03010001, LMGL03013796, LMGL03013333, LMGL03014225","TG(15:0/16:0/17:0)[iso6], TG(16:0/16:0/16:0), TG(13:0/16:0/19:0)[iso6], TG(12:0/16:0/20:0)[iso6], TG(14:0/16:0/18:0)[iso6]",[TG(49:7)|TG(48:0)]_FA16:0,824.8 -> 551.5,TG
,,[TG(49:6)]_FA16:0,826.7 -> 553.4,TG
"LMGL03012982, LMGL03013344, LMGL03014237, LMGL03010046, LMGL03014642, LMGL03015707, LMGL03010065","TG(16:0/16:0/18:4(6Z,9Z,12Z,15Z))[iso3], TG(12:0/16:0/22:4(7Z,10Z,13Z,16Z))[iso6], TG(14:0/16:0/20:4(5Z,8Z,11Z,14Z))[iso6], TG(16:0/17:2(9Z,12Z)/17:2(9Z,12Z))[iso3], TG(14:1(9Z)/16:0/20:3(8Z,11Z,14Z))[iso6], TG(16:0/16:1(9Z)/18:3(6Z,9Z,12Z))[iso6], TG(16:0/16:1(9Z)/18:3(9Z,12Z,15Z))[iso6]",[TG(50:4)]_FA16:0,844.7 -> 571.4,TG
"LMGL03014236, LMGL03010039, LMGL03012981, LMGL03014641, LMGL03010054, LMGL03010053, LMGL03013343","TG(14:0/16:0/20:3(8Z,11Z,14Z))[iso6], TG(16:0/17:1(9Z)/17:2(9Z,12Z))[iso6], TG(16:0/16:0/18:3(6Z,9Z,12Z))[iso3], TG(14:1(9Z)/16:0/20:2(11Z,14Z))[iso6], TG(16:0/16:0/18:3(9Z,12Z,15Z))[iso3], TG(16:0/16:1(9Z)/18:2(9Z,12Z))[iso6], TG(12:0/16:0/22:3(10Z,13Z,16Z))[iso6]",[TG(50:3)]_FA16:0,846.8 -> 573.5,TG
"LMGL03010032, LMGL03014235, LMGL03014640, LMGL03015367, LMGL03010043, LMGL03010044, LMGL03013342, LMGL03010034","TG(16:0/17:1(9Z)/17:1(9Z))[iso3], TG(14:0/16:0/20:2(11Z,14Z))[iso6], TG(14:1(9Z)/16:0/20:1(11Z))[iso6], TG(15:1(9Z)/16:0/19:1(9Z))[iso6], TG(16:0/16:1(9Z)/18:1(9Z))[iso6], TG(16:0/16:0/18:2(9Z,12Z))[iso3], TG(12:0/16:0/22:2(13Z,16Z))[iso6], TG(16:0/17:0/17:2(9Z,12Z))[iso6]",[TG(51:9)|TG(50:2)]_FA16:0,848.8 -> 575.5,TG
"LMGL03010004, LMGL03013804, LMGL03015015, LMGL03013340, LMGL03010023, LMGL03014233","TG(16:0/16:0/18:0), TG(13:0/16:0/21:0)[iso6], TG(15:0/16:0/19:0)[iso6], TG(12:0/16:0/22:0)[iso6], TG(16:0/17:0/17:0)[iso3], TG(14:0/16:0/20:0)[iso6]",[TG(51:7)|TG(50:0)]_FA16:0,852.8 -> 579.5,TG
"LMGL03012985, LMGL03014246, LMGL03014651, LMGL03015732, LMGL03015735, LMGL03010192, LMGL03010215","TG(16:0/18:3(6Z,9Z,12Z)/18:3(6Z,9Z,12Z))[iso3], TG(14:0/16:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6], TG(14:1(9Z)/16:0/22:5(7Z,10Z,13Z,16Z,19Z))[iso6], TG(16:0/18:2(9Z,12Z)/18:4(6Z,9Z,12Z,15Z))[iso6], TG(16:0/18:3(6Z,9Z,12Z)/18:3(9Z,12Z,15Z))[iso6], TG(16:0/18:3(9Z,12Z,15Z)/18:3(9Z,12Z,15Z))[iso3], TG(16:0/16:1(9Z)/20:5(5Z,8Z,11Z,14Z,17Z))[iso6]",[TG(52:6)]_FA16:0,868.7 -> 595.4,TG
"LMGL03010186, LMGL03010185, LMGL03010167, LMGL03014650, LMGL03015728, LMGL03015731, LMGL03014245","TG(16:0/16:0/20:5(5Z,8Z,11Z,14Z,17Z))[iso3], TG(16:0/16:1(9Z)/20:4(5Z,8Z,11Z,14Z))[iso6], TG(16:0/18:2(9Z,12Z)/18:3(9Z,12Z,15Z))[iso6], TG(14:1(9Z)/16:0/22:4(7Z,10Z,13Z,16Z))[iso6], TG(16:0/18:1(9Z)/18:4(6Z,9Z,12Z,15Z))[iso6], TG(16:0/18:2(9Z,12Z)/18:3(6Z,9Z,12Z))[iso6], TG(14:0/16:0/22:5(7Z,10Z,13Z,16Z,19Z))[iso6]",[TG(52:5)]_FA16:0,870.8 -> 597.5,TG
"LMGL03014649, LMGL03015724, LMGL03015727, LMGL03010159, LMGL03010141, LMGL03014244, LMGL03010160, LMGL03010145","TG(14:1(9Z)/16:0/22:3(10Z,13Z,16Z))[iso6], TG(16:0/18:0/18:4(6Z,9Z,12Z,15Z))[iso6], TG(16:0/18:1(9Z)/18:3(6Z,9Z,12Z))[iso6], TG(16:0/16:1(9Z)/20:3(8Z,11Z,14Z))[iso6], TG(16:0/18:2(9Z,12Z)/18:2(9Z,12Z))[iso3], TG(14:0/16:0/22:4(7Z,10Z,13Z,16Z))[iso6], TG(16:0/16:0/20:4(5Z,8Z,11Z,14Z))[iso3], TG(16:0/18:1(9Z)/18:3(9Z,12Z,15Z))[iso6]",[TG(52:4)]_FA16:0,872.8 -> 599.5,TG
"LMGL03010135, LMGL03014243, LMGL03010121, LMGL03010125, LMGL03015721, LMGL03015723, LMGL03014648, LMGL03010136","TG(16:0/16:1(9Z)/20:2(11Z,14Z))[iso6], TG(14:0/16:0/22:3(10Z,13Z,16Z))[iso6], TG(16:0/18:1(9Z)/18:2(9Z,12Z))[iso6], TG(16:0/18:0/18:3(9Z,12Z,15Z))[iso6], TG(16:0/17:2(9Z,12Z)/19:1(9Z))[iso6], TG(16:0/18:0/18:3(6Z,9Z,12Z))[iso6], TG(14:1(9Z)/16:0/22:2(13Z,16Z))[iso6], TG(16:0/16:0/20:3(8Z,11Z,14Z))[iso3]",[TG(53:10)|TG(52:3)]_FA16:0,874.8 -> 601.5,TG
