lipid,logFC,logCPM,LR,PValue,FDR,Length1,Length2,Title_1,Title_2,Transition,type,AK0161-1x_p1-b2,AK0170-1x_p1-b4,AK0139-1x_p1-b6,AK0200-1x_p1-b8,AK0202-2x_p1-c5,AK0204-1x_p1-c1,AK0174-1x_p1-b1,AK0145-1x_p1-b3,AK0175-2x_p1-c3,AK0164-1x_p1-b5,AK0141-1x_p1-b9,Blank-1x_p1 -a2
Cer(d18:1/18:0),0.8738975279913123,5.224302131714004,8.332925757817971,0.0038932904922300378,0.5312571844397533,6,5,H KO,H WT,566.6 -> 264.3,CER,63382.984344494,44351.0438652417,23409.3016090324,50301.5834732203,114944.506126447,82409.2252807672,48877.8825073291,26516.1222686764,51203.0036888177,19645.6215438948,27532.8219222893,3574.8402595518
CerP(d18:1/12:0),0.8276224739133501,5.1643151584732685,7.491870835986447,0.006197813298679286,0.715609058562893,6,5,H KO,H WT,562.4 -> 264.3,CER,61514.4246025769,38701.4420585634,20537.1618766762,47325.4229241533,111983.40600217,77626.4448775993,51436.8238982892,20406.6214675885,51188.5644836492,19951.2012634265,26779.8019714273,3562.3002586366
PG (32:5),0.8279734413873985,7.408574555164858,7.499244750777507,0.00617248728526074,0.715609058562893,6,5,H KO,H WT,730.4389 -> 541.4389,PG,162519.909484864,133159.76806638,173842.412231287,174171.63140864,127339.088378897,1005826.83837891,154131.692565871,159340.671997108,109569.507934605,171542.734008873,221437.21679699,37450.042480473
PS (32:5),0.8199059892544398,7.575942459685264,7.356907256105725,0.006680560516807606,0.7162515239805868,6,5,H KO,H WT,726.4342 -> 541.4342,PS,199652.7136229,156444.69116207,200014.312805133,203236.55426024,136944.250915483,1127701.02380356,190061.794921741,165588.45141603,127094.369689956,205961.453491271,242119.297973601,37987.582702627
C20:3,0.783504106058554,6.333186915345908,6.73031854326473,0.009478767090994081,0.9485086269054743,6,5,H KO,H WT,305.3 -> 305.3,FFA,899622.758991336,7953.98054122852,7961.54056167542,20633.4014205893,7945.32051849333,7940.04054641652,7964.82056045602,19220.8614578186,7953.92054367002,391500.448166016,7954.86053466742,7980.98060989308
(11Z)-eicoseneoylcarnitine,0.3430144261400316,10.115760301503771,1.3143310293235118,0.25161199358934927,0.9995784849370064,6,5,H KO,H WT,454.4 -> 85.1,AC,1159558.78527849,1202099.11999514,1499141.07275395,1561939.17993172,1278446.30554194,2960353.27929711,1238776.13195917,1128833.57324174,1282045.15356417,1278053.76794463,1232529.29846122,285046.4786605
"(11Z,14Z)-eicosadienoylcarnitine",0.3283250085152209,10.043773860186175,1.204771473108849,0.27237009593533157,0.9995784849370064,6,5,H KO,H WT,452.4 -> 85.1,AC,1179871.067017,1218773.58459529,1380411.95629951,1302167.09216256,1176849.58886701,2821156.53662111,1254938.15594433,1130798.74279742,1132406.29656996,1181701.88269005,1189427.4458006,283604.880786955
"(13Z,16Z)-docosadienoylcarnitine",0.3477495727301303,9.933328141137336,1.3506485351790616,0.2451647710185178,0.9995784849370064,6,5,H KO,H WT,480.4 -> 85.1,AC,1193195.69757023,1149769.77075146,1488449.04663043,1397754.85607846,1063207.88366757,2707231.51892069,1221247.55651855,1079653.04772953,1017794.96215824,1238666.04632521,1214428.31225657,181664.573623637
"(5Z,8Z)-3-hydroxytetradecadienoylcarnitine",0.09255456591778832,10.69178803269804,0.09640163192671025,0.7561913114656613,0.9995784849370064,6,5,H KO,H WT,384.3 -> 85.1,AC,1584487.48400879,1759009.05578601,2612464.25415099,2210718.67932082,2266709.95544381,4539267.54638628,2786300.2643432,2139352.32305914,2522326.71093697,2044519.1489868,1803508.31115743,114023.587242113
"(5Z,8Z)-tetradecadienoylcarnitine",0.4447970299193758,9.332618433856867,2.201924556124367,0.13783855011525079,0.9995784849370064,6,5,H KO,H WT,368.3 -> 85.1,AC,718203.738647385,721524.29339598,1094941.1242673,936592.48242132,645266.20471192,1766401.76367275,764933.952758768,699176.308776871,652278.26306138,659514.90551769,710033.082275409,158361.429992704
"(7Z,10Z)-hexadecadienoylcarnitine",0.3032176146605851,9.843679362396266,1.0284138925053412,0.3105314900256851,0.9995784849370064,6,5,H KO,H WT,396.3 -> 85.1,AC,1046285.17358406,971811.73461927,1456700.29260207,1376905.82348643,1039734.99084411,2592716.4753424,1286415.77398594,1080488.7222596,1079671.98999073,994361.049255495,1114638.09240772,148019.67110062
"(7Z,10Z,13Z,16Z)-docosatetraenoylcarnitine",0.31474886255440027,9.838231494909136,1.1077001067387755,0.29258244121638155,0.9995784849370064,6,5,H KO,H WT,476.4 -> 85.1,AC,1135056.98278837,1079179.20104929,1363543.4800417,1314794.04461686,996268.985229934,2561769.2114268,1177549.12695261,1076848.04370107,1027356.72137438,1079055.92749074,1154406.69958455,153256.150943716
(9Z)-3-hydroxyoctadecenoylcarnitine,0.2942681059789392,11.820988613697178,0.9688899161492373,0.32495718670557416,0.9995784849370064,6,5,H KO,H WT,442.3 -> 85.1,AC,4968568.33337376,4314156.84765682,5198610.05566318,4576701.09130915,5939488.35913062,8748329.2558603,3856481.79589831,4360791.6220705,4835780.07250977,4894547.85815453,4825548.98388684,341258.060325627
"(9Z,12Z)-3-hydroxyhexadecadienoylcarnitine",0.25007770328733797,10.47611658032194,0.7007176568440627,0.40254265618331453,0.9995784849370064,6,5,H KO,H WT,412.3 -> 85.1,AC,1913919.23553459,1748927.39587388,2002974.82727005,1901714.70544482,2106989.87976122,3335229.40185583,1671652.73522947,1580741.04724064,1796628.97900339,2097805.02417005,1911398.48284925,168484.032516487
"(9Z,12Z,15Z)-3-hydroxyoctadecatrienoylcarnitine",0.25611692313238577,11.744574786000614,0.7348350401443895,0.39132043912966313,0.9995784849370064,6,5,H KO,H WT,438.3 -> 85.1,AC,4788771.52502384,3860608.94287112,5300942.3610833,4220326.90515139,5549661.71069286,8361298.2929692,3928391.2656246,4388263.27001908,4548470.57116698,4789257.65344226,4562636.58361822,263180.440063403
1-O-behenoyl-Cer(d18:1/16:0),0.02248351920171297,2.3575595569070273,0.005687231949025318,0.9398855286243418,0.9995784849370064,6,5,H KO,H WT,860.8 -> 264.3,CER,3938.7002754217,4248.7603073121,5428.2203712458,4174.1602935789,5481.92039489701,4148.6803092944,3850.5602760319,5703.6004295354,4372.3803291312,4355.2003173829,4484.8203239436,3583.2202453615
1-O-carboceroyl-Cer(d18:1/16:0),-0.05195248259139786,2.4871893653570893,0.030408772585815314,0.8615659565164907,0.9995784849370064,6,5,H KO,H WT,902.9 -> 264.3,CER,3718.3802642821,3969.8202781667,4441.9403419482,3614.9802589414,5576.6804199205,4055.040290832,4237.0002822872,5085.4203529365,4758.7603530874,3836.6402397158,4270.400283813,4646.7203674322
1-O-carboceroyl-Cer(d18:1/18:0),0.06340977985981702,2.9843654681133827,0.04522756533853567,0.831586135107086,0.9995784849370064,6,5,H KO,H WT,973 -> 264.3,CER,7115.4604873652,7192.14054489139,8781.8805122353,6553.4604721036,9145.04066085481,6529.2804183954,6091.82050705039,10447.660861974,6554.1404495244,6016.46043014451,7776.52053833071,5040.7403335572
1-O-cerotoyl-Cer(d18:1/16:0),0.1548272053412582,2.9806525779357065,0.2690452094916722,0.6039729740083624,0.9995784849370064,6,5,H KO,H WT,916.9 -> 264.3,CER,7886.5005760108,8310.9605369606,7282.66049957279,6413.2804298393,13825.7411117496,7550.2405204794,8394.46062850289,10870.0807914799,8751.12059784351,5406.52037048271,5822.84040451141,3809.9602699279
1-O-cerotoyl-Cer(d18:1/18:0),0.29123492956461644,3.241005963368814,0.9483498393975083,0.33013968744861216,0.9995784849370064,6,5,H KO,H WT,944.9 -> 264.3,CER,9755.96060561809,11369.3408050618,12557.6609382615,6788.3204536456,18681.4614982543,10655.4007873483,10750.7607955973,14279.8409652698,9342.60066605231,7214.72058105201,7811.04054642461,3463.6002349854
1-O-eicosanoyl-Cer(d18:1/16:0),-0.12980177316010413,2.842551651592469,0.1901352144550401,0.6628041035365824,0.9995784849370064,6,5,H KO,H WT,832.8 -> 264.3,CER,4800.280372618,4450.0402946479,5131.0203971864,4905.8803520211,5853.1003875733,3852.0602951044,4322.1003036487,7359.92052077989,5289.9403648379,4873.9003143291,4681.5603065498,6539.2204170269
1-O-lignoceroyl-Cer(d18:1/16:0),-0.004270150118126784,2.24246165618208,2.0522217789675778e-4,0.9885702336295799,0.9995784849370064,6,5,H KO,H WT,888.9 -> 264.3,CER,4089.5603065482,3639.1402626034,4048.4403076179,4162.0403022769,4686.0003280639,4047.5402908332,4020.0002708427,5020.4603500367,3772.8202667227,3765.0002784723,4296.420307158,3428.3002471923
1-O-myristoyl-Cer(d18:1/16:0),0.10988892736711027,2.433431438796866,0.13559964900227328,0.7126953484382773,0.9995784849370064,6,5,H KO,H WT,748.7 -> 264.3,CER,5093.5603561401,4900.8803520207,5036.3003921507,4447.7003135677,7014.32049179171,4389.2402915963,4604.6203536981,5587.7204017655,4845.1403465269,4566.7403030391,4815.4203224172,3470.2002601624
1-O-palmitoyl-Cer(d18:1/16:0),-0.001552035927796642,2.905889271619235,2.7122562983095122e-5,0.9958446896906428,0.9995784849370064,6,5,H KO,H WT,776.7 -> 264.3,CER,4777.0003547661,4846.0003662099,5919.9004440302,5167.5203666677,7208.82049179101,4643.7003059389,4676.5003623961,6407.3804435727,6160.1803855902,5189.240356446,4830.9203453073,6578.1604080198
1-O-stearoyl-Cer(d18:1/16:0),0.027575336766574535,2.416406779206572,0.00855524196379065,0.9263051203398797,0.9995784849370064,6,5,H KO,H WT,804.8 -> 264.3,CER,4733.9403686527,4175.3803100579,5179.2003784192,4884.2603340153,6096.28042983941,4892.6203651428,4600.6003684984,6351.9604721065,4807.7803268442,4237.5002784736,4695.4203338622,3474.0802536013
1-O-tricosanoyl-Cer(d18:1/16:0),0.07522302129640138,2.2859266627311565,0.06357628313367059,0.8009302419500588,0.9995784849370064,6,5,H KO,H WT,874.9 -> 264.3,CER,3747.1002731312,3998.4402770997,4674.6603546149,3961.7402763357,5636.34042739881,4099.0602874749,3936.3802757265,4586.880325317,4180.2003059389,3911.7002754211,4487.6603050236,3450.9802436827
1-O-tricosanoyl-Cer(d18:1/18:0),0.014764242021543804,2.5989882879229405,0.0024529611597898793,0.9604990195731058,0.9995784849370064,6,5,H KO,H WT,1001 -> 264.3,CER,4322.8803176877,4530.1803169257,5767.8404350282,3721.3802642825,5268.8403892515,4539.6203193663,4166.7803001395,5468.500392915,4440.8803329465,4604.3603057862,4772.9203453064,5073.4803504935
"12-Hydroxy-12-octadecanoylcarnitine, 3-hydroxyoctadecanoylcarnitine",0.3184401018527751,10.469167431701242,1.1336969070107452,0.28698815354353285,0.9995784849370064,6,5,H KO,H WT,444.4 -> 85.1,AC,1574604.47705071,1667023.76074142,1908898.22583046,1676924.24255314,1899879.39904788,3586422.091796,1540232.39782747,1500475.08789032,1754820.51196325,1676762.38061528,1577006.35803175,327414.442142505
12:0 Cholesteryl ester,0.1894016202176864,8.986472494361578,0.4026584052189719,0.5257195295290562,0.9995784849370064,6,5,H KO,H WT,586.5219 -> 369.1,CE,914772.348571554,765821.410705559,930228.431457823,862521.480468965,373423.426811304,796546.591552573,296035.360587928,784200.47747829,310137.642517111,912059.183837612,1189727.56335435,75111.4452629086
14:0 Cholesteryl ester,0.18178960016971604,7.777044955912022,0.3710173086328723,0.5424502693466051,0.9995784849370064,6,5,H KO,H WT,614.5532 -> 369.1,CE,378208.787292458,331379.905151172,408192.827880616,374032.88562005,157515.331161502,348061.605773945,115021.127487109,352738.625061108,144252.42919921,402353.010742045,483184.133758416,33731.7224731389
14:1 Cholesteryl ester,0.1486653788545439,7.828380580847119,0.24835418967086298,0.6182363345309718,0.9995784849370064,6,5,H KO,H WT,612.5376 -> 369.1,CE,390806.027160664,346504.403991646,425408.948822017,385376.185851912,154538.831443781,357291.267089731,135030.929649378,366456.56671137,150148.430267319,413623.690124523,514558.017944328,33754.4024124148
15:0 Campesteryl ester_simulated,0.40855366457641384,10.200302173518532,1.8602363619174866,0.17259752318962163,0.9995784849370064,6,5,H KO,H WT,642.6002 -> 369.1,CE,2290665.28979452,2097052.19555675,2037224.79443364,2198090.95727586,819131.13922136,2698124.3142089,810840.932174634,1885534.85009821,746897.046508944,2002967.85278318,2232529.31860418,74475.865280142
15:0 Cholesteryl ester,0.3118171687578508,9.246901379155737,1.0872635956375234,0.29707830382160105,0.9995784849370064,6,5,H KO,H WT,628.5689 -> 369.1,CE,1068373.34802265,984740.04370148,1055011.57324216,1039988.71484378,459047.313781819,1155100.23974624,312532.920547556,960665.4267578,417044.666992249,1045205.1755371,1178369.27636719,89103.6665420883
15:1 Campesteryl ester_simulated,0.3451598835289153,9.784611292908373,1.3307253603979907,0.24867621641932014,0.9995784849370064,6,5,H KO,H WT,640.6002 -> 369.1,CE,1552640.99218659,1503473.92553745,1534466.70410138,1559132.80615252,746775.713073667,1744490.03027354,513145.117462051,1374413.71630861,611063.264587313,1545144.7319331,1713514.05981456,90937.70619202
15:1 Cholesteryl ester,0.33013306067709214,9.251494252141153,1.2179987347481074,0.2697537589605333,0.9995784849370064,6,5,H KO,H WT,626.5532 -> 369.1,CE,1034874.57348621,1001628.10351582,1054155.51342769,1042590.43945291,523393.093933,1164540.23974614,306752.939407283,952810.02734371,423149.86511225,1045489.87353535,1199737.00048847,82103.885391221
16:0 Campesteryl ester,0.5007987579057812,10.904894785755236,2.785205585913218,0.09513848377037123,0.9995784849370064,6,5,H KO,H WT,656.6002 -> 369.1,CE,3887920.99237058,3513842.34997507,3319410.49829102,3810893.78527843,1329058.01934821,4999381.96520945,1262863.6786265,3213956.28839127,1077150.37521372,3090413.95898381,3785830.64697264,37469.8425521834
16:0 Cholesteryl ester,0.43923081581850004,10.211106367910029,2.1476253861692376,0.14279058590341911,0.9995784849370064,6,5,H KO,H WT,642.5845 -> 369.1,CE,2288244.31250008,2131322.02587905,2066060.15527277,2176563.48632762,888156.296691644,2696200.42700141,797935.500366075,1898855.30004882,704290.853454705,1986375.23388637,2238449.41137646,82824.6657943504
16:1 Cholesteryl ester,0.3475869434186778,9.784396585517536,1.3493929129963362,0.24538427660708326,0.9995784849370064,6,5,H KO,H WT,640.5689 -> 369.1,CE,1550921.14697279,1482237.66332865,1542870.72216796,1527319.03808659,736405.73327626,1717050.12255855,496332.378738409,1362550.85131832,585429.08459464,1545880.46460024,1712369.35815544,105928.067459115
16:2 Campesteryl ester,0.5406634365008592,10.713042753697211,3.2409858000538065,0.07181741379514761,0.9995784849370064,6,5,H KO,H WT,652.5689 -> 369.1,CE,3417545.924317,3071638.70739799,2881798.13476622,3307019.2519536,1178049.59127851,4564289.03942869,1104001.69989734,2853732.69335981,876902.982207705,2611230.15338084,3246463.50512704,37548.1824646105
"16:2 Cholesteryl ester, zymosteryl palmitoleate",0.3315669577917569,9.50224108334893,1.2285446282912744,0.2676902600133563,0.9995784849370064,6,5,H KO,H WT,638.5532 -> 369.1,CE,1241483.53100601,1206008.5622558,1263222.11792004,1263038.63061529,604268.101745605,1390025.29418939,389170.688018771,1134029.03100587,474161.71301272,1267904.80395511,1441165.19458016,93003.586456312
16:3 Campesteryl ester,0.5259853963390406,10.694773550625724,3.0692614480867633,0.07978571159946994,0.9995784849370064,6,5,H KO,H WT,650.5532 -> 369.1,CE,3370828.85083031,3015819.77563438,2809078.30340536,3274823.36575308,1153624.77429251,4504572.30609147,1121081.58390858,2799905.91833549,912040.872207675,2577784.22186276,3193075.50763043,36631.2025222708
16:3 Cholesteryl ester,0.32633649220077593,9.408858424230829,1.1902990371927435,0.2752692452458058,0.9995784849370064,6,5,H KO,H WT,636.5376 -> 369.1,CE,1174910.91259747,1096579.26440422,1165534.20190396,1182799.19653315,540857.696472155,1277360.26708975,360634.767669691,1046914.47802732,471574.692321894,1150298.96020516,1305368.58715808,103143.087387084
16:3 Stigmasteryl ester,0.47549809065407866,11.327470315055091,2.51341722154757,0.11288091927930555,0.9995784849370064,6,5,H KO,H WT,662.5532 -> 369.1,CE,5191223.55773935,4720311.00463855,4722541.47497552,5171141.99548339,1801859.52591008,6217856.19934077,1737976.48191843,4274017.39172386,1331746.84445212,4371415.2698364,5264164.09606869,39270.8626327477
17:0 Campesteryl ester_simulated,0.35944188219902884,10.516918358298513,1.442419698490994,0.2297481816769892,0.9995784849370064,6,5,H KO,H WT,670.6002 -> 369.1,CE,2836454.04431202,2569347.31512457,2827588.49389535,2974549.91271928,1081618.66570984,2929759.02221668,938510.957259991,2292816.49456894,827868.052764906,2791366.52917527,3274551.23583973,40736.1029014455
17:0 Cholesteryl ester,0.4826162334767516,10.910885359164439,2.5885046251478343,0.10764191940846912,0.9995784849370064,6,5,H KO,H WT,656.5845 -> 369.1,CE,3862249.52386463,3496115.80871528,3317541.84423779,3798682.01379462,1336091.02462817,5003746.96075392,1351385.96834513,3209998.53826902,1082542.87860008,3124272.61517322,3792445.01635756,42455.5428047219
17:1 Campesteryl ester_simulated,0.4660501488581311,11.001331443804082,2.4154178289463744,0.12014590912467456,0.9995784849370064,6,5,H KO,H WT,668.5845 -> 369.1,CE,4125866.03137214,3659234.20770261,3709307.35546932,4170613.14367671,1463308.74310254,4943435.30255115,1298646.61552429,3357984.49426262,1089313.13204954,3531801.34259139,4290614.83483878,41545.8630256639
17:1 Cholesteryl ester; 16:1 Campesteryl ester,0.5193103741371864,11.73385699043161,2.992677523248858,0.08364176419058131,0.9995784849370064,6,5,H KO,H WT,654.5845 -> 369.1,CE,6907932.06024214,6213313.59417826,5836495.87963905,6712621.05700675,2324737.85479651,9163074.11395267,2333288.48735036,5774748.0277112,1774507.72572352,5380227.7637319,6621415.96276921,82677.0456237734
18:0 Campesteryl ester,0.42801461809237296,10.77806892915989,2.040207415338955,0.15318875701403825,0.9995784849370064,6,5,H KO,H WT,684.6315 -> 369.1,CE,3967283.63958683,3089492.121521,3325030.56060792,3672599.27612323,1351368.2366022,3231594.50842203,1076433.27096623,2706980.10614021,1131244.32026628,3085711.05896003,3721898.80761707,39621.2427101203
"18:0 Cholesteryl ester, 16:0 Sitosteryl ester",0.3207790925906599,10.534949150386243,1.150323802314233,0.2834813767227405,0.9995784849370064,6,5,H KO,H WT,670.6158 -> 369.1,CE,2841565.88189649,2578812.21636958,2818004.65930124,2984571.086426,1109499.51583867,2912879.46087644,1093322.24485823,2308137.34582599,903870.212036013,2784091.31707778,3302149.57336421,39267.1428680396
18:1 Campesteryl ester,0.37302992759858145,11.025059701501556,1.5527970252151126,0.212722998782471,0.9995784849370064,6,5,H KO,H WT,682.6158 -> 369.1,CE,4477974.75518759,3672621.90704345,4002003.94396955,4339608.17236349,1518235.57638566,3820909.72442606,1552476.31588757,3204196.69006441,1317252.87515275,3735554.52239982,4457279.87463387,44848.2230491694
"18:1 Cholesteryl ester, 16:0 Stigmasteryl ester, 16:1 Sitosteryl ester",0.47570861108671386,11.00859601974432,2.5156211456633173,0.11272320959111748,0.9995784849370064,6,5,H KO,H WT,668.6002 -> 369.1,CE,4115511.91082767,3701962.59552002,3727246.26074178,4198412.09094239,1501868.72213787,4971357.47796678,1259325.74060054,3395848.87854007,1105944.71537753,3519171.29797325,4286165.49218744,42416.1830711235
"18:2 Cholesteryl ester, zymosteryl oleate, 16:1 Stigmasteryl ester, 16:2 Sitosteryl ester",0.45672096201769674,11.274452487968563,2.3205226631253026,0.1276771194282068,0.9995784849370064,6,5,H KO,H WT,666.5845 -> 369.1,CE,4957211.194519,4495567.13513166,4486515.67053241,5061750.21704112,1706795.08911138,5980968.52233875,1652844.0254061,4095343.48254404,1433446.12207086,4150944.65985043,5087158.25976605,40885.6829299926
18:3 Campesteryl ester,0.4085656912141179,11.044374392782313,1.8603492028923938,0.17258450265549882,0.9995784849370064,6,5,H KO,H WT,678.5845 -> 369.1,CE,4580462.10620086,3777282.47265644,4045757.43395961,4373657.01110805,1635778.75891174,3889693.06042488,1391218.45713875,3280187.04748485,1236603.7670583,3888413.56536863,4498562.19140615,43290.7831916713
"18:3 Cholesteryl ester, 16:2 Stigmasteryl ester, 16:3 Sitosteryl ester",0.4479736842435985,11.333930075102186,2.233236347179627,0.13507066571167342,0.9995784849370064,6,5,H KO,H WT,664.5689 -> 369.1,CE,5227865.07171625,4683383.76239012,4648458.16992213,5225475.06469788,1783487.88513084,6189341.36730963,1863376.60556054,4273291.34307807,1437982.39471449,4389020.90979032,5232714.3649895,40236.0027847363
19:0 Campesteryl ester_simulated,0.33361318878728335,10.994247891189048,1.2436755819726395,0.2647638536296782,0.9995784849370064,6,5,H KO,H WT,698.6315 -> 369.1,CE,4299223.97583014,3506834.31469692,3764108.4799805,3910540.18237342,1566165.84191855,3599994.37475567,1370820.97271726,2968690.88574268,1475007.37908879,3709778.17602449,4304577.84521528,112414.748458852
"19:0 cholesteryl ester_simulated, 17:0 sitosteryl ester_simulated",0.4306972591746341,10.776538320163286,2.065654261299642,0.15065026110072202,0.9995784849370064,6,5,H KO,H WT,684.6471 -> 369.1,CE,3949305.08636492,3111396.02386518,3305293.13500987,3649054.77062987,1356532.74104258,3225093.73803657,1103105.42750605,2667169.88757357,1118057.4142762,3095907.17510983,3700601.95593312,43657.7631301923
"2-Hydroxymyristoylcarnitine, 3-hydroxytetradecanoylcarnitine",0.3185417102739202,8.893460312465669,1.1344061449271976,0.2868374479162099,0.9995784849370064,6,5,H KO,H WT,388.3 -> 85.1,AC,552526.252624462,581810.556518471,683626.95837397,673715.77099608,504305.37561036,1180923.68554678,556161.217987128,535128.997375448,514811.85375968,533576.42126469,587663.462097061,114115.067729962
20:0 Campesteryl ester,0.24073941228389328,10.417382233695287,0.6495484528059023,0.42027416570901005,0.9995784849370064,6,5,H KO,H WT,712.6628 -> 369.1,CE,2569923.35693372,2290627.86987205,2559207.62207037,2371062.55175856,1090242.49081481,2294392.15429787,783134.548828641,1934160.17065422,921191.695770259,2756263.45385804,3150041.27001945,117365.788391067
"20:0 Cholesteryl ester, 18:0 Sitosteryl ester",0.3500119300058091,10.984316960196166,1.3681779507423917,0.24212518378759257,0.9995784849370064,6,5,H KO,H WT,698.6471 -> 369.1,CE,4267086.47729483,3485958.09545926,3772103.37475581,3889483.57177714,1569844.82012934,3619095.5717778,1473736.89532451,2951843.69677725,1295178.00482232,3692719.8315426,4320930.72387754,110329.768337228
20:1 Campesteryl ester,0.23892098199889386,10.424249477010898,0.6398080951621532,0.42378029722430705,0.9995784849370064,6,5,H KO,H WT,710.6471 -> 369.1,CE,2556160.83129991,2325912.20166138,2585693.24340767,2429942.86938435,1107220.66763353,2284697.73144638,955419.111907878,1934451.71484491,876076.140426847,2746248.22460961,3151898.74682561,107014.407138837
"20:1 Cholesteryl ester, 18:0 Stigmasteryl ester, 18:1 Sitosteryl ester",0.3555704760297082,11.011195680532838,1.4117073052329943,0.23477317753747748,0.9995784849370064,6,5,H KO,H WT,696.6315 -> 369.1,CE,4349770.39160088,3558858.66235359,3853047.33227606,3976487.77612387,1626150.65582329,3676025.00878869,1299314.97747804,3014448.85205131,1444733.70733567,3763806.33398419,4397541.48046887,107587.868144952
"20:2 Cholesteryl ester, 18:1 Stigmasteryl ester, 18:2 Sitosteryl ester",0.3956697498928815,11.014127908286445,1.7455838240275625,0.18643287175826953,0.9995784849370064,6,5,H KO,H WT,694.6158 -> 369.1,CE,4368061.71264651,3554552.20361372,3874732.9902339,3945552.93603516,1744661.2466141,3696464.8659668,1252337.73989881,3040737.15063488,1305868.12676955,3734481.51611354,4396569.56738324,120097.848278028
20:3 Campesteryl ester,0.25084049098552985,10.437688891000311,0.7049825001104182,0.4011145494947207,0.9995784849370064,6,5,H KO,H WT,706.6158 -> 369.1,CE,2575401.76123065,2416128.05810564,2648200.31713884,2507091.57470702,1070385.47589154,2289059.65405271,825778.389738988,2000263.37841697,922979.93447889,2770194.72460983,3186958.63745137,103799.047035207
"20:3 Cholesteryl ester, 18:2 Stigmasteryl ester, 18:3 Sitosteryl ester",0.35788717827538313,10.966991433823598,1.430047646350431,0.23175666273238354,0.9995784849370064,6,5,H KO,H WT,692.6002 -> 369.1,CE,4228598.6308587,3437651.12915101,3698205.95263609,3823854.68603501,1603876.98773169,3558974.65063516,1302011.41769375,2919510.55786136,1401716.86306782,3615039.73706181,4201414.57177726,112794.788238533
"20:4 Cholesteryl ester, 18:3 Stigmasteryl ester",0.3585122534960007,10.752243360917946,1.4350155064175851,0.2309476460638719,0.9995784849370064,6,5,H KO,H WT,690.5845 -> 369.1,CE,3761119.87353506,3028089.33740236,3228495.27563461,3430672.85424806,1174486.85462985,3133886.03466796,1120680.7828681,2600619.69482366,1184422.83055156,3109039.83203089,3639141.88940417,80782.8258132946
20:5 Cholesteryl ester,0.4035080258886496,10.736443858890528,1.8149105890188366,0.1779202795170593,0.9995784849370064,6,5,H KO,H WT,688.5689 -> 369.1,CE,3716260.15856875,3172285.75537125,3266444.61926334,3439907.04162545,1372025.77186579,2935721.69183291,1094727.98402422,2643668.9346313,1158173.70947169,2979094.14459229,3588468.42834524,40848.1428794847
22:0 Campesteryl ester,0.2636774263893527,10.423268798487912,0.7786746451456565,0.3775467871149552,0.9995784849370064,6,5,H KO,H WT,740.6941 -> 369.1,CE,2258381.09152269,1693196.59225455,3227203.81436089,2998802.55694681,1114970.12559562,2688782.09298654,1843595.00826271,2021629.80328391,1259787.60282509,2019985.76806713,2410896.6108393,26874.3020400888
"22:0 Cholesteryl ester, 20:0 Sitosteryl ester",0.22198789567740793,9.36339544471477,0.552609634503824,0.4572533551119315,0.9995784849370064,6,5,H KO,H WT,726.6784 -> 369.1,CE,1256154.98324568,1139922.3409423,1250056.55456559,1269536.91766367,452921.410339381,1158563.44067403,409340.064361392,960882.75323498,414245.868194647,1376826.12567143,1627607.36639419,27702.3218727063
22:0 Sitosteryl ester,0.25802873123283354,10.622891327637,0.7458008999637968,0.38780895591475434,0.9995784849370064,6,5,H KO,H WT,754.7097 -> 369.1,CE,2516179.90512033,2052731.35443129,3713683.42407226,3368838.20410126,1201522.32815612,2908136.55169679,2001691.2339324,2305809.65570114,1378686.52911366,2363449.15130608,2795100.08398387,77169.5058936276
22:1 Campesteryl ester,0.25608961802148034,10.354497046333117,0.7346771589473065,0.39137132750873693,0.9995784849370064,6,5,H KO,H WT,738.6784 -> 369.1,CE,2170895.89816285,1659973.79037525,3069855.12127693,2829398.50958246,1046323.88084354,2518530.7825008,1760836.35685012,1919642.53436331,1186487.74713901,1956467.06347697,2324506.41104085,26758.6018104584
"22:1 Cholesteryl ester, 20:0 Stigmasteryl ester, 20:1 Sitosteryl ester",0.2150143765974334,9.361383991771218,0.5185424219016568,0.4714641064057021,0.9995784849370064,6,5,H KO,H WT,724.6628 -> 369.1,CE,1271805.09403993,1121099.4163207,1276962.93981935,1251449.3586426,451082.529464793,1129933.3538208,436006.195709066,948963.951354939,419666.289306634,1373943.53100584,1607911.97308336,28412.2419128388
"22:1 Stigmasteryl ester, 22:2 Sitosteryl ester",0.2642876247860918,10.64741956791004,0.7822683223621425,0.376448302752855,0.9995784849370064,6,5,H KO,H WT,750.6784 -> 369.1,CE,2604869.39657164,2143438.36848875,3794284.66519507,3483556.3550329,1182742.15581499,2987162.62345172,2027459.1523361001,2369999.67300467,1369158.23680841,2432624.31643769,2909091.04600964,59661.0448646671
22:2 Campesteryl ester,0.2337220011614343,10.07398949462664,0.6123618229357817,0.4338999254418184,0.9995784849370064,6,5,H KO,H WT,736.6628 -> 369.1,CE,1799011.93515061,1467633.40231258,2365301.49230952,2213065.86868295,907571.16021727,2034675.32815491,1386780.17769614,1548088.18646374,939149.008262734,1727326.56926066,2011770.01416034,28828.6018867531
