lipid,logFC,logCPM,LR,PValue,FDR,Length1,Length2,Title_1,Title_2,Transition,type,AK0161-1x_p1-b2,AK0170-1x_p1-b4,AK0139-1x_p1-b6,AK0200-1x_p1-b8,AK0202-2x_p1-c5,AK0204-1x_p1-c1,AK0174-1x_p1-b1,AK0145-1x_p1-b3,AK0175-2x_p1-c3,AK0164-1x_p1-b5,AK0141-1x_p1-b9,Blank-1x_p1 -a2
PEo (30:0),-0.18989143007962717,7.247501279318688,0.4079643608965853,0.523004527763292,0.9995784849370064,6,5,H KO,H WT,650.512 -> 509.512,PE,258979.71789546,224287.356445371,139016.069442775,271348.137268002,68269.304901113,252967.980590922,248700.498657206,235335.373168965,226093.257324086,103133.02738949,279784.458129942,29022.2021179241
PEo (32:1),-0.16895609440647277,7.6472427606514275,0.322877649901784,0.5698833932635945,0.9995784849370064,6,5,H KO,H WT,676.5277 -> 535.5277,PE,329681.980957072,316455.537475589,101502.848114001,428716.027954014,57481.88412475,430128.05798333,403014.249267647,350479.34582534,231702.67712408,92246.546875037,420757.11413578,32520.682205182
PEo (32:5),-0.12015369057881774,7.18944942072759,0.16316838171769632,0.6862560600210603,0.9995784849370064,6,5,H KO,H WT,678.5433 -> 537.5433,PE,235090.792663581,227348.176025231,107984.248169002,309011.98388675,48569.723327629,291807.7186281,273940.476501379,230623.35656754,162507.609985299,82050.264648458,322383.86499042,25195.661560064
PEo (34:0),-0.16085077880146914,7.095815555914256,0.2926034735492067,0.5885569733922524,0.9995784849370064,6,5,H KO,H WT,706.5746 -> 565.5746,PE,213082.51513672,201056.81237789,81576.90612793,296934.35839853,58636.604492189,273809.62084959,262832.080078068,229419.4769286,165907.9890748,53378.243713385,303738.50341796,23027.621719364
PEo (34:1),-0.42038608705786745,6.830192737130697,2.003490644710837,0.15693743252739603,0.9995784849370064,6,5,H KO,H WT,704.559 -> 563.559,PE,168615.071716332,158902.79119876,68429.264495837,202719.233398468,41393.52241514,200980.95349123,193449.535278307,223973.537292513,168671.631347656,68901.224807748,236383.35681159,21920.24157715
PEo (34:2),-0.34549544820537764,7.233013141626134,1.3526793470759912,0.2448102553927357,0.9995784849370064,6,5,H KO,H WT,702.5433 -> 561.5433,PE,263552.500793459,226524.593933168,116340.108108447,251794.458129859,55199.284530593,241866.19360342,230832.475280827,223371.934570295,283577.121093729,92289.28779605,306709.72540291,26248.9018097
PEo (34:3),-0.05911300186572447,7.000806985666422,0.03945140808355063,0.8425570463340973,0.9995784849370064,6,5,H KO,H WT,700.5277 -> 559.5277,PE,215850.414733912,191110.072570791,93622.727081299,254297.998291089,54966.643859912,280981.96020519,243598.078185943,248349.739135808,141596.167419563,43527.4033889813,232649.69738769,21429.721435535
PEo (34:4),-0.15877738728738605,6.373133065490175,0.2850906487819884,0.5933838723903709,0.9995784849370064,6,5,H KO,H WT,698.512 -> 557.512,PE,139004.091613782,128404.088195901,60685.165054267,139276.3298339,35076.602661105,146092.949768085,128324.689147907,149801.51147466,102472.346923802,38673.382690444,160990.25036623,19748.641540519
PEo (36:0),-0.22571578395368003,6.858031672996969,0.5766719458279113,0.447619776567468,0.9995784849370064,6,5,H KO,H WT,734.6059 -> 593.6059,PE,189889.373657261,177860.15124511,65353.944473259,238750.777099686,47900.743331922,218314.15698253,202061.353698681,176646.21276853,159511.510986349,67702.504974371,277469.43896489,18446.3012084988
PEo (36:1),-0.43620323813544787,7.200794802129443,2.157250057840429,0.14189844005479796,0.9995784849370064,6,5,H KO,H WT,732.5903 -> 591.5903,PE,237677.03637704,224025.93444817,93856.867568982,242104.437072789,62340.303619396,226401.75573737,220019.11437981,259082.5977784,282886.04113772,72055.545547489,311633.840087852,25630.181961057
PEo (36:2),-0.5630665712492752,7.5167178776815575,3.5950448829025845,0.057952063679792255,0.9995784849370064,6,5,H KO,H WT,730.5746 -> 589.5746,PE,285837.02062996,288603.0253907,110066.187637372,306574.619629037,66952.685119596,271816.61804195,274107.537658634,294507.4774171,422638.46997071,116801.848800672,397757.02368169,23714.761672965
PEo (36:3),-0.5576150032147771,7.445409174094893,3.525789535090553,0.06042104146697208,0.9995784849370064,6,5,H KO,H WT,728.559 -> 587.559,PE,283722.959228623,263682.33337414,90574.665908806,293917.457397498,59563.484115609,278039.49865734,290079.856750491,291464.978210546,355625.021362283,92622.6054076639,427881.03295901,23271.921539306
PEo (36:4),-0.4010428614000652,7.113106309295838,1.823214552270656,0.17693111578398074,0.9995784849370064,6,5,H KO,H WT,726.5433 -> 585.5433,PE,228008.435974174,216053.47607415,61697.964889548,236725.255676231,58216.524154678,222617.31555164,233953.976867715,227192.253723099,195252.551940928,92946.107803292,347229.170044,26653.902023322
PEo (36:5),-0.3035402750122662,6.613897331660707,1.043724394929086,0.30695685543263546,0.9995784849370064,6,5,H KO,H WT,724.5277 -> 583.5277,PE,150480.53021233,139985.469543388,64025.88465879,163211.489440915,44768.583312975,176356.153198162,157142.351135195,179822.413147011,138762.27081296,52063.3236922937,200087.315368753,21102.1412734937
PEo (38:0),-0.2952074222504107,7.523835256793415,0.9871618391398442,0.3204370365257687,0.9995784849370064,6,5,H KO,H WT,762.6372 -> 621.6372,PE,285894.49951177,280701.36132812,148926.531829887,311395.44458014,85269.645690841,293026.65576172,282468.096618633,248863.31933582,234076.37597653,189548.432578963,459181.57446285,36585.001846304
