,Parent_Ion_new,Product_Ion_new,Intensity_new,Transition_new,Class,Sample_ID_new,Sample Name_new,Cage,Position_new,Dilution Factor,Sex2,Sex_new,Genotype_new,Brain Region,method_type_new,Blank Subtraction_new,subclasses,chain_length,saturation,between_parenthese,FA_Chain,Start,End,_tmpkey_new,Parent_Ion_old,Product_Ion_old,Intensity_old,Transition_old,Sample_ID_old,Sample Name_old,Position_old,nickname,Sex_old,Genotype_old,time point,method_type_old,Blank Subtraction_old,_tmpkey_old,Lipid
6089,622.6,264.4,24002.86163330078,622.6 -> 264.4,Cer,CER_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,CER,0.0,Cer,Cer,,(d18:1/22:0),None,622.6,264.4,Cer2075.0881.0,622.6,264.3,19979.441261291504,622.6 -> 264.3,CER_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,CER,15637.120922088625,Cer2075.0881.0,Cer(d18:1/22:0)
6170,624.6,266.4,147861.1506652832,624.6 -> 266.4,Cer,CER_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,CER,0.0,Cer,Cer,,(d18:0/22:0),None,624.6,266.4,Cer2082.0887.0,624.6,266.4,9693.800666809082,624.6 -> 266.4,CER_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,CER,5975.860378265381,Cer2082.0887.0,Cer(d18:0/22:0)
6495,646.5,264.4,46691.52333068848,646.5 -> 264.4,Cer,CER_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,CER,0.0,CerP,CerP,,(d18:1/18:0),None,646.5,264.4,Cer2155.0881.0,646.5,264.3,9040.620643615724,646.5 -> 264.3,CER_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,CER,5517.760398864746,Cer2155.0881.0,CerP(d18:1/18:0)
6576,648.6,264.4,45491.96249389648,648.6 -> 264.4,Cer,CER_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,CER,0.0,Cer,Cer,,(d18:1/24:1(15Z),None,648.6,264.4,Cer2162.0881.0,648.6,264.3,9753.680667877195,648.6 -> 264.3,CER_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,CER,6234.520412445068,Cer2162.0881.0,Cer(d18:1/24:1(15Z))
6657,650.6,264.4,47688.70349121094,650.6 -> 264.4,Cer,CER_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,CER,0.0,Cer,Cer,,(d18:1/24:0),None,650.6,264.4,Cer2168.0881.0,650.6,264.3,11324.000801086426,650.6 -> 264.3,CER_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,CER,7745.080539703369,Cer2168.0881.0,Cer(d18:1/24:0)
6738,652.7,266.4,115357.70776367188,652.7 -> 266.4,Cer,CER_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,CER,0.0,Cer,Cer,,(d18:0/24:0),None,652.7,266.4,Cer2175.0887.0,652.7,266.4,8249.520568847656,652.7 -> 266.4,CER_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,CER,4689.000301361084,Cer2175.0887.0,Cer(d18:0/24:0)
7060,668.7,266.4,95063.60705566406,668.7 -> 266.4,Cer,CER_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,CER,0.0,Cer,Cer,,(d18:0/h24:0),None,668.7,266.4,Cer2229.0887.0,668.7,266.4,10651.36066055298,668.7 -> 266.4,CER_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,CER,7160.780384063721,Cer2229.0887.0,Cer(d18:0/h24:0)
7141,674.5,264.4,28104.022018432617,674.5 -> 264.4,Cer,CER_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,CER,0.0,CerP,CerP,,(d18:1/20:0),None,674.5,264.4,Cer2248.0881.0,674.5,264.3,10754.16074371338,674.5 -> 264.3,CER_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,CER,7308.960498809814,Cer2248.0881.0,CerP(d18:1/20:0)
7222,676.7,264.4,28260.16186523437,676.7 -> 264.4,Cer,CER_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,CER,0.0,Cer,Cer,,(d18:1/26:1(17Z),None,676.7,264.4,Cer2255.0881.0,676.7,264.3,8994.660640716553,676.7 -> 264.3,CER_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,CER,5303.180362701416,Cer2255.0881.0,Cer(d18:1/26:1(17Z))
7303,678.7,264.4,29251.602096557617,678.7 -> 264.4,Cer,CER_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,CER,0.0,Cer,Cer,,(d18:1/26:0),None,678.7,264.4,Cer2262.0881.0,678.7,264.3,8693.600589752197,678.7 -> 264.3,CER_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,CER,4705.120288848877,Cer2262.0881.0,Cer(d18:1/26:0)
7384,680.7,266.4,98408.84783935548,680.7 -> 266.4,Cer,CER_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,CER,0.0,Cer,Cer,,(d18:0/26:0),None,680.7,266.4,Cer2269.0887.0,680.7,266.4,6538.68045425415,680.7 -> 266.4,CER_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,CER,2939.380199432373,Cer2269.0887.0,Cer(d18:0/26:0)
7706,696.7,266.4,92062.6470336914,696.7 -> 266.4,Cer,CER_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,CER,0.0,Cer,Cer,,(d18:0/h26:0),None,696.7,266.4,Cer2322.0887.0,696.7,266.4,5651.700382232666,696.7 -> 266.4,CER_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,CER,1382.680076599121,Cer2322.0887.0,Cer(d18:0/h26:0)
7787,702.6,264.4,21980.98166656494,702.6 -> 264.4,Cer,CER_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,CER,0.0,CerP,CerP,,(d18:1/22:0),None,702.6,264.4,Cer2342.0881.0,702.6,264.3,8342.540550231934,702.6 -> 264.3,CER_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,CER,4315.620254516602,Cer2342.0881.0,CerP(d18:1/22:0)
8351,728.6,264.4,25948.16175842285,728.6 -> 264.4,Cer,CER_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,CER,0.0,CerP,CerP,,(d18:1/24:1(15Z),None,728.6,264.4,Cer2428.0881.0,728.6,264.3,6626.800449371338,728.6 -> 264.3,CER_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,CER,3097.380187988281,Cer2428.0881.0,CerP(d18:1/24:1(15Z))
8432,730.6,264.4,26276.701667785645,730.6 -> 264.4,Cer,CER_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,CER,0.0,CerP,CerP,,(d18:1/24:0),None,730.6,264.4,Cer2435.0881.0,730.6,264.3,6688.660514831543,730.6 -> 264.3,CER_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,CER,3210.880256652832,Cer2435.0881.0,CerP(d18:1/24:0)
8754,748.8,264.4,22404.0817565918,748.8 -> 264.4,Cer,CER_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,CER,0.0,Cer,Cer,,(d18:1/31:0),None,748.8,264.4,Cer2495.0881.0,748.7,264.3,5962.720432281494,748.7 -> 264.3,CER_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,CER,2492.5201721191406,Cer2495.0881.0,Cer(d18:1/31:0)
8915,756.6,264.4,17106.38124847412,756.6 -> 264.4,Cer,CER_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,CER,0.0,CerP,CerP,,(d18:1/26:1(17Z),None,756.6,264.4,Cer2522.0881.0,756.6,264.3,8268.140617370605,756.6 -> 264.3,CER_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,CER,0.0,Cer2522.0881.0,CerP(d18:1/26:1(17Z))
8996,758.6,264.4,16853.80121612549,758.6 -> 264.4,Cer,CER_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,CER,0.0,CerP,CerP,,(d18:1/26:0),None,758.6,264.4,Cer2528.0881.0,758.6,264.3,9116.140628814695,758.6 -> 264.3,CER_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,CER,0.0,Cer2528.0881.0,CerP(d18:1/26:0)
9317,776.8,264.4,15613.561149597168,776.8 -> 264.4,Cer,CER_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,CER,0.0,Cer,Cer,,(d18:1/33:0),None,776.8,264.4,Cer2589.0881.0,776.7,264.3,9013.54067993164,776.7 -> 264.3,CER_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,CER,2435.380271911621,Cer2589.0881.0,Cer(d18:1/33:0)
9478,804.8,264.4,18661.88129425049,804.8 -> 264.4,Cer,CER_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,CER,0.0,Cer,Cer,,(d18:1/35:0),None,804.8,264.4,Cer2682.0881.0,804.8,264.3,6909.960479736328,804.8 -> 264.3,CER_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,CER,3435.880226135254,Cer2682.0881.0,Cer(d18:1/35:0)
9559,832.8,264.4,13193.50090789795,832.8 -> 264.4,Cer,CER_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,CER,0.0,1-O-Cer,1-O-Cer,,(d18:1/16:0),None,832.8,264.4,Cer2775.0881.0,832.8,264.3,6167.640422821045,832.8 -> 264.3,CER_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,CER,0.0,Cer2775.0881.0,1-O-eicosanoyl-Cer(d18:1/16:0)
9640,860.8,264.4,13441.081062316896,860.8 -> 264.4,Cer,CER_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,CER,0.0,1-O-Cer,1-O-Cer,,(d18:1/16:0),None,860.8,264.4,Cer2869.0881.0,860.8,264.3,5852.460441589356,860.8 -> 264.3,CER_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,CER,2269.240196228028,Cer2869.0881.0,1-O-behenoyl-Cer(d18:1/16:0)
9721,874.9,264.4,13541.00082397461,874.9 -> 264.4,Cer,CER_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,CER,0.0,1-O-Cer,1-O-Cer,,(d18:1/16:0),None,874.9,264.4,Cer2916.0881.0,874.9,264.3,4923.140335083008,874.9 -> 264.3,CER_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,CER,1472.1600914001465,Cer2916.0881.0,1-O-tricosanoyl-Cer(d18:1/16:0)
9802,888.9,264.4,13192.94090270996,888.9 -> 264.4,Cer,CER_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,CER,0.0,1-O-Cer,1-O-Cer,,(d18:1/16:0),None,888.9,264.4,Cer2963.0881.0,888.9,264.3,5089.660343170166,888.9 -> 264.3,CER_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,CER,1661.3600959777832,Cer2963.0881.0,1-O-lignoceroyl-Cer(d18:1/16:0)
9883,902.9,264.4,12938.94090270996,902.9 -> 264.4,Cer,CER_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,CER,0.0,1-O-Cer,1-O-Cer,,(d18:1/16:0),None,902.9,264.4,Cer3009.0881.0,902.9,264.3,5216.740371704102,902.9 -> 264.3,CER_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,CER,570.0200042724609,Cer3009.0881.0,1-O-pentacosanoyl-Cer(d18:1/16:0)
9964,916.9,264.4,27056.321769714355,916.9 -> 264.4,Cer,CER_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,CER,0.0,1-O-Cer,1-O-Cer,,(d18:1/16:0),None,916.9,264.4,Cer3056.0881.0,916.9,264.3,13388.360912322998,916.9 -> 264.3,CER_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,CER,9578.40064239502,Cer3056.0881.0,1-O-cerotoyl-Cer(d18:1/16:0)
10045,944.9,264.4,68355.16482543945,944.9 -> 264.4,Cer,CER_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,CER,0.0,1-O-Cer,1-O-Cer,,(d18:1/18:0),None,944.9,264.4,Cer3149.0881.0,944.9,264.3,15794.281101226808,944.9 -> 264.3,CER_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,CER,12330.680866241457,Cer3149.0881.0,1-O-cerotoyl-Cer(d18:1/18:0)
10366,973.0,264.4,10754.940727233889,973.0 -> 264.4,Cer,CER_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,CER,0.0,1-O-Cer,1-O-Cer,,(d18:1/18:0),None,973.0,264.4,Cer3243.0881.0,973.0,264.3,8720.900714874268,973.0 -> 264.3,CER_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,CER,3680.160381317138,Cer3243.0881.0,1-O-carboceroyl-Cer(d18:1/18:0)
10767,1001.0,264.4,7750.14049911499,1001.0 -> 264.4,Cer,CER_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,CER,0.0,1-O-Cer,1-O-Cer,,(d18:1/18:0),None,1001.0,264.4,Cer3336.0881.0,1001.0,264.3,5707.6403884887695,1001.0 -> 264.3,CER_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,CER,634.1600379943848,Cer3336.0881.0,1-O-tricosanoyl-Cer(d18:1/18:0)
12291,647.5,184.1,123416.40893554688,647.5 -> 184.1,SM,CER_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,CER,0.0,SM,SM,,(d18:1/12:0),None,647.5,184.1,SM2158.0613.0,647.5,184.1,426699.4925537109,647.5 -> 184.1,PCandSM_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PCandSM,394092.2299804688,SM2158.0613.0,SM(d18:1/12:0)
12322,649.5,184.1,132465.57006835938,649.5 -> 184.1,SM,CER_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,CER,0.0,SM,SM,,(d16:0/14:0),None,649.5,184.1,SM2165.0613.0,649.5,184.1,447801.41259765625,649.5 -> 184.1,PCandSM_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PCandSM,417441.4107055664,SM2165.0613.0,SM(d16:0/14:0)
12383,673.5,184.1,225997.27587890625,673.5 -> 184.1,SM,CER_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,CER,0.0,SM,SM,,(d18:2/14:0),None,673.5,184.1,SM2245.0613.0,673.5,184.1,388176.8703918457,673.5 -> 184.1,PCandSM_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PCandSM,358299.3483886719,SM2245.0613.0,SM(d18:2/14:0)
12414,675.5,184.1,240187.5366821289,675.5 -> 184.1,SM,CER_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,CER,0.0,SM,SM,,(d16:1/16:0),None,675.5,184.1,SM2251.0613.0,675.5,184.1,372504.5081176758,675.5 -> 184.1,PCandSM_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PCandSM,341753.3858947754,SM2251.0613.0,SM(d16:1/16:0)
12445,677.6,184.1,254640.7589111328,677.6 -> 184.1,SM,CER_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,CER,0.0,SM,SM,,(d16:0/16:0),None,677.6,184.1,SM2258.0613.0,677.6,184.1,343309.0106201172,677.6 -> 184.1,PCandSM_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PCandSM,313279.5686950684,SM2258.0613.0,SM(d16:0/16:0)
12566,701.6,184.1,280486.9385986328,701.6 -> 184.1,SM,CER_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,CER,0.0,SM,SM,,(d16:1/18:1),None,701.6,184.1,SM2338.0613.0,701.6,184.1,1202657.399963379,701.6 -> 184.1,PCandSM_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PCandSM,1155271.496826172,SM2338.0613.0,SM(d16:1/18:1)
12597,703.6,184.1,279586.8795776367,703.6 -> 184.1,SM,CER_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,CER,0.0,SM,SM,,(d16:1/18:0),None,703.6,184.1,SM2345.0613.0,703.6,184.1,1183598.6836853027,703.6 -> 184.1,PCandSM_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PCandSM,1133146.8400878906,SM2345.0613.0,SM(d16:1/18:0)
12628,705.6,184.1,287454.88134765625,705.6 -> 184.1,SM,CER_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,CER,0.0,SM,SM,,(d16:0/18:0),None,705.6,184.1,SM2352.0613.0,705.6,184.1,1148603.1774902344,705.6 -> 184.1,PCandSM_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PCandSM,1108779.7348937988,SM2352.0613.0,SM(d16:0/18:0)
12719,727.6,184.1,170948.2527770996,727.6 -> 184.1,SM,CER_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,CER,0.0,SM,SM,,(d18:2/18:1),None,727.6,184.1,SM2425.0613.0,727.6,184.1,3000773.35736084,727.6 -> 184.1,PCandSM_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PCandSM,2971032.77545166,SM2425.0613.0,SM(d18:2/18:1)
12750,729.6,184.1,169404.84954833984,729.6 -> 184.1,SM,CER_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,CER,0.0,SM,SM,,(d16:1/20:1),None,729.6,184.1,SM2432.0613.0,729.6,184.1,2978691.899780273,729.6 -> 184.1,PCandSM_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PCandSM,2948492.55758667,SM2432.0613.0,SM(d16:1/20:1)
12781,731.6,184.1,158926.93170166016,731.6 -> 184.1,SM,CER_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,CER,0.0,SM,SM,,(d16:1/20:0),None,731.6,184.1,SM2438.0613.0,731.6,184.1,3016243.797790528,731.6 -> 184.1,PCandSM_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PCandSM,2985232.195800781,SM2438.0613.0,SM(d16:1/20:0)
12812,733.6,184.1,156391.41021728516,733.6 -> 184.1,SM,CER_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,CER,0.0,SM,SM,,(d16:0/20:0),None,733.6,184.1,SM2445.0613.0,733.6,184.1,2978589.012573242,733.6 -> 184.1,PCandSM_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PCandSM,2944931.5703125,SM2445.0613.0,SM(d16:0/20:0)
12873,755.6,184.1,207325.0698852539,755.6 -> 184.1,SM,CER_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,CER,0.0,SM,SM,,(d18:2/20:1),None,755.6,184.1,SM2518.0613.0,755.6,184.1,5069005.792724609,755.6 -> 184.1,PCandSM_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PCandSM,5033568.2503967285,SM2518.0613.0,SM(d18:2/20:1)
12904,757.6,184.1,197034.0920410156,757.6 -> 184.1,SM,CER_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,CER,0.0,SM,SM,,(d16:1/22:1),None,757.6,184.1,SM2525.0613.0,757.6,184.1,3713609.886779785,757.6 -> 184.1,PCandSM_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PCandSM,3680706.2445373535,SM2525.0613.0,SM(d16:1/22:1)
12935,759.6,184.1,191499.85546875,759.6 -> 184.1,SM,CER_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,CER,0.0,SM,SM,,(d16:1/22:0),None,759.6,184.1,SM2532.0613.0,759.6,184.1,3100785.2786254883,759.6 -> 184.1,PCandSM_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PCandSM,3066859.376617432,SM2532.0613.0,SM(d16:1/22:0)
12966,761.7,184.1,184671.610534668,761.7 -> 184.1,SM,CER_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,CER,0.0,SM,SM,,(d16:0/22:0),None,761.7,184.1,SM2539.0613.0,761.6,184.1,3163188.483581543,761.6 -> 184.1,PCandSM_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PCandSM,3127757.6013793945,SM2538.0613.0,SM(d16:0/22:0)
13087,783.6,184.1,264913.35791015625,783.6 -> 184.1,SM,CER_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,CER,0.0,SM,SM,,(d18:2/22:1),None,783.6,184.1,SM2612.0613.0,783.6,184.1,5947126.057006836,783.6 -> 184.1,PCandSM_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PCandSM,5901057.733825684,SM2612.0613.0,SM(d18:2/22:1)
