,Class,Transition,Lipid
409,DAG,624.6 -> 353.3,DG(dO-38:9)|DG(35:2)_C16:1
410,DAG,626.6 -> 355.3,DG(36:8)|DG(35:1)_C16:1
411,DAG,628.6 -> 357.3,DG(36:7)|DG(35:0)_C16:1
412,DAG,630.5 -> 359.2,DG(36:6)_C16:1
413,DAG,632.5 -> 361.2,DG(36:5)_C16:1
414,DAG,634.6 -> 363.3,DG(36:4)|DG(O-37:4)_C16:1
415,DAG,636.6 -> 365.3,DG(36:3)_C16:1
416,DAG,638.6 -> 367.3,DG(O-38:9)|DG(36:2)_C16:1
417,DAG,640.6 -> 369.3,DG(O-38:8)|DG(36:1)_C16:1
418,DAG,642.6 -> 371.3,DG(37:7)|DG(36:0)_C16:1
419,DAG,644.5 -> 373.2,DG(37:6)_C16:1
420,DAG,646.5 -> 375.2,DG(37:5)_C16:1
421,DAG,648.6 -> 377.3,DG(37:4)_C16:1
422,DAG,650.6 -> 379.3,DG(37:3)_C16:1
423,DAG,652.6 -> 381.3,DG(38:9)|DG(dO-40:9)|DG(37:2)_C16:1
424,DAG,654.6 -> 383.3,DG(38:8)|DG(dO-40:8)|DG(37:1)_C16:1
425,DAG,656.6 -> 385.3,DG(38:7)|DG(37:0)_C16:1
426,DAG,658.6 -> 387.3,DG(38:6)|DG(dO-40:6)_C16:1
427,DAG,660.6 -> 389.3,DG(38:5)_C16:1
428,DAG,662.6 -> 391.3,DG(38:4)_C16:1
429,DAG,664.6 -> 393.3,DG(38:3)_C16:1
430,DAG,666.6 -> 395.3,DG(O-40:9)|DG(38:2)_C16:1
431,DAG,668.6 -> 397.3,DG(39:8)|DG(O-40:8)|DG(38:1)_C16:1
432,DAG,670.7 -> 399.4,DG(39:7)|DG(38:0)|DG(dO-40:0)_C16:1
433,DAG,672.6 -> 401.3,DG(39:6)_C16:1
434,DAG,674.6 -> 403.3,DG(39:5)_C16:1
435,DAG,676.6 -> 405.3,DG(39:4)_C16:1
436,DAG,678.6 -> 407.3,DG(40:10)|DG(39:3)_C16:1
437,DAG,680.6 -> 409.3,DG(40:9)|DG(39:2)_C16:1
438,DAG,682.6 -> 411.3,[TG(38:1)]_FA16:1 | DG(40:8)|DG(39:1)_C16:1
439,DAG,684.7 -> 413.3,DG(40:7)|DG(39:0)_C16:1
440,DAG,686.7 -> 415.4,DG(40:6)|DG(dO-40:0)_C16:1
441,DAG,688.6 -> 417.3,DG(40:5)_C16:1
442,DAG,690.6 -> 419.3,DG(40:4)_C16:1
443,DAG,692.6 -> 421.3,DG(40:3)_C16:1
444,DAG,694.6 -> 423.3,DG(40:2)_C16:1
445,DAG,696.7 -> 425.3,DG(40:1)_C16:1
446,DAG,698.7 -> 427.4,DG(41:7)|DG(40:0)_C16:1
447,DAG,700.6 -> 429.3,DG(41:6)_C16:1
448,DAG,702.6 -> 431.3,DG(41:5)_C16:1
449,DAG,704.6 -> 433.3,DG(42:11)|DG(41:4)_C16:1
450,DAG,706.6 -> 435.3,DG(42:10)|DG(41:3)_C16:1
451,DAG,708.7 -> 437.3,DG(42:9)|DG(41:2)_C16:1
452,DAG,710.7 -> 439.4,DG(42:8)|DG(41:1)_C16:1
453,DAG,712.7 -> 441.4,DG(42:7)|DG(41:0)_C16:1
454,DAG,714.6 -> 443.3,DG(42:6)_C16:1
455,DAG,716.6 -> 445.3,DG(42:5)_C16:1
456,DAG,718.6 -> 447.3,DG(42:4)_C16:1
457,DAG,720.7 -> 449.3,DG(42:3)_C16:1
458,DAG,722.7 -> 451.4,DG(42:2)_C16:1
459,DAG,724.7 -> 453.4,DG(42:1)_C16:1
460,DAG,728.6 -> 457.3,DG(43:6)_C16:1
461,DAG,730.6 -> 459.3,DG(44:12)|DG(43:5)_C16:1
462,DAG,732.7 -> 461.3,DG(44:11)|DG(43:4)_C16:1
463,DAG,734.7 -> 463.4,DG(44:10)|DG(43:3)_C16:1
464,DAG,736.7 -> 465.4,DG(44:9)|DG(43:2)_C16:1
465,DAG,738.7 -> 467.4,[TG(42:1)]_FA16:1 | DG(44:8)|DG(43:1)_C16:1
466,DAG,740.7 -> 469.4,DG(44:7)|DG(43:0)_C16:1
467,DAG,742.6 -> 471.3,DG(44:6)_C16:1
468,DAG,744.7 -> 473.3,DG(44:5)_C16:1
469,DAG,746.7 -> 475.4,DG(44:4)_C16:1
470,DAG,748.7 -> 477.4,DG(44:3)_C16:1
471,DAG,750.7 -> 479.4,[TG(43:2)]_FA16:1 | DG(44:2)_C16:1
472,DAG,752.7 -> 481.4,[TG(43:1)]_FA16:1 | DG(44:1)_C16:1
473,DAG,474.4 -> 173.1,DG(24:0)_C18:0
474,DAG,502.4 -> 201.1,DG(26:0)_C18:0
475,DAG,526.4 -> 225.1,DG(28:2)_C18:0
476,DAG,528.5 -> 227.2,DG(28:1)_C18:0
477,DAG,540.5 -> 239.2,DG(29:2)_C18:0
478,DAG,542.5 -> 241.2,DG(29:1)_C18:0
479,DAG,544.5 -> 243.2,DG(29:0)_C18:0
480,DAG,552.5 -> 251.2,DG(30:3)_C18:0
481,DAG,554.5 -> 253.2,DG(30:2)_C18:0
482,DAG,556.5 -> 255.2,DG(30:1)_C18:0
483,DAG,558.5 -> 257.2,DG(30:0)_C18:0
484,DAG,566.5 -> 265.2,DG(31:3)_C18:0
485,DAG,568.5 -> 267.2,DG(31:2)|DG(P-14:0/18:1)_C18:0
486,DAG,570.5 -> 269.2,DG(31:1)_C18:0
487,DAG,572.5 -> 271.2,DG(31:0)_C18:0
488,DAG,576.5 -> 275.2,DG(32:5)_C18:0
489,DAG,580.5 -> 279.2,DG(32:3)_C18:0
490,DAG,582.5 -> 281.2,DG(32:2)_C18:0
491,DAG,584.5 -> 283.2,DG(32:1)_C18:0
492,DAG,586.5 -> 285.2,DG(32:0)_C18:0
493,DAG,590.5 -> 289.2,DG(33:5)_C18:0
494,DAG,592.5 -> 291.2,DG(33:4)_C18:0
495,DAG,594.5 -> 293.2,DG(33:3)_C18:0
496,DAG,596.5 -> 295.2,DG(33:2)_C18:0
497,DAG,598.6 -> 297.3,DG(33:1)|DG(O-34:1)_C18:0
498,DAG,600.6 -> 299.3,DG(33:0)_C18:0
499,DAG,602.5 -> 301.2,DG(34:6)_C18:0
500,DAG,604.5 -> 303.2,DG(34:5)_C18:0
501,DAG,606.6 -> 305.3,DG(34:4)|DG(dO-36:4)_C18:0
502,DAG,608.5 -> 307.2,DG(34:3)_C18:0
503,DAG,610.5 -> 309.2,DG(34:2)_C18:0
504,DAG,612.6 -> 311.3,DG(34:1)_C18:0
505,DAG,614.6 -> 313.3,DG(34:0)_C18:0
506,DAG,616.5 -> 315.2,DG(35:6)_C18:0
507,DAG,618.5 -> 317.2,DG(35:5)_C18:0
508,DAG,620.6 -> 319.3,DG(35:4)|DG(O-36:4)|DG(dO-37:4)_C18:0
509,DAG,622.5 -> 321.2,DG(35:3)_C18:0
510,DAG,624.6 -> 323.3,DG(dO-38:9)|DG(35:2)_C18:0
511,DAG,626.6 -> 325.3,DG(36:8)|DG(35:1)_C18:0
512,DAG,628.6 -> 327.3,DG(36:7)|DG(35:0)_C18:0
513,DAG,630.5 -> 329.2,DG(36:6)_C18:0
514,DAG,632.5 -> 331.2,DG(36:5)_C18:0
515,DAG,634.6 -> 333.3,DG(36:4)|DG(O-37:4)_C18:0
516,DAG,636.6 -> 335.3,DG(36:3)_C18:0
517,DAG,638.6 -> 337.3,DG(O-38:9)|DG(36:2)_C18:0
518,DAG,640.6 -> 339.3,DG(O-38:8)|DG(36:1)_C18:0
519,DAG,642.6 -> 341.3,DG(37:7)|DG(36:0)_C18:0
520,DAG,644.5 -> 343.2,DG(37:6)_C18:0
521,DAG,646.5 -> 345.2,DG(37:5)_C18:0
522,DAG,648.6 -> 347.3,DG(37:4)_C18:0
523,DAG,650.6 -> 349.3,DG(37:3)_C18:0
524,DAG,652.6 -> 351.3,DG(38:9)|DG(dO-40:9)|DG(37:2)_C18:0
525,DAG,654.6 -> 353.3,DG(38:8)|DG(dO-40:8)|DG(37:1)_C18:0
526,DAG,656.6 -> 355.3,DG(38:7)|DG(37:0)_C18:0
527,DAG,658.6 -> 357.3,DG(38:6)|DG(dO-40:6)_C18:0
528,DAG,660.6 -> 359.3,DG(38:5)_C18:0
529,DAG,662.6 -> 361.3,DG(38:4)_C18:0
530,DAG,664.6 -> 363.3,DG(38:3)_C18:0
531,DAG,666.6 -> 365.3,DG(O-40:9)|DG(38:2)_C18:0
532,DAG,668.6 -> 367.3,DG(39:8)|DG(O-40:8)|DG(38:1)_C18:0
533,DAG,670.7 -> 369.4,DG(39:7)|DG(38:0)|DG(dO-40:0)_C18:0
534,DAG,672.6 -> 371.3,DG(39:6)_C18:0
535,DAG,674.6 -> 373.3,DG(39:5)_C18:0
536,DAG,676.6 -> 375.3,DG(39:4)_C18:0
537,DAG,678.6 -> 377.3,DG(40:10)|DG(39:3)_C18:0
538,DAG,680.6 -> 379.3,DG(40:9)|DG(39:2)_C18:0
539,DAG,682.6 -> 381.3,[TG(38:1)]_FA18:0 | DG(40:8)|DG(39:1)_C18:0
540,DAG,684.7 -> 383.3,DG(40:7)|DG(39:0)_C18:0
541,DAG,686.7 -> 385.4,DG(40:6)|DG(dO-40:0)_C18:0
542,DAG,688.6 -> 387.3,DG(40:5)_C18:0
