,Class,Transition,Lipid
1336,PG,810.0 -> 621.0,PG(38:7)|PG(37:0)|PG(O-38:0)
1337,PG,812.0 -> 623.0,PG(38:6)
1338,PG,814.0 -> 625.0,PG(38:5)
1339,PG,816.0 -> 627.0,PG(38:4)
1340,PG,818.0 -> 629.0,PG(38:3)
1341,PG,820.0 -> 631.0,PG(38:2)|PG(P-39:1)
1342,PG,822.0 -> 633.0,PG(39:8)|PG(38:1)|PG(O-39:1)|PG(P-39:0)
1343,PG,824.0 -> 635.0,PG(39:7)|PG(P-40:6)|PG(38:0)|PG(O-39:0)
1344,PG,826.0 -> 637.0,PG(39:6)|PG(O-40:6)|PG(P-40:5)
1345,PG,828.0 -> 639.0,PG(39:5)|PG(O-40:5)|PG(P-40:4)
1346,PG,830.0 -> 641.0,PG(39:4)|PG(O-40:4)|PG(P-40:3)
1347,PG,832.0 -> 643.0,PG(40:10)|PG(39:3)|PG(O-40:3)|PG(P-40:2)
1348,PG,834.0 -> 645.0,PG(40:9)|PG(39:2)|PG(O-40:2)|PG(P-40:1)
1349,PG,836.0 -> 647.0,PG(39:1)|PG(O-40:1)|PG(P-40:0)
1350,PG,838.0 -> 649.0,PG(40:7)|PG(39:0)|PG(O-40:0)
1351,PG,840.0 -> 651.0,PG(40:6)
1352,PG,842.0 -> 653.0,PG(40:5)
1353,PG,844.0 -> 655.0,PG(40:4)
1354,PG,846.0 -> 657.0,PG(40:3)
1355,PG,848.0 -> 659.0,PG(40:2)
1356,PG,850.0 -> 661.0,PG(40:1)|PG(P-41:0)
1357,PG,852.0 -> 663.0,PG(41:7)|PG(P-42:6)|PG(40:0)|PG(O-41:0)
1358,PG,854.0 -> 665.0,PG(41:6)|PG(O-42:6)
1359,PG,856.0 -> 667.0,PG(41:5)|PG(P-42:4)
1360,PG,858.0 -> 669.0,PG(42:11)|PG(41:4)|PG(O-42:4)
1361,PG,860.0 -> 671.0,PG(42:10)|PG(41:3)|PG(P-42:2)
1362,PG,862.0 -> 673.0,PG(42:9)|PG(41:2)|PG(O-42:2)|PG(P-42:1)
1363,PG,864.0 -> 675.0,PG(42:8)|PG(41:1)|PG(O-42:1)|PG(P-42:0)
1364,PG,866.0 -> 677.0,PG(42:7)|PG(41:0)|PG(O-42:0)
1365,PG,868.0 -> 679.0,PG(42:6)
1366,PG,870.0 -> 681.0,PG(42:5)
1367,PG,872.0 -> 683.0,PG(42:4)
1368,PG,874.0 -> 685.0,PG(42:3)
1369,PG,876.0 -> 687.0,PG(42:2)
1370,PG,878.0 -> 689.0,PG(42:1)
1371,PG,880.0 -> 691.0,PG(42:0)
1372,PG,882.0 -> 693.0,PG(43:6)
1373,PG,884.0 -> 695.0,PG(44:12)
1374,PG,886.0 -> 697.0,PG(43:4)
1375,PG,888.0 -> 699.0,PG(44:10)
1376,PG,890.0 -> 701.0,PG(43:2)
1377,PG,892.0 -> 703.0,PG(44:8)|PG(43:1)
1378,PG,894.0 -> 705.0,PG(44:7)|PG(43:0)
1379,PG,896.0 -> 707.0,PG(44:6)
1380,PG,898.0 -> 709.0,PG(44:5)
1381,PG,900.0 -> 711.0,PG(44:4)
1382,PG,902.0 -> 713.0,PG(44:3)
1383,PG,904.0 -> 715.0,PG(44:2)
1384,PG,906.0 -> 717.0,PG(44:1)
1385,PG,908.0 -> 719.0,PG(44:0)
1417,PI,730.4 -> 453.4,PI(25:0)
1433,PI,806.4 -> 529.4,PI(31:4)
1434,PI,808.5 -> 531.5,PI(31:3)
1512,PI,970.6 -> 693.6,PI(43:6)
1514,PI,974.6 -> 697.6,PI(43:4)
1516,PI,978.7 -> 701.7,PI(43:2)
1517,PI,978.7 -> 701.7,PI(43:2)
1553,PS,638.4 -> 453.4,PS(25:0)
1569,PS,714.4 -> 529.4,PS(31:4)
1645,PS,878.6 -> 693.6,PS(43:6)
1646,PS,880.5 -> 695.5,PS(44:12)
1647,PS,882.6 -> 697.6,PS(43:4)
1657,TAG,670.6 -> 425.4,[TG(37:0)]_FA14:0
1658,TAG,682.6 -> 437.4,[TG(38:1)]_FA14:0
1659,TAG,684.6 -> 439.4,[TG(38:0)]_FA14:0
1660,TAG,696.6 -> 451.4,[TG(39:1)]_FA14:0
1661,TAG,698.6 -> 453.4,[TG(39:0)]_FA14:0
1662,TAG,708.6 -> 463.4,[TG(40:2)]_FA14:0
1663,TAG,710.6 -> 465.4,[TG(40:1)]_FA14:0
1664,TAG,712.6 -> 467.4,[TG(40:0)]_FA14:0
1665,TAG,722.6 -> 477.4,[TG(41:2)]_FA14:0
1666,TAG,724.6 -> 479.4,[TG(41:1)]_FA14:0
1667,TAG,726.7 -> 481.5,[TG(41:0)]_FA14:0
1668,TAG,732.6 -> 487.4,[TG(42:4)]_FA14:0
1669,TAG,734.6 -> 489.4,[TG(42:3)]_FA14:0
1670,TAG,736.6 -> 491.4,[TG(42:2)]_FA14:0
1671,TAG,738.7 -> 493.5,[TG(42:1)]_FA14:0
1672,TAG,740.7 -> 495.5,[TG(42:0)]_FA14:0
1673,TAG,746.6 -> 501.4,[TG(43:4)]_FA14:0
1674,TAG,748.6 -> 503.4,[TG(43:3)]_FA14:0
1675,TAG,750.7 -> 505.5,[TG(43:2)]_FA14:0
1676,TAG,752.7 -> 507.5,[TG(43:1)]_FA14:0
1677,TAG,754.7 -> 509.5,[TG(43:0)]_FA14:0
1678,TAG,758.6 -> 513.4,[TG(44:5)]_FA14:0
1679,TAG,760.6 -> 515.4,[TG(44:4)]_FA14:0
1680,TAG,762.7 -> 517.5,[TG(44:3)]_FA14:0
1681,TAG,764.7 -> 519.5,[TG(44:2)]_FA14:0
1682,TAG,766.7 -> 521.5,[TG(44:1)]_FA14:0
1683,TAG,768.7 -> 523.5,[TG(44:0)|TG(O-45:0)]_FA14:0
1684,TAG,772.6 -> 527.4,[TG(45:5)]_FA14:0
1685,TAG,774.7 -> 529.5,[TG(45:4)]_FA14:0
1686,TAG,776.7 -> 531.5,[TG(45:3)]_FA14:0
1687,TAG,778.7 -> 533.5,[TG(45:2)]_FA14:0
1688,TAG,780.7 -> 535.5,[TG(45:1)]_FA14:0
1689,TAG,782.7 -> 537.5,[TG(45:0)]_FA14:0
1690,TAG,784.6 -> 539.4,[TG(46:6)]_FA14:0
1691,TAG,786.7 -> 541.5,[TG(46:5)]_FA14:0
1692,TAG,788.7 -> 543.5,[TG(46:4)]_FA14:0
1693,TAG,790.7 -> 545.5,[TG(46:3)]_FA14:0
1694,TAG,792.7 -> 547.5,[TG(46:2)]_FA14:0
1695,TAG,794.7 -> 549.5,[TG(46:1)]_FA14:0
1696,TAG,796.7 -> 551.5,[TG(46:0)]_FA14:0
1697,TAG,798.7 -> 553.5,[TG(47:6)]_FA14:0
1698,TAG,800.7 -> 555.5,[TG(47:5)]_FA14:0
1699,TAG,802.7 -> 557.5,[TG(47:4)]_FA14:0
1700,TAG,804.7 -> 559.5,[TG(47:3)]_FA14:0
1701,TAG,806.7 -> 561.5,[TG(47:2)]_FA14:0
1702,TAG,808.7 -> 563.5,[TG(48:8)|TG(47:1)]_FA14:0
1703,TAG,810.8 -> 565.6,[TG(48:7)|TG(47:0)]_FA14:0
1704,TAG,812.7 -> 567.5,[TG(48:6)]_FA14:0
1705,TAG,814.7 -> 569.5,[TG(48:5)]_FA14:0
1706,TAG,816.7 -> 571.5,[TG(48:4)]_FA14:0
1707,TAG,818.7 -> 573.5,[TG(48:3)]_FA14:0
1708,TAG,820.7 -> 575.5,[TG(48:2)]_FA14:0
1709,TAG,822.8 -> 577.6,[TG(49:8)|TG(48:1)]_FA14:0
1710,TAG,824.8 -> 579.6,[TG(49:7)|TG(48:0)]_FA14:0
1711,TAG,826.7 -> 581.5,[TG(49:6)]_FA14:0
1712,TAG,828.7 -> 583.5,[TG(49:5)]_FA14:0
1713,TAG,830.7 -> 585.5,[TG(49:4)]_FA14:0
1714,TAG,832.7 -> 587.5,[TG(49:3)]_FA14:0
1715,TAG,834.8 -> 589.6,[TG(50:9)|TG(49:2)]_FA14:0
1716,TAG,836.8 -> 591.6,[TG(50:8)|TG(49:1)]_FA14:0
1717,TAG,838.8 -> 593.6,[TG(50:7)|TG(49:0)]_FA14:0
1718,TAG,840.7 -> 595.5,[TG(50:6)]_FA14:0
1719,TAG,842.7 -> 597.5,[TG(50:5)]_FA14:0
1720,TAG,844.7 -> 599.5,[TG(50:4)]_FA14:0
1721,TAG,846.8 -> 601.6,[TG(50:3)]_FA14:0
1722,TAG,848.8 -> 603.6,[TG(51:9)|TG(50:2)]_FA14:0
1723,TAG,850.8 -> 605.6,[TG(51:8)|TG(50:1)]_FA14:0
1724,TAG,852.8 -> 607.6,[TG(51:7)|TG(50:0)]_FA14:0
1725,TAG,854.7 -> 609.5,[TG(51:6)]_FA14:0
1726,TAG,856.7 -> 611.5,[TG(51:5)]_FA14:0
1727,TAG,858.8 -> 613.6,[TG(51:4)]_FA14:0
1728,TAG,860.8 -> 615.6,[TG(52:10)|TG(51:3)]_FA14:0
1729,TAG,862.8 -> 617.6,[TG(52:9)|TG(51:2)]_FA14:0
1730,TAG,864.8 -> 619.6,[TG(52:8)|TG(51:1)]_FA14:0
1731,TAG,866.8 -> 621.6,[TG(52:7)|TG(51:0)]_FA14:0
1732,TAG,868.7 -> 623.5,[TG(52:6)]_FA14:0
1733,TAG,870.8 -> 625.6,[TG(52:5)]_FA14:0
1734,TAG,872.8 -> 627.6,[TG(52:4)]_FA14:0
1735,TAG,874.8 -> 629.6,[TG(53:10)|TG(52:3)]_FA14:0
1736,TAG,876.8 -> 631.6,[TG(53:9)|TG(52:2)]_FA14:0
1737,TAG,878.8 -> 633.6,[TG(53:8)|TG(52:1)]_FA14:0
1738,TAG,880.8 -> 635.6,[TG(53:7)|TG(52:0)]_FA14:0
1739,TAG,882.8 -> 637.6,[TG(53:6)]_FA14:0
1740,TAG,884.8 -> 639.6,[TG(54:12)|TG(53:5)]_FA14:0
1741,TAG,886.8 -> 641.6,[TG(54:11)|TG(53:4)]_FA14:0
1742,TAG,888.8 -> 643.6,[TG(54:10)|TG(53:3)]_FA14:0
1743,TAG,890.8 -> 645.6,[TG(54:9)|TG(53:2)]_FA14:0
1744,TAG,892.8 -> 647.6,[TG(54:8)|TG(53:1)]_FA14:0
1745,TAG,894.8 -> 649.6,[TG(54:7)|TG(53:0)]_FA14:0
1746,TAG,896.8 -> 651.6,[TG(54:6)]_FA14:0
1747,TAG,898.8 -> 653.6,[TG(54:5)]_FA14:0
1748,TAG,900.8 -> 655.6,[TG(55:11)|TG(54:4)]_FA14:0
1749,TAG,902.8 -> 657.6,[TG(55:10)|TG(54:3)]_FA14:0
1750,TAG,904.8 -> 659.6,[TG(55:9)|TG(54:2)]_FA14:0
1751,TAG,906.8 -> 661.6,[TG(55:8)|TG(54:1)]_FA14:0
1752,TAG,908.9 -> 663.7,[TG(55:7)|TG(54:0)]_FA14:0
1753,TAG,910.8 -> 665.6,[TG(56:13)|TG(55:6)]_FA14:0
1754,TAG,912.8 -> 667.6,[TG(56:12)|TG(55:5)]_FA14:0
1755,TAG,914.8 -> 669.6,[TG(56:11)|TG(55:4)]_FA14:0
1756,TAG,916.8 -> 671.6,[TG(56:10)|TG(55:3)]_FA14:0
1757,TAG,918.8 -> 673.6,[TG(56:9)|TG(55:2)]_FA14:0
1758,TAG,920.9 -> 675.7,[TG(56:8)|TG(55:1)]_FA14:0
1759,TAG,922.9 -> 677.7,[TG(56:7)|TG(55:0)]_FA14:0
1760,TAG,924.8 -> 679.6,[TG(56:6)]_FA14:0
1761,TAG,926.8 -> 681.6,[TG(57:12)|TG(56:5)]_FA14:0
1762,TAG,928.8 -> 683.6,[TG(57:11)|TG(56:4)]_FA14:0
1763,TAG,930.8 -> 685.6,[TG(57:10)|TG(56:3)]_FA14:0
1764,TAG,932.9 -> 687.7,[TG(57:9)|TG(56:2)]_FA14:0
1765,TAG,934.9 -> 689.7,[TG(57:8)|TG(56:1)]_FA14:0
1766,TAG,936.9 -> 691.7,[TG(58:14)|TG(57:7)|TG(56:0)]_FA14:0
1767,TAG,938.8 -> 693.6,[TG(58:13)|TG(57:6)]_FA14:0
1768,TAG,940.8 -> 695.6,[TG(58:12)|TG(57:5)]_FA14:0
1769,TAG,942.8 -> 697.6,[TG(58:11)|TG(57:4)]_FA14:0
1770,TAG,944.9 -> 699.7,[TG(58:10)|TG(57:3)]_FA14:0
1771,TAG,946.9 -> 701.7,[TG(58:9)|TG(57:2)]_FA14:0
1772,TAG,948.9 -> 703.7,[TG(58:8)|TG(57:1)]_FA14:0
1773,TAG,950.9 -> 705.7,[TG(58:7)|TG(57:0)]_FA14:0
1774,TAG,952.8 -> 707.6,[TG(59:13)|TG(58:6)]_FA14:0
1775,TAG,954.8 -> 709.6,[TG(59:12)|TG(58:5)]_FA14:0
1776,TAG,956.9 -> 711.7,[TG(59:11)|TG(58:4)]_FA14:0
1777,TAG,958.9 -> 713.7,[TG(59:10)|TG(58:3)]_FA14:0
1778,TAG,960.9 -> 715.7,[TG(59:9)|TG(58:2)]_FA14:0
1779,TAG,962.9 -> 717.7,[TG(60:15)|TG(59:8)|TG(58:1)]_FA14:0
1780,TAG,964.9 -> 719.7,[TG(60:14)|TG(59:7)|TG(58:0)]_FA14:0
1781,TAG,966.8 -> 721.6,[TG(60:13)|TG(59:6)]_FA14:0
1782,TAG,968.9 -> 723.7,[TG(60:12)|TG(59:5)]_FA14:0
1783,TAG,970.9 -> 725.7,[TG(60:11)|TG(59:4)]_FA14:0
1784,TAG,972.9 -> 727.7,[TG(60:10)|TG(59:3)]_FA14:0
1785,TAG,974.9 -> 729.7,[TG(60:9)|TG(59:2)]_FA14:0
1786,TAG,976.9 -> 731.7,[TG(60:8)|TG(59:1)]_FA14:0
1787,TAG,978.9 -> 733.7,[TG(61:14)|TG(60:7)|TG(59:0)]_FA14:0
1788,TAG,980.9 -> 735.7,[TG(61:13)|TG(60:6)]_FA14:0
1789,TAG,982.9 -> 737.7,[TG(61:12)|TG(60:5)]_FA14:0
1790,TAG,984.9 -> 739.7,[TG(61:11)|TG(60:4)]_FA14:0
1791,TAG,986.9 -> 741.7,[TG(61:10)|TG(60:3)]_FA14:0
1792,TAG,988.9 -> 743.7,[TG(62:16)|TG(61:9)|TG(60:2)]_FA14:0
1793,TAG,990.9 -> 745.7,[TG(62:15)|TG(61:8)|TG(60:1)]_FA14:0
1794,TAG,993.0 -> 747.8,[TG(62:14)|TG(61:7)|TG(60:0)]_FA14:0
1795,TAG,994.9 -> 749.7,[TG(62:13)|TG(61:6)]_FA14:0
1796,TAG,996.9 -> 751.7,[TG(62:12)|TG(61:5)]_FA14:0
1797,TAG,998.9 -> 753.7,[TG(62:11)|TG(61:4)]_FA14:0
1798,TAG,1000.9 -> 755.7,[TG(62:10)|TG(61:3)]_FA14:0
1799,TAG,1002.9 -> 757.7,[TG(62:9)|TG(61:2)]_FA14:0
1800,TAG,1005.0 -> 759.8,[TG(62:8)|TG(61:1)]_FA14:0
1801,TAG,1007.0 -> 761.8,[TG(62:7)|TG(61:0)]_FA14:0
1802,TAG,1008.9 -> 763.7,[TG(63:13)|TG(62:6)]_FA14:0
1803,TAG,1010.9 -> 765.7,[TG(63:12)|TG(62:5)]_FA14:0
1804,TAG,1012.9 -> 767.7,[TG(63:11)|TG(62:4)]_FA14:0
1805,TAG,1014.9 -> 769.7,[TG(64:17)|TG(63:10)|TG(62:3)]_FA14:0
1806,TAG,1017.0 -> 771.8,[TG(64:16)|TG(63:9)|TG(62:2)]_FA14:0
1807,TAG,1019.0 -> 773.8,[TG(64:15)|TG(63:8)|TG(62:1)]_FA14:0
1808,TAG,1021.0 -> 775.8,[TG(64:14)|TG(63:7)|TG(62:0)]_FA14:0
1809,TAG,1022.9 -> 777.7,[TG(64:13)|TG(63:6)]_FA14:0
1810,TAG,1024.9 -> 779.7,[TG(64:12)|TG(63:5)]_FA14:0
1811,TAG,1026.9 -> 781.7,[TG(64:11)|TG(63:4)]_FA14:0
1812,TAG,1029.0 -> 783.8,[TG(64:10)|TG(63:3)]_FA14:0
1813,TAG,1031.0 -> 785.8,[TG(64:9)|TG(63:2)]_FA14:0
1814,TAG,1033.0 -> 787.8,[TG(64:8)|TG(63:1)]_FA14:0
1815,TAG,1035.0 -> 789.8,[TG(64:7)|TG(63:0)]_FA14:0
1816,TAG,1036.9 -> 791.7,[TG(64:6)]_FA14:0
1817,TAG,1038.9 -> 793.7,[TG(65:12)|TG(64:5)]_FA14:0
1818,TAG,1041.0 -> 795.8,[TG(66:18)|TG(65:11)|TG(64:4)]_FA14:0
1819,TAG,1043.0 -> 797.8,[TG(66:17)|TG(65:10)|TG(64:3)]_FA14:0
1820,TAG,1045.0 -> 799.8,[TG(66:16)|TG(65:9)|TG(64:2)]_FA14:0
1821,TAG,1047.0 -> 801.8,[TG(66:15)|TG(65:8)|TG(64:1)]_FA14:0
1822,TAG,1049.0 -> 803.8,[TG(66:14)|TG(65:7)|TG(64:0)]_FA14:0
1823,TAG,1050.9 -> 805.7,[TG(66:13)|TG(65:6)]_FA14:0
1824,TAG,1053.0 -> 807.8,[TG(66:12)|TG(65:5)]_FA14:0
1825,TAG,1055.0 -> 809.8,[TG(66:11)|TG(65:4)]_FA14:0
1826,TAG,1057.0 -> 811.8,[TG(66:10)|TG(65:3)]_FA14:0
1827,TAG,1059.0 -> 813.8,[TG(66:9)|TG(65:2)]_FA14:0
1828,TAG,1061.0 -> 815.8,[TG(66:8)|TG(65:1)]_FA14:0
1829,TAG,1062.9 -> 817.7,[TG(65:0)]_FA14:0 | [TG(66:7)]_FA14:0
1830,TAG,1063.0 -> 817.8,[TG(65:0)]_FA14:0 | [TG(66:7)]_FA14:0
1831,TAG,1065.0 -> 819.8,[TG(66:6)]_FA14:0
1832,TAG,1067.0 -> 821.8,[TG(66:5)]_FA14:0
1833,TAG,1069.0 -> 823.8,[TG(66:4)]_FA14:0
1834,TAG,1071.0 -> 825.8,[TG(66:3)]_FA14:0
1835,TAG,1073.0 -> 827.8,[TG(66:2)]_FA14:0
1836,TAG,1075.0 -> 829.8,[TG(66:1)]_FA14:0
1837,TAG,670.6 -> 397.3,[TG(37:0)]_FA16:0
1838,TAG,682.6 -> 409.3,[TG(38:1)]_FA16:0 | DG(40:8)|DG(39:1)_C16:0
1839,TAG,684.6 -> 411.3,[TG(38:0)]_FA16:0
1840,TAG,696.6 -> 423.3,[TG(39:1)]_FA16:0
1841,TAG,698.6 -> 425.3,[TG(39:0)]_FA16:0
1842,TAG,708.6 -> 435.3,[TG(40:2)]_FA16:0
1843,TAG,710.6 -> 437.3,[TG(40:1)]_FA16:0
1844,TAG,712.6 -> 439.3,[TG(40:0)]_FA16:0
1845,TAG,722.6 -> 449.3,[TG(41:2)]_FA16:0
1846,TAG,724.6 -> 451.3,[TG(41:1)]_FA16:0
1847,TAG,726.7 -> 453.4,[TG(41:0)]_FA16:0 | DG(42:0)_C16:0
1848,TAG,732.6 -> 459.3,[TG(42:4)]_FA16:0
1849,TAG,734.6 -> 461.3,[TG(42:3)]_FA16:0
1850,TAG,736.6 -> 463.3,[TG(42:2)]_FA16:0
1851,TAG,738.7 -> 465.4,[TG(42:1)]_FA16:0 | DG(44:8)|DG(43:1)_C16:0
1852,TAG,740.7 -> 467.4,[TG(42:0)]_FA16:0 | DG(44:7)|DG(43:0)_C16:0
1853,TAG,746.6 -> 473.3,[TG(43:4)]_FA16:0
1854,TAG,748.6 -> 475.3,[TG(43:3)]_FA16:0
1855,TAG,750.7 -> 477.4,[TG(43:2)]_FA16:0 | DG(44:2)_C16:0
1856,TAG,752.7 -> 479.4,[TG(43:1)]_FA16:0 | DG(44:1)_C16:0
1857,TAG,754.7 -> 481.4,[TG(43:0)]_FA16:0 | DG(44:0)_C16:0
1858,TAG,758.6 -> 485.3,[TG(44:5)]_FA16:0
1859,TAG,760.6 -> 487.3,[TG(44:4)]_FA16:0
1860,TAG,762.7 -> 489.4,[TG(44:3)]_FA16:0
1861,TAG,764.7 -> 491.4,[TG(44:2)]_FA16:0
1862,TAG,766.7 -> 493.4,[TG(44:1)]_FA16:0
1863,TAG,768.7 -> 495.4,[TG(44:0)|TG(O-45:0)]_FA16:0
1864,TAG,772.6 -> 499.3,[TG(45:5)]_FA16:0
1865,TAG,774.7 -> 501.4,[TG(45:4)]_FA16:0
1866,TAG,776.7 -> 503.4,[TG(45:3)]_FA16:0
1867,TAG,778.7 -> 505.4,[TG(45:2)]_FA16:0
1868,TAG,780.7 -> 507.4,[TG(45:1)]_FA16:0
1869,TAG,782.7 -> 509.4,[TG(45:0)]_FA16:0
1870,TAG,784.6 -> 511.3,[TG(46:6)]_FA16:0
1871,TAG,786.7 -> 513.4,[TG(46:5)]_FA16:0
1872,TAG,788.7 -> 515.4,[TG(46:4)]_FA16:0
1873,TAG,790.7 -> 517.4,[TG(46:3)]_FA16:0
1874,TAG,792.7 -> 519.4,[TG(46:2)]_FA16:0
1875,TAG,794.7 -> 521.4,[TG(46:1)]_FA16:0
1876,TAG,796.7 -> 523.4,[TG(46:0)]_FA16:0
1877,TAG,798.7 -> 525.4,[TG(47:6)]_FA16:0
1878,TAG,800.7 -> 527.4,[TG(47:5)]_FA16:0
1879,TAG,802.7 -> 529.4,[TG(47:4)]_FA16:0
1880,TAG,804.7 -> 531.4,[TG(47:3)]_FA16:0
1881,TAG,806.7 -> 533.4,[TG(47:2)]_FA16:0
1882,TAG,808.7 -> 535.4,[TG(48:8)|TG(47:1)]_FA16:0
1883,TAG,810.8 -> 537.5,[TG(48:7)|TG(47:0)]_FA16:0
1884,TAG,812.7 -> 539.4,[TG(48:6)]_FA16:0
1885,TAG,814.7 -> 541.4,[TG(48:5)]_FA16:0
1886,TAG,816.7 -> 543.4,[TG(48:4)]_FA16:0
1891,TAG,826.7 -> 553.4,[TG(49:6)]_FA16:0
1892,TAG,828.7 -> 555.4,[TG(49:5)]_FA16:0
1893,TAG,830.7 -> 557.4,[TG(49:4)]_FA16:0
1894,TAG,832.7 -> 559.4,[TG(49:3)]_FA16:0
1895,TAG,834.8 -> 561.5,[TG(50:9)|TG(49:2)]_FA16:0
1896,TAG,836.8 -> 563.5,[TG(50:8)|TG(49:1)]_FA16:0
1897,TAG,838.8 -> 565.5,[TG(50:7)|TG(49:0)]_FA16:0
1898,TAG,840.7 -> 567.4,[TG(50:6)]_FA16:0
1899,TAG,842.7 -> 569.4,[TG(50:5)]_FA16:0
1900,TAG,844.7 -> 571.4,[TG(50:4)]_FA16:0
1905,TAG,854.7 -> 581.4,[TG(51:6)]_FA16:0
1906,TAG,856.7 -> 583.4,[TG(51:5)]_FA16:0
1907,TAG,858.8 -> 585.5,[TG(51:4)]_FA16:0
1908,TAG,860.8 -> 587.5,[TG(52:10)|TG(51:3)]_FA16:0
1909,TAG,862.8 -> 589.5,[TG(52:9)|TG(51:2)]_FA16:0
1910,TAG,864.8 -> 591.5,[TG(52:8)|TG(51:1)]_FA16:0
1911,TAG,866.8 -> 593.5,[TG(52:7)|TG(51:0)]_FA16:0
1919,TAG,882.8 -> 609.5,[TG(53:6)]_FA16:0
1920,TAG,884.8 -> 611.5,[TG(54:12)|TG(53:5)]_FA16:0
1921,TAG,886.8 -> 613.5,[TG(54:11)|TG(53:4)]_FA16:0
1922,TAG,888.8 -> 615.5,[TG(54:10)|TG(53:3)]_FA16:0
1923,TAG,890.8 -> 617.5,[TG(54:9)|TG(53:2)]_FA16:0
1933,TAG,910.8 -> 637.5,[TG(56:13)|TG(55:6)]_FA16:0
1934,TAG,912.8 -> 639.5,[TG(56:12)|TG(55:5)]_FA16:0
1935,TAG,914.8 -> 641.5,[TG(56:11)|TG(55:4)]_FA16:0
1936,TAG,916.8 -> 643.5,[TG(56:10)|TG(55:3)]_FA16:0
1937,TAG,918.8 -> 645.5,[TG(56:9)|TG(55:2)]_FA16:0
1947,TAG,938.8 -> 665.5,[TG(58:13)|TG(57:6)]_FA16:0
1948,TAG,940.8 -> 667.5,[TG(58:12)|TG(57:5)]_FA16:0
1949,TAG,942.8 -> 669.5,[TG(58:11)|TG(57:4)]_FA16:0
1961,TAG,966.8 -> 693.5,[TG(60:13)|TG(59:6)]_FA16:0
1975,TAG,994.9 -> 721.6,[TG(62:13)|TG(61:6)]_FA16:0
1976,TAG,996.9 -> 723.6,[TG(62:12)|TG(61:5)]_FA16:0
1977,TAG,998.9 -> 725.6,[TG(62:11)|TG(61:4)]_FA16:0
1978,TAG,1000.9 -> 727.6,[TG(62:10)|TG(61:3)]_FA16:0
1979,TAG,1002.9 -> 729.6,[TG(62:9)|TG(61:2)]_FA16:0
1980,TAG,1005.0 -> 731.7,[TG(62:8)|TG(61:1)]_FA16:0
1981,TAG,1007.0 -> 733.7,[TG(62:7)|TG(61:0)]_FA16:0
1982,TAG,1008.9 -> 735.6,[TG(63:13)|TG(62:6)]_FA16:0
1983,TAG,1010.9 -> 737.6,[TG(63:12)|TG(62:5)]_FA16:0
1984,TAG,1012.9 -> 739.6,[TG(63:11)|TG(62:4)]_FA16:0
1985,TAG,1014.9 -> 741.6,[TG(64:17)|TG(63:10)|TG(62:3)]_FA16:0
1986,TAG,1017.0 -> 743.7,[TG(64:16)|TG(63:9)|TG(62:2)]_FA16:0
1987,TAG,1019.0 -> 745.7,[TG(64:15)|TG(63:8)|TG(62:1)]_FA16:0
1988,TAG,1021.0 -> 747.7,[TG(64:14)|TG(63:7)|TG(62:0)]_FA16:0
1989,TAG,1022.9 -> 749.6,[TG(64:13)|TG(63:6)]_FA16:0
1990,TAG,1024.9 -> 751.6,[TG(64:12)|TG(63:5)]_FA16:0
1991,TAG,1026.9 -> 753.6,[TG(64:11)|TG(63:4)]_FA16:0
1992,TAG,1029.0 -> 755.7,[TG(64:10)|TG(63:3)]_FA16:0
1993,TAG,1031.0 -> 757.7,[TG(64:9)|TG(63:2)]_FA16:0
1994,TAG,1033.0 -> 759.7,[TG(64:8)|TG(63:1)]_FA16:0
1995,TAG,1035.0 -> 761.7,[TG(64:7)|TG(63:0)]_FA16:0
1996,TAG,1036.9 -> 763.6,[TG(64:6)]_FA16:0
1997,TAG,1038.9 -> 765.6,[TG(65:12)|TG(64:5)]_FA16:0
1998,TAG,1041.0 -> 767.7,[TG(66:18)|TG(65:11)|TG(64:4)]_FA16:0
1999,TAG,1043.0 -> 769.7,[TG(66:17)|TG(65:10)|TG(64:3)]_FA16:0
2000,TAG,1045.0 -> 771.7,[TG(66:16)|TG(65:9)|TG(64:2)]_FA16:0
2001,TAG,1047.0 -> 773.7,[TG(66:15)|TG(65:8)|TG(64:1)]_FA16:0
2002,TAG,1049.0 -> 775.7,[TG(66:14)|TG(65:7)|TG(64:0)]_FA16:0
2003,TAG,1050.9 -> 777.6,[TG(66:13)|TG(65:6)]_FA16:0
2004,TAG,1053.0 -> 779.7,[TG(66:12)|TG(65:5)]_FA16:0
2005,TAG,1055.0 -> 781.7,[TG(66:11)|TG(65:4)]_FA16:0
2006,TAG,1057.0 -> 783.7,[TG(66:10)|TG(65:3)]_FA16:0
2007,TAG,1059.0 -> 785.7,[TG(66:9)|TG(65:2)]_FA16:0
2008,TAG,1061.0 -> 787.7,[TG(66:8)|TG(65:1)]_FA16:0
2009,TAG,1062.9 -> 789.6,[TG(66:7)]_FA16:0
2010,TAG,1063.0 -> 789.7,[TG(65:0)]_FA16:0
2011,TAG,1065.0 -> 791.7,[TG(66:6)]_FA16:0
2012,TAG,1067.0 -> 793.7,[TG(66:5)]_FA16:0
2013,TAG,1069.0 -> 795.7,[TG(66:4)]_FA16:0
2014,TAG,1071.0 -> 797.7,[TG(66:3)]_FA16:0
2015,TAG,1073.0 -> 799.7,[TG(66:2)]_FA16:0
