IDs,Names,Lipid,Transition,Class
"LMGL03014175, LMGL03014176, LMGL03014249, LMGL03014201, LMGL03013691","TG(14:0/15:0/18:3(6Z,9Z,12Z))[iso6], TG(14:0/15:0/18:3(9Z,12Z,15Z))[iso6], TG(14:0/16:1(9Z)/17:2(9Z,12Z))[iso6], TG(14:0/15:1(9Z)/18:2(9Z,12Z))[iso6], TG(13:0/14:0/20:3(8Z,11Z,14Z))[iso6]",[TG(47:3)]_FA14:0,804.7 -> 559.5,TG
"LMGL03014200, LMGL03013690, LMGL03014224, LMGL03014151, LMGL03014174, LMGL03014248","TG(14:0/15:1(9Z)/18:1(9Z))[iso6], TG(13:0/14:0/20:2(11Z,14Z))[iso6], TG(14:0/16:0/17:2(9Z,12Z))[iso6], TG(14:0/14:1(9Z)/19:1(9Z))[iso6], TG(14:0/15:0/18:2(9Z,12Z))[iso6], TG(14:0/16:1(9Z)/17:1(9Z))[iso6]",[TG(47:2)]_FA14:0,806.7 -> 561.5,TG
"LMGL03013689, LMGL03012768, LMGL03014199, LMGL03014150, LMGL03014247, LMGL03014173, LMGL03014223","TG(13:0/14:0/20:1(11Z))[iso6], TG(14:0/14:0/19:1(9Z))[iso3], TG(14:0/15:1(9Z)/18:0)[iso6], TG(14:0/14:1(9Z)/19:0)[iso6], TG(14:0/16:1(9Z)/17:0)[iso6], TG(14:0/15:0/18:1(9Z))[iso6], TG(14:0/16:0/17:1(9Z))[iso6]",[TG(48:8)|TG(47:1)]_FA14:0,808.7 -> 563.5,TG
"LMGL03012767, LMGL03013230, LMGL03013688, LMGL03014172, LMGL03014222","TG(14:0/14:0/19:0)[iso3], TG(12:0/14:0/21:0)[iso6], TG(13:0/14:0/20:0)[iso6], TG(14:0/15:0/18:0)[iso6], TG(14:0/16:0/17:0)[iso6]",[TG(48:7)|TG(47:0)]_FA14:0,810.8 -> 565.6,TG
"LMGL03014157, LMGL03013237","TG(14:0/14:1(9Z)/20:5(5Z,8Z,11Z,14Z,17Z))[iso6], TG(12:0/14:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6]",[TG(48:6)]_FA14:0,812.7 -> 567.5,TG
"LMGL03012774, LMGL03014156, LMGL03013236, LMGL03014255","TG(14:0/14:0/20:5(5Z,8Z,11Z,14Z,17Z))[iso3], TG(14:0/14:1(9Z)/20:4(5Z,8Z,11Z,14Z))[iso6], TG(12:0/14:0/22:5(7Z,10Z,13Z,16Z,19Z))[iso6], TG(14:0/16:1(9Z)/18:4(6Z,9Z,12Z,15Z))[iso6]",[TG(48:5)]_FA14:0,814.7 -> 569.5,TG
"LMGL03014155, LMGL03012773, LMGL03014230, LMGL03014253, LMGL03013235, LMGL03014254, LMGL03012790","TG(14:0/14:1(9Z)/20:3(8Z,11Z,14Z))[iso6], TG(14:0/14:0/20:4(5Z,8Z,11Z,14Z))[iso3], TG(14:0/16:0/18:4(6Z,9Z,12Z,15Z))[iso6], TG(14:0/16:1(9Z)/18:3(6Z,9Z,12Z))[iso6], TG(12:0/14:0/22:4(7Z,10Z,13Z,16Z))[iso6], TG(14:0/16:1(9Z)/18:3(9Z,12Z,15Z))[iso6], TG(14:0/17:2(9Z,12Z)/17:2(9Z,12Z))[iso3]",[TG(48:4)]_FA14:0,816.7 -> 571.5,TG
"LMGL03012788, LMGL03013231, LMGL03014178, LMGL03014225, LMGL03013694, LMGL03012769","TG(14:0/17:0/17:0)[iso3], TG(12:0/14:0/22:0)[iso6], TG(14:0/15:0/19:0)[iso6], TG(14:0/16:0/18:0)[iso6], TG(13:0/14:0/21:0)[iso6], TG(14:0/14:0/20:0)[iso3]",[TG(49:7)|TG(48:0)]_FA14:0,824.8 -> 579.6,TG
"LMGL03014324, LMGL03013701, LMGL03014212","TG(14:0/17:2(9Z,12Z)/18:4(6Z,9Z,12Z,15Z))[iso6], TG(13:0/14:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6], TG(14:0/15:1(9Z)/20:5(5Z,8Z,11Z,14Z,17Z))[iso6]",[TG(49:6)]_FA14:0,826.7 -> 581.5,TG
"LMGL03014322, LMGL03014211, LMGL03014185, LMGL03014323, LMGL03013700, LMGL03014302","TG(14:0/17:2(9Z,12Z)/18:3(6Z,9Z,12Z))[iso6], TG(14:0/15:1(9Z)/20:4(5Z,8Z,11Z,14Z))[iso6], TG(14:0/15:0/20:5(5Z,8Z,11Z,14Z,17Z))[iso6], TG(14:0/17:2(9Z,12Z)/18:3(9Z,12Z,15Z))[iso6], TG(13:0/14:0/22:5(7Z,10Z,13Z,16Z,19Z))[iso6], TG(14:0/17:1(9Z)/18:4(6Z,9Z,12Z,15Z))[iso6]",[TG(49:5)]_FA14:0,828.7 -> 583.5,TG
"LMGL03014300, LMGL03014210, LMGL03013699, LMGL03014301, LMGL03014321, LMGL03014279, LMGL03014184","TG(14:0/17:1(9Z)/18:3(6Z,9Z,12Z))[iso6], TG(14:0/15:1(9Z)/20:3(8Z,11Z,14Z))[iso6], TG(13:0/14:0/22:4(7Z,10Z,13Z,16Z))[iso6], TG(14:0/17:1(9Z)/18:3(9Z,12Z,15Z))[iso6], TG(14:0/17:2(9Z,12Z)/18:2(9Z,12Z))[iso6], TG(14:0/17:0/18:4(6Z,9Z,12Z,15Z))[iso6], TG(14:0/15:0/20:4(5Z,8Z,11Z,14Z))[iso6]",[TG(49:4)]_FA14:0,830.7 -> 585.5,TG
"LMGL03014299, LMGL03014277, LMGL03013698, LMGL03014183, LMGL03014278, LMGL03014209, LMGL03014320","TG(14:0/17:1(9Z)/18:2(9Z,12Z))[iso6], TG(14:0/17:0/18:3(6Z,9Z,12Z))[iso6], TG(13:0/14:0/22:3(10Z,13Z,16Z))[iso6], TG(14:0/15:0/20:3(8Z,11Z,14Z))[iso6], TG(14:0/17:0/18:3(9Z,12Z,15Z))[iso6], TG(14:0/15:1(9Z)/20:2(11Z,14Z))[iso6], TG(14:0/17:2(9Z,12Z)/18:1(9Z))[iso6]",[TG(49:3)]_FA14:0,832.7 -> 587.5,TG
"LMGL03014257, LMGL03014276, LMGL03014298, LMGL03013697, LMGL03014182, LMGL03014208, LMGL03014319","TG(14:0/16:1(9Z)/19:1(9Z))[iso6], TG(14:0/17:0/18:2(9Z,12Z))[iso6], TG(14:0/17:1(9Z)/18:1(9Z))[iso6], TG(13:0/14:0/22:2(13Z,16Z))[iso6], TG(14:0/15:0/20:2(11Z,14Z))[iso6], TG(14:0/15:1(9Z)/20:1(11Z))[iso6], TG(14:0/17:2(9Z,12Z)/18:0)[iso6]",[TG(50:9)|TG(49:2)]_FA14:0,834.8 -> 589.6,TG
"LMGL03012796, LMGL03014207, LMGL03014181, LMGL03014256, LMGL03013696, LMGL03014158, LMGL03014297, LMGL03014275, LMGL03014232","TG(14:0/18:4(6Z,9Z,12Z,15Z)/18:4(6Z,9Z,12Z,15Z))[iso3], TG(14:0/15:1(9Z)/20:0)[iso6], TG(14:0/15:0/20:1(11Z))[iso6], TG(14:0/16:1(9Z)/19:0)[iso6], TG(13:0/14:0/22:1(11Z))[iso6], TG(14:0/14:1(9Z)/21:0)[iso6], TG(14:0/17:1(9Z)/18:0)[iso6], TG(14:0/17:0/18:1(9Z))[iso6], TG(14:0/16:0/19:1(9Z))[iso6]",[TG(50:8)|TG(49:1)]_FA14:0,836.8 -> 591.6,TG
"LMGL03014419, LMGL03014165, LMGL03014402, LMGL03014180, LMGL03013695, LMGL03014231, LMGL03014274, LMGL03012775","TG(14:0/18:3(9Z,12Z,15Z)/18:4(6Z,9Z,12Z,15Z))[iso6], TG(14:0/14:1(9Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6], TG(14:0/18:3(6Z,9Z,12Z)/18:4(6Z,9Z,12Z,15Z))[iso6], TG(14:0/15:0/20:0)[iso6], TG(13:0/14:0/22:0)[iso6], TG(14:0/16:0/19:0)[iso6], TG(14:0/17:0/18:0)[iso6], TG(14:0/14:0/21:0)[iso3]",[TG(50:7)|TG(49:0)]_FA14:0,838.8 -> 593.6,TG
"LMGL03012794, LMGL03014384, LMGL03014401, LMGL03014263, LMGL03012795, LMGL03012782, LMGL03014164","TG(14:0/18:3(6Z,9Z,12Z)/18:3(6Z,9Z,12Z))[iso3], TG(14:0/18:2(9Z,12Z)/18:4(6Z,9Z,12Z,15Z))[iso6], TG(14:0/18:3(6Z,9Z,12Z)/18:3(9Z,12Z,15Z))[iso6], TG(14:0/16:1(9Z)/20:5(5Z,8Z,11Z,14Z,17Z))[iso6], TG(14:0/18:3(9Z,12Z,15Z)/18:3(9Z,12Z,15Z))[iso3], TG(14:0/14:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso3], TG(14:0/14:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z))[iso6]",[TG(50:6)]_FA14:0,840.7 -> 595.5,TG
"LMGL03014365, LMGL03014163, LMGL03012781, LMGL03014238, LMGL03014262, LMGL03014383, LMGL03014382","TG(14:0/18:1(9Z)/18:4(6Z,9Z,12Z,15Z))[iso6], TG(14:0/14:1(9Z)/22:4(7Z,10Z,13Z,16Z))[iso6], TG(14:0/14:0/22:5(7Z,10Z,13Z,16Z,19Z))[iso3], TG(14:0/16:0/20:5(5Z,8Z,11Z,14Z,17Z))[iso6], TG(14:0/16:1(9Z)/20:4(5Z,8Z,11Z,14Z))[iso6], TG(14:0/18:2(9Z,12Z)/18:3(9Z,12Z,15Z))[iso6], TG(14:0/18:2(9Z,12Z)/18:3(6Z,9Z,12Z))[iso6]",[TG(50:5)]_FA14:0,842.7 -> 597.5,TG
"LMGL03012779, LMGL03014236, LMGL03014344, LMGL03014343, LMGL03014326, LMGL03014362, LMGL03014260, LMGL03014161","TG(14:0/14:0/22:3(10Z,13Z,16Z))[iso3], TG(14:0/16:0/20:3(8Z,11Z,14Z))[iso6], TG(14:0/18:0/18:3(9Z,12Z,15Z))[iso6], TG(14:0/18:0/18:3(6Z,9Z,12Z))[iso6], TG(14:0/17:2(9Z,12Z)/19:1(9Z))[iso6], TG(14:0/18:1(9Z)/18:2(9Z,12Z))[iso6], TG(14:0/16:1(9Z)/20:2(11Z,14Z))[iso6], TG(14:0/14:1(9Z)/22:2(13Z,16Z))[iso6]",[TG(50:3)]_FA14:0,846.8 -> 601.6,TG
"LMGL03014341, LMGL03014213, LMGL03012777, LMGL03014303, LMGL03014281, LMGL03014159, LMGL03014258, LMGL03014234","TG(14:0/18:0/18:1(9Z))[iso6], TG(14:0/15:1(9Z)/21:0)[iso6], TG(14:0/14:0/22:1(11Z))[iso3], TG(14:0/17:1(9Z)/19:0)[iso6], TG(14:0/17:0/19:1(9Z))[iso6], TG(14:0/14:1(9Z)/22:0)[iso6], TG(14:0/16:1(9Z)/20:0)[iso6], TG(14:0/16:0/20:1(11Z))[iso6]",[TG(51:8)|TG(50:1)]_FA14:0,850.8 -> 605.6,TG
"LMGL03014220, LMGL03014332, LMGL03014233, LMGL03014186, LMGL03014280, LMGL03012776, LMGL03012791","TG(14:0/15:1(9Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6], TG(14:0/17:2(9Z,12Z)/20:5(5Z,8Z,11Z,14Z,17Z))[iso6], TG(14:0/16:0/20:0)[iso6], TG(14:0/15:0/21:0)[iso6], TG(14:0/17:0/19:0)[iso6], TG(14:0/14:0/22:0)[iso3], TG(14:0/18:0/18:0)[iso3]",[TG(51:7)|TG(50:0)]_FA14:0,852.8 -> 607.6,TG
"LMGL03014331, LMGL03014310, LMGL03014193, LMGL03014219","TG(14:0/17:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z))[iso6], TG(14:0/17:1(9Z)/20:5(5Z,8Z,11Z,14Z,17Z))[iso6], TG(14:0/15:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6], TG(14:0/15:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z))[iso6]",[TG(51:6)]_FA14:0,854.7 -> 609.5,TG
"LMGL03014437, LMGL03014287, LMGL03014330, LMGL03014309, LMGL03014218, LMGL03014192","TG(14:0/18:4(6Z,9Z,12Z,15Z)/19:1(9Z))[iso6], TG(14:0/17:0/20:5(5Z,8Z,11Z,14Z,17Z))[iso6], TG(14:0/17:2(9Z,12Z)/20:3(8Z,11Z,14Z))[iso6], TG(14:0/17:1(9Z)/20:4(5Z,8Z,11Z,14Z))[iso6], TG(14:0/15:1(9Z)/22:4(7Z,10Z,13Z,16Z))[iso6], TG(14:0/15:0/22:5(7Z,10Z,13Z,16Z,19Z))[iso6]",[TG(51:5)]_FA14:0,856.7 -> 611.5,TG
"LMGL03014436, LMGL03014329, LMGL03014191, LMGL03014286, LMGL03014308, LMGL03014404, LMGL03014217, LMGL03014421","TG(14:0/18:4(6Z,9Z,12Z,15Z)/19:0)[iso6], TG(14:0/17:2(9Z,12Z)/20:2(11Z,14Z))[iso6], TG(14:0/15:0/22:4(7Z,10Z,13Z,16Z))[iso6], TG(14:0/17:0/20:4(5Z,8Z,11Z,14Z))[iso6], TG(14:0/17:1(9Z)/20:3(8Z,11Z,14Z))[iso6], TG(14:0/18:3(6Z,9Z,12Z)/19:1(9Z))[iso6], TG(14:0/15:1(9Z)/22:3(10Z,13Z,16Z))[iso6], TG(14:0/18:3(9Z,12Z,15Z)/19:1(9Z))[iso6]",[TG(51:4)]_FA14:0,858.8 -> 613.6,TG
"LMGL03014307, LMGL03014403, LMGL03014190, LMGL03014386, LMGL03014216, LMGL03014420, LMGL03014328, LMGL03014285","TG(14:0/17:1(9Z)/20:2(11Z,14Z))[iso6], TG(14:0/18:3(6Z,9Z,12Z)/19:0)[iso6], TG(14:0/15:0/22:3(10Z,13Z,16Z))[iso6], TG(14:0/18:2(9Z,12Z)/19:1(9Z))[iso6], TG(14:0/15:1(9Z)/22:2(13Z,16Z))[iso6], TG(14:0/18:3(9Z,12Z,15Z)/19:0)[iso6], TG(14:0/17:2(9Z,12Z)/20:1(11Z))[iso6], TG(14:0/17:0/20:3(8Z,11Z,14Z))[iso6]",[TG(52:10)|TG(51:3)]_FA14:0,860.8 -> 615.6,TG
"LMGL03014443, LMGL03014215, LMGL03014327, LMGL03014367, LMGL03014385, LMGL03014284, LMGL03014306, LMGL03014189","TG(14:0/18:4(6Z,9Z,12Z,15Z)/20:5(5Z,8Z,11Z,14Z,17Z))[iso6], TG(14:0/15:1(9Z)/22:1(11Z))[iso6], TG(14:0/17:2(9Z,12Z)/20:0)[iso6], TG(14:0/18:1(9Z)/19:1(9Z))[iso6], TG(14:0/18:2(9Z,12Z)/19:0)[iso6], TG(14:0/17:0/20:2(11Z,14Z))[iso6], TG(14:0/17:1(9Z)/20:1(11Z))[iso6], TG(14:0/15:0/22:2(13Z,16Z))[iso6]",[TG(52:9)|TG(51:2)]_FA14:0,862.8 -> 617.6,TG
"LMGL03014442, LMGL03014410, LMGL03014427, LMGL03014347, LMGL03014214, LMGL03014366, LMGL03014188, LMGL03014305, LMGL03014283, LMGL03014264","TG(14:0/18:4(6Z,9Z,12Z,15Z)/20:4(5Z,8Z,11Z,14Z))[iso6], TG(14:0/18:3(6Z,9Z,12Z)/20:5(5Z,8Z,11Z,14Z,17Z))[iso6], TG(14:0/18:3(9Z,12Z,15Z)/20:5(5Z,8Z,11Z,14Z,17Z))[iso6], TG(14:0/18:0/19:1(9Z))[iso6], TG(14:0/15:1(9Z)/22:0)[iso6], TG(14:0/18:1(9Z)/19:0)[iso6], TG(14:0/15:0/22:1(11Z))[iso6], TG(14:0/17:1(9Z)/20:0)[iso6], TG(14:0/17:0/20:1(11Z))[iso6], TG(14:0/16:1(9Z)/21:0)[iso6]",[TG(52:8)|TG(51:1)]_FA14:0,864.8 -> 619.6,TG
"LMGL03014271, LMGL03014409, LMGL03014426, LMGL03014392, LMGL03014441, LMGL03014239, LMGL03014346, LMGL03014282, LMGL03014187","TG(14:0/16:1(9Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6], TG(14:0/18:3(6Z,9Z,12Z)/20:4(5Z,8Z,11Z,14Z))[iso6], TG(14:0/18:3(9Z,12Z,15Z)/20:4(5Z,8Z,11Z,14Z))[iso6], TG(14:0/18:2(9Z,12Z)/20:5(5Z,8Z,11Z,14Z,17Z))[iso6], TG(14:0/18:4(6Z,9Z,12Z,15Z)/20:3(8Z,11Z,14Z))[iso6], TG(14:0/16:0/21:0)[iso6], TG(14:0/18:0/19:0)[iso6], TG(14:0/17:0/20:0)[iso6], TG(14:0/15:0/22:0)[iso6]",[TG(52:7)|TG(51:0)]_FA14:0,866.8 -> 621.6,TG
"LMGL03014370, LMGL03014243, LMGL03014405, LMGL03014351, LMGL03014422, LMGL03014267, LMGL03014388","TG(14:0/18:1(9Z)/20:2(11Z,14Z))[iso6], TG(14:0/16:0/22:3(10Z,13Z,16Z))[iso6], TG(14:0/18:3(6Z,9Z,12Z)/20:0)[iso6], TG(14:0/18:0/20:3(8Z,11Z,14Z))[iso6], TG(14:0/18:3(9Z,12Z,15Z)/20:0)[iso6], TG(14:0/16:1(9Z)/22:2(13Z,16Z))[iso6], TG(14:0/18:2(9Z,12Z)/20:1(11Z))[iso6]",[TG(53:10)|TG(52:3)]_FA14:0,874.8 -> 629.6,TG
"LMGL03014340, LMGL03014452, LMGL03014311, LMGL03014241, LMGL03014349, LMGL03014368, LMGL03014265","TG(14:0/17:2(9Z,12Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6], TG(14:0/19:0/19:1(9Z))[iso6], TG(14:0/17:1(9Z)/21:0)[iso6], TG(14:0/16:0/22:1(11Z))[iso6], TG(14:0/18:0/20:1(11Z))[iso6], TG(14:0/18:1(9Z)/20:0)[iso6], TG(14:0/16:1(9Z)/22:0)[iso6]",[TG(53:8)|TG(52:1)]_FA14:0,878.8 -> 633.6,TG
"LMGL03014472, LMGL03014338, LMGL03014295, LMGL03014317","TG(14:0/19:1(9Z)/20:5(5Z,8Z,11Z,14Z,17Z))[iso6], TG(14:0/17:2(9Z,12Z)/22:4(7Z,10Z,13Z,16Z))[iso6], TG(14:0/17:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6], TG(14:0/17:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z))[iso6]",[TG(53:6)]_FA14:0,882.8 -> 637.6,TG
"LMGL03014337, LMGL03014458, LMGL03014294, LMGL03014316, LMGL03014471","TG(14:0/17:2(9Z,12Z)/22:3(10Z,13Z,16Z))[iso6], TG(14:0/19:0/20:5(5Z,8Z,11Z,14Z,17Z))[iso6], TG(14:0/17:0/22:5(7Z,10Z,13Z,16Z,19Z))[iso6], TG(14:0/17:1(9Z)/22:4(7Z,10Z,13Z,16Z))[iso6], TG(14:0/19:1(9Z)/20:4(5Z,8Z,11Z,14Z))[iso6]",[TG(54:12)|TG(53:5)]_FA14:0,884.8 -> 639.6,TG
