,Lipid,Parent_Ion,Product_Ion,Intensity,Transition,Class,Sample_ID,Sample Name,Cage,Position,Dilution Factor,Sex2,Sex,Genotype,Brain Region,method_type,Blank Subtraction,subclasses,chain_length,saturation,between_parenthese,FA_Chain
1346,PG(39:4)|PG(O-40:4)|PG(P-40:3),830.0,641.0,79583.50561523438,830.0 -> 641.0,PG,PG_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PG,0.0,PG(P-,PG(P-,4,(39:4),
1347,PG(40:10)|PG(39:3)|PG(O-40:3)|PG(P-40:2),832.0,643.0,72625.84503173828,832.0 -> 643.0,PG,PG_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PG,0.0,PG(P-,PG(P-,10,(40:10),
1348,PG(40:9)|PG(39:2)|PG(O-40:2)|PG(P-40:1),834.0,645.0,67170.68444824219,834.0 -> 645.0,PG,PG_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PG,0.0,PG(P-,PG(P-,9,(40:9),
1349,PG(39:1)|PG(O-40:1)|PG(P-40:0),836.0,647.0,81337.94543457031,836.0 -> 647.0,PG,PG_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PG,0.0,PG(P-,PG(P-,1,(39:1),
1350,PG(40:7)|PG(39:0)|PG(O-40:0),838.0,649.0,213398.37524414065,838.0 -> 649.0,PG,PG_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PG,0.0,PG(O-,PG(O-,7,(40:7),
1351,PG(40:6),840.0,651.0,6247493.1796875,840.0 -> 651.0,PG,PG_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PG,0.0,PG,PG,6,(40:6),
1352,PG(40:5),842.0,653.0,911319.083984375,842.0 -> 653.0,PG,PG_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PG,0.0,PG,PG,5,(40:5),
1353,PG(40:4),844.0,655.0,462435.61083984375,844.0 -> 655.0,PG,PG_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PG,0.0,PG,PG,4,(40:4),
1354,PG(40:3),846.0,657.0,128192.0086669922,846.0 -> 657.0,PG,PG_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PG,0.0,PG,PG,3,(40:3),
1355,PG(40:2),848.0,659.0,83805.76599121094,848.0 -> 659.0,PG,PG_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PG,0.0,PG,PG,2,(40:2),
1356,PG(40:1)|PG(P-41:0),850.0,661.0,103051.10681152344,850.0 -> 661.0,PG,PG_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PG,0.0,PG(P-,PG(P-,1,(40:1),
1357,PG(41:7)|PG(P-42:6)|PG(40:0)|PG(O-41:0),852.0,663.0,449957.37145996094,852.0 -> 663.0,PG,PG_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PG,0.0,PG(P-,PG(P-,7,(41:7),
1358,PG(41:6)|PG(O-42:6),854.0,665.0,119861.927734375,854.0 -> 665.0,PG,PG_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PG,0.0,PG(O-,PG(O-,6,(41:6),
1359,PG(41:5)|PG(P-42:4),856.0,667.0,80584.32568359375,856.0 -> 667.0,PG,PG_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PG,0.0,PG(P-,PG(P-,5,(41:5),
1360,PG(42:11)|PG(41:4)|PG(O-42:4),858.0,669.0,79008.64611816406,858.0 -> 669.0,PG,PG_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PG,0.0,PG(O-,PG(O-,11,(42:11),
1361,PG(42:10)|PG(41:3)|PG(P-42:2),860.0,671.0,85818.826171875,860.0 -> 671.0,PG,PG_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PG,0.0,PG(P-,PG(P-,10,(42:10),
1362,PG(42:9)|PG(41:2)|PG(O-42:2)|PG(P-42:1),862.0,673.0,108164.8272705078,862.0 -> 673.0,PG,PG_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PG,0.0,PG(P-,PG(P-,9,(42:9),
1363,PG(42:8)|PG(41:1)|PG(O-42:1)|PG(P-42:0),864.0,675.0,81420.12548828125,864.0 -> 675.0,PG,PG_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PG,0.0,PG(P-,PG(P-,8,(42:8),
1364,PG(42:7)|PG(41:0)|PG(O-42:0),866.0,677.0,91029.58642578124,866.0 -> 677.0,PG,PG_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PG,0.0,PG(O-,PG(O-,7,(42:7),
1365,PG(42:6),868.0,679.0,90844.0067138672,868.0 -> 679.0,PG,PG_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PG,0.0,PG,PG,6,(42:6),
1366,PG(42:5),870.0,681.0,67398.12420654297,870.0 -> 681.0,PG,PG_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PG,0.0,PG,PG,5,(42:5),
1367,PG(42:4),872.0,683.0,92617.24725341795,872.0 -> 683.0,PG,PG_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PG,0.0,PG,PG,4,(42:4),
1368,PG(42:3),874.0,685.0,500159.87353515625,874.0 -> 685.0,PG,PG_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PG,0.0,PG,PG,3,(42:3),
1369,PG(42:2),876.0,687.0,113222.04736328124,876.0 -> 687.0,PG,PG_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PG,0.0,PG,PG,2,(42:2),
1370,PG(42:1),878.0,689.0,76322.34600830078,878.0 -> 689.0,PG,PG_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PG,0.0,PG,PG,1,(42:1),
1371,PG(42:0),880.0,691.0,59983.58447265625,880.0 -> 691.0,PG,PG_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PG,0.0,PG,PG,0,(42:0),
1372,PG(43:6),882.0,693.0,60414.323974609375,882.0 -> 693.0,PG,PG_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PG,0.0,PG,PG,6,(43:6),
1373,PG(44:12),884.0,695.0,162836.79052734375,884.0 -> 695.0,PG,PG_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PG,0.0,PG,PG,12,(44:12),
1374,PG(43:4),886.0,697.0,165594.8305053711,886.0 -> 697.0,PG,PG_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PG,0.0,PG,PG,4,(43:4),
1375,PG(44:10),888.0,699.0,225876.27685546875,888.0 -> 699.0,PG,PG_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PG,0.0,PG,PG,10,(44:10),
1376,PG(43:2),890.0,701.0,85783.62609863281,890.0 -> 701.0,PG,PG_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PG,0.0,PG,PG,2,(43:2),
1377,PG(44:8)|PG(43:1),892.0,703.0,59504.303955078125,892.0 -> 703.0,PG,PG_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PG,0.0,PG,PG,8,(44:8),
1378,PG(44:7)|PG(43:0),894.0,705.0,59666.244384765625,894.0 -> 705.0,PG,PG_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PG,0.0,PG,PG,7,(44:7),
1379,PG(44:6),896.0,707.0,46952.7833404541,896.0 -> 707.0,PG,PG_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PG,0.0,PG,PG,6,(44:6),
1380,PG(44:5),898.0,709.0,57887.22397232056,898.0 -> 709.0,PG,PG_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PG,0.0,PG,PG,5,(44:5),
1381,PG(44:4),900.0,711.0,104396.78831481934,900.0 -> 711.0,PG,PG_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PG,0.0,PG,PG,4,(44:4),
1382,PG(44:3),902.0,713.0,79857.08563232422,902.0 -> 713.0,PG,PG_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PG,0.0,PG,PG,3,(44:3),
1383,PG(44:2),904.0,715.0,56028.704277038574,904.0 -> 715.0,PG,PG_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PG,0.0,PG,PG,2,(44:2),
1384,PG(44:1),906.0,717.0,51173.14337921143,906.0 -> 717.0,PG,PG_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PG,0.0,PG,PG,1,(44:1),
1385,PG(44:0),908.0,719.0,49862.34341430664,908.0 -> 719.0,PG,PG_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PG,0.0,PG,PG,0,(44:0),
1386,LPI(12:0),534.2,257.2,59885.80499267578,534.2 -> 257.2,PI,PI_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PI,0.0,LPI,LPI,0,(12:0),
1387,LPI(13:0),548.2,271.2,79126.06549072266,548.2 -> 271.2,PI,PI_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PI,0.0,LPI,LPI,0,(13:0),
1388,LPI(14:1),560.2,283.2,294085.7199707031,560.2 -> 283.2,PI,PI_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PI,0.0,LPI,LPI,1,(14:1),
1389,LPI(14:0),562.3,285.3,65779.84466552734,562.3 -> 285.3,PI,PI_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PI,0.0,LPI,LPI,0,(14:0),
1390,LPI(15:1)|LPI(P-16:0),574.3,297.3,117687.80865478516,574.3 -> 297.3,PI,PI_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PI,0.0,LPI(P-,LPI(P-,1,(15:1),
1391,LPI(15:0)|LPI(O-16:0),576.3,299.3,1790465.060546875,576.3 -> 299.3,PI,PI_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PI,0.0,LPI(O-,LPI(O-,0,(15:0),
1392,LPI(16:1),588.3,311.3,202337.8755493164,588.3 -> 311.3,PI,PI_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PI,0.0,LPI,LPI,1,(16:1),
1393,LPI(16:0),590.3,313.3,104220.28759765624,590.3 -> 313.3,PI,PI_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PI,0.0,LPI,LPI,0,(16:0),
1394,LPI(17:2),600.3,323.3,57386.64422607422,600.3 -> 323.3,PI,PI_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PI,0.0,LPI,LPI,2,(17:2),
1395,LPI(17:1)|LPI(P-18:0),602.3,325.3,46228.92333984375,602.3 -> 325.3,PI,PI_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PI,0.0,LPI(P-,LPI(P-,1,(17:1),
1396,LPI(17:0)|LPI(O-18:0),604.3,327.3,776135.8801269531,604.3 -> 327.3,PI,PI_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PI,0.0,LPI(O-,LPI(O-,0,(17:0),
1397,LPI(18:4),610.3,333.3,38114.06280517578,610.3 -> 333.3,PI,PI_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PI,0.0,LPI,LPI,4,(18:4),
1398,LPI(18:3),612.3,335.3,49682.62371826172,612.3 -> 335.3,PI,PI_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PI,0.0,LPI,LPI,3,(18:3),
1399,LPI(18:2),614.3,337.3,35383.6024017334,614.3 -> 337.3,PI,PI_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PI,0.0,LPI,LPI,2,(18:2),
1400,LPI(18:1),616.3,339.3,64739.804290771484,616.3 -> 339.3,PI,PI_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PI,0.0,LPI,LPI,1,(18:1),
1401,LPI(18:0),618.3,341.3,400843.1767578125,618.3 -> 341.3,PI,PI_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PI,0.0,LPI,LPI,0,(18:0),
1402,LPI(19:1)|LPI(P-20:0),630.4,353.4,54542.76413726807,630.4 -> 353.4,PI,PI_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PI,0.0,LPI(P-,LPI(P-,1,(19:1),
1403,LPI(19:0)|LPI(O-20:0),632.4,355.4,649549.9510498047,632.4 -> 355.4,PI,PI_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PI,0.0,LPI(O-,LPI(O-,0,(19:0),
1404,LPI(20:5),636.3,359.3,51888.90362548828,636.3 -> 359.3,PI,PI_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PI,0.0,LPI,LPI,5,(20:5),
1405,LPI(20:4),638.3,361.3,26896.7419128418,638.3 -> 361.3,PI,PI_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PI,0.0,LPI,LPI,4,(20:4),
1406,LPI(20:3),640.3,363.3,34572.84240722656,640.3 -> 363.3,PI,PI_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PI,0.0,LPI,LPI,3,(20:3),
1407,LPI(20:2),642.3,365.3,38564.18295288086,642.3 -> 365.3,PI,PI_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PI,0.0,LPI,LPI,2,(20:2),
1408,LPI(20:1),644.3,367.3,100334.10778808594,644.3 -> 367.3,PI,PI_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PI,0.0,LPI,LPI,1,(20:1),
1409,LPI(20:0),646.4,369.4,115784.28930664062,646.4 -> 369.4,PI,PI_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PI,0.0,LPI,LPI,0,(20:0),
1410,LPI(21:0),660.4,383.4,268374.52001953125,660.4 -> 383.4,PI,PI_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PI,0.0,LPI,LPI,0,(21:0),
1411,LPI(22:6),662.3,385.3,110897.30786132812,662.3 -> 385.3,PI,PI_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PI,0.0,LPI,LPI,6,(22:6),
1412,LPI(22:4),666.3,389.3,32802.56234741211,666.3 -> 389.3,PI,PI_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PI,0.0,LPI,LPI,4,(22:4),
1413,LPI(22:2),670.4,393.4,29403.062118530277,670.4 -> 393.4,PI,PI_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PI,0.0,LPI,LPI,2,(22:2),
1414,LPI(22:1),672.4,395.4,126827.3486328125,672.4 -> 395.4,PI,PI_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PI,0.0,LPI,LPI,1,(22:1),
1415,LPI(22:0),674.4,397.4,68945.72473144531,674.4 -> 397.4,PI,PI_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PI,0.0,LPI,LPI,0,(22:0),
1416,PI(24:0),716.4,439.4,176133.53344726562,716.4 -> 439.4,PI,PI_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PI,0.0,PI,PI,0,(24:0),
1417,PI(25:0),730.4,453.4,49882.56335449219,730.4 -> 453.4,PI,PI_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PI,0.0,PI,PI,0,(25:0),
1418,PI(26:1),742.4,465.4,107115.38745117188,742.4 -> 465.4,PI,PI_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PI,0.0,PI,PI,1,(26:1),
1419,PI(26:0),744.4,467.4,133953.25,744.4 -> 467.4,PI,PI_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PI,0.0,PI,PI,0,(26:0),
1420,PI(27:1)|PI(P-28:0),756.5,479.5,35374.34262084961,756.5 -> 479.5,PI,PI_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PI,0.0,PI(P-,PI(P-,1,(27:1),
1421,PI(27:0)|PI(O-28:0),758.5,481.5,53437.10363769531,758.5 -> 481.5,PI,PI_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PI,0.0,PI(O-,PI(O-,0,(27:0),
1422,PI(28:2),768.4,491.4,66300.78530883789,768.4 -> 491.4,PI,PI_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PI,0.0,PI,PI,2,(28:2),
1423,PI(28:1)|PI(P-29:0),770.5,493.5,97802.46728515624,770.5 -> 493.5,PI,PI_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PI,0.0,PI(P-,PI(P-,1,(28:1),
1424,PI(28:0)|PI(O-29:0),772.5,495.5,110848.18774414062,772.5 -> 495.5,PI,PI_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PI,0.0,PI(O-,PI(O-,0,(28:0),
1425,PI(29:2)|PI(P-30:1),782.5,505.5,6661615.031005859,782.5 -> 505.5,PI,PI_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PI,0.0,PI(P-,PI(P-,2,(29:2),
1426,PI(29:1)|PI(O-30:1)|PI(P-30:0),784.5,507.5,765987.7363891602,784.5 -> 507.5,PI,PI_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PI,0.0,PI(P-,PI(P-,1,(29:1),
1427,PI(29:0)|PI(O-30:0),786.5,509.5,131479.52954101562,786.5 -> 509.5,PI,PI_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PI,0.0,PI(O-,PI(O-,0,(29:0),
1428,PI(30:4),792.4,515.4,28299.081802368164,792.4 -> 515.4,PI,PI_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PI,0.0,PI,PI,4,(30:4),
1429,PI(30:3),794.4,517.4,77455.48666381836,794.4 -> 517.4,PI,PI_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PI,0.0,PI,PI,3,(30:3),
1430,PI(30:2)|PI(P-31:1),796.5,519.5,231924.0571899414,796.5 -> 519.5,PI,PI_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PI,0.0,PI(P-,PI(P-,2,(30:2),
1431,PI(30:1)|PI(O-31:1)|PI(P-31:0),798.5,521.5,127435.62915039062,798.5 -> 521.5,PI,PI_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PI,0.0,PI(P-,PI(P-,1,(30:1),
1432,PI(30:0)|PI(O-31:0),800.5,523.5,219534.15625,800.5 -> 523.5,PI,PI_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PI,0.0,PI(O-,PI(O-,0,(30:0),
