Sample Name,Cage,Genotype,Sex,Class,Lipid,Transition,Intensity,Blank Subtraction
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,[TG(50:4)]_FA16:1,844.7 -> 573.4,150990.32846069336,125107.78680419922
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,[TG(50:4)]_FA18:0,844.7 -> 543.4,13919.621047973633,558.7602081298828
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,[TG(50:4)]_FA18:1,844.7 -> 545.4,23024.961837768555,7005.480651855469
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,[TG(50:4)]_FA18:2,844.7 -> 547.4,118123.96789550781,49806.542724609375
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,[TG(50:4)]_FA18:3,844.7 -> 549.4,504589.3918457031,325124.8200683594
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,[TG(50:4)]_FA20:4,844.7 -> 523.4,126978.40844726562,20290.520751953125
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,[TG(50:5)]_FA14:0,842.7 -> 597.5,24918.22183227539,1786.4802856445312
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,[TG(50:5)]_FA16:0,842.7 -> 569.4,21500.061584472656,480.880126953125
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,[TG(50:5)]_FA16:1,842.7 -> 571.4,33583.88264465332,6953.400772094727
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,[TG(50:5)]_FA18:0,842.7 -> 541.4,15204.900955200195,0.0
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,[TG(50:5)]_FA18:1,842.7 -> 543.4,16722.301071166992,1950.5400390625
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,[TG(50:5)]_FA18:2,842.7 -> 545.4,26734.402084350586,7405.560813903809
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,[TG(50:5)]_FA18:3,842.7 -> 547.4,220423.7742919922,117961.14685058594
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,[TG(50:5)]_FA20:4,842.7 -> 521.4,61172.343994140625,12250.880676269531
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,[TG(50:5)]_FA22:5,842.7 -> 495.4,26550.061737060547,0.0
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,[TG(50:6)]_FA14:0,840.7 -> 595.5,26940.161834716797,1820.3999633789062
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,[TG(50:6)]_FA16:0,840.7 -> 567.4,34548.84259033203,804.4400939941406
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,[TG(50:6)]_FA16:1,840.7 -> 569.4,20547.761489868164,0.0
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,[TG(50:6)]_FA18:0,840.7 -> 539.4,18459.581466674805,2010.5602264404297
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,[TG(50:6)]_FA18:1,840.7 -> 541.4,17700.261337280273,305.50022888183594
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,[TG(50:6)]_FA18:2,840.7 -> 543.4,18701.301307678223,983.0598678588867
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,[TG(50:6)]_FA18:3,840.7 -> 545.4,31280.78237915039,8990.060989379883
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,[TG(50:6)]_FA20:4,840.7 -> 519.4,40025.34327697754,2658.821075439453
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,[TG(50:6)]_FA22:5,840.7 -> 493.4,25577.941787719727,0.0
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,[TG(50:6)]_FA22:6,840.7 -> 495.4,31440.38215637207,965.4000396728516
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,"[TG(50:7),TG(49:0)]_FA14:0",838.8 -> 593.6,32903.1623840332,3592.9603271484375
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,"[TG(50:7),TG(49:0)]_FA16:0",838.8 -> 565.5,71440.8046875,10817.80078125
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,"[TG(50:7),TG(49:0)]_FA16:1",838.8 -> 567.5,32163.00225830078,803.6800537109375
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,"[TG(50:7),TG(49:0)]_FA18:0",838.8 -> 537.5,50479.343688964844,9152.840637207031
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,"[TG(50:7),TG(49:0)]_FA18:1",838.8 -> 539.5,18216.201171875,0.0
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,"[TG(50:7),TG(49:0)]_FA18:2",838.8 -> 541.5,20192.20150756836,1379.2801513671875
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,"[TG(50:7),TG(49:0)]_FA18:3",838.8 -> 543.5,19140.34129333496,0.0
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,"[TG(50:7),TG(49:0)]_FA20:4",838.8 -> 517.5,15460.041122436523,0.0
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,"[TG(50:7),TG(49:0)]_FA22:5",838.8 -> 491.5,26671.061767578125,534.4597778320312
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,"[TG(50:7),TG(49:0)]_FA22:6",838.8 -> 493.5,28020.58201599121,172.8600616455078
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,"[TG(50:8),TG(49:1)]_FA14:0",836.8 -> 591.6,33106.742248535156,4952.6202392578125
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,"[TG(50:8),TG(49:1)]_FA16:0",836.8 -> 563.5,72448.5849609375,13418.340637207031
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,"[TG(50:8),TG(49:1)]_FA16:1",836.8 -> 565.5,76247.62512207031,12390.220336914062
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,"[TG(50:8),TG(49:1)]_FA18:0",836.8 -> 535.5,29668.70199584961,4171.620086669922
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,"[TG(50:8),TG(49:1)]_FA18:1",836.8 -> 537.5,63920.684631347656,13248.040771484375
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,"[TG(50:8),TG(49:1)]_FA18:2",836.8 -> 539.5,27035.741821289062,1272.239990234375
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,"[TG(50:8),TG(49:1)]_FA18:3",836.8 -> 541.5,19636.041381835938,0.0
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,"[TG(50:8),TG(49:1)]_FA20:4",836.8 -> 515.5,15237.901077270508,559.6801147460938
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,"[TG(50:8),TG(49:1)]_FA22:5",836.8 -> 489.5,59692.10412597656,7609.301177978516
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,"[TG(50:8),TG(49:1)]_FA22:6",836.8 -> 491.5,36626.76268005371,2488.160011291504
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,"[TG(50:9),TG(49:2)]_FA14:0",834.8 -> 589.6,22191.461639404297,0.0
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,"[TG(50:9),TG(49:2)]_FA16:0",834.8 -> 561.5,34148.36215209961,6510.0601806640625
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,"[TG(50:9),TG(49:2)]_FA16:1",834.8 -> 563.5,81677.16522216797,23105.801208496094
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,"[TG(50:9),TG(49:2)]_FA18:0",834.8 -> 533.5,15132.281028747559,1378.440055847168
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,"[TG(50:9),TG(49:2)]_FA18:1",834.8 -> 535.5,36244.9225769043,3703.400421142578
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,"[TG(50:9),TG(49:2)]_FA18:2",834.8 -> 537.5,98735.88635253906,5033.9197998046875
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,"[TG(50:9),TG(49:2)]_FA18:3",834.8 -> 539.5,31087.682189941406,1543.0399780273438
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,"[TG(50:9),TG(49:2)]_FA20:4",834.8 -> 513.5,16749.4210357666,1198.599868774414
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,"[TG(50:9),TG(49:2)]_FA22:5",834.8 -> 487.5,14177.541000366211,0.0
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,"[TG(50:9),TG(49:2)]_FA22:6",834.8 -> 489.5,85653.64548110962,20974.701442718506
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,[TG(51:4)]_FA14:0,858.8 -> 613.6,22561.021606445312,770.1399383544922
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,[TG(51:4)]_FA16:0,858.8 -> 585.5,20640.961395263672,900.4801330566406
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,[TG(51:4)]_FA16:1,858.8 -> 587.5,31660.802612304688,10281.540985107422
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,[TG(51:4)]_FA18:0,858.8 -> 557.5,12748.420822143555,0.0
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,[TG(51:4)]_FA18:1,858.8 -> 559.5,19599.821182250977,1920.1400146484375
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,[TG(51:4)]_FA18:2,858.8 -> 561.5,54302.64352416992,26821.90155029297
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,[TG(51:4)]_FA18:3,858.8 -> 563.5,119996.64807128906,45243.642822265625
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,[TG(51:4)]_FA20:4,858.8 -> 537.5,48750.80337524414,2911.5802307128906
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,[TG(51:5)]_FA14:0,856.7 -> 611.5,26555.182006835938,1992.880126953125
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,[TG(51:5)]_FA16:0,856.7 -> 583.4,23663.481567382812,454.2200012207031
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,[TG(51:5)]_FA16:1,856.7 -> 585.4,22893.24169921875,3323.2203369140625
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,[TG(51:5)]_FA18:0,856.7 -> 555.4,16011.061218261719,0.0
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,[TG(51:5)]_FA18:1,856.7 -> 557.4,16265.001007080078,0.0
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,[TG(51:5)]_FA18:2,856.7 -> 559.4,20930.281372070312,2537.860153198242
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,[TG(51:5)]_FA18:3,856.7 -> 561.4,60322.90411376953,29509.401977539062
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,[TG(51:5)]_FA20:4,856.7 -> 535.4,33078.102630615234,3805.8206176757812
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,[TG(51:5)]_FA22:5,856.7 -> 509.4,22397.601501464844,0.0
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,[TG(51:6)]_FA14:0,854.7 -> 609.5,53224.32354736328,10411.060485839844
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,[TG(51:6)]_FA16:0,854.7 -> 581.4,71517.1449584961,4565.3599853515625
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,[TG(51:6)]_FA16:1,854.7 -> 583.4,25165.141723632812,785.7198791503906
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,[TG(51:6)]_FA18:0,854.7 -> 553.4,36549.1423034668,12746.14077758789
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,[TG(51:6)]_FA18:1,854.7 -> 555.4,17932.72120666504,0.0
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,[TG(51:6)]_FA18:2,854.7 -> 557.4,18157.781204223633,0.0
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,[TG(51:6)]_FA18:3,854.7 -> 559.4,23533.541580200195,2259.1800689697266
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,[TG(51:6)]_FA20:4,854.7 -> 533.4,16823.68113708496,0.0
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,[TG(51:6)]_FA22:5,854.7 -> 507.4,53519.92401123047,0.0
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,[TG(51:6)]_FA22:6,854.7 -> 509.4,30428.762115478516,2980.080078125
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,"[TG(51:7),TG(50:0)]_FA14:0",852.8 -> 607.6,33392.74240112305,1827.1802368164062
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,"[TG(51:7),TG(50:0)]_FA16:0",852.8 -> 579.5,303424.5646972656,56768.86669921875
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,"[TG(51:7),TG(50:0)]_FA16:1",852.8 -> 581.5,68818.40405273438,11406.539855957031
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,"[TG(51:7),TG(50:0)]_FA18:0",852.8 -> 551.5,338385.59814453125,198904.66845703125
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,"[TG(51:7),TG(50:0)]_FA18:1",852.8 -> 553.5,45785.56286621094,13778.000518798828
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,"[TG(51:7),TG(50:0)]_FA18:2",852.8 -> 555.5,19161.541305541992,536.5000762939453
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,"[TG(51:7),TG(50:0)]_FA18:3",852.8 -> 557.5,18567.501220703125,0.0
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,"[TG(51:7),TG(50:0)]_FA20:4",852.8 -> 531.5,16217.661094665527,1045.1801414489746
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,"[TG(51:7),TG(50:0)]_FA22:5",852.8 -> 505.5,175141.75497436523,4356.803298950195
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,"[TG(51:7),TG(50:0)]_FA22:6",852.8 -> 507.5,48512.04362487793,7952.020309448242
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,"[TG(51:8),TG(50:1)]_FA14:0",850.8 -> 605.6,37099.04278564453,4747.700714111328
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,"[TG(51:8),TG(50:1)]_FA16:0",850.8 -> 577.5,888556.1530761719,447653.3020019531
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,"[TG(51:8),TG(50:1)]_FA16:1",850.8 -> 579.5,339816.8078613281,91431.99047851562
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,"[TG(51:8),TG(50:1)]_FA18:0",850.8 -> 549.5,296150.64111328125,212342.51525878906
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,"[TG(51:8),TG(50:1)]_FA18:1",850.8 -> 551.5,428664.59619140625,229586.96484375
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,"[TG(51:8),TG(50:1)]_FA18:2",850.8 -> 553.5,56658.22375488281,16705.501220703125
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,"[TG(51:8),TG(50:1)]_FA18:3",850.8 -> 555.5,18516.641342163086,0.0
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,"[TG(51:8),TG(50:1)]_FA20:4",850.8 -> 529.5,17399.041244506836,0.0
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,"[TG(51:8),TG(50:1)]_FA22:5",850.8 -> 503.5,623940.1002044678,59603.988342285156
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,"[TG(51:8),TG(50:1)]_FA22:6",850.8 -> 505.5,265740.3340911865,64563.96075439453
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,"[TG(51:9),TG(50:2)]_FA14:0",848.8 -> 603.6,56506.283142089844,20800.880798339844
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,"[TG(51:9),TG(50:2)]_FA16:0",848.8 -> 575.5,525889.0870361328,451761.4412841797
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,"[TG(51:9),TG(50:2)]_FA16:1",848.8 -> 577.5,1042428.4104003906,576700.9548339844
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,"[TG(51:9),TG(50:2)]_FA18:0",848.8 -> 547.5,109643.6869506836,70570.72430419922
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,"[TG(51:9),TG(50:2)]_FA18:1",848.8 -> 549.5,347670.58740234375,249241.8603515625
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,"[TG(51:9),TG(50:2)]_FA18:2",848.8 -> 551.5,560428.3720703125,258655.07080078125
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,"[TG(51:9),TG(50:2)]_FA18:3",848.8 -> 553.5,67982.10528564453,24478.82208251953
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,"[TG(51:9),TG(50:2)]_FA20:4",848.8 -> 527.5,14625.621040344238,0.0
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,"[TG(51:9),TG(50:2)]_FA22:5",848.8 -> 501.5,16233.26107788086,1002.0599822998047
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,"[TG(51:9),TG(50:2)]_FA22:6",848.8 -> 503.5,1145580.9528808594,289626.5923156738
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,"[TG(52:10),TG(51:3)]_FA14:0",860.8 -> 615.6,22658.88165283203,0.0
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,"[TG(52:10),TG(51:3)]_FA16:0",860.8 -> 587.5,35043.882385253906,15088.060928344727
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,"[TG(52:10),TG(51:3)]_FA16:1",860.8 -> 589.5,43913.6428527832,15650.70068359375
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,"[TG(52:10),TG(51:3)]_FA18:0",860.8 -> 559.5,17380.401306152344,2070.520233154297
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,"[TG(52:10),TG(51:3)]_FA18:1",860.8 -> 561.5,33981.6220703125,9683.760314941406
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,"[TG(52:10),TG(51:3)]_FA18:2",860.8 -> 563.5,111974.82836914062,48564.20397949219
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,"[TG(52:10),TG(51:3)]_FA18:3",860.8 -> 565.5,102862.94702148438,19883.821044921875
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,"[TG(52:10),TG(51:3)]_FA20:4",860.8 -> 539.5,19950.361419677734,0.0
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,"[TG(52:10),TG(51:3)]_FA22:5",860.8 -> 513.5,16198.661155700684,36.16010284423828
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,"[TG(52:10),TG(51:3)]_FA22:6",860.8 -> 515.5,20960.001487731934,2039.7601318359375
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,[TG(52:4)]_FA14:0,872.8 -> 627.6,24887.661743164062,3445.0001831054688
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,[TG(52:4)]_FA16:0,872.8 -> 599.5,597225.4509277344,565552.8686218262
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,[TG(52:4)]_FA16:1,872.8 -> 601.5,1271426.555053711,1216833.4910888672
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,[TG(52:4)]_FA18:0,872.8 -> 571.5,39430.342864990234,21021.521774291992
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,[TG(52:4)]_FA18:1,872.8 -> 573.5,293549.2600708008,255817.29754638672
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,[TG(52:4)]_FA18:2,872.8 -> 575.5,2727563.0703125,2561706.938232422
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,[TG(52:4)]_FA18:3,872.8 -> 577.5,3293922.0634765625,2763369.2646484375
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,[TG(52:4)]_FA20:4,872.8 -> 551.5,447194.8342285156,274638.4216308594
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,[TG(52:5)]_FA14:0,870.8 -> 625.6,24682.261840820312,2120.000213623047
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,[TG(52:5)]_FA16:0,870.8 -> 597.5,84534.94537353516,62269.803619384766
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,[TG(52:5)]_FA16:1,870.8 -> 599.5,566645.6042480469,535939.7219238281
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,[TG(52:5)]_FA18:0,870.8 -> 569.5,15918.521133422852,0.0
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,[TG(52:5)]_FA18:1,870.8 -> 571.5,51553.603942871094,34190.18272399902
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,[TG(52:5)]_FA18:2,870.8 -> 573.5,586621.8929443359,550400.5700073242
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,[TG(52:5)]_FA18:3,870.8 -> 575.5,2957230.6540527344,2781334.600341797
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,[TG(52:5)]_FA20:4,870.8 -> 549.5,410185.1639404297,304927.376953125
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,[TG(52:5)]_FA22:5,870.8 -> 523.5,47030.40319824219,499.23968505859375
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,[TG(52:6)]_FA14:0,868.7 -> 623.5,23991.381805419922,1932.0003051757812
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,[TG(52:6)]_FA16:0,868.7 -> 595.4,30864.32241821289,7062.340850830078
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,[TG(52:6)]_FA16:1,868.7 -> 597.4,74558.76495361328,52841.043395996094
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,[TG(52:6)]_FA18:0,868.7 -> 567.4,22357.141723632812,0.0
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,[TG(52:6)]_FA18:1,868.7 -> 569.4,21716.441635131836,3023.9803009033203
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,[TG(52:6)]_FA18:2,868.7 -> 571.4,54564.884338378906,30420.722534179688
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,[TG(52:6)]_FA18:3,868.7 -> 573.4,627645.565246582,592329.4626159668
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,[TG(52:6)]_FA20:4,868.7 -> 547.4,150480.33233642578,100043.26867675781
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,[TG(52:6)]_FA22:5,868.7 -> 521.4,27416.841903686523,1346.10009765625
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,[TG(52:6)]_FA22:6,868.7 -> 523.4,59135.94403076172,5755.2603759765625
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,"[TG(52:7),TG(51:0)]_FA14:0",866.8 -> 621.6,25521.861755371094,3318.3801879882812
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,"[TG(52:7),TG(51:0)]_FA16:0",866.8 -> 593.5,45713.34362792969,7735.840881347656
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,"[TG(52:7),TG(51:0)]_FA16:1",866.8 -> 595.5,31511.902099609375,5162.900238037109
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,"[TG(52:7),TG(51:0)]_FA18:0",866.8 -> 565.5,48458.44372558594,11655.14111328125
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,"[TG(52:7),TG(51:0)]_FA18:1",866.8 -> 567.5,29234.801818847656,387.4598693847656
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,"[TG(52:7),TG(51:0)]_FA18:2",866.8 -> 569.5,21311.961547851562,83.20010375976562
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,"[TG(52:7),TG(51:0)]_FA18:3",866.8 -> 571.5,58813.103912353516,32064.161834716797
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,"[TG(52:7),TG(51:0)]_FA20:4",866.8 -> 545.5,27174.241958618164,8979.780639648438
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,"[TG(52:7),TG(51:0)]_FA22:5",866.8 -> 519.5,34744.762550354004,5419.100135803223
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,"[TG(52:7),TG(51:0)]_FA22:6",866.8 -> 521.5,31924.42218017578,4774.44026184082
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,"[TG(52:8),TG(51:1)]_FA14:0",864.8 -> 619.6,26088.101928710938,381.14013671875
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,"[TG(52:8),TG(51:1)]_FA16:0",864.8 -> 591.5,51719.604064941406,10982.601684570312
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,"[TG(52:8),TG(51:1)]_FA16:1",864.8 -> 593.5,48196.443603515625,7227.08056640625
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,"[TG(52:8),TG(51:1)]_FA18:0",864.8 -> 563.5,67484.12469482422,31916.261840820312
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,"[TG(52:8),TG(51:1)]_FA18:1",864.8 -> 565.5,76101.04455566406,15891.280395507812
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,"[TG(52:8),TG(51:1)]_FA18:2",864.8 -> 567.5,35879.1826171875,2969.3001708984375
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,"[TG(52:8),TG(51:1)]_FA18:3",864.8 -> 569.5,23575.921508789062,1797.6599426269531
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,"[TG(52:8),TG(51:1)]_FA20:4",864.8 -> 543.5,18200.041397094727,2267.1202545166016
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,"[TG(52:8),TG(51:1)]_FA22:5",864.8 -> 517.5,18842.241287231445,0.0
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,"[TG(52:8),TG(51:1)]_FA22:6",864.8 -> 519.5,43552.583435058594,14780.561508178711
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,"[TG(52:9),TG(51:2)]_FA14:0",862.8 -> 617.6,28720.60205078125,2731.8803100585938
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,"[TG(52:9),TG(51:2)]_FA16:0",862.8 -> 589.5,46593.043212890625,20289.581420898438
FAD131-5xFAD-M4liver,FAD131,5xFAD,Male,TAG,"[TG(52:9),TG(51:2)]_FA16:1",862.8 -> 591.5,54755.92395019531,12148.660461425781
