Lipid,Parent_Ion,Product_Ion,Intensity,Transition,Class,Sample_ID,Sample Name,Sample Name Incomplete,Position,Genotype,Group,Sex,Age (weeks),Dilution Factor ,method_type,Blank Subtraction
"PE(32:4),PEd(O-34:4)",684.5,543.5,1209.3800888061523,684.5 -> 543.5,PE,PE_FAD325_39_A_N1_loading_size_2_13_25,FAD325_39_A,FAD325,P1-A6,WT,A,M,39,300x,PE,0.0
"PE(32:3),PE(P-33:2)",686.5,545.5,1258.7800903320312,686.5 -> 545.5,PE,PE_FAD325_39_A_N1_loading_size_2_13_25,FAD325_39_A,FAD325,P1-A6,WT,A,M,39,300x,PE,48.80001449584961
"PE(32:2),PE(O-33:2),PE(P-33:1)",688.5,547.5,1385.9401092529297,688.5 -> 547.5,PE,PE_FAD325_39_A_N1_loading_size_2_13_25,FAD325_39_A,FAD325,P1-A6,WT,A,M,39,300x,PE,144.4800148010254
"PE(32:1),PE(O-33:1),PE(P-33:0)",690.5,549.5,2127.9001274108887,690.5 -> 549.5,PE,PE_FAD325_39_A_N1_loading_size_2_13_25,FAD325_39_A,FAD325,P1-A6,WT,A,M,39,300x,PE,873.0800514221191
"PE(32:0),PE(O-33:0)",692.6,551.6,1431.8001098632812,692.6 -> 551.6,PE,PE_FAD325_39_A_N1_loading_size_2_13_25,FAD325_39_A,FAD325,P1-A6,WT,A,M,39,300x,PE,212.0600242614746
"PE(33:5),PE(P-34:4)",696.5,555.5,1250.1200942993164,696.5 -> 555.5,PE,PE_FAD325_39_A_N1_loading_size_2_13_25,FAD325_39_A,FAD325,P1-A6,WT,A,M,39,300x,PE,39.920013427734375
"PE(33:4),PE(O-34:4),PE(O-34:4),PE(P-34:3)",698.5,557.5,1249.4000854492188,698.5 -> 557.5,PE,PE_FAD325_39_A_N1_loading_size_2_13_25,FAD325_39_A,FAD325,P1-A6,WT,A,M,39,300x,PE,13.939998626708984
"PE(33:3),PE(O-34:3),PE(P-34:2)",700.5,559.5,1229.960090637207,700.5 -> 559.5,PE,PE_FAD325_39_A_N1_loading_size_2_13_25,FAD325_39_A,FAD325,P1-A6,WT,A,M,39,300x,PE,0.0
"PE(33:2),PE(O-34:2),PE(P-34:1)",702.5,561.5,1246.4001007080078,702.5 -> 561.5,PE,PE_FAD325_39_A_N1_loading_size_2_13_25,FAD325_39_A,FAD325,P1-A6,WT,A,M,39,300x,PE,0.0
"PE(33:1),PE(O-34:1),PE(P-34:0)",704.6,563.6,1353.6000938415527,704.6 -> 563.6,PE,PE_FAD325_39_A_N1_loading_size_2_13_25,FAD325_39_A,FAD325,P1-A6,WT,A,M,39,300x,PE,143.22000885009766
"PE(33:0),PE(O-34:0)",706.6,565.6,1266.9200897216797,706.6 -> 565.6,PE,PE_FAD325_39_A_N1_loading_size_2_13_25,FAD325_39_A,FAD325,P1-A6,WT,A,M,39,300x,PE,0.0
PE(34:6),708.5,567.5,1239.2000732421875,708.5 -> 567.5,PE,PE_FAD325_39_A_N1_loading_size_2_13_25,FAD325_39_A,FAD325,P1-A6,WT,A,M,39,300x,PE,29.159984588623047
PE(34:5),710.5,569.5,1271.7400932312012,710.5 -> 569.5,PE,PE_FAD325_39_A_N1_loading_size_2_13_25,FAD325_39_A,FAD325,P1-A6,WT,A,M,39,300x,PE,0.0
PE(34:4),712.5,571.5,1276.0200996398926,712.5 -> 571.5,PE,PE_FAD325_39_A_N1_loading_size_2_13_25,FAD325_39_A,FAD325,P1-A6,WT,A,M,39,300x,PE,55.52001190185547
"PE(34:3),PE(P-35:2)",714.5,573.5,5126.000411987305,714.5 -> 573.5,PE,PE_FAD325_39_A_N1_loading_size_2_13_25,FAD325_39_A,FAD325,P1-A6,WT,A,M,39,300x,PE,3861.1003341674805
"PE(34:2),PE(O-35:2),PE(P-35:1)",716.6,575.6,41624.223361968994,716.6 -> 575.6,PE,PE_FAD325_39_A_N1_loading_size_2_13_25,FAD325_39_A,FAD325,P1-A6,WT,A,M,39,300x,PE,40252.14325714111
"PE(34:1),PE(O-35:1),PE(P-35:0)",718.6,577.6,12727.700927734375,718.6 -> 577.6,PE,PE_FAD325_39_A_N1_loading_size_2_13_25,FAD325_39_A,FAD325,P1-A6,WT,A,M,39,300x,PE,11466.780838012695
"PE(34:0),PE(O-35:0)",720.6,579.6,2117.3401527404785,720.6 -> 579.6,PE,PE_FAD325_39_A_N1_loading_size_2_13_25,FAD325_39_A,FAD325,P1-A6,WT,A,M,39,300x,PE,834.700065612793
"PE(35:6),PE(P-36:5)",722.5,581.5,1253.8001022338867,722.5 -> 581.5,PE,PE_FAD325_39_A_N1_loading_size_2_13_25,FAD325_39_A,FAD325,P1-A6,WT,A,M,39,300x,PE,5.740028381347656
"PE(35:5),PE(O-36:5),PE(P-36:4)",724.5,583.5,1519.3401184082031,724.5 -> 583.5,PE,PE_FAD325_39_A_N1_loading_size_2_13_25,FAD325_39_A,FAD325,P1-A6,WT,A,M,39,300x,PE,309.22003173828125
"PE(35:4),PE(O-36:4),PE(P-36:3)",726.5,585.5,1415.4001007080078,726.5 -> 585.5,PE,PE_FAD325_39_A_N1_loading_size_2_13_25,FAD325_39_A,FAD325,P1-A6,WT,A,M,39,300x,PE,176.9400177001953
"PE(35:3),PE(O-36:3),PE(P-36:2)",728.6,587.6,1573.8000984191895,728.6 -> 587.6,PE,PE_FAD325_39_A_N1_loading_size_2_13_25,FAD325_39_A,FAD325,P1-A6,WT,A,M,39,300x,PE,329.4000053405762
"PE(dO-38:9),PE(35:2),PE(O-36:2),PE(P-36:1)",730.6,589.6,2370.420150756836,730.6 -> 589.6,PE,PE_FAD325_39_A_N1_loading_size_2_13_25,FAD325_39_A,FAD325,P1-A6,WT,A,M,39,300x,PE,1132.480068206787
"PE(36:8),PE(dO-38:8),PE(35:1),PE(O-36:1),PE(P-36:0)",732.6,591.6,1648.6001091003418,732.6 -> 591.6,PE,PE_FAD325_39_A_N1_loading_size_2_13_25,FAD325_39_A,FAD325,P1-A6,WT,A,M,39,300x,PE,363.24002838134766
"PE(36:7),PE(35:0),PE(O-36:0)",734.6,593.6,1393.5201110839844,734.6 -> 593.6,PE,PE_FAD325_39_A_N1_loading_size_2_13_25,FAD325_39_A,FAD325,P1-A6,WT,A,M,39,300x,PE,143.14002990722656
PE(36:6),736.5,595.5,1480.3800964355469,736.5 -> 595.5,PE,PE_FAD325_39_A_N1_loading_size_2_13_25,FAD325_39_A,FAD325,P1-A6,WT,A,M,39,300x,PE,194.30000686645508
PE(36:5),738.5,597.5,7959.240428924561,738.5 -> 597.5,PE,PE_FAD325_39_A_N1_loading_size_2_13_25,FAD325_39_A,FAD325,P1-A6,WT,A,M,39,300x,PE,6686.700336456299
"PE(36:4),PE(O-37:4)",740.6,599.6,93391.74560165405,740.6 -> 599.6,PE,PE_FAD325_39_A_N1_loading_size_2_13_25,FAD325_39_A,FAD325,P1-A6,WT,A,M,39,300x,PE,92088.30550765991
"PE(36:3),PE(P-37:2)",742.6,601.6,57717.364013671875,742.6 -> 601.6,PE,PE_FAD325_39_A_N1_loading_size_2_13_25,FAD325_39_A,FAD325,P1-A6,WT,A,M,39,300x,PE,56372.603912353516
"PE(O-38:9),PE(36:2),PE(O-37:2),PE(P-37:1)",744.6,603.6,53625.12243270874,744.6 -> 603.6,PE,PE_FAD325_39_A_N1_loading_size_2_13_25,FAD325_39_A,FAD325,P1-A6,WT,A,M,39,300x,PE,52369.26234436035
"PE(O-38:8),PE(36:1),PE(O-37:1),PE(P-37:0)",746.6,605.6,8324.980728149414,746.6 -> 605.6,PE,PE_FAD325_39_A_N1_loading_size_2_13_25,FAD325_39_A,FAD325,P1-A6,WT,A,M,39,300x,PE,6950.080635070801
"PE(37:7),PE(P-38:6),PE(36:0),PE(O-37:0)",748.6,607.6,1961.3201522827148,748.6 -> 607.6,PE,PE_FAD325_39_A_N1_loading_size_2_13_25,FAD325_39_A,FAD325,P1-A6,WT,A,M,39,300x,PE,699.0600662231445
"PE(37:6),PE(O-38:6),PE(P-38:5)",750.5,609.5,2080.9201583862305,750.5 -> 609.5,PE,PE_FAD325_39_A_N1_loading_size_2_13_25,FAD325_39_A,FAD325,P1-A6,WT,A,M,39,300x,PE,835.7800750732422
"PE(37:5),PE(O-38:5),PE(P-38:4)",752.6,611.6,2434.880199432373,752.6 -> 611.6,PE,PE_FAD325_39_A_N1_loading_size_2_13_25,FAD325_39_A,FAD325,P1-A6,WT,A,M,39,300x,PE,1194.2401161193848
"PE(37:4),PE(O-38:4),PE(P-38:3)",754.6,613.6,4678.580341339111,754.6 -> 613.6,PE,PE_FAD325_39_A_N1_loading_size_2_13_25,FAD325_39_A,FAD325,P1-A6,WT,A,M,39,300x,PE,3288.560245513916
"PE(37:3),PE(O-38:3),PE(P-38:2)",756.6,615.6,1635.8201217651367,756.6 -> 615.6,PE,PE_FAD325_39_A_N1_loading_size_2_13_25,FAD325_39_A,FAD325,P1-A6,WT,A,M,39,300x,PE,413.64004135131836
"PE(38:9),PE(dO-40:9),PE(37:2),PE(O-38:2),PE(P-38:1)",758.6,617.6,1806.340129852295,758.6 -> 617.6,PE,PE_FAD325_39_A_N1_loading_size_2_13_25,FAD325_39_A,FAD325,P1-A6,WT,A,M,39,300x,PE,527.5600433349609
"PE(38:8),PE(dO-40:8),PE(37:1),PE(O-38:1),PE(P-38:0)",760.6,619.6,1316.000087738037,760.6 -> 619.6,PE,PE_FAD325_39_A_N1_loading_size_2_13_25,FAD325_39_A,FAD325,P1-A6,WT,A,M,39,300x,PE,64.19999694824219
"PE(38:7),PE(37:0),PE(O-38:0)",762.6,621.6,7121.100563049316,762.6 -> 621.6,PE,PE_FAD325_39_A_N1_loading_size_2_13_25,FAD325_39_A,FAD325,P1-A6,WT,A,M,39,300x,PE,5900.300476074219
PE(38:6),764.5,623.5,200441.4928894043,764.5 -> 623.5,PE,PE_FAD325_39_A_N1_loading_size_2_13_25,FAD325_39_A,FAD325,P1-A6,WT,A,M,39,300x,PE,198901.73277664185
PE(38:5),766.5,625.5,136027.34977722168,766.5 -> 625.5,PE,PE_FAD325_39_A_N1_loading_size_2_13_25,FAD325_39_A,FAD325,P1-A6,WT,A,M,39,300x,PE,134524.0496711731
PE(38:4),768.6,627.6,286432.1221847534,768.6 -> 627.6,PE,PE_FAD325_39_A_N1_loading_size_2_13_25,FAD325_39_A,FAD325,P1-A6,WT,A,M,39,300x,PE,284751.222076416
PE(38:3),770.6,629.6,35185.722999572754,770.6 -> 629.6,PE,PE_FAD325_39_A_N1_loading_size_2_13_25,FAD325_39_A,FAD325,P1-A6,WT,A,M,39,300x,PE,33885.982902526855
"PE(O-40:9),PE(38:2),PE(P-39:1)",772.6,631.6,3432.80025100708,772.6 -> 631.6,PE,PE_FAD325_39_A_N1_loading_size_2_13_25,FAD325_39_A,FAD325,P1-A6,WT,A,M,39,300x,PE,2164.1601638793945
"PE(39:8),PE(O-40:8),PE(P-40:7),PE(38:1),PE(O-39:1),PE(P-39:0)",774.6,633.6,2155.880142211914,774.6 -> 633.6,PE,PE_FAD325_39_A_N1_loading_size_2_13_25,FAD325_39_A,FAD325,P1-A6,WT,A,M,39,300x,PE,904.5400543212891
"PE(39:6),PE(O-40:6),PE(P-40:5)",778.6,637.6,2887.420207977295,778.6 -> 637.6,PE,PE_FAD325_39_A_N1_loading_size_2_13_25,FAD325_39_A,FAD325,P1-A6,WT,A,M,39,300x,PE,1626.8601264953613
"PE(39:5),PE(O-40:5),PE(P-40:4)",780.6,639.6,2120.4601554870605,780.6 -> 639.6,PE,PE_FAD325_39_A_N1_loading_size_2_13_25,FAD325_39_A,FAD325,P1-A6,WT,A,M,39,300x,PE,868.8200645446777
"PE(39:4),PE(O-40:4),PE(P-40:3)",782.6,641.6,4000.920269012451,782.6 -> 641.6,PE,PE_FAD325_39_A_N1_loading_size_2_13_25,FAD325_39_A,FAD325,P1-A6,WT,A,M,39,300x,PE,2709.960174560547
"PE(40:10),PE(39:3),PE(O-40:3),PE(P-40:2)",784.6,643.6,1750.8001327514648,784.6 -> 643.6,PE,PE_FAD325_39_A_N1_loading_size_2_13_25,FAD325_39_A,FAD325,P1-A6,WT,A,M,39,300x,PE,483.88005447387695
"PE(40:9),PE(39:2),PE(O-40:2),PE(P-40:1)",786.6,645.6,2499.240188598633,786.6 -> 645.6,PE,PE_FAD325_39_A_N1_loading_size_2_13_25,FAD325_39_A,FAD325,P1-A6,WT,A,M,39,300x,PE,1211.940097808838
"PE(40:7),PE(39:0),PE(O-40:0)",790.7,649.7,56753.70447921753,790.7 -> 649.7,PE,PE_FAD325_39_A_N1_loading_size_2_13_25,FAD325_39_A,FAD325,P1-A6,WT,A,M,39,300x,PE,55469.78439331055
"PE(40:6),PE(dO-40:0)",792.7,651.7,57765.2642250061,792.7 -> 651.7,PE,PE_FAD325_39_A_N1_loading_size_2_13_25,FAD325_39_A,FAD325,P1-A6,WT,A,M,39,300x,PE,56438.224140167236
PE(40:5),794.6,653.6,11296.280658721924,794.6 -> 653.6,PE,PE_FAD325_39_A_N1_loading_size_2_13_25,FAD325_39_A,FAD325,P1-A6,WT,A,M,39,300x,PE,9955.940570831299
PE(40:4),796.6,655.6,5291.160480499268,796.6 -> 655.6,PE,PE_FAD325_39_A_N1_loading_size_2_13_25,FAD325_39_A,FAD325,P1-A6,WT,A,M,39,300x,PE,4039.380397796631
PE(40:3),798.6,657.6,1907.2801399230957,798.6 -> 657.6,PE,PE_FAD325_39_A_N1_loading_size_2_13_25,FAD325_39_A,FAD325,P1-A6,WT,A,M,39,300x,PE,655.6400451660156
PE(40:2),800.6,659.6,1389.6401023864746,800.6 -> 659.6,PE,PE_FAD325_39_A_N1_loading_size_2_13_25,FAD325_39_A,FAD325,P1-A6,WT,A,M,39,300x,PE,54.30002212524414
"PE(40:1),PE(P-41:0)",802.7,661.7,1460.4601020812988,802.7 -> 661.7,PE,PE_FAD325_39_A_N1_loading_size_2_13_25,FAD325_39_A,FAD325,P1-A6,WT,A,M,39,300x,PE,209.10001754760742
"PE(41:7),PE(P-42:6),PE(40:0),PE(O-41:0)",804.7,663.7,1526.100112915039,804.7 -> 663.7,PE,PE_FAD325_39_A_N1_loading_size_2_13_25,FAD325_39_A,FAD325,P1-A6,WT,A,M,39,300x,PE,274.2000160217285
"PE(41:6),PE(O-42:6)",806.6,665.6,1828.120132446289,806.6 -> 665.6,PE,PE_FAD325_39_A_N1_loading_size_2_13_25,FAD325_39_A,FAD325,P1-A6,WT,A,M,39,300x,PE,576.0800437927246
"PE(41:5),PE(P-42:4)",808.6,667.6,1449.020107269287,808.6 -> 667.6,PE,PE_FAD325_39_A_N1_loading_size_2_13_25,FAD325_39_A,FAD325,P1-A6,WT,A,M,39,300x,PE,197.50002670288086
"PE(42:11),PE(41:4),PE(O-42:4)",810.6,669.6,1376.860092163086,810.6 -> 669.6,PE,PE_FAD325_39_A_N1_loading_size_2_13_25,FAD325_39_A,FAD325,P1-A6,WT,A,M,39,300x,PE,30.54000473022461
"PE(42:9),PE(41:2),PE(O-42:2),PE(P-42:1)",814.7,673.7,1750.2601203918457,814.7 -> 673.7,PE,PE_FAD325_39_A_N1_loading_size_2_13_25,FAD325_39_A,FAD325,P1-A6,WT,A,M,39,300x,PE,498.280029296875
"PE(42:8),PE(41:1),PE(O-42:1),PE(P-42:0)",816.7,675.7,2319.720157623291,816.7 -> 675.7,PE,PE_FAD325_39_A_N1_loading_size_2_13_25,FAD325_39_A,FAD325,P1-A6,WT,A,M,39,300x,PE,1068.4600639343262
"PE(42:7),PE(41:0),PE(O-42:0)",818.7,677.7,2719.880199432373,818.7 -> 677.7,PE,PE_FAD325_39_A_N1_loading_size_2_13_25,FAD325_39_A,FAD325,P1-A6,WT,A,M,39,300x,PE,1468.1401100158691
PE(42:6),820.6,679.6,1959.0401458740234,820.6 -> 679.6,PE,PE_FAD325_39_A_N1_loading_size_2_13_25,FAD325_39_A,FAD325,P1-A6,WT,A,M,39,300x,PE,708.0000457763672
PE(42:5),822.6,681.6,1609.2201080322266,822.6 -> 681.6,PE,PE_FAD325_39_A_N1_loading_size_2_13_25,FAD325_39_A,FAD325,P1-A6,WT,A,M,39,300x,PE,357.6800231933594
PE(42:4),824.6,683.6,1408.8800926208496,824.6 -> 683.6,PE,PE_FAD325_39_A_N1_loading_size_2_13_25,FAD325_39_A,FAD325,P1-A6,WT,A,M,39,300x,PE,156.72000885009766
PE(42:3),826.6,685.6,1379.0200996398926,826.6 -> 685.6,PE,PE_FAD325_39_A_N1_loading_size_2_13_25,FAD325_39_A,FAD325,P1-A6,WT,A,M,39,300x,PE,41.84000778198242
PE(42:2),828.6,687.6,1498.660099029541,828.6 -> 687.6,PE,PE_FAD325_39_A_N1_loading_size_2_13_25,FAD325_39_A,FAD325,P1-A6,WT,A,M,39,300x,PE,246.6600112915039
PE(42:1),830.7,689.7,1596.240104675293,830.7 -> 689.7,PE,PE_FAD325_39_A_N1_loading_size_2_13_25,FAD325_39_A,FAD325,P1-A6,WT,A,M,39,300x,PE,345.62002182006836
PE(42:0),832.7,691.7,1634.6200904846191,832.7 -> 691.7,PE,PE_FAD325_39_A_N1_loading_size_2_13_25,FAD325_39_A,FAD325,P1-A6,WT,A,M,39,300x,PE,382.9600067138672
PE(43:6),834.6,693.6,1267.680076599121,834.6 -> 693.6,PE,PE_FAD325_39_A_N1_loading_size_2_13_25,FAD325_39_A,FAD325,P1-A6,WT,A,M,39,300x,PE,1.1999931335449219
PE(44:12),836.5,695.5,1281.5800819396973,836.5 -> 695.5,PE,PE_FAD325_39_A_N1_loading_size_2_13_25,FAD325_39_A,FAD325,P1-A6,WT,A,M,39,300x,PE,29.539997100830078
PE(43:4),838.6,697.6,1254.960075378418,838.6 -> 697.6,PE,PE_FAD325_39_A_N1_loading_size_2_13_25,FAD325_39_A,FAD325,P1-A6,WT,A,M,39,300x,PE,0.0
PE(44:10),840.6,699.6,1305.4400825500488,840.6 -> 699.6,PE,PE_FAD325_39_A_N1_loading_size_2_13_25,FAD325_39_A,FAD325,P1-A6,WT,A,M,39,300x,PE,53.42001724243164
PE(43:2),842.7,701.7,1251.200080871582,842.7 -> 701.7,PE,PE_FAD325_39_A_N1_loading_size_2_13_25,FAD325_39_A,FAD325,P1-A6,WT,A,M,39,300x,PE,0.0
"PE(44:8),PE(43:1)",844.7,703.7,1276.800090789795,844.7 -> 703.7,PE,PE_FAD325_39_A_N1_loading_size_2_13_25,FAD325_39_A,FAD325,P1-A6,WT,A,M,39,300x,PE,25.000011444091797
"PE(44:7),PE(43:0)",846.7,705.7,1311.1601028442383,846.7 -> 705.7,PE,PE_FAD325_39_A_N1_loading_size_2_13_25,FAD325_39_A,FAD325,P1-A6,WT,A,M,39,300x,PE,56.90000534057617
PE(44:6),848.6,707.6,1266.920078277588,848.6 -> 707.6,PE,PE_FAD325_39_A_N1_loading_size_2_13_25,FAD325_39_A,FAD325,P1-A6,WT,A,M,39,300x,PE,15.479984283447266
PE(44:5),850.6,709.6,1336.5000953674316,850.6 -> 709.6,PE,PE_FAD325_39_A_N1_loading_size_2_13_25,FAD325_39_A,FAD325,P1-A6,WT,A,M,39,300x,PE,63.86000442504883
PE(44:4),852.6,711.6,1259.920093536377,852.6 -> 711.6,PE,PE_FAD325_39_A_N1_loading_size_2_13_25,FAD325_39_A,FAD325,P1-A6,WT,A,M,39,300x,PE,7.540008544921875
PE(44:3),854.7,713.7,1318.4800910949707,854.7 -> 713.7,PE,PE_FAD325_39_A_N1_loading_size_2_13_25,FAD325_39_A,FAD325,P1-A6,WT,A,M,39,300x,PE,67.42000198364258
PE(44:2),856.7,715.7,1273.0600967407227,856.7 -> 715.7,PE,PE_FAD325_39_A_N1_loading_size_2_13_25,FAD325_39_A,FAD325,P1-A6,WT,A,M,39,300x,PE,20.32000732421875
PE(44:1),858.7,717.7,1434.7800903320312,858.7 -> 717.7,PE,PE_FAD325_39_A_N1_loading_size_2_13_25,FAD325_39_A,FAD325,P1-A6,WT,A,M,39,300x,PE,183.1399917602539
PE(44:0),860.7,719.7,1251.6400833129883,860.7 -> 719.7,PE,PE_FAD325_39_A_N1_loading_size_2_13_25,FAD325_39_A,FAD325,P1-A6,WT,A,M,39,300x,PE,0.0
PE(46:1),886.7,745.7,1265.1000862121582,886.7 -> 745.7,PE,PE_FAD325_39_A_N1_loading_size_2_13_25,FAD325_39_A,FAD325,P1-A6,WT,A,M,39,300x,PE,13.840003967285156
PE(52:4),964.8,823.8,1249.4800910949707,964.8 -> 823.8,PE,PE_FAD325_39_A_N1_loading_size_2_13_25,FAD325_39_A,FAD325,P1-A6,WT,A,M,39,300x,PE,0.0
"PG(12:0),LPG(13:0)",460.0,271.0,1249.6800804138184,460.0 -> 271.0,PG,PG_FAD325_39_A_N1_loading_size_2_13_25,FAD325_39_A,FAD325,P1-A6,WT,A,M,39,300x,PG,0.0
LPG(14:1),472.0,283.0,1253.6400909423828,472.0 -> 283.0,PG,PG_FAD325_39_A_N1_loading_size_2_13_25,FAD325_39_A,FAD325,P1-A6,WT,A,M,39,300x,PG,7.940010070800781
LPG(14:0),474.0,285.0,1264.8400955200195,474.0 -> 285.0,PG,PG_FAD325_39_A_N1_loading_size_2_13_25,FAD325_39_A,FAD325,P1-A6,WT,A,M,39,300x,PG,0.0
"LPG(15:1),LPG(P-16:0)",486.0,297.0,1248.8000869750977,486.0 -> 297.0,PG,PG_FAD325_39_A_N1_loading_size_2_13_25,FAD325_39_A,FAD325,P1-A6,WT,A,M,39,300x,PG,0.0
"LPG(15:0),LPG(O-16:0)",488.0,299.0,1284.7600860595703,488.0 -> 299.0,PG,PG_FAD325_39_A_N1_loading_size_2_13_25,FAD325_39_A,FAD325,P1-A6,WT,A,M,39,300x,PG,0.0
LPG(16:1),500.0,311.0,1344.6400909423828,500.0 -> 311.0,PG,PG_FAD325_39_A_N1_loading_size_2_13_25,FAD325_39_A,FAD325,P1-A6,WT,A,M,39,300x,PG,26.700008392333984
LPG(16:0),502.0,313.0,1388.1401100158691,502.0 -> 313.0,PG,PG_FAD325_39_A_N1_loading_size_2_13_25,FAD325_39_A,FAD325,P1-A6,WT,A,M,39,300x,PG,41.740020751953125
LPG(17:2),512.0,323.0,1295.720085144043,512.0 -> 323.0,PG,PG_FAD325_39_A_N1_loading_size_2_13_25,FAD325_39_A,FAD325,P1-A6,WT,A,M,39,300x,PG,0.0
"LPG(17:1),LPG(P-18:0)",514.0,325.0,1278.1400871276855,514.0 -> 325.0,PG,PG_FAD325_39_A_N1_loading_size_2_13_25,FAD325_39_A,FAD325,P1-A6,WT,A,M,39,300x,PG,0.0
"PG(16:0),LPG(17:0),LPG(O-18:0)",516.0,327.0,1456.5801048278809,516.0 -> 327.0,PG,PG_FAD325_39_A_N1_loading_size_2_13_25,FAD325_39_A,FAD325,P1-A6,WT,A,M,39,300x,PG,0.0
LPG(18:4),522.0,333.0,1326.5600891113281,522.0 -> 333.0,PG,PG_FAD325_39_A_N1_loading_size_2_13_25,FAD325_39_A,FAD325,P1-A6,WT,A,M,39,300x,PG,69.08000183105469
LPG(18:3),524.0,335.0,1272.7600860595703,524.0 -> 335.0,PG,PG_FAD325_39_A_N1_loading_size_2_13_25,FAD325_39_A,FAD325,P1-A6,WT,A,M,39,300x,PG,0.0
LPG(18:2),526.0,337.0,1331.5400924682617,526.0 -> 337.0,PG,PG_FAD325_39_A_N1_loading_size_2_13_25,FAD325_39_A,FAD325,P1-A6,WT,A,M,39,300x,PG,49.76000213623047
LPG(18:1),528.0,339.0,1307.7000923156738,528.0 -> 339.0,PG,PG_FAD325_39_A_N1_loading_size_2_13_25,FAD325_39_A,FAD325,P1-A6,WT,A,M,39,300x,PG,34.24000549316406
LPG(18:0),530.0,341.0,1270.3200912475586,530.0 -> 341.0,PG,PG_FAD325_39_A_N1_loading_size_2_13_25,FAD325_39_A,FAD325,P1-A6,WT,A,M,39,300x,PG,24.06000518798828
"LPG(19:1),LPG(P-20:0)",542.0,353.0,1318.780086517334,542.0 -> 353.0,PG,PG_FAD325_39_A_N1_loading_size_2_13_25,FAD325_39_A,FAD325,P1-A6,WT,A,M,39,300x,PG,31.20000457763672
"LPG(19:0),LPG(O-20:0)",544.0,355.0,1432.7400932312012,544.0 -> 355.0,PG,PG_FAD325_39_A_N1_loading_size_2_13_25,FAD325_39_A,FAD325,P1-A6,WT,A,M,39,300x,PG,0.0
LPG(20:5),548.0,359.0,1313.520092010498,548.0 -> 359.0,PG,PG_FAD325_39_A_N1_loading_size_2_13_25,FAD325_39_A,FAD325,P1-A6,WT,A,M,39,300x,PG,25.560012817382812
LPG(20:4),550.0,361.0,1249.0000915527344,550.0 -> 361.0,PG,PG_FAD325_39_A_N1_loading_size_2_13_25,FAD325_39_A,FAD325,P1-A6,WT,A,M,39,300x,PG,0.0
LPG(20:3),552.0,363.0,1249.5600929260254,552.0 -> 363.0,PG,PG_FAD325_39_A_N1_loading_size_2_13_25,FAD325_39_A,FAD325,P1-A6,WT,A,M,39,300x,PG,0.0
LPG(20:2),554.0,365.0,1406.3000984191895,554.0 -> 365.0,PG,PG_FAD325_39_A_N1_loading_size_2_13_25,FAD325_39_A,FAD325,P1-A6,WT,A,M,39,300x,PG,149.02001571655273
LPG(20:1),556.0,367.0,1276.6200942993164,556.0 -> 367.0,PG,PG_FAD325_39_A_N1_loading_size_2_13_25,FAD325_39_A,FAD325,P1-A6,WT,A,M,39,300x,PG,0.0
LPG(20:0),558.0,369.0,1296.2600898742676,558.0 -> 369.0,PG,PG_FAD325_39_A_N1_loading_size_2_13_25,FAD325_39_A,FAD325,P1-A6,WT,A,M,39,300x,PG,9.059982299804688
"PG(20:0),LPG(21:0)",572.0,383.0,1299.540096282959,572.0 -> 383.0,PG,PG_FAD325_39_A_N1_loading_size_2_13_25,FAD325_39_A,FAD325,P1-A6,WT,A,M,39,300x,PG,0.0
LPG(22:6),574.0,385.0,1249.840087890625,574.0 -> 385.0,PG,PG_FAD325_39_A_N1_loading_size_2_13_25,FAD325_39_A,FAD325,P1-A6,WT,A,M,39,300x,PG,0.0
LPG(22:4),578.0,389.0,1248.1601028442383,578.0 -> 389.0,PG,PG_FAD325_39_A_N1_loading_size_2_13_25,FAD325_39_A,FAD325,P1-A6,WT,A,M,39,300x,PG,0.0
LPG(22:2),582.0,393.0,1248.740089416504,582.0 -> 393.0,PG,PG_FAD325_39_A_N1_loading_size_2_13_25,FAD325_39_A,FAD325,P1-A6,WT,A,M,39,300x,PG,0.0
LPG(22:1),584.0,395.0,1326.0200958251953,584.0 -> 395.0,PG,PG_FAD325_39_A_N1_loading_size_2_13_25,FAD325_39_A,FAD325,P1-A6,WT,A,M,39,300x,PG,80.30001068115234
LPG(22:0),586.0,397.0,1302.5600852966309,586.0 -> 397.0,PG,PG_FAD325_39_A_N1_loading_size_2_13_25,FAD325_39_A,FAD325,P1-A6,WT,A,M,39,300x,PG,28.879989624023438
PG(24:0),628.0,439.0,1321.2000923156738,628.0 -> 439.0,PG,PG_FAD325_39_A_N1_loading_size_2_13_25,FAD325_39_A,FAD325,P1-A6,WT,A,M,39,300x,PG,75.8599967956543
PG(25:0),642.0,453.0,1266.1800842285156,642.0 -> 453.0,PG,PG_FAD325_39_A_N1_loading_size_2_13_25,FAD325_39_A,FAD325,P1-A6,WT,A,M,39,300x,PG,17.700000762939453
PG(26:1),654.0,465.0,1249.7200889587402,654.0 -> 465.0,PG,PG_FAD325_39_A_N1_loading_size_2_13_25,FAD325_39_A,FAD325,P1-A6,WT,A,M,39,300x,PG,3.94000244140625
PG(26:0),656.0,467.0,1300.3600845336914,656.0 -> 467.0,PG,PG_FAD325_39_A_N1_loading_size_2_13_25,FAD325_39_A,FAD325,P1-A6,WT,A,M,39,300x,PG,34.97999572753906
