lipid,logFC,logCPM,LR,PValue,FDR,Length1,Length2,Title_1,Title_2,type,DOD100-M2-5xFAD-cortex10x_01202023,DOD99-M1-5xFAD-cortex10x_01202023,M1FAD173-5xFAD-Cortex10x_01182023,M2FAD173-5xFAD-Cortex10x_01192023,DOD100-M1-WT-cortex10x_01202023,DOD99-M2-WT-cortex10x_01202023,M5FAD173-WT-Cortex10x_01192023,10xBlank_01202023
"(9Z,12Z)-3-hydroxyhexadecadienoylcarnitine",0.20890859903651474,13.524740703890956,0.13595460569794932,0.7123362705985086,0.9998862855898978,4,3,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ WT | Brain Region_ cortex,CAR,6556788.756103516,7579394.700439453,7847061.452392578,7985043.280273437,4689957.828857422,7210002.552490234,6411734.287353516,2817110.0759277344
(9Z)-3-hydroxyoctadecenoylcarnitine,0.303813114200153,14.82510353925725,0.28637422100697824,0.5925534387587589,0.9998862855898978,4,3,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ WT | Brain Region_ cortex,CAR,17311510.770996094,20298427.107910156,20722991.56201172,21033323.51171875,11026079.612304688,19093728.143554688,15453683.57763672,2395006.220703125
1-O-behenoyl-Cer(d18:1/16:0),0.028129523756782102,6.085234097983651,0.0024814905618768535,0.9602701624955285,0.9998862855898978,4,3,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ WT | Brain Region_ cortex,Cer,36692.462463378906,37616.98265457153,47163.46329879761,38684.44284820557,33323.14264297485,36546.822441101074,39283.802684783936,22294.401321411133
1-O-carboceroyl-Cer(d18:1/16:0),-0.21314878663174427,7.507268698737488,0.14350266269298562,0.7048234260247015,0.9998862855898978,4,3,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ WT | Brain Region_ cortex,Cer,94097.04789352416,71634.02543640137,152652.411567688,90605.04538345335,119585.8681526184,86770.38639831543,115558.20627593994,49086.90395736694
1-O-carboceroyl-Cer(d18:1/18:0),-0.18196300160882595,5.521575639188578,0.10448744203677052,0.7465095722890587,0.9998862855898978,4,3,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ WT | Brain Region_ cortex,Cer,24564.40146255493,21907.801445007324,21279.241298675537,21167.64161300659,24480.881874084473,23461.22156906128,21810.941791534424,32565.38228225708
1-O-cerotoyl-Cer(d18:1/16:0),-0.3157633431574709,7.421757977921289,0.3156624217153876,0.5742261058858849,0.9998862855898978,4,3,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ WT | Brain Region_ cortex,Cer,77182.18599319458,67614.68476867676,112079.00816345216,75406.60494613647,100954.5672607422,83571.66579055786,98255.28512954712,104272.36771011353
1-O-cerotoyl-Cer(d18:1/18:0),-0.41429043127311443,9.167226612633748,0.5443988300630735,0.46061540428052405,0.9998862855898978,4,3,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ WT | Brain Region_ cortex,Cer,261576.97959136963,228328.85834503177,223601.65310287476,227696.1364517212,304801.284576416,276514.42039108276,285917.71657562256,544596.580368042
1-O-eicosanoyl-Cer(d18:1/16:0),-0.14813057461659754,6.122174168603286,0.06918712479279066,0.7925240222322558,0.9998862855898978,4,3,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ WT | Brain Region_ cortex,Cer,36027.762283325195,42948.363021850586,42736.36308288574,30331.58203125,38517.28271102905,40629.2631149292,37163.8623008728,28402.641986846924
1-O-lignoceroyl-Cer(d18:1/16:0),-0.1429373335683699,7.291043606726109,0.0644154088349751,0.7996485988272578,0.9998862855898978,4,3,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ WT | Brain Region_ cortex,Cer,84782.36605834961,66330.18539047241,144407.71041107178,81413.10648345947,104923.82834243774,79647.96742630005,97751.66666412354,19274.341342926025
1-O-myristoyl-Cer(d18:1/16:0),-0.0816137456697638,6.572338063244614,0.0209627615778345,0.8848804474962996,0.9998862855898978,4,3,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ WT | Brain Region_ cortex,Cer,54183.54351043701,53711.363929748535,49155.66358947754,50361.163749694824,55029.08363342285,50479.26407623291,45911.8233833313,43334.30277252197
1-O-palmitoyl-Cer(d18:1/16:0),-0.11373952634749876,6.388993783804589,0.040751769644032265,0.8400178276183127,0.9998862855898978,4,3,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ WT | Brain Region_ cortex,Cer,42159.56315231323,46103.00323486328,43331.863063812256,40639.18308258057,41975.34289932251,43672.76354598999,43771.94339752197,50665.82361602783
1-O-stearoyl-Cer(d18:1/16:0),-0.13984541042939183,6.365973644858669,0.061651019198734475,0.8039052135902676,0.9998862855898978,4,3,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ WT | Brain Region_ cortex,Cer,41978.902713775635,47592.20374298096,53856.84366226196,37718.002490997314,44340.323066711426,49289.16366195679,44351.12351226807,32940.40257644653
1-O-tricosanoyl-Cer(d18:1/16:0),0.08088887284711709,6.4619414685669865,0.020481947726466387,0.8861992358156029,0.9998862855898978,4,3,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ WT | Brain Region_ cortex,Cer,47917.14291381836,44551.783615112305,79700.04627227783,46306.862968444824,45042.482692718506,47179.88382720947,49861.92351913452,21537.66153717041
1-O-tricosanoyl-Cer(d18:1/18:0),-0.2117935979784875,4.4698534375465195,0.14163925854925535,0.7066567754577152,0.9998862855898978,4,3,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ WT | Brain Region_ cortex,Cer,11874.98077774048,11112.440662384031,11614.500896453856,10037.64073562622,13229.820877075195,10774.420791625977,11459.260730743408,12759.900817871094
"12-Hydroxy-12-octadecanoylcarnitine, 3-hydroxyoctadecanoylcarnitine",0.13509049372535073,12.957048804944133,0.05701633667148244,0.8112754514874102,0.9998862855898978,4,3,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ WT | Brain Region_ cortex,CAR,4612804.606933594,5059683.297363281,5089087.544433594,4672021.863769531,3537992.9995117188,4869216.183105469,3993657.2543945312,2428656.8916015625
12:0 Cholesteryl ester,-0.34006097816473624,8.0447906151873,0.36629515928507317,0.5450306821257711,0.9998862855898978,4,3,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ WT | Brain Region_ cortex,CE,206443.9545135498,187842.8329925537,54702.864181518555,53449.14390563965,184184.01274108887,194290.03338623047,57300.26417160034,158999.98956298828
12:0 Cholesteryl ester_2,-0.4106439802171884,8.047707277873009,0.5348182000307133,0.4645882021639327,0.9998862855898978,4,3,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ WT | Brain Region_ cortex,CE,198899.35383605957,189600.57427978516,50913.96357727051,49618.86361312866,194223.2352294922,194121.27363967896,55628.72424697876,163044.15301513672
14:0 Cholesteryl ester,-0.6669751168668518,7.436758901460257,1.4150923245870226,0.23421287441882757,0.9998862855898978,4,3,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ WT | Brain Region_ cortex,CE,107908.76762390137,103784.52690124512,43653.82319641113,49058.56335067749,174361.71353149414,103502.50770568848,44501.422870635986,85346.74568939209
14:1 Cholesteryl ester,-0.6866041761077211,7.414025279798604,1.4997882196730652,0.22070395065565315,0.9998862855898978,4,3,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ WT | Brain Region_ cortex,CE,101516.40711975098,103069.94741821288,42685.24269104004,45816.14336395264,167934.35008239746,103306.90727233888,43761.02275466919,91728.62675476074
15:0 Campesteryl ester_simulated | 16:0 Cholesteryl ester,-0.37501269816385785,8.732006054580168,0.44575977440399583,0.5043554784296437,0.9998862855898978,4,3,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ WT | Brain Region_ cortex,CE,289878.5213623047,287886.201171875,121756.2882385254,94190.34649658205,292253.8006591797,309868.7003173828,101925.20712280272,268696.0985107422
15:0 Campesteryl ester_simulated | 16:0 Cholesteryl ester_2,-0.3616154626141489,8.74467413137385,0.41437678574584424,0.5197563396121281,0.9998862855898978,4,3,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ WT | Brain Region_ cortex,CE,292477.3010253906,290238.64123535156,120988.00839233398,93845.26657104492,288007.4022216797,308109.24353027344,105516.18823242188,281328.5203857422
15:0 Cholesteryl ester,-0.30993777113490767,8.584284904664942,0.3040925321984105,0.5813280732033961,0.9998862855898978,4,3,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ WT | Brain Region_ cortex,CE,259193.8380126953,259023.73706054688,110598.20782470705,99013.02743530272,253107.4787597656,264173.32067871094,101124.08694458008,248100.27880859375
15:1 Campesteryl ester_simulated | 16:1 Cholesteryl ester,-0.32565660016095954,8.759835602672359,0.33582834611297585,0.5622471346013833,0.9998862855898978,4,3,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ WT | Brain Region_ cortex,CE,296957.74169921875,290135.00103759766,120349.36853027344,108678.26788330078,278878.5386352539,308956.20349121094,115424.5080871582,282264.8193359375
15:1 Campesteryl ester_simulated | 16:1 Cholesteryl ester_2,-0.2998406252496188,8.7761506243151,0.2845421095407801,0.5937394940931432,0.9998862855898978,4,3,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ WT | Brain Region_ cortex,CE,299675.64099121094,298718.8214111328,121086.38803100586,111295.56848144533,286760.6004638672,295662.2412109375,118771.74865722656,287922.24072265625
15:1 Cholesteryl ester,-0.3758261305576137,8.647118637749196,0.44770178979524644,0.5034283630464801,0.9998862855898978,4,3,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ WT | Brain Region_ cortex,CE,268055.0593261719,267581.09765625,112505.0086364746,97831.46688842772,279110.23876953125,272599.61767578125,109607.08767700195,255572.7781982422
16:0 Campesteryl ester | 17:0 Cholesteryl ester,-0.10681165619625375,8.64672396406268,0.0359338837724863,0.8496520941264678,0.9998862855898978,4,3,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ WT | Brain Region_ cortex,CE,482661.26905822754,230368.095413208,157669.31104660034,44475.38328170776,181109.19328308103,438289.16777038574,77134.06510925293,121273.30940246582
16:0 Campesteryl ester | 17:0 Cholesteryl ester_2,-0.16985882136113112,8.645780882489088,0.09103303094343573,0.7628679557611011,0.9998862855898978,4,3,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ WT | Brain Region_ cortex,CE,457017.1744232178,232697.2156829834,162404.1529197693,42214.92322540283,187184.91275024417,443183.8342895508,79354.32606506348,125768.08905029295
16:2 Campesteryl ester,-0.043114005326966194,8.604274537651406,0.005843471935349953,0.9390669744602543,0.9998862855898978,4,3,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ WT | Brain Region_ cortex,CE,468778.7299804687,229844.91590881348,165206.61423492432,43435.38317108154,167781.59133911133,418315.46867370605,74919.82628250122,117353.56846618652
"16:2 Cholesteryl ester, zymosteryl palmitoleate",-0.3636351300038527,8.737185048007303,0.41903421391907614,0.5174193465103343,0.9998862855898978,4,3,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ WT | Brain Region_ cortex,CE,286850.72009277344,293157.0216064453,113731.94830322266,101456.2074584961,292551.71875,297439.0616455078,110140.7073059082,274790.7999267578
16:3 Campesteryl ester,-0.12186645861234195,8.585829160898303,0.04679739168690844,0.8287328269479335,0.9998862855898978,4,3,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ WT | Brain Region_ cortex,CE,456562.5186233521,217033.97341918945,160582.991481781,41053.32256317139,170507.59172058103,427672.8699798584,75315.50601577759,114802.70822143556
16:3 Cholesteryl ester,-0.30466878775138706,8.679512993711146,0.29380914503417443,0.5877898172976229,0.9998862855898978,4,3,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ WT | Brain Region_ cortex,CE,273550.51916503906,280845.88049316406,118023.78784179688,104182.76788330078,270792.63830566406,275931.4796142578,110097.02749633788,268572.4782714844
16:3 Stigmasteryl ester,-0.1286279720124421,8.940973163823017,0.05214445143155899,0.8193729160702345,0.9998862855898978,4,3,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ WT | Brain Region_ cortex,CE,542890.2322692871,303466.01583862305,177535.57064819336,70479.92538833618,238233.19439697263,491452.9175415039,112134.6275253296,174687.61349487305
"17:0 Campesteryl ester_simulated | 18:0 Cholesteryl ester, 16:0 Sitosteryl ester",-0.17869100657563447,9.107490379644592,0.10076980702979199,0.7509077839929404,0.9998862855898978,4,3,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ WT | Brain Region_ cortex,CE,609582.4785461426,339927.88663482666,196164.55129241943,63067.42455291748,269417.33947753906,589933.1188049316,103941.22734069824,197711.39486694336
"17:0 Campesteryl ester_simulated | 18:0 Cholesteryl ester, 16:0 Sitosteryl ester_2",-0.15040972942094155,9.119063317970166,0.0713428588151146,0.7893915207307467,0.9998862855898978,4,3,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ WT | Brain Region_ cortex,CE,612892.9210205078,352186.2632141113,199214.2363128662,66339.54444122314,275774.5595397949,578218.7215881348,105990.80756378174,197452.61389160156
"17:1 Campesteryl ester_simulated | 18:1 Cholesteryl ester, 16:0 Stigmasteryl ester, 16:1 Sitosteryl ester",-0.16533738642882084,9.108310599237187,0.0862411893715489,0.7690112249067256,0.9998862855898978,4,3,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ WT | Brain Region_ cortex,CE,604201.1010437012,344977.4267883301,195620.6760406494,66619.54499816895,272276.99826049805,578229.0800170898,104960.36757659912,201944.25617980957
"17:1 Campesteryl ester_simulated | 18:1 Cholesteryl ester, 16:0 Stigmasteryl ester, 16:1 Sitosteryl ester_2",-0.21182879548248404,9.110097163432707,0.14172943392077286,0.7065677384180526,0.9998862855898978,4,3,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ WT | Brain Region_ cortex,CE,601233.5832366943,331640.3845214844,200966.05520629883,63674.6642036438,282595.2204284668,584872.5077514648,106163.54775619508,199674.9553833008
17:1 Cholesteryl ester; 16:1 Campesteryl ester,-0.1052632003647871,8.628356064319735,0.03489799583076092,0.8518095646717264,0.9998862855898978,4,3,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ WT | Brain Region_ cortex,CE,471428.01194763184,218880.09548187256,165967.61249160767,46261.54291534424,172803.25178527832,436325.72637939453,77847.66497421265,122837.10720825195
17:1 Cholesteryl ester; 16:1 Campesteryl ester_2,-0.08615669773168831,8.573228084238567,0.023365882228972623,0.878509447578131,0.9998862855898978,4,3,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ WT | Brain Region_ cortex,CE,460792.76985168457,206078.07276916504,160566.41161346436,45343.343311309814,165014.77180480957,415234.27352905273,75341.58574676514,119584.48794555664
"18:0 Campesteryl ester | 19:0 cholesteryl ester_simulated, 17:0 sitosteryl ester_simulated",-0.2984311267299429,8.489300363176717,0.2818637957389001,0.5954822131181738,0.9998862855898978,4,3,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ WT | Brain Region_ cortex,CE,278488.0610809326,250274.46084594727,88312.66635894775,66861.42481994629,238098.99700927737,265711.5782318115,72586.16502380371,232670.8377380371
"18:0 Campesteryl ester | 19:0 cholesteryl ester_simulated, 17:0 sitosteryl ester_simulated_2",-0.2654726816951936,8.506175372847085,0.22288302081869915,0.6368519270680149,0.9998862855898978,4,3,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ WT | Brain Region_ cortex,CE,273423.89978027344,259398.0389404297,92443.26620483398,70337.48574829102,234472.71701049805,270909.55950927734,68150.66487884521,241449.8783721924
18:1 Campesteryl ester,-0.316497829338441,8.438597498083306,0.31714381837809924,0.5733291824855933,0.9998862855898978,4,3,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ WT | Brain Region_ cortex,CE,263904.27825927734,252689.3544921875,82409.8259010315,56984.78404998779,233450.53912353516,261731.28118896484,63951.22497558594,225617.7167816162
"18:2 Cholesteryl ester, zymosteryl oleate, 16:1 Stigmasteryl ester, 16:2 Sitosteryl ester",-0.15607739924403552,9.161281171122562,0.07683255662050215,0.7816366269369697,0.9998862855898978,4,3,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ WT | Brain Region_ cortex,CE,604406.4444274902,375458.106048584,202646.0722885132,67644.66412353516,289138.4790649414,585151.3779449463,102739.50680541992,224405.7758178711
18:3 Campesteryl ester,-0.3223829114169595,8.318076241515156,0.3290867110772524,0.5661973611740585,0.9998862855898978,4,3,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ WT | Brain Region_ cortex,CE,233462.63381958008,232237.91787719727,76780.36492156982,65536.76523590088,213127.35446166992,242607.49642944336,66174.2045288086,197820.75631713867
"18:3 Cholesteryl ester, 16:2 Stigmasteryl ester, 16:3 Sitosteryl ester",-0.20622736848881337,9.212106079658334,0.13431437810504576,0.7140000248665584,0.9998862855898978,4,3,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ WT | Brain Region_ cortex,CE,619175.6261291504,365628.6613922119,202318.07664489743,71515.98536682129,315847.1044616699,595870.3013763428,103495.5284690857,254542.46154785156
"19:0 Campesteryl ester_simulated | 20:0 Cholesteryl ester, 18:0 Sitosteryl ester",-0.2148344332012874,9.251843056430536,0.1457907942676684,0.7025907235099919,0.9998862855898978,4,3,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ WT | Brain Region_ cortex,CE,447091.57263183594,447873.4123535156,205471.35342407227,140569.51007080078,419422.98986816406,415310.3869628906,146106.55047607422,328716.4434814453
"19:0 Campesteryl ester_simulated | 20:0 Cholesteryl ester, 18:0 Sitosteryl ester_2",-0.26094490943968796,9.264997864994218,0.2153248388058273,0.6426254817565367,0.9998862855898978,4,3,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ WT | Brain Region_ cortex,CE,443882.2932128906,452466.95568847656,199821.99346923828,138753.42993164062,427756.94885253906,430666.9284667969,150386.73071289062,329537.4803466797
"2-Hydroxymyristoylcarnitine, 3-hydroxytetradecanoylcarnitine",-0.16538102416973569,11.287416563833654,0.08628756255711778,0.7689508954816406,0.9998862855898978,4,3,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ WT | Brain Region_ cortex,CAR,1195290.807861328,1194065.662109375,1239282.0832519531,1133090.1042480469,1218044.2957763672,1240025.518798828,1244585.4881591797,1930786.4631347656
20:0 Campesteryl ester,-0.18134121393973535,10.177860450377327,0.10378882213262841,0.7473294205432977,0.9998862855898978,4,3,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ WT | Brain Region_ cortex,CE,1051954.5400390625,802405.31298828125,404391.10778808594,333963.88360595703,944354.227294922,799106.8182373047,242206.25750732425,317584.8635253906
20:1 Campesteryl ester,-0.17510226077013025,10.135520643844584,0.0967543334554648,0.755759884890098,0.9998862855898978,4,3,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ WT | Brain Region_ cortex,CE,1035268.6345214844,770815.9124755859,390393.90771484375,324425.34533691406,922340.90771484375,768436.0723876953,229859.89709472656,310572.0031738281
"20:1 Cholesteryl ester, 18:0 Stigmasteryl ester, 18:1 Sitosteryl ester",-0.24780643575471492,9.254787351848526,0.19412891242245678,0.65950214892258,0.9998862855898978,4,3,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ WT | Brain Region_ cortex,CE,445063.4099121094,438793.0089111328,196959.51458740231,143887.10974121094,420065.7504882813,422728.80859375,149125.32971191406,336350.2844238281
"20:2 Cholesteryl ester, 18:1 Stigmasteryl ester, 18:2 Sitosteryl ester",-0.24814358010437562,9.245482233499395,0.1946590174920857,0.6590669191096482,0.9998862855898978,4,3,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ WT | Brain Region_ cortex,CE,442481.4721679687,434864.9537353515,198226.1947631836,142786.26989746094,420005.08837890625,413933.3474121094,152263.0704345703,332064.9237060547
20:3 Campesteryl ester,-0.3717353599659895,10.012734303679624,0.43798076600796776,0.5080986671543108,0.9998862855898978,4,3,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ WT | Brain Region_ cortex,CE,690644.8483886719,670642.06982421875,303552.1791381836,338287.26470947266,831691.5396728516,630418.0675048828,291385.0417480469,532591.3153076172
"20:3 Cholesteryl ester, 18:2 Stigmasteryl ester, 18:3 Sitosteryl ester",-0.20324203747246083,9.041114227576832,0.13044387735135388,0.717972254956084,0.9998862855898978,4,3,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ WT | Brain Region_ cortex,CE,373994.6680908203,377226.9892578125,181923.79260253903,143761.37060546875,340624.28259277344,362469.4854736328,146808.49047851562,281844.6805419922
"20:4 Cholesteryl ester, 18:3 Stigmasteryl ester",-0.21017173292108957,9.207356147809602,0.13951485767029226,0.708763786458413,0.9998862855898978,4,3,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ WT | Brain Region_ cortex,CE,426969.5148162842,402345.11001586914,157411.192817688,135987.24981689453,348037.0646057129,402231.26961517334,144343.5308227539,433173.92571258545
20:5 Cholesteryl ester,-0.3281720655875036,10.170767679406469,0.34105712961172685,0.5592196613600449,0.9998862855898978,4,3,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ WT | Brain Region_ cortex,CE,774021.08935546875,796451.9927368164,261745.4785232544,228661.520111084,719790.7917480469,810821.262512207,246523.35818481445,911030.2897338868
22:0 Campesteryl ester,-0.5441574145327276,8.967179126757323,0.9409107234059775,0.3320437369162149,0.9998862855898978,4,3,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ WT | Brain Region_ cortex,CE,466218.7146835327,350722.9248352051,96338.56734848022,93248.5464744568,526033.4529647827,384554.50311279297,71315.94483184814,105651.5481300354
"22:0 Cholesteryl ester, 20:0 Sitosteryl ester",-0.16458437768363732,9.48364823064326,0.0854559799990966,0.7700354334417719,0.9998862855898978,4,3,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ WT | Brain Region_ cortex,CE,760646.4669799805,476102.9566268921,238534.7177581787,214955.03761291504,636603.4621429443,524705.1521759033,114199.28704071043,79871.64535522461
22:0 Sitosteryl ester,-0.6185115853753622,9.132900425300532,1.2165111092617718,0.27004643650671273,0.9998862855898978,4,3,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ WT | Brain Region_ cortex,CE,485815.2135925293,355294.92652893066,88051.98610305786,102267.82748413086,561003.0242385864,421927.34729003906,79683.76554870605,228572.99380493164
22:1 Campesteryl ester,-0.45185625274026076,8.94678235512461,0.647988930446445,0.42083260828508673,0.9998862855898978,4,3,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ WT | Brain Region_ cortex,CE,468357.8101348877,350133.2861633301,110473.78787994383,98551.34607315063,479712.1131286621,395492.0505371094,70321.82493591309,102455.64757919312
"22:1 Cholesteryl ester, 20:0 Stigmasteryl ester, 20:1 Sitosteryl ester",-0.1642224974920288,9.460146754967866,0.08507976923283422,0.7705279639797465,0.9998862855898978,4,3,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ WT | Brain Region_ cortex,CE,759511.5723876953,460364.1280517578,238796.4598121643,205046.51355743408,631755.8412628174,508749.61309814453,112743.7882270813,78654.8657836914
"22:1 Stigmasteryl ester, 22:2 Sitosteryl ester",-0.6066913770069094,9.139098969249202,1.1703387336747255,0.2793316507985892,0.9998862855898978,4,3,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ WT | Brain Region_ cortex,CE,498246.4359283447,359096.9853553772,98792.72665023804,99168.76778030396,568701.699710846,423679.4720993042,84803.34576416016,206498.9136428833
