lipid,logFC,logCPM,LR,PValue,FDR,Length1,Length2,Title_1,Title_2,type,DOD100-M1-WT-cerebellum10x_01202023_x,DOD100-M1-WT-cortex10x_01202023_x,DOD100-M1-WT-diencephalon10x_01202023,DOD100-M1-WT-hippo10x_01202023,DOD100-M2-5xFAD-cerebellum10x_01202023_x,DOD100-M2-5xFAD-cortex10x_01202023_x,DOD100-M2-5xFAD-diencephalon10x_01202023,DOD100-M2-5xFAD-hippo10x_01202023,DOD100-M3-5xFAD-cerebellum10x_01202023_x,DOD100-M3-5xFAD-diencephalon10x_01202023,DOD100-M3-5xFAD-hippo10x_01202023,DOD99-M1-5xFAD-cerebellum10x_01202023_x,DOD99-M1-5xFAD-cortex10x_01202023_x,DOD99-M1-5xFAD-diencephalon10x_01202023,DOD99-M1-5xFAD-hippo10x_01202023,DOD99-M2-WT-cerebellum10x_01202023_x,DOD99-M2-WT-cortex10x_01202023_x,DOD99-M2-WT-diencephalon10x_01202023,DOD99-M2-WT-hippo10x_01202023,M1FAD173-5xFAD-Cerebellum10x_01182023_x,M1FAD173-5xFAD-Cortex10x_01182023_x,M1FAD173-5xFAD-Diencephalon10x_01182023,M1FAD173-5xFAD-Hippo10x_01182023,M2FAD173-5xFAD-Cerebellum10x_01192023_x,M2FAD173-5xFAD-Cortex10x_01192023_x,M2FAD173-5xFAD-Diencephalon10x_01192023,M2FAD173-5xFAD-Hippo10x_01192023,M5FAD173-WT-Cerebellum10x_01192023_x,M5FAD173-WT-Cortex10x_01192023_x,M5FAD173-WT-Diencephalon10x_01192023,M5FAD173-WT-Hippo10x_01192023,DOD100-M1-WT-cerebellum10x_01202023_y,DOD100-M1-WT-cortex10x_01202023_y,DOD100-M2-5xFAD-cerebellum10x_01202023_y,DOD100-M2-5xFAD-cortex10x_01202023_y,DOD100-M3-5xFAD-cerebellum10x_01202023_y,DOD99-M1-5xFAD-cerebellum10x_01202023_y,DOD99-M1-5xFAD-cortex10x_01202023_y,DOD99-M2-WT-cerebellum10x_01202023_y,DOD99-M2-WT-cortex10x_01202023_y,M1FAD173-5xFAD-Cerebellum10x_01182023_y,M1FAD173-5xFAD-Cortex10x_01182023_y,M2FAD173-5xFAD-Cerebellum10x_01192023_y,M2FAD173-5xFAD-Cortex10x_01192023_y,M5FAD173-WT-Cerebellum10x_01192023_y,M5FAD173-WT-Cortex10x_01192023_y,10xBlank_01202023
TAG(60:3)_FA 18:1,0.09198430101719926,5.259821852277839,0.16355721816238145,0.6859023667888517,0.9989980206677269,31,15,Genotype_ WT 5xFAD | Sex_ Male,Brain Region_ cerebellum cortex,TAG,19614.441207885742,20739.1014251709,23657.02166748047,22223.16148376465,16886.22113800049,25220.38190460205,24032.94171142578,28995.84205627441,18734.981407165527,25494.061882019043,26479.72180175781,25160.281539916992,24188.401763916016,21560.02159881592,23429.30192565918,20998.52166748047,22772.741485595703,23508.581634521484,18821.98139190674,21575.68125152588,20384.78147888184,19899.281463623047,18868.601371765137,27418.321838378903,19578.021423339844,19917.941284179688,17814.081310272217,17736.2212600708,20833.14124298096,20546.0016784668,20008.141494750977,19614.441207885742,20739.1014251709,16886.22113800049,25220.38190460205,18734.981407165527,25160.281539916992,24188.401763916016,20998.52166748047,22772.741485595703,21575.68125152588,20384.78147888184,27418.321838378903,19578.021423339844,17736.2212600708,20833.14124298096,18389.481437683105
TAG(60:3)_FA 18:2,0.03824513329044758,5.451053854195619,0.028400630952347683,0.8661703820297226,0.9989980206677269,31,15,Genotype_ WT 5xFAD | Sex_ Male,Brain Region_ cerebellum cortex,TAG,21537.40168762207,27191.061965942383,26351.12190246582,20990.421493530277,18709.20150756836,25552.521850585938,23635.921478271484,31461.641998291016,19379.481338500977,30677.982131958008,22586.94158935547,33084.1423034668,28729.821838378903,22147.42176818848,26237.30187988281,21287.26146697998,27283.621948242188,27849.561950683597,21619.001960754395,32566.7220993042,24526.6416053772,22864.221466064453,23666.7419052124,28507.56182861328,18375.38129425049,18608.40117645264,21622.261863708496,19682.82144165039,30798.842262268063,23348.38164520264,24204.641471862797,21537.40168762207,27191.061965942383,18709.20150756836,25552.521850585938,19379.481338500977,33084.1423034668,28729.821838378903,21287.26146697998,27283.621948242188,32566.7220993042,24526.6416053772,28507.56182861328,18375.38129425049,19682.82144165039,30798.842262268063,21153.9614944458
TAG(60:3)_FA 20:0,0.08385790851246944,5.244473827667806,0.13602625479765607,0.7122638542392121,0.9989980206677269,31,15,Genotype_ WT 5xFAD | Sex_ Male,Brain Region_ cerebellum cortex,TAG,21757.441772460938,20847.161682128903,24793.621925354004,22516.28143310547,20056.36151123047,24919.00187683105,25055.761917114258,39986.72274017334,20692.24130249023,22682.64175415039,23838.501640319824,22139.241485595703,22417.541679382324,15613.100997924805,20831.3013381958,21312.541381835938,22444.4418258667,25605.90193176269,20577.361530303955,25230.02182006836,20144.88166809082,20438.381408691406,17600.161308288574,21094.16163635254,17717.641227722168,15297.96102142334,16350.681243896484,17664.50128173828,20147.56133270264,18039.2611618042,19487.381324768063,21757.441772460938,20847.161682128903,20056.36151123047,24919.00187683105,20692.24130249023,22139.241485595703,22417.541679382324,21312.541381835938,22444.4418258667,25230.02182006836,20144.88166809082,21094.16163635254,17717.641227722168,17664.50128173828,20147.56133270264,19156.54141235352
TAG(60:3)_FA 20:4,0.06628172941114792,5.208811965302847,0.08510440624492333,0.7704956733881394,0.9989980206677269,31,15,Genotype_ WT 5xFAD | Sex_ Male,Brain Region_ cerebellum cortex,TAG,20492.761421203613,21351.501502990723,20800.9015045166,20518.14141845703,17993.681259155273,22316.72173309326,22456.641708374023,29220.94245147705,18668.321144104004,24845.58168029785,24029.34146118164,21495.30168914795,20382.041526794437,20171.42143249512,21468.5615234375,23041.621505737305,23339.46182250977,18787.801307678223,21603.061637878414,22920.22161102295,21286.44133758545,19890.20178985596,17865.821197509766,22941.081550598145,17020.26139831543,16908.621185302734,17806.3212890625,19555.04126358032,20725.0213470459,20530.98129272461,18544.061401367188,20492.761421203613,21351.501502990723,17993.681259155273,22316.72173309326,18668.321144104004,21495.30168914795,20382.041526794437,23041.621505737305,23339.46182250977,22920.22161102295,21286.44133758545,22941.081550598145,17020.26139831543,19555.04126358032,20725.0213470459,19876.66125488281
TAG(60:4)_FA 16:0,0.13554413215828343,4.837825192414334,0.35382579217146315,0.551955390722987,0.9989980206677269,31,15,Genotype_ WT 5xFAD | Sex_ Male,Brain Region_ cerebellum cortex,TAG,17705.84112548828,16370.56103515625,19983.64143371582,17550.941207885742,13679.780868530272,19063.561294555664,22314.92152404785,29860.382209777832,13789.100902557371,16563.12104034424,18087.681213378903,15055.900924682615,17010.40119934082,15717.721267700195,13629.340995788574,16295.021102905272,15797.041061401367,18235.08131408692,15201.920959472656,14415.240943908691,14920.601024627686,14938.720993041992,16213.061195373535,13119.760974884031,14816.541046142578,13109.760925292969,13918.380897521973,13996.401039123535,17365.401153564453,16197.201156616213,14880.581077575684,17705.84112548828,16370.56103515625,13679.780868530272,19063.561294555664,13789.100902557371,15055.900924682615,17010.40119934082,16295.021102905272,15797.041061401367,14415.240943908691,14920.601024627686,13119.760974884031,14816.541046142578,13996.401039123535,17365.401153564453,15606.341194152832
TAG(60:4)_FA 16:1,0.1329448813720911,4.969585218815638,0.34046776695367953,0.5595593423498685,0.9989980206677269,31,15,Genotype_ WT 5xFAD | Sex_ Male,Brain Region_ cerebellum cortex,TAG,18021.04124450684,16338.481170654297,18899.34149169922,20258.681427001957,15155.361232757568,19416.841339111328,22733.7615814209,39800.84312438965,18805.461227416992,23182.381561279297,17700.521324157715,18454.921279907227,17751.481384277344,18090.861267089844,15613.981101989746,17929.22135925293,19378.6014251709,18637.7014541626,16053.04108428955,15946.841217041016,17015.041244506836,15212.981243133543,16361.681205749512,15713.481239318848,14772.301155090332,13824.74104309082,15016.06114578247,13642.460861206057,18982.62135314941,15646.041122436523,14088.421081542969,18021.04124450684,16338.481170654297,15155.361232757568,19416.841339111328,18805.461227416992,18454.921279907227,17751.481384277344,17929.22135925293,19378.6014251709,15946.841217041016,17015.041244506836,15713.481239318848,14772.301155090332,13642.460861206057,18982.62135314941,16786.60116958618
TAG(60:4)_FA 18:0,0.09144527482848687,5.110793826499941,0.16164998757606952,0.6876419345440566,0.9989980206677269,31,15,Genotype_ WT 5xFAD | Sex_ Male,Brain Region_ cerebellum cortex,TAG,21360.72148132324,26251.82176208496,25991.32215881348,19195.56132507324,16834.661109924316,22111.061935424805,25418.081886291504,33478.02244567871,18888.981216430664,19109.14134216309,18737.761352539062,16628.821113586426,20791.321365356445,20514.10147857666,16775.101303100586,18911.861328125,20447.861526489258,24115.18154144287,17291.52121734619,19373.861656188965,17646.261352539062,16655.041213989258,17538.72110748291,17330.34130859375,17183.601081848145,19024.34138488769,15258.860984802246,13667.840980529783,20605.501556396484,18137.08123016357,15369.841079711914,21360.72148132324,26251.82176208496,16834.661109924316,22111.061935424805,18888.981216430664,16628.821113586426,20791.321365356445,18911.861328125,20447.861526489258,19373.861656188965,17646.261352539062,17330.34130859375,17183.601081848145,13667.840980529783,20605.501556396484,17512.641269683838
TAG(60:4)_FA 18:1,0.08186496308646773,5.971213808994305,0.12966788926257777,0.718776631449993,0.9989980206677269,31,15,Genotype_ WT 5xFAD | Sex_ Male,Brain Region_ cerebellum cortex,TAG,36572.50222015381,44095.18241882324,31506.08211517334,33910.02158355713,38212.24230957031,42976.68298339844,39958.862564086914,60917.9034576416,29945.00212097168,29427.821754455566,52301.44398498535,33779.14253234863,31217.58261871338,25366.441650390625,33953.22283935547,30455.20233154297,32243.322540283203,41425.66287231445,30036.98171234131,31060.462127685547,31703.70255279541,34082.9624710083,29415.481994628903,40838.52259063721,32648.021896362305,32402.182052612305,28513.84202575684,28220.082153320312,35664.02257537842,33147.70234298706,36787.643032073975,36572.50222015381,44095.18241882324,38212.24230957031,42976.68298339844,29945.00212097168,33779.14253234863,31217.58261871338,30455.20233154297,32243.322540283203,31060.462127685547,31703.70255279541,40838.52259063721,32648.021896362305,28220.082153320312,35664.02257537842,39536.86268615723
TAG(60:4)_FA 18:2,0.04990135070991448,5.287075692553733,0.04830346816085296,0.8260421071143069,0.9989980206677269,31,15,Genotype_ WT 5xFAD | Sex_ Male,Brain Region_ cerebellum cortex,TAG,21752.301696777344,21321.44157409668,24599.961486816406,21059.081199646,17908.84115600586,25327.08198928833,25623.6817779541,27555.28160095215,20817.52130126953,23264.52163696289,23832.881343841556,24636.06175994873,24451.641395568848,20013.86139678955,21648.981437683105,20768.50148010254,21389.66144561768,22149.60148620605,21642.34172058105,23125.241596221924,22423.88157653809,20390.901447296143,20319.381385803223,28510.44171524048,19414.66149902344,18946.9213180542,18742.441387176517,19860.381523132324,22708.321502685547,21381.701171875,20015.02124023437,21752.301696777344,21321.44157409668,17908.84115600586,25327.08198928833,20817.52130126953,24636.06175994873,24451.641395568848,20768.50148010254,21389.66144561768,23125.241596221924,22423.88157653809,28510.44171524048,19414.66149902344,19860.381523132324,22708.321502685547,18706.68130493164
TAG(60:4)_FA 20:0,0.16629481652595185,5.138572546609025,0.5312125527514411,0.46609752283132666,0.9989980206677269,31,15,Genotype_ WT 5xFAD | Sex_ Male,Brain Region_ cerebellum cortex,TAG,19626.041381835938,16756.881275177002,22070.041534423828,18374.261344909668,17481.081184387207,22742.421493530277,24610.141788482662,51882.92347717285,20017.86141967773,18325.32123184204,20946.881607055664,18057.721168518063,18591.661209106445,18452.361366271973,18364.30150604248,19056.521514892574,18854.20106506348,20710.641387939453,18748.281524658203,24059.68157196045,19285.441650390625,19591.86138153076,19657.981231689453,19436.90139770508,15313.021186828611,14274.720909118652,17773.261459350586,15955.64100265503,17869.821369171143,18925.681449890137,19695.021255493164,19626.041381835938,16756.881275177002,17481.081184387207,22742.421493530277,20017.86141967773,18057.721168518063,18591.661209106445,19056.521514892574,18854.20106506348,24059.68157196045,19285.441650390625,19436.90139770508,15313.021186828611,15955.64100265503,17869.821369171143,23725.82176208496
TAG(60:4)_FA 20:4,0.07747487170508853,7.325019453631756,0.11618359146615376,0.7332111301871007,0.9989980206677269,31,15,Genotype_ WT 5xFAD | Sex_ Male,Brain Region_ cerebellum cortex,TAG,89975.06589508057,96533.12672424316,56117.98265838623,90448.94658660889,79829.66561889648,82924.9867553711,92994.78663635254,98677.52695465088,76664.70671844482,82581.3069152832,118201.68614959715,107082.848197937,82779.68767166138,74307.06510925293,125990.66577148438,97291.84428405762,98934.70882415771,79231.74552154541,101449.287651062,88669.38633728027,82902.44660949707,86038.40460968018,87968.00583648682,94634.5647506714,79480.68600463867,75990.42539978027,80082.00354385376,94499.54837799072,91173.06547546388,96759.74563598631,88227.3849029541,89975.06589508057,96533.12672424316,79829.66561889648,82924.9867553711,76664.70671844482,107082.848197937,82779.68767166138,97291.84428405762,98934.70882415771,88669.38633728027,82902.44660949707,94634.5647506714,79480.68600463867,94499.54837799072,91173.06547546388,95215.30420684814
TAG(60:5)_FA 16:0,0.06210468287128887,5.071543017100472,0.07474037165051683,0.7845558574224293,0.9989980206677269,31,15,Genotype_ WT 5xFAD | Sex_ Male,Brain Region_ cerebellum cortex,TAG,17804.621208190918,18324.241165161133,22575.661560058597,21175.221603393555,18894.061309814453,20195.54141235352,23177.32160186768,33291.942138671875,17470.021339416504,19986.80143737793,20487.50144958496,18926.981384277344,22105.88163757324,21295.46165466309,14039.181015014648,19605.84149169922,21519.641555786133,20552.82164001465,17562.501258850098,18101.60123825073,20251.60137939453,16905.160987854004,15173.64111328125,17587.021186828613,18197.04126739502,14678.321090698242,13761.180992126465,15246.46102142334,21745.941818237305,17466.66135406494,16955.821266174316,17804.621208190918,18324.241165161133,18894.061309814453,20195.54141235352,17470.021339416504,18926.981384277344,22105.88163757324,19605.84149169922,21519.641555786133,18101.60123825073,20251.60137939453,17587.021186828613,18197.04126739502,15246.46102142334,21745.941818237305,15841.481033325195
TAG(60:5)_FA 16:1,0.08880505156110548,4.861610039975469,0.15247842789528931,0.6961780466094423,0.9989980206677269,31,15,Genotype_ WT 5xFAD | Sex_ Male,Brain Region_ cerebellum cortex,TAG,17416.781158447266,16924.86110687256,18495.64123535156,17084.961380004883,14857.040985107422,17132.921264648438,23956.361785888672,30945.56255340576,15457.800979614258,17481.94139480591,18096.06135559082,16097.42113494873,16733.341018676758,16047.441192626951,12896.341026306152,16953.94107055664,18960.881271362305,16286.66120147705,14412.341064453123,14345.82106399536,15909.961074829102,15507.42113494873,15183.841033935549,15873.421081542969,15062.520965576172,13337.601043701172,13445.24082183838,13465.540859222412,18315.86138153076,15297.581104278564,13548.68088531494,17416.781158447266,16924.86110687256,14857.040985107422,17132.921264648438,15457.800979614258,16097.42113494873,16733.341018676758,16953.94107055664,18960.881271362305,14345.82106399536,15909.961074829102,15873.421081542969,15062.520965576172,13465.540859222412,18315.86138153076,14561.161117553713
TAG(60:5)_FA 18:0,0.11242132618048797,5.164556906590204,0.24388892347941038,0.6214113311469042,0.9989980206677269,31,15,Genotype_ WT 5xFAD | Sex_ Male,Brain Region_ cerebellum cortex,TAG,20209.661415100098,17274.92124938965,25309.20143890381,22064.721893310547,17365.50121307373,21300.481399536133,24963.121826171875,36880.54260253906,17279.881225585938,22128.10173034668,20040.041381835938,18918.6414642334,22665.86134338379,20235.50146484375,18705.28131103516,20378.90156555176,22382.681480407715,21757.941360473636,18678.901290893555,19907.261528015137,19581.141487121586,19716.12139892578,17391.56111907959,20257.021591186523,19000.86141204834,18516.121265411377,15284.861015319824,17001.541213989258,22280.561546325684,17988.001457214355,17037.081260681152,20209.661415100098,17274.92124938965,17365.50121307373,21300.481399536133,17279.881225585938,18918.6414642334,22665.86134338379,20378.90156555176,22382.681480407715,19907.261528015137,19581.141487121586,20257.021591186523,19000.86141204834,17001.541213989258,22280.561546325684,23254.98175048828
TAG(60:5)_FA 18:1,0.10826858584810549,5.197090817578554,0.22628348044264612,0.6342933706203153,0.9989980206677269,31,15,Genotype_ WT 5xFAD | Sex_ Male,Brain Region_ cerebellum cortex,TAG,18037.00119781494,26206.281616210938,23972.94167327881,18206.08132171631,20636.54127502441,27016.341400146484,25434.06178283692,34235.04228210449,17752.70139312744,23967.421562194824,24507.121994018555,19037.00129699707,20188.24133300781,20181.24146270752,19428.54124450684,18857.80140686035,22242.4416885376,25287.241622924805,19498.821533203125,19092.50143432617,20619.401412963867,18766.101272583008,18516.861358642574,23328.881523132324,17227.361114501953,21568.12158203125,16035.481063842772,13843.32095336914,19781.76153182984,19930.34135437012,17393.341247558594,18037.00119781494,26206.281616210938,20636.54127502441,27016.341400146484,17752.70139312744,19037.00129699707,20188.24133300781,18857.80140686035,22242.4416885376,19092.50143432617,20619.401412963867,23328.881523132324,17227.361114501953,13843.32095336914,19781.76153182984,17465.561080932617
TAG(60:5)_FA 18:2,0.07408063124771257,5.880835512940345,0.10624836191766462,0.7444564291986748,0.9989980206677269,31,15,Genotype_ WT 5xFAD | Sex_ Male,Brain Region_ cerebellum cortex,TAG,35315.30228424072,45638.66355895996,34104.28254699707,29509.36180114746,39390.28324890137,44749.7227935791,36747.341789245605,58519.14474487305,26774.32199859619,28387.82174682617,45464.62351989746,31773.962043762207,27851.22218322754,23037.381816864017,36917.68243408203,30679.762298583984,30742.442276000977,42317.48252868652,32461.78215789795,25506.681671142574,27129.52188110352,22702.20182037353,22755.441787719727,34947.96292877197,29343.501953125,29667.462409973145,27881.781883239742,26660.38201904297,31017.82302093506,33063.58238220215,26285.222129821777,35315.30228424072,45638.66355895996,39390.28324890137,44749.7227935791,26774.32199859619,31773.962043762207,27851.22218322754,30679.762298583984,30742.442276000977,25506.681671142574,27129.52188110352,34947.96292877197,29343.501953125,26660.38201904297,31017.82302093506,37818.82331085205
TAG(60:5)_FA 20:0,0.1411887599564881,5.526262839301751,0.3837575976981782,0.535599062652743,0.9989980206677269,31,15,Genotype_ WT 5xFAD | Sex_ Male,Brain Region_ cerebellum cortex,TAG,19793.261322021484,22527.701484680176,24278.14191436768,23486.941318511963,19244.70119857788,27730.901752471924,27907.722290039062,46839.60350036621,23086.10173797607,26225.961906433105,29762.06231689453,21358.981521606445,23329.9416885376,21696.54150390625,22744.58152770996,25227.921813964844,23849.30149841309,25365.94171142578,24820.661949157715,39011.582832336426,27369.74184417725,26904.44219207764,31141.582542419437,27388.58185577393,19493.261291503903,19108.00131988525,23145.02149963379,19944.34135818481,21831.201343536377,25672.34177017212,25123.4020652771,19793.261322021484,22527.701484680176,19244.70119857788,27730.901752471924,23086.10173797607,21358.981521606445,23329.9416885376,25227.921813964844,23849.30149841309,39011.582832336426,27369.74184417725,27388.58185577393,19493.261291503903,19944.34135818481,21831.201343536377,73123.80484008789
TAG(60:5)_FA 20:4,0.0602559847937579,5.234638869826076,0.07036906828152212,0.7908001733978293,0.9989980206677269,31,15,Genotype_ WT 5xFAD | Sex_ Male,Brain Region_ cerebellum cortex,TAG,19814.14134216309,23049.761688232426,20657.86163330078,20732.92140197754,17208.801361083984,20648.441413879395,21660.54132080078,28431.9220123291,16537.86106109619,22329.261337280277,21445.581470489506,22692.161712646484,25997.06164550781,17943.561195373535,23284.74169921875,19738.661430358887,21774.88176727295,23179.78164672852,19213.201362609863,25390.001693725582,26325.78217315674,21113.66114044189,22300.20128631592,22077.021282196045,18404.20137786865,17414.561149597168,19356.861541748047,19187.52136993408,21891.381191253666,20878.2412147522,18964.281372070312,19814.14134216309,23049.761688232426,17208.801361083984,20648.441413879395,16537.86106109619,22692.161712646484,25997.06164550781,19738.661430358887,21774.88176727295,25390.001693725582,26325.78217315674,22077.021282196045,18404.20137786865,19187.52136993408,21891.381191253666,18666.06147003174
TAG(60:6)_FA 16:0,0.06862658811923929,4.953726314074843,0.09121155585323848,0.7626425268215253,0.9989980206677269,31,15,Genotype_ WT 5xFAD | Sex_ Male,Brain Region_ cerebellum cortex,TAG,17816.761276245117,18158.24133300781,21124.64144897461,19539.64141845703,15672.48110961914,19393.94129180908,21918.4415435791,28413.94189453125,17205.581344604492,18488.081520080566,18413.14136505127,15352.461120605469,19319.981338500977,16356.561241149902,13278.340915679932,18055.221252441406,19233.181442260742,18684.281120300293,16225.40104675293,20413.481311798096,17693.621154785156,15158.801151275637,15626.580894470217,15131.660995483398,14734.681106567385,15442.72120666504,13826.861038208008,14552.861141204834,18284.341331481937,17119.60122680664,14294.801071166992,17816.761276245117,18158.24133300781,15672.48110961914,19393.94129180908,17205.581344604492,15352.461120605469,19319.981338500977,18055.221252441406,19233.181442260742,20413.481311798096,17693.621154785156,15131.660995483398,14734.681106567385,14552.861141204834,18284.341331481937,19723.901695251465
TAG(60:6)_FA 16:1,0.0767721440048145,5.0798343117458975,0.11407450436817612,0.7355522147086617,0.9989980206677269,31,15,Genotype_ WT 5xFAD | Sex_ Male,Brain Region_ cerebellum cortex,TAG,19528.841430664062,16983.441200256348,22885.06155395508,22514.88165283203,16895.381118774414,22156.781829833984,23305.561637878414,29177.86221313477,18785.621520996097,22984.8416595459,19381.821395874023,18323.781448364258,22081.621551513672,19181.7614440918,16127.501159667969,19553.181381225582,22598.48156738281,21384.301361083984,17240.361358642578,16977.461212158203,19059.78134155273,15204.801063537598,17086.981380462646,16667.401077270508,18823.821403503414,15218.760955810549,15008.480865478516,16630.06127166748,21528.16178894043,20124.82135772705,17590.001178741455,19528.841430664062,16983.441200256348,16895.381118774414,22156.781829833984,18785.621520996097,18323.781448364258,22081.621551513672,19553.181381225582,22598.48156738281,16977.461212158203,19059.78134155273,16667.401077270508,18823.821403503414,16630.06127166748,21528.16178894043,14276.781051635742
TAG(60:6)_FA 18:0,0.0742449057753269,5.245941924524482,0.10671219340713378,0.7439187613268519,0.9989980206677269,31,15,Genotype_ WT 5xFAD | Sex_ Male,Brain Region_ cerebellum cortex,TAG,22562.381591796875,21513.10154724121,25832.081573486328,20327.381423950195,19466.201583862305,20089.721389770508,25613.761726379395,31877.302307128903,17522.44118499756,23829.781661987305,22869.881393432617,20987.641319274902,20936.14157867432,20794.5615234375,18763.481357574463,20703.26141357422,23094.72194671631,20354.24126434326,18483.72132873535,25969.642204284668,22673.22148895264,23360.301513671875,21954.141426086426,22080.04141998291,21048.841636657715,17231.46102142334,18046.661247253414,17114.981155395508,23692.96175384521,21178.00154113769,18475.321376800537,22562.381591796875,21513.10154724121,19466.201583862305,20089.721389770508,17522.44118499756,20987.641319274902,20936.14157867432,20703.26141357422,23094.72194671631,25969.642204284668,22673.22148895264,22080.04141998291,21048.841636657715,17114.981155395508,23692.96175384521,21253.08140563965
TAG(60:6)_FA 18:1,0.0827061385146045,5.226401763901827,0.13232778238233323,0.7160306190804675,0.9989980206677269,31,15,Genotype_ WT 5xFAD | Sex_ Male,Brain Region_ cerebellum cortex,TAG,20335.201301574707,22342.54167175293,22057.0613861084,21535.56135559082,17425.06103515625,29880.442153930664,25410.26164245605,36635.40270233154,20882.861434936523,22620.96171569824,23242.281715393063,20594.30143737793,19414.321243286133,19270.021324157715,19178.12134552002,20787.621459960938,21633.06159210205,22564.68169403076,20188.041397094727,18323.46124267578,20937.10158920288,19651.56128692627,19053.38148498535,24793.08191680908,19241.90131378174,17310.001358032227,20184.101531982426,17283.041160583496,21556.52124786377,19834.50159835815,17882.84136199951,20335.201301574707,22342.54167175293,17425.06103515625,29880.442153930664,20882.861434936523,20594.30143737793,19414.321243286133,20787.621459960938,21633.06159210205,18323.46124267578,20937.10158920288,24793.08191680908,19241.90131378174,17283.041160583496,21556.52124786377,17804.7013092041
TAG(60:6)_FA 18:2,0.08822548764946767,5.210977970559065,0.15050934617826783,0.698049083341089,0.9989980206677269,31,15,Genotype_ WT 5xFAD | Sex_ Male,Brain Region_ cerebellum cortex,TAG,19802.08137512207,26234.241897583008,25443.40162658692,19371.12133026123,17362.901290893555,26404.00171661377,24913.30176544189,32531.721954345703,19712.70139312744,24868.88182067871,23246.30126953125,19271.461380004883,21411.38175201416,23210.101600646973,19514.261337280277,21932.221740722656,22128.461540222168,23253.861686706543,18442.561462402344,21218.061248779297,20303.461303710938,19197.66142272949,18662.94133758545,22850.38178253174,16186.601112365724,20380.20123291016,17583.241241455078,16270.121074676514,19218.181427001957,18211.4411277771,15400.48108291626,19802.08137512207,26234.241897583008,17362.901290893555,26404.00171661377,19712.70139312744,19271.461380004883,21411.38175201416,21932.221740722656,22128.461540222168,21218.061248779297,20303.461303710938,22850.38178253174,16186.601112365724,16270.121074676514,19218.181427001957,19374.72149658203
TAG(60:6)_FA 20:0,0.03038627722602074,5.733241798271935,0.017939723058134405,0.8934506118032783,0.9989980206677269,31,15,Genotype_ WT 5xFAD | Sex_ Male,Brain Region_ cerebellum cortex,TAG,24404.121856689453,24623.98188018799,29473.302001953125,25723.341758728027,22335.24151611328,30646.78190612793,30551.76226043701,35244.12281036377,34732.802490234375,29630.40203857422,29983.082458496097,26353.921615600582,28590.00217437744,26108.402046203613,26608.32176208496,25629.861709594727,26700.94201660156,27440.761917114258,22692.901809692383,37605.36266326904,39560.46286773682,26800.081733703613,26301.422019958496,30125.662475585938,24580.26171875,22266.821418762207,24153.941566467285,21999.801651000977,25838.661743164062,24424.58187866211,22970.04150390625,24404.121856689453,24623.98188018799,22335.24151611328,30646.78190612793,34732.802490234375,26353.921615600582,28590.00217437744,25629.861709594727,26700.94201660156,37605.36266326904,39560.46286773682,30125.662475585938,24580.26171875,21999.801651000977,25838.661743164062,125335.66923522948
TAG(60:6)_FA 20:4,0.05861669201919617,5.665759019328568,0.06660427407973657,0.7963466801529865,0.9989980206677269,31,15,Genotype_ WT 5xFAD | Sex_ Male,Brain Region_ cerebellum cortex,TAG,26058.562103271484,36013.303173065186,30991.52201461792,24922.90216064453,20513.221549987797,40531.88199234009,34349.342376708984,36911.82279968262,21439.981338500977,29894.60201263428,34421.34232330322,25548.20195770264,27493.482063293457,24210.22171401977,23077.14153289795,22553.34185791016,29542.10219192505,33019.70266723633,24916.32131958008,36477.26239013672,35804.2826461792,29475.76261138916,28228.72171401977,34929.68199920654,20794.661365509037,23740.821773529053,26583.761795043945,22212.68147277832,26895.882026672363,29392.60271453857,24018.842014312744,26058.562103271484,36013.303173065186,20513.221549987797,40531.88199234009,21439.981338500977,25548.20195770264,27493.482063293457,22553.34185791016,29542.10219192505,36477.26239013672,35804.2826461792,34929.68199920654,20794.661365509037,22212.68147277832,26895.882026672363,40983.06217193604
TAG(60:7)_FA 16:0,0.07660428309307195,5.415114066515971,0.11358236944192868,0.7361019474582847,0.9989980206677269,31,15,Genotype_ WT 5xFAD | Sex_ Male,Brain Region_ cerebellum cortex,TAG,20249.16162109375,27355.881881713867,26768.30166625977,22862.581802368164,21634.421508789062,24671.78175354004,28074.42210388184,31385.982330322266,21941.32145690918,28497.60195922852,23963.64169311523,25735.7420501709,25738.82162475586,23107.2615814209,21435.161529541016,22481.761505126957,23908.50164794922,27959.841766357426,22952.461685180664,28364.26206970215,23915.821685791016,25542.48200988769,25672.76190185547,22309.961532592773,23601.86166381836,22078.941734313965,20749.74140930176,22709.76161193848,26028.1416015625,23788.701690673828,21523.621459960938,20249.16162109375,27355.881881713867,21634.421508789062,24671.78175354004,21941.32145690918,25735.7420501709,25738.82162475586,22481.761505126957,23908.50164794922,28364.26206970215,23915.821685791016,22309.961532592773,23601.86166381836,22709.76161193848,26028.1416015625,18132.201370239258
