lipid,logFC,logCPM,LR,PValue,FDR,Length1,Length2,Title_1,Title_2,type,DOD100-M1-WT-cerebellum10x_01202023_x,DOD100-M1-WT-cortex10x_01202023_x,DOD100-M1-WT-diencephalon10x_01202023,DOD100-M1-WT-hippo10x_01202023,DOD100-M2-5xFAD-cerebellum10x_01202023_x,DOD100-M2-5xFAD-cortex10x_01202023_x,DOD100-M2-5xFAD-diencephalon10x_01202023,DOD100-M2-5xFAD-hippo10x_01202023,DOD100-M3-5xFAD-cerebellum10x_01202023_x,DOD100-M3-5xFAD-diencephalon10x_01202023,DOD100-M3-5xFAD-hippo10x_01202023,DOD99-M1-5xFAD-cerebellum10x_01202023_x,DOD99-M1-5xFAD-cortex10x_01202023_x,DOD99-M1-5xFAD-diencephalon10x_01202023,DOD99-M1-5xFAD-hippo10x_01202023,DOD99-M2-WT-cerebellum10x_01202023_x,DOD99-M2-WT-cortex10x_01202023_x,DOD99-M2-WT-diencephalon10x_01202023,DOD99-M2-WT-hippo10x_01202023,M1FAD173-5xFAD-Cerebellum10x_01182023_x,M1FAD173-5xFAD-Cortex10x_01182023_x,M1FAD173-5xFAD-Diencephalon10x_01182023,M1FAD173-5xFAD-Hippo10x_01182023,M2FAD173-5xFAD-Cerebellum10x_01192023_x,M2FAD173-5xFAD-Cortex10x_01192023_x,M2FAD173-5xFAD-Diencephalon10x_01192023,M2FAD173-5xFAD-Hippo10x_01192023,M5FAD173-WT-Cerebellum10x_01192023_x,M5FAD173-WT-Cortex10x_01192023_x,M5FAD173-WT-Diencephalon10x_01192023,M5FAD173-WT-Hippo10x_01192023,DOD100-M1-WT-cerebellum10x_01202023_y,DOD100-M1-WT-cortex10x_01202023_y,DOD100-M2-5xFAD-cerebellum10x_01202023_y,DOD100-M2-5xFAD-cortex10x_01202023_y,DOD100-M3-5xFAD-cerebellum10x_01202023_y,DOD99-M1-5xFAD-cerebellum10x_01202023_y,DOD99-M1-5xFAD-cortex10x_01202023_y,DOD99-M2-WT-cerebellum10x_01202023_y,DOD99-M2-WT-cortex10x_01202023_y,M1FAD173-5xFAD-Cerebellum10x_01182023_y,M1FAD173-5xFAD-Cortex10x_01182023_y,M2FAD173-5xFAD-Cerebellum10x_01192023_y,M2FAD173-5xFAD-Cortex10x_01192023_y,M5FAD173-WT-Cerebellum10x_01192023_y,M5FAD173-WT-Cortex10x_01192023_y,10xBlank_01202023
Lyso_PS(18:1) | PS (18:1)_2,0.17981775313787648,5.970400295345446,0.6204535956619566,0.4308787769346532,0.9989980206677269,31,15,Genotype_ WT 5xFAD | Sex_ Male,Brain Region_ cerebellum cortex,PS,31162.32218170166,29117.50196456909,16266.480991363524,18964.22143936157,10244.600658416748,30154.882194519043,31087.26217269897,36546.26265335083,32078.12224960327,78858.90588378906,17113.901069641113,20738.22127532959,10031.400760650637,22758.621696472168,33297.50206375122,37647.542362213135,21673.08134460449,60616.84436035156,37130.36268615723,45441.663356781006,53223.34387588501,40530.683208465576,45030.46298217773,57194.30383300781,47070.60305786133,44722.00347900391,49712.24398803711,37531.6224899292,35545.58208465576,42765.422565460205,42056.66282272339,31162.32218170166,29117.50196456909,10244.600658416748,30154.882194519043,32078.12224960327,20738.22127532959,10031.400760650637,37647.542362213135,21673.08134460449,45441.663356781006,53223.34387588501,57194.30383300781,47070.60305786133,37531.6224899292,35545.58208465576,64689.94519042969
Lyso_PS(18:2) | PS (18:2),0.11379849046347464,5.806206405908541,0.2498885983081891,0.6171535297234687,0.9989980206677269,31,15,Genotype_ WT 5xFAD | Sex_ Male,Brain Region_ cerebellum cortex,PS,21608.801483154297,24224.601444244385,17863.861656188965,15703.16104888916,15718.441352844238,20752.38147354126,22686.40163040161,27120.841625213623,22068.96136856079,59594.0842590332,14270.941040039062,16611.26108932495,15020.741409301758,17434.921356201172,21472.76160430908,28054.16201019287,21420.321769714355,49676.1432800293,25579.321880340576,41545.002700805664,43043.58302307129,34257.52247619629,40825.102600097656,43420.50286865234,41076.00286865234,39908.942779541016,43300.54243469238,46367.38302612305,53316.04391479492,57309.12399291992,40571.02297973633,21608.801483154297,24224.601444244385,15718.441352844238,20752.38147354126,22068.96136856079,16611.26108932495,15020.741409301758,28054.16201019287,21420.321769714355,41545.002700805664,43043.58302307129,43420.50286865234,41076.00286865234,46367.38302612305,53316.04391479492,64214.78381347656
Lyso_PS(18:2) | PS (18:2)_2,0.14396757524319279,5.771782681130226,0.39892933218820303,0.5276427128724882,0.9989980206677269,31,15,Genotype_ WT 5xFAD | Sex_ Male,Brain Region_ cerebellum cortex,PS,20571.921417236328,25029.78169631958,15964.701187133787,14899.941314697266,9508.90069580078,22810.42158126831,22291.64144134521,26699.641998291016,26627.54210281372,59054.38441467285,15284.121231079102,15198.48119354248,9706.16067123413,17852.161128997803,21314.10168075561,29414.06206512451,17081.340896606445,49458.98310852051,25881.501949310303,39460.88265991211,41809.24337768555,33951.64204406738,42389.96292114258,45614.623764038086,38161.6628112793,37185.16290283203,47425.20275878906,44926.90283203125,52952.86395263672,55935.32440185547,41549.00276184082,20571.921417236328,25029.78169631958,9508.90069580078,22810.42158126831,26627.54210281372,15198.48119354248,9706.16067123413,29414.06206512451,17081.340896606445,39460.88265991211,41809.24337768555,45614.623764038086,38161.6628112793,44926.90283203125,52952.86395263672,63530.50405883789
Lyso_PS(18:3) | PS (18:3),0.16781026839677693,6.932660308442194,0.5409419438246914,0.4620426163794977,0.9989980206677269,31,15,Genotype_ WT 5xFAD | Sex_ Male,Brain Region_ cerebellum cortex,PS,25429.941772460938,38517.86332321167,44048.26361083984,43063.224060058594,36644.56262207031,28044.04195022583,29198.84202575684,41336.10278701782,34596.40252685547,152399.67059326172,54438.30467224121,39233.0832862854,18427.06148147583,29055.76191329956,23415.301876068115,47328.28337478638,68636.20463562012,133652.51055908203,42750.082805633545,95792.62649536131,103780.26858520508,87696.62545776367,103918.3674621582,108431.14727783205,92691.225341796875,83811.62512207031,106759.9487915039,93332.60614013672,107744.72836303712,123558.8699645996,88972.32730102539,25429.941772460938,38517.86332321167,36644.56262207031,28044.04195022583,34596.40252685547,39233.0832862854,18427.06148147583,47328.28337478638,68636.20463562012,95792.62649536131,103780.26858520508,108431.14727783205,92691.225341796875,93332.60614013672,107744.72836303712,226295.8097229004
Lyso_PS(18:3) | PS (18:3)_2,0.12427889001947841,6.989527850404356,0.2977931192963297,0.5852692558263973,0.9989980206677269,31,15,Genotype_ WT 5xFAD | Sex_ Male,Brain Region_ cerebellum cortex,PS,24889.04176712036,37322.96241760254,41840.64217376709,46733.78289794922,42226.94295120239,24963.621936798096,30352.962070465088,41557.16283416748,48177.08249282837,157493.93426513672,20646.78147888184,46667.084270477295,48645.52332687378,56331.60399246216,23455.161598205566,46512.94332122803,74038.4651260376,138063.4086303711,49186.28354263306,99065.78778076172,100572.3074645996,91325.00769042967,108486.90628051758,108570.10668945312,92746.68734741212,89589.30603027344,105879.5675354004,96180.4271850586,111254.12893676758,112453.10803222656,90121.50735473631,24889.04176712036,37322.96241760254,42226.94295120239,24963.621936798096,48177.08249282837,46667.084270477295,48645.52332687378,46512.94332122803,74038.4651260376,99065.78778076172,100572.3074645996,108570.10668945312,92746.68734741212,96180.4271850586,111254.12893676758,221567.43829345703
Lyso_PS(18:4),0.09452054870901909,5.932070481049674,0.17267578800090178,0.6777446170928493,0.9989980206677269,31,15,Genotype_ WT 5xFAD | Sex_ Male,Brain Region_ cerebellum cortex,PS,19890.74133300781,24473.341957092285,16549.321159362793,14829.420928955078,10444.040744781494,20641.26153945923,21072.86151123047,29927.142017364506,26110.441822052,62489.86373901367,12580.90098953247,21789.04150390625,17068.201263427734,16865.34126663208,19015.921226501465,26007.841762542725,25127.682006835938,57154.8445892334,28563.822177886963,45809.62341308594,57889.10363769531,40722.00289916992,44232.583236694336,60119.624267578125,52804.8837890625,41640.28274536133,46222.14331054688,46234.52383422852,53523.863830566406,79693.5453491211,44876.24295043945,19890.74133300781,24473.341957092285,10444.040744781494,20641.26153945923,26110.441822052,21789.04150390625,17068.201263427734,26007.841762542725,25127.682006835938,45809.62341308594,57889.10363769531,60119.624267578125,52804.8837890625,46234.52383422852,53523.863830566406,58961.74395751953
Lyso_PS(18:4)_2,0.1083731093192384,5.959877943378111,0.22673576626812064,0.6339548432110637,0.9989980206677269,31,15,Genotype_ WT 5xFAD | Sex_ Male,Brain Region_ cerebellum cortex,PS,21914.72146987915,24956.72173690796,10776.42073059082,16138.580909729004,14007.840728759766,19101.38132095337,19645.72137451172,27701.00207901001,23836.841815948486,67739.56509399414,18544.420864105225,23810.362174987797,9277.200714111328,27763.561939239506,21927.861667633057,30551.28214263916,26114.402114868164,55540.363861083984,28331.342010498047,43623.10290527344,54973.72351074219,37285.122131347656,46774.90368652344,60939.50473022461,52969.06381225586,39430.362564086914,49230.543853759766,52488.16409301758,53605.60345458984,78901.34533691406,47575.60348510742,21914.72146987915,24956.72173690796,14007.840728759766,19101.38132095337,23836.841815948486,23810.362174987797,9277.200714111328,30551.28214263916,26114.402114868164,43623.10290527344,54973.72351074219,60939.50473022461,52969.06381225586,52488.16409301758,53605.60345458984,61272.443908691406
Lyso_PS(19:0),0.28868975866033164,6.234218785711061,1.5840725137629725,0.20817505466855576,0.9989980206677269,31,15,Genotype_ WT 5xFAD | Sex_ Male,Brain Region_ cerebellum cortex,PS,33772.402252197266,40405.20288467407,18280.461502075195,46820.863498687744,14094.88098526001,32889.46223449707,28032.84189224243,48286.724182128906,37334.42266082764,134452.87106323242,28664.9222946167,22571.321590423584,19128.801414489742,27868.902015686035,34711.10255432129,43529.64334106445,26180.341594696045,117052.50885009766,42261.90301132202,43919.862648010254,52864.1237449646,36608.58220291138,40980.28325653076,43170.38347625733,43118.84292984009,38871.3028755188,38574.70235824585,43842.423248291016,48667.54322814941,57614.90408325195,45193.54261779785,33772.402252197266,40405.20288467407,14094.88098526001,32889.46223449707,37334.42266082764,22571.321590423584,19128.801414489742,43529.64334106445,26180.341594696045,43919.862648010254,52864.1237449646,43170.38347625733,43118.84292984009,43842.423248291016,48667.54322814941,133982.76724243164
Lyso_PS(19:1),0.2665597468581084,5.548907217613966,1.3531021122427411,0.24473653266149417,0.9989980206677269,31,15,Genotype_ WT 5xFAD | Sex_ Male,Brain Region_ cerebellum cortex,PS,23428.841648101807,27707.58221054077,16259.401050567629,20624.821533203125,15745.380931854248,26409.661903381348,30037.262058258057,31016.442176818848,28588.661991119385,113206.9475402832,17689.881072998047,16528.241382598877,18211.821186065677,17270.441249847412,22483.78160095215,31496.882194519043,21989.001274108887,58639.34323120117,31639.38220596313,21949.22170639038,22353.461757659912,15321.58122253418,27094.72204971313,14231.501075744629,16191.92098236084,17824.18128967285,11270.240825653076,28501.40182495117,34003.7622795105,35081.30269622803,27957.282077789307,23428.841648101807,27707.58221054077,15745.380931854248,26409.661903381348,28588.661991119385,16528.241382598877,18211.821186065677,31496.882194519043,21989.001274108887,21949.22170639038,22353.461757659912,14231.501075744629,16191.92098236084,28501.40182495117,34003.7622795105,64479.6432800293
Lyso_PS(20:0) | PS (20:0),0.15654043714895566,6.4338375743424345,0.47116765038214226,0.49245048469056935,0.9989980206677269,31,15,Genotype_ WT 5xFAD | Sex_ Male,Brain Region_ cerebellum cortex,PS,40904.762786865234,44825.783203125,19596.921489715576,25465.62128067017,18148.861431121823,39243.92268371582,48629.54327392578,54240.80346679688,44264.6428527832,84055.44598388672,24875.501754760742,20746.841636657715,21530.86117172241,28743.16173171997,40564.44317626953,47438.04373168945,25618.64199066162,69460.705322265625,46715.22375488281,60933.744689941406,66530.96484375,53524.544036865234,67574.8052368164,71053.00567626953,62854.98486328125,71678.86529541016,67541.48483276367,61975.204833984375,70735.30532836914,73896.105712890625,66418.52423095703,40904.762786865234,44825.783203125,18148.861431121823,39243.92268371582,44264.6428527832,20746.841636657715,21530.86117172241,47438.04373168945,25618.64199066162,60933.744689941406,66530.96484375,71053.00567626953,62854.98486328125,61975.204833984375,70735.30532836914,76737.625244140625
Lyso_PS(20:0) | PS (20:0)_2,0.18126605160221038,6.418282077201399,0.6304283952250671,0.42719821927080676,0.9989980206677269,31,15,Genotype_ WT 5xFAD | Sex_ Male,Brain Region_ cerebellum cortex,PS,40550.02256774902,48978.423828125,17485.781230926514,24787.061824798584,17281.44123840332,36076.08280181885,47188.32299804688,50557.723876953125,40406.56268310547,86469.986328125,24212.84152984619,15365.801063537598,13989.620933532717,22194.68155670166,44737.82275390625,52115.623596191406,23356.32201385498,74299.04510498047,53203.02380371094,61411.54425048828,67135.76397705078,55587.94384765625,70283.70373535156,72123.48400878906,61273.12377929688,72104.44598388672,63158.564453125,62898.92449951172,69053.38482666016,75420.42492675781,65915.86376953125,40550.02256774902,48978.423828125,17281.44123840332,36076.08280181885,40406.56268310547,15365.801063537598,13989.620933532717,52115.623596191406,23356.32201385498,61411.54425048828,67135.76397705078,72123.48400878906,61273.12377929688,62898.92449951172,69053.38482666016,73232.0855102539
Lyso_PS(20:1) | PS (20:1),0.15710416068278002,7.647858498453115,0.47456556828626617,0.49089425779070267,0.9989980206677269,31,15,Genotype_ WT 5xFAD | Sex_ Male,Brain Region_ cerebellum cortex,PS,103260.88696289062,116344.36853027344,37320.10265350342,49378.58358383179,48522.92406845093,104617.2681274414,107458.78857421876,128430.44848632812,97520.386962890625,231559.29663085935,53397.26322555542,62342.42475509644,35128.26257324219,60993.28426742554,116460.24816894533,120051.70849609376,42480.743019104,194790.09301757807,123547.52905273438,137061.4493408203,138532.6297607422,121597.38940429688,138565.61071777344,145735.9698486328,161057.83251953125,152286.83032226562,138353.67016601562,146038.3905029297,157827.91186523438,149875.99047851562,148424.93090820312,103260.88696289062,116344.36853027344,48522.92406845093,104617.2681274414,97520.386962890625,62342.42475509644,35128.26257324219,120051.70849609376,42480.743019104,137061.4493408203,138532.6297607422,145735.9698486328,161057.83251953125,146038.3905029297,157827.91186523438,153981.72924804688
Lyso_PS(20:1) | PS (20:1)_2,0.12308410251896096,7.607764770045476,0.29213004293205813,0.5888587710180989,0.9989980206677269,31,15,Genotype_ WT 5xFAD | Sex_ Male,Brain Region_ cerebellum cortex,PS,101174.34753417967,116032.32788085938,35080.522747039795,37521.822788238525,46369.48344421387,104730.72741317748,110160.90698242188,120975.52856445312,103859.56762695312,227554.6774902344,37453.34279632568,53660.86389160156,46251.62301635742,56214.20388793945,112162.64819335938,121282.96948242188,56013.084533691406,187523.0125732422,117766.30871582033,130523.71118164062,133789.8682861328,122180.76977539062,131464.59045410156,141851.28955078125,151243.49084472656,133575.73022460938,130991.24951171876,143733.54943847656,150870.13012695312,143311.3115234375,148917.24951171875,101174.34753417967,116032.32788085938,46369.48344421387,104730.72741317748,103859.56762695312,53660.86389160156,46251.62301635742,121282.96948242188,56013.084533691406,130523.71118164062,133789.8682861328,141851.28955078125,151243.49084472656,143733.54943847656,150870.13012695312,146052.58984375
Lyso_PS(20:2) | PS (20:2),0.5661520366848429,8.068594106774192,5.937719409655983,0.014820183248934509,0.9989980206677269,31,15,Genotype_ WT 5xFAD | Sex_ Male,Brain Region_ cerebellum cortex,PS,32369.82244873047,71950.42471313477,53945.304470062256,70398.02376556396,35956.58232498169,35755.76300048828,42399.16296386719,71110.86404418945,62626.42433929443,180643.97396850583,53112.50434112549,49289.90411758423,50276.98205566406,38200.62283706665,31440.92218017578,81246.446533203125,92326.08652114868,1309739.403869629,83133.02516174316,102011.44709777832,222367.57165527344,115447.36895751952,137524.0294342041,190468.65353393555,341049.82904052734,654891.6980895996,184743.6107788086,172152.21444702148,272683.3405761719,406250.045715332,181936.49060058597,32369.82244873047,71950.42471313477,35956.58232498169,35755.76300048828,62626.42433929443,49289.90411758423,50276.98205566406,81246.446533203125,92326.08652114868,102011.44709777832,222367.57165527344,190468.65353393555,341049.82904052734,172152.21444702148,272683.3405761719,78611.82608032227
Lyso_PS(20:2) | PS (20:2)_2,0.5863062861957706,8.074370464562572,6.355594660216411,0.011701171733313092,0.9989980206677269,31,15,Genotype_ WT 5xFAD | Sex_ Male,Brain Region_ cerebellum cortex,PS,31775.56214904785,73165.14535522461,162181.99141311646,48791.58422470093,36238.223011016846,33538.96241760254,46689.10316467285,72959.36642456055,56705.384017944336,179667.1521911621,59690.78469467163,62294.88401412964,50328.404483795166,37053.30271530152,26182.561798095703,66992.96417236328,89653.12752914429,1324859.714050293,78494.06533813477,108560.86581420898,221433.0333251953,112781.94929504396,136363.07112121582,188595.15321350095,343622.186126709,648257.723526001,185034.85359191892,164607.43182373047,270398.1398925781,366582.3260498047,180147.79452514648,31775.56214904785,73165.14535522461,36238.223011016846,33538.96241760254,56705.384017944336,62294.88401412964,50328.404483795166,66992.96417236328,89653.12752914429,108560.86581420898,221433.0333251953,188595.15321350095,343622.186126709,164607.43182373047,270398.1398925781,80939.62471008301
Lyso_PS(20:3) | PS (20:3),0.13751558839796568,5.9469305915604265,0.3641782107494578,0.5461948714665316,0.9989980206677269,31,15,Genotype_ WT 5xFAD | Sex_ Male,Brain Region_ cerebellum cortex,PS,19179.481231689453,24391.56170654297,16564.40135574341,17150.60121536255,17133.521060943604,22307.701667785645,19326.3412399292,30542.102310180664,28818.08209228516,61891.78454589844,22239.741722106937,15811.36103439331,22304.54093170166,17282.18109512329,26219.26190185547,31267.041870117188,19996.621520996097,64366.364685058594,29883.742141723636,49217.82362365723,46543.82398986816,39712.94284057617,46683.86346435547,47578.22351074219,43513.18316650391,44104.88360595703,44625.02328491211,50255.76327514648,57729.8434753418,61856.12399291992,46856.58271789551,19179.481231689453,24391.56170654297,17133.521060943604,22307.701667785645,28818.08209228516,15811.36103439331,22304.54093170166,31267.041870117188,19996.621520996097,49217.82362365723,46543.82398986816,47578.22351074219,43513.18316650391,50255.76327514648,57729.8434753418,72401.92562866211
Lyso_PS(20:3) | PS (20:3)_2,0.09785789378393284,5.9071806738862325,0.18503255066485735,0.6670835475973714,0.9989980206677269,31,15,Genotype_ WT 5xFAD | Sex_ Male,Brain Region_ cerebellum cortex,PS,22563.241584777832,27867.22186279297,19393.101360321045,9829.400676727297,15695.661170959473,22191.761489868164,22626.021423339844,28191.62210083008,31765.682327270508,58385.044021606445,20871.1611366272,12438.020851135254,18255.94122314453,17559.28109741211,20367.80139160156,30119.72235107422,18256.04118347168,57103.34346008301,29893.84213256836,48319.34346008301,49311.224029541016,38494.86248779297,48881.66302490234,50257.06365966797,46476.843185424805,40805.62298583984,43998.64279174805,45658.30340576172,51251.36389160156,57024.8229675293,45878.86318969727,22563.241584777832,27867.22186279297,15695.661170959473,22191.761489868164,31765.682327270508,12438.020851135254,18255.94122314453,30119.72235107422,18256.04118347168,48319.34346008301,49311.224029541016,50257.06365966797,46476.843185424805,45658.30340576172,51251.36389160156,73284.9259185791
Lyso_PS(20:4) | PS (20:4),0.1334485537095925,5.699184407003972,0.34306634463641217,0.5580645946553273,0.9989980206677269,31,15,Genotype_ WT 5xFAD | Sex_ Male,Brain Region_ cerebellum cortex,PS,21773.26141357422,26970.88163757324,12888.220825195312,17175.12148284912,15432.760913848875,23299.421905517574,20595.541549682617,30689.3219909668,26313.02174377441,57360.64376831055,15909.421020507812,11885.84073638916,16099.041164398192,14233.881088256836,24971.241653442383,27803.401885986328,17417.341526031494,45566.3427734375,26518.561920166016,35489.222396850586,40279.94253540039,28652.94187927246,38615.502670288086,40933.38299560547,36422.5422668457,33311.50271606445,36383.322265625,39023.942932128906,39308.10266113281,53880.5832824707,37240.58271026611,21773.26141357422,26970.88163757324,15432.760913848875,23299.421905517574,26313.02174377441,11885.84073638916,16099.041164398192,27803.401885986328,17417.341526031494,35489.222396850586,40279.94253540039,40933.38299560547,36422.5422668457,39023.942932128906,39308.10266113281,56449.204010009766
Lyso_PS(20:4) | PS (20:4)_2,0.11072786516758547,5.70867583060576,0.2366439827037894,0.6266405846351455,0.9989980206677269,31,15,Genotype_ WT 5xFAD | Sex_ Male,Brain Region_ cerebellum cortex,PS,23458.541534423828,25625.622009277344,8182.720539093018,8301.840595245361,16542.641094207764,22559.901473999023,20244.161338806152,30036.362243652344,30179.64216613769,58521.54458618164,10216.36066055298,16713.220832824707,9024.160606384276,18861.60121536255,23003.30158996582,34046.662200927734,14454.381145477297,46340.403411865234,32386.84228515625,36217.50268554688,39108.68250274658,30006.46208190918,37890.86274719238,40887.402770996094,37333.86274719238,34174.6823425293,38156.18225097656,36660.422790527344,43483.46263122559,57662.00411987305,36888.98262023926,23458.541534423828,25625.622009277344,16542.641094207764,22559.901473999023,30179.64216613769,16713.220832824707,9024.160606384276,34046.662200927734,14454.381145477297,36217.50268554688,39108.68250274658,40887.402770996094,37333.86274719238,36660.422790527344,43483.46263122559,57925.26445007324
Lyso_PS(20:5) | PS (20:5),0.11018499916814509,6.723654125974825,0.23435532171026807,0.6283130602934369,0.9989980206677269,31,15,Genotype_ WT 5xFAD | Sex_ Male,Brain Region_ cerebellum cortex,PS,55933.003662109375,60708.68420410156,23233.94165802002,33119.78231048584,29569.921871185303,59290.44467163086,53817.763790130615,73361.48553466797,51257.02308654785,105577.1279296875,31502.30210876465,43639.64377212525,26863.941886901852,39880.123096466064,56554.48406982422,63889.18490982056,36529.64253616333,89696.90643310547,59094.443992614746,72087.56481933594,73986.92468261719,59555.48422241211,73900.40475463867,71849.56512451172,67697.34533691406,58458.364318847656,65048.54461669922,67421.984619140625,80760.22619628906,89774.066162109375,69333.164794921875,55933.003662109375,60708.68420410156,29569.921871185303,59290.44467163086,51257.02308654785,43639.64377212525,26863.941886901852,63889.18490982056,36529.64253616333,72087.56481933594,73986.92468261719,71849.56512451172,67697.34533691406,67421.984619140625,80760.22619628906,110512.24768066406
Lyso_PS(20:5) | PS (20:5)_2,0.12758698415943368,6.743297961408886,0.3137671843660996,0.5753776385120067,0.9989980206677269,31,15,Genotype_ WT 5xFAD | Sex_ Male,Brain Region_ cerebellum cortex,PS,52411.92376708984,64102.76452636719,35906.62232589722,26088.601863861084,24169.90156555176,61786.80438232422,55513.583892822266,72018.68505859375,63200.284255981445,100645.28698730467,42639.30289840698,43537.1630821228,31295.58213043213,31408.82249450684,59156.32434082031,59715.62384796143,41415.50313568115,99509.1279296875,62976.40417480469,66807.58410644531,75139.9652709961,59676.3837890625,76606.40478515625,66848.66497802734,61447.444580078125,62237.00427246094,63597.66479492188,71535.3046875,83352.88568115234,90331.72637939452,67603.4052734375,52411.92376708984,64102.76452636719,24169.90156555176,61786.80438232422,63200.284255981445,43537.1630821228,31295.58213043213,59715.62384796143,41415.50313568115,66807.58410644531,75139.9652709961,66848.66497802734,61447.444580078125,71535.3046875,83352.88568115234,115041.00830078124
Lyso_PS(21:0),0.18820432180767202,6.307092507754389,0.6792043198929605,0.40986084838987646,0.9989980206677269,31,15,Genotype_ WT 5xFAD | Sex_ Male,Brain Region_ cerebellum cortex,PS,22951.98162078857,30573.382049560547,23445.341705322266,25009.061805725098,15582.38094329834,22683.28150177002,26657.42193603516,35980.66264343262,33283.32272338867,90924.62615966795,25480.081714630127,14904.701164245604,17912.50141143799,21774.52130889893,27642.241729736328,40046.003326416016,15246.500869750977,61650.46463012695,37943.74282836914,65137.42344665527,77235.64570617676,54742.82385253906,74622.74548339844,70739.10446166992,72234.92599487305,64909.763916015625,82450.44532775879,65748.90493774414,70783.10527038574,79872.5450592041,72747.10456848145,22951.98162078857,30573.382049560547,15582.38094329834,22683.28150177002,33283.32272338867,14904.701164245604,17912.50141143799,40046.003326416016,15246.500869750977,65137.42344665527,77235.64570617676,70739.10446166992,72234.92599487305,65748.90493774414,70783.10527038574,61911.62396240234
Lyso_PS(22:0 | PS (22:0),0.13691579275555754,7.018923832472121,0.3610478860105104,0.5479248416684133,0.9989980206677269,31,15,Genotype_ WT 5xFAD | Sex_ Male,Brain Region_ cerebellum cortex,PS,56386.7442779541,54786.3837890625,22986.0817489624,34075.46223449707,64381.52437591553,47714.5632019043,57513.86380004883,64278.404296875,61049.34436035156,149153.15155029297,59114.12419128418,63037.68505096436,42469.94303131104,44862.46336364746,55625.283447265625,72341.304931640625,57092.92414855957,178884.8348388672,69000.44537353516,87838.76629638672,107932.46807861328,81682.9058227539,90421.82568359376,87984.26611328125,90322.40637207033,110419.0869140625,82004.52606201172,79767.2255859375,86106.54602050781,93017.667236328125,79425.94598388672,56386.7442779541,54786.3837890625,64381.52437591553,47714.5632019043,61049.34436035156,63037.68505096436,42469.94303131104,72341.304931640625,57092.92414855957,87838.76629638672,107932.46807861328,87984.26611328125,90322.40637207033,79767.2255859375,86106.54602050781,90245.726318359375
Lyso_PS(22:0 | PS (22:0)_2,0.19329841600718928,7.099964594395025,0.7161803930671908,0.397399674713917,0.9989980206677269,31,15,Genotype_ WT 5xFAD | Sex_ Male,Brain Region_ cerebellum cortex,PS,50425.32373046875,51532.18377685547,38611.72288513184,81340.74394226074,89391.30450439453,47877.70329284668,54903.24407958984,61787.863830566406,62177.744064331055,172109.39001464844,64074.88482666016,68333.04535675049,43225.842834472656,55921.70335388184,55667.10418701172,76911.42517089844,72637.98488616943,218377.5164794922,75615.08544921875,94667.2865600586,103659.58673095705,78971.7250366211,91692.10675048828,87196.6460571289,82815.08575439453,113563.34869384766,84399.2060546875,77705.04559326172,83095.546630859375,90101.0263671875,78632.146240234375,50425.32373046875,51532.18377685547,89391.30450439453,47877.70329284668,62177.744064331055,68333.04535675049,43225.842834472656,76911.42517089844,72637.98488616943,94667.2865600586,103659.58673095705,87196.6460571289,82815.08575439453,77705.04559326172,83095.546630859375,83450.10632324219
Lyso_PS(22:1) | PS (22:1),0.14717021745195838,5.694038069798575,0.4167596390029189,0.5185583658436005,0.9989980206677269,31,15,Genotype_ WT 5xFAD | Sex_ Male,Brain Region_ cerebellum cortex,PS,22002.741424560547,21891.96165466309,14182.901008605955,16511.061149597168,14526.141040802002,15132.981048583984,21675.54141235352,25680.28192138672,24214.941848754883,57579.72396850586,15046.100765228271,13813.281047821043,14471.14087677002,20441.701274871823,18056.001403808597,25710.441955566406,12054.560958862305,46436.62255859375,28088.901977539062,42059.54327392578,41395.40264892578,35805.04231262207,42519.00328063965,43152.48336791992,41688.38258361816,35946.10269165039,41692.86318969727,38415.602767944336,46168.76307678223,47193.30383300781,40116.38272857666,22002.741424560547,21891.96165466309,14526.141040802002,15132.981048583984,24214.941848754883,13813.281047821043,14471.14087677002,25710.441955566406,12054.560958862305,42059.54327392578,41395.40264892578,43152.48336791992,41688.38258361816,38415.602767944336,46168.76307678223,51666.10353851318
Lyso_PS(22:1) | PS (22:1)_2,0.16854875704649333,5.69854569514944,0.545638685114227,0.4601052212137896,0.9989980206677269,31,15,Genotype_ WT 5xFAD | Sex_ Male,Brain Region_ cerebellum cortex,PS,21582.04141235352,23901.72171020508,16130.441287994385,15057.280967712402,13372.660800933838,15877.061122894287,23245.421676635742,28686.20189666748,21134.881607055664,57378.56503295898,20363.801383972168,12699.06076812744,16157.100929260254,21256.94152450561,20400.361541748047,25743.12173461914,10684.480735778809,45802.24295043945,26647.34197998047,39364.14254760742,43814.4627532959,34179.842361450195,41728.662857055664,43786.26261901856,41421.062927246094,38008.78268432617,40676.46272277832,39669.64308166504,43646.18292236328,47476.46365356445,36823.3423614502,21582.04141235352,23901.72171020508,13372.660800933838,15877.061122894287,21134.881607055664,12699.06076812744,16157.100929260254,25743.12173461914,10684.480735778809,39364.14254760742,43814.4627532959,43786.26261901856,41421.062927246094,39669.64308166504,43646.18292236328,53168.72396850586
