Lipid,Brain_Region_cortex,Brain_Region_cortex,Brain_Region_cortex,Brain_Region_cortex,Brain_Region_cortex,Brain_Region_cortex,Brain_Region_cortex,Genotype__WT___Brain_Region__diencephalon,Genotype__WT___Brain_Region__diencephalon,Genotype__WT___Brain_Region__diencephalon
TAG(56:2)_FA 18:0,29958.802139282227,33849.142517089844,47093.48352050781,43118.76300048828,47724.40351867676,33548.28256225586,39895.68280029297,48079.763999938965,44903.66287231445,35601.9421081543
TAG(56:2)_FA 18:1,35248.44216918945,32901.822174072266,44846.9033203125,38434.822814941406,44837.76300048828,26285.26167297364,41891.00309753418,32150.142288208008,38462.74258422852,36695.44231414795
TAG(56:2)_FA 18:2,45035.14340209961,41446.243103027344,52598.72344970703,46382.1637878418,53298.704010009766,40872.14280700684,56579.52444458008,44960.30282592773,46840.04281616211,41892.78288269043
TAG(56:2)_FA 20:0,210208.05432128903,126684.88684082033,161870.3726196289,170964.05340576172,154717.27099609375,90474.9873046875,121554.58728027344,144416.84857177734,194161.8733520508,122561.41076660156
TAG(56:2)_FA 20:4,17199.30108642578,19992.381355285645,20702.981506347656,18257.62117767334,19080.50144958496,16807.761192321777,18077.441375732426,19926.20166015625,20412.481651306152,16552.96113204956
TAG(56:3)_FA 16:0,32351.10235595703,36191.16262817383,33438.742126464844,34404.68231201172,31870.022338867188,29165.16227722168,30380.342010498047,39461.46267700195,35007.98254394531,29433.721961975098
TAG(56:3)_FA 16:1,33847.822021484375,34451.44241333008,52903.28407287598,38938.60279846192,37201.6424407959,28846.982109069824,40898.842781066895,39629.48271179199,37975.882400512695,37081.24242401123
TAG(56:3)_FA 18:0,47650.38320922852,108849.84762573242,112039.92868041992,100376.10720825195,154421.21216583252,151697.17221069336,142189.14962768555,100920.08851623537,120233.1886291504,55197.8239440918
TAG(56:3)_FA 18:1,37554.90223693848,43967.62251281738,52332.76306152344,44234.12341308594,56779.882904052734,35577.32260131836,50578.14443969727,50534.90301513672,57766.20456695557,47820.46293640137
TAG(56:3)_FA 18:2,41141.12275695801,36503.962463378906,53533.96469116211,45689.12313842773,56212.90406799317,35263.88269042969,56424.18342590332,42468.40309143066,47458.72378540039,43599.26298522949
TAG(56:3)_FA 20:0,59268.20422363281,47817.223236083984,91390.86611938477,75857.60513305664,76384.0461730957,37765.06253051758,52943.18315124512,48520.34344482422,75336.66607666016,61334.92431640625
TAG(56:3)_FA 20:4,35278.84280395508,34181.58224487305,32479.58233642578,34656.562438964844,39598.50256347656,30219.102142333984,33912.702392578125,32547.002319335938,36918.28268432617,31307.302169799805
TAG(56:4)_FA 16:0,35983.202560424805,37293.462310791016,36387.46258544922,39857.70265197754,38043.102767944336,36677.08251953125,40346.68249511719,43439.68315124512,41817.64331054688,29451.30207824707
TAG(56:4)_FA 16:1,33837.36242675781,36086.242599487305,39725.18347167969,35114.122497558594,32547.90237426757,31436.78239440918,30171.222290039062,39254.42260742188,36089.582458496094,27011.921615600582
TAG(56:4)_FA 18:0,271809.7192993164,1081914.4838256836,940356.2775268556,910866.8001708984,1396293.1130981443,1473491.635803223,1295228.152770996,672475.8283691406,987543.2452392578,326915.8606567383
TAG(56:4)_FA 18:1,48496.66360473633,98930.16709136964,85979.48587036133,91594.80651855467,134194.80751037598,112522.92791748048,119913.60856628418,67923.68496704102,110915.90711975098,56474.26387023926
TAG(56:4)_FA 18:2,41496.84336853027,38953.28248596192,52862.90467834473,47847.90315246582,56033.48385620117,37263.482902526855,47596.78332519531,50849.58337402344,54906.42416381836,50100.96420288086
TAG(56:4)_FA 20:0,53687.08462524414,53757.54391479492,100890.9469909668,79781.50523376465,85093.1459350586,58056.06315612793,63737.82518005371,54906.583892822266,63976.624755859375,61312.22514343262
TAG(56:4)_FA 20:4,203110.91479492188,169199.0126953125,192189.69506835932,192799.8334960937,220351.61694335932,161885.69140625,189908.513671875,184488.55322265625,186812.39428710932,167674.7724609375
TAG(56:5)_FA 16:0,51673.76382446289,50766.78381347656,51300.76377868652,49630.243713378906,55488.08407592773,49605.6240234375,49408.36376953125,54080.364166259766,52907.583740234375,42750.00321960449
TAG(56:5)_FA 16:1,37800.28317260742,38740.44239807129,35791.72236633301,40998.36302947998,43635.24305725098,37087.0625,37396.04277038574,44240.12316894531,42458.602935791016,30353.90234375
TAG(56:5)_FA 18:0,76432.22546386719,241764.3969116211,198799.87841796875,215786.09631347656,254397.55963134769,290106.8412475586,257733.63774108887,138153.56983947754,197627.5936279297,72809.76513671875
TAG(56:5)_FA 18:1,205120.73559570312,868390.4983520508,640880.0054321289,784323.4182128906,1176088.0549316406,1008719.0228881836,1009389.6517333984,406935.60693359375,784220.5145263672,292534.84063720703
TAG(56:5)_FA 18:2,46966.82371520996,99958.58764648438,91072.96661376952,95671.8867340088,147125.89100646973,112275.2075805664,112015.7871170044,72284.46508789062,100539.78680419922,60720.723571777344
TAG(56:5)_FA 20:0,25643.34164428711,24009.841873168945,32776.68231201172,27347.322074890137,25186.641815185547,20164.96131134033,25514.80174255371,25055.60171508789,26524.66199493408,23604.64121246338
TAG(56:5)_FA 20:4,151515.5098876953,94263.72619628906,175689.77124023438,141967.4111328125,203461.15557861328,100880.08740234376,142972.6905517578,144534.15130615234,168841.5938720703,159292.99298095703
TAG(56:6)_FA 16:0,232518.6374206543,114412.96936035156,107024.6082763672,106593.86703491212,134016.62982177734,115794.58865356444,129801.52951049805,110611.92810058594,140972.17041015625,68272.30453491211
TAG(56:6)_FA 16:1,48852.4033203125,49567.52313232422,50740.64376831055,46733.76348876953,53543.163986206055,45643.3836517334,51971.04376220703,52919.24360656738,56813.204498291016,43470.92332458496
TAG(56:6)_FA 18:0,60730.04443359375,77011.30529785156,82826.86560058594,78161.70574951172,104271.80920410156,89214.04565429688,90410.78649902344,81530.04541015625,92425.3272705078,56233.52410888672
TAG(56:6)_FA 18:1,71692.62524414062,195534.8745422364,139990.65017700195,193261.0736694336,216495.93350219727,197317.1764221192,204881.4331665039,90539.32751464844,168416.44915771484,71578.84506225586
TAG(56:6)_FA 18:2,203782.4548950196,861346.7537841797,650853.4294433594,792521.8972167969,1154738.3102416992,990685.4310913086,987505.9201049804,410559.72479248047,801851.2370605469,286374.0994873047
TAG(56:6)_FA 20:0,22977.4015045166,27108.981994628903,25244.28173828125,25641.541679382324,23750.40156555176,18656.061309814453,22635.081413269043,23503.68162536621,23877.241592407227,23643.1817779541
TAG(56:6)_FA 20:4,358989.66650390625,181965.77307128903,377625.5628662109,346449.8078613281,439604.4080810547,199043.5538330078,294964.12072753906,262920.0388183594,403060.8518066406,368880.70080566406
TAG(56:7)_FA 16:0,48600.2829284668,59181.04412841797,77358.2456665039,64995.40478515625,69161.96524047852,56993.52508544922,76218.40551757812,59199.44389343262,64660.7449798584,43177.36318969727
TAG(56:7)_FA 16:1,230641.89727783203,120569.50909423828,117083.34826660156,108681.24829101562,137540.0881652832,112666.68865966795,126585.70915222168,119916.1492919922,141362.48956298828,70167.58526611328
TAG(56:7)_FA 18:0,60387.7048034668,66603.04486083984,65841.38426208496,61925.184020996094,145218.54914855957,78687.80503845215,82155.4848022461,70818.0849609375,74907.92553710938,50543.3837890625
TAG(56:7)_FA 18:1,53814.54370117188,75569.70538330078,67982.48443603516,77643.12658691406,95320.96664428712,73830.68536376953,76086.0053100586,63920.04382324219,79847.78564453125,56630.50360107422
TAG(56:7)_FA 18:2,73851.7448425293,196867.7940979004,148117.21185302734,190598.3320922852,209846.97595214844,206363.2973022461,205044.0758666992,90014.40594482422,170557.35470581055,69071.32507324219
TAG(56:7)_FA 20:0,30172.102157592773,24664.78199005127,53576.26408386231,29181.44218444824,33334.34254074097,24899.721755981445,21488.061546325684,26594.00163269043,27133.48240661621,27755.22204589844
TAG(56:7)_FA 20:4,121387.62902832033,78261.26458740234,263853.7944335937,211212.1752319336,218175.3532104492,93297.80596923828,155958.25421142578,101563.44610595705,189514.59375,155066.6280517578
TAG(56:8)_FA 16:0,62691.74478149414,52574.70327758789,59451.6841583252,52300.16345214844,54265.70388793945,54245.06373596192,55806.08331298828,50792.46331787109,55013.84371948242,39162.102600097656
TAG(56:8)_FA 16:1,46177.023529052734,57795.94415283203,74753.82586669922,64726.364685058594,73561.58420562744,58329.1838684082,77040.96501159668,60129.36532592773,67203.56469726562,45920.54356384277
TAG(56:8)_FA 18:0,36643.44255065918,31679.84228515625,66720.5048828125,39283.50274658203,50581.5036315918,35458.14242553711,42799.92280578613,39918.84222412109,39540.28289794922,33651.50276184082
TAG(56:8)_FA 18:1,68756.98583984375,66575.34494018555,64820.764488220215,69111.14437866211,135102.16955566406,68078.64498901367,83043.60549926758,65768.28504943848,77104.46473693848,53534.00454711914
TAG(56:8)_FA 18:2,56827.14440917969,76685.50604248047,68910.74478149414,77130.06494140625,94502.18743896484,75188.00595092773,80875.44659423828,67785.4049987793,82149.2466430664,57806.06414794922
TAG(56:8)_FA 20:0,37472.80239868164,26597.74201202393,173175.7313232422,38237.06274414063,37737.922424316406,23624.361877441406,29816.94208526612,36259.72265625,30236.38214111328,27303.461532592773
TAG(56:8)_FA 20:4,98856.6674194336,81157.88632202148,209956.21307373047,152536.5343322754,179515.49221801758,90647.80819702148,121386.8489074707,90945.5471496582,123150.81115722656,115198.42953491212
TAG(58:0)_FA 16:0,38114.6025390625,40376.26301574707,42417.06294250488,41809.54312133789,38439.30296325684,31142.261993408203,55975.62414550781,43534.00296020508,48795.28335571289,41256.74362182617
TAG(58:0)_FA 16:1,53225.8642578125,67200.20513916016,91294.7860107422,73933.9242553711,62058.704010009766,52752.66323852539,59974.52487182617,85818.46765136719,60750.90380859375,59634.92427062988
TAG(58:0)_FA 18:0,91567.7466430664,84380.36560058594,101504.48705291748,97682.48794555664,112081.50674438477,88767.86622619629,106857.96771240234,76680.0454711914,82134.18569946289,88809.46572875977
TAG(58:0)_FA 18:1,28950.921875,35450.68272399902,26219.141540527344,30174.28196716309,28129.522003173828,24328.06162261963,28174.421867370605,31817.262466430664,33426.322509765625,27127.80179595948
TAG(58:0)_FA 18:2,23096.101638793945,24780.141960144043,21425.461669921875,23700.881622314453,21335.06150817871,18652.04133605957,16841.701179504395,22354.32179260254,21141.78130340576,18415.901321411133
TAG(58:0)_FA 20:0,28103.40203857422,27608.681915283203,28178.96217346192,29346.442092895508,32198.88209533692,26893.20164489746,31089.302276611328,28369.94186782837,29709.901947021484,23741.22168731689
TAG(58:0)_FA 20:4,48613.02300262451,48166.763244628906,25764.18197631836,37241.86246490479,51175.22462463379,25984.841735839844,38656.2825012207,42596.36262512207,51332.30302429199,27682.60223007202
TAG(58:1)_FA 16:0,25689.16192626953,25055.161712646484,33924.282653808594,29278.022033691406,28797.6619720459,23265.741729736328,29388.302474975582,25182.541763305664,25248.50154113769,22870.58162689209
TAG(58:1)_FA 16:1,39073.52264404297,40188.1828918457,44645.50273132324,44418.503509521484,40561.36279296875,30851.022338867188,53217.82395172119,39715.58262634277,48412.34292602539,41818.00280761719
TAG(58:1)_FA 18:0,28479.742126464844,26031.10173034668,49639.1233215332,36998.622497558594,40291.50303649902,27519.06188964844,38859.00326538086,37195.80239868164,35012.16248321533,29392.24217224121
TAG(58:1)_FA 18:1,112015.9696044922,92331.74649047852,106890.82995605467,110151.10565185548,110288.64561462402,111081.32710266112,118829.86987304688,73987.30450439453,90045.74653625488,110907.80738830566
TAG(58:1)_FA 18:2,28051.441787719727,34888.48258972168,28687.521865844727,30445.98193359375,27601.701736450195,25999.44189453125,31967.902534484863,29564.66203308105,32210.082275390625,26026.54224395752
TAG(58:1)_FA 20:0,26124.40187072754,22969.541778564453,28590.42172241211,26465.06214904785,29898.782318115234,20684.32159423828,24352.121688842773,25941.42185974121,26793.20178222656,23094.661457061768
TAG(58:1)_FA 20:4,20259.42144012451,22857.84182739257,19736.081298828125,19558.42146301269,21746.24133300781,20748.56113433838,20051.36135864257,23341.741592407227,19992.961624145508,21957.141647338867
TAG(58:10)_FA 16:0,21799.38153076172,27064.92196655273,25616.40168762207,24338.90200805664,27975.401977539062,24088.061767578125,23550.721771240234,28205.50201416016,27197.00180053711,23503.121673583984
TAG(58:10)_FA 16:1,22126.62139892578,26481.12203979492,26468.02212905884,23951.34158325196,25588.921730041504,21287.82145690918,24513.38153839112,28328.242156982426,25014.961700439453,24650.00178527832
TAG(58:10)_FA 18:0,41191.24327850342,38352.102279663086,33060.66246032715,40570.80290222168,46083.964012146,30256.46202850341,49021.84438323975,50109.78398132324,53092.48426818848,30626.382438659668
TAG(58:10)_FA 18:1,27418.16200256348,32917.44255065918,29872.34230041504,27169.90182495117,31071.96237182617,23490.121696472168,28580.30200958252,27054.982063293457,31036.38237762451,25253.16184234619
TAG(58:10)_FA 18:2,63931.82495117188,45868.84346008301,52903.96420288086,48827.98333740234,45545.26344299317,57161.624099731445,53029.02345275879,45507.86354064941,49563.96357727051,39301.92277526856
TAG(58:10)_FA 20:0,20881.421508789062,25711.401809692383,23881.081832885742,21849.941528320312,22531.821701049805,16585.48126220703,21397.62156677246,24169.38180541992,20707.121459960938,22154.041580200195
TAG(58:10)_FA 20:4,30700.342163085938,35930.16307067871,35634.66247558594,35308.522857666016,42180.52275085449,32737.96209716797,34241.00199890137,34504.14311218262,31216.982192993164,32930.422439575195
TAG(58:2)_FA 16:0,22541.44162750244,25689.12174987793,29743.46209716797,27334.72203063965,21724.98169708252,19266.42126464844,23767.60159301757,26395.18186950684,26051.681838989258,20479.1615524292
TAG(58:2)_FA 16:1,24026.401611328125,23759.601669311523,33006.102478027344,26215.04168701172,29892.1823387146,18804.36117553711,32486.16248321533,26200.98161315918,26929.861892700195,21838.34129333496
TAG(58:2)_FA 18:0,32704.92250061035,32864.602294921875,59222.40362548828,37445.56265258789,36279.80258178711,21938.881759643555,41653.62289428711,42098.56324768066,39457.78288269043,35265.78259277344
TAG(58:2)_FA 18:1,30812.422149658203,32299.682388305664,45958.90327453613,35633.08200073242,38872.22265625,24116.46171569824,38212.5827331543,30094.68198394776,34238.24182891846,31080.4416885376
TAG(58:2)_FA 18:2,114083.34765625,91168.32626342772,105058.16790771484,113753.9680480957,105777.7862548828,101502.10615539552,118013.46801757812,74620.82508850098,87732.0464477539,98690.26661682127
TAG(58:2)_FA 20:0,26567.321517944336,26816.42155456543,26717.30187225341,26685.98191833496,30441.561729431152,22400.52138519287,26167.82208251953,29097.161903381348,28642.542320251465,26444.901641845703
TAG(58:2)_FA 20:4,48038.983459472656,48604.24319458008,51454.18342590332,48927.24346923828,43820.46282958984,41591.9631652832,43023.92297363281,48982.50354003906,53298.28356933594,38939.52255249024
TAG(58:3)_FA 16:0,32704.462867736816,29685.962127685547,30701.58198547364,30275.241989135742,23325.30167388916,22987.861618041992,34826.60223388672,29410.041931152344,39316.982414245605,31674.62222290039
TAG(58:3)_FA 16:1,21059.781463623047,23635.5817565918,26128.5818939209,27886.44204711914,21351.2816696167,19010.721389770508,23265.5018157959,25616.36164855957,25603.021865844727,21588.64140319824
TAG(58:3)_FA 18:0,27200.26203918457,31932.402153015137,33866.50244140625,27700.622146606445,30324.08242034912,24578.221633911133,26049.64192199707,35827.90249633789,30102.262008666992,26219.96192932129
TAG(58:3)_FA 18:1,36840.36255645752,48493.32325744629,52537.12367248535,38686.2629699707,49261.50346374512,27983.662078857426,35778.88252258301,40292.802642822266,43951.48246765137,41393.76212310791
TAG(58:3)_FA 18:2,35965.822265625,34313.82231140137,42830.80308532715,36729.022872924805,42798.20295715332,25898.141876220703,39057.76290130615,32890.402282714844,39633.08242797852,33815.58275604248
TAG(58:3)_FA 20:0,19508.881462097168,21740.381591796875,24587.86125183105,21915.921703338623,22797.121585845947,18874.381355285645,21435.28175354004,22408.62171173096,24682.14191436768,21054.241416931152
