Lipid,Genotype_5xFAD__Brain_Region_cerebellum,Genotype_5xFAD__Brain_Region_cerebellum,Genotype_5xFAD__Brain_Region_cerebellum,Genotype_5xFAD__Brain_Region_cerebellum,Genotype_5xFAD__Brain_Region_cerebellum,Genotype__5xFAD___Brain_Region__cortex,Genotype__5xFAD___Brain_Region__cortex,Genotype__5xFAD___Brain_Region__cortex,Genotype__5xFAD___Brain_Region__cortex
TAG(56:0)_FA 16:0,85976.42660522461,75441.52462768555,113484.66778564452,128957.78855895996,98889.02508544922,81253.52651977539,98018.76704406738,98995.86653137208,93409.08682250977
TAG(56:0)_FA 16:1,25519.54183959961,28234.701858520508,35275.142181396484,33327.92240905762,25425.061920166016,31165.462463378903,36461.84286499024,29590.04219055176,27648.78205871582
TAG(56:0)_FA 18:0,32951.882263183594,38176.68243408203,53888.0033569336,62407.66427612305,41238.502990722656,38889.60250854492,53617.30368041992,54947.20378112793,37230.7229309082
TAG(56:0)_FA 18:1,35791.0825881958,37764.6026763916,47111.4832611084,66597.00464630127,56078.04432678223,42863.64291381836,45359.6035232544,55867.963386535645,37852.10263824463
TAG(56:0)_FA 18:2,35782.662353515625,41608.76281738281,41967.8030090332,41197.882888793945,37848.72290039063,46406.54315185547,45410.68310546875,39622.64306640625,32410.74237060547
TAG(56:0)_FA 20:0,113959.46752929688,130814.20971679688,143283.22985839844,153925.27099609375,163745.4716796875,126145.16833496094,147716.43212890625,169617.97216796875,124051.52941894533
TAG(56:0)_FA 20:4,19450.40133666992,23548.201698303223,23547.221633911133,24760.641731262207,26266.821868896484,21728.00151062012,25556.921829223636,21754.20156097412,19367.28143310547
TAG(56:1)_FA 16:0,27263.08168029785,27778.18182373047,38074.00253295898,45890.14352416992,31426.48223876953,31926.882446289062,45179.94288635254,39452.16284179688,27336.8219833374
TAG(56:1)_FA 16:1,81062.30645751953,73865.2243347168,119241.96810913086,121769.94647216795,92598.48641967772,85453.986328125,94920.92596435548,93122.60595703124,85866.90573120117
TAG(56:1)_FA 18:0,23440.66180419922,36441.802307128906,38756.28289794922,51946.743255615234,34143.90216064453,27470.52198791504,45259.42352294922,50054.48426055908,27511.14213562012
TAG(56:1)_FA 18:1,34091.12226867676,38149.22271728516,59136.7043762207,59829.46490478516,52945.88340759277,42167.8625793457,53814.70361328125,52824.54412841797,36819.8225402832
TAG(56:1)_FA 18:2,35070.12242126465,42021.88327026367,48528.12382507324,68273.90397644043,56623.80365753174,53277.06340026856,49173.98376464844,56674.32405090332,37984.42261123657
TAG(56:1)_FA 20:0,50678.983642578125,83216.3062133789,90751.86694335938,99578.02783203124,65641.70489501953,56565.463928222656,84959.02661132812,88113.16595458984,53248.723571777344
TAG(56:1)_FA 20:4,23468.661743164062,27228.22203063965,28280.042068481445,32626.082160949707,23450.86158752441,29967.62191772461,31862.301986694336,25172.66148376465,22632.861625671387
TAG(56:2)_FA 16:0,26330.861602783203,28913.30166625977,33490.60238647461,37188.84310913086,35027.782081604004,35885.12283325195,43374.58352661133,35793.442947387695,26323.002082824707
TAG(56:2)_FA 16:1,24431.02178955078,27557.941680908203,45265.3232421875,49406.72383117676,32053.22232055664,28818.56208801269,46891.12347412109,39853.54328918457,29758.70204925537
TAG(56:2)_FA 18:0,27002.362091064453,45832.32328796387,38712.72270202637,61921.20428466797,32951.10224151611,33849.142517089844,47093.48352050781,47724.40351867676,33548.28256225586
TAG(56:2)_FA 18:1,25895.961639404297,37018.0426940918,43814.403327941895,50798.34403991699,47250.42343139648,32901.822174072266,44846.9033203125,44837.76300048828,26285.261672973636
TAG(56:2)_FA 18:2,36326.62268066406,41420.58279418945,61951.82427978516,60849.80358886719,56958.3037109375,41446.243103027344,52598.72344970703,53298.704010009766,40872.14280700684
TAG(56:2)_FA 20:0,131703.1915283203,151746.06817626953,203494.7347412109,160054.47100830078,120720.18872070312,126684.88684082033,161870.3726196289,154717.27099609375,90474.9873046875
TAG(56:2)_FA 20:4,17861.241256713867,19640.84127807617,18033.02130889893,20255.30173110962,19082.601329803467,19992.381355285645,20702.981506347656,19080.50144958496,16807.761192321777
TAG(56:3)_FA 16:0,31293.122344970703,38272.08276367188,34006.96235656738,38070.86280822754,25126.98197937012,36191.16262817383,33438.742126464844,31870.022338867188,29165.16227722168
TAG(56:3)_FA 16:1,27792.32208251953,31770.54280090332,33127.18251037598,40293.223083496094,34400.46257019043,34451.44241333008,52903.28407287598,37201.6424407959,28846.982109069824
TAG(56:3)_FA 18:0,44893.72296142578,274369.62100219727,65220.04493713379,107329.84771728516,73172.30535888672,108849.84762573242,112039.92868041992,154421.21216583252,151697.17221069336
TAG(56:3)_FA 18:1,33098.82238769531,65185.06575012207,57755.82411193848,71210.564453125,47420.362869262695,43967.62251281738,52332.76306152344,56779.882904052734,35577.32260131836
TAG(56:3)_FA 18:2,30083.20231628418,44513.44342041016,54472.74380493164,63737.52391052246,55718.72459411621,36503.962463378906,53533.96469116211,56212.90406799317,35263.88269042969
TAG(56:3)_FA 20:0,46588.20327758789,88819.48513793945,102512.12716674805,94618.66590881348,70930.94500732422,47817.223236083984,91390.86611938477,76384.0461730957,37765.06253051758
TAG(56:3)_FA 20:4,26784.341918945312,29534.24234008789,31128.50212097168,38954.20277404785,36374.70251464844,34181.58224487305,32479.58233642578,39598.50256347656,30219.102142333984
TAG(56:4)_FA 16:0,24523.20184326172,66061.84422302246,29407.522384643555,42982.5431060791,28997.52185821533,37293.462310791016,36387.46258544922,38043.102767944336,36677.08251953125
TAG(56:4)_FA 16:1,30041.06201171875,35665.52233886719,30210.962173461918,38487.52265930176,26004.522247314453,36086.242599487305,39725.18347167969,32547.902374267574,31436.78239440918
TAG(56:4)_FA 18:0,236881.79718017575,2705391.914672852,275989.00213623047,704877.6713562012,459266.4302978516,1081914.4838256836,940356.2775268556,1396293.1130981443,1473491.635803223
TAG(56:4)_FA 18:1,45037.20297241211,254376.3789672852,66857.90466308594,95777.18682861328,74914.6251373291,98930.16709136964,85979.48587036133,134194.80751037598,112522.92791748048
TAG(56:4)_FA 18:2,31786.5625,61012.764892578125,57094.64456176758,72595.80400085449,47359.9835357666,38953.28248596192,52862.90467834473,56033.48385620117,37263.482902526855
TAG(56:4)_FA 20:0,36436.68255615234,113988.16912841795,97425.72610473631,98991.00563049316,76022.66638183594,53757.54391479492,100890.9469909668,85093.1459350586,58056.06315612793
TAG(56:4)_FA 20:4,149518.59130859375,172254.19140625,206057.99584960935,201349.474609375,223114.17504882807,169199.0126953125,192189.69506835935,220351.61694335935,161885.69140625
TAG(56:5)_FA 16:0,33708.90249633789,124181.44909667967,40861.16284179688,62404.60362243652,46442.10330963135,50766.78381347656,51300.76377868652,55488.08407592773,49605.6240234375
TAG(56:5)_FA 16:1,25075.461868286133,70358.88450622559,29989.20216369629,45271.46354675293,28334.681854248047,38740.44239807129,35791.72236633301,43635.24305725098,37087.0625
TAG(56:5)_FA 18:0,74558.28604125977,510083.1562805176,85778.34631347656,149807.06930541992,111462.76705932616,241764.3969116211,198799.87841796875,254397.55963134769,290106.8412475586
TAG(56:5)_FA 18:1,212981.5162353516,2551038.7456054688,287463.5223388672,560417.0626831055,428104.7498779297,868390.4983520508,640880.0054321289,1176088.0549316406,1008719.0228881836
TAG(56:5)_FA 18:2,43924.6435546875,255951.61700439453,68949.90403747559,101451.02717590332,73653.28616333008,99958.58764648438,91072.96661376952,147125.89100646973,112275.2075805664
TAG(56:5)_FA 20:0,22592.561714172363,25531.601860046387,30205.72164916992,29887.021911621094,25298.20181274414,24009.841873168945,32776.68231201172,25186.641815185547,20164.96131134033
TAG(56:5)_FA 20:4,83718.76525878906,173014.3524169922,170935.83135986328,214269.09747314453,129469.189453125,94263.72619628906,175689.77124023438,203461.15557861328,100880.08740234376
TAG(56:6)_FA 16:0,69588.86447143555,630807.814239502,86311.2657623291,133964.8097229004,115811.92785644533,114412.96936035156,107024.6082763672,134016.62982177734,115794.58865356444
TAG(56:6)_FA 16:1,32548.442474365234,126242.7293395996,42577.703125,59200.36376953125,44072.04370117188,49567.52313232422,50740.64376831055,53543.163986206055,45643.3836517334
TAG(56:6)_FA 18:0,58140.06335449219,236124.9574584961,62453.36444091797,99687.4676513672,84356.42492675781,77011.30529785156,82826.86560058594,104271.80920410156,89214.04565429688
TAG(56:6)_FA 18:1,67976.5046081543,500764.3926696777,90356.7469177246,124602.40829467772,101747.9469909668,195534.87454223636,139990.65017700195,216495.93350219727,197317.17642211917
TAG(56:6)_FA 18:2,209052.4938354492,2599582.2903442383,293245.28356933594,577874.5012817383,434397.510559082,861346.7537841797,650853.4294433594,1154738.3102416992,990685.4310913086
TAG(56:6)_FA 20:0,19947.101402282715,24745.201599121094,23350.64176940918,25655.261741638184,23081.821548461918,27108.981994628903,25244.28173828125,23750.40156555176,18656.061309814453
TAG(56:6)_FA 20:4,191601.8555908203,352834.7268066406,417564.7702636719,484272.5238037109,306868.4052734375,181965.77307128903,377625.5628662109,439604.4080810547,199043.5538330078
TAG(56:7)_FA 16:0,40341.9026184082,108622.54696655272,63515.70501708984,82035.02575683594,52067.423400878906,59181.04412841797,77358.2456665039,69161.96524047852,56993.52508544922
TAG(56:7)_FA 16:1,68317.0446472168,618845.5997924805,84132.98573303223,127704.76834106444,115706.78814697266,120569.50909423828,117083.34826660156,137540.0881652832,112666.68865966795
TAG(56:7)_FA 18:0,42187.96276855469,39172.02267456055,58449.30438232422,196267.45361328125,88919.76719665527,66603.04486083984,65841.38426208496,145218.54914855957,78687.80503845215
TAG(56:7)_FA 18:1,54239.32360839844,222761.97552490237,67293.48498535156,86672.0068359375,94326.6260986328,75569.70538330078,67982.48443603516,95320.96664428712,73830.68536376953
TAG(56:7)_FA 18:2,66625.96447753906,491680.490814209,92210.08670043944,130698.14807128906,109670.78833007812,196867.7940979004,148117.21185302734,209846.97595214844,206363.2973022461
TAG(56:7)_FA 20:0,21275.021461486816,22438.781707763672,26704.621826171875,33752.682273864746,30470.42244720459,24664.78199005127,53576.26408386231,33334.34254074097,24899.721755981445
TAG(56:7)_FA 20:4,86955.90588378906,251033.4574584961,278096.6986694336,302744.0994873047,185636.15048217773,78261.26458740234,263853.7944335937,218175.3532104492,93297.80596923828
TAG(56:8)_FA 16:0,49593.702545166016,48045.86282348633,55145.68341064453,52309.94342041016,41428.1032409668,52574.70327758789,59451.6841583252,54265.70388793945,54245.06373596192
TAG(56:8)_FA 16:1,42099.42321777344,108654.927734375,66271.78448486328,82525.22523498535,57712.0643157959,57795.94415283203,74753.82586669922,73561.58420562744,58329.1838684082
TAG(56:8)_FA 18:0,29155.48223876953,38104.70278930664,43856.98355102539,49506.66329956055,36991.00273132324,31679.84228515625,66720.5048828125,50581.5036315918,35458.14242553711
TAG(56:8)_FA 18:1,47490.623291015625,43996.04333496094,62506.18395996094,166822.63543701172,99391.88595581056,66575.34494018555,64820.764488220215,135102.16955566406,68078.64498901367
TAG(56:8)_FA 18:2,56894.063903808594,231371.73614501956,65204.08508300781,89243.26580810547,85506.2658996582,76685.50604248047,68910.74478149414,94502.18743896484,75188.00595092773
TAG(56:8)_FA 20:0,25008.02195739746,25871.401916503903,35851.56251525879,34145.10221862793,30617.82208251953,26597.74201202393,173175.7313232422,37737.922424316406,23624.361877441406
TAG(56:8)_FA 20:4,62984.82473754883,213304.19653320312,216657.15606689453,248947.61529541016,146417.9291381836,81157.88632202148,209956.21307373047,179515.49221801758,90647.80819702148
TAG(58:0)_FA 16:0,31945.982299804688,31117.9423828125,48316.723236083984,44207.26361083984,37378.64269256592,40376.26301574707,42417.06294250488,38439.30296325684,31142.261993408203
TAG(58:0)_FA 16:1,51779.303619384766,50020.40284729004,70020.16561889648,72350.38484191895,49866.7234954834,67200.20513916016,91294.7860107422,62058.704010009766,52752.66323852539
TAG(58:0)_FA 18:0,92658.76637268066,70841.8240814209,121864.50820922852,132074.16802978516,100263.0253753662,84380.36560058594,101504.48705291748,112081.50674438477,88767.86622619629
TAG(58:0)_FA 18:1,22075.44163513184,22118.921752929688,26251.70196533203,28663.88201904297,34295.961601257324,35450.68272399902,26219.141540527344,28129.522003173828,24328.06162261963
TAG(58:0)_FA 18:2,20355.861434936523,19780.58123779297,20278.061401367188,19770.621559143063,24399.341796875,24780.141960144043,21425.461669921875,21335.06150817871,18652.04133605957
TAG(58:0)_FA 20:0,23447.521484375,26651.681762695312,29524.942337036133,34189.82238006592,31630.021865844727,27608.681915283203,28178.962173461918,32198.882095336918,26893.20164489746
TAG(58:0)_FA 20:4,23850.1416015625,19462.10138702393,24881.12168121338,43376.26235580444,40270.80279159546,48166.763244628906,25764.18197631836,51175.22462463379,25984.841735839844
TAG(58:1)_FA 16:0,19801.48129272461,20133.30160522461,30619.242156982426,33621.222396850586,20493.66159057617,25055.161712646484,33924.282653808594,28797.6619720459,23265.741729736328
TAG(58:1)_FA 16:1,34342.56278991699,31380.142211914062,47208.70309448242,42604.08326721192,42127.18325805664,40188.1828918457,44645.50273132324,40561.36279296875,30851.022338867188
TAG(58:1)_FA 18:0,24457.94155883789,25599.68196105957,43094.2629699707,52364.76413726807,29606.782318115234,26031.10173034668,49639.1233215332,40291.50303649902,27519.06188964844
TAG(58:1)_FA 18:1,103398.5273590088,81341.1061706543,147086.67114257812,129265.8299407959,123998.54991149902,92331.74649047852,106890.82995605467,110288.64561462402,111081.32710266112
TAG(58:1)_FA 18:2,23773.94187927246,24616.981658935547,29755.14227294922,26152.68197631836,35673.84259033203,34888.48258972168,28687.521865844727,27601.701736450195,25999.44189453125
TAG(58:1)_FA 20:0,21505.16177368164,25578.201599121094,30262.681671142574,31380.30165863037,28333.661987304688,22969.541778564453,28590.42172241211,29898.782318115234,20684.32159423828
TAG(58:1)_FA 20:4,21028.12142944336,20846.40143585205,20357.98164367676,22226.601669311523,20379.18148803711,22857.841827392574,19736.081298828125,21746.24133300781,20748.56113433838
TAG(58:10)_FA 16:0,18831.88130950928,32152.18199157715,21745.261489868164,25660.101669311523,21365.00134277344,27064.92196655273,25616.40168762207,27975.401977539062,24088.061767578125
TAG(58:10)_FA 16:1,23343.40171813965,28227.50204467773,23988.581497192383,22162.301475524902,21876.10157775879,26481.12203979492,26468.02212905884,25588.921730041504,21287.82145690918
TAG(58:10)_FA 18:0,25105.16145324707,20739.14143371582,24586.10148620605,42428.66381072998,36167.52242279053,38352.102279663086,33060.66246032715,46083.964012146,30256.462028503414
TAG(58:10)_FA 18:1,23973.021926879883,26455.121856689453,25898.12174224853,31044.22200012207,29129.942237854004,32917.44255065918,29872.34230041504,31071.96237182617,23490.121696472168
TAG(58:10)_FA 18:2,54203.64404296875,41421.40286254883,56251.524017333984,48709.92314147949,47841.74311828613,45868.84346008301,52903.96420288086,45545.26344299317,57161.624099731445
TAG(58:10)_FA 20:0,19398.96166229248,22119.68130493164,23189.641567230225,24108.721618652344,27222.742095947266,25711.401809692383,23881.081832885742,22531.821701049805,16585.48126220703
TAG(58:10)_FA 20:4,29658.76229095459,42596.16288757324,34487.16223144531,42846.42260742188,36991.282859802246,35930.16307067871,35634.66247558594,42180.52275085449,32737.96209716797
TAG(58:2)_FA 16:0,20839.521453857426,22248.721603393555,26172.64193725586,23287.94164276123,21366.48149871826,25689.12174987793,29743.46209716797,21724.98169708252,19266.42126464844
TAG(58:2)_FA 16:1,20286.16160583496,21383.76154327393,32458.20260620117,31755.922645568848,24473.62180328369,23759.601669311523,33006.102478027344,29892.1823387146,18804.36117553711
TAG(58:2)_FA 18:0,24437.72158813477,26851.20191192627,34971.20274353027,38869.74331665039,34904.12208557129,32864.602294921875,59222.40362548828,36279.80258178711,21938.881759643555
TAG(58:2)_FA 18:1,26136.48200988769,29724.06214904785,43802.04260253906,47814.90342712402,40468.50254058838,32299.682388305664,45958.90327453613,38872.22265625,24116.46171569824
TAG(58:2)_FA 18:2,104127.58889770508,88175.6284790039,132202.00979614258,131999.79000854492,125871.82704162598,91168.32626342772,105058.16790771484,105777.7862548828,101502.10615539552
TAG(58:2)_FA 20:0,21993.341674804688,27152.902305603027,28888.281616210938,37454.44249725342,25314.62184906006,26816.42155456543,26717.301872253414,30441.561729431152,22400.52138519287
TAG(58:2)_FA 20:4,44092.26300048828,46896.06365966797,48846.283447265625,53676.104064941406,42501.86294555664,48604.24319458008,51454.18342590332,43820.46282958984,41591.9631652832
