Lipid,Class,E-1BMVF,E-1BrainF,E-1LiverF,E-1PlasmaF,E-1RetinaF,E-2BMVF,E-2BrainF,E-2LiverF,E-2PlasmaF,E-2RetinaF,E-3BMVF,E-3BrainF,E-3LiverF,E-3PlasmaF,E-3RetinaF,E-4BMVM,E-4BrainM,E-4LiverM,E-4PlasmaM,E-4RetinaM,E-5BMVM,E-5BrainM,E-5LiverM,E-5PlasmaM,E-5RetinaM,E-6BMVM,E-6BrainM,E-6LiverM,E-6PlasmaM,E-6RetinaM,C-1BMVF,C-1BrainF,C-1LiverF,C-1PlasmaF,C-1RetinaF,C-2BMVF,C-2BrainF,C-2LiverF,C-2PlasmaF,C-2RetinaF,C-3BMVF,C-3BrainF,C-3LiverF,C-3PlasmaF,C-3RetinaF,C-4BMVM,C-4BrainM,C-4LiverM,C-4PlasmaM,C-4RetinaM,C-5BMVM,C-5BrainM,C-5LiverM,C-5PlasmaM,C-5RetinaM,C-6BMVM,C-6BrainM,C-6LiverM,C-6PlasmaM,C-6RetinaM,BlankBrain_NA,Title1,Title2,Title,length1,length2,Blank_name
[TG(60:15)|TG(59:8)|TG(58:1)]_FA18:3,TAG,1164.5200729370117,1188.940086364746,1460.1401100158691,1222.260082244873,1188.3000869750977,1165.5800819396973,1165.2000846862793,1346.1400833129883,1835.2401504516602,1205.5000839233398,1206.0600929260254,1164.2800827026367,1482.9801139831543,1215.1400909423828,1163.4200859069824,1164.0000801086426,1165.2600936889648,1575.8401107788086,1381.8200874328613,1244.1800994873047,1164.0600891113281,1166.4200744628906,1212.8200798034668,1285.0600776672363,1202.680076599121,1164.8400840759277,1164.0600852966309,1707.100112915039,1645.040096282959,1226.3800811767578,1168.0600852966309,1161.3200950622559,1378.1200981140137,1222.9200820922852,1162.8600845336914,1169.8400840759277,1166.1000785827637,1295.260097503662,2858.340217590332,1476.4601020812988,1235.760082244873,1163.6000785827637,1840.6001319885254,1243.0200843811035,1310.2400856018066,1166.3600883483887,1163.5600929260254,1268.4600944519043,1230.5200958251953,1161.1200790405273,1168.7000770568848,1240.8600845336914,1445.2800979614258,1593.2601051330566,1228.8400917053223,1165.5400772094727,1179.7000732421875,1652.8201141357422,1363.940097808838,1186.440086364746,1166.3000831604004,experiment: E,experiment: C,experiment: E vs experiment: C,30,30,BlankBrain_NA
[TG(60:15)|TG(59:8)|TG(58:1)]_FA20:4,TAG,1283.7400856018066,1417.7201080322266,1672.880126953125,1581.280117034912,1377.8800964355469,1280.5600967407227,1313.4400939941406,2041.180160522461,2993.2802085876465,1426.9000930786133,1525.1201210021973,1479.4001083374023,1561.0001106262207,1251.7200889587402,1354.480094909668,1477.6200981140137,1357.6600952148438,1618.6801261901855,2672.660213470459,1508.9201126098633,1474.1801109313965,1299.4800987243652,1965.7801513671875,2039.520133972168,1350.5801010131836,1341.420108795166,1259.020092010498,2102.64013671875,2066.5801544189453,1297.7400932312012,1415.3200874328613,1440.540096282959,1687.1401252746582,2178.7201652526855,1369.4600944519043,1479.1400909423828,1419.1800956726074,1609.000129699707,2323.1601371765137,1427.7201080322266,1340.5400924682617,1602.7601127624512,2286.180160522461,1602.9800987243652,1415.5201034545898,1337.020092010498,1291.7401008605957,1683.6601181030273,1388.780101776123,1406.6800994873047,1454.500114440918,1417.2800979614258,1432.3001022338867,2342.1401748657227,1829.760124206543,1302.7600936889648,1247.6800842285156,2076.3401412963867,2039.8801383972168,1550.2601127624512,1281.3600845336914,experiment: E,experiment: C,experiment: E vs experiment: C,30,30,BlankBrain_NA
[TG(60:15)|TG(59:8)|TG(58:1)]_FA22:5,TAG,1380.940097808838,1372.940097808838,2488.3001708984375,2323.140167236328,1435.0800971984863,1379.8000831604004,1515.5801124572754,2388.4001846313477,6467.520477294922,1390.1201171875,1376.8001022338867,1408.8801078796387,2017.780158996582,2927.7602043151855,1402.700096130371,1397.1600952148438,1381.0801010131836,1493.2000999450684,4605.080318450928,1373.2000999450684,1477.1801109313965,1378.5001029968262,2087.56014251709,1693.780128479004,1374.360107421875,1421.5001106262207,1457.4600944519043,2169.920120239258,2756.540199279785,1421.300090789795,1380.920093536377,1396.2601013183594,2394.9801635742188,2039.6801490783691,1487.3801040649414,1380.4600944519043,1429.960105895996,1666.400104522705,8142.960453033447,1412.8000984191895,1384.5400924682617,1372.5801010131836,1936.9001541137695,1808.0001258850098,1497.8401069641113,1427.3201065063477,1403.6601066589355,2833.2001914978027,2011.9001350402832,1416.700096130371,1374.0000953674316,1365.920093536377,1612.280117034912,3301.760227203369,1378.920093536377,1375.3000831604004,1412.7400932312012,2219.2601356506348,2401.820167541504,1455.5800971984863,1371.7401084899902,experiment: E,experiment: C,experiment: E vs experiment: C,30,30,BlankBrain_NA
[TG(60:15)|TG(59:8)|TG(58:1)]_FA22:6,TAG,1514.0401077270508,1544.4801177978516,2994.740264892578,1852.8801307678223,1546.6200904846191,1559.300106048584,1501.3001098632812,2349.920166015625,13459.961067199707,1580.1201133728027,1503.0401000976562,1543.1601104736328,3089.900177001953,2040.7801399230957,1498.2401084899902,1579.0401153564453,1541.2000999450684,2168.8401412963867,13962.641078948975,1528.4600982666016,1502.7800979614258,1577.2201194763184,1686.0201148986816,2918.160213470459,1598.860107421875,1511.4401168823242,1505.8801002502441,3119.5602226257324,2775.340232849121,1549.760108947754,1507.0801086425781,1572.3401145935059,2385.580165863037,2789.880184173584,1555.8801078796387,1562.06010055542,1491.180103302002,3086.82022857666,12461.620784759521,1507.7401161193848,1508.0001068115234,1680.1201210021973,2595.380195617676,2216.9601707458496,1675.2000999450684,1553.580093383789,1562.08012008667,8372.340507507324,2248.060157775879,1500.9800987243652,1505.720115661621,1556.980110168457,2057.06014251709,9950.760711669922,1504.6201057434082,1551.5200958251953,1549.8601112365723,3012.180221557617,2439.540184020996,1561.340129852295,1574.0001106262207,experiment: E,experiment: C,experiment: E vs experiment: C,30,30,BlankBrain_NA
[TG(60:8)|TG(59:1)]_FA14:0,TAG,994.0400543212891,993.5200576782227,987.380069732666,993.4200630187988,1038.6000633239746,995.6600723266602,988.8400688171387,1163.3000717163086,996.3400726318359,1001.0400695800781,995.6200790405273,1073.420066833496,1020.3000793457031,1058.0200843811035,1003.940071105957,994.6000595092773,990.8600578308105,1104.3000793457031,997.0400733947754,1001.9800643920898,995.8800773620605,1021.9200744628906,1063.2000694274902,1068.3800773620605,996.2800750732422,993.2800674438477,991.9600639343262,1067.3200759887695,1039.5600776672363,996.1000747680664,995.6800689697266,1038.1400680541992,1010.2000770568848,998.1400718688965,996.0400733947754,995.1600723266602,996.0400619506836,1016.2400703430176,1061.3600769042969,998.4400787353516,993.9000625610352,1011.3800773620605,1054.320068359375,999.8200721740723,996.2200660705566,995.9400749206543,1010.9400749206543,991.5600700378418,994.1200790405273,997.760066986084,996.9800720214844,993.1400604248047,1058.5000801086426,995.2400665283203,998.3600654602051,997.3600654602051,1056.8200645446777,1013.5800819396973,993.9000625610352,999.9200744628906,992.0600662231445,experiment: E,experiment: C,experiment: E vs experiment: C,30,30,BlankBrain_NA
[TG(60:8)|TG(59:1)]_FA16:0,TAG,994.8000640869141,1018.1800765991211,18096.321449279785,14678.38083267212,1076.6800689697266,1083.180088043213,992.8200645446777,22208.681224822998,6399.380481719971,1101.5600700378418,993.3600654602051,992.2200698852539,13775.640941619873,4345.480297088623,1029.780071258545,994.4600677490234,993.8600654602051,8288.580551147461,3122.1401710510254,1059.5200653076172,996.4000701904297,1125.340072631836,4837.820331573486,9169.120594024658,1131.8000869750977,995.320068359375,1046.8600730895996,25174.241638183594,17310.861324310303,1014.760066986084,1070.2200622558594,992.0600624084473,18849.760997772217,4850.060405731201,1120.3800811767578,1007.2000846862793,1014.9400672912598,14136.02099609375,7556.900657653809,1051.2400703430176,1059.4800834655762,994.2000694274902,10397.12085723877,2049.6401557922363,1118.2200775146484,1144.680088043213,1038.220085144043,2222.7201538085938,9323.62057876587,1058.8400802612305,1000.6000671386719,996.6200637817383,6197.0205001831055,4486.160331726074,994.3800659179688,993.8800621032715,996.3000755310059,6441.420455932617,11678.681007385254,1017.0600547790527,993.3200645446777,experiment: E,experiment: C,experiment: E vs experiment: C,30,30,BlankBrain_NA
[TG(60:8)|TG(59:1)]_FA16:1,TAG,1073.3600730895996,1034.3400650024414,2243.4001274108887,2135.400161743164,1037.9600715637207,1041.4000816345215,1051.8600730895996,2693.320152282715,1192.1800804138184,1062.1000785827637,1043.7400703430176,1080.2400741577148,1831.380126953125,1087.2800750732422,1110.860065460205,1092.2400741577148,1051.3600807189941,2126.9201583862305,1087.8600769042969,1061.7400665283203,1038.0200729370117,1096.4000778198242,1491.8401222229004,1575.8401222229004,1065.4600639343262,1036.780071258545,1039.5600814819336,3455.8202896118164,3026.9402046203613,1103.940071105957,1044.0800666809082,1052.2800674438477,2288.380153656006,1556.3801040649414,1269.7000885009766,1045.1800651550293,1051.1200714111328,1819.1001205444336,1576.4801177978516,1063.54008102417,1045.4800605773926,1074.6400833129883,1604.7000999450684,1036.7800788879395,1037.8200759887695,1045.460075378418,1119.7000732421875,1062.760082244873,1959.6201477050781,1039.6200790405273,1041.0400772094727,1067.4200630187988,1451.1001091003418,1845.1401481628418,1150.2800788879395,1090.8800735473633,1036.5800743103027,1449.020107269287,2242.440143585205,1075.2800827026367,1037.04008102417,experiment: E,experiment: C,experiment: E vs experiment: C,30,30,BlankBrain_NA
[TG(60:8)|TG(59:1)]_FA18:0,TAG,1060.3800773620605,1051.9400787353516,3905.960289001465,2136.0201148986816,1227.9400901794434,998.380069732666,1012.5800743103027,4779.640430450439,1164.720085144043,1001.2800674438477,1009.0200691223145,995.5600662231445,3581.100227355957,996.2200775146484,1034.2000732421875,1057.8400688171387,997.4400787353516,3030.500213623047,1726.9401512145996,1160.8800888061523,998.8200607299805,1028.5600776672363,1813.5801277160645,2826.420234680176,1074.7800750732422,1068.7000770568848,1051.460075378418,2054.7401390075684,1607.2001113891602,1101.0600852966309,998.2600631713867,1042.3200721740723,1801.1601219177246,1250.5800895690918,1057.840072631836,996.6600646972656,1073.7800827026367,2726.9201583862305,2239.3801612854004,1112.8600807189941,995.640064239502,1005.2400703430176,2850.420223236084,1159.2000846862793,1083.420078277588,997.8200798034668,1029.4600715637207,1649.480110168457,1970.4001426696777,1000.940071105957,999.1000709533691,995.0200691223145,1439.6601104736328,1252.2200813293457,1393.66011428833,999.4600791931152,994.3600769042969,2344.7001724243164,1842.16011428833,1055.8800773620605,998.960075378418,experiment: E,experiment: C,experiment: E vs experiment: C,30,30,BlankBrain_NA
[TG(60:8)|TG(59:1)]_FA18:1,TAG,1038.3200759887695,1108.0800743103027,7307.260459899902,2164.9401779174805,1334.1000938415527,1036.560073852539,1051.380069732666,8747.060668945312,3449.8402061462402,1519.4200897216797,1039.6000785827637,1086.1800804138184,6571.720413208008,1213.6400833129883,1296.7601051330566,1034.2600708007812,1118.0200729370117,5823.320301055908,1456.4601020812988,1231.7200889587402,1035.400074005127,1071.5400733947754,4294.580348968506,2775.3402366638184,1182.5200843811035,1158.2800750732422,1064.0600662231445,2049.100166320801,9412.820728302002,1038.340072631836,1151.6200828552246,1036.1400718688965,5909.4204750061035,1582.5201110839844,1119.0200691223145,1227.9200897216797,1179.5800895690918,6660.440509796143,3935.3602981567383,1370.0600967407227,1108.0600814819336,1072.8800773620605,5910.160404205322,1042.7400741577148,1084.9400749206543,1039.4400825500488,1051.5800666809082,1565.6201095581055,2049.5801391601562,1269.5800895690918,1040.8600807189941,1039.8800735473633,4202.540309906006,2463.000217437744,1244.9400825500488,1038.920078277588,1091.660068511963,5091.180351257324,5330.400424957275,1484.3001174926758,1073.7600860595703,experiment: E,experiment: C,experiment: E vs experiment: C,30,30,BlankBrain_NA
[TG(60:8)|TG(59:1)]_FA18:2,TAG,1133.8600807189941,1124.2200736999512,9955.000690460205,4814.460292816162,1157.9200706481934,1122.5800895690918,1122.2200775146484,4511.740333557129,6138.040512084961,1121.760082244873,1119.4800758361816,1119.8400802612305,8848.960597991943,1698.7401237487793,1145.7000770568848,1217.7201042175293,1119.2200775146484,7531.100448608398,4083.520320892334,1122.280086517334,1141.7400817871094,1125.060073852539,4259.340259552002,6826.100551605225,1263.2200889587402,1154.940086364746,1123.3600692749023,12190.16088104248,9636.820709228516,1186.780086517334,1180.3800888061523,1119.54008102417,7432.540351867676,1900.4401359558105,1123.6400756835938,1123.6600761413574,1121.7000846862793,3081.220203399658,6650.880458831787,1125.0400886535645,1151.0400886535645,1124.8000793457031,3573.18025970459,1505.4801025390625,1122.6200866699219,1211.1800804138184,1198.1200866699219,4315.860317230225,3538.840263366699,1175.4800872802734,1120.7200889587402,1123.2200889587402,4556.260307312012,5091.660346984863,1121.3800773620605,1116.8600845336914,1211.760082244873,7295.940570831299,2107.800148010254,1238.9200897216797,1120.3200759887695,experiment: E,experiment: C,experiment: E vs experiment: C,30,30,BlankBrain_NA
[TG(60:8)|TG(59:1)]_FA18:3,TAG,1205.8800811767578,1279.2000846862793,2134.4601516723633,1491.1401252746582,1283.3000946044922,1206.9800872802734,1266.5800971984863,1305.340087890625,1934.340145111084,1204.0400848388672,1206.6800956726074,1205.5600929260254,1424.6800994873047,1314.0400848388672,1227.8400955200195,1205.480094909668,1258.5401000976562,1657.66011428833,1286.380084991455,1230.9800872802734,1205.4001007080078,1269.8200912475586,1236.960090637207,1743.9001197814941,1252.62007522583,1206.0800857543945,1205.1600914001465,1848.280117034912,1763.560131072998,1201.340087890625,1236.8800811767578,1203.9400825500488,1649.2601280212402,1573.2800979614258,1276.3800964355469,1223.04008102417,1204.1200942993164,1339.0000953674316,1802.9801292419434,1293.5200958251953,1208.4600830078125,1205.0200805664062,1919.7801361083984,1321.1800956726074,1204.5600891113281,1207.0800819396973,1271.9600830078125,1360.0200958251953,1575.960105895996,1511.9601135253906,1210.8800888061523,1218.7000846862793,1599.700122833252,1539.9201164245605,1289.5800895690918,1207.760097503662,1201.420078277588,1302.420078277588,1811.980136871338,1240.8400917053223,1208.020092010498,experiment: E,experiment: C,experiment: E vs experiment: C,30,30,BlankBrain_NA
[TG(60:8)|TG(59:1)]_FA20:4,TAG,1301.1600875854492,1288.7800979614258,5754.800369262695,2174.240161895752,1289.3000831604004,1291.2200965881348,1290.4400939941406,4291.580318450928,3142.700225830078,1358.420093536377,1285.6800956726074,1293.8200798034668,6244.360462188721,1401.6400985717773,1295.2200889587402,1366.0001106262207,1301.6600952148438,4308.720287322998,4231.480243682861,1351.0400924682617,1293.580093383789,1290.340103149414,3143.800224304199,5239.540306091309,1290.3400993347168,1289.3400917053223,1291.980094909668,5882.660488128662,5742.500392913818,1299.3801002502441,1324.5400848388672,1286.6800918579102,3519.020221710205,1494.1400985717773,1292.6600952148438,1336.8800926208496,1289.200096130371,4535.040283203125,3638.660312652588,1308.6400985717773,1308.4601020812988,1290.5000953674316,6374.780517578125,1387.0600891113281,1319.200096130371,1294.700096130371,1291.1800956726074,2339.900188446045,2408.0401573181152,1358.4000968933105,1345.9001007080078,1288.0201034545898,2952.900230407715,2939.440231323242,1286.1000862121582,1294.0600891113281,1289.4600944519043,2410.2001876831055,2518.5801887512207,1363.7200965881348,1286.0800895690918,experiment: E,experiment: C,experiment: E vs experiment: C,30,30,BlankBrain_NA
[TG(60:8)|TG(59:1)]_FA22:5,TAG,1380.6600914001465,1605.4401245117188,16490.401432037354,9922.900638580322,1483.660099029541,1379.400089263916,1489.8001098632812,24462.94190597534,8610.720691680908,1509.7600936889648,1377.4001083374023,1446.5000915527344,11636.200778961182,6713.780536651611,1371.840103149414,1374.300106048584,1508.2001037597656,13658.60087966919,4800.300354003906,1663.2801246643066,1372.540096282959,1605.760097503662,6638.100471496582,10611.040634155273,1374.2801055908203,1371.3001022338867,1377.660083770752,29017.7215423584,14987.881004333496,1519.1801071166992,1381.3600883483887,1402.1400985717773,15521.0608253479,6378.82048034668,1456.66011428833,1380.120101928711,1452.0201034545898,11841.760730743408,8835.94072341919,1648.6001281738281,1427.6200981140137,1659.6601219177246,11154.220848083496,3618.500244140625,1577.8001022338867,1376.5600891113281,1373.1001091003418,4418.380382537842,8326.560554504395,1403.8400993347168,1375.64009475708,1633.4201011657715,5689.200393676758,4891.680332183838,1427.300106048584,1375.6200981140137,1411.8000869750977,7453.220478057861,9666.320644378662,1495.3601112365723,1373.200096130371,experiment: E,experiment: C,experiment: E vs experiment: C,30,30,BlankBrain_NA
[TG(60:8)|TG(59:1)]_FA22:6,TAG,1583.3201026916504,1601.9601097106934,15715.601139068604,6359.940402984619,1498.7801094055176,1508.700096130371,1531.5600967407227,12563.660957336426,8582.240463256836,1500.6601028442383,1553.6601028442383,1571.1801071166992,8539.40060043335,3560.8602561950684,1588.2801094055176,1503.9601097106934,1541.5401077270508,9388.280727386475,7849.080539703369,1532.7201042175293,1545.9201011657715,1505.160099029541,4083.440284729004,8768.320808410645,1505.1600952148438,1502.64009475708,1553.0801086425781,18062.981147766113,10298.50085067749,1517.4601211547852,1565.3600997924805,1590.6601066589355,7815.860523223877,3601.8402709960938,1648.7601280212402,1508.8000984191895,1553.8001098632812,11403.380893707275,11409.380859375,1506.6201057434082,1601.2001190185547,1494.720115661621,10003.100715637207,2095.0801391601562,1501.2000999450684,1534.2401123046875,1594.460117340088,5480.840412139893,5602.320236206055,1552.760097503662,1506.0800971984863,1577.640121459961,4677.580375671387,8222.640613555908,1512.3400955200195,1630.5001029968262,1569.6601181030273,10616.300800323486,8567.640617370605,1560.800106048584,1500.2400970458984,experiment: E,experiment: C,experiment: E vs experiment: C,30,30,BlankBrain_NA
[TG(60:9)|TG(59:2)]_FA14:0,TAG,994.5400657653809,993.7600746154785,988.1400756835938,993.8600654602051,998.9000701904297,994.9600639343262,989.5200729370117,1067.9600677490234,1052.3200759887695,1001.4200630187988,1000.8200645446777,992.2800712585449,989.2400665283203,998.6600646972656,1062.1200714111328,994.1000709533691,1013.2200622558594,991.5200653076172,1019.2600708007812,1002.2000694274902,995.7800674438477,989.4600601196289,1018.8400764465332,1048.7400703430176,996.2400741577148,992.7400665283203,1015.0600624084473,1030.8600730895996,1090.1800804138184,996.1200714111328,996.3000640869141,994.960075378418,1101.940071105957,997.900074005127,996.3800773620605,995.3600769042969,996.220085144043,1007.2200736999512,1202.7800903320312,1101.2600784301758,994.2400665283203,997.2800712585449,1038.0200653076172,999.6400680541992,1023.1000671386719,995.8400726318359,1024.3000717163086,1023.9800682067871,994.0600700378418,997.1000671386719,997.5000686645508,993.7000694274902,1008.0800704956055,995.3200759887695,998.0400733947754,1015.2800712585449,1048.3000755310059,994.6400680541992,1012.0200653076172,1000.0600776672363,991.8000679016113,experiment: E,experiment: C,experiment: E vs experiment: C,30,30,BlankBrain_NA
[TG(60:9)|TG(59:2)]_FA16:0,TAG,1033.5400619506836,995.5400695800781,13746.540939331055,9393.160663604736,1056.9400749206543,1242.260097503662,992.380069732666,14358.220932006836,6654.720531463623,1083.760066986084,993.380069732666,992.380069732666,12510.160972595215,1654.5201263427734,1011.4400634765625,994.2600631713867,993.4200706481934,8105.980495452881,3841.660228729248,992.7200622558594,1092.2600746154785,993.9800643920898,3564.6202087402344,10314.54061126709,1030.3200798034668,995.3600692749023,995.7000732421875,17534.161254882812,13386.960739135742,992.880069732666,1026.0200729370117,991.4400634765625,12953.521030426025,3422.000217437744,1187.440086364746,1167.4600791931152,992.8000640869141,12856.480770111084,6920.200489044189,1068.6000785827637,1048.960075378418,994.3600692749023,9142.120685577393,1162.8400840759277,1101.2400741577148,1035.1400718688965,994.6600646972656,2267.5601768493652,6475.24031829834,1018.2800712585449,1066.3800773620605,1087.0200653076172,4397.34033203125,5008.640213012695,994.2600708007812,994.4000549316406,996.2400779724121,7184.500534057617,8355.520652770996,1003.5000762939453,993.5000686645508,experiment: E,experiment: C,experiment: E vs experiment: C,30,30,BlankBrain_NA
[TG(60:9)|TG(59:2)]_FA16:1,TAG,1042.7800788879395,1196.560073852539,2646.340190887451,1648.9401168823242,1118.760066986084,1041.6600646972656,1089.2200736999512,2585.440170288086,1312.2400856018066,1116.8800735473633,1058.9200820922852,1100.62007522583,1569.180118560791,1103.000072479248,1080.7200813293457,1204.8800888061523,1261.7000770568848,1765.080135345459,1309.8600845336914,1147.3400764465332,1189.1200866699219,1073.5400772094727,1120.0400772094727,1721.8001098632812,1074.2800827026367,1099.2600746154785,1112.1800727844238,2785.760208129883,3258.3402404785156,1083.2400703430176,1043.8800773620605,1112.9000816345215,2272.460136413574,1406.0600929260254,1126.5800857543945,1045.0600814819336,1154.8600769042969,1878.0601272583008,1230.8200950622559,1162.800090789795,1045.3800621032715,1127.9200744628906,1040.240077972412,1125.1000862121582,1037.9400787353516,1045.3600730895996,1031.700080871582,1293.8400993347168,1581.4201011657715,1039.3000679016113,1041.0000801086426,1356.56010055542,1409.5800857543945,1419.6001014709473,1089.7400741577148,1042.5800704956055,1135.320083618164,1700.020107269287,2344.6001930236816,1155.8200950622559,1036.7600746154785,experiment: E,experiment: C,experiment: E vs experiment: C,30,30,BlankBrain_NA
[TG(60:9)|TG(59:2)]_FA18:0,TAG,997.0800704956055,995.8600807189941,2662.9401664733887,1968.5801239013672,1111.2600784301758,998.8600654602051,996.5000686645508,3892.780242919922,1419.9000930786133,1050.180076599121,997.2400703430176,995.9000701904297,1992.6201629638672,1041.6200790405273,1124.9600791931152,1032.5400695800781,996.8400726318359,2250.9601707458496,1229.1800842285156,1024.9200630187988,1045.500072479248,1044.0800743103027,1027.2600746154785,1938.9801712036133,1067.400074005127,1124.160083770752,998.9800682067871,1437.7200889587402,1233.2400856018066,1002.0000648498535,1028.700065612793,1077.8000869750977,1445.3800888061523,1130.6200904846191,1147.8800773620605,997.0800704956055,1035.4600830078125,2136.3401794433594,2359.040184020996,1041.2000770568848,995.6000785827637,1102.7800827026367,1359.2600898742676,1271.6600761413574,999.9000778198242,999.1800651550293,1001.0000648498535,1947.3601341247559,1339.5801048278809,1000.1800689697266,1052.880069732666,994.7000579833984,1245.0800819396973,1271.2800979614258,1095.3400764465332,999.0200653076172,994.5200614929199,1534.7401084899902,2004.9001350402832,1041.6600723266602,998.8400688171387,experiment: E,experiment: C,experiment: E vs experiment: C,30,30,BlankBrain_NA
[TG(60:9)|TG(59:2)]_FA18:1,TAG,1185.8000869750977,1258.5600776672363,4945.300327301025,1838.1601333618164,1152.9800758361816,1234.1600799560547,1177.4400825500488,8932.220581054688,3503.4601860046387,1216.4400749206543,1081.520076751709,1106.6400756835938,6744.180572509766,1341.8800964355469,1195.3400802612305,1257.0200805664062,1174.5000839233398,6364.080432891846,1902.9601364135742,1029.700065612793,1035.260066986084,1382.2200889587402,4599.6403465271,2667.440216064453,1208.7600936889648,1088.5800857543945,1182.0600852966309,2644.1001892089844,8009.800559997559,1105.5800666809082,1058.3000793457031,1199.0200805664062,3486.3802337646484,2723.9001426696777,1526.6001205444336,1102.8600883483887,1159.5600814819336,5845.240489959717,3737.560218811035,1515.6400985717773,1208.2600898742676,1305.420093536377,4947.840423583984,1221.3600769042969,1137.2400741577148,1055.3800773620605,1092.680076599121,1887.3001289367676,2918.1801681518555,1231.4200897216797,1194.1200942993164,1048.1000785827637,3344.5002937316895,3370.500213623047,1417.7800941467285,1196.0200881958008,1205.980094909668,3979.5002479553223,5677.86039352417,1315.740104675293,1130.0600852966309,experiment: E,experiment: C,experiment: E vs experiment: C,30,30,BlankBrain_NA
[TG(60:9)|TG(59:2)]_FA18:2,TAG,1151.4000930786133,1235.840087890625,13712.380912780762,7259.10062789917,1219.220085144043,1158.2800903320312,1123.1200790405273,3509.540271759033,6398.320472717285,1281.5200996398926,1146.380084991455,1146.740077972412,11334.640716552734,1453.7600936889648,1164.9600868225098,1121.420078277588,1169.420078277588,7999.980579376221,3944.0003051757812,1195.8600807189941,1162.4400787353516,1195.2000770568848,4119.820289611816,7587.000537872314,1124.7200775146484,1145.5000839233398,1123.9400939941406,13458.481029510498,10043.60075378418,1194.5400924682617,1337.3401069641113,1158.060073852539,10583.00074005127,2343.4601669311523,1123.5000762939453,1198.980094909668,1121.6000747680664,3755.160285949707,6831.180442810059,1124.0600776672363,1172.7000846862793,1176.9800758361816,2912.7802391052246,1633.3801002502441,1334.660099029541,1121.4600791931152,1122.3200912475586,5702.70040512085,3780.400249481201,1222.100082397461,1138.6000785827637,1189.8000793457031,5722.6204261779785,4863.8203773498535,1120.5400886535645,1182.420078277588,1188.1600914001465,7014.9404220581055,2886.960178375244,1199.0800819396973,1119.420066833496,experiment: E,experiment: C,experiment: E vs experiment: C,30,30,BlankBrain_NA
[TG(60:9)|TG(59:2)]_FA18:3,TAG,1206.1000862121582,1204.6800842285156,3134.700183868408,1704.3201370239258,1251.9800910949707,1206.2800788879395,1277.3600997924805,1342.040096282959,1820.1601295471191,1365.3601036071777,1206.880084991455,1266.0800895690918,1892.140121459961,1369.6600799560547,1278.9000854492188,1206.4001007080078,1233.4400901794434,2286.860153198242,1780.0601081848145,1268.2600936889648,1206.9000968933105,1294.5600929260254,1624.1201057434082,1767.5201377868652,1246.4400901794434,1207.1600914001465,1245.3600883483887,1823.7601509094238,1901.9601364135742,1277.440086364746,1241.1600952148438,1203.2800979614258,2084.4401473999023,1486.060115814209,1283.6800956726074,1228.3600807189941,1204.1200828552246,1708.5001182556152,2074.1201553344727,1296.9200973510742,1208.980079650879,1205.2800941467285,1745.5001258850098,1221.2000885009766,1204.2800941467285,1206.4800834655762,1204.580093383789,1704.9201354980469,1658.2601165771484,1221.1800727844238,1215.3600769042969,1216.460090637207,1580.0801124572754,1428.8801002502441,1358.000099182129,1207.7200889587402,1237.9400749206543,2321.440174102783,1893.0601081848145,1285.8600845336914,1208.2400856018066,experiment: E,experiment: C,experiment: E vs experiment: C,30,30,BlankBrain_NA
[TG(60:9)|TG(59:2)]_FA20:4,TAG,1328.0600929260254,1286.3200912475586,5175.020317077637,3264.180221557617,1288.14009475708,1361.5601081848145,1291.0600852966309,5069.780387878418,1790.9201354980469,1290.3400955200195,1286.8400917053223,1329.3600845336914,6053.920356750488,1407.1600914001465,1352.6600914001465,1344.3601036071777,1289.3200912475586,3270.7002716064453,2591.020217895508,1312.260097503662,1286.2600898742676,1290.3600845336914,3601.4402389526367,6398.340518951416,1389.9001007080078,1290.000087738037,1291.320083618164,4474.380390167236,4215.680290222168,1285.760097503662,1411.7001113891602,1287.1000900268555,2977.4602127075195,1691.1001281738281,1360.220100402832,1292.4200897216797,1289.8400917053223,4728.620334625244,3176.4402389526367,1288.540096282959,1291.3201026916504,1326.6200942993164,5072.120315551758,1445.8200950622559,1289.5800895690918,1345.8600807189941,1291.220100402832,2653.020206451416,3806.280319213867,1289.4200859069824,1292.700096130371,1423.5801010131836,3829.860282897949,2309.7201614379883,1383.9000968933105,1292.6200942993164,1389.60009765625,4451.220287322998,3180.3402137756348,1292.000087738037,1287.0400886535645,experiment: E,experiment: C,experiment: E vs experiment: C,30,30,BlankBrain_NA
