Lipid,Group_B,Group_B,Group_B,Group_B,Group__C,Group__C,Group__C,Group__C
[TG(43:2)]_FA18:2 | DG(44:2)_C18:2,1166.2200775146484,1172.12007522583,1162.7400817871094,1084.1600723266602,1239.960075378418,1114.8000793457031,1128.800075531006,1127.3200759887695
[TG(43:3)]_FA14:0,994.720069885254,1078.4000701904297,970.1600761413574,987.8400764465332,970.920066833496,1095.2600784301758,971.5800628662108,985.0400772094728
[TG(43:3)]_FA16:0,966.3800659179688,979.380069732666,1051.5600776672363,964.8800659179688,1004.5400772094728,972.4200630187988,985.3600692749023,961.8600654602052
[TG(43:3)]_FA16:1,1121.7000732421875,1072.5000801086426,1051.800064086914,1067.040069580078,1050.560073852539,1052.04008102417,1052.7600708007812,1049.3200721740725
[TG(43:3)]_FA18:0,970.6400718688964,968.7000617980956,1001.6200675964355,1028.640064239502,1039.12007522583,969.760066986084,969.420066833496,1038.1000747680664
[TG(43:3)]_FA18:1,1088.5200843811035,1117.3400764465332,1118.5800743103027,1054.580062866211,1070.8000717163086,1069.140064239502,1139.2800788879397,1049.4800758361816
[TG(43:3)]_FA18:2,1085.920066833496,1164.2600784301758,1240.6800918579102,1101.8200798034668,1091.3600769042969,1248.140079498291,1085.5600776672363,1170.6200828552246
[TG(43:3)]_FA18:3,1225.9600868225098,1252.9000854492188,1241.0400848388672,1199.8800811767578,1170.1600761413574,1244.2000770568848,1173.0400772094729,1182.000087738037
[TG(43:4)]_FA14:0,990.5800704956056,999.9400672912598,971.0000762939452,982.8000717163086,977.1200714111328,970.7400703430176,1001.6400756835938,973.3200721740724
[TG(43:4)]_FA16:0,966.2600708007812,965.1600685119628,1015.3600692749023,963.6000633239746,998.3600654602052,962.6000633239746,961.1600646972656,961.7000732421876
[TG(43:4)]_FA16:1,1051.7200775146484,1060.940086364746,1057.2000617980957,1059.2200775146484,1050.7200813293457,1093.4200744628906,1077.680076599121,1049.5800704956057
[TG(43:4)]_FA18:0,970.9000625610352,969.1200637817384,979.7600746154784,991.2000694274902,969.0400619506836,970.2800674438477,969.7800598144532,973.4800682067872
[TG(43:4)]_FA18:1,1145.360088348389,1055.720069885254,1132.4800758361816,1053.800064086914,1094.780071258545,1064.1400756835938,1066.0200805664062,1049.6400833129885
[TG(43:4)]_FA18:2,1120.8000793457031,1124.680076599121,1130.6600799560547,1122.3000831604004,1202.1200942993164,1115.2600784301758,1084.7600708007812,1190.9000701904297
[TG(43:4)]_FA18:3,1226.140079498291,1168.560073852539,1189.8800888061523,1167.520076751709,1177.280086517334,1229.9200859069824,1194.4000854492188,1173.100082397461
[TG(43:4)]_FA20:4,1274.1600914001465,1251.8000793457031,1279.900089263916,1247.940097808838,1252.2000846862793,1253.1800727844238,1305.7600936889648,1302.9600868225098
"[TG(44:0),TG(O-45:0)]_FA14:0",3529.540256500244,2742.340171813965,2116.580139160156,3433.0002212524414,2534.8202018737798,2244.70015335083,2599.340171813965,1764.360126495361
"[TG(44:0),TG(O-45:0)]_FA16:0",1688.8801231384275,1525.460117340088,2938.080207824707,1473.1400985717771,3052.4402084350586,1363.8601036071775,1801.5001182556152,1493.6001091003418
"[TG(44:0),TG(O-45:0)]_FA18:0",1049.720069885254,1138.820083618164,1136.2800827026367,1025.5200691223145,1074.680076599121,1095.2000846862793,1336.7600936889648,1049.7800788879397
[TG(44:1)]_FA14:0,1583.000114440918,1561.06010055542,1404.9601020812988,1501.56010055542,1324.7200889587402,1180.7600784301758,1343.9200859069824,1130.7400741577148
[TG(44:1)]_FA16:0,1017.4200706481934,1008.4800758361816,1152.320083618164,1050.0600776672363,1320.9600944519043,1027.5200653076172,1107.420078277588,1252.4800987243652
[TG(44:1)]_FA16:1,1207.380084991455,1229.680088043213,1203.6400871276855,1301.6000900268557,1130.0200881958008,1226.1600914001465,1153.360092163086,1496.4601135253906
[TG(44:1)]_FA18:0,969.8600730895996,1073.0200729370115,1008.3800659179688,1023.1800689697266,983.9800758361816,993.3000717163086,991.140064239502,973.140079498291
[TG(44:1)]_FA18:1,1391.120101928711,1111.400074005127,1445.420108795166,1079.5000762939453,1328.4000930786133,1216.800075531006,1197.4800910949707,1138.4800872802734
[TG(44:2)]_FA14:0,1108.4200897216797,1140.3400802612305,1074.0400772094729,1044.500072479248,1071.4600830078125,1077.7600708007812,1120.4000854492188,1059.6600761413574
[TG(44:2)]_FA16:0,984.1600646972656,1046.6200790405271,1098.780071258545,1068.0000648498535,1001.0600624084472,1022.4800682067872,975.2800674438477,1012.2800712585448
[TG(44:2)]_FA16:1,1099.3400764465332,1265.5000839233398,1226.3400802612305,1251.1200790405271,1123.1800804138184,1178.6400756835938,1120.6600799560547,1098.5600700378418
[TG(44:2)]_FA18:0,985.000072479248,969.0800666809082,1044.3600692749023,968.4000625610352,968.1600608825684,969.4600639343262,1032.1000747680664,1057.0200805664062
[TG(44:2)]_FA18:1,1180.2600898742676,1112.0200729370115,1146.4200820922852,1130.400074005127,1166.2200813293457,1145.3400802612305,1087.7200660705566,1079.0800819396973
[TG(44:2)]_FA18:2,1114.680076599121,1141.960075378418,1282.1800918579102,1251.8200912475586,1397.9601020812988,1171.320068359375,1292.1800842285156,1122.5600814819336
[TG(44:3)]_FA14:0,1004.9600677490234,1025.5000648498535,971.1400718688964,969.1200714111328,1040.080078125,978.000072479248,1044.280071258545,974.240062713623
[TG(44:3)]_FA16:0,983.540069580078,991.440071105957,1037.6000747680664,964.52006149292,1013.800075531006,961.2800636291504,960.6800689697266,962.240062713623
[TG(44:3)]_FA16:1,1058.600082397461,1079.2600784301758,1060.7400856018066,1107.7200813293457,1050.2800788879397,1165.6600875854492,1234.3000869750977,1050.080078125
[TG(44:3)]_FA18:0,969.8400688171388,968.9600677490234,1008.5000762939452,967.6600723266602,975.2000732421876,1020.000072479248,970.7600593566896,973.1200828552246
[TG(44:3)]_FA18:1,1176.1800727844238,1126.2600746154783,1139.1400756835938,1123.1800727844238,1046.7000579833984,1077.0000762939453,1119.0600700378418,1100.460090637207
[TG(44:3)]_FA18:2,1086.4400596618652,1087.1600723266602,1231.5000839233398,1153.2600784301758,1124.040069580078,1181.54008102417,1088.2600746154783,1119.9200744628906
[TG(44:3)]_FA18:3,1224.5800819396973,1232.800090789795,1187.3600730895996,1262.9000930786133,1250.3000793457031,1241.6800918579102,1171.8600692749023,1223.7000770568848
[TG(44:4)]_FA14:0,1021.7200622558594,1020.2400741577148,970.62007522583,969.3800659179688,1008.020076751709,1007.640079498291,970.5800666809082,1001.1400680541992
[TG(44:4)]_FA16:0,966.4000625610352,1006.1800689697266,1001.440071105957,965.320068359375,1007.7800750732422,975.3200569152832,995.800064086914,962.5800628662108
[TG(44:4)]_FA16:1,1061.980068206787,1159.740077972412,1119.6600799560547,1050.3400802612305,1089.6800804138184,1150.660083770752,1112.100082397461,1115.7400856018066
[TG(44:4)]_FA18:0,989.800075531006,1094.280086517334,1065.280071258545,1001.800064086914,1003.6400680541992,969.0600776672364,1040.1800651550293,973.260066986084
[TG(44:4)]_FA18:1,1111.2200813293457,1056.1600799560547,1083.6800727844238,1053.9000778198242,1185.2200775146484,1138.1800918579102,1049.3000717163086,1120.6000747680664
[TG(44:4)]_FA18:2,1105.8200798034668,1086.4400749206543,1323.440086364746,1239.820095062256,1330.3201065063477,1275.8600769042969,1137.980079650879,1085.340072631836
[TG(44:4)]_FA18:3,1167.4000816345217,1206.4200859069824,1174.8000793457031,1250.6200790405271,1211.2200889587402,1220.5200843811035,1186.4600791931152,1201.1200714111328
[TG(44:4)]_FA20:4,1392.220115661621,1277.5800743103027,1348.0800857543943,1271.5201034545898,1284.240089416504,1341.2200927734375,1270.9800910949707,1287.2400932312012
[TG(44:5)]_FA14:0,992.220069885254,986.5400619506836,969.6000633239746,1080.8200721740725,1012.1000709533693,1003.1000785827636,985.9000701904296,1002.9000778198242
[TG(44:5)]_FA16:0,1031.12007522583,1017.6000709533693,1122.8200798034668,1045.4400634765625,1266.7600898742676,960.7200622558594,1062.2400741577148,1074.1000709533691
[TG(44:5)]_FA16:1,1062.3800773620603,1120.1000862121582,1111.6000709533691,1095.340068817139,1050.3600730895996,1052.0600776672363,1058.7600784301758,1133.3800659179688
[TG(44:5)]_FA18:0,969.820068359375,968.620059967041,997.2400665283204,967.7800750732422,968.0200653076172,1112.400074005127,980.0800590515136,989.440071105957
[TG(44:5)]_FA18:1,1105.0200691223145,1150.2400856018066,1125.3800811767578,1097.4200859069824,1066.3600730895996,1047.920066833496,1073.500072479248,1048.880069732666
[TG(44:5)]_FA18:2,1133.6800727844238,1125.9800720214844,1277.1600875854492,1091.8000793457031,1267.0600929260254,1360.6601104736328,1159.0400886535645,1118.1600761413574
[TG(44:5)]_FA18:3,1278.64009475708,1220.9200897216797,1239.9400901794434,1248.7000885009766,1225.9600830078125,1206.440086364746,1172.1200714111328,1171.4200820922852
[TG(44:5)]_FA20:4,1421.2000999450684,1308.9800987243652,1320.4600944519043,1247.3800888061523,1307.1400871276855,1343.4800987243652,1272.200096130371,1295.5200996398926
[TG(44:5)]_FA22:5,1378.5801010131836,1483.380100250244,1440.5000953674316,1372.9401054382324,1375.5000953674316,1421.9401054382324,1394.1201095581057,1470.320095062256
[TG(45:0)]_FA14:0,3166.960220336914,2907.480197906494,2281.8601570129395,3082.040225982666,2263.9801635742188,1836.860126495361,2454.1601638793945,1469.16011428833
[TG(45:0)]_FA16:0,1531.18013381958,1174.980079650879,3245.980194091797,1282.10009765625,2622.480197906494,1291.3400840759275,1446.0400924682615,1187.8200912475586
[TG(45:0)]_FA18:0,988.9200630187988,1034.580078125,1022.4200706481934,969.4200706481934,1062.8800735473633,1071.5000686645508,1032.8200759887695,1028.840087890625
[TG(45:1)]_FA14:0,1327.6200675964355,1314.9801063537598,1217.0400848388672,1512.9001159667969,1266.6600914001465,1140.9800834655762,1307.620086669922,1113.1600799560547
[TG(45:1)]_FA16:0,1041.2400703430176,1058.3400802612305,1532.5001068115234,1272.9200897216797,1304.800090789795,1104.780071258545,1029.140079498291,1076.800067901611
[TG(45:1)]_FA16:1,1589.400104522705,1378.0801010131836,1179.1600761413574,1613.5401000976562,1085.300067901611,1333.6000747680664,1347.660099029541,1415.9000930786133
[TG(45:1)]_FA18:0,970.0800666809082,1003.6200714111328,969.6200637817384,980.880069732666,994.3600769042968,969.7800674438477,1009.9800758361816,1016.54008102417
[TG(45:1)]_FA18:1,1203.3800811767578,1117.460090637207,1153.400089263916,1139.4400825500488,1245.4400901794434,1047.060073852539,1089.860080718994,1104.4000778198242
[TG(45:2)]_FA14:0,1015.2000770568848,1045.4000778198242,1079.740077972412,1051.8200721740725,1176.0200805664062,973.6600685119628,1024.280071258545,992.4000663757324
[TG(45:2)]_FA16:0,965.7400703430176,1019.9600639343262,1200.9000854492188,1035.4600715637207,1007.5600738525392,972.9400749206544,978.5400657653807,968.4800682067872
[TG(45:2)]_FA16:1,1272.1400871276855,1257.2800827026367,1217.320087432861,1223.2600784301758,1071.0200691223145,1217.60009765625,1100.3400840759275,1204.4200744628906
[TG(45:2)]_FA18:0,969.7200660705566,984.1400756835938,970.440071105957,1027.4400634765625,968.0800704956056,969.320068359375,982.2600593566896,973.5200653076172
[TG(45:2)]_FA18:1,1121.2200813293457,1055.8800811767578,1169.3800888061523,1074.2000732421875,1057.9000663757324,1046.8600769042969,1048.980068206787,1049.9200706481934
[TG(45:2)]_FA18:2,1087.6600723266602,1118.6600723266602,1455.5600776672363,1083.340068817139,1175.9000816345217,1171.400074005127,1119.900074005127,1085.5800743103027
[TG(45:3)]_FA14:0,987.8000679016112,992.880069732666,1019.5600700378418,1000.3400688171388,996.720069885254,970.600067138672,994.1600685119628,987.800075531006
[TG(45:3)]_FA16:0,1052.0600776672363,1016.3800659179688,1096.600082397461,1064.800067901611,1152.6000900268557,1042.5400657653809,982.9800567626952,1041.9000701904297
[TG(45:3)]_FA16:1,1129.040069580078,1085.1800727844238,1207.4400825500488,1074.5000801086426,1081.360065460205,1057.0400772094729,1052.4200744628906,1085.0400772094729
[TG(45:3)]_FA18:0,970.0800666809082,985.5000648498536,995.9000663757324,992.0600700378418,968.1200675964355,1031.6800651550293,968.9000701904296,972.4800682067872
[TG(45:3)]_FA18:1,1222.6600952148438,1146.2000885009766,1185.0000953674316,1075.6000747680664,1155.880069732666,1182.6000862121582,1303.5800857543943,1049.8800659179688
[TG(45:3)]_FA18:2,1086.2400817871094,1086.9200744628906,1211.9600830078125,1203.860080718994,1178.6200828552246,1304.1200942993164,1153.820083618164,1146.9800872802734
[TG(45:3)]_FA18:3,1167.660083770752,1194.1000747680664,1216.0200843811035,1279.400089263916,1217.400089263916,1167.8200798034668,1209.2400817871094,1172.1600799560547
[TG(45:4)]_FA14:0,999.6200790405272,970.6800651550292,970.0000610351562,1017.940071105957,1016.200065612793,976.6200637817384,1006.1200637817384,973.1200675964355
[TG(45:4)]_FA16:0,966.0000648498536,964.3600730895996,990.3200759887696,963.5200653076172,1008.1000709533693,960.7600631713868,962.2000617980956,961.9600677490234
[TG(45:4)]_FA16:1,1117.3800811767578,1128.0600776672363,1470.2201042175293,1096.3200798034668,1091.080078125,1146.6200828552246,1067.1600761413574,1162.3400764465332
[TG(45:4)]_FA18:0,1038.480068206787,968.6600608825684,969.9200630187988,967.300075531006,970.1400680541992,1013.920078277588,969.5000762939452,972.9600601196288
[TG(45:4)]_FA18:1,1055.300075531006,1098.900074005127,1091.1400718688965,1123.6200828552246,1098.420078277588,1047.4800720214844,1064.260066986084,1049.5800743103027
[TG(45:4)]_FA18:2,1129.0600700378418,1094.6200790405271,1165.3000717163086,1083.4400787353516,1223.6000938415527,1136.800075531006,1119.5400772094729,1127.480079650879
[TG(45:4)]_FA18:3,1197.2000846862793,1203.7200813293457,1285.5600967407229,1167.5000839233398,1229.760082244873,1170.900074005127,1201.6000747680664,1172.1400871276855
[TG(45:4)]_FA20:4,1288.9401054382324,1253.2800788879397,1250.7000885009766,1322.8400993347168,1312.0200843811035,1253.3800888061523,1248.3600959777832,1305.3000946044922
[TG(45:5)]_FA14:0,1027.240077972412,1051.4200820922852,978.4200630187988,1032.9800720214844,1027.6000633239746,974.3800659179688,988.7800712585448,973.3600769042968
[TG(45:5)]_FA16:0,990.5200691223145,998.3000602722168,961.400074005127,976.9200630187988,1173.0800743103027,1020.7600593566896,961.0000534057616,965.7600631713868
[TG(45:5)]_FA16:1,1056.580078125,1070.5800819396973,1051.6200714111328,1064.5200729370115,1050.3600730895996,1052.0600700378418,1053.0600776672363,1106.3400802612305
[TG(45:5)]_FA18:0,970.1600761413574,1022.6200828552246,1007.5600662231444,987.2200775146484,1009.7600593566896,969.3600730895996,975.240062713623,972.7600746154784
[TG(45:5)]_FA18:1,1137.300075531006,1085.5000801086426,1089.8400802612305,1069.0800666809082,1077.5000610351562,1047.6000709533691,1049.8000717163086,1115.4400787353516
[TG(45:5)]_FA18:2,1103.1400756835938,1086.740077972412,1296.240089416504,1240.6000900268557,1281.8400917053225,1210.9400787353516,1182.080093383789,1107.12007522583
[TG(45:5)]_FA18:3,1202.7400856018066,1214.9600830078125,1301.3400840759275,1322.320083618164,1210.7000846862793,1192.8200721740725,1208.7000770568848,1185.3800811767578
[TG(45:5)]_FA20:4,1250.1400718688965,1260.220085144043,1267.1000900268557,1248.1000900268557,1253.4800834655762,1266.840087890625,1248.840087890625,1248.7000846862793
[TG(45:5)]_FA22:5,1498.720115661621,1377.9200897216797,1386.800090789795,1373.8400955200195,1413.5401039123535,1455.0001106262207,1405.8200912475586,1380.480094909668
[TG(46:0)]_FA14:0,3553.500217437744,4618.660343170166,2712.4202003479004,5039.120407104492,4271.90030670166,2939.620220184326,4557.68030166626,2294.9601554870605
[TG(46:0)]_FA16:0,2086.260139465332,1918.6001358032229,5266.6203536987305,2448.880172729492,7895.200637817383,2631.3201904296875,3166.120220184326,2735.1001930236816
[TG(46:0)]_FA18:0,1030.080062866211,1123.540069580078,1368.6801071166992,1165.0200881958008,1034.7200813293457,1052.320068359375,1172.8600845336914,1119.5800819396973
[TG(46:1)]_FA14:0,2740.720226287842,2237.6401443481445,1670.5601196289062,2321.280166625977,4675.280429840088,1612.8600959777832,3727.400245666504,1840.780143737793
[TG(46:1)]_FA16:0,1172.8200912475586,1240.1800918579102,1945.920139312744,1141.060073852539,4858.500301361084,1448.6800956726074,1656.5401077270508,1430.9201126098633
[TG(46:1)]_FA16:1,2203.500160217285,1586.480110168457,1522.7001037597656,1640.860107421875,1949.340129852295,1976.560131072998,1979.4601364135744,2109.9801483154297
[TG(46:1)]_FA18:0,970.1200637817384,1086.8400802612305,969.5200653076172,1118.5600776672363,967.9800643920898,1006.6400718688964,1000.7400703430176,1010.5800743103028
[TG(46:1)]_FA18:1,1410.9401168823242,1083.3200721740725,1127.7400665283203,1092.0600700378418,1716.7201232910156,1168.6800727844238,1159.8800773620603,1072.2200775146484
[TG(46:2)]_FA14:0,1337.8600959777832,1670.1001167297363,1246.0801048278809,1178.7400817871094,1481.840106964111,1422.0201034545898,3236.360195159912,1334.680103302002
[TG(46:2)]_FA16:0,975.7400665283204,1208.8200912475586,1272.3200912475586,999.4000663757324,1380.0200729370115,1043.6600723266602,1322.260097503662,1026.4200744628906
[TG(46:2)]_FA16:1,1763.1201171875,1923.20015335083,1430.340114593506,1507.4201164245603,1568.960117340088,1698.0601425170898,1613.7601127624512,1908.180145263672
[TG(46:2)]_FA18:0,970.0000648498536,1005.8400688171388,969.4400787353516,968.0800590515136,968.4400634765624,1010.3800659179688,978.3600692749023,1023.9400634765624
[TG(46:2)]_FA18:1,1551.9001083374023,1167.860080718994,1357.0200843811035,1169.5600700378418,1301.2400856018066,1129.2400817871094,1097.840072631836,1175.1200714111328
[TG(46:2)]_FA18:2,1160.8000717163086,1140.9200897216797,1296.9800872802734,1259.3000831604004,1843.0801124572756,1669.680118560791,1187.0200881958008,1192.0200843811035
[TG(46:3)]_FA14:0,1122.5200729370115,1029.8600578308103,970.6000709533693,1022.5000648498536,984.4600715637208,995.0400733947754,1043.560073852539,1041.7600708007812
[TG(46:3)]_FA16:0,992.2800712585448,996.6800689697266,996.7400665283204,985.3200721740724,1074.2000846862793,978.7200660705566,1033.0400772094729,1019.9200630187988
[TG(46:3)]_FA16:1,1159.7400817871094,1149.2000770568848,1114.7200775146484,1282.1600875854492,1079.1600723266602,1215.0400886535645,1316.2000846862793,1154.9000854492188
[TG(46:3)]_FA18:0,970.6600646972656,968.6000633239746,969.8600730895996,1098.1600799560547,1037.1200828552246,968.8400764465332,969.800075531006,973.1800689697266
[TG(46:3)]_FA18:1,1094.1600761413574,1076.4000701904297,1103.4400825500488,1079.3400764465332,1104.5800819396973,1106.300075531006,1198.4800834655762,1136.0400886535645
[TG(46:3)]_FA18:2,1166.5600814819336,1204.1600875854492,1191.0400733947754,1111.300067901611,1575.4201049804688,1330.8200798034668,1228.400089263916,1114.020076751709
[TG(46:3)]_FA18:3,1206.4000816345217,1167.780101776123,1167.940086364746,1258.840106964111,1240.4200897216797,1292.3201026916504,1189.6000785827637,1186.040069580078
[TG(46:4)]_FA14:0,970.9800758361816,1043.520076751709,980.1600646972656,969.9600677490234,970.8200798034668,991.7200660705566,971.4400634765624,974.2200622558594
[TG(46:4)]_FA16:0,1084.080078125,964.7000694274902,1044.0800743103027,963.5800666809082,1042.5800743103027,960.5800666809082,961.2200622558594,993.5800743103028
[TG(46:4)]_FA16:1,1112.3600845336914,1070.440086364746,1052.0600852966309,1051.1200714111328,1050.220069885254,1053.0000610351562,1052.400074005127,1049.3200721740725
[TG(46:4)]_FA18:0,990.5600662231444,984.8400573730468,970.340072631836,1023.4800758361816,968.0400657653807,969.3600578308104,1003.3200759887696,992.020076751709
[TG(46:4)]_FA18:1,1183.7200736999512,1058.2600746154783,1059.180076599121,1054.9600830078125,1113.900074005127,1080.9600830078125,1100.4800834655762,1106.140079498291
[TG(46:4)]_FA18:2,1206.9600791931152,1237.220085144043,1347.7400970458984,1083.7000732421875,1431.2000923156738,1365.8000984191897,1171.7000846862793,1252.9400901794434
[TG(46:4)]_FA18:3,1294.4400901794434,1201.1600799560547,1183.1600761413574,1166.8600845336914,1238.780086517334,1191.8200798034668,1174.54008102417,1172.6000747680664
[TG(46:4)]_FA20:4,1278.6400909423828,1295.7400856018066,1411.0201034545898,1284.380100250244,1371.4600868225098,1285.3200912475586,1354.460090637207,1248.9400939941406
[TG(46:5)]_FA14:0,972.740062713623,970.9200706481934,1015.1200675964355,970.2200660705566,1019.0000762939452,970.0800666809082,971.3800735473632,973.920066833496
[TG(46:5)]_FA16:0,966.5000686645508,1007.720069885254,1019.600067138672,994.2200736999512,1062.9000663757324,960.240062713623,965.56005859375,987.4600677490234
[TG(46:5)]_FA16:1,1051.0200653076172,1072.380069732666,1056.7200660705566,1082.5400772094729,1049.9400787353516,1052.300067901611,1052.3600730895996,1049.9400749206543
[TG(46:5)]_FA18:0,970.2800674438477,1009.0200653076172,1050.340087890625,1031.8000793457031,967.7200736999512,1017.5800743103028,969.600067138672,995.0600700378418
[TG(46:5)]_FA18:1,1125.2400741577148,1055.400074005127,1106.2800750732422,1072.6400756835938,1093.6600723266602,1055.100067138672,1048.840072631836,1116.4800872802734
[TG(46:5)]_FA18:2,1252.6600914001465,1206.000087738037,1614.5401077270508,1119.0800819396973,1429.5800971984863,1355.4200973510742,1098.0200805664062,1133.700080871582
[TG(46:5)]_FA18:3,1167.820083618164,1255.8001022338867,1237.4600830078125,1167.060073852539,1272.680088043213,1168.3200798034668,1172.280071258545,1171.9800872802734
[TG(46:5)]_FA20:4,1289.3000946044922,1330.9600868225098,1303.6600914001465,1263.2000846862793,1330.540096282959,1252.860088348389,1265.1000862121582,1248.500099182129
[TG(46:5)]_FA22:5,1479.3001098632812,1455.5400886535645,1431.6801071166992,1506.840114593506,1377.1200904846191,1457.7001037597656,1377.3201026916504,1441.0200881958008
[TG(46:6)]_FA14:0,1192.820087432861,1009.9000663757324,1021.3400764465332,1046.7800674438477,1058.7200736999512,1087.9400787353516,1095.7000846862793,1160.6800804138184
[TG(46:6)]_FA16:0,1202.6800918579102,1091.120086669922,1624.8001289367676,1238.1000938415527,1699.66011428833,1169.6200828552246,1405.5001106262207,1169.12007522583
[TG(46:6)]_FA16:1,1069.6200828552246,1055.6600723266602,1052.0200843811035,1050.200080871582,1050.820068359375,1080.780071258545,1053.0400772094729,1120.0000839233398
[TG(46:6)]_FA18:0,1127.9400825500488,1338.260097503662,1485.4401054382324,1269.120086669922,1076.2200736999512,1379.3400955200195,1478.200107574463,1194.2200927734375
[TG(46:6)]_FA18:1,1073.8400764465332,1086.3800811767578,1120.220085144043,1061.0400772094729,1047.3800735473633,1083.1400756835938,1064.8600769042969,1061.9000854492188
[TG(46:6)]_FA18:2,1251.0400886535645,1135.2000885009766,1298.6400871276855,1202.7800827026367,1435.5600967407229,1220.9400939941406,1154.5200691223145,1217.5000839233398
[TG(46:6)]_FA18:3,1197.0800857543943,1220.8800964355469,1168.1400833129885,1204.3000869750977,1169.440071105957,1183.320087432861,1202.7000885009766,1193.0400772094729
[TG(46:6)]_FA20:4,1260.1400909423828,1289.460090637207,1331.2400970458984,1317.54008102417,1318.2200927734375,1257.7600860595703,1285.780086517334,1248.9400901794434
[TG(46:6)]_FA22:5,1377.3000869750977,1376.9600944519043,1377.3201026916504,1511.1001052856443,1438.380100250244,1410.4800987243652,1395.0600929260254,1403.6800842285156
[TG(46:6)]_FA22:6,1570.860122680664,1617.2201232910156,1612.6201095581057,1622.3201141357422,1545.780101776123,1526.1401100158691,1548.5801124572754,1566.640106201172
[TG(47:2)]_FA14:0,1059.5200729370115,1105.740077972412,1023.720069885254,1290.4000968933103,1284.6200904846191,1091.920078277588,1183.740089416504,1210.6400833129885
[TG(47:2)]_FA16:0,1040.5600776672363,1053.160083770752,1405.8601036071775,1047.2800750732422,1177.4600791931152,1124.4600791931152,1026.060073852539,1044.8800811767578
[TG(47:2)]_FA16:1,1671.0201263427734,1686.2201309204102,1327.740104675293,1607.1001243591309,1163.0600852966309,1672.2801208496094,1436.3200988769531,1733.18013381958
[TG(47:2)]_FA18:0,970.040069580078,969.600067138672,970.4000663757324,1032.4400749206543,1035.0000762939453,970.3400650024414,969.5800666809082,972.9600715637208
[TG(47:2)]_FA18:1,1203.0600814819336,1156.0200843811035,1178.4400749206543,1144.920078277588,1147.4600830078125,1160.0400886535645,1119.340068817139,1061.7800750732422
[TG(47:2)]_FA18:2,1122.9400825500488,1128.120086669922,1255.800090789795,1171.7200813293457,1197.820083618164,1364.680088043213,1250.560089111328,1085.6800842285156
[TG(47:3)]_FA14:0,1001.6600723266602,998.420078277588,1029.780086517334,1001.4000663757324,1041.0400733947754,1060.1800689697266,1008.520076751709,973.040069580078
[TG(47:3)]_FA16:0,1038.8800735473633,964.2200622558594,1010.1600570678712,964.640064239502,986.2000694274902,961.2400665283204,977.0000686645508,962.4800682067872
[TG(47:3)]_FA16:1,1223.260082244873,1159.980079650879,1115.9200859069824,1195.2000846862793,1050.2200813293457,1265.54008102417,1312.3400955200195,1239.4400787353516
[TG(47:3)]_FA18:0,969.9400596618652,968.420066833496,1027.4200744628906,989.8600730895996,968.4800682067872,984.2600708007812,984.1200714111328,973.7800750732422
[TG(47:3)]_FA18:1,1095.3200759887695,1182.2000885009766,1078.6200790405271,1111.1200828552246,1061.6800804138184,1063.1000709533691,1147.7000846862793,1082.7000770568848
[TG(47:3)]_FA18:2,1096.4600791931152,1136.2200775146484,1256.840106964111,1123.0000953674316,1525.2601127624512,1390.3201026916504,1179.5400886535645,1176.3800811767578
[TG(47:3)]_FA18:3,1169.820087432861,1256.0200881958008,1190.100082397461,1222.0600967407229,1185.400089263916,1167.3000831604004,1172.54008102417,1172.260082244873
[TG(47:4)]_FA14:0,983.6400756835938,1005.7400703430176,971.12007522583,1003.6600646972656,971.4400596618652,971.0800666809082,1017.840072631836,973.6600761413574
[TG(47:4)]_FA16:0,1024.1400756835938,963.900058746338,1025.800064086914,964.7400703430176,1073.1600761413574,961.6000595092772,1020.760066986084,1002.4000778198242
[TG(47:4)]_FA16:1,1058.0200653076172,1062.5600700378418,1123.7200775146484,1076.9600677490234,1086.0600814819336,1052.440071105957,1052.1600723266602,1049.4600715637207
[TG(47:4)]_FA18:0,969.3400688171388,979.0600700378418,970.600067138672,967.3600654602052,969.1400680541992,995.0600738525392,970.2400741577148,972.9800682067872
[TG(47:4)]_FA18:1,1080.900074005127,1122.9400825500488,1147.7000694274902,1054.1400680541992,1162.4400901794434,1064.1000785827637,1049.5400772094729,1074.4200744628906
[TG(47:4)]_FA18:2,1131.2600746154783,1086.9400749206543,1322.7400932312012,1106.7400817871094,1363.4600944519043,1213.0800857543943,1191.9000701904297,1128.000087738037
[TG(47:4)]_FA18:3,1192.7600746154783,1259.4600830078125,1167.3400764465332,1252.5400924682615,1216.080093383789,1255.5000953674316,1172.6000785827637,1260.600067138672
[TG(47:4)]_FA20:4,1249.1000862121582,1260.500087738037,1304.6000900268557,1300.6600914001465,1362.7400932312012,1252.6800918579102,1387.6601028442385,1299.2800903320312
[TG(47:5)]_FA14:0,975.9800758361816,1054.62007522583,1059.3600616455078,969.5600738525392,1013.1400756835938,1030.3600730895996,975.8400650024414,1015.5600738525392
[TG(47:5)]_FA16:0,986.7200622558594,964.7800598144532,1170.52006149292,1045.160083770752,1079.0200691223145,960.2800598144532,960.180061340332,986.7000694274902
[TG(47:5)]_FA16:1,1051.4800834655762,1055.2000770568848,1067.6600761413574,1049.320068359375,1050.5200729370115,1070.7400741577148,1093.1800727844238,1049.440071105957
[TG(47:5)]_FA18:0,969.7200660705566,995.5400772094728,1017.4000625610352,1007.900074005127,967.3600730895996,969.8600654602052,1009.3800621032716,1014.5600776672364
