Lipid,Group_B,Group_B,Group_B,Group_B,Group__C,Group__C,Group__C,Group__C
CAR(22:4),1439.0801010131836,2509.7001724243164,1831.4401206970213,1701.440128326416,1898.7001495361328,1826.6001358032229,2003.0401458740237,1763.7801246643066
CAR(22:4)_QUAL,3479.340263366699,7459.080474853516,3166.1202239990234,2712.820171356201,4469.58028793335,3571.92028427124,4660.840320587158,3164.720199584961
CAR(22:5),1565.7001152038574,2324.780170440674,1610.1801109313965,1411.120101928711,1559.260108947754,1611.4401054382324,2016.7001457214355,1564.900104522705
CAR(22:5)_QUAL,9430.02066040039,27858.88198852539,13053.62084197998,9576.380729675291,16850.921142578125,11484.380912780762,13985.820991516111,9217.620666503906
CAR(22:6),1692.3401260375977,2589.10018157959,1737.3001174926758,1839.620140075684,2014.120147705078,1897.1601257324216,2371.4601440429688,1750.2601203918457
CAR(22:6)_QUAL,4465.040328979492,9301.54062652588,4375.900299072266,4068.300312042236,6174.540409088135,4975.200355529785,6606.960487365723,4618.380310058594
CAR(26:0),4600.960342407227,13374.541046142578,4862.420349121094,4854.980327606201,7432.720516204834,6857.08056640625,8194.260593414307,4642.980346679688
CAR(26:0)_QUAL,3768.360301971436,9092.1806640625,3892.9002532958975,3392.0602493286133,6412.360412597656,4592.200336456299,6356.700393676758,4227.060264587402
CAR(2:0),1523.0001220703125,2297.340167999268,1673.1401329040527,1477.1001091003418,1816.9001388549805,1542.140106201172,1756.0201263427734,1530.4001007080078
CAR(2:0)_QUAL,1510.760108947754,1837.320125579834,1503.06010055542,1579.6601181030271,1570.860107421875,1586.5601043701172,1893.880142211914,1659.7801094055176
CAR(3:0),1493.4801139831543,1874.440128326416,1544.3201141357422,1405.080093383789,1538.740104675293,1583.5601272583008,1622.0401153564453,1393.3600997924805
CAR(3:0)_QUAL,1891.5401420593264,3083.480224609375,3399.0202445983887,2229.3601608276367,3099.6802406311035,2895.380214691162,5205.12036895752,2512.1402015686035
CAR(3:1),1808.7801246643064,2619.600212097168,2030.4801330566409,1638.0601043701172,2265.1401557922363,1906.980136871338,2255.400161743164,1839.6201210021973
CAR(3:1)_QUAL,3284.520198822021,5055.740371704102,4309.560314178467,2675.0001907348637,4568.540294647217,4963.380386352539,6775.320449829102,3110.3002128601074
CAR(4:0),1452.9601135253906,1829.8801307678225,1680.1001205444336,1424.2401084899902,1700.4201278686523,1720.980110168457,1653.2401161193848,1478.1600914001465
CAR(4:0)_QUAL,2060.4401321411133,3349.2602500915527,2122.980140686035,1850.4001350402832,2847.000186920166,2361.0401649475098,2960.440216064453,1959.880126953125
CAR(4:1),6130.980434417725,14353.22095489502,6091.800430297852,5023.740364074707,9687.680793762209,7305.500495910644,9941.34075164795,5671.240409851074
CAR(4:1)_QUAL,2224.6001777648926,3879.620269775391,2299.400146484375,2076.700138092041,2630.3202018737798,2314.020156860352,3060.660221099853,2283.76016998291
CAR(5:0),1965.220142364502,4039.5603103637695,2640.740188598633,1952.3601417541504,2811.680202484131,2420.14017868042,2775.200206756592,2255.62015914917
CAR(5:0)_QUAL,2231.120174407959,3870.4202613830566,2280.220157623291,2109.5601501464844,2971.6202278137207,2395.780170440674,3313.400203704834,1867.8801155090327
CAR(5:1),1674.5201148986816,2520.3201599121094,1840.180118560791,1589.1601181030271,2045.0801277160645,2069.780143737793,2402.680160522461,1650.680103302002
CAR(5:1)_QUAL,1688.0201225280762,2429.640182495117,1855.5201530456543,1642.3001174926758,2236.260162353516,1816.620128631592,2038.0201377868648,1555.5201034545898
CAR(6:0),1520.040111541748,1948.2601318359373,1586.960105895996,1447.360107421875,1842.7401313781736,1510.760097503662,1770.4601249694824,1533.4801025390625
CAR(6:0)_QUAL,1861.6201248168943,3641.040264129639,2332.60013961792,1890.4201278686523,2510.26016998291,2083.2401542663574,2672.960189819336,1731.2601280212402
CAR(6:1),5805.28044128418,13705.180938720703,5592.24040222168,4397.320346832275,8028.340549468994,5850.200382232666,8412.820575714111,4663.940338134766
CAR(6:1)_QUAL,1967.2601318359373,3734.64026260376,2055.8401412963867,2041.240135192871,2772.1001892089844,2072.2801513671875,2469.820156097412,2129.58016204834
CAR(7:0),1486.7201080322266,2079.280143737793,1537.760108947754,1583.040111541748,1633.2001266479492,1554.8801193237305,1565.7201080322266,1529.9400939941406
CAR(7:0)_QUAL,2608.720195770264,4870.560291290283,3713.6002922058105,2605.880176544189,4055.020275115967,3775.500228881836,6343.420406341553,3027.2602005004883
CAR(8:0),2281.2001457214355,6508.880439758301,2654.740196228028,2422.500186920166,3499.540252685547,3076.4801864624023,3973.080265045166,2603.440185546875
CAR(8:0)_QUAL,2375.6201934814453,4623.5803565979,2222.020164489746,2144.18013381958,2776.860191345215,2504.180156707764,3398.9202308654785,2047.0001525878904
CAR(8:1),2772.5802268981934,5532.04035949707,3101.500244140625,2838.1802101135254,4534.920337677002,3025.600227355957,3916.9802780151367,2964.780204772949
CAR(8:1)_QUAL,4037.320297241211,9250.080619812012,3618.72025680542,3553.240261077881,5765.460422515869,3732.0602684021,6602.020336151123,3421.7002487182617
CAR(9:0),1573.5001258850098,2256.180156707764,1575.300106048584,1416.8601036071775,1737.9401245117188,1462.800106048584,1709.8801193237305,1475.8400993347168
CAR(9:0)_QUAL,1950.2401542663572,4151.820297241211,2203.2201614379883,1906.300148010254,2828.9602088928223,2576.68017578125,3044.920192718506,2017.6401557922363
CAR_QUAL,2146.440143585205,2922.3001823425293,1933.6401252746584,1908.1001205444336,2257.380157470703,2685.3601570129395,2382.9201736450195,1811.920124053955
CE(12:0),5221.480392456055,5244.980365753174,5210.900371551514,5025.460342407227,5338.6403732299805,5103.720333099365,5408.180366516113,5176.620346069336
CE(14:0),5167.840377807617,5530.400405883789,5238.960346221924,5220.560359954834,5597.800399780273,5307.780364990234,5578.900409698486,5185.380355834961
CE(14:1),5068.980377197266,5246.960357666016,5147.720352172852,5149.060352325439,5181.680351257324,5130.920352935791,5227.8603515625,5101.640361785889
CE(15:0),5858.740428924561,5618.160427093506,5390.300373077393,5367.980377197266,5377.980373382568,5295.580379486084,5781.30037689209,5206.300380706787
CE(15:1),7352.520519256592,5978.02038192749,6950.760517120361,6248.980438232422,6563.460453033447,5846.020404815674,7412.440502166748,5484.080383300781
CE(16:0),6199.840450286865,5801.060409545898,5521.060405731201,5929.780452728272,6702.260513305664,5875.000408172607,6577.22049331665,5714.300395965576
CE(16:1),6108.920440673828,6026.540428161621,5992.160442352295,5500.900390625,6928.540512084961,5454.440399169922,6627.720474243164,5750.840412139893
CE(16:2),5181.28035736084,5199.620349884033,5125.0403480529785,5115.320384979248,5332.680370330811,5246.920356750488,5358.760372161865,5119.34033203125
CE(16:3),5174.160396575928,5299.960369110107,5311.880393981934,5219.520355224609,5417.900394439697,5156.260368347168,5473.780406951904,5308.800399780273
CE(17:0),5387.720401763916,5517.000396728516,5333.240383148193,5373.940376281738,6184.920433044434,5797.960403442383,5955.42041015625,5445.780391693115
CE(17:1),5198.800361633301,5224.900402069092,5334.680393218994,5148.360374450684,5509.840385437012,5296.160358428955,5251.260353088379,5225.620388031006
CE(18:1),8302.54056930542,7384.740509033203,7739.460521697998,7970.940601348877,9800.820709228516,7797.720546722412,9223.440635681152,8370.420539855957
CE(18:2),10807.580799102783,8676.880630493164,9326.800624847412,13163.941036224363,13884.281066894531,8732.02063369751,9236.140632629396,8408.400588989258
CE(18:3),5914.580436706543,5881.560413360596,6238.880424499512,5858.540424346924,7216.48051071167,5712.860385894775,5724.180366516113,5489.3203773498535
CE(19:0),6615.680507659912,5546.580417633057,5423.000389099121,5831.100421905518,5708.520370483398,5525.100399017334,5846.760402679443,5571.8803787231445
CE(20:0),6278.240459442139,5804.340419769287,5745.080406188965,6198.620429992676,5751.560386657715,5587.660388946533,6718.320484161377,5696.620391845703
CE(20:1),5627.380435943604,5224.260356903076,5166.540386199951,5303.020385742188,5419.42036819458,5294.440338134766,5364.300369262695,5201.240364074707
CE(20:3),5383.380409240723,5421.060371398926,5295.880363464356,5445.980400085449,5576.100379943848,5516.160385131836,5322.380344390869,5189.860370635986
CE(20:4),9365.540687561035,7278.000484466553,6600.400451660156,7342.880504608154,7921.940567016602,6201.90043258667,6757.060501098633,6435.020469665527
CE(20:5),5488.1004066467285,5329.560382843018,5365.000370025635,5464.640380859375,5588.320404052734,5398.220359802246,5625.640350341797,5383.280387878418
CE(22:0),5374.700366973877,5453.960414886475,5207.5003662109375,5131.380352020264,5395.300392150879,5215.420352935791,5325.860355377197,5252.720352172852
CE(22:1),5406.060382843018,5549.100387573242,5597.240383148193,5491.000381469727,5673.540370941162,5294.200344085693,5605.740379333496,5339.080360412598
CE(22:2),5157.480407714844,5116.940372467041,5296.480369567871,5131.520374298096,5248.960388183594,5170.500358581543,5481.840377807617,5222.74036026001
CE(22:3),5088.360401153564,5153.380401611328,5109.400360107422,5125.920360565186,5079.180328369141,5093.760368347168,5195.52033996582,5195.660346984863
CE(22:5),5441.380393981934,5316.300373077393,5240.880374908447,5506.880367279053,5461.480388641357,5335.2603759765625,5380.8803787231445,5289.1803855896
CE(22:6),8873.200653076172,7114.940456390381,6545.000450134277,8615.080574035645,8425.760643005371,7237.360492706299,8781.16061782837,6522.400463104248
CE(24:1),5166.320384979248,5169.240386962891,5256.160358428955,5173.180370330811,5305.780372619629,5208.440361022949,5215.48038482666,5193.180351257324
CE(46:3;O2),5164.080379486084,5050.1203536987305,5094.740348815918,5039.76037979126,5079.440322875977,5095.940364837647,5080.980323791504,5081.200366973877
CE(48:3;O2),5073.020351409912,5124.480346679688,5082.320358276367,5040.460353851318,5084.5403480529785,5069.3603439331055,5168.100322723389,5159.600353240967
CE(50:3;O2),5082.640338897705,5072.120349884033,5168.120334625244,5037.620346069336,5081.240345001221,5097.200328826904,5151.500331878662,5129.460350036621
CE(52:3;O2),5109.400394439697,5075.220344543457,5100.120361328125,5063.66032409668,5107.820358276367,5066.720367431641,5138.480346679688,5074.640312194824
Cer(d12:0/14:0),1162.7600860595703,1169.5600776672363,1130.1400833129885,1074.940071105957,1068.7800750732422,1185.5400848388672,1176.5400772094729,1065.2600555419922
"Cer(d14:2(4E,6E)/16:0)",1165.0600814819336,1069.920078277588,1136.740089416504,1086.220085144043,1082.760082244873,1192.2800827026367,1074.9400787353516,1226.140079498291
"Cer(d14:2(4E,6E)/18:1(9Z))",1112.3000831604004,1069.1000785827637,1067.3800773620603,1074.2400703430176,1091.0200843811035,1159.6000785827637,1062.9200706481934,1108.04008102417
"Cer(d14:2(4E,6E)/20:1(11Z))",1178.6000862121582,1135.1000900268557,1146.1000862121582,1169.6400756835938,1079.4400672912598,1104.0600700378418,1113.5200729370115,1065.1800918579102
Cer(d15:1/16:0),1077.7400665283203,1208.3000946044922,1067.3600769042969,1109.2200736999512,1093.6000747680664,1130.2800827026367,1150.6800842285156,1082.420078277588
"Cer(d15:2(4E,6E)/20:0)",1261.420093536377,1100.8800811767578,1067.2000770568848,1154.2400856018066,1115.1600914001465,1223.0800704956057,2154.9401473999023,1142.420078277588
"Cer(d15:2(4E,6E)/22:0)",1093.280071258545,1080.7600784301758,1067.2000617980957,1214.2400665283203,1128.2200813293457,1135.6400871276855,1268.1800842285156,1144.8600730895996
Cer(d16:1/17:0),1153.7400741577148,1078.6400871276855,1094.6400718688965,1119.4400901794434,1064.3400802612305,1125.4600791931152,1118.9400749206543,1068.0400733947754
Cer(d16:1/23:0),1201.9200897216797,1130.5600814819336,1099.680088043213,1133.3600730895996,1078.2400817871094,1064.680076599121,1177.7600746154783,1128.1600761413574
Cer(d18:0/13:0),1085.4400787353516,1200.5800895690918,1067.0600776672363,1104.2200660705566,1064.1800727844238,1148.840072631836,1062.3200759887695,1088.620086669922
Cer(d18:0/14:0),1098.5400733947754,1100.1600723266602,1068.2600784301758,1166.1800804138184,1090.880084991455,1196.6000900268557,1166.3600730895996,1238.4200820922852
Cer(d18:0/15:0),1123.9400787353516,1098.5400848388672,1179.3800811767578,1094.7600746154783,1065.820083618164,1074.12007522583,1062.580078125,1065.1000785827637
Cer(d18:0/16:0),1193.2000885009766,1382.0200958251953,1221.100082397461,1226.900074005127,1111.2800788879397,1488.020107269287,1116.740077972412,1282.6800994873047
Cer(d18:0/17:0),1147.6400756835938,1070.5200729370115,1101.1400833129885,1230.6400833129885,1136.9800758361816,1158.5000762939453,1164.7000885009766,1077.780071258545
Cer(d18:0/18:0),1072.7400741577148,1100.6000785827637,1083.5600776672363,1132.820083618164,1064.560073852539,1189.54008102417,1089.1800689697266,1155.1600761413574
Cer(d18:0/19:0),1114.6000785827637,1115.9400787353516,1067.4600715637207,1179.04008102417,1064.580078125,1132.6600761413574,1063.220069885254,1077.2000846862793
Cer(d18:0/20:0),1173.8400802612305,1148.2000846862793,1195.240077972412,1245.0800743103027,1065.2800788879397,1293.9200897216797,1195.1800727844238,1214.860080718994
Cer(d18:0/21:0),1346.4400901794434,1342.840087890625,1295.000099182129,1578.4801216125488,1291.0600929260254,2183.1001358032227,1548.1401023864746,1425.900089263916
Cer(d18:0/22:0),1272.3200759887695,1276.0400924682615,1261.140079498291,1410.040096282959,1233.1200828552246,1317.660099029541,1383.1801071166992,1121.1800804138184
Cer(d18:0/23:0),1219.1600875854492,1344.6400871276855,1200.840087890625,1397.920078277588,1148.5000839233398,1260.9800834655762,1332.1000862121582,1221.9001083374023
Cer(d18:0/24:0),1203.6200790405271,1096.7000770568848,1197.2000885009766,1309.6600875854492,1114.0200843811035,1352.5401077270508,1436.0600967407229,1172.9200744628906
Cer(d18:0/25:0),1432.8601036071775,1522.740104675293,1222.740077972412,1391.6200981140137,1131.5000762939453,1448.0001106262207,1324.2600936889648,1302.4601020812988
Cer(d18:0/26:0),1149.9600791931152,1352.760108947754,1086.2800788879397,1162.3000717163086,1078.240077972412,1179.64009475708,1185.9200897216797,1182.6600646972656
Cer(d18:0/27:0),1088.2000770568848,1069.620086669922,1150.4600868225098,1097.140079498291,1065.62007522583,1120.600082397461,1098.1200828552246,1065.4600715637207
Cer(d18:0/29:0),1142.1800689697266,1105.7800788879397,1067.3600845336914,1075.540069580078,1151.1400909423828,1170.4800720214844,1071.600067138672,1115.180076599121
Cer(d18:0/30:0),1088.820083618164,1112.100082397461,1067.3800735473633,1074.860080718994,1065.6400871276855,1177.860088348389,1115.860065460205,1065.2600708007812
Cer(d18:0/31:0),1162.2400703430176,1168.8400917053225,1089.6000785827637,1122.780086517334,1145.2400856018066,1173.280086517334,1196.4600791931152,1082.6400756835938
Cer(d18:0/32:0),1127.7400665283203,1091.200080871582,1067.3000793457031,1074.7200775146484,1064.9200744628906,1083.8400802612305,1097.1600761413574,1084.420066833496
Cer(d18:0/h17:0),1184.3000869750977,1090.960075378418,1067.500072479248,1115.0200729370115,1087.4600791931152,1147.160083770752,1145.240089416504,1064.8400764465332
Cer(d18:0/h24:0),1072.7200736999512,1135.7200889587402,1087.160068511963,1136.4000701904297,1065.0400772094729,1153.7800827026367,1107.060089111328,1226.7000923156738
Cer(d18:0/h26:0),1174.5600929260254,1098.4400749206543,1067.9000816345217,1075.5400772094729,1065.080078125,1205.9400825500488,1097.0600662231443,1103.5400886535645
Cer(d18:1/12:0),1143.700080871582,1087.800075531006,1125.9800834655762,1134.820068359375,1079.720085144043,1119.6000785827637,1126.6800804138184,1150.8800811767578
Cer(d18:1/14:0),1111.300067901611,1112.9200820922852,1077.6600646972656,1165.9000854492188,1125.0200805664062,1192.6000862121582,1143.1200828552246,1074.5800743103027
Cer(d18:1/16:0),2855.4201736450195,1959.760124206543,1805.800117492676,3864.160343170166,2777.320167541504,6142.360569000244,4971.480335235596,3980.600280761719
Cer(d18:1/17:0),1158.6000862121582,1182.9600791931152,1121.280071258545,1149.760082244873,1096.4400787353516,1207.020092010498,1089.960075378418,1160.0400848388672
Cer(d18:1/18:0),1301.4200744628906,1395.1401023864746,1380.2200965881348,1196.0600852966309,1474.240089416504,2042.8201370239256,1373.540096282959,1470.340103149414
Cer(d18:1/18:1(9Z)),1322.8800964355469,1183.240089416504,1125.5000648498535,1099.1000785827637,1092.1800842285156,1206.9800758361816,1125.8800888061523,1202.9600791931152
Cer(d18:1/19:0),1072.260082244873,1299.280101776123,1162.420093536377,1141.4200744628906,1107.680076599121,1165.3200798034668,1173.5200805664062,1106.8400764465332
Cer(d18:1/20:0),1218.100082397461,1832.6401443481443,1766.7801322937012,2263.040138244629,1449.9401016235352,2064.4001502990723,2874.8801918029785,1712.600112915039
Cer(d18:1/22:0),10374.300533294678,12541.60097503662,6166.100463867188,9529.640838623049,6335.720302581787,19414.30142211914,16865.66114425659,4220.840301513672
Cer(d18:1/23:0),2817.8401794433594,3377.380298614502,2502.68017578125,4474.400386810303,2430.9601249694824,5157.600292205811,4085.880325317383,1648.3801231384275
Cer(d18:1/24:0),7233.960220336914,8698.48091506958,4470.560279846191,8349.880661010742,5193.900436401367,13171.081066131592,9140.620937347412,3140.600269317627
Cer(d18:1/24:1(15Z)),11085.380794525146,12728.280838012695,6957.280521392822,14502.32071685791,7589.640609741211,21064.141513824463,15453.601234436035,5473.0805015563965
Cer(d18:1/25:0),1386.620086669922,1315.6400985717771,1225.0001029968262,1399.9000968933103,1305.7400856018066,1824.0001220703125,1473.4201049804688,1287.3800964355469
Cer(d18:1/26:0),1326.1000900268557,1306.6200828552246,1135.8000869750977,1091.8200759887695,1109.2800827026367,1282.0800857543943,1403.0800857543943,1187.5200843811035
Cer(d18:1/26:1(17Z)),1219.8200759887695,1264.860088348389,1067.7800827026367,1118.0000762939453,1318.2800979614258,1164.800075531006,1269.6800918579102,1156.8200798034668
Cer(d18:1/27:0),1092.1400871276855,1132.200080871582,1066.8800811767578,1096.0400848388672,1092.2200736999512,1193.360092163086,1210.140079498291,1101.1200790405271
Cer(d18:1/28:0),1105.5600814819336,1096.8400802612305,1113.4200592041016,1074.8800735473633,1078.8000831604004,1125.720069885254,1111.62007522583,1129.3800735473633
Cer(d18:1/29:0),1092.820087432861,1069.7400741577148,1072.6600799560547,1075.3200798034668,1065.3000793457031,1122.620086669922,1090.720069885254,1065.6000785827637
Cer(d18:1/2:0),1317.7400817871094,1126.4800643920898,1078.1200790405271,1154.2400741577148,1200.4200820922852,1072.6400718688965,1169.8400802612305,1161.200065612793
Cer(d18:1/30:0),1072.9600830078125,1187.0200843811035,1100.0600852966309,1092.960075378418,1112.7600898742676,1083.6800651550293,1139.600082397461,1064.4400749206543
