Lipid,Group_B,Group_B,Group_B,Group_B,Group__A,Group__A,Group__A,Group__A
CAR(10:2),2063.080135345459,4298.760318756104,2374.6001625061035,2166.240173339844,1970.1601333618164,3249.240196228028,3199.800235748291,3692.520278930664
CAR(10:2)_QUAL,20137.841400146484,52838.763427734375,18320.56121826172,16052.581130981443,15282.721103668213,35610.58242797852,36903.94230651856,41608.98281860352
CAR(10:3),1644.7601127624512,2980.940200805664,1681.1001167297363,1571.880100250244,1580.3200988769531,2688.6601753234863,2408.0001831054688,2391.980178833008
CAR(10:3)_QUAL,1827.400119781494,2859.7002143859863,2303.260166168213,1689.360126495361,1927.240119934082,3856.700275421143,3365.160243988037,3818.12028503418
CAR(11:0),1721.660125732422,3345.9402389526367,1904.8201293945312,1737.6201248168943,1861.7201385498047,2388.6601943969727,2682.8601684570312,3123.2602157592773
CAR(11:0)_QUAL,2587.1601905822754,6614.340450286865,2884.4202041625977,2173.440158843994,2360.020175933838,5043.440380096436,4665.480331420898,5279.680416107178
CAR(12:0),1704.8201179504397,2588.4801750183105,1631.2201194763184,1523.6401023864746,1540.7201118469238,1970.420150756836,2089.280166625977,2275.1001892089844
CAR(12:0)_QUAL,2419.520164489746,5281.520412445068,2465.06018447876,2070.540138244629,2366.8601722717285,4845.880352020264,4238.80029296875,4580.680324554443
CAR(14:0),1919.440139770508,3696.840263366699,2087.020156860352,1759.400119781494,1995.4201316833496,2439.220169067383,2513.64017868042,2524.480182647705
CAR(14:0)_QUAL,3519.80025100708,10114.3207321167,3808.960273742676,3477.440269470215,3393.4602432250977,7529.900581359863,7802.920669555664,8388.960525512695
CAR(14:1),1747.7201080322266,2828.0401763916016,1643.3601188659668,1627.3001136779783,1869.300136566162,2310.060157775879,2349.1601638793945,2575.6001777648926
CAR(14:1)_QUAL,4307.480308532715,9769.940673828123,4264.500339508057,3658.660285949707,3414.400257110596,7693.740501403809,7311.340591430664,7821.260566711426
CAR(14:2),2898.700225830078,5488.620346069336,2897.380199432373,2633.520160675049,2508.720184326172,4118.480285644531,4432.740314483643,4698.90030670166
CAR(14:2)_QUAL,43519.54254150391,119692.04852294922,40716.36285400391,34812.52243041992,35312.24249267578,77973.94537353516,84386.845703125,93783.54663085938
CAR(16:0),2239.9201583862305,4046.4402656555176,2095.140163421631,2135.620143890381,2025.660140991211,3241.8802223205566,2834.100185394287,3368.520221710205
CAR(16:0)_QUAL,3327.2602195739746,8535.260581970215,3171.800224304199,3026.980213165283,3533.4002227783203,6461.580436706543,6075.060436248779,7199.6605224609375
CAR(16:1),1479.4401092529297,2624.6001739501958,1657.8801193237305,1710.3201217651367,1758.9401168823242,2051.640125274658,2344.460178375244,2376.400161743164
CAR(16:1)_QUAL,4605.660316467285,10939.300674438477,4718.060314178467,3758.300247192383,3924.6802711486816,12480.160873413086,8538.260593414307,9331.640617370604
CAR(16:2),1819.7201347351076,2897.2002334594727,1950.1001358032229,1699.5401191711426,1942.9801406860352,2516.740177154541,2580.380184173584,3111.400215148926
CAR(16:2)_QUAL,2152.320137023926,4311.780292510986,2191.560161590576,2327.3801612854004,2251.880157470703,4361.220310211182,3785.120265960693,3741.320236206055
CAR(17:0),2211.800136566162,5041.740333557129,2091.5401496887207,1900.6801376342771,2054.1601524353027,3510.6202697753906,3703.080238342285,4191.720287322998
CAR(17:0)_QUAL,5006.720355987549,12172.280899047852,4380.1403465271,4023.920299530029,4312.360294342041,9461.260692596436,10135.780708312988,11151.20086669922
CAR(18:0),1974.0601539611816,3877.7003059387207,2083.8801345825195,1901.6601295471191,2092.06014251709,2822.620204925537,3448.080238342285,3207.3602333068848
CAR(18:0)_QUAL,3182.520248413086,7539.720504760742,3056.0202140808105,2938.7602005004883,3243.7602462768555,6312.540435791016,6302.480411529541,6718.620468139648
CAR(18:1),2167.3801612854004,4332.66024017334,2177.440139770508,1824.4601364135744,1832.5201263427732,2594.3601722717285,3294.260208129883,3853.88028717041
CAR(18:1)_QUAL,3373.5802421569824,6997.940490722656,3168.200206756592,3110.1602058410645,3129.720199584961,5372.22034072876,5542.600368499756,5220.380367279053
CAR(18:2),2494.560165405273,5110.140357971191,2505.500171661377,2333.240173339844,2233.7001609802246,3928.340286254883,3654.6202812194815,4550.52029800415
CAR(18:2)_QUAL,2558.580177307129,5432.980377197266,3106.0602226257324,2395.6601524353027,2589.880184173584,4073.180274963379,4693.660339355469,4502.820289611816
CAR(18:3),1744.0401191711426,4563.240310668945,2095.74015045166,1917.620140075684,1947.360134124756,3335.0202445983887,3208.800201416016,3722.3802757263184
CAR(18:3)_QUAL,2975.000217437744,7319.640487670898,3533.420234680176,2940.460216522217,3035.280227661133,6024.380416870117,5681.100414276123,6968.86051940918
CAR(18:4),2302.140151977539,6399.180480957031,2556.240177154541,2262.560161590576,2626.680191040039,4749.260341644287,5369.120391845703,4952.120330810547
CAR(18:4)_QUAL,3476.840229034424,8058.820587158203,3629.220279693604,2949.2202339172363,3150.5402297973637,5252.480438232422,6342.140502929688,6530.64045715332
CAR(20:0),1670.3201293945312,2852.540180206299,1814.9201278686523,1699.460117340088,1534.5401000976562,2231.3801651000977,2205.5401725769043,2740.240177154541
CAR(20:0)_QUAL,5211.460346221924,11305.560707092283,5119.860382080078,4145.640289306641,4146.400295257568,8061.100540161133,9378.640712738035,10130.760688781738
CAR(20:1),2178.240173339844,4407.560325622559,2078.3401412963867,2103.1801376342773,2478.1601905822754,3467.500244140625,3366.260227203369,4251.600330352783
CAR(20:1)_QUAL,2496.000175476074,4498.040328979492,2275.480167388916,2593.1801986694336,2001.5001373291016,3533.440269470215,3680.740261077881,3639.460250854492
CAR(20:2),3962.4002532958975,8985.540756225586,3650.520278930664,3229.1002311706543,3080.060214996338,6740.860412597656,6784.920478820801,8216.84061050415
CAR(20:2)_QUAL,2643.060195922852,5492.400394439697,2949.240196228028,2332.380176544189,2709.1401863098145,4866.240367889404,4215.140327453613,4970.000339508057
CAR(20:4),1675.9601211547852,3591.8002319335938,1696.6401138305664,1785.9201354980469,1615.6801223754885,2286.22017288208,2420.7601737976074,2714.680187225342
CAR(20:4)_QUAL,2702.0401725769043,5869.600395202637,2854.920207977295,2396.0401611328125,2436.060165405273,3698.000247955322,4033.840305328369,4831.140350341797
CAR(22:0),2941.080192565918,6443.440490722656,2769.3201866149902,2500.5601806640625,2181.7401580810547,3709.900276184082,4610.280277252197,6012.120449066162
CAR(22:0)_QUAL,3342.000244140625,6976.720527648926,3630.0402488708496,3290.420215606689,2950.480197906494,5330.600364685059,5514.040355682373,6091.820404052734
CAR(22:2),3181.540225982666,6901.740501403809,2902.4802055358887,2745.360221862793,2996.520198822021,4953.640365600586,5397.640365600586,6028.260410308838
CAR(22:2)_QUAL,6452.280422210693,14456.920997619629,6543.000465393066,5760.380393981934,5679.040386199951,10666.92068862915,11903.380798339844,11808.520854949951
CAR(22:4),1439.0801010131836,2509.7001724243164,1831.4401206970213,1701.440128326416,1683.1401176452637,2035.860145568848,2614.1602058410645,2189.5001525878906
CAR(22:4)_QUAL,3479.340263366699,7459.080474853516,3166.1202239990234,2712.820171356201,2693.220199584961,5639.240406036377,6357.740463256836,7987.440643310547
CAR(22:5),1565.7001152038574,2324.780170440674,1610.1801109313965,1411.120101928711,1505.4801177978516,1762.7801322937012,1856.220142364502,1809.4201316833496
CAR(22:5)_QUAL,9430.02066040039,27858.88198852539,13053.62084197998,9576.380729675291,8957.640678405762,18387.401306152344,24103.241622924805,57278.40451049805
CAR(22:6),1692.3401260375977,2589.10018157959,1737.3001174926758,1839.620140075684,1664.0801162719729,2181.1401596069336,2574.440196990967,2330.160179138184
CAR(22:6)_QUAL,4465.040328979492,9301.54062652588,4375.900299072266,4068.300312042236,3646.1802711486816,7522.200508117676,7505.240566253662,9879.760772705078
CAR(26:0),4600.960342407227,13374.541046142578,4862.420349121094,4854.980327606201,4606.220306396484,9228.180675506592,9529.180763244629,11639.56088256836
CAR(26:0)_QUAL,3768.360301971436,9092.1806640625,3892.9002532958975,3392.0602493286133,3846.940269470215,6967.940505981445,7288.48051071167,7775.180526733398
CAR(2:0),1523.0001220703125,2297.340167999268,1673.1401329040527,1477.1001091003418,1606.260108947754,1838.980136871338,1899.2001419067385,1821.9001083374023
CAR(2:0)_QUAL,1510.760108947754,1837.320125579834,1503.06010055542,1579.6601181030271,1475.4000854492188,1825.6401329040527,1874.1401329040527,1907.600128173828
CAR(3:0),1493.4801139831543,1874.440128326416,1544.3201141357422,1405.080093383789,1433.320087432861,1820.4401206970213,1612.5201148986816,1873.0601272583008
CAR(3:0)_QUAL,1891.5401420593264,3083.480224609375,3399.0202445983887,2229.3601608276367,3551.7802696228027,5794.980369567871,5872.300426483154,6597.760459899902
CAR(3:1),1808.7801246643064,2619.600212097168,2030.4801330566409,1638.0601043701172,1933.3401527404783,2590.4801712036133,3047.2001914978027,2717.740196228028
CAR(3:1)_QUAL,3284.520198822021,5055.740371704102,4309.560314178467,2675.0001907348637,4172.320262908936,8208.240566253662,8401.300548553467,8305.460563659668
CAR(4:0),1452.9601135253906,1829.8801307678225,1680.1001205444336,1424.2401084899902,1515.4601097106934,2165.460159301758,2052.4601554870605,2048.2201499938965
CAR(4:0)_QUAL,2060.4401321411133,3349.2602500915527,2122.980140686035,1850.4001350402832,2106.9601554870605,3195.9802169799805,3418.420207977295,3379.320209503174
CAR(4:1),6130.980434417725,14353.22095489502,6091.800430297852,5023.740364074707,5955.720443725586,11585.400825500488,11768.780849456787,12094.321029663086
CAR(4:1)_QUAL,2224.6001777648926,3879.620269775391,2299.400146484375,2076.700138092041,2353.100151062012,3751.580276489258,3304.4602394104004,3374.3202323913574
CAR(5:0),1965.220142364502,4039.5603103637695,2640.740188598633,1952.3601417541504,1848.6401290893557,3443.880207061768,3210.560234069824,3327.6802406311035
CAR(5:0)_QUAL,2231.120174407959,3870.4202613830566,2280.220157623291,2109.5601501464844,2311.2201385498047,3725.380302429199,4101.800308227539,4086.640277862549
CAR(5:1),1674.5201148986816,2520.3201599121094,1840.180118560791,1589.1601181030271,1723.9801177978516,2101.6001586914062,2068.040142059326,2762.100196838379
CAR(5:1)_QUAL,1688.0201225280762,2429.640182495117,1855.5201530456543,1642.3001174926758,1745.400119781494,2315.0801696777344,2405.1601600646973,2456.560173034668
CAR(6:0),1520.040111541748,1948.2601318359373,1586.960105895996,1447.360107421875,1411.3601112365725,1671.8801231384275,1847.8601417541504,1897.0801315307615
CAR(6:0)_QUAL,1861.6201248168943,3641.040264129639,2332.60013961792,1890.4201278686523,1781.5801315307615,2669.4802055358887,3004.8401794433594,3051.4202194213867
CAR(6:1),5805.28044128418,13705.180938720703,5592.24040222168,4397.320346832275,4452.440338134766,9679.540634155272,9851.520698547363,10186.940673828123
CAR(6:1)_QUAL,1967.2601318359373,3734.64026260376,2055.8401412963867,2041.240135192871,1903.040138244629,2858.6402168273926,2723.180191040039,4132.6002769470215
CAR(7:0),1486.7201080322266,2079.280143737793,1537.760108947754,1583.040111541748,1502.8601150512695,2002.0001487731931,1822.920124053955,2289.340187072754
CAR(7:0)_QUAL,2608.720195770264,4870.560291290283,3713.6002922058105,2605.880176544189,3241.0402450561523,7227.900535583496,8288.12056350708,8324.000549316406
CAR(8:0),2281.2001457214355,6508.880439758301,2654.740196228028,2422.500186920166,2582.380176544189,3881.9202919006343,4327.140319824219,4978.460357666016
CAR(8:0)_QUAL,2375.6201934814453,4623.5803565979,2222.020164489746,2144.18013381958,2096.4601516723637,3759.720245361328,3572.6002616882324,3901.180286407471
CAR(8:1),2772.5802268981934,5532.04035949707,3101.500244140625,2838.1802101135254,2494.2601928710938,4665.340347290039,4615.06037902832,4859.720321655273
CAR(8:1)_QUAL,4037.320297241211,9250.080619812012,3618.72025680542,3553.240261077881,3252.080223083496,7967.080562591553,7398.700511932373,8880.240631103516
CAR(9:0),1573.5001258850098,2256.180156707764,1575.300106048584,1416.8601036071775,1599.1400985717771,1937.200138092041,1733.5801277160645,2025.3001518249512
CAR(9:0)_QUAL,1950.2401542663572,4151.820297241211,2203.2201614379883,1906.300148010254,2014.020156860352,3601.9002647399902,3510.800224304199,3773.100261688232
CAR_QUAL,2146.440143585205,2922.3001823425293,1933.6401252746584,1908.1001205444336,1834.680118560791,2635.040195465088,2598.2601890563965,3054.700206756592
CE(12:0),5221.480392456055,5244.980365753174,5210.900371551514,5025.460342407227,5224.900360107422,5306.160381317139,5201.0403175354,5336.760364532471
CE(14:0),5167.840377807617,5530.400405883789,5238.960346221924,5220.560359954834,5498.480361938477,5523.000392913818,5257.6403465271,5683.620410919189
CE(14:1),5068.980377197266,5246.960357666016,5147.720352172852,5149.060352325439,5194.560329437256,5389.880405426025,5068.480339050293,5200.740379333496
CE(15:0),5858.740428924561,5618.160427093506,5390.300373077393,5367.980377197266,5733.4603843688965,6047.120433807373,5427.30037689209,5989.06042098999
CE(15:1),7352.520519256592,5978.02038192749,6950.760517120361,6248.980438232422,7131.100494384766,6775.080493927002,5791.460376739502,9701.400703430176
CE(16:0),6199.840450286865,5801.060409545898,5521.060405731201,5929.780452728272,6585.600440979004,6786.480499267578,5684.280410766602,6948.780475616455
CE(16:1),6108.920440673828,6026.540428161621,5992.160442352295,5500.900390625,5928.10041809082,5895.340442657471,5813.28039932251,6539.640472412109
CE(16:2),5181.28035736084,5199.620349884033,5125.0403480529785,5115.320384979248,5433.400379180908,5334.4003829956055,5133.780326843262,5294.200397491455
CE(16:3),5174.160396575928,5299.960369110107,5311.880393981934,5219.520355224609,5233.860382080078,5507.600421905518,5208.520336151123,5395.600364685059
CE(17:0),5387.720401763916,5517.000396728516,5333.240383148193,5373.940376281738,5587.160381317139,6037.740440368652,5341.640350341797,5600.440399169922
CE(17:1),5198.800361633301,5224.900402069092,5334.680393218994,5148.360374450684,5521.760406494141,5548.340412139893,5189.480350494385,5238.000370025635
CE(18:1),8302.54056930542,7384.740509033203,7739.460521697998,7970.940601348877,7316.140506744385,9545.040702819824,7026.400497436523,9245.14066696167
CE(18:2),10807.580799102783,8676.880630493164,9326.800624847412,13163.941036224363,9056.620643615724,10913.62084197998,6821.140502929688,10865.20076751709
CE(18:3),5914.580436706543,5881.560413360596,6238.880424499512,5858.540424346924,5839.160400390625,5891.100399017334,5495.360374450684,5723.100421905518
CE(19:0),6615.680507659912,5546.580417633057,5423.000389099121,5831.100421905518,6036.100433349609,6417.820465087891,5347.660312652588,6771.140468597412
CE(20:0),6278.240459442139,5804.340419769287,5745.080406188965,6198.620429992676,6128.140430450439,6625.500480651856,5887.180393218994,6949.900527954102
CE(20:1),5627.380435943604,5224.260356903076,5166.540386199951,5303.020385742188,5418.860389709473,5446.940395355225,5177.620330810547,5389.840377807617
CE(20:3),5383.380409240723,5421.060371398926,5295.880363464356,5445.980400085449,5357.70036315918,5390.4603843688965,5192.100353240967,5558.180347442627
CE(20:4),9365.540687561035,7278.000484466553,6600.400451660156,7342.880504608154,6599.100448608398,6946.42053604126,6001.520401000977,7060.560493469238
CE(20:5),5488.1004066467285,5329.560382843018,5365.000370025635,5464.640380859375,5605.960391998291,6014.48042678833,5160.700332641602,5888.720439910889
CE(22:0),5374.700366973877,5453.960414886475,5207.5003662109375,5131.380352020264,5444.760391235352,5233.420413970947,5094.160335540772,5362.080375671387
CE(22:1),5406.060382843018,5549.100387573242,5597.240383148193,5491.000381469727,5641.320381164551,5788.100437164307,5352.060375213623,6073.560432434082
CE(22:2),5157.480407714844,5116.940372467041,5296.480369567871,5131.520374298096,5311.260349273682,5527.300403594971,5255.88037109375,5397.120380401611
CE(22:3),5088.360401153564,5153.380401611328,5109.400360107422,5125.920360565186,5131.840354919434,5324.220409393311,5166.900318145752,5276.280364990234
CE(22:5),5441.380393981934,5316.300373077393,5240.880374908447,5506.880367279053,5220.320346832275,5779.32039642334,5390.180370330811,5666.320392608643
CE(22:6),8873.200653076172,7114.940456390381,6545.000450134277,8615.080574035645,6294.800441741943,8840.580657958984,7299.940486907959,8813.78056716919
CE(24:1),5166.320384979248,5169.240386962891,5256.160358428955,5173.180370330811,5386.560363769531,5304.18034362793,5149.200344085693,5470.740390777588
CE(46:3;O2),5164.080379486084,5050.1203536987305,5094.740348815918,5039.76037979126,5118.720348358154,5104.08039855957,5092.280326843262,5096.020351409912
CE(48:3;O2),5073.020351409912,5124.480346679688,5082.320358276367,5040.460353851318,5087.660335540772,5129.000400543213,5140.50032043457,5116.6203536987305
CE(50:3;O2),5082.640338897705,5072.120349884033,5168.120334625244,5037.620346069336,5115.980312347412,5151.520370483398,5211.640327453613,5102.96036529541
CE(52:3;O2),5109.400394439697,5075.220344543457,5100.120361328125,5063.66032409668,5168.22034072876,5211.460346221924,5130.44034576416,5187.700366973877
Cer(d12:0/14:0),1162.7600860595703,1169.5600776672363,1130.1400833129885,1074.940071105957,1083.060073852539,1108.400089263916,1227.7800788879397,1175.8400802612305
"Cer(d14:2(4E,6E)/16:0)",1165.0600814819336,1069.920078277588,1136.740089416504,1086.220085144043,1074.2400817871094,1120.6000785827637,1148.6000709533691,1150.5800666809082
"Cer(d14:2(4E,6E)/18:1(9Z))",1112.3000831604004,1069.1000785827637,1067.3800773620603,1074.2400703430176,1074.4400749206543,1070.0400772094729,1075.1800689697266,1115.360080718994
"Cer(d14:2(4E,6E)/20:1(11Z))",1178.6000862121582,1135.1000900268557,1146.1000862121582,1169.6400756835938,1073.9200706481934,1100.960075378418,1138.380084991455,1153.9800758361816
Cer(d15:1/16:0),1077.7400665283203,1208.3000946044922,1067.3600769042969,1109.2200736999512,1111.1600723266602,1074.900074005127,1174.0800895690918,1165.6800842285156
"Cer(d15:2(4E,6E)/20:0)",1261.420093536377,1100.8800811767578,1067.2000770568848,1154.2400856018066,1084.0200729370115,1162.4600830078125,1527.1001052856443,1406.6200904846191
"Cer(d15:2(4E,6E)/22:0)",1093.280071258545,1080.7600784301758,1067.2000617980957,1214.2400665283203,1105.8800621032717,1069.6800842285156,1104.280071258545,1208.300075531006
Cer(d16:1/17:0),1153.7400741577148,1078.6400871276855,1094.6400718688965,1119.4400901794434,1074.320068359375,1137.7800788879397,1099.9800720214844,1170.3200721740725
Cer(d16:1/23:0),1201.9200897216797,1130.5600814819336,1099.680088043213,1133.3600730895996,1161.920078277588,1079.9200859069824,1080.9400634765625,1145.500072479248
Cer(d18:0/13:0),1085.4400787353516,1200.5800895690918,1067.0600776672363,1104.2200660705566,1079.5600662231443,1103.6400756835938,1104.1200675964355,1172.7000846862793
Cer(d18:0/14:0),1098.5400733947754,1100.1600723266602,1068.2600784301758,1166.1800804138184,1085.5000801086426,1123.3000793457031,1111.740077972412,1124.9400825500488
Cer(d18:0/15:0),1123.9400787353516,1098.5400848388672,1179.3800811767578,1094.7600746154783,1108.5000801086426,1069.780071258545,1101.520076751709,1165.3800735473633
Cer(d18:0/16:0),1193.2000885009766,1382.0200958251953,1221.100082397461,1226.900074005127,1088.9400825500488,1096.7200775146484,1205.060089111328,1188.0800819396973
Cer(d18:0/17:0),1147.6400756835938,1070.5200729370115,1101.1400833129885,1230.6400833129885,1139.8200798034668,1069.880084991455,1143.7800827026367,1153.140079498291
Cer(d18:0/18:0),1072.7400741577148,1100.6000785827637,1083.5600776672363,1132.820083618164,1120.4000816345217,1097.2800827026367,1135.7600746154783,1188.7000694274902
Cer(d18:0/19:0),1114.6000785827637,1115.9400787353516,1067.4600715637207,1179.04008102417,1074.060073852539,1069.680076599121,1088.940086364746,1104.2200775146484
Cer(d18:0/20:0),1173.8400802612305,1148.2000846862793,1195.240077972412,1245.0800743103027,1074.400074005127,1135.0200843811035,1173.260082244873,1265.4000968933103
Cer(d18:0/21:0),1346.4400901794434,1342.840087890625,1295.000099182129,1578.4801216125488,1453.7201042175293,1205.5800895690918,1568.3400993347168,1883.2601318359373
Cer(d18:0/22:0),1272.3200759887695,1276.0400924682615,1261.140079498291,1410.040096282959,1404.3801040649414,1258.6601028442385,1269.420078277588,1147.5200843811035
Cer(d18:0/23:0),1219.1600875854492,1344.6400871276855,1200.840087890625,1397.920078277588,1143.860080718994,1173.4800910949707,1264.4200973510742,1190.9400825500488
Cer(d18:0/24:0),1203.6200790405271,1096.7000770568848,1197.2000885009766,1309.6600875854492,1090.6400718688965,1107.680088043213,1158.9800872802734,1248.3000831604004
Cer(d18:0/25:0),1432.8601036071775,1522.740104675293,1222.740077972412,1391.6200981140137,1177.6800651550293,1306.6400833129885,1554.440113067627,1246.8400802612305
Cer(d18:0/26:0),1149.9600791931152,1352.760108947754,1086.2800788879397,1162.3000717163086,1074.2600746154783,1113.4000816345217,1303.6800918579102,1153.4800834655762
Cer(d18:0/27:0),1088.2000770568848,1069.620086669922,1150.4600868225098,1097.140079498291,1139.720085144043,1068.62007522583,1074.560073852539,1245.8400840759275
Cer(d18:0/29:0),1142.1800689697266,1105.7800788879397,1067.3600845336914,1075.540069580078,1110.560073852539,1102.3800773620603,1163.4600830078125,1117.480068206787
Cer(d18:0/30:0),1088.820083618164,1112.100082397461,1067.3800735473633,1074.860080718994,1198.820083618164,1091.0000801086426,1164.100082397461,1076.0800743103027
Cer(d18:0/31:0),1162.2400703430176,1168.8400917053225,1089.6000785827637,1122.780086517334,1073.9200706481934,1069.7800788879397,1198.2200775146484,1241.7400741577148
Cer(d18:0/32:0),1127.7400665283203,1091.200080871582,1067.3000793457031,1074.7200775146484,1104.9000701904297,1069.440071105957,1214.9400825500488,1075.9600677490234
Cer(d18:0/h17:0),1184.3000869750977,1090.960075378418,1067.500072479248,1115.0200729370115,1074.3800621032717,1173.1000862121582,1075.600067138672,1075.6000862121582
Cer(d18:0/h24:0),1072.7200736999512,1135.7200889587402,1087.160068511963,1136.4000701904297,1150.4800834655762,1073.3600616455078,1161.4600791931152,1118.280071258545
Cer(d18:0/h26:0),1174.5600929260254,1098.4400749206543,1067.9000816345217,1075.5400772094729,1093.6000900268557,1070.0000762939453,1130.040069580078,1081.6000709533691
Cer(d18:1/12:0),1143.700080871582,1087.800075531006,1125.9800834655762,1134.820068359375,1111.7600746154783,1165.9400825500488,1097.3200759887695,1106.1600799560547
Cer(d18:1/14:0),1111.300067901611,1112.9200820922852,1077.6600646972656,1165.9000854492188,1089.1200790405271,1176.1800804138184,1216.7200927734375,1247.920078277588
Cer(d18:1/16:0),2855.4201736450195,1959.760124206543,1805.800117492676,3864.160343170166,2305.2001457214355,3401.120319366455,1756.9001159667969,3508.460247039795
Cer(d18:1/17:0),1158.6000862121582,1182.9600791931152,1121.280071258545,1149.760082244873,1175.460075378418,1173.0600776672363,1202.300067901611,1240.220085144043
Cer(d18:1/18:0),1301.4200744628906,1395.1401023864746,1380.2200965881348,1196.0600852966309,1228.4200859069824,1278.0800971984863,1575.5401077270508,1397.8800811767578
Cer(d18:1/18:1(9Z)),1322.8800964355469,1183.240089416504,1125.5000648498535,1099.1000785827637,1121.9400825500488,1097.5600776672363,1181.2200889587402,1217.4000778198242
Cer(d18:1/19:0),1072.260082244873,1299.280101776123,1162.420093536377,1141.4200744628906,1113.720085144043,1226.1400909423828,1155.5000762939453,1096.9600830078125
Cer(d18:1/20:0),1218.100082397461,1832.6401443481443,1766.7801322937012,2263.040138244629,1315.360092163086,1327.1000900268557,1357.700096130371,2079.6001319885254
Cer(d18:1/22:0),10374.300533294678,12541.60097503662,6166.100463867188,9529.640838623049,3779.940250396729,4694.4003829956055,5865.660507202148,7339.24040222168
Cer(d18:1/23:0),2817.8401794433594,3377.380298614502,2502.68017578125,4474.400386810303,2503.440158843994,1843.6001205444336,1928.280117034912,2573.8001594543457
Cer(d18:1/24:0),7233.960220336914,8698.48091506958,4470.560279846191,8349.880661010742,3960.7802658081055,4206.960235595703,3733.140190124512,5355.700378417969
Cer(d18:1/24:1(15Z)),11085.380794525146,12728.280838012695,6957.280521392822,14502.32071685791,5685.040500640869,5054.220352172852,5264.860286712647,8995.56037902832
Cer(d18:1/25:0),1386.620086669922,1315.6400985717771,1225.0001029968262,1399.9000968933103,1163.5200843811035,1212.5400848388672,1259.2000885009766,1367.6600914001465
Cer(d18:1/26:0),1326.1000900268557,1306.6200828552246,1135.8000869750977,1091.8200759887695,1122.62007522583,1212.1000938415527,1347.3000946044922,1242.5800895690918
Cer(d18:1/26:1(17Z)),1219.8200759887695,1264.860088348389,1067.7800827026367,1118.0000762939453,1099.1000747680664,1118.7000885009766,1137.600082397461,1221.6800918579102
Cer(d18:1/27:0),1092.1400871276855,1132.200080871582,1066.8800811767578,1096.0400848388672,1074.0800704956057,1102.080093383789,1105.5600814819336,1155.2600746154783
Cer(d18:1/28:0),1105.5600814819336,1096.8400802612305,1113.4200592041016,1074.8800735473633,1115.04008102417,1192.720085144043,1175.2400856018066,1249.300090789795
Cer(d18:1/29:0),1092.820087432861,1069.7400741577148,1072.6600799560547,1075.3200798034668,1074.0000839233398,1069.7200736999512,1107.2800674438477,1106.400074005127
Cer(d18:1/2:0),1317.7400817871094,1126.4800643920898,1078.1200790405271,1154.2400741577148,1203.1600875854492,1167.4200820922852,1229.8600730895996,1142.400074005127
Cer(d18:1/30:0),1072.9600830078125,1187.0200843811035,1100.0600852966309,1092.960075378418,1086.4400787353516,1069.4600830078125,1105.1000785827637,1076.0200653076172
