Lipid,Group_B,Group_B,Group_B,Group_B,Group__A,Group__A,Group__A,Group__A
PS(P-35:0),1416.120101928711,1460.1001014709473,1691.140106201172,1747.040126800537,1455.3001022338867,2075.300132751465,1399.6200904846191,1995.3801345825195
PS(P-35:1),1816.3401222229004,1557.1601181030271,1842.440139770508,1996.4201545715327,1427.9401054382324,1806.560146331787,1620.400104522705,1813.220123291016
PS(P-35:2),1608.800121307373,1487.1601028442385,1810.3801307678225,1502.960105895996,1588.460117340088,1747.0401153564453,1479.0801048278809,1614.6600914001465
PS(P-36:0),1457.3000869750977,1460.5401000976562,1742.6801147460938,1603.3600959777832,1417.9200859069824,1741.900119781494,1401.4200973510742,1528.460105895996
PS(P-36:1),1325.6600914001465,1292.860080718994,1295.6601066589355,1345.6000900268557,1368.260097503662,1350.100082397461,1391.60009765625,1373.8400840759275
PS(P-36:2),1304.940086364746,1293.040096282959,1295.6200904846191,1300.4600868225098,1299.8200798034668,1301.1200942993164,1302.5200958251953,1343.6200981140137
PS(P-36:3),1293.620086669922,1292.8400955200195,1327.7800979614258,1318.8800926208496,1300.3400993347168,1398.3400993347168,1302.1200828552246,1300.480094909668
PS(P-36:4),1330.8800888061523,1292.3000869750977,1296.2200889587402,1298.7400932312012,1299.8000831604004,1301.080093383789,1301.4400825500488,1300.8400955200195
PS(P-36:5),1365.1000862121582,1326.0200958251953,1313.9600830078125,1352.540096282959,1428.980094909668,1300.6000900268557,1302.7200927734375,1320.0000953674316
PS(P-37:0),3015.440158843994,3050.1402320861816,5349.780490875244,4969.44034576416,2255.200164794922,8169.500549316406,2509.580173492432,5475.580413818359
PS(P-37:1),3243.780235290528,3512.7002334594727,5877.020359039307,5945.840393066406,2781.660213470459,7525.900421142578,2975.140224456787,6250.700572967529
PS(P-37:2),1638.8001289367676,1919.9001426696775,2767.520179748535,2883.580219268799,1617.6601181030271,2684.0402183532715,1827.8601150512693,2763.260223388672
PS(P-38:0),1369.5600929260254,1325.9600982666016,1438.2000885009766,1320.8600845336914,1309.5400924682615,1361.1800956726074,1301.7200889587402,1539.120101928711
PS(P-38:1),1329.000099182129,1333.8000869750977,1398.2201080322266,1300.4000816345217,1327.3600845336914,1503.1400985717771,1345.0800895690918,1383.0401000976562
PS(P-38:2),1321.820083618164,1375.0001029968262,1512.6001052856443,1510.7401084899902,1319.060089111328,1363.3600997924805,1330.5601043701172,1501.8201065063477
PS(P-38:3),1480.1200904846191,1755.4001350402832,1972.9801406860352,2303.200149536133,1415.8201065063477,2148.200149536133,1415.2601127624512,1959.720142364502
PS(P-38:4),1314.7600898742676,1375.940113067627,1305.3000984191897,1323.820087432861,1340.2600860595703,1382.400104522705,1302.8600959777832,1343.1200904846191
PS(P-38:5),1320.680088043213,1293.4800910949707,1399.3000946044922,1331.620101928711,1299.4400825500488,1328.3800888061523,1316.3000946044922,1353.700080871582
PS(P-39:0),1330.7400856018066,1311.9600868225098,1606.9400939941406,1388.3001022338867,1336.960105895996,1689.1401252746582,1378.720100402832,1499.8001098632812
PS(P-39:1),1696.8201141357422,1513.1001052856443,2239.520156860352,2040.520156860352,1435.9200973510742,2444.120182037353,1731.0401306152344,2337.7201499938965
PS(P-40:0),1435.8000946044922,1555.7001037597656,1419.1800956726074,1509.3600959777832,1374.8400917053225,1679.6401176452637,1377.9201011657717,1493.2001113891602
PS(P-40:1),1509.6400985717771,1374.580093383789,1580.680118560791,1518.3001098632812,1403.0600967407229,1676.1401252746582,1362.4201049804688,1603.020107269287
PS(P-40:2),1294.900089263916,1398.3001022338867,1439.6200981140137,1372.9400901794434,1318.5800971984863,1351.6800842285156,1358.9400939941406,1431.2800941467283
PS(P-40:3),1632.8201217651367,1644.4201354980469,2055.9201316833496,2456.740161895752,1676.8601188659668,2365.7201499938965,1446.1401100158691,2415.6401748657227
PS(P-40:4),1296.9800834655762,1524.1601066589355,1450.240104675293,1419.9001007080078,1360.320095062256,1456.1401023864746,1383.8800964355469,1420.3200988769531
PS(P-40:5),1512.0600967407229,1696.8001251220703,1755.3001174926758,2043.46012878418,1714.4601097106934,2130.500144958496,1436.06010055542,1825.2201347351076
PS(P-41:0),1308.3400840759275,1325.7800941467283,1317.180076599121,1423.2601051330566,1376.660099029541,1745.1801109313965,1301.2200889587402,1486.0001029968262
PS(P-42:0),1449.06010055542,1389.7000885009766,1409.3200988769531,1422.7000999450684,1312.6200904846191,1621.140106201172,1450.6201057434082,1618.9401092529297
PS(P-42:1),1583.7001152038574,1509.720100402832,1694.3801307678225,1660.400119781494,1426.4800987243652,2050.7201499938965,1544.900119781494,1902.8801345825195
PS(P-42:2),1310.6200904846191,1342.1000747680664,1403.820095062256,1310.9800910949707,1335.9000930786133,1406.340087890625,1336.4201049804688,1319.5600967407229
PS(P-42:4),1294.1600914001465,1401.10009765625,1313.780086517334,1535.0200996398926,1300.6000938415527,1532.9200973510742,1332.3801040649414,1319.300090789795
SM(d16:0/14:0),1230.240089416504,1178.6000938415527,1277.860088348389,1168.0200805664062,1661.160125732422,1156.6800804138184,1311.320083618164,2004.1801414489744
SM(d16:0/16:0),2118.400146484375,1338.7601051330566,1173.7400932312012,1443.5200958251953,1305.320083618164,1303.2000846862793,1317.56010055542,1884.580150604248
SM(d16:0/18:0),12322.360870361328,16245.4808883667,9224.000633239746,18138.92127609253,8371.00051498413,9208.820545196531,6472.440479278564,13572.600917816162
SM(d16:0/20:0),60752.8028755188,54466.2428817749,23359.941387176517,41243.62358856201,33107.34191131592,30038.982376098636,21121.922019958496,41289.94313812256
SM(d16:0/22:0),592523.1894683838,609875.0606689453,325630.55852508545,488588.3940429688,346552.0676345825,335351.12940216064,236353.2219657898,532148.5333404541
SM(d16:0/23:0),6170.320457458496,7438.980400085449,4183.960285186768,8622.940547943115,4636.940330505371,5896.400421142578,3810.200229644776,8002.260662078857
SM(d16:0/24:0),95352.84684753418,117079.92878341676,53256.0839920044,101866.07020187378,52289.58320236206,54351.50456237793,50432.022480010986,109534.04787826538
SM(d16:0/25:0),7040.14049911499,9488.78087234497,4603.380226135254,10995.36100769043,5164.340354919434,4879.1403465271,4519.560291290283,7701.940593719482
SM(d16:1/16:0),2616.860191345215,1950.160140991211,1245.5000915527344,2069.8201217651367,1468.6001014709473,1721.5601234436035,1376.9000968933103,2601.020164489746
SM(d16:1/17:0),4390.700222015381,2614.1201248168945,2869.700180053711,5701.220500946045,2218.900146484375,3435.7402381896973,2815.560234069824,3819.280281066895
SM(d16:1/18:0),98256.8659362793,130427.06763839722,62554.22329330444,158517.08878326416,55638.84482574463,60990.74464035034,51535.46212768555,108202.8880996704
SM(d16:1/18:1),2868.0002098083496,3397.280212402344,1958.6801300048828,4267.6602210998535,2364.260162353516,2336.9401626586914,2331.60018157959,4003.780300140381
SM(d16:1/20:0),23532.76198577881,27301.70154571533,14737.841133117676,35561.70321273804,14619.821117401125,16599.561359405518,12381.800601959229,24381.641681671143
SM(d16:1/20:1),2132.340160369873,2407.4601821899414,1823.8201179504397,2935.4802207946777,2077.2201499938965,2081.580142974853,1509.4401168823242,1876.2201538085935
SM(d16:1/22:0),1611533.7432861328,1942456.7793426516,1004966.2139701844,2122535.130172729,927431.2067337036,870935.4705963135,614296.6336898804,1308095.5999145508
SM(d16:1/22:1),113819.42930221558,129438.01034927368,66560.10330581665,164361.97005462646,67904.94543075562,56513.38487625122,44917.98384857178,84974.70634460449
SM(d16:1/23:0),25407.021808624268,33096.46173477173,16280.56129837036,40377.083572387695,14834.441047668455,19016.84147262573,12460.840579986572,24300.64133453369
SM(d16:1/24:0),842807.48387146,1085558.994178772,483395.7222518921,1105987.2588615415,469653.9301223755,459888.3335418701,430611.3936538696,854486.7688446045
SM(d16:1/24:1),532133.3566589355,576173.3042221069,329076.5305404663,669565.4176826477,295443.6313858032,303760.9416007996,271498.33934021,523286.3120880127
SM(d16:1/25:0),44323.50374603272,61483.38586044312,26472.9214553833,64395.4634552002,28722.082397460938,32091.582275390625,18665.301719665527,43722.1230430603
SM(d17:0/27:0),42684.623920440674,54242.22380065918,19925.9217338562,55581.802154541016,16354.581039428713,17811.48140335083,15387.261016845703,33724.50192642212
SM(d17:1/24:1),14589.901119232178,15620.781005859377,9727.680583953856,18180.84147644043,8712.160697937012,9675.72066116333,7683.660736083984,13861.84115600586
SM(d17:1/26:1),3965.28031539917,3944.400321960449,2543.3401985168457,4239.620323181152,2753.4801635742188,2600.6001586914062,2174.2201766967773,3581.2402420043945
SM(d18:0/13:0),1518.060115814209,1352.6400985717771,1184.7600898742676,1190.260082244873,1227.6400756835938,1311.660099029541,1112.6000747680664,1468.5400886535645
SM(d18:0/15:0),2043.980117797852,1751.240104675293,1252.440086364746,1886.4601554870603,1400.64009475708,1478.5601119995115,1377.4000968933103,1822.680145263672
SM(d18:0/17:0),3000.6002502441406,3376.380298614502,2303.780166625977,3288.5601806640625,2165.4401321411133,2195.7601737976074,2171.1801376342773,3531.5402183532715
SM(d18:0/24:0),114729.74789428712,132305.470413208,53251.16297531128,142427.27019500732,43670.28288650513,53725.3427772522,29224.2020111084,71410.08478546143
SM(d18:0/24:1),137384.69299697876,170346.39539337158,76408.70510101318,170728.95001220703,82539.28372955322,84969.84397888184,46911.163860321045,111167.16608810423
SM(d18:0/26:1(17Z)),34346.922176361084,33730.04203796387,15997.68140411377,41240.50229644776,13440.900856018066,15445.520950317385,11691.74061203003,24412.242179870605
SM(d18:1/12:0),1154.3400764465332,1165.600067138672,1123.160083770752,1248.040096282959,1243.1400718688965,1138.1000785827637,1148.0200805664062,1493.6600914001465
SM(d18:1/17:0),2496.08016204834,2371.200187683105,2091.360145568848,3556.3202934265137,2114.320152282715,1955.060146331787,1917.080139160156,2618.800189971924
SM(d18:1/19:0),10326.520748138428,11970.740795135498,7060.160472869873,15837.66117477417,5446.480331420898,6855.1804275512695,4280.940273284912,6749.520477294922
SM(d18:1/24:1(15Z)),270700.3224258423,329745.4127006531,175189.2957496643,348946.81663894653,158114.90872192383,170747.73405075073,136033.64882659912,270723.5762863159
SM(d18:1/25:0),7060.920490264893,8042.740715026855,4655.440235137939,9654.94065093994,3973.740329742432,4004.760364532471,3352.420177459717,6189.480575561523
SM(d18:1/26:1(17Z)),74681.58444213867,81839.4469833374,36451.24308395386,96091.046749115,25467.301887512207,30384.981407165527,26451.06210708618,40055.38311767578
SM(d18:2/14:0),1513.2601051330566,1134.6200790405271,1116.780071258545,1420.8001098632812,1112.080078125,1086.2000846862793,1201.760082244873,1250.0600929260254
SM(d18:2/15:0),1356.4000854492188,1267.9800910949707,1077.6000747680664,1246.9400901794434,1202.9400787353516,1156.9600830078125,1159.9400825500488,1369.1600875854492
SM(d18:2/18:1),1611.3400917053225,1514.2001037597656,1144.0800857543943,1244.9800758361816,1194.340087890625,1234.6000862121582,1273.3000869750977,1718.380111694336
SM(d18:2/20:1),7341.280586242676,7177.880401611328,3002.860164642334,10859.260654449465,4931.340328216553,4384.760303497314,3963.820297241211,6915.86043548584
SM(d18:2/21:0),8291.94059753418,8984.92060470581,3616.920303344727,12042.140972137451,4116.640296936035,5800.880477905273,4458.340297698975,7454.020458221436
SM(d18:2/22:1),1135039.316696167,1308485.5602722168,754682.1152191162,1593681.7835998535,538412.3849105835,585150.0284843445,581645.6602706909,882383.2647857666
SM(d18:2/24:1),524997.5906677246,689574.6245727539,359239.17978286743,859171.8899230957,242796.57592010495,285610.9019622803,365152.8600730896,594992.6820526123
[TG(37:0)]_FA14:0,1226.420078277588,1287.1400909423828,1129.6800804138184,1480.1201133728027,1326.140106201172,1171.1200790405271,1205.840087890625,1246.2400856018066
[TG(37:0)]_FA16:0,1046.2200736999512,1058.1000785827637,1233.740089416504,1088.0200729370115,1201.8000869750977,1281.1600875854492,1287.0801010131836,1419.4600982666016
[TG(37:0)]_FA18:0,1111.0600776672363,1046.8200798034668,1151.2000885009766,1050.5400733947754,1067.1000785827637,1009.2000694274902,1135.1600799560547,996.0000610351562
[TG(38:0)]_FA14:0,1633.6201171875,1618.5401191711426,1404.3800811767578,1682.1801071166992,1900.080165863037,2002.3601417541504,2165.0801696777344,1926.6801414489744
[TG(38:0)]_FA16:0,1248.3600769042969,1325.2400970458984,2316.460159301758,1187.6800804138184,2082.400135040283,2282.7201538085938,2279.720146179199,2856.0001945495605
[TG(38:0)]_FA18:0,1071.3600769042969,1271.3200988769531,1062.7800636291504,1240.9800758361816,1131.160083770752,1093.320083618164,1103.280086517334,1085.500072479248
[TG(38:1)]_FA14:0,1075.1400680541992,1047.680076599121,971.4000663757324,1210.14009475708,1125.1000862121582,1032.0600662231443,1123.4800910949707,1173.8000869750977
"[TG(38:1)]_FA16:0 | DG(40:8),DG(39:1)_C16:0",2530.7201614379883,2236.3601570129395,2182.6401596069336,1927.2001266479488,2057.660140991211,2807.660182952881,2471.420192718506,2411.1201553344727
"[TG(38:1)]_FA16:0 | DG(40:8),DG(39:1)_C16:0",1195.6000862121582,980.8600654602052,1293.900074005127,988.6800689697266,1275.300090789795,1513.4801139831543,1261.0600929260254,1332.7000885009766
"[TG(38:1)]_FA16:1 | DG(40:8),DG(39:1)_C16:1",1956.680126190185,2026.6401596069336,1982.740135192871,2036.5601425170896,1994.4001350402832,2031.9601440429688,2191.5601539611816,1932.64013671875
"[TG(38:1)]_FA16:1 | DG(40:8),DG(39:1)_C16:1",1138.080078125,1104.2200736999512,1100.0200729370115,1152.1600914001465,1050.2000732421875,1201.460075378418,1074.800075531006,1063.0200691223145
"[TG(38:1)]_FA18:0 | DG(40:8),DG(39:1)_C18:0",1907.5601387023928,1962.620140075684,1788.0201263427734,1775.6401290893557,1860.8401260375977,1998.8201446533203,1793.980125427246,1787.4001235961914
"[TG(38:1)]_FA18:0 | DG(40:8),DG(39:1)_C18:0",982.2800674438477,968.3200607299804,1009.6200637817384,966.7000770568848,989.8400688171388,968.7800598144532,1049.1600761413574,969.200065612793
"[TG(38:1)]_FA18:1 | DG(40:8),DG(39:1)_C18:1",2141.3201599121094,2104.980155944824,2352.560173034668,1994.4801406860352,2764.8801803588867,2745.080173492432,2219.7801475524902,2523.4201736450195
"[TG(38:1)]_FA18:1 | DG(40:8),DG(39:1)_C18:1",1340.7800941467283,1170.460075378418,1204.0000915527344,1091.540069580078,1176.3200798034668,1249.260082244873,1249.220100402832,1342.2400970458984
[TG(39:0)]_FA14:0,1237.0600929260254,1116.160083770752,1116.2000694274902,1145.020107269287,1171.6000862121582,1352.860088348389,1338.2600860595703,1209.6800842285156
[TG(39:0)]_FA16:0,1010.3000679016112,1112.0600852966309,1328.740089416504,1109.040069580078,1367.9400939941406,1265.0200881958008,1565.4601020812988,1646.7601165771484
[TG(39:0)]_FA18:0,1020.1200675964355,1033.3600845336914,1009.1200675964355,1054.460060119629,971.2200736999512,1004.460075378418,969.5200729370116,1036.2600631713867
[TG(39:1)]_FA14:0,1126.200080871582,1058.9200820922852,997.8800773620604,1005.4600677490234,1049.0000762939453,1040.4400749206543,1058.460075378418,1077.3600730895996
[TG(39:1)]_FA16:0,1050.840061187744,974.3000679016112,1221.7800827026367,984.540069580078,1250.0600929260254,1216.4000854492188,1282.0000839233398,1152.3600845336914
[TG(39:1)]_FA16:1,1052.8600730895996,1118.080078125,1068.2800636291504,1057.5200843811035,1069.860080718994,1090.5800819396973,1080.9600677490234,1072.1400718688965
[TG(39:1)]_FA18:0,1004.6600723266602,1025.5400733947754,1055.8600692749023,1058.8200759887695,995.3600616455078,1005.8000679016112,968.1600685119628,968.8400688171388
[TG(39:1)]_FA18:1,1253.3000984191897,1199.7600784301758,1137.8200912475586,1073.62007522583,1154.740089416504,1243.9800910949707,1096.2200736999512,1204.420078277588
[TG(40:0)]_FA14:0,1717.2001190185547,1519.1801147460938,1420.6601028442385,1432.400104522705,1973.200138092041,1890.480136871338,1812.5401420593264,2023.8401489257808
[TG(40:0)]_FA16:0,1319.4800910949707,1203.5600776672363,2064.7001190185547,1197.760082244873,1839.1001358032229,2098.5601348876958,2295.10013961792,1932.180149078369
[TG(40:0)]_FA18:0,979.1800765991212,1092.3600845336914,1027.1000595092771,1163.2400856018066,1012.8400688171388,1076.7200622558594,1148.0800857543943,969.500072479248
[TG(40:1)]_FA14:0,1107.8200798034668,1067.7200775146484,1111.7800750732422,1028.7400665283203,1080.2200775146484,1216.6800842285156,1175.4200820922852,1350.6001014709473
[TG(40:1)]_FA16:0,991.5400657653807,1006.7600708007812,1193.440086364746,1068.4800643920898,1122.140079498291,1154.960090637207,1200.1200790405271,1291.0600776672363
[TG(40:1)]_FA16:1,1137.1400871276855,1096.7400817871094,1055.1800727844238,1120.6000747680664,1048.1200675964355,1197.0200805664062,1100.6000747680664,1108.0600814819336
[TG(40:1)]_FA18:0,993.7400665283204,1010.8000679016112,1004.9600677490234,968.0800704956056,1016.920066833496,1055.2400703430176,990.400074005127,1010.2000770568848
[TG(40:1)]_FA18:1,1534.600112915039,1065.980079650879,1195.200080871582,1204.9200859069824,1192.720085144043,1212.8800964355469,1138.4400825500488,1155.0200805664062
[TG(40:2)]_FA14:0,1075.3800735473633,1116.420078277588,1130.860092163086,1031.600067138672,1358.2801055908203,1139.9400901794434,1248.10009765625,989.2400703430176
[TG(40:2)]_FA16:0,1024.9600791931152,1004.220069885254,1127.280071258545,1027.720069885254,1062.3600730895996,1044.7600784301758,1349.9401016235352,1219.660083770752
[TG(40:2)]_FA16:1,1070.720069885254,1079.1200904846191,1058.5000839233398,1114.2200813293457,1056.800067901611,1208.8200798034668,1073.5400657653809,1063.8200721740725
[TG(40:2)]_FA18:0,1055.6400756835938,1048.300064086914,995.9600715637208,967.9600715637208,986.5400733947754,1015.8600616455078,967.9600677490234,992.4600677490234
[TG(40:2)]_FA18:1,1617.1401252746582,1359.0400924682615,1648.7601203918457,1210.2800903320312,1313.5000953674316,1616.0001220703125,1533.6201133728027,1676.9601135253906
[TG(40:2)]_FA18:2,1114.960075378418,1338.8400917053225,1678.6201057434082,1217.6000862121582,1540.0601119995115,1563.6801223754885,1201.1200981140137,1606.8201217651367
[TG(41:0)]_FA14:0,1348.620086669922,1496.0000953674316,1019.4600601196288,1447.920108795166,1767.560131072998,1512.7001152038574,1356.1800956726074,1332.9001007080078
[TG(41:0)]_FA16:0 | DG(42:0)_C16:0,2366.9001655578613,2028.7601356506348,2102.860153198242,2052.280158996582,2144.000160217285,2451.800189971924,2863.2202186584477,2693.620182037353
[TG(41:0)]_FA16:0 | DG(42:0)_C16:0,1151.180076599121,1075.8200721740725,1388.4201049804688,1083.480068206787,1511.0201225280762,1318.0801010131836,1211.860080718994,1676.5401153564453
[TG(41:0)]_FA18:0 | DG(42:0)_C18:0,1913.060131072998,1729.2801055908203,1782.060115814209,1812.2001266479488,1795.2801208496094,1908.7001419067385,1881.860134124756,1823.620128631592
[TG(41:0)]_FA18:0 | DG(42:0)_C18:0,970.3000717163086,1049.700065612793,1018.5800743103028,995.6000709533693,1036.0800743103027,1004.1200714111328,968.2800636291504,1006.6800727844238
[TG(41:1)]_FA14:0,1167.6000785827637,1025.4400672912598,972.300064086914,1116.280071258545,1084.2000770568848,1064.8200798034668,1124.9000816345217,1189.5000762939453
[TG(41:1)]_FA16:0,973.620059967041,994.1000785827636,972.0800666809082,1008.1000709533693,1028.2600555419922,1018.800075531006,1163.8400764465332,1184.4600791931152
[TG(41:1)]_FA16:1,1074.1000862121582,1162.860065460205,1052.1600799560547,1096.180076599121,1046.840068817139,1081.8000717163086,1048.2000732421875,1059.240077972412
[TG(41:1)]_FA18:0,996.12007522583,968.5600700378418,1002.7600746154784,968.760066986084,970.0400657653807,969.2000579833984,1019.8200759887696,972.2000694274902
[TG(41:1)]_FA18:1,1078.7600784301758,1225.020092010498,1159.0800895690918,1086.3600845336914,1057.6200790405271,1151.980079650879,1136.7200813293457,1121.8000869750977
[TG(41:2)]_FA14:0,971.200065612793,1053.300067901611,975.640064239502,1007.8600730895996,1100.800075531006,988.6600685119628,1025.5200691223145,980.0400772094728
[TG(41:2)]_FA16:0,966.8200607299804,988.7000732421876,1010.3000717163086,963.800064086914,1021.5200691223145,1028.8200759887695,1168.1000900268557,1085.5800743103027
[TG(41:2)]_FA16:1,1050.2800750732422,1097.02006149292,1052.5000762939453,1092.920066833496,1047.5800704956057,1108.8800773620603,1065.3200798034668,1064.9000816345217
[TG(41:2)]_FA18:0,970.4000778198242,1004.0400733947754,969.340072631836,986.6400718688964,970.5400733947754,1026.8200721740725,1063.0400733947754,969.5400733947754
[TG(41:2)]_FA18:1,1434.1200981140137,1146.260082244873,1309.8600997924805,1197.7000885009766,1089.3600845336914,1250.540096282959,1157.5800819396973,1241.8800811767578
[TG(41:2)]_FA18:2,1142.040069580078,1179.4200820922852,1335.0400924682615,1125.300075531006,1193.7800750732422,1196.3800964355469,1108.800075531006,1235.7000885009766
[TG(42:0)]_FA14:0,1826.2401275634768,1633.860126495361,1494.1001014709473,2140.5401496887207,2081.8401412963867,2243.800163269043,1930.3401412963867,2344.980152130127
"[TG(42:0)]_FA16:0 | DG(44:7),DG(43:0)_C16:0",3801.8402824401855,3321.880229949951,3251.4402046203613,2355.200157165528,2871.020206451416,3191.960235595703,3750.900276184082,3418.340209960937
"[TG(42:0)]_FA16:0 | DG(44:7),DG(43:0)_C16:0",1393.4800872802734,1324.2600898742676,2535.7401809692383,1187.7000846862793,2192.4401359558105,2186.040168762207,3052.180221557617,2235.340160369873
"[TG(42:0)]_FA18:0 | DG(44:7),DG(43:0)_C18:0",2118.9601440429688,1889.620147705078,1793.700122833252,1926.3401374816892,2266.5401649475098,1971.3401412963867,2056.2001419067383,1849.6001358032229
"[TG(42:0)]_FA18:0 | DG(44:7),DG(43:0)_C18:0",1067.3000869750977,1234.6400909423828,1050.9000701904297,1089.000087738037,1038.4800758361816,1094.5400733947754,1034.700080871582,1069.3400802612305
[TG(42:1)]_FA14:0,1143.2600784301758,1029.4200592041016,1217.120086669922,1109.960075378418,1215.7000846862793,1019.040069580078,1052.3800773620603,1011.4400749206544
"[TG(42:1)]_FA16:0 | DG(44:8),DG(43:1)_C16:0",2031.5001335144043,1863.620140075684,1865.460132598877,1744.2401161193848,1767.6201133728027,1965.3401412963867,2147.1401596069336,1962.1801414489744
"[TG(42:1)]_FA16:0 | DG(44:8),DG(43:1)_C16:0",966.4000625610352,1023.8400650024414,1059.9400672912598,1018.540069580078,1088.7000846862793,1137.5200805664062,1136.8000869750977,1132.5000686645508
"[TG(42:1)]_FA16:1 | DG(44:8),DG(43:1)_C16:1",2041.2201347351076,2109.420139312744,1940.3001327514648,2093.120143890381,2041.8201141357424,2016.620140075684,2441.660179138184,1979.1201210021973
"[TG(42:1)]_FA16:1 | DG(44:8),DG(43:1)_C16:1",1101.04008102417,1166.9000778198242,1066.0000762939453,1237.6200904846191,1047.760066986084,1134.5800819396973,1132.2000732421875,1049.8800735473633
"[TG(42:1)]_FA18:0 | DG(44:8),DG(43:1)_C18:0",1793.9001235961914,1743.8401184082031,1795.6001243591309,1756.3401260375977,1803.0601272583008,1831.9001235961916,1755.7201232910156,1739.980110168457
"[TG(42:1)]_FA18:0 | DG(44:8),DG(43:1)_C18:0",1019.9000701904296,1026.460075378418,980.0800666809082,999.3000679016112,1026.0800666809082,981.0000610351562,968.0600738525392,1032.2200622558594
"[TG(42:1)]_FA18:1 | DG(44:8),DG(43:1)_C18:1",2281.700164794922,2150.9601402282715,2078.6201515197754,2096.200134277344,2466.4201698303223,2530.7201614379883,2296.980167388916,2276.8401527404785
"[TG(42:1)]_FA18:1 | DG(44:8),DG(43:1)_C18:1",1444.0401039123535,1071.6000709533691,1130.3400840759275,1171.440086364746,1170.6400756835938,1088.9000701904297,1171.9600868225098,1131.8600845336914
[TG(42:2)]_FA14:0,1046.7800750732422,1063.400074005127,1020.2000694274902,999.320068359375,1080.4800872802734,1018.7400703430176,1080.3800735473633,987.7800674438477
[TG(42:2)]_FA16:0,966.1200714111328,983.2200622558594,1071.3800735473633,1007.7200660705566,1008.700065612793,969.5400657653807,1171.860080718994,1153.140079498291
[TG(42:2)]_FA16:1,1076.0200805664062,1055.160083770752,1086.340072631836,1108.340072631836,1048.2600631713867,1116.8400840759275,1083.6600799560547,1106.8400650024414
[TG(42:2)]_FA18:0,1032.7200660705566,969.5600776672364,1033.9200744628906,997.2800598144532,970.8400688171388,969.4600715637208,968.4800643920898,969.0000610351562
[TG(42:2)]_FA18:1,1206.1600875854492,1132.520076751709,1203.1600799560547,1095.6200828552246,1089.1400718688965,1223.7800941467283,1120.8200759887695,1141.7600746154783
[TG(42:2)]_FA18:2,1087.2200813293457,1086.300067901611,1228.7200775146484,1105.9600830078125,1169.6400756835938,1225.660083770752,1202.500087738037,1218.2200813293457
[TG(42:3)]_FA14:0,997.8200645446776,991.9800682067872,971.2800674438477,970.3000679016112,966.2400703430176,1017.580078125,984.9000701904296,969.0800628662108
[TG(42:3)]_FA16:0,965.500057220459,963.9400596618652,970.9400672912598,989.3400688171388,970.1600646972656,1061.3800621032717,1022.0000648498536,978.12007522583
[TG(42:3)]_FA16:1,1062.8400764465332,1055.9000701904297,1066.4600715637207,1114.6400833129885,1047.3000793457031,1136.3800773620603,1074.5600662231443,1049.6400756835938
[TG(42:3)]_FA18:0,1013.1200714111328,969.200065612793,970.0000686645508,968.3800621032716,971.4000701904296,993.6400680541992,968.600067138672,1010.2600746154784
[TG(42:3)]_FA18:1,1158.7200775146484,1068.040069580078,1223.780086517334,1092.220069885254,1089.7600708007812,1140.8600730895996,1070.7200622558594,1124.2800750732422
[TG(42:3)]_FA18:2,1189.60009765625,1141.8000793457031,1302.4200897216797,1110.8800735473633,1118.2000732421875,1232.680088043213,1167.5000762939453,1226.4200897216797
[TG(42:3)]_FA18:3,1175.0600852966309,1238.940086364746,1195.2200736999512,1183.320087432861,1163.7400817871094,1171.240077972412,1165.7600860595703,1194.0000762939453
[TG(42:4)]_FA14:0,978.6800651550292,985.320068359375,970.9800720214844,969.4800643920898,1033.7800827026367,1012.3600730895996,1033.780071258545,969.6800651550292
[TG(42:4)]_FA16:0,1045.0000648498535,1007.8600654602052,1019.8400650024414,964.8800621032716,977.400058746338,970.5000648498536,982.4800682067872,988.3800659179688
[TG(42:4)]_FA16:1,1084.780086517334,1055.2200736999512,1051.500072479248,1050.5600662231443,1047.680061340332,1064.460075378418,1072.2000694274902,1050.2400856018066
[TG(42:4)]_FA18:0,969.7000617980956,992.1400718688964,970.4200706481934,967.7400665283204,970.3200645446776,1034.2800750732422,968.7400665283204,969.1400718688964
[TG(42:4)]_FA18:1,1108.7000846862793,1056.3000831604004,1240.3000946044922,1053.920066833496,1139.6200828552246,1148.4000778198242,1069.6200790405271,1155.4800872802734
[TG(42:4)]_FA18:2,1122.7200660705566,1146.1000709533691,1218.460090637207,1204.880084991455,1140.3600769042969,1312.5200843811035,1087.5400657653809,1118.1800804138184
[TG(42:4)]_FA18:3,1196.6000938415527,1275.2200889587402,1299.9800872802734,1285.120086669922,1219.840087890625,1416.780101776123,1258.0000953674316,1205.4600830078125
[TG(42:4)]_FA20:4,1337.1600914001465,1274.7600784301758,1297.460090637207,1273.8400840759275,1247.4200897216797,1330.6000900268557,1247.360092163086,1248.14009475708
[TG(43:0)]_FA14:0,1914.0801429748533,2043.8601531982424,1376.4800987243652,2171.2201347351074,1793.360134124756,1742.500129699707,2268.6401557922363,1978.320125579834
[TG(43:0)]_FA16:0 | DG(44:0)_C16:0,2673.5401878356934,2236.9401512146,2286.180145263672,2094.7601585388184,2631.5001831054688,2540.100143432617,3105.080223083496,2578.7401809692383
[TG(43:0)]_FA16:0 | DG(44:0)_C16:0,1180.6000785827637,1119.2400741577148,1507.8601112365725,1156.860065460205,1492.560115814209,1531.380100250244,1852.660144805908,2036.640151977539
