Lipid,Group_D,Group_D,Group_D,Group_D,Group__C,Group__C,Group__C,Group__C
PS(O-30:0),1307.2200965881348,1373.2400932312012,1302.4401054382324,1320.240089416504,1299.160083770752,1299.3600845336914,1369.880111694336,1349.3200798034668
PS(O-31:0),1338.1600914001465,1317.0000915527344,1334.940097808838,1304.0600814819336,1298.9200859069824,1300.440086364746,1377.0401077270508,1312.8400840759275
PS(O-32:0),1328.5400886535645,1305.1200904846191,1301.3000869750977,1382.280101776123,1365.160083770752,1334.180103302002,1399.7601051330566,1344.520107269287
PS(O-33:0),1457.7001037597656,1322.4200973510742,1541.1401023864746,1318.6001014709473,1470.5601081848145,1556.8801040649414,1513.9601135253906,1578.7401123046875
PS(O-34:0),1402.780101776123,1352.5400848388672,1406.840087890625,1317.4800987243652,1297.940086364746,1312.4200897216797,1333.9400939941406,1318.000087738037
PS(O-35:0),1369.840103149414,1305.0000953674316,1611.6601066589355,1459.180103302002,1498.1401138305664,1845.3201293945312,1573.9001159667969,1361.4400939941406
PS(O-36:0),1325.0800971984863,1305.1000862121582,1358.7600936889648,1303.7400970458984,1381.9000854492188,1307.6000900268557,1365.1401023864746,1340.9800872802734
PS(O-37:0),1569.2601165771484,1368.3600997924805,1885.0401420593264,1384.9201011657717,1605.8600997924805,1548.1401100158691,1575.360107421875,1890.060115814209
PS(O-38:0),1357.320095062256,1409.660099029541,1759.5401420593262,1499.8201141357422,1860.4001350402832,1516.9801025390625,1453.4600982666016,1591.1800956726074
PS(O-39:0),1326.4400901794434,1311.760097503662,1465.1600952148438,1357.7400932312012,1449.6601066589355,1306.4000816345217,1534.6801147460938,1359.040096282959
PS(O-40:0),3426.9002532958984,1876.840145111084,5892.10041809082,2429.840187072754,5053.6003074646,4389.4602394104,4336.200366973877,3645.1002655029297
PS(O-41:0),1303.9600944519043,1304.1400909423828,1300.9400939941406,1331.260097503662,1390.2800750732422,1315.760082244873,1302.900089263916,1360.5200996398926
PS(O-42:0),1604.2401084899902,1426.380107879639,1880.0201377868648,1470.3201179504397,1853.0201377868648,1914.64013671875,1862.2201499938965,1680.2601203918457
PS(O-42:4),1346.1400985717771,1341.9200859069824,1363.0600967407229,1311.320087432861,1366.3800964355469,1371.840103149414,1313.2600898742676,1381.14009475708
PS(O-42:6),1644.9601249694824,1466.0001068115234,2186.420150756836,1671.2801246643066,1871.8601417541504,2142.2001609802246,1626.9801216125488,1719.5601043701172
PS(P-28:0),1261.8000869750977,1263.8400840759275,1315.6400909423828,1261.5401000976562,1336.2000923156738,1274.7200927734375,1261.2200927734375,1315.5200958251953
PS(P-29:0),1263.3201026916504,1262.7800903320312,1348.740104675293,1260.960105895996,1284.5000953674316,1302.200107574463,1260.3800926208496,1302.940097808838
PS(P-30:0),1342.0801010131836,1305.3000984191897,1373.3000984191897,1326.2800941467283,1342.5400924682615,1358.2600898742676,1307.8400917053225,1390.2400970458984
PS(P-30:1),1261.880100250244,1296.7600936889648,1392.8601036071775,1267.820083618164,1282.0400886535645,1257.1600914001465,1260.9000930786133,1472.3200912475586
PS(P-31:0),1318.0201034545898,1305.1400909423828,1301.7400932312012,1304.1800918579102,1373.64009475708,1307.900089263916,1344.860088348389,1351.2400856018066
PS(P-31:1),1552.560115814209,1592.920108795166,1755.6401176452637,1555.9601135253906,1618.480110168457,1534.980110168457,1519.3001022338867,1722.100112915039
PS(P-32:0),1328.7800903320312,1348.260097503662,1302.8800964355469,1302.9400901794434,1314.2600936889648,1300.8800888061523,1302.8000869750977,1318.2400932312012
PS(P-32:1),1303.8000831604004,1306.2200927734375,1334.6001052856443,1323.580093383789,1307.540096282959,1328.4000930786133,1344.3800926208496,1346.5800971984863
PS(P-33:0),1303.9000854492188,1306.5400848388672,1431.260097503662,1304.3000946044922,1450.4800872802734,1361.6001052856443,1326.840103149414,1388.0401039123535
PS(P-33:1),1575.0601081848145,1492.2401084899902,1700.8601188659668,1479.7001152038574,1502.9401016235352,1508.3201026916504,1411.1201095581057,1730.220127105713
PS(P-33:2),1305.10009765625,1323.7400970458984,1374.3600959777832,1303.6001052856443,1298.500087738037,1323.780101776123,1330.7000923156738,1301.6800956726074
PS(P-34:0),1332.940097808838,1421.4201011657717,1302.0600814819336,1383.4600944519043,1298.8600845336914,1338.580093383789,1347.300090789795,1300.0000915527344
PS(P-34:1),1304.10009765625,1304.360092163086,1302.2200889587402,1303.240089416504,1297.240089416504,1299.1600875854492,1303.0000953674316,1378.0401039123535
PS(P-34:2),1330.5000915527344,1305.4000930786133,1316.10009765625,1303.9600830078125,1317.000087738037,1330.6600914001465,1303.6600914001465,1300.10009765625
PS(P-34:3),1353.5400924682615,1347.3400955200195,1355.5801048278809,1302.820087432861,1349.4801025390625,1300.0000801086426,1302.8400993347168,1320.4000816345217
PS(P-34:4),1348.200096130371,1305.2000885009766,1328.2800903320312,1305.1000938415527,1316.360088348389,1298.8400802612305,1303.520092010498,1301.9200897216797
PS(P-35:0),1788.0401153564453,1515.0801124572754,2189.700149536133,1577.6601066589355,1759.1401138305664,2304.020149230957,2346.660171508789,1692.3001327514648
PS(P-35:1),1834.900127410889,1596.9801025390625,2401.380172729492,1486.700122833252,2310.0601921081543,2472.4601440429688,1843.420124053955,1780.800121307373
PS(P-35:2),1475.6800994873047,1519.0601081848145,1904.360122680664,1665.7201080322266,1642.9801063537598,1596.700122833252,1418.2000923156738,1717.7201118469238
PS(P-36:0),1549.9801177978516,1469.3001136779783,1708.8601303100586,1476.3400993347168,1728.360107421875,1606.3801193237305,1498.9201011657717,1712.440128326416
PS(P-36:1),1420.7400970458984,1343.6200942993164,1383.220100402832,1350.6001014709473,1408.2401084899902,1448.3001022338867,1333.740089416504,1318.100082397461
PS(P-36:2),1303.900089263916,1304.980094909668,1301.0600852966309,1303.960105895996,1326.8400955200195,1329.9000854492188,1324.1600875854492,1360.3000946044922
PS(P-36:3),1304.4400939941406,1350.8800964355469,1368.2200927734375,1303.3800735473633,1424.06010055542,1312.5400886535645,1303.5000915527344,1353.8600845336914
PS(P-36:4),1318.3600997924805,1305.0200843811035,1329.4600944519043,1322.9600944519043,1377.3600845336914,1347.900089263916,1303.1401100158691,1378.7601051330566
PS(P-36:5),1303.5400848388672,1303.720085144043,1301.6400909423828,1304.0801010131836,1318.7600898742676,1299.120086669922,1346.2400932312012,1300.0200958251953
PS(P-37:0),4830.660377502441,3564.460289001465,6396.82052230835,3124.4802284240723,6142.240463256836,8211.56061553955,5327.420314788818,5981.120372772217
PS(P-37:1),5498.040336608887,4252.660293579102,9258.3607711792,3841.8803482055664,9214.380653381348,8868.120532989502,7612.160610198975,6014.520442962647
PS(P-37:2),2928.060165405273,2182.0601387023926,3408.0802040100098,2188.500156402588,3379.2002334594727,3341.180282592773,2832.920192718506,2340.120189666748
PS(P-38:0),1304.1000862121582,1396.160099029541,1339.3200988769531,1303.860080718994,1420.5400924682615,1306.6000900268557,1306.6401023864746,1345.7000885009766
PS(P-38:1),1344.5000953674316,1436.880100250244,1513.1200981140137,1303.6200981140137,1434.8800926208496,1576.6401023864746,1304.560089111328,1423.5400924682615
PS(P-38:2),1425.4601020812988,1398.6401023864746,1609.8600959777832,1375.760108947754,1514.720115661621,1523.4600982666016,1520.920108795166,1484.2800979614258
PS(P-38:3),1707.2201309204102,1802.0001068115237,2836.060203552246,1942.8401374816892,2525.7201766967773,2291.660148620605,2462.0001831054688,1842.7401275634768
PS(P-38:4),1303.4601020812988,1365.860092163086,1302.5200958251953,1308.6400909423828,1378.200096130371,1325.6200828552246,1341.440097808838,1375.9000854492188
PS(P-38:5),1303.2401008605957,1305.9600868225098,1320.5600929260254,1315.9000854492188,1351.500099182129,1299.2200889587402,1366.5000915527344,1318.1000900268557
PS(P-39:0),1355.1200904846191,1332.56010055542,1858.300136566162,1424.6201133728027,1441.7800903320312,1795.0001182556152,1479.9400939941406,1666.7801055908203
PS(P-39:1),2254.0601806640625,2049.0401306152344,3048.3801803588867,1569.200107574463,1856.980117797852,2786.8201904296875,2683.500175476074,1754.380126953125
PS(P-40:0),1599.920108795166,1441.7200927734375,1692.4401168823242,1398.8000946044922,1515.5600967407229,1860.3401222229004,1518.9201126098633,1419.9401016235352
PS(P-40:1),1535.6601104736328,1324.3200912475586,1643.0601272583008,1329.5200881958008,1455.380100250244,1500.6001091003418,1489.6400985717771,1562.600112915039
PS(P-40:2),1421.9000930786133,1370.280101776123,1871.120140075684,1383.3801040649414,1342.2200813293457,1470.9600944519043,1538.2801208496094,1530.7601127624512
PS(P-40:3),1783.5601234436035,1994.2801246643064,2902.6602058410645,1714.6401252746582,2461.6001625061035,2598.6201934814453,2640.260204315185,1955.7801322937007
PS(P-40:4),1527.8401107788086,1453.7200965881348,1501.0001029968262,1473.0800971984863,1436.1800804138184,1447.0201034545898,1623.1201133728027,1535.1201057434082
PS(P-40:5),1825.280117034912,1367.7200889587402,1724.900119781494,1720.0401306152344,1709.740104675293,2301.50016784668,1924.7201499938965,1766.3801155090332
PS(P-41:0),1333.500087738037,1377.040096282959,1371.9000968933103,1513.5001029968262,1431.340103149414,1597.2201118469238,1471.5601043701172,1466.5401000976562
PS(P-42:0),1444.180103302002,1328.4400901794434,1707.9201164245603,1385.840103149414,1532.2000999450684,1630.7401161193848,1639.020107269287,1435.5601119995115
PS(P-42:1),1755.1201248168943,1490.5201034545898,1875.8801307678225,1689.900127410889,1580.380107879639,1668.3001022338867,1591.9401054382324,1575.620101928711
PS(P-42:2),1511.6200981140137,1370.1800994873047,1429.9401092529297,1387.7800979614258,1383.8400917053225,1407.0600929260254,1358.5000915527344,1378.1601028442385
PS(P-42:4),1476.7201042175293,1314.4200859069824,1488.60009765625,1314.260082244873,1393.8800926208496,1515.0200958251953,1427.8400955200195,1359.900089263916
SM(d16:0/14:0),1294.620086669922,1332.3201141357422,1533.420108795166,1409.9400939941406,1385.9200973510742,2110.9201278686523,1314.7600898742676,1357.3401107788086
SM(d16:0/16:0),1359.520092010498,1591.4801025390625,1718.2601318359375,1425.180088043213,1384.1600952148438,1952.5001182556152,1481.3401107788086,1264.660083770752
SM(d16:0/18:0),10922.221004486084,22296.38158416748,12753.440662384031,21920.34162139893,8197.060523986816,22039.08211898804,16583.500999450684,9451.000606536863
SM(d16:0/20:0),51300.98272323608,88577.20538330078,31253.901752471924,49089.62300109863,32461.462020874023,97029.7649230957,58126.52303695679,30179.98289871216
SM(d16:0/22:0),496163.6357879639,424824.2308883667,389615.18394470215,532681.1079711914,305392.6849517822,1054508.4699401855,651865.2981567383,317521.8850097656
SM(d16:0/23:0),6076.380554199219,5029.260303497314,6419.640537261963,8635.6005859375,4483.280467987061,13505.38090133667,6991.820419311523,2825.800193786621
SM(d16:0/24:0),78894.36433029175,186291.1160888672,85628.64817047119,134257.2707824707,54285.96474838257,157252.08834838867,144707.23332214355,72528.80512619019
SM(d16:0/25:0),7042.620555877686,12744.560646057129,8663.52087020874,15111.261177062988,5254.240409851074,13790.54080581665,10186.120948791504,5277.520355224609
SM(d16:1/16:0),1343.7400932312012,1653.7601127624512,1699.700122833252,2144.0601348876958,1296.1600875854492,2724.180149078369,2018.580135345459,1764.4401321411133
SM(d16:1/17:0),3184.820274353028,5633.880252838135,4746.120307922363,4615.040332794189,2286.900135040283,5880.980457305908,4372.340351104736,2736.800148010254
SM(d16:1/18:0),73167.46678543091,182884.91222763064,91751.34780883788,164135.0895690918,56934.68423080444,202649.97469711304,129765.19009017944,78344.5852470398
SM(d16:1/18:1),2886.66015625,5967.040378570557,3096.6202278137207,5108.960433959961,2180.76016998291,4369.74036026001,3576.3403396606445,2496.020221710205
SM(d16:1/20:0),19396.140869140625,43381.96249008179,20447.821701049805,36792.343032836914,15171.260772705078,52913.66332626343,28269.062545776367,18635.621646881104
SM(d16:1/20:1),1991.1201629638672,2611.8601722717285,2246.3401947021484,2803.2201805114746,2264.66015625,3416.480262756348,2290.5801277160645,1859.100154876709
SM(d16:1/22:0),806980.4115371704,1441284.0420074463,1417292.7565460205,2448792.667671204,880157.4642333984,2914326.913848877,1626442.6066055298,790156.4576721191
SM(d16:1/22:1),91873.36743545532,99874.04643249512,89259.38563156128,192948.4113006592,63702.1256980896,199668.79847335813,126781.10614395142,33857.44202041626
SM(d16:1/23:0),21653.10146713257,18484.62167739868,22076.46128463745,40706.04186630249,13302.82113647461,28147.861373901367,17877.621086120605,13902.840831756592
SM(d16:1/24:0),678540.8877868652,1737608.8447265625,771783.1389503479,1503312.6808052063,477101.34518814087,1371244.761054993,1140317.084526062,565500.4872665405
SM(d16:1/24:1),428810.7619171143,955984.3542747498,523994.7134170532,873049.8187904358,319205.7307167053,903785.9714775084,729140.1676483154,348374.65015792847
SM(d16:1/25:0),40556.10334777832,85629.92533493042,41223.522705078125,85675.52557754517,24567.98260116577,75506.38444137573,53700.78500366211,26560.522148132324
SM(d17:0/27:0),28213.24147415161,66960.9460029602,15902.56088256836,76815.24559020996,18022.761016845703,46317.563747406006,37473.68285751343,23600.521884918213
SM(d17:1/24:1),10193.36057662964,22273.82147216797,13362.200908660889,23998.101833343502,7394.980518341064,25759.621673583984,18062.46148300171,8909.100620269775
SM(d17:1/26:1),3158.000289916992,4959.700466156006,3560.900287628174,6111.300468444824,2359.30020904541,6315.5805740356445,3645.660217285156,2749.5001640319824
SM(d18:0/13:0),1136.940071105957,1214.7400856018066,1382.60009765625,1358.7400970458984,1129.5800857543943,1440.140079498291,1409.4001007080078,1124.5600776672363
SM(d18:0/15:0),1309.760097503662,1860.5801429748533,2047.2001304626465,1497.4601135253906,1382.1801147460938,1742.080135345459,1524.0601119995115,1773.0200958251953
SM(d18:0/17:0),3034.4201889038086,4527.860363006592,2326.820156097412,4138.040302276611,2235.900184631348,5713.940536499023,3450.940284729004,2256.760154724121
SM(d18:0/24:0),79560.32584381104,159228.47156143188,105107.3064842224,178571.15314483643,54638.50336456299,131172.13041305542,81945.54514312744,48454.02393722534
SM(d18:0/24:1),116366.62847137453,245791.418926239,123026.72496032716,231772.64193725583,79138.18510818481,194942.351890564,136137.76929092407,68417.84549713135
SM(d18:0/26:1(17Z)),22058.241176605225,46627.26223754883,31541.50273895264,53557.46223831177,17181.861213684082,34575.78218460083,29639.621990203857,18024.5813331604
SM(d18:1/12:0),1143.3800773620603,1129.5400733947754,1251.800067901611,1253.5200843811035,1124.8800773620603,1755.1401405334473,1162.4800834655762,1229.820083618164
SM(d18:1/17:0),2338.160167694092,3798.8002586364746,1945.160140991211,3138.0602493286133,2283.500175476074,4603.200325012207,2379.000141143799,2423.4801635742188
SM(d18:1/19:0),8364.920608520508,10325.62088394165,9476.400588989258,18821.081352233887,5161.720363616943,19047.981170654297,8460.580535888672,5258.080352783203
SM(d18:1/24:1(15Z)),212381.33361053467,497445.1773986816,284032.5225753784,473732.0510597229,152981.61320114136,438217.7210083008,353557.6255493164,168425.23291778564
SM(d18:1/25:0),6512.4206199646,11311.120929718018,6508.260643005371,12584.420864105225,4088.84029006958,9228.020790100098,6135.980514526367,4425.260269165039
SM(d18:1/26:1(17Z)),41083.62327194214,107543.62648773192,32835.142208099365,124206.70540618896,32102.202297210693,78851.46682739258,66246.76421737671,28222.90232849121
SM(d18:2/14:0),1151.180088043213,1414.9401092529297,1225.5000839233398,1191.200080871582,1119.2600784301758,1464.56010055542,1138.9800834655762,1100.3200759887695
SM(d18:2/15:0),1236.4000854492188,1157.0000686645508,1402.9401016235352,1267.9800834655762,1278.3400993347168,1291.1800994873047,1202.9600715637207,1148.0400772094729
SM(d18:2/18:1),1284.7400970458984,1118.500072479248,1245.5600852966309,1354.7800979614258,1370.4401016235352,1564.780117034912,1312.3800811767578,1213.080078125
SM(d18:2/20:1),6553.640449523926,12191.480499267578,6262.800296783447,11193.981086730955,3226.260242462158,12743.540798187256,8507.160499572754,4875.120399475098
SM(d18:2/21:0),5107.780353546143,5535.50036239624,7517.860607147217,11434.36067199707,4364.540306091309,15893.30082321167,9111.060794830322,5267.080337524414
SM(d18:2/22:1),821275.1244697571,2180288.9462661743,1230920.064994812,2038189.78232193,610038.1510848999,1841048.0142364504,1592832.6618804932,562491.0270309448
SM(d18:2/24:1),381750.7416725159,1087277.3921661377,599992.2380752563,1145094.314716339,289076.48976516724,829290.0760650635,934970.3400802612,360352.8722686768
[TG(37:0)]_FA14:0,1170.4000816345217,1032.8200721740725,1099.4600715637207,1012.1600723266602,1243.1000862121582,1081.4200744628906,1114.880084991455,1111.320083618164
[TG(37:0)]_FA16:0,1283.4600944519043,1359.3600997924805,1241.2200813293457,1272.360092163086,1490.8600997924805,1154.2600784301758,1112.7600784301758,1070.6400718688965
[TG(37:0)]_FA18:0,990.7400665283204,1227.6200904846191,1026.5600662231443,981.2000732421876,985.2000732421876,1069.0400733947754,970.3400688171388,1014.2800674438477
[TG(38:0)]_FA14:0,1306.0400848388672,1316.2400970458984,1234.6000900268557,1557.1601181030271,1557.9801292419434,1456.280101776123,1671.0801162719729,1406.3601036071775
[TG(38:0)]_FA16:0,2643.3001823425293,2252.440155029297,2242.920150756836,2995.580192565918,2907.4001998901367,1395.0200805664062,1404.5201034545898,1361.5800971984863
[TG(38:0)]_FA18:0,1038.9200706481934,1333.0401077270508,1285.9400901794434,1210.5400848388672,977.4800682067872,1296.640106201172,1192.7800827026367,1092.4000778198242
[TG(38:1)]_FA14:0,1029.8200645446775,1051.600082397461,1073.8800773620603,993.4400787353516,1144.9000816345217,1039.8800773620603,1036.380069732666,1000.4000663757324
"[TG(38:1)]_FA16:0 | DG(40:8),DG(39:1)_C16:0",2084.340156555176,2611.9201698303223,2106.980140686035,2461.980155944824,3004.2601928710938,3620.08024597168,2078.000160217285,1912.9201354980469
"[TG(38:1)]_FA16:0 | DG(40:8),DG(39:1)_C16:0",1244.6000862121582,1857.3801345825195,1689.680118560791,1912.380123138428,1964.7601432800293,1116.9400787353516,1190.5600967407229,1154.7200927734375
"[TG(38:1)]_FA16:1 | DG(40:8),DG(39:1)_C16:1",1925.6601181030276,2123.980155944824,2009.420146942139,2115.020133972168,2360.440174102783,1999.9601364135744,2208.440155029297,2041.460147857666
"[TG(38:1)]_FA16:1 | DG(40:8),DG(39:1)_C16:1",1097.2000770568848,1106.6400680541992,1149.9800834655762,1087.2000846862793,1084.9400787353516,1052.8000717163086,1072.5400772094729,1169.620086669922
"[TG(38:1)]_FA18:0 | DG(40:8),DG(39:1)_C18:0",1879.5201377868648,1892.9001159667969,1754.3401184082031,2016.280128479004,2013.5001373291016,2308.800178527832,1734.0601196289062,1716.5601081848145
"[TG(38:1)]_FA18:0 | DG(40:8),DG(39:1)_C18:0",987.7800712585448,971.6800651550292,996.6000785827636,974.1800689697266,967.4200630187988,1036.360080718994,1019.740077972412,1028.4800758361816
"[TG(38:1)]_FA18:1 | DG(40:8),DG(39:1)_C18:1",2470.040168762207,2024.8001518249512,3169.100246429444,2442.060165405273,4064.1603202819824,2492.760166168213,2449.1401596069336,2302.58016204834
"[TG(38:1)]_FA18:1 | DG(40:8),DG(39:1)_C18:1",1351.080093383789,1105.7200736999512,1086.040069580078,1449.520092010498,1135.300075531006,1105.680088043213,1091.0800704956057,1084.600067138672
[TG(39:0)]_FA14:0,1092.8800773620603,1148.0600852966309,1142.800075531006,1161.7400856018066,1157.840068817139,1181.1000862121582,1102.7600784301758,1013.8000717163086
[TG(39:0)]_FA16:0,1468.660083770752,1614.0601081848145,1663.3601036071775,1745.060131072998,1514.840103149414,1219.2600860595703,1201.240089416504,1240.5800819396973
[TG(39:0)]_FA18:0,970.6600761413574,982.4400672912598,1032.600082397461,1022.5800743103028,1089.3200759887695,1146.320083618164,1063.180076599121,973.3600692749023
[TG(39:1)]_FA14:0,973.0800666809082,1048.5400581359863,999.0400772094728,1029.4200706481934,971.040069580078,1065.9200820922852,971.6200714111328,1006.0600662231444
[TG(39:1)]_FA16:0,1320.1600875854492,1173.980079650879,1306.980094909668,1463.8000984191897,1524.0401077270508,1146.780071258545,1041.1200637817385,1084.5800704956057
[TG(39:1)]_FA16:1,1052.1800689697266,1110.500072479248,1109.660083770752,1058.0200729370115,1051.0000801086426,1234.6600799560547,1124.1000785827637,1049.720069885254
[TG(39:1)]_FA18:0,971.1800651550292,988.8600578308104,1000.7200622558594,1047.2600746154783,1000.2800674438477,969.1600646972656,1068.1400756835938,972.500057220459
[TG(39:1)]_FA18:1,1318.260097503662,1075.580062866211,1172.3000793457031,1069.9400634765625,1295.6400871276855,1081.9400672912598,1165.9000816345217,1193.6400833129885
[TG(40:0)]_FA14:0,1189.0200881958008,1054.9800834655762,1153.0600814819336,1336.440097808838,1650.8801155090332,1557.300106048584,1794.4201316833496,1358.3400955200195
[TG(40:0)]_FA16:0,2276.8601684570312,2012.400146484375,2433.5601806640625,2701.1801986694336,2195.700157165528,1046.5000686645508,1343.4801025390625,1330.6400871276855
[TG(40:0)]_FA18:0,1138.5800666809082,1053.940071105957,1163.4600715637207,1082.0800743103027,1072.5400733947754,1012.8000717163086,1075.080078125,1032.500072479248
[TG(40:1)]_FA14:0,1037.840072631836,973.4400672912598,1221.7200927734375,1113.3600730895996,1075.2800788879397,1053.1800842285156,1028.5600776672363,1017.4000816345216
[TG(40:1)]_FA16:0,1052.1800689697266,1150.860088348389,1202.3000793457031,1229.5200805664062,1271.9600868225098,1001.6600685119628,1016.1600799560548,1159.300067901611
[TG(40:1)]_FA16:1,1122.6800842285156,1146.540069580078,1094.9600715637207,1053.5600776672363,1050.5600700378418,1052.5400772094729,1052.4600715637207,1106.7200813293457
[TG(40:1)]_FA18:0,970.940071105957,1009.9400596618652,1077.7000885009766,1121.1000900268557,1067.4200859069824,1163.7200736999512,1084.0000801086426,989.5000686645508
[TG(40:1)]_FA18:1,1366.8000984191897,1138.6600761413574,1407.9200973510742,1196.440086364746,1287.740077972412,1137.0600662231443,1269.4000930786133,1147.6200828552246
[TG(40:2)]_FA14:0,1060.5800704956057,990.3200759887696,1002.9400672912598,1045.4800720214844,1092.8800582885742,986.6800689697266,1014.5000648498536,1041.6800842285156
[TG(40:2)]_FA16:0,1194.240077972412,1181.2200813293457,1293.3800773620603,1144.1400718688965,1765.020118713379,979.980052947998,1015.820068359375,1007.3000717163086
[TG(40:2)]_FA16:1,1075.2000732421875,1169.420078277588,1046.4400672912598,1183.2400817871094,1163.8000793457031,1135.7800827026367,1119.4000854492188,1067.8000869750977
[TG(40:2)]_FA18:0,1031.560073852539,970.6600685119628,1056.5600814819336,1015.4400749206544,1004.2800750732422,990.7200622558594,1020.6800689697266,992.080078125
[TG(40:2)]_FA18:1,1736.7001266479492,1439.740104675293,1563.2801055908203,1669.2401161193848,2085.580139160156,1242.6800804138184,1394.980110168457,1386.3400993347168
[TG(40:2)]_FA18:2,1537.7201118469238,1731.260124206543,1740.5201263427734,1299.3600845336914,1634.340114593506,1533.240104675293,1375.2800979614258,1207.580078125
[TG(41:0)]_FA14:0,1394.8000831604004,1264.900089263916,1206.360092163086,1192.4000854492188,1280.7400932312012,1218.3400802612305,1430.820110321045,1214.9400939941406
[TG(41:0)]_FA16:0 | DG(42:0)_C16:0,2138.160140991211,2523.780170440674,2246.7601585388184,2109.3201484680176,1858.8601150512693,2313.260166168213,2165.460159301758,1996.4401359558103
[TG(41:0)]_FA16:0 | DG(42:0)_C16:0,1355.8400840759275,1728.0801429748535,1601.4401168823242,1352.60009765625,1265.9001007080078,1131.5200805664062,1094.8200721740725,1122.5000762939453
[TG(41:0)]_FA18:0 | DG(42:0)_C18:0,1803.6001205444336,1785.360126495361,1846.1201210021973,1825.4801330566409,1955.4601402282717,1973.580139160156,1902.6201438903809,1782.6401329040527
[TG(41:0)]_FA18:0 | DG(42:0)_C18:0,970.9000663757324,1051.6800651550293,1024.840072631836,1024.5000762939453,1005.7800674438477,983.8000679016112,1188.1600952148438,1061.020076751709
[TG(41:1)]_FA14:0,973.6200675964355,973.820068359375,1040.8400917053225,980.800075531006,1007.6200714111328,970.8200607299804,1005.7200813293456,1023.7600784301758
[TG(41:1)]_FA16:0,1097.8000793457031,998.3600730895996,964.7800674438477,972.800064086914,1030.3000793457031,961.0600662231444,1115.4400787353516,961.6800689697266
[TG(41:1)]_FA16:1,1110.640079498291,1046.500072479248,1114.400074005127,1124.900074005127,1094.2800750732422,1153.1000747680664,1080.8800811767578,1069.7000694274902
[TG(41:1)]_FA18:0,1053.920078277588,1041.8800773620603,970.260066986084,1210.0800895690918,992.6000709533693,1073.8200759887695,969.3000717163086,977.5600776672364
[TG(41:1)]_FA18:1,1138.7200813293457,1241.320095062256,1104.5800704956057,1096.8600769042969,1132.1200828552246,1105.4200859069824,1049.1400680541992,1066.680076599121
[TG(41:2)]_FA14:0,1007.9800758361816,993.0600738525392,1001.6400718688964,973.5600700378418,1011.8200759887696,989.6000747680664,992.740077972412,996.940071105957
[TG(41:2)]_FA16:0,1046.760066986084,1201.000099182129,1105.7400741577148,1038.9000701904297,1116.320095062256,1096.0400848388672,989.720069885254,992.0800704956056
[TG(41:2)]_FA16:1,1174.3800888061523,1107.3600769042969,1135.580078125,1096.0600700378418,1049.920066833496,1134.1200904846191,1085.2800788879397,1176.680076599121
[TG(41:2)]_FA18:0,970.9800643920898,987.340072631836,970.7800788879396,993.5800704956056,968.4600677490234,968.6800689697266,1016.720085144043,998.0400733947754
[TG(41:2)]_FA18:1,1518.9401054382324,1128.1000785827637,1184.3600845336914,1219.7200889587402,1397.5800895690918,1141.900074005127,1147.820083618164,1092.8800735473633
[TG(41:2)]_FA18:2,1220.4800758361816,1287.2800903320312,1311.860088348389,1230.0400772094729,1370.3601036071775,1203.180076599121,1216.8800773620603,1099.7800788879397
[TG(42:0)]_FA14:0,1598.000114440918,1358.2401008605957,1605.6601066589355,1606.1601371765137,1934.1401252746584,1515.700122833252,1938.400131225586,1479.1001014709473
"[TG(42:0)]_FA16:0 | DG(44:7),DG(43:0)_C16:0",2310.8601684570312,3784.420272827149,2396.06014251709,2998.3802185058594,2601.5401916503906,3233.9802169799805,2695.580181121826,2381.440158843994
"[TG(42:0)]_FA16:0 | DG(44:7),DG(43:0)_C16:0",2542.5202140808105,2424.500175476074,2371.200187683105,3077.200206756592,2646.180191040039,1386.8400917053225,1283.2800979614258,1324.7600936889648
"[TG(42:0)]_FA18:0 | DG(44:7),DG(43:0)_C18:0",2005.860134124756,2040.460147857666,2103.500160217285,2007.480136871338,2041.200134277344,1960.8201217651367,1999.6201362609863,1755.440113067627
"[TG(42:0)]_FA18:0 | DG(44:7),DG(43:0)_C18:0",1085.820083618164,1150.1200828552246,1170.8000793457031,1046.680076599121,1146.5400848388672,1054.9600677490234,1181.2800827026367,1051.5000762939453
[TG(42:1)]_FA14:0,1079.2000846862793,1047.100067138672,1097.3600769042969,1078.4600830078125,1187.080078125,984.2200622558594,1105.000072479248,1064.380084991455
"[TG(42:1)]_FA16:0 | DG(44:8),DG(43:1)_C16:0",1815.2001457214355,1804.54012298584,1892.1601371765137,1837.5001373291016,1751.9401168823242,1944.9601440429688,1886.800136566162,2015.440116882324
"[TG(42:1)]_FA16:0 | DG(44:8),DG(43:1)_C16:0",1146.0400848388672,1069.2800788879397,1109.400074005127,1090.380069732666,1326.1401023864746,982.2800674438477,1006.6600761413574,1144.3400802612305
"[TG(42:1)]_FA16:1 | DG(44:8),DG(43:1)_C16:1",2029.9401359558103,2066.4801483154297,2036.900146484375,2110.0201416015625,2283.780143737793,2017.0401306152344,1999.120140075684,2285.820140838623
"[TG(42:1)]_FA16:1 | DG(44:8),DG(43:1)_C16:1",1066.7000732421875,1104.0600700378418,1154.5400733947754,1092.480079650879,1076.6400680541992,1279.3000984191897,1052.8800735473633,1134.5400772094729
